# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 03:59:08 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_simple/
# Percentages of genes of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/percs/simple_random_perc.txt 
# Columns= Group name
# Rows= Random set
	AcrR	Ada	AgaR	AlaS	AllR	AllS	AlsR	ArcA	ArgP	ArgR	ArsR	AscG	AsnC	BasR	BirA	BluR	BolA	CRP	CdaR	CecR	CpxR	Cra	CreB	CsgD	CueR	CynR	CysB	Dan	DhaR	DicA	DnaA	EvgA	FNR	FadR	FeaR	Fis	FlhDC	FliZ	Fur	GadX	GcvA	H-NS	HU	HcaR	IHF	IlvY	IscR	KdpE	LeuO	LexA	LrhA	Lrp	LysR	MalT	MarA	MatA	McbR	MetJ	MlrA	MngR	MntR	MprA	MqsA	MurR	Nac	NadR	NagC	NanR	NimR	NsrR	NtrC	OmpR	OxyR	PaaX	PepA	PgrR	PhoB	PhoP	PspF	PurR	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	Rob	RutR	SdiA	SgrR	SoxS	SutR	TorR	TrpR	TyrR	UidR	UvrY	XapR	YdeO	YjjQ	YpdB	YqhC	ZntR	ZraR	Zur
ran_53.txt	NA	6	4	NA	3	8	3	7	NA	3	7	NA	NA	NA	4	6	4	3	3	4	3	4	NA	4	NA	4	4	4	NA	3	8	3	3	5	NA	3	3	NA	3	5	NA	3	NA	5	3	NA	4	6	5	3	NA	3	NA	NA	8	5	NA	4	4	NA	9	3	NA	NA	4	6	5	NA	9	3	3	6	4	4	NA	6	3	3	NA	3	NA	9	7	NA	4	4	3	NA	NA	NA	5	8	NA	NA	3	7	NA	9	5	4	6	NA	NA	NA	NA	3
ran_54.txt	NA	9	4	NA	4	9	4	NA	3	4	4	NA	NA	NA	4	4	NA	3	3	3	3	4	NA	4	NA	7	7	7	3	3	NA	5	3	6	NA	3	3	NA	3	4	4	3	NA	3	3	NA	6	4	3	3	NA	3	NA	NA	7	7	NA	9	5	5	4	10	NA	NA	3	4	5	8	6	3	3	3	3	NA	NA	5	4	4	NA	3	NA	NA	8	NA	3	5	3	NA	NA	NA	9	3	8	NA	4	8	NA	8	9	5	4	NA	7	NA	NA	4
ran_55.txt	NA	7	3	NA	8	10	7	9	5	3	3	NA	NA	NA	5	4	NA	3	3	3	3	3	NA	4	5	8	3	5	6	4	9	4	3	8	NA	3	3	NA	3	3	4	3	NA	3	4	5	4	8	3	3	NA	4	NA	NA	7	6	NA	3	9	7	NA	4	NA	NA	4	3	4	NA	7	3	4	5	3	NA	NA	3	3	3	NA	3	NA	NA	4	NA	6	6	3	NA	NA	NA	3	3	NA	NA	3	8	NA	NA	3	4	8	NA	NA	NA	NA	3
ran_56.txt	NA	6	3	NA	3	10	5	9	4	3	3	NA	NA	NA	3	4	NA	3	3	6	3	4	NA	3	5	NA	4	4	4	4	NA	4	3	7	NA	3	3	NA	3	4	8	4	NA	4	4	5	3	5	4	3	NA	3	NA	NA	NA	NA	NA	4	8	8	NA	5	4	NA	6	3	8	7	9	3	3	7	3	NA	NA	3	3	3	NA	5	NA	4	4	NA	7	8	3	NA	NA	NA	4	3	4	NA	4	4	NA	NA	3	NA	3	NA	NA	NA	NA	7
ran_57.txt	NA	NA	3	NA	3	8	5	4	7	3	3	NA	NA	NA	6	8	NA	3	7	4	3	3	NA	5	NA	9	4	9	8	5	8	3	3	3	NA	3	3	NA	3	3	NA	3	NA	3	6	NA	3	4	5	3	NA	3	NA	NA	4	9	NA	5	5	4	NA	4	NA	NA	7	5	4	4	3	3	3	4	3	NA	NA	3	3	3	NA	3	NA	9	5	NA	8	3	5	NA	NA	NA	4	7	NA	NA	3	NA	NA	NA	6	4	4	NA	7	NA	NA	5
ran_58.txt	NA	4	3	NA	5	3	4	NA	5	6	10	NA	NA	NA	4	8	7	3	3	4	3	3	NA	3	5	3	3	4	4	3	NA	4	3	5	NA	3	3	NA	3	3	8	3	5	4	4	NA	5	3	4	3	NA	3	NA	NA	NA	7	NA	6	9	5	8	5	NA	NA	4	3	4	NA	NA	3	3	4	4	NA	NA	3	4	5	NA	4	NA	7	7	NA	6	3	3	NA	NA	NA	3	6	NA	NA	6	7	NA	NA	3	6	3	NA	4	NA	NA	4
ran_59.txt	NA	8	5	NA	3	8	8	5	3	3	3	NA	NA	NA	3	4	NA	3	3	NA	3	3	NA	4	7	6	3	8	3	6	9	3	3	3	NA	3	3	NA	3	5	7	3	8	3	4	NA	4	3	4	3	NA	3	NA	NA	NA	4	NA	3	4	8	8	8	9	NA	6	NA	10	7	3	3	3	8	4	NA	NA	7	3	3	NA	3	NA	NA	8	NA	4	4	3	NA	NA	NA	7	4	NA	NA	3	NA	NA	NA	8	6	6	NA	NA	NA	NA	5
ran_6.txt	NA	3	9	NA	4	7	4	7	9	3	9	NA	NA	NA	6	6	NA	3	3	4	3	4	NA	5	5	10	3	6	4	4	NA	3	3	3	NA	3	3	NA	3	9	NA	3	9	5	6	NA	5	3	3	3	NA	3	NA	NA	6	8	NA	3	3	8	8	NA	NA	NA	4	6	6	NA	9	3	3	3	3	9	NA	4	3	4	NA	3	NA	8	3	NA	6	8	4	NA	NA	NA	5	6	NA	NA	5	9	NA	NA	NA	5	3	NA	6	NA	NA	6
ran_60.txt	NA	NA	5	NA	4	9	4	NA	4	3	8	NA	NA	NA	10	4	NA	3	5	4	3	3	NA	5	NA	8	5	5	3	8	NA	3	3	3	NA	3	3	NA	3	5	4	3	5	4	3	8	5	3	9	3	NA	3	NA	NA	NA	9	NA	3	4	4	NA	6	3	NA	6	4	6	6	NA	3	3	4	3	4	NA	3	3	3	NA	5	NA	NA	7	NA	4	3	3	NA	NA	NA	3	5	9	NA	5	6	NA	NA	10	4	4	NA	NA	NA	NA	6
ran_61.txt	NA	4	4	NA	5	5	9	NA	4	3	7	NA	NA	NA	5	3	NA	3	3	4	3	4	NA	4	4	8	5	8	3	8	NA	8	3	3	NA	3	3	NA	3	3	NA	3	9	3	6	7	3	4	4	3	NA	3	NA	NA	4	NA	NA	4	4	6	NA	9	NA	NA	3	9	5	9	3	3	3	7	3	NA	NA	3	3	3	NA	4	NA	5	9	NA	6	3	3	NA	NA	NA	4	8	NA	NA	3	NA	NA	NA	4	6	3	NA	8	NA	NA	9
ran_62.txt	NA	7	3	NA	4	NA	4	NA	9	4	NA	NA	NA	NA	7	4	7	3	5	3	3	3	NA	4	4	5	3	3	4	3	NA	6	3	3	NA	3	3	NA	3	3	NA	4	NA	3	4	9	3	5	3	3	NA	3	NA	NA	NA	NA	NA	5	3	7	NA	5	7	NA	5	9	3	3	9	3	3	9	8	4	NA	3	3	3	NA	3	NA	4	NA	NA	6	9	3	NA	NA	NA	7	5	NA	NA	3	5	NA	5	NA	6	4	NA	NA	NA	NA	4
ran_63.txt	NA	8	4	NA	3	5	3	9	NA	3	5	NA	NA	NA	9	8	NA	3	9	6	3	4	NA	3	6	7	3	8	4	9	NA	3	3	3	NA	3	3	NA	3	4	NA	3	NA	3	9	NA	6	4	3	3	NA	3	NA	NA	NA	NA	NA	4	8	8	NA	4	NA	NA	NA	4	4	NA	9	3	3	4	3	5	NA	5	3	3	NA	3	NA	4	3	NA	10	4	3	NA	NA	NA	7	4	7	NA	3	NA	NA	9	NA	3	3	NA	4	NA	NA	3
ran_64.txt	NA	8	3	NA	3	9	4	8	4	3	6	NA	NA	NA	5	5	NA	3	5	4	3	4	NA	4	NA	5	5	5	3	4	NA	3	3	4	NA	3	3	NA	3	3	7	3	NA	7	6	NA	4	3	3	3	NA	3	NA	NA	3	3	NA	3	4	NA	NA	4	NA	NA	3	5	4	NA	NA	3	3	6	3	9	NA	4	3	3	NA	3	NA	6	5	NA	7	5	3	NA	NA	NA	5	3	6	NA	4	3	NA	NA	8	5	4	NA	NA	NA	NA	9
ran_65.txt	NA	7	4	NA	3	4	3	NA	5	3	4	NA	NA	NA	8	10	NA	3	3	9	3	4	NA	4	8	9	3	6	5	4	NA	4	3	8	NA	3	3	NA	3	3	NA	4	NA	5	8	NA	3	8	4	3	NA	3	NA	NA	NA	9	NA	5	7	5	NA	6	9	NA	3	3	4	4	NA	3	3	9	3	7	NA	4	3	7	NA	4	NA	4	NA	NA	5	3	3	NA	NA	NA	8	3	3	NA	4	4	NA	3	7	NA	4	NA	8	NA	NA	4
ran_66.txt	NA	8	4	NA	3	NA	7	NA	5	3	3	NA	NA	NA	6	7	5	3	5	8	3	3	NA	3	9	4	3	8	4	5	10	8	3	5	NA	3	3	NA	3	3	4	3	NA	5	3	NA	3	9	6	3	NA	3	NA	NA	NA	3	NA	3	6	NA	NA	9	NA	NA	9	NA	4	7	8	3	3	3	3	NA	NA	3	3	3	NA	5	NA	5	8	NA	3	8	3	NA	NA	NA	3	4	NA	NA	6	6	NA	NA	3	NA	8	NA	3	NA	NA	6
ran_67.txt	NA	3	4	NA	9	3	5	NA	6	3	6	NA	NA	NA	4	5	7	3	4	8	3	3	NA	3	NA	3	6	7	3	4	4	4	3	3	NA	3	3	NA	3	3	8	3	NA	8	3	8	4	4	6	3	NA	3	NA	NA	7	6	NA	3	6	4	NA	NA	NA	NA	4	9	5	7	NA	3	3	5	6	7	NA	3	3	3	NA	3	NA	9	9	NA	5	9	3	NA	NA	NA	9	3	6	NA	4	6	NA	6	NA	NA	3	NA	9	NA	NA	8
ran_68.txt	NA	7	5	NA	3	8	3	NA	4	3	3	NA	NA	NA	6	8	3	3	9	5	3	3	NA	4	9	3	3	7	9	9	NA	3	3	4	NA	3	3	NA	5	4	NA	3	7	4	3	4	3	8	4	3	NA	4	NA	NA	8	4	NA	5	4	6	NA	4	8	NA	4	4	8	6	8	3	3	NA	3	NA	NA	5	3	3	NA	3	NA	NA	8	NA	4	5	5	NA	NA	NA	3	3	NA	NA	4	8	NA	6	5	NA	6	NA	NA	NA	NA	6
ran_69.txt	NA	4	4	NA	3	NA	3	8	4	5	4	NA	NA	NA	3	NA	8	3	4	4	3	3	NA	6	NA	8	3	7	NA	4	8	3	3	3	NA	3	3	NA	3	9	8	4	NA	3	5	NA	4	6	4	3	NA	4	NA	NA	6	NA	NA	3	5	5	7	7	NA	NA	8	9	6	NA	7	3	5	6	3	9	NA	4	3	3	NA	3	NA	8	6	NA	4	5	4	NA	NA	NA	6	4	6	NA	3	3	NA	NA	NA	9	3	NA	NA	NA	NA	5
ran_7.txt	NA	6	3	NA	8	NA	4	NA	NA	3	3	NA	NA	NA	3	7	3	3	8	8	3	3	NA	3	NA	6	3	7	7	3	NA	4	3	3	NA	3	3	NA	3	7	NA	3	4	4	4	NA	3	3	3	3	NA	3	NA	NA	NA	NA	NA	4	10	8	NA	6	NA	NA	7	8	3	NA	5	3	3	3	4	9	NA	4	3	4	NA	3	NA	5	8	NA	4	4	3	NA	NA	NA	3	5	7	NA	5	NA	NA	NA	5	NA	3	NA	8	NA	NA	7
ran_70.txt	NA	5	4	NA	3	9	5	NA	5	3	8	NA	NA	NA	7	3	7	3	3	3	3	7	NA	5	NA	5	3	5	7	8	NA	4	4	5	NA	3	3	NA	3	9	4	3	NA	5	5	NA	3	3	4	3	NA	3	NA	NA	9	NA	NA	4	3	7	9	3	7	NA	5	4	4	NA	NA	3	4	4	3	NA	NA	3	3	3	NA	3	NA	9	3	NA	6	3	4	NA	NA	NA	3	4	6	NA	3	NA	NA	7	NA	6	4	NA	NA	NA	NA	10
ran_71.txt	NA	8	9	NA	4	3	7	7	5	3	NA	NA	NA	NA	8	8	NA	3	3	3	3	3	NA	3	NA	7	5	10	3	3	NA	8	3	3	NA	3	3	NA	5	4	4	4	NA	4	4	8	3	4	4	3	NA	4	NA	NA	9	4	NA	9	4	NA	NA	5	NA	NA	9	NA	6	NA	NA	3	3	9	3	9	NA	8	3	3	NA	3	NA	NA	NA	NA	8	4	3	NA	NA	NA	7	5	NA	NA	3	3	NA	3	8	NA	4	NA	3	NA	NA	4
ran_72.txt	NA	5	3	NA	4	NA	6	5	3	4	5	NA	NA	NA	NA	NA	7	3	3	8	3	3	NA	3	NA	5	4	9	7	6	NA	4	3	3	NA	3	3	NA	3	3	NA	5	5	8	4	NA	4	5	8	3	NA	3	NA	NA	NA	8	NA	3	8	8	NA	7	4	NA	4	6	8	NA	10	4	3	5	3	5	NA	3	3	3	NA	6	NA	6	5	NA	4	3	5	NA	NA	NA	6	3	NA	NA	3	6	NA	NA	NA	NA	5	NA	NA	NA	NA	7
ran_73.txt	NA	5	7	NA	5	7	3	8	9	3	5	NA	NA	NA	3	7	4	3	4	5	4	3	NA	3	5	3	3	3	5	3	NA	4	3	4	NA	3	3	NA	3	3	NA	3	4	4	3	NA	5	5	3	3	NA	3	NA	NA	NA	NA	NA	4	8	9	NA	NA	8	NA	4	6	4	NA	3	3	6	6	3	NA	NA	3	3	3	NA	5	NA	6	9	NA	5	8	4	NA	NA	NA	3	4	NA	NA	4	NA	NA	NA	NA	3	8	NA	NA	NA	NA	4
ran_74.txt	NA	5	3	NA	3	8	6	8	5	3	NA	NA	NA	NA	3	4	4	3	3	3	3	3	NA	4	NA	4	3	5	4	4	NA	3	3	10	NA	3	3	NA	3	4	9	8	NA	3	9	9	3	4	4	3	NA	3	NA	NA	9	9	NA	6	8	9	NA	8	NA	NA	3	NA	4	9	NA	3	3	4	4	10	NA	3	3	3	NA	4	NA	5	8	NA	9	NA	4	NA	NA	NA	5	3	NA	NA	4	9	NA	NA	NA	8	4	NA	NA	NA	NA	5
ran_75.txt	NA	7	4	NA	3	NA	4	NA	4	3	5	NA	NA	NA	4	7	9	3	10	4	3	3	NA	3	NA	3	3	4	4	3	NA	4	3	3	NA	3	3	NA	3	4	9	3	9	3	3	NA	3	4	3	3	NA	4	NA	NA	NA	NA	NA	3	4	8	9	3	7	NA	5	4	3	NA	NA	3	4	9	3	10	NA	5	3	3	NA	3	NA	8	6	NA	4	5	3	NA	NA	NA	8	3	NA	NA	4	4	NA	NA	NA	NA	4	NA	9	NA	NA	4
ran_76.txt	NA	3	4	NA	3	4	4	4	3	3	5	NA	NA	NA	5	4	6	3	3	4	4	3	NA	3	6	4	4	7	8	3	NA	3	3	3	NA	3	3	NA	3	4	NA	3	NA	5	6	8	4	4	3	3	NA	3	NA	NA	NA	4	NA	5	5	3	NA	9	5	NA	5	NA	4	5	NA	3	3	9	5	4	NA	4	3	3	NA	4	NA	3	NA	NA	8	8	4	NA	NA	NA	5	3	NA	NA	5	7	NA	NA	6	8	6	NA	NA	NA	NA	5
ran_77.txt	NA	NA	3	NA	3	8	3	NA	10	3	3	NA	NA	NA	3	3	NA	3	3	4	3	4	NA	3	4	8	3	6	7	3	6	4	3	3	NA	3	3	NA	3	4	NA	3	NA	3	5	NA	5	3	4	3	NA	3	NA	NA	NA	NA	NA	4	3	4	NA	NA	6	NA	3	3	3	NA	7	3	3	9	3	10	NA	3	3	3	NA	3	NA	5	NA	NA	5	5	6	NA	NA	NA	3	6	7	NA	3	9	NA	NA	7	NA	5	NA	9	NA	NA	3
ran_78.txt	NA	3	8	NA	4	9	5	8	5	4	NA	NA	NA	NA	3	5	8	3	3	9	3	3	NA	4	NA	7	4	4	4	3	NA	4	3	3	NA	3	3	NA	3	3	8	3	NA	3	3	7	3	4	4	3	NA	3	NA	NA	6	NA	NA	5	9	5	4	3	NA	NA	4	NA	6	NA	NA	3	3	5	3	4	NA	3	3	3	NA	3	NA	NA	7	NA	4	7	3	NA	NA	NA	9	4	9	NA	4	5	NA	6	9	4	4	NA	8	NA	NA	5
ran_79.txt	NA	5	3	NA	4	NA	4	10	7	4	NA	NA	NA	NA	5	4	NA	3	4	4	3	3	NA	3	NA	3	3	8	6	3	NA	5	3	3	NA	3	3	NA	3	3	8	3	NA	4	4	NA	3	NA	3	3	NA	3	NA	NA	NA	NA	NA	3	3	NA	NA	3	4	NA	3	4	3	NA	8	3	3	NA	3	9	NA	5	3	3	NA	3	NA	8	4	NA	4	3	3	NA	NA	NA	6	4	NA	NA	3	7	NA	NA	NA	8	4	NA	4	NA	NA	7
ran_8.txt	NA	3	3	NA	3	6	6	NA	NA	4	7	NA	NA	NA	8	8	4	3	9	4	3	5	NA	3	3	5	7	4	3	3	7	6	3	4	NA	3	3	NA	3	3	9	3	7	4	4	9	3	7	5	3	NA	3	NA	NA	NA	8	NA	4	5	8	8	5	5	NA	3	6	6	8	NA	3	3	6	3	7	NA	4	3	3	NA	3	NA	8	8	NA	3	8	3	NA	NA	NA	4	9	8	NA	3	4	NA	7	NA	6	5	NA	3	NA	NA	6
ran_80.txt	NA	8	6	NA	3	9	3	NA	NA	3	NA	NA	NA	NA	5	9	8	3	3	4	5	3	NA	4	NA	NA	4	8	3	7	NA	3	3	5	NA	3	3	NA	3	5	7	3	NA	3	3	NA	4	6	3	3	NA	3	NA	NA	7	NA	NA	5	4	3	4	4	7	NA	5	NA	4	9	4	3	3	NA	3	NA	NA	5	3	4	NA	3	NA	3	8	NA	5	9	3	NA	NA	NA	3	8	9	NA	6	6	NA	NA	NA	NA	3	NA	4	NA	NA	5
ran_81.txt	NA	8	3	NA	3	5	4	6	NA	4	6	NA	NA	NA	4	7	6	3	4	3	3	3	NA	3	8	8	3	4	3	3	NA	6	3	3	NA	3	3	NA	3	5	NA	3	NA	4	5	NA	3	NA	4	3	NA	3	NA	NA	NA	NA	NA	3	5	NA	6	NA	NA	NA	8	NA	7	NA	6	3	3	4	3	9	NA	3	3	3	NA	3	NA	3	4	NA	3	6	3	NA	NA	NA	4	3	6	NA	3	8	NA	NA	NA	NA	4	NA	5	NA	NA	4
ran_82.txt	NA	8	3	NA	3	NA	3	3	6	3	NA	NA	NA	NA	8	9	NA	3	5	4	3	3	NA	5	4	NA	3	3	7	3	NA	3	3	3	NA	3	3	NA	3	3	10	3	NA	4	4	7	4	8	5	3	NA	3	NA	NA	5	NA	NA	9	5	NA	6	NA	NA	NA	4	6	3	6	NA	3	3	4	7	NA	NA	3	3	4	NA	3	NA	NA	5	NA	4	8	3	NA	NA	NA	3	4	NA	NA	8	8	NA	NA	NA	NA	3	NA	NA	NA	NA	4
ran_83.txt	NA	NA	9	NA	3	9	3	3	4	3	9	NA	NA	NA	3	4	NA	3	5	3	3	4	NA	3	NA	4	3	4	8	4	NA	3	3	4	NA	3	3	NA	3	4	4	3	NA	6	5	9	3	8	7	3	NA	3	NA	NA	NA	10	NA	6	4	4	3	NA	7	NA	4	NA	7	5	NA	3	3	5	4	9	NA	3	3	4	NA	3	NA	7	9	NA	3	4	3	NA	NA	NA	9	7	NA	NA	4	5	NA	NA	3	4	8	NA	NA	NA	NA	7
ran_84.txt	NA	8	4	NA	3	3	9	6	8	8	NA	NA	NA	NA	5	9	3	3	4	5	3	3	NA	3	6	6	3	5	9	4	9	9	3	3	NA	3	3	NA	3	4	NA	3	NA	9	3	7	5	3	4	3	NA	3	NA	NA	NA	NA	NA	5	4	8	NA	3	NA	NA	9	8	3	NA	NA	3	4	7	4	4	NA	9	3	3	NA	3	NA	5	3	NA	3	4	4	NA	NA	NA	3	7	4	NA	3	4	NA	NA	NA	NA	5	NA	6	NA	NA	4
ran_85.txt	NA	8	3	NA	3	5	9	8	8	3	3	NA	NA	NA	7	4	NA	3	4	3	3	3	NA	3	NA	NA	3	7	4	8	NA	4	3	4	NA	3	3	NA	3	4	9	4	4	3	3	9	4	5	3	3	NA	4	NA	NA	NA	4	NA	4	4	5	NA	9	NA	NA	4	3	6	NA	5	3	3	8	3	8	NA	3	3	3	NA	5	NA	3	9	NA	4	4	4	NA	NA	NA	3	3	NA	NA	3	9	NA	NA	NA	5	3	NA	NA	NA	NA	7
ran_86.txt	NA	9	3	NA	4	9	3	5	5	4	4	NA	NA	NA	9	4	6	3	7	8	3	3	NA	5	NA	9	3	4	9	4	NA	3	3	3	NA	3	3	NA	3	7	5	8	NA	5	5	4	6	9	5	3	NA	3	NA	NA	NA	NA	NA	9	4	7	4	NA	8	NA	5	7	8	NA	3	3	4	4	4	NA	NA	4	3	4	NA	4	NA	6	3	NA	3	4	3	NA	NA	NA	5	3	NA	NA	3	6	NA	NA	5	8	4	NA	NA	NA	NA	4
ran_87.txt	NA	5	7	NA	3	3	7	6	5	4	6	NA	NA	NA	3	4	3	3	4	9	3	3	NA	6	7	4	3	7	3	5	NA	4	3	5	NA	3	3	NA	3	4	9	3	NA	4	4	9	3	3	4	3	NA	3	NA	NA	NA	NA	NA	6	3	7	NA	8	NA	NA	3	5	4	8	9	3	3	5	4	NA	NA	4	3	4	NA	3	NA	9	10	NA	5	5	3	NA	NA	NA	9	4	NA	NA	5	4	NA	NA	9	7	4	NA	6	NA	NA	6
ran_88.txt	NA	4	9	NA	3	8	3	8	8	3	9	NA	NA	NA	6	4	NA	3	9	4	3	3	NA	6	NA	7	3	8	3	4	NA	4	3	4	NA	3	3	NA	3	4	7	3	9	5	3	NA	4	5	7	3	NA	4	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	4	3	4	NA	NA	3	4	NA	4	8	NA	3	3	3	NA	3	NA	4	8	NA	6	5	5	NA	NA	NA	5	4	NA	NA	4	NA	NA	5	NA	6	3	NA	3	NA	NA	4
ran_89.txt	NA	9	4	NA	3	5	3	NA	9	3	5	NA	NA	NA	4	5	8	3	7	4	3	3	NA	4	7	6	3	5	6	6	NA	3	3	3	NA	3	3	NA	3	3	NA	3	NA	3	3	NA	3	3	3	3	NA	3	NA	NA	6	NA	NA	4	NA	6	3	5	9	NA	4	NA	9	7	4	3	3	3	4	3	NA	5	3	3	NA	3	NA	5	NA	NA	5	4	4	NA	NA	NA	4	3	NA	NA	4	9	NA	NA	NA	9	8	NA	3	NA	NA	3
ran_9.txt	NA	3	5	NA	4	7	4	NA	4	3	5	NA	NA	NA	4	3	5	3	3	4	3	3	NA	3	5	6	3	3	9	4	3	3	3	4	NA	3	3	NA	3	5	NA	3	7	4	4	9	4	NA	3	3	NA	3	NA	NA	NA	NA	NA	3	5	3	8	5	NA	NA	4	NA	5	NA	5	3	3	5	3	NA	NA	9	3	5	NA	4	NA	4	5	NA	4	4	3	NA	NA	NA	4	3	9	NA	4	4	NA	NA	8	9	3	NA	NA	NA	NA	7
ran_90.txt	NA	6	3	NA	3	6	3	9	NA	4	NA	NA	NA	NA	3	NA	NA	3	3	4	3	3	NA	3	NA	3	3	6	5	4	8	4	3	5	NA	3	3	NA	3	4	NA	3	9	4	6	NA	4	8	5	3	NA	3	NA	NA	10	4	NA	4	3	6	3	3	NA	NA	5	9	4	8	6	3	3	4	4	NA	NA	3	3	4	NA	3	NA	4	3	NA	NA	3	3	NA	NA	NA	3	3	9	NA	4	8	NA	5	NA	NA	3	NA	5	NA	NA	4
ran_91.txt	NA	10	3	NA	3	8	4	NA	5	3	7	NA	NA	NA	4	6	NA	3	3	8	3	4	NA	4	8	5	3	5	4	3	NA	4	3	4	NA	3	3	NA	3	5	6	3	NA	5	4	3	3	5	7	3	NA	3	NA	NA	NA	NA	NA	4	9	NA	7	NA	NA	NA	3	9	3	3	3	3	3	7	3	NA	NA	3	3	3	NA	3	NA	3	10	NA	4	4	3	NA	NA	NA	3	3	NA	NA	5	6	NA	6	9	NA	4	NA	NA	NA	NA	3
ran_92.txt	NA	8	4	NA	7	5	3	NA	3	3	3	NA	NA	NA	5	4	7	3	3	6	3	4	NA	9	NA	5	4	4	4	5	9	3	3	3	NA	3	3	NA	3	6	7	3	8	8	6	4	4	5	9	3	NA	3	NA	NA	NA	9	NA	4	5	6	NA	3	NA	NA	4	9	3	NA	NA	3	3	9	4	9	NA	4	3	3	NA	3	NA	9	9	NA	4	3	3	NA	NA	NA	3	3	7	NA	3	NA	NA	NA	9	NA	3	NA	7	NA	NA	4
ran_93.txt	NA	8	5	NA	3	5	5	NA	4	3	NA	NA	NA	NA	4	3	NA	3	4	3	3	3	NA	3	7	5	5	9	4	6	4	5	3	4	NA	3	3	NA	3	3	4	3	7	4	4	3	4	3	6	3	NA	4	NA	NA	NA	NA	NA	4	4	5	6	5	NA	NA	3	8	3	9	NA	3	3	3	3	4	NA	7	3	3	NA	3	NA	4	NA	NA	6	9	3	NA	NA	NA	3	4	NA	NA	4	8	NA	8	4	7	6	NA	9	NA	NA	8
ran_94.txt	NA	9	3	NA	3	7	3	10	NA	3	NA	NA	NA	NA	3	4	9	3	3	3	3	3	NA	3	10	3	4	5	5	3	NA	4	3	5	NA	3	3	NA	3	5	5	3	NA	3	7	7	5	5	4	3	NA	3	NA	NA	7	8	NA	4	3	4	7	NA	NA	NA	3	NA	4	7	6	3	3	4	3	4	NA	4	3	3	NA	4	NA	4	4	NA	3	4	4	NA	NA	NA	3	3	6	NA	8	4	NA	NA	9	NA	3	NA	7	NA	NA	6
ran_95.txt	NA	6	4	NA	3	5	3	NA	7	6	NA	NA	NA	NA	3	9	NA	3	9	4	3	3	NA	4	NA	6	4	7	8	3	NA	3	3	3	NA	3	3	NA	3	3	NA	3	NA	9	3	NA	3	4	4	3	NA	3	NA	NA	4	7	NA	3	3	8	NA	4	NA	NA	NA	NA	4	5	NA	3	3	9	4	7	NA	3	3	3	NA	3	NA	NA	5	NA	5	5	3	NA	NA	NA	3	3	4	NA	4	4	NA	NA	NA	NA	3	NA	NA	NA	NA	4
ran_96.txt	NA	NA	8	NA	9	3	4	NA	3	4	NA	NA	NA	NA	4	3	5	3	4	8	3	3	NA	4	NA	3	3	9	7	3	NA	3	3	4	NA	3	3	NA	3	4	8	3	NA	4	5	NA	3	4	3	3	NA	3	NA	NA	NA	NA	NA	8	5	NA	9	4	7	NA	6	8	5	NA	8	3	3	3	4	NA	NA	3	4	3	NA	5	NA	4	NA	NA	3	4	3	NA	NA	NA	3	3	5	NA	4	7	NA	5	10	7	5	NA	4	NA	NA	4
ran_97.txt	NA	7	5	NA	4	5	4	9	4	3	NA	NA	NA	NA	6	6	NA	3	3	NA	3	3	NA	6	NA	3	4	5	3	3	NA	4	4	3	NA	3	3	NA	3	4	NA	3	NA	5	4	10	3	7	4	3	NA	3	NA	NA	6	4	NA	3	8	9	5	4	6	NA	4	8	5	4	NA	3	3	8	4	9	NA	5	3	3	NA	4	NA	8	3	NA	5	3	4	NA	NA	NA	5	4	NA	NA	8	9	NA	NA	NA	NA	4	NA	8	NA	NA	4
ran_98.txt	NA	NA	4	NA	4	NA	4	5	NA	6	8	NA	NA	NA	3	3	NA	3	4	3	3	3	NA	4	3	3	8	8	3	4	NA	3	3	4	NA	3	3	NA	3	4	7	3	4	6	4	NA	5	4	3	3	NA	6	NA	NA	NA	5	NA	4	5	3	NA	8	NA	NA	7	5	4	6	4	3	3	7	3	8	NA	3	3	3	NA	3	NA	5	7	NA	10	4	5	NA	NA	NA	3	8	7	NA	4	5	NA	NA	5	9	4	NA	NA	NA	NA	4
ran_99.txt	NA	4	4	NA	4	4	4	NA	4	3	NA	NA	NA	NA	5	8	8	3	4	5	3	3	NA	4	7	NA	3	3	7	4	NA	3	3	4	NA	3	3	NA	3	5	9	3	5	3	6	8	4	4	6	3	NA	3	NA	NA	5	NA	NA	4	7	NA	4	NA	6	NA	3	3	6	7	8	3	3	4	4	NA	NA	4	3	3	NA	3	NA	6	5	NA	3	3	3	NA	NA	NA	6	3	3	NA	4	NA	NA	NA	6	8	3	NA	NA	NA	NA	4
