# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 00:54:13 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_conformation/
# Percentages of genes of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/percs/conformation_perc_random.txt 
# Columns= Group name
# Rows= Random set
	Ada-Methylated	AlaS-L-alanine	AllS-allantoin	AraC-L-arabinose	ArcA-Phosphorylated	ArgP-L-arginine	ArgR-L-arginine	AtoC-phosphorylated	BaeR-Phosphorylated	BirA-bio-5'-AMP	CRP-cAMP	ChbR-Monoacetylchitobiose-6P	CpxR-Phosphorylated	CreB-Phosphorylated	CueR-Ag	CueR-Cu+	CuerR-Au	CusR-Pasp	CynR-Cyanate	CysB-N-acetyl-L-serine	CysB-O-acetyl-L-serine	DcuR-Phosphorylated	DnaA-ATP	DpiA-Pasp	DsdC-D-serine	EvgA-Phosphorylated	FNR-[4Fe-4S]2+ reduced	FhlA-Formate	FucR-L-fuculose-1-phosphate	Fur-Fe2+	Fur-Mn2+	GlcC-Acetate	GlcC-Glycolate	GlrR-Pasp56	IclR-pyruvate	IdnR-5-ketogluconate	IdnR-Idonate	IlvY-2-acetolactate	IlvY-Alfa-acetohydroxybutirate	IscR-[2Fe-2S]1+	LldR-L-lactate	Lrp-Leucine	LsrR	MalT-ADP-Maltotriose	MalT-Maltotriose-ATP	MelR-Melibiose	MetJ-S-adenosylmethionine	MetR-L-homocysteine	MhpR-3-(2,3-dihydroxyphenyl)propionate [DHPP]	MhpR-3HPP	MntR-Cd2+	ModE-MoO42-	NarL-Phosphorylated	NarP-Phosphorylated	NhaR-Na+	NikR-Cd2+	NikR-Co2+	NikR-Cu2+	NikR-Ni2+	NikR-Zn2+	NrdR-ATP	NrdR-Zn2+	NrdR-dATP	NsrR-[2Fe-2S]reduced	PhoB-Phosphorylated	PhoP-Phosphorylated	PrpR-2-methylcitrate	PurR-Guanine	PurR-Hypoxanthine	QseB-Phosphorylated	RhaR-L-rhamnose	RhaS-L-rhamnose	RstA-Phosphorylated	SoxR-[2Fe-2S]3+ oxydized	TorR-Phosphorylated	TrpR-Tryptophan	TyrR-L-tryptophan	TyrR-Phenylalanine	TyrR-Tyrosine	UhpA-Phosphorylated	XapR-xanthosine	XylR-Xylose	ZntR-Cd2+	ZntR-Hg	ZntR-Zn2+	ZraR-Phosphorylated	Zur-Zn2+
ran_63.txt	6	NA	4	3	3	3	3	4	6	3	3	3	3	4	6	3	3	3	5	3	3	3	3	3	8	5	3	3	4	3	3	3	3	NA	5	3	3	NA	6	3	4	3	3	3	3	4	3	5	4	3	3	3	3	3	8	4	9	3	6	3	3	3	3	3	3	3	4	3	3	3	3	5	3	3	3	5	3	3	3	NA	10	3	NA	NA	NA	NA	5
ran_64.txt	3	NA	9	3	3	3	3	3	3	8	3	5	3	3	3	4	3	3	3	3	3	5	3	4	NA	3	3	3	4	3	3	3	4	NA	3	3	3	8	NA	3	9	3	5	3	6	10	3	NA	3	5	4	3	3	3	3	3	3	5	3	3	3	3	4	3	3	3	3	3	3	7	7	3	3	3	5	3	3	3	3	NA	9	5	NA	NA	NA	6	5
ran_65.txt	5	NA	NA	3	3	3	3	4	4	3	3	4	3	3	3	9	3	3	5	3	3	3	3	3	8	3	3	3	4	3	3	3	5	NA	5	3	3	NA	9	3	6	3	3	4	3	3	4	3	5	3	3	3	3	3	3	3	5	7	5	3	3	7	3	3	3	3	4	3	3	10	5	3	3	3	3	3	3	3	3	NA	NA	7	NA	NA	NA	8	3
ran_66.txt	6	NA	4	3	3	3	3	3	5	3	3	3	3	5	4	3	3	3	4	3	3	3	5	3	7	3	3	3	3	3	3	3	3	NA	4	7	3	6	9	3	3	3	3	3	3	NA	3	4	5	4	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	4	3	3	4	8	3	3	3	3	3	3	3	3	NA	7	5	NA	NA	NA	5	6
ran_67.txt	4	NA	3	3	3	3	3	9	6	6	3	3	3	3	3	3	7	4	8	3	3	3	3	4	NA	4	3	3	6	3	3	3	5	NA	4	3	4	3	NA	3	3	3	3	3	6	8	4	3	8	3	3	3	3	3	3	3	5	3	4	5	5	3	3	3	3	3	10	3	3	9	NA	5	3	3	3	5	3	3	3	NA	NA	3	NA	NA	NA	10	3
ran_68.txt	9	NA	5	3	3	3	3	6	3	7	3	3	3	3	4	3	3	3	10	3	3	3	4	5	7	5	3	3	3	3	3	3	3	NA	3	5	7	8	10	3	4	3	3	3	5	6	3	3	3	3	3	3	3	3	5	10	3	3	4	5	3	3	3	3	3	3	3	3	3	4	8	5	3	3	3	3	3	3	3	NA	NA	7	NA	NA	NA	4	4
ran_69.txt	4	NA	3	3	3	3	3	5	5	4	3	6	3	3	4	3	4	4	4	3	3	3	3	3	3	4	3	3	5	3	3	5	3	NA	9	3	4	3	8	3	3	3	5	4	3	NA	3	3	9	3	5	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	4	4	3	9	7	7	4	3	4	3	4	3	3	NA	8	6	NA	NA	NA	9	7
ran_7.txt	4	NA	8	3	3	3	3	6	3	3	3	3	3	3	3	3	3	8	3	3	3	3	3	3	9	3	3	3	3	3	3	5	3	NA	3	3	3	6	3	3	NA	3	5	3	3	NA	3	5	3	5	4	3	3	3	3	6	3	3	3	4	3	3	4	3	3	3	4	3	3	4	5	6	3	4	3	3	3	3	4	NA	NA	4	NA	NA	NA	6	6
ran_70.txt	3	NA	4	3	3	3	3	3	3	3	3	3	3	3	5	5	5	3	8	3	3	3	3	3	4	3	3	3	3	3	3	5	6	NA	9	3	3	7	3	3	6	3	3	3	4	4	4	3	4	3	4	3	3	3	6	5	3	4	7	5	3	3	3	3	3	3	3	3	3	7	9	5	3	3	3	3	3	3	4	NA	9	5	NA	NA	NA	7	3
ran_71.txt	3	NA	3	3	3	3	3	4	3	3	3	3	3	5	5	3	4	3	4	3	3	3	3	3	7	4	3	3	3	3	3	3	3	NA	4	3	3	NA	4	3	3	3	3	5	3	6	3	4	3	3	4	3	3	3	3	3	3	3	3	4	5	3	3	3	3	3	5	3	3	8	4	3	3	8	8	3	3	3	3	NA	5	3	NA	NA	NA	9	3
ran_72.txt	8	NA	4	3	3	3	3	3	3	5	3	3	3	4	4	3	3	3	3	3	3	4	3	3	4	3	3	3	4	3	3	3	5	NA	6	8	3	NA	6	4	5	3	3	3	3	6	3	3	3	5	4	3	3	3	5	5	4	3	3	3	3	6	3	3	3	3	3	3	3	9	NA	3	3	6	3	3	3	3	4	NA	NA	5	NA	NA	NA	5	3
ran_73.txt	4	NA	NA	3	3	3	3	5	3	5	3	4	3	3	3	3	3	3	10	3	3	3	3	3	6	4	3	3	3	3	3	4	3	NA	3	7	3	8	5	3	3	3	4	3	3	7	3	3	3	3	3	3	3	3	4	3	4	9	3	3	4	3	3	3	3	3	3	3	3	9	8	3	3	9	3	3	3	3	3	NA	6	5	NA	NA	NA	8	5
ran_74.txt	5	NA	4	3	3	3	3	4	4	3	3	3	3	3	3	4	3	3	4	3	3	4	3	3	9	3	3	3	3	3	3	5	5	NA	7	3	3	NA	6	3	3	3	3	3	4	7	3	8	3	5	8	3	3	3	3	5	3	6	5	4	3	3	3	3	3	3	3	3	3	4	NA	4	3	5	3	3	3	4	3	NA	10	3	NA	NA	NA	5	3
ran_75.txt	3	NA	6	3	3	3	3	4	3	4	3	3	3	3	3	4	3	3	6	3	3	3	3	5	6	3	3	3	4	3	3	3	6	NA	3	3	3	NA	NA	3	5	3	3	3	3	8	3	3	3	5	6	3	3	3	3	3	3	7	3	4	5	3	3	3	3	3	7	3	3	10	8	10	3	7	4	3	3	3	3	NA	8	4	NA	NA	NA	8	8
ran_76.txt	6	NA	8	3	3	3	3	9	3	6	3	4	3	3	7	3	4	3	4	3	3	4	3	3	11	3	3	3	3	3	3	6	4	NA	3	3	3	NA	NA	3	4	3	5	3	3	3	3	4	4	5	4	3	3	3	5	4	5	4	8	3	3	3	4	3	3	3	7	3	3	3	9	7	3	8	5	3	3	3	3	NA	4	3	NA	NA	NA	9	3
ran_77.txt	4	NA	6	3	3	3	3	9	3	3	3	3	3	3	3	4	3	4	9	3	3	8	3	3	4	3	3	3	3	3	3	4	3	NA	4	3	6	5	NA	3	4	3	3	3	5	6	3	3	5	4	3	3	3	3	3	6	3	5	4	5	3	3	3	3	3	3	3	3	3	5	8	4	3	8	3	3	5	3	4	NA	10	4	NA	NA	NA	4	8
ran_78.txt	4	NA	8	3	3	3	3	5	5	3	3	3	3	4	3	3	4	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	NA	9	5	3	9	NA	3	3	3	5	4	3	7	3	4	3	3	3	3	3	3	3	3	4	3	5	5	3	3	3	3	3	3	4	3	3	7	NA	5	3	4	3	3	3	3	3	NA	9	3	NA	NA	NA	3	3
ran_79.txt	5	NA	8	3	3	3	3	5	3	10	3	3	3	3	4	3	3	3	5	3	3	5	3	3	3	3	3	3	3	3	3	4	5	NA	5	5	6	3	10	3	4	3	3	3	3	7	3	4	3	9	9	3	3	3	3	4	8	3	6	3	3	3	3	3	3	3	6	3	3	4	4	3	5	3	3	4	5	3	4	NA	4	3	NA	NA	NA	3	4
ran_8.txt	NA	NA	3	3	3	3	3	5	3	5	3	5	3	3	4	5	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	NA	3	6	3	6	5	3	5	3	3	3	4	5	3	6	6	3	3	3	3	3	5	4	8	5	3	3	3	3	4	3	3	3	3	3	3	9	6	4	5	7	3	4	3	3	3	NA	7	3	NA	NA	NA	7	3
ran_80.txt	8	NA	9	3	3	4	3	8	3	6	3	5	3	5	3	3	3	3	4	3	3	5	3	3	8	3	3	3	4	3	3	3	5	NA	5	3	3	NA	NA	3	8	3	3	3	3	4	3	4	4	6	8	3	3	3	3	5	7	4	3	3	3	3	3	3	3	3	3	3	4	5	8	3	3	9	5	3	3	3	3	NA	8	3	NA	NA	NA	5	8
ran_81.txt	6	NA	5	3	3	3	3	8	4	6	3	3	3	3	3	3	7	3	8	3	3	3	3	4	7	3	3	3	3	3	3	6	3	NA	6	3	4	8	5	3	3	3	3	3	3	4	3	3	5	5	3	3	3	3	3	3	3	7	3	3	5	4	3	3	3	3	3	3	3	3	8	3	3	9	3	3	3	3	4	NA	9	3	NA	NA	NA	NA	5
ran_82.txt	9	NA	5	3	3	3	3	4	3	3	3	3	3	3	6	3	3	3	8	3	3	3	4	3	NA	3	3	3	3	3	3	4	3	NA	3	3	3	NA	4	3	5	3	3	3	3	7	3	10	7	3	4	3	3	3	3	4	3	3	7	7	3	3	6	3	3	3	3	3	3	8	NA	3	3	3	4	3	4	3	3	NA	NA	4	NA	NA	NA	3	8
ran_83.txt	5	NA	6	3	3	4	3	3	3	3	3	3	3	3	3	5	4	3	5	3	3	3	3	3	7	3	3	3	3	3	3	7	3	NA	4	3	3	4	4	3	3	3	3	3	3	6	3	6	8	3	8	3	3	3	3	6	3	3	3	3	8	3	3	3	3	3	3	3	3	6	NA	3	3	3	3	3	3	3	3	NA	6	5	NA	NA	NA	9	3
ran_84.txt	3	NA	7	3	3	3	3	3	3	5	3	3	3	3	3	3	5	4	5	3	3	3	3	3	9	3	3	3	3	3	3	3	3	NA	3	3	4	7	7	3	9	3	3	3	4	6	3	3	3	5	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	NA	3	3	3	3	3	5	8	3	NA	8	3	NA	NA	NA	4	4
ran_85.txt	6	NA	8	3	3	3	3	4	3	9	3	3	3	5	3	3	3	3	9	3	3	5	4	3	7	3	3	3	4	3	3	3	3	NA	5	6	3	5	6	3	3	3	3	3	3	8	3	3	4	3	8	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	5	3	3	3	3	NA	10	4	NA	NA	NA	3	4
ran_86.txt	3	NA	8	3	3	3	3	3	3	3	3	6	3	3	6	3	4	3	3	4	3	5	3	3	9	3	3	3	4	3	3	3	3	NA	6	3	5	5	9	3	3	3	3	3	3	6	3	3	6	5	3	3	3	3	3	3	4	4	3	3	4	4	3	3	3	3	3	3	3	4	NA	3	3	9	3	5	3	4	4	NA	6	4	NA	NA	NA	5	3
ran_87.txt	3	NA	3	3	3	3	3	3	3	3	3	7	3	3	5	4	3	3	8	3	3	8	3	3	8	3	3	3	3	3	3	4	3	NA	3	4	3	3	3	3	3	3	3	3	3	3	3	8	4	3	3	3	3	3	6	3	3	4	3	5	5	3	3	3	3	3	5	3	3	3	3	3	3	9	4	3	3	3	3	NA	NA	6	NA	NA	NA	8	3
ran_88.txt	3	NA	3	3	3	3	3	6	5	8	3	4	3	3	4	3	4	3	3	3	3	3	3	6	6	4	3	3	3	3	3	5	5	NA	5	4	7	NA	3	3	4	3	3	3	3	8	3	3	3	4	3	3	3	3	4	5	4	5	3	4	3	4	3	3	3	3	3	3	3	3	3	8	3	3	3	3	4	3	3	NA	9	3	NA	NA	NA	5	3
ran_89.txt	6	NA	3	4	3	3	3	NA	3	9	3	3	3	3	4	3	3	3	8	3	3	3	3	3	3	4	3	3	3	3	3	3	3	NA	4	7	3	NA	5	3	8	3	3	3	3	3	3	7	3	5	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	8	3	3	4	NA	3	4	3	4	3	4	3	4	NA	NA	4	NA	NA	NA	7	6
ran_9.txt	7	NA	3	3	3	3	3	9	3	3	3	4	3	3	6	6	3	3	3	3	3	3	3	3	5	5	3	3	5	3	3	3	5	NA	7	5	4	4	9	3	4	3	3	4	4	4	3	4	3	3	7	3	3	3	9	3	3	5	4	3	4	3	3	3	3	3	7	3	3	3	NA	3	3	3	3	3	3	3	3	NA	9	3	NA	NA	NA	8	3
ran_90.txt	10	NA	4	3	3	3	3	10	3	4	3	4	3	3	3	3	3	3	3	3	3	4	3	4	8	3	3	3	3	3	3	3	4	NA	5	3	3	8	9	3	3	3	3	4	4	4	3	3	8	7	4	3	3	3	6	3	3	4	7	3	5	3	5	3	3	3	4	3	3	3	6	3	5	3	3	4	3	3	3	NA	NA	9	NA	NA	NA	4	4
ran_91.txt	4	NA	3	3	3	3	3	3	6	8	3	3	3	3	3	3	5	3	6	3	3	3	7	3	NA	3	3	3	5	3	3	3	6	NA	3	3	4	NA	7	3	8	3	3	4	3	4	5	3	3	3	3	3	3	3	3	3	3	5	6	6	3	3	3	3	3	3	3	3	3	3	9	4	4	7	3	4	3	3	3	NA	7	6	NA	NA	NA	9	3
ran_92.txt	4	NA	4	3	3	3	3	4	5	3	3	7	3	3	3	7	4	3	5	3	3	3	5	4	5	3	3	3	4	3	3	3	3	NA	3	3	3	6	4	3	4	3	8	3	4	9	3	3	3	5	4	3	3	3	3	8	3	7	5	4	3	3	5	3	3	3	4	3	3	5	6	4	5	3	3	3	4	3	3	NA	8	3	NA	NA	NA	4	3
ran_93.txt	4	NA	4	4	3	3	3	3	3	5	3	3	3	6	4	5	3	3	4	3	3	3	3	4	6	3	3	4	3	3	3	3	3	NA	3	5	3	9	8	3	9	3	3	3	3	NA	5	9	4	3	9	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	NA	9	3	NA	NA	NA	4	3
ran_94.txt	3	NA	NA	3	3	3	3	5	3	4	3	5	3	4	3	4	3	6	6	3	3	3	3	4	3	4	3	3	3	3	3	5	3	NA	3	3	3	NA	5	3	9	3	3	3	5	6	3	3	4	3	5	3	3	3	4	5	3	3	6	9	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	5	4	NA	3	4	NA	NA	NA	NA	3
ran_95.txt	5	NA	NA	3	3	3	3	6	3	3	3	3	3	3	3	5	3	3	3	3	3	4	4	3	9	7	3	3	3	3	3	3	3	NA	4	3	6	NA	3	3	3	3	6	3	3	4	3	4	3	4	6	3	3	3	4	3	3	3	5	4	3	7	3	3	3	3	4	3	3	4	9	3	4	3	3	3	3	3	3	NA	NA	7	NA	NA	NA	3	3
ran_96.txt	7	NA	8	3	3	3	3	3	3	3	3	3	3	3	5	8	3	3	5	3	3	4	3	5	5	3	3	3	3	3	3	3	3	NA	9	7	4	NA	9	3	3	3	5	3	5	4	3	5	3	3	8	3	3	3	8	3	5	5	3	4	5	3	3	3	3	3	4	5	3	3	8	8	5	3	4	3	3	3	3	NA	NA	5	NA	NA	NA	9	3
ran_97.txt	7	NA	3	3	3	4	3	NA	3	4	3	8	3	4	3	4	3	5	3	3	3	3	3	3	6	3	3	3	3	3	3	3	3	NA	5	6	4	7	9	3	5	3	5	3	3	5	3	4	4	3	4	3	3	3	3	3	6	4	3	4	3	4	3	3	3	3	7	3	3	3	8	3	3	3	4	3	3	3	3	NA	3	5	NA	NA	NA	9	4
ran_98.txt	8	NA	8	3	3	3	3	5	5	8	3	4	3	5	5	5	5	4	3	3	3	4	3	3	8	3	3	3	5	3	3	3	5	NA	9	3	3	4	6	3	8	3	3	3	3	9	3	3	5	3	9	3	3	3	4	3	3	5	3	8	3	5	5	3	3	3	3	3	3	5	6	3	5	7	3	3	3	3	3	NA	7	5	NA	NA	NA	3	3
ran_99.txt	7	NA	7	3	3	3	3	3	3	4	3	4	3	3	3	3	4	3	4	3	3	3	3	3	8	3	3	3	3	3	3	3	3	NA	7	3	4	5	4	3	9	3	5	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	5	4	6	3	3	3	3	3	4	3	3	3	NA	3	3	3	4	3	3	3	3	NA	NA	3	NA	NA	NA	8	4
