#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	obgE//queD//csiD//nlpE//
GO_0009143_7	cra//yiaM//hybC//gloA//
GO_0009144_7	yiiM//kefG//aldA//rfbC//tilS//fabZ//hemC//araB//potG//adeP//dapB//pcm//fabZ//araA//yafS//mmuP//ybfE//lysO//mtr//yjhB//gabD//gsiC//eutR//rpnD//ydiO//tatA//caiE//xthA//ansB//phnH//lapA//
GO_0009145_8	ybaK//gcvP//eutR//prc//yneE//yijE//araH//caiD//tauD//glmU//rluB//purA//carA//tusC//thiI//yfaE//entE//yphD//sufE//ssuC//trmJ//yehA//nanA//
GO_0009146_8	atpA//mltF//
GO_0009147_7	cydA//ompA//umuC//fumB//
GO_0009148_8	pgl//ytfT//
GO_0009149_8	fabA//purU//
GO_0009150_7	rpoH//argA//cho//fklB//yoaA//casC//yifB//adeD//ybhP//nrdA//waaZ//hisH//ridA//paaC//slyD//yehA//purD//ynaI//accB//tyrA//pbpC//queF//ftsP//ileS//rlmG//thrB//bssR//rplT//ydeO//selA//yjhB//gatZ//hcaB//eptA//ilvB//acs//spoT//atpH//glvC//yjjX//ftsB//srlA//phoU//msrP//hypC//xseA//glcD//msrP//
GO_0009151_7	yfbV//pspF//
GO_0009152_8	ravA//hypA//ada//rsmJ//elaA//artI//fdnI//dgcM//lplA//waaH//sdaA//yiaM//ppsA//fre//smrA//fruA//leuD//yjbF//yjtD//nusG//alr//tcyJ//tyrR//yciV//norR//dapF//pflC//hybE//ygaH//kbaZ//ahpC//xdhB//focB//bamB//proC//livJ//ilvL//
GO_0009155_7	yihQ//ydjH//
GO_0009156_8	yfiC//paaB//tatD//gsiD//kgtP//alaC//paaH//fklB//insA-1//rlmB//yebS//yfdO//mdtL//dnaT//yhbX//bamD//yciG//epmC//fepG//thrA//nlpA//rpoE//argG//ybaE//rhaD//hflX//ybiJ//lysP//puuB//mntR//rcnR//puuA//metB//
GO_0009157_8	ldtD//ppsR//mngB//yfgO//
GO_0009158_8	glcD//hcaR//fadL//aspA//srkA//
GO_0009161_7	ansB//flgB//rsmI//ydhQ//yhaC//upp//yafC//nrdH//gfcE//yaaU//dapB//mltD//sufE//rhaT//rhtB//ymgA//yjaZ//idnK//yahI//wcaB//uidC//yjjQ//yeiL//cirA//ftsE//ppsA//cobT//tatD//etp//hyfR//rpmF//yihW//iaaA//dsdA//pyrL//mhpD//gabP//rlpA//dmlR//yfiR//ispH//mdtK//
GO_0009162_7	hypC//yeaV//nrfD//yihV//
GO_0009163_6	fadA//secF//arnF//nrfC//recJ//cyoC//ldcC//cydC//gltB//mog//qorA//nuoI//acrF//mntS//ydjL//metQ//cirA//narG//guaA//
GO_0009164_6	gcd//slyA//elaB//eutK//rho//deaD//ycdY//tktA//truC//lsrD//nikR//tynA//dpiA//
GO_0009165_7	gatD//rpoS//ubiC//livG//mqsR//rhmD//torS//rpoS//frvA//yjeH//rihA//satP//rhlE//ppsR//yidL//birA//rcnR//borD//ybeY//aroG//hycH//mepH//entE//moaA//xylE//mdtM//ftsP//norR//pbpC//rlmH//yqcG//insB-4//sfsB//tyrR//serA//gpr//ygfZ//baeR//ygfA//iraP//ubiD//pyrD//rsmC//alsA//mdaB//idnO//selU//pntA//mutH//kilR//phoP//cmk//gyrB//aroH//emrD//lolC//fadB//bdcA//fetB//dppB//exbD//csgF//ddpA//queG//ygbL//agaI//ccmA//ftsL//rhmD//aas//ydcI//
GO_0009166_7	fliL//fliL//moaA//yijE//leuS//fdhE//bamD//dppD//lsrD//mcrA//ascG//recN//tesB//cmoB//setB//yjhH//treC//hofO//plaP//ldrD//dinD//citE//ydiO//bssS//csgG//ccmG//pspD//nuoL//sbcC//yihO//lptD//
GO_0009167_8	lacZ//hycA//elyC//katE//pldB//ihfA//yagU//glvB//ompN//tqsA//ynbD//proP//rhmD//rpsT//rpsO//napB//poxB//folD//fliM//proC//ltaE//shiA//rodZ//sgcA//phoB//tusE//rffG//gcl//yieL//aroK//xylA//sdhE//ybiS//rpsI//
GO_0009168_9	ispU//thiG//uvrA//rcnA//rplA//rdgC//rseC//rpoE//alpA//ispB//yfiC//napF//lysC//hybA//hybO//rplT//bamB//pntB//prmA//yahK//gdhA//uvrB//htpG//cadA//gnsB//clpS//mltA//cbrC//frwB//nepI//
GO_0009173_8	yqiH//cusF//yehB//macA//yebC//cheZ//rfaE//
GO_0009174_9	gpp//mdtO//
GO_0009175_9	purT//metF//cadB//menC//gcd//
GO_0009176_8	mutL//glmU//ybaQ//
GO_0009177_9	ygeX//thiD//cdaR//
GO_0009179_8	yecS//ydfH//wzyE//rraB//sufB//kup//pdxK//yfgO//ulaC//livH//htpG//hemC//trpS//acrD//napF//rapZ//rsfS//ttdB//dppA//cspA//priA//rimM//yneE//
GO_0009180_9	bglF//
GO_0009185_7	ybhG//yihI//yphB//sugE//curA//ygfX//cydA//yhaO//betT//mmuP//ddlA//tbpA//ubiE//bsmA//sdaA//rpmF//ldcA//ribE//speF//prs//ybiA//amiD//proA//rpoS//
GO_0009186_7	rimI//
GO_0009187_7	hflX//rpsS//
GO_0009188_8	sugE//rpsB//
GO_0009189_8	yfdG//
GO_0009190_8	mhpC//yhbY//
GO_0009193_8	sxy//
GO_0009194_9	ygiV//
GO_0009196_8	trpGD//
GO_0009197_9	sucB//
GO_0009199_7	sufA//cpsB//mlaC//hflC//nagK//queA//yqjH//gspI//eno//zupT//rbfA//yacG//mazG//astB//waaS//yoaB//cspA//tig//ycbU//rmf//mhpA//ycaN//tar//proC//cyaA//sapF//moaD//frwB//rcsB//barA//dnaB//
GO_0009200_7	ygaH//rcnB//ppc//mdtO//
GO_0009201_8	waaY//pcm//ilvN//yieK//yehZ//ygcO//yehU//yciA//yqcG//murF//manA//lgoT//rpmC//ybcM//cysB//uidR//nrfA//rpsK//yfbV//caiD//solA//psd//wcaJ//gmd//
GO_0009202_8	gatC//
GO_0009203_8	moaE//
GO_0009204_8	rzoR//ybfE//zraS//
GO_0009205_8	rhlB//ychO//emrK//proS//uidA//moeB//vsr//ybiX//kdpF//rseP//cysI//lysS//eptC//yeiG//msrB//cyoC//ybgI//yhbQ//tauC//yqcG//prkB//lexA//ycjP//lasT//flgD//crcB//potB//glnK//fre//
GO_0009206_9	malS//ydeT//ybcL//frdC//glgX//pldB//ydaV//rssB//glmU//envY//rsmI//ilvL//hha//pyrD//dadA//cpxA//ubiI//yfcR//psuG//rihA//ebgA//yidH//ptsG//
GO_0009208_8	ddlB//dcuA//
GO_0009209_9	mltG//
GO_0009210_9	rplI//
GO_0009211_8	edd//fecC//bssS//
GO_0009212_9	bcsQ//
GO_0009213_9	hslV//cedA//
GO_0009215_8	phoE//yhbQ//
GO_0009217_9	atpD//rhlB//
GO_0009218_7	ybeQ//hslR//gltI//elbB//ydiF//msrB//rpoS//sohB//ulaB//ralR//yqiJ//nikA//
GO_0009219_7	hcaT//cusB//ydfK//ygiW//tadA//
GO_0009220_8	folA//clsB//rlmE//hycB//argF//entH//
GO_0009221_8	proC//hcaF//ygfI//sbmC//
GO_0009222_7	yfdR//insB-4//metR//plsX//rfaC//mdtE//
GO_0009223_7	fhuD//yjjV//
GO_0009224_9	casC//eutA//
GO_0009225_5	marR//ttdT//livJ//yqiI//dusB//paaC//tusC//yhgH//blr//mltC//glgS//ykgO//hrsA//ptsI//holA//
GO_0009226_6	dsbB//nirD//gudP//sanA//alsC//tauB//hscC//dtpA//hrpA//nrfD//betI//ribB//manX//
GO_0009228_7	mdtG//acpH//exoX//ycaN//proW//fepD//gpmM//selA//fadI//melB//
GO_0009229_6	mukB//nuoG//
GO_0009231_6	rutE//dsbG//feoC//hdeB//yfcG//yheT//gpp//
GO_0009233_6	gluQ//fdx//astC//cysP//ubiB//dbpA//argO//tolQ//yihV//gltD//
GO_0009234_7	rpoD//ompF//narL//crr//gpsA//dmsC//kefC//yadM//acpT//lldP//
GO_0009235_5	mdtK//uof//rhaR//nrdB//pgrR//lgoD//
GO_0009236_6	tauA//idnT//nagC//ybhA//rsmG//yggT//
GO_0009237_4	sucB//hscC//shiA//purD//blc//artI//ydcP//gcvH//mltD//
GO_0009238_5	hemF//lapB//yneL//fimF//torS//nemA//rzpD//rfaQ//dcuR//
GO_0009239_6	thrL//yhbX//fecA//yifB//deoC//ybdZ//queG//amiB//
GO_0009240_6	cheY//glpT//puuR//ybdG//wzzB//
GO_0009242_6	kch//yibF//yjeH//mocA//yjeH//aroA//dgcT//frdD//yiaA//rnhA//xisR//
GO_0009243_7	ybhI//
GO_0009244_7	bamC//srlD//copA//asmA//cbpM//ascG//dnaA//baeS//serC//dkgB//dmsB//hofN//pdeH//sbmA//aspC//hofP//lsrB//cbrC//plsX//yfbS//hofQ//ptsH//tatE//ydjM//yjaZ//rplC//opgC//waaJ//prmB//
GO_0009245_6	hxpA//nfi//rluC//sufA//gltK//rsmF//yehC//tnaC//kdgT//menD//
GO_0009246_6	ybhP//elfA//tyrS//sfmF//wecC//appC//dut//entE//rep//
GO_0009247_6	pspF//ybjI//yedF//tar//rimM//ftsP//gpmM//malQ//mtlD//uvrB//yihP//recQ//
GO_0009249_6	bioD2//yifB//flhC//
GO_0009250_7	cyoD//guaD//suhB//rimM//rluC//cydC//ompR//wbbK//cyoA//dgoD//prlF//ynjD//sucB//rstB//
GO_0009251_7	nth//ynbB//metE//ada//yeaG//purT//
GO_0009252_7	fadJ//ilvI//kbaY//ybcF//ortT//phnL//flhD//putP//yiaF//ycjQ//glxK//eutK//yiaF//abgA//fetA//ygjR//trkH//ydhC//mglB//carA//ftp//rpsB//yaaU//cmoA//dmsC//ygjH//norW//pheP//frlA//rarA//lptF//cysA//yedP//mdtG//minC//atpC//thrB//yfeD//ruvB//
GO_0009253_8	rsmJ//yagU//wza//yeeA//mtgA//rffT//queG//glnK//rpoA//ftsH//
GO_0009254_8	ftsY//gatZ//iscR//ybhJ//yhbX//ampH//kup//gutQ//malS//yciA//
GO_0009256_7	nanK//fetB//yraH//pstC//
GO_0009257_8	scpC//rhtB//tilS//gltP//
GO_0009259_6	waaZ//aaeB//fecC//relB//lamB//npr//ybhG//fruK//mraZ//yigL//flgI//elyC//tolC//yfcP//lysS//garD//soxR//nadB//proS//glsA1//nadE//pheA//ade//ybcC//insA-2//dxr//yfiR//yihQ//casD//cmoA//ibsC//preT//fadA//rstB//ccmE//yidD//narG//chbG//ypdA//xdhB//mlaE//cdh//rpsK//pdeH//sgbH//thrC//topAI//argS//mnaT//nagZ//yadV//nei//dsdX//aroA//fis//yahB//recG//lolB//kdpD//mltC//znuA//
GO_0009260_7	yciA//norR//yghW//fadM//agaV//aceA//torI//zipA//alaA//insB-2//fimH//hldE//fadM//waaU//ppx//ybhR//nth//rnt//yfiC//ompW//cydC//topAI//dsbC//puuA//hyaD//cysA//ycdX//dppD//blr//fes//tsaD//kdsA//ilvN//tusA//minC//yidA//yddM//rapZ//ptsG//nfuA//gudP//sixA//yaaA//lsrD//
GO_0009261_6	yhdZ//moeB//dgoA//potA//mntP//otsB//
GO_0009262_5	malI//arnF//nusG//pspD//coaA//xerC//rrrD//moaB//rfaD//parC//pspG//hisG//insI3//
GO_0009263_6	plaP//dcuS//mdoG//rrrD//yjbE//rzoD//rutB//pepB//fucI//
GO_0009264_6	rlmE//malK//oppF//ratA//ebgR//
GO_0009265_7	dicC//kilR//aphA//ygiV//sdaA//
GO_0009266_4	hprS//eptA//cdgI//entS//gpsA//recC//ortT//yihL//glgA//hycI//ybhA//chpS//pbpG//maa//lptF//actP//matP//sbmC//galK//rsmH//ydeM//sad//yadI//sufD//ydhK//ydeP//zupT//recE//dfp//grcA//aer//ilvA//dosP//rng//tolB//proP//tsaC//ebgA//cyoE//bipA//rfbD//yedA//sixA//treF//malG//asr//nirD//motA//fucP//panF//ybdR//selD//yedP//eutA//yhdW//chbR//rhoL//xerD//yraI//hyaD//greB//galP//hyfR//csiR//ybfA//rhaB//kdgR//nrfE//cysN//xanQ//cbtA//menF//nrdD//rpsG//fepG//nhaA//ftsX//sutR//dgcQ//ybiI//cysB//cspC//
GO_0009267_5	argK//skp//abgR//rssB//panE//znuA//frc//frlA//ygiV//uidC//yadM//actP//ftsE//hypE//xylG//yghW//insI1//yhdW//phnP//iraM//gph//yeeA//yfiF//fbp//phoU//oppB//
GO_0009268_4	appY//rnc//mtnN//udk//pdeR//corA//iap//cfa//opgG//cedA//gudD//gadX//insI1//gutQ//nuoI//malS//mukB//wbbK//ibpB//adeD//fdhE//cpdB//acpP//rpmE//pepD//rlmI//yraN//
GO_0009271_4	cysG//ycbV//rbbA//
GO_0009273_5	yfiE//sfmF//gnsB//ydjH//iclR//yfbS//cvpA//rpnC//uvrY//malF//
GO_0009290_6	waaB//moaB//
GO_0009292_4	dtpA//dps//
GO_0009294_5	ymfA//birA//
GO_0009297_6	fliK//thrA//glk//cydC//argE//uhpC//sgcR//zupT//ldrB//yqeG//hyfA//atpD//selA//ompN//
GO_0009298_7	fabA//waaP//glpR//
GO_0009305_7	ftsB//
GO_0009306_4	tatE//elyC//ynjA//thrA//pfkB//deoD//cdh//
GO_0009308_5	codB//rpnD//mlaF//paaF//rpsQ//trpL//ilvL//gpmM//argF//rplO//mcrA//bioF//eamB//ybaO//ompF//ydiB//folX//guaD//truA//ansB//aaeB//prlC//fkpA//rplL//yidZ//bdcA//purA//
GO_0009309_6	waaG//cusA//hemD//menA//dapB//dppB//xanP//entH//rhaD//alkB//priB//dpiB//melR//amiC//
GO_0009310_6	cpxP//glpA//gspF//ppsA//sanA//ybiY//wzyE//hrpA//alsB//tar//wza//nrdF//fucA//
GO_0009311_5	pdxH//yhjB//lon//rpsI//lolB//msrC//lyxK//ynaI//ubiF//sgcR//rcdA//ahpC//ydiV//ppx//mliC//yraI//murP//crr//speB//puuR//lexA//agaD//mcbR//cueR//gltL//xerD//cvrA//yghO//dsdX//yeaD//puuD//envZ//ydcS//ydcS//tpx//ghxP//acrB//pnuC//fnr//napF//ygiN//arnF//chbR//rpmH//melR//ydjH//mreD//rlmI//prmA//yoaA//qseB//sdhA//rplR//
GO_0009312_6	cnu//yfgJ//viaA//rsmF//tusE//potA//fruB//livK//oppB//yneJ//folD//argI//trkG//mutL//aphA//mgsA//nfsB//bssR//yfgI//frr//csgF//ybiJ//yehW//clcB//atpE//sgbU//rhtB//hexR//srlD//argT//clsC//ddlA//lolB//cysZ//leuS//rlmN//ybhF//alaS//gyrB//rcsA//galT//ompF//
GO_0009313_6	iraP//trpE//rssB//leuB//glmU//malP//pncB//yehA//aldB//dps//
GO_0009314_4	sodC//lpxP//livJ//yohC//fliD//nikC//fadM//folA//fdx//abpA//valS//add//ccmE//raiA//nikC//higA//aceF//yacG//ydjE//rluE//mutL//insI4//speA//gstA//nrfF//hisF//yahN//cheA//hyaA//opgD//yrdA//tusB//dhaL//yfhM//ycjU//pabA//yjiR//tatA//fabI//gabT//mepH//uspB//tcyL//msbA//artJ//fklB//tnaA//dnaN//yehC//katG//ygjH//potB//cadB//alkA//murC//gnsB//scpC//agaA//dtpB//mnmA//ypdB//yadV//nikR//waaH//yehA//mmuP//essD//rpsT//glgX//deaD//fkpA//proP//dhaK//yhbS//gcvA//rutB//panF//cof//ydjK//ygiW//acnA//frr//sucB//dsbG//gadA//hisD//rpnB//hisA//arcA//kduD//cynT//yafQ//
GO_0009372_5	glcC//ugd//nanA//
GO_0009394_6	gpmA//psuT//ydiP//recO//ptrA//ubiX//ydhK//
GO_0009395_6	potF//
GO_0009396_6	fepA//fetA//cysQ//etp//insI4//rdgC//uvrB//fdoI//cydC//corA//yihO//
GO_0009397_6	frmA//glgP//
GO_0009398_7	mutL//
GO_0009401_7	slyD//yfeX//dpiA//udk//hdfR//zntR//frsA//nrdD//rpnA//gadW//ubiC//glnS//dnaT//phnL//lysA//ldcA//murB//rclR//fdoI//rpsR//lpxC//insE-1//phoQ//dinQ//otsB//murF//fimC//kdpF//wecB//hrpA//cdh//bioP//murP//sapF//yajR//thrS//cobB//fimH//dcuB//yidE//ymfA//oppC//nuoH//hyaD//ydcS//purR//yihL//dinI//galT//zur//yajQ//rpsG//
GO_0009403_5	rph//
GO_0009404_4	rapA//aer//setA//entB//lolC//ribD//yghW//lsrB//flgA//cdd//yjjI//lgt//gltS//gldA//envZ//csgE//bcr//sufA//tsf//
GO_0009405_4	yhdJ//atpH//gltK//
GO_0009407_3	phnK//serS//gatC//mdoD//ampE//carB//artM//nudF//ddlB//hcaB//yjjQ//rpiA//mtnN//envZ//mepS//yadM//
GO_0009408_4	alsB//yghO//ynbB//srlR//trxA//betI//rlmG//bioA//wzc//cynT//rffT//xapA//fepG//ycbB//galR//mutM//purL//fliS//mtlD//pspA//cpdA//rpnC//yjjQ//priA//zapE//rpiB//mhpC//ibsB//csdA//uvrY//rplO//lit//galT//moaA//yahO//glgB//dgoK//trpS//aes//fliL//oxc//higB//motA//yraJ//yiaB//tolA//pck//ampG//sapD//panF//mglB//cbrA//fimE//rplF//ycgB//entB//ydcS//iraP//soxR//rplE//
GO_0009409_4	lspA//tnaC//yfhM//proX//folD//mppA//bglF//lit//mdtN//birA//folX//ygfX//yijO//plsB//eutN//hslU//sfmD//ldcA//
GO_0009410_4	gadE//
GO_0009411_6	frmA//argS//dusC//bioB//intE//yjiR//glsA2//betT//tusA//mnmE//hprS//ftsA//lptC//mreD//exoX//ugd//
GO_0009415_4	miaA//
GO_0009416_5	uxaC//ydcZ//iscX//xdhB//lptG//dgcQ//csdA//yadG//yphC//cra//cheZ//yihX//mqsR//nhaA//yeaV//rzoR//wzc//yfgJ//dcuB//
GO_0009423_8	nfsB//phoP//rbbA//rcnB//
GO_0009432_5	dps//dnaB//nadE//trxA//ldhA//asnC//ccmH//ppx//higB//ydcS//tdcD//rssB//manY//mnmC//gpr//fadD//secA//trkG//ycfH//satP//ypdB//insE-1//
GO_0009435_9	nlpE//baeR//yiaT//arsC//fruA//yifB//potA//moaE//asmA//
GO_0009436_6	yddG//elaA//ybbY//tsaB//
GO_0009437_5	allB//tsf//cusC//cueO//yphD//intA//garK//
GO_0009438_5	xisR//yhjV//yahO//pgaB//ada//rluF//cvrA//fimD//bglA//hybE//hemE//pth//parC//kduD//yrfG//abgB//hdeD//insI-2//era//intZ//hslJ//lnt//thyA//cadB//hxpB//gatA//glpB//prfB//moaD//gpmM//
GO_0009439_5	ychH//ydcT//yfjR//
GO_0009440_6	mngA//ulaC//mepM//
GO_0009441_5	kbaZ//potC//crcB//mreB//mdtK//
GO_0009442_7	yidC//ilvN//rarD//gltP//ompW//
GO_0009443_5	selB//hsdM//pfkA//
GO_0009445_5	rihA//yhdW//yneE//mrr//sapA//yjjU//uspE//tauC//ypdI//ridA//
GO_0009446_6	glpK//fumA//
GO_0009447_6	pcnB//rstB//glpR//xylF//ygcW//mntS//aceK//deoC//
GO_0009448_5	deoB//mtn//pgk//yjfF//
GO_0009450_6	gabT//bsmA//fixA//yhjR//
GO_0009451_6	modA//ydhK//dinB//hupA//thrS//yfdG//agp//ptsN//dnaG//rpsR//lldR//yidQ//yeeA//tsaB//ymgA//psuG//mqsR//elfD//folC//rusA//yegD//envZ//moaC//gpp//atpG//rpsD//ygbI//abgA//znuB//hycI//manX//yigL//yrfG//ydbD//rplK//ssuA//eptB//waaG//ulaG//gpt//ypjD//ompW//yjiX//ampH//rclA//tadA//hyaA//yjiX//rpiR//uvrD//yojI//arfB//yajD//rarA//hyaA//moaC//mepS//mltC//ybcF//yjiR//cpxA//dcuC//yoeB//rhoL//dgoA//yjiY//rluD//yfdG//lptF//wrbA//trmH//yqaE//wbbK//narY//tdcE//ybhA//acs//glcF//sfmD//yjcO//sbmC//rpsG//yeeY//
GO_0009453_4	recO//
GO_0009454_5	tpx//
GO_0009593_4	thiH//lpxM//
GO_0009597_5	mnmA//
GO_0009605_3	cmoM//aes//pspA//oxyR//dsbG//livH//rpsK//tatD//lldD//ybiT//yagE//hokB//fliL//insA-2//hypE//rcsF//aroL//alsC//dinB//rseB//bamC//rnd//pinQ//cpoB//nrdR//yqhC//yjjB//menA//cyaY//ftsX//tas//prfC//fepA//dgcJ//speG//metE//pgm//glnE//lysC//holB//ahpC//gloB//glpD//tcyL//mdlB//yggT//insE-1//ydiZ//frvB//ndh//pfkA//ybiY//fabA//dnaK//csrA//ghoS//hybG//ypdA//phoQ//yjhC//rpmJ//qorA//sbcC//rlmJ//ugpB//livH//bglF//yagF//selU//gcd//truA//ybdR//lsrR//ybaM//yjiQ//mug//rimL//
GO_0009607_3	dsbD//dsdX//ubiA//nagA//ulaD//msrB//srlB//yrdA//intS//sfsB//purD//tusA//yahN//fnr//
GO_0009615_4	rbbA//manZ//glxR//pflC//thiE//ytfQ//tisB//frmB//asd//hsrA//lgt//fimE//fklB//hha//
GO_0009628_3	ftsQ//waaH//aspS//mrr//dnaK//sstT//pyrG//rlmB//ssuC//ttdB//yeeA//tatA//obgE//yjaA//gfcE//kefC//oppC//cptB//grpE//efeO//alsC//artM//yahO//glmS//uspF//aroC//queD//valS//srkA//envR//nmpC//mlaE//yjbB//wcaB//rplN//cpsB//agaS//waaA//kduD//znuC//yehB//yhaM//menI//lpxM//puuB//insI4//dapA//macA//amtB//hscC//yhgF//fucK//ygbI//fhuC//arsR//yhgH//pgaD//setC//ycjR//kdpD//ygiB//nikB//kbaY//ruvA//yajR//glpG//ygcW//znuC//ilvI//ftsW//ssuE//afuB//ldrB//tgt//yqhD//sfmD//acrR//yfbS//fimB//htpG//yejE//arnF//chbR//ygiB//uvrY//wcaB//grxD//gpr//ybhI//hcaB//rnhB//aslB//ybhI//ugpC//yqaB//sdhD//afuC//cyaA//speF//epd//hemE//glsA1//ybhR//rtcB//fixB//yeeJ//rpnA//kefB//ygfX//hemA//sstT//emrE//yddM//yiaN//rayT//cpxP//dedD//fdoI//yjjG//yecS//borD//recO//selA//fepA//pinR//secE//aphA//atpC//torD//gadW//yraK//yjeH//ybhF//pgpB//mdaB//galS//yfgJ//oxyR//proV//phoA//focA//yraK//ybaQ//cysK//oppA//udp//uxuA//epd//ynfH//glxK//cpdB//secB//ybhJ//mreC//ycbU//bdm//cpdA//dsbG//dkgA//glxK//arfA//yajO//amyA//cysZ//dam//glcE//mdtM//cysQ//yfeD//cyaY//tsaD//mscK//cmk//pnp//fryA//nrfA//dut//gcvR//gmk//norR//truC//clsA//mipA//rsmB//ybcF//metL//yebG//thiH//yeaK//rfaE//cysP//yigB//yjcO//hchA//minC//mdtJ//fecA//eptC//aroP//ghoT//pabC//aroH//ulaC//yidK//cpsB//gudP//grcA//yhgF//thrC//ispH//rnhA//araD//ygiW//hdhA//kdsB//nei//waaP//xapR//tamA//caiT//bssS//tbpA//psuG//flgE//rnb//fryB//uvrB//nfi//srkA//ampD//
GO_0009635_4	der//
GO_0009636_4	mdtG//radD//rplM//sfmF//gpmA//tamB//cysK//rffH//emrD//panZ//yfhH//xerD//phnM//cnu//menH//paaE//deoB//nrdB//eutD//ibsD//fruK//pyrF//ybdO//nei//nrdF//azoR//ubiI//hslR//ydhJ//gntT//ybcF//
GO_0009637_6	betT//
GO_0009651_5	mraY//mnaT//asnS//mraY//narX//pspF//
GO_0009653_3	yhbQ//
GO_0009696_4	yggP//
GO_0009697_5	ydhJ//
GO_0009698_4	dapF//
GO_0009712_6	bcr//fepE//tas//rrrQ//nrdF//hprS//csgF//ubiC//recF//sgbE//
GO_0009713_7	ygeW//fre//narU//yhaC//aroD//fimD//prpR//priA//frlB//
GO_0009719_3	icd//fdnI//feaR//
GO_0009730_5	treB//
GO_0009743_5	focB//
GO_0009785_5	bamA//
GO_0009850_4	yieH//panE//acpP//sfmH//argE//blc//sgcC//yiaJ//glpF//rplN//ychH//yadG//iraM//
GO_0009852_5	hofP//fmt//ycdX//folC//ybhI//tdk//cnu//cynX//mepA//glyS//frc//secF//elyC//
GO_0009889_5	scpB//nudF//pgaA//fetA//rpsB//pspA//fryC//rhaR//yfgJ//yjiM//dmlR//nuoG//ybjL//ompL//kup//elfA//insF-1//ydbD//ptsP//rlmM//queE//malX//tig//yibT//glpF//gltK//chbG//puuB//flgB//mltC//zur//speD//fadE//glgB//nuoL//adhP//proV//tdcR//insI3//yeiL//thrC//ibaG//ftsE//ggt//sstT//queC//ccmD//acrA//osmY//acpP//fimG//arcC//frdC//paaH//yagJ//tatC//nrdB//ymfK//chbF//uxuR//ppsA//wzc//insA-2//wzb//phoP//hybF//yraH//hicA//rpsL//rluF//waaU//sbmC//ilvM//ilvM//polB//ldhA//rpsG//mdtI//tolR//lacI//yjjX//yaaU//tauB//ompC//paaF//yigB//pdeF//yegS//rlmG//narV//bioD1//fecA//ptsH//yghW//pdxK//yadI//umpH//ybaO//rzpR//yfeD//rnr//nanR//menA//bsmA//yehC//lpp//tusC//phoA//hycB//ydeI//cirA//pyrD//degP//tnaA//eamB//dnaQ//cheB//flhD//yahK//cydC//dinJ//tdcF//yfcU//insI-1//eutR//yfiE//arnD//panZ//ldrD//clcB//mraY//pgrR//cynS//yahB//yphB//prpB//exbD//bglX//argD//cbrC//degP//ydcM//pflC//tatE//nuoH//yfdR//kdsD//sapB//mcbR//feoC//dnaE//ybcF//agp//acrD//hcp//lpxD//pbpG//grpE//dhaM//actP//erpA//ygfA//rimI//yeeO//infC//lptF//ssuC//nlpA//cvpA//tdcG//yohD//dapB//cas2//nfsB//dppD//yihS//waaQ//yccX//dppB//ydbD//rplB//ybhF//yphD//yciK//nrdB//xthA//lepB//moaE//gabT//yhbY//cpsG//ccmD//murB//fabI//glrR//dnaJ//rutF//parE//ychF//pepN//ratA//panZ//ulaR//yebZ//phoA//ibsD//cra//ygbI//yqgB//fadI//bdcA//ybeQ//rpsS//gatZ//ccmG//pcnB//ptsH//slt//ydbK//rfaQ//zupT//setB//mtlR//mtgA//ruvB//fepD//casD//rnr//tusA//fadI//yejB//pabA//argD//fsr//mcbA//yojI//lepA//dinQ//talB//mltB//pdxA//pspD//srlE//ygaV//oppB//ygcW//mngB//sodC//aroH//nfuA//afuB//glpB//fliM//rapA//arsC//gcl//yfcA//rdgB//rdgB//rzoR//ymfA//potB//hns//pdeF//priB//ldrA//phnM//dinQ//dppD//flhC//frwC//marA//paoC//yebQ//sppA//glmU//argH//lptF//ybdG//ubiH//prs//pyrF//uxaA//ampE//insI3//nudB//yafE//ftsY//yihX//codA//dgoT//dnaX//hycA//ycaO//gntR//ruvC//yajL//hyfF//yiaJ//proW//rusA//yahO//ampH//dsbB//rep//pyrE//yfeR//speD//rpmC//lpd//yneJ//thiM//slyD//bglF//selU//nupX//
GO_0009890_6	queF//adk//idi//fadB//yfaL//ndh//artP//pabB//exuT//araC//yqaE//cpsG//yehU//exbD//roxA//mazF//soxS//polA//hslO//nlpI//dppA//yggF//gltI//hfq//eamA//cydB//htpX//yhjD//holB//trxC//rhtA//bsmA//gcvH//speA//curA//gcvA//nrfG//yaiW//rpsE//fliG//rhmD//rpiA//nrdG//znuB//hlyE//uspC//gltB//yaaA//yciE//hisI//acrR//rhaA//kbp//cmoB//tdcF//proS//rfbD//rpsG//cedA//chbG//ybhI//deoD//clpB//cobB//rfaQ//ydjJ//crr//ynjA//narW//ldtB//bdm//nrdR//rzpD//cra//yedF//bioD1//rpoA//thiP//intE//waaQ//mdlA//rfaG//tatC//alr//yqiH//arcB//dgt//allR//glsB//ivbL//dctR//glnE//mdoG//mrr//pntA//acnA//yidH//fliT//ribD//dppF//mdtE//tufA//rcsA//mreD//ydhK//der//pheM//cysB//mdtJ//yhfK//oxc//ccmC//tisB//sanA//luxS//gnsB//trmL//potC//mtlD//hsdM//hslV//
