#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ndk//hipB//ybcJ//aaeR//
GO_0009057_5	recB//comR//hisG//glnH//katE//pyrD//lpp//yggT//galM//ptrA//aceK//uxaB//kduI//tauB//glyA//rfaC//speA//ftsE//trpS//rbsB//ttdT//rbbA//yjcE//glyS//selB//alkB//nimT//intE//galE//sgcC//yajD//hsdR//potH//sufS//setB//gudP//ebgA//gltX//hyfF//yjiM//fimB//glnA//ydhQ//umuC//sdaB//lplA//mdtJ//rsmB//putP//dicA//zur//ssuD//osmE//bepA//
GO_0009058_3	livJ//zur//rbsB//kup//seqA//dnaC//hupB//higA//phoP//hpf//narI//yneE//mtlA//metK//nagE//ompW//ydcR//mutL//yehZ//mepS//znuC//ychF//yiaT//trpGD//degP//yebG//appY//ulaA//deoA//ttdA//msrB//rihC//dgcJ//yiaN//ydiQ//otsB//ubiJ//rplM//ubiI//yajO//emrK//ybdZ//yeiL//yrfG//glmU//ybiT//setB//btuR//fliD//purB//artP//ydeO//pfkB//ffh//glk//ydhK//uup//wzzB//ttdB//frdD//mdh//rpsA//appC//curA//yggX//arnF//ttdB//dcuA//kilR//copA//guaC//dkgB//bepA//cpsB//appA//ynaI//adiY//clpX//trkG//ybjL//kdpA//sdhB//csdE//dusB//ibsA//alaE//xanQ//guaC//fetB//psd//yghG//pth//nth//entD//nagE//caiD//ubiB//ghrB//yheT//atoC//rmf//gmk//rplI//bdcA//cdd//ypdF//yhhT//cdh//rsmD//ftnA//emrY//flgH//metQ//clpX//yccS//rihB//murB//ugpC//pspG//thiE//sdhB//tauC//yfbS//artI//tas//nrdI//sgcX//lacI//nhaR//hypD//ahr//idnO//mltC//dmsC//ihfA//phoQ//nrfC//pabA//evgS//bamD//uxuR//yjiR//metG//acnB//rplC//fumA//tolQ//rplY//fliK//cdd//trpE//yjiY//greA//gapA//hslO//ampH//puuR//tas//ybjX//ftsB//garR//kbp//deaD//bglJ//yjbH//argP//oppB//mdfA//ybiV//tig//tadA//ribF//dhaM//pheP//tnaB//fryC//rseB//dcuA//dacA//bioH//yebS//phnL//tdcB//sufS//fbp//glmM//dxr//tauD//fecC//ydiZ//purR//atpA//hisP//yabI//fdoH//truD//pyrF//yjhI//glpR//pnuC//yagF//ttcA//cpdB//narK//ulaB//gmhB//sutR//dmsC//gcvA//yagF//cueR//yibA//rlmG//hsdM//folX//dcuS//nrfA//trmL//fryA//yraN//dsbB//ompG//pgk//nanA//gluQ//hybO//lgoD//adiA//yrbG//lsrC//uxaA//mhpB//dcuD//dgcN//fmt//ubiD//yccA//uidA//asnB//nimR//nudF//dfp//ybdH//fes//ftsE//yidL//aspS//malG//cpdB//baeS//lplA//miaA//ybdZ//fimI//dsbG//ldtB//ybfE//glmS//uidA//opgE//rcsB//yjhG//yehB//dhaM//umpG//tdcR//trpC//amiD//glgB//ldtD//fadA//hflX//nlpD//rbfA//gcl//rimK//edd//sdaC//hisF//hdhA//frlR//dinD//rseP//yfaE//priA//napA//yccX//yidR//arcB//hypF//xanQ//nrdG//hisP//tcyP//fliD//rhtC//xylG//hdeB//asr//topA//hsdM//ycaN//yehP//dinD//def//mngR//ybaK//dppD//ravA//thiH//dgcN//ndh//waaA//yehP//gutM//hcaF//ybaE//ybbW//guaA//gph//yehA//norW//recR//tsf//kilR//yegD//yidH//yfbS//ybjI//lolC//cyoC//yqcC//purT//yfaU//fliG//dhaR//hfq//yghW//ybgI//caiF//ftsQ//murB//menD//cdh//yjcO//nfo//moaC//yqgB//yggD//ydeT//bglA//nuoH//yobF//focB//ompW//yphF//hslJ//yadV//garP//tilS//dcuC//pstB//ccmE//suhB//narJ//aroP//slt//yagG//qorA//rihC//deoC//acpP//mqsR//nth//fdnI//idnK//rsgA//lpxD//ravA//ybjI//yieF//yceD//ghoT//torZ//ldtD//insI4//nlpD//yfgO//baeS//rcnA//hisI//dapB//torI//ydcR//ptsI//ftsH//mrp//gltB//glnL//rhmD//fumC//yidC//narP//alkA//amiC//cusF//thrA//hcaF//gadW//yjiR//pdxJ//epmB//ycgV//pflB//yjjU//queC//yhjD//trpA//mzrA//phoB//mpaA//rpsR//astC//argD//arfB//cecR//yagE//yghO//epmA//idnD//ydhJ//yfaX//gshA//yfeR//dnaG//glcD//rffH//fliK//yhaO//yahN//potD//rpnA//sufC//nudC//csdE//mngB//nupX//mngB//maoP//eutA//ftsI//rpnA//qseC//exbD//priC//yphF//uxuR//yaaA//cadC//nrfB//hxpA//rlmD//xylH//elfA//lysA//bioF//uraA//ampH//bipA//dnaC//yahN//cusB//baeR//yfjV//sbcD//pspA//argB//ghxQ//moaC//rnb//rpnD//iscU//hflK//cptB//livJ//nfsB//tauA//hiuH//hybO//pepB//ybdO//umpH//nudB//aceB//mug//aroB//srlD//arcA//panD//rhtC//yahB//glpA//rayT//asnS//soxS//gshB//ycaO//ompG//rraA//kdgR//rffH//chaC//narY//tolA//ldcA//yidQ//xapA//sbcB//malK//borD//ddlB//argD//dinD//yaaY//rrrQ//seqA//mukB//lpcA//phoU//yihW//insI-2//fmt//frsA//ebgA//yafC//ygiS//glxK//cadB//ygfI//exbD//ubiG//pspD//dnaJ//yfjV//tatE//mdtK//mtnN//proW//rsmB//deoC//ygiW//wcaB//hcaB//yjeH//thiE//yggF//uvrB//amiB//proP//yadM//malI//adhE//aes//chbF//rstB//sfsB//kduI//yghG//gcvT//adeP//ykgM//bioH//accA//sgcA//dcm//tmcA//araE//matP//yahI//rbsB//rluA//potI//yidQ//casC//rrrQ//ssuE//cmk//rfaB//leuE//deoR//argA//pta//prc//speA//rimL//ulaE//menE//nimT//yihI//aspS//hypF//flgH//yhdZ//prpB//thyA//ompL//flgI//crr//mutY//chbB//polA//gltD//sbcC//recX//ydbK//ffh//proV//rbsD//yiaU//ortT//kilR//udp//ybcM//cydB//blr//ggt//uhpA//pheT//waaL//melA//hflK//holE//scpB//bioD2//pckA//ynaI//nrfG//kdpB//cynT//yedP//flgE//potB//afuC//ompA//hisB//hdeD//csdE//yhjB//nrfG//hinT//cecR//proB//glcB//entH//rfbX//cpoB//xylA//paaB//insI-1//mdtI//srkA//argA//msbA//cnu//rseC//hemB//yjiA//radD//arnB//ubiE//queF//mdlB//arnF//lhr//metK//intZ//waaG//mdtN//mnmA//lpd//trmD//nrdR//mdtI//ubiG//queF//rplX//fliZ//fkpB//cbeA//pdeK//yecS//thiI//glpR//ubiF//malX//basR//ttdT//truD//matP//adhP//entA//envC//ytfT//zitB//sdaC//ynjD//rpsQ//thiD//aroK//cynX//phnM//bioD1//rlmM//glgC//ybiA//perR//waaU//tyrA//fryC//lhr//elfA//cysC//pdeK//puuR//zapA//malQ//yfdK//araB//feoB//mntP//yodD//yeaK//rsmC//hdeB//gnsB//katE//bfr//ubiX//yciT//rpnB//ynjA//srlR//dcuC//solA//rnlA//speC//oppB//menH//rbsR//greA//rclA//prlC//csiR//yebC//bacA//rep//solA//murD//ilvC//yidA//kduI//torA//ddpA//yiaJ//ompA//yahB//fimC//
GO_0009059_5	manA//tamA//gabD//paaH//leuS//ilvI//argI//dps//phnL//paaC//fkpA//ldhA//hyfR//thiG//topA//glnD//surE//fecA//perR//ispA//ygeV//yghB//paaZ//tynA//ompF//dcuA//yahK//fetA//fimZ//hisG//cecR//ypdC//yajL//proV//menC//ravA//cspE//yafN//paaX//kgtP//dpiB//trxA//cbpM//aroG//xylB//murJ//qseB//yfdC//prlC//dnaE//caiT//gadA//kup//xylG//sufA//oppD//rplC//rseB//uxaB//pgi//yraR//rpsH//minC//yihQ//rsmF//dam//argG//cra//pliG//mraY//frwB//flgG//speG//yieE//elaD//ompT//fdnH//rsmA//hmp//ybgQ//yraH//ypdB//otsA//rplW//yghG//aroE//ptsH//nfsB//rbfA//nanK//ynjA//yjaA//yagE//caiF//dppD//emrE//ypdA//chbA//rpmG//entS//yhjA//ybcF//tktA//znuB//rnpA//murJ//arfA//ybjG//tnaB//mtlA//hldE//queD//ltaE//paaE//ampG//yfcS//yadI//tdcA//nadC//nimT//rfaE//sbp//prfC//bioD2//ybjX//yggP//grpE//lgoT//ygbL//nanE//ycfJ//agaI//gppA//rluC//metN//yfcQ//nfo//yfdK//ynfL//flgI//puuR//yegT//yeeO//gudP//ompT//mreC//prpC//cysP//rsmH//ybgQ//hdhA//mdtC//pflA//hslU//emrY//greB//yfeW//tusD//agaV//cusA//hflD//hemN//rpsM//cedA//puuC//leuO//yqhC//diaA//rarA//yidA//yccS//lpxT//opgH//lpxL//uvrB//mgsA//pstS//metE//aaeB//yccA//smrA//astC//frwD//rbsD//ccmC//nfo//aroF//intS//flgG//gutQ//ygiW//allD//elaD//alaC//dicA//upp//ssuC//rzoD//yfiR//ycjP//zinT//xylE//dppD//rpsT//manY//gdhA//rpoS//insI3//dacD//yibA//ulaA//yjbF//moaA//casD//atoB//tomB//yhjB//pflB//eptC//fimI//yciT//ileS//pepA//ybjI//queE//dhaK//flgI//lptD//cra//melR//arcB//glsA1//garK//yhcD//hyfR//csgB//lpxL//cyoD//hyfF//kbaY//yfbU//tesB//ybiT//dadA//cpsB//gadA//ybbW//yagF//aroF//fucI//dgoK//yghO//hemB//pinE//cdd//fliM//ydfG//ybhD//frwB//sufA//pphB//yfiC//yhfS//fucI//surA//rffG//narP//lapB//yaaY//ymjB//dppC//clsB//recD//phoB//ykfM//wrbA//kdpD//srkA//gudX//tadA//nanT//mutH//ycgR//yojI//fhuB//ldtE//yqgB//nuoB//frmR//leuB//fepD//arnB//nuoH//ybhS//ygaZ//yeeJ//fimH//gntR//rpsA//yqiI//zinT//intQ//purT//ubiH//ilvD//ubiB//yidD//narG//caiE//insI1//sspB//intQ//cyoB//patA//galU//araB//crl//
GO_0009060_6	pliG//rpnD//metB//tnaB//nagA//ybjI//glcA//arfA//nagA//essD//agaW//mntR//ffh//malI//tatA//rcsA//mltB//rpmF//argB//basS//lon//yciE//ampG//rnr//kdpB//bfr//
GO_0009061_6	dpiA//yciV//gatD//xylR//pagP//dinD//narJ//rpsM//ttdB//ralR//paaK//ompL//yhjV//radD//cheZ//rng//ibsB//malK//yfbV//yjiQ//lsrK//relB//xapR//yfeO//ybcF//yehW//glmU//gph//mazF//moaB//metR//ftsB//radA//rplR//agaB//yagF//gltS//cbpM//arsR//dppC//sucB//mltF//pflC//ispA//dnaE//dinI//nuoF//yqcC//kefF//yafO//potE//kdgT//cysH//kdsB//uxaB//
GO_0009062_6	fau//yqaE//nuoF//yadM//pspC//waaB//frwB//potH//ptsI//rpmG//pyrH//pyrE//bipA//uspC//rimM//hupB//pgsA//lldP//mioC//sstT//hprR//
GO_0009063_5	wcaC//treF//ybiT//xisE//lplA//tolA//cas3//bssR//mngB//yedF//rffM//mrp//cbeA//metK//acrR//glcD//ygjH//rpsT//cadC//mgtL//hupA//yicJ//yhcF//argA//greA//kgtP//citT//yjfP//modB//fumC//rppH//flgC//frlB//yihL//rhaB//mgtA//nuoB//thrB//cbrC//fliG//sapB//dkgA//ybjN//yeaG//pckA//yhcN//mukB//deoB//oppB//ftsA//tisB//exuT//ulaG//tolR//yedP//
GO_0009064_6	fepC//glmU//mlaE//argH//cysQ//rpoD//asmA//adk//miaA//rutB//secB//queD//plaP//yqiI//nimT//uxuA//napC//mdtI//dgcZ//mltF//agaV//perR//ghrB//zinT//uacT//rpe//nrfF//cedA//btuD//phoR//treR//potD//baeR//abpB//cheR//dsdX//zitB//nrdF//thiH//tktB//ilvB//yohC//pdeH//hycH//def//rseB//
GO_0009065_7	panF//eamB//nagZ//pdeK//ydgA//ynfK//aas//dusB//envZ//baeS//folC//nirD//curA//sthA//flgK//yfbS//ppsA//fkpA//
GO_0009066_6	pgaA//fdrA//ydiB//trxA//dapD//yphF//yfdC//kdgK//phoA//phnL//bolA//hfq//ybhS//qorA//kdpA//fimF//yehU//yifB//ravA//idnD//pdeK//adhE//fimA//speE//mtr//hybA//fur//ldhA//eutB//dgoR//topAI//sdiA//hokE//ulaA//gspF//uidR//menE//ydbD//mdfA//uacT//phnK//arsR//rhoL//yhcF//zupT//rplM//pspC//glpR//
GO_0009067_7	ydaV//dhaK//yhjR//yciE//patD//gspJ//hdeD//ugpC//rzpR//lgt//yhfK//rfaF//hisP//slmA//yiiE//rclB//fecC//rfaG//yciV//pntB//osmE//hybA//arsR//ttdA//slyD//thiL//
GO_0009068_7	ydeI//agp//yihQ//ltaE//rcnB//cusS//fkpB//pheT//uvrC//yfiE//metK//hybO//ybhG//
GO_0009069_6	dadA//waaO//tilS//argF//holC//yoeE//bfr//plsX//adhE//nanR//pgrR//malY//gltX//rfe//rdgC//grpE//fdrA//selD//srlR//paaD//yegT//entF//zapD//paaB//pnuC//crfC//nuoH//rsgA//aidB//cmoA//purN//nadE//mtr//yijE//exbB//puuC//
GO_0009070_7	speD//metH//yeeO//moaB//polB//fixC//pmbA//cirA//elyC//rzpD//rluB//aroB//rffC//yqiH//sugE//ypdI//ssb//appY//umuD//yajO//
GO_0009071_7	rhlE//ydeT//slyD//aroC//rcsA//hrsA//ycaN//ypdA//lpxK//paaB//murJ//folA//pdxJ//pyrB//
GO_0009072_5	ynjD//fliA//lpxC//yieK//rutG//def//araE//frmR//yeaE//pmbA//yabI//clpB//ycgR//pgm//fepA//yihI//nikR//ubiH//mltD//thrB//guaA//zinT//cadC//zntA//
GO_0009073_6	araF//csiR//rhlB//murE//ribF//dsbA//ptsI//rhtB//exuT//deaD//kduD//ygjK//prkB//miaB//cusC//ogrK//rutF//puuD//epd//ycbV//acpH//
GO_0009074_6	dut//ydiB//fieF//
GO_0009078_6	frdA//elaA//iscX//phoU//glyS//udp//lacY//
GO_0009079_7	cysA//torI//hxpB//fdhF//
GO_0009080_7	ltaE//kilR//waaF//
GO_0009081_5	yjtD//gfcE//wzb//ybiS//mhpD//lpoB//yhdJ//ftsA//uvrB//dcuS//nadA//frwC//dnaT//purA//alaC//eutN//bssR//ygfX//aspA//djlC//glpK//ycfJ//
GO_0009082_6	nrfD//gmhB//ycdY//galS//emrB//cspG//nudG//glnS//frsA//yidZ//ugpB//yehC//tsaE//bsmA//kdsB//pgrR//ybhP//yfdC//
GO_0009084_7	aroP//nfuA//yneE//yihS//yghU//folD//hyfC//pstA//yqeG//hyfF//hemF//ycjD//clpX//ppsR//rpiR//potD//rpmE//bacA//dmlA//mscS//gatZ//pepB//rpsA//prmA//gadE//
GO_0009085_8	rplP//nuoH//ynbB//modA//diaA//crcB//intF//ytfT//ydcI//dacA//yeeY//pflA//
GO_0009086_7	ybiW//fumB//proW//hprR//trpA//purR//atpA//menA//mhpC//
GO_0009088_8	rna//fdhD//
GO_0009089_6	rssA//yhdZ//dtpA//ybjN//xylB//sapB//cpxP//yidQ//rihC//
GO_0009090_8	gutM//yihP//ampD//rpmE//
GO_0009092_7	metQ//acnB//ygcR//livM//insK//pyrD//
GO_0009093_7	mreB//mtfA//yihL//ycaN//kup//
GO_0009094_6	ytfQ//cyaA//rimO//matP//
GO_0009095_7	ydfK//ybiV//bdm//aroB//
GO_0009097_7	mscM//purL//nanR//rnhA//crfC//tusC//ppx//
GO_0009098_7	aspS//nirB//hisG//ydcO//ldtE//elbB//rfaQ//
GO_0009099_7	umpH//rfbB//comR//gnsB//helD//nagZ//proP//lptB//tnaB//exbB//
GO_0009100_5	ftsQ//katE//waaP//waaL//csgD//
GO_0009101_6	rpoH//
GO_0009102_6	rsmE//fadD//ybhP//pdeK//glgX//fadD//ftsZ//elfG//ddlA//tusD//rzoD//uraA//yciH//
GO_0009103_6	fic//pheM//yafO//alpA//dcuR//cvrA//yhcD//yaiV//nudF//pntA//mrp//
GO_0009106_5	yehX//ccmF//
GO_0009107_6	tdcB//ispG//
GO_0009108_6	rpmE//rpnD//rplT//phnK//rsmC//rsmA//ebgR//rpsD//prpR//yhgF//nrdI//rfaC//fimB//srlA//rplR//pgk//paaG//argR//nrfF//yjjW//yadM//fabI//sspB//glpT//flgA//aspC//phoR//holA//entS//cbeA//rusA//purN//fadE//cspG//miaB//queD//focA//yhjD//znuB//ybcC//ppc//hxpB//pheT//mlaF//cmoA//cyaA//yfdK//lysC//yhjR//gpmM//cheB//aroG//hscC//putA//nagC//tnaA//nikD//radA//metL//ihfB//rpsH//cnu//atoB//sstT//ydiB//yjhG//fumC//tatE//prkB//hipA//pdhR//yfeO//ispB//zapD//atoS//purT//ampE//yciV//yggW//priC//cydB//pdeH//eutB//citT//ydfD//rfaG//queC//yiiM//ybbW//yeaV//tpx//macB//tdcR//upp//yggX//yehU//hinT//lpoB//yhdX//yaiV//patD//tabA//ccmH//hemF//gabD//yacG//yhbS//ilvI//yjjX//yraK//
GO_0009109_6	potE//nfi//hfq//araE//pyrG//
GO_0009110_5	entB//ibsE//rhlB//grcA//rspB//manX//flgD//clcA//evgS//yjjB//deoC//araA//yphF//amtB//mdtK//pth//emrD//trpD//alsB//paaJ//dgoK//polA//queF//galU//trpB//xanP//ttdB//lptA//rihC//hdeB//casB//puuP//fimZ//cspE//clpX//mdoD//nrdG//cycA//rpsO//iscR//ghxP//yhcD//nikE//xerD//dusC//yhaJ//mltF//deoB//lsrA//soxS//nadD//dapB//pepB//xylE//rcsF//fdhD//fes//
GO_0009111_5	ydbK//torD//efp//dsbD//
GO_0009112_5	abgA//aceF//lolC//moeA//garP//exbB//ybiW//mtn//plsX//gspJ//mgtA//macA//moaA//murC//mglA//rplF//flhC//ubiJ//rraB//intA//topA//melB//rpsT//rzpD//purL//puuP//yieH//bioP//rpsI//ydcM//ybcM//rsmH//yciT//fecA//tar//accD//
GO_0009113_5	kdsB//modA//pyrC//opgG//rtcR//
GO_0009114_8	mhpC//
GO_0009116_5	ybhI//ldtA//abgT//nikB//mdtG//trpB//gntR//secY//lolD//dtpB//ygbN//uvrA//matP//wcaC//hcaT//setC//aaeR//asnC//hofM//ygbM//garR//tadA//ftnB//insI-1//rnc//glmU//hisH//fabI//dadA//rpsJ//lptG//rpe//sugE//ybiX//lsrC//hcaR//nrdB//htpG//galP//dppF//
GO_0009117_6	frsA//ftnA//aaeA//lpcA//thiG//mdlA//glrK//cbtA//mhpD//lpcA//cpxA//cof//yehC//proV//ybdM//rrrD//tusC//fadK//uspE//yfeX//pphA//uvrY//eptA//trkH//kdpE//hicA//alsC//smrA//tatD//pinR//prlF//rusA//ybjG//fliL//mioC//ydiZ//mreC//feaB//dapA//rnlB//hipB//norV//sgcX//psd//accA//alpA//ilvE//gpmM//artQ//sulA//recJ//narU//pgk//tktA//chaA//ybjI//nanS//nemR//sfmH//ccmE//crcB//menH//bisC//pyrF//ung//yiaU//dcyD//rfaD//fryC//rplD//hrsA//hsrA//yqgF//secY//cheA//adhE//panF//mltD//fadA//fryC//mdtL//alaA//argI//yfjR//dsbG//garK//aaeB//yejB//yggD//ispH//ackA//kilR//cdh//fcl//polA//feoC//dicA//rluB//hlyE//tnaA//bacA//nemR//rsmJ//cysN//
GO_0009119_6	ppsA//waaS//potA//pstB//crcB//argB//pal//sgcA//trmB//parC//yfaX//cyaA//yfaE//yphB//cas1//rfbB//recX//rutA//radA//elbB//frlB//hisF//pdhR//murE//norR//fis//ibpB//gabT//ygbL//yrbG//ygfZ//thiG//dctR//dnaA//wzyE//
GO_0009120_6	rutF//carB//opgH//yoeB//
GO_0009123_6	fabR//ftsY//nagK//mnmA//nudG//glgA//yihW//tesB//yeiL//gcd//djlC//rne//cydA//ulaD//glnK//yciG//clpX//rhmD//ubiJ//chbF//emrY//mscK//gatC//gltL//ydfD//dnaX//hybD//srlR//plsC//glpK//dgcN//rho//menB//dtpC//glnB//nirB//nadE//bacA//ispA//ileS//sapD//rpsG//ccmG//allB//ydiV//yihV//
GO_0009124_7	sseA//hycH//gutQ//mtr//prpR//relB//hupB//lacZ//sutR//ftsL//speE//lysA//dnaB//fhuB//yddA//dusB//fryC//rplK//kdgR//bioF//yhfS//yhcH//ymgF//ptsH//hscC//adiC//leuB//uhpC//elyC//bglA//matP//abgB//agaB//rpoE//mscL//yjiX//prfC//
GO_0009125_7	yfgJ//hemH//appB//yedP//mreD//
GO_0009126_7	ychH//ybgP//rutG//mltC//hflC//atpB//metB//pheT//yojI//agaW//rplX//birA//yehA//rplP//kdpE//yfeW//pdxK//yjhB//otsB//fhlA//casC//bacA//csrD//sgcA//rplP//pyrC//hsrA//ycfH//cheY//yegV//ygcW//ygjR//rplF//rof//
GO_0009127_8	galR//ftsP//rtcB//nikC//nagE//cheB//mdtA//amiA//atpB//argP//lpd//ybiY//mhpC//gabD//mdtP//sodC//ybiO//metQ//yadG//recE//cysN//ratA//bdm//trg//puuA//yneE//glpA//hfq//exbD//iscA//
GO_0009129_7	hemF//nhaB//flgJ//araC//yicJ//narZ//alaS//puuE//lapB//malQ//
GO_0009130_8	sucC//dpiB//narV//rfaG//cas1//
GO_0009131_8	paaX//rnr//rhaT//zraR//ptrA//
GO_0009132_6	ymdB//mdtC//gadW//ftsN//cdh//ispB//ravA//lrhA//hofN//mobA//rlmI//uidC//frwC//mhpT//ydfK//fucO//galF//mgsA//ycfS//ygjR//grxD//rlmJ//cyoA//acrE//nhaA//
GO_0009133_7	rbbA//yaaA//yfcG//
GO_0009135_7	hemG//deaD//ybaQ//katE//yidC//rsfS//yfiR//xylE//bioD2//dnaC//gspI//bioA//rutG//ratA//blc//yeeL//tyrS//yciT//fimI//envR//dhaK//eutB//holD//
GO_0009136_8	rutA//
GO_0009138_7	rclR//mutH//
GO_0009139_8	yieL//satP//
GO_0009141_6	rrrQ//hisA//trpE//ycdX//ybjC//hisP//chbA//gapC//udp//folP//ybdO//yeaE//manA//fepC//ubiE//gntU//cobB//tas//yajR//mlc//bacA//nsrR//gadX//pspF//corA//rsfS//hupA//osmF//kbaY//potD//nrdA//hemB//yehZ//rclB//gcvR//yfhH//allB//fadK//
GO_0009142_7	plsX//rlmN//dacB//cas2//ybeQ//sufS//mdoD//cheR//ppiC//fumA//tadA//rrrD//yijO//pdeH//yafC//mnmE//leuO//aldA//mscK//birA//fryB//appB//upp//malF//hldE//dinG//yhcF//hisF//
GO_0009143_7	ampE//hycB//dgcM//ftsH//
GO_0009144_7	fdoH//rfbX//tonB//ygaH//ygiV//mtnN//phnP//yebG//rhtC//yqjA//hda//atpE//purL//hisH//bhsA//dgcN//queF//csgA//baeS//entF//rspB//hemL//yhhT//hisD//aldA//marR//phnM//mfd//panF//ubiD//mzrA//
GO_0009145_8	atoB//nrdR//rcsF//fucP//rmf//folE//rpsS//orn//prmA//speE//tehA//ygeW//mnmE//mepM//alsC//thiD//norV//pspD//kbp//gudP//yihS//pdxY//ubiF//
GO_0009146_8	lysS//sppA//
GO_0009147_7	ygcO//nanK//feaR//waaF//
GO_0009148_8	mtlD//amiA//
GO_0009149_8	waaL//yiaL//
GO_0009150_7	rcnR//hyaD//frwC//pepN//proQ//rnc//mdtG//ybhJ//paaK//flgA//psuG//prkB//yecS//manA//artP//yphF//tcyP//yfdC//ghoS//tnaA//sfmC//murA//trpE//yfiC//nlpD//nagA//glpR//zinT//cyoA//pdeD//dadA//purB//yhaV//frdC//torS//mrcB//ychO//acnB//cho//pinQ//exuT//argA//ampH//sfmA//prlF//yjeH//frvR//qseC//
GO_0009151_7	bioA//yciH//
GO_0009152_8	rpnD//maa//raiA//selB//agaA//yciK//yhdX//ssuD//pepA//afuB//agaD//hpf//yaaJ//deoC//ydcZ//argC//lrp//yehU//hcp//trpA//tatB//metI//ldrA//phoU//dcyD//hypF//ybaK//rutG//puuR//ygeA//rimM//tolR//nadK//clpB//kch//yacG//fecB//
GO_0009155_7	ybiV//ynfK//
GO_0009156_8	argR//adhE//yihV//mtlR//hxpB//ycgV//yfeO//metG//focA//hsrA//rfbB//gyrA//yhgF//yihQ//gnsB//rutR//amiA//flgF//ydeT//patD//feaB//yceK//sbcC//treC//nanT//ydjM//zinT//btuR//mdtL//rpoA//proB//hypD//gmd//
GO_0009157_8	lhr//tauC//gcd//mlc//
GO_0009158_8	ycjP//xdhB//norR//rbsD//glnE//
GO_0009161_7	patD//ykgM//lexA//rpsA//thiG//dsbA//alsC//tsaE//kdgK//hflD//rplB//luxS//menA//potH//phoA//phoE//ydeT//yiaF//yphF//ynfE//ppiD//atpF//oppA//opgG//yceK//yjaZ//kdpA//rbsR//yahO//ynaE//lgt//ttcA//yjhC//bglB//purB//araD//yjeH//ybcQ//fimB//waaP//pabC//sdhC//
GO_0009162_7	pldB//fmt//malZ//ytfP//
GO_0009163_6	kilR//ycfS//abgA//ibsE//serC//cmoA//creC//poxB//narL//thiI//ihfB//hypB//ldrA//betI//rimM//fes//pckA//yjbF//tolA//
GO_0009164_6	murJ//rplE//lpxK//ghoT//cysE//yaaA//mltF//yeaK//yahD//nuoN//napB//guaC//mgrB//
GO_0009165_7	htpG//rsmJ//bioD1//patD//yehT//gltP//yieH//nikE//yhhT//epd//rpnA//cptB//rhaS//glxR//fabB//tolC//potA//sdiA//garD//ompT//fdx//artQ//glnP//recE//menD//rsgA//btuC//cheA//ldtC//torD//coaD//potB//ybbY//zinT//rodZ//rlmG//glnD//sucA//ssb//accC//ybiY//iclR//rpiB//intQ//hemE//chbG//narY//tauB//rpsI//pstS//avtA//plsC//aroF//ycjY//sspB//fucP//atpF//gntK//ddlB//hupB//ygbN//nanA//aer//ybbY//katG//adeD//solA//ydbD//msrP//cpsG//cusC//
GO_0009166_7	ybdO//araD//lptG//nusA//trpC//yqjA//rplC//narQ//ydiO//yefM//cadB//ansB//yhbY//rplK//rna//fecD//yehD//rplP//pckA//ybcQ//gldA//zapD//gltX//ftsN//ampD//fimA//mtfA//ydgA//slt//abpB//fliA//
GO_0009167_8	rpiB//ydcO//narG//infB//ppx//yqhD//galF//yihI//malI//nrdR//phnG//atoS//parE//fadJ//cysS//trpA//nuoF//ubiE//bluF//ydiR//pyrB//zipA//rusA//yfbV//ychH//ydcI//menD//mprA//nuoG//lpxD//yegV//agaI//hemG//yraK//
GO_0009168_9	rhtC//accC//pabB//ybhJ//ydhK//gudP//ccmG//uof//relE//arnA//rlmE//yfaE//ulaG//cobC//rffT//panB//kdsD//prmC//phoA//deoR//paaD//ybcM//dcuS//uhpA//corA//yiaA//kdsD//rutG//mcbA//cbrA//
GO_0009173_8	entF//aer//flgM//slt//fimA//rep//aroP//
GO_0009174_9	waaG//mqsA//
GO_0009175_9	xanQ//rnb//ycjD//ratA//rlmL//
GO_0009176_8	kduD//glgA//mrr//
GO_0009177_9	lptA//paaE//bhsA//
GO_0009179_8	mdtO//torI//pgi//mepM//rsmJ//ydhK//hemD//aceF//pgl//chaA//opgG//cheB//fabH//trpL//relA//arnF//gutM//cytR//yfaX//rfbD//dgcJ//kup//phnC//
GO_0009180_9	phoA//
GO_0009185_7	secG//alsK//tcyP//umuC//cnu//kdgR//maa//scpC//oppC//glyA//mscS//rzoD//tusD//hybB//yijO//pphA//baeR//nrdF//cysW//glnA//rtcR//katG//glpR//yicJ//
GO_0009186_7	pgi//
GO_0009187_7	epd//hmp//
GO_0009188_8	aaeA//yafN//
GO_0009189_8	rpsJ//
GO_0009190_8	gpt//xisR//
GO_0009193_8	fiu//
GO_0009194_9	btuF//
GO_0009196_8	cra//
GO_0009197_9	glrR//
GO_0009199_7	corA//yfcS//rmuC//gppA//garR//erpA//cysE//cobC//dcuA//chaA//pinR//degS//panF//borD//fimC//yaaJ//idnD//ytfR//nsrR//atpH//stpA//gcvH//waaO//mhpC//glpB//paaC//ynbC//rffH//ybiW//gcl//galK//
GO_0009200_7	murC//cdd//ldcC//yfdG//
