#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deoR//lgt//sgbE//nikR//
GO_0006952_4	hchA//lysA//gspF//rplM//moaE//rffH//basS//ynbC//ynfL//fucK//uup//nupG//
GO_0006970_4	fcl//emrD//yhjB//livJ//glgS//luxS//yieE//hypA//yidZ//rpmJ//rnpA//clcA//higB//yjiA//sbcC//cobT//tdh//intE//narH//preT//barA//rpoE//nrdD//ibaG//yehD//arnD//betA//galU//yibF//ddlB//tusD//folP//cedA//yhjC//hsdR//yejE//xisE//mngA//
GO_0006972_5	rarA//ygaV//fabI//yahF//rng//nikA//rcsA//tauD//bssS//glgB//etk//aroH//yjtD//ynjA//
GO_0006974_5	narV//ybhA//msbA//nuoB//ssuE//wrbA//fdhF//adeP//fliM//shiA//mlc//trg//dkgA//dmlA//fliS//yhbY//dsdC//alaE//paaG//tdcD//yecS//fimF//yfdK//selA//yraK//rbsB//ynfF//udk//menD//allS//uup//soxR//ydbD//mlaD//tusB//lysP//casB//lolE//fre//dinJ//rbsA//tufB//rutC//rplR//pheS//dcp//kbaY//ttcA//mreC//mazF//yfaV//oxyR//cysH//mazF//tusB//yjiY//gabP//cyoE//cpoB//ymgC//rhaS//ompF//brnQ//acrB//waaH//fepD//dxs//ydiF//gltL//rdgB//ompW//rffH//panE//yjbF//yigL//dgoT//wzzE//eutR//fadR//frlC//bluR//xapA//hyi//fryC//yihX//rpsJ//hisH//narK//yqiH//atoB//trmA//pinE//betA//yagE//ygaV//paaA//atpA//nudG//rpmC//aspA//uspE//yagI//phoP//ybjG//hofM//rcdA//rutG//ybiS//ymgF//clpS//yqgB//comR//ydiK//otsB//kefG//yfgJ//fucP//nuoL//rarA//mnaT//tig//pfkB//yjiY//panB//acpS//tabA//nrfE//torR//mocA//agaD//insI-2//yeaE//priB//narG//dbpA//dusB//accA//rpsI//mdh//yohC//eutA//ybhI//yadC//yahK//tonB//gutQ//sppA//nuoH//nfuA//waaG//rhsD//ydjE//yiiE//cheA//narW//pflA//opgB//fes//glnK//aaeA//fhuB//leuO//speA//astC//ompN//mtgA//gudX//osmF//wzc//mdoG//fadA//fliM//pdxY//moaE//yiaA//hypE//mocA//ada//napB//dpiA//glcC//rlmH//nuoB//ispG//ileS//yihR//yejE//ldcA//ibsD//rlmN//sdhB//gldA//hokB//lgoD//ulaF//nudF//ppiC//ilvH//srlD//ygcW//codA//perR//ypdA//gpp//pepQ//ackA//mgtA//glnK//manX//rclC//gsiB//baeR//sufS//dnaQ//nac//paaX//trxA//nagC//paaZ//msrQ//glpB//ycfL//pheA//malK//rplB//pflB//yiaO//ptsH//dauA//nrdA//hybG//gltI//acrZ//nrfA//glcE//torI//yadI//galU//kbp//cdh//aqpZ//qseC//csgF//uof//betA//nhaB//
GO_0006979_4	tnaA//ghxP//dmsC//insF-1//glrK//nagK//aes//abgB//glcD//mutT//cpxP//ydiO//abpB//hyaD//pphB//yidZ//yfdR//ssuC//fumC//rplY//rcnB//ydeM//rhlB//yadK//sstT//ahr//tufB//ilvH//ydeT//puuB//gstA//yjcO//yccS//recX//ftsI//ybiX//napA//gapC//wbbK//dapA//cbrC//wcaC//rzoR//fdnG//fdx//ispG//yiaN//ampG//allD//ydfH//panE//rpsH//moaB//cutA//opgE//ydeP//deoB//rplS//trmL//kdpC//xanQ//ydeP//glnA//cbrA//cheW//exbD//sspA//dtpD//tatD//yiiD//yadM//tag//cadC//yqiI//yidA//hcaD//uidR//yegV//frlR//dgoK//clpP//pcnB//tusA//prpR//betB//mfd//
GO_0006986_5	yghO//hofO//ybaK//sbcC//kgtP//xanP//
GO_0006995_6	dgoA//ybhR//
GO_0006996_4	osmF//nagZ//ltaE//pntA//creB//yiiE//yjjB//ruvA//yaiW//secD//nrfB//holA//rhmD//cpdB//fimI//fliA//ycjY//mhpB//caiD//fmt//ybdZ//hisF//lgoT//fryC//agaD//abpB//alsK//qseC//pheT//hfq//yadK//dinB//mscK//gmhB//ptsH//rsmG//yjjV//ygcW//relB//
GO_0007010_5	skp//
GO_0007059_3	kdgR//rpmJ//elyC//alpA//dacD//ymgC//dsbC//yadN//yhaV//ptrA//
GO_0007062_4	hslJ//sdiA//umuC//nupG//
GO_0007154_3	gpr//flhC//tdcB//tdcE//cptB//rplM//yhcH//cdh//dcuR//cmtB//raiA//focA//potB//yeaV//stpA//yggF//puuE//yadC//phnK//wzb//fklB//yagF//csgD//fdoG//dtpB//purC//trmO//sbcD//paaH//rfaB//prlF//opgB//dppC//nagE//yhdW//lpxC//ibsC//yadM//opgE//hyaC//feaB//panE//dgcZ//yjjB//gldA//lsrD//cueO//perR//betT//fiu//rhaD//tcdA//ddpA//hybE//mazF//
GO_0007155_3	narZ//chaA//purF//glsA1//trpGD//ftsY//znuC//hlyE//ivbL//trpL//ybcM//insB-2//rcnB//tdcA//cobU//dppB//srlE//fadK//ybiA//grxD//sgcC//rihA//fadK//yqeA//hslJ//casB//tamA//ydeM//pyrG//marA//rcnB//ydfK//menH//amtB//tsaC//
GO_0007163_3	rpsL//
GO_0007165_3	fklB//frwD//yidP//rhtB//bglH//sodB//ribE//yfbR//nlpE//thiH//tdcF//gloA//recT//nlpE//rcsF//cydB//yeiL//rnt//tamA//ybaE//dhaK//ydgA//thiQ//yeeO//ybiH//yfgJ//insE-1//evgA//cytR//rhaA//kefC//aldB//ydjL//zapC//znuC//miaA//rpsA//pnuC//cysD//paaK//priA//nrfF//adiC//arsB//tdcF//lgt//phnG//pncB//leuB//ydjJ//trmA//dpiB//nanA//etk//norR//napA//pnp//dxs//epmA//glnP//
GO_0007166_4	valS//bamB//artI//yehT//
GO_0007215_5	speE//ogrK//glgS//gldA//
GO_0007231_4	fbaA//
GO_0007234_5	lon//
GO_0007267_3	rfaC//tauA//
GO_0007346_6	nhaR//rimJ//cheB//
GO_0007584_4	glvB//yaaJ//mnaT//pyrH//
GO_0008033_9	sgcE//dinI//ybgI//cheW//scpC//alkB//fes//cheB//recB//aceK//nrfD//bacA//gcvP//rluC//ibsE//rpoA//hycA//gluQ//rplC//ispU//wza//tolA//bluF//malQ//putP//pinR//ispF//prpB//hyfA//idnO//dnaX//frr//pheT//frr//dbpA//hybD//flgC//kilR//flgD//btuR//dusB//oppB//malX//ydiO//ampD//yfaV//cueR//tsx//tynA//mdtM//rnd//yjiQ//uvrA//ogrK//aceA//pgk//
GO_0008104_4	ydjE//otsA//narU//qseC//murR//nrdB//waaL//minE//rsmH//aes//ygiB//ompG//yejA//pepQ//ccmD//ygbN//yedL//asnC//gsiB//asmA//yjhB//adiC//uspB//dam//ulaG//tolQ//dcuC//nirD//cadB//uup//gadA//wzzB//avtA//sxy//lon//yggE//dauA//adeD//sppA//pheP//nagK//hchA//rlmI//yeeL//nagZ//yfbS//cobU//caiE//dgoD//
GO_0008156_8	arnF//ubiB//holD//entD//ybgP//yobA//
GO_0008202_5	eamB//
GO_0008206_5	fdhF//
GO_0008213_7	potE//ansB//ldtA//gor//mtnN//kup//wecC//rfaE//
GO_0008216_5	yehY//yehW//ymgF//
GO_0008219_3	pyrD//yegT//barA//yehW//pheS//xapB//ddpX//fucI//emrY//eco//yiaA//nupG//kefF//gltL//sodC//
GO_0008272_6	mepS//rimM//paaG//yfeX//azoR//speA//xylE//
GO_0008295_6	mltA//csdE//nuoF//
GO_0008299_5	plsX//ydjE//dhaR//wecA//ilvB//ghoT//
GO_0008360_4	torA//yihW//insK//yqaA//mdoG//raiA//alkB//yfcA//gudD//ydhJ//dps//yidH//osmY//hisI//yggP//aroF//
GO_0008361_5	pabC//ygbM//flgE//sspA//kdsB//
GO_0008380_8	narP//
GO_0008610_5	gltB//artM//sbcD//malG//yhcH//arnD//fecA//infB//yqcC//fadA//slyA//secM//maoP//pheA//fabZ//yeiG//gatA//rnr//gyrB//rplN//ybcC//ycjW//eptB//sbcD//yccA//yqhD//iscX//hemH//ybiS//aroK//frwC//tufA//rpoA//hisH//pdeH//hcaB//fixA//caiT//hyfR//pagP//csrA//sufC//citC//ptsI//yfcP//alaC//pstB//intE//napC//yjeI//ruvB//yhjG//yjbG//psuG//dinB//plaP//murP//glyS//dsdX//pdeR//holC//thyA//hycB//ugpA//sseA//phnJ//fabA//
GO_0008614_5	idnO//pnp//acpT//zntR//raiA//tolB//recN//
GO_0008615_6	setA//flgD//yiaM//fdnI//tag//malE//nagD//
GO_0008616_8	rihB//ygeA//mcbR//lpxH//asnC//hflX//paaD//
GO_0008617_9	csgD//
GO_0008643_6	dkgB//plsB//yggX//upp//hicB//hisS//mqsR//appY//cusC//ybjG//acrZ//eptC//thiM//yfdR//rpnC//etp//rppH//pgaB//nikC//murG//ghrB//sufE//glgB//yagU//casE//araE//bglF//dbpA//gshB//folM//hycB//tus//abgT//dtd//yieE//scpB//setA//plaP//lptA//gadC//pheP//zapE//lhr//dgcZ//garD//rsmC//lptC//acrE//ompF//fliZ//waaB//rpmA//nrdI//ftnB//ung//dgcZ//ycjD//eamA//rrrD//envC//uvrC//hypF//bioB//malF//wecC//intZ//fucA//rplT//glsA2//ulaE//hycA//pagP//argE//exbB//hofQ//matP//mpaA//ybjX//codA//argB//borD//tdk//nuoE//priA//fetA//malQ//glvC//parE//fdhE//entC//aqpZ//adiY//metH//vsr//higB//btuD//cheW//marA//fdnI//paoC//uvrA//arsC//macA//rof//aas//sgcB//hypF//gutM//dadA//yjiY//yebC//pdeL//wzzE//puuR//
GO_0008645_8	glnL//ycjP//paaJ//arsC//gluQ//ynfF//rutE//yceK//uof//hprR//blc//proB//moaC//nimR//yfjV//ihfA//phoR//ilvD//nudG//ndh//ascB//cyoD//gshA//dnaB//
GO_0008652_5	wecA//basS//yfgJ//mhpA//insE-1//perR//mhpB//glgS//mutM//nikE//gnd//rpsR//tsaE//dut//malS//sfsA//sdaC//udp//torR//yggW//torA//narW//abgB//otsA//ynbC//hyfA//yfdG//folX//ygcW//prmC//lptG//bamD//menB//yggX//phnL//yjfP//secF//pdxJ//yhdX//acrZ//yidE//pgaD//mog//yidQ//minC//marA//nanC//sdiA//uxuR//polB//perR//malE//trxA//pdeL//gadE//cpdA//mhpC//fixA//proQ//ycgB//zraR//rpsG//hflK//trmA//yfbS//minD//ydcR//yiaU//yraJ//fryA//yddG//dpiB//phnH//bioA//lgt//tynA//yebS//emrE//yggD//recB//alaE//yhhZ//ycbU//ilvC//phnO//sxy//sdhD//bepA//rfbB//wecE//mgtL//hemN//hsrA//narV//mzrA//menI//elfA//greB//glnS//yiaL//ybaO//malY//yehP//clpP//mdtP//mnmE//ubiD//rclR//fumB//rcsC//srlD//fadD//rpnC//fecB//
GO_0008653_5	glpB//tcyN//panF//trpB//ygfA//yfeO//frlR//argD//rutD//pspF//gnsB//menA//ridA//
GO_0008654_5	ccmH//slyA//bolA//ycaN//yiaO//gyrB//emrE//cobS//ygeR//dicC//rzpR//xylG//mreC//ftsK//menD//modC//pckA//zapA//nrdA//fixB//fabH//rluA//frlA//argO//pyrC//ybdH//lepB//ftsI//sbp//trxC//sthA//secG//nadA//ybiT//bdcR//
GO_0008655_5	ydiB//ftsE//guaA//phnC//napC//tatE//polB//
GO_0009050_6	pfkA//xisR//
GO_0009052_6	sbp//ecpR//yidD//betB//yahD//manX//pdxA//
GO_0009056_3	ulaR//tatC//yeeY//dbpA//sucA//sohB//waaO//dsbD//rpoH//proS//fklB//fecA//frwC//dbpA//yadM//cusR//hscB//crfC//yhhY//waaP//rpmE//ligA//glcC//rnhB//pitB//ybgQ//rlmF//crcB//ydjH//asd//aroH//yhaM//erpA//ybaO//cas2//hypF//ascG//nrdG//cysB//lysO//fepD//phnH//sgcX//yohD//dctA//fsr//aroA//fixB//trmH//preT//dmlA//yraK//btuC//ygfZ//mutM//fadR//ydhC//cspD//arnT//yeiG//dppA//ppiA//baeR//lysR//glnQ//tyrS//rluD//torS//dfp//mak//potA//livH//rutA//araE//xapA//tusC//sodC//eco//agaW//azoR//rpsD//xseA//rimJ//mdtE//pdxB//clpS//ybgQ//lpxM//rpmF//phoE//pyrG//acrR//manX//mdlB//yhfK//frwD//yfcS//mnaT//arnF//entA//fimA//waaH//nudC//wzb//rbsR//frwC//yciV//ilvH//lpd//uvrD//waaJ//rsmJ//agaB//xseB//hofP//insI-2//pdeH//mutL//ilvI//sapC//rplT//ampD//lpxH//gcvP//ghoS//wzzE//yejB//allB//ulaB//paaZ//glpR//csgD//sgcE//yjcE//udp//lsrK//pppA//bioB//recX//metI//ynbB//rarD//potH//ybdN//mliC//fliZ//yjeI//ubiH//yagF//kdgT//ydeT//ptsP//nmpC//hyaC//ybdM//carA//aaeA//ykgO//ppc//fucA//treA//ydcP//mutM//mrdA//rplA//rpmF//alsA//tatA//yihX//yjiY//bolA//dgoT//yjiQ//serB//rpiR//ffh//nac//pbpC//deoB//lysR//rlmM//proW//dhaK//lacY//chpS//oppD//yahO//yafS//rplR//pnp//hyfR//tsx//pflA//rfaG//rsmG//obgE//folC//relB//rffC//nuoN//dapA//cysK//exuT//rnr//entB//bamA//entB//nuoG//aroG//nrdR//yfcG//phoR//rfaG//paaD//yiaA//yggF//hycA//hybB//ugpC//hypB//puuD//nfo//chbG//zupT//dmlA//exbD//ybhI//ygcR//murJ//cyaY//envZ//glgA//yegT//yohD//folX//ypdI//aspS//tsf//polB//tusD//yhjC//opgD//wzc//xanQ//rmuC//zapA//dgoT//nuoI//sodB//dadA//mrdB//copA//iscS//pheM//lpxD//clcA//yghB//yeeJ//waaH//yhaV//insA-2//eamB//hofN//idnO//mazF//yehP//trkG//lolC//alaA//cadA//cspB//sfsB//queG//ydjL//polB//ispF//sbcD//potI//dut//yagF//nuoI//macA//tpiA//nuoB//nfuA//sapA//yafQ//tyrS//lsrA//yieF//narI//tauA//lacY//ttdB//rpiR//gor//gmd//aroD//rspB//galF//uvrY//yajL//mcbA//hisC//paaE//ptsP//phnI//crcB//argH//ybaM//ycjW//tomB//glpD//mfd//glpR//sdhA//arsR//rutE//slyD//ypjD//yiiE//artI//dinB//cysA//yjhH//nfuA//ybcQ//mdtO//mrdA//betA//araC//hupB//cbpM//lysP//ung//proQ//yrbG//eutK//ldtE//fecC//ssuA//nrdH//lpd//nac//ybeF//ybdH//yfgJ//recA//citE//ftsX//nrfA//lsrK//ydiQ//yhjA//pepN//epd//yajQ//yaiV//yfaE//pldB//hisI//recC//yiaT//lspA//ushA//ypdB//treC//trmL//rlmI//yjjW//lpxM//dgoT//lipA//fmt//srlD//waaB//yjjB//aslB//pdeD//xylG//zapE//artP//sdhE//puuP//gntK//sgrT//rluB//cadA//nfsB//ydiK//tauC//ybiO//paaG//recB//iclR//efeO//arfA//dacA//yecS//hldE//ybdG//dicC//mlaC//hpt//fhuB//fadA//dkgB//dinG//trmB//cysQ//pgpB//ydiP//mglA//fadL//yjjV//rpsO//
GO_0009057_5	pflB//yfeW//nupX//dgcF//clpA//nimT//rhmD//sfmH//kdpC//cobB//ade//rcnA//trmI//rpsN//ldtB//treC//mmuM//iclR//lgoT//otsA//ycfJ//kefG//ftsI//potG//insK//glpX//dtpA//xylE//grpE//pabA//yibH//speC//ymfA//glcE//ubiB//gntT//ampH//ydjE//dicA//fecB//chbG//nudB//pdeH//yiaM//glsA1//ypdF//agaC//yjbB//rpsM//rutA//gnsB//ybbN//menI//murP//
GO_0009058_3	gspJ//katG//cdaR//fruK//fliS//pth//ilvA//norR//dnaC//rhaS//uvrC//dppB//gnsB//fdnG//tktA//mdtG//ftsH//yjhB//rpnC//potD//rpnD//mepA//tolC//ykgA//rhsD//afuB//prfA//yaiP//yddL//satP//scpB//ydcM//pdhR//trpB//msrP//azoR//dcyD//rutF//glpF//nanC//wbbK//sufS//gapC//hybB//ychH//tas//glrR//rlmI//elaD//intE//gudX//ldtB//mdtB//rpe//gltL//gltL//atpA//rcsD//allS//amtB//dkgB//yjiQ//cmk//yagE//gltB//gppA//paaX//kdpD//epmC//bamE//slyD//glmU//glmS//lptB//dgcZ//ampE//bcr//zraS//ttdR//ibsA//cheW//ldcA//feaB//cdsA//yafC//menF//metI//ibpB//mdtI//leuB//aroD//uvrD//cyoB//ftsN//hda//entE//yabI//garK//yjfF//pykF//dgoR//nikD//rapZ//truC//nrdD//ydhQ//chaA//grpE//rcsA//putA//fhuD//glmU//amiA//yafO//intF//ynfH//thiL//cspD//umpG//mscL//rpmJ//yfiC//rbn//caiD//kbaZ//ghoS//ddpA//hycA//aer//moaE//pncB//thrB//envC//nlpD//ispG//hlyE//yejE//mipA//uspC//tusD//ilvH//glcA//ykgO//yadI//sdhA//dnaG//alkA//ppc//arcB//ycbX//yggX//sspA//ivy//uspC//evgS//potC//opgG//gspE//ygbL//citC//clpA//sapF//pfkA//ulaD//btuE//rfbX//rpsR//tamB//tdcG//potB//crcB//mhpA//hisM//rplW//sppA//ung//exbD//yejB//tmk//kduI//rluA//macA//cusS//yggN//murA//waaG//hldE//cheA//fixB//mtlD//nuoB//cysB//hisB//ybhI//smrA//fpr//mnmE//ppc//mnmG//elaD//hscC//proX//clcA//cobT//dapB//iaaA//fadD//rluE//rplC//yajL//cspD//kdsB//ybiW//frdA//aceF//xylA//aroC//glyA//lsrG//srmB//rplR//tar//glnP//lpd//rpoD//pnp//yqjH//ompL//gsiB//ybiJ//xanQ//agaW//greB//rffM//cysG//cbl//acrB//gltL//waaY//mmuP//patD//hisQ//ydjM//yfaV//galM//pth//ulaF//soxS//yfiC//acrB//nfsB//cadC//yhjB//arcC//truD//rarA//ycgV//hofN//mglB//ralR//ygeR//narL//paaG//waaU//gyrB//yoaA//gluQ//mtfA//pagP//yhjC//thiL//nrdE//ybjC//insA-2//yhcN//macA//yoaB//betA//tufB//phoQ//fklB//maeA//thiE//lplT//dgoK//cca//sbcD//ygfI//ilvM//hslU//slmA//hdfR//ydeP//cadB//ackA//alsK//tsx//phoR//chiP//tabA//feoA//sfmD//yfhM//ghxQ//norV//hprR//mdtI//ytfE//entH//frdC//nadK//plsC//speA//pldB//agaW//ulaC//ogt//ghxP//potA//ftsH//dnaJ//treR//cutA//tauD//rimJ//cspC//recG//csgD//yghO//minC//yeeJ//talB//sapB//lysO//glsB//hisM//ftnB//manA//nemA//nikR//eptC//ydcZ//mrp//mdtF//mltA//speE//murR//rpsR//prlC//xerD//glcD//topB//gsiB//tyrS//nanA//proA//yagJ//fdrA//yhaJ//suhB//galE//mdtQ//osmC//uspB//yfeX//hslR//yegS//ytfP//ygjK//mtlR//hypE//rutC//ymgC//caiD//flhC//yjjB//yqaA//oppD//sgcE//yifB//ybbW//ldhA//ygcR//pabA//folD//yihX//casD//purB//rnhB//ratA//ybhJ//mdlB//fruB//cnu//ykgA//treC//tcyJ//cycA//pdeK//yacG//rcsB//tatB//sapA//ispF//yqcG//lsrC//yadC//ssuC//rpsP//ykgO//agaA//rseC//mnmA//pgrR//allC//fdhE//ygeW//hpf//ydiV//sgcR//ssuC//ldtB//aphA//ybhJ//smrA//ribD//srkA//ftsQ//hflD//yehC//nrdE//prmB//proQ//ycjR//gnsB//aas//xapA//rnhB//add//citE//ftsI//zipA//frlA//mlaF//mhpT//flgK//sufD//fadM//gpp//nirD//ybdO//recN//yoeE//gluQ//gdhA//mog//galM//ybiJ//bioF//rnr//mqsA//mdtA//phoQ//yciV//rnlA//carB//sbmC//yehX//srkA//nadB//purR//ptsG//murF//allB//rihB//ybiJ//dsbG//yjjU//yhbX//hyfA//yciV//dcp//yiiE//yfdO//yfcA//malY//ybiO//hisS//cydC//lrp//menI//yfjR//hokE//rutD//narL//rhaS//galM//pgl//cysU//ubiE//yahN//iscU//ftsX//yjjX//hofO//yihO//mntP//rcsB//dld//ygcW//arnA//kdpD//yajR//dgcT//ybcM//yiaM//fecB//citG//mutT//fieF//dpiA//nusA//tatB//flgK//nadK//cpoB//fixC//rraB//cycA//deoD//putA//lysP//frlA//fliT//relE//opgE//pgrR//pepQ//puuR//sgcA//rarD//waaF//suhB//folM//ldrD//yajL//puuB//lhr//cspI//ppc//aroF//ydiB//yjbB//copA//speF//rrrD//mhpB//yghU//ytfR//astC//hybA//mcrA//dmlA//recB//polA//cydB//pnuC//pgpB//ygcW//ydiP//atpG//upp//ghrB//mrdB//fucP//dld//cobC//livH//rhlB//aslB//bioD//ddlB//xylE//lgoD//gapC//kdpE//ycjW//copA//secD//kdpE//clcB//intA//citC//chbC//glnK//iaaA//astC//yhbS//mgtL//phoR//mdtC//ftsE//chiP//flgA//yphC//rplE//waaG//actP//ygeR//aroL//acpT//rnc//cusF//tldD//yadV//chbF//phoA//manZ//menF//phnP//argP//acpP//ybeY//lapB//ccmH//fepC//aer//hicB//tatC//amyA//yghO//ascG//bioF//hdeA//ilvH//frmA//intA//rssB//phnI//mlaF//yceD//epd//rpmB//proC//nadE//marR//nuoE//insB-2//tyrB//ompL//hycI//ycbU//agaC//ccmC//mpaA//ribB//nrdI//xerD//tmcA//fimC//dacC//yfdS//alsE//abpB//cmoA//ptsN//lit//hcaR//yehD//yfeO//asd//topAI//rfaB//alsE//flgC//fadH//uvrY//pcnB//gcd//pyrE//tktA//puuC//pck//lysC//ibsB//glnL//cspE//trpD//gpsA//malE//tus//epd//yhjA//mzrA//yiaJ//yhdJ//cheA//mdtM//speF//gudD//bglX//ydiQ//yafC//lptF//tatE//hprR//uhpC//hypD//ppx//basR//acrR//glpK//ribC//ulaF//rnb//phoR//cpsG//dld//ldhA//rng//phoU//rlmA//kdsC//speD//yojI//opgC//gntU//frsA//metC//yiaM//yiaF//lplT//rplJ//miaA//glrK//rlmE//rnt//ygfI//yiaT//elfD//umpG//fadK//trpC//rpnB//rrrD//thiH//glgC//sfmC//xylF//hemD//mgtL//yjeH//ycfL//umuD//paaJ//lptC//znuB//ydhK//allR//tcyP//hyfF//acs//hupA//zapB//ppiD//idnO//accA//
GO_0009059_5	srmB//hyaC//ygfI//mqsA//rlmG//tusA//hflD//erpA//stpA//ppc//yieL//hscA//leuE//mtr//asmA//perR//rraA//nfuA//ydaN//lpxP//dtpA//mmuM//rplX//gadC//cutA//pyrD//fadA//nemA//cof//solA//rlmB//cheW//mtr//entA//garR//glnP//gsiC//nlpD//thiQ//uvrB//cysS//plsX//tcyP//argF//hdeD//acrZ//fixA//pheP//nrdA//rfbB//ddlB//gadA//ygfI//ilvE//glgX//tcyN//eco//yohC//yebK//lolE//hipA//rlmD//ycaO//yggD//ybiO//aldB//sgcA//ydeP//hrpA//waaH//malS//fumB//yafN//dcuS//hyfC//trpR//rlmJ//entB//flgB//pphB//hofO//ulaR//dapD//lamB//iscR//cbpM//tyrR//lpxL//rhmR//ydcZ//fliG//lysP//yafC//acpS//yihO//rng//cysQ//glgB//fepG//thiE//cusF//rspB//rpsG//casA//fnr//rffT//caiE//yggW//kbaY//cmtA//minC//srlA//hupA//kbaY//dcuA//gpt//yecS//ravA//rplL//atpF//gntU//yagG//yqjH//waaP//kefF//galF//mug//uxuB//adhP//manZ//murP//bglB//adk//ydiP//argR//rimI//rplW//ltaE//hyfC//alsA//entA//ilvL//insA-2//sspA//serC//basR//prlC//fhuF//ftsY//malG//glcC//mnmG//surE//trpL//rpsQ//clsC//bioF//actP//yhjG//rfaC//ftsX//minC//pepN//tatD//ispB//agp//flgK//nrdI//kbaZ//csgF//sbcD//kbp//tdcC//nikC//ruvB//sgbE//mlaE//glxK//norR//ridA//asmA//ycbU//ugpA//mnmE//rbsK//ppk//ascG//pckA//ompW//murD//hcaE//dtpD//gcvA//rng//nagC//flgF//ttcA//ybjL//cydC//lpxH//ycgB//yiaA//emrD//uup//btuB//phnP//clpP//frdD//fabH//pckA//ssuE//uidR//pdxH//thrC//rcdA//minD//menD//ascF//agaW//rdgB//dnaA//dut//cbrC//ftsX//rspB//rplK//rffH//oppD//rpe//tsaD//tpx//dinG//tpx//mioC//zntA//prfB//ilvM//amyA//lysS//caiF//bioD1//ynjA//argP//ybiY//gntU//pfkA//lsrK//mazF//ybbY//nimT//glxK//rpmE//rbsA//nrdA//bcsQ//hipA//argG//rpoA//tauC//rfaQ//pheM//yqjH//prpB//oxc//yqjH//trg//dkgB//yjbE//ybcC//glnK//ssb//uvrA//yneE//hchA//murI//yhjG//ybjL//rplM//phnM//mdtM//chbC//dcd//menD//ispA//ynaI//trpGD//obgE//degS//rluE//pspC//mscM//essD//mreD//patZ//ybdZ//treC//uhpA//potG//cheW//viaA//plsB//cspC//narZ//ycdX//tbpA//kefB//yfdS//yghW//speG//yjjX//nhaB//alsK//lsrR//frlA//pfkB//hisF//hcaF//
GO_0009060_6	yieH//secE//citG//rna//mcbA//yhjR//ymgC//hslJ//barA//xylH//yjhB//flgE//ompN//nrfC//tilS//adiY//hscA//srlR//caiB//lpoB//relA//dinJ//mdtB//galF//mrp//ydcM//
GO_0009061_6	ubiD//glvC//slyD//dhaR//pta//fimA//cysK//manA//hypE//ais//cedA//narK//folA//znuA//sufA//tcyP//rsmA//hyfC//yebK//yejA//nrfC//clsA//kdpB//yibF//hisS//eco//pspD//mltD//aroK//manY//citC//proP//glsA//bcsQ//rfaH//rnhB//torC//ascF//glnE//opgG//yjbF//yfjR//yihP//codA//gpsA//truD//rraA//ynjA//pepD//hyaA//mhpD//glpF//emrY//rhtA//dnaN//
GO_0009062_6	fimI//pheT//ubiC//appA//rplS//maoP//hicA//yeiE//metF//gspI//frlB//nemR//yidR//xerC//flgM//ycjQ//rbn//rplK//mtfA//atpE//cspI//
GO_0009063_5	oxyR//yfjR//tig//rzoD//torC//oppD//yrdA//proV//phnC//metI//nusA//fepA//feaR//bioD2//rhmR//artM//ttcA//minE//eutA//ybcM//cheR//mnmC//glgX//hofC//def//yheT//rutR//fliL//ibsE//yhgF//feoA//ispG//ada//xanP//hisM//aroB//torA//hslU//yqhC//adiA//tolQ//lgt//ybjN//sgbH//yggD//fiu//pspA//glcC//aroP//gyrA//mdtM//kbp//rfbX//trxC//yhbQ//
GO_0009064_6	asr//menE//hemD//yiaJ//lpxP//hofC//gpr//aroH//thiG//potC//yhcD//mcrA//leuS//trg//birA//phoU//uacT//tnaA//acnA//tsgA//hycH//nuoL//flgG//insI-1//miaB//glgC//flgD//paaX//lpxC//cas2//trxC//tauB//lptB//ilvH//tsr//yidD//ycdY//pfkB//yefM//eutB//ycjU//sufD//nanT//eutD//cheB//yagJ//
GO_0009065_7	thiP//opgH//cyoB//corA//yqhC//ycfH//nrdA//yedP//uxaC//infC//cheA//agaR//purA//ulaG//cspB//gatZ//yfdG//queG//
GO_0009066_6	casA//sseA//ubiI//mocA//ptsH//mcbR//slt//mazG//ydcP//bamD//pdxJ//xdhB//malX//eco//alsK//purL//nirB//ribE//ridA//galE//bioF//trg//mltF//tsaD//emrD//rraA//astC//opgE//cyaA//nikB//chbR//yraR//panF//yghB//uraA//yefM//yjjQ//valS//bioF//potB//yihX//galT//narL//rdgB//wbbK//rpsM//wecC//rssB//
GO_0009067_7	artI//dmsA//yedF//glnS//nadB//frlA//hsdR//tatE//satP//recQ//pncB//mscS//ykfI//trpGD//glsA//ydhQ//fbaA//rutR//yaiV//basR//lysS//bioD2//rrrD//dgoR//uidC//tolC//
GO_0009068_7	puuA//yehB//yrfG//uspB//ygcR//sfmH//yibF//ydjH//wcaC//yaaJ//alsA//fdhD//ddpX//
GO_0009069_6	srlE//mcbA//yjfP//tolC//yqgB//yrbG//envZ//lldR//appB//cobT//purF//rlmN//tehA//waaQ//ybhR//fecB//cspD//gapA//narG//fdoG//yddL//cptB//ubiA//norV//cynT//ibsB//cobU//ymgA//mtfA//opgD//yiiE//phnN//lpcA//pinE//ompT//alsC//
