#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rnt//cysZ//ariR//nrdG//
GO_0008645_8	hcaT//alaA//epd//adiA//dcuR//clsB//plsX//kch//mcbR//ybeY//rpsT//tcyP//cas2//yidQ//glmS//fhuD//xanP//ykfM//gltX//hdeB//marR//cheW//agaA//guaB//
GO_0008652_5	exuT//fhuD//mcbR//slyD//ydfH//kdsD//hexR//yneJ//trmA//rpmJ//rhoL//amiC//gcvP//fhlA//groS//cysQ//yjbG//ypdB//viaA//ydeE//rapZ//gspI//aroG//ubiE//glcF//leuB//aas//bssS//acrA//srlD//creB//cmoM//mdoD//fre//yihU//syd//menD//abpA//ubiA//sad//yfcR//cspG//glgB//srlA//xisR//ftsE//idnD//pykF//mepS//ibsD//galM//mltA//metK//kbaY//sgrT//leuO//metQ//dacC//hyaB//ybjD//lolA//tynA//alr//ygiS//zur//fliG//envC//yihO//malS//pspC//rnlA//ettA//aaeB//frlC//yciG//btuR//pphB//phoQ//tolB//araE//bglH//yidK//gltI//aroK//ompT//icd//ygeA//garK//glnE//sgcA//otsB//hyfF//arnE//mlaC//tar//ptrA//yeeY//cra//sdhB//yfiC//glyA//queF//yhjX//ycbX//yibT//menE//nagC//patZ//rfaH//ydhC//nikE//ogt//rhlB//yhjR//
GO_0008653_5	yhdH//pyrF//dicA//atpH//wza//yqjI//pabA//gyrB//nanR//ydfG//cheY//tldD//dgkA//
GO_0008654_5	hemF//dppA//bglH//agaC//yjjB//rpoS//yhfS//agaA//mltD//tamA//prmB//gfcE//tatE//alsA//sapD//ybeY//ung//phnI//rpsL//fhlA//uidC//mraZ//yebC//pyrG//rlmB//yihR//rplA//feaB//ygfA//crr//tamB//rpsS//iscR//degS//mutH//
GO_0008655_5	ynjD//mprA//lldP//folP//glcA//pstC//ychF//
GO_0009050_6	uspF//sapF//
GO_0009052_6	rpnD//btuR//tig//pspF//yagG//napC//yaaJ//
GO_0009056_3	trxC//lolA//yddA//envC//mhpC//puuA//topAI//betI//elyC//dcuS//pheP//malZ//malY//ftsY//glxK//mdaB//gadC//entS//yddL//hslJ//ecpR//yeiL//ttdT//ycjP//groL//murI//xerC//pgaA//xthA//yajQ//yihU//dgcT//sapD//fiu//torI//rplO//mdtN//ydcZ//lpd//yoeE//lapA//entA//rcnR//rfaC//ybcJ//sxy//yhdH//glrR//ung//preT//rplA//panC//rhtC//arnT//cpxR//yiiD//yjiR//ompG//yjbG//osmF//rpsL//waaY//fadD//yggN//nudC//mreC//yddA//slyA//rapA//leuC//yqcC//ydjL//frvB//trmD//uvrY//elaA//crfC//thrL//icd//hprR//gshB//aroD//solA//yihX//ppiA//hybB//yfbU//gcvA//ugd//ampE//fliZ//yfiC//nrfE//ymgC//ymjB//elfC//ruvB//syd//gpmA//bioD1//brnQ//yeeL//ftsX//murP//cysA//ddlB//tdcG//fabB//rhaR//mdtJ//mdfA//ynbB//hicB//cadA//narJ//ydgA//accA//serA//tktB//parC//rimI//htpX//uspE//dinJ//dgoK//lldD//dauA//cbpM//ydgA//trmD//sfmD//katE//atpA//thiI//radA//ampH//nrdF//purT//adeP//nuoN//recE//lsrD//argI//mliC//hicB//alsE//argR//exoX//rnpA//adiC//ulaE//gabT//sodC//yqiI//ybaO//srlA//tilS//glgC//pfkB//fryB//rnr//eutN//murE//gadW//nlpI//creB//sodC//yejF//mutT//ycjQ//fau//yedP//elfC//pnuC//lacI//holA//mpaA//fepD//panD//hyaA//sgbH//ybgQ//ilvB//yjiM//nanC//cdgI//hdfR//kdgT//rnb//ygcR//yigB//uspE//menB//dcuD//xerC//serC//fiu//tus//yghG//cheY//xapB//uidC//yohD//astB//clpA//eutA//folX//nagE//yedP//cdh//cobB//ribE//lepB//yihX//idnK//folE//ddlB//galF//lapA//yadK//rnt//insF-1//glpG//cysC//npr//rbfA//lpp//prmC//yjbG//ycgB//yjcO//pntA//nagZ//uvrD//yjhI//bglF//ilvC//mdtD//ybjG//parC//livK//csrD//rffG//lepA//ssuC//yqjH//polA//feaR//uvrD//prc//yqaA//ycdX//bolA//hisP//sdhA//gldA//insE-1//lamB//yneL//cysC//recJ//cdd//ybdH//pbpG//cynX//zapA//yhaV//mreB//zapE//mhpA//rrrD//cadC//topA//hisA//yjbG//rzpD//casE//acnB//yggT//rclB//mdtC//ldcC//patD//sbp//ccmC//rhtC//fdx//ldcA//csrD//ribC//oppF//shoB//narJ//xerD//garL//bamA//nei//ygjK//acpH//thrL//satP//rluF//arnD//gloC//yejB//fabB//yijE//rpiB//zraS//fiu//dnaK//truA//prmC//mltC//gdhA//pfkB//gfcE//ybiI//frmA//cmoM//glvB//yciH//ybaO//ygiV//aspA//amiC//fepB//yihL//tyrR//alaA//sdhC//sapB//rutR//cyaY//alkB//ptsG//lacI//frwD//eptB//yggP//cobB//yhcH//thiL//napF//rof//trmB//rlpA//frwD//tilS//tsaC//waaP//rspB//tsaE//fliA//cynX//fimC//mreD//yhbQ//yehX//tus//pheT//rusA//yafN//nfo//lptG//sbcC//recN//basS//hycB//bluF//xseA//puuA//aaeB//tatE//clpA//adhP//cheZ//dinB//yadV//frdC//gntU//livH//sucD//nagD//tsgA//thiI//yhdJ//frsA//csgF//rhlB//prfC//nuoG//lon//ileS//queD//hcaB//tmcA//hybE//nanR//iap//sucB//aspC//zupT//edd//cobU//tauD//yahB//rfaF//thiG//rhlB//pdeK//atpG//aroE//glpR//ybiT//kdpF//
GO_0009057_5	narP//fliG//ybfE//plsX//ung//bepA//rplN//sspA//katG//tisB//tdcE//psuG//dgcQ//rraB//agaV//decR//htpX//apt//cutC//nrfA//ycjY//hns//insH-6//hdfR//flgH//holE//zupT//rpiR//yneJ//glpB//cusA//lpxH//grxD//fadB//sufA//bdm//ybgQ//cyoB//yeaD//rrrQ//bioD//glcA//yidQ//treA//kduI//mhpB//mltC//glpR//purF//pstA//cirA//ubiH//aqpZ//sufD//
GO_0009058_3	hslJ//glgP//ygeV//ilvE//dmlA//serC//dgcJ//ulaA//yafC//yddL//ligB//recT//glcE//rffC//csiR//murF//amiC//yihQ//shoB//moeA//hflD//rep//afuC//elfA//guaC//rcsB//rffG//gntT//bioC//tauA//yeeL//yraH//moaB//rph//pykF//sufC//hisM//fliZ//cpxR//erpA//trpE//bluF//ftsE//dnaJ//emrK//fepG//ygeW//yddL//yjhG//uxaB//pstS//fimZ//tsgA//yagU//ydhC//ymgC//potB//citC//artQ//rzoR//alaC//yieF//crl//yeeL//mdtP//rluD//sdhA//hybO//phnH//fdhD//iscR//nfuA//cueO//arsB//ldtE//phoB//ddlA//hofP//ybaL//ybgI//xylE//yfcF//plsB//yejF//higB//cspG//yidA//intA//rpsB//tolB//yhaJ//allC//yehD//yadN//ybjN//hslU//gcd//ghrB//xylB//mtr//murR//mdtA//ompC//elfG//dgcE//otsB//polB//accB//hemF//chpB//pyrL//gspI//cdh//exbD//waaO//iraD//yhhY//ygdG//napF//adiC//kbp//fepB//recQ//ygeA//pth//ycbX//cpdA//bamA//rnhA//emrE//moaC//cydD//rpsL//mfd//ibsC//glgC//csgG//potD//thyA//hslV//fdnI//yggP//wzyE//yohC//folA//kdpC//ppx//rsgA//barA//trmO//ycbB//surE//dctR//cyaA//ycjP//znuB//insH-5//qorA//dsbA//ybfA//hcaB//kdsB//lhr//yihU//dacA//secA//rpiA//phoP//epd//gsiA//paaF//dedD//ftsL//yihS//atoB//dld//otsB//ykgA//cysI//hns//scpB//pheM//mlaD//lgoT//ccmA//dcd//mutM//qorA//btuB//kbaZ//ygjH//comR//hcaR//aas//rhaR//sfmH//lpxC//tcyL//btuC//prmB//rpmA//amiC//mnaT//fliZ//yjaZ//yeiL//fdnG//waaC//ydiB//cdsA//fecB//hypA//gpr//ypdC//yqiG//flhE//fliS//slt//trxC//tpx//potA//zntR//yggD//torY//ycbV//ydcT//xisE//dcuB//pdxA//ydjM//yeaD//pitA//ssb//feaR//bcsQ//cdgI//torS//yibT//trpC//yidE//rffC//plsC//malE//entA//yoeE//flgB//frvR//pyrF//gyrA//paaD//gltL//agaC//nfsB//tusE//narG//prpB//cysI//fucP//ruvB//fbaA//pepA//sgcX//cdh//gadA//lsrK//ybhA//agp//lgt//tehA//nirD//hdfR//topB//guaB//cusA//ydiQ//fruK//ribB//ydcP//kdpF//ybaE//ghxP//mlaB//yhaM//marR//rnpA//cpoB//moaC//sgbE//wbbK//purN//yeiG//pbpC//uup//trmI//mmuP//yggF//ebgR//yhjA//flgH//cstA//ubiA//iraD//hypA//htrE//glgS//ydhK//mscL//ilvM//ftsH//tsgA//yedP//ygdG//frlC//hcaB//dedD//cadC//dgoR//iscS//srlD//aldA//gdhA//ulaF//cca//dapF//ackA//trkH//nikC//treB//gcl//yeeY//lsrA//caiT//narK//rfaD//dsbC//cytR//yhaO//lpoA//ynfH//ppiA//lacZ//slyA//fkpB//znuB//sfmC//serC//dnaA//umpG//cysZ//yiaU//panF//cecR//insI3//yqiI//fau//fadM//speD//fliZ//yihS//ribD//cas2//dsdC//ybiV//flgI//mltA//rseB//ycgR//mcrB//rzoD//ybdM//ilvH//flgK//rcnA//insB-4//rseP//yraH//exoX//ygfI//frwD//hsrA//dgcF//dkgB//hemB//pepT//pspD//viaA//pnp//envY//fis//narJ//uxaB//serB//gcl//eutK//glgC//nrdR//clcA//fetA//arcC//betI//aes//yafE//parC//dgkA//acpS//yphD//rimJ//hscC//trxA//rluB//basS//kdsA//yihQ//bioD1//modB//yhcH//dcuR//uspF//yadN//rraA//slyD//osmF//fadD//ygbL//tatB//ligA//ttcA//tgt//srlR//nuoG//xseB//ydcI//znuB//folE//purU//kup//moaD//yagF//garL//kduI//ybjG//yneE//paaA//mreC//yfdS//ulaD//mscM//speF//sdiA//hmp//pinR//mntP//yihX//tonB//dacA//rffC//argB//nupC//miaA//ygcW//gcvR//moaD//gloC//pdxH//nlpD//recN//comR//rraA//citT//treR//ftsK//copA//yihT//nuoF//galK//glgC//fliK//nikR//yfiC//aslB//yjbG//exoX//rihA//nrdD//torZ//alr//abpA//sulA//rfaH//tpiA//iraP//afuC//ynbB//betA//hipB//pckA//perR//yhcF//poxB//ycgR//gldA//fabI//narJ//mrr//pdxB//dacB//ybbW//copA//glsA//ugd//galR//cysB//ansA//phnG//tcyN//prfB//yobA//npr//flgE//mglB//mlaD//hyaC//surA//yhdZ//mscL//mltC//yfcG//yjbE//cbtA//pspF//hdhA//btuD//rplS//opgD//lsrC//dapB//mltC//rayT//yigB//cfa//ygaZ//trpL//fimG//potB//ybhA//recD//hcp//tolR//slmA//rodZ//argA//ilvM//glpD//cspB//citT//pgrR//cysW//recF//ravA//gltX//rutA//ybjN//potF//eutA//thyA//puuB//citE//rlmA//efp//citC//yhbY//hprR//sgrT//yobA//degS//galU//fadL//cyaY//ppsA//cvpA//cpsB//nikR//fecC//phoR//hflX//ydbD//flgF//rbsK//proB//rnc//ruvA//lgt//rluC//flgI//rpsO//mdlA//yggX//pfkB//copA//mntS//allR//citC//preA//sgcE//prlF//gltB//lapA//rcnR//guaD//phnP//serS//citT//shiA//ftsK//garP//intQ//gloC//yfdK//gpmM//mlc//zur//ydfK//prpD//yqjI//amiD//yggD//uhpB//cysP//thrL//xylE//opgG//acrZ//yhbX//hcaC//rplN//rhtC//yciF//glyA//gmk//gcvR//ebgR//decR//proP//rpsE//hemA//rbsA//narV//dedD//lplT//argG//lptB//yehU//ubiF//rplK//rsmC//rsmJ//yifB//crl//asr//yhbQ//rcsC//fmt//iraP//trpB//patZ//proV//tyrA//relE//yhaM//fabH//accB//mdtB//ispH//guaB//cytR//thyA//rclC//yggF//ugpC//intF//yqhC//dgoR//ycjU//fis//treR//csgB//yoeB//malG//envR//yoaB//ydfD//rffH//mutS//sbcD//ygfX//acpP//sbcD//gpp//cycA//rcsD//yeiE//yihO//malP//ibsB//abpB//rplN//fepD//ybcM//csdA//betB//metF//nadK//ulaF//secB//dfp//rhmD//ftsY//ptsG//ybdZ//katE//clsB//kduI//sucC//eptA//barA//gspI//murC//ansB//fdx//lysO//galP//galT//phoR//dnaT//insK//glmU//hxpA//cspG//ydhJ//ybaL//hha//waaC//cyoA//recN//rluE//mazG//arcC//bisC//narP//araH//tig//phoP//tauC//tauB//dgcE//mak//bluR//lptD//mtn//ispF//htpG//emrK//rpsT//cbrA//mraY//pdeH//mnmC//
GO_0009059_5	zntR//entD//apaH//csgD//frmB//grxD//dnaA//trkH//yhhY//lpxD//proQ//flhC//prc//surE//ghxP//rdgB//atpA//ldtA//ycaN//nuoN//bfr//polB//cheB//yphC//bioA//gcd//yjiA//fadA//flgE//agaB//sapB//afuB//mug//secM//gluQ//soxS//gpmM//speB//gsiD//yeeO//lysA//rsmH//rtcB//ycgB//bipA//acs//hycB//kdgR//raiA//envY//ymfA//yeeO//aaeB//atpA//nadB//modB//bglA//rpiR//xylG//secE//glpF//mdlB//rpsN//yebZ//galK//rhmR//araH//bssS//kefC//napC//tehB//nrdE//smpB//caiT//rlpA//yebS//araE//fumC//yfaL//galF//proP//citG//yhcH//rpsN//coaA//mnmC//ygbM//dgoA//fur//rfaH//dacC//sspB//glxR//csgF//ubiX//hisC//rimJ//rpoA//rpmF//thiH//maeA//tdcF//yfiR//ribD//yggF//yidP//manZ//gmhB//tauA//recJ//yggP//menC//secD//yeeA//rpsJ//atpH//paaX//cutA//ybiW//pyrC//mngA//ispH//ycjR//tnaC//uhpC//pykF//yeeJ//gltP//rplQ//sdhD//yhcD//hsdR//rlmL//nhaB//eco//ihfA//fecA//pyrG//yciG//atpD//waaB//sucA//ssuB//leuE//pliG//kdgR//yciV//rcsC//yfdS//fimI//malP//ptsN//ycfH//torC//lipA//cfa//paaH//gloB//uhpT//yibT//hokB//sspB//yijO//glvC//aceK//degP//uhpC//ftsW//fau//nuoL//caiE//galE//fucA//gadW//yijO//btuE//tamA//nfi//rlmB//mnmA//artM//metG//hokB//proP//glpD//cyoB//ampH//fic//tauB//rpoD//insH-6//argA//agaW//pdxB//yjbG//ffh//pepQ//elbB//murR//lolA//ybeQ//yqjI//sdhC//ybaE//sufE//rnlA//iraP//abgB//fryC//mlaC//wecA//accC//ulaG//slyA//thiP//gloA//xylF//pgpB//atoS//yqjH//prfC//mutY//nimT//entB//potI//hyaB//mtlD//ycfJ//proC//ytfR//yjtD//hypC//iscA//murF//chiP//cobU//ompN//mtgA//xdhB//narX//htrE//yefM//ybbW//yddL//mngB//nanR//fdoI//patA//pyrB//minD//pinR//yggX//rpsL//hflX//abpB//flhE//mtlA//ruvB//fecA//lit//recB//acpT//yjcO//galS//yjjU//argA//degP//frvA//fimF//narZ//yqaB//fimG//fes//ybhG//tdcC//gmhB//prc//yihW//yifB//ybgP//yqgB//ycjY//narI//udp//grpE//rcnB//truB//ybgI//dtpB//skp//chaC//rpsT//nagK//rutC//lsrK//sdhC//sgcA//ybjD//rhaT//sfmD//yqaE//nimT//sapB//agaI//yaaA//phnC//dgcJ//maoP//ltaE//ydaN//nudF//appC//ispF//ftnB//zupT//aceK//dtpA//
GO_0009060_6	livK//phoQ//ydjL//yfaL//yfdK//ykgM//clcA//emrK//intQ//frlA//sfmC//sutR//hybG//fdrA//ycfS//nanA//nfo//lysS//murQ//rplL//glnA//tyrB//atpE//fruK//ybdM//ybdZ//
GO_0009061_6	rfaB//fdhD//rpmH//codB//alsB//ydiK//yciF//ftsZ//xapA//malK//ybjL//aceA//gcvH//yfeR//rdgB//pspA//fliS//envZ//glgX//cra//mliC//trmI//yiaJ//thiI//pflA//astC//arnB//hisP//yciH//metG//glk//gshA//yqjH//fimB//waaC//purL//glpT//fabD//dcm//ydjM//fecA//phnM//yeiE//sbmC//mraY//yddL//ydiP//agaA//adk//rcsF//dauA//ddlB//nfi//priC//trmD//
GO_0009062_6	sufA//rfbX//cusR//acrF//yjiQ//yijE//narY//metQ//ydfK//yaiP//acrB//norV//rcnA//cyoE//amiC//tag//birA//allS//yohC//rpiB//priA//
GO_0009063_5	entD//elaB//gmhB//ppk//rdgC//artI//chbR//pheA//dnaX//gltB//cadA//dctR//yebK//gph//ibpB//ycdY//ccmA//bhsA//hofN//frdB//alsC//qseB//rplQ//pth//potE//luxS//ogt//cirA//abgA//rspB//nfi//hybG//asd//bioC//yjjG//sdaA//murB//rfaC//glnA//abgR//rluE//fucO//rhaS//glcA//argH//phoE//nfo//rutA//rraB//dnaG//yciE//mmuM//guaB//insK//topB//
GO_0009064_6	adhE//pphA//ycjD//cpdB//ulaC//dtd//intQ//rnpA//tcyN//mazG//yqhC//bglA//htpG//citX//nhaB//rplB//fepC//uidC//radD//sdhD//hemF//lrhA//galU//cusC//rsmH//fabD//rfaB//mutM//ubiJ//mdtQ//yeiG//ybjI//yfaL//elfG//modB//yidK//fur//glpT//efeO//ykfI//rsmI//yjjX//gatC//yjiQ//zraS//surE//
GO_0009065_7	yadK//nrdB//bamA//ygdG//nupG//csgE//malY//pheS//pstA//rpmJ//fepG//ydfD//rpsJ//potI//holC//yqgF//hisQ//casB//
GO_0009066_6	alkA//katE//yiaT//prs//fdnG//umuC//thiL//ratA//waaS//ycfJ//yahN//nusA//ubiF//umpG//fur//smrA//rplS//frlR//yhjG//ubiX//aldB//pepT//aceB//ascF//pyrF//bcsA//xseB//btuF//tqsA//caiT//ygbI//gabD//tatB//aslB//intZ//citG//galM//raiA//dpiB//uspC//folM//gspJ//uxuB//allS//phoP//fumA//ydfK//nepI//
GO_0009067_7	yfhH//mdtP//topB//rpsJ//nikC//malE//nrdE//fliG//pepQ//eco//ynbD//macB//cutC//glsA//polA//opgG//pgk//yihI//hexR//actP//gabT//prlC//recD//gnsB//ynhG//mioC//
GO_0009068_7	sthA//ybhA//mrr//rplS//umuC//minD//torI//lolD//dicC//msrB//glpG//ihfB//hisA//
GO_0009069_6	yidD//trpD//yejF//argG//ssuC//ybhD//mqsA//livH//emrY//ycjP//rhaD//glyA//rlmH//parC//phnN//ogrK//pdeR//hcaC//wecC//intF//recG//topAI//yjhC//rplW//mglC//sixA//envR//ytfR//iraD//yfcG//nuoM//pinR//paaA//lsrA//leuC//wbbK//
GO_0009070_7	rluA//mqsA//mltC//fepE//napD//symE//kdpB//nrdD//ydfH//pepT//citC//yghG//ssuA//aldB//lepA//grcA//dgcQ//xdhB//epmA//hofN//
GO_0009071_7	yaiV//dusC//recC//ydjL//epd//accD//insI-1//cusF//sapF//torA//btuE//nanE//yqiH//rzoR//
GO_0009072_5	fumC//hypB//frwB//agp//glgP//yjiX//def//amiD//glmS//ptsP//rhaD//ettA//pfkB//ppsR//glrR//patA//fdoH//ghxP//waaP//yehX//manX//eamB//yoeB//yhbQ//
GO_0009073_6	ilvB//hflK//skp//yciA//serA//aroD//rplW//phoQ//murI//dinG//narV//yccA//macA//rhmR//mnmG//treF//galS//crp//yahD//yidA//yjiA//
GO_0009074_6	ssuE//glpD//rayT//
GO_0009078_6	rplE//fdrA//ycdX//fimA//idnD//mdaB//gsiD//
GO_0009079_7	narY//livM//puuP//ygiN//
GO_0009080_7	cspC//fkpA//yidD//
GO_0009081_5	uvrC//fdhD//ligA//cysP//nlpI//lsrK//fucI//pck//metF//shiA//ydcM//cysB//hycB//betB//gcvR//citX//tcyL//yidD//rbsA//dcuS//hemG//yibF//
GO_0009082_6	tufA//ypdF//mfd//eptB//rcnB//mepM//tolA//pdeH//rapA//hisS//stpA//idnT//lgoD//sbcD//rplW//frmR//rplE//guaB//
GO_0009084_7	wzzB//hipA//paaX//topB//murJ//dinG//yjhB//pykA//hycB//ccmE//metH//dacB//nfsB//flgG//mltD//exuR//cysB//ibsD//ansA//yhaV//thiH//polB//rfe//purA//rna//
GO_0009085_8	rfbC//fur//ldtA//pck//nusG//murQ//yphF//bamD//rsmI//tauC//yqiJ//csgG//
GO_0009086_7	recD//ppiC//rfaC//tynA//tomB//cysA//tsf//sbmA//adeP//
GO_0009088_8	ypdI//prpD//
GO_0009089_6	yciH//ccmG//sfmH//chbG//hha//rcnR//glcB//fryC//dgcT//
GO_0009090_8	sad//bglB//slyA//agaR//
GO_0009092_7	hha//treR//phoR//hycA//hldE//fucO//
GO_0009093_7	sgcX//rsmD//ulaA//chbA//psd//
GO_0009094_6	phoQ//rsmH//ybiX//yjfF//
GO_0009095_7	pncB//ppiD//btuC//gmhB//
GO_0009097_7	yghW//rpsQ//pgrR//ybhA//purL//lptC//dicA//
GO_0009098_7	rnr//uhpC//tsaB//yggW//acrE//tktB//paaE//
GO_0009099_7	alkA//rhtC//narV//norV//yahO//ybjD//argE//ykgM//hisD//chpB//
GO_0009100_5	chbB//mmuP//rhaT//yhjB//pyrG//
GO_0009101_6	hemG//
GO_0009102_6	lolD//gloB//fimA//trpE//yagG//rplO//bioD//hldE//yedX//katE//pepN//relB//yfeW//
GO_0009103_6	dnaA//marR//yfjV//zwf//trmH//ygbL//paaD//gor//ttdT//sbmC//metB//
GO_0009106_5	dhaL//ydeT//
GO_0009107_6	grpE//rsmD//
GO_0009108_6	ygeX//uvrY//yebZ//dtpD//yidP//yjjV//flgM//bolA//yejA//fadA//ybcJ//idi//bioH//waaL//holE//glcF//mprA//appB//glpF//yeiE//yejF//yjiR//ycjU//sapB//yhbX//flgE//rfbX//yihL//pheM//tusB//gpmM//gloA//ybiT//priA//gutM//nrdG//greB//uacT//dgoK//rfbC//coaA//rnhA//suhB//thiE//sapA//djlC//rpsI//purF//moaD//yghW//yfhH//yehU//dgcE//tsf//yjhG//zapB//yagG//poxB//yohC//ldtC//moaB//sufE//mgsA//ybgQ//rpsQ//ydjK//nagD//nrfD//yqcG//dgoT//yhaM//rbfA//fabR//symE//hscA//rhmR//fabB//yfaX//patA//mtn//bolA//fetA//narY//mlaB//hslR//corA//dmsC//modC//speB//tnaB//lpxK//flhC//uspB//yheT//mug//glcD//tusA//trmA//coaA//yjhI//rutE//yjiR//crp//relA//gltS//ycjR//ygjR//yfeX//hflK//yihW//
GO_0009109_6	ribF//xylF//rnd//truB//glnH//
GO_0009110_5	hdfR//gcvH//araD//ydeT//uvrY//fabR//nrdH//pgrR//rraB//fucP//nepI//rng//hybA//ompF//trmH//rsmF//aroL//yhaC//ddlB//carB//ppiA//argT//ldtC//araE//cysM//tig//tldD//rpoE//purF//yieK//fepC//tsf//pdeK//potI//adiY//iscX//yiaN//pdeH//hxpA//rhoL//rhaR//srmB//yfaE//yhjA//secB//mdtD//yebZ//arcC//cptB//greA//ldhA//rhaB//rplC//yebZ//pyrB//fdnG//dsbA//
GO_0009111_5	cysN//tatB//citC//yfcV//
GO_0009112_5	flhC//bioA//bdm//yjbH//cysP//fliZ//frdB//aroD//lacZ//relA//yagJ//yajR//garP//tolR//sohB//lolE//aspS//pppA//lsrD//ynaE//yaaA//dps//cdsA//phoQ//nrdH//dppF//yaiW//mdtB//agaD//ybcL//sfmD//ubiG//dnaC//asnB//yejE//yihR//
GO_0009113_5	talB//ytfP//relE//nikB//cedA//
GO_0009114_8	yadK//
GO_0009116_5	sfmA//ugpA//kdpD//fucA//rzpD//araB//atpF//sdaC//hypA//folD//ycgR//yfgO//cysC//relA//murI//fliD//deaD//pykA//mrdB//kefF//xseA//pdeL//ygfI//pdxA//yagF//yaaY//speF//phnL//tolB//mioC//lolE//sugE//mtlA//trpL//gmd//eptC//pgpB//potA//csgA//srlB//
GO_0009117_6	cydC//ccmG//trmI//gmhB//gstB//yobF//pgrR//abgT//yqhC//glk//ulaD//yciT//fsr//yjiR//flgK//garK//macB//asnA//gltI//gltS//hfq//ftsE//mpaA//rpsK//ptsP//uxuA//coaE//xylF//treR//hemB//sfmF//ascB//yidK//alkA//tyrR//gadE//bolA//yqiH//rpmJ//ypjD//brnQ//slyA//yigB//ynjA//yhjX//hisF//asnS//infB//acs//phnI//emrD//ycbB//pdhR//mnaT//lipA//bglX//trpC//lldP//xseB//umuD//frr//pntB//purL//garL//yjgX//pgaC//asd//ygaH//mdtD//csgF//sapC//mepH//dld//araC//ybhD//dgoD//panZ//xapB//fdx//rlmE//exoX//rpsT//yihO//tdcD//tdcF//nac//endA//dnaX//patD//norW//envC//pheM//msrP//rspB//yggX//yciK//aroG//hxpA//mgsA//lptA//mug//mdh//clcB//fhuC//
GO_0009119_6	glnQ//yihI//yagI//uxuA//ybdH//queA//ybiI//nanE//tdcA//scpC//fruA//pgpC//yobA//yaaY//rseB//gntK//dcuC//yfdC//hybO//fadJ//fmt//adiA//garP//ribE//yjjQ//agaI//frvR//folA//galT//bglB//gatB//tdh//manX//dinB//uxuR//
GO_0009120_6	glnH//ybiY//pyrF//holE//
GO_0009123_6	xylA//pinE//hcaR//uacT//hypD//mltB//hisS//ynaE//amiD//mppA//uxuR//flgB//araB//thyA//thrC//mdfA//treA//rhaM//bglX//fucO//hiuH//rpsT//ulaC//dpiB//tsaD//yhjB//mipA//pnuC//acpS//ompN//rcsC//fliS//ydjL//allC//yhdW//nrfF//oxc//tsr//ygeX//trpB//putA//rpsA//yhdZ//rutF//sufE//sugE//
GO_0009124_7	yoeB//uxaA//greB//tamA//yeiE//hslO//oxyR//bioP//cusF//yidR//lldD//ydiR//abgB//cysK//cra//cdaR//dnaQ//mrdA//tcyP//idnO//rzoR//atpE//flgI//ygiB//flhC//dhaK//lrp//purC//plsX//cyoE//mepS//nudB//yahO//lysR//csgF//evgS//ulaA//
GO_0009125_7	kbaY//mobA//efp//yjbH//htpX//
GO_0009126_7	tnaC//satP//frlA//cysU//uidA//lpd//entB//fpr//ybjD//gadW//cstA//cspG//lysA//nuoE//rutR//speD//argO//agp//ybcF//yiaN//hcp//fliG//ygjR//msrQ//sucC//flgF//aspC//opgC//clcB//cysP//yggW//yahB//yagU//nlpD//
GO_0009127_8	rfe//mppA//yihL//dhaL//dusB//clsC//orn//hdeB//clpS//yejA//livM//sapA//yjbH//purF//thiI//yhaJ//yojI//deoA//yihS//groL//lysC//lolE//torS//coaD//insB-2//yfcF//topB//torY//lpp//pal//
GO_0009129_7	ptrA//sbmC//cusB//uvrB//hisD//surE//bioB//menH//torA//rpmE//
GO_0009130_8	insB-4//tas//nrfF//gspI//cdgI//
GO_0009131_8	sapD//yiaA//hyfF//ddpX//rbsR//
GO_0009132_6	lon//ymgC//fixB//rhaT//artQ//yihX//yadC//tyrR//yddM//murC//mutY//maa//priC//cytR//narQ//insF-1//nemA//mdtM//ldtE//hypE//fecA//epmA//ydjJ//nanE//mscS//
GO_0009133_7	ygjH//mdh//def//
GO_0009135_7	uvrB//argC//arsC//scpC//dedD//yccX//tcdA//rlmE//umpG//pppA//uvrB//ydhJ//hcaT//cfa//galR//ybiJ//yfiR//murB//ydfD//ybiW//ttdT//gntR//acrB//
GO_0009136_8	queG//
GO_0009138_7	nusG//rpmJ//
GO_0009139_8	queA//gcvR//
GO_0009141_6	yejA//greA//mak//sanA//hisA//osmC//nrfF//menA//cbtA//yggX//cusA//ppiA//lysU//dinJ//dcuA//pspC//ggt//cnu//zapE//feoB//nadC//glnA//purA//nrdB//fimH//nuoF//fhuD//stpA//cho//dedD//gapA//entA//yehB//cyaY//glmS//ttcA//yghG//dam//
GO_0009142_7	yceO//kdpE//allS//betT//rpsN//cysK//norW//ynfK//clsC//ygfA//mepM//rhtC//yibT//tcdA//xdhB//yebK//tatC//tusC//hofP//yebK//dinG//betA//sgbH//fimC//tnaB//tusC//mdh//ybdM//
GO_0009143_7	chbC//bglB//aer//ldcC//
