#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	symE//yaiV//mlaB//potI//
GO_0010605_6	yidC//alpA//ptsP//gloC//potD//syd//prpR//metH//dkgA//insB-4//rplL//leuC//pdxJ//lysR//tusA//ascG//degS//atoB//rfaG//dps//gspI//ilvA//rng//ydbD//yqaB//raiA//btuB//wcaB//tldD//envY//speA//mdoG//clpA//clpB//hokB//alsB//ydcM//glnS//yhbX//pgl//casC//cspG//rseP//elaB//thrS//fucA//ybfA//yhaC//treF//cecR//exuR//selU//bglB//ydeP//tmcA//dedD//tus//creC//tpiA//sspA//ribA//bcp//uspE//gabT//agaW//ilvC//yjjV//mtr//melR//nrdF//ynfE//cas1//mltD//nrfE//murJ//entC//ribF//ettA//galP//ybjX//hscA//gsiA//yciH//ribF//ortT//cbtA//syd//mepS//rlmG//yfiC//cyaA//clsB//sufD//proP//ydeE//pyrH//efp//mltA//asnA//ribA//ymgF//artQ//cho//dctA//entE//gudD//mazF//ogrK//rtcR//zraS//prmA//mdlB//yoaB//entB//yehC//rpnB//yjiA//paaC//gpsA//agaI//ghxQ//fliZ//mutY//waaJ//bioB//aaeA//curA//sufB//btuR//yfaE//cspC//rbsA//nikC//panZ//agaI//aceB//rclC//waaH//mdoG//cysE//yhbO//rsgA//pcm//pspG//
GO_0010608_7	yraR//fabH//trmA//ycjY//trg//elbB//potA//fiu//yfdC//slyA//grcA//nirD//treC//znuB//tauB//btuB//fur//flhD//phnN//gcd//eutD//kduI//rimP//lptA//feoA//phnO//citT//mntH//mtgA//tdk//ssuB//acpS//gntU//fmt//apaH//cadA//evgA//kdgT//tsaE//pflA//mgrB//phoU//yejB//srlR//
GO_0010628_7	ccmD//yedL//priB//tatB//cueO//moeB//aqpZ//hscC//nikE//folC//parE//ycgR//yehP//rzoD//ldrA//yadV//yiaM//kefC//fimB//degP//hofM//tar//dnaA//folA//narJ//polB//ftnA//yfgO//dinQ//pspG//rnpA//serS//yejB//yejB//rbsK//csiR//wzzE//allB//insH-5//panC//rplD//tauC//lysS//mdtD//rssA//hybO//pyrB//agaC//ycjD//zapC//tcyL//alr//rzoR//nsrR//nikD//sstT//ribF//rzpD//wecA//ftsY//yhcN//pepT//phoP//abgA//fimH//hybA//rplT//acrA//ycfS//rhaM//sbcB//rcnA//sucC//ygiV//yqiJ//feoA//asnC//hypA//dcuD//xanP//hybG//phoQ//ftsZ//
GO_0010629_7	tatC//lgt//ycjW//potC//nuoE//fryB//ldtE//modA//yhcN//rfbX//alsA//ygdG//mngR//narY//hmp//murP//accD//mutM//flgI//gstB//ettA//mog//rplX//argA//elaA//leuE//hexR//appC//yehC//galE//cheB//cysD//pgaD//frlB//dsbC//yidK//tsgA//yfeD//maeA//mntS//speF//ygaZ//yehB//yajL//ilvA//aaeB//fadA//hycA//hycA//kbaY//cfa//ispU//tnaB//ndk//hflX//cyaY//tas//yhdH//melB//hipA//hchA//torA//rplB//yjiX//nudC//frvB//ligA//menD//yahO//amyA//rpmE//mdlB//ubiX//potI//narV//paaK//nadC//yihR//mdtC//yfhM//ghxP//puuD//flhD//bssS//recO//wcaC//rpsQ//ydeT//tcdA//nrfG//clpX//yhaV//hypF//blr//ydcR//pitA//nrdG//putP//kbaZ//hxpA//yjbH//miaA//sdaA//manX//yfeO//tolC//mdh//nrfD//yagE//btuF//yihL//yhgH//araG//nagK//insA-1//kgtP//yciT//fadI//wecA//flgA//malP//yfbR//crfC//dmsC//pyrH//artI//gadC//pliG//
GO_0010638_7	mnmE//pgk//
GO_0010639_7	rpsP//pyrF//frmB//
GO_0010646_5	nhaB//
GO_0010648_6	insA-2//
GO_0010675_6	prlF//entD//ynfE//hisD//gnsB//ybiI//
GO_0010676_7	glgC//relE//
GO_0010677_7	plsB//
GO_0010699_4	fhuB//phnL//
GO_0010810_5	ptsH//lapB//
GO_0010817_4	cdgI//dmlR//glcF//sixA//mepS//feaB//ebgR//yegV//sseA//mrp//nirB//fdrA//malE//cydD//
GO_0010827_7	arsC//
GO_0010829_7	intS//
GO_0010876_4	nuoF//
GO_0010906_6	alaS//dnaC//
GO_0010907_7	casD//
GO_0010911_5	nrdI//cyoB//rlmN//
GO_0010921_6	xseB//dnaQ//ynfE//tynA//
GO_0010941_5	nfi//
GO_0010948_7	ulaC//hycA//
GO_0010951_8	insA-1//yigB//
GO_0010962_7	yaiP//mmuM//
GO_0010966_8	flgC//
GO_0010967_6	ybjN//
GO_0010974_7	rclC//
GO_0012501_4	nirB//rsmC//ynbB//hexR//nusG//rayT//ispF//yehU//xerD//waaZ//selU//ung//chbR//
GO_0014070_5	sbcC//agaR//
GO_0015031_5	rnhA//fhuD//ais//ycdY//cyoD//tusA//higA//dcuC//glnL//cobU//uxuR//ubiA//trxC//betB//appA//folX//acrZ//yafS//fadJ//brnQ//yphC//yneL//pyrB//mutM//rng//ygbL//yehA//yphB//degP//rcsA//glnP//ffh//ghoS//kdpF//leuC//rppH//yqcG//lysC//nagC//abgT//yciV//
GO_0015074_6	rutG//cutC//yhjC//mscK//lepB//yfdR//nuoE//
GO_0015628_5	valS//fimD//ycjU//aldA//yfaV//
GO_0015669_5	uvrY//
GO_0015670_6	nepI//
GO_0015672_7	lptG//gntT//rffC//pheA//yjiR//ulaB//pdxY//ydiR//gltD//ghrB//creC//asnB//mhpD//smpB//dnaE//araE//truD//tdcE//uspB//yaaU//glpF//fhuF//rlmD//yjhG//cadB//pepA//malK//nuoE//pcm//sanA//dgt//phoU//zraS//moaA//mdtP//yjjI//panD//phoE//rpsQ//argG//waaJ//dgoD//fabH//
GO_0015673_9	metI//
GO_0015675_9	umpG//mtgA//sbmA//ugd//flgG//frvB//ligB//ralR//
GO_0015679_10	rssA//ileS//
GO_0015682_8	uxuA//rpsA//hisS//wcaC//cpoB//malQ//fimD//yddL//ygeA//yebQ//panF//lepA//
GO_0015684_9	mog//murA//lptA//sbmA//rraA//
GO_0015685_8	moaE//dmlA//yneJ//ygjR//yehX//psd//
GO_0015687_7	cmoM//ybaE//rseP//paaZ//
GO_0015688_6	spoT//narJ//ulaB//bdm//rcsD//groL//rstB//cfa//yfcU//yhhZ//rspB//ykfM//moeB//yegV//citT//dps//gldA//dsbA//
GO_0015689_8	lpxT//yhdJ//ftsX//
GO_0015691_9	nusA//mdh//infC//hycI//
GO_0015692_8	lptD//
GO_0015693_9	ybiW//sapA//
GO_0015695_6	mdtK//nusG//lpxT//kdsC//nth//maoP//recQ//rpsR//opgH//ydbD//nfsB//xapA//yfeO//yqjA//uof//tatE//waaA//malP//dppC//bamB//holC//rplF//proV//murJ//fimF//hisQ//chpB//yaaU//hchA//tcyL//
GO_0015696_6	uvrB//ppk//speF//tonB//melA//phoA//bdcA//rpsK//ydhQ//fdhD//rplE//frvB//fecC//secE//bisC//flgF//yidQ//yeeY//paaZ//hybA//yggW//yjcE//ydeI//araG//soxR//ydiB//amiA//cpsG//aer//btuB//rng//
GO_0015697_7	frdA//yciF//mqsR//sgcX//tolB//paaE//pck//rplE//gltX//appB//yajO//nuoH//gspE//
GO_0015698_7	coaA//ansB//fdoI//ppc//rnb//leuC//cheZ//dam//wcaJ//epmB//dhaK//ygeX//coaD//oppF//trmO//gntR//asd//pgrR//yjjQ//plaP//truB//murQ//ttcA//torZ//chbC//csiD//ynaI//pinR//tsaE//pbpG//cysC//rluC//rpiA//lldD//yafN//gltX//mltC//yacG//aer//yfdC//ybhI//
GO_0015699_8	pppA//
GO_0015700_8	codB//nagD//
GO_0015706_6	birA//yjgX//lptF//
GO_0015707_6	rlmH//hisC//iscS//aroD//yidH//pgpC//
GO_0015709_6	pstB//
GO_0015710_8	tbpA//fabG//
GO_0015711_6	ilvI//fucO//rlmF//ygaZ//yijO//ribB//uvrB//treF//casC//bglB//rlmC//ddlA//msrQ//ascF//ggt//ynfK//ybbN//cydC//putP//tusD//xylR//selD//leuA//tsgA//smrA//mcbR//ynbC//ecpR//rsmB//msrA//aspA//chbA//thrS//yafS//ymjB//glpB//envY//gltK//tyrS//ridA//recR//sbcD//malS//asnB//galT//mutY//yjjQ//rluF//bisC//mrcA//ygeW//arnD//gadB//eutD//bioP//acrR//dtpA//hcaD//fic//cpxA//hcaD//nsrR//waaS//thiH//dacB//dgcN//pepT//rdgB//purN//trpR//yjiQ//cspE//iraP//yagF//mdtQ//hdhA//fdnH//uhpA//secY//yihS//hupA//glnQ//bdcA//potH//recD//groS//nadA//yiaT//ygaV//yhcN//dnaN//helD//phoA//dacD//metN//fucK//ybjI//fumB//idnK//wzzB//eptA//kduI//rspB//dnaA//srlD//dtpB//lipB//fepA//rplT//yjtD//yqcG//yeeA//idnK//tnaB//srlE//intF//paaJ//rsmD//ygiV//rlmA//sdiA//ydcP//aaeR//narW//cyaY//phoU//ybdG//ybaK//pflA//deoR//yedA//pflC//hexR//rtcR//alsC//gshA//ynbD//aldB//leuE//nudF//fabI//ycbX//radA//recQ//
GO_0015712_7	radD//
GO_0015718_8	insI3//yjhB//nepI//cynT//efp//trmA//alkB//hybA//hycH//dppD//melA//shoB//betT//mhpT//trg//holA//thrA//pdxH//uxaC//kefG//gltI//bcsA//guaA//atpF//
GO_0015721_7	betT//frmA//
GO_0015724_7	rep//dkgB//speE//
GO_0015726_8	dacC//
GO_0015727_7	lpxH//dgoT//
GO_0015733_7	rssA//
GO_0015734_6	solA//dauA//manX//
GO_0015735_8	puuE//
GO_0015736_9	thiL//
GO_0015739_7	rhaS//
GO_0015740_9	dcuD//ugpA//rplW//nadC//ydjK//acnB//yihW//alsB//cobU//
GO_0015741_10	hisS//tqsA//
GO_0015743_10	narZ//
GO_0015744_6	bssR//sgcC//ccmF//
GO_0015747_6	prfB//
GO_0015748_6	dacB//dacC//ypdB//tonB//cspI//aroC//minC//glxK//ygiS//lasT//paaD//aes//prmA//glnD//yqiG//
GO_0015749_7	proS//ibsA//trpR//rpoD//dsdA//dnaG//recF//rimM//napA//glnE//mglA//rplY//mcrA//soxR//lpxK//proV//arnB//kdpD//pnp//ilvN//secY//phnC//nuoH//ugpE//epmA//ecpR//fimF//blr//hda//rph//atoS//mdtJ//yfiR//mraZ//yihT//pstA//spoT//yhcD//gyrA//fadM//elyC//kdpA//etp//nirD//adk//
GO_0015750_8	dgkA//mnaT//sfmC//rffT//ampH//yfhH//kgtP//mngR//dinG//nanA//iraM//entH//lysP//
GO_0015751_9	sufA//napB//yieE//sad//gntR//dapA//
GO_0015752_9	recA//cyoE//napA//entB//dnaE//rplN//
GO_0015753_9	rnlA//dsbD//radA//
GO_0015754_9	lysA//metI//araB//
GO_0015755_9	ydfH//yjhG//cas3//fliG//rdgC//htrE//htpX//yqiH//paaZ//ggt//mscS//
GO_0015756_9	ispH//iscA//
GO_0015757_9	osmF//mngR//gabD//ftsZ//rnc//rbbA//yfjR//
GO_0015760_8	yggP//
GO_0015761_9	cpoB//pgaA//rrrQ//
GO_0015762_9	nupC//
GO_0015764_7	trg//murC//waaH//lptB//
GO_0015765_8	dhaR//kdpF//ygjR//livM//
GO_0015766_8	pgsA//ldcC//mobA//pgk//rpsM//modB//malK//deoC//umuC//rpmF//artQ//rcnA//tabA//ydeP//
GO_0015767_9	yrbG//bhsA//yejF//dctA//
GO_0015768_9	kch//rfbB//hyfR//panZ//gutQ//aceB//
GO_0015769_9	lrp//
GO_0015771_9	yobF//mepM//tolR//mtgA//
GO_0015772_7	torY//dnaT//apaH//ynfF//setC//frwD//lpxK//hypA//syd//uxuR//acrF//gadW//fdhF//hexR//yegD//ivy//borD//
GO_0015774_7	rdgC//lamB//ydeM//bioA//tyrS//queD//
GO_0015778_7	paaZ//
GO_0015791_7	malF//cyaY//flgG//ccmH//hycA//insF-1//cdgI//hemC//
GO_0015793_7	intS//wecC//
GO_0015794_7	rdgC//ydeO//etp//gatC//hemF//
GO_0015795_7	kgtP//
GO_0015796_7	agaI//btuC//flgF//lapA//
GO_0015797_7	yjbB//insI3//
GO_0015800_7	cysQ//ybhS//barA//hicA//
GO_0015801_7	ppk//dosP//appY//agaB//ascB//focB//paaC//ptsI//
GO_0015802_7	recG//secG//serA//nadK//yjhH//pckA//atpH//
GO_0015803_7	ygjR//galK//ftsQ//folC//ygjR//marR//msrC//nlpI//ygfZ//ftsZ//aroB//
GO_0015804_7	cheB//edd//rplX//rpiB//yehC//agaR//sucD//metH//hyfA//nrdD//sfsB//mtlR//paaG//htrE//fdoI//amiD//yfcU//ppx//phnC//rssB//pheP//paaK//trpE//xerD//ribD//fimZ//priB//cysQ//trmH//dapD//hemA//menI//uvrA//
GO_0015806_6	ibsE//
GO_0015807_7	yfcS//mcbA//srmB//trxA//potA//elaB//lon//ampH//ldcC//hybB//rlmJ//rnhA//glvC//waaA//yjhB//agaW//opgD//msrB//ydiF//caiB//katG//lrhA//fadJ//rfaH//ycdY//lysP//rplN//waaG//cspD//ushA//setC//pdxJ//xseB//pppA//menH//rclA//rtcR//murP//
GO_0015808_8	kdsD//gpsA//
GO_0015809_7	macA//epmC//adk//ybeF//rplI//miaA//
GO_0015810_8	copA//insI-2//
GO_0015811_7	tcyL//evgA//lolB//surE//adiA//
GO_0015813_6	mreD//yjeH//mdtG//
GO_0015814_7	yoeE//
GO_0015816_6	selU//
GO_0015817_7	recO//
GO_0015818_7	ugpC//idnT//hscA//ydjK//ydeM//accD//yidC//
GO_0015820_7	panC//rplF//waaP//hofC//ydhK//ftp//ldrD//dadA//hemD//
GO_0015821_7	rsgA//mdtC//ushA//nemR//yhgF//
GO_0015822_7	rhlB//asnB//
GO_0015823_7	yjcS//rpiB//fdhD//rpsS//sfsB//ydeE//tufA//
GO_0015824_7	eutD//cedA//
GO_0015825_8	sgcB//
GO_0015826_7	rzoD//pdxK//sohB//
GO_0015827_7	topAI//holD//rpoS//
GO_0015828_7	ligA//arnD//
GO_0015829_7	uspB//ampE//gnd//moaD//rutD//thiI//glcC//fliS//lplA//
GO_0015830_7	relA//ugpC//dgcZ//
GO_0015833_6	pdxY//treF//focB//fadR//ymgC//thrC//sulA//dnaJ//nagA//frdD//acnA//dtpD//sdaC//ydiQ//rlmI//ssuB//ymgF//ybhS//copA//ssuD//dctA//dhaK//dinG//nemR//fimC//yfeD//hypA//pspG//ybhI//dicA//araG//yihV//miaB//ispF//ybiI//lacI//hycI//rpsK//lacI//secY//yejE//kdpE//cysQ//wzc//yfiF//cecR//mltB//cheB//cysQ//envR//tgt//ybiT//glsA2//ydbK//casB//dsbA//queG//trpA//yidZ//rsmD//aldB//zraR//moeB//trmD//yahO//leuC//paaX//oppF//agaI//yhjB//efeO//ybeY//bglH//sfmA//kgtP//ffh//panZ//allB//
GO_0015834_7	araG//glpT//yefM//dmsA//guaA//
GO_0015835_6	fieF//rarA//ybdN//mepH//
GO_0015836_7	purR//gsiD//arnA//
GO_0015838_8	yajR//yhhT//nudB//thiQ//allR//sgbE//yagE//rfaB//bglX//frlA//nagD//nhaA//gadW//
GO_0015839_7	raiA//
GO_0015846_6	recF//rusA//msrP//dmsC//allD//alsB//rapZ//hypF//zinT//dacA//hybB//atpA//ralR//dgcN//ydcM//yehB//ybbN//
GO_0015847_7	pbpG//pgaD//gsiD//gatC//xanP//yehP//puuR//csdA//pmbA//cysD//xylG//tgt//ldrA//mdtL//eptC//
GO_0015848_7	sdhE//nac//fhuF//tdk//paaD//yqeF//
GO_0015849_6	gldA//yggT//lpxD//emrD//yajO//thiH//exuT//lolD//greA//kdpB//ettA//yhiM//dcuB//fliZ//htpG//gyrA//dgcT//xanQ//phoQ//yedA//nrdD//gltP//phoR//tyrS//agaD//dppA//fadD//epmC//yqaA//glgB//garP//cdaR//aroK//mgsA//bssR//mnmG//rhaA//feoA//abgA//pncB//fryA//rihB//gadB//ybhF//ynhG//ybhA//waaZ//rimL//blr//gnd//lysO//ycbX//pheA//tesB//preT//pnuC//rutB//waaO//oppA//frr//artI//ssuB//hexR//sgbU//dpiB//yidP//ompT//tdcA//nemR//rplX//ydcS//bioP//fepE//fadL//sfmA//ybhR//bssR//bioD1//nudB//ravA//yhdH//pyrH//ybdR//purN//fkpA//ytfR//sbmC//ilvB//ansA//chbB//yqjH//mlaE//yabI//alaC//gluQ//ispA//baeS//cheW//yegT//hslJ//lysU//crfC//pckA//yhjV//nupG//eno//lysO//argS//cynS//rpsN//miaA//phnP//fadR//chaC//recE//
GO_0015850_6	ndh//dacB//dcyD//lpxK//mutH//plsX//cspC//insB-4//yedX//ykgA//rbn//ydeT//osmF//yiaM//cspA//rplN//pgm//deoR//gltX//yajL//yhjB//glnA//greB//
GO_0015851_6	yajL//pppA//fimZ//rng//hyfC//argC//zntA//ycfS//agaR//rhmD//yadI//tyrB//
GO_0015853_8	bcsA//narX//
GO_0015854_8	mtfA//glpX//
GO_0015855_7	dppF//exbB//insI1//
GO_0015856_8	lysA//
GO_0015857_6	pgi//rsfS//
GO_0015858_7	glcF//wcaC//sfmD//nadK//glmU//elfD//metI//xisR//yafC//
GO_0015860_7	dps//aaeB//
GO_0015861_9	dsbD//lepA//
GO_0015862_9	fryB//fliT//
GO_0015863_8	waaL//
GO_0015864_8	tap//nikB//
GO_0015871_6	plaP//sbmA//acnB//lysU//rodZ//
GO_0015878_6	ypdI//
GO_0015879_9	dinB//
GO_0015882_7	dppA//dgt//insI4//
GO_0015886_6	alsK//nusA//waaS//ydiR//yggW//bioD1//fliM//ykfM//yeiL//
GO_0015887_7	yidC//
GO_0015888_6	yhgF//
GO_0015889_6	dgt//sufB//fepD//rpnA//gcvA//hypE//mtfA//
GO_0015891_6	frdC//ygfA//dmlA//wrbA//cusB//bglJ//ydcP//yodD//putP//yidH//aer//ytfT//clpS//nadB//moeB//
GO_0015893_5	ycjP//yejB//xisE//yaiP//mntR//pstC//lplT//tsgA//mdtB//qseC//dbpA//serC//acrR//agaI//ptsG//yjfF//napB//uvrC//rraA//hisB//envY//rnhA//yhaV//cspE//qseC//ygfX//topAI//mazF//frmB//ftnB//rpsL//baeR//ybfA//fliL//mazF//sufA//gph//mrp//nikC//ada//yafQ//emrK//gadA//metC//adhE//sdaA//rfbC//aaeA//chbR//arnD//zitB//ruvA//yfcR//bluR//betB//potA//murA//frvB//galU//pnp//waaJ//cysD//gcvT//entD//btuE//glyA//ydjL//tpiA//csgB//add//norR//yraN//yfcV//treF//rstB//rpsS//recG//cyoE//trmI//elfC//sucB//atpE//ldcA//lpxP//hslV//nuoI//aaeR//ssuB//bipA//rsmE//fepD//yqhC//yajQ//rimK//rimK//fimB//cysP//
GO_0015906_6	agaB//mltD//ydiK//dnaB//ydgA//
GO_0015908_7	icd//glsA//
GO_0015909_8	hyfA//
GO_0015912_8	yggW//
GO_0015914_7	ycjP//murP//rraB//rhtC//glgA//kgtP//hemC//
GO_0015920_7	fepA//yehY//iscR//ygaV//nusG//yejA//argH//ynaE//dmsA//
GO_0015931_6	umpG//lpoB//ispU//mlaB//tusD//arsB//ybaK//ssuB//dinI//ydcI//ribB//amiC//
GO_0015936_6	yifB//yfhM//prlC//frlA//
GO_0015937_7	phnG//dicA//hslO//ykfM//
GO_0015939_5	ycjU//cydD//erfK//uof//rnlA//
GO_0015940_6	oxyR//torD//rbsD//soxS//gyrB//
GO_0015942_6	pdxK//oppC//rng//ygfI//rutE//sspB//ycbX//nuoF//puuD//
GO_0015944_4	ispA//flgC//pntB//purU//appA//ygcO//rfaQ//
GO_0015949_5	ynjA//rnd//rbsK//ubiD//uxaA//argD//dtpB//rbfA//topB//potE//maeA//ftsZ//yajD//kdsD//yhdX//yhbQ//tpx//argA//ykfM//dpiB//oppA//phoU//mgsA//yjiY//
GO_0015950_6	glsA2//ydjE//rarA//
GO_0015951_7	etk//trmO//
GO_0015968_6	yehB//
GO_0015969_8	casA//ldtD//
GO_0015980_4	sapC//ycgB//epmA//yjiM//yrfG//dcuA//rsmB//mukB//nudB//yibF//rnb//lon//ytfP//nrdA//yraK//paaA//zupT//dacD//yjcE//ypdB//murP//elfC//ynhF//yihV//rihB//ibsD//paaF//flgA//yeaV//recQ//aroH//atpF//nagK//yqgF//yhcD//rfaH//cas2//ynaI//insI4//hslO//aidB//sfmC//yehA//cof//nlpI//nuoF//flgD//eutD//udk//leuS//focB//lldP//idnO//cpdB//sdhA//recA//focA//tatE//pheT//tabA//phoA//alsA//rpoD//rhlB//hpf//rspB//dacC//dnaE//recF//rhaB//serB//nuoE//ugpC//aroH//flgF//sutR//rcdA//fabH//aidB//yeiE//fliT//ibpB//paaC//sixA//cobT//yphF//
GO_0015985_9	maeA//ybhD//yfcG//nuoL//
GO_0015986_7	mgsA//eptC//rplC//ygeR//
GO_0015988_9	udp//tap//lpxD//srmB//araE//dicC//waaZ//yaaY//
GO_0015990_10	hemH//ydjM//mdlA//yafN//yphC//yadV//yfcP//yfaU//
GO_0016024_7	lpxC//
GO_0016032_5	thiM//cysN//deaD//yoeE//mhpR//thyA//bepA//mdlA//rfe//yabI//ppiC//aspS//dicA//murP//lit//cysZ//frmB//nuoG//
GO_0016036_6	rlmD//tnaA//cpxR//ftsN//shoB//pfkA//
GO_0016042_5	menF//yebK//ygfX//ilvB//folC//lysO//casB//ushA//ispA//yhhT//mglB//yedP//accD//sxy//mltA//citG//etp//fucP//trmA//osmY//yfbR//araH//dacB//selB//
GO_0016043_3	pykF//xylA//yagG//glcB//queE//ddlA//cbrC//astC//ydiK//yqaA//yhcF//yieK//rof//eamA//hpt//menA//mhpC//nlpA//osmF//cobS//ybaM//nrdE//aroG//malX//hemF//tgt//ruvC//hybA//hisG//ulaF//ttdR//ybaE//holE//mltD//narG//gutM//ccmF//yggF//pbpG//rdgB//yneE//yajL//gltD//nrdH//narH//zntR//cheY//puuC//ycgB//insF-1//metG//yiiD//gadA//sutR//ibaG//accC//ibsE//ybbW//glpC//yjcS//uxaA//yphF//mnaT//yidD//yddL//narV//wecB//ybiH//mdtC//afuC//pdxB//glpB//pitA//nrfA//pyrL//yoeE//speD//plsB//evgS//ftsQ//intA//yibT//galM//livF//lpcA//ralR//bsmA//waaA//hypD//pdxB//ssuE//panZ//kdsC//rfaD//cbtA//ykfI//dgcJ//ydeT//ydcS//dppB//cusC//cysM//proP//nemR//pal//oxyR//pepB//agaS//aroE//pdxK//maeA//trmO//hinT//panD//yfcF//fruA//yneE//ydiV//puuP//yjeI//tpx//gabT//groL//cpoB//appA//thrS//cas2//mdtO//ycjP//abgT//livH//speD//rutG//tatC//mltC//kefF//csgA//yciT//uvrA//fepE//frsA//mmuM//lon//trmH//mobA//tsf//fepB//cyoD//rhlE//frwB//stpA//yihQ//hofM//yhaV//yfaE//fruB//ompR//yraK//priB//hemE//dppA//aer//tgt//adeP//clcB//insE-1//rzpR//yihS//panD//clsB//flgI//betB//proA//waaO//ais//btuD//envR//glgX//pgpB//cynT//waaA//ftnB//nrdF//glmU//rbsR//nagA//pta//ybiS//paaB//rplD//tisB//rimJ//paaG//mglB//bepA//prfB//yggW//argG//ybgP//malS//hchA//casB//dmlA//coaE//allC//abgR//eptC//lacI//lyxK//yeaV//
GO_0016051_5	scpC//aphA//holE//ssuB//yibF//fruB//lpxH//yhdH//ypdC//mcbR//ulaG//rdgC//recQ//yhfK//sapD//livK//rpmB//frlA//malI//yraH//xerD//tauD//gspE//lldP//ahpC//thrA//pspC//ydcM//rlmN//panZ//waaH//pstS//mdtM//eutR//ymfA//glcB//dcuS//iraM//tolB//intQ//hyfC//ispB//msbA//rffT//phnH//gloB//glgS//ccmC//ygeA//glnP//def//rapZ//rluE//xisE//kch//uidR//ligA//miaA//entH//fumB//mtfA//dgoT//glk//lldR//paoC//lexA//eutD//mzrA//ynbC//holC//sfsB//nikB//decR//yeaD//phoE//nagD//uvrB//yjhH//frmR//ybjX//hdeB//ycjY//yadM//cyaA//ydhJ//lpxH//paaF//chiP//mdtN//ydjH//mutT//ddpX//frvB//lacY//coaE//fetB//cheA//mhpA//manX//rpmG//pstC//tldD//tpx//
GO_0016052_5	dsdC//rsmA//acrR//eutD//nanT//yfjR//puuA//yebZ//fbaA//astB//fadE//narI//rng//gntR//puuR//pykF//yfeX//pgaB//yghW//zitB//panD//miaA//hyfR//ygeX//sfmD//grxD//aroA//lysS//yjeH//recD//hcaR//mltG//ydcO//recJ//sgcE//entS//ybjC//greB//sthA//ytfE//gatB//ycdY//potD//yfdC//flgH//yeaK//gadE//sufS//secE//sapD//yhdZ//rfbB//yqaB//clpA//mngR//yphD//ybcQ//yebQ//nemR//torD//rpsA//ydiP//allS//dacB//xthA//yciV//gcd//fliA//dapA//yfcU//gutM//yhbX//rplI//tdcR//sthA//opgE//ydcS//cspE//yedX//purL//yhdJ//slyA//pinR//astB//cptB//chbC//guaD//gcvA//manZ//rfaF//msbA//entS//murA//etk//btuF//ygaV//dhaM//insI-1//murQ//yjjQ//fucO//yhaJ//glcC//envR//accD//minC//rplD//dkgA//sdaA//basS//yfiR//trpR//erfK//sbcD//yegV//
GO_0016053_5	rihC//ilvL//htpX//gabP//ssuB//gutQ//coaA//ykfI//sbp//degQ//nadA//vsr//rpoA//ydeM//gpsA//pheP//rseC//ygfA//sucA//ampH//arnT//kdpD//gshB//asmA//trmL//yehP//mnaT//nadE//ynhG//focB//ygeA//pstB//yegV//gspE//chbR//dcuC//araD//nudF//nikB//rnc//cydA//ydgA//dapA//eco//lysA//ftnA//potA//nlpI//entC//aroG//ybiT//rnt//yieH//coaE//yfcR//mog//xylR//ybaE//fliG//ycjD//lplT//yraR//mglA//iraP//yfcV//frvR//nuoN//ybiJ//astB//yhaC//yddL//tig//wecC//mtr//rpsJ//mdh//melA//artI//aroA//ydiF//glpA//pgk//hycA//lsrA//ybjX//cyoE//yhbQ//slyD//coaE//ibpA//rsmF//hdeD//fecD//lplA//pgrR//gpsA//mltG//ynbD//yadM//mreC//ybfE//sgbH//yjcO//galK//gudD//garD//yjbE//alpA//gltS//gph//bsmA//clpX//fabZ//hisH//trxC//thyA//apaH//lsrK//cmoB//purN//yeeL//ybhD//fepE//murF//cobU//rpsR//tag//nlpI//speC//tehA//mcrB//pyrG//hofQ//exoX//dsdC//galU//lit//kduD//sfsA//tatD//lptG//pgaC//mutH//casC//tdcD//ybjG//mdoG//hcaE//galS//pgpC//ykfI//truB//mutT//chbA//ychO//lysR//rluC//adiC//rfaB//adeD//galS//wcaC//rhaD//acpS//frwB//dppF//tnaA//rlmA//stpA//degS//dmsB//yedA//adiC//mltF//puuC//nikB//galP//rspB//hofM//yfgI//agaV//pflC//folA//purN//bcsQ//mdlA//agaR//sapD//ampH//
