#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ldrA//dgoK//thiD//yjjX//
GO_0006811_5	cheZ//oxyR//yobA//pspA//tldD//yehY//yahK//curA//aroA//frvB//yjbB//atoB//ompN//crr//mrr//csdE//rluE//yceK//phr//proA//kdpB//accD//ynaE//yeeO//yjiQ//pepN//cysG//rfbD//recE//gntU//dnaG//moaE//tar//fdnG//dxs//tdcE//aceF//malZ//xylH//elfG//thiI//ppiC//cmtA//xthA//bamB//hcaR//ldcA//fimD//yhdJ//rnlA//yqhD//fadM//atpD//galR//mngA//rfaE//wzzB//dmsB//sodB//hyi//rph//rplM//mak//rimP//bioB//chaC//atpF//sbcC//arsC//serA//thiE//mgtA//lacI//leuD//phnH//ytfP//rbsB//mdoG//tyrR//dgcE//topA//paaA//tnaA//rseC//ybaE//ydeE//uhpA//ssb//mltG//uspB//fur//mgsA//yagF//ribA//yciK//cobB//bisC//dnaK//ortT//pppA//fabB//rrrQ//edd//rpsI//aceB//rfaE//glcF//pyrL//pepQ//proX//blc//clpP//yqiH//dgcT//fucO//cusA//galT//tsf//uxaA//upp//dgcT//rlmJ//pflC//rhlE//uvrC//ybdM//leuS//lysR//yfaE//gstA//ftsP//insE-1//serB//yjjQ//yagE//solA//pckA//yfcV//rlpA//lpxB//uvrB//rlmH//acrD//serC//cyaY//hofM//pspG//trmB//insI3//uacT//chaA//tig//ddlB//rpnB//mgsA//tufA//intA//yfdS//fadE//caiB//ybgP//yfdK//tsaC//copA//ypdC//mhpT//plsX//yjhG//mltG//paaF//yjhB//zraR//eno//bglH//nudF//kefF//citG//hisI//serA//phnK//rsmB//rplL//uxaA//yjiQ//dinD//purF//gppA//yajQ//ccmG//dicC//atpD//gpsA//tcyL//recE//ybcC//ybeY//nlpI//gsiA//frwC//tolR//yobA//kgtP//ycjR//mntR//yidE//cmoM//gltK//elfA//accB//opgD//def//etp//glpX//hemE//allB//xisR//fepC//yeaD//hslJ//clpP//rplT//rzoR//ygfX//ulaB//dgt//mdoD//hdeB//entE//ccmH//yiaF//lolE//rfaE//upp//ompL//glpB//adiY//fliK//iclR//cobB//potE//lysP//nlpD//dcp//ddlA//nikD//araH//ulaA//pyrH//yhbS//hybF//hybC//dgkA//nagB//rplF//lexA//prmA//prmA//syd//livK//aldA//dmlA//glyA//sapF//rpnC//atpE//cheR//ldrA//insA-1//yfdS//msbA//abgB//yehU//seqA//ibsC//puuE//atoB//dtpA//cmtB//pppA//modB//paoC//ybfE//acrA//nrdH//rnlB//nirD//yiiM//
GO_0006812_6	mglA//trmO//cpxA//ygeR//tusD//rna//ycaO//arcA//menA//cyaY//apaH//entE//sdiA//mmuP//rffH//dcuC//narI//fimB//puuA//gspE//yadC//alsA//upp//lpxM//ahr//mnaT//rluA//mnmE//araG//osmF//menH//narU//aaeR//setA//secF//hprR//xisR//frlC//corA//yhdJ//ygeA//chbF//intA//rpsR//pykA//dinI//nanS//perR//argO//thiP//metL//ycjQ//mngB//ccmE//pagP//galR//fcl//yhiM//uspF//nrdB//waaG//paaD//endA//mtlA//yegV//mdtP//menD//astB//eamB//rlmL//rclB//trpE//accD//xdhB//nagK//aceK//rpsK//arcC//alsA//cheA//yqjA//dnaC//hscA//sad//cheA//ymfA//tnaB//nmpC//ulaF//dnaQ//adk//ompT//pdhR//ykfM//yceO//galE//cheA//yiaN//tdh//cobU//mrp//yjjU//nfo//mscL//recB//rplJ//ivbL//hemC//glnP//insF-1//glpT//cnu//ccmF//rpmJ//ftsB//hycI//higB//yjjW//pdxB//arsC//ycbU//rsgA//yohD//rutA//acpT//cmoA//rutE//ascF//marA//nuoM//tolR//argC//slmA//dsbD//dkgA//dnaG//yjjG//rppH//entA//aroC//sbcB//minC//rplN//dgcM//xapB//xylF//chbB//dnaX//ilvD//trmD//argS//efeO//ilvB//rpsP//btuB//frmA//lgoR//ftsI//ibsC//mqsR//bepA//cspC//bglA//psuG//rne//crl//rnt//iaaA//sgcB//fur//lsrK//
GO_0006813_8	fepA//yraJ//ung//lsrG//yjtD//trmB//yciE//thiQ//waaQ//ribA//zntA//sgbU//pcm//kdsD//mdtC//dkgB//opgG//
GO_0006814_8	hxpA//shiA//sfmD//clpS//rcnR//yjjI//flgG//ybcM//proV//
GO_0006816_9	rpoH//
GO_0006817_8	rzpR//yfhM//pspF//ycjY//ydbD//oppD//phnH//tyrR//tag//
GO_0006820_6	rplQ//tcyJ//arnT//pinE//efeO//priB//hipA//elaA//cedA//rlmC//pldB//ruvA//mtn//cutA//citX//ulaD//glgB//thrB//cbl//yjcO//yegD//yqiG//sufC//rsmJ//nrdA//ddlB//yhbQ//uxaB//ihfB//mdtO//metG//mhpC//pnp//hcaR//pstB//ycgV//rbn//yggF//ygfX//nagA//flgD//ftsQ//glk//iraM//narZ//yjaZ//pgaC//degQ//afuB//flgI//purC//glgP//rfaB//flgH//umpH//nanS//prpD//rstB//rpoA//rpiA//flhD//fadD//rhmR//hisH//ilvC//ssuA//oppD//ynfF//nadA//groL//tusD//yfiE//gadA//betB//dsdC//yfjR//ydfK//kefF//yajQ//hyfC//ghoS//mdlB//adiA//acrA//pdeH//ykgF//panB//yphC//glcA//gatD//ynfE//ydiV//rlmG//yiiE//hcaC//srlE//tdk//yafS//narP//ghxP//eutK//ppiC//bepA//yfdK//agaB//frlB//galM//ydhQ//glpA//znuA//rcsF//atoS//dapF//rlmM//aas//rpnA//rzpR//rfaB//tldD//cynT//cmoM//yiaL//basR//cas3//ydjJ//cydA//pdeD//rzoD//pyrF//ubiJ//clcB//secG//yieL//pinQ//rpsQ//ibsA//fadK//ogrK//rplL//fabI//tsf//entD//cyaA//intZ//guaD//sgbU//lacZ//curA//kdpB//garR//yahB//ypdA//hipB//secY//yehW//dgkA//leuS//wcaJ//dhaM//rlmE//ybjI//yjhI//nikB//ydbK//degP//nrdA//dgcQ//valS//uhpA//pykA//ynfL//melB//ssuB//iraM//prc//dppC//xylF//
GO_0006821_8	ygcR//gltK//yjhI//
GO_0006824_8	ogt//efeO//ubiG//nirB//
GO_0006825_9	surA//ynbD//fabB//sufA//tmk//crp//lnt//
GO_0006826_9	glpG//hisP//fabA//hmp//ydeP//yeaD//pyrG//rihC//zipA//torY//tauB//alsA//ymgC//yqjI//acpH//yjiY//rfaF//
GO_0006828_9	casD//yhjV//sxy//
GO_0006829_9	fdnH//deoB//cysW//ulaF//yahK//rsgA//glxR//yedF//dgcE//
GO_0006833_6	flhA//
GO_0006835_8	bcsQ//bcr//lgoT//waaC//ybdO//rplC//cobS//hisB//tolR//argD//btuE//glgP//ydiZ//blc//
GO_0006836_5	dtpD//sbmA//dinD//recQ//yaaJ//fruK//dsbA//ybaO//napF//arfB//
GO_0006846_7	recN//secY//
GO_0006847_8	hycH//
GO_0006855_6	entF//bioA//yfdS//tolQ//rseB//pdhR//ugpE//tufA//hofQ//yfcU//cycA//sfmD//rraA//hcaR//prmC//cmoB//agaR//yafQ//kdgR//tus//fdnI//kbaZ//ydcT//yifB//pnp//waaH//rpmC//ruvB//nsrR//purF//ttdA//fucK//yjhI//fabZ//csgD//yhcD//asnB//yneL//dpiB//yhhT//lacZ//yeaG//malY//yieF//ulaC//gatY//fruB//hdeD//chbF//mukB//dnaT//metI//gluQ//yebG//fhuC//bamC//ybfE//kgtP//
GO_0006857_7	ftsL//yrbG//ydbK//serA//smpB//fepG//holA//fruA//dnaE//lhr//yddG//infB//rsmF//rplX//ydeT//nrdB//mltA//yiiM//ybiT//mdh//cysW//ftsY//dnaQ//sgcE//narP//ynbC//rimK//
GO_0006862_7	aroP//
GO_0006863_7	polA//ydeE//kdpB//adiA//malF//bdm//metC//rsmI//
GO_0006865_6	fumB//hscA//dppA//rhtB//dinD//frmB//holA//nagZ//decR//treR//yghU//aroC//yciA//yaaU//ydeI//ymfA//sfmD//hda//lipB//yieF//oppC//paaJ//mltB//gadA//nuoB//yedF//ydjH//yfeW//cusR//arnT//yciT//fdx//nadD//otsB//yqiJ//yfiF//fsr//recC//secF//creB//paaG//rzpR//priA//thiM//ybhP//insI-2//narU//pflA//elaD//queC//gcvT//ftsA//ldcC//rplP//groL//cpxP//ygeW//yjjG//tufB//tdcE//yfeD//yieH//potI//degP//fecB//livF//artI//yahO//rfe//kdpD//gatD//arcB//insI-2//
GO_0006868_7	pcm//hisP//pitB//
GO_0006869_6	csrD//ybjN//dicC//hdhA//trkA//ycfJ//csgG//yfcU//murB//atpF//yohD//ftnA//mgrB//yebZ//trmH//yghO//ycgR//topA//upp//casD//epmB//sapB//nmpC//
GO_0006873_5	yfdO//rihA//elyC//tldD//yneJ//moeB//ypdB//yejF//recF//flgA//dgcN//endA//ychO//yfgO//tcyN//alaE//astC//ychH//cvrA//patA//alsC//dnaT//frwD//kefG//cysG//ascB//hpf//rnd//fau//gsiA//
GO_0006874_8	frwB//
GO_0006875_7	dusB//hybB//torZ//frwD//nrdD//cysS//trkG//decR//fis//waaG//yhjA//waaO//iscX//narG//degP//moeA//ygbM//fabB//hsdM//atpE//yajR//
GO_0006876_8	pth//
GO_0006878_9	recE//wbbK//adiY//rarA//udk//
GO_0006879_9	gatC//rplE//yahK//argD//dcuA//rcsC//putP//ydcT//rpmB//phoQ//ynfH//
GO_0006880_4	exbB//aceF//mtgA//
GO_0006882_8	paaX//
GO_0006883_8	ndk//ydiO//pepT//
GO_0006884_4	cysI//lepA//ftsB//panC//fimH//
GO_0006885_9	ydjM//rffT//afuB//ffh//rhtB//fucP//ygbM//rne//kdsD//gutM//ftsL//
GO_0006886_5	thiP//moaC//amiC//fieF//rcsC//torZ//feaR//nrfE//xylB//yjjV//arsR//
GO_0006928_3	frdA//puuD//arnB//lptB//fkpA//glpB//cysK//msrB//trpR//pepQ//trmO//fliT//flgJ//rarA//sgbE//dinD//tatB//yfcU//rbsD//baeS//mltB//dtd//ynfF//manZ//hdhA//yciG//fucI//frvR//glgB//sapD//nadB//pflB//yidP//rplL//hycB//rlmB//pgi//feoC//asr//yejB//mscK//avtA//fepA//phnK//
GO_0006935_4	hyfC//eno//mlaF//agaS//bglA//prc//ykgA//rmuC//rlmD//mnmE//grpE//rhoL//bcp//slt//yghW//emrE//
GO_0006950_3	znuB//appC//lgoR//rluA//ldtC//potF//trmI//endA//citG//rpiR//speD//truC//ldhA//amtB//tar//trmJ//intF//aldA//ybiT//yehY//kdpE//rzoR//dsbA//argH//caiD//minC//gmhB//rfbX//cysG//menA//fadL//grxD//rutF//nmpC//rplI//bamB//btuC//yibH//leuA//gadB//kgtP//purF//rlmN//phnG//mcbR//moaB//gadA//rpnD//chbF//guaC//moaA//hdeB//rsuA//pepD//yehZ//trpD//eptC//uvrY//trpC//alpA//flgB//adiA//ftsH//rutA//uraA//rzoD//yieH//gltD//yidA//nikR//mhpD//hyaD//yneE//yfdR//alaE//dhaK//phnC//yraH//frwD//slt//hyaB//hyfF//rffT//garD//lptA//gadE//btuD//scpB//aroH//yciV//frdC//trpL//rpmC//lasT//intS//dfp//ybiJ//rlmB//roxA//pdxB//dsbA//pnuC//murQ//yfiC//sucA//mdtG//aldB//rnb//garL//eutR//ispF//dps//mdtN//trpD//wcaC//clcA//focA//waaC//maoP//norW//spoT//opgG//xylE//tufB//menD//mutH//pmbA//trkG//bacA//pflA//cydD//elyC//yddM//uhpC//fau//folM//caiF//livJ//rnlA//ydbK//macB//dicC//ibsE//sthA//iraP//carB//pldB//flgH//lpcA//fdx//waaO//yqiG//speC//pbpC//hisG//waaH//rpmE//fliS//nuoN//bglX//tsr//murD//mlaB//aroH//leuC//chbR//paaC//opgB//roxA//rbsB//amiC//mreB//yafC//atoC//selB//ssuC//essD//cdgI//bioH//glpB//lolE//fhuB//insE-1//sdhA//livF//leuD//fetB//lsrA//yhjD//glpF//yneL//yejE//araF//dhaM//uup//queG//feaB//ynfE//hslJ//dnaG//kdpF//trpL//waaP//putA//selA//ygiB//yciK//aslB//exuT//adeD//gabD//yihW//katG//cdd//ycdY//ypdC//fliD//nrfG//yigB//gadW//cysG//yeaE//purL//cusC//yciH//efp//maa//napC//tsaC//tatC//rutG//menI//endA//uvrB//fimC//ybiX//pepQ//mrdA//paaE//fkpA//ybhR//rfaE//glsA2//rpsA//ssuA//ispB//gsiB//rlmD//alkA//ung//nmpC//sxy//fic//tusB//sfmH//crfC//wzb//mcrB//opgG//arnD//ruvC//artJ//nrdG//hexR//tsx//yjjX//ybeF//exbB//preA//katE//gltX//ygeV//uidA//pdxJ//gltD//yoaB//phnJ//dsbC//yhfS//yejE//paaD//yadM//ppiC//yidA//zupT//uhpC//hipB//yeaD//tolC//rplA//lipA//rplA//polA//gsiB//citX//gatA//yagJ//rdgC//panE//osmC//zapE//mltB//entC//hisH//mhpC//holC//mepS//aslB//hisB//dapB//accB//insE-1//oppC//nhaA//obgE//nac//mug//mnmE//dmlR//tpx//infB//rpmJ//iraP//aslB//norR//yhhY//baeR//sdaA//leuC//nepI//dnaB//amiA//rbsD//iscS//rna//gabD//fepC//rnhB//obgE//ldcC//yneL//yegT//rplW//hlyE//hslV//maeA//decR//dinD//yiiE//blc//mutH//asnB//gstB//waaO//nuoB//proA//radD//allR//insB-4//murA//lsrG//feoC//tatD//yeaG//syd//slmA//rutF//rplE//pdxH//cutC//hflD//gph//mutH//gspF//chbA//pepA//clpX//mliC//cysM//yfjV//xanP//yfcR//yjjQ//gspI//sbcC//modC//cas1//purA//phoR//rlmE//rpmG//mnmG//secG//yqgB//rne//ymgF//gnsB//phnG//gntP//cysU//pncB//dhaL//dapD//fdrA//xylG//insA-1//phoU//hycA//adeP//rffC//lpoB//ugpB//ytfQ//hokB//yihU//hemL//seqA//sfmF//fliM//glmS//yahF//lpoA//qorA//valS//glxK//fumB//alsK//nfuA//nupG//flgD//uspE//tar//yfeW//znuA//kdsB//bioF//qseC//pgm//puuE//crfC//cho//rffC//ygiW//bioD2//rhoL//yphD//agaW//ftsB//pdeH//yfgI//ypjD//abgA//rbbA//sgrT//nac//aaeA//ispH//yehP//ileS//mdoD//yejF//entA//coaD//fimZ//ubiB//yfdK//cysC//lyxK//rclR//yqiJ//htpX//msrC//ygfZ//araH//rimJ//gcvH//gspI//sgcR//alaC//acrZ//nirD//lhr//
GO_0006952_4	hpf//sanA//mmuM//yegD//ybiO//afuB//ygaZ//ydhC//hflK//ldrA//ydjK//dcyD//
GO_0006970_4	mdtG//fhuB//mdtE//ushA//ftnA//tomB//hisP//ccmA//guaD//dapA//xerD//ybiW//rpsN//flgM//yrdA//purU//pgpB//pck//zapE//waaH//glnS//yobA//xthA//rhmR//speA//rplF//yehP//hofC//cheW//lepB//torC//fliA//lptA//mug//rbn//yggT//recO//ycdY//
GO_0006972_5	kbp//nrdG//gabP//ycaN//mreC//panB//envC//cecR//yjtD//fadJ//nanA//fliA//artP//ydiR//
GO_0006974_5	oppC//yhjB//ompW//lon//hscB//smrA//modC//ileS//hha//rcnR//rlmA//yjhG//tesB//mdtA//birA//prpB//setC//stpA//rsmG//pstA//ilvL//fdhE//manZ//ygdG//pspA//ybjN//hsdR//yahB//emrE//aldB//valS//ravA//hyfC//csiD//rpiB//gapA//lexA//opgC//pgaD//fucP//uvrD//uspC//yejE//bioD2//osmY//bssS//mdtP//rlmE//gadE//phnK//ilvH//xylR//cyaY//nrdI//bssS//pepT//cusF//decR//fadE//fimH//sufS//rfaF//yhgH//rimP//dppA//rpsN//copA//ymfK//ygaZ//galT//ccmD//torD//potH//ulaC//rpmC//cdd//gadE//mngB//cysI//hofP//yobF//mdtA//ihfA//rdgB//clpP//ftsW//uxuA//mtfA//radA//rplF//ibpB//cptB//truA//yeeO//ybjX//flgJ//yiaB//amyA//rbfA//rplF//ygfA//mzrA//yjiR//xapB//accB//ftsB//rhaR//metK//yhbS//lnt//nirB//sfsA//yjaA//yahN//iraD//mog//upp//dusB//ilvN//yggX//hypA//elfA//rcsB//lysS//hslJ//clpX//cmk//opgE//mscK//ytfQ//yfaE//purR//mtn//hcaT//ompN//yaiP//ypjD//mliC//hns//bioH//potB//trxC//caiF//yigB//norV//mltG//vsr//frmR//yjbH//nuoB//glnQ//rplJ//tnaB//rpnD//yciH//mhpB//yjhI//narL//clsA//gpr//ydcP//der//cusC//lspA//secB//parE//cynS//ansA//phnO//decR//yeaE//rbn//cueR//lptG//mtr//phnP//plaP//rclC//fklB//nrfG//glgB//paaZ//fucP//moeB//cutC//fruB//glpD//nanC//frwB//araE//betB//rcnB//dpiB//yahF//yciF//abgT//uhpA//asnA//ravA//malI//nanK//ydgA//yibT//yjiX//lepA//tauC//yjhP//tsaC//argK//xthA//metC//bioD//yjeH//zraR//ynjA//rutG//rfaC//dppA//fur//cbl//thiP//ygeV//plaP//araF//menA//malQ//ung//yahK//ldtE//lysC//clsA//secY//intA//xisR//rplR//ttdA//srmB//modB//yciA//mscS//aceB//yiaJ//glcA//bglJ//ybfA//fucI//
GO_0006979_4	waaP//galF//murA//yahI//nusA//proS//yegS//yjcE//fadH//nirD//yciK//frwB//radD//arfA//cpdB//ymgC//dicC//lapA//ribC//bsmA//pitB//mdtQ//ubiI//mepA//yejB//hflC//fimB//ytfP//fliM//dauA//tmcA//aroC//yfdG//pepD//yahO//fucP//dnaQ//sbcB//yedF//greA//ybcF//bacA//waaS//cmtB//pckA//yqjA//frlC//bdm//ribB//menC//fadM//tar//crcB//phoP//lptG//frlC//rseP//rimM//hscA//fau//pepA//malE//rpnD//uup//elfC//yciF//flgI//smpB//yhhY//thrS//fruA//etk//pckA//yhaO//intF//pdeR//ilvH//pabB//lacZ//uvrA//metL//treR//yadC//cysN//acpP//yggW//
GO_0006986_5	rpsK//mdtC//ftsN//argT//rseB//kbp//
GO_0006995_6	yfcF//secG//
GO_0006996_4	gyrB//paaA//ldtD//rpmB//yagI//ycfL//pstC//appB//leuB//tatC//phoE//lyxK//fau//gudD//yhbS//nusG//tisB//fliD//soxR//rsmG//mdh//yddL//rhaM//idnD//oppB//yihP//dinQ//leuB//tusC//ompG//yegD//araE//mobA//stpA//cspC//bglA//opgB//recN//crfC//
GO_0007010_5	pheT//
GO_0007059_3	agaB//pgpB//fepB//ldtE//avtA//yqgF//sspA//fetA//arnT//scpC//
GO_0007062_4	rffC//fruB//dgcT//rpnD//
GO_0007154_3	mlaC//ytfR//yiaJ//potI//yiiM//yhhT//ydhJ//ygfA//ybiX//yfaV//evgS//recA//hypF//insA-2//cpxA//upp//mak//opgH//ldtB//arsC//glcB//ydfH//ycaO//msrB//ybdO//truD//agaI//yebG//yhdX//rfaD//agaV//dgoK//degS//ibsD//gabP//xisE//phnC//csgF//dnaE//yqiI//paaX//rsmH//rhaB//bcsQ//metE//prlC//patD//yhfS//amiC//yceD//bssS//yfdC//ddlA//zipA//dxs//
GO_0007155_3	orn//murR//hcaE//fnr//sanA//alsC//ilvN//azoR//ybdH//ycgB//ldcA//pykF//holB//yafO//cspI//dgoK//tsx//purC//hflD//cysD//rho//mioC//xylH//glvC//btuR//lysU//yibF//ybiO//yaiW//umuD//cof//ispF//tolA//exoX//coaE//
GO_0007163_3	miaB//
GO_0007165_3	ybeY//afuC//rlpA//gntK//ghoT//glk//mog//insI1//yjcO//waaF//umuD//ydiV//sbcB//yjjQ//sucD//cmtA//speG//trkH//frvA//lpxB//zapD//yhaV//rffT//pdeK//pnuC//srlE//mobA//kduI//shoB//clcA//patZ//ptsP//rfaE//ycgR//mlc//fdoG//kdgT//creB//eco//yiaB//feaB//yeaD//clpS//thiI//queG//frdD//gspE//mreD//adeP//ydcS//glmU//ydiP//eptC//tdh//ffh//tsgA//uidA//ynbC//nrfB//mscL//
GO_0007166_4	coaE//crl//srlE//dcuD//
GO_0007215_5	thrA//mntS//dgoA//hinT//
GO_0007231_4	yqiG//
GO_0007234_5	pckA//
GO_0007267_3	cvpA//rrrQ//
GO_0007346_6	rnlB//ycjW//tamB//
GO_0007584_4	abgT//pgl//xapB//menC//
GO_0008033_9	kdsC//rapA//ribB//pta//clpB//yjfF//yajD//folP//fabZ//hcp//frlR//glk//pabA//rcnB//hicB//sppA//shiA//ydgA//thiE//agp//galR//folP//acnB//potI//ybfA//yddM//apt//ccmH//lepA//fecC//umuD//relB//pta//yehP//ymdB//hcaD//rutG//glcA//ssuA//ruvC//yjaA//hsdR//yhhT//yqiG//era//eptC//fruK//feoB//nupC//secG//torC//rlmA//yqeA//fdoG//hypD//hyi//
GO_0008104_4	yojI//cpsB//artJ//umuC//ynaI//ycgR//zapE//lipA//pitB//fixB//recA//ybcL//crfC//sdhE//yjiR//hypC//xapR//parC//chpB//otsB//rmuC//yciE//gcvH//fhuC//fecA//norR//ompN//yhhY//lldD//shoB//mrp//sufS//ynaI//lit//rpmA//tktB//ytfP//ubiI//cobT//ydiK//yidK//pabC//gatD//xdhB//dps//gluQ//ccmF//yggE//moaC//
GO_0008156_8	dacB//trpR//yqhC//recR//lptE//hinT//
GO_0008202_5	ubiI//
GO_0008206_5	cysI//
GO_0008213_7	uxuB//envZ//dgoD//ackA//yjbF//prs//aroA//ftsY//
GO_0008216_5	thrB//dgt//gltK//
GO_0008219_3	recT//recC//ymfA//ribF//nuoG//ybhF//ompC//yfcP//waaH//frlB//yqcC//rhtC//dsdA//nupC//fdhF//
GO_0008272_6	rng//ycjP//rnc//greA//iscR//sbmC//baeS//
GO_0008295_6	glnD//hyfF//idnD//
GO_0008299_5	yghB//mrdA//flhE//ydeI//aaeB//cnu//
GO_0008360_4	pheA//thiG//wzc//yfdR//arcC//sufE//aroH//era//polB//lolB//ssuB//fpr//yajL//leuA//queA//ycgB//
GO_0008361_5	sodA//narH//syd//gppA//ygaH//
GO_0008380_8	rtcB//
GO_0008610_5	ytfQ//dps//holA//matP//hycA//gpp//csrD//idnO//tdh//tus//zntR//ortT//rhsD//gntP//acrE//potG//ftsX//nirD//rarD//gutM//caiT//emrB//yhdX//iclR//yagF//pykF//fadA//ibsD//acrB//hslJ//yjbG//alaS//gltD//nusG//sppA//glnD//ydeM//truA//rraB//yqaA//tcyN//atpB//tauB//acrD//agaA//sdhD//acrB//yahK//allS//nadD//ypdF//melR//ftp//ilvN//aceK//yhiM//ppiA//hokE//msrQ//insI4//selA//glcC//mog//ycfH//yceD//pdeH//yobA//
GO_0008614_5	ompT//pstC//tnaB//cmtB//hisI//ycaO//tatE//
GO_0008615_6	zitB//rpsM//yiaT//ycjW//ttdB//ykfM//glcA//
GO_0008616_8	trkA//insH-5//hicA//rlmE//serS//feoB//pgaC//
GO_0008617_9	yidZ//
GO_0008643_6	recJ//pheT//ansB//uvrY//sgbH//sspA//cobB//aas//waaZ//hyfA//panD//gadB//yhgH//lptA//nrdE//mdtI//yajO//speF//bioH//uvrY//pcm//epmA//trkA//cyoE//puuE//rhtC//sufA//yjhB//eamA//gspJ//lpd//zraS//mocA//ygbI//lrhA//tpiA//ddpA//cycA//mtlD//astC//ilvM//mntS//mscS//ihfB//radD//yghO//dtpA//ribD//nupX//rnpA//gltP//trpE//mscS//feoB//pdxH//secA//cmoB//lysP//iscX//rne//fucO//yciE//fabG//waaO//acrE//tas//mglC//tauC//uvrC//tig//serS//dam//cysH//sseA//ileS//hscB//mepS//pliG//uidC//afuB//cadB//rutA//nanR//aes//gltP//fhuB//recQ//epmC//ydiK//gfcE//speE//yigL//hycA//mdfA//pheT//cbpM//ygcO//rhaR//intZ//lysR//rplA//nrdF//ribE//speC//yhcH//rtcB//fadL//ydfG//mcbR//yodD//nudF//mdtN//alsK//fimZ//
GO_0008645_8	fdhF//puuD//yieK//acpH//mfd//yieH//gltD//mcbA//cheA//hinT//phoR//trmI//trxC//nrdE//sppA//dpiB//cas2//ydcM//leuE//tauD//alaC//sufS//gyrA//rplF//
GO_0008652_5	cbpM//groS//bipA//gntR//ytfQ//fabR//livH//wrbA//rep//rpiB//betA//prfC//pdeL//fucI//uspG//leuC//yhbY//nanR//mcbA//ytfP//sdaB//exbB//tolA//lldP//rbn//ygiN//ccmA//nhaB//yggN//napC//tusA//rpsR//artP//tonB//srlA//minC//leuE//alr//ybaT//fucO//opgC//uhpA//rspB//dacA//proQ//msrC//yraI//lolC//iap//chbC//ydeO//shiA//secF//nikE//npr//menB//yiaL//glmS//yghB//fiu//fliS//hisD//elyC//hdeB//macA//diaA//fmt//maoP//afuB//hybC//infC//add//puuP//modA//pgsA//ydcR//cusC//treF//yhaM//cheA//ycbB//mngA//menA//uxuB//purT//fadB//mtn//yoaA//ldtA//cfa//rfaC//ravA//eamA//phoE//yedX//tesB//secM//ulaA//yqiJ//malQ//lptA//fliA//rffT//parE//phnI//yhjB//rimI//mtnN//nlpI//zapA//pgm//yeaV//dmsB//ldtA//
GO_0008653_5	clpB//cpxA//menD//rseC//cpdB//infB//cynT//rpsT//dcp//ydhJ//copA//nfsB//ycbU//
GO_0008654_5	patZ//yhjC//mdtM//ytfR//murR//metN//glgX//yjiR//glmS//hisM//menD//yfdK//ygeA//narW//lgt//rpsS//gcl//prmB//ubiA//trmH//gspE//hdfR//torI//ulaF//psuG//dbpA//flgD//ybaK//yggE//yihP//insI-1//dxs//curA//recE//prfA//
GO_0008655_5	casC//gsiB//cspI//mtlD//yidP//tsaE//purL//
GO_0009050_6	tsaD//glvB//
GO_0009052_6	uhpB//glvC//gpr//ydiR//glnK//sdaC//pck//
