#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rhaD//mdaB//dcuB//xerC//
GO_0006797_5	ybjC//ribB//
GO_0006798_5	entD//
GO_0006799_5	ccmA//
GO_0006801_5	ddlA//alsB//ybbY//
GO_0006805_4	pliG//dadA//fruA//ldcC//mdtM//torS//ampG//sfmA//chpS//pinQ//frmR//purA//appY//hypC//dgoT//dut//ytfT//kdpC//tsr//kdsC//acrA//rraB//murD//elaB//
GO_0006807_3	phnM//hemN//fhuF//atpA//cpsG//ftsB//csgB//yegS//cpoB//ybgQ//rpoA//gltD//lptA//insB-4//rpsQ//pdeR//gldA//yddG//rhsD//melA//xylE//pphB//rraA//epmC//yjhC//aspC//entC//iscU//arsB//insA-2//adeD//eamA//emrY//yfaE//yraN//melR//rph//yihI//spoT//cas2//glk//mnmC//narU//amyA//recG//fimZ//rplB//pdeR//glyA//sdhE//cycA//ycaO//rimM//ppsA//rsmH//rnhB//fadB//yfiF//accD//ilvI//fryB//glcF//ascG//brnQ//rlmC//rutR//yddM//fixB//degQ//frdC//sapF//rplM//rspB//rhaS//adeP//csdA//exbD//aas//ompW//mltA//gshB//gabP//nlpD//fieF//nikB//entS//uhpT//torS//prmC//sapF//dcyD//tus//cbpM//purD//yjfF//bepA//menD//leuA//kdsA//rhlB//pdxY//yqjH//ftsY//torS//ybcF//scpB//ybiI//yhhT//ispG//scpC//soxS//kdpF//ubiD//hprR//cydB//atpB//dgcM//borD//leuE//cadC//setA//argK//ycfJ//acrD//tehA//ispU//alaE//mppA//kduI//mdtL//flgJ//waaC//glvC//mazG//sthA//pfkB//curA//ygiW//sgrR//uhpT//yqjH//vsr//rpsJ//ptsI//mlaB//ygiS//fepA//yafN//nrfG//pyrL//yieL//mdoG//mdtI//yaaA//iraD//miaB//der//serC//fucI//rutB//rpsQ//nuoB//yfaL//pepB//leuE//frr//yhdH//argK//argD//panF//bfr//insB-2//ispF//mgsA//deoC//wecA//argK//rsmJ//rlmA//ilvI//hycI//zapA//yfeX//treC//narH//mtfA//wecC//abgR//ttdA//ymgF//rpsI//mreB//rutG//ytfQ//degQ//lnt//yedF//artP//lgt//argS//ybdG//kdpC//elfG//hipA//elaD//ddlA//cdgI//lysO//hdfR//tilS//eutN//lysR//nanA//coaA//fdoH//yejE//yahK//crl//ynfK//aspS//flhE//rapA//ygaH//rluB//ivy//ada//yhdW//tolA//gadB//fimF//coaE//yagU//chpS//yiaJ//rhmD//pppA//bioP//astC//ascG//yebC//yihU//smpB//tyrA//pdeF//xseB//nfo//holB//sapF//pgaC//malX//fucA//xapA//dapF//rseC//ydiV//treA//pgaA//yhfS//ydhK//ybhS//ybgI//fau//etk//artQ//cas2//sgbH//diaA//ybiJ//yccX//ycgB//pinE//ddlA//yhhT//csrD//acrF//cutC//xisE//malF//ydaN//ybaM//rplP//ycfH//xseA//prlF//betB//tsaC//ansB//matP//argD//aroP//fucI//sgbU//aceA//envZ//manZ//hipB//araG//yidR//xseA//mcbA//secF//sbp//focB//groL//rutC//yhdW//wbbK//ycaN//rspB//yhdH//ygcO//ydaN//agaA//manX//elfG//etk//ybeF//tolR//appA//xerC//rnhB//qseC//cbtA//hslV//xapB//nlpD//xylR//yfbU//chbG//pdxH//tatE//prpD//trkA//accB//dam//ribB//dinD//rhlB//basS//nagB//ybcJ//djlC//nuoE//mutY//yhjV//yafS//mnmE//ibpA//gmk//mdtJ//mltG//cueO//ibpA//nrdD//ldrA//rlmA//sucB//oxc//ycaN//rihB//pgpA//cobC//ydaC//surE//pstA//mtnN//gfcE//gyrA//ugpE//fliS//ydeT//yabI//nikD//tnaC//dnaN//yajL//mdtM//yiaT//manY//sspA//ymgA//dgoD//yihP//msrC//mreB//potD//yhcN//rrrQ//priB//yjjG//gatB//glcE//hns//mgtL//rclA//mdtA//potC//recG//waaL//ackA//rplF//gcvA//chaC//yejB//smrA//aspA//rhsD//waaL//yjcE//bglJ//mreC//entF//hrsA//sfmC//livF//topA//rpsP//sucA//accB//rnt//narH//narJ//gmk//rcsA//glpT//pstC//sbp//gpmA//rnr//araD//trmB//cdsA//ftsI//lpoB//deoD//tsf//ftp//crfC//gfcE//eamA//bioD2//guaA//yiaB//cho//artM//allD//maa//sgcX//leuD//puuC//abgT//moeB//exbB//yihV//leuA//mdtM//cheR//hemN//ygcW//ldrD//rseB//endA//plsB//topB//tdcD//yjbE//fimZ//rplA//mrcB//recE//lpcA//yfcG//acnB//ybdZ//rpiR//ygjK//fmt//dnaN//nanE//proW//ribC//ribF//cyoB//spoT//uof//hpf//flgA//rbsC//katE//serA//cysS//otsB//gpt//wcaC//yghO//yfbR//yciV//prmB//clcB//yfcV//rhlE//yedA//metI//rclB//cusA//yhhZ//dicA//ahr//msbA//livM//cptB//fadK//aes//rplT//rpsN//ftsB//atoS//ftsX//amiB//cfa//hsdR//hemB//lptC//bisC//prpR//carA//marR//coaA//rlmG//lacZ//fliA//gcvT//wbbK//yeeO//ycaN//moaB//gsiD//ilvC//rpsJ//uraA//pagP//nuoN//tig//puuA//alkA//araB//gadB//fadJ//bssS//murB//fdhF//araG//waaY//queF//ynfK//fabB//glpR//ompW//gntU//gluQ//sbcB//yggF//murP//yjbB//mdtM//dgoK//fliD//ygbN//rplC//lysU//yadG//hprR//ulaB//insI-1//rnlB//pphB//gspF//yecS//torA//hchA//ibpB//sgbH//rpnD//yadM//gabP//eutR//lpxB//yraJ//sodC//mgrB//hemD//argK//rutA//glgP//chiP//glgS//lpxC//fruB//cheW//recR//aqpZ//pgrR//recX//oppF//ribD//yfjV//sapB//exoX//yagE//lrp//fdnI//luxS//fdoG//rplS//yfdK//waaZ//intA//proA//yfaX//hipB//garP//secG//rpmF//ybiY//tsaC//deoD//dctA//glsB//tolC//xylR//ghxP//fecD//amtB//metI//crcB//frmR//nrfB//rpsE//fdhD//hofN//glcA//cynS//ytfE//feoC//potI//yihL//ybjC//hybG//ansB//pabB//barA//yciA//trpL//putA//ampD//mrdA//hyaD//nudC//priA//lpxP//phoE//sgcE//aceB//trpB//mtlA//gntT//essD//ortT//yihQ//argD//fic//yebS//lyxK//ybiO//queF//cbeA//glpK//cycA//ompT//hemG//selD//yfgJ//ygjR//hybA//norW//focB//yphD//glpG//matP//tusD//metN//yehD//pdeL//nei//ybiV//mdtF//fhuC//uxaC//yjhC//cbpM//hemD//hemH//yigL//iscA//serB//ulaB//phnJ//yhdW//pepA//ydbD//gntU//msrP//ais//dfp//nupX//rcnB//xapB//rep//xylB//edd//aphA//glnL//truB//lamB//secE//tsaD//cmoB//nikA//fryA//dsdC//ygcO//fliM//purL//surE//nrfC//fdhF//bacA//ubiH//grpE//glcC//trpS//csgB//rimM//dinJ//cueR//envC//ruvA//yfdK//aroA//hycH//ygaH//yeeL//secF//yaiP//phoB//yfeW//dsdX//uhpB//glk//dsbB//dauA//clsA//bluR//ulaD//alkB//abpA//copA//rdgB//cbtA//glpR//aas//marA//rpmJ//speG//ftp//sanA//emrD//cobT//tesB//lpxD//mtlD//yqhD//cbtA//prlF//sucB//rpsK//ybbW//betA//alaE//norR//yddM//uhpA//yijE//glnH//waaH//proP//nimR//alaC//tldD//melB//pinR//trpA//chbB//dgoK//yafO//tyrS//minD//moaE//aldB//trpGD//yqhD//narK//rplA//napC//sdhE//cusC//recC//tsx//mrdA//arnD//mgtL//sgcR//seqA//proQ//narU//tyrB//lplT//bioD//ompC//sufB//nrdD//znuA//nupG//mnaT//gntU//patZ//oppA//ptrA//citX//zraR//yaiV//nupX//rnlB//tcyL//malP//valS//yaaY//rluA//yejF//dfp//nagK//uspG//alsC//dicA//rpsD//flhC//fepG//yggF//pheT//ybiS//phoB//yeiE//rimK//mmuP//yeeJ//rho//glpT//mutL//yciF//melA//hyfC//umuD//yfeD//yghO//dnaE//ygjH//qseB//kdsA//napF//yjjQ//uxuB//lpxD//ybaO//clcB//hha//lpxM//yceO//csdA//sfmD//bdm//xylR//menA//chpB//ldcC//tynA//mdtE//dbpA//tar//nagD//apaH//hisB//hflC//gnsB//rsgA//ymjB//flhD//hmp//gfcE//uhpT//ybiY//malP//holE//thiP//gadE//hcaC//fdhE//lptE//comR//ydeE//nuoM//rplE//mliC//flgE//yddA//gabP//mnaT//lsrA//hemE//cspD//coaE//pth//fieF//atpF//adiA//puuR//proW//flgF//yjbB//gatY//tcyN//rcdA//hycB//pdeL//trkH//trxA//bssR//npr//aroE//dpiB//tdcD//prmA//galF//alaS//nagK//yhcN//rpsK//tusE//ybaM//yagI//yehC//cspD//ddpX//nhaB//mdtP//nanE//amiA//yafO//npr//proP//lasT//rimK//yagJ//bioF//pgsA//kbaZ//rpmC//sfsB//fruB//yciT//appY//cydB//rfaE//rluE//alpA//gstA//copA//metQ//nikR//dgoD//lysP//ascB//agaR//uvrB//fklB//secF//ibsB//ackA//yjfP//astB//sufC//rpnB//yobA//livH//idnD//ytfP//epmB//yidP//dacA//aceA//rnlB//yihI//erpA//yqgB//yjjB//sfsB//yddG//potC//plsB//yhbQ//nadA//gspF//rpoE//hisQ//sapB//ytfQ//tynA//yhbY//fabR//rpiR//envC//fadI//secF//xylA//arnF//manY//xapB//yafC//gatD//glpC//ccmD//metF//bcr//astB//xylA//pntA//bioD1//kilR//cbrC//rimO//yajL//paaE//gfcE//baeR//ccmH//rsmH//ycaO//hemF//yoeB//fimF//cdh//ybhP//gnd//sad//iap//guaA//gntT//mlc//bdcR//ygcR//yafC//yadK//dsbG//dnaN//dgcT//katE//bluR//aroK//yjiM//adiC//mltC//argO//hinT//bamB//ppc//lpxL//bioC//zntR//ykfI//panB//pabA//lsrB//rfaH//yfhH//adeD//rnpA//fimZ//rimL//hcaT//bepA//hns//ebgA//menI//ghrB//mglA//degS//rzoD//ydeM//lgoD//yjfF//deaD//cyoD//fiu//yghW//metC//paaD//kefG//mnmC//ulaA//ilvH//fruK//secE//gcvA//mhpR//waaY//clsA//mlaF//ybjD//mtn//sdhD//vsr//dam//kdsC//ydhQ//hycI//gloB//yneE//dnaK//fdhE//tynA//ispG//ftsY//epd//ubiC//prpC//manA//ynbB//guaD//birA//rhlB//iscU//yciE//serA//ycbU//apaH//ynaI//fmt//purB//cysI//yidH//ubiI//hisS//nadK//plsX//dxs//tehB//ldtD//katG//ptsI//murR//tauA//flgA//yadG//yoaA//pmbA//slmA//fabR//tisB//garR//galE//dtd//casE//yphF//yhdW//aroD//cof//ansB//fucK//argG//waaL//dicC//murE//yddA//hipB//rpiA//ykgO//yeeL//hscA//rpoS//yidE//yrfG//spy//
GO_0006808_4	exuT//ulaG//creB//
GO_0006810_4	dinI//fliG//sdaA//ycdX//argF//amiA//yfcS//rpnD//uof//zntA//flgK//hycH//yafS//fimI//fruA//tyrA//bglX//malY//pflA//sgcR//kduI//ddpX//xapB//rhaT//napD//gspJ//rsfS//kdsD//lptA//ycjQ//yhfS//yqcC//clpP//mdtC//mdtC//argH//aroB//ygjH//tolC//galM//ccmE//recN//mglA//rhtB//slyA//rbn//proW//ydiZ//folX//purF//aidB//yedA//ftsQ//hokB//ybdG//cbrC//cspI//ybdM//appC//hemG//yaaY//fumB//speE//yijO//ppc//rimO//envZ//tbpA//cheB//holE//corA//ftsQ//waaG//manZ//ycfL//yfdR//alsA//nikR//yaaA//narK//yjhG//tusC//katG//oxyR//lsrD//proX//macB//azoR//ydiK//fadJ//hcaF//chpS//rpnC//iap//pyrF//ispB//epmB//proV//hisP//chbB//insH-6//caiT//rpmJ//hyfC//mlaD//dmlA//rsuA//dsbC//livH//yhaM//galP//hslO//dcuA//rnlB//citT//ldtE//mgtA//thrL//ribD//fucP//lsrK//alr//mnmG//rpsP//dcuD//emrD//sfsB//yfdK//rclC//pykA//hycH//yhjC//hslU//pgpC//pgi//tsx//sufD//yehA//lpoA//glxR//yfaE//ackA//ggt//dnaG//glsA//gatA//uidA//secF//guaA//afuB//cheB//putA//yiiD//cysM//dgcQ//yadN//yjhI//flgJ//ycbV//ydaN//fruK//frmA//basS//dnaG//yahF//mrcA//dgcE//rbsA//purA//insI-2//nanC//murJ//ypjD//ydcZ//rayT//fhuF//nrfE//waaJ//alaS//rne//dxr//leuA//araG//panE//rplA//rutG//syd//uxuR//cmoM//dgcN//pinQ//narX//rnb//hdeD//yhjR//agaV//ravA//yibF//fadE//pntA//pflC//dppA//ygeX//bdcR//macB//treA//ynfL//queC//ahr//intA//nlpA//frmA//yiaM//aceA//selB//wzzE//kduD//mdtO//proP//gcvH//sgcR//lgt//cstA//ycfH//sixA//glyS//ychO//cbrC//holC//galR//nepI//yfhH//lpxD//cysQ//pgsA//dtpA//creC//stpA//rspB//fucP//frlB//manA//zraS//ftsA//dhaM//curA//clpP//yhjV//xapA//yjhC//exbB//insH-6//galR//ybiV//nlpE//ltaE//appY//yhhY//yghW//deoB//uhpB//entC//dut//tadA//ybeQ//bamB//pflA//sbcC//phnM//yhjC//yfgI//rplX//mhpD//glpA//truB//moaB//rpsQ//opgE//lldR//smpB//ravA//dkgA//ftsK//aroE//ybdR//lrhA//alr//yadN//mntH//rnhA//clcA//atpE//dnaJ//skp//lptC//ycbB//cyoD//rhlB//gutQ//rnhB//folD//gadC//hisC//grpE//glgC//appB//fucI//mazG//rplT//ygeV//rpsT//yfiR//ybhP//ycfL//rpnA//asr//paaC//rpoE//yjjV//alsA//ygaZ//cytR//dps//plaP//yigB//fcl//hemD//puuA//rzoD//alaA//flgK//csdA//gudP//yqgB//rpe//xapR//ptrA//wrbA//ompF//deaD//prlF//mmuM//manZ//yiaO//thiG//paaE//panC//yedA//rlmB//yaaY//yedA//ada//norW//htpG//menC//hfq//ybfA//yjbF//oppC//wecA//codA//uvrD//ygfX//sbcB//alkB//livK//csgB//galP//pheA//iscA//msrC//rhaS//yacG//yjbG//speB//rlmJ//paaK//narV//cspA//lpxK//rho//dmlR//pgaC//mug//yejB//fre//tcyN//mfd//xerD//trpS//ettA//dinI//yphB//nadB//hflX//cdh//yghB//yiaJ//glsB//roxA//pyrB//yphF//ydfK//csgA//arnT//yebK//mliC//ykfI//yiaO//tdcE//nrdG//rpsS//deoC//cpsB//ftsW//cheZ//ydcO//ycaN//acpS//rbfA//fruA//sugE//cyoC//dmsB//yihI//marR//bamB//nfuA//bcr//fimZ//fucP//yehW//pflC//ydcZ//entA//gatD//ubiJ//menD//adeQ//yihV//prlC//pflC//ybhF//dinJ//rseC//ynhG//yieE//citG//glnK//mipA//lit//ascB//ypdB//waaQ//prpR//scpC//ynaI//feaR//hdeA//nrdB//lsrC//phr//agaW//speA//yjiY//msrC//fepB//rpe//copA//lpoB//proP//garL//rzoR//argD//ariR//yjhC//mdtA//asd//rplR//dgt//gltL//amiC//osmF//yehB//icd//plsC//soxR//fadL//osmC//rpmJ//rsmJ//elaD//ygdG//clpB//rpsH//acrE//kefG//acrZ//fadA//atpB//phnM//zapA//fic//ykfM//frmB//fpr//hyaA//mfd//yagG//uspC//yjhG//cspI//ccmD//citT//groS//panC//ygiN//ftnB//talB//elaD//ftnA//appY//ubiJ//puuD//menE//flgE//groS//glgC//metK//rfe//atpC//sspB//dps//gsiC//acnA//mcbA//dgcN//yraK//argR//cobC//uxaA//moeB//puuD//rnlA//yebK//atpH//ftnB//sutR//aaeB//ycjR//ybiO//treF//mmuP//trkA//rbn//yhjA//araH//parC//cpxR//katE//ydaN//sufA//prfB//hemB//dcyD//rfaD//deoC//yebZ//hprS//rtcB//adiY//frwD//lldD//csiD//yibA//iscS//dapD//aroL//sufB//lapA//lpp//gatZ//yidL//yafE//dcd//zapB//purA//grcA//ydjK//bolA//fadJ//hscC//bepA//deoB//phnI//ymgF//dicB//torA//
GO_0006811_5	allC//malZ//higA//yghG//fsr//glvC//rpmJ//ldrD//hypT//potB//clsB//pyrB//cutA//malS//mcbR//pabB//panB//yjtD//ldrB//argO//sdiA//ybaQ//rplK//tolA//atoB//torD//hcaF//xseA//recA//acnB//phnK//pdxK//gyrA//mdtP//pfkB//rusA//yqgB//truC//yphF//ibsD//mdoG//rplF//ydiF//wzb//pfkA//ftsI//tyrR//rcnR//melB//aroH//uvrD//oppD//yhgH//aceF//bioC//rsmF//hisS//yehP//frwB//arsC//recB//lldP//acpP//yejB//speC//allR//lrhA//ychF//pntA//yacG//pstB//ptsG//metN//hipB//sufD//lpd//atpE//ybiA//qorA//nadC//ybcL//mutH//qseB//acnA//zapB//yghG//yijO//yhjC//mcbR//hscC//nadA//ydeP//lacZ//alsC//dicC//rna//phnI//fepE//ydjM//fliS//ydfG//secF//yfeD//ilvB//nadK//dmsA//sgbH//melB//mgtA//patA//adeD//gudX//mipA//sutR//hofN//yjjI//dmlR//yjcE//bamE//idnT//dctR//map//cpxR//asnS//acpT//tufB//yebZ//sucB//gabD//ogrK//zraR//rnpA//aceA//syd//insE-1//yadV//feoA//gcl//rsmF//pgaA//phnL//rimI//yggN//prfA//proV//fetB//csiR//ndh//pdeH//rpsT//deoR//mglC//ynhF//cysK//bglH//pabC//rcnR//dapA//fre//hybD//narU//rluB//mprA//argF//rbsB//ydiB//elfG//zitB//glk//leuS//nupX//frsA//yejA//nagZ//yhjB//glpD//fcl//ycbB//hslJ//feaB//srlR//kup//leuB//tpiA//iap//pdeD//wcaB//lnt//cspA//deoD//dsbA//ackA//casD//ampG//casB//mscL//ndk//thrL//add//alpA//hycA//aceF//aspA//xanQ//ygcW//dnaJ//yhhY//cmoA//rlmF//eco//guaA//ubiC//yqjH//speA//yeeY//bepA//cysC//yjaA//fdhD//bioB//hemB//betA//bfr//recD//sufE//rfbB//yobA//ygdG//lpp//rpmB//ascB//cysD//accD//yceD//mscM//purD//ttdR//kefC//ycaN//folX//ycbB//ftnB//yraJ//yadI//yejA//paaA//nanA//purC//yciT//recR//gppA//ypdC//mtlD//yqiG//htrE//flgB//flgE//cysW//viaA//yafQ//hisF//aroA//intA//bsmA//ddlA//ubiC//recD//rhaS//pgaB//potD//uspB//ypdF//glpC//ybjL//adhE//livJ//pgsA//gpmM//sapD//mdtK//fimH//fryC//yghB//rraA//pliG//dkgA//manZ//
GO_0006812_6	nupG//intA//tatE//dgcE//acpP//ybjG//ytfT//yjhH//hsdR//uhpC//rzpD//cmoM//cmtA//asmA//cbrC//yaaU//yqcG//smrA//artP//yfbS//rcnR//rpsS//gpmM//yahN//allR//dinB//hflC//ilvL//murB//trxC//rpsA//rplA//moaB//acs//artI//rbn//gpr//sseA//nrfA//narI//cnu//gpt//clsA//lgt//kduI//torZ//purT//yrbG//puuD//iraP//adhE//deoD//eutA//ubiX//yqjH//wzzB//yddG//chbF//mocA//feoC//nikC//mnmC//fdoI//menC//gntU//iclR//clpB//gloC//yjhB//ibsD//ybiV//yahO//rpsJ//idnD//mmuP//ulaG//hcaC//eutA//trmO//pspA//kdgK//mdfA//mocA//araG//ydeP//argP//plaP//glk//rcdA//tolC//aceK//nrfD//dmlA//yodD//mhpA//blr//rluE//fdx//ykgM//asd//fimH//mug//rcnR//livK//ulaR//perR//moaA//corA//hemC//casC//yajL//mltB//ubiA//trkG//uvrY//tynA//ybiS//pflB//ybdR//ispA//yajO//hyaB//lptB//nfuA//ldrD//bioD2//sbcD//ydcP//carA//kdsB//treR//tehB//ilvI//hyaD//sxy//rihA//sbmA//flgH//paaX//yagE//hyfA//spy//cof//pbpG//torA//mobA//ydiB//ycjU//hycA//mutM//aaeB//rpmA//pyrF//rffH//yciA//ybhJ//msrQ//hlyE//pckA//ais//rclR//betT//sbmC//hisG//secB//gabT//solA//yajQ//pspG//actP//patD//
GO_0006813_8	rutF//ahr//ygcO//fadK//rutR//putA//menH//yhjG//rpmB//adiA//kbaY//bglA//hokE//caiE//csrA//treF//gpp//
GO_0006814_8	leuA//sgcB//tauB//hyaB//yghU//lptB//yihS//sbmA//mtlD//
GO_0006816_9	uxuR//
GO_0006817_8	hemA//rcsD//chbG//casC//aspA//rutB//yddL//ispG//rimI//
GO_0006820_6	ptsP//frvB//thrB//ilvM//ydiP//patA//paaC//chpB//msrB//entE//glcF//brnQ//nfo//prpD//pfkA//ycfH//ompR//pgpC//gatZ//bglJ//yedX//alsK//iscU//narX//queF//eptB//puuA//nagZ//fbp//yfeW//glyA//gspI//yhjG//fecB//eutK//xdhB//paaK//ybbN//ybiT//modC//malZ//amyA//ygiB//thiC//dapD//zwf//pgaB//ilvD//pliG//yjaZ//cheW//tyrS//rihC//mmuM//gntR//bcsA//ydhK//ubiF//rimM//rlmL//yhaJ//glpB//iscX//aroL//cyoB//agaV//ispG//ydiP//yfaL//ybaQ//fucP//malQ//lldD//ytfQ//rcsD//ttcA//rssA//rhsD//rcnA//ldcC//ptsG//icd//yojI//trpS//ydiO//yidE//rbn//hcaE//icd//ydjK//mepS//wrbA//htpG//gstA//tsaC//dedD//mlaD//recA//yobA//tatC//ydfH//nrfD//iscR//glxR//mutS//mug//fdhD//rnpA//malY//torS//yraI//serC//yfdC//yjjG//era//rpsS//dkgB//atpE//alsA//cpxP//pgaB//ftsK//galK//ugd//metB//hisF//ssuD//speD//mazG//zraS//rimL//tufA//frmA//mobA//glnB//msrC//mppA//lsrC//insK//alaS//gcvT//luxS//rapZ//rpmG//insI3//yfgJ//ttdR//ybaK//xapB//codA//elaA//nhaA//fbaA//mak//secY//bamC//xdhB//trmA//mraY//dnaQ//ompL//ppiC//uof//cobS//ahpC//crl//proB//pnp//yfaV//dgcZ//yeeO//uvrA//ydjE//sanA//feoC//ybeY//aroC//
GO_0006821_8	ydeO//potA//ydaC//
GO_0006824_8	rffT//iap//ribC//dppC//
GO_0006825_9	yiaM//pgpC//lplT//csgE//pgk//fre//mrdB//
GO_0006826_9	yhdX//cueO//rhmD//mnmA//cpxR//puuB//clpP//proV//mcbA//nlpE//dtpA//yoeE//pnp//puuR//ompA//ggt//sbmC//
GO_0006828_9	abgB//pspA//kbaZ//
GO_0006829_9	yghB//rpiR//ubiA//yfgJ//wzyE//mrcB//cysB//psuT//glpG//
GO_0006833_6	sspA//
GO_0006835_8	gcvH//opgC//mepA//malZ//pdxB//nusA//oxc//rpsB//metL//livM//asmA//ddpA//agaB//rpsT//
GO_0006836_5	glyA//rhaM//rbbA//waaJ//garK//gyrB//thrA//rpsS//ghrB//lldR//
GO_0006846_7	rseP//nimR//
GO_0006847_8	ubiC//
GO_0006855_6	rrrD//narK//rutG//fliG//potH//fecB//pinQ//metB//cydD//ybeF//uvrB//allR//tktB//dicC//clpB//murD//nepI//rlmH//yfdO//narY//torC//mscM//glgS//selD//acrZ//yadI//ybiT//leuO//alsB//gor//uspB//rlmF//araF//ydjK//cheY//emrB//ulaF//mntR//opgB//napC//narJ//galP//nudB//pck//dgcE//add//asr//purC//lpxP//tehB//srmB//cydC//yciF//ppiA//nudG//casE//murG//nrdR//
GO_0006857_7	ymdB//topB//bssS//ybiJ//yciG//htrE//ygjH//rihA//gcvP//ykgA//setB//msbA//cueR//tdcE//yedP//artM//atpB//kefG//yqaE//ftsN//hisS//bfr//insK//phoQ//pgi//rlmJ//yiaL//
GO_0006862_7	ruvC//
GO_0006863_7	accA//sppA//cysE//ldrD//pal//gatA//fumC//cydD//
GO_0006865_6	xerD//asr//mltD//dusC//yejA//pinQ//iaaA//birA//pgrR//rutE//ratA//fdnH//lepA//cas3//ybiT//tsaB//yeiG//clpB//fkpA//rcnA//miaA//cecR//flgA//puuE//rpmE//lysU//ygeV//aspA//dicC//thiI//ftsX//yhaC//yqgF//rplS//fepG//srlR//blr//murG//cydD//paaB//cutC//ebgR//mhpD//uidA//gspJ//ykfM//yfiE//lgoR//narX//mltB//entE//fetA//eptB//zupT//rbn//gudX//yhaM//hisM//arnA//cyoC//hrsA//yfdG//gsiB//xisE//ppsA//ftsQ//ribC//kduI//gatC//flgE//gadC//tgt//dnaN//
GO_0006868_7	xylG//tdh//yahF//
GO_0006869_6	alkA//cspC//nrfD//gudD//yjcO//mngB//aroK//lpoB//ubiX//arsB//yfeW//hisH//queD//panF//hdeA//ygfI//psd//aroG//moeA//insE-1//hflD//mliC//yifB//
GO_0006873_5	insB-2//epmC//glxK//rpmA//csgE//lepB//casC//suhB//gspF//bssS//ettA//modB//nepI//menA//cpsG//hybA//ddpX//murP//opgD//emrK//rdgB//clsB//frmA//fdoH//phnG//ftsN//amiA//uof//lptA//ybdG//
GO_0006874_8	qorA//
GO_0006875_7	fdnI//zraR//sdaA//plsB//sbcB//rimL//rclA//acpH//mscL//bioH//rzoR//yedA//proV//nepI//nsrR//yneE//waaZ//galT//ybdR//ubiG//lipB//
GO_0006876_8	dxr//
GO_0006878_9	sutR//fimZ//osmC//rplF//gpp//
GO_0006879_9	ilvH//rcdA//degP//recR//trmL//yeiE//prpD//tolQ//cobC//pcm//yafN//
GO_0006880_4	lplT//emrE//lexA//
GO_0006882_8	uhpT//
GO_0006883_8	yceK//wzzB//gshB//
GO_0006884_4	pgrR//intE//metR//frdC//rplQ//
GO_0006885_9	xisR//rplQ//alr//cysI//alpA//fecA//macA//fadA//crcB//yqjH//dinJ//
GO_0006886_5	dmsC//fabD//lpxL//hslO//rpsO//purU//yeaV//ftsZ//ppiA//ldtA//rnr//
GO_0006928_3	holA//frvR//amtB//hisD//hyi//napD//ynfF//menA//livG//lit//yiaN//nuoB//ptsH//rhsD//atpH//nrdR//ompG//lplA//fumA//abpB//sxy//iraP//matP//yjtD//mrp//rlmE//kdpD//ptsG//mgrB//epmC//kdgR//gloC//ygiW//arcB//torC//lptG//fiu//rdgB//hycH//ytfP//ybjI//kdpE//mmuP//napA//
GO_0006935_4	dacD//yihL//flgC//sgbE//murA//fic//rpsB//eutB//mocA//tufA//zntR//ccmC//potD//coaA//zapB//yfgI//
