#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cspB//kilR//rfaQ//rplQ//
GO_0009094_6	hda//ompC//hyi//waaO//
GO_0009095_7	hisG//mlaC//fumB//lapA//
GO_0009097_7	agaV//fucA//purC//yeaD//ldcA//nadB//ulaE//
GO_0009098_7	epmB//ydjE//phnK//gapA//mutS//citG//cobC//
GO_0009099_7	dicA//tldD//gcd//trmJ//glpK//yihL//ygiB//gatZ//fimZ//glpK//
GO_0009100_5	lgoD//ybjN//fixC//ghoS//bioD2//
GO_0009101_6	thrS//
GO_0009102_6	tldD//purB//ybhF//nanA//sdaB//flgA//seqA//prfC//rlmI//adeQ//ompR//entA//yccS//
GO_0009103_6	ybhS//cpsG//dsbD//sanA//ynfK//glgC//galM//glgX//hdeD//fabB//mcrB//
GO_0009106_5	bioB//mtgA//
GO_0009107_6	frlR//insI-2//
GO_0009108_6	ubiJ//insI4//mutY//ygbN//artM//hexR//focA//mgtL//yhdX//ycjQ//ymgC//puuE//ycjY//stpA//dnaB//flgH//yohD//ibsC//prc//fbaA//mgrB//chbR//ivy//nanA//purU//ldrB//dtpB//ubiE//frlB//proB//queC//djlC//ldtC//rplN//rpnD//yihR//yfcP//pyrF//rapA//zinT//glmM//ltaE//pheS//yihT//nupC//ykfM//mipA//malS//sdaC//trmD//yraI//bcr//grpE//rhtC//mglA//dauA//phnK//yciE//dcuB//mngA//phnH//tatD//recG//zraS//ftsE//agaR//alkB//srlE//wecC//puuC//ybaO//cysK//ybiX//rpsK//yahN//sgbH//mhpT//fhlA//upp//lysP//mqsA//pgm//yehD//hrsA//bamC//trpS//hicA//gatD//setB//tsaE//yddA//hyfR//garL//dpiA//rssB//yfjV//mepM//purC//ulaD//hofO//glnE//appA//narK//hslU//ulaG//vsr//curA//proV//mrdA//adiY//
GO_0009109_6	topA//uvrD//cas3//mtlA//rluA//
GO_0009110_5	nth//aslB//ushA//fnr//galK//metK//sad//csrD//yjhG//ycfL//ompF//yeaK//accD//ribE//acrD//asnS//hsdM//yjfF//pppA//emrD//dmsA//elaB//nupC//insI-1//atpD//hmp//paaZ//fumC//kdpB//ulaA//ubiJ//ynjD//ybhI//psd//rna//ibsA//phoP//trpE//spy//fdnH//agaD//rluE//cueO//ldtB//argT//artJ//glpC//bcsQ//ygeW//setC//yiaO//ygiW//sfsB//lon//mdfA//yhjA//pgi//
GO_0009111_5	trxA//panZ//yqeA//rutF//
GO_0009112_5	ydcT//aslB//kdsD//intA//moaA//maa//ebgA//phnK//frwB//ydcI//rffM//serC//topA//yggW//emrY//yggN//ghoS//tusA//yjbE//yraH//iraD//yedA//plsB//yjjQ//folD//rho//ibsB//nudF//mntS//sgcR//pgsA//clpP//arnE//fadA//rplX//mhpR//
GO_0009113_5	atpG//tamB//sodA//ycjU//glcD//
GO_0009114_8	rpmH//
GO_0009116_5	ydbK//yijE//csrA//rplW//dpiA//yceO//elfC//rlmG//ssuC//pspG//speE//entS//dapF//ascB//gdhA//yjjV//rplC//rpoD//cobU//eco//yfcA//ybdH//nagB//dsbD//galU//fhuB//menE//cysS//ynbC//dinG//dctA//truA//dnaG//bcr//pflB//speE//rplX//creC//nrfG//nanR//
GO_0009117_6	melA//rnhA//yciG//yddL//helD//sspB//ypdA//argF//flhA//rpsL//tcyP//rimO//rffH//tas//yejA//gsiC//uof//pgl//frmA//oppD//insF-1//dusC//frlC//chiP//mgtA//mdtJ//apaH//phnC//atoS//idnK//flgA//ibsE//iraD//qorA//thrC//atpB//cyoA//dmsB//glpA//rfaF//ddlA//ratA//nuoF//flgH//ycjR//gapC//selB//ydiP//hybG//pgpC//cheR//cspE//fdnG//csgA//proC//bcsQ//yqeF//hybF//xseA//ftnA//flgD//crr//mntP//fabI//cpxA//mglB//mqsA//hybF//rho//ycaO//hcaT//leuB//tamA//uraA//psuT//waaF//cobS//recD//yehC//paaX//yjiA//yeiE//nudG//gntK//nlpD//yhaV//dauA//rplB//lysP//rsmE//creC//narH//pdeF//hflX//fkpB//yqjI//ogrK//tktA//pgi//spy//sucC//arcA//dnaN//ybhF//
GO_0009119_6	uidC//yqjA//agaC//dgoT//ycaN//pagP//speG//cueR//yihI//gyrB//hyaA//hyfA//araD//hscB//intZ//ptsH//hyaA//clsC//glcB//yccX//bdcA//glk//chiP//yqcG//potG//yihU//yfhH//galM//fixB//uof//paaG//yehD//flhD//xisE//folE//
GO_0009120_6	sfmH//ydaV//aroD//atpA//
GO_0009123_6	hflC//ybiW//rpiA//speE//yohC//uup//ccmD//mngR//allR//glpD//tadA//cysB//secG//rhmR//murG//pdeF//aroH//coaE//mutL//rfaQ//psd//yqaE//lgoT//elbB//ybcJ//uspE//asnB//leuC//rfaF//ibsE//frlA//gutM//dsbC//nrfG//nanR//dcuB//casC//yhbS//ilvL//yjbF//sthA//hcaF//ispH//yhbS//uacT//zur//
GO_0009124_7	ybaK//eutK//uvrB//mcrB//idi//exbD//barA//glnL//rfaG//frlB//yfbV//lamB//rarD//hupB//feoC//cadB//kdpA//hscC//sgcB//moeB//lit//fadB//puuB//hybF//hipA//ybcC//tufB//napB//ebgR//ycbV//fadJ//yfiR//yhiM//arcA//intZ//yaiW//ypdC//
GO_0009125_7	chaC//thrB//lapA//gdhA//dacB//
GO_0009126_7	patD//paaB//arfB//dppB//bipA//pgpB//xdhB//ompL//purR//ygeW//dgcM//narQ//casA//fkpB//plsB//yghO//hslV//wcaJ//acs//tesB//fixC//tdcG//recR//rpsH//yeaV//dctA//sppA//priC//yqiG//yghU//mepM//uhpT//galE//uvrB//
GO_0009127_8	aphA//mukB//arcC//glxK//mngB//ebgA//mdtJ//bamC//tldD//yfcQ//purR//nudC//ltaE//proX//fdx//nuoB//appA//caiF//yqiI//yeaV//murQ//malP//ynhF//perR//pdeL//yohC//dmlA//sfmF//mqsR//cra//
GO_0009129_7	nudF//cysG//nikE//glpG//dsdC//nanA//radD//garK//yfdK//yibA//
GO_0009130_8	yiiE//ccmC//pspC//murA//yihV//
GO_0009131_8	mdtB//hrpA//rpsA//leuB//xylH//
GO_0009132_6	queG//tsaC//fbp//pgaA//acrA//pstA//panB//pphA//agaS//yqhC//speE//ygaH//apaH//dgcM//yigL//rhlE//iscS//yfjV//lapB//ybjD//rayT//bglJ//fixB//gltP//ompF//
GO_0009133_7	pntA//yfcV//napF//
GO_0009135_7	yqaB//ygfX//murG//gltX//ompC//hinT//tdcG//garL//creB//ade//glxK//hisM//sdhA//asnA//rnc//nudG//hofO//exbB//mdtJ//gyrB//sbmC//hyfF//wzb//
GO_0009136_8	galF//
GO_0009138_7	narU//lpoA//
GO_0009139_8	glpC//ytfR//
GO_0009141_6	gsiB//ftsK//frlA//hpt//cpxP//sucD//cmoM//tolQ//fadH//psuT//pdxK//yraJ//eutD//qorA//minE//bdm//hisC//garP//plsC//kdpA//comR//hupA//yehD//insB-2//cyaA//hha//emrK//tcyP//rpiB//araE//mlc//rfaQ//mntH//tdcC//hypF//secY//dhaK//slyA//
GO_0009142_7	pdxB//cusC//mtr//tehB//rbsK//dbpA//mtfA//marA//rluE//phnO//ibsB//frdA//tmk//eamA//yphB//paaB//gudX//astC//nirC//rcsA//glcD//mazF//yfcA//uxuR//lldR//potG//yaaY//insF-1//
GO_0009143_7	pyrG//mltD//uspE//aceA//
GO_0009144_7	cpdB//truC//livM//qseC//yigB//rsgA//macA//cysI//priA//appC//ihfA//ybhG//yddG//ynbC//msrQ//hisP//gloA//alaS//ykgF//dnaB//priC//hypB//ybhS//dmlA//agaV//nuoG//yebZ//thiQ//tisB//lsrD//carB//
GO_0009145_8	ybiA//viaA//greB//yfhH//higB//proS//patA//tsgA//yeeO//gspI//ssuA//groL//glcB//nuoM//hha//acrZ//ghoS//tdcR//rutF//waaQ//preA//ybjG//yqaA//
GO_0009146_8	ftp//nmpC//
GO_0009147_7	malZ//bcsA//uxaC//bssS//
GO_0009148_8	pgk//sstT//
GO_0009149_8	trkH//rimJ//
GO_0009150_7	xerC//waaA//mprA//ygjK//hdeD//proV//rplC//narP//yajR//tolR//glpK//ftsP//lptA//cpdA//dacB//clpA//rfbD//aes//dgoR//yciK//fucA//gpt//cydD//mobA//phnM//grcA//mhpC//fadK//waaF//ydeT//atpG//flhE//nimR//dsdX//fliG//rihB//sfmD//ulaC//csrA//yafE//iaaA//fliL//ttdR//ldtD//yjaA//yoaA//yadC//purU//
GO_0009151_7	baeS//caiE//
GO_0009152_8	sdhB//tufA//ycjU//dtpA//dtpA//gcvA//gntT//pgl//xylR//pgaB//rplR//ubiJ//yidA//thrC//ampG//yjcO//cra//sdhD//rlpA//oxc//miaA//rseP//yfeX//yfiR//rfaQ//nagA//feoB//yciG//coaA//ycbX//aroP//rtcR//hcaC//yafE//frr//lysA//btuF//
GO_0009155_7	glyS//prs//
GO_0009156_8	insB-2//ybaL//plsX//setA//yphD//entB//sgcB//satP//ydiB//gapC//argI//galM//pnp//ccmD//moaC//yagE//suhB//macB//uxaA//chpS//phnM//ilvL//tesB//selU//entD//pabC//intF//prfB//pdeF//hdfR//ribB//yqeF//bsmA//
GO_0009157_8	waaU//rihA//ycgB//iscA//
GO_0009158_8	waaY//cpsG//nupC//sdhA//argO//
GO_0009161_7	yggF//rcdA//frvR//trpGD//modA//ssuB//tyrB//xerD//ynhF//mhpR//ndh//rbsA//fumA//napA//purN//bamD//gor//gpmA//rseB//frmB//lpoB//efp//yfbV//cyoA//cutC//idnO//envC//murQ//hscB//lldD//kdpC//yejF//glsA1//yahI//araC//bioF//cspG//hybD//trmL//mdtG//yiaT//arnD//
GO_0009162_7	msbA//qorA//nrdE//bipA//
GO_0009163_6	cdd//polA//mtlA//yeaK//lsrB//insK//frdC//intF//ygeA//rsmF//umuD//htpG//gshB//rluE//purN//flhC//ribF//yqgF//bcsA//
GO_0009164_6	cbrC//dsbC//dinJ//yggW//amiA//yefM//treR//yhjC//nudC//ycfS//ykgM//ldrA//ybhI//
GO_0009165_7	ydaN//fadI//rng//hflK//ade//mtfA//wcaB//dsbG//dsbB//yjhC//yfaX//rffT//ygjR//queC//yihW//cusA//aspA//lgoT//hslU//msrC//ygbM//nei//eamB//asmA//kdsA//nuoH//mak//hemE//truC//mrp//tcdA//glmS//serS//yfbS//queC//ushA//mak//ddpX//chaA//rfe//gltL//pabC//mdaB//recN//selB//iaaA//lysP//ytfQ//lacI//prpR//basS//envC//ortT//preA//yjjQ//argH//yieK//miaB//lgoR//luxS//ribB//yraH//flgC//mnmE//ndh//mutM//ubiG//fhuF//glxR//ykgM//mdtB//
GO_0009166_7	fruK//cdgI//gabT//tsf//ftnB//otsB//apt//thiG//hyaB//mug//zapD//truD//hrpA//rluC//thiQ//yiiE//mntH//gatC//artP//alaE//abgA//tsr//modA//blc//argB//rlmL//efeO//srlD//tcyN//hha//yjbE//
GO_0009167_8	plsX//adeQ//yidP//yraJ//murA//uof//ychF//hiuH//arfB//mlaB//fryC//ddlB//glcF//yiaT//eptB//exbB//ygaZ//asnS//nuoI//ung//tcyN//rutB//glgA//ilvB//hyfA//vsr//yggE//groL//yeaK//gudD//hisC//qorA//flgJ//murJ//
GO_0009168_9	phnN//queD//atpF//cedA//pntA//xapA//lpxK//glnB//leuA//hisD//tdh//fepC//alkA//uxaC//yfaL//cysA//garD//nagK//csrD//mhpR//yedA//yfcQ//ada//yhiM//trmJ//zipA//acrF//puuR//rpsL//rnc//
GO_0009173_8	mrdA//serS//mhpA//frmA//yihS//ygaH//hypF//
GO_0009174_9	mdtM//kbp//
GO_0009175_9	thiP//yegS//moaD//ygfA//chbF//
GO_0009176_8	xylB//modA//yjhC//
GO_0009177_9	yhfK//ralR//pgi//
GO_0009179_8	yjhH//ortT//thrA//elbB//oppD//tsx//treF//betA//pgm//proC//elaD//tqsA//pspD//grxD//pyrB//argR//alkB//murD//pgaA//hexR//hlyE//sdaB//ampH//
GO_0009180_9	kch//
GO_0009185_7	yqaE//moaB//rpsJ//mdoG//opgB//cyoA//yhdX//relE//rseP//ldrA//hemL//tufA//metN//mdtO//tig//clcA//yphB//ydfG//nlpA//yfcP//potF//fmt//pdeF//trmA//
GO_0009186_7	metQ//
GO_0009187_7	cspB//dhaL//
GO_0009188_8	bssR//ubiB//
GO_0009189_8	ybdR//
GO_0009190_8	yfcG//araG//
GO_0009193_8	rhtA//
GO_0009194_9	uspG//
GO_0009196_8	stpA//
GO_0009197_9	aceK//
GO_0009199_7	yadI//fliA//tnaB//ygeV//nrdE//kbaY//parC//yjhI//napA//ynfL//hslR//ghxQ//nadB//rutD//dnaJ//ddpX//dcuB//bepA//allB//ggt//moaE//crcB//tilS//mutL//yihP//hsdM//gcvA//yafQ//rplL//rlmI//xthA//
GO_0009200_7	asd//cyoD//aceK//ddlA//
GO_0009201_8	waaG//mtr//srlB//frwD//rsmB//pinE//ispH//pepQ//mfd//nirB//ppc//ilvB//nadK//potH//wecB//dgcN//agaS//hisS//nadC//gltS//lysS//yoaB//ynjD//sufE//
GO_0009202_8	yfcQ//
GO_0009203_8	yagG//
GO_0009204_8	proW//waaU//eutB//
GO_0009205_8	ybaE//metF//gmd//yahB//fecD//proB//phnP//nikE//cydC//moaE//cas2//pykF//rfaQ//ridA//sfsA//nagB//xanQ//lplA//gapC//fcl//rrrQ//exuR//clpB//uhpA//hemB//yajO//ccmA//tsaC//ulaC//
GO_0009206_9	ycdY//phnL//aroP//serS//ulaB//thiH//yggN//yfdR//caiF//birA//ycjW//sfmA//elfG//treR//napC//alsC//sbcD//azoR//crfC//puuD//nlpA//aphA//ldtB//
GO_0009208_8	rpsR//yjhG//
GO_0009209_9	lsrA//
GO_0009210_9	rph//
GO_0009211_8	tig//chbA//fliM//
GO_0009212_9	ribF//
GO_0009213_9	phoQ//hflX//
GO_0009215_8	focA//mocA//
GO_0009217_9	nanS//uraA//
GO_0009218_7	ygbM//mdaB//metQ//pheM//sapC//tsr//bioB//bluF//iclR//purC//tomB//thrC//
GO_0009219_7	proP//serC//fimA//cysI//menB//
GO_0009220_8	rplT//cyoA//wzc//msrQ//ydeM//cyoD//
GO_0009221_8	uxuR//yijO//mqsR//wza//
GO_0009222_7	cdgI//srlR//mhpR//prpC//rpiB//livK//
GO_0009223_7	citX//rplL//
GO_0009224_9	nikC//ribC//
GO_0009225_5	recD//tabA//mntP//map//dcuR//avtA//galT//ykgO//kch//treF//rsfS//paoC//hcaR//rpiA//lrhA//
GO_0009226_6	ycbX//ccmE//murR//napC//dxr//dosP//spoT//sseA//suhB//acpP//moaB//clpP//mrr//
GO_0009228_7	nrdR//kdsA//dctA//atpG//ispH//pyrH//yhjC//murG//folP//aroB//
GO_0009229_6	dhaM//pdxK//
GO_0009231_6	ccmD//metF//suhB//tauA//sbmA//msrA//rnc//
GO_0009233_6	gudP//wecA//tonB//gatZ//cusB//yihR//sufE//trpGD//yajL//upp//
GO_0009234_7	rimJ//yihW//kdsC//yqjI//ycdY//mmuM//insB-2//fimI//rfaB//kdsD//
GO_0009235_5	mrr//nrdH//polB//sapC//yedL//rcsA//
GO_0009236_6	fimI//hslJ//galK//livH//lrp//rpsA//
GO_0009237_4	guaD//tehA//hemA//treA//iaaA//dppC//ydeI//hyfA//dnaJ//
GO_0009238_5	nimT//nirC//yhbX//yojI//ybgI//kdsC//rsmB//dcuA//rho//
GO_0009239_6	hybA//srlA//yqiH//zapC//fadL//uvrA//ycfS//thyA//
GO_0009240_6	erfK//yifB//idnK//ycfS//pyrC//
GO_0009242_6	yeaD//lptC//gcvP//preA//mntP//der//gutQ//trkG//yjjU//ybiW//trpE//
GO_0009243_7	ada//
GO_0009244_7	yaaU//narQ//ybcJ//recO//rlmG//tatA//mliC//greA//uspF//sxy//lgt//galK//fimH//yjaZ//metR//aaeB//yahO//lgt//ttdT//paaJ//pgpC//araF//yidC//dsbA//sfsA//pdeR//dgoR//rpmA//fucO//
GO_0009245_6	dcp//dcuA//yhaC//yiaM//glk//rpmE//yfiR//setB//dps//bacA//
GO_0009246_6	lapB//treF//dnaN//lhr//ttcA//ascB//arnT//bioD//rrrQ//
GO_0009247_6	ubiF//phoA//mscS//yfjV//yqeF//secF//hemA//dinB//leuB//gatB//btuF//fdnH//
GO_0009249_6	treF//gcvH//miaA//
GO_0009250_7	phnH//smpB//nirD//evgS//queG//uspB//iraM//rpsM//yhaO//yfhM//mdh//opgH//agaB//nudF//
GO_0009251_7	dcuS//secM//rluE//yihU//ybjX//eptC//
GO_0009252_7	hisC//hybA//ybaL//feaB//nanR//rhoL//rnr//cheY//accC//cecR//ligB//melB//ydhJ//hyfR//aroG//agaC//bluR//rihA//phnH//manX//lapA//lnt//torC//fabZ//dctR//csiR//fkpA//pykA//yhhZ//mngA//mnmG//ygbM//hybO//rarD//rnlB//soxR//uspE//asnB//xerC//
GO_0009253_8	ybjD//rutE//zapA//rplC//ilvM//dedD//nadK//thiL//dgcN//malY//
GO_0009254_8	hofN//ydeP//yidQ//rseB//ydjH//ldhA//rbsC//dfp//dnaK//yieL//
GO_0009256_7	argG//chbR//dam//evgA//
GO_0009257_8	casC//gmd//pyrG//rplA//
GO_0009259_6	cmoM//ubiB//uspG//aroP//cyaY//rssB//cpdB//chpB//yfbR//yoeE//emrY//uxuA//sfmD//napC//panB//yjhG//rhaB//yhaO//rfbX//hslO//mpaA//prkB//sucA//yeeL//fryC//malP//gatD//paaF//infB//cutA//yhgH//idnD//ghxP//pykA//hlyE//fdnH//malI//hisA//sbp//mlaE//udk//purA//azoR//ydiR//lgoD//yceK//xylA//yadN//mntS//artQ//rfbC//trpL//rpsH//elaD//ydjM//dut//dxr//srlR//nirC//ftsK//dhaL//
GO_0009260_7	atpA//osmF//opgC//pfkA//dacB//betT//pgk//clcA//fadH//fabD//trkA//rhsD//ansA//xapB//ymfK//gdhA//yohC//sufA//rcsA//sufE//ppiA//yjiA//murI//gph//rsuA//grxD//tamA//prlC//nfsB//rapZ//nikA//lpcA//hflK//dgkA//menD//prpR//glxR//ushA//yibH//fumA//acpH//pspF//yadV//preT//
GO_0009261_6	nuoL//yieK//cysD//srkA//rhoL//potD//
GO_0009262_5	recA//yfeW//gloC//yfdR//ilvL//cusA//elaD//yfiF//ilvC//asnA//yqaE//nrdA//cysP//
GO_0009263_6	psd//hypE//mltC//yeeJ//rpsO//melR//ttdR//hdfR//speE//
GO_0009264_6	rhlB//rcnR//rplN//purC//rpsD//
GO_0009265_7	trpE//fkpB//ais//yafS//murR//
GO_0009266_4	yadV//rplS//lpxH//pspD//blr//yidZ//glnK//potH//ybhD//yejE//fic//wza//xylR//yfhH//xanQ//rpmA//kdpF//tsf//rimP//mutY//aroD//sstT//yadC//ydcR//srlB//torY//cpsG//frvB//modC//tsaE//rpsT//yfiF//rpsQ//nikR//glgA//orn//malP//folX//citC//clpA//ssuE//srlE//envY//thrL//ydcI//yjjV//elaA//ycfJ//hupB//kch//yfcQ//deoD//btuC//ycgB//sufB//ratA//acrE//clsA//yedP//ypdC//ybiY//cydC//norV//endA//ynjA//hdeB//eutB//tcyJ//melB//cmtA//ydhK//yeiE//yehY//paaH//epmA//gnsB//talB//clcB//fecA//gcvH//ynfK//gabP//
GO_0009267_5	brnQ//sad//ybaO//emrK//rarA//ompG//frwC//pgsA//yghG//ybhS//ttdT//ykgA//rhaT//yohD//xylF//yejE//sdiA//hcaB//yhjV//ygfI//znuA//rzpR//nikD//adeQ//malX//yiiM//
GO_0009268_4	higA//ykfI//exbB//nadC//plsC//ybhS//xapA//aaeA//opgC//ytfT//rpmE//frmR//rhaA//gdhA//livF//cueO//hcaB//pflC//frmA//wecB//accC//casC//dadA//ygiN//yhhY//emrK//ybjX//
GO_0009271_4	norR//galU//bglJ//
GO_0009273_5	fadH//gyrB//rng//rne//prmC//xapR//degQ//tesB//nanA//galF//
GO_0009290_6	rluD//ydfK//
GO_0009292_4	cyaA//ybdN//
GO_0009294_5	ccmD//dnaJ//
GO_0009297_6	alkA//rarA//menC//hyaA//pstC//rusA//ridA//ibaG//rstB//helD//csdE//mdtL//tsaB//yedL//
GO_0009298_7	pdxY//yddL//selA//
GO_0009305_7	murR//
GO_0009306_4	rutF//mmuP//uvrB//bioD2//tufB//lpcA//nimR//
GO_0009308_5	rpsD//mltD//paoC//iscU//cca//efeO//fhuF//emrD//kup//rcsF//phnN//torZ//tatA//perR//sfmC//yeaG//yagF//uup//kdpC//yfaE//secM//tcyP//rutA//uxaC//glpC//purR//cysE//
GO_0009309_6	gudP//sufS//aroG//ydfG//agaI//serB//yfgJ//ybdG//cbtA//pntA//dauA//ldtA//caiE//syd//
GO_0009310_6	prfB//ppsR//yibT//torD//nrdH//frvB//dicC//yehA//tamB//srmB//ycjU//oppC//garD//
GO_0009311_5	satP//rayT//ccmG//crcB//dgcE//yfcF//opgC//surE//tyrA//comR//narV//kdpB//sgcE//mreC//mgrB//rpmE//nanK//nuoM//lsrA//rhaR//ariR//minD//gpmM//era//ung//ubiI//alaA//araB//mdtG//mdaB//parE//yefM//rplR//fimI//ilvN//ynfH//yfiR//epd//cobB//hybA//pdhR//yfcR//tcyN//dnaK//leuB//yciE//lysR//yafN//wecC//hofQ//nadD//ydiZ//nupC//
GO_0009312_6	ibsB//astC//rbsR//purC//trmB//amiD//ybiY//leuS//yceK//cspI//potI//ftsI//yjbE//wzyE//yjhB//rnd//glnB//dcuR//cadB//glpF//slyA//hisI//ygbL//sgbU//dut//ftsI//idnK//ilvE//rbsA//yghB//yjbB//nrdH//cnu//ybhI//maeA//lapB//pbpC//napB//yebS//waaF//yjfF//tktB//
GO_0009313_6	nrdA//ybjN//shiA//tatC//ivy//rbfA//gabT//ybhJ//manA//pdeK//
GO_0009314_4	rnlA//tatB//lyxK//yihI//uhpB//priA//zapC//rpiR//frlR//orn//rfaD//waaA//phnN//glnH//shoB//lgoT//argO//cyoE//malF//yrdA//mdoG//bdcR//yfbR//nac//ptsP//kdpE//rcsA//tauD//hslJ//dsbG//focA//oppA//galT//bglF//yehB//pgaB//ralR//nagC//malI//ilvN//upp//ttdA//dhaR//rplQ//creC//mcbR//tgt//tamB//osmE//sdhA//asmA//rssA//nanR//patD//dctR//uhpA//sapC//mrcA//flgG//ynhG//galP//gor//rffT//asmA//pphA//frlR//araG//fabB//ldtE//mreC//birA//rluF//puuB//dmlR//gntK//menA//agaB//sstT//fabZ//ybdO//wcaJ//menA//agaW//cedA//hicA//intQ//yoaA//aspS//cycA//casC//yobA//yjjB//
GO_0009372_5	eutR//metH//xylA//
GO_0009394_6	yjtD//yraK//murG//yefM//lit//cedA//ybhD//
GO_0009395_6	murF//
GO_0009396_6	cbl//yghO//ampG//rppH//recT//pdeD//yafN//dsbG//ygiN//pheM//yehD//
GO_0009397_6	ycgR//metR//
GO_0009398_7	galS//
GO_0009401_7	torI//fhuC//cysE//ftsH//plaP//otsB//yjhP//adiC//dapB//fdx//hcaF//frmA//psuT//yfcF//nadK//pliG//creC//glgX//ydeT//rho//rimL//fre//sthA//era//gadC//agaC//bglA//aroC//ilvH//rplE//cnu//sugE//kdgR//qseB//uxaA//flgA//argA//rdgB//envZ//dinD//ydjL//opgC//puuP//rclB//osmC//ppiD//ynfK//yheT//ybcC//erfK//ghoT//caiF//
GO_0009403_5	artM//
GO_0009404_4	insB-4//hsdM//kdsD//yigB//mtfA//xylR//mdh//uxuB//aroK//fhlA//yiiE//nemA//nadC//murC//yfgJ//yqiG//rlmN//ycfS//yajQ//
GO_0009405_4	yeaK//hcaE//ilvL//
GO_0009407_3	btuC//metF//dppC//psd//priA//iclR//hscB//selA//lolA//epmA//argO//rsmJ//fliL//queF//aroL//yjcS//
GO_0009408_4	tauB//yadG//ybdM//rluE//appY//frdA//pgi//clcA//cbrA//nudG//ybiS//ascF//zwf//yneE//mtlA//lacI//ruvB//citG//ogt//rbsD//agaA//yeaK//ulaB//galM//rfe//groL//yifB//paaF//rihA//rpmH//yfbR//xylG//yehY//alsC//paaK//ycdX//cobC//nadK//citT//glxK//ralR//yiaN//kdpD//nrfC//yihW//fieF//waaC//solA//rlmJ//kefF//gpp//ymgF//mqsR//glnH//fdhD//xthA//iraP//pstC//ycgR//galU//
GO_0009409_4	ybbN//potC//rpmH//lamB//yqcC//uspE//thiI//selD//aas//epd//maoP//fliK//lysA//citT//tufA//ccmE//rbfA//garD//
GO_0009410_4	galP//
GO_0009411_6	rng//ynfE//ppsA//rhaA//fdnG//eno//yibA//sxy//gstA//pntB//lpxK//xseB//hisD//rlmN//hofN//ynjD//
GO_0009415_4	pdeK//
GO_0009416_5	yiaF//cynT//gcvA//bipA//greA//bioP//hycI//csgD//adiC//holD//rbsB//hokB//moaE//bcsQ//gcvA//rfbX//ralR//uxaA//sspA//
GO_0009423_8	bluR//yfbR//crcB//bglB//
GO_0009432_5	hypB//recX//pheA//fadR//tdcG//yihX//ulaF//ompL//hlyE//sgcX//rsmB//murR//mreD//cvpA//aslB//dppC//hscC//ygeV//narY//higA//agaB//mltB//
GO_0009435_9	holE//thiP//dgcQ//kch//gmd//fre//gltD//ynbC//malP//
GO_0009436_6	rfbC//ubiC//hybG//flgG//
GO_0009437_5	gutM//xylG//purF//zipA//dapD//pcnB//pgi//
GO_0009438_5	ralR//pth//lrhA//dgoA//phnO//metR//rlmL//yicJ//ybdM//yjjW//aer//insI-1//metB//zapB//helD//csgG//ilvB//menC//hypB//gpsA//fnr//perR//abgT//mioC//arsC//mog//gudX//fruB//exuR//polB//
GO_0009439_5	hypE//yajO//clpA//
GO_0009440_6	atoB//flgM//recC//
GO_0009441_5	bfr//astB//hypT//ymgF//kdpF//
GO_0009442_7	potI//yjjG//eptB//nanR//rstB//
GO_0009443_5	ivy//phnN//entH//
GO_0009445_5	gcvP//yfgJ//mscM//yihQ//ygbL//pspF//pdhR//mcbA//ynbC//pppA//
GO_0009446_6	bcsA//mscK//
GO_0009447_6	mltB//yedA//prc//wcaJ//dmsA//agp//puuE//yegD//
GO_0009448_5	cecR//ybhS//ftsZ//sspB//
GO_0009450_6	rnt//moeB//npr//ampG//
GO_0009451_6	ydcS//ppc//mipA//ompR//glnA//argB//ygaZ//rzpD//dgoA//yfbU//rplK//malP//lsrK//fkpB//rplN//dhaK//ykfI//fhuD//gntK//sad//kduI//ybjD//setA//osmY//focA//purU//phnK//zinT//sdiA//rutF//fadJ//speC//mreC//fimG//rayT//ssuB//hprR//ispA//adeQ//ttcA//idnO//emrK//setA//ykgM//pgi//yjcS//mepH//menB//nanR//minE//mdtD//iraD//ydcI//gcvP//rpsJ//groS//yehU//patD//glvB//frwB//ynbD//dicB//cusF//rcsF//tmcA//mlc//edd//adeD//yeeA//exuR//comR//yjbG//gpmM//kdgT//yraK//kdsA//mscL//ravA//hisD//yjjX//yibT//zur//kbaY//
GO_0009453_4	yghB//
GO_0009454_5	cysW//
GO_0009593_4	rimP//ogrK//
GO_0009597_5	higB//
GO_0009605_3	maeA//pdxB//ppsR//purA//udp//yidQ//mntR//bglX//sapB//gspF//dld//ade//waaJ//hofN//trpB//glxR//add//glnH//radD//intQ//ccmE//setC//hpf//cyoC//yehT//mdaB//pstS//murP//gltP//ibpB//rrrD//pcnB//relA//yqjA//ybgI//mepS//fimA//cusS//yjiM//nrdE//ligA//topB//tas//ilvN//yddM//yhjV//edd//yjhB//fdrA//yggP//cfa//potG//ytfE//argI//ykgF//hscC//hisP//gntT//tyrS//cmtB//rnc//pdxA//ycjR//lon//hcaR//hokB//iscR//pykA//thrA//ybhG//pckA//map//ydhK//lsrC//cptB//ansB//nanA//
GO_0009607_3	ydiO//tatC//minE//hisB//yiaN//ybjN//djlC//ygbL//proA//ilvE//yeiG//nrdR//acnA//metG//
