#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	kdpB//fiu//narV//hmp//
GO_0009059_5	potA//hypB//yjfF//polA//panD//frlR//putP//mdtM//cyaY//ydeI//bamC//cydD//lptD//nrdR//pgk//fic//yihS//smpB//ldrD//lasT//glpX//nrdE//mdtE//trpB//degS//dapB//yiaO//hycI//ybiI//wecA//motA//insI-1//hicB//rzpR//cysC//fepC//queF//hns//ybdR//fryB//tolR//asmA//yagF//waaH//fabR//yeaG//uup//dcuB//trmJ//rplD//yddL//panC//arfA//hcaC//ldrA//ycfJ//agaS//fdoG//napA//mltD//ytfP//yijO//waaQ//sgcB//malP//aroF//cpxA//nrdD//yfeX//yhaJ//hisH//cynT//acrD//ygjK//murE//cysS//insH-6//nikD//ariR//treF//glpF//betB//galK//arcB//phoR//ybdR//proS//livH//fdhD//yedA//mhpD//ttdA//torZ//cirA//deoA//glsA//comR//mepH//yfeX//fucI//gltK//flhC//rnlA//zraR//cspE//ydiQ//bcsA//cbrC//yjhB//folX//dacD//frsA//parE//yahF//kdgT//bamE//ssuB//bssR//cycA//ydiR//seqA//cof//holB//lptD//serA//gpp//hypB//ybaT//livJ//osmE//flhD//mtgA//rplT//rraB//umpH//frlB//paaB//glpC//frc//qseB//cheZ//abpB//ulaF//mlaD//prfA//ydeP//napA//yggF//lysU//hlyE//roxA//cysQ//cof//mgrB//znuC//gadA//yihV//recC//nudC//metK//infC//wrbA//rutF//rsfS//frdA//rlmG//metF//ibsD//polB//dgt//bhsA//ftsK//glpC//yejF//dsbD//cysW//glcF//gltS//sgbU//rep//sxy//yadK//ilvL//ydcM//hsdM//gadA//rplC//menF//yidH//metR//cheA//rpnA//ghxP//queC//apaH//ddpA//mhpR//tnaC//speF//cysW//cyoE//btuE//yciA//tyrS//proC//hdeA//fdnG//motA//aaeB//mdtQ//tilS//ftsI//paoC//accD//yphF//norW//acs//glnL//lpoA//ybiS//prfC//cyaA//ybjX//galU//ybjX//mug//carA//yihR//gcvT//ulaF//appC//dgoD//yfhH//yafO//yieL//nrfA//dgcF//pykF//metB//frmR//aroB//fbp//yafN//yhdZ//artQ//carB//alaA//yidZ//pck//fepC//dinG//ubiI//ybjC//yadI//flgH//deoC//cyaA//dgoK//rhaM//torI//ymdB//ynbC//mdtL//atoS//cspG//amtB//cspC//eptB//sugE//ycjR//fhlA//evgS//mnmE//bioH//cpoB//sgcC//dsbB//yhjB//yahD//rbfA//recB//ybgI//yehB//msrQ//bioB//rpsH//glnL//yciH//hsdR//ompG//pal//eptB//cysC//tpx//ykgM//lpxM//atpD//nrfA//rpe//iscX//yghG//opgC//malE//nikC//ychF//ybaM//cusR//yqaA//msrA//zinT//yeaG//yhjX//thiQ//agaD//mpaA//ydaV//yiaU//
GO_0009060_6	yhaV//artM//prfC//narK//trpL//kdpD//psuT//deaD//yejF//frlB//tpiA//rutC//priB//yefM//nadK//flgE//gatB//ruvC//degS//ais//aldA//pgk//yhbX//ybiV//yihQ//phoQ//
GO_0009061_6	ilvC//ubiE//yqiH//abpB//mtfA//yjbE//adeD//rsmJ//mog//rarD//frr//ftsQ//yqeF//bcsA//mntR//ivy//frvB//topB//pdxK//umuC//ygjH//hypT//agaV//lasT//yjhB//rfaE//lacZ//fdoI//sapF//pdhR//metC//fixC//yraR//lpxK//ssb//hybA//thiG//aceF//gstB//lsrC//pgpB//thyA//hycB//hypC//ivbL//gutM//yehX//yfdR//puuD//bioB//hypD//nlpA//ispB//panC//yggF//
GO_0009062_6	aroC//ldrB//intE//rfbB//btuF//yohC//decR//serA//pspC//umuD//hdhA//yiiM//era//ulaF//ubiI//oppB//rplF//aes//yidZ//pdxA//rsmD//
GO_0009063_5	recQ//uhpA//yjtD//mngB//livK//proA//ilvD//araC//kbaZ//speB//gapC//ompN//sohB//ftnA//ynaI//ftsL//mlaC//yidR//yeeL//yeaD//cydC//ynbC//yhhZ//blc//emrE//tdcF//agaI//chbA//aspS//tcyJ//metR//ycbB//iscA//ansB//kdpF//secA//wzzE//lsrC//mutT//yfgO//ugpB//yfcA//aroC//rhtB//cspD//hisD//fabG//fkpB//rnpA//zntA//ldhA//rapZ//alpA//epd//ccmC//
GO_0009064_6	glsA//ybhR//murQ//gmhB//eco//acpH//hemF//hisA//nrdH//fryA//yfeO//yqeF//tsf//cadA//ttdA//dgoR//phnM//yajQ//nuoG//dusC//trmJ//abgR//rpsL//phnJ//aaeB//cptB//ybbW//srlE//tus//paaD//gadA//thrB//ybiO//ymgC//fadM//sfsA//rapZ//minD//nikB//hycI//thiI//yadK//glnL//hisB//zapC//aroC//
GO_0009065_7	fnr//purU//ycbX//cyoB//narI//sucD//mdtL//glgA//nrdF//ycjP//csiR//yggN//adiA//topAI//ndk//rfaB//malF//tdcD//
GO_0009066_6	hemH//yrfG//hinT//yhjV//mutY//lamB//ycjQ//frwC//sdaA//atoB//trpGD//yphD//ybaK//yggW//pinE//lpxH//moaB//ade//mtlD//ftnA//torY//aspA//ilvL//sufS//ltaE//fau//panF//ybiT//yigL//ybiX//map//mnmE//ilvA//arnB//rplP//spy//hisQ//alaE//rnc//glpG//mntR//narG//ybaT//pth//acrE//ddpA//yjhH//pldB//
GO_0009067_7	lyxK//ghoT//yjhG//fliK//hypF//actP//yadM//ygaH//ybjN//bioH//yqeF//fumB//miaB//eptB//pyrH//torS//nrdD//rzpR//mhpT//npr//agaR//yaiW//tdcR//ung//kefG//epmA//
GO_0009068_7	csdE//yehA//diaA//citX//tdcD//fucP//ftsZ//yihQ//yqaE//yhbQ//atpD//rlmF//coaD//
GO_0009069_6	yfcF//umuD//dgkA//polA//murC//murB//glcF//chpS//pgi//nrdF//radD//cspC//ypdA//ftsP//hscB//wbbK//cmtB//araD//glgP//nimR//osmE//trmB//ybaE//fbp//gshA//yqiH//mipA//csrD//dppC//eutA//rpsE//hdeA//eptC//bioD2//era//ibsA//
GO_0009070_7	ttdB//yhjR//hisS//dgt//xthA//ygaV//nrdF//msrC//allD//polA//yaiP//tyrB//cobC//mdh//plsC//rplB//recC//thiG//pyrB//acpP//
GO_0009071_7	rraB//nadC//frmA//argP//ttdA//aspA//rpiB//agaI//ygfZ//tsx//yqaE//essD//pal//modC//
GO_0009072_5	ilvA//ydeP//ulaR//yciE//napC//ompR//sufD//rhsD//yhdH//hexR//araC//sulA//ybhS//alsE//agaW//uspE//oppB//rhaS//accA//dadA//cdh//ribF//pbpG//gatZ//
GO_0009073_6	frmA//focA//cydD//glsB//ydeM//xylR//dgcF//rbsK//hisB//ybcL//fecB//pncB//mnmG//kefC//rplB//hprR//corA//yddM//rpnB//xisE//yhdX//
GO_0009074_6	yebZ//stpA//ribA//
GO_0009078_6	paaE//radA//nadC//yccX//katG//uvrD//pal//
GO_0009079_7	tktB//groL//rfe//pldB//
GO_0009080_7	gcvH//lrhA//murQ//
GO_0009081_5	metB//ydcP//pepD//mlaB//diaA//dhaK//gcvA//nanR//flhE//hcaE//proX//torZ//yidH//abgB//yphF//fumC//ldrB//kdsA//dbpA//dhaL//ydiO//bisC//
GO_0009082_6	phoE//hycH//mdaB//mreB//malS//phoB//gntU//fimB//nrfF//yfeW//cpdA//acrD//amiA//nanR//exoX//queD//lapA//bcsQ//
GO_0009084_7	umpG//ycbV//tbpA//ybjN//pdxJ//degQ//fmt//malX//fur//yedX//aldA//nagE//nimT//umuD//fcl//sfmH//frmA//insI4//yhdX//rpmG//ispB//fadA//fkpA//bhsA//acs//
GO_0009085_8	frc//tqsA//intA//hdeA//adeQ//ybfA//frlB//tatB//ybiX//fau//glnQ//alaA//
GO_0009086_7	menC//rcsD//bioA//nimT//holA//bioD1//nupX//rcsC//mqsR//
GO_0009088_8	ypdF//cas2//
GO_0009089_6	yihW//yehC//minC//zitB//cmk//panC//rpsK//ilvN//ygiN//
GO_0009090_8	entE//katG//htpX//sapD//
GO_0009092_7	aroA//eutB//tsr//gnd//cutA//ghoS//
GO_0009093_7	treC//matP//bsmA//yaaU//paaG//
GO_0009094_6	cvpA//ygbL//rpsT//adiY//
GO_0009095_7	glpF//rplA//amtB//rpsO//
GO_0009097_7	ycdX//bglF//yieL//metC//moeB//norR//ydeE//
GO_0009098_7	lsrG//galP//sad//ompG//nuoL//thiG//nac//
GO_0009099_7	nrfE//caiT//yrbG//ytfP//rihA//gabT//ampH//ugpC//rpsQ//gloC//
GO_0009100_5	rbsD//mltC//rpmE//dacC//nuoL//
GO_0009101_6	cyoA//
GO_0009102_6	slyD//yfeO//eco//ybiV//yciH//yfeO//xylF//rseC//hicA//aroF//rcsF//alaE//yjcE//
GO_0009103_6	agaS//ligB//dinG//kdpB//rffG//yafQ//yjjB//sbcD//hdfR//dadA//tauC//
GO_0009106_5	pntA//hflC//
GO_0009107_6	lptF//yraI//
GO_0009108_6	diaA//tolB//yfdR//malI//pdxH//yaaA//hfq//clpA//ratA//gatC//mdoD//trmD//yjbG//treC//sucC//rpsI//alr//roxA//mmuM//mntR//envR//dgoD//dsbB//yiiM//crr//lrp//insK//lpxP//hisC//panE//speD//rpiA//metC//yhdZ//lon//gstB//rluB//proA//hxpA//nepI//moeB//ravA//glk//fliK//yhhT//ycfJ//fucO//yciK//rhtA//crp//bhsA//nanK//wcaB//csgB//pepN//metN//ychH//yedX//rep//hsdR//paaH//ldcA//argB//gpmA//ggt//hofO//yfeW//yfeW//maeA//pheT//mrp//pbpG//mrr//ruvA//rplR//xisE//mutH//zntR//dcuD//norV//gpp//tdcR//uspB//metQ//ampG//cusF//waaQ//selU//fabH//sbmC//tatE//rsmA//yjfP//mdtG//mepH//maoP//ldtB//ydaV//lptG//tesB//purL//secA//yehX//agaB//yehD//dtpA//greA//nagB//yjhP//nadC//
GO_0009109_6	iscA//ybbY//dnaQ//mscK//aphA//
GO_0009110_5	betB//yagG//ssb//eutR//narG//secD//alkB//fdoH//ispG//tnaC//arnD//yddG//yddA//queF//allB//oppD//tufB//ydiV//yjiQ//dacA//sbp//yihT//lysO//preA//eutD//tus//ldtD//yebQ//sdhE//yehP//glsB//sodB//spy//insA-2//yneJ//priA//ackA//pepQ//ydiZ//emrK//ynfH//bdm//ihfA//bdcR//yphD//glgS//rimM//rfbD//glcD//lsrC//rpiA//dosP//gatB//ecpR//rppH//recG//ilvI//
GO_0009111_5	nimR//cspB//xseB//rplL//
GO_0009112_5	azoR//yadM//rcsB//nudF//fimA//ebgA//etk//aceK//tqsA//gabT//ybgI//yrbG//hslV//fucI//oxc//yohD//dinG//mcrB//tnaB//rhmD//lgt//yhaO//yhcN//ycgB//nupX//infC//yjcS//sthA//mhpR//recA//truB//mhpA//edd//kdpB//yhjG//hemG//
GO_0009113_5	fliD//cynX//glpX//aroD//narH//
GO_0009114_8	tyrR//
GO_0009116_5	coaA//talB//acrB//slt//entH//secM//dinI//uacT//trmJ//mqsR//bioB//basR//garR//galF//dgoR//yqgF//bglF//fadB//yaiP//sucC//ybiH//essD//xylA//nfi//gadE//fabR//ybjG//soxR//kdpF//ffh//nadC//malP//insH-5//bioP//ttdT//phnI//tolR//ssuA//yfdR//selB//
GO_0009117_6	efp//rraA//sufA//yagJ//rimK//frmB//ugpA//glpR//slyD//ribB//bglH//msrB//dacA//casC//arcB//yhcN//rfbB//lpxK//glpF//hprS//tauA//putA//ppk//cysG//folX//acrE//fdhE//appC//ompN//coaD//ybcM//yebZ//acrB//obgE//clpB//rhaS//ybdN//fucK//yfaL//ompF//metC//yoeE//betA//pstB//bioH//yqiH//appY//cysZ//yihQ//ldrB//torY//dps//accB//emrB//ymfA//sdhB//fryC//dapF//rbfA//purR//rpnC//accA//artI//mscM//potE//pflB//yahN//mglB//flgI//frc//holD//rnhB//dnaT//phoU//fbp//guaA//vsr//recJ//yehC//cusF//ribE//marA//pepD//mdtJ//glpT//yjjQ//fumB//lpxB//ynaE//gloB//puuC//sseA//proC//tmk//deoD//yiaM//dedD//lptC//mreD//ulaD//eutB//glvC//ybaO//insB-2//
GO_0009119_6	yihU//modC//tamB//tdcA//ftsW//lexA//fimF//gpt//aqpZ//ispG//rplW//yphC//soxS//ftsL//cydC//glyA//citE//recJ//rpsN//msrC//amiD//ygcO//yjiR//pbpC//araB//dapA//hemA//etp//nhaR//rcsB//efp//yraH//lldP//yfdR//fepE//
GO_0009120_6	csgA//gcvA//argF//xerD//
GO_0009123_6	tdcC//dctR//yjbH//gudX//tsaB//rarA//sapA//pagP//ybaT//mdh//nadK//rlmC//cysA//hsdM//fdnG//hipA//ynfK//lpoB//pgpC//yidD//yjeI//mutH//ypjD//sgbE//cdd//epmB//fliZ//rplM//ubiX//slmA//hscB//trxA//puuD//puuC//yagI//bglA//yhjA//mntR//abpA//dnaG//ttdB//flgE//ubiF//lysU//yagJ//bcsA//
GO_0009124_7	lsrA//mukB//agp//nikE//nrfF//ydeT//acnB//tusE//artP//ybdM//rpsH//yjhG//yahK//modB//mltA//ybiO//uhpB//yadG//kefB//yccX//ftsZ//yeaE//torI//priC//yadG//rplE//hflX//rpsK//ppx//torA//mqsR//norR//yfbR//truB//cbtA//accB//yiaN//
GO_0009125_7	rplE//yedA//yeaK//clpA//ada//
GO_0009126_7	yphB//yedA//rimJ//cysQ//hofC//insE-1//xylE//bioC//basR//ccmA//sgcR//exuR//mtlR//sfmC//rlmD//yijE//argF//elaD//rbn//leuB//ugpB//gmd//pinE//tabA//ygcW//ycfJ//hyaA//btuE//srkA//adiA//thiM//arnE//asnC//metR//
GO_0009127_8	entD//yihU//adhP//htrE//pepD//mrp//tyrR//cvpA//xylR//ybhJ//fecB//ydjM//galM//macA//essD//paaZ//galS//abgB//pstC//gcvR//argA//nikE//mltA//abgR//mdtC//puuP//dusB//araF//dcuR//shiA//
GO_0009129_7	rnb//waaL//torA//mhpR//proP//rpmB//yqjI//fimA//clsA//rimK//
GO_0009130_8	ilvB//sucA//gpmM//nuoM//parE//
GO_0009131_8	aphA//clpB//slyD//ycbX//kdpE//
GO_0009132_6	pdeR//surE//fliK//garK//ilvI//dinD//yjiY//hprR//gntP//nrfA//ompC//iraM//fdhD//hpt//chbC//clpP//bcsA//ydiQ//lysA//elaA//galU//bdcA//dicA//modB//torS//
GO_0009133_7	fruB//patD//panD//
GO_0009135_7	cynT//tadA//rutC//caiB//paaF//ung//flgC//nupX//pal//phnP//yahI//yjtD//lamB//afuC//yhjX//rpnD//rclC//hupB//sspB//btuB//ubiE//gltL//nagE//
GO_0009136_8	zraS//
GO_0009138_7	gshB//waaJ//
GO_0009139_8	nrdR//intQ//
GO_0009141_6	adhE//blr//yiaA//yahO//glnS//trpR//thiD//rplA//fbp//ssuD//menF//hicA//tsaB//mmuM//tusA//ydiR//sucC//acs//ydcZ//fepB//malQ//mnmG//sdhE//tusC//nudC//dsdC//glcB//ihfB//spoT//rfaF//kefC//mdtC//yihX//panB//mtfA//yceK//pdxB//truD//
GO_0009142_7	tadA//yejA//ynhG//yihV//nudB//dusB//hybD//xylG//frvA//mdtQ//recT//yghU//folD//casE//proS//bluF//ycbB//menE//ulaG//yejE//exuT//upp//nudF//yafN//chaC//seqA//betA//ygbL//
GO_0009143_7	csgB//rhtB//setC//uspC//
GO_0009144_7	srlD//murF//aroA//cspA//phnJ//yjeI//rsmE//nirC//tabA//fdoI//casB//relE//fabD//panB//nikA//glyS//cysW//fdnG//manZ//rep//ybaM//fkpB//ybcF//glrR//lrp//cmoM//mhpA//garL//ccmE//yraR//hyfA//
GO_0009145_8	yhjX//ynfE//yhcN//lsrD//phnL//amiD//yeeO//hcaE//yraK//argS//clpP//polA//idnD//abgR//glcC//cheB//yafS//yqaB//trmD//lplA//mreC//sodB//ychF//
GO_0009146_8	aceF//yraH//
GO_0009147_7	ilvI//rbn//yhaM//sutR//
GO_0009148_8	otsA//mutS//
GO_0009149_8	yggE//thiL//
GO_0009150_7	ybhS//ykgM//prmB//fruA//yohD//gspE//msrA//puuA//queD//mtlD//rplE//gntR//secE//yihR//csdA//pagP//fimE//dgoR//dgoR//mliC//ycgV//tauB//ftsL//gsiB//hybG//lldR//prfC//ddlB//yhcF//glpF//uspE//murI//secD//iscA//ftsQ//ccmC//dsbA//yeiL//ais//mdoG//narP//murR//rpiA//hda//fcl//cbrC//mdoG//psuG//
GO_0009151_7	sspA//ilvD//
GO_0009152_8	ligA//slyA//ycdX//udk//fryB//ybdG//ytfE//oppA//recB//metK//lsrD//glsA2//bamD//yjcE//hybD//cyoD//tdk//betI//maa//lpxT//cobU//proA//hda//paaF//trpE//rseB//glnP//dcuS//ubiF//ydjK//yohC//allS//ydeE//ybhR//cpdA//mlaB//yciA//
GO_0009155_7	nuoF//deoD//
GO_0009156_8	ttcA//rplX//gadX//trmH//rutC//serS//dtpB//ompA//gltK//ygfX//marR//idnD//yciK//entS//znuA//tgt//yeiG//nhaR//srlA//tehA//ftnA//csgF//glnE//glcF//alsB//helD//frmA//yfjR//rplE//yohD//mtfA//rnhA//norR//
GO_0009157_8	yigL//sufC//hyaA//yagI//
GO_0009158_8	pabC//yjbE//mglB//glpA//adiC//
GO_0009161_7	ampG//rlmG//ackA//epmA//yggX//casD//rluE//fadH//rnpA//yfbS//bioD1//tag//folC//birA//ytfT//mepS//yjfP//kbp//oxc//yfaL//fimC//ybiV//ybjD//nadD//hypD//prkB//gudD//clpS//yraH//relA//feoC//yhbQ//rodZ//yiaJ//yjjW//norW//argD//malE//ybiX//paaH//tar//galP//
GO_0009162_7	ulaD//pabC//prfA//pck//
GO_0009163_6	aaeR//cydD//mnaT//ampE//tusC//lolD//dapB//ldrA//yagI//acrD//entS//lipB//gcvR//rhaA//pgaD//hycI//wcaJ//yggF//yahK//
GO_0009164_6	ldtC//greA//rplD//cnu//hns//prpD//sapF//aldA//hemL//napC//katG//ydjJ//rraA//
GO_0009165_7	agaA//panE//fdnI//proC//iscR//nikE//mmuP//yjiM//tgt//gntU//tdcD//hiuH//hokE//sufA//yjfP//mepM//cyoC//focA//lolB//kbp//hsrA//lpxH//glnS//mobA//mliC//mlaE//aaeB//tynA//ybaE//ftsZ//rplF//garP//kefC//priB//rplB//yciT//fliL//proA//menD//amtB//murJ//yahB//rlmM//nirD//hdhA//bhsA//ydcZ//ltaE//rstB//murI//frvR//fliG//thrB//chbC//bdcA//yhaO//atpH//cutA//fiu//hofM//fes//selD//gcd//bcr//cusB//rclB//ynbB//yjhI//gadW//hemG//rnr//
GO_0009166_7	ydcO//hipB//yqcC//murQ//dsdC//sdaB//mdtM//nrfA//tatC//birA//zitB//murB//yddA//bamB//mutL//umuC//sspA//mngB//cynX//sgcA//glpB//rplI//nsrR//hofO//artM//hemN//gutM//hypA//rssA//tdcD//psuG//
GO_0009167_8	rhaA//cpxA//rpsT//glsA2//pgsA//kdpB//yggT//rhaM//cmtB//ycjW//poxB//nuoE//dcp//cusR//appC//recJ//wcaJ//ybdN//ydfK//glgC//prlC//cvrA//copA//nuoH//napA//nanC//rcsB//gutQ//yhdJ//ulaC//serC//yghW//dpiA//leuD//
GO_0009168_9	rplB//ghrB//cysW//tpx//acrA//ydfH//atpG//mdtE//bolA//gltL//insF-1//aidB//yjjU//rcsF//ycbU//yagF//fdnG//hdhA//dapD//bolA//rluB//entS//glxR//pbpC//yqiG//alsK//rpsQ//yraN//dauA//hdeB//
GO_0009173_8	lrp//ybhI//slyA//phoA//insA-1//nrdB//uvrC//
GO_0009174_9	alkA//xylA//
GO_0009175_9	tktB//ftsY//rutE//appA//lpxL//
GO_0009176_8	rlmA//gutM//dgoD//
GO_0009177_9	rapZ//mlaB//yifB//
GO_0009179_8	queF//frwD//ynbC//relA//kdpA//yeaG//kbaZ//nuoM//queE//rraB//nanE//nlpA//recJ//ddpA//rhmD//argT//potC//bioH//narY//lptD//ushA//ruvA//phnM//
GO_0009180_9	sgcX//
GO_0009185_7	yfaE//narV//dut//ybhA//ycaN//ybcL//sbcD//selA//ompL//mmuM//carB//yqhD//rsmG//deoC//ptsH//ppk//ycjY//alaS//hybA//patZ//fliL//flgE//dmsC//yehP//
GO_0009186_7	nrdB//
GO_0009187_7	pdxY//idnK//
GO_0009188_8	lptD//waaG//
GO_0009189_8	mog//
GO_0009190_8	dsbB//phoU//
GO_0009193_8	pheS//
GO_0009194_9	dtpC//
GO_0009196_8	prs//
GO_0009197_9	flgC//
GO_0009199_7	azoR//tisB//waaU//puuP//lhr//yfjV//accC//agaB//seqA//prlC//envZ//fadI//ybdO//sucB//gapC//degS//rpnB//bioP//dgt//shiA//flhE//hybF//pncB//ydjJ//hofN//scpB//emrB//pheS//pfkA//yceK//fdnH//
GO_0009200_7	rbsD//leuO//fkpA//ybcF//
GO_0009201_8	insE-1//mtgA//ptsP//ybaL//slyA//rhoL//ydcM//recQ//rutR//ybiV//rsmB//erfK//sulA//hxpA//paaF//mdoG//cusF//ydaC//metF//torY//atoC//ppiD//ybiO//evgA//
GO_0009202_8	dkgA//
GO_0009203_8	secG//
GO_0009204_8	ccmE//yqiH//ybiS//
GO_0009205_8	yaaJ//araC//evgS//minD//obgE//yahO//nadD//purL//ybfA//rhtC//trpD//ltaE//yqiH//ydhJ//mdoD//rnlA//mltC//ddlB//ftsP//atpB//amiB//cobU//hinT//dkgB//wza//fadB//rseC//ihfA//motA//
GO_0009206_9	pstB//rne//cysQ//higB//mtlD//dgcT//cdgI//fixC//puuE//rihB//yggX//ptsH//glnK//mnmE//yidH//queA//thiI//dcd//ybhF//ftsB//yidQ//yafN//treA//
GO_0009208_8	ybiV//gppA//
GO_0009209_9	fucI//
GO_0009210_9	ascF//
GO_0009211_8	manA//yhbS//rplB//
GO_0009212_9	mdtI//
GO_0009213_9	leuS//tatB//
GO_0009215_8	cydD//cpxA//
GO_0009217_9	manA//gpp//
GO_0009218_7	frdB//bioD//acnA//frdD//yhjX//cysM//fhlA//gpp//yiaB//sdhC//ulaD//rdgC//
GO_0009219_7	ribF//yfaE//galP//bacA//yafC//
GO_0009220_8	allR//ompL//accC//prpC//cheZ//rcnA//
GO_0009221_8	yphF//chpS//purR//gudP//
GO_0009222_7	rseC//pspG//cyoE//sapC//yjeH//ulaB//
GO_0009223_7	polA//tus//
GO_0009224_9	rpsS//basR//
GO_0009225_5	ugpE//deaD//yghO//yjhH//msrC//der//rclC//yijO//tatB//yedP//aroE//bglX//caiT//yfcR//bhsA//
GO_0009226_6	ogt//gadE//envR//ygbM//ygfX//rapZ//yjeH//fetA//pepT//rplB//tauB//rfbC//waaL//
GO_0009228_7	rutR//cusR//rpmA//paoC//ygjH//rpmF//yccA//stpA//yeeA//yfaX//
GO_0009229_6	adiA//livK//
GO_0009231_6	cysC//yghG//prlF//fdoI//prc//lipB//csgF//
GO_0009233_6	prlF//ytfE//yafO//phnP//ndh//ilvI//trmH//cusA//glxK//prmB//
GO_0009234_7	lpxH//cysQ//miaB//lapA//hisH//solA//asr//lpoA//rpmC//speG//
GO_0009235_5	hyfR//macA//nepI//acrZ//ybhS//acpT//
GO_0009236_6	mutM//alaC//galE//ydiF//rpsB//nfsB//
GO_0009237_4	ldrD//priA//borD//aroE//cedA//rhaA//livM//intE//ubiE//
GO_0009238_5	insB-4//bdm//metF//eptB//hemB//dld//glcB//ettA//ycbU//
GO_0009239_6	rsmG//fucI//lsrA//priA//tusC//pitA//ldtD//waaB//
GO_0009240_6	yajR//yihO//glvC//fdhD//narQ//
GO_0009242_6	btuE//lolC//chbR//nagD//asd//zapA//yfiR//polB//fdx//dnaQ//ybcL//
GO_0009243_7	sdhA//
GO_0009244_7	cysE//hofQ//qseB//ilvA//thiG//atpD//dnaT//rclA//pck//araA//pstC//rplB//clpX//mazF//cof//ulaE//argR//yidA//mepA//nupC//glcD//grcA//rffT//garP//crcB//gadE//yhjR//hdeA//dctR//
GO_0009245_6	rplW//mngR//malI//ftsE//lspA//feaR//evgS//narQ//tag//potA//
GO_0009246_6	otsB//rplQ//yggT//msrA//glcE//aceK//ndk//essD//uspG//
GO_0009247_6	murQ//frmR//yfcQ//prpC//psuT//tcyJ//ssuA//ygbI//yqjH//glgX//galS//dsbD//
GO_0009249_6	glgB//galE//yhdZ//
GO_0009250_7	ldcA//rzpR//ptsG//mtlA//hsdR//glpB//mzrA//bioP//modC//ydjJ//araC//seqA//yfgO//gabP//
GO_0009251_7	coaE//pgpC//diaA//tufA//ribA//htrE//
GO_0009252_7	aroH//cecR//mqsR//kbaY//coaD//dkgA//fecB//rusA//waaH//allS//rlpA//rihB//yehB//holC//nanA//arfA//blr//galE//ecpR//yehC//puuA//cysG//waaU//yneJ//roxA//yciK//frlC//coaA//glvC//ppiC//modA//slyA//hxpA//gsiA//ybjC//groL//pdeH//elfC//rng//
GO_0009253_8	btuB//yfdK//yegS//rfaG//yqjA//lolE//feoA//ubiA//fimD//argO//
GO_0009254_8	mnmG//rluC//frdB//selU//hrsA//crr//sspB//ftsW//trmB//yhcN//
GO_0009256_7	ibpB//cheW//speB//rseB//
GO_0009257_8	nrfE//gnd//ansA//rof//
GO_0009259_6	mdtK//sapF//recJ//pgpA//yqaB//cmoB//secA//dsbB//rclA//nrdA//gspF//ttdT//gshB//rnpA//sfmC//menI//lsrB//agaS//yjtD//ttcA//fruK//parC//rhaM//narP//pckA//scpC//uhpC//fryB//ppiD//rpmC//ygjK//fruK//potF//ulaE//fdoH//yhaM//nth//mdtD//ilvD//tnaB//metN//proQ//aroC//creB//tsgA//hybF//atoS//dmlR//metE//folE//fepG//ubiB//rsmI//etk//rplY//kilR//tolB//mdtO//waaB//pdeL//cra//
GO_0009260_7	rsuA//rpsR//yidR//hdfR//yohD//pal//rssB//yjhI//leuE//sucC//frvR//yggN//proS//hemB//secA//cvpA//rimL//ychO//znuB//ynfE//yciK//hyi//ynaI//panD//satP//mdtJ//ynbD//cyoA//proP//mntR//rbbA//rnhB//araA//rihB//frlR//sad//hflC//malF//agaB//msrA//yedF//lrp//ratA//selA//
GO_0009261_6	yhaO//deoA//rcsC//ssuE//rhtB//ybjI//
GO_0009262_5	ynhF//ccmF//fieF//narY//narY//mlc//nrdE//ghxP//dld//surE//setC//rpoA//crr//
GO_0009263_6	dtd//gntT//pdeF//ybcF//yghO//cusF//mhpR//panF//ppiC//
GO_0009264_6	yedL//dinQ//aroD//tsgA//atoC//
GO_0009265_7	ydaC//rluE//ortT//livM//thiL//
GO_0009266_4	mdtF//ycfJ//pyrE//glmU//nagK//cydA//tig//ybbW//ptrA//ybcM//cpxP//cecR//alpA//hfq//trmO//rpe//gsiD//ppsA//hflX//uidA//yjbE//mhpC//argA//serC//cmtA//opgB//alr//ydbK//ralR//yehW//xylA//ascG//ddlB//cpsG//fryB//ydeE//proQ//rpsR//dacB//hcp//ssuE//queC//katG//fliZ//holC//moaC//ydhC//torR//rbsR//menE//def//yciT//iscU//hypC//dsdC//gpr//appA//emrE//glnE//sxy//nei//chpS//wzc//moaC//insH-5//ulaA//kefG//rfbB//allC//ptsN//accC//trpE//yajL//yihT//ung//macB//insH-5//fumA//flgB//rimM//sppA//nuoF//
GO_0009267_5	nrfD//pdeK//dusC//dnaE//ssuC//aroH//fepC//yigL//ampH//fucK//ldtA//dinI//cpsG//fimZ//rph//fliL//pnp//cbl//mlaC//djlC//pepD//ygcR//yjfF//dnaN//insE-1//zitB//
GO_0009268_4	truD//cyoB//narZ//dacD//ubiI//cheB//speF//gltI//yeaV//menI//prlF//hemB//trmO//ybeQ//lgoD//nuoH//yieH//fecD//dgcQ//cheY//lrp//thiP//gspJ//pflC//rffT//fdnI//zupT//
GO_0009271_4	cusA//lptD//alaE//
GO_0009273_5	frwC//yegV//gcd//rfaB//smpB//recX//moaC//psuT//rnc//hofN//
GO_0009290_6	trmO//sdaA//
