#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aroK//tusE//hybF//yebQ//
GO_0006796_5	gntR//frlB//mdtG//tktB//uxuB//proX//yjjV//wecC//dgcQ//matP//dusC//ybdZ//tqsA//arnA//mhpT//eutB//ribB//ypjD//mcrA//mnmA//ebgR//glgP//hipB//bssS//gnd//rspB//yfbS//yfeX//nrfA//ygcW//pgm//waaU//uhpC//nemR//hisM//thiC//kdgK//gstA//dhaL//csrD//flgD//yciK//glnH//gabD//iscX//mglC//wza//ybdN//eptA//iscS//lpoB//alaC//metQ//recR//ycfS//ftsH//hflX//aroH//acrE//endA//cobU//mutL//recN//macA//bamA//yneE//ubiB//menE//ibsC//yfgO//insE-1//abgR//ycaO//phoU//yphF//baeS//yohD//rluF//rpoD//nanK//tdcF//gatA//rsmD//hda//accD//envC//wzzE//yedP//mscK//yqeA//icd//gntT//rlmF//yidR//uxaC//tdcC//yneJ//trpC//nudB//intS//tmcA//cyoA//nagZ//argG//rhmD//narI//rpsI//hisH//gppA//gspF//fadB//rfaD//focA//ycbX//ruvC//coaE//recT//paaZ//bamB//clpS//minD//yggW//mnmC//tus//amiA//trmI//fis//rpoE//deoD//marR//lipA//yefM//phoR//dacA//hexR//hexR//gatD//potG//bioF//gluQ//ibpB//panZ//rusA//mdlB//cpdA//deoD//yjjG//carA//ygfZ//maeA//pphB//plsB//malX//grxD//elaA//ynbD//nadC//dnaG//aceB//uspE//sodC//rpoH//dsbA//pliG//gcvP//ldhA//waaO//queD//aroB//seqA//uvrD//acrR//xylH//gcl//dhaM//ybaT//cmoA//cecR//ompW//clsA//aas//ruvB//glsA1//csdE//sdaA//pepQ//yjbH//ynaE//nrfD//tgt//nadA//yfhH//fadI//ybgI//wzc//casB//sgcA//mqsA//nagC//mepS//mdlA//yagU//casB//zwf//hprR//yqjI//dcuD//argD//ppiA//insB-2//pntA//cysQ//pyrL//tauA//yihP//bioA//tbpA//abpA//cho//cmoB//fhuC//ygdG//lamB//yigL//ssuE//atoC//folE//mtnN//dinJ//ybjG//adeD//frdC//tdcF//otsB//emrY//ileS//pdeH//yjfF//baeR//ispA//tdcA//menF//elaA//proC//wzc//birA//eco//yidC//ybcL//polA//yehZ//chpS//kdpC//paaH//fhuC//cedA//amiB//clpB//fdnI//frvR//fucK//ssuC//rlpA//amiB//ybhR//mntP//ispH//ftsQ//clsC//speB//fur//selD//metK//sgcX//citT//lacY//focA//nrdI//dnaN//mdtF//ispB//map//rimK//gcd//trmA//ftsI//hemD//phnI//garK//yihP//nagZ//bioD1//queC//ttdA//ydiF//queG//dut//tgt//ytfQ//cheY//hcaT//yadI//ftsE//msbA//rclB//frdA//sdaC//yahB//phoE//speD//yjjW//
GO_0006797_5	speB//waaA//
GO_0006798_5	rdgB//
GO_0006799_5	tusC//
GO_0006801_5	potI//lit//cysD//
GO_0006805_4	nadE//udk//rlmB//ycfH//grxD//mipA//yohC//cpsB//arcC//yfaU//agaC//nfi//ilvL//gshB//yheT//kefB//rhtA//nei//ybjD//soxR//mdoD//pal//yebQ//sdhB//
GO_0006807_3	potB//gpt//arnB//fruB//tomB//phnH//alaA//fes//hybC//crp//mprA//cas1//prpR//ileS//hofC//mdtF//gshB//nuoB//panF//xylG//mocA//nrfA//asmA//leuA//mgsA//ycfJ//cobS//nadC//ybhA//rcsF//yajL//groL//ycjP//nrfB//djlC//atoB//uspE//flgD//efeO//dgoD//ydbK//ais//nikA//ubiX//mcbA//yahN//rhoL//purT//alr//sutR//rsfS//rcnB//sgcX//yaaU//yaaU//hicB//argO//lpxH//cmoM//alr//rplC//sixA//ynaI//putA//psuG//patD//adiA//gcvP//yggF//bioA//ugpB//exbD//paaD//mltG//dgcM//pyrL//leuB//wecA//dcuD//ymgF//dhaM//essD//yraJ//adeQ//ldrB//napF//nanA//insA-2//sdhC//appA//srlB//mdtC//acpP//acpT//yhjD//hofP//sdhA//fiu//fes//mhpA//abgT//acrR//ada//mltC//ybjL//tatE//ybhF//yeiL//hdfR//btuF//ynjA//dsbD//gyrA//yqaA//dcuC//yehC//cusA//rhlE//rplB//xylR//cpxP//fdhD//sxy//ybhR//fiu//metC//ybcC//slmA//ftsK//mdtM//ccmG//rcsF//hypT//rbsD//hha//pdeF//ccmG//aldA//bfr//nupG//lexA//cobU//nikE//yajR//cedA//yhbY//arnE//mltC//hemB//atoC//lhr//ppsA//cspE//atoS//lsrA//yehT//rcsA//lsrB//fadJ//insB-4//satP//cueO//erpA//xylF//sgbH//moeB//fdnG//trpB//gspF//yadM//pfkB//sppA//arfB//puuB//yoeE//lasT//uhpA//mdtE//fliS//parC//sgrT//purL//lptF//nuoB//rpsP//tag//ynaE//fabH//ftsW//menA//yjjW//ygiW//folM//yfcF//blc//idnO//fadL//nanS//mutT//umpG//ileS//flgK//cadC//betB//pgpA//maeA//tdh//hda//rimM//bcr//rpsI//yebK//ccmD//hycA//sufD//gltL//ydaV//rcsC//lsrK//pykF//plsX//zapB//proV//ftsK//yqeA//yggX//ffh//pbpC//speC//rutB//ldtE//asnS//exuT//erpA//sgcX//ltaE//mltG//rimK//murG//mrr//amiD//tyrA//selU//ndk//mqsA//tqsA//tcdA//dnaK//fepG//uvrA//yhhT//guaC//yabI//pbpG//ftsW//cobT//bluF//murR//caiD//yehX//lysO//feoA//metI//rapA//ugd//yciV//ptrA//nuoN//rhlB//ybaQ//degS//phnM//rpsE//waaC//uspG//panE//yraJ//putP//argA//betT//fruK//dtpD//lsrR//nei//lysO//clcA//yfcU//elfA//ykfM//fepG//cca//hslR//amyA//ratA//narY//ydcM//pflA//msrB//bipA//mliC//soxR//mgrB//smrA//iclR//bolA//ydiR//rbsC//yhjB//casA//ybjD//xylR//ftsA//garR//cobT//yehX//narZ//vsr//pgsA//dnaA//codB//iraP//ykgA//tadA//wzc//sufS//flgB//chbA//ghoT//narQ//yajQ//fdnI//ygjK//selA//ampE//dgkA//secY//ynjD//ybdN//dedD//insA-1//serC//yfaV//trmI//eptA//tig//gpsA//xylG//rbsC//yiaO//yjaZ//araD//paaE//gntT//rplL//rsmE//ydjM//yjhG//rclC//ndk//djlC//cmtB//nrdG//lpd//ycgV//rpoH//tsf//yqaE//glsA1//acpH//fcl//bioH//rfaE//narX//spy//cbrC//slmA//narJ//accC//hcaF//speC//lpxH//yidH//comR//ispU//hslO//yidK//ykgO//ppsA//treF//feoB//ubiG//cheY//cytR//cheB//gabT//yaiV//ldhA//mtnN//cirA//tsaB//yaiP//yraH//sdhC//yhdH//lpoB//pdeK//orn//mutT//tdh//yciH//ibsA//ghxP//minE//higA//rhoL//ilvN//cheW//yjaA//rzoD//fruB//ackA//tatC//yiaM//alaS//ilvN//purL//cirA//nudC//preA//rpmE//chbC//dmlR//hicB//fecB//bhsA//iraD//bamD//citG//asnC//mscL//secB//yeeY//yfeW//ftsE//slyD//ynfK//dgoR//hslV//pabB//exbD//rfbB//wecB//opgG//setA//nlpE//trpL//avtA//rutD//mtfA//xylG//dcuR//yfcG//hcaC//ymjB//yieL//efp//cas1//yqcG//exuT//ynfH//nuoN//yehT//yiaN//ybiV//birA//murA//araE//purB//rsmI//ubiA//preT//clcB//serA//tdh//marR//hha//nrdI//sulA//tap//ybdR//rclR//gspF//patD//phnN//yraK//adiA//fadE//ugpB//aroL//ampD//intZ//gntR//polB//rutB//yaiP//ddpA//entS//dmlA//sspA//ydeE//ruvB//rffG//xerD//trpA//ssb//thiQ//fryC//tas//mhpT//rplR//wcaB//macB//lpxC//ybbW//ybaT//speD//sodC//tdcD//appY//acs//lyxK//tatC//ybdG//etk//thiP//yiaT//uvrA//ygbI//mngR//alsA//yfcS//rzoR//dusC//bdm//rplC//fimB//hflK//flhA//lsrR//fecB//chbR//gloB//fecB//cedA//dppC//rpsT//nfi//ybaT//zwf//opgH//yejF//yggN//ompG//tap//hypC//pta//glpF//chpS//yqgF//ydjM//nupX//accD//glcF//xylF//sgrT//yifB//ydfD//actP//ascF//yraH//pdxY//ygaZ//ibpB//entS//ariR//flgG//deoB//hisC//acrF//yahK//nagK//ydiV//ansB//nrfC//chbF//ybfA//hisP//kdsB//abgB//gadX//sdhA//ybgI//lplA//yedA//alaA//ppk//lapB//cyoA//yiiD//atpA//hdhA//yafC//bglA//cadA//uxaB//purF//yggT//matP//sad//hslV//nikD//ccmD//narX//yidQ//sbmC//icd//ychH//gabP//erpA//fruB//panB//eutA//sbp//leuB//ppsA//cydA//gabP//htrE//dgcZ//gntP//symE//yehU//infC//codA//sufA//alaE//thyA//yegT//cysA//groS//lepB//accC//map//pabB//tamA//fimF//yfaU//sgrR//rlmL//ygdG//ccmF//yeiL//arfB//yojI//citT//xisE//cbpM//rplS//menA//carA//waaJ//nuoI//yrfG//mtfA//eptA//intQ//dps//tdcB//yeeA//rarD//ulaG//potD//yggE//zapE//tbpA//opgG//ydiP//tgt//ldcA//bluF//panD//sgbE//agaS//yjcO//rpoA//umpH//elaB//yeiL//yijO//arcC//waaU//frwB//yhaC//yghU//narK//mdtF//rpsG//mdtC//kdsA//ybhJ//sfmD//lysC//opgD//rpoE//mlaD//emrD//glcA//waaL//yajO//ybcL//yjhP//baeR//yghU//bglF//recJ//mak//yjtD//yehB//ccmF//citX//glpD//yhjD//tap//yfcR//putA//uhpA//ydcR//surA//pfkB//rpiR//mltD//dusC//rspB//bglB//yggW//rhmR//folM//rpmH//rpsL//codB//yhaO//cheA//sixA//crfC//sucD//mfd//pta//mfd//mglA//gshA//mog//tsaE//mutH//cyoA//ampE//hybF//ssb//mcrB//alaC//mngR//ydbK//mdtE//garP//argG//shiA//pth//chpS//thiI//selD//trpE//cmoM//manY//rsmJ//opgD//mnaT//gabT//yhfK//tolR//ybcL//rmuC//eamA//cysU//ymfA//symE//rutG//evgA//frvR//glnS//mrcB//rbsR//ydeM//fimB//yiaJ//yegS//yggN//uspG//yiaT//yhaJ//sfmA//cedA//lipA//rimM//arcC//rfe//feoB//paoC//serB//deoA//yjhG//metH//yphC//xylE//xisR//rbsC//intF//entA//fdoH//cobS//ndk//nuoF//lsrA//hemN//yifB//tusD//ftsH//zntA//yaaA//rplA//rutA//purA//fimD//hicA//flgA//rsfS//cyoD//ygiW//alsA//metK//narG//murP//murR//fecC//tauC//ssuB//alaE//nagD//pgpB//flgK//menE//serB//accC//ugpC//scpB//yraI//ykgA//zapC//rnb//sufB//aroD//cyoC//pbpC//feoB//hemH//macB//recR//ynjA//fbp//yiaF//ycgV//recA//yraN//rutB//manZ//yihU//lptA//hinT//chbA//yccA//rplP//narQ//serB//ygjH//yfaE//betA//dcm//relE//yehD//baeR//cutC//ttcA//glk//fruA//opgB//creB//tsr//fetA//selB//msrP//yhdH//entE//yjaZ//sxy//yegD//yphF//fdnG//rraB//paaG//yghG//speE//yccA//ndh//pepQ//ynfL//lplA//amtB//ligA//dicC//tehA//uxaC//serB//bcsA//ypjD//emrD//pyrB//glnK//nrfE//tpx//rffT//dppA//gutM//opgH//potF//xanQ//ybiW//yhhT//rplY//xseB//cycA//oppD//mdoD//cpxR//parE//nrdH//tomB//yehY//mtn//evgS//sgbE//flhE//norW//pgl//serB//ydjE//rlmE//rluF//ynbD//uspG//fhuB//ybiV//dnaB//glpD//queD//sodB//ilvI//cbrC//treR//pyrB//alsA//yieH//carB//queF//yciK//nanS//gadC//dkgA//mdtA//uvrB//yqaA//rplN//kefG//hisH//rlmA//betT//psuG//tktB//ybiV//ycfS//pgpA//dpiB//rcsC//ybhS//rutR//psd//ycbU//ugd//cusS//recD//flhA//dnaQ//rluE//tusA//katG//argP//yijO//yadK//ggt//pdeD//wzc//araC//cadA//hflK//mngA//uidA//glgP//mfd//betI//mlaE//ymjB//abgT//yhhT//creB//rlmA//folX//fic//ompR//phoR//hemB//yiiE//waaQ//sfsA//acrD//nrdH//hemC//nagC//ychO//mobA//yfcU//pgaC//dacB//yjjQ//tdcF//livK//yidZ//abgT//rcnA//yhhZ//mlaC//guaC//acnA//csiR//miaA//hcaB//fbp//ccmF//nadC//oxyR//glpD//rraB//yceO//atpH//ybiX//murE//proQ//nadA//mutL//acpP//rpsB//rng//yedF//hslV//ygaV//dinG//wzb//sgcB//rfaB//aer//ybiW//rsmB//artM//tatC//gspI//phnP//allS//folX//tolC//gph//yggF//lapB//pgpC//narZ//frvR//gmhB//yjgX//malI//ftnA//pdhR//slmA//rfaF//hycB//gldA//mqsA//narJ//rne//rplF//thrL//yhjV//ubiD//ccmH//yghG//ilvH//mtlA//puuP//rplJ//ftsL//dicA//hrsA//hokB//srlB//mdtA//cirA//rutR//fryA//rpsQ//ygdG//ycjR//shoB//uvrB//ahpC//lpxL//mpaA//yfcU//yjiR//epmC//yhiM//torC//ldrA//yjcO//cnu//hupB//yidC//purF//dpiA//ralR//nrfC//ybhA//dacD//hcp//glmM//rsmJ//rhtA//tynA//narQ//yceD//agaD//panC//sgbE//uspC//hybB//ndk//hyaD//ppx//sdhB//dcd//ompN//cheB//ortT//yihV//arnA//ansB//bipA//tldD//cobS//kdsC//holA//codA//pstC//metF//pdeL//cyoE//exoX//cysW//napF//cbpM//malZ//galM//frlA//proS//rsmF//adiY//lptB//tdcG//
GO_0006808_4	entB//ybfA//fklB//
GO_0006810_4	gcvR//rzpR//folD//pncB//selA//rlpA//astB//tolA//arnD//mtfA//ycbU//feoA//ycaN//yqcC//degQ//yhcN//yphB//rpiA//era//creB//nanT//hemA//cmoM//betB//nuoN//ulaF//fadD//insH-6//mdtM//yjiX//yghO//surE//ygjK//uraA//ompL//ompL//perR//ybiS//waaH//yhhZ//dppB//radA//yfbU//ybcF//dxs//srlE//djlC//dnaA//fdhF//ybbY//mepS//ydeT//prpC//leuC//yhbS//lpd//mrcA//msrC//entC//suhB//trmI//baeR//ubiX//puuP//paaE//uhpA//fsr//yfiE//ribA//ldrB//nrdE//tas//amiC//uidR//arsR//nuoE//mhpA//potD//curA//cheW//sufD//tomB//symE//plsX//elfC//artP//pspC//tap//rlmI//cysU//yfeO//ppk//dinJ//yciT//ygeV//sgcC//prfC//yggD//rpoD//ompW//artP//gcvP//ulaE//nimR//opgC//yggX//fkpA//tdcE//trmA//rplX//fimG//glpA//clsC//bglF//ygaH//aroG//waaP//yacG//yghU//ampE//ydfK//agaW//uxaC//yehD//arfB//tdcC//ftsP//fepD//ttdT//fruK//sbcC//rcsF//metK//sixA//xanQ//plaP//mdtI//yeaE//potI//yihI//mdtQ//tyrB//hipA//wrbA//caiF//rclB//thiE//rpsA//rlmA//yahN//rimP//lolB//tpiA//nikC//adiA//hprS//entF//sfmC//nudC//sufC//yghG//dppB//ggt//yjjI//mglB//ldcC//trpGD//ymfA//yrbG//nagC//chaC//tsaC//rpoH//sufB//ssuB//yebK//higB//folC//dgt//serC//hypF//bolA//hha//yjjW//ruvA//rpoA//acrE//yghG//ftnA//ccmG//hemB//yjtD//yfaL//glnE//cspE//rlmB//serS//phoU//ydfD//ynaE//hypE//vsr//rplM//rseB//atoC//gntT//dctA//sad//adeQ//pykF//ydeI//tauD//marR//trmD//rnb//appB//relE//ariR//avtA//ynfE//cdd//yhgF//proQ//rzpR//cho//arnD//fdnI//recF//codB//xylG//mhpR//cheA//glsA//yojI//cueO//bamC//bssR//amiC//lptB//yihT//nrfD//kch//garK//acrB//frdD//rnb//yfcV//uidA//cynS//hisP//yjcO//moeB//nupG//ybfA//lsrK//pntB//sanA//rplQ//creC//fimZ//rof//yadG//nudF//arsB//glcD//norW//mltF//ung//chbB//seqA//mug//mdtM//fepG//hypF//sixA//ynfH//ybdR//yacG//cueR//melR//rhsD//ppiC//nrdR//fis//fumB//fkpA//dxr//hlyE//cas1//clpA//tauD//yoaB//adiY//rbsC//murF//gshB//rpiR//lolC//gph//accC//acrB//cadC//narJ//glcE//fnr//rlmA//comR//nlpI//rihB//solA//gabT//basR//cynS//sixA//yfjV//proS//hipA//ydiP//nlpD//astC//dgkA//sbcD//accB//ybeF//chaC//ispH//tufA//sohB//yeaK//pyrB//pgpB//torA//yiaF//cnu//tdcG//insF-1//ilvB//tatB//gpt//envZ//zntR//ulaE//fadL//treF//arnT//yhhZ//hokB//greA//amiA//rhlE//fumB//leuB//nuoM//btuD//pgaC//betA//gltP//rplF//folC//xthA//bioD2//amiA//murB//scpC//tsx//ttdR//murG//rplW//secY//fadR//dosP//yqeF//hycI//ygaV//cadC//fieF//artJ//xylE//fimH//ycdX//ribD//hofM//uhpT//arnA//metK//yhaV//tsaE//rpsG//diaA//fimC//oppA//sufS//yceO//eutR//xapB//hdeD//yeeA//thiL//cpdB//gfcE//gapA//nlpD//yiaN//cusA//metK//cdh//tilS//murF//ubiG//mak//ccmC//malX//rplB//phoE//ldtD//pckA//ulaD//casC//yfdO//menI//yiaF//nikR//ptsG//gcd//ychO//prmB//ibsD//spy//arsB//ubiJ//yiaU//pgaC//ymfA//ypdF//rplD//uxuA//ihfB//tehB//mngB//dnaT//gloC//pliG//rhtA//lptA//secM//rfaH//rpsP//araH//bepA//ybcQ//nagE//ydjK//aroL//znuA//csdE//bioD//rpsP//rutF//ghrB//yhbO//gudX//btuD//bdcA//ydgA//rbsC//yigL//cvpA//tdcR//ydaV//yfdR//envZ//yqiJ//rffG//yaiV//ynaI//yqgB//intF//sbcD//hslO//rsmJ//yqiH//hdeA//kdsB//rbsK//phnJ//purU//hcaT//recJ//tatD//kup//hybO//rimM//sdhC//hicB//purA//hisS//nanE//caiD//mdh//narV//yjfP//paaK//mrp//eutK//kdpB//nac//prpC//fixA//rodZ//znuA//pyrG//fkpB//lgoD//mdtN//thiD//ydjM//yehD//yehD//norR//yddM//mfd//era//lacI//epmB//ompC//yhfK//tonB//mqsA//ydfK//mfd//hprS//eutB//tcyJ//alaE//trkH//rhaR//yegD//ybeF//galP//sgcR//tehA//ftsQ//citE//rpsN//dld//abgT//acpH//yhjX//preT//glpB//yobF//fadA//rbsK//yaiV//erfK//hexR//tdcA//aspA//elfA//xylH//lexA//glnD//menF//msbA//nuoE//yhbX//ybfA//recA//cdgI//rpiA//zraS//nikR//hflD//cyaA//sufE//queF//fixB//elaB//tyrS//ompL//prlF//ydiQ//tsaD//aroP//ygeA//frlR//uxaB//mdtC//solA//rpsA//glnA//atoC//yfgI//paaD//rho//greA//gsiC//hiuH//
GO_0006811_5	yaiP//ribE//blr//prfA//lpxC//clcA//yhaM//entF//mglA//hyaD//yqjI//tilS//mtnN//cobB//tpiA//tdcB//yfiC//yfjR//lit//citT//lamB//rplX//nimR//glcD//dpiB//mdtO//hslO//mngB//clpP//yghG//pckA//fecA//hemL//rpiB//waaU//tcyP//fklB//yafO//modA//ychH//yddG//pphB//cyaY//rapZ//btuF//yeaG//frvR//murI//rcsB//azoR//umuC//rhtC//mhpB//putA//tcyJ//glgB//mazF//elbB//glxR//gntK//yjiM//bdm//csgD//yjjB//glrK//pgaA//panB//ytfT//moaD//rutC//yigL//srlA//csgB//putP//rsmH//menE//phnI//pdhR//ydhJ//recF//rlmJ//thiP//dtpA//kdgT//mak//fkpB//ompG//rhtB//lolC//guaD//grcA//msrB//frmR//fdhD//csdE//garP//sufC//yceO//narK//groS//slyA//mcrA//selD//fhuF//nuoG//yacG//arnE//ydiV//glpG//appC//proP//mutM//uspC//glcC//insF-1//envY//rihC//ydhQ//clpP//wza//adiC//yedL//lexA//sodC//uxuR//ydeE//rplR//dhaL//cysG//fucK//ynjA//kefB//bsmA//yieE//yehZ//sufC//yjjG//ugd//ybfA//atoB//yggX//elaA//rpsP//zipA//yciK//alr//tamB//btuC//dppF//ybcJ//bfr//fdoH//hexR//tsx//hscB//trpL//murJ//nrfG//panE//ibaG//ydjM//rplR//yiaM//glpK//yoeE//csrA//yfdR//rpsQ//pspC//agaW//fdx//rpsR//rarA//nagA//groS//btuE//rimM//zupT//prpC//cvpA//aaeA//htpX//hofQ//yihL//cho//appC//rpsP//nanA//oppD//ycjR//gntR//tdh//folD//nupX//lysA//pykA//dbpA//mglA//phnP//clcA//gcvH//entD//galK//ghoS//fixB//ybgI//fadM//recE//aldA//iscX//pepN//yacG//hsdR//tdcC//nuoF//nhaB//purB//dhaK//csgF//ibsD//rfaB//hiuH//kdgT//ttdA//xylA//ymgF//pgl//moaE//trkG//trpR//mltG//afuC//uidR//trpD//focB//purC//pmbA//pcm//ydcS//ydgA//hdeD//ispU//exuR//dctA//nlpE//hisG//recT//abgR//ykgF//murC//csgF//rhaM//opgD//hyfA//ygbN//suhB//cbtA//lysP//sppA//btuB//rne//yibA//insA-2//thiP//flhA//cpoB//ydcS//elbB//tgt//yahD//cheW//rplP//lexA//ulaF//holE//agaV//ubiH//yfcS//sseA//rnc//ompF//tdcR//upp//araB//creC//ribB//fdhF//
GO_0006812_6	idnT//rbfA//nagK//fur//elfA//pepN//rimL//thiE//rutB//rhmR//hypF//fimB//hcaE//tolB//ydcO//nuoE//aas//umpG//kdpD//mipA//nudG//glnQ//tsaE//nrdE//narZ//tag//sdiA//nanK//hcaT//ruvA//uxaB//yjjV//torC//groL//mraY//mngR//insE-1//yigL//yidL//tnaB//arnB//gldA//murR//fabI//dcd//ilvC//yibH//ybhF//fepG//hscB//csgD//cspD//cho//entS//miaB//frwB//hofO//add//gutQ//ratA//phnC//nusA//ugd//yjbG//hpf//ccmE//htpX//yidR//pstC//yagU//ydcO//rhmR//mscS//spoT//waaG//pgaD//puuP//yehP//prfB//leuC//ymgC//hflD//hofQ//yjiM//yfbR//trmL//rhmR//hofM//yiaJ//yfeD//rplW//polB//livK//paaE//lgoR//yfjV//sdhB//rzoD//queC//aceF//insI-1//yiaJ//hyaD//hrpA//lysU//gluQ//tauA//adeP//recX//plaP//mipA//ydcR//ykgA//mobA//mreD//cdd//ybiT//glcB//fecB//msrA//pspD//fklB//zntA//arnE//nanS//grpE//ybiW//ygeW//sbp//sgcX//gsiC//pitA//ubiJ//deoD//ugd//aaeR//yojI//yeeY//yhaM//rlmG//panC//sdhB//uraA//yahO//dpiB//gntU//ytfT//dgcN//ampH//potH//ligA//yfcU//yidC//lapB//frwB//potG//hipA//ydjE//katE//gadA//sbmC//bamA//lgoT//erpA//recB//yajO//gmhB//ykfI//kdsA//ghoT//yibH//
GO_0006813_8	narK//fhuF//tpiA//ilvD//atpH//arnA//allC//cheA//nadC//ruvB//hdfR//ygcO//pagP//mutL//dusB//uhpT//csdA//
GO_0006814_8	ybaK//yhfK//yhaV//sbmA//mioC//exoX//ydeP//adeQ//cusS//
GO_0006816_9	ychF//
GO_0006817_8	ulaB//tdcF//citE//kdsD//yjcO//syd//rimL//purL//aroH//
GO_0006820_6	ribD//priB//rnpA//alsC//yqiI//ebgR//fdhF//trmO//avtA//gshA//prfB//prc//cutA//malF//alaA//yhaC//mdtJ//dpiA//acs//cydD//lpd//tamB//arnA//mhpR//dapF//dpiB//nfsB//murF//dnaX//gcl//rlmN//rffM//yiaJ//marR//rplM//ddpX//gshB//ubiH//slyA//mppA//dgcQ//recQ//tatD//uvrY//tynA//fabZ//ascB//fliK//crp//bioF//entD//rplM//lacY//pgrR//yebC//mglB//rluA//hofN//glpB//fucA//cobU//htrE//insI-2//abgB//mocA//crr//yfiF//ycjU//rffH//nlpA//dcd//bcp//ugpE//insI4//nadE//xanQ//pgrR//modC//mngA//rpsO//gapC//fadJ//prpD//murB//priC//gor//srkA//solA//aceF//livF//ybfE//dcuS//ygfA//mngA//prkB//melA//yhbX//bluF//rluC//yeaG//rhsD//rluD//fucA//agp//tdcR//ldrD//rapZ//dnaT//intS//betT//rbsR//sfsB//bdcR//opgG//ulaF//rfaD//waaC//thrS//cspA//yedX//rlmC//fhlA//metG//lpxL//mdtF//cusF//bcsQ//mscK//fhuC//plsB//iap//ypdB//argH//menF//purT//trpGD//dkgB//puuD//idi//ydeM//ampE//rutR//polA//csiR//ypdC//kefB//ydhC//argI//epmC//tadA//serA//amtB//dppC//rplF//fimB//hfq//comR//yfdO//cusA//recD//cvpA//diaA//yehW//puuE//lpxM//yafN//nikD//yebS//fic//entC//aaeB//bacA//crfC//ybiO//uvrA//metR//yhcH//
GO_0006821_8	torS//mlaB//cas2//
GO_0006824_8	yhdH//gph//rfaF//rclA//
GO_0006825_9	rhaA//yihR//rnlB//uup//moaC//oppB//treF//
GO_0006826_9	narL//agaS//thiH//trmD//yigL//leuS//cfa//ypdA//nrfD//sgrT//sixA//trpC//atpA//zupT//moaE//rne//mioC//
GO_0006828_9	rlmL//yidZ//phnC//
GO_0006829_9	adhE//mtlR//hybG//tnaB//cysA//yehP//yqiI//tdcG//ycdY//
GO_0006833_6	menI//
GO_0006835_8	dut//glxR//parE//treF//eutA//yfaU//tktA//hpt//sdhB//aaeR//srkA//hokE//mhpC//lplT//
GO_0006836_5	hybA//fimH//efp//rpsA//frlR//yebC//fhuF//dxr//yghO//yddM//
GO_0006846_7	folA//ruvB//
GO_0006847_8	mobA//
GO_0006855_6	cspI//pykA//bioA//gshB//yccA//hdeA//ycjW//gutM//mepA//mreD//gpt//yhhY//eco//modA//uup//yfjR//speB//dapF//ttcA//exoX//bamC//agaW//cynX//ldtA//pflC//gntT//nhaA//cysU//hicB//ydhC//nfi//metC//ghoS//infB//lgoR//selD//rplM//bcr//rbn//ygiW//hyaC//adeQ//agaA//rlmL//lysP//aroB//pyrB//ybjX//garD//minD//cutC//fruB//gshA//hemB//rusA//srlA//yggD//ssuD//
GO_0006857_7	pbpC//tdcD//lldP//moeA//yoaB//dsbC//tamA//nfuA//rpiA//tcdA//luxS//cutC//hyfC//rayT//corA//selD//kdgK//puuD//oppC//asnA//fucA//yefM//sfmF//wecB//rlmM//sgcE//cnu//
GO_0006862_7	cobC//
GO_0006863_7	pgaC//yaiW//ygfZ//cbl//hcp//rlmB//creC//yjjI//
GO_0006865_6	wecE//rho//cvrA//syd//dinG//caiF//hisM//cutA//rplI//fixC//ygbL//rplK//murG//torZ//csgA//nupC//fhuF//menH//guaB//nagE//speG//mglB//kbaY//aroE//fixB//lpp//pabA//feaR//sgcE//aceK//yfcG//secG//nimR//nrfG//glrR//efp//greB//mntP//ybhF//sucD//gatA//bioD1//hcp//intA//srlD//phr//aceB//chbB//mdtA//alaA//hypT//leuE//murQ//pgi//rfaF//glpB//dnaJ//cmoA//idnK//ymgA//recA//panF//tmk//ydcR//yjhG//tdcC//lpxM//frlC//hha//rpsS//nanK//yhbX//garR//
GO_0006868_7	ade//rlmE//glpK//
GO_0006869_6	coaD//pcnB//tauD//gyrA//cydC//solA//glnE//mrr//apt//sdhC//nrfA//glcB//yfcP//tolB//kbaY//accD//waaH//ilvA//yfcG//dgcF//cusF//glcD//lptB//
GO_0006873_5	recF//rhmD//gshB//ygjR//arnT//nagZ//nimT//lptE//mdtD//ydhJ//acrD//rluE//gpsA//gstA//flgK//atpF//flgA//rpsE//mgtA//adiC//menI//btuR//purR//yejE//dadA//der//rtcB//yibH//tdcA//tgt//
GO_0006874_8	panC//
GO_0006875_7	dkgB//appY//hsdR//tsgA//sdhE//arcC//aceA//hcaD//syd//garP//osmY//melA//ydiZ//rsfS//glyS//moaE//nrfB//fabR//prlC//yddM//frsA//
GO_0006876_8	argD//
GO_0006878_9	fbaA//otsB//yadI//atpE//ybaE//
GO_0006879_9	cydA//fetA//amiA//accD//gadB//ybbY//pgaB//thrL//lptG//mlaD//galR//
GO_0006880_4	rhaS//yicJ//rraB//
GO_0006882_8	ppk//
GO_0006883_8	yggN//yjiQ//rnhA//
GO_0006884_4	umuD//malG//hybD//yqiJ//codB//
GO_0006885_9	fecC//mdh//cyoA//yqiG//yafO//fbp//insI-1//greB//argA//greB//paaG//
