#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lolD//fumB//chbC//sgcX//
GO_0006821_8	ribF//yhaO//glsA//
GO_0006824_8	aqpZ//cnu//dacD//hscB//
GO_0006825_9	rfe//araE//opgC//frdB//srmB//yfjV//glpC//
GO_0006826_9	gltL//gntU//insI1//ycaO//dppD//secF//helD//nrdD//gltD//lpxC//ykgF//ybhG//purU//serS//serA//artQ//yjhB//
GO_0006828_9	hlyE//edd//alpA//
GO_0006829_9	azoR//rhlE//yfdG//envY//pgaB//pppA//rhmD//hemA//hslV//
GO_0006833_6	idnT//
GO_0006835_8	mnaT//setC//mlaF//yiaM//tyrR//ymfA//recC//srlB//fimB//appB//menD//yajQ//yiaA//yiaO//
GO_0006836_5	fhuC//ldtE//prfC//yeaE//yjbE//fcl//afuB//ptsN//rplJ//mlaB//
GO_0006846_7	feoB//copA//
GO_0006847_8	cmoB//
GO_0006855_6	fdnH//cyoC//yehP//ubiG//tatB//putA//iscS//ygeV//greA//tauC//bamD//livM//holB//dmsC//mscL//polA//rsmE//feaR//hyi//pinR//focB//motA//sgrR//skp//panC//pykF//rng//lrhA//elyC//bglX//ynaI//fucI//ycfL//rffH//mlaD//yoaA//agaV//yceD//yqjH//codA//treA//truB//ftsZ//slmA//hyi//pabA//ydiQ//uspB//yhjB//rclB//aqpZ//narX//fadE//tcyP//folC//yecS//dhaK//yggX//
GO_0006857_7	eptA//sapD//yhdZ//yfcU//wzb//mipA//spy//hrsA//pgi//relA//yciA//norW//menB//ybeY//rutB//tatC//metK//gapC//rlmM//galP//lysP//hybD//livJ//yqhC//rplA//argG//lptD//
GO_0006862_7	uidC//
GO_0006863_7	mlaD//rplT//fimB//prlC//ampD//hyaD//rarA//rng//
GO_0006865_6	panC//envZ//pflB//lpoA//glnQ//aer//phoB//fliT//ydaN//xylR//nikB//yojI//gntU//ybfA//yhcD//mdtB//treR//ibsE//yiiM//actP//dosP//ybhG//rpsS//gutQ//actP//uacT//pfkA//pphA//hcaT//ycbU//lysA//araD//aes//zraS//glmM//prpR//glyA//alkB//ilvA//glpG//ynaI//yqaA//dinG//gmk//yieF//yphC//surE//gabP//rplD//minC//mngB//yehX//dtpD//sbcB//argT//nagD//mdtP//murR//bacA//clpA//araC//yfdO//carB//holD//yecS//waaS//intF//ugpB//cheW//rsmG//nei//ivbL//pyrL//
GO_0006868_7	tauB//galE//yjhI//
GO_0006869_6	rlmH//ygjR//nanR//adiA//idnT//abgA//mfd//cysZ//leuA//caiE//ynbD//acrB//ygeX//msrA//lysC//pinR//lnt//phoP//endA//yehD//scpC//yiaJ//waaY//
GO_0006873_5	ygeA//hpt//mcbR//panC//lysR//hcaB//ispF//ydfD//holB//tauC//rcnA//mdtI//dgoD//wzzB//tnaB//rluB//rhaA//prlF//nupC//yihW//ravA//narV//nhaR//menE//metC//dsbB//ybjL//bssS//znuC//yjaZ//
GO_0006874_8	arfA//
GO_0006875_7	yddL//yqiH//mhpB//gadA//flgG//ilvH//smrA//yfdO//djlC//acnB//cpxP//gadB//pheS//fucP//narX//mnmE//sucA//ssb//pykA//sgcB//yafC//
GO_0006876_8	opgE//
GO_0006878_9	ynhF//proA//mrcB//glpB//skp//
GO_0006879_9	recD//bepA//metC//maa//yqcC//mazG//epmA//yggW//guaD//fabH//fecB//
GO_0006880_4	rfaB//ybiS//srlR//
GO_0006882_8	ydcP//
GO_0006883_8	yfcP//aidB//panZ//
GO_0006884_4	ygfI//atpC//uvrY//marR//rplI//
GO_0006885_9	clpX//ydeP//map//cbtA//menI//pinQ//efp//ynfH//paaZ//cysM//yjjU//
GO_0006886_5	cyoB//potF//degP//srlB//fimZ//pdxA//rutG//gpsA//murE//gadC//hrsA//
GO_0006928_3	pdeH//purB//rsmD//malX//gadC//rhlB//pspF//clsA//ygcR//pdxK//frvA//nlpD//alaC//alaS//rutB//hprR//yihI//iraM//paaF//pdeF//gntK//tdcE//ydeI//eco//ebgA//idnO//idi//rssB//xdhB//trkA//ybjL//csgF//ilvI//bcp//yhcD//allS//ilvA//fabG//rlmE//araB//ahpC//yphD//sucB//fnr//
GO_0006935_4	uraA//rhaB//dtpC//kdgT//waaC//rsmF//panB//norR//greA//yafQ//rutA//oppD//polB//rbsR//trkG//secD//
GO_0006950_3	aceA//lysU//yfcA//yebQ//waaS//dut//arcA//arnD//lsrK//gatB//lepA//casB//fau//wzc//norW//aceF//acrF//trxA//nepI//tdh//elfG//ybfA//ulaR//yeaG//paaK//ftsE//rpmB//nlpD//yadI//ycjY//rcnB//hyfA//galF//relE//yehW//sdiA//sgbH//asnA//garP//xisE//hypT//pppA//ydcI//decR//moaD//cyoD//gsiD//galU//bglB//yegT//fklB//dinQ//yiaU//rnt//hinT//fdrA//actP//yceO//yqjH//ygeX//rpsJ//araF//pspF//efeO//yeeL//frdB//qseB//cyoD//vsr//dgoK//agp//trpB//pykA//uxaC//rppH//frlA//trpC//upp//yieL//ugpA//ibsA//ftnA//cspC//fhlA//nuoF//flgA//fabR//glnD//gutQ//metE//ffh//tdk//mepM//rmuC//hemD//glgX//diaA//casA//hemE//pepD//bfr//mdtI//ilvH//dcyD//hemB//zapC//yghG//ilvC//dtpA//thrA//yhfS//intF//ybdG//arnB//frlB//parC//yjjB//lacY//gcvT//ynfE//glk//clcA//rusA//ibsD//metI//citT//fdhD//yddL//artI//secE//rpmA//lon//tusC//sdhB//recC//crr//ygfX//pepT//efeO//fdoG//rmf//etp//ribB//melR//sdhC//rplO//mreC//bcp//yqeA//rnr//waaB//iscX//ygaZ//ycgV//lpxD//ivbL//codB//cbl//fliL//folM//rpmF//kbaZ//gstA//murJ//psd//fbaA//rnhA//rhaA//greB//fadE//rpmH//ibaG//ilvD//feoA//araF//yjbH//clsB//metQ//yejA//yqaA//sucC//ltaE//dinB//norW//adeD//cysZ//aroB//glsB//lon//map//mdfA//arcA//rlmF//rpsO//phr//hns//ascB//abgT//lptG//hyaA//rseC//yjbF//sodA//nrdF//ispH//ydcT//pinQ//murQ//ansB//yggN//sdiA//gmd//murJ//sbmA//hipA//fucI//rpsE//rsuA//yijE//arnB//yajO//yebC//holA//uidA//phnN//yifB//yjbB//phnN//tig//cysE//skp//glrR//cpdA//atoC//lsrB//pflA//yfaU//elfG//yejA//kdgT//paaA//adeD//cspA//acrD//polA//hemE//mglB//pckA//flhC//nusG//menF//recT//yihQ//ymgA//dhaK//appY//glcA//gpr//wzzE//rutA//yegD//coaE//yajR//yfgO//atoC//glcB//ybeY//ibaG//yciE//yibH//znuC//norV//rlmJ//miaB//yqeA//ycgR//spy//appC//glgB//ftsW//macA//feaR//ydcM//prc//nagC//fabR//mscL//dapD//hypC//kefC//lspA//mgtA//flgH//waaY//cobB//phnG//sutR//envC//rhsD//lipB//hyaD//gatY//gntR//arnE//potI//dpiA//fetA//cyaY//ybeF//rimO//rutD//cspE//lptE//fhlA//cyoD//mtlA//yajQ//cysD//malZ//pyrF//ynjD//puuD//ispF//hemN//rfaH//tyrR//yeaE//narX//pdxB//yafC//cusF//mqsR//yqeA//tcyJ//manA//mdlA//glnE//groL//def//cpsG//prfA//cysG//livM//yfgI//ribE//clpB//fecC//glgA//selU//glnL//tnaC//cmoB//citE//gcvT//dinJ//moaA//moaA//ushA//yghW//gpt//grcA//iscS//dnaQ//syd//prfA//cmoA//bssR//ymdB//gadX//rpsP//pgpC//gntT//nadA//srlR//ilvE//puuR//gudP//ybfA//yneJ//qseB//rep//ygiV//truD//sgcE//rplM//cysP//rppH//hicA//lyxK//metE//yccS//galE//waaQ//cbpM//ydiZ//yhbY//zitB//yedX//dnaG//hemE//rplQ//mnmG//msrP//lysA//envC//cvrA//selB//hypD//ccmF//bamA//ribC//lpoA//oppD//yggW//moaC//clpX//leuS//ddpX//nrfA//hcaT//galR//ssb//hemN//ftsX//nuoE//gntR//ymjB//lpd//ileS//fliL//btuC//ybjX//ymgF//wecA//rayT//fepC//tcyL//dtpB//artM//clpA//dgoD//ybdR//citE//yhbY//arnD//djlC//rpmJ//sxy//cptB//hsdR//sapD//phnP//pdeH//tolC//csrA//fryC//gntT//pncB//rpsG//yihR//queF//rutB//kdsC//rpmC//entA//tyrS//scpC//mhpB//queG//hicA//dgcM//pepB//nepI//rcsC//alsC//pheT//emrB//rplQ//waaC//nfuA//lysS//ispB//
GO_0006952_4	artQ//glnP//secB//folX//spoT//potG//yjcO//sstT//aroH//yrfG//yhbQ//cspE//
GO_0006970_4	rpmJ//btuB//rplT//cbrA//recR//mtlA//pta//cof//lgt//atpA//livG//torZ//ynbC//rcdA//soxS//tdcB//narY//ftp//afuB//secF//ychF//dhaL//queC//fhuC//yneL//yehT//fmt//gstA//fadB//ompC//rluC//mcbR//hyfA//decR//xseB//ogt//ygcO//dcuB//
GO_0006972_5	helD//ymgC//panF//metB//fumC//sapB//hemB//frwB//elfA//fadH//mfd//lgt//purT//clsA//
GO_0006974_5	flhE//folM//yfaX//fepA//puuR//phoA//mrp//trxC//iscA//agaW//yfeX//sohB//speB//selA//yccS//ccmG//yddA//pnuC//yihR//glrR//glpF//rfbD//ybiT//dcyD//tusB//intZ//amiD//uxaA//rclB//lldD//narJ//mioC//proP//glpT//ompF//yhdJ//argT//aceF//glgX//ampE//dicB//yjjU//yjiA//gshA//rnb//patD//msbA//yqeA//paaH//phnG//yjcE//tdcD//nuoI//yqhC//yfbS//uhpA//smpB//oppC//arcB//hypA//rimO//bcsQ//secM//yqeG//yodD//pyrF//pdxY//ycfS//glgP//gmd//frmB//ybdH//ydcP//yebG//pabC//djlC//xylB//dnaK//ygjH//yahI//glpC//glpD//ydaV//grxD//ftsZ//rpsM//mlaF//metQ//kup//araH//cueO//ymjB//lapB//oppA//acnB//chiP//ghxP//rpsL//serC//recB//yhjA//ghxQ//yfiR//ydiP//djlC//tdcB//cysS//ahr//ybdM//alsB//gcvR//yahO//yhbQ//yahD//nikR//puuB//hfq//tatD//pinQ//xapR//adk//lolA//yhcD//higB//nrdD//pepA//pphB//cysA//sgcE//glrR//gpmM//amyA//accA//ldtA//selD//opgC//ydgA//accD//yehB//purL//dusB//waaB//rplD//dcm//rpmJ//recT//hslU//cheR//lolD//ybjC//perR//lysR//arcA//ftsH//lpxP//hpt//citG//prfB//cytR//glpT//fecC//lrp//yfeD//nupX//phnO//yfeR//yahO//nac//carA//xseB//rplQ//yrdA//lspA//ppc//rbsK//fadD//dfp//tatD//ycbX//narL//agaD//ebgR//adk//cueR//opgG//ygeX//rhtB//eutB//ynjD//zapD//fabI//nth//uspB//ulaD//bioH//secF//gph//menF//hyfC//sbcD//bdm//yoeE//abpA//ybiS//yfdS//kilR//pcm//ruvC//alr//flgB//ftsY//aroC//ybcC//phoP//rutD//ttdT//livJ//ygjH//pheT//rffM//insI3//melA//nlpD//trxA//bamB//ccmA//yhfK//recA//menE//yejE//nimR//zinT//yahO//yicJ//dcp//ptsI//ydbK//dinJ//helD//agaV//rapA//mutM//dgcT//gloB//prmC//idnT//
GO_0006979_4	mntS//yehW//pepB//ftsL//rcsA//miaA//ulaB//lspA//hemA//arcC//yrfG//xylF//cspI//yfhH//yfaL//ygfI//rep//xapA//yhjG//alsK//ugpE//ilvH//yggN//ybdH//ybiJ//atoB//sgrT//ydcM//atpE//sfmD//dmsB//ibsA//prs//ulaE//ynbB//kilR//frdC//ybeQ//phoP//coaE//comR//bsmA//casB//potG//hycB//napF//ybjN//rutF//dctR//minE//pheP//yejF//prfC//arnF//aes//yciK//yehD//cpxA//dppB//cdsA//emrE//lsrK//sspA//cmk//etp//alsE//dgcE//ptsG//mprA//pgaB//sufD//yciK//yhfS//fixB//phnC//sanA//xisR//pnuC//mmuP//tatB//tesB//yijO//phnL//sufA//dgcM//prpC//
GO_0006986_5	msrP//wzyE//galT//ygeX//polB//rusA//
GO_0006995_6	glgB//galS//
GO_0006996_4	rimP//yoaA//yidD//tpx//sodA//yjbG//dinG//gntK//tadA//add//sixA//agaA//lpxL//tusC//fabA//ompR//waaO//yahK//uspC//rhaA//ldtA//nirC//yadC//yhcH//yphC//acpS//tusA//tsf//pckA//pntB//thrC//def//gltP//eutB//ulaC//leuB//flhE//cyoA//djlC//
GO_0007010_5	queD//
GO_0007059_3	eutN//ushA//malY//cirA//yebK//yrdA//sufD//mdtN//yidD//acpT//
GO_0007062_4	rpsT//fdnI//uidA//npr//
GO_0007154_3	grcA//ddpX//pgm//malG//insF-1//ratA//yjjV//yegS//rhaA//nlpE//fiu//ulaF//lldR//gstB//rraB//acpT//ygcO//prpR//sdaA//dmsA//spoT//ycbV//betB//metF//rplP//ybhD//glnH//rffC//rsmB//yqeA//hexR//fucK//yjhP//sbcC//ygbI//recT//yhdH//dinG//rcsC//thyA//yhjR//hybA//yjjW//sbmC//yjhG//malE//gloB//zapD//rhlE//fabD//ligB//fnr//atpE//relB//yfeR//
GO_0007155_3	ebgA//dkgA//atpH//menA//wecE//kbp//ybhJ//iscX//lldD//yhdH//ulaR//mdtQ//mrr//ssuB//tusE//hscB//alaA//yciH//endA//eptC//mrr//serC//wzzB//pbpG//ycdY//ycjQ//yrdA//menD//abgB//ybcC//ycaO//emrE//lspA//rhaR//mlaC//
GO_0007163_3	dgt//
GO_0007165_3	tsaE//tdcE//tsaC//clpP//araA//gsiA//dgt//flgH//yfeR//sapA//betA//narL//afuC//prmC//phnH//rfe//yqeG//rpmB//nrfB//sucA//mreC//yacG//dut//mepM//yhaJ//uxaA//serB//rhmR//proW//hemN//pyrE//osmF//ypdA//cpxR//livG//suhB//rhaD//speG//dicA//hflD//eamA//trkG//napA//ftsB//araE//sdaA//acnB//ssb//yibF//hemA//sgbE//pgaA//yfjV//asnS//sstT//hisD//proP//iap//nrfG//rfbD//
GO_0007166_4	hisS//paaX//rplQ//fepB//
GO_0007215_5	hdfR//ccmG//gapC//napF//
GO_0007231_4	tsaC//
GO_0007234_5	citE//
GO_0007267_3	acpP//yciH//
GO_0007346_6	mqsA//dgt//intF//
GO_0007584_4	roxA//insH-6//adk//hicB//
GO_0008033_9	glnL//nhaB//ybhR//rmuC//srlE//thrL//glnE//lpxC//hflX//ulaR//yidL//feoB//ydiP//pheT//dppF//gltX//trpL//fruK//ogt//rrrQ//uxuA//kdpD//hemE//greB//ydiR//ompF//rssB//rraB//deoR//alaE//yfcA//galE//yibA//mliC//pgaB//btuD//mukB//clpA//appC//yafC//thiD//hcaT//hrpA//mreC//cyoC//lysO//yraN//sixA//glgX//dut//ddlB//mprA//yahD//rlmD//yjhB//rsmA//
GO_0008104_4	murE//asnA//otsA//gspF//wcaC//lpxC//hemB//yihV//yjiQ//yihO//gpt//lasT//glk//acrA//frdA//ebgR//carB//ytfP//tpx//sfmF//deoB//shiA//nanK//rsmF//yhaV//zupT//gyrA//malZ//fdoG//ubiI//yiiM//kdsB//dtpB//holE//yedA//glyA//mtlA//flgA//insB-4//rlmL//ansB//grpE//lldP//pgm//lspA//yiaO//dppC//secD//coaE//
GO_0008156_8	hflK//yphB//hemA//yddG//recN//hexR//
GO_0008202_5	lipB//
GO_0008206_5	queC//
GO_0008213_7	hslO//ycbX//elfD//murF//pyrD//envR//ynfE//btuR//
GO_0008216_5	murI//aldB//opgC//
GO_0008219_3	envY//fadJ//ttcA//malK//fetB//mtlA//pabC//xylF//kdsA//ddpA//cysM//entC//dnaK//ndk//ybiV//
GO_0008272_6	rpmA//nagK//sodA//fadH//araD//yraR//ybgI//
GO_0008295_6	phoP//ppiD//lldP//
GO_0008299_5	clcA//gpmA//ubiE//adeD//dsbC//mdtK//
GO_0008360_4	phoQ//mlaC//etk//cydB//mobA//mrdA//fliK//ptrA//nuoG//yphD//alr//lolB//idnO//sapC//yraR//rng//
GO_0008361_5	gmd//tcyL//yobA//mnmE//yihU//
GO_0008380_8	hybC//
GO_0008610_5	hha//spy//lsrK//prfB//yihQ//adhP//ftp//yidL//uspB//yfeD//slt//cusF//tadA//kdpD//fadK//mqsR//mhpR//amtB//hflD//ilvB//sgbH//casC//fadD//ybdR//rlmE//yjbH//aphA//gatZ//yafC//zupT//prfC//nagZ//galS//cheY//sapB//gluQ//rbsA//hisF//pepN//crl//ydiR//kefC//adiC//yigL//trmJ//kdpE//ybcL//ynhG//rpoE//rluA//barA//ynbD//srkA//frmB//acrF//yrfG//argF//thrS//fhuB//tynA//thiE//pyrG//yjiQ//baeS//tap//zntR//cheR//
GO_0008614_5	ubiH//nrfD//potG//satP//srlB//murR//pdeK//
GO_0008615_6	atpH//yajD//nfsB//flhC//phnO//bioC//gpmM//
GO_0008616_8	mrcB//alaC//bamD//fumC//aroA//rbn//yqhC//
GO_0008617_9	gltX//
GO_0008643_6	cysI//thiQ//rlpA//gpt//trpC//ruvC//oppA//phoQ//abgB//yfbV//waaO//trpR//sfmA//yhfK//hrpA//hofO//tdcA//yraI//dctR//rhaS//symE//ycjD//proA//arnT//cysM//yehC//yjaA//cvrA//modA//narP//yfdK//oxc//malK//deoA//pflB//allB//iclR//mepH//yjbB//rof//lpxD//gntR//ydfG//yjiM//uacT//sad//hsrA//cspA//yraI//ftsP//yadI//proX//yhaC//proB//ilvL//bamC//recF//rcsF//rrrQ//recJ//kgtP//napB//yjiY//lpxT//era//gltB//manA//bdm//yfiF//trxA//yhiM//sgbU//trpC//yidQ//yjjU//epmB//ompR//rhaR//chbG//araH//metB//yihW//trmH//lexA//nanC//ybhP//fepD//lnt//cydB//spoT//ghxP//cas2//ybeQ//hyaA//ssuC//yqjH//ybiT//rodZ//rluD//araA//arfB//agaD//ygeV//tadA//sdhD//hisP//yihL//yadC//hdfR//selA//yebC//fepB//lysS//ykfM//
GO_0008645_8	relB//secE//hofM//cof//yraJ//abgT//treC//dedD//dnaA//tatA//betI//mnmC//tdh//rbsA//kch//nfo//proW//rhaT//ydiO//mhpD//hupA//recX//purL//gppA//
GO_0008652_5	gnsB//gshA//yihS//tmk//ilvD//rpsA//yciG//hisD//waaL//waaF//pspA//rnt//mgtA//mcbR//mdtO//ispB//hemG//rbsK//yicJ//kduD//atpC//ydiV//ydaC//pyrH//rpe//cysH//tsaE//ydgA//mdtN//thiG//pntA//cpsG//queC//potH//hemD//yggP//diaA//rluF//araF//psd//appY//lipB//hslJ//ygfZ//yihT//tusA//lgt//narH//appY//bglH//hflX//agaA//ygiV//kdsB//dtpC//oppF//ygcO//sfmH//pdxJ//ybaL//ydjJ//glcD//prmB//nikD//adeP//trkH//yheT//tufB//mukB//ydcS//tyrB//cheB//tauA//rne//rplY//lysO//hupB//tcyJ//glnS//prmC//rpsJ//wza//cmtB//ygbN//nanC//lpxH//chaA//xdhB//zur//glmU//metH//yoeB//mcbA//rpsH//potG//moaB//arfB//shiA//yfcA//torR//potH//kbp//ycbU//pyrH//tolR//yfeW//lolC//thyA//folX//gpt//paaA//fabZ//ulaA//ggt//
GO_0008653_5	hemE//glxK//frmR//allR//alsC//cbtA//recT//pnuC//ushA//ebgA//ade//cheW//ilvE//
GO_0008654_5	cheR//ydiV//yjcO//ytfR//metH//ybdG//yijE//dppC//yggP//rpiR//dacB//ybgQ//kdpE//cytR//citE//gudD//proA//aroH//cecR//trxC//cecR//csiR//hxpB//cnu//glgC//treR//melA//ptsG//rluA//rcsC//ttdB//fliL//panZ//sgbU//yciH//
GO_0008655_5	yjiA//proQ//dnaA//pgl//hofP//tsaC//mrdA//
GO_0009050_6	mltG//gstA//
GO_0009052_6	purL//ldtB//nrdR//kefC//fkpB//rsuA//atoS//
GO_0009056_3	murI//galM//endA//alsK//bioB//rplS//amiA//yobF//yneL//adiC//rapA//allC//tdcE//ydiP//uhpT//csgD//tatD//torS//rutA//glgP//cmoA//ydiR//yjeI//clpB//adeP//lolC//fabR//ppiA//ccmE//ybiI//dgoA//ydiR//torR//pabA//adiC//iraM//yqgB//glpB//bioD2//rpoS//ftnB//alsA//asnA//yiaM//pinE//ascF//malZ//priA//intQ//yceD//dsbC//iscU//yehY//dtd//pphB//tdcA//bssS//cydA//yfaU//hupB//fimZ//srmB//ptsG//bamE//dxs//dinJ//nuoH//hemB//apt//glgX//narW//acrD//exuT//sufS//murJ//purA//ivbL//mzrA//rpsI//tyrB//argI//pinE//yihX//napD//rplD//rfaD//frlC//tatC//ubiH//lnt//sspB//rpiB//mhpT//phnN//psuT//flgG//fdoH//narP//deoB//fabZ//rarD//fliA//ascB//rpmE//nagE//accD//greB//hisM//ybdG//torY//rutG//cheA//nikA//yfdK//rpmC//uxaC//mrr//argP//ftsW//dxr//yehT//rdgB//nanC//rsmG//gutM//yeiE//dinB//acrZ//yhaM//nrfG//yjjB//uup//ybiI//ppk//fruK//ulaE//yagE//prfC//murP//mntS//aldA//rhaB//dtpD//yfdC//hdeD//ligA//paaB//mepH//nikE//pepB//dinG//phnC//uup//talB//mltG//yjeH//ilvM//flgH//thiP//yjjG//mreB//hisM//agaB//lpp//prfB//mdoD//rpsA//ynfE//zraS//rsmD//uacT//cadC//ybhJ//emrY//murR//prfC//chbG//serA//ynaI//ompL//dsbC//chbC//wecC//opgD//cca//rnt//hybF//araB//xisE//copA//gshA//cptB//recC//rffT//ppc//metQ//yieE//nagK//nsrR//asnA//mukB//cca//rsuA//rpsE//cueO//rluF//nsrR//rlmJ//cutA//mltB//nhaB//gspF//yhjB//rutD//ykfM//truB//yegT//yfcA//glvB//bglX//nirC//yeaD//cptB//ykfI//artP//glnL//pykA//ycjD//dnaC//yjfF//satP//lysA//dnaC//setB//cynT//ghxQ//dnaQ//mtlA//hemB//elaD//tgt//mdtF//frwB//rsmD//acrB//atoC//yfbR//flgK//garK//cysQ//ompT//ybjX//ridA//menA//flhE//araC//acpP//fimG//hisF//ivy//truC//yceD//crcB//yagJ//cmtB//ybaK//ibsC//bepA//narI//moaD//yhjA//kdgR//kdgK//lpxT//ydiV//sodB//galP//panC//yeaE//caiF//ftp//hybD//alr//yfaV//csgG//idnT//rplE//yfdG//glcD//dtpA//rssB//rcnB//pgpC//mdtI//ubiE//rplR//eptB//hybG//eutA//srlD//rcdA//ilvN//puuD//crr//ffh//mdtP//yebG//torC//ttdR//leuB//pdeK//livK//ybhS//uxuB//yggP//paaE//eutN//rarD//pdhR//spoT//hha//acrE//etk//menF//aceA//ychH//cmtA//tsx//dgoT//yjjG//lspA//slmA//aroG//secM//deoD//flgF//pspC//yafE//mgsA//chaC//nanC//tdh//rplF//ushA//rhaT//ubiG//nupC//rpsP//glpG//cho//ygeV//yehX//cdaR//tatA//dedD//cbl//yihU//trkA//alsE//metN//moaE//yebQ//yehT//ligB//deoC//puuR//ftsH//nadA//yhhZ//menC//sspB//agaI//relE//aas//ydcS//bioP//aidB//gntK//tusD//citC//tomB//rcnR//tdcD//eno//nanE//gcvP//argE//yghO//eutR//tolR//rsmJ//yihO//rssA//matP//ydjM//fadB//qseB//asnC//uidA//yfaL//smrA//blc//mscM//yhjG//iraD//amiD//flgE//ravA//yihQ//ilvN//rplB//coaE//purC//ftsN//suhB//sbmA//
GO_0009057_5	yjaZ//rnc//selU//aaeA//xylR//hscC//xylF//elbB//fryC//hypC//rcsB//exoX//rimL//yphD//aroL//tdcA//emrE//mltB//mutM//bioA//intZ//pppA//ulaG//ccmD//rihB//gshB//dicA//ycjW//aaeA//chpB//cpxR//yafQ//iscU//adeQ//cmk//rrrQ//argE//dnaG//hslU//cheR//ygcO//fryC//atpF//pntA//aroB//pdeK//cho//yfaV//moaA//argD//ulaB//gatB//srlB//der//
