#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aldB//asnA//glpA//lacY//
GO_0010042_6	dam//glcC//
GO_0010043_6	nrdF//dcd//apt//yghO//waaY//tgt//
GO_0010045_6	rplI//menA//otsA//
GO_0010106_6	fliD//
GO_0010124_4	phnG//rpsH//cmoB//ugpA//lpd//rhaD//acs//dxs//dcuD//yjjB//mcrA//tcyN//rnhA//
GO_0010133_7	lysR//
GO_0010139_7	yjjX//
GO_0010165_6	yadN//rlmC//ydfH//rtcR//rpoA//dcyD//cirA//rpnB//msbA//rffG//mlaF//insE-1//mntP//prpC//iscA//rluE//
GO_0010167_5	mug//acpT//
GO_0010212_5	exoX//recT//atoS//nlpI//yeiL//nupG//pyrF//hyaA//rsmD//metR//rcsA//yebG//aaeR//der//maa//sapF//greA//fliK//ypjD//nanC//nanK//borD//ygjR//rplK//yiaU//flgG//yojI//rsfS//
GO_0010226_6	lolA//
GO_0010243_5	fabA//ligA//mhpB//mlaC//yraI//mglB//feaB//gltS//aroL//trmL//hprS//metI//argG//ubiI//phnM//yafS//
GO_0010269_5	fdhF//
GO_0010272_6	metB//trkH//purR//aer//secA//flgJ//
GO_0010273_4	tatA//ykfI//crl//ydcS//yeeL//sspB//
GO_0010288_6	scpC//
GO_0010312_3	cspC//
GO_0010332_6	dedD//
GO_0010350_6	moaE//pgi//
GO_0010438_6	zapA//cueO//elaD//fadK//
GO_0010447_5	ldtB//ldrD//trmJ//yfjR//caiB//rplS//ydiP//mscK//cpxR//rfbB//hsrA//ybjG//rpnD//hprR//pphB//ycbU//ycgR//yahO//fliM//iraM//leuC//
GO_0010466_7	msrC//brnQ//
GO_0010468_6	ppc//bluF//yihT//fdoG//rcsD//yfdR//rplQ//narZ//rplJ//udk//yegD//cas1//dgcT//frwD//fimC//srmB//gloA//flgD//zapE//relA//dsdC//amyA//gstB//intF//leuA//ygjH//entD//yhbS//menH//alsK//tpx//sutR//ugpC//sulA//cfa//lacI//dinD//proA//fadA//entB//cspD//puuA//murJ//glvC//rsmD//cmoA//truC//lolC//ybbW//yaaJ//ycdX//ibsD//cspC//yjfP//tsaC//rtcB//insI-1//mntR//lldD//envZ//birA//gltL//cpoB//nagC//ldtB//ghoT//dam//mlaD//pspD//afuC//pgaD//rpnA//coaE//flgG//yfgO//trkH//envC//ygjR//yijO//ldrD//paaD//glpT//uraA//rpsB//tsr//trmI//ydaC//uup//yjbE//hrpA//recF//crfC//yahB//ogrK//ansB//elfD//nuoN//ydfK//ygjR//recG//ulaE//rnb//yqgB//fimG//cnu//proS//sufC//soxR//bsmA//cfa//lolE//argC//greA//accA//argC//trxA//dam//marA//cra//hyaB//arsC//alaA//npr//tcyN//vsr//ppiC//ygiW//gntK//uspE//rna//nirC//fetB//fepG//uof//ymdB//tehA//envR//uxuB//yidK//csdA//proS//dgkA//pinE//glxK//sugE//orn//mzrA//cobB//evgS//mocA//yejE//slyA//crp//ynhF//treC//yjfP//udk//clcB//ydcS//yahF//pstA//intA//ltaE//tldD//narL//tusA//coaD//lysP//lysO//gldA//pdeK//paaD//fadD//mnmE//ascB//araC//csiR//ybiO//epmC//argC//ybhJ//yggE//fucK//atpF//yidE//argS//dcyD//nhaB//kdpF//nemA//nadC//ymjB//gltI//tolQ//napD//hsdM//lysU//rseB//malI//uraA//lhr//livH//ftsN//cobU//yeiE//ydgA//trpD//purA//ygdG//umuD//mtr//gppA//ttdB//wbbK//norV//prmC//ychO//ydcM//ldcC//macB//seqA//frvA//nrfD//hofC//radA//dauA//ulaB//insI4//gudP//menE//hlyE//flgM//fdrA//dppB//cpsB//ldrD//kdsA//sdaC//folC//rimL//ycjR//yajL//wcaB//trpB//lspA//arnB//kch//cydC//yhaO//rcsF//pstA//rseP//yggX//btuR//adeP//paaA//yadN//sspA//rpsI//guaB//rffH//nirD//valS//ppiD//cysB//torA//pflC//flgK//carA//rpnC//asnS//yiaL//dnaT//nrdA//lipB//yagF//hyaA//ycfH//cspI//nmpC//ibsC//rhtA//spoT//tesB//ligB//gcvT//mutH//wzc//fimE//alr//entA//phnN//nemR//fcl//moaC//prfA//ymfA//gudX//cutC//yoeE//rph//yfaV//sgbE//ligB//gltS//nupX//trmA//rimO//yjcE//topB//satP//feaB//yegV//caiB//hdfR//rbfA//mrcA//gltI//
GO_0010498_6	znuB//
GO_0010501_7	paaH//ycfJ//yeaE//sapB//hsdR//clcA//lapA//bcr//ubiX//
GO_0010528_5	fiu//
GO_0010556_6	sgbU//slyD//rbn//ftsW//glsA2//phoB//envY//aroC//yfcR//osmE//sapC//aroB//otsA//sdaA//deaD//yceO//alsA//ssuB//yieE//nikE//edd//yqiJ//sdhD//kduD//rhlE//lolE//higA//yhjX//ligA//mreD//cusA//nusG//tdcF//sgcC//tktB//mreB//hldE//phnI//uxaB//yehX//tus//fadR//rcsF//yqeA//minE//lipB//aroA//csrD//trkG//yadM//glvB//speC//galE//argP//putP//pcm//ycjR//syd//srlB//otsA//uspE//yfaV//agaI//potG//pgrR//hipB//trpS//modC//yoeE//aqpZ//lamB//ilvN//leuB//udk//lsrR//yejA//ytfQ//rhmD//ralR//yhaV//ybaQ//ydiP//hisG//ybjC//lgt//pabC//ompN//flgG//paoC//agaC//yccA//dapD//osmC//ygcR//ydiQ//hypE//hypC//tdcC//cobC//yhdJ//dcuD//ribD//rclC//groS//yecS//zapD//gloA//gatY//pdeL//pitA//pabB//rspB//yidZ//ftsQ//yebZ//pdeR//prpR//lpoB//alaS//frlA//queG//prfC//uvrY//ydfK//thrA//glxK//asnS//folP//miaA//lacY//ydbK//zraS//sgcE//rihA//mug//mscK//hsdM//yhjR//mtn//flhE//hybC//ydjH//yggN//yojI//idnO//rsfS//allS//yjhG//yadI//mrdA//tdcA//pdeK//ynfK//yjiQ//yhjB//tesB//frlR//rnhA//sodA//bioH//nemR//fliG//agaV//fdnG//mhpD//pfkA//yoaA//glsA1//nusG//fetA//topA//ydfH//lolC//waaA//sfsA//metF//cyoD//trkG//oppD//tbpA//rpoH//nrdB//ampE//afuC//xapA//mppA//rutA//kgtP//amiB//ansA//ribD//aspA//ybcL//cas1//fdnI//livG//malG//ymgF//aaeA//yqaA//uspC//ynbC//rpoS//paaX//sbcD//chaC//greB//pspG//ubiI//xthA//rcsF//pdxY//tatE//ogrK//rlmD//dmsB//argH//degS//fes//ypdB//leuS//eutA//rplY//flgE//yjjU//livM//ycgB//pepD//umuD//ugpC//hsdR//ompN//bglF//mltB//mdtQ//ompT//nikB//ftsQ//clsA//zapD//cpdB//alaA//lptA//cpxP//yjfP//adhP//ydcP//artP//aer//panD//yhfS//pabA//yfeO//recB//sbcB//yraN//yfeR//citX//hcaB//katG//lapA//yfaL//fimI//allC//waaZ//ybbW//metK//yjaA//sad//uhpA//yejF//yfdS//yfgI//waaA//iap//yagE//chiP//tamA//nadE//ygiV//lptD//waaL//rbsK//yeaG//rbsR//metK//zraS//pdeK//mcrA//folA//ligB//rcsC//tyrA//glnK//rhtC//panD//lon//yadM//hisF//hrsA//glyA//ydeP//fecB//lsrK//fryB//lacZ//ilvL//yqcC//ldtA//csgF//arsR//uacT//
GO_0010557_7	rpsL//ttcA//rsgA//sohB//gpmA//zapA//queA//cysI//dgcN//yqhC//rpoH//ybdH//deoC//tauC//lasT//hcaR//cadA//metI//mntS//mtgA//prmC//dmlR//ydfD//queG//entS//cyoC//tilS//yjeH//cheW//fimH//envZ//galF//chbA//phnO//dusC//prc//yieL//tdcD//napF//yihR//paaF//bioP//spy//narU//dhaL//yehB//cobS//eptB//gyrA//chbF//yihR//frsA//evgA//frmR//yjaZ//nlpE//aldB//yiaT//tsf//hemA//dppC//glxK//yiaA//hyfF//hyi//metN//aroF//fabZ//ravA//xylR//ybeY//hybF//rutG//yiaB//yahF//arcC//yefM//ugpC//opgB//groS//eco//ccmG//
GO_0010558_7	aroH//phnK//ibpA//fbaA//sdhA//ribF//hslJ//rfaH//ygbM//aroG//rplI//yfiE//frwD//secD//rpoS//pyrL//lgoT//ybfA//rsuA//prmB//acpT//idnT//ada//coaE//dgcN//xylE//nagZ//kbaZ//rpsN//pbpG//elyC//amiA//tatB//yqcC//gcvP//ybeF//yohD//etk//adeP//fepA//minC//eamA//kduD//gldA//rplQ//gatA//rffH//deoR//allR//tsr//ynjA//ompC//alkB//rcsB//xdhB//waaH//iscX//yqgF//entB//mdtN//bdcR//nusG//sfmC//dhaR//pdxH//queE//dnaJ//dicA//puuD//yqaB//dacA//rsgA//tonB//xapB//paaE//rdgB//tomB//rclB//narJ//serA//yciH//nikE//oppB//bdm//ratA//gstB//ilvL//yjhH//narL//mutY//uspC//yfgO//yhhT//metK//fimB//araC//waaC//gcvH//ftsZ//uspE//bacA//yfbU//acnB//rhaR//gsiA//iscR//mgtA//proW//thiP//iscX//citG//yhcF//osmY//sulA//intE//ygfZ//ydhJ//menF//argP//lysA//
GO_0010562_7	ydfH//flhD//
GO_0010563_7	ribD//gadA//
GO_0010564_6	yedP//yegD//rzpD//glvC//rlmH//
GO_0010565_6	npr//elfG//adeP//pgaD//rcnR//lysR//
GO_0010604_6	ycbV//yqgB//ttdB//mngA//fimC//nagC//sapD//yoaA//ygiN//potG//eutR//flgC//recB//gltB//nadD//ribB//greB//sgbH//adk//ydjL//rpsD//umpG//map//dhaR//wecA//etk//sppA//tabA//prpC//ascF//pstS//pepB//hinT//trpE//yqjI//nirD//yacG//ssuE//ynjD//mdlB//lpcA//dsbC//sfsA//cusC//yfbU//ligB//napD//psuT//ymgF//glcC//yehX//rapZ//yejA//sutR//yhjX//ybjI//lamB//mrp//cysI//alpA//yfbV//ygaV//cmtA//pinE//ivy//bdcR//mnmC//torA//uxuA//allR//yfcV//uspE//dapD//tar//waaF//brnQ//clpS//ybaQ//acrE//hns//nanK//sucA//sutR//rhoL//ivbL//fhlA//rluC//lit//miaB//yqhD//topAI//secA//ihfB//
GO_0010605_6	hycA//tcyL//modA//csgB//ndk//tusD//nagC//tatB//bioB//ycfJ//yqeA//iclR//holD//aslB//umpH//nfi//citT//betT//nudF//aldA//sufE//pphB//yegT//frmB//ygcW//uhpC//katE//ygjR//hemN//yahF//clcA//shoB//gyrB//yidD//entH//nfi//cyoD//garP//nudC//dps//xylH//rplM//cvpA//bdm//hyi//wecE//garP//asr//modB//pyrH//cbeA//purR//rpoH//cbpM//ygaH//rnd//yfhH//rpnD//yegV//ypdF//nrdR//rfbX//cyoD//mdtD//rsmJ//atoC//rcnA//der//htpX//modC//cmoA//znuC//fimB//vsr//yojI//flgM//tufA//mraY//adiC//acpT//ybiT//dsdX//viaA//yjiR//yjiA//garD//phnG//cydB//xylF//yjeH//fepC//glpG//malP//tdcE//waaH//yieF//fadM//fdhE//ssuE//cadA//dgcM//nlpA//yeaK//rspB//der//rplY//gltB//ttcA//ydaV//yceO//rraB//emrB//ybiJ//pheM//yhhY//argC//tdk//xapR//adhP//elfA//ynbD//ldtA//gntU//lsrD//potG//katG//nirB//yihU//tnaA//dinJ//rpiR//cysP//panB//cusB//dgcF//ghxQ//fimD//mutM//btuR//hsrA//asmA//msrA//moaC//topB//
GO_0010608_7	mliC//zapE//flgH//ybcC//secY//rpe//pnp//lacY//rihB//ispA//rho//tusB//caiD//kdsC//ssuD//wecA//dcuA//insI4//ravA//galK//sixA//rbsR//hycH//hemH//trpB//ilvD//aroG//gabP//gnsB//deaD//rbsA//yegV//dacB//kbp//mtlD//prmA//panB//dnaX//yraR//iscX//leuS//hscC//cutA//insB-2//
GO_0010628_7	rbn//pepD//pepQ//gntR//relE//yahI//insE-1//rnb//rusA//rlmE//bglH//cysH//yceO//atpF//dnaA//dacB//crfC//msrA//mqsA//kgtP//nanR//thiL//lsrK//yijE//yeeY//afuB//hflC//eutK//acrF//fecC//ghxQ//rffH//sufB//ynbD//ompN//ynaE//yfcF//ldrA//sdhE//groL//xthA//psuG//def//yjjW//soxR//hslJ//epmB//trpA//cecR//ypdB//allR//yceD//nei//yceK//caiT//ssuD//mhpB//def//ycjQ//murQ//eco//nemR//potH//torD//rnc//nanC//arsB//yaiP//mraY//yfhM//rplT//yqhD//mhpT//gadC//ldrA//ppsR//codB//gudX//wecA//dgcE//hflC//truA//erfK//
GO_0010629_7	atpD//mppA//dtpC//uup//rclB//hns//yihQ//yqiH//yebS//secE//yehY//trpL//hyfA//yfaU//rpsL//uspE//potE//yeeJ//yfiC//scpB//recA//fabZ//cysP//oppC//puuA//copA//thiI//ftsL//galS//lsrD//rplJ//clsA//crr//ftsI//glpC//mnaT//mioC//rph//lacI//proA//ldhA//xseB//cdgI//potF//yraN//corA//yhjR//mntS//cutA//glcD//tyrS//ccmA//cysS//cedA//setC//slmA//xylH//lrhA//purU//yegS//rhlE//nfo//uvrA//envC//phnP//fruA//sulA//yfeR//fdoI//rtcB//exbB//tatC//serA//cysQ//phoE//dsbA//yeaK//thrA//yiaA//hslV//ydcO//rhlB//hlyE//idnK//xylG//putP//rnb//mdfA//ydbD//argT//topB//cysE//proV//nadC//selU//sdhB//yejA//sixA//yfeO//mtlD//ivbL//paaA//hscB//ybdO//tolA//rclA//rlmH//dicA//glpF//fbp//pgl//plsB//wzc//sucA//groS//pdeH//pdxY//rhaA//rzoR//casB//alkB//glcF//queA//umuC//ybcF//cpsG//bamA//speF//
GO_0010638_7	yjhP//acpS//
GO_0010639_7	yihQ//gudD//tyrA//
GO_0010646_5	aidB//
GO_0010648_6	frvA//
GO_0010675_6	gshA//yibH//yohD//sdaC//chaC//gatY//
GO_0010676_7	ybbN//dgoK//
GO_0010677_7	yhcH//
GO_0010699_4	yihO//yfiR//
GO_0010810_5	cysB//yjcS//
GO_0010817_4	tynA//panF//ynbD//cysQ//ygfA//ispF//yadC//dcyD//ypdI//symE//asnC//kdgR//nadA//menD//
GO_0010827_7	yihT//
GO_0010829_7	brnQ//
GO_0010876_4	garR//
GO_0010906_6	cmtB//ybcC//
GO_0010907_7	maoP//
GO_0010911_5	cutA//wzzB//basR//
GO_0010921_6	glgP//thiM//glmU//phoP//
GO_0010941_5	ybeF//
GO_0010948_7	arnT//ycdX//
GO_0010951_8	fixB//fkpA//
GO_0010962_7	murI//rzpR//
GO_0010966_8	fepC//
GO_0010967_6	rpiA//
GO_0010974_7	pheT//
GO_0012501_4	rhaB//fdnH//yehD//nagE//polB//cysQ//narQ//ybdO//oppD//sufS//fimD//araC//clsC//
GO_0014070_5	ghxP//zntR//
GO_0015031_5	tcyJ//trmA//gntT//glnP//murQ//dacB//nrdD//sdhE//metR//fixB//ibsD//waaZ//mocA//rssB//yhaJ//secY//moeB//fadI//yfeW//macB//yfeO//hxpB//mug//torZ//nrdA//pppA//osmF//macB//glrR//tus//actP//ada//fau//fadI//lepB//murQ//yiaM//yghU//dnaN//uxaB//ilvD//
GO_0015074_6	srlR//prmA//fecC//ascB//uhpT//dauA//fhlA//
GO_0015628_5	ybaT//fcl//yagI//rbsA//hisH//
GO_0015669_5	ttdB//
GO_0015670_6	shoB//
GO_0015672_7	arnD//csdA//bioB//rcsD//thiP//gadW//mnmE//ftsI//dcuC//ileS//sdhA//tisB//recG//rhtA//fecD//livJ//clsC//sxy//ssb//sucA//casC//rph//cvpA//asnS//uof//yeeO//cysP//tufB//era//eptB//nrfB//yihS//ydiO//hxpB//lpxT//cheA//moaA//ybfE//trpB//bioA//gltP//yieL//rutG//
GO_0015673_9	ompN//
GO_0015675_9	yqiH//moaB//cusA//npr//pspD//paaZ//ycjU//kbp//
GO_0015679_10	bamE//lacI//
GO_0015682_8	gatD//ygcW//rraA//cysU//glmM//hupB//rutB//rclB//yqiJ//ybfA//eutK//barA//
GO_0015684_9	nirC//ycjP//rapA//tmk//fes//
GO_0015685_8	mreC//sohB//rep//ybiV//birA//yqiG//
GO_0015687_7	yfbR//cheY//xdhB//gyrA//
GO_0015688_6	truD//sdaC//tufA//rplQ//ygeX//folE//gabD//nudB//bolA//csgE//yphB//dsbD//puuR//cspI//rcsF//focB//sbcB//hybD//
GO_0015689_8	hokE//cheW//malE//
GO_0015691_9	fcl//mepA//ycjP//modA//
GO_0015692_8	yehY//
GO_0015693_9	mrdA//ybiH//
GO_0015695_6	ugpC//sgcX//hdeA//rlmC//yfaL//hofC//dnaE//csdA//clpB//yihO//ftnA//cmoB//kilR//valS//rlpA//gatD//nikE//emrE//recT//yehA//insB-4//bcr//yihR//mrdB//ydjJ//hisB//mzrA//epmB//umuC//yggP//
GO_0015696_6	betB//yadK//sodC//ulaF//ykgM//waaC//artM//fhuB//ascF//fdx//yahI//eamB//der//ypdI//ibpA//dcuC//epmA//sxy//yghG//ansB//rcdA//mmuM//fabI//yihT//acpT//metG//ushA//eno//fepA//ilvB//mdtE//
GO_0015697_7	spy//ycjR//ruvC//fes//deoC//fkpA//secA//yfcQ//ybjC//aslB//cdgI//pdxA//rclR//
GO_0015698_7	elaB//yedA//yqgB//nagA//rng//rlmD//parE//alsK//yhaJ//ibsE//fbaA//sufD//znuA//sucD//ahpC//yjfP//yjeI//ycjQ//evgA//ytfE//rpsD//def//aroF//bglA//yedP//gatB//mreC//tusD//udk//aroP//mutM//yceD//rffM//degS//yidA//rzpD//gatZ//ynfL//dctA//dacA//yihX//
GO_0015699_8	rhmD//
GO_0015700_8	yjjI//bioB//
GO_0015706_6	ynjD//holE//amiB//
GO_0015707_6	insI-1//hcaB//glrK//bioP//flgI//mocA//
GO_0015709_6	rarA//
GO_0015710_8	gadB//ydiR//
GO_0015711_6	rpsQ//lyxK//mltC//mnaT//ydfH//greB//ykgM//mlc//gabT//exbB//ydiO//yojI//phnM//lpxT//cfa//ubiA//pepT//btuD//sbp//aes//ybcF//sucA//recQ//msrA//insH-5//def//waaU//alaA//sbcD//glcC//tatE//nudF//yraJ//pspD//ldhA//dcuA//azoR//wzzE//trpA//purB//ybhR//lapA//hiuH//secB//lon//tyrS//rpe//ibpA//mtnN//yrdA//rpe//clsB//pncB//dam//rffT//yojI//trmD//ydiZ//ftsK//ubiF//fecA//alsB//bglA//degP//ydgA//pepD//bfr//trmB//ygiS//leuC//nadB//birA//glgA//wzyE//hyaA//rmf//sodA//recR//yaiP//prlC//mazF//menE//rpsD//lexA//yciV//cysM//napF//hsrA//sbp//kbaY//torY//cueR//sgrT//wcaC//nfsB//flgK//recR//eutR//paaD//sufB//rpsD//fbaA//polB//gabT//fimB//sufB//afuB//yfiR//mlaC//tap//uvrB//helD//dapD//yadI//dapD//fliK//dxs//glgX//treR//yeaE//tusC//yfaE//gshA//mdh//lipB//pyrB//ybgP//corA//ubiH//dcuD//nagC//ybaL//fcl//tolB//flgF//yddL//yiaF//yaaA//yddG//prpD//ung//cas1//yahF//rho//
GO_0015712_7	pdeR//
GO_0015718_8	dgoA//spoT//lsrC//amiA//mutM//ymgC//glyA//polB//fepD//clsA//hdeB//rplI//bamC//arcA//qseB//glgC//citG//metC//ygbM//narH//prpD//galM//smrA//rnc//
GO_0015721_7	crr//garD//
GO_0015724_7	soxR//focA//nadK//
GO_0015726_8	cbtA//
GO_0015727_7	pykA//yabI//
GO_0015733_7	nlpE//
GO_0015734_6	moaD//hscC//rpe//
GO_0015735_8	gltI//
GO_0015736_9	sufA//
GO_0015739_7	ptsG//
GO_0015740_9	tsaB//efeO//prmC//lpxM//ybhG//ubiC//yfeW//pgi//thrC//
GO_0015741_10	ygfX//yneE//
GO_0015743_10	ansB//
GO_0015744_6	udk//cecR//trmA//
GO_0015747_6	yehX//
GO_0015748_6	fumB//rlmA//pepB//hypF//lgoD//bioC//slmA//ompN//tsx//yiaL//gshB//yraH//ispH//gyrB//yceO//
GO_0015749_7	wzzB//ybhD//srlE//yhhZ//lpxM//gcvR//rfaG//dadA//gstB//bdcA//ydeE//yjhP//gcd//gpmM//ybiY//allB//sucC//dauA//araB//eptC//aceK//ybcQ//nemA//bacA//yajD//fabI//ycjP//upp//ybdH//gltS//ligB//citG//gntT//yfeW//fmt//ttdA//uxuR//allS//hybD//lepA//mhpR//tnaC//dpiB//srlB//argC//
GO_0015750_8	yeiL//metC//kbaY//glcB//gstB//yhfS//cysN//wcaB//rutD//ymgA//mqsA//proP//yadK//
GO_0015751_9	rutC//yejE//cpxP//rpsG//cmtA//waaP//
GO_0015752_9	yihL//sbp//ybdR//ypdF//lacI//fetA//
GO_0015753_9	azoR//dxs//yoeB//
GO_0015754_9	waaL//dhaR//ybcQ//
GO_0015755_9	gltX//murP//treR//rsmD//argP//alsE//rplY//btuB//amiC//puuA//qseB//
GO_0015756_9	prfB//gltP//
GO_0015757_9	rsfS//malZ//hycA//folM//livH//ygfI//osmY//
GO_0015760_8	yggF//
GO_0015761_9	cvpA//dgoA//hypD//
GO_0015762_9	cysM//
GO_0015764_7	cbeA//menI//cysN//yehZ//
GO_0015765_8	yphF//aqpZ//valS//nei//
GO_0015766_8	mgtA//metH//rnpA//mdtP//fliS//lamB//yahI//bioA//potE//umpH//sbp//yqjH//adeQ//menE//
GO_0015767_9	prfC//yehZ//msrQ//polB//
GO_0015768_9	rayT//trpGD//feaR//yahK//yjjX//dpiB//
GO_0015769_9	ymgF//
GO_0015771_9	potF//rsmD//aroP//napA//
GO_0015772_7	ydcP//gltK//ibsB//yfbV//glxR//fabB//mscL//ybhP//phoP//clpP//ldtB//pheA//rnlB//glnS//acpH//mdtD//carA//
GO_0015774_7	cysK//kefF//nrdB//ldtE//xanQ//rimP//
GO_0015778_7	pgi//
GO_0015791_7	nimR//rlmE//yhaJ//ibpA//mazG//ydjM//yqiG//fdnI//
GO_0015793_7	hybF//rplP//
GO_0015794_7	ugpE//ydeM//sthA//yqaE//spy//
GO_0015795_7	leuD//
GO_0015796_7	ygaH//pepT//btuF//kch//
GO_0015797_7	mdlB//gsiD//
GO_0015800_7	glsB//secD//rluF//ansA//
GO_0015801_7	pyrG//yhbX//yddG//preA//ydcS//garK//yfcS//gltX//
GO_0015802_7	hycH//eco//mltC//xerC//yeeA//trxA//rpoE//
GO_0015803_7	degQ//soxS//tyrA//yhcF//priB//ftsQ//recJ//gyrA//ydcR//hpf//hemC//
GO_0015804_7	glcE//dtpC//ibaG//pdeR//pdhR//glxK//ygeA//rayT//sdhA//grxD//leuS//secF//srlR//cyoC//nrfF//ybiI//purA//pgpB//sspA//chbA//ydjE//sodC//selB//prpB//dnaE//rodZ//betI//ychF//flgB//ibpA//yieH//frlA//uup//
GO_0015806_6	csgF//
GO_0015807_7	ibsA//soxR//insB-4//rimI//lpxK//fimD//mngR//entF//rffT//fruA//lgoT//gph//pykF//dhaR//rfbC//lepB//lpxK//mnmA//tamB//thiM//thiG//yeaG//nusG//glgX//sbcC//manX//dmlR//hofQ//paaB//nirD//yedL//ybcL//pinQ//rpmA//rlmM//guaB//msrP//yhfS//
GO_0015808_8	fcl//yiaU//
GO_0015809_7	tauC//patA//flgB//fucO//hycH//emrY//
GO_0015810_8	ilvE//yiaA//
GO_0015811_7	ttdT//diaA//selB//rclB//ilvB//
GO_0015813_6	aspA//surA//basR//
GO_0015814_7	glrK//
GO_0015816_6	gspF//
GO_0015817_7	orn//
GO_0015818_7	fimI//rlmM//rlmN//tyrR//queD//pdxJ//aaeB//
GO_0015820_7	pepD//proW//dhaL//prmC//eutB//iclR//narI//tnaB//sdhB//
GO_0015821_7	waaA//tdcE//smpB//nusA//ispG//
GO_0015822_7	sdhD//sufC//
GO_0015823_7	proC//hyaB//rutA//dcuA//ynjA//fkpB//gcvT//
GO_0015824_7	recX//argA//
GO_0015825_8	rpmC//
GO_0015826_7	pdeL//potH//fecC//
GO_0015827_7	sbcB//eptB//ydfK//
GO_0015828_7	yggT//rpnA//
GO_0015829_7	mntP//mazF//lyxK//lgt//mepA//fdnI//sdiA//fdrA//modA//
GO_0015830_7	tsgA//yhbO//acnB//
GO_0015833_6	nrfG//gatY//chpB//otsA//wbbK//nuoI//lpxM//mdaB//fliK//exoX//dcuB//dsdC//ispU//gatD//pdxA//hflD//btuR//ydaN//melB//ydcR//rsmJ//nuoL//evgS//ccmA//lolD//ynbC//yagE//gshA//ybdN//hxpB//flhD//pdeH//mdtA//ade//nrfC//gspF//sfmF//relA//hofO//phnN//tabA//ansB//tdh//ebgR//mnaT//pckA//dld//mutM//crr//ddpA//tatD//entA//bdcR//cusC//yaaY//yojI//yfeD//yfeW//yfbV//creB//exuT//yacG//kefF//yceO//ldtD//idnO//kdpC//gcvT//csgA//yaaU//caiD//yqjA//ynaE//malF//malK//yebQ//hcaF//yjjX//
GO_0015834_7	epmC//mltG//tolA//flgF//yijO//
GO_0015835_6	pdhR//pinR//gspJ//yidQ//
GO_0015836_7	phnH//tcyJ//pckA//
GO_0015838_8	abgT//frmB//dcuD//yoaB//shoB//rsmJ//lpoA//rplR//gnsB//uof//gatD//rraB//ytfP//
GO_0015839_7	prfA//
GO_0015846_6	higA//lsrD//yfdC//nimT//pck//pyrB//ispG//elfD//dps//nadA//csgB//sfmA//rstB//rpoE//hofQ//xapB//glpG//
GO_0015847_7	hcp//lolC//elfC//ftsQ//rph//ybcQ//ygcR//dinB//fklB//pckA//yqjA//ybaO//tyrS//rfaD//ompT//
GO_0015848_7	cytR//lapA//yeeJ//cspI//evgA//mutT//
GO_0015849_6	yhiM//ada//rplB//rzoD//hprR//argR//fdnG//gloA//bluF//folP//yiaN//acnA//ibpB//glpC//ldtA//opgE//csgF//yihW//ydjE//shoB//yafN//ynfE//add//sdiA//rpoE//tcyP//rpmE//melB//mepM//tdcA//surA//yccX//amtB//pbpC//vsr//soxR//yhjR//emrD//yahI//evgA//fepG//pppA//thrL//lysA//dtpC//eutR//nhaB//eptA//skp//oppC//pta//nuoG//sanA//intA//yahK//der//lgt//dsbD//feoA//mgsA//erpA//panC//ymdB//pabA//yddG//rhaM//rhlB//elfC//spy//purU//pgaC//glk//cusS//hybC//sad//ynhF//tdcE//ydfD//fryC//truB//yfiC//rplS//sapC//hyaC//hupB//fixA//yqaE//yiaL//sgcA//rbbA//wzyE//nanK//frmR//abpB//dacC//bioP//trxA//nadA//yphC//citT//mraZ//gltD//ybcJ//waaJ//infC//acs//frwC//rlmJ//abgB//barA//yhhZ//rne//yphC//gpmM//rbsB//
GO_0015850_6	evgS//tgt//yghO//pagP//mrcB//iaaA//csiD//hha//yidR//torR//ade//dnaJ//tynA//metF//gabD//yraI//pgsA//mdtG//fhuB//yeaK//puuR//ykgF//yjbE//
GO_0015851_6	bglX//modB//ppsA//ascB//groS//ibsE//uvrC//artP//ulaR//ivy//suhB//nagC//
GO_0015853_8	chbR//lldR//
GO_0015854_8	nrdR//phoQ//
GO_0015855_7	feaR//livH//phoE//
GO_0015856_8	rdgB//
GO_0015857_6	uraA//yibH//
GO_0015858_7	feoA//sucA//sapB//nikE//nagD//rplN//trpR//aslB//elfG//
GO_0015860_7	mutM//glgP//
GO_0015861_9	rplJ//gnsB//
GO_0015862_9	yqeA//ydeM//
GO_0015863_8	ratA//
GO_0015864_8	ybiS//sfmH//
GO_0015871_6	fecA//tcyL//mntH//yqjI//uidR//
GO_0015878_6	ynbD//
GO_0015879_9	yegD//
GO_0015882_7	frmR//gpsA//tdcA//
GO_0015886_6	ptsN//cadB//hxpA//rbfA//yehP//parE//gatA//metN//fadK//
GO_0015887_7	rpmH//
GO_0015888_6	mdtL//
GO_0015889_6	yadK//oppB//rpmF//rhtB//nagD//kefC//yiiD//
GO_0015891_6	setB//aroP//ttdB//ybiO//ftsL//yciG//hdeA//aaeA//pgpA//tusC//tufA//hflC//era//frvR//rcsA//
