#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xapA//yjcE//insF-1//ytfQ//
GO_0009200_7	exoX//mreB//rpsO//ccmG//
GO_0009201_8	waaU//yebC//aslB//rlmD//higA//hypC//yiaT//recC//ptsN//arnF//allS//sgcR//wcaJ//uvrA//ybaL//frdB//cytR//ung//ydjK//rhtC//trpD//ugpA//ptsP//narV//
GO_0009202_8	ydhJ//
GO_0009203_8	rclC//
GO_0009204_8	ybaQ//bioB//norV//
GO_0009205_8	dkgA//ribB//oppF//aslB//mgtL//yqcC//ulaF//ldtC//ruvA//emrK//mreD//bamA//sodC//yjhB//ycjU//rhtB//recR//chbB//mdlA//bluF//oppB//yghB//fliA//fadJ//ftp//acnB//ydfH//hipB//nuoM//
GO_0009206_9	ybhD//ycbX//clpB//frdD//modB//thrS//yjcO//hlyE//secB//sgbE//ymgA//frr//ygaV//ycaO//aroC//ycjW//cspE//srkA//rlmB//secG//glpX//mglB//cvpA//
GO_0009208_8	oppC//yicJ//
GO_0009209_9	rapZ//
GO_0009210_9	yoeB//
GO_0009211_8	hisA//mdaB//fdhD//
GO_0009212_9	hcaD//
GO_0009213_9	lpxM//fabD//
GO_0009215_8	asmA//ldtB//
GO_0009217_9	yqjH//hflK//
GO_0009218_7	rpe//tdcG//glvB//ybcC//pgaA//minD//prlF//cas1//fecD//nrfG//prc//speG//
GO_0009219_7	barA//tmcA//yggT//ybiS//cytR//
GO_0009220_8	ydcZ//rarD//yidZ//galP//ppsA//hofN//
GO_0009221_8	gmhB//flgC//insA-2//gstA//
GO_0009222_7	phoE//mdtM//prfB//narG//dgt//yiaM//
GO_0009223_7	ftsX//tusE//
GO_0009224_9	valS//mntP//
GO_0009225_5	wbbK//rppH//phnL//pinE//comR//hipA//dgcN//dcuA//lon//sgbE//thiM//waaZ//yiaJ//soxS//gsiA//
GO_0009226_6	rplJ//dfp//envR//rhlB//recC//rfaQ//tauA//cdh//lldR//fliS//rplJ//yfaL//rzoR//
GO_0009228_7	agp//dinQ//gloB//rutF//smpB//aroE//entH//insH-6//nlpA//ybiX//
GO_0009229_6	lysU//yjeH//
GO_0009231_6	infC//dgcF//ydgA//yfhH//nagZ//idnK//rfaC//
GO_0009233_6	rraB//eutD//aceF//plsC//idi//mglC//ygfI//ptsI//dhaK//zwf//
GO_0009234_7	csgA//ydeO//dnaE//waaC//yjfF//puuP//nanC//frlA//speA//araG//
GO_0009235_5	yehW//zraR//ynfK//yacG//gpsA//mtr//
GO_0009236_6	tesB//lldR//chaC//argE//paaG//hslR//
GO_0009237_4	yieH//betI//ulaE//yehU//dctA//sapC//yegD//bolA//sapF//
GO_0009238_5	amiA//chbF//ydeE//agp//intA//ydiR//srlA//appB//truC//
GO_0009239_6	frmR//dut//yicJ//bdcR//erfK//sbcD//tomB//nrfD//
GO_0009240_6	amtB//sufE//eptA//barA//rpsH//
GO_0009242_6	iraD//torS//yihV//mdtF//paoC//nrdE//roxA//tonB//ulaR//cvrA//uhpA//
GO_0009243_7	ampD//
GO_0009244_7	ratA//ulaC//chpS//ivbL//moaC//entH//ybcQ//mntR//trkH//yhbY//yhjC//tatA//cnu//htpX//moeA//ymdB//carA//coaD//mreB//aer//ycfL//narG//yqiJ//priA//adiA//grcA//lolC//rclR//acrD//
GO_0009245_6	hrpA//yrbG//malS//acpP//tdcB//yoaA//xapB//trg//zntA//glyA//
GO_0009246_6	sdaC//pagP//ybaE//tufA//mgtA//sspA//ygaV//rsmF//azoR//
GO_0009247_6	yadK//slyA//ilvC//cpoB//pgaD//metH//tsaC//rfaH//mepS//fadR//yigB//entD//
GO_0009249_6	menA//abgA//mnmG//
GO_0009250_7	ghrB//abgA//ibsA//mtlA//ydeP//gstA//ygaZ//mlaC//nagZ//atpD//spy//infC//dgcZ//tbpA//
GO_0009251_7	potI//rpiR//dgcQ//tdcC//nlpD//aroC//
GO_0009252_7	csdE//nudF//cadC//dmsC//tdcF//pgm//mscS//casD//coaD//agaV//rseB//asd//dam//ftsN//blc//macA//amiA//metB//asnA//pntA//rpmA//hscC//parC//tatA//prlC//tsaC//ygdG//cysD//mnmE//emrE//ilvB//tig//secG//cheZ//yhaC//ybdH//sthA//rsmC//casD//
GO_0009253_8	yphC//tolQ//hdfR//ykfI//sdhE//yiaB//hslJ//ydcS//galS//pflB//
GO_0009254_8	rsmH//ymgA//yhaO//yebQ//btuC//focB//ugpA//yejE//fecA//arsR//
GO_0009256_7	nimT//tamA//ybcL//acrF//
GO_0009257_8	fmt//maa//msrC//rsmB//
GO_0009259_6	nudC//yciA//setA//clsB//sgcR//secA//cutA//hslU//dsdA//mtlD//xthA//ydjE//csgA//sufC//moaE//trxC//panB//gspI//yraR//dcuC//frvB//gsiD//yfdC//ydiO//atpA//sdhE//tsf//dtd//lpcA//treF//ydcR//nadK//nrfF//lgoD//dacC//murR//basS//npr//mlc//hemB//tdcA//nrfA//holE//yggF//rzpR//deoB//caiT//glpB//dtd//erfK//dsdA//yjhC//gltP//yiaJ//obgE//casD//recT//afuC//ruvB//tdcR//ydbK//
GO_0009260_7	yhjB//fliD//ftnA//fimH//sodC//mdlB//fliD//eutR//norW//endA//lit//glsB//wecB//upp//acnB//glnB//xisR//ribB//sstT//exbB//tdcF//panZ//cho//rutR//betA//glcF//hpt//hycI//yidP//yahF//mltF//phnM//yobF//rplD//aroP//mltF//eco//waaY//nirB//rpsO//yciH//yiaL//ypjD//ssuB//
GO_0009261_6	rimJ//nanE//bdm//cydA//ulaF//bcp//
GO_0009262_5	yeeY//yebQ//lpxD//msrP//tatA//yfeD//nrdF//sdhE//eptB//napD//ompW//pagP//yphD//
GO_0009263_6	yihV//oppD//yqjI//ycfL//eutB//yddG//ilvL//yehX//hybG//
GO_0009264_6	mutT//clsA//garL//yphB//cptB//
GO_0009265_7	gppA//yaiP//glnS//frvA//yqcC//
GO_0009266_4	lpxM//ybcC//aceK//ycdX//rssB//adeQ//yfiE//yicJ//nrdR//insA-1//yciT//fcl//eptC//oxyR//trpB//lplA//ivy//nuoG//panE//cydB//pbpC//zitB//yeeY//hicA//oppA//gppA//acpP//ycgB//gatZ//feoC//tyrB//ghoT//ydeI//mepH//nanS//aidB//yfcG//aceF//aroB//yafC//fkpB//yjhB//intA//dinG//hiuH//puuE//yjjU//nagZ//rpsS//avtA//ydjJ//yadI//fumA//glnL//yohD//coaE//leuO//pfkA//sapC//ubiD//clsB//ddpA//paaK//ycbX//rpsP//betA//lhr//yafN//casA//hyfA//frdB//aslB//wcaJ//nlpE//yaaJ//rhaD//ispH//ibpA//hemD//nlpA//rclR//dinD//
GO_0009267_5	pgaC//yfdS//rnc//appA//recA//napF//rcnR//lysC//rnhA//degS//yfcV//fryA//hybD//dedD//yfcV//ribE//yajO//ycjW//moeA//codB//ybcF//frwD//ygeX//yjjW//zupT//cyoA//
GO_0009268_4	tdcE//eno//uxaB//ygiV//hybD//exuR//gpmA//prlC//cptB//ybaL//feoB//cusB//rpmJ//cydC//cydC//yjiX//priC//coaE//ynhF//ybcL//rseP//trmD//tgt//baeS//hybC//potD//rclA//
GO_0009271_4	ydeI//fumC//tmcA//
GO_0009273_5	hisM//pdxB//zapB//cysQ//ansB//smpB//bssR//pdeR//rseP//yjbF//
GO_0009290_6	dinQ//btuB//
GO_0009292_4	argK//xseB//
GO_0009294_5	ldtB//potC//
GO_0009297_6	kbaY//fepG//rpsR//aer//hipA//yqiH//hisF//yehT//fepE//lptD//ygcW//rbn//narI//hemN//
GO_0009298_7	tdcE//rsfS//tatA//
GO_0009305_7	phr//
GO_0009306_4	ydbD//phnG//wecE//sppA//metE//hemF//rbfA//
GO_0009308_5	ydjK//yodD//fsr//cca//pcm//ibsC//glyS//pnp//cadC//yaiP//ugpA//hemD//yebG//rsmA//kbaZ//rcnA//sad//alaA//ddlA//rfaF//gppA//rusA//viaA//emrE//dnaX//lpoB//tap//
GO_0009309_6	recX//gabT//cobS//pstC//ompF//rdgB//trpR//yghW//glnL//nirB//ybhD//yohC//smpB//proQ//
GO_0009310_6	mhpC//phoP//flhC//ychO//malG//metN//allB//dmlR//yfaU//zipA//mhpA//appY//gor//
GO_0009311_5	matP//hemC//pspC//mqsR//atpH//yehC//ttdT//viaA//crr//mnmG//yfjV//hdfR//ykgA//glsA//coaE//eco//yfdC//aroF//argI//glcC//ydeI//cpxP//pepQ//sspB//ttdB//panE//fadH//suhB//ygfZ//dgoA//bglX//recB//pta//glpA//dgcE//trpA//pgsA//fepG//pflC//gatD//truA//rssB//argD//rsmF//arcB//ftp//sufA//bglH//decR//hybE//casA//ydcS//artI//
GO_0009312_6	livM//yebQ//mltD//bdcA//yhdW//yfiC//aceA//ftsP//fliG//yggW//dnaT//dsdX//frvR//agaC//opgD//sgbH//yqhC//uvrD//galM//cysK//fpr//yjaA//ompR//secD//ydeM//fmt//yiaN//flgD//entF//oxc//ybcC//dinD//phnP//proA//yfcG//lptE//pinE//lsrC//fimI//queE//yfaL//ygcR//
GO_0009313_6	queA//lpoB//rlmD//dhaM//fdoI//lsrK//sad//yaaA//atpH//yadV//
GO_0009314_4	rimI//nlpI//yhcH//yabI//opgG//glgX//hscA//agp//yaaA//eutR//ddlB//nrdE//acrB//betB//frlR//glcF//idi//crl//tomB//tolC//djlC//mtgA//aqpZ//yagJ//lptD//treR//cstA//prfA//hcaE//bluR//acs//yihP//ilvH//alsB//aroF//hipA//miaA//tolR//yhaC//ruvC//waaB//fmt//nrfE//envY//tesB//waaP//yedL//ansB//abpB//dtpD//ubiB//pspF//ampD//mltG//rplK//glmS//gntK//ortT//yajQ//cusC//pykF//hemN//cysS//rlpA//rcsA//xseB//rpe//sucA//mlc//proC//rplS//waaQ//ybeF//rhlB//cycA//eptC//flgK//dosP//cysD//apaH//rimO//clsA//tyrS//yhaM//fdnI//thiQ//yiaN//ttdA//chbA//bdm//nrdE//yhcN//
GO_0009372_5	rluE//csgF//pbpC//
GO_0009394_6	yphC//btuE//mdtJ//ygjR//ccmC//mliC//yjeI//
GO_0009395_6	alsE//
GO_0009396_6	fucA//tyrA//rnt//asd//rrrQ//fmt//sgcB//yqiJ//dxs//lptG//xylR//
GO_0009397_6	yrdA//tyrB//
GO_0009398_7	lpxP//
GO_0009401_7	lplT//ariR//rsmE//tufA//relA//tehA//araA//insI3//agaC//afuB//cydC//xylR//tynA//yiiD//yahI//rcsF//bamA//hypE//yhaV//yqgB//ligA//frvA//uidR//tilS//recJ//rna//ada//insF-1//yadC//intA//rzoD//hemD//fpr//ttdB//fimF//ybhA//yfeR//betT//yegV//ribF//wzc//ispH//glpT//opgH//cysC//mraY//thiG//rffT//yahK//fpr//yqgB//entH//
GO_0009403_5	ybaM//
GO_0009404_4	ydiR//fdrA//livF//fecA//npr//ybjL//rplO//hpt//wzyE//frwB//zitB//yidK//insB-4//yddG//ynbB//pdxJ//rcdA//mak//rffT//
GO_0009405_4	sad//degQ//fepE//
GO_0009407_3	ptsG//ubiB//yahO//iscX//livJ//fbaA//eco//nhaB//argB//tusC//pagP//holE//abpB//bamA//yaaA//frvA//
GO_0009408_4	lrp//feaB//acrA//hha//hofC//tar//yagG//aspS//nlpA//tsr//dgoK//amiA//araF//rarD//aaeR//yehZ//proA//uvrC//rplF//gadC//waaL//yjaZ//emrD//ybhR//tabA//yfhH//nhaR//insB-4//mglB//aroD//tehB//ytfT//rffC//ldrB//zraS//ttdB//rnc//ybcL//yjhI//waaH//ygcR//fimI//radD//rusA//tsaD//fucI//mocA//coaA//appC//ybiS//nlpE//adiA//sucD//oppC//tar//rsmD//yfdC//rimI//cspA//sgcE//
GO_0009409_4	selB//putP//zapD//pgsA//ybaO//lptE//lapA//fumB//hypC//phoQ//fecD//ychO//yhcN//acpT//prmA//yciH//chbG//ivbL//
GO_0009410_4	nrfA//
GO_0009411_6	thiG//nuoH//purB//lptC//pth//abgA//hscC//yjjW//bcsA//insF-1//lgoT//cynX//gsiD//yobA//trmJ//rplF//
GO_0009415_4	hypA//
GO_0009416_5	sbcB//speG//ybcQ//gltB//yebS//cas1//otsB//glgC//yafC//rpnC//clcA//atoB//deoC//fadE//purF//fixA//helD//slmA//ddpX//
GO_0009423_8	parE//mgtL//potB//yidC//
GO_0009432_5	hslJ//tdcE//yhcF//tdk//rihC//ttdT//slmA//cpxR//elfD//allR//osmE//cpoB//insH-5//lolB//prmC//treR//ispU//cadC//cdaR//codB//sulA//ompL//
GO_0009435_9	rpnC//yjbE//mpaA//scpB//psuT//ycjP//phr//proA//tktB//
GO_0009436_6	carA//hcaT//nikD//ssuC//
GO_0009437_5	betI//waaO//treF//nupG//proP//hexR//nrdD//
GO_0009438_5	rplE//nac//mlaE//gmd//cusB//mmuP//codB//phnM//cpsB//glrR//insF-1//coaD//yhdH//uvrY//otsA//yqiG//oppC//hycA//citG//emrD//hokE//gshB//ynfK//rpe//glpX//ppc//recE//tsaD//yjjB//chbA//
GO_0009439_5	hemE//livM//galT//
GO_0009440_6	fbp//rsmF//panZ//
GO_0009441_5	putP//pepT//lpoB//rluA//yahB//
GO_0009442_7	entA//ssuD//rpsT//mntH//yafQ//
GO_0009443_5	aspS//napD//nikA//
GO_0009445_5	norW//ychF//yehP//ompC//mlaF//plsX//arsC//aroG//insH-6//ispH//
GO_0009446_6	brnQ//dsbB//
GO_0009447_6	gstB//lptB//dmlA//rffG//rlmA//ndk//yedL//ybdZ//
GO_0009448_5	livK//mglB//pppA//frdC//
GO_0009450_6	secM//basS//rcnR//rsfS//
GO_0009451_6	glvC//accC//btuB//coaE//murF//lptA//rsmF//shoB//dnaX//glvB//chpB//fucO//hlyE//brnQ//glpC//waaG//elfD//ygiS//miaA//mrdB//cdsA//blc//rzpR//ybiV//fdoI//atpG//rfaC//pgaC//folC//cueO//nrfE//feoC//gcvH//pcm//abpB//iscR//pheM//uxuA//moaB//hslO//setA//yeeA//rraA//pinE//tdcR//pdxK//sodC//mdlA//nlpE//yebS//rrrQ//nlpA//folD//sgrR//potG//mdtN//hldE//groS//rof//borD//ubiA//murA//menD//rpsG//tmcA//ilvN//fryB//rpmF//hokE//tag//yadK//folD//flgF//rfaE//narU//bolA//flgH//otsA//ytfT//rseC//nrdF//trpB//mcrA//
GO_0009453_4	garK//
GO_0009454_5	nikD//
GO_0009593_4	lysC//rhaD//
GO_0009597_5	ymgA//
GO_0009605_3	lpxD//exoX//insB-2//waaS//envZ//lptF//adeP//hyaA//ybaQ//yhdX//tufA//eno//rihC//fumB//sad//opgC//qseC//hslR//abgR//nei//cspG//maeA//cpxR//lysO//dmlA//pabB//chaC//sapC//truB//tsaC//mutY//flgM//potB//oppF//yhaJ//pykF//flhA//kdgT//setB//pitA//lpoB//prpB//fepE//tcyJ//yiiD//fadK//iaaA//pinE//ruvC//symE//pdeL//gadX//nikE//hemB//atoS//glnH//ycdX//mepA//yqiG//yahN//argD//btuD//aspA//rsmG//napC//yihO//chbF//mgsA//glpF//acs//ydiK//sufC//csgA//glcE//chpS//hybF//lamB//
GO_0009607_3	rplQ//holE//araE//fdhD//pflC//soxR//yjbB//ilvM//adeP//prmB//araA//gpt//folP//dtpD//
GO_0009615_4	ybhR//mreC//oxyR//dinG//ttdR//focA//trmA//msrQ//hipB//ivy//lysA//xseA//mazF//lptD//
GO_0009628_3	ygfZ//gshB//mdtD//endA//alsA//ccmH//yoeE//yphD//basS//ptsH//pdeF//higB//ribC//pepB//ppiC//zapE//glcF//shiA//amtB//frvB//frc//ydbD//guaA//treR//eutK//pfkA//flgD//ssuC//rhaM//nikD//nfuA//insB-2//yihW//torA//gpmM//hscB//yggD//tyrA//yafN//hyaA//ymdB//ydjJ//glgP//murB//fucO//mnaT//yfiE//glcC//rapZ//ycbB//rssB//thiP//rbsR//uhpC//ykgM//tolC//rppH//ftsQ//arcA//yfbV//yehX//fepB//paaF//tusD//rtcR//ychO//mrdB//sspB//crp//trpR//gpt//hldE//caiT//arfB//valS//rbn//hofO//lrhA//eutK//chbB//fabA//fadE//ldrB//livH//plsC//pdxH//elbB//aceF//chbC//fliZ//pgpC//mipA//glnD//yhhZ//pyrH//rpoH//gatA//ybiW//ldrD//phnO//prkB//rpsJ//xylA//rplB//phoA//plsX//gsiC//pliG//argO//agaV//hemD//gloB//yjhB//frdB//xylG//hisH//rplR//narJ//rlpA//shoB//treR//gloA//fau//ispU//ssuE//cpdA//nfi//uxuA//murQ//dacB//mdtN//appB//yjiR//pheS//sgrR//pyrB//ldrA//phnG//yhcH//bioD//srlR//ybiA//nadA//yhaM//ileS//rpsG//bglF//argG//yaiV//mog//gabT//argO//nepI//mfd//rpnB//galF//murC//malG//prpC//dcuR//yeaE//yhfS//ygiS//potI//serC//hns//ung//ssuC//fliM//proP//yehD//murR//hflX//nanK//gutQ//dtd//hemL//agaB//glnQ//ynfL//roxA//narJ//betT//btuC//ppiC//bioB//minD//tatC//etk//zwf//yeaK//yicJ//yecS//argP//metE//wzyE//yagI//yegD//purB//ygaH//yebQ//ompT//metR//rplI//entA//orn//cysB//cobS//hflC//rimM//hsrA//yfiC//rfaG//glnD//folP//ybjX//yjbB//rne//ybcL//pliG//lacI//puuP//tsaD//pgk//fadB//carA//fepE//pntB//ubiJ//fabA//
GO_0009635_4	wecB//
GO_0009636_4	yhaM//fabG//pspG//ghxP//lptD//coaD//nupG//gpmA//manX//mtlD//hisH//nrfD//sbcC//ybjI//yddM//cbl//fliG//tsaC//ftsZ//rplX//codB//fimA//alaC//rnhA//xylB//dppA//mreC//aqpZ//emrD//fnr//mntR//
GO_0009637_6	ygiW//
GO_0009651_5	thiQ//arcC//dgoT//fdnG//cynX//smrA//
GO_0009653_3	scpB//
GO_0009696_4	gshA//
GO_0009697_5	marR//
GO_0009698_4	kefG//
GO_0009712_6	ybhR//pspD//npr//chbA//infB//asnB//fecD//amiD//yjhH//yhaC//
GO_0009713_7	yeaK//xylF//adeD//mepH//yieK//yibA//bcsA//nikR//clpB//
GO_0009719_3	cbeA//yfcQ//comR//
GO_0009730_5	argK//
GO_0009743_5	lolE//
GO_0009785_5	yjjQ//
GO_0009850_4	rpsR//prkB//tauC//pepN//csgE//gloB//pinQ//sfmC//rlmG//uof//tusD//pgm//ymdB//
GO_0009852_5	ftsP//cvpA//skp//dhaK//epmB//tsgA//dgcJ//rspB//sodA//ygiW//cycA//tap//melR//
GO_0009889_5	norW//dnaN//lgoR//rpnB//rng//gor//ompG//rutA//ompL//gltK//hrpA//yafE//modC//ybcF//pinQ//paaG//feoC//malK//ugpA//pflA//uxaC//yafE//gltP//cyoB//hslO//rpe//bioP//hyi//garD//ldtE//purB//ybbN//betT//citE//hyaD//valS//manX//sdhA//ybdO//caiE//pcm//tpiA//yafO//nupG//cyaY//prfA//potE//atpA//mdtN//agaI//fiu//wecE//exoX//mgrB//metC//frc//ybiJ//rutD//betI//fliL//coaE//ilvA//holA//csdE//cysM//fis//folA//hldE//lptE//cysD//pabB//queD//mltC//yfdC//sdhB//wecA//artM//xisE//hemB//purA//chbG//yeeJ//waaL//fadH//acrZ//araA//rfaE//napD//yihP//blr//sgbE//ffh//yqeG//murA//sdhA//frmB//glmS//metL//pfkB//xanP//gntK//rhsD//bfr//yfaX//chiP//yhjR//yraI//fcl//fhuC//ykgO//rspB//rutF//ldrA//gntP//pstS//ibaG//iscS//hyfA//ydcS//mreC//ydiZ//yhiM//rlpA//lysR//corA//asmA//rpiB//yibF//yedX//cdsA//yibT//folE//opgE//yggF//pinR//mnmG//phnL//aceK//fimH//thyA//add//trkG//hybA//cpdB//rhmD//intA//yghU//xseB//yebS//ygiV//yadV//cysW//pdeR//phnM//sucB//gltI//uhpT//trpS//mnmE//ulaE//dapB//bglF//pflC//hisI//fdoH//ybcM//yhgF//ackA//ybiH//baeR//galE//nrdD//arnA//bioB//msrP//trmA//gcvH//yidC//lpxH//nadB//yggX//accD//lsrR//rne//rutE//norW//dhaM//agp//yegT//ycjD//narL//sufS//ppiA//alpA//gatZ//fadB//yihI//agp//hflK//ilvE//menC//etk//mlc//fepG//yafO//gltB//coaE//dmsB//secD//ruvB//holC//cysE//cutA//ypdA//pntB//nfi//arnF//torZ//yeeO//yciH//narZ//eamB//hybO//chbA//pflC//trkH//ybdO//flgK//feaR//yidC//moaC//ftsP//sbcB//ispB//otsB//yajD//yadK//rlmA//fdnH//ttdA//ydfG//nfsB//hinT//lplT//thiG//ndk//sufB//caiF//alaE//zraS//fumB//cra//hsdM//hypD//araC//yobF//lpxC//yeaK//scpB//aaeR//yjjI//yjbH//xseA//ybeY//clsB//hisC//glpA//nuoG//dhaL//aroP//rhlE//prmC//phnN//mukB//elbB//trmO//lgoT//oxc//yiaA//entS//slyA//lhr//narI//mdtN//yqiG//pyrE//yejF//carB//murI//zinT//mtr//gfcE//cbl//map//mocA//polA//rnt//mdtP//proC//yfjR//mtr//xylH//wza//hslJ//fabR//pdxK//srkA//queC//murJ//pgpA//zraR//gspI//ilvL//murP//cycA//alsE//
GO_0009890_6	rpmH//ibsA//emrB//agaR//yqcC//dgoA//nepI//sanA//ybiW//galF//deoA//fimE//fabZ//hofP//hscC//tdcC//ydiQ//ykgO//mazG//msrA//ampG//ynbD//ydbD//dbpA//ydiK//hybB//alsB//cspE//torR//nrfC//uxuB//uspG//panB//puuA//tldD//coaA//nudG//glnS//dmlR//holD//alsE//araC//aceF//mzrA//rzoR//nrfB//fkpB//nadD//appA//norV//bfr//galR//leuE//sgcC//lptA//ldrD//wza//ygjK//fimE//artM//hisP//lysC//ytfP//rsmE//tnaC//hyfA//csrA//cspD//frwD//pgaA//basS//opgD//nrdD//aidB//lysS//alaE//thiI//srmB//selD//hflK//insH-6//ynjA//hrsA//surE//yjiY//topB//prfB//nanS//sgcA//zur//fhuB//proW//envR//glgA//rutR//recJ//mmuP//ybgI//sspB//rraB//tdcD//hybE//deoD//melB//exbB//metL//ykgO//ydcS//ybhR//dosP//potF//casE//rpiA//gltK//cmk//yhaO//yfcV//plaP//actP//hxpA//waaS//
GO_0009891_6	aphA//puuD//metK//mnmG//cusC//nudF//glnQ//fixB//aroA//yqiJ//cdsA//hcaF//tomB//pflB//pabB//ydeO//yjiR//pabA//lgoT//argS//kgtP//emrD//mntS//ptsH//astC//hslU//hemF//sucA//iraD//prlC//fixB//rmuC//uup//uhpT//argS//allR//dapB//araD//phnC//dsbA//rplD//ileS//ftsI//mog//yebG//yqeG//rsfS//atpG//nanA//clsA//soxR//glpT//tusB//qseB//waaU//nhaA//yhfS//fliM//fruK//melB//deoB//talB//aqpZ//hrsA//uxaC//adiY//kch//avtA//sgcR//rnpA//nimT//intS//waaA//gsiB//ampG//prpB//mdtF//yhjX//nanS//cpxP//setA//gltP//fcl//
GO_0009892_5	ypdA//mnaT//nuoL//yahB//malQ//hflX//cdgI//glpX//aroD//yqjH//endA//recR//garK//narP//astB//hisQ//treA//phnL//yfdO//treR//nuoL//minD//macA//yqeF//amiC//potD//avtA//cydD//mgtL//prfB//basS//hybB//adeP//glgS//srlB//ydhC//cynT//yfdO//alsA//kdgR//fucP//ymgF//kdpA//eamA//soxR//ybiH//deoA//hisG//fdrA//ybiJ//oppD//paaD//mdh//cheY//intS//murR//pgaC//gcvH//ushA//mdtD//smpB//lysP//hinT//alaA//hycA//sodC//ydcR//ykfM//chpS//ldcA//rsmA//rhoL//sohB//ravA//rpsG//fumB//ahr//ubiD//polB//waaS//rffG//glcD//bdcA//dgcF//cho//yadG//tdcG//dhaR//mdoD//lacY//ppk//yiaM//alsE//frc//rhlE//zitB//rpmJ//alkA//lysC//der//napA//mlaE//nac//napA//metB//ycfJ//alaE//pdeF//metI//ompG//lptA//zapE//yjjB//artJ//yhbS//ybdZ//dosP//etp//mazG//yjhC//intS//ccmG//tag//uup//hokB//ubiX//rpnD//ybiJ//ybdG//dxr//glpR//hxpA//frvA//waaZ//nuoI//sspA//xanP//ynfE//gor//yjjX//tehA//mcrB//yfeO//frdA//yghU//ydcP//
GO_0009893_5	yeaE//nepI//ibsC//fdrA//proW//emrY//nrdG//ubiH//ygaZ//yjiM//ychH//garR//folP//rclC//yihI//pldB//lpxM//caiT//fruA//adiY//metB//recX//hsdR//alsE//waaP//ydiF//rhtA//bioB//sutR//mtlA//yibH//uxaC//lsrB//gor//yccS//preT//aceB//fdx//paaD//mltB//fumA//ybgQ//yegD//cdsA//recT//kdgT//mog//purC//plsC//argT//mreB//abpB//ispU//dicC//rcsA//plsC//serS//emrE//gstA//ynfK//yhjX//caiD//galR//fkpA//yddG//torR//dicB//rplA//diaA//nikB//yddA//fdrA//adk//puuA//leuC//hofC//ydeM//lpoB//nagZ//rcsA//rlmG//hprR//nupC//ccmF//dacA//gabD//plsC//yodD//degS//fecC//dut//umpG//rssB//entS//rrrD//blc//ykgF//galR//nmpC//
GO_0009894_5	ybdM//yheT//paaD//carA//pgaB//hisF//trpL//potF//dkgB//groL//srlR//ygbL//ygeX//galS//
GO_0009895_6	fimC//hisS//uraA//ldcC//
GO_0009896_6	ydbD//yfeD//recX//
GO_0009966_5	cdgI//
GO_0009968_6	kbp//
GO_0009970_6	fdoG//ilvC//yqiJ//
GO_0009972_10	hcaT//
GO_0009991_4	hexR//cspG//mobA//rffH//metC//ydfG//ldhA//torC//xapR//ldhA//paoC//aceB//fieF//groS//ycaO//lptF//phnJ//pgk//nuoL//epd//zitB//trxC//dppC//yahN//coaA//nemA//nlpA//gsiB//rnpA//btuD//scpC//thyA//garP//rimM//rluF//dkgB//queG//iscU//fucP//yadI//paaJ//uidC//mug//sfsB//hycB//dppD//lon//rspB//recJ//ppiD//elaA//tdcR//dkgB//ycfL//cmoB//ccmD//adhE//yhhT//hflD//xapA//uvrY//ygeX//ribD//
GO_0009992_5	ytfP//yciF//yhjA//mdtN//
GO_0010033_4	purU//dsdX//frwC//yahB//xylB//clcB//uidA//rbfA//recN//feaR//ivbL//acnA//glcA//cbl//rlmJ//orn//ytfT//yiaJ//glnB//rclB//bamD//ymgC//ugpE//btuC//ybeF//truD//glpF//eno//ybhG//amtB//aas//lpoA//cobT//alsB//hslJ//csiD//yfiF//proW//aas//umuC//relA//mltA//hcaC//
GO_0010035_4	mhpT//abgR//pgaB//rplY//gpmM//yehA//dnaQ//mscK//uspG//yggF//ortT//sapC//ydcI//epmC//ygfZ//rlmN//hofO//trxA//ynjA//aspA//dgcN//cmoM//exoX//ebgA//tdcF//frvR//agaV//paaK//gcvH//rbsK//trpS//tdk//menB//lpxC//ppsA//ftsH//argB//pepD//gsiC//speG//serA//ribF//cueO//nrdA//ldrB//ahpC//ybcC//symE//yggN//shiA//mepA//moaD//nfsB//hemE//carB//cpsB//bcsA//lpcA//hisS//yjhB//csiR//yhfS//phnJ//ibsA//mnaT//rplB//fliD//abpB//cho//rlmN//melR//bdm//nadB//hybE//infC//speG//
GO_0010038_5	ybiW//lysS//dkgB//gadX//rpsO//gabD//ftsQ//abgT//nrdF//arcA//fimG//purT//melR//ssb//tamB//alsA//hdhA//prfA//srlA//hcaF//argR//tauD//adiA//lysA//ugpA//selA//thiM//pliG//tcyP//cspG//minC//nagK//hemN//fic//kdgR//garP//accB//elfA//xseB//agp//queG//thiG//eutB//narK//tauA//
GO_0010039_6	yjfP//yahK//glvC//fdhF//lpcA//uspB//hybB//
GO_0010041_7	sdiA//rzpR//plsX//rne//rlmJ//moeA//
GO_0010042_6	mrdA//waaU//
GO_0010043_6	poxB//mdtK//tpx//sfmC//yghB//atpA//
GO_0010045_6	tap//hdhA//gloA//
GO_0010106_6	rseP//
GO_0010124_4	mpaA//yohD//treC//yebC//ygiB//yhjC//yehP//sufE//guaB//mdtB//yebC//cysU//metC//
GO_0010133_7	asr//
