#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fecD//bhsA//ycdX//zapC//
GO_0006807_3	alaS//dtpC//yibA//eamB//fdnI//hslU//narW//tyrS//fimI//tcyP//adeP//norW//sulA//fimG//ghxP//ykgF//hyaC//bioD//cusS//kdgT//ytfP//yfbR//fliA//metL//iscU//kch//rfaG//mltD//yjbH//msrP//rpmE//xseB//azoR//kbaZ//kbaY//cycA//mrdA//cvrA//lptA//mntR//trmD//idi//prfC//rraB//epmC//rpsL//xseB//sodA//mutH//rnr//hycI//insI4//ftsH//ribA//yehC//mdtL//ycaN//lolD//ggt//kch//tus//mmuP//rimM//nrdB//fdhE//ubiA//cpdA//sseA//thrA//cmk//yiaA//yjbH//bssR//xapA//ygcO//clsB//mgtL//ldtC//yddA//flgE//mog//yidE//proA//flhE//thiD//topAI//glrK//sppA//moaD//sspA//pepN//ilvC//ilvH//amiA//dgt//hyfC//yeeJ//cueR//ycbV//glmM//fucK//thiI//rpsD//modC//asnA//nei//rfbB//waaC//dcuS//hyfC//hofN//yhcN//galS//glnQ//ariR//ibpB//bglH//kefC//hisS//rfbC//malK//rsgA//coaD//hybG//rcsC//def//yfdS//holE//hscB//rplI//mlaD//gcvH//ugpE//panE//dnaT//lolD//dgoR//zinT//btuF//xanQ//yehW//argF//gltL//htpX//mutS//fdoH//pnp//emrE//citC//ydcM//hybB//csgA//crp//oxc//atpF//ygcO//tcdA//lhr//rsfS//yggW//ftsB//dinI//yraR//rsmG//flgG//tauA//apt//sbcC//yaiV//wcaJ//ribA//metG//rpsD//gltX//cmtB//rimK//trpB//frlA//yjhP//cpdA//sgbH//ycgR//lpxM//yehY//yagJ//amiC//napB//cspD//mtfA//ruvB//nuoH//ftsN//uspC//yfeW//ymjB//rbfA//bioP//lgoT//elfD//dmsC//bamD//intF//yciG//aroF//gcvR//plsC//yjiX//ptrA//slt//csgA//rplS//menE//xapR//rpsO//pstC//hda//tas//panC//fdoG//rhaR//htpX//waaJ//gpp//carB//arnA//ydcI//rbn//rplP//fabA//ygbM//mrdA//ygjH//acpS//dadA//rhaA//yjaA//yhhT//abgR//setB//pphA//yddG//torS//bioF//gatC//fimZ//dtpC//cysC//tilS//seqA//fliL//tusD//yoaA//bhsA//dnaA//yfaL//nrfF//rbsR//fumA//katG//yegD//rbsC//ascB//rnlA//entE//glpG//yagJ//alr//fabI//rhlE//kch//pppA//yfjV//mtlR//ybhF//argA//ybjI//mltG//recQ//gntU//opgD//bcr//aer//arnE//ybaO//hokE//fpr//epd//rzoR//caiD//recX//cdh//yciH//chiP//rsmE//pgk//hcaT//aslB//cusB//fliL//ybfA//rimK//fdnI//phnO//rhlB//fruA//ssuC//ascF//sxy//wecC//tcyP//crl//pheT//maa//nmpC//cobT//queC//asnS//nikB//nadE//yhaM//yajR//ygbN//galT//rhaS//lpxT//yjcE//kdpD//hda//cobS//rimL//yfcU//agaI//uvrD//fimI//ybjG//ubiG//ydjL//yqgF//mqsR//hflD//rpoA//xapB//eamB//pabA//yeaV//tdh//lptE//lon//nemA//miaB//setC//yjfP//yjjX//tehA//yfcP//truB//murA//yhgH//slmA//yjeI//cbl//zipA//eptB//cirA//setC//ydcR//alaA//fixC//flgG//hdfR//mepS//torY//yebQ//tyrS//arfA//folM//zntA//yraK//uxuB//folE//paaF//chpB//metE//ybcC//rarA//yjiR//ung//oppD//yieF//minD//yggN//ydiO//fabA//yedX//rraA//dinG//cbeA//rlmG//rclC//tcdA//tauD//corA//frmB//yfcR//argD//hybE//gapA//lgoD//oxyR//envR//agaS//btuF//rihC//ynbB//torA//sgcE//phnI//tnaB//sucB//serA//asnA//ulaG//yaaJ//fimC//tusC//metF//gapA//cyoD//ykgM//nhaB//yiaU//afuC//potE//xylE//panZ//elyC//asnC//queA//glgB//ndk//cspA//dsbD//zur//talB//mtlD//slyD//psd//rpsJ//glgS//sucD//nikR//tdcA//ftsX//yihQ//ygeV//nadC//fimZ//yegS//rplA//yihT//valS//ybiV//mcbA//sfmD//feoC//rpoA//yfaV//relE//frwD//basR//ybjG//msrA//fecC//livK//bioH//xthA//dacC//trg//ackA//glrR//flhE//psd//rsmI//torY//flgE//azoR//rnt//ydiV//uxuR//gpt//insI-2//carA//torZ//yggE//gph//fumB//ybjX//gadC//borD//talB//dsbD//pdxK//rraA//napA//nrdF//pagP//ruvA//rlmC//galU//tgt//rplD//nhaR//wbbK//mdtD//rpsB//acrF//gnd//mngR//ubiX//ydaV//hemH//tdcF//mqsR//rffC//ybhJ//uof//exbD//glpX//insI-1//citX//rcsB//kdpE//bfr//evgS//ygeX//yfeW//yeiL//hipB//apaH//kefG//flgE//prmA//pflB//ettA//recD//yfcV//xapA//rpmC//ribD//yggW//envR//fadH//rpsB//yggX//frmR//nhaA//dnaA//ygcW//tsaD//lapB//uxaA//rfaQ//fimI//pck//yiaB//yfeX//yagE//mlc//ruvB//bipA//pinE//phnJ//ubiD//nagC//nrdA//gnsB//prpD//kdsC//yeiE//mppA//cydD//iscR//hemF//kdpC//menB//nth//wecE//yabI//kefC//yehD//tufA//agp//ascG//waaY//rhaD//nadK//alaE//cas2//rsuA//ymgF//nlpD//torS//csiR//yajD//ascF//tsx//rcsA//yqeG//waaJ//cobT//mcrB//accD//cysB//lipA//cysZ//gldA//cmtA//paaF//purR//sgcR//hofP//prmC//ftsW//idi//ytfR//rsmH//cobC//speC//fepD//malQ//hslR//nagZ//yidC//cdsA//acpT//parE//phnC//hxpB//murD//prmC//cycA//xdhB//sbmC//truD//lgt//ulaE//plsC//atpA//ydhQ//rlpA//panB//bglF//tsx//yciG//ccmE//yjjQ//pspG//ssuA//gltK//lplA//lsrC//gcl//recJ//sfmF//paaF//yiaA//pstB//mdlB//yhjC//ftsY//yegD//hisS//rluB//hiuH//aqpZ//mcrB//ykgA//ghxP//rhsD//sthA//yciE//tktA//tsaD//relA//ldtC//dapB//yhjG//epd//ulaG//trxA//rfbC//nadA//waaG//yqhD//basR//rnhB//dld//mdfA//mutY//hprR//yihL//gyrB//elfG//rhmR//mntH//yjbH//acrB//kdgT//insB-2//purR//fucP//aceA//accA//gmhB//acpS//ligB//cueO//lolB//ycdX//gspJ//clpA//hcaE//radD//ydeP//tsr//ybcQ//rapA//ubiF//cydD//opgH//rpnD//ytfR//rfbD//hcaF//ecpR//waaY//cyaY//ydjH//fliK//rffT//kefF//phoU//hemN//srkA//glgB//yibT//lsrR//fpr//glpC//grpE//pdhR//cycA//waaF//thrA//purA//rhmR//trmA//phoA//yggT//yjeI//kdgR//slyA//rpnD//murR//sulA//envZ//mrr//pyrB//pstC//cysC//panC//nuoI//ykgF//pdxY//corA//trkH//yeaE//murA//cysH//shiA//glsA2//yahN//glnK//dsbC//dcuD//xanQ//glsA1//rimM//flgD//recQ//yegT//citG//bamE//ffh//lpxM//uspB//yeeA//rpmG//yfjR//ybdR//ygbL//hokE//aer//creB//murP//ygfX//melR//uhpB//yjeI//fur//nupC//mdtA//sucD//tonB//dnaX//cobB//sad//pncB//matP//pflA//livH//mlaF//yfcA//fumB//nirB//rplR//tusE//pgrR//era//ynhF//yfhM//ldhA//kilR//eco//uof//cyoD//mfd//rplR//nikB//dcuC//rnt//fhuC//gppA//araF//ppx//pdhR//appB//tldD//rfaB//rnhA//yhaJ//ybiW//yhhT//xylE//yraH//fecB//dmsC//yhbX//acnA//tbpA//yagI//lasT//ygfX//ygeX//flgD//mqsA//betB//tktB//yhcF//uxuR//gdhA//macB//cytR//fdoG//mhpB//gsiA//kefF//tolB//waaY//glcA//dgoK//csgD//dapB//matP//phr//folD//glnE//ydaN//fucK//npr//folA//ubiJ//mak//yagF//preA//ymfK//yjjX//trg//sdaB//flgF//nupC//dcuS//patZ//ulaE//zapD//cvrA//solA//yeiG//dsbC//hemA//yhjR//clcA//insA-1//ibsA//yahK//frsA//tus//ydhJ//artJ//ydbD//glpC//hybO//rtcR//priA//sodB//dgcQ//hflD//iaaA//opgE//yfeD//sgcB//paaH//clpP//rhmD//sbmC//ansA//thrL//pdeR//yedP//gluQ//gsiA//ptsP//ynjD//sdaA//yebQ//ynfH//clsB//pstB//arnE//pdeD//yajD//thrA//diaA//hybD//ynbD//yaiP//tonB//ydeT//psd//ispU//tcyL//folE//folD//sapF//prpB//fadI//rplQ//nlpA//mreC//kdgT//tilS//nadK//araB//cho//hyaB//yfcA//rutR//bhsA//yggD//yiaL//yhaC//hisQ//mepM//rsmG//tatC//erfK//mutL//chbR//rpsJ//nemR//ilvI//dtd//adiY//ompA//torD//hyfC//prpB//ycfS//cpsB//bcp//recQ//metF//yoaB//nadD//mutL//acnA//sdaB//pyrL//rpsQ//lepA//elaA//gpp//tusB//araA//yieK//ybgQ//rng//bioA//mutS//hslO//thrL//rsmH//hscC//mog//yihQ//hybF//glcB//araG//ggt//ygfI//tar//casA//gspF//csgE//tomB//eutR//ihfB//alaE//mhpB//ansB//lplA//yfdK//ygiN//yahO//mutL//ytfQ//tmk//galU//nadC//ihfA//yadN//lysC//ykfI//ybaO//cobS//bglF//yjjV//dsbA//ccmH//yddA//rplA//yadG//cpdA//nrfG//ydfH//mazF//ilvA//yedP//pyrD//dapD//glcA//lnt//zraR//dnaA//frvR//degP//rzoR//rfbB//clsB//ihfB//rraA//mscM//xseB//flgC//tolB//uacT//hemB//tdh//asnS//aspS//rsmD//trmL//lldR//srlE//ydiK//yafC//ccmA//yjjX//phnP//rnhB//tyrR//cmoM//yidH//ilvA//dapA//insA-1//fucA//ybdN//mepS//ydcS//kup//mdtA//ygfI//leuD//argI//bdcA//phnM//frsA//gsiC//rpoA//rsmE//fadB//rfbB//rbsD//gmd//insI1//cnu//cysH//ygiN//ettA//gltL//mutT//yehB//ampG//arcC//ansB//kdgT//yehW//lpxT//ubiI//mcrB//yfcU//cysW//polA//gudP//nrdH//agaS//parE//ilvD//waaA//astB//fadD//mltC//yieK//phnL//ascF//clpP//iraP//mdoG//hcaF//argP//kdgR//gloC//napA//glnL//yehZ//htpX//yeaD//napC//ybjX//cysC//puuD//kduI//epd//crfC//gpp//rfaD//prmB//rpsD//yejE//waaY//pfkA//miaA//yihV//aroK//lsrR//nuoE//pdeL//alsK//acrA//entH//nudC//ebgR//murJ//yjhP//carA//pdxK//eamA//ynbD//lysR//yigB//
GO_0006808_4	yeeO//kdpB//yjfF//
GO_0006810_4	lipB//moeA//insF-1//yphD//umuD//potB//yceD//cusS//torA//moaC//maa//yoeE//yiaU//secM//artI//yggT//clsA//mzrA//infB//ftsW//frmB//htpG//yehA//yaiP//bolA//exbB//recG//yeaV//envC//hybG//sufB//ribD//yfdC//hybD//hokE//yhaC//cpsB//pal//nhaR//menH//cmoB//entS//ydeM//ybcM//yhiM//pspA//rhaR//kup//dusC//hypT//wecE//yfaE//kdpC//ppsA//yiiM//csrA//rne//pheS//trmJ//sucA//ycjY//yjhP//ybjC//ybeF//rfe//fliL//valS//afuC//tyrR//rna//proB//hisG//dps//yjjU//yraJ//paaG//rimL//dcd//mrp//smrA//mraZ//yphD//lptF//folX//pyrH//lyxK//agaS//ydeT//rcsC//sdaB//cobU//bioD2//gatC//ampD//yobF//fnr//hcaR//nadD//umuC//ydhQ//rplX//ccmC//rhoL//eutA//uxaC//ghoT//ymfA//efeO//psuT//gltD//mdlA//murI//kbaY//ybhP//acrR//nei//murD//cysG//mlaF//yqjI//yfbV//agp//pyrE//nadK//yidQ//maa//moaA//yqhC//bioB//rmuC//mdlB//insB-2//bcsA//ybhS//tktB//lpxP//hofM//yqgF//lptF//lptF//sodB//pgrR//hypC//yjhI//zapC//lptB//ravA//ampE//potD//murG//ydcP//dpiA//rpmB//yneJ//flgI//syd//gcvA//rzpD//asd//fepD//rpsI//dxs//ybdH//panB//tbpA//cydC//narP//lolD//hsdM//dtd//prpR//glsA1//holB//apt//wcaB//argF//add//mdtN//yahN//asnC//agp//prlF//fucK//ydiB//dtpA//ftsY//priA//feaR//yjbE//yibT//elfA//ybhG//yggN//fryA//araG//yidR//intS//pbpG//ybdN//bssS//purB//pliG//yfaE//ulaF//dmlA//cysU//yihP//rseP//fadH//pfkA//gshA//cusS//sfmH//galE//ansA//ybaM//ttcA//fklB//agaI//groL//entF//psuT//groS//rbsC//hisM//yjjU//serS//hisB//mngA//ribD//yjiR//ebgR//hyaB//ydjL//yeiE//glnD//prfC//ade//curA//fliM//nlpD//recB//uof//hisM//ppsA//fdoH//proA//ubiA//ftsA//melA//cusC//pth//symE//secB//argI//ndk//citX//ldtA//rng//pdxK//elaD//yegT//gdhA//fetA//yjfP//rplW//rutG//ybdM//dam//intQ//ldtC//gatD//tauA//yigB//recC//mukB//manY//purR//rlmB//araA//tauC//yihO//livM//ftsP//rna//insH-6//insI-1//bacA//ycjU//tdcF//yqjI//xanP//ytfT//yhaM//secE//trpR//comR//sfmA//narW//ycdY//groS//mutM//dapA//rhaT//marA//ubiF//argC//efeO//hypT//oppB//yneL//ruvB//ilvC//tufB//ais//sodA//ybgP//yiaB//crl//hybO//bisC//yhjC//cysE//arcB//ssuA//rnt//gcvH//sgcR//yjtD//yegV//psd//agaD//yjjV//cydC//mprA//ebgA//aldA//araD//pstC//ycbU//ldtD//paaX//tsaC//murB//rpoA//waaO//opgE//dnaN//dpiA//cydA//arcC//ahpC//rfaB//degQ//pbpG//yadV//gatC//ptsN//surA//yfjV//dsbD//yahD//yebG//frlB//ydcT//osmY//fabB//rlmA//ldtC//yoaA//recC//mepA//infB//cyaA//maoP//sdaB//nagZ//iraD//yaaY//sfmH//arsR//pspG//yajQ//yjbF//lptF//hxpA//frvR//rfaB//leuO//def//xylG//mlaD//lpxL//frwB//elaD//clcB//rcsA//ymgA//lplA//ftsL//dtpC//sthA//rnb//mepM//aspS//sgrT//trpD//infB//puuB//rhaR//yeeJ//lolE//chbB//entA//htrE//zur//mutS//ssb//trmO//betA//cdsA//ybiX//ldtC//uacT//ybhP//insH-6//mrcA//rpsL//lacY//uvrD//tusC//mnmG//yjjG//def//ydiP//lacZ//yfhH//rplF//bisC//cnu//narW//dsbA//evgA//folA//rppH//yjjG//mhpT//ykfM//rhlB//mdtL//sapC//ygeW//ascB//mltC//dctA//hyfC//preA//gcvR//yahF//zupT//mdoG//phnG//ygjH//cysP//sdhA//insI-1//rffG//lpcA//mdtE//yihO//appY//mdaB//phoA//elfA//yhfK//fhuD//rimO//yoeB//proP//rplT//queG//hslU//rhaB//ynbC//scpC//leuC//elfD//ymjB//lacY//ykgA//ulaD//ampH//truD//hchA//cusR//yfcG//yphF//alsB//nrdD//oppC//glcC//yecS//rcsF//patD//yefM//ileS//frlC//rnpA//ygiV//cca//dctR//wbbK//yfgI//ybiJ//ldrB//yeeY//hisH//tufA//fdrA//serB//recE//fkpB//hycI//hsrA//pykF//ynfL//mngR//tqsA//ldrA//dinG//yceO//gabT//trg//radA//yqgB//pinQ//phnL//secE//glxK//yafQ//basR//lgt//wcaJ//fdoG//nrfF//cyoE//bcsQ//mntR//bamC//ygbN//rsmH//psd//treB//oxyR//frwB//cpdA//accA//ppiD//aroL//yfgJ//nadD//phoQ//plsX//serC//dsdX//mreB//accC//ssb//tnaA//ybiI//rcnR//gadE//fkpA//wecC//mepS//dcuC//fhuD//matP//trpB//ycjW//yghB//lptE//ompN//ydeT//yehD//yjhH//chbB//flgJ//ompG//insI-2//ygcR//hupB//dsdA//glnS//tusA//eamB//pcnB//aroE//
GO_0006811_5	ybiH//araE//yqhD//frr//yadN//ompT//ydjK//gluQ//maa//manA//rlpA//mdoG//malP//tnaB//tcyP//iscX//ybjC//apaH//yfcA//yhdJ//rihA//clcB//glvC//trxC//hyi//hisH//nadB//kdgR//livG//adeP//erfK//ulaF//uxaB//mgtL//ycdY//tktA//elfA//rfaB//fbaA//yhdZ//thiM//rhtA//metC//rclC//tamA//napB//yjbF//dppF//rplP//lgoT//yijE//ibsB//nuoL//serB//opgE//ydcZ//arnF//amtB//narX//abgR//ccmD//adiY//mprA//gpmA//yfgI//artI//uidA//rffM//rhtA//frwB//tyrA//lysO//sixA//ftp//paoC//rtcR//ydcZ//csdA//kdpC//torD//gatC//yidR//kdpA//ade//yicJ//rcnA//soxR//dacD//ybjG//dapF//rpsM//yihP//casE//ygeA//ybaQ//bioH//ahr//speB//fdnI//wza//tatE//holA//tsaB//umuD//frlR//livJ//rplQ//ypjD//epmC//agaA//mdtF//uspE//insK//nagC//lpxM//fimE//yfeX//phoP//iraD//pdeD//dsbC//fbaA//waaQ//cysD//trmH//mdtC//uhpA//tesB//dinQ//srkA//mdaB//uxaC//xerD//trpL//galR//mepM//fdhE//rpnA//rne//rpnA//aroC//xseA//mngB//lldR//hdhA//waaP//hisH//ubiI//yhjV//rplE//yciE//yfjV//metG//ubiI//kup//rhaA//nrfG//ftsA//insI-1//fepA//glsA2//sbp//intQ//lgoT//dcuD//gsiB//tusC//rhlE//lipA//rplK//yfiR//galR//cusR//nuoH//ygdG//yfaX//potB//caiF//osmY//yfbS//sgcB//lipA//wrbA//yiaM//zntA//rcsC//trpA//envY//potA//rsmC//tesB//artJ//alkB//phoU//mdtN//bglA//appA//gsiC//appB//dgoD//frwC//lipB//yaaU//dsdC//moaC//cbrA//gabP//mcrA//yfcV//fetA//kdsC//yeaK//truA//nlpE//dsbG//yghB//ffh//rpmF//gloA//waaU//uvrC//yeaG//fetB//mdtM//rsmI//folP//cheA//ugd//srkA//abgB//tolC//pabB//ariR//prlF//ydbD//dadA//lon//mtlR//mipA//lit//purT//mdoG//secY//purD//flgD//yjhI//lnt//allR//sucC//ybcC//glpB//rffT//gatC//ydjL//dcd//ybiJ//mglC//treA//rapZ//prfC//rstB//dmlR//rfbD//udk//pyrD//yajL//actP//minE//accC//yadN//ortT//ugpC//prfB//ompL//tpiA//hofN//agaD//yggN//waaA//minE//sad//trmL//etp//yraI//artM//fsr//yiaM//
GO_0006812_6	hybF//pdeF//ldrA//rep//acpP//idnD//mhpR//btuE//yihO//rpmG//rne//sgcA//dsbD//maoP//minE//plsX//ogrK//gsiD//tabA//fepC//alaA//nlpD//aaeA//hyi//fabD//hypC//slt//ychO//yhaV//bamA//focB//mepH//aroD//phoQ//ybaO//gloC//dinG//ynjD//acrF//ilvN//yicJ//ttdA//bdcR//tktB//ynhF//elyC//csrA//fixC//dtpC//rpmC//yjjQ//tehB//yoaB//alsA//setA//mmuM//hyfC//narU//insI-2//rclA//yfaX//artP//menB//ilvN//mocA//afuC//yihI//lgt//rcsC//bsmA//csgE//fepA//hyaB//fepD//nrfD//eamA//paaE//ilvL//borD//araC//sad//pflB//kdpA//ptrA//lit//adiY//asd//alsB//yohD//ampD//rhaT//satP//cusB//hupA//tolQ//clsB//queE//tauD//cspI//yqiJ//dnaG//creC//rffT//aspC//tdcR//fruB//ybaO//tilS//dapB//yagU//intE//aqpZ//mliC//yfdK//cmoM//tpiA//bssS//pdeD//dnaG//acpH//menH//bamB//aldB//sspB//ruvA//hybC//clcB//fimG//glpX//tsr//ymdB//brnQ//slmA//focA//rhtC//holA//miaB//yjtD//yhaJ//nimR//yqgB//ptsI//hemL//treF//garR//thrB//glcB//livG//abpB//gspE//ydiB//ypdF//surE//ssuA//pabA//pgsA//hofQ//ygjK//rhtA//yjbB//kch//atpG//alaC//glsA//rplO//livH//mltA//xanP//gpsA//kdpC//glcC//
GO_0006813_8	cecR//brnQ//pheA//lpxM//abgB//cadB//purB//arsR//nfo//ugpB//hisB//abgA//nrdF//murE//glrR//vsr//focB//
GO_0006814_8	uvrY//frvR//bioB//mug//yihL//thrL//ynfL//solA//yiiE//
GO_0006816_9	ybeQ//
GO_0006817_8	pspC//yebK//rof//acrD//uvrA//hflK//casD//dsdC//ddpX//
GO_0006820_6	glpX//ilvA//yqgF//sgrR//ampG//ypjD//trkH//rbn//folC//rpsR//pabB//prmC//lasT//tdk//infB//ilvC//ybhF//otsB//clpA//dgkA//pyrE//nrfA//spy//yjiQ//trmI//sbp//mqsA//apt//yjhI//def//waaS//serA//lolA//ydcR//araG//dinB//rpsL//ybfE//pitA//potH//fiu//mtnN//glnS//ydhQ//nrdI//fimI//mocA//rhlB//zapE//ypjD//folD//lldR//galE//frlC//hiuH//pncB//pgaB//cspB//accC//deoA//yhhT//yacG//yciF//yjiR//fumA//arfA//dgcM//ghrB//yjjG//nagZ//rlmM//tolR//dctR//yqiG//rhlB//yehT//iscR//rhaA//rpsJ//trkA//kdpB//phoB//mreD//cusR//yfbV//gfcE//menF//nuoB//fbp//garK//hemH//galM//nlpD//ycjQ//argH//murC//ybjC//ydeT//sspA//yfeX//bdcR//yfcV//lysA//cbtA//fucK//mrdA//gntP//fic//sgbU//rodZ//amiC//npr//yjbF//znuB//acpS//ybiW//ychH//plsB//pheA//dkgB//yjhP//adeP//gatB//yoaB//yjbF//dinB//lpcA//yfaL//thiQ//rarD//mnmA//yqiI//gltB//prlF//tsaE//topA//setB//yjhC//clsA//cheR//ddpX//ispA//dsbB//djlC//mnmG//hisB//agaB//rpiA//speG//cdh//livK//narJ//ynjA//wzyE//rof//mnaT//ybdN//sulA//arnE//dkgA//yibA//hemN//cof//ydeE//xapR//yfeR//exbB//katG//lipA//hisS//kdpA//hemC//yoeB//mlc//yciV//perR//trmI//
GO_0006821_8	feaB//abgB//nagE//
GO_0006824_8	nth//sodA//tcyL//csgD//
GO_0006825_9	msrC//mntR//hsrA//ribD//tpiA//rnlB//mutS//
GO_0006826_9	valS//upp//glnB//ybfE//frmA//gadX//rihB//ybaK//folX//gatD//ghoT//ulaC//ygiV//thiP//tdcC//ycgB//yrbG//
GO_0006828_9	yaiW//sapB//frmA//
GO_0006829_9	phnL//groS//btuD//rnb//gcvA//speF//grpE//mtlA//sucC//
GO_0006833_6	gnsB//
GO_0006835_8	sdiA//kdpA//gltI//phnN//fucO//ydiB//ppiC//srlB//araA//nusG//xdhB//pntB//yedL//gltS//
GO_0006836_5	lpd//pspG//menI//flhA//arcB//cusS//sfsB//allR//uxuR//nusG//
GO_0006846_7	frc//csiD//
GO_0006847_8	uvrY//
GO_0006855_6	radD//eutD//yegV//yihW//sbcC//secB//fpr//yehU//ulaF//rpiA//yfcF//mscS//uvrY//ygbM//wzb//rlmF//nanC//ybhI//evgA//flgE//eamB//caiB//yibA//nrdI//sodC//yhjX//ung//rlmG//edd//nadE//gabP//cutC//bamA//ycbB//rlmE//trmJ//nhaB//gpmM//cra//proX//nepI//ivy//yfeO//dinI//msrP//ydiP//xisE//yddL//luxS//syd//rcsD//arnA//alaC//murB//ugpC//tnaA//psd//uhpA//
GO_0006857_7	srkA//ycgV//chbR//ydbD//bluR//tauC//nagD//relB//ivy//mltF//aroK//insK//rzpR//elaD//paaH//rfbB//fecB//trmD//rclB//yejE//gadX//trkG//ompW//agaA//envR//ariR//yhdX//
GO_0006862_7	mqsA//
GO_0006863_7	frc//csgA//glgX//dnaC//fliZ//ydjL//yegD//purD//
GO_0006865_6	luxS//sbcB//ariR//frc//yggE//ispB//eptA//potC//recJ//atpE//bioB//ytfE//bisC//malY//cueO//cbpM//sspA//yidK//xerD//tgt//shoB//add//mdtI//hemB//frwD//focB//yghG//ftnB//eutB//dinQ//rhtA//rspB//lpxM//dhaL//aroH//hslJ//speF//acrZ//ygjK//queC//phoU//bioC//mobA//murQ//hscC//puuD//ansB//ydfK//ydjL//pspC//rplX//oppA//yfeR//mdoD//dinG//ssuE//ldtE//nupC//ubiD//fdnH//paaB//gudD//menE//grxD//yebS//rcnA//paaB//yjiQ//lpxT//yqjI//dctA//rnpA//cdaR//
GO_0006868_7	leuB//clpS//dhaK//
GO_0006869_6	yjcE//dicC//ftsP//asd//pliG//ariR//fdhF//nanR//rutF//lysO//ydcR//umpG//kefG//lnt//ygiB//glyA//yjiA//lysP//hisH//yegS//aroE//pcnB//yehP//
GO_0006873_5	gatB//bioC//pgk//yqjA//mlaD//queC//yfcQ//uvrB//rlmL//recO//yieL//moeB//epmB//fabG//yjhP//ychH//ypdA//dhaL//citX//trmA//wzzE//carA//ftp//ygcR//rpsP//yqjH//fixA//ubiG//dmsA//arsR//
GO_0006874_8	yfhH//
GO_0006875_7	ispH//zupT//yiaM//infC//fadL//tsaE//ftsK//flgB//thrB//gadA//ygdG//paaZ//cbeA//yqhC//yfgO//artJ//ssuC//hscB//rihB//ttdR//chaA//
GO_0006876_8	polB//
GO_0006878_9	insI-1//pyrF//uvrD//sgcX//srlD//
GO_0006879_9	ybaT//torY//thiI//ybhR//galS//fixA//sulA//prmA//gudD//uxaC//waaJ//
GO_0006880_4	fucP//yegT//nfuA//
GO_0006882_8	artQ//
GO_0006883_8	yeaD//ibaG//iraD//
GO_0006884_4	dgcF//pdhR//elyC//yccS//eamA//
GO_0006885_9	idnT//setB//gabD//tdcF//erpA//hokB//yccX//mqsR//ppsA//araA//cydA//
GO_0006886_5	pstS//barA//ugpA//cspE//glrR//yedP//fetA//chbA//ybiY//hisH//npr//
GO_0006928_3	fimZ//tolR//secA//cspE//dusB//glyS//fimB//ppsR//yadI//serC//yciF//fnr//ccmC//nhaB//csgA//tdcC//gspI//sohB//nuoN//cusR//kdpF//idnO//clpS//waaG//rfaB//sdhB//gldA//rfaB//hokE//yiaN//yaaA//argA//yhhY//dfp//rhoL//clpB//elfD//mcrA//upp//yjhI//pyrD//glpD//bglA//xerD//
GO_0006935_4	ldtE//nei//nudF//nikR//gutQ//gcvA//yqcC//entC//argE//kefF//mscK//dcp//nepI//prpR//rutD//dnaA//
