#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sad//sixA//tolQ//ydeT//
GO_0006797_5	fdx//hemE//
GO_0006798_5	hisC//
GO_0006799_5	csrA//
GO_0006801_5	flhE//dps//uhpC//
GO_0006805_4	hemH//rpmE//otsA//pppA//purD//cpsG//tqsA//rlmF//phnP//rsmH//gsiC//pmbA//rplC//rseC//uvrC//upp//aroG//acrF//yddA//phoE//nikB//topA//tynA//coaE//
GO_0006807_3	pcm//hokE//ygaH//polB//gatY//pcnB//rhlB//yqjH//potI//rpiR//xseB//nadB//mltB//cysW//basR//purU//yqjH//tap//mhpD//gpp//kbp//pnp//pcnB//ybiO//envZ//ubiH//yejB//nrfG//ssb//mtn//yafN//yadI//rutC//seqA//maeA//aldA//hisC//murJ//yjbH//cyaY//coaA//gcvP//cas3//acnB//envR//yoaB//ydaN//yhhY//mzrA//elfG//rseP//dgkA//yqjI//agaS//frdC//adhP//srlR//gpmM//opgH//ppiC//ycgB//mobA//metQ//fimE//priA//ydcP//ssb//mutT//nrdB//hyaA//prpB//dinI//nanE//yieL//greA//fliK//uspF//fliL//ydcS//tap//uspG//hisM//ugpE//gcvT//ppsA//xapA//hemE//leuA//fhlA//rffG//tnaB//tesB//dgcT//lptB//yidQ//corA//minC//yhdW//nanK//yqeG//hns//ugd//matP//ydbK//uhpB//lysA//yfbU//lamB//yfgI//nrdF//rbn//pgaB//ispU//mgtL//prpR//arnD//gntR//abpA//ddlB//trxC//yccS//dsbG//fic//bcp//ybiI//paaC//eamA//kduD//hsdR//yjgX//rplJ//yraH//livJ//ansB//argS//nrdI//dgoT//ubiF//tdcG//hldE//fiu//emrD//nikR//yccS//yegT//phnJ//iraP//mepS//murD//nth//sfmA//rcnR//yhiM//yhaO//nuoL//dcuA//adeP//ade//nadK//amiC//yejF//eutB//sfmA//relB//rhaT//sapD//ycdY//hcaR//csiR//emrK//ghoT//barA//ygbM//psuG//alkA//purD//aroG//ugpE//ycfS//tufB//waaU//yoaB//pinQ//dppC//satP//cynT//artI//fimH//rfaC//argA//sufC//fadD//mdtN//hdhA//ubiH//ybcQ//mdtN//fliG//pdxY//murB//ldrA//fpr//rpsP//yjaZ//ccmF//deaD//gpsA//btuE//mdtC//dctA//cycA//yhaC//yadN//atpG//yheT//ralR//glnH//pdxA//pgm//gloA//dfp//bglA//yebG//cheB//malQ//selD//yegV//oppC//hipB//argG//murE//fryA//malP//yhhY//hslJ//tdcF//efp//mntP//pckA//murE//symE//yfbS//yehC//ynfF//nusA//cdd//ascB//aroK//trg//iap//rplE//yfbR//fhlA//nac//rluD//gntP//yfaU//hcaE//rlmA//ushA//livF//focB//rimI//pspA//agaV//sppA//mpaA//hslR//ybhF//fhuC//prmA//cheW//yafO//paaG//patA//nrfF//nhaA//dhaL//pdxA//tldD//nagE//msbA//yciH//pdeL//ybhI//hcp//tehA//murE//yiaO//ompC//guaB//argK//nepI//evgA//ydiP//pth//holB//yhdJ//paaE//ebgR//ddpA//flgC//ydiV//hupA//hypD//glmM//trmL//proS//nhaA//lpxC//rutF//murE//pheP//yceO//tag//sbcC//rplX//napC//ydjH//flgJ//yccS//yfcS//ghxQ//leuD//patZ//yhjX//hslV//ilvA//cutC//sgcX//uspC//pepT//rpoH//entH//chpB//tauB//dauA//envC//phoE//yegS//arcC//tdcA//allB//ynbC//rplN//crcB//glnQ//alaC//yagE//cadA//ydiO//cyoE//hofC//insA-2//pabB//thiH//yaaA//yjiY//glpG//phnG//pcm//zapA//rplA//yifB//dnaG//zraR//atpD//ttdB//slyA//trkA//rutF//hscC//yfdK//cyoC//hyaA//narI//dsdX//rsuA//hcaD//pinQ//ydiF//baeS//yagJ//leuE//cspA//nuoI//puuD//sdhA//yaaA//yqgF//mtlA//lgoT//aer//panD//paaD//ybbY//ygfX//ulaR//prmB//mpaA//cysD//rclC//tdcD//xanP//perR//yjcS//ybjN//lsrR//dcyD//yhdJ//nikC//ytfQ//yciV//yfiE//ghxP//rdgC//hexR//zntR//cdh//yqaB//msbA//fixB//yghW//hypT//hlyE//sgcA//uxaA//crp//ligA//intS//arnF//aslB//ymgA//gntP//ygdG//mngR//torZ//mraZ//mqsA//sdaB//holD//thiP//uspE//iscU//treC//eutN//yfhH//flgB//macB//ybaO//cydD//gmd//cysD//rsmA//fucI//entF//ygeA//ydiB//modB//rmuC//ydcS//ghxP//hisQ//hycB//ybiA//smpB//ydcR//hinT//yddA//ulaC//yebC//metL//yieH//ybhG//recR//mlaD//gmk//ybdR//fkpA//rimJ//yjbB//yedA//codA//pcnB//intS//rpsB//dgcF//ycbU//glgA//ubiX//lipA//hybC//ispU//gloB//wzyE//paaA//ftsP//dauA//mtlD//yqaA//yahF//dgkA//lon//mdoG//macB//rbsD//frlA//acpS//cvpA//bioA//rnr//mutY//hemB//paaG//kgtP//ybhR//yqeA//ytfQ//sbcD//ldhA//speD//gcd//yehX//uvrA//recQ//yeiG//umpG//yqgB//proP//mutY//ybaT//rlmI//xylF//rplK//tnaC//tpiA//csgG//pdeD//dsdX//cobB//cysW//ilvI//ybgQ//efeO//fecA//hpt//arnB//feoB//cytR//kdgT//yjiR//apt//dcuA//fdhD//tadA//zupT//rrrQ//manZ//nimT//fepA//glsA1//hisP//aroC//galR//ybdH//hupA//fis//glgA//copA//mtr//yjiR//cmk//radD//yejE//holA//cptB//ytfR//cysZ//yejF//yciV//ybjG//metE//slyA//elfG//yddL//yjhI//yhjB//dgcQ//wzzE//cheZ//lpoA//ydfD//ibpB//rfe//atoB//aas//pgl//pstS//cheZ//wcaJ//oxc//cheZ//cyoD//sgbE//rapZ//yqiJ//mdtB//kdgK//ompF//rhaB//aroP//yedA//gadC//cysD//modA//osmF//eutD//pgl//xanQ//lpxK//rsmB//frsA//ybcQ//hha//waaH//nfi//opgG//ispU//yieH//roxA//ybaK//hybB//mntS//ravA//yrfG//setC//phnK//dut//tsaD//artM//ibsE//hdeB//dedD//mltF//hypT//tusC//thrA//mdtO//opgH//rcnR//yraK//trmI//glnK//yqhD//pfkA//amiD//bamE//ynfL//rpoA//hdeD//fadA//fliD//yacG//mnmA//tqsA//frwD//dgoR//mltG//yqeF//eptA//hemA//recF//mglC//dtpA//tnaC//betT//edd//yciV//hlyE//glxR//lysS//alsK//yfhM//recR//yneL//yidA//cynS//yqeG//ftsI//ycfJ//zapC//arcA//frdA//yfaV//ydiB//yghB//ygfI//citX//phoB//gapA//ybdO//apaH//mliC//queC//lysP//pal//lepA//fadA//ybcM//hybE//yejF//mdtQ//aceB//fecB//xapA//cspA//rsmJ//ogrK//narZ//frvA//envZ//pmbA//surA//tdcE//htpG//rmuC//gloC//groL//mscM//sppA//murI//yoaA//hemG//rfaC//yhbY//sfmF//yjjX//fepA//dhaK//rpsD//sodC//yahN//malY//yciF//ydfK//gudX//tcyJ//aaeB//lacY//malE//rplC//pyrC//ubiI//accA//ilvE//hyi//nirB//hha//tomB//rarA//secM//sbp//lapB//hofP//ycfS//rbsD//rraA//tamA//ymgF//cas2//ubiB//yddM//glgC//dgt//trpR//fliS//hypF//xapB//nlpD//yagE//yhbQ//yoaA//secE//priC//flgB//skp//rnlB//tas//agaV//rzpD//waaZ//yghU//dkgA//xseB//tcyL//yeaE//rfaQ//glnD//glcD//yagI//sufS//fabZ//ybiY//rplT//chbB//ugpE//mnaT//hlyE//aroA//yadG//rbbA//arfA//fabG//rfaF//frvR//secA//cbpM//rnc//yieF//nudF//kdsA//yfcG//pnp//yghW//phnC//acnA//glpT//rplQ//tusE//yhjD//ybdG//sodB//insE-1//dtpA//galS//nadB//orn//caiD//alsC//ybcQ//atpC//sthA//yoaB//dtpC//potE//srlA//ygbL//oppB//rcsD//rpsR//aroF//trmD//rplD//ftsP//cobS//nimT//cmk//dnaQ//ugd//ycbB//hisM//fiu//cusS//gldA//gyrB//ftsZ//amtB//uidA//pdxK//yehX//ybjX//frlB//qseB//dkgA//nrdG//ybiT//apaH//rhsD//lsrD//yhjD//thiD//eptA//malX//yciA//ytfP//yraR//wrbA//mdtI//frwB//uxaC//tgt//chiP//ybdM//rraA//nadB//yiiE//poxB//tyrA//dppC//tilS//epd//yjiQ//cpsG//rhtB//lpoA//pdeK//mdtN//asnS//ybdG//fdhE//sohB//pncB//accC//alsB//cvpA//ileS//mdtC//xanQ//bcsA//rlmI//cysZ//mhpT//hofP//mcbA//glrK//opgE//wecB//grcA//sgrR//epd//thyA//hybD//lpxD//priB//barA//ydiP//perR//cydC//flgJ//glsA//hyaB//yoeE//ilvC//agaD//yihX//tsgA//mukB//viaA//rplB//cyoB//lldP//waaC//paaK//dfp//yahD//metQ//dsdX//frvB//patZ//mqsA//fieF//potG//sapC//ygcO//dinQ//yeaE//gnd//pgk//purL//exbD//potB//tdcE//prmB//gutQ//guaD//cpsG//gor//zapC//mtlR//dcuS//paaD//tsx//azoR//kefC//nikC//relE//yggX//proQ//rtcB//cynT//tsr//galE//speD//mltD//dgoD//selA//ivy//fpr//clsB//trmJ//cobS//frvB//gabD//yihL//efp//mgtA//yojI//kefC//lpoA//yhdW//malI//nagB//pdxA//rseB//hybF//mdtP//dgkA//sseA//arnF//ydhJ//narK//flgD//lpoB//yjcE//sodB//yiiM//rsmA//ldrD//rcsF//tsaE//rplP//glsB//acpT//argB//pcnB//puuB//fumA//yidC//rfbX//gcvT//cueO//cusC//yccX//ybaM//yeeO//bioC//ybhI//zapD//yfbR//cusF//adiC//cspA//waaS//pinQ//dgcQ//ybfE//yhjX//cusF//bhsA//frr//bglB//rsmD//sppA//hisM//qorA//nudB//hpt//argK//acpS//endA//rseB//btuF//ttdT//chbA//manZ//rffC//setB//talB//ydbD//thiM//rpsA//fdhD//mcrB//yfdO//dmlA//aceF//higB//cobS//btuE//yebZ//insI3//bioF//zitB//ychH//ybiA//bdm//ydcT//minD//fdrA//yghO//tqsA//motA//pdxA//gspJ//yfcA//yajD//edd//secY//dnaC//rpsB//fumA//yehY//cobT//chiP//ompF//ydiK//yedL//dusC//ygeV//rfaF//btuR//glpB//ybiT//tas//yhhT//yefM//glsA2//fimB//putP//waaP//dauA//ybaQ//yahF//ribA//mtr//phoR//rppH//narI//yhaM//gstA//comR//napD//cusS//araF//mscK//tas//bdm//hflX//serS//mdtC//prpC//insB-2//uup//mcbA//yciT//queE//cytR//feaB//melA//nanS//hisH//ybdR//ybeQ//pepQ//agaA//ndk//ybhF//lsrC//ais//leuO//lolE//fur//treR//ycgB//yifB//aroD//gcvA//ygjK//pgaC//fau//ybcF//pdeR//ascF//yfcU//yjhG//gcvH//hscB//rutD//mutS//tehA//gltB//rplE//yrbG//bepA//dgcJ//cydC//udk//hypT//modA//ybjL//kdpC//
GO_0006808_4	elyC//manX//cspD//
GO_0006810_4	gatD//ykgA//putA//oxc//viaA//clsC//tolA//prfC//csrA//appB//hslV//dacC//cra//aspC//fliA//ghxQ//rutE//yihQ//adiC//citG//yiaN//rarA//infB//yjaA//bioC//mreB//fimC//fdhD//plsX//gatD//alsA//tauA//yneJ//acs//ytfE//minC//sodA//adiA//treA//yddM//mdtP//ldcC//trpS//gcvT//gudD//nlpD//hycA//lysA//dgcJ//treA//zntA//dapD//ompF//sfmD//nudF//lptA//fixC//ygdG//rluA//rrrD//nikR//gudX//rplK//araF//fimC//nuoF//greB//rplQ//ycjR//metL//symE//mtlD//bioF//lpxT//osmF//ydeM//bamA//dam//ftnB//betI//mdtN//cstA//gadA//yfdS//setC//pcnB//ybiO//uidC//paaH//sgbU//cysC//fbaA//yfiR//iraM//tyrR//appC//hcaB//marR//melA//feoB//ycjW//rpmG//epmB//rpsJ//ligA//ybjN//pepN//ydhQ//fdx//mtgA//dnaK//eutK//potF//nupC//tsr//rhaS//pmbA//mrdB//recC//nikD//pflC//ycaN//motA//mtn//acrB//hemA//ushA//npr//sdaA//rsmG//yfcF//queE//nagA//ycgV//lolB//msrA//ybgQ//yedA//modA//ulaG//rssB//eno//etk//lhr//folP//fiu//clpX//yibT//ybbY//rbsD//lspA//livK//yjjX//ybdH//ibpA//sfmD//ftp//yqgF//fabB//putA//msrQ//raiA//yejB//yiaL//gsiA//dppD//rpsG//manZ//fpr//pyrB//lacI//dxs//hchA//fepD//rpsR//rraB//garD//gph//proQ//lolB//nupX//thrC//arcC//adiA//cysH//nrfE//cyoA//gfcE//chbA//yjhI//btuR//iaaA//hslO//carB//sdhE//arsC//gabD//ybiY//recQ//mepM//malK//cdaR//ftsI//hdeB//amiC//mlc//lptE//yhbY//gltP//glcE//aphA//mog//nupC//ydhC//priB//dnaA//hisQ//yddA//yggX//glsA2//yadC//holA//pgpB//agaC//hisQ//fabZ//polA//yidA//thyA//ybhD//frlB//recF//ydhQ//gsiB//sutR//rsmG//yjaA//pdxY//pldB//rluA//yjiQ//fdnG//gshA//dcuR//epmB//minD//ybhS//ydcZ//nadA//pppA//rpsG//fsr//cysD//arsC//ypdI//mocA//mdtO//fre//nuoG//yphC//nsrR//cspD//oxc//moeB//yijE//thiC//mdh//yghW//ydeT//mmuP//metI//zapC//fre//fdoI//yciK//tar//pcnB//mnmE//dld//csiR//uvrY//gnsB//ydfH//pstB//tdcC//poxB//bglH//ydjL//bolA//ydfG//tig//sugE//adiC//trmB//rdgB//aroA//csrD//mlaB//kdgT//osmF//ubiD//entH//ybdH//accB//comR//ompW//emrY//yggX//rimJ//hdhA//dpiB//bipA//gatD//fliG//dcuS//yieE//thiQ//trmJ//rpsQ//yfdK//ruvC//ibsE//ispF//yqeA//yfhH//lit//thiC//yohC//gloC//murE//folC//ydjK//fliA//allB//xylF//glk//tynA//nuoI//narQ//nac//yihL//narZ//icd//nrdF//dtd//cadC//folP//ulaD//lepA//yejB//ssuD//groL//alaS//dmsB//rutR//scpC//pspD//mprA//pstC//yagU//ompA//prpD//speE//elaA//csdE//glnK//tusE//casD//ompW//yigL//yadM//mlaB//yddL//rutA//dmsC//ychF//ydeE//amiB//mgsA//betI//mtlR//yfdK//relE//lplA//sbp//def//sfmC//fadA//hsrA//tmcA//nirD//tgt//ydiB//mgtL//adhP//cadA//prlC//creB//entA//fbp//topAI//rsmI//soxR//araB//sapB//sgbH//aroG//yihU//gltB//aroC//ybjN//yjeI//mog//ycgV//thrA//miaB//amiC//yqeF//dkgB//lptF//ybfA//rnlA//amiC//fur//lpoA//ascB//ggt//hisI//ydiP//obgE//hpt//yghW//phnP//ybjX//frmR//osmY//exoX//waaU//mgsA//tatE//ariR//sbcC//crl//iaaA//uxuA//slt//rlmJ//apt//exbD//uhpB//nrfD//pgpB//ygeW//clsC//ompT//hicA//trpD//kduD//sbcD//betA//uvrB//uxaA//ugpE//nac//glgX//glgA//ydjM//yhjC//kdpF//yehC//araD//ybaT//yegT//yqjH//rpmA//yjfP//ymgC//aldB//ompT//livG//serB//yejB//menA//glk//lpxM//gudD//hybA//treC//phnG//gsiC//ydaV//cmk//marA//tdcB//wcaB//torA//feoB//ydcS//avtA//mcbA//ftsK//ribF//gatD//glnB//sfmF//sufA//priA//deoR//yqjA//uspG//tolC//yddM//yjhI//bdm//flgJ//kdpB//carB//yaaY//chiP//yehT//ubiE//yaaJ//lptF//ptrA//ndk//xapA//cdh//hybG//insH-6//hemH//tehB//yfbR//fabI//astB//dnaB//mdtF//trpD//hcaB//kduD//secD//narP//ecpR//rmf//rfaB//hpf//tmcA//thiP//opgH//ygjH//yeeJ//paoC//sapB//map//codA//cysQ//argA//phoQ//sfmD//mdaB//ynhG//sgcA//lpcA//metB//hxpA//yqgB//matP//ybiY//yeaE//rpsT//rfbX//yjiA//ldtC//bioC//cpxA//abpA//ybfE//mscL//mpaA//aroL//rssB//paaK//msrP//rhaA//rpoA//rpoH//rutD//rpoE//ybdG//rssB//hofM//sbcB//yoaB//dnaQ//yhcN//clsA//ygcW//ugpE//fabR//
GO_0006811_5	nikA//pphA//rfaB//sgcE//xanP//frwB//glpG//fliG//rcnB//infC//ynfH//rimK//norV//aroD//yajD//amiC//nagD//sbmC//aslB//lhr//fruB//ybiT//agaV//ribD//ybjD//fabG//ugpC//hisF//ftsK//nepI//lepB//waaL//bssS//sapC//ubiF//acs//cheR//yfiR//purA//citG//pdhR//gluQ//rffG//yeaE//queE//sugE//cysE//ydiR//nusA//clcB//ygjK//baeR//sbcD//ecpR//fcl//adeP//dppF//maa//ubiH//rfbD//ushA//ybeF//rbsR//xseA//mepH//tmk//nuoL//yfcV//ytfT//hxpA//hisQ//hyfF//ruvC//asd//yidD//araH//roxA//treC//rpmA//rplL//treR//pdxK//pntA//folM//mdtG//yaiV//yqcG//manA//priA//yfgJ//marR//yjiY//iraD//leuS//prfA//metC//yahO//yafN//yjhH//gsiA//carB//iscS//upp//bioF//flgJ//pdxA//truA//sbmA//slyD//rlmF//xylE//narK//dicA//dld//lplA//napD//rhaM//aroD//recE//ygiB//ugpA//cusB//arsR//argI//holA//metR//yodD//aphA//mnmA//ulaA//bamE//rsmI//dxr//ykgM//sapD//yjbG//hcaE//fucP//hyfA//fecC//garL//mhpD//ompN//dmsC//fcl//lolA//aroA//ydeM//ybeQ//rluE//yehX//kch//ybiH//rpsR//rne//cysQ//cmoB//abpA//yraJ//ffh//codB//phnC//topAI//pth//ompC//narU//adiY//yddA//rihC//tyrA//yfcP//fadJ//potE//ydcS//dtpD//selD//yhhZ//yghU//norR//trkA//prmA//dinG//frwD//mepS//rna//hxpA//ubiC//frsA//cyoD//sapF//yhjB//ung//lolA//rdgB//yehW//xapR//ldtC//rpmB//dtpD//ycaN//hslJ//hscA//torC//yahI//hflD//chaA//dcuS//ilvA//ubiX//flgH//bioB//rseB//bepA//hycB//glgB//folA//cobC//modA//kdsA//ycjQ//rluE//gpsA//tus//iraM//araA//sapA//lptD//atpF//trpS//accC//lsrB//pnp//mlaD//yiaM//arnF//sufB//blc//dcuD//phoP//aaeB//npr//csgD//mglC//lepB//rsmF//recD//proA//iscR//arnT//fbp//ibaG//nadC//fkpA//kdpD//rplF//clpX//aaeR//bglB//narZ//yghG//yqaE//wbbK//dnaT//dmlA//cspD//dctA//mtfA//rplO//cbpM//fhlA//nepI//ligA//gshB//ypdB//mepH//pta//metE//yidE//lgt//polB//nusA//gltB//ubiD//fryB//glpX//rfaQ//yhjA//
GO_0006812_6	narH//hcaC//nsrR//yeaD//ypdI//rsmE//yfeR//cysA//tyrR//tar//rpoD//yiaU//kduD//sutR//torZ//rspB//glxR//nrfG//baeS//rpmC//gadE//yidQ//dhaM//phnL//raiA//ihfB//gshA//tpiA//mdtF//glyS//alaS//ispH//lptF//efeO//aroB//pflA//mepH//potH//yggT//lpoA//iraM//glgA//yfeD//napA//glpB//pyrD//patD//lptF//moaB//pstB//thrB//frdA//trpS//rfaD//ygdG//yfiE//tgt//lgoT//motA//lacI//sfmF//yihU//fcl//csiD//sfmA//paaD//ghrB//lipB//yhdJ//dnaG//fimB//mdtM//ackA//uhpB//apaH//rdgB//ubiJ//gppA//tdcG//bglJ//ampE//kdpB//ydhJ//dsbA//patD//ampE//fabR//arsC//ecpR//ulaC//dtpD//tauA//yfaE//zur//lpxH//ribE//rnpA//nuoH//dauA//narQ//tyrS//trpR//pyrG//metN//rplT//envC//lplA//ynbD//paaA//hslV//parC//thiL//recT//xylB//yaiV//secD//cra//wecA//hisF//ybfA//csrA//patZ//lgoD//kdpC//trpE//sbcD//ravA//yedF//ybiS//sgcB//hypE//wzc//mtn//pepQ//moaD//rpiA//cbrC//dgcQ//opgC//yfiR//pyrC//murJ//ldtC//proB//gsiC//paaD//narL//thrC//fryA//intF//gph//oxyR//manX//uhpT//rplI//rlmI//rpsJ//fadJ//era//glrK//pabC//kdpB//frwC//gppA//tap//alsB//infB//iraD//cmoM//pheS//tehB//
GO_0006813_8	wcaB//yahB//dapA//eco//elfD//trmD//casE//yehT//csgE//ybcC//cynT//codA//proQ//nemA//kbp//potE//kbp//
GO_0006814_8	nhaR//gcvH//rbsA//rraB//abpB//adhP//mscS//pgl//yhfS//
GO_0006816_9	menF//
GO_0006817_8	yjeI//yfaL//ibpA//aidB//yehU//narG//insI-1//wrbA//narQ//
GO_0006820_6	uxuR//ldrB//gntR//treR//glnK//trmD//ansB//ybiI//nemA//yafN//recF//nanR//pckA//cmtB//elfA//rffM//rpnA//cbpM//ydbK//ibsE//yeeJ//hemF//erpA//waaS//bglJ//rzpR//sgcA//kefF//allD//ybcC//fecB//mioC//frlB//purT//pdxK//waaP//adiC//yahO//pgaC//infB//rpnB//ccmF//trmJ//exoX//uxaB//artM//ugpA//hemA//tehA//tpx//cusF//cobU//gcvT//hyaD//ruvC//folE//nrfD//rutG//rffT//gloC//yjcS//aroP//yfhM//holD//yhgF//prlC//kefB//ygiV//yidL//kdpB//yhaC//ydgA//ubiC//mcbR//higB//dnaA//dhaM//yjjX//lgoT//asnS//smrA//artM//bioB//yjcE//casC//rpsN//chbB//mrp//metG//sodB//ybjG//yihP//yfiR//ackA//kgtP//rpnD//agaC//tolC//fkpA//ratA//idnK//acnA//rsuA//yneJ//dgcQ//murB//glxK//yhdZ//dgoT//yeaE//hmp//nusA//waaJ//dhaK//ykfI//trpA//queA//intF//lysO//wecE//napD//yifB//erfK//kdpD//pinQ//idnD//fucP//wcaC//rcsB//aroA//secY//ygjR//miaB//elfD//entS//waaP//hisP//yjiR//pcm//ybiX//nrdA//yfdG//ubiD//recD//katG//hpf//tsaE//fdhF//tufB//gabD//ugpA//glcA//eutR//uxaC//rcsB//acrR//recG//trpD//cyoE//basS//yfeO//btuB//ldrD//mipA//tatB//ydjM//mlaB//yagI//dppB//betI//fliT//secY//dsdA//tufA//scpC//lpxH//pfkB//
GO_0006821_8	sfmF//ilvN//gapC//
GO_0006824_8	pflB//fimA//poxB//groL//
GO_0006825_9	yjbF//tatA//iscU//pdxK//mlaD//preT//prmA//
GO_0006826_9	nrdE//ibsA//poxB//ftsB//basR//hipA//ymfK//rluF//nuoE//serB//tolQ//gudX//idnO//nupX//serA//bipA//pspG//
GO_0006828_9	minC//mngB//ybcF//
GO_0006829_9	yfdC//pyrF//zapA//gatA//yidZ//hicB//yraJ//yabI//ynfF//
GO_0006833_6	rpmB//
GO_0006835_8	btuE//ygcW//acnB//uidA//fepA//tisB//srlB//phr//yieK//fadK//tcyN//ybiT//tag//truD//
GO_0006836_5	marR//phnG//rplC//dapD//nikA//feoC//shiA//ybcF//thiQ//rne//
GO_0006846_7	phoB//eco//
GO_0006847_8	hypA//
GO_0006855_6	iscX//polB//chbG//nupG//waaL//lsrG//gabP//tbpA//phnN//hslO//trmO//agaI//yihT//yhjA//phr//malE//ibsD//lasT//ybaM//dctA//panB//yahI//asnB//cbrC//dhaL//arfB//nrdB//ortT//patA//glpX//mdaB//yhfS//yddM//hdhA//ecpR//tesB//fabG//ynfE//kilR//yceO//hemL//mcrB//rcsB//atpF//pgpC//cyoD//yihS//hemH//yqiH//yhfS//araB//treA//uvrY//btuE//lgt//cra//ydiP//rnpA//
GO_0006857_7	fumC//livH//iclR//pnp//clpS//pgaD//glsA//yjhI//argH//hcaD//thiI//ybjL//thrB//mgtL//elfG//eptC//alkB//yfbU//insF-1//yhcD//ybdH//mtlD//minC//phnG//cho//dppB//rlmB//
GO_0006862_7	moaA//
GO_0006863_7	gatA//flgC//glyS//erfK//waaH//exoX//glgA//gltD//
GO_0006865_6	gatC//ydcP//pabB//ybaT//mdtO//frdA//moaC//coaA//frwC//xerD//rffH//rfaH//yehC//uidR//nikD//ybbW//parC//pmbA//folP//galS//nagZ//cydB//fnr//sapF//yieH//rpoD//sapB//rcdA//nanS//mrdA//amiD//ccmD//rfbD//osmF//dmsB//rplO//rplO//gltB//acnA//yqiI//alsE//aes//appC//dsdA//bepA//creB//yohC//ybgQ//nanS//speD//yidZ//mutL//ptsG//rstB//marR//gadB//alaE//folC//sgcB//dadA//truA//yfdR//yrfG//hisP//dsbD//pykA//patA//manZ//lysO//eptB//hcaC//mdlA//rcnB//
GO_0006868_7	dnaX//emrD//bipA//
GO_0006869_6	pnp//glnE//yahI//ftsK//fumB//clpB//menA//rnb//insH-5//glpG//tdcC//sapC//rpoD//gsiD//xylF//pstA//yagG//frvR//nrfE//bluR//folA//gsiD//sutR//
GO_0006873_5	exbB//lamB//fis//glvB//ygiV//citG//artJ//exbB//ybiV//trxA//yaaU//napB//carB//ssuA//mdlA//psd//srkA//fadA//yfcU//epmB//ldcC//tdcE//rfaF//nfuA//queA//hns//intQ//gstB//ribF//srlR//
GO_0006874_8	gdhA//
GO_0006875_7	yagG//speB//alaA//thiC//dacA//nuoH//csgD//yqeG//yihT//hyfA//dmsC//wrbA//ssuA//fhlA//erpA//cheW//aceF//rbsD//rutD//groL//nudB//
GO_0006876_8	gltI//
GO_0006878_9	rfaF//rfaH//arsC//dicC//ileS//
GO_0006879_9	yobF//yhbY//glsB//yfeX//yhaC//tisB//metR//mhpR//glnL//gspJ//hscC//
GO_0006880_4	frmA//nanK//ssuD//
GO_0006882_8	yedA//
GO_0006883_8	ffh//ybdG//rpsM//
GO_0006884_4	emrK//gcd//yfhM//fucI//glpC//
GO_0006885_9	ghxQ//mutH//yhbS//yjaZ//yqhD//ybaO//ypdC//tqsA//alsE//lpd//yfdK//
GO_0006886_5	putA//ghxQ//arsC//paaJ//ybeQ//uxaC//insF-1//yahB//pdeL//gppA//allS//
GO_0006928_3	ygjR//hyi//erpA//mdtO//nagZ//ihfB//elaA//entD//glsA2//pepD//mdtK//lpxD//uspG//yfcU//dppB//livK//uxuA//gmk//oppD//livM//yjaZ//yhcH//polA//rimK//livH//yaiW//dmsB//rhoL//tyrB//trpS//dnaG//blc//lipA//eno//murJ//cmtA//eamA//smrA//nuoN//yhcD//trmB//malZ//rsgA//kefB//
GO_0006935_4	dinD//yddA//npr//treC//torZ//nhaB//ibsD//kdsC//yfcP//rpsN//yjjV//yqgB//umpH//fucA//dacB//fimC//
