#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dpiB//rcsF//yagF//fucI//
GO_0009180_9	holA//
GO_0009185_7	ppsR//glvB//borD//kduD//ybfE//hofO//actP//topA//pck//aas//ftp//parC//sucA//hdeB//lrp//oppA//exuR//arnA//yiiD//mliC//fmt//ampE//abpB//narQ//
GO_0009186_7	slt//
GO_0009187_7	yiiE//cadB//
GO_0009188_8	yfgJ//agaA//
GO_0009189_8	rluD//
GO_0009190_8	insB-4//bssR//
GO_0009193_8	recN//
GO_0009194_9	yfcF//
GO_0009196_8	yhdX//
GO_0009197_9	acrR//
GO_0009199_7	rfe//holD//kch//yiaA//entD//fimI//tamA//sufC//coaD//edd//ssuB//dcuB//nrfG//sodA//mlaE//torZ//ddpA//yfeR//yqgF//yieH//plsB//hslR//dnaA//intF//hisS//ptsP//ychH//hybE//ptsN//dcuA//argT//
GO_0009200_7	opgG//yjjV//glpD//groS//
GO_0009201_8	proA//ftsH//cueR//ghoS//ubiG//lpxT//ampH//arsB//ybhS//ampH//glpG//fecC//ydbD//yhjB//rraA//yjbG//speG//tnaC//fmt//yjjW//araA//ygfX//malE//trmB//
GO_0009202_8	frlA//
GO_0009203_8	aaeB//
GO_0009204_8	dsdA//zraS//ybbN//
GO_0009205_8	nupC//manY//plsX//tsaD//rclR//fepA//hdhA//rimJ//mfd//talB//flgJ//ileS//msrP//putP//ispG//rplS//ybjI//eco//ansA//yidP//narH//bhsA//insH-6//rffT//ispU//osmF//ybiT//nfi//psuG//
GO_0009206_9	ubiA//ugd//ybdN//setB//speB//selU//nadA//argP//arnD//yjiX//hybO//rcsF//mtlR//lpxC//ade//dcuR//yggT//arfB//yjjQ//lpcA//lon//emrK//bacA//
GO_0009208_8	waaA//rutR//
GO_0009209_9	ybiT//
GO_0009210_9	rarD//
GO_0009211_8	ydjK//pta//patZ//
GO_0009212_9	yebK//
GO_0009213_9	srlA//ygeA//
GO_0009215_8	gnsB//napF//
GO_0009217_9	araC//xapR//
GO_0009218_7	hdhA//prc//oppB//rpoE//dcuA//yphD//cheR//emrE//ubiJ//sad//narW//carA//
GO_0009219_7	zapE//tgt//potI//trpC//ybfE//
GO_0009220_8	cueR//ybaL//melR//ortT//yidK//dbpA//
GO_0009221_8	hypT//gntK//ddpX//azoR//
GO_0009222_7	bamC//yphF//appY//flhD//pfkA//hcaR//
GO_0009223_7	recF//rzoD//
GO_0009224_9	rstB//mliC//
GO_0009225_5	dctR//tcyJ//rlmJ//yidC//gppA//hexR//torI//yehD//mmuM//yieF//yjaZ//proC//allD//xylE//lysC//
GO_0009226_6	acs//yhbX//ompG//paaJ//thiC//uspC//rhlE//ydaN//kdsD//yjcS//nuoG//yiaF//ynbB//
GO_0009228_7	rna//lsrA//murE//rplS//hemN//moaD//idnT//prpB//tldD//cysE//
GO_0009229_6	eamA//agaV//
GO_0009231_6	lpxC//trkA//lysS//acrA//ydiQ//exbD//waaG//
GO_0009233_6	ybcM//yjjI//ynbD//yggX//phoQ//ypdA//udp//ilvI//lolC//rffT//
GO_0009234_7	pdxK//sgcE//rsmC//yecS//prmC//viaA//mnmA//yaiP//tcyL//mlaF//
GO_0009235_5	nagB//nuoF//lpxP//ppiD//ycjU//sgcE//
GO_0009236_6	ptsI//cvrA//mmuP//phoA//deoC//rpiB//
GO_0009237_4	yqjA//yghU//dcuR//pstB//dppD//fadB//ybaO//yaaY//mngA//
GO_0009238_5	rplK//rplC//uspG//yfjR//pgi//ampG//secY//apaH//rep//
GO_0009239_6	hokE//glnL//rdgB//waaZ//glnP//ydcS//kdpA//basR//
GO_0009240_6	yahF//yhdW//arnF//pabB//ldcA//
GO_0009242_6	ygeX//tcyJ//amiD//modB//ilvL//yobA//kdpC//cheR//mepH//syd//chaA//
GO_0009243_7	recJ//
GO_0009244_7	dkgB//lepB//fliG//aqpZ//yihP//nfuA//abpB//sucB//ptsP//ccmE//yihT//paaB//hinT//nadK//panZ//avtA//msrB//uacT//rfbB//entA//hdeB//modC//yjeH//treB//mltB//alsE//uhpC//hycB//relA//
GO_0009245_6	fadH//dmlR//gnd//yibA//sbcC//mdfA//glvB//pitA//cysD//hyfC//
GO_0009246_6	iscA//dgcQ//mzrA//rnb//ydjE//sgbE//mepH//rplO//rplM//
GO_0009247_6	mntS//mlaC//murC//agp//tamB//chaA//yadV//dgcQ//envR//moeA//fruA//yadG//
GO_0009249_6	umuC//nuoI//frwB//
GO_0009250_7	yodD//caiF//rcnR//prpC//glgP//glnK//yiaU//cydB//yciH//umuC//bdcA//selD//yjaZ//cpxR//
GO_0009251_7	apaH//dedD//casD//fdnI//pheA//prmC//
GO_0009252_7	yciT//csrA//yeaK//oppB//lipA//fdhD//gadW//lsrD//paaF//envC//rluD//yhgF//nupX//rnr//araA//murI//rplX//groL//metB//recJ//rpsM//eutA//yraI//rutF//mlaE//hcaC//tabA//lsrD//deoB//pinE//pdeF//ampD//tcyJ//oxc//hns//pspA//alaS//bdcA//adiY//
GO_0009253_8	hiuH//yhjD//efp//narH//trpR//cydB//caiE//rbsD//rarD//mdaB//
GO_0009254_8	smpB//norR//yfjV//yadV//afuC//lpp//sucD//yggX//fimA//seqA//
GO_0009256_7	mgtA//sstT//pgrR//lolC//
GO_0009257_8	thrC//dgcT//gloB//dicA//
GO_0009259_6	entB//malX//yidP//proV//alaE//rplI//dcuA//afuB//tufA//rutE//mukB//kbaZ//sgbE//yqjH//rpsT//ompL//cbtA//ddpX//lpxK//prpD//exbD//nlpD//epmB//rcnA//ruvA//alaE//tyrS//paoC//polB//rplW//rclR//ibaG//elfA//dctR//elfG//thiG//glxK//mdtL//rihC//sufS//tbpA//ilvE//yehT//nfi//asnA//ymjB//fucI//spoT//mdh//rfaC//miaA//fucK//rcdA//ybhR//yidA//ugd//rmf//mtfA//ypdB//fkpB//purT//
GO_0009260_7	cpsG//satP//sdhA//pinE//yeeL//nagD//rluD//trmD//mltA//yqjA//rspB//alsK//paaD//yjiM//gdhA//narL//hldE//mcbA//alkB//rclA//lolE//mdtF//ydeM//hdfR//thiE//mtlA//ydhC//hemB//hemG//nlpD//yjbH//amyA//lplA//hupB//norV//tgt//yaaA//potA//holD//nirD//corA//tatC//betI//gadX//
GO_0009261_6	rcsC//frvA//argO//metG//yidR//fiu//
GO_0009262_5	yfbV//yhjX//ptrA//cyoA//putP//fabB//rpmH//mnmG//ynjA//yceK//cpsG//ybhS//yceO//
GO_0009263_6	potG//ffh//rplX//adeP//flgA//hemL//rplX//fecB//fliM//
GO_0009264_6	lpxL//ascB//fepD//lipB//yobF//
GO_0009265_7	entB//nuoH//mscM//rplD//gltI//
GO_0009266_4	smpB//envR//yihI//nuoB//tyrB//ptsH//rpnB//csgA//tolR//rnd//citT//ycfL//birA//yhgH//gph//yihL//dgcE//ycbB//pgpC//eutD//agaC//ccmH//recQ//rlmB//tatA//sdhD//yehD//aphA//codB//yiiD//dapD//tap//ybeY//fadA//sgcC//thrS//ygeR//dnaN//tdcA//erfK//insF-1//uspF//abgR//prlF//rnt//yidR//hypT//thiD//thrB//asnS//rfaG//rplN//rlmA//metB//hemB//yccA//ada//cysN//dsbA//psuG//phnH//ynaI//yraN//yjcS//kdpB//actP//narG//secG//iscA//afuB//glmS//cusS//rspB//narG//yfhM//bepA//ybiV//ydjM//hypE//ycjY//lsrG//gloA//
GO_0009267_5	kbaY//xthA//holC//ynfK//gspJ//yceO//dsbB//acpS//ddpX//ldtC//rbsK//lolD//rlmL//upp//fic//idnT//xerC//mraZ//leuA//apt//dacC//hemA//yhcH//tbpA//prfC//flhA//
GO_0009268_4	sdaA//aer//tauC//pal//folD//sdaB//fhlA//mlaC//yfiF//tktA//yafC//rfbC//mlaE//tsaC//gatD//livF//yiaB//ygfZ//yhcH//pabA//hdhA//yihV//ibsA//ygaZ//ldtE//pitA//cydA//
GO_0009271_4	ynfH//fabH//iscX//
GO_0009273_5	yhaO//ftsQ//ybiY//lysR//fliL//entC//pyrL//moeA//feoB//zntR//
GO_0009290_6	lsrG//ybaK//
GO_0009292_4	yjeH//yehA//
GO_0009294_5	phoU//rpsQ//
GO_0009297_6	csgB//lpxT//lpxL//btuF//seqA//gadB//argO//cpdB//tusD//ulaA//cof//otsB//rapA//dinD//
GO_0009298_7	uvrB//murI//mscL//
GO_0009305_7	udp//
GO_0009306_4	yheT//ubiC//argP//flgI//kdgT//djlC//argB//
GO_0009308_5	bisC//fliM//hslO//cysE//insB-4//rpsT//tdcR//puuD//deoD//fsr//ydiF//kdgT//araB//rutG//rpe//rfaQ//ygjK//alaE//gltL//yihX//rof//cysC//agp//wecE//fklB//ibsE//csgF//
GO_0009309_6	radD//dgcE//fliS//hypF//yiiM//trpE//gspJ//amyA//dnaE//phnO//sgcA//gltP//agaC//entC//
GO_0009310_6	ccmC//hypT//adk//rlmD//recE//dctR//aaeB//tdcF//yjaZ//insI-2//ccmG//asmA//gstA//
GO_0009311_5	uxaA//lpxD//glmU//agaD//garR//glpG//pldB//sgbE//yfaL//purA//yjbF//msrB//hsrA//yahO//yddM//yijE//sdaA//cmoA//gcvA//aceK//kch//rnt//cyoD//glyA//paaA//recE//nfo//bolA//tnaC//garR//narP//melB//fabH//dgcT//rmf//hcaT//casD//ydjM//hycA//uhpT//appY//arsB//iraM//pdeD//rluE//elfD//epmA//tqsA//mipA//uhpA//fmt//ldcC//torA//
GO_0009312_6	ilvN//artP//yqaA//rplR//soxR//ybhI//rimL//polA//udk//amiA//elfC//yebK//zupT//secM//paaF//mog//dhaR//yqeF//ravA//alsC//fetA//ulaE//ybdZ//znuB//puuP//bolA//murG//ppc//appY//serC//ybbW//yjiX//alaC//emrY//ghxP//cusF//deoD//menC//dcd//mgtL//holE//nudF//
GO_0009313_6	yraJ//rlpA//phnI//yneJ//ydiO//cra//agaD//rlmM//rpoE//glpR//
GO_0009314_4	pdeD//ybcF//rclR//msrP//hipB//cedA//btuE//ftsB//otsB//ugpE//glrR//rsmA//glcC//yhfS//lptF//napF//yfbV//mntP//fabR//rimK//tdcE//fadH//dsbC//artQ//spy//appB//ruvC//insA-2//mpaA//hyfC//sgbH//pspC//gluQ//thiP//yjiA//mqsR//truD//rseC//atoC//mgsA//hemG//fadA//alkB//hinT//cynS//dnaB//ldtB//ybhR//uvrC//metF//rlmB//aroG//yabI//sdhE//selA//recC//yfeX//glpX//mglB//leuC//rpmH//yejF//ais//paaJ//metB//rcsC//yehY//ygjK//yieF//otsB//acrA//lysO//ushA//bcsQ//ybiJ//rsmJ//eutK//carA//wza//lasT//spy//tatA//hisA//iscA//amiD//fdnG//alaE//srlA//phnJ//cynT//tabA//yicJ//
GO_0009372_5	exbD//arcA//paaA//
GO_0009394_6	focA//yiiE//araF//deoD//satP//yihQ//rpoD//
GO_0009395_6	deoA//
GO_0009396_6	aroC//hchA//uxuB//bioC//rimL//yjbG//yiaJ//fnr//glyA//yeiL//yjbB//
GO_0009397_6	aspA//yjaA//
GO_0009398_7	djlC//
GO_0009401_7	ybcL//yddG//yfdS//rpsN//metK//fabZ//bcsQ//dnaK//tufA//sutR//yaaU//gmhB//selD//thrA//hyaC//pbpG//yhhY//tauB//decR//yhaV//dgoK//lpd//uhpT//selD//yiaL//rcsF//wecB//yebK//deoC//mgrB//yhaO//fruB//elaA//insI-2//cusC//fabI//tdh//hisA//ndh//lhr//hemL//pspG//lptE//rnpA//cobU//alsE//selD//csrA//yfbS//nikC//yhdJ//intE//
GO_0009403_5	garD//
GO_0009404_4	hcp//murA//ccmA//dmsB//yieL//frlR//yhcN//orn//radD//msrP//xylR//yagG//menH//yoaA//nanC//dapF//allR//ttcA//paaH//
GO_0009405_4	ftsN//djlC//yejB//
GO_0009407_3	mrdA//lgoT//kdgT//fdnI//ydfH//kilR//ybiJ//rseB//acrZ//abgB//murD//yihR//dnaX//bioD2//rnlA//alsC//
GO_0009408_4	lacZ//rayT//fucA//kgtP//ycbB//ynfF//casE//yojI//rbn//hpt//kdgK//pgm//yceD//yacG//pheT//yfcG//osmC//npr//acrZ//ygbL//yafE//ycaN//pspG//uup//cdh//argB//gadA//glpR//panE//ybdO//dtpD//spy//ydiF//arnA//dadA//mhpA//mepM//pntA//yijO//iraM//gmd//nsrR//mepS//fadR//yraN//rmf//agaS//abgR//cutC//feoB//yfdC//gph//feoC//deoC//ydcP//yjbH//acrD//kduI//ligA//basR//
GO_0009409_4	murB//glsA1//pepT//rraA//mltA//rnhA//ygjH//abpA//rpsI//glyS//plsC//efeO//ulaE//cbpM//fieF//deaD//ydcT//gabP//
GO_0009410_4	yadC//
GO_0009411_6	yccS//ulaC//ydiK//clsA//sbp//dnaB//aer//hyfC//aceK//ascB//cbpM//kefG//sodB//pck//ybaQ//aroA//
GO_0009415_4	def//
GO_0009416_5	rplW//fixA//rnb//parC//rlmG//cspC//glnE//hypF//sufA//serA//prc//ltaE//nanK//abgR//yeeJ//mutS//ibsB//cdh//pgaA//
GO_0009423_8	macA//pyrH//sfmC//recR//
GO_0009432_5	rcnR//ygiV//garL//hemN//aphA//accA//ssuC//lon//eptA//ompF//alpA//lipA//gsiA//pdxY//gltP//ymgF//yeiE//uspB//dmsB//entD//hsrA//sohB//
GO_0009435_9	yihP//atpA//glcC//thiD//sgcX//yphD//yhjC//rlmF//uvrC//
GO_0009436_6	yggT//nanT//yahI//fieF//
GO_0009437_5	proW//ybaQ//mntH//nusA//cobU//csdE//holB//
GO_0009438_5	pabA//nimT//holB//tatB//uxaB//proX//murC//mukB//prfA//ghxQ//modB//btuR//pstB//bssS//rpiA//gspI//btuE//yafE//malS//yiiE//pagP//ydjJ//mpaA//feoB//cydA//elaA//idnD//purR//pflC//tufB//
GO_0009439_5	pflB//yjcO//ppk//
GO_0009440_6	bdcA//gstB//tdcG//
GO_0009441_5	ygfA//tsx//yegS//fdoH//rsmC//
GO_0009442_7	efp//mipA//aceK//galT//folP//
GO_0009443_5	fruB//dedD//yeaK//
GO_0009445_5	pheP//nuoB//ulaC//queD//yfdR//spoT//tnaB//gltI//dsbA//acrZ//
GO_0009446_6	trpD//flgC//
GO_0009447_6	speE//solA//hupA//ydcZ//helD//rspB//rfaG//lpxD//
GO_0009448_5	epmA//clpS//prpD//ynhF//
GO_0009450_6	nudF//ibsB//yheT//bolA//
GO_0009451_6	kbaZ//aphA//mgsA//rffT//mscL//icd//argT//baeR//trkH//pbpC//mazG//cbrA//waaC//ttdT//lpxT//yehD//symE//ung//yfeX//aroB//pta//ydhJ//entD//hha//sufE//yneL//rodZ//gadA//ydcZ//yjaZ//pldB//purD//secE//nhaR//gluQ//rplY//bioD1//yeaD//cysS//ssuB//gsiA//yfjR//elaA//bssS//arfB//ulaD//pntB//yjhG//mutS//yhjR//wzc//znuC//lptF//add//gltI//ecpR//potG//mdtB//proW//sbcC//lsrA//ymgF//rplS//rutG//hsdR//eutR//cmtA//hypC//malZ//focA//gatC//rne//ibsB//aroG//yihU//rbsR//fucA//ugd//yiiE//yfcS//hisP//nuoE//mnmE//
GO_0009453_4	trmB//
GO_0009454_5	mltA//
GO_0009593_4	yqeG//proB//
GO_0009597_5	garK//
GO_0009605_3	rpsM//cspE//higB//cusS//rplQ//rimK//yidR//dgcE//fepG//matP//fucO//hsdM//fepA//tsaB//ldrA//dmlR//caiT//uhpB//yagF//acnB//kup//ybjL//clpA//hipA//opgB//sdhE//lsrG//eutD//rep//phnP//sgcX//yaaA//tauA//gcvA//yhhY//rraA//guaA//fixC//rlmE//prmC//yhdZ//atpG//ubiD//lldP//rraA//secY//mutY//clcB//cobC//chbR//lepA//murJ//holD//yidD//yfgJ//adeD//ypjD//torR//ybiH//hybF//ftsQ//yheT//trmJ//cbpM//mraY//glnP//fabA//fryC//narP//abgB//ribC//galM//manZ//frmR//ydbK//surA//queF//
GO_0009607_3	hdhA//glnA//clpB//betB//fliG//yaaJ//ompG//adiA//paaZ//glcD//setB//thiC//rplB//kdpA//
GO_0009615_4	yccS//argS//bluR//rutD//paaH//arnT//betI//entD//fimB//ybdR//yfeX//nudC//dapA//napA//
GO_0009628_3	garR//tauD//csdA//yihO//livM//ackA//yfcS//hofP//rplW//dsbD//rhmR//mdtM//ybiT//gltX//yjjV//alsB//frc//nrdE//hscB//sfsB//torY//mtnN//thrL//aroC//argR//agaB//recB//ubiA//metF//yoaB//gudX//rbfA//nrdI//mlaB//umpG//ghxP//dgcF//sohB//yjbF//pth//ptsH//dadA//dauA//ybhI//tpiA//yedP//yfcU//dapD//fryA//yjhP//pspA//cmtB//lsrA//iscR//rpnB//norW//yiaL//agaB//puuP//proC//mreC//patD//agaD//srkA//copA//malP//opgG//ycjW//fruB//thrB//dpiB//cdgI//mepH//rpiB//ycgB//pstS//dtpC//fepD//ogt//parC//ycjU//ybiT//waaP//nagA//yeaD//rsfS//flgA//kefG//mutL//pgaB//rimL//frlB//cobT//panZ//ldrB//rpmJ//metN//ruvB//kduD//tsaC//dxr//envZ//ugpE//entH//dppC//casD//ydiO//yhhZ//pdeH//rnlA//npr//gudP//glgC//bamE//phnK//dgoR//osmE//sfmC//ycjY//folE//cspB//relA//nrfD//tatC//glpK//ftsK//ydaN//agp//hybE//glpG//bcsQ//mntS//yjhI//baeR//yiaJ//mug//yiaT//rimO//maoP//rhmR//mrcB//selU//ybcL//rplD//yihI//yiiM//chbC//yraH//prfA//cysS//ispU//rcnA//hcp//add//mhpR//hemE//ftnB//menI//insH-6//accD//ssb//tcyJ//rlmG//yibH//yciG//btuF//gpmM//murG//soxS//actP//yedA//yfeX//ilvI//pdeK//ybeY//msrB//fdhE//bioA//sufC//gapA//hisB//phr//cysQ//recB//idi//zwf//yfhH//wzb//psd//tbpA//bioD2//iraP//yiaN//phoP//agaA//nuoF//appB//rhtB//ypjD//yciH//dnaG//argO//slmA//dgcJ//yejF//cueO//trpD//hcaF//ttdA//yidZ//uxuR//cmtA//mhpT//gloC//malP//nsrR//purU//uxuR//ppc//ivy//cueO//lpp//tcdA//speE//narG//lepA//eutB//mcbA//appB//ispF//
GO_0009635_4	yqcC//
GO_0009636_4	prlF//yoeE//ubiF//yehC//mtn//secG//ybjN//gpp//rsmD//rcdA//waaB//waaS//folE//ulaC//mdtO//sfmH//bglA//rsfS//rapZ//recQ//mhpT//lpxM//rclR//dbpA//ybaE//frwD//rpsL//ychH//insI-2//fieF//dsdX//
GO_0009637_6	yagJ//
GO_0009651_5	leuB//artP//atpF//cirA//pdxY//agaV//
GO_0009653_3	yhdZ//
GO_0009696_4	lon//
GO_0009697_5	secG//
GO_0009698_4	ubiG//
GO_0009712_6	hisI//tusD//ulaE//nrfD//wecB//tusD//cpxP//fryA//rplK//ycjY//
GO_0009713_7	sixA//ccmE//phnG//uxuR//mglA//lpxK//udp//pinE//mngR//
GO_0009719_3	fiu//mnaT//fepC//
GO_0009730_5	tdcB//
GO_0009743_5	infB//
GO_0009785_5	exbB//
GO_0009850_4	flgM//eptB//mnmG//cyoB//ibsB//rclA//livK//dcm//crr//yqhD//lgt//nrfG//rep//
GO_0009852_5	mqsR//queC//idnT//pheP//yehX//uxuR//alsK//tsaD//adeP//degS//ruvC//yiaN//ispF//
GO_0009889_5	kefB//yciT//fdnI//yiaT//yggE//ybiJ//gatB//galK//yphB//higB//hybF//murA//tehB//rpsL//fur//minC//gcvT//pspD//ppiC//ygfZ//rlmF//dinB//selD//thiH//cobC//pykF//baeR//ytfR//lpxC//mreB//fabA//dsdA//agaI//rutG//ypjD//atpF//bcsQ//dnaQ//fcl//mdoG//gabP//mgrB//hipB//yiaM//cysU//yihV//speE//gltP//yneJ//mepM//tpiA//rsuA//astC//bcp//uspF//cydB//btuD//cptB//trmA//acpT//gcvP//ltaE//ligB//tdcG//pdeL//rpoE//yifB//gcvH//fic//fhuF//rutR//mhpR//msbA//uup//secB//casE//zraR//yhaC//ybiW//ghrB//wbbK//ygiB//eptB//emrB//agaS//cspE//cysC//ppsA//yehT//aidB//aspS//hdeB//cho//menD//rplX//sgcX//holE//pabC//yfeX//gltB//norR//ebgA//flhC//dcuD//dkgB//pinR//cca//torY//arsR//nagA//glnA//ynhG//codA//lsrK//tsaD//ymjB//ispU//yabI//yfgI//preT//znuB//ybdO//ydcR//nrdB//lsrC//ampG//mdtI//rplA//ampE//rraA//nfo//hyfC//abgA//mscL//hisA//ortT//clpS//murF//tusE//codB//eutB//ddpX//ybdN//glgC//yccS//sgcC//ytfT//lpd//ompF//adiY//ldcC//agaD//paaZ//yhjA//argK//aes//trpB//ldrA//xthA//crl//argK//hdeB//bglH//alkB//nuoL//bglB//wcaC//yfcA//rsgA//galR//yqgB//hns//umuC//rfbD//ycbV//betB//zitB//ais//yhbY//prmC//nrfC//bglA//rpmF//prpB//sdaA//yqaB//metB//ampE//rffT//pdxH//yigB//leuS//hyfC//btuR//mtn//atpC//glvC//alkA//ydaV//mrdA//ycjY//yfcS//yjgX//yihI//bioA//rhaB//lysA//chiP//hprR//yqiG//rcnB//cynX//ybiA//pstB//mug//nrdI//yohC//yceK//srlB//dld//def//aroG//ybiX//proC//nagA//ftsX//pykF//ycdY//zntR//csiD//glpK//tcyL//hlyE//torI//melA//minC//yghU//yadG//acrZ//glgC//rimP//recN//hisI//pdxK//citT//ygiV//uxaA//uup//mgtA//proP//pinQ//dmlR//purT//ugd//oppC//rusA//mtfA//araH//trkG//ygeW//ompA//glmU//gadA//frlR//speB//aspC//higA//rluA//murG//yfaV//cadC//rhaA//potI//surA//rfaB//qorA//kbaY//trpL//asnC//galK//torS//hupB//cynX//yacG//ompF//agaD//pdxY//mgrB//pck//tauA//asmA//gspF//yqjH//yidH//lacY//yggT//nuoL//yhjA//fumA//yhjB//dppD//nth//glmS//yaaJ//hupA//waaH//udp//dhaK//ynbD//tcdA//menI//rbsD//rluB//rpsP//pflA//acrA//
GO_0009890_6	mmuM//deoA//cmoB//ydeT//yibT//ychF//flgD//setC//rimJ//tdcG//hypA//yheT//dnaJ//cho//narG//xanQ//ispA//dnaN//rep//cysN//betB//arnD//cheA//rzpR//hflX//mnmA//rsmA//ydcO//torS//msbA//insB-2//clpB//mdfA//emrK//chbA//nikE//bipA//uspC//rpsR//fixC//codA//glnA//dhaK//metE//panZ//hemC//secM//tyrS//potB//rclR//mgrB//rpiR//sodB//yhjB//hdeA//cpxP//dsdC//hybC//ybhF//codA//ybiW//deoR//murC//folE//rnd//ydiP//dicC//narK//fabZ//fimE//infB//puuD//nei//yaiP//pgaD//yhjV//yihP//yjjX//ygeR//yneE//narX//feoC//hypD//hisA//ackA//cdh//dsdA//nlpA//zupT//kdpA//intE//asd//cdgI//fimF//menC//rfbD//tehA//ccmH//srlD//higA//efp//frsA//rlmL//parC//hybG//truD//ymgC//alsB//yihR//dps//pcm//cnu//sucB//ssuD//modC//rclB//oppB//cdgI//ptsG//topA//iscA//
GO_0009891_6	lyxK//kdpE//yedA//fepG//accB//mtlR//rppH//dgcE//nemR//yaaU//ushA//gcd//rimO//ybeY//thiE//pepB//malK//rlmM//eamB//hdhA//purL//modC//recO//cca//fnr//nsrR//yigL//oppA//insI3//caiB//uxaA//yagG//pdxK//hfq//cca//yhhY//deoR//fdhD//ispG//mlaD//entS//ymgF//gsiD//sucC//glnD//bamB//secA//narG//guaC//gor//exuT//agaV//abpA//galE//cysN//mglB//lpxD//rsmC//arsC//yoeE//cpxP//bsmA//lit//ybcQ//lldD//rclC//yfhH//yfhH//rsmA//ybdG//tcyN//fkpB//spy//argF//dsdX//afuB//yieF//yfgI//yeiL//fdoI//xapR//caiF//aer//
GO_0009892_5	osmF//gatY//rsmD//yehW//sppA//rbsK//pgaB//sapD//ygcW//hprS//ptsI//yadV//cueR//yaiP//cysG//astC//pntB//treF//yieK//cysA//emrE//agaV//eutK//rrrQ//pcnB//thiL//oxc//thrS//glxR//pheS//cysE//lsrB//rpsK//uraA//glnH//dnaQ//fepA//rlmA//idnD//bamB//ribE//panB//ydiR//rffM//fruB//galP//ftsB//ssuE//xylG//yeeJ//yfiE//purL//rplK//fabI//uxuB//ynbB//cysI//cpxP//cyoA//rhaB//efp//mdtP//zapA//thyA//codA//fadR//yqhC//serS//cpxA//yfiF//bglF//ycfJ//lipA//folM//gdhA//ilvB//trkA//lysC//yhaC//glgP//essD//bioC//acrA//flgH//ycdX//lpxP//ybfA//mukB//aroF//ibsD//ompR//mazF//ascG//yiaN//gloC//glk//yfbU//mepA//nrdG//rnpA//hdfR//arcC//cydC//gloB//hcaE//yfaU//dxs//cyoE//hofC//wrbA//creB//ggt//yiiM//feoC//gdhA//ydhQ//argP//fepE//dnaK//ycfL//yadC//kbp//lamB//flgB//fabA//yagU//fdoG//opgD//nikE//cadA//hslO//erfK//yjiA//tehA//rpsL//gloA//yebZ//csgD//truC//rcsB//dxs//aroP//glmS//menH//maeA//yfdR//
GO_0009893_5	rimI//purF//sgcX//glyS//paaD//oppC//ratA//bglH//dgcM//rclC//dgcF//tamB//argE//yphB//wza//eptA//asnB//uidA//tsf//argT//kbaY//tonB//spoT//sbp//glpF//napA//tonB//nfi//osmY//xthA//malE//yhfK//hflC//pabA//viaA//gloC//murR//scpC//vsr//nlpE//yegS//yagJ//trkA//nhaA//cysM//glnK//dnaJ//gltX//torA//yiiM//yjbH//yeaD//dnaB//dinG//hdeA//proW//lldP//patZ//lptE//yqeA//yrfG//frwB//kefC//yobA//frwB//moaB//wzyE//envC//hemN//murR//gltX//bamE//flgA//paaE//rimJ//bglA//infB//yjhC//malE//nudG//csiD//cof//cedA//pinR//flgC//nanR//elaB//ptsG//cptB//potH//rsuA//sanA//glsB//yhdX//yfaE//uspE//yhjD//sanA//cspI//
GO_0009894_5	kdsC//obgE//yfcS//yggT//tas//yijE//yedP//rplF//ppiD//dosP//macB//yciF//ibsE//chbC//
GO_0009895_6	mnmA//rutC//glnE//puuC//
GO_0009896_6	metI//mdlA//yiaT//
GO_0009966_5	ldcA//
GO_0009968_6	borD//
GO_0009970_6	emrD//narU//ynbD//
GO_0009972_10	thiI//
GO_0009991_4	phoQ//ubiB//lpxH//recG//tcyP//cyoD//intS//fliK//btuE//yidA//nanC//ftsX//waaY//lpxP//galP//emrK//hldE//metG//hisB//ybeY//uspF//ytfT//ybaQ//envR//hofM//rsmD//nagK//hsdM//yehZ//decR//hybF//flgB//secE//pspC//truD//fucO//yhjD//lysU//nikR//rplW//cmoB//sucD//araC//malF//phnC//dgcT//umpG//rpoD//hyaB//wcaC//ygcW//fetB//yhdZ//sstT//yihQ//yqaE//yhaC//fdnI//yjhC//rnt//hisD//ybaT//yihW//
GO_0009992_5	ubiG//yedA//kup//ttdA//
GO_0010033_4	yccS//mioC//tcyJ//holC//ispU//agaB//acpS//yfdS//rlmC//sgcR//intE//sufC//ubiX//eptC//sutR//ycjD//rlmE//yobF//rplE//gltX//pabC//rfbC//yghW//agaS//leuC//queE//rpsP//priC//oxc//yedF//gatZ//ybiX//lptF//ubiJ//elaA//dgcE//recG//arnE//pgk//nirC//hyfR//murA//pgi//
GO_0010035_4	ygdG//flgG//rhlE//rdgB//acnB//csgB//gltK//yhfS//ytfQ//ubiX//yjgX//cheR//wzzB//ymgC//gntP//recD//ldtE//ydbK//lgoR//mug//yghW//dcuR//maa//dppF//nuoI//yphD//rffH//dkgA//bluF//setC//rlmA//aceA//cbtA//acrA//lolB//wzc//queG//sucA//atpD//pabA//pdeK//gcvR//ybiA//yahO//elaA//yejA//hemF//mobA//elfA//sfmD//nudG//lsrB//srlE//wecC//nadB//allR//kdpF//lysS//hicB//adeQ//topA//hypD//adiY//glmU//yidE//proB//abgR//paaH//eamB//yjaZ//sapC//lnt//pepD//efp//emrD//tatD//
