#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ubiB//sfmH//etk//trmB//
GO_0006868_7	yqaE//caiD//ydcR//
GO_0006869_6	dppA//bioD//greB//fdhD//glxK//efeO//ybiA//gpp//yafE//opgG//mntH//lacY//rfaF//rseC//aroA//pspF//kdsB//yajQ//ycgB//abgB//tabA//yfdO//rluD//
GO_0006873_5	raiA//ycgB//endA//adiA//dppA//moaA//setA//glpT//potA//flgG//ybdZ//alpA//udk//yobF//envZ//yiaT//tilS//rpoA//mlaF//pliG//nhaR//yjiM//alr//rclC//fadJ//fkpB//rbsB//sapB//caiE//dcd//
GO_0006874_8	tsaD//
GO_0006875_7	cysZ//ybjD//kilR//zntR//hokB//nrdG//dgoT//ybcC//cutA//tcyL//yicJ//fadB//iscA//gspJ//folD//lsrK//flgD//lptG//eutN//rspB//deoD//
GO_0006876_8	ldtC//
GO_0006878_9	nuoM//pcm//phoR//hisF//yqgB//
GO_0006879_9	nimT//uxaB//gntT//mliC//treC//alsC//sapC//skp//rplL//lptF//gudX//
GO_0006880_4	fes//ydjH//hslU//
GO_0006882_8	ulaC//
GO_0006883_8	ralR//alkA//sdaC//
GO_0006884_4	yfcP//dicB//pepA//rcdA//rsmC//
GO_0006885_9	nadK//pgaC//mliC//sfsA//znuC//thrB//yiaF//srkA//ytfP//ydhJ//gor//
GO_0006886_5	ftsI//eutB//ravA//yraH//yfbV//gatY//glpT//cnu//pbpG//lipB//nrfD//
GO_0006928_3	yqeG//epmB//malY//ydiZ//hycI//araD//yfeW//ompG//thrA//frmB//rlpA//pabA//cof//yjjV//rimK//yjfP//sucD//cysU//speG//treA//selB//mrdA//panZ//ynaI//yieK//yjjB//metR//waaZ//gstB//kbaY//potB//nikB//ydcR//sufD//ptsI//rne//relE//mgtL//treR//lspA//ybaT//yiiE//nrdI//yadM//
GO_0006935_4	mtlD//garL//amiC//ddlA//eutA//rppH//ralR//yidA//avtA//mnmE//xylB//yhcN//fecA//yadM//alr//yciK//
GO_0006950_3	lptF//endA//iscA//ftnB//ygcR//mltG//hisS//cmtA//flgG//iclR//minE//glnA//recG//dcuR//waaU//lysP//dtpA//lsrB//rpoS//aspS//wecA//hybE//flhC//flhE//hflC//ybiV//dnaA//yaiP//fabH//gshB//tpiA//priB//amiA//gadX//yehY//trg//yphB//ftsA//rzpD//rpiB//tsgA//mdtG//tsaE//entB//yojI//trmA//ftsE//bdcA//yehP//folM//ybbW//yiiM//tusD//aidB//rsmE//ybgQ//cbtA//ldtB//pdxA//yihL//dcuR//mhpC//sthA//add//proX//fdnH//rpoS//mutM//ubiE//fhuF//msbA//proA//ssuB//rpnA//artM//nagC//murI//aroL//rssB//ccmF//pntB//yidH//ltaE//hisP//bamA//yphD//holC//cspE//gnd//cpoB//gstA//yddG//ybiV//lsrR//dinI//gpmM//glvB//yneL//holD//napF//argP//yhaM//gntT//ykgO//metL//ftsE//maa//cueO//garD//dhaL//priB//caiB//rclR//yphF//bcsQ//rpsS//pgrR//menB//phnN//ydfG//cysA//lgoR//dhaM//accA//hrpA//crl//arcC//nrfD//dsdC//gpt//epd//rimL//envR//ybcL//yedL//hha//araB//yphD//tusB//hisF//rlmL//ampE//tauC//yqjH//eutK//rpsS//xapA//yfaV//hiuH//lrp//garL//bisC//katE//rsmE//ydeT//acnA//ybcQ//rbsD//yneE//mreB//gpmM//entF//thrA//wzc//tap//uhpT//cdsA//phnM//setA//djlC//nudG//fecD//rclR//yqaE//degP//artI//chbG//nlpE//creC//nepI//deoR//mreB//dicC//yccA//gstB//bsmA//hprR//maa//mhpA//glyA//yhjV//ydjE//nanE//agaI//yqeA//xisR//pfkA//gadW//cca//yhdH//glmU//csrA//eco//sdhA//uhpA//sapA//caiB//ydcT//hybA//yqaE//ccmH//nudC//efeO//orn//ycgR//pliG//thiG//ygiN//cyaA//yphC//thrB//uspF//allD//fau//bssR//hemH//lpxD//ddlA//mglC//ampH//bglX//narY//rdgC//yhaV//menH//nagB//trpA//gpmM//bioD1//hisC//rfaG//pck//acpS//lpxL//fhuB//ftsB//bglF//yagJ//yihS//murF//hcaR//rutC//greB//pdhR//glpD//yidZ//ydhQ//fdrA//emrE//fimB//yohC//dld//gadC//dtpB//erfK//lsrG//pta//yidE//tatC//rpsD//ybhA//ydiR//acrF//fhuF//rpmJ//rffC//mdtJ//tcyL//ompC//mngA//ldrD//tdk//ttdT//hdeD//yahF//yfeR//citE//rclA//recF//crfC//gapA//eutD//cyoD//hemN//yghU//lpxM//dnaQ//hcaE//btuF//arnT//epd//chaA//sufC//yccX//nagE//cydD//rhmR//sodA//trpGD//kefF//hchA//pmbA//galS//trpC//rnlA//yhjD//ftnA//pyrD//mhpA//mscL//fadH//pdeK//ccmC//hcaT//glcB//mnmG//hipA//yhaO//hldE//yejB//abgT//sapF//suhB//rhtC//pepQ//waaZ//fepB//tcyJ//entC//yibH//arsC//rpsG//ybaK//yqiJ//amtB//yigB//gcvR//serS//fabB//yedL//ptsP//pheP//ydjE//ydcI//coaD//trmL//guaC//metL//rsfS//yfdR//alaA//ftp//tus//glyA//yjhH//bamE//norV//hypF//rusA//pgaB//recO//pntA//yfeO//nudB//atpH//groL//asd//aceF//gltS//yraH//secG//potG//cdaR//yobF//ycgV//dapF//hybE//rfaF//yhfS//talB//yibH//pbpC//rpsE//phnI//yadI//metN//yggE//uhpT//yhaO//ydaV//recF//dicA//yoaB//lapB//tsaD//ftsB//roxA//sodB//ftsX//yjiR//waaH//xylA//kdpF//yfcU//dnaK//lptA//galP//arnD//ygbI//flhD//tsx//yjaZ//ybiI//garL//ulaE//yahD//uhpC//yjbG//tdcE//yihU//ushA//preT//rhaB//folM//cra//fecB//gyrA//cspA//flgF//potD//yfeW//yqaE//uhpB//ygiB//feaR//yafN//pspG//sgcX//dcuA//insA-2//ybdH//hemB//elaB//ftsZ//fadR//suhB//uspB//barA//thiM//citT//gcvA//ttdA//pdhR//yhjV//gatD//fadA//waaP//xanP//aceK//dgcM//hrsA//wrbA//hcaT//lpoA//blc//yneJ//ycfH//rimJ//rimL//narX//xapA//gudP//
GO_0006952_4	asnS//gadA//xylH//rluC//tbpA//dppA//polB//mpaA//dps//kdpF//yhjX//wcaB//
GO_0006970_4	yphC//pck//kdsD//ppiA//lsrD//mppA//treF//abgR//mnmC//mdtQ//ihfA//uhpA//yfcF//truD//putA//yggN//folC//lsrG//crp//ulaC//ydcP//ybiX//eutB//msrC//idi//uspG//dcuC//ydcT//queE//sdaB//hyi//csgA//sfmH//tusE//secG//bioC//yajL//panE//
GO_0006972_5	viaA//rplL//rplN//prfC//ugpC//gutQ//argG//lacI//mreB//yaiW//ugd//mhpR//cmoM//bluR//
GO_0006974_5	pgaD//panE//mdoD//sdaA//rraB//rlmC//ftsN//gloA//truA//yidC//prc//glcD//psuG//surE//dgcJ//scpB//patZ//hybE//pcnB//hscC//ompW//amiC//rbsC//yddL//rsmI//etp//rpsQ//yeaE//ybiX//clcA//map//srlB//ygdG//yjjV//yeaE//rnhB//tag//rfbB//narP//nlpE//umpG//malY//prlF//nlpI//cspA//cpxR//rffG//yfeR//fruK//nadB//rne//mntS//ccmH//rpsI//bioD//rep//hemA//lpoB//sthA//malE//dnaE//agaV//bssS//yihR//xanQ//folM//murQ//pgaB//yhhT//hybE//ttdA//leuO//ushA//fabA//lplA//mtfA//dicB//murP//guaC//nikC//curA//rpsJ//yfaU//murP//rluB//ybiW//ccmA//mnmG//fic//ltaE//nhaA//paaD//mioC//bfr//narH//fimB//clpX//cspG//hybA//flgK//ycjR//ldrA//higB//ynfE//yhdH//dam//fliL//gsiD//waaU//aroH//norV//trpR//nfuA//fryC//yidH//bdcA//yahN//garR//ybiJ//sgcE//rplE//trmB//arnA//gcvH//artJ//ygfZ//opgC//carB//lpp//xylA//kdsD//sucB//yqeF//sbmA//surA//agaS//araD//rlmG//ldrA//queC//cpdA//fadR//holC//phoA//nuoF//pspC//rlpA//cirA//ssuD//melA//yghW//sucA//hxpB//glpK//roxA//yciH//mgtL//osmE//nlpI//nhaA//rsgA//barA//zapA//chpS//fdhF//zur//ilvH//pyrH//uof//tcyL//cmoM//pgaA//dapB//amiA//ampG//hyaA//ihfA//garD//diaA//pdeH//cysC//nrdF//flgK//coaE//hscB//umuD//fepE//glvB//bcsA//malI//rlmF//agaV//prc//dhaM//yraJ//patA//yghB//dgoA//flgE//yfaL//cheW//galM//lrp//fumC//yieF//prlC//pheS//uraA//betI//yraI//folM//yegT//ftsB//mgtL//rnc//fixA//yhaM//cas2//pspD//xylR//zntR//hcaR//rfaE//wzyE//atpF//ssuB//tehB//bcr//exuR//phnL//ycdY//gcvR//ygfI//xanP//ndh//araF//tap//nagD//casD//ascG//paaX//fimA//ypjD//ygaV//nudB//tyrB//
GO_0006979_4	rssB//malF//ghoS//yjcE//tdk//pspF//yfdR//yhjG//glk//skp//cdd//hipA//guaC//sdiA//ydcR//pykF//yqeG//rplL//soxR//glvC//gntT//btuR//hybO//ynfL//adeP//yihQ//rpsA//mntH//araG//ilvC//ung//ynaE//murC//dgcQ//trpA//arnT//mntH//gnsB//cbrA//rlpA//nlpD//kch//ccmG//dsbG//yicJ//hipB//lgoR//ampE//gltL//ibsA//nrfA//ftsE//ptsH//potH//perR//ssuA//mlc//mhpT//mtlA//hisF//dacB//ygfX//secF//rplY//cadB//rcnA//suhB//ahr//rzpD//yiiM//uidA//cdsA//fdhD//hinT//basR//yagU//tdcA//dgcZ//priC//minD//tas//ttdB//mrcA//yeiL//paaH//perR//
GO_0006986_5	murG//potB//ygjK//nanK//yraR//alaS//
GO_0006995_6	nfi//yddL//
GO_0006996_4	galK//hdeD//yciK//rimJ//fadE//yadG//ygiV//ubiB//ydaV//yfeO//pyrF//nikE//abgB//phoE//hcaR//sdhA//flhA//fucO//wecA//rmf//ppiC//pnp//prc//otsB//rpiR//argI//fdx//msbA//bepA//tehA//mhpD//truA//mnmG//fes//yibT//ibsC//tusC//ascF//yagU//
GO_0007010_5	abgA//
GO_0007059_3	gcvP//hflX//rpoA//yggE//rplJ//yobF//roxA//argE//arnB//kdgK//
GO_0007062_4	cadC//yobF//ada//pcm//
GO_0007154_3	surE//amyA//mdtA//epmB//uidC//fes//yggN//hemN//ygeW//yjjX//rpsJ//waaQ//iscR//recG//envR//mscM//trmB//lldR//paaZ//ybhJ//nrdA//yibA//envZ//lamB//cbtA//livJ//coaE//cobB//prc//atpH//sdhA//bcsA//sgcC//ribD//pgi//mobA//alkB//rnlA//waaJ//nikD//ftsN//mrcA//rplP//pabA//tatB//apt//ftsW//hypF//polA//prfC//proA//glxR//mltD//ypjD//hemH//
GO_0007155_3	rcsA//hisP//fepG//dinI//gyrA//chpB//gcvA//deoC//etk//rlmG//yahI//ydjJ//fetA//yfcR//malP//asnC//tdcR//torI//sucD//ygiW//pykA//ykfM//ssuB//tsr//rffC//glnK//gnd//hfq//rmf//yafN//mraY//lldP//yigB//eamB//mgtL//
GO_0007163_3	mobA//
GO_0007165_3	fucI//potA//miaA//glnD//ddlB//yhaO//yegT//hypE//rnc//fdoH//secF//yghG//fsr//yadG//rplD//moaE//pgaC//pstB//add//gshB//nirB//gltL//pdxJ//yiaL//artQ//rplY//bioC//uxaC//btuB//gcvR//soxS//serA//ompF//fucP//cydD//sufS//hexR//fixC//tyrB//wzc//fliG//trpE//insA-2//hyfR//fieF//garR//potF//yfdK//dps//recX//ftsL//rzoR//rsmH//fieF//paaF//malP//nsrR//prpB//mglB//paoC//
GO_0007166_4	gppA//argD//galR//yagJ//
GO_0007215_5	yfaU//yfhH//bglH//chbR//
GO_0007231_4	moeB//
GO_0007234_5	uhpC//
GO_0007267_3	prfA//ykgF//
GO_0007346_6	hicB//waaG//ypdA//
GO_0007584_4	yehZ//hinT//flhC//ptsH//
GO_0008033_9	glgX//mutS//araB//srmB//cobS//gspJ//flgA//ygeX//tatB//argI//mpaA//ccmC//rsmG//mltG//cmtA//yfjV//yraI//ascB//sad//iraP//mraZ//yjjB//ttdA//tag//rbsK//ffh//yadV//casA//astB//metF//ligA//uxaB//rapA//dusB//dppD//hyaD//iap//lsrR//fdhF//mgrB//gshB//afuC//waaO//nadE//ribA//dicA//cptB//mgsA//cysN//thrL//ydjJ//yccS//ubiI//matP//kdsD//tonB//
GO_0008104_4	proB//yebQ//secF//cysA//zapA//ghrB//nudB//tehB//ydhQ//qseC//insF-1//yqiG//pepT//tdcC//atpD//rpnD//uxaC//ampD//frmB//hxpA//ascG//argR//rbsA//ldtD//tgt//lsrD//recJ//hisC//truB//rlmM//yjeH//hisD//cynS//yeaK//spoT//asnC//rhsD//yfeO//hdhA//cpdA//ycjY//tyrB//otsB//hrpA//yajO//umpG//thrC//ackA//ldrD//
GO_0008156_8	scpB//pspG//bcsA//mscK//ydeM//clpB//
GO_0008202_5	spy//
GO_0008206_5	ghxQ//
GO_0008213_7	emrE//cho//poxB//yqiI//tauD//ybdM//phnI//speB//
GO_0008216_5	ybcL//tamA//lamB//
GO_0008219_3	ilvM//yhjA//lpxB//mrcA//ybhA//hflC//mdtL//ybbW//relA//folX//argA//dsbD//ydeT//kdsA//ghxP//
GO_0008272_6	yeaG//mepA//nanC//iscA//nemA//atoB//lasT//
GO_0008295_6	murC//potA//frlR//
GO_0008299_5	guaB//deoA//cpoB//frr//cbpM//yfiE//
GO_0008360_4	csgB//nimT//ygcW//tsaE//fsr//yghO//ampE//kup//aldB//bluF//pgk//yhjX//ratA//pykA//osmE//frdB//
GO_0008361_5	hupA//polB//soxR//bioA//iclR//
GO_0008380_8	lon//
GO_0008610_5	cdsA//elfA//trpE//ycfL//lplA//mlaF//glsA2//pgi//cpdA//fadA//nrdB//ybaK//yidA//rhtA//clsA//ybfE//fliA//frvR//ytfP//dxs//alkA//dtd//sanA//glpF//rplP//garR//amiD//ubiC//gph//cysW//flhC//ebgR//yihL//rpsT//dppF//era//agaB//yraI//lsrC//nikA//insI4//aceA//hypT//gpmM//yfcR//pgrR//msrC//glcE//gudP//mepA//fkpB//rbbA//ymgF//yjfP//rpmF//yneL//yhjC//ispU//argR//mgsA//ibaG//yjaA//rclB//mlaE//gatA//yqjI//yhjR//
GO_0008614_5	eptA//xylB//rzoR//yjjG//mnaT//ycgV//yibT//
GO_0008615_6	ydhJ//mglB//betA//galM//cysA//pphB//aaeR//
GO_0008616_8	codB//cyoA//yfdC//fdhD//yfhH//xanP//cycA//
GO_0008617_9	holB//
GO_0008643_6	fabZ//frmR//carB//ulaA//ydiQ//hrpA//abgB//mog//sufA//osmC//fkpA//insI-2//agaB//lasT//dsbG//ydcR//bioP//kdsC//iscR//ligB//entH//paaC//fdnG//dsbD//rhmR//iap//rutD//ypdF//ygdG//sgcA//proQ//ybhG//gudX//tpiA//yfbR//lepB//alsB//citC//sufS//cpsG//pyrB//hemB//nuoE//btuB//purT//rihC//pinR//ghrB//cusR//cysQ//uhpC//waaP//nrdE//mnmE//nfuA//glpD//mzrA//glgP//skp//plaP//kdpF//yfcU//pfkA//uvrB//arnT//menI//mrcB//pdeR//lapB//tcyN//murA//yqiG//acrA//hisS//rsfS//secG//lsrB//hybO//nfi//htpG//yqhC//rlmJ//fepD//ynjD//mltG//sbcB//yieE//ygjR//thiQ//potI//priB//ycgR//yhaM//yfaU//mnmG//copA//leuO//pepT//ratA//kdsA//nrdD//xapA//fhlA//bacA//sgcR//mutL//opgB//clsC//spoT//wzzE//putP//glxR//dfp//preA//
GO_0008645_8	agaA//eamB//yeeJ//eptB//cirA//rhaT//nikE//acrZ//yihP//yeaG//uhpA//sohB//folM//napC//rpnA//ubiG//cobT//mlaD//yhdX//znuC//ygeA//proX//melB//atpB//
GO_0008652_5	ycaO//ybiV//ypjD//parC//fucO//acrR//gntU//dinB//chaA//glnS//artI//yfcR//artI//ssb//hypF//asnC//rseP//manA//prlC//rplP//slyD//nanS//lsrC//hpt//exuR//cobB//mliC//pta//yqeF//umuD//nlpE//flgK//gldA//citG//sgbE//rsmI//tdcR//melA//nagK//yjaA//modB//yijO//yieL//rpmE//ftnB//glpG//yqjA//gpmA//paoC//ydcS//nlpD//alpA//fdhD//yhjV//hpt//gntT//murQ//ybiH//gabD//hypD//cusC//uvrA//flgJ//adhE//rclR//ddlA//degP//araH//hexR//waaY//frlC//puuC//sodB//agaC//opgG//yfdK//elaD//rluA//fepG//ompC//insI4//sucC//dedD//caiB//cysH//yojI//ycgB//glnD//nudB//pgaD//dxs//gntR//nirC//ydjE//rplQ//yggD//cmk//glnQ//uacT//ydiR//psuT//yfcU//dcuS//sfmH//yjiY//dgcN//eutD//rpsE//argG//fepC//potG//ompW//trpL//gntK//
GO_0008653_5	fdnI//hrsA//yfjR//yhfK//yadG//cstA//gpmM//maa//nadE//yidA//proQ//ygfZ//map//
GO_0008654_5	katE//lpxC//ribA//manY//recJ//fdnG//ytfE//tauA//ettA//srlE//hisS//ftsP//torR//mqsA//aqpZ//rpsN//atoC//nadB//eptB//pmbA//ahpC//modC//rluA//ssuD//ampE//trpC//hflX//tpx//rbsR//focB//ilvB//yibA//yhdJ//lplT//epmC//
GO_0008655_5	eno//hslU//fadL//rclB//opgH//dinG//nuoN//
GO_0009050_6	menE//minD//
GO_0009052_6	atpG//recN//ynhG//stpA//pdxB//fliL//yicJ//
GO_0009056_3	gspJ//lpxM//yraN//tusB//rimO//wbbK//pcm//artJ//dxs//ghrB//rplM//elfA//nrfE//lysA//ecpR//nuoN//narJ//sapC//hokB//rfaG//yjjV//glrR//rffG//puuC//tcyJ//nemR//potG//purT//ompW//ypdA//tyrR//hinT//iscX//hypB//ribD//ypdF//citT//atoB//mrdB//ssuA//glnE//garR//fliL//ubiF//yadG//rihA//ynfL//ptsI//sufE//ssuB//dsdA//rspB//yohD//smpB//sad//gcl//ygfA//rpnB//dkgA//iraP//murF//yadM//xanP//fimB//yefM//ybjG//pitB//cdgI//puuC//wecE//purC//artP//ssb//kduD//yjjG//glpC//ybjD//mraZ//plsX//frmB//yfeO//dkgA//yidP//flgI//nlpE//ccmH//yfdS//yehB//bluR//yfeW//sgcA//yejA//hofM//yggN//add//ldcA//xylA//ynjD//ribE//nagE//agaD//rplB//yjjB//ybiS//ydeP//xerC//ygjK//ssuD//yhbS//yciA//uxuA//tolR//ynfF//guaB//folD//argA//ffh//puuB//cynT//gatA//efp//ygiV//tufA//argO//qseB//gph//glgA//hinT//cmtB//pbpC//symE//blc//yeeJ//yqcG//wbbK//helD//dgoK//dctA//metH//yfgO//ldtD//bioP//tsaE//tauC//fryC//ygaZ//pdeF//rhoL//mhpR//yidD//cmtA//yiaL//rseC//cysA//ycaN//flgD//mlaF//argA//yfcQ//lysU//hypT//exuR//mdtG//gpr//glcD//setA//uhpC//hemE//metC//csgG//fur//proS//ulaR//msrB//csgF//rlmA//cdh//fixB//raiA//rpsN//rfaG//aroC//udk//yeaD//glnQ//yebC//ytfQ//manA//lsrB//cvpA//ascB//cheR//waaA//phnI//alaA//oxyR//mntS//rnd//zntR//narZ//xanP//yfiR//hofN//glnD//cytR//argC//tqsA//galK//mltD//tolQ//cyoB//yieE//bioA//gltP//yggF//ybaT//yfbU//lpxM//yqeG//nimR//pabB//ydfK//menA//dgcJ//lysA//rtcR//ycjY//yiaJ//ldhA//fdnH//yeiG//ybdZ//argR//yraN//yfcQ//fcl//acrF//ydcM//recQ//rdgC//ygjR//gspI//rclR//yggT//decR//ybgQ//gatA//ydhJ//gltK//ldtB//decR//ygjR//rcnR//amyA//atpA//epmA//sfsA//yiaT//rcsB//lit//ygjR//yieE//yjbE//yhfK//rpsE//modB//yaaA//clsA//napC//ybcL//accC//aroE//ycfJ//rpiR//hypA//yoaA//setA//aceK//ygiV//ndh//yfcA//yfdR//tauD//caiE//ghoS//mdtI//dnaK//nuoN//mmuM//ydjM//hypT//rpsJ//tgt//umpH//lolC//pgaB//pta//treB//glpF//hyfA//cysH//wecB//acnA//panC//sdaB//yajL//ybiJ//ydjL//hcp//hypC//ybdO//cutC//yahO//gcl//ydjL//ade//cysA//uxaC//mdtA//oxyR//mngR//rbn//rsmE//nudF//carB//glvC//ftsQ//sapD//yagU//exbD//yiaJ//trpA//yjjW//rpmG//hscB//garR//betT//gltP//envZ//gpmA//pal//etk//cho//insA-1//ymfA//rpmB//dgoR//ybaK//hypA//sppA//iap//yggD//hemN//ybhD//ynbB//katG//rffT//ugpE//der//cyaA//mdtE//uxuA//ybdG//rayT//topAI//secM//yggX//yhbX//gabP//acrZ//ebgR//ftsL//ydeP//ydhJ//tabA//rcsD//ybjG//crr//atpD//lpoB//rfaE//mnaT//elaA//ihfA//mscK//yidH//motA//frlC//ybiH//ynaE//fcl//orn//pgaD//kdpB//bcp//yhaC//hdeB//bdcA//ygbN//dacD//yodD//yhhY//waaJ//wrbA//bsmA//glcB//rihC//yfdO//glsA1//epmC//yqaA//yjtD//sfmH//bamA//folP//gcl//
GO_0009057_5	abgR//glpB//asnC//ubiB//kbp//chbC//nuoN//setB//ampG//rnlA//ftsP//mdaB//ypdF//acpH//crr//dnaQ//yjgX//yajO//pmbA//fdnI//gabD//hicA//ghxP//ribB//mutS//ybaM//tus//gutM//nrdB//rplT//mrr//mdtF//ltaE//arcB//ldtB//hyaB//sgcX//murI//yfcG//clcB//yhbO//mraY//moaC//nrdH//trg//pgm//ygcR//lamB//ybbY//rcnR//rbsR//hyaA//ompF//rcsF//
