#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mutL//appY//ybcL//katE//
GO_0009059_5	ubiE//casC//ypdA//ybiT//sugE//hisB//syd//ynbC//tsgA//ispH//yafC//rsmA//yedA//purF//mliC//proA//cysA//eutR//tnaB//dcd//yphF//rutE//hflC//aroK//cmtA//ilvA//btuC//plaP//yfcR//rfaC//asnB//wecA//clsC//sfmF//ybiA//dauA//pdxB//paaZ//gatD//trpGD//dnaT//dinI//nadB//recT//secF//avtA//xthA//yagE//gshB//ushA//yciH//tsf//trpD//aroG//purN//betB//dgoD//leuC//yahK//ypdI//ycbU//phoB//rep//rihB//folM//acpT//tyrB//yabI//rnpA//fdrA//prpB//ybaO//ompA//pflB//emrB//flgM//ubiC//mcrA//nrdF//pspA//eptB//glgS//fumB//nusA//sapC//ybaT//rne//selU//gntT//codA//hrsA//astC//clpP//ytfP//minE//garD//pgl//malQ//kdpE//fliA//kilR//glnH//tauD//pyrH//fetB//fabH//lpxL//aroD//waaO//panB//dicA//zipA//ynfE//adiY//menD//tpx//yddL//ygfA//opgC//fdnI//xylR//tufA//potA//garP//yccA//thiC//crfC//rclB//serC//speD//bssR//pcnB//adeD//lptA//cpdB//hexR//yeaK//rfaF//yiaJ//panC//rimJ//hcaC//yhaC//yidL//cdaR//relA//mntP//mobA//dcuB//yfiR//uxuB//dinD//pfkB//argC//nrdE//dsbG//pstA//glgS//rpnA//ygiV//insI3//mreC//rssA//rpiR//feoB//degQ//rlmE//rtcB//dkgA//proA//tar//trmJ//trpC//hisH//yjiY//yfcP//trpD//nadE//rseC//sbp//prfB//yhbO//tauD//ydcM//nrfC//yaaU//hypT//yihR//lldD//yegT//acpS//ilvA//yafS//pphB//rplD//yqaA//arnD//cecR//luxS//glyA//arcB//guaD//malQ//chaA//mlaF//yfhH//nth//xisR//aceA//dapA//pgk//crcB//carB//yjjQ//tnaC//yejF//menI//ftsB//ascB//hcaC//nlpA//dinB//phnO//gapC//yhjV//tdcR//sucA//lpxK//ibaG//acpH//xylG//chbF//rho//fadR//recJ//yfjR//ycaN//hemF//rplF//ygeA//grcA//ibpA//sspA//cobS//yjhI//cheB//mngR//yjaZ//thiP//gldA//iap//efeO//fbaA//wecE//rplE//uidC//sfmA//gpp//nikA//nupC//nagB//prmB//msrA//malF//feaR//yaaU//torA//cysE//cbtA//yajR//tsaC//rhsD//pyrE//hycA//prpD//ybiY//alkA//lysC//alpA//yigL//gspI//sutR//yadM//glrR//yagE//frdB//ttcA//uxuA//yjhC//lptC//lpd//stpA//rrrD//bdcA//yecS//pheA//yihV//yjjG//opgC//insE-1//rnr//rzoD//ydhC//aslB//uspE//nikA//ybiX//pinQ//eco//bisC//rraB//zapB//glcC//cysG//tadA//ais//tktA//
GO_0009060_6	yeaV//nuoG//aroB//fkpA//yhaO//pykA//tatA//fabG//uspB//metC//msrC//mlaF//queE//mdtB//rplM//ftsI//yajR//kduD//yjhC//fdhD//scpC//copA//suhB//prfA//chaC//tolC//
GO_0009061_6	ygaH//dinD//yjiA//ribB//torI//yahK//msrB//mdtB//menI//speG//ltaE//trkG//torI//fadI//pgi//yjhB//hexR//sad//ykgO//yidK//mnmG//dnaX//trmI//waaU//mnmA//moaD//waaH//trkH//yhcH//torZ//agaD//crcB//nfuA//frdC//ackA//yraR//phoE//leuS//garK//ulaG//garK//glgA//acrR//adk//fau//yqeF//sbmC//yfdC//ubiA//pepA//ynfE//plaP//bcr//oppC//flhE//
GO_0009062_6	afuB//glgB//uvrY//yadN//aer//vsr//preA//gshB//fdoI//thiE//appY//artM//eutR//ldtE//sad//eutD//hyaC//thiC//yegV//gadX//ibsC//
GO_0009063_5	paaE//acrA//gloC//eutB//dgcT//sgcR//cvrA//tauA//kdsB//gpmA//yajO//mdtJ//malP//modC//nuoG//cmtA//kdpD//hcaE//fhuB//feaR//ynbC//uspF//thrC//mdtB//nuoE//insI-1//rpsS//acrR//potE//yjfP//leuC//lon//putA//pgpB//dcuS//uraA//yfdR//panE//rutC//rayT//shoB//malF//uvrD//prfC//fabZ//rof//rplT//ackA//tehA//insB-4//hemC//cysI//fdoG//frwC//yihQ//
GO_0009064_6	rpsL//ddpX//map//acrD//phnK//truB//sutR//yebS//ruvA//uspF//rffM//htpX//lldD//ispH//fumC//pitB//pheM//selA//leuD//appY//rhaB//leuC//cyaY//ytfE//guaD//amyA//obgE//glcE//yehU//pdeD//yidC//pdeF//prpR//ydaV//yjcE//lpxP//mtlR//mutM//malE//yehC//sfmD//thiE//nadA//sbmA//fdx//lldR//
GO_0009065_7	ybiO//ybaM//ygfI//ydjK//higA//gcvH//zraR//narU//glnD//crfC//hybG//nanE//rluE//acrR//sulA//yfhM//hxpA//hisA//
GO_0009066_6	yraH//ybdH//rffC//hokB//rlmH//yfeR//mntP//kefC//artJ//yhjD//tehA//ydeE//metI//modB//amyA//guaD//frmA//folD//ycbV//gppA//yraN//ydaV//glpB//yfcA//relA//yphD//hcaE//ytfE//flgD//betT//lolA//ravA//iscR//lptF//entF//cydA//macB//cmtA//puuC//hyaC//paaJ//hlyE//thiD//alsK//ygcW//ycbV//ppiC//metL//
GO_0009067_7	fadD//yebC//yeaG//prs//dpiB//sdhC//yhjG//speF//yraH//cdaR//tdcR//fepC//tolB//rpoD//accB//envY//lapA//aspC//bdcR//yqgB//rzoR//yfeO//moeB//ttdA//yceK//kch//
GO_0009068_7	yphC//yieK//yoaA//nrfD//xanQ//yaiV//frvA//rcdA//mdaB//exuR//emrY//ydjH//rspB//
GO_0009069_6	mcrB//pal//pgaA//dtpC//ubiB//ydeP//cmtB//mtlA//nusA//feaR//dicC//ugpE//gmd//yfaU//ulaF//yjtD//yjjG//dmsB//znuB//agaV//fimE//ispB//pbpC//yjjB//ssuA//glgP//dcuB//intZ//yehB//exuR//hmp//rof//rbfA//phnL//mnaT//paaJ//
GO_0009070_7	envR//artQ//yjaA//evgA//glcA//wzb//fumA//thrB//yfcG//kdpD//otsA//epmA//frlC//dmsB//clsA//rlmA//ycjW//mgtA//serS//fimE//
GO_0009071_7	tdk//ygaV//yhbY//hypD//gldA//zntA//dcuS//pgaC//rhmD//dapA//ybcJ//rplA//pheS//tadA//
GO_0009072_5	yraI//ytfR//wzc//proC//matP//dnaX//degQ//ycjQ//ytfQ//mscM//zraR//yieL//insB-2//mntR//yjhG//rplY//dauA//nuoL//ydhQ//abpA//hokB//thyA//entD//uxaC//
GO_0009073_6	rclR//mtlA//sucA//gyrB//envC//lptD//ygaV//ibsB//yebK//ycbU//truA//ybbW//pyrC//yjhI//pdxH//ymfA//potB//frdC//feoA//yggD//gltL//
GO_0009074_6	hns//ynfF//ymgF//
GO_0009078_6	rbsR//yeiL//arnB//csgD//gldA//tsaD//pdeR//
GO_0009079_7	scpC//leuC//ldcC//uhpB//
GO_0009080_7	cas3//rimO//qseC//
GO_0009081_5	ulaB//roxA//prpC//ibpB//dpiA//nirD//tldD//trpB//copA//crr//ilvH//bdcR//fabI//waaU//waaL//ybeY//gyrB//alsA//envY//ivy//apt//pabA//
GO_0009082_6	rutE//ybjD//fklB//mug//chbA//waaZ//hprS//yggE//lysU//ftnA//secG//fimA//pyrD//ykfM//moeA//deoR//rnd//metK//
GO_0009084_7	lysC//yhjG//kdsD//lysA//ybcM//tcyP//xylF//arnA//rzoD//rseB//patA//nuoF//dgoK//pdeK//yjbH//frlB//entB//cnu//rluC//ygiN//pepN//ddpX//dinB//ycjY//kdpD//
GO_0009085_8	dctR//hisG//cysI//ybgQ//elbB//minC//cheA//prmB//lolA//pdxA//glgA//ibpA//
GO_0009086_7	lexA//intS//frwD//galE//bsmA//rsgA//wzyE//yieH//yqiI//
GO_0009088_8	rfaG//mscK//
GO_0009089_6	zur//hybB//rpsS//xseA//cheW//hflX//moaE//cutC//lpd//
GO_0009090_8	ydcT//yabI//abgA//yrfG//
GO_0009092_7	tqsA//rrrQ//serA//dfp//ybfA//yggT//
GO_0009093_7	raiA//proA//sbcC//dnaA//fryA//
GO_0009094_6	solA//eutD//yhjG//ybaO//
GO_0009095_7	yiaT//yafE//dtpC//livM//
GO_0009097_7	ompR//hemG//idnD//yhcN//rep//prmC//ybhS//
GO_0009098_7	gabT//clcA//hdeD//dinB//narQ//sfmA//kdgR//
GO_0009099_7	nadE//ytfE//ygbM//luxS//galF//ilvN//slt//metG//tqsA//grpE//
GO_0009100_5	yigL//yhaJ//mscM//atpH//fadB//
GO_0009101_6	ybfA//
GO_0009102_6	nhaA//yeaD//ydeT//yadM//yjtD//pdxA//rarD//hofQ//sppA//rarD//ubiD//argR//pdeK//
GO_0009103_6	yhjC//nfsB//ppsA//insF-1//rplY//ulaB//flgM//kduI//paaC//menI//mdh//
GO_0009106_5	fnr//yagE//
GO_0009107_6	soxR//fieF//
GO_0009108_6	purB//pntA//hpt//alkB//flgE//rsmJ//thiE//lacI//eutD//hrpA//potH//narI//gapA//trpA//grpE//rnt//yidQ//galM//ydiP//wzyE//fryA//yehU//mnmE//diaA//ydhJ//yphC//pstB//garD//rplL//pyrL//yagG//dkgB//nfo//asr//cbrC//hslO//ydiV//rnpA//lplA//mlaE//melR//secY//hicA//gsiD//ydiR//lsrD//tap//manA//hofO//alaC//rpiB//dgt//dgcT//emrE//rnpA//yagU//selA//yqiJ//diaA//frwB//yoeB//thiC//yegS//miaA//wrbA//rpmE//ybgP//setA//yeaE//fdnI//lepB//yiaT//rsmE//tus//tabA//yihO//ushA//ftsW//fdoG//betI//hpf//cobU//srmB//yceD//phoQ//trmH//ychF//hflC//agaA//dmsA//artQ//ribE//metH//nikE//ypjD//bolA//casB//ycfS//tonB//gntK//rmf//casC//dmsA//hrsA//ygiV//yajD//btuE//fsr//yhjC//dicA//
GO_0009109_6	afuB//fdrA//xerD//rffG//iscA//
GO_0009110_5	rplJ//eamA//aldA//rcsC//rbsA//ybdR//cysN//nrdF//bioA//elaD//gldA//rihA//tusB//fetA//alsE//uhpT//gltK//uxaB//mhpC//ybjL//ibsD//yciE//trpB//xisR//yraR//ynbC//ribD//priC//ivbL//qorA//epmB//yeiG//gcvT//evgS//mdtQ//miaB//mrp//rplF//higA//trxA//rbsC//yggX//ppsA//ypdI//ybgI//appY//xylR//rpsD//selB//flgG//cspC//hyfA//dacD//rzoD//clpX//grpE//oppC//
GO_0009111_5	hofQ//yqgF//rluF//malG//
GO_0009112_5	lsrG//mntP//perR//rssA//mltB//ffh//smpB//mdtC//menB//yhhZ//entC//proS//yagJ//kbaY//hycB//clpX//xapA//rppH//yhjG//tatD//gpp//ycaN//surE//tatA//mtnN//ybaM//hypA//nanC//lepA//mscM//exuR//yjhB//greA//yddM//dmsA//ligA//
GO_0009113_5	rep//gadW//pdeK//hybF//sbmA//
GO_0009114_8	degQ//
GO_0009116_5	yobA//entH//thiC//gsiD//cas1//rsuA//ynjD//bglX//creB//tolB//asnS//pstS//ydiO//araC//rnc//ttcA//yahB//ralR//ybhR//srkA//ybaL//rplB//rplP//gltL//luxS//kdpA//ycfS//narV//grcA//phnN//pgpC//gntP//secY//lgoD//rnhB//mipA//sbcB//ydeP//pyrC//umpG//
GO_0009117_6	ftsB//flgB//lrp//gntR//rpsQ//cysN//macA//sgrT//puuC//ychH//gsiA//yhhY//gcvT//ribF//phoP//ydiQ//opgH//ygbI//leuE//ycjY//hokE//rplT//deoA//wzzB//trmI//ybhF//smpB//hybO//xylA//zraR//fliD//rplT//ibaG//tsr//glgX//xseA//fnr//cysP//yejA//fecD//fabR//rutD//creC//focB//hscC//cysA//katG//yhiM//ypdA//elaD//uhpA//alr//ydfH//mioC//sanA//yagF//tsaC//lacZ//pntB//lacY//btuF//fdrA//dsbG//murD//hscA//ybfA//livF//yciF//lpxT//rpsE//cptB//sodB//trpR//rho//era//dmsB//ydiO//sapA//lipB//trxC//pyrC//lgoR//fdoG//folA//flgK//bglB//fis//fkpB//idnD//moaA//ybjG//potD//hslJ//dinI//moaE//flgA//relB//sbcB//zinT//glxR//sdhA//bamE//lsrK//nemA//
GO_0009119_6	djlC//atoS//rplR//gadW//mraY//mtn//nuoB//ybhG//tdcE//ybeF//iscA//luxS//chbA//uvrB//btuD//grxD//hchA//tolB//suhB//glpK//bioD2//hrpA//bcr//yoaA//kch//purA//lsrC//yddA//pgrR//dapB//yqeG//yhaJ//lysC//mdlA//yfcR//
GO_0009120_6	fic//yggE//hslV//yebK//
GO_0009123_6	xseB//dcp//yhfS//deaD//wecC//tas//ybgI//galK//hemL//rutG//entD//tmcA//hycH//gcvH//agaV//nanK//fsr//fadL//yfdG//miaB//fabB//relB//thrB//moaC//mntH//rbsD//ispG//narI//murR//yiaN//cstA//fnr//ydhJ//yfeD//znuA//hcaF//aroL//rtcB//narY//yiiE//epmA//rfaQ//mnmC//dsdX//tyrS//adiY//
GO_0009124_7	cueR//eptC//yjjW//puuA//ftsL//fliZ//rhlE//dsbG//bluF//osmE//rfbB//dsdA//pnuC//ybeF//yjbB//ghrB//cmoM//rmf//hycA//hdeA//srlE//metC//pdeR//rpsL//yihL//yfhM//dsbA//rtcR//ybhD//yciK//ndh//ytfP//csgF//yobF//lgoD//tatA//thiM//
GO_0009125_7	dapA//decR//lldD//sgcR//narQ//
GO_0009126_7	alkB//rutE//pcnB//ycjW//kdpC//dnaK//eutA//cobU//ansB//ybaK//ggt//murC//rutD//trpB//lldR//hycI//lsrD//ynfK//tcyJ//ybhI//erfK//cysE//treC//nudB//tdcC//mscL//yciA//entA//mlaB//nanT//barA//frlB//yciK//dsbC//
GO_0009127_8	ompT//tas//metQ//ycdX//intA//lolC//opgC//csrD//clpX//pgpC//ompN//rlmJ//ybaE//yihW//tolC//hpf//xylR//agaC//tdcE//amyA//cecR//aroL//mutT//mrr//argA//ydhJ//kdgT//glsA2//maeA//msrC//
GO_0009129_7	yjjB//mnmA//argD//pgm//rluF//ribD//ilvM//lyxK//amiA//tamA//
GO_0009130_8	yhdH//speD//ybeQ//glxR//hofP//
GO_0009131_8	dcuD//atpA//gyrA//uspG//oppB//
GO_0009132_6	pdeL//metR//narY//yeeL//sohB//glxK//patZ//dcuD//kefF//yhbS//ybhR//feoA//atpF//yhhZ//narP//polB//mdaB//dppF//insI4//yfdC//fucA//pgsA//grpE//rpsD//hemE//
GO_0009133_7	mdoD//acrA//yegT//
GO_0009135_7	wcaC//dgoT//pepB//sufD//rbbA//borD//zapD//ycjQ//tatD//hsdM//yecS//trpA//bluR//katE//fucP//glnA//purN//elfA//yfbU//yefM//xseA//xseB//coaA//
GO_0009136_8	iaaA//
GO_0009138_7	ydjK//ybhD//
GO_0009139_8	yaaJ//prlF//
GO_0009141_6	ypdC//zipA//rfbX//hisF//yhcD//nikC//bioH//proA//yghU//yraI//dcuB//pyrB//yhhY//cadC//yijE//murA//fliM//glgA//yqeG//rluA//mutY//rcsF//mdtO//maeA//asnS//miaA//hda//iap//mprA//adk//uxuR//yhgF//yhbY//purR//gabT//nmpC//cspB//dhaM//
GO_0009142_7	fdx//guaC//tusB//surA//hypF//sgbE//ypdC//dcm//dmlA//yfhM//ychH//mepS//ptsG//kefC//yqhD//mtlR//napB//ampD//glxR//xerD//lpxP//appB//ygeR//mraY//ygfX//murE//ybcC//recX//
GO_0009143_7	tsaE//uhpB//yhbQ//rpsA//
GO_0009144_7	fdrA//ebgA//gudD//pyrC//intS//glmM//hyfF//tpx//livK//gdhA//secE//ynfF//yhbO//ilvC//flhA//ccmC//lacY//gabT//ychH//arnB//ulaC//pyrG//hisC//potC//elfD//flgJ//ycjP//pepA//arnB//nanS//lsrA//
GO_0009145_8	ybgI//ybeY//pgk//yqjI//dgoD//paaK//fliG//otsB//wzzE//ygfI//folM//gnd//recB//ebgA//sucD//rsmG//abpA//cobS//rimK//ydhQ//yeiL//queF//ubiD//
GO_0009146_8	ytfE//fimG//
GO_0009147_7	yhjR//djlC//flgB//feoC//
GO_0009148_8	puuC//pheS//
GO_0009149_8	lepB//ogrK//
GO_0009150_7	higA//lldR//gsiC//yfgO//lrp//dgt//cobU//aslB//uvrC//mngA//yjhP//pykF//flhC//pyrC//mfd//aroA//yqgF//cspA//gatB//gudD//yafC//rnlB//clpX//zapB//ybcC//lpxT//yadC//cstA//comR//ynfL//ruvA//trpD//yefM//hchA//ptsH//pspF//livK//fadD//fecC//artM//waaU//ybcL//ascG//rplX//menD//yjjW//trpGD//yhdW//
GO_0009151_7	rplW//zapA//
GO_0009152_8	glcE//aaeR//alsC//yccA//mtfA//yadI//thrB//rpsM//pncB//ugpC//fepB//rraB//metE//prkB//proQ//cyaY//btuE//yqiH//lolA//amiB//cspC//yidD//feaR//rihA//evgS//lpxL//pheA//casE//csrD//cspB//rpoS//yafN//idnT//pheT//trpC//ppc//fadA//
GO_0009155_7	yqgF//hemB//
GO_0009156_8	glxR//lptG//tsr//brnQ//hyfA//wzb//znuB//fhuB//prmC//allC//mug//yggN//ybdN//purB//mdfA//yjjU//dtpA//dgoA//yehD//yajR//ebgR//rpsK//fadJ//yjbB//uvrY//ldtE//focB//katE//bdcR//cysC//fixA//nuoL//ygeA//
GO_0009157_8	trmO//lplA//flhE//yciT//
GO_0009158_8	holE//yidD//murQ//pgaC//metC//
GO_0009161_7	ppsR//fumB//aphA//sthA//gor//hisP//ilvD//uof//ygdG//wrbA//tdcE//grcA//hfq//fliG//ruvA//rlmI//pdhR//ydiO//ubiB//trpC//bepA//rplK//udk//era//yjbE//glyA//yafS//diaA//fliK//nuoF//ascB//mngR//rhaA//emrY//ldrB//yfdR//fumB//dtd//prfC//yjaA//yqjI//phnG//
GO_0009162_7	ruvB//artP//yciT//agp//
GO_0009163_6	cpdB//rsuA//rpmG//rffC//eutD//sgrR//prpR//ydjE//ybdH//tisB//ybjL//patD//hofO//opgC//yraH//ybjN//exuR//cobT//opgC//
GO_0009164_6	ycaO//yagI//qseC//scpB//glnH//ftsX//ydeE//gcvA//rph//tolC//hdeA//rbn//thrB//
GO_0009165_7	nhaR//azoR//ygeA//mscS//cusA//cyoB//rpmA//yjbE//tcdA//prmA//allB//bcsA//rpsH//yfdK//afuB//glgC//mdtJ//yedP//yfgJ//cobS//mpaA//pdxH//glnD//umpH//fnr//frc//fsr//pnuC//malY//cutA//pcnB//ygeV//tdh//yiaN//yceO//bglF//scpC//xylE//yjjU//tyrB//wecE//modB//yajO//hemA//yebZ//shiA//yggP//luxS//narQ//mtlA//yraH//murR//recF//ybiO//rpsI//nepI//sfmC//mdtK//uidR//tus//rplI//yeiG//yhhY//yhjA//frvB//dgcE//proV//rutA//fdnG//fryB//slt//
GO_0009166_7	frwC//rihC//dppA//dcuS//yhdH//gntR//gspJ//yaiP//cobC//yhdZ//uvrD//rarD//trpC//yagI//yoeB//fabD//pepT//tmk//gloB//yeeY//eutB//yjjI//hybO//secM//dgcF//mepH//hcaC//lolE//ybhA//hisI//ydiK//
GO_0009167_8	dsdA//yceK//rsmJ//suhB//cynS//csrA//purD//yidD//yfdK//garK//dapA//ivbL//setB//prpC//hicA//paaG//alaS//ydcP//pykF//ompW//mtn//deoA//ynbB//efp//dpiB//yfaV//yneJ//tdcA//rlmN//mog//thiP//glpA//kdsD//malF//
GO_0009168_9	selB//rihB//dgoA//recB//sfsA//fliG//recG//fur//rsmJ//thrC//ygeA//dhaK//ybaM//infC//secY//paaF//minD//ilvI//ftsE//pnuC//arnB//ppiD//yjbE//rbsB//zwf//eamA//sapF//tdcB//rplC//eno//
GO_0009173_8	nirB//crp//yibF//cusC//uvrC//carA//ybiV//
GO_0009174_9	paoC//alaC//
GO_0009175_9	yjhP//yjeH//ypdA//ycdX//yqjA//
GO_0009176_8	ybiY//insK//oxc//
GO_0009177_9	ftsY//hsdM//yihI//
GO_0009179_8	yidR//gpp//cydA//frc//treB//argE//acnB//yhbQ//rplS//ynfF//baeR//pepA//gspF//phnN//ybaT//hybD//ytfP//metN//msrC//prmB//rplD//cmoA//phnL//
GO_0009180_9	rarA//
GO_0009185_7	skp//fimA//recC//tbpA//pdxA//fepB//stpA//yjhC//glgX//norR//treF//citG//dcuR//ftsH//lolB//nac//stpA//metI//bglX//ariR//znuB//mug//fumA//lptB//
GO_0009186_7	ccmC//
GO_0009187_7	waaP//ndk//
GO_0009188_8	lsrC//frwC//
GO_0009189_8	ruvC//
GO_0009190_8	mqsR//fdoH//
GO_0009193_8	prc//
GO_0009194_9	xseA//
GO_0009196_8	gldA//
GO_0009197_9	yagE//
GO_0009199_7	glcD//malX//ynbC//evgA//ilvA//acrD//agaR//folP//fliS//yiaU//yidK//grpE//casB//rnr//mscM//lolE//nudG//hemN//dhaR//pspF//rppH//rplN//recR//hicA//ygbL//yiaF//aceA//rsuA//ypjD//mutY//yhbQ//
GO_0009200_7	ugpB//yqhD//parE//rplB//
GO_0009201_8	yedL//ycaO//fetA//nupX//chpS//tauD//ptsI//folC//ibsD//bamA//pck//mnmE//alaC//purF//tmcA//glgB//ftsH//cysN//yhjV//dam//barA//mipA//pstS//amiC//
GO_0009202_8	yhaJ//
GO_0009203_8	sfmH//
GO_0009204_8	lpxT//tcyL//pstC//
GO_0009205_8	yhjV//cbrA//atpE//dauA//nadD//gltP//rplI//ydcZ//hupA//clpA//yhjG//yfcA//rapA//rsmD//mutM//fes//secG//clpX//arsR//acrB//gloC//lpxB//nusA//sugE//rclC//pdeF//infC//fimC//allC//
GO_0009206_9	aspS//mtnN//ilvA//waaL//glpD//dsdA//gltL//lasT//tktB//dicB//mdtQ//ptsN//flgH//gltP//yqiJ//dcuA//emrY//glnK//yidK//xseA//lysA//atpH//pabB//
GO_0009208_8	ydiK//rplF//
GO_0009209_9	cysB//
GO_0009210_9	mgsA//
GO_0009211_8	aceB//fryC//yqhC//
GO_0009212_9	feaR//
GO_0009213_9	cyoC//rpsJ//
GO_0009215_8	yfbR//hofN//
GO_0009217_9	fdhE//satP//
GO_0009218_7	sgcB//malI//ybeY//ygeR//mhpR//msrA//mntR//cutC//nrdF//rseC//serC//ghxP//
GO_0009219_7	alsA//fic//fdhD//ulaA//yqhC//
GO_0009220_8	mlaE//insB-2//pdxB//thiC//rpsJ//ybhR//
GO_0009221_8	cpxR//asnA//blc//fliZ//
GO_0009222_7	ghoT//nuoM//cusC//rbsD//opgE//ycfS//
GO_0009223_7	setB//dtpC//
GO_0009224_9	ampE//srlB//
GO_0009225_5	caiT//xylA//rbfA//prfA//ybdO//mreC//yciA//yciE//yajR//gloB//astC//nfsB//torS//mutH//mhpD//
GO_0009226_6	nrdB//ybcC//ttcA//ybhF//gatY//clsA//pyrH//nemA//rna//apaH//cdd//hicB//yoeB//
GO_0009228_7	gatZ//glxR//hpt//araB//yjbB//flgG//dinQ//accA//xylH//dacC//
GO_0009229_6	yggW//srlR//
GO_0009231_6	trkG//mhpT//nlpD//moaE//dmlR//cysA//feoA//
GO_0009233_6	ykgA//hflC//insI1//yodD//infB//rpmB//rlmA//dnaN//pfkA//pncB//
GO_0009234_7	frdD//ygeV//emrD//glnK//insI4//feoB//rffH//modC//trpL//flgF//
GO_0009235_5	srmB//roxA//cmtB//bfr//tufA//rmf//
GO_0009236_6	infB//cmoB//yhdZ//zraS//nusG//rlmN//
GO_0009237_4	clpA//cspD//agaC//tyrR//paaB//metF//ldrD//lhr//cysU//
GO_0009238_5	acnB//sucD//sdiA//glnP//cas3//codB//dinB//rsmF//syd//
GO_0009239_6	ccmF//dgcN//degQ//yebK//fur//evgS//dgoT//priA//
GO_0009240_6	rzpD//ispA//kdpA//yieF//chbB//
GO_0009242_6	mzrA//garK//sfsB//hisQ//rodZ//aroG//nupX//folA//ybhP//pgm//pbpG//
GO_0009243_7	aaeR//
GO_0009244_7	alsB//pflC//znuB//glnE//ybaE//mrdA//aldB//yadI//gadW//sgcE//oxyR//nuoM//gltP//tdcB//nrfE//hsrA//bglB//ompG//yneJ//atpB//nanE//glnK//rsmA//wbbK//citG//ynhF//leuS//rpsT//emrK//
GO_0009245_6	gltS//ybhP//gspF//tsaD//fhlA//hiuH//parE//eutD//hicA//allR//
GO_0009246_6	rimI//pepA//menH//lgoD//cspB//sulA//caiT//ymfK//rclC//
GO_0009247_6	nemA//ghoT//ssuB//mdtQ//moeB//coaD//pcnB//panE//yijE//ygfI//oppD//mreD//
GO_0009249_6	msrP//yfbR//ibsC//
GO_0009250_7	copA//trmD//bssR//nikB//nrdI//msrC//priC//ugpB//pitA//prmC//trmA//fucI//dnaC//rne//
GO_0009251_7	kdgT//cpxR//flgE//rimM//ruvA//ycbV//
GO_0009252_7	pyrG//nrdB//mngR//cmtA//ghrB//rlmI//ytfP//dacC//cycA//spoT//yihU//cmtA//hisA//ykgM//dnaC//xylR//cysA//udk//sulA//kdsD//aceF//ycjY//frvR//artM//rlmD//hokB//hofP//yahF//cobS//miaB//purD//tsgA//mdtC//serC//dut//argE//csgE//cpdB//fieF//
GO_0009253_8	frwB//tyrA//potA//tusD//dgcJ//aceK//araG//rutG//livH//rnc//
GO_0009254_8	ybiT//htpG//pyrG//thiG//ugpB//hslV//ortT//ybbY//chaA//rhtC//
GO_0009256_7	cyoD//yebK//cbpM//yadK//
GO_0009257_8	uhpT//purN//yagF//artQ//
GO_0009259_6	araE//abgA//ybjD//sdaB//mlaC//flgJ//arnE//ybaO//cstA//nadE//coaD//secF//murQ//chbC//araF//yagF//degP//gluQ//fcl//waaU//cysN//ypdI//ompW//cmtB//coaD//yehY//qseC//sanA//clsA//crp//rpoH//nemA//ycfL//selU//hchA//cytR//amyA//fdnI//bioH//glcA//argG//rpmG//nrfC//ygdG//yqeA//kdsC//elfG//narX//hybD//minE//dppA//rho//gntU//mscM//moaD//yhbY//rsmG//ilvD//ybgI//atpC//sapB//
GO_0009260_7	mhpC//accC//cpdA//pspC//ghxP//garP//glcA//astB//gnsB//tpx//rmuC//hemN//murF//wcaB//rssA//envY//zwf//rof//yfbS//hflK//recC//intF//pnp//alaA//fabH//kdpF//thiP//sbcB//mhpB//ycjW//tdcR//bdcA//pheM//proC//ubiD//allB//ybdM//nac//aspC//murG//tabA//rutE//codB//atoS//
GO_0009261_6	clsC//recC//pstC//hslU//hisA//phr//
GO_0009262_5	mcrB//rtcB//mmuM//yhaJ//yjcO//gmd//ybdZ//maeA//intA//yghO//mdtJ//entE//rlmN//
GO_0009263_6	mipA//tcyJ//ybjL//nuoH//deoC//yjiY//fadK//hcaC//narX//
GO_0009264_6	mltF//ybbY//yadG//ycgB//rsmA//
GO_0009265_7	ettA//glgC//lldR//fimZ//ygeR//
GO_0009266_4	cheZ//nlpI//dnaC//eamA//cmoM//holC//yihI//yihI//dgcM//arcA//mtnN//yafE//aceB//dmsC//ydfK//ydiZ//yiaB//rpsH//pckA//hemA//fdoI//pal//ybgI//cdh//paaF//purN//gatA//nac//basR//hfq//casC//murP//trpR//cobS//truC//tdk//yebK//ynbB//yobA//ycjU//dctA//arnT//casD//yfgO//hyfA//ygiN//arnF//sgbU//bcsA//ftnA//comR//rcsD//ribC//maeA//fixC//dcuA//rne//rutD//cusS//maa//yebK//trmJ//yafQ//yiaM//yphF//dsbB//nanT//hdeD//dinI//ybgP//fixA//skp//murD//yafO//ampE//cvrA//hyaA//secA//sucD//spoT//frwD//wzb//
GO_0009267_5	trg//ivy//cysQ//ettA//nadE//glnL//artJ//carB//lldR//rfaF//dusB//feoA//patA//rplS//torZ//lpxH//insI1//panF//gcl//udp//amtB//arnF//elaB//cueO//ybhG//fecA//
GO_0009268_4	lpxB//mog//slt//argG//iraM//rpsL//feoA//gcvT//atpH//nanC//dhaK//cof//waaZ//hemN//dgcN//hisS//ydiQ//fabD//nemA//rpsI//yccS//malY//gntU//bioA//menE//def//ybbN//
