#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rraB//ybeY//ynfH//ybhS//
GO_0009891_6	gadE//dnaB//yaiP//rne//nanR//yjjQ//rnc//gdhA//yidL//hybA//gshA//yeaV//erpA//yiaO//tnaB//ypdC//lldR//rhaA//ubiH//ydeE//uspG//truA//uhpC//cbl//proS//dnaX//kefC//yfbV//fabG//cra//barA//ratA//glnQ//hchA//ydbD//yigL//cysE//torR//alaA//glnH//ibpB//psuG//ftsL//ispB//insA-2//fepB//tpx//fadA//ybcQ//qseB//fixB//ubiH//ybeY//frdA//yjtD//lepA//prmA//cheW//insH-6//ribF//trpA//yjbG//waaA//lptD//moeA//priC//menE//kefF//recO//yhfK//helD//qseC//glnS//yaiP//ihfB//insI3//rpmH//preT//paaA//dgoT//dsdX//rlmM//cyoD//
GO_0009892_5	metG//minC//agaD//yqhD//garL//mmuP//nupC//yceD//cpsB//guaB//gudD//ppc//tdcG//mnmE//yfdG//cydC//dnaA//fliK//bssS//rfaB//yciE//hemA//gnd//trmI//gstA//trpL//casB//map//ypdA//yajD//yhgH//gabD//murB//argT//modB//yadM//clpP//rbsB//gcd//bssR//insI-1//yjjQ//pfkA//murC//mcbR//hcaC//btuB//sbcB//potC//ydjE//rimO//yceK//bdm//rpsQ//glxR//mreD//yiaM//lplT//cas3//cusA//yfeO//ddlA//chbF//yhdJ//ftsN//dnaE//secG//cyoA//yagJ//melB//tsaD//ydeO//alaA//yehB//edd//pspD//glxR//ybaT//cvrA//proC//cusS//treF//yjhB//qseC//hybG//mdtG//hchA//potH//cynT//umuC//rph//kch//nrdG//ibsC//rcsD//gstA//tmk//yciF//rseC//gltP//rapZ//fixC//ybhJ//tynA//actP//iap//hyi//envC//dmsB//ppsA//rbsC//pmbA//yoaA//ybeY//basR//glsA2//rarA//kbaZ//hycA//dmlR//ycjQ//idnD//higB//araA//moaB//dcp//msrC//norR//ghrB//insI-1//rutB//nemR//ydaV//mltF//oxc//tyrA//def//dgcZ//ldtD//yhbY//osmF//fimH//sfsA//dcd//flhD//thiI//
GO_0009893_5	ynfL//bisC//macB//cusA//dhaL//tolC//ybaL//iscU//glsB//gabT//htpG//rutD//acrB//gcvT//argP//ppsA//yobA//eno//clpP//zraR//kdpA//rzpD//cyoE//ugpE//grpE//mglA//amiA//dxs//actP//yjhI//dkgA//nadC//hyaC//pspG//ydeM//hrpA//folM//deoC//gpmA//ykgM//rna//yraN//pepN//ilvA//yihW//sgcA//rfaF//ppc//nrfF//proB//prpC//ttdR//panC//nadA//rpmA//ptsG//moeA//ycdX//yejB//sppA//cca//yiaT//rpsR//nfi//zupT//nanK//panF//yhgH//truB//fdoH//glmU//entS//hmp//yadI//rihA//glyA//mdh//uvrB//gltB//glnD//bdcA//menI//mtfA//yaaU//ldcA//adhP//fur//argK//prpC//araE//cusA//ldcC//lolE//yddG//rspB//agaI//agaI//truB//adeD//
GO_0009894_5	yafN//ynjA//kgtP//lptB//elfA//parC//wrbA//tpiA//yfhH//wzb//topB//sfmA//ygiV//yihR//
GO_0009895_6	lacY//clpB//def//zapC//
GO_0009896_6	mdtK//uidC//purB//
GO_0009966_5	cmoM//
GO_0009968_6	phnP//
GO_0009970_6	ugd//araE//zitB//
GO_0009972_10	aroB//
GO_0009991_4	ykgF//rlmF//apt//selU//ratA//yccS//cbrC//insK//hiuH//rbsB//pheS//sbcD//livG//hprS//yebQ//fsr//lepB//ytfQ//cfa//lptA//purU//yahD//cusB//lptC//yjbH//ldrA//yihR//rhmR//phoA//ftsX//gpmA//bioD//mlc//cysZ//menC//ldrD//rhlE//hokB//rtcR//kbaY//fmt//rseC//yfbU//yfcQ//cmtA//ycbU//chpS//bepA//insE-1//ecpR//cpsG//norV//dgoA//hypA//mdtL//pspD//fruA//phnH//mzrA//ybcJ//fetB//ymfK//gatB//
GO_0009992_5	ade//murQ//rnt//tcyP//
GO_0010033_4	maeA//yrfG//znuB//frsA//wcaB//lexA//yadG//uvrD//cyoB//mreC//ybeQ//aroE//hybO//ymfK//xisE//uacT//murC//fecB//yggD//intZ//groL//ansB//mltA//glnA//ybeQ//secD//ampH//zipA//ugd//uof//ydiF//arnB//rlmG//ygiV//uxuR//tdcR//mipA//adeP//proP//ppsA//ygcR//kdgR//thyA//
GO_0010035_4	glgX//sfmH//adeD//iraP//ybbY//bssS//yfeR//dhaR//yieE//srlE//pgaA//uvrC//ykgF//purB//uof//ribA//hemA//dnaC//ybiO//mntP//ppk//mak//ydfH//kdpA//mipA//scpC//argF//gcd//pyrE//yhbO//diaA//yphB//rtcB//yjcS//yjcE//acrR//nanA//dppA//phnL//ribB//tktA//nudB//argH//appC//envZ//pliG//rcnA//arnA//yedX//sfmH//xdhB//ccmC//wecE//yfiR//sapC//flgA//spoT//aroK//kdpE//thiI//ruvC//yecS//kch//bcsA//gabP//hsdR//yfiF//ydiP//yihV//hicB//dmlA//rhtB//ybhA//mcbA//insH-6//ybjD//
GO_0010038_5	ruvA//rutD//srlE//glnS//pyrL//cysA//iraP//kgtP//ykgM//glmU//intQ//metL//rsmF//tehB//phnH//tauC//fur//insH-5//rutB//treA//nadK//wza//sgcB//hrsA//lapB//ybiA//dppF//tolC//malP//ccmH//lamB//mdtJ//yqiH//kup//pgpA//wzc//chbG//degQ//grcA//kefG//hypA//ydaN//wza//yahK//waaC//
GO_0010039_6	ykgF//mfd//yiaB//aroL//intQ//selA//btuR//
GO_0010041_7	cca//narK//lplA//cadA//rna//hyfA//
GO_0010042_6	tsaC//ypjD//
GO_0010043_6	ulaR//ribC//pepD//rihB//dsdX//waaO//
GO_0010045_6	mdtL//gatA//yajD//
GO_0010106_6	viaA//
GO_0010124_4	yaiW//hyi//fabZ//yfeX//dkgB//torA//dppB//yneJ//dmlA//scpB//garD//ompG//aroC//
GO_0010133_7	osmF//
GO_0010139_7	waaO//
GO_0010165_6	gudD//mutY//rfbC//hinT//gcd//gltD//bluF//tauA//metK//cusB//ybaL//glpC//intQ//hprR//basS//trpE//
GO_0010167_5	rrrD//ybeF//
GO_0010212_5	panC//rpmB//dmsC//chbR//nagB//argT//dnaE//wecC//mlc//fecA//metK//hns//frvB//aceA//rimJ//yagI//coaD//rlmJ//yjhC//menC//glpA//ppiC//corA//fabD//exoX//nhaB//lsrK//potB//
GO_0010226_6	nuoE//
GO_0010243_5	pinR//artI//torC//secD//chbB//fumB//cyoC//leuA//ygaV//cspB//allS//mtlA//sfsB//rplN//pyrH//cbpM//
GO_0010269_5	glxK//
GO_0010272_6	csgE//ymgC//dcuR//rlmJ//rseB//rfbD//
GO_0010273_4	ldrB//nuoH//dnaG//hxpA//nadK//yhbY//
GO_0010288_6	ycfL//
GO_0010312_3	rpe//
GO_0010332_6	gnsB//
GO_0010350_6	lpcA//ddlA//
GO_0010438_6	acrF//ybdN//nuoI//araF//
GO_0010447_5	cyoD//hemB//ygaZ//ddpX//cmoM//insA-1//hpf//dsbA//hokB//fixB//folA//yraR//bamD//rpiR//rsmH//kefB//hxpB//fetB//rpmF//phoB//pdxJ//
GO_0010466_7	cspE//gsiC//
GO_0010468_6	ruvC//tmcA//yqcC//dinQ//rihA//agaW//hisS//aer//gsiB//tdh//elaA//hprR//rimJ//dcm//mdtI//yihQ//alaC//dmlR//pfkA//rzoD//ybiO//poxB//glnQ//ppx//rodZ//idnT//nuoL//yggW//yegT//tatC//dcd//rutE//pdeH//hofP//yjjQ//rcsA//fepC//recD//katE//sdhE//bglA//livG//ybiH//rmf//leuO//ompC//phoR//ybhS//lysS//tynA//yggE//ptsN//moaC//ycdY//rnlB//casE//yeaV//recC//srmB//ybdG//hda//bglJ//yfgI//fepD//rihC//yafE//treB//mdtP//rfaF//tilS//manY//glnE//hfq//ybeQ//ybdR//exbD//hybO//yfaL//ydcP//rnb//sfsB//waaS//gatY//gsiD//mutT//fimF//mhpC//tadA//ghoT//yaiV//efp//recG//wecC//cspC//gadB//cmoB//opgE//eco//mltD//mcrB//yieF//cysP//gltI//mhpA//rsmD//ychO//sgcB//mprA//yjiM//uidC//yphD//ccmD//cbpM//yidD//rpnB//panZ//aceA//bioD2//fabG//glpX//dcuD//blc//rbsK//orn//greB//yjjU//thiM//yehT//gfcE//roxA//aroA//phnH//fpr//chbC//aspS//rplN//cusR//ribC//topAI//lolA//yjiX//miaA//murD//pstS//insA-2//yhaC//arsB//hldE//lpoB//dps//araC//metL//bamB//yjiX//dinD//ybeY//adeQ//yciA//soxR//sfsA//yqjI//zupT//ybaE//ygiS//gadB//greB//yieK//lsrD//ygjH//dnaE//rlmE//bisC//ycdX//yidH//yjgX//flgI//citT//essD//lacY//etk//eamA//glrR//moaB//cysZ//ldrD//rlmB//gatD//proP//ldtC//glvB//rbsA//yqjH//panE//yneE//dut//ypdI//fic//araE//bfr//rplJ//rppH//flgG//fecB//pgaC//aroH//fnr//ydeT//iclR//yjiY//puuP//dsbG//ybjD//nikB//manZ//yiiM//yagG//trpS//eptC//dgoD//csgB//yihP//narL//yjeH//ccmD//fliM//lptB//ynaE//ynbD//ppiC//ybjG//mcrA//yicJ//nupG//wzc//rpiR//yohC//yafE//bepA//lsrG//pdeK//gsiD//ybjD//arnF//mreB//rimK//rbfA//eno//nudF//malK//ackA//pgaB//yegV//mnmC//gadB//hybE//waaY//hisC//trpC//tusA//abgA//rraA//hybG//fucA//lgoD//ilvC//hemL//lysU//metC//sdhE//marA//ybjL//rspB//gpp//tdcB//motA//yhbO//guaD//yehZ//ruvB//yphB//araG//tdcA//fimZ//nagA//yjiA//garR//rplA//dtpD//mdtD//nhaR//metN//rpmG//priB//modA//paaF//lplA//murB//fhuC//recD//livG//lipB//endA//araE//yibA//artM//actP//corA//cheW//iscR//malF//rarD//yidD//yfdG//epmA//sgcA//trmO//entF//yfeR//
GO_0010498_6	waaF//
GO_0010501_7	mmuM//insI-1//xylB//proV//tdcF//rne//yfaX//dgoA//ynhG//
GO_0010528_5	fkpB//
GO_0010556_6	nrdD//rplK//rimI//ycdY//degP//proB//mutH//ybaO//yajL//perR//moeB//dnaN//nagE//mgrB//rsgA//btuC//trmH//yihI//hha//glnP//ybhS//bluF//gsiC//glpG//ygaH//sfsB//hslO//rsmE//glrR//ycdX//xseB//moaE//prmC//brnQ//yphD//yohD//mtlA//yphB//gatZ//ydfD//rseP//yidC//yqaB//potE//kduD//sdhA//cyaA//ybaT//rayT//yfdC//yfcG//ulaF//hemL//gcvP//gabP//fliA//radA//kup//wcaJ//gnd//cpxA//caiD//envZ//ytfP//rna//atpB//tdcB//ompT//ybiJ//pnp//rsgA//hslR//ynhF//insF-1//menF//ftnA//zipA//aas//fetB//higB//metR//lacY//ycjD//rhoL//sfsA//ygiN//ykgF//yehY//gloA//wecB//ubiX//ydeM//yehT//ydcO//rpsD//zapE//fucP//paaX//mtr//ubiF//hofC//yfiR//yjjG//fnr//asmA//rlmI//clcB//yiaL//setA//fucP//accB//yhcF//frlA//ssuB//uacT//lrhA//yceD//truB//ydaV//frvA//hemG//grpE//nadC//fabA//ilvI//lpxK//rlmG//dctA//gluQ//pth//sgcC//mutH//potE//tonB//livK//mdtC//uup//sfsB//frc//nirD//ndh//ydeI//yidH//fdoI//zwf//yadC//nuoE//nudC//evgA//yciH//livG//cyoE//ycfL//prkB//agaW//speC//smpB//bioD1//pyrH//mlc//zraS//fecC//psuT//xseA//ulaE//entB//sspB//rplM//ydeT//wcaJ//amtB//hscB//xanP//dusC//ldtB//lpd//acnB//sapA//ftsB//msrP//mdh//purD//ahpC//waaQ//hyfF//diaA//ibsD//cusS//hns//rsuA//gltL//acnB//entA//rimJ//deoC//gltL//sdaA//bluF//ymfK//abpA//rihB//ydfD//rhtB//narV//nac//btuC//yiiE//dgkA//ais//hypT//nirB//maoP//rfbD//hypE//mqsR//frlC//sad//mdtO//cueR//hisG//potI//xapR//pgk//insI-1//tcyP//osmY//cnu//clsB//insH-6//fiu//pyrC//cyaA//folE//ppx//ydhJ//ydcO//recX//ligA//ybaE//pgl//sgbH//dapD//iraP//hsdR//ptsN//kdpF//dmsC//flgH//fumB//gltL//garD//elaD//cpdB//insI-1//ygcW//livH//hflC//rhmR//argC//bolA//yidP//emrD//nuoI//oppD//zapE//ydcP//satP//maeA//lolC//yghU//rnlB//sgrT//psuT//astC//dmlR//rhtC//yfbU//dcyD//dmlA//hemE//hlyE//bglH//artJ//yphD//treA//xylF//melA//alkA//mdlB//envR//apaH//waaZ//yijO//yjbG//nfi//gloA//cmoM//tynA//rimM//ydgA//potD//wzyE//ybcM//fimG//ubiJ//cutA//secF//hybD//yggD//entF//dhaK//malF//
GO_0010557_7	glxR//rbfA//gatB//mnmG//iraD//ssuC//ygeR//eptA//ydiP//artJ//cysH//acrR//tsaD//ybgI//gspI//yojI//rsmC//ompR//ydaN//ppiD//sdiA//hyaD//ppsA//rfbX//frwD//tsx//pdxH//dinD//opgG//sulA//yphF//tmcA//baeR//nadB//dpiA//zapB//rplO//tyrA//maa//prpB//pnuC//oppF//yaaU//ygcR//pdeF//mdtP//pfkB//rhaB//nagZ//asnA//mrcA//ydiO//hycB//etp//yibF//ykfM//hemL//ygjR//rna//melR//tolB//yjiM//mlc//cof//trpE//ykgF//nuoF//dinQ//sxy//astB//arsC//ldhA//ydaN//cysS//secD//ybdM//ykgO//pitA//clsC//plsX//ampH//fucA//
GO_0010558_7	kdpC//btuE//ybjC//ygiV//nrfE//phnJ//tauD//rihA//solA//metB//ykgM//nikR//yfeX//kdpB//pspD//insI-1//gadE//xisE//yphD//ybiI//lpoB//yfeR//ypdF//araG//bioF//crfC//yifB//sgcE//etk//waaY//gshA//purA//flhE//lptE//rplQ//cpxP//yhdW//alsA//uspF//cynT//metC//lsrK//citT//rpoS//leuB//pdeL//waaF//glgP//yegT//greA//elfG//mutL//lasT//chbB//yfaV//ypdA//cynT//malI//fdoG//hofC//intS//pykF//yieK//yjhC//ulaC//cas3//kdgK//gatB//menE//mlaB//pbpC//actP//yiaF//wrbA//arcC//ridA//ackA//elbB//hcaF//xdhB//rplQ//ydfK//ybiW//yggW//rsfS//rimI//rmf//yahN//murG//emrK//betI//mtlA//yieH//ynjD//hycA//tqsA//patZ//yagU//bluR//fryC//ydeM//ydcM//polA//ydjM//rpnD//cbpM//ytfE//matP//ftnB//ybjC//gpmA//yafN//ybbY//gloB//arnT//idnT//dps//uxuA//pphB//trpD//
GO_0010562_7	mqsR//epmB//
GO_0010563_7	amtB//yfeR//
GO_0010564_6	zur//pnuC//adeP//tnaA//cyoB//
GO_0010565_6	napB//waaF//zapE//apaH//menD//priB//
GO_0010604_6	aspC//artP//recG//baeS//kdpF//araF//epmC//mtn//gatC//tktB//pepD//asnB//ydjJ//yefM//umuC//poxB//gpsA//garR//yibH//apaH//elaA//yidA//yhgF//rlmA//torZ//yqjI//sufC//ibsC//murI//gsiA//panE//phoQ//rarA//yaaA//erpA//hybG//hsdM//potB//chbG//tusE//cusF//yebG//narW//cfa//sthA//mfd//ybjX//lsrK//aroC//mutS//yeiL//arnD//yhjC//epmB//rbsC//glmM//paoC//dnaA//ybdG//ygfA//htrE//pykA//ynfE//nrfF//ftnB//znuC//iraM//lpxD//ygaH//araB//purT//oppB//ccmH//malP//gatZ//cheZ//rnhA//metE//yafE//exuT//mioC//yfdS//ypdC//topB//btuR//lptB//moaC//cysE//dapA//uxuA//dsbA//yodD//paaG//
GO_0010605_6	abpA//uspE//hycA//prpB//cysD//nsrR//puuE//rpsH//waaS//yajQ//citT//lgoD//mppA//yaaA//fdhD//glsB//yobF//fimD//fimA//rffT//yajL//ileS//glnQ//glmU//rpoE//ispG//fnr//aroH//ygiN//ychH//pitA//rpsJ//mppA//araB//rseB//codB//lasT//araH//pphA//sutR//pabA//nuoH//lhr//yjjI//abpA//rseB//yoeB//arnT//pyrF//hypB//elaD//yfcV//yhfS//yfeW//rlmL//cspI//intQ//abpA//gcd//hlyE//rzoR//gloB//yhhY//paaJ//kdpC//btuE//hisB//betT//yeiE//yjaA//hofN//ilvL//azoR//dtpB//nanS//livH//rsmG//osmC//gadE//thiM//ung//yjbF//yciF//abgA//mreB//cyoD//pyrC//thrL//modB//hupB//lsrR//ribB//cobU//purB//glpB//fixA//lpoB//abgT//aspC//hisP//pntB//atoB//gutQ//yedP//miaB//nrdH//phoE//kdpD//yqgF//yqhC//dut//bioH//ddpA//aroF//hemL//speA//insI1//kduI//uhpB//oxyR//mreB//phoB//fepA//curA//aphA//intF//yieL//malQ//hcaD//kdsC//gor//fumA//lptE//yqeF//yehD//aroH//bssS//treR//fadJ//zur//eno//rpmB//cutC//rlmA//
GO_0010608_7	kefG//dinJ//dinQ//ulaC//phnL//marA//menA//gltS//rimM//yjeH//artI//insB-4//hyfF//rayT//yhfS//dctR//insI-1//coaE//frlB//bamD//bioD2//uspF//mgrB//arnB//serC//kgtP//yeiL//glmU//yjiQ//crfC//ybcM//appA//tcdA//fabG//cvrA//osmF//ribB//mtlR//msrP//fucO//mrcB//ogt//atpH//ltaE//
GO_0010628_7	eutD//xanP//yajD//malF//dhaM//roxA//fdx//sufS//yddA//hdeD//yehZ//ydaC//rpoS//cytR//gabP//scpC//apt//fes//speD//cpxR//lamB//argG//speD//dgcN//gnsB//cpxR//selB//cysH//rzoR//gapA//yehD//yehD//hpf//dhaM//purD//glpK//recQ//caiF//ykgF//yqeA//lysR//pliG//clpS//yaiV//ygfA//yggT//sdhD//yhdJ//codA//paaG//iaaA//surA//paaK//yhcN//yeaV//glsA//abpA//rbsB//gntK//hyi//allC//sppA//sgrT//yciG//nrdI//ascB//trmD//intZ//lacY//agaB//arcA//yajL//mngR//chbB//modB//tolQ//ibsA//degP//tauA//flgH//xylF//cheY//hsdM//
GO_0010629_7	dosP//gltP//ygeR//accC//arfB//yiaT//cedA//glnB//greA//ydeP//phnP//guaA//obgE//hslO//fucK//xerD//glpR//potC//mngA//ompT//crl//iscR//nepI//frmR//dut//sufA//plaP//dmlA//yfeO//ynjA//yfcU//rpnC//dtpB//yfdO//insA-1//fetB//garK//acrD//yciA//rlpA//kch//alsB//pbpG//dapA//ynhG//treA//lpoB//focA//ybbN//frc//slyD//bioA//gntT//ibsE//acpH//ybgI//ygfA//mltG//menD//hslJ//grcA//degQ//deoA//glgA//aroA//poxB//yjaZ//adeP//baeS//murP//yghB//yqcC//mutT//araF//uspB//ruvB//elfD//bioD1//rfbD//yhgF//narX//fepA//npr//hinT//mntS//hdeD//holE//lepB//rsmE//ybjI//pyrL//thrC//ftsL//speD//hisQ//ydaV//ilvC//yraI//sbcB//queG//prmC//rpmH//eptC//opgG//ilvH//mlaE//rpsB//nrfB//ykgM//cmtA//ynhF//fixC//yfcG//xylB//mprA//yadV//lpxT//dppF//hisD//coaA//seqA//aceF//yqcC//yfgO//trxC//mscL//hflD//minC//
GO_0010638_7	gloB//pspF//
GO_0010639_7	hflK//lptA//glpC//
GO_0010646_5	phnK//
GO_0010648_6	fryB//
GO_0010675_6	cirA//mltC//ghxP//yebK//cysN//yhjB//
GO_0010676_7	hflK//dgcN//
GO_0010677_7	lsrK//
GO_0010699_4	bglX//citG//
GO_0010810_5	malZ//hyfC//
GO_0010817_4	rpnA//tatA//trpD//citT//pldB//gyrA//yebZ//rtcB//degQ//glnE//ynbD//yegT//recR//aroK//
GO_0010827_7	yfeR//
GO_0010829_7	galP//
GO_0010876_4	yihV//
GO_0010906_6	lptF//xylG//
GO_0010907_7	atpB//
GO_0010911_5	nemA//umuD//uxaC//
GO_0010921_6	ftsQ//idi//osmF//ispG//
GO_0010941_5	hisA//
GO_0010948_7	rlmN//fumA//
GO_0010951_8	cysH//csgF//
GO_0010962_7	rpsA//cydA//
GO_0010966_8	appY//
GO_0010967_6	pldB//
GO_0010974_7	mdtK//
GO_0012501_4	cynX//yebG//mglC//gph//acnB//potF//caiT//insI3//hcaT//dmsA//insK//yggT//prfB//
GO_0014070_5	ytfQ//cpsB//
GO_0015031_5	cheA//ybhR//serC//pepN//hybF//yddG//focB//ycbX//dkgA//moaB//artM//yegD//ydiV//kduI//sgcX//chpS//rlmH//ybcQ//aer//ebgA//tyrB//zur//cynS//queC//yjhI//hda//rfaH//yigB//purC//atpG//dtd//cutC//ynbB//potG//kbaY//cyoB//hxpB//glpA//ubiF//rtcB//rfaE//
GO_0015074_6	mazF//yqgF//recG//gmd//iscS//pstB//tcdA//
GO_0015628_5	appY//cpxA//ybjC//trxC//rng//
GO_0015669_5	ybeF//
GO_0015670_6	hisA//
GO_0015672_7	afuC//yebC//folP//elaB//kdpC//yggF//uvrC//dfp//frmA//alaA//mdtD//ccmA//glnK//dedD//cysA//yqiG//ptsN//flgK//zinT//yafQ//yiaJ//ogrK//mdtQ//ghxQ//ulaG//agp//umuD//mazG//dppC//pepD//ldtE//fieF//sufD//baeR//idnT//dfp//rcsB//nirC//ftsW//nfsB//ynjD//ompC//elfD//
GO_0015673_9	gmk//
GO_0015675_9	nanE//ettA//lsrC//serC//tsx//ycjW//baeR//dnaA//
GO_0015679_10	fbaA//cpsB//
GO_0015682_8	trmJ//waaB//insI3//chbF//waaP//yciT//purA//yidQ//dicA//mlc//ftsH//cmoM//
GO_0015684_9	yfiF//waaY//glnL//gph//garP//
GO_0015685_8	emrK//mutY//osmF//mlaC//rihB//secA//
GO_0015687_7	tufB//pitA//nsrR//xylF//
GO_0015688_6	hipA//ppiD//mhpD//rimK//gutM//ldtD//ydcI//hcaR//nemA//ypdI//dxs//ccmF//ygiW//fixB//ydeM//glsA1//yqhC//yidR//
GO_0015689_8	yjbF//sodC//trpS//
GO_0015691_9	prmA//envY//infB//paaA//
GO_0015692_8	ydjK//
GO_0015693_9	fdnI//hcaT//
GO_0015695_6	prlC//gltK//cheR//frwB//frsA//rpsT//pdxH//yhbX//ais//leuD//ldtE//kdpB//yfhM//ydhK//citG//recN//parC//prfB//rpsM//hisQ//sufB//paaG//ybcJ//insA-1//cysI//hflX//aslB//emrD//ydiV//uxuB//
GO_0015696_6	aaeA//tolR//mlaD//ompG//uspE//cysC//metE//yedP//modA//yjiX//mutM//clsA//xanQ//kdsB//trpB//aroF//rpsR//pbpC//aroL//hcaT//glnP//sufS//dkgB//araC//thiP//ycaN//insE-1//tusC//nupG//dinI//proB//
GO_0015697_7	kdpA//ybhP//pyrL//ygbI//nanC//hyaB//entE//osmC//fliT//rcnR//rimK//yodD//surE//
GO_0015698_7	rpmG//yajD//glcB//nikA//ispH//recB//mlc//mscS//cmtA//ligB//murP//pdxK//barA//hyfR//hisG//glnP//dcuS//ycfJ//nhaA//rutD//trkA//pspF//rimJ//sfmC//rplT//rbsB//rusA//ttdB//holB//nuoM//fecC//leuE//gatB//parC//feaR//asnA//yraN//agaC//rpoH//pdeK//glrK//
GO_0015699_8	ogt//
GO_0015700_8	tisB//cof//
GO_0015706_6	rplD//etk//mdtL//
GO_0015707_6	cysH//pnp//aqpZ//xylG//ilvE//phnG//
GO_0015709_6	glnA//
GO_0015710_8	panD//hns//
GO_0015711_6	atpC//yggD//sfmA//ygcO//ssuA//ybfE//purD//rhaD//yihU//pdxY//holC//flhE//oppC//nusG//malI//fliT//rluA//ssuD//purF//grcA//trpA//arcB//pdxH//yfbV//mlaC//msrB//clpP//rfaE//rfaH//yihI//rpsE//acnB//cheW//emrY//tsaE//pgsA//dinI//radA//fic//chbF//motA//bglA//csiR//tatE//yceK//tnaC//mipA//rne//lptA//gabP//amiC//rluA//erfK//tsgA//ydjK//ompR//poxB//tatD//rplI//rppH//gloA//paaC//focB//cpdB//sgcE//kilR//yadN//murA//insI1//rffT//aspA//uspC//purL//yiaN//rhtC//wzzE//insI3//yhaV//idnK//hsdR//yihT//tdcR//focB//hyaD//epmA//tktA//hslU//ydaC//mdtF//dinB//ynfE//pmbA//rfbD//suhB//ynfL//rhaB//mhpC//melB//malI//feaR//dgcN//lacY//rlmG//rclA//fucO//fabD//lhr//sdhE//fixC//bepA//csgA//lpxT//paoC//rnlA//smpB//uxaC//ydjK//cadC//brnQ//yphD//fhuD//mepM//ydbK//sbcB//ubiJ//uidA//ykfM//sufE//pdeH//nlpA//cpxP//hexR//aceK//ccmE//rhaA//uxaC//cyoE//nhaB//uup//lsrG//argT//ddpA//zitB//recX//
GO_0015712_7	waaP//
GO_0015718_8	xerD//sdaA//ldtA//smpB//znuA//speB//ybhD//rpnD//yafS//obgE//trmD//treC//lapA//hrpA//fur//ariR//zur//metI//pdxA//aroH//dicA//grpE//cbl//insI3//
GO_0015721_7	yccS//flgA//
GO_0015724_7	waaZ//hybF//yebQ//
GO_0015726_8	mutS//
GO_0015727_7	hemH//garP//
GO_0015733_7	rmf//
GO_0015734_6	fadD//yneJ//pgaD//
GO_0015735_8	btuE//
GO_0015736_9	ydaC//
GO_0015739_7	rimM//
GO_0015740_9	moaA//frdD//cdd//bioB//ycjQ//entA//yqjH//prfA//hcaD//
GO_0015741_10	waaA//glgX//
GO_0015743_10	ccmH//
GO_0015744_6	treA//yjtD//metK//
GO_0015747_6	gcvR//
GO_0015748_6	narU//gloC//yaiW//yagG//intF//yahI//ygeW//rpiA//ivbL//rcnA//malE//parE//yhbX//phoA//nlpA//
GO_0015749_7	narU//yidD//ybhA//fecA//gabT//torR//nagZ//ydiP//crcB//ybiY//soxS//tag//xapA//rcnR//tsaD//betB//pdxH//yjfP//codA//ampD//dgt//cedA//gpmA//ubiE//paaK//gabT//cdd//cysI//qseC//garL//yddG//rplR//htpX//elaD//menH//mzrA//purL//gstB//ynbB//yjjQ//yfcP//ghoT//glk//yahI//insI4//
GO_0015750_8	trmJ//ybeF//uxaA//yeaE//ynfK//yaaY//gnd//yihQ//rpsE//ileS//mltB//osmE//pphB//
GO_0015751_9	acrE//eutA//groL//pstB//ratA//ykfI//
GO_0015752_9	yrbG//leuS//phnN//sapF//yjiY//hofM//
GO_0015753_9	flhE//opgC//recE//
GO_0015754_9	greA//kefF//lacI//
GO_0015755_9	yfbU//yihR//intF//yehZ//aer//msbA//cas2//tktA//mrcB//emrE//ygiV//
GO_0015756_9	yjjU//dkgB//
GO_0015757_9	nrdH//degQ//aroG//trpC//degQ//tdcG//mdlB//
GO_0015760_8	lysO//
GO_0015761_9	queG//thiM//frdB//
GO_0015762_9	waaH//
GO_0015764_7	yhjX//sgrT//tktB//yejA//
GO_0015765_8	paoC//yaaA//pitA//apt//
GO_0015766_8	pdxA//ftsL//ybhF//yafQ//thrA//potE//moaE//glxK//ycjW//cusC//yfdO//hypT//tmcA//livJ//
GO_0015767_9	ibpB//glcA//nudG//rsmE//
GO_0015768_9	envZ//amiD//cobU//yagJ//yiiD//ypjD//
GO_0015769_9	ygeX//
GO_0015771_9	yigB//ssuC//yiaJ//malZ//
GO_0015772_7	yehA//argT//yhhY//rsmE//rlmH//apt//opgH//gudP//ycjD//tsf//tabA//hprR//casC//moaE//hyfC//thiP//mrdB//
GO_0015774_7	hofC//rpsP//rseC//codB//treF//dhaL//
GO_0015778_7	kbp//
GO_0015791_7	ydcO//yfdC//rplK//rplR//sodB//cmk//dbpA//hyi//
GO_0015793_7	pck//pgrR//
GO_0015794_7	lysS//rnpA//narP//citC//elaD//
GO_0015795_7	hpt//
GO_0015796_7	slyA//mdtF//frwD//tsf//
GO_0015797_7	intQ//yaaA//
GO_0015800_7	bamC//nlpE//sdhB//yjaA//
GO_0015801_7	surE//btuE//ldcC//fepG//zapD//fucK//flgI//lsrG//
GO_0015802_7	higB//mgrB//glgX//tusA//dgoT//nemA//phnI//
GO_0015803_7	gadE//elfG//aas//cvrA//sapF//yihR//metB//thiQ//ugpE//yhcD//pinE//
