#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	scpC//rutF//narQ//ygiV//
GO_0009059_5	groS//rcnR//mltF//yijE//opgE//argA//gabT//torD//solA//purN//casC//alr//sppA//tamB//lsrB//glpK//sixA//yadV//cyoA//baeS//yjbE//pcnB//rof//gatY//yaaY//queD//xylA//gltP//prmB//eamA//yjbH//rhaR//mdtF//fepD//yfcQ//cnu//dam//oppF//yiaO//thrC//cbeA//hflX//citG//dgoD//folX//rfe//malP//waaF//yjiR//znuC//rsmH//paaE//aaeA//rsmE//bluF//asmA//bdcA//yidL//paaF//rpmJ//cyaY//btuF//yiaA//nanC//yhfS//cysD//purU//rimJ//ompR//yejF//bolA//flgC//ychH//rimI//chbC//malI//wecC//nuoG//ycaO//coaE//cynS//mlaC//lpoB//rplF//dcyD//yihQ//glnD//ltaE//asd//hflD//hybD//rho//uhpT//srlR//yqiH//yghB//hiuH//nuoE//paaH//yfdK//def//ilvB//tgt//rcnR//ynfL//moaC//yahN//alkA//gltD//zapC//garK//kbaZ//recA//ansA//xthA//fucA//yjhC//yfcF//rpmC//menD//gadC//trmH//fkpA//eutA//leuA//rpsA//stpA//mscL//fadR//dtd//clcA//yehA//cmtA//serB//agaI//rffT//astB//lpxP//manA//rbsC//gfcE//tauB//tyrS//pheA//fkpA//tsaB//casC//ivbL//gabD//sbp//caiB//yfcF//cusR//yihS//dgoA//sgcB//rplD//aslB//mtlA//gpsA//yadV//ymgC//ycfS//rplT//oppC//aroL//intF//ettA//ynfH//etk//tnaC//rpsO//ansB//ymfK//phnN//rihA//nanE//gadX//yafQ//yahD//dcp//lysC//pncB//hycB//rlmN//yraN//dppC//sgbE//hpt//hisC//kdsD//sgcB//recA//yeaE//srkA//gsiA//nrdD//slyD//cycA//yaaY//araB//arfB//lsrD//ydhQ//pyrB//yggP//aceB//tcyJ//mdtJ//purF//queE//argO//plaP//rdgB//potB//garR//ybbW//artP//fis//ybcC//tcyL//fpr//alkB//baeR//ddpX//htpX//cysP//hcaR//yjbH//abgA//yfgJ//lolD//truD//rtcR//glk//rseC//yahI//fabG//fimF//dkgB//ralR//mdtF//prpC//hofM//yiaN//yaaA//mhpA//purT//marA//manA//azoR//dnaC//argK//pgsA//recN//pfkA//yidA//allC//kdpC//luxS//dicB//mcrB//tmcA//uspG//xapB//gloA//mutS//srlB//dgt//tsf//rtcR//yfcG//insH-5//dinG//rpmE//fadD//galT//cysB//opgG//deaD//dmlR//prmC//mdh//degQ//rpsR//yhgF//rpoH//rpsJ//glsB//yhjD//argG//gpr//phnP//yfdC//ybcC//recE//pyrD//bamD//fecA//luxS//rlmL//tufA//fes//atpG//ugpE//phnK//ynbB//phoE//fetB//waaL//mdtL//serA//yfhM//aqpZ//rhtB//waaG//aidB//
GO_0009060_6	yidD//elfD//nrdD//coaE//sapA//hcaD//recC//fabB//feoC//ykgO//metC//dmsC//gapC//mhpA//purU//ompC//rpsG//envY//torI//cpdA//uspF//pgsA//yneL//tolA//dxs//srkA//
GO_0009061_6	sgbU//lptE//bglJ//hofO//asd//rhaM//mltB//argD//yagF//ybfE//araG//asnS//serA//mhpT//ybhJ//rutD//rraB//ssuE//gutQ//panE//pcm//alsE//gspE//gpmM//ygeV//opgC//sad//mtlA//potF//frlB//nrfC//pabC//grcA//mzrA//umuD//yfbU//fucI//cysP//yjhC//yeeL//yadM//ridA//gpp//tas//def//ghxP//ydhQ//emrE//frvR//tsx//murG//metB//phnP//amiA//gspE//
GO_0009062_6	srkA//yjjQ//sohB//moeA//rpmG//essD//nrfA//fadE//yjfP//msrC//rnd//folM//yejA//trmA//metC//glxR//tdcC//degP//nupC//slt//ycbX//
GO_0009063_5	talB//wecC//yibF//allC//narL//agaA//waaO//phnG//mntR//yjjW//ydeI//ybaT//zapC//pcm//uvrC//ispA//pepD//hybO//seqA//yraJ//nth//dppC//yhhZ//ynfE//yjbH//aes//rpsS//yjeI//ycfJ//rssB//cdaR//rpoE//accD//focB//dgoK//ccmA//gmk//mdfA//sucB//nadK//hprR//cedA//artQ//ugpE//pfkA//nagE//paaG//dinG//hisF//atoC//ynhG//aqpZ//dgcZ//atpG//ybhF//
GO_0009064_6	mlaB//dhaL//nirD//der//frlB//flgI//yejA//tufB//fdrA//rfaH//lpoB//glnE//aspA//hokB//bglA//mtfA//dnaX//fabD//smpB//rssB//yjtD//hxpA//astC//ycdX//xapA//cysQ//aroG//mtnN//rseP//wzb//sspA//ssuC//rlmI//pabA//abgB//treB//rimL//lpxM//clpB//eno//fecC//rpoE//dgcT//lnt//nrfF//yfdC//
GO_0009065_7	gloA//xylG//sgrR//pyrB//fetA//srlE//lptE//ybaM//narU//ynfK//ygcW//murB//yhdJ//dmsC//rhaB//ascB//manY//mraZ//
GO_0009066_6	yodD//yaaJ//cysB//dnaN//rplX//ais//fecC//msrA//bioB//aspC//moeB//aceA//melR//guaA//yqiJ//alsK//rplF//rplB//ygbI//lptB//guaC//yddG//udk//mdtA//yibT//rlmG//xanP//cyoC//bioC//yfcR//cydB//yjhG//bglJ//ycjD//ygcR//sufC//nrfG//cmoM//tcyJ//ydjH//bcp//zipA//yjiY//feoB//yjjG//fliT//opgH//cyoA//
GO_0009067_7	ahr//uxaC//mrp//rsmD//sapA//recT//hycA//emrE//tamB//kdgR//tatD//sufE//rfbC//ydiQ//acpT//dppC//mngR//fadE//gsiD//ibsD//ubiE//yaiW//basS//rlmJ//iscA//flgH//
GO_0009068_7	rpiA//tnaC//rhaM//cysI//ybiI//gltK//ybcQ//nrfG//ebgA//acrD//yeaV//hemL//yfcU//
GO_0009069_6	zraR//mhpT//focB//gshA//aroB//yghU//hupA//ptrA//ppsR//dcd//rbsA//hinT//potB//dppB//lgt//hflC//hemA//yibT//mdaB//insI3//hybG//tesB//amiD//appY//xseB//glxK//lepB//yehY//gpmA//gudX//cysW//setB//cvrA//cyoE//mrdB//metK//
GO_0009070_7	sohB//appA//dtd//galT//nrfC//tisB//mzrA//rnc//fimA//pinR//entS//yfaU//ycbU//cdd//yihP//cptB//ugpC//zupT//nudB//ptsP//
GO_0009071_7	tauA//kdsC//ldtE//rplO//gcvR//stpA//oppD//yejA//kefG//sufA//ydaV//lrp//rpnB//ycfH//
GO_0009072_5	thiI//ykgO//sgcA//paaE//csrA//glnS//hrsA//murR//bglJ//aqpZ//plsX//metF//ybcM//thiM//eutA//agaS//yeiL//ybgP//pta//yiaA//zapA//diaA//codB//yihS//
GO_0009073_6	sucB//glcF//tatB//rpsM//wecB//rffM//paaJ//speE//focB//erfK//gcvA//pphA//mdtQ//galS//alpA//yihW//lldP//ftsX//tauD//hpt//hcaD//
GO_0009074_6	hybB//paaA//clsA//
GO_0009078_6	rhaA//yjiX//xanP//fliT//tolB//napB//adhE//
GO_0009079_7	hybF//nikR//waaA//glsB//
GO_0009080_7	pgrR//ispG//ybiW//
GO_0009081_5	recJ//lptC//menI//glpG//lrhA//yagU//seqA//grpE//rpiB//phoA//ftsK//cca//lacZ//nudB//yqaB//shoB//araB//fixA//purN//mtn//kdgR//yihX//
GO_0009082_6	alsB//hycI//bamB//sdhA//hdeB//mlaF//phoU//rfbB//ydiZ//glnP//mgrB//tamB//sgrR//paaZ//ydiQ//rbsA//ascG//ulaB//
GO_0009084_7	prlF//sdhB//lacZ//galT//mscK//putA//hyfA//torD//sapF//rayT//frvR//cysG//yoeB//greB//hypD//atpE//lldP//emrY//fruB//pyrF//bssS//ahr//glpD//mog//lysP//
GO_0009085_8	narW//fadR//malE//alr//sdaA//malP//patA//hdeB//nemR//lpd//asd//yjcS//
GO_0009086_7	yrdA//yqjA//ampD//relE//acrZ//pyrE//dinJ//cof//recE//
GO_0009088_8	ydcO//bacA//
GO_0009089_6	rutG//hscB//bioC//mlc//fliA//ydiB//dsdX//pbpG//yjgX//
GO_0009090_8	arnB//malX//flgD//rbn//
GO_0009092_7	era//sdhC//flhE//nuoG//queD//yahB//
GO_0009093_7	insH-6//hyfC//rhlE//yfgI//ccmF//
GO_0009094_6	iap//luxS//queF//trpL//
GO_0009095_7	groL//gstA//ynfH//ydhK//
GO_0009097_7	recO//mtn//mutY//clpX//ribA//guaB//yhjB//
GO_0009098_7	marR//secF//kgtP//lpoB//sfmD//ttdB//truC//
GO_0009099_7	cyoA//yjjW//tehA//cpsB//fur//yphC//kdsC//tsaE//hemG//ydbK//
GO_0009100_5	dcp//sapA//nikA//ppc//acnB//
GO_0009101_6	ybiA//
GO_0009102_6	yhfS//elaB//glxK//valS//trg//chbC//pepQ//rhtA//intS//ahpC//aroE//rbn//blc//
GO_0009103_6	ydcO//treR//nagA//proS//yfdS//yabI//mtn//nuoF//ydgA//alkB//parE//
GO_0009106_5	yfgJ//yhaC//
GO_0009107_6	fecB//napC//
GO_0009108_6	pspC//rpsE//queE//pgsA//yjhG//rplA//melR//rihC//rodZ//glpG//rfaQ//pcnB//btuD//agaD//alsA//hyaC//ribA//yfeO//mepM//treB//psd//yjjU//murA//rutB//coaD//mdtM//tdcA//maa//cysQ//acrE//ynjD//xdhB//yqcC//yeeL//moaE//ogrK//tdcF//menB//uhpT//purC//mdoG//dnaJ//sapA//zipA//yidD//yadC//fabB//dcuA//holC//nfuA//dicB//yeaE//nupG//mqsA//ydeP//yhcH//msrB//dinQ//appY//tdcC//yegV//yebS//cysC//rffM//dcuC//ibaG//murE//yiaL//prmC//manX//appY//rimJ//pspC//srlR//dtd//fumC//ycfJ//ddlA//tyrR//yjhB//rpmG//ygiB//gudP//pdxY//yciA//frlR//murI//ybaL//fic//yjbH//gutQ//sdiA//lysO//xthA//hemG//envZ//sodA//panB//ycjY//clpP//narH//vsr//mltD//yaaA//gloA//efp//yfdR//potF//cspI//ydcO//
GO_0009109_6	pmbA//hfq//nanE//yihX//hofM//
GO_0009110_5	basR//sbcD//yiaT//puuB//ubiA//yihU//yhbX//mdtP//rpmE//tnaC//def//entF//rplQ//znuA//allD//cspE//ydeT//tnaC//rutG//ydcM//csrA//lysP//radA//hokE//fepB//ddlA//yidQ//setA//ycjD//aspA//pagP//ytfE//yfeX//sad//ygeX//sohB//bioP//glgP//mtfA//secG//galS//vsr//alaS//yjhB//blc//ynjD//glpK//casE//ubiG//rluA//pncB//casD//brnQ//fadR//rutR//gloB//ygiS//
GO_0009111_5	lptD//mngA//folC//gloB//
GO_0009112_5	opgB//gadE//hsdR//rbfA//bamA//mgtL//iscR//dppC//yjhH//fadM//fucI//glmM//iscU//tatB//rpnB//nagZ//yagJ//hcaC//adeQ//cutC//priB//yaaU//fdoH//mltC//rplY//znuB//yjbF//tolA//pppA//osmY//dgcE//glxK//rnpA//yhcN//bepA//gltL//
GO_0009113_5	acs//dacD//prmB//ubiF//hybF//
GO_0009114_8	ygaV//
GO_0009116_5	cbpM//bcsQ//bepA//hemF//yfdC//cydD//yahK//xylB//mtn//narW//cynT//artQ//ompT//glgC//menB//amiC//ribA//rbsD//rplF//hybE//pgaD//kdpD//sodA//yadV//hofN//hypE//gltI//napD//ydcS//yghW//araF//ybiO//yhhT//recX//ytfP//ilvH//ppk//dnaA//ansB//srkA//
GO_0009117_6	gntR//yjeI//adiY//diaA//yddL//leuA//dicC//queE//mepS//cyaA//crp//acrA//leuS//sulA//xdhB//ydfD//rplD//garP//fcl//sufD//hinT//yjjI//acrE//rfbD//sbcB//fepB//livF//uidA//dcuD//trpR//sfsB//clcB//hflC//sufB//yagF//secY//umuD//shiA//minD//trxC//hisC//yjiM//rutD//fruA//pinR//mrcA//ygfX//arnE//hfq//proB//gyrA//gntU//ligA//agaV//maoP//hyfA//ampD//ychH//dnaG//ycgR//ycaN//aspC//rlmH//yhdJ//yfjV//cpoB//pdxA//holC//ybiV//nrdG//ssuD//basR//yhgF//garL//gsiB//arnB//clpS//rhaT//pbpG//narZ//lpxH//lplA//glcD//map//fliD//ligA//tauC//narY//hypE//yjeH//rplK//sspB//ugpC//mdaB//rffH//gmd//epmB//galU//hisP//opgD//cdd//rimK//ydjH//mdtB//
GO_0009119_6	ubiH//yfiF//dnaG//aidB//yhbQ//dicC//ycjP//rpsI//yfjR//araA//rmuC//trpS//mltA//dnaK//ydcI//aas//wecE//patD//rcsA//gntP//dppC//nagZ//ubiA//srlA//dcp//csiD//yfcV//metQ//yhaC//nrfD//dppB//serS//nudC//leuB//srlR//
GO_0009120_6	lpxL//rpoE//yehP//yohC//
GO_0009123_6	dcd//yciV//solA//napC//adeP//fklB//cnu//proC//osmY//pgpC//sgcE//priB//wzb//poxB//flgB//uhpB//rcdA//sfmH//sfmA//hisM//purU//fepB//folP//malF//sfmF//dcp//ydcI//bssR//gntU//rhtB//ldcA//hypA//allB//ftsP//fepA//leuD//mscL//hexR//rfaF//ttdR//rpmH//trxC//rseB//adiA//insA-1//ftsE//
GO_0009124_7	pdeH//mtn//ybcM//atpA//pntA//asnA//yoeB//hicB//trkH//dgkA//fsr//rlmA//rfbD//rpnB//rpsB//trkA//trmA//wecB//ligA//fdoH//iaaA//artM//lysP//rspB//yfeX//bssS//ydcT//yjeH//ydaV//hcaB//dppF//fimA//frdB//scpB//fliA//dmsB//ldrB//
GO_0009125_7	ydhJ//norR//sfmH//ytfP//yidL//
GO_0009126_7	gloC//pdeD//mrdB//thrS//yidL//sseA//nrfG//hslJ//eco//fimG//hofM//nusG//yfiC//cusB//fdx//yidE//glnE//thrA//iraD//pgl//wbbK//yehP//fhuD//ydeM//rbsB//ssuE//ydfH//trmL//yqeA//macA//dgcE//mglB//yagE//gfcE//
GO_0009127_8	mngB//prlC//insI-1//yobA//yfgJ//ssuE//kdsD//nrdD//bioP//ribF//pdeD//gadE//potD//garD//cysD//dxs//tatA//clpX//dcuS//fimF//msrP//dgoA//yigL//yggP//pheS//ldcC//arnB//acnA//oxc//nrdG//
GO_0009129_7	sodC//ispU//purU//torZ//dacA//yhdX//tcyL//yafN//rclR//yihS//
GO_0009130_8	csdE//decR//yidD//cynT//intS//
GO_0009131_8	ibsB//oxyR//prs//rlmC//nlpD//
GO_0009132_6	sdaA//cpxA//aslB//mmuP//rlmL//aceA//rep//yobF//exbD//rplJ//idnD//arnB//rpsT//fklB//yebQ//yfiF//ompF//yijE//ydfH//cobC//glnK//mlaE//narV//nuoI//speD//
GO_0009133_7	yhbQ//relE//ymfA//
GO_0009135_7	gsiA//mzrA//rlmN//tus//asnA//pntB//yadI//yciE//mdtI//hns//mhpC//sbcC//nadC//mdtC//nagD//cdaR//cvpA//ychO//rpsP//nfuA//ibpA//hisM//hsdM//
GO_0009136_8	yhbX//
GO_0009138_7	kdgT//brnQ//
GO_0009139_8	tolA//alaC//
GO_0009141_6	rluB//araC//kbp//yfeX//hybE//accB//sucD//copA//hsdM//agp//aqpZ//yahO//srlB//narV//obgE//pck//nagA//cspB//thiH//ffh//sspB//sufB//tdcA//eutD//opgC//btuC//yjiM//mepS//cspE//srlB//mdtE//nusA//lptC//ymgC//rpoE//ubiD//rsmF//gatB//
GO_0009142_7	yqcC//araC//idnO//hyaA//aroG//bcsQ//aer//iaaA//entB//ybdN//prfC//ybiO//fryC//nfo//abgT//fadE//lapB//kbp//umpH//yobA//truD//plsC//gabD//yeaE//udk//mdtA//ycbU//uvrD//
GO_0009143_7	gntR//rlmN//viaA//pheM//
GO_0009144_7	leuO//purR//ygiB//atpE//metF//yqhC//phoR//ybbN//dcm//kdpC//nrfG//yfgI//rpmJ//chpS//ugd//cyaA//fliM//iscS//ycjU//cpxP//ydiF//ybjX//relE//nrdB//galR//truB//cobU//ypjD//bhsA//clpX//stpA//
GO_0009145_8	dnaE//yfdR//rsmJ//yfaL//rhtA//gpsA//cyoE//thiM//lpxH//sbcC//cysH//cysZ//tauD//flhE//ahr//ldtE//trmB//ycaO//livF//cysP//aspA//nth//yadK//
GO_0009146_8	mmuM//amiC//
GO_0009147_7	pspG//ulaE//lpd//ycfJ//
GO_0009148_8	atpB//rraA//
GO_0009149_8	ycjD//pgl//
GO_0009150_7	pppA//frmR//essD//yqhD//mhpR//flgM//mgsA//livJ//flhC//sthA//cspA//flgD//ygiN//allD//arcA//yagI//aes//bioA//rlmC//cspI//ybhD//lpxD//cusB//yiiM//ushA//mog//yajD//degP//rsmB//tufA//nadE//cysQ//nupG//ybaE//cytR//lptB//yhaV//rihC//pyrG//pnuC//serB//hipA//fixB//glnB//shiA//secB//trpE//selU//
GO_0009151_7	wecB//cdsA//
GO_0009152_8	btuR//copA//pstA//mhpD//mcrA//rplA//fimB//hdeD//mhpD//rclA//htrE//sufD//malP//pdxH//ascG//menF//yagU//yoaA//recX//mcbR//mcrA//spy//xylR//msrB//zapD//hemH//frlR//rsfS//truD//thiD//xseB//relB//mdtJ//ibpB//mprA//codA//gppA//
GO_0009155_7	livH//bsmA//
GO_0009156_8	trpB//nfuA//uvrD//pdeF//dnaN//yciF//napF//yfiE//mdtC//metI//ycjR//malY//ibpB//yifB//smpB//solA//rpmE//yciF//ybiH//yhjC//yedX//rpoH//lspA//ynaE//sucC//folX//thiE//amiB//panZ//rpoD//sapB//agp//nagD//
GO_0009157_8	uspG//dnaK//tatC//afuB//
GO_0009158_8	hipA//ydiF//bioD1//eamA//yeaV//
GO_0009161_7	dmlA//nadK//fumA//clpA//elyC//rpsA//rclR//ybaL//ldtA//rpe//pdxY//cusF//yidA//prmC//frlR//tpx//murQ//accB//amtB//tus//lptA//malZ//thiG//epmB//narU//ubiC//paaC//yhdX//fimG//phnK//acrA//hinT//acnA//fadD//rraB//tadA//trmI//lptC//polA//iaaA//lsrR//hdeA//
GO_0009162_7	xdhB//metL//gdhA//yidD//
GO_0009163_6	metH//thrB//yihQ//pyrC//yeaK//paaD//ugpC//fadJ//guaA//ybbW//yhgF//yajO//tynA//frvR//mraY//sfmA//argI//rnd//ppsA//
GO_0009164_6	serA//yphB//metG//casA//lldP//rpnB//appB//paaC//miaA//tufA//srmB//yidR//ybaT//
GO_0009165_7	ybiX//yraI//sgcA//csdE//chbA//yneJ//ebgR//barA//yhhY//ung//rbbA//hrsA//zur//uxaB//pstC//nhaB//adiC//rodZ//endA//yggE//yeeL//ftsN//yddM//adk//perR//lptA//ybiO//yecS//dinG//hisH//yegD//csiR//surA//elaA//murD//bssS//nfo//napD//uvrY//rpsN//wrbA//yjbH//ydiP//lapB//yehC//thrA//yggX//comR//hypD//lptE//entE//yafQ//afuC//ydfG//fiu//hflC//rplT//marR//tusC//xylE//rfaB//fecD//csgA//rng//ybdM//acpS//dnaE//ptrA//mngA//yafO//asd//
GO_0009166_7	frr//cnu//aaeB//gnd//yfdS//gshB//hslO//lolB//sfmA//bglF//yhbQ//arcC//glpF//yqgF//ybfE//ydjE//gadA//serS//ybhP//lepA//pspA//ccmG//artI//crr//dsdC//hha//umpH//plsX//waaB//sspB//ihfB//
GO_0009167_8	cof//bhsA//araA//nhaR//yhaV//seqA//dacD//coaA//lldR//ydcM//nrfG//waaQ//rplP//aceA//ybdG//rhaT//phoE//ybiA//dedD//atpA//pntA//ogrK//bioD1//alaS//waaO//ampD//pgm//glxR//mepA//glcD//tpx//fdhE//aroA//rutE//
GO_0009168_9	mlaD//yihL//pntB//cdh//zapD//maa//rpmE//xylF//alr//sgcE//murF//yaaY//pck//hchA//cho//yddL//ptsP//cysS//xthA//ygfA//leuA//moeB//lplT//ychH//lpxB//dcuB//ccmF//purB//udp//metF//
GO_0009173_8	ddpX//yaaU//der//waaO//rlmL//rclB//malK//
GO_0009174_9	yfdK//minC//
GO_0009175_9	bssR//rlmI//lolD//ddpX//sbcB//
GO_0009176_8	rhtB//dacC//pspG//
GO_0009177_9	torS//truC//nrdE//
GO_0009179_8	pgaB//aroC//tdcD//yieE//ygaH//ulaR//tdcC//rpsT//acs//btuD//ygbN//clsC//nupX//bglJ//yeaK//kilR//pagP//ynfE//hemH//nudG//insI-2//marR//ybaT//
GO_0009180_9	frmA//
GO_0009185_7	torA//uhpA//thiH//fecB//fimG//lsrK//ybdN//aidB//flhC//livM//cedA//atpG//putA//yjcS//ybdN//serS//exbB//topAI//hofM//arnD//mlaE//frc//bcsA//yidH//
GO_0009186_7	glpT//
GO_0009187_7	mntR//garP//
GO_0009188_8	seqA//ccmC//
GO_0009189_8	yfbV//
GO_0009190_8	nth//glmS//
GO_0009193_8	essD//
GO_0009194_9	uspE//
GO_0009196_8	glnH//
GO_0009197_9	cyoE//
GO_0009199_7	rpoE//ymdB//ftsP//yadC//trmB//asr//corA//bepA//yggF//waaF//rpiR//hipA//ddpA//rplJ//yfgI//rraA//ydgA//entF//yihQ//potH//ycdX//opgG//paaD//groL//ssb//btuD//bdcR//alkB//metQ//creC//cpxP//
GO_0009200_7	fhuB//ycgR//gdhA//bioD2//
GO_0009201_8	casA//mdtA//ldcC//ybcC//glpC//smpB//cmoM//relB//yccA//ndk//ymgF//deaD//torY//ligA//rplM//ubiB//recJ//clpA//dusB//dgoK//nikR//nirC//narL//putA//
GO_0009202_8	rimM//
GO_0009203_8	rtcB//
GO_0009204_8	yiaL//speD//mscM//
GO_0009205_8	yfcU//ispH//tusA//rnlB//rluA//cusA//dcyD//yebK//ypdF//ompL//gltS//tig//flgD//rclB//gapC//narV//kefG//arcC//preT//acrD//minC//plaP//tyrA//crp//yggF//essD//idnO//ygfA//frr//
GO_0009206_9	dgcN//fumC//carA//mzrA//mraY//allR//dnaK//codA//lnt//rffT//fryA//norV//ftsH//srlD//pheA//ulaR//yfbR//priC//sdhD//yjjU//efeO//thrL//allR//
GO_0009208_8	fabD//citE//
GO_0009209_9	spy//
GO_0009210_9	kdpA//
GO_0009211_8	yfcP//mglB//yehU//
GO_0009212_9	ftsA//
GO_0009213_9	ybcC//rcsB//
GO_0009215_8	ansB//lspA//
GO_0009217_9	modA//mdtQ//
GO_0009218_7	rhmR//folP//priA//nhaA//mgrB//dtpB//ycgV//aroA//lon//ibpA//ftsN//emrB//
GO_0009219_7	dinJ//ybhI//zraS//lolC//yafC//
GO_0009220_8	livJ//sgcC//purB//dgcQ//ymdB//galT//
GO_0009221_8	waaF//uxuR//alsC//bsmA//
GO_0009222_7	ubiA//fucK//waaB//yhjA//hslU//trkH//
GO_0009223_7	lacI//pgl//
GO_0009224_9	rlmE//betA//
GO_0009225_5	yadM//nuoN//fhuF//uspE//elaD//smpB//ydcS//atpG//proA//umuD//napA//tilS//cysP//rpsD//mcrA//
GO_0009226_6	mioC//phnJ//rstB//lptD//cysK//ftsN//elyC//yeeL//yjgX//obgE//cysK//srlD//bfr//
GO_0009228_7	yedP//cysU//ytfT//gntR//napC//dnaT//mdh//ynfE//yraK//ahpC//
GO_0009229_6	ycbX//yaaA//
GO_0009231_6	yjjU//ybhG//gntK//kdgR//guaC//cpdA//proA//
GO_0009233_6	cysB//yafE//guaA//pykF//tsaB//umpG//fecA//waaA//caiF//gloC//
GO_0009234_7	ftsZ//ydcM//norW//insH-6//rpiA//zwf//nudG//rclA//ushA//hdeA//
GO_0009235_5	dapA//mntH//nanS//insI4//pyrC//yjiM//
GO_0009236_6	msrP//ydeT//dctA//acpH//carA//paaJ//
GO_0009237_4	yfdG//murR//frsA//etp//ubiB//kgtP//adiA//rnhA//btuE//
GO_0009238_5	ydgA//alaS//nupG//dsdC//chbG//cysZ//alsE//murR//rfbD//
GO_0009239_6	mltF//ydiP//msrQ//trpGD//rsmH//argO//dinJ//rplE//
GO_0009240_6	dnaE//ycjY//cyoC//rsmC//tolQ//
GO_0009242_6	codA//aspS//fdoG//waaC//yjhG//glyS//ygfZ//lolA//yajR//rutD//ygfX//
GO_0009243_7	ilvB//
GO_0009244_7	mmuP//rbsC//chaC//aes//ilvL//macB//arnA//pitA//gyrA//murG//yhhY//recN//ychH//ygaZ//dhaK//fetB//afuC//yehY//mzrA//accC//ybaL//ccmG//csgG//torZ//iscX//pdxA//ldtD//ubiB//bioP//
GO_0009245_6	cysK//kbaY//glnD//gspF//prc//ycfJ//clcA//bcp//sspB//intA//
GO_0009246_6	mdh//ynbB//ygiS//sgbH//fur//ccmE//ihfA//kefC//lacI//
GO_0009247_6	nadD//pflC//moeA//ybgI//ydiZ//znuC//xylB//yjbH//miaB//hybD//ridA//lpoB//
GO_0009249_6	lpxM//soxS//malE//
GO_0009250_7	glcD//ilvL//nanE//xanQ//yggW//sdaC//fadI//uspC//atpD//clpP//yceO//galR//glpB//ycfL//
GO_0009251_7	tyrA//cspB//fmt//cbpM//alaE//arfA//
GO_0009252_7	agaI//ydbK//lipA//cdd//hcaC//tauD//queF//trpR//topB//ahr//gcd//truC//fixA//sfmD//yjhC//ptsI//ltaE//cusR//gmd//ygfI//ompN//osmY//rfaQ//yhjD//ybiA//dmlA//ytfP//pykA//insB-4//ssuB//lrhA//yidE//yfaL//folE//yjjB//cmoB//yieF//dctR//speC//
GO_0009253_8	rarA//trpE//ompL//psd//yciH//ynhF//aroG//gabD//ygfX//yhaM//
GO_0009254_8	asnS//purF//pheS//lysA//yjhB//cyoE//mukB//yjiX//ptsN//ptsP//
GO_0009256_7	prmB//cusB//lysR//arfB//
GO_0009257_8	sbp//pdeK//uxaA//yqhC//
GO_0009259_6	setB//rfaF//glpD//agaI//narI//ymgC//tilS//nanK//talB//napD//ppc//agaA//bluR//srlB//csiR//ptrA//agaB//nemR//torA//phnG//yobA//pspG//hyfA//tqsA//tsf//modB//flhD//rlmD//ccmC//nadE//tgt//treA//yaiV//symE//speA//basS//rutR//yadM//groL//ybdN//idnK//ydhC//fpr//dcd//waaQ//mscK//rnt//xylE//mukB//nrfF//malP//ogt//sfsA//secY//waaZ//mtn//tehB//tktB//paoC//yebS//prs//
GO_0009260_7	wecB//tcyL//narI//phnP//adeD//ybiX//yceO//ycjP//torC//waaH//yggT//qseB//yciE//wzc//ralR//ldtD//yeaE//yoaA//tauC//yccS//glpX//sgbH//plaP//yidL//tehA//gadB//ldcA//nsrR//cyoD//pdeH//rhaT//ldtE//rpmJ//lpxM//alaC//nrfC//ugpE//cysP//dtpA//mltD//rhaA//yddM//ygjH//yedP//
GO_0009261_6	gsiA//frlC//speB//udk//bioC//rmuC//
GO_0009262_5	glpB//nagE//rraA//mhpC//ybhP//mutY//deoD//ymgC//kdsB//ydjL//arcC//cydB//araH//
GO_0009263_6	uacT//ychO//xylB//envC//pdeH//trxC//setC//pck//ydiF//
GO_0009264_6	gadB//carB//ybiW//rne//nikC//
GO_0009265_7	yihT//yqcG//metH//aceA//trkH//
GO_0009266_4	yggE//mhpA//garP//elfA//ftsY//leuS//eamA//hypT//ibsE//astB//gltK//yidH//groS//ilvD//cheW//hchA//ynfH//glcE//yifB//ygbN//trkH//hemL//fdx//iraD//mltA//yphB//rpoD//aroF//zapE//accC//suhB//cof//recT//feoC//hemC//narJ//puuR//citT//pyrF//recF//pphB//rhsD//speF//tsaD//phoA//hisF//rnr//ygiB//xylG//ybdR//uidR//rpmH//mpaA//elaA//creB//luxS//eco//nikA//fixC//xapB//emrK//glsA1//elfD//mutL//kdsA//rpiA//yidQ//alsC//rhsD//glpG//gabD//bioD2//ycjR//cobU//hscC//ygbL//yihO//hisI//recG//yihW//queD//recD//
GO_0009267_5	add//cobU//ycbB//hslO//minD//potE//oppF//rimO//xapR//ybaO//hycH//argK//fabH//dnaB//sbcC//glyA//atpD//truC//gntP//exuT//gshA//glpC//yfdK//appA//nudG//ypjD//
GO_0009268_4	nimR//yaiP//napA//ybiA//poxB//yfeD//dauA//menH//kdgR//ymjB//pntA//suhB//yiaB//secD//ycdX//putP//tsf//ybjX//narW//hemF//msbA//bssS//flhD//narJ//livJ//shiA//copA//
GO_0009271_4	yfaL//mhpB//lgoT//
