# From /Users/Daniela/Documents/CCG/GU_art_2/v22/original_datasets/scripts/create_datasets_v2.pl on Thu Nov 22 14:59:17 2018
# Input = /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_gene.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_active.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_inactive.txt
#GU name	Genes
KdpE_pos	kdpA//kdpB//kdpC//kdpF//
LacI_neg	lacA//lacY//lacZ//
LeuO_neg	cadC//dsrA//leuO//
LeuO_pos	bglB//bglF//bglG//bglJ//cas1//cas2//casA//casB//casC//casD//casE//leuA//leuB//leuC//leuD//leuL//leuO//yjjQ//
LexA_neg	cho//ddlB//dinB//dinD//dinF//dinG//dinI//dinJ//dinQ//dnaG//ftsA//ftsI//ftsK//ftsL//ftsQ//ftsW//ftsZ//hokE//insK//lexA//lpxC//molR_1//mraY//murC//murD//murE//murF//murG//phr//polB//ptrA//recA//recB//recD//recN//recQ//recX//rpoD//rpsU//ruvA//ruvB//sbmC//ssb//sulA//symE//tisB//umuC//umuD//uvrA//uvrB//uvrC//uvrD//uvrY//yafN//yafO//yafP//yafQ//ybfE//ybiB//ydjM//yebG//
LldR_neg	lldD//lldP//lldR//
LldR_pos	lldD//lldP//lldR//
LrhA_neg	flhC//flhD//
LrhA_pos	fimE//leuO//lrhA//
Lrp_neg	adhE//aidB//alaA//alaT//alaU//alaV//avtA//dadA//dadX//fau//gltT//gltU//gltV//gltW//hdeA//hdeB//ileT//ileU//ileV//ilvA//ilvD//ilvE//ilvG_1//ilvG_2//ilvH//ilvI//ilvL//ilvM//ilvX//leuE//livF//livG//livH//livJ//livK//livM//lrp//lysU//micF//ompC//oppA//oppB//oppC//oppD//oppF//osmC//osmY//rrfA//rrfB//rrfC//rrfD//rrfE//rrfF//rrfG//rrfH//rrlA//rrlB//rrlC//rrlD//rrlE//rrlG//rrlH//rrsA//rrsB//rrsC//rrsD//rrsE//rrsG//rrsH//sdaA//serA//ssrS//thrV//yhiD//
Lrp_pos	alaE//argO//aroA//cadA//cadB//csiD//fimA//fimC//fimD//fimE//fimF//fimG//fimH//fimI//gabD//gabP//gabT//gcvH//gcvP//gcvT//gltB//gltD//gltF//ilvH//ilvI//kbl//lhgO//lysP//malT//osmC//serA//serC//stpA//tdh//yeiL//yojI//
LsrR_neg	lsrA//lsrB//lsrC//lsrD//lsrF//lsrG//lsrK//lsrR//tam//
LysR_neg	lysR//
LysR_pos	lysA//
MalI_neg	malI//malX//malY//
MalT_pos	lamB//malE//malF//malG//malK//malM//malP//malQ//malS//malZ//
MarA_neg	dctR//hdeA//hdeB//purA//rob//slp//yhiD//
MarA_pos	acnA//acrA//acrB//acrZ//aldA//decR//fpr//fumC//inaA//marA//marB//marR//micF//mlaB//mlaC//mlaD//mlaE//mlaF//nfo//nfsA//nfsB//poxB//pqiA//pqiB//pqiC//putA//rimK//sodA//tolC//waaY//waaZ//xseA//ybjC//ybjN//ygiA//ygiB//ygiC//yncE//zwf//
MarR_neg	marA//marB//marR//
MatA_neg	flhC//flhD//fliA//fliC//fliZ//tcyJ//
MatA_pos	ecpA//ecpR//
MazE-MazF_neg	mazE//mazF//mazG//
MazE_neg	mazE//mazF//mazG//
McbR_neg	mcbA//
McbR_pos	yciE//yciF//yciG//
MelR_neg	melA//melB//melR//
MelR_pos	melA//melB//melR//
MetJ_neg	ahpC//ahpF//folE//metA//metB//metC//metE//metF//metI//metK//metL//metN//metQ//metR//yeiB//
MetR_neg	glyA//metR//
MetR_pos	glyA//hmp//metE//metH//
MhpR_pos	mhpA//mhpB//mhpC//mhpD//mhpE//mhpF//
Mlc_neg	crr//malT//manX//manY//manZ//mlc//ptsG//ptsH//ptsI//ynfK//
MlrA_pos	cadC//csgD//csgE//csgF//csgG//ibaG//obgE//rplU//rpmA//yhbE//
MngR_neg	mngA//mngB//mngR//
MntR_neg	dps//mntH//mntS//rybA//
MntR_pos	mntP//
ModE_neg	deoA//deoB//deoC//deoD//dmsA//dmsB//dmsC//modA//modB//modC//oppA//oppB//oppC//oppD//oppF//
ModE_pos	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//moaA//moaB//moaC//moaD//moaE//napA//napB//napC//napD//napF//napG//napH//narL//narX//
MprA_neg	acrA//acrB//emrA//emrB//mprA//nmpC//
MqsA_neg	csgD//csgE//csgF//csgG//cspD//mqsA//mqsR//rpoS//
MraZ_neg	ddlB//ftsA//ftsI//ftsL//ftsQ//ftsW//ftsZ//lpxC//mioC//mraY//mraZ//murC//murD//murE//murF//murG//rsmH//
MurR_neg	murP//murQ//murR//
MurR_pos	murR//
Nac_neg	asnC//gdhA//gltB//gltD//gltF//mioC//mnmG//nac//serA//
Nac_pos	codA//codB//feaR//gabD//gabP//gabT//nupC//patD//ydcS//ydcT//ydcU//ydcV//
NadR_neg	nadA//nadB//pncB//pnuC//
NagC_neg	chbA//chbB//chbC//chbF//chbG//chbR//chiP//chiQ//creA//creB//creC//creD//crr//dinI//galP//glmS//glmU//manX//manY//manZ//nagA//nagB//nagC//nagE//nanC//nanM//nanS//ptsH//ptsI//umpH//ydeM//ydeN//ydeP//
NagC_pos	fimB//glmS//glmU//
NanR_neg	nanA//nanC//nanE//nanK//nanM//nanS//nanT//yhcH//yjhB//yjhC//
NanR_pos	fimB//
NarL_neg	adhE//aspA//caiF//ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//citC//citD//citE//citF//citG//citX//dcuA//dcuB//dcuR//dcuS//dmsA//dmsB//dmsC//dmsD//dpiA//dpiB//fdhF//focA//frdA//frdB//frdC//frdD//fumB//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//hybA//hybB//hybC//hybD//hybE//hybF//hybG//hybO//napA//napB//napC//napD//napF//napG//napH//nikA//nikB//nikC//nikD//nikE//nikR//norV//norW//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ompW//pflB//torA//torC//torD//ubiA//ubiC//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//ynfE//ynfF//ynfG//ynfH//
NarL_pos	cydC//cydD//cysG//fdnG//fdnH//fdnI//hcp//hcr//moeA//moeB//narG//narH//narI//narJ//narK//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//nuoA//nuoB//nuoC//nuoE//nuoF//nuoG//nuoH//nuoI//nuoJ//nuoK//nuoL//nuoM//nuoN//ogt//poxB//ydeP//yeaR//yoaG//ytfE//
NarP_neg	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//fdnG//fdnH//fdnI//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//napA//napB//napC//napD//napF//napG//napH//norV//norW//ydeP//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//
NarP_pos	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//cysG//fdhF//hcp//hcr//napA//napB//napC//napD//napF//napG//napH//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//poxB//yeaR//yoaG//ytfE//
NemR_neg	gloA//nemA//nemR//
NhaR_pos	nhaA//nhaR//osmC//pgaA//pgaB//pgaC//pgaD//
NikR_neg	nikA//nikB//nikC//nikD//nikE//nikR//
NimR_neg	nimR//nimT//
NorR_neg	norR//
NorR_pos	norV//norW//
NrdR_neg	nrdA//nrdB//nrdD//nrdE//nrdF//nrdG//nrdH//nrdI//yfaE//
NsrR_neg	aceE//aceF//bamE//bdcA//cdd//dkgB//dsdC//feaB//feaR//fhlA//fliA//fliZ//grxD//hcp//hcr//hmp//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//hypA//hypB//hypC//hypD//hypE//ihfA//infC//lrp//mepH//mhpT//ndh//norR//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//pgpC//pheM//pheS//pheT//poxB//rfe//rffC//rffG//rffH//rffM//rffT//rplT//rpmI//rybB//sodB//sufA//sufB//sufC//sufD//sufE//sufS//tadA//tcyJ//tehA//tehB//thrS//tsgA//waaH//wecB//wecC//wecE//wzxE//wzyE//wzzE//ydbD//yeaE//yeaR//ygbA//yoaG//ytfE//
NtrC_neg	glnA//glnG//glnH//glnL//glnP//glnQ//
NtrC_pos	amtB//argT//astA//astB//astC//astD//astE//cbl//ddpA//ddpB//ddpC//ddpD//ddpF//ddpX//glnA//glnG//glnH//glnK//glnL//glnP//glnQ//hisJ//hisM//hisP//hisQ//nac//patA//potF//potG//potH//potI//relA//rpoE//rseA//rseB//rseC//rseD//rutA//rutB//rutC//rutD//rutE//rutF//rutG//yeaG//yeaH//yhdW//yhdX//yhdY//yhdZ//
OmpR_neg	bolA//ecnB//fadL//flhC//flhD//nmpC//ompF//pgaA//pgaB//pgaC//pgaD//sra//
OmpR_pos	csgD//csgE//csgF//csgG//dtpA//micF//ompC//ompF//omrA//omrB//
OxyR_neg	fhuF//flu//gntP//isrC//nfsA//oxyR//rimK//uxuA//uxuB//ybjC//ybjN//ychF//
OxyR_pos	ahpC//ahpF//ccp//dps//dsbG//fur//gor//grxA//hcp//hcr//hemH//katG//mntH//oxyS//poxB//sufA//sufB//sufC//sufD//sufE//sufS//trxC//uof//
PaaX_neg	paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//paaX//paaY//paaZ//
PdeL_pos	pdeL//
PdhR_neg	aceE//aceF//cyoA//cyoB//cyoC//cyoD//cyoE//ddlB//ftsA//ftsI//ftsL//ftsQ//ftsW//ftsZ//glcA//glcB//glcD//glcE//glcF//glcG//grcA//hemL//hha//lpd//lpxC//mraY//mraZ//murC//murD//murE//murF//murG//ndh//pdhR//rsmH//tomB//
PdhR_pos	fecA//fecB//fecC//fecD//fecE//
PepA_neg	carA//carB//pepA//
PgrR_neg	mpaA//tyrR//ycjF//ycjG//ycjX//ycjY//ymjC//ymjD//
PhoB_neg	cra//eda//feaR//pitB//prpR//sbcC//sbcD//ugpA//ugpB//ugpC//ugpE//ugpQ//
PhoB_pos	adiC//amn//argP//asr//cusA//cusB//cusC//cusF//cusR//cusS//gadW//gadX//mipA//ompF//phnC//phnD//phnE_1//phnE_2//phnF//phnG//phnH//phnI//phnJ//phnK//phnL//phnM//phnN//phnO//phnP//phoA//phoB//phoE//phoH//phoQ//phoR//phoU//psiE//psiF//pstA//pstB//pstC//pstS//tktB//ugpA//ugpB//ugpC//ugpE//ugpQ//waaH//ydfH//yedX//yegH//yhjC//ytfK//
PhoP_neg	acrA//acrB//argD//dcuD//phoP//phoQ//safA//slyB//treR//ydeO//ydeP//
PhoP_pos	borD//cysB//fadL//gadE//gadF//gadW//glgA//glgB//glgC//glgP//glgX//hdeA//hdeB//hdeD//hemL//iraM//malS//metB//metL//mgrB//mgrR//mgtA//mgtL//mgtS//nagA//ompT//pagP//phoP//phoQ//purD//purH//rstA//rstB//rutA//rutB//rutC//rutD//rutE//rutF//rutG//slyB//tolC//ybjG//ygiA//ygiB//ygiC//yhiD//yrbL//
PrpR_neg	prpR//
PrpR_pos	prpB//prpC//prpD//prpE//
PspF_neg	pspF//
PspF_pos	pspA//pspB//pspC//pspD//pspE//pspG//
PurR_neg	carA//carB//codA//codB//cvpA//gcvH//gcvP//gcvT//glnB//glyA//guaA//guaB//hflD//prs//purA//purB//purC//purD//purE//purF//purH//purK//purL//purM//purN//purR//pyrC//pyrD//speA//speB//ubiX//
PutA_neg	putA//putP//
PuuR_neg	puuA//puuB//puuC//puuD//puuE//puuP//puuR//
QseB_neg	feaR//
QseB_pos	feaR//flhC//flhD//qseB//qseC//
RbsR_neg	purD//purH//rbsA//rbsB//rbsC//rbsD//rbsK//rbsR//
RbsR_pos	add//
RcdA_neg	sulA//yagK//
RcdA_pos	asr//bluF//csgD//csgE//csgF//csgG//ydeI//
RclR_pos	rclA//rclB//rclC//
RcnR_neg	rcnA//rcnB//rcnR//
RcsAB_neg	csgD//csgE//csgF//csgG//flhC//flhD//
RcsAB_pos	rcsA//wcaA//wcaB//wza//wzb//wzc//yjbE//yjbF//yjbG//yjbH//
RcsB-BglJ_pos	bglB//bglF//bglG//leuO//molR_1//sfsB//yecT//ygiZ//yidL//ykiA//ynbA//ynbB//ynbC//ynbD//ynjI//yqhG//
RcsB_neg	gadA//gadX//
RcsB_pos	bdm//ftsA//ftsZ//gadB//gadC//gadY//hdeA//hdeB//hdeD//lolA//osmB//osmC//rarA//rpoE//rprA//rseA//rseB//rseC//rseD//safA//sra//ydeO//ydeP//yhiD//
RelB-RelE_neg	hokD//relB//relE//
RelB_neg	hokD//relB//relE//
RhaR_pos	rhaR//rhaS//
RhaS_pos	rhaA//rhaB//rhaD//rhaR//rhaS//rhaT//
Rob_neg	rob//
Rob_pos	acnA//acrA//acrB//acrZ//aldA//aslB//fumC//inaA//ldtB//marA//marB//marR//micF//mltF//nfo//nfsA//nfsB//rimK//sodA//tolC//ybjC//ybjN//ygiA//ygiB//ygiC//zwf//
RstA_neg	csgD//csgE//csgF//csgG//ompF//
RstA_pos	asr//narG//narH//narI//narJ//
RtcR_pos	rtcA//rtcB//
RutR_neg	fepB//gadW//gadX//gloA//nemA//nemR//pdeR//rutA//rutB//rutC//rutD//rutE//rutF//rutG//rutR//
RutR_pos	carA//carB//
SdiA_neg	ftsA//ftsQ//ftsZ//
SdiA_pos	ftsQ//gadW//ydiV//
SgrR_neg	sgrR//sroA//tbpA//thiP//thiQ//
SgrR_pos	alaC//setA//sgrS//sgrT//
SlyA_neg	fecI//fecR//
SlyA_pos	cas1//cas2//casA//casB//casC//casD//casE//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//hlyE//leuO//paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//
SoxR_neg	soxR//
SoxR_pos	fumC//soxS//
SoxS_neg	rob//soxS//
SoxS_pos	acnA//acrA//acrB//acrZ//aldA//fldA//fldB//fpr//fumC//fur//inaA//marA//marB//marR//micF//nfo//nfsA//nfsB//ompN//pgi//poxB//pqiA//pqiB//pqiC//ptsG//ribA//rimK//sodA//tolC//uof//waaY//waaZ//ybjC//ybjN//ydbK//ygiA//ygiB//ygiC//zinT//zwf//
SrlR_neg	gutM//gutQ//srlA//srlB//srlD//srlE//srlR//
StpA_neg	bglB//bglF//bglG//fau//leuO//ssrS//stpA//
SutR_neg	cysE//fliA//fliZ//sutR//tcyJ//
SutR_pos	sutR//
TdcA_pos	tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//
TdcR_pos	tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//
TorR_neg	gadA//gadX//torR//
TorR_pos	hdeA//hdeB//tnaA//tnaB//tnaC//torA//torC//torD//yhiD//
TreR_neg	treB//treC//
TrpR_neg	aroH//aroL//aroM//mtr//trpA//trpB//trpC//trpD//trpE//trpL//trpR//yaiA//
TtdR_pos	ttdA//ttdB//ttdR//ttdT//
TyrR_neg	aroF//aroG//aroL//aroM//aroP//tyrA//tyrB//tyrP//tyrR//yaiA//
TyrR_pos	folA//mtr//tyrP//
UhpA_pos	uhpT//
UidR_neg	uidA//uidB//uidC//uidR//
UlaR_neg	ulaA//ulaB//ulaC//ulaD//ulaE//ulaF//ulaG//
UvrY_pos	csrB//csrC//luxS//uhpT//ydeP//
UxuR_neg	exuR//gntP//lgoR//uidA//uidB//uidC//uxuA//uxuB//uxuR//
XapR_pos	xapA//xapB//
XylR_neg	araC//
XylR_pos	xylA//xylB//xylF//xylG//xylH//xylR//
YdeO_neg	safA//ydeO//
YdeO_pos	appA//appB//appC//appX//dctR//gadE//gadF//gadW//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//mdtE//mdtF//slp//uspD//yiiS//
YefM-YoeB_neg	yefM//yoeB//
YefM_neg	yefM//yoeB//
YeiL_pos	yeiL//
YhaJ_pos	bssS//
YiaJ_neg	lyxK//sgbE//sgbH//sgbU//yiaJ//yiaK//yiaL//yiaM//yiaN//yiaO//
YjjQ_neg	dgcN//flhC//flhD//gfcA//ompC//ybhL//yciX//yfiB//yfiR//ymiA//
YpdB_pos	yhjX//
YqhC_pos	dkgA//yqhD//
YqjI_neg	yqjH//yqjI//
ZntR_pos	zntA//
ZraR_pos	zraP//zraR//zraS//
Zur_neg	ykgM//ykgO//zinT//znuA//znuB//znuC//
