# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 03:59:08 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_simple/
# GO levels of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/levels/simple_random_levels.txt 
# Columns= Group name
# Rows= Random set
	AcrR	Ada	AgaR	AlaS	AllR	AllS	AlsR	ArcA	ArgP	ArgR	ArsR	AscG	AsnC	BasR	BirA	BluR	BolA	CRP	CdaR	CecR	CpxR	Cra	CreB	CsgD	CueR	CynR	CysB	Dan	DhaR	DicA	DnaA	EvgA	FNR	FadR	FeaR	Fis	FlhDC	FliZ	Fur	GadX	GcvA	H-NS	HU	HcaR	IHF	IlvY	IscR	KdpE	LeuO	LexA	LrhA	Lrp	LysR	MalT	MarA	MatA	McbR	MetJ	MlrA	MngR	MntR	MprA	MqsA	MurR	Nac	NadR	NagC	NanR	NimR	NsrR	NtrC	OmpR	OxyR	PaaX	PepA	PgrR	PhoB	PhoP	PspF	PurR	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	Rob	RutR	SdiA	SgrR	SoxS	SutR	TorR	TrpR	TyrR	UidR	UvrY	XapR	YdeO	YjjQ	YpdB	YqhC	ZntR	ZraR	Zur
ran_37.txt	NA	1.00	0.57	NA	0.44	1.00	0.50	NA	0.67	1.00	1.00	NA	NA	NA	0.67	NA	0.50	0.56	1.00	0.67	0.67	0.64	NA	0.50	NA	0.75	0.38	0.67	0.67	0.43	NA	0.40	0.58	0.71	NA	0.45	0.65	NA	0.63	0.50	1.00	0.80	0.50	0.50	0.67	1.00	0.60	1.00	0.33	0.50	NA	0.40	NA	NA	NA	NA	NA	0.50	0.40	NA	NA	0.50	0.50	NA	0.75	0.67	1.00	0.50	1.00	0.44	0.71	0.67	0.75	NA	NA	0.50	0.56	0.69	NA	0.64	NA	0.67	0.50	NA	0.60	1.00	0.56	NA	NA	NA	0.67	0.67	1.00	NA	0.80	NA	NA	NA	0.50	NA	0.71	NA	1.00	NA	NA	0.67
ran_38.txt	NA	NA	0.43	NA	0.57	NA	0.75	NA	0.50	1.00	0.67	NA	NA	NA	0.67	1.00	NA	0.44	0.60	0.50	0.48	0.46	NA	0.83	0.50	1.00	0.57	0.67	NA	0.57	1.00	0.67	0.65	0.60	NA	0.61	0.45	NA	0.50	0.67	NA	0.56	NA	0.75	0.60	NA	0.33	0.75	0.50	0.48	NA	0.54	NA	NA	NA	NA	NA	0.50	0.67	0.67	NA	0.50	0.50	NA	0.75	0.50	1.00	1.00	0.50	0.75	0.50	0.50	0.57	0.50	NA	0.57	0.65	0.55	NA	0.55	NA	1.00	0.67	NA	0.25	0.67	0.56	NA	NA	NA	0.50	0.67	NA	NA	0.60	0.50	NA	1.00	NA	NA	0.75	NA	NA	NA	NA	0.50
ran_39.txt	NA	0.67	0.50	NA	0.83	0.67	0.60	0.50	0.67	0.38	0.67	NA	NA	NA	0.50	0.67	NA	0.65	0.60	0.75	0.45	0.67	NA	0.57	NA	1.00	0.43	0.67	1.00	0.80	0.50	0.33	0.40	0.50	NA	0.50	0.52	NA	0.68	0.67	1.00	0.50	NA	0.50	0.75	0.50	0.33	0.50	0.50	0.46	NA	0.58	NA	NA	NA	1.00	NA	0.75	0.67	0.50	NA	0.67	NA	NA	0.50	1.00	0.50	1.00	1.00	0.61	0.36	0.50	0.50	NA	NA	0.40	0.46	0.44	NA	0.30	NA	0.67	NA	NA	0.60	0.50	0.44	NA	NA	NA	0.60	0.25	NA	NA	0.75	1.00	NA	0.50	NA	0.50	0.33	NA	NA	NA	NA	0.60
ran_4.txt	NA	0.33	0.75	NA	0.43	1.00	0.50	1.00	NA	0.67	0.50	NA	NA	NA	0.50	0.67	0.50	0.58	0.67	0.50	0.57	0.73	NA	0.50	NA	0.67	0.80	0.67	0.50	0.38	1.00	0.40	0.41	0.29	NA	0.50	0.56	NA	0.56	0.71	NA	0.92	NA	1.00	0.75	NA	0.50	0.50	0.67	0.55	NA	0.78	NA	NA	NA	1.00	NA	0.50	0.75	0.33	0.50	NA	0.50	NA	0.50	0.50	0.50	NA	1.00	0.48	0.42	0.67	0.57	NA	NA	0.60	0.60	0.33	NA	0.43	NA	NA	NA	NA	0.75	0.67	0.38	NA	NA	NA	0.75	0.80	1.00	NA	0.40	1.00	NA	0.50	NA	NA	0.60	NA	0.50	NA	NA	0.60
ran_40.txt	NA	0.50	0.67	NA	0.75	0.50	0.50	1.00	NA	0.33	0.50	NA	NA	NA	1.00	NA	NA	0.62	0.75	0.50	0.58	0.33	NA	0.43	1.00	0.50	0.86	1.00	NA	0.67	1.00	0.60	0.50	0.80	NA	0.66	0.50	NA	0.52	0.33	1.00	0.82	1.00	0.40	1.00	0.50	0.71	0.50	0.67	0.48	NA	0.44	NA	NA	0.50	NA	NA	0.50	0.75	0.67	NA	0.67	NA	NA	0.50	1.00	0.75	1.00	1.00	0.68	0.54	0.67	0.83	NA	NA	0.71	0.53	0.45	NA	0.38	NA	0.67	0.50	NA	NA	0.33	0.78	NA	NA	NA	0.50	0.50	NA	NA	0.60	0.50	NA	1.00	NA	0.50	0.50	NA	0.50	NA	NA	1.00
ran_41.txt	NA	1.00	0.80	NA	0.71	0.33	0.60	0.50	NA	0.56	0.50	NA	NA	NA	0.40	0.67	1.00	0.37	1.00	0.67	0.59	0.55	NA	0.67	1.00	1.00	0.57	0.67	0.50	0.40	1.00	0.40	0.50	0.50	NA	0.69	0.70	NA	0.86	0.83	NA	0.46	NA	0.60	0.33	NA	0.50	1.00	0.40	0.57	NA	0.58	NA	NA	NA	1.00	NA	0.50	0.60	0.50	NA	0.67	NA	NA	0.75	1.00	1.00	NA	NA	0.55	0.67	0.67	0.86	NA	NA	0.43	0.44	0.64	NA	0.58	NA	NA	0.50	NA	0.67	1.00	0.62	NA	NA	NA	0.67	0.83	NA	NA	0.40	1.00	NA	0.50	0.50	0.50	0.60	NA	NA	NA	NA	0.40
ran_42.txt	NA	0.50	0.25	NA	0.67	NA	0.80	NA	0.67	0.67	0.50	NA	NA	NA	0.67	0.67	0.50	0.57	0.50	0.75	0.78	0.33	NA	0.60	0.50	NA	0.62	0.50	0.50	0.40	1.00	0.83	0.41	0.75	NA	0.53	0.42	NA	0.44	0.67	NA	0.43	0.50	0.50	0.43	1.00	0.75	0.25	0.50	0.60	NA	0.40	NA	NA	0.50	NA	NA	0.67	1.00	1.00	NA	0.67	0.50	NA	0.40	0.67	1.00	NA	1.00	0.50	0.45	0.67	0.57	1.00	NA	0.40	0.52	0.73	NA	0.45	NA	0.67	1.00	NA	0.50	1.00	0.80	NA	NA	NA	0.80	0.50	NA	NA	0.50	1.00	NA	1.00	1.00	NA	0.40	NA	0.50	NA	NA	1.00
ran_43.txt	NA	NA	0.67	NA	0.50	0.50	0.60	0.50	0.50	0.62	NA	NA	NA	NA	1.00	1.00	0.50	0.40	0.75	0.80	0.56	0.62	NA	0.43	NA	0.50	0.43	0.67	0.50	0.60	1.00	1.00	0.57	0.60	NA	0.56	0.58	NA	0.58	1.00	NA	0.78	NA	0.60	0.67	NA	0.33	1.00	0.50	0.41	NA	0.50	NA	NA	1.00	NA	NA	0.75	0.50	0.50	1.00	0.50	NA	NA	0.67	1.00	0.25	NA	NA	0.46	0.42	0.50	0.29	NA	NA	0.50	0.50	0.58	NA	0.67	NA	NA	0.50	NA	1.00	1.00	0.62	NA	NA	NA	1.00	0.80	NA	NA	0.29	1.00	NA	NA	NA	0.50	0.60	NA	1.00	NA	NA	0.67
ran_44.txt	NA	0.33	0.67	NA	0.43	0.67	0.50	0.50	0.33	0.64	NA	NA	NA	NA	0.50	1.00	1.00	0.57	0.40	1.00	0.43	0.45	NA	0.50	NA	0.50	0.83	0.67	0.50	0.50	0.50	0.40	0.42	0.50	NA	0.56	0.64	NA	0.83	0.80	0.50	0.75	0.50	0.60	0.33	NA	0.50	0.75	0.50	0.57	NA	0.45	NA	NA	1.00	NA	NA	0.60	0.40	0.50	NA	0.67	0.50	NA	0.25	1.00	0.67	NA	NA	0.58	0.73	0.50	0.75	NA	NA	0.43	0.50	0.55	NA	0.64	NA	1.00	0.67	NA	0.67	1.00	0.62	NA	NA	NA	1.00	0.40	1.00	NA	0.50	1.00	NA	NA	NA	0.50	0.67	NA	0.50	NA	NA	NA
ran_45.txt	NA	0.50	0.67	NA	0.60	NA	0.60	0.50	0.67	0.40	1.00	NA	NA	NA	0.67	1.00	0.50	0.51	1.00	0.60	0.48	0.75	NA	0.40	0.50	0.50	0.57	NA	0.33	0.50	1.00	0.33	0.57	0.50	NA	0.52	0.45	NA	0.78	0.50	NA	0.44	0.50	0.80	0.83	NA	0.25	0.50	0.40	0.38	NA	0.45	NA	NA	1.00	NA	NA	1.00	0.50	0.50	NA	0.50	1.00	NA	0.33	0.50	0.50	0.50	NA	0.54	0.33	0.67	0.57	NA	NA	0.60	0.57	0.38	NA	0.50	NA	0.67	0.67	NA	0.50	0.50	0.62	NA	NA	NA	0.40	1.00	0.50	NA	0.50	NA	NA	NA	0.50	NA	0.40	NA	0.50	NA	NA	1.00
ran_46.txt	NA	0.50	0.83	NA	0.50	0.67	0.67	0.50	NA	0.55	NA	NA	NA	NA	0.33	0.67	NA	0.62	0.50	0.50	0.55	0.50	NA	0.60	NA	0.67	0.43	0.33	1.00	0.80	NA	0.50	0.67	0.67	NA	0.48	0.56	NA	0.64	0.50	1.00	0.56	NA	0.60	0.86	0.50	0.43	1.00	0.60	0.56	NA	0.45	NA	NA	0.50	NA	NA	0.67	0.33	1.00	0.50	NA	1.00	NA	0.50	0.67	0.80	NA	0.50	0.44	0.58	0.33	0.57	NA	NA	0.60	0.42	0.70	NA	0.44	NA	NA	NA	NA	0.40	0.67	0.56	NA	NA	NA	0.33	0.60	1.00	NA	0.50	0.50	NA	0.50	1.00	NA	0.60	NA	1.00	NA	NA	0.40
ran_47.txt	NA	NA	0.33	NA	0.40	NA	0.50	1.00	0.67	0.50	0.50	NA	NA	NA	0.25	0.75	NA	0.64	0.75	0.60	0.52	0.82	NA	1.00	NA	NA	0.70	0.50	1.00	0.67	0.50	1.00	0.45	0.67	NA	0.60	0.47	NA	0.67	0.50	NA	0.38	0.50	0.40	0.20	0.50	0.50	0.75	1.00	0.57	NA	0.40	NA	NA	NA	NA	NA	1.00	1.00	0.67	0.50	NA	NA	NA	1.00	0.67	0.50	1.00	NA	0.61	0.70	0.67	0.75	0.50	NA	0.67	0.47	0.36	NA	0.67	NA	0.50	1.00	NA	0.67	0.50	0.78	NA	NA	NA	0.50	0.75	0.50	NA	0.75	0.67	NA	NA	0.50	NA	0.33	NA	NA	NA	NA	0.80
ran_48.txt	NA	0.50	0.67	NA	0.50	1.00	0.67	NA	1.00	0.30	0.67	NA	NA	NA	1.00	0.50	NA	0.49	1.00	0.25	0.54	0.45	NA	0.50	NA	0.50	0.50	1.00	0.33	0.50	0.50	1.00	0.45	0.71	NA	0.42	0.48	NA	0.44	0.50	0.50	0.67	NA	0.25	0.43	NA	0.57	0.33	0.33	0.56	NA	0.79	NA	NA	0.50	NA	NA	0.60	0.50	NA	0.50	0.50	NA	NA	0.67	1.00	0.67	NA	1.00	0.55	0.56	1.00	0.62	NA	NA	0.40	0.50	0.50	NA	0.57	NA	NA	0.50	NA	0.67	0.67	0.38	NA	NA	NA	0.75	0.40	1.00	NA	0.57	0.50	NA	NA	1.00	0.50	0.80	NA	1.00	NA	NA	0.67
ran_49.txt	NA	0.33	0.83	NA	0.86	0.50	0.75	0.50	0.33	0.64	1.00	NA	NA	NA	0.80	0.67	NA	0.45	0.50	0.67	0.55	0.67	NA	0.57	NA	0.50	0.67	1.00	0.67	0.67	NA	1.00	0.53	0.67	NA	0.68	0.52	NA	0.47	1.00	NA	0.89	NA	0.25	0.50	1.00	1.00	1.00	0.50	0.63	NA	0.50	NA	NA	0.50	0.50	NA	0.60	0.67	0.67	NA	NA	0.50	NA	0.75	0.50	0.50	NA	0.50	0.71	0.67	0.50	0.50	0.50	NA	0.75	0.71	0.56	NA	0.57	NA	0.50	1.00	NA	0.33	NA	0.75	NA	NA	NA	0.33	0.40	NA	NA	0.71	0.67	NA	NA	NA	1.00	0.75	NA	1.00	NA	NA	0.40
ran_5.txt	NA	NA	0.33	NA	0.40	0.50	0.40	NA	0.50	0.54	NA	NA	NA	NA	0.33	0.67	0.50	0.55	0.33	0.67	0.46	0.67	NA	0.43	NA	0.50	0.71	0.50	0.67	0.50	0.50	0.50	0.58	0.67	NA	0.63	0.54	NA	0.75	0.50	NA	0.50	NA	0.33	0.60	1.00	0.57	0.67	0.67	0.54	NA	0.82	NA	NA	NA	0.50	NA	1.00	0.75	0.33	0.50	0.67	0.50	NA	0.80	NA	1.00	NA	NA	0.78	0.60	1.00	0.50	NA	NA	0.43	0.38	0.64	NA	1.00	NA	0.67	NA	NA	0.75	0.75	0.50	NA	NA	NA	0.67	0.50	NA	NA	0.40	0.50	NA	NA	NA	NA	0.33	NA	NA	NA	NA	0.50
ran_50.txt	NA	0.67	0.75	NA	0.60	NA	0.67	NA	1.00	0.67	1.00	NA	NA	NA	0.75	NA	1.00	0.55	1.00	0.80	0.67	0.77	NA	0.25	1.00	0.50	0.75	0.50	0.75	0.83	NA	0.57	0.45	0.50	NA	0.54	0.67	NA	0.46	0.57	NA	0.67	0.50	0.33	0.50	NA	0.50	0.50	1.00	0.54	NA	0.50	NA	NA	1.00	1.00	NA	0.67	0.60	0.50	NA	NA	0.50	NA	0.40	0.67	0.33	1.00	NA	0.72	0.45	0.50	0.71	0.50	NA	0.83	0.50	0.57	NA	0.60	NA	0.67	0.50	NA	0.75	NA	0.50	NA	NA	NA	0.50	0.50	NA	NA	0.60	1.00	NA	NA	NA	NA	0.67	NA	1.00	NA	NA	0.75
ran_51.txt	NA	0.67	0.40	NA	0.67	0.50	0.50	NA	0.50	0.62	0.67	NA	NA	NA	0.75	1.00	NA	0.63	0.67	0.50	0.39	0.64	NA	0.43	NA	0.67	0.50	1.00	1.00	0.71	0.50	0.60	0.67	0.57	NA	0.64	0.52	NA	0.79	1.00	0.50	0.44	1.00	0.50	0.75	0.50	0.75	1.00	0.80	0.58	NA	0.69	NA	NA	NA	0.50	NA	0.67	0.80	1.00	1.00	0.67	1.00	NA	1.00	0.50	0.50	NA	NA	0.67	0.64	0.50	0.50	NA	NA	0.60	0.64	0.50	NA	0.50	NA	1.00	0.67	NA	0.75	0.50	0.50	NA	NA	NA	0.50	0.40	1.00	NA	0.83	NA	NA	NA	NA	NA	1.00	NA	0.50	NA	NA	0.67
ran_52.txt	NA	0.33	0.50	NA	0.57	0.67	0.75	1.00	1.00	0.50	NA	NA	NA	NA	0.50	1.00	0.50	0.43	0.67	0.67	0.45	0.50	NA	0.50	0.50	0.67	0.43	0.67	0.50	0.38	0.50	0.57	0.48	0.83	NA	0.54	0.52	NA	0.59	0.83	NA	0.70	0.50	0.75	0.50	1.00	0.83	1.00	0.60	0.58	NA	0.67	NA	NA	NA	0.50	NA	0.40	0.50	1.00	NA	0.67	NA	NA	0.67	0.67	0.50	1.00	0.50	0.58	0.73	0.67	0.60	0.50	NA	0.50	0.48	0.62	NA	0.58	NA	1.00	0.50	NA	0.60	0.67	0.56	NA	NA	NA	0.67	0.50	NA	NA	1.00	1.00	NA	1.00	0.50	1.00	1.00	NA	NA	NA	NA	0.50
ran_53.txt	NA	1.00	0.67	NA	0.50	1.00	1.00	0.50	NA	0.75	0.50	NA	NA	NA	0.50	0.67	1.00	0.55	0.75	0.75	0.48	0.89	NA	0.75	NA	0.75	0.80	0.67	NA	0.71	0.50	0.83	0.45	0.50	NA	0.65	0.46	NA	0.53	0.50	NA	0.64	NA	0.50	0.67	NA	0.50	0.33	0.40	0.63	NA	0.50	NA	NA	0.50	1.00	NA	1.00	0.67	NA	0.50	1.00	NA	NA	1.00	0.50	1.00	NA	0.50	0.56	0.50	0.67	0.60	1.00	NA	0.60	0.43	0.58	NA	0.50	NA	1.00	0.50	NA	0.60	0.75	0.44	NA	NA	NA	0.40	0.50	NA	NA	0.57	0.50	NA	0.50	0.50	1.00	0.40	NA	NA	NA	NA	0.75
ran_54.txt	NA	0.50	0.80	NA	0.75	0.50	0.67	NA	0.67	0.57	1.00	NA	NA	NA	1.00	0.75	NA	0.49	0.50	1.00	0.71	0.44	NA	0.57	NA	0.50	0.40	0.50	1.00	0.50	NA	0.50	0.50	0.50	NA	0.44	0.48	NA	0.81	0.60	1.00	0.64	NA	0.50	0.80	NA	0.50	1.00	1.00	0.52	NA	0.78	NA	NA	0.50	0.50	NA	0.40	0.50	0.67	1.00	0.50	NA	NA	0.67	1.00	0.75	0.50	0.50	0.55	0.71	0.75	0.60	NA	NA	0.33	0.40	0.54	NA	0.55	NA	NA	0.33	NA	1.00	1.00	0.44	NA	NA	NA	0.25	0.80	0.50	NA	0.50	0.33	NA	0.50	0.50	1.00	0.50	NA	0.50	NA	NA	0.75
ran_55.txt	NA	0.50	1.00	NA	0.43	0.50	0.25	0.50	1.00	0.50	0.67	NA	NA	NA	0.40	0.75	NA	0.51	0.67	1.00	0.48	0.50	NA	0.67	1.00	0.33	0.57	0.50	0.50	0.57	0.50	1.00	0.50	0.50	NA	0.56	0.64	NA	0.58	0.60	1.00	0.67	NA	0.67	0.67	1.00	0.57	0.50	0.75	0.54	NA	0.50	NA	NA	0.50	1.00	NA	1.00	0.40	0.50	NA	1.00	NA	NA	0.67	1.00	0.50	NA	0.50	0.57	0.46	1.00	0.80	NA	NA	0.60	0.59	0.50	NA	0.80	NA	NA	1.00	NA	0.67	0.50	0.78	NA	NA	NA	1.00	0.80	NA	NA	0.57	1.00	NA	NA	1.00	1.00	0.50	NA	NA	NA	NA	0.75
ran_56.txt	NA	0.50	0.43	NA	0.71	0.33	1.00	0.50	1.00	0.54	1.00	NA	NA	NA	0.75	0.50	NA	0.51	0.50	0.67	0.58	0.33	NA	0.57	1.00	NA	0.50	0.67	0.50	0.60	NA	1.00	0.55	0.40	NA	0.64	0.58	NA	0.62	0.60	0.50	0.60	NA	0.50	0.67	1.00	0.67	0.50	0.50	0.68	NA	0.50	NA	NA	NA	NA	NA	0.80	0.40	0.50	NA	1.00	1.00	NA	0.50	1.00	0.50	0.50	0.50	0.52	0.69	0.50	1.00	NA	NA	0.71	0.47	0.67	NA	0.50	NA	0.67	0.67	NA	0.67	0.33	0.75	NA	NA	NA	0.67	0.75	1.00	NA	0.67	1.00	NA	NA	1.00	NA	0.83	NA	NA	NA	NA	0.50
ran_57.txt	NA	NA	1.00	NA	0.67	0.33	0.50	1.00	0.50	0.44	1.00	NA	NA	NA	0.75	0.67	NA	0.61	0.33	1.00	0.50	0.80	NA	0.44	NA	0.50	0.80	0.50	0.50	0.50	0.50	1.00	0.50	1.00	NA	0.34	0.55	NA	0.58	0.75	NA	0.50	NA	0.80	1.00	NA	0.60	1.00	0.50	0.44	NA	0.58	NA	NA	1.00	0.50	NA	1.00	0.67	0.67	NA	1.00	NA	NA	0.33	0.50	0.67	1.00	1.00	0.75	0.50	0.50	0.43	NA	NA	0.50	0.50	0.54	NA	0.73	NA	0.50	0.67	NA	0.33	1.00	0.43	NA	NA	NA	0.67	0.50	NA	NA	0.57	NA	NA	NA	0.50	1.00	0.40	NA	0.50	NA	NA	0.67
ran_58.txt	NA	0.67	0.67	NA	0.50	1.00	1.00	NA	1.00	0.36	0.33	NA	NA	NA	0.67	0.50	0.50	0.69	0.50	0.75	0.61	0.71	NA	0.83	0.50	0.67	0.57	0.67	1.00	0.50	NA	0.75	0.50	0.50	NA	0.46	0.73	NA	0.59	0.75	0.50	0.55	1.00	0.60	0.50	NA	0.75	0.67	0.60	0.65	NA	0.73	NA	NA	NA	0.50	NA	0.50	0.25	1.00	0.50	1.00	NA	NA	0.75	1.00	1.00	NA	NA	0.67	0.57	1.00	0.57	NA	NA	1.00	0.35	0.50	NA	0.50	NA	0.50	0.50	NA	0.40	0.75	0.44	NA	NA	NA	1.00	0.40	NA	NA	1.00	0.50	NA	NA	1.00	0.50	0.57	NA	1.00	NA	NA	1.00
ran_59.txt	NA	0.50	0.33	NA	0.50	0.33	0.50	0.50	1.00	0.78	0.67	NA	NA	NA	0.80	1.00	NA	0.50	0.67	NA	0.60	0.67	NA	0.50	1.00	0.50	0.83	0.50	0.67	0.50	0.50	0.43	0.44	0.75	NA	0.63	0.55	NA	0.60	0.40	0.50	0.54	0.50	0.40	0.75	NA	0.57	0.50	0.50	0.70	NA	0.62	NA	NA	NA	1.00	NA	1.00	1.00	0.33	0.50	0.50	0.50	NA	0.60	NA	0.50	0.50	1.00	0.59	0.60	0.33	0.80	NA	NA	0.60	0.71	0.50	NA	0.38	NA	NA	0.33	NA	0.67	1.00	0.57	NA	NA	NA	0.33	0.50	NA	NA	0.50	NA	NA	NA	0.50	0.50	0.50	NA	NA	NA	NA	0.50
ran_6.txt	NA	1.00	0.33	NA	0.60	0.33	0.67	0.50	0.50	0.50	0.50	NA	NA	NA	0.75	0.50	NA	0.53	1.00	0.67	0.48	0.50	NA	0.43	1.00	0.33	0.75	0.50	0.67	0.50	NA	0.60	0.58	0.60	NA	0.49	0.38	NA	0.50	0.33	NA	0.44	0.50	0.60	0.50	NA	0.67	1.00	0.83	0.52	NA	0.60	NA	NA	0.50	0.50	NA	0.60	0.67	0.33	0.50	NA	NA	NA	1.00	0.50	0.67	NA	0.50	0.54	0.57	1.00	0.67	0.50	NA	0.50	0.52	0.50	NA	0.67	NA	0.50	1.00	NA	0.67	0.50	0.43	NA	NA	NA	0.50	0.40	NA	NA	0.50	0.33	NA	NA	NA	1.00	0.50	NA	0.50	NA	NA	0.67
ran_60.txt	NA	NA	0.50	NA	0.75	0.33	0.50	NA	0.67	0.62	0.50	NA	NA	NA	0.33	1.00	NA	0.46	0.67	0.67	0.58	0.60	NA	0.50	NA	0.33	0.33	0.50	0.67	0.33	NA	0.75	0.68	0.50	NA	0.51	0.67	NA	0.63	0.50	1.00	0.45	1.00	0.75	1.00	0.50	0.40	0.75	0.33	0.44	NA	0.64	NA	NA	NA	0.50	NA	0.60	0.50	1.00	NA	0.50	1.00	NA	0.50	0.67	0.67	1.00	NA	0.52	0.64	0.75	0.43	1.00	NA	0.75	0.56	0.71	NA	0.33	NA	NA	0.50	NA	0.60	0.67	0.67	NA	NA	NA	0.80	0.40	0.50	NA	0.43	0.67	NA	NA	0.50	1.00	0.67	NA	NA	NA	NA	0.40
ran_61.txt	NA	0.67	0.67	NA	0.50	0.67	0.33	NA	1.00	0.67	0.50	NA	NA	NA	0.67	0.67	NA	0.73	0.67	0.50	0.40	0.67	NA	0.43	1.00	0.33	0.57	0.25	1.00	0.60	NA	0.43	0.38	0.71	NA	0.53	0.61	NA	0.47	0.75	NA	0.45	0.50	0.67	0.75	0.50	0.57	0.75	1.00	0.54	NA	0.67	NA	NA	1.00	NA	NA	1.00	0.67	1.00	NA	0.50	NA	NA	0.60	0.33	0.40	0.50	1.00	0.59	0.47	0.33	0.57	NA	NA	0.80	0.50	0.56	NA	0.36	NA	0.67	0.50	NA	0.50	1.00	0.50	NA	NA	NA	0.60	0.40	NA	NA	0.50	NA	NA	NA	1.00	0.50	0.60	NA	1.00	NA	NA	0.50
ran_62.txt	NA	0.50	0.80	NA	0.75	NA	0.50	NA	0.50	0.33	NA	NA	NA	NA	0.50	1.00	0.50	0.59	0.67	0.50	0.41	0.75	NA	0.40	1.00	0.67	0.67	1.00	1.00	0.71	NA	0.40	0.68	0.86	NA	0.42	0.50	NA	0.53	0.80	NA	0.43	NA	0.67	0.50	0.50	0.50	0.67	0.50	0.58	NA	0.62	NA	NA	NA	NA	NA	0.50	0.75	0.67	NA	0.67	0.50	NA	0.50	0.50	0.50	1.00	0.50	0.55	0.44	0.33	0.38	1.00	NA	1.00	0.45	0.69	NA	0.57	NA	0.67	NA	NA	1.00	0.50	0.62	NA	NA	NA	0.50	0.67	NA	NA	0.57	0.67	NA	0.50	NA	1.00	1.00	NA	NA	NA	NA	0.75
ran_63.txt	NA	0.50	0.75	NA	0.80	1.00	0.50	0.50	NA	0.64	0.67	NA	NA	NA	0.25	0.33	NA	0.54	0.50	0.67	0.35	0.42	NA	0.57	1.00	0.50	0.83	0.50	1.00	0.50	NA	0.67	0.50	0.71	NA	0.55	0.62	NA	0.52	0.67	NA	0.50	NA	0.75	0.50	NA	0.38	0.67	1.00	0.59	NA	0.56	NA	NA	NA	NA	NA	1.00	0.33	0.33	NA	0.67	NA	NA	NA	1.00	0.60	NA	0.50	0.73	0.50	0.67	0.83	1.00	NA	0.50	0.45	0.42	NA	0.43	NA	0.67	1.00	NA	0.50	1.00	0.62	NA	NA	NA	0.50	0.75	0.50	NA	0.57	NA	NA	0.50	NA	1.00	0.67	NA	1.00	NA	NA	0.75
ran_64.txt	NA	0.33	0.75	NA	0.44	0.50	0.60	0.50	0.67	0.33	0.67	NA	NA	NA	0.50	0.67	NA	0.62	0.40	1.00	0.59	0.45	NA	0.50	NA	1.00	0.50	0.50	0.75	0.60	NA	0.50	0.67	0.50	NA	0.53	0.48	NA	0.57	0.75	0.50	0.67	NA	0.50	0.50	NA	0.60	0.75	0.75	0.70	NA	0.60	NA	NA	1.00	1.00	NA	0.75	0.50	NA	NA	1.00	NA	NA	0.50	0.67	1.00	NA	NA	0.40	0.65	0.67	1.00	0.50	NA	0.50	0.65	0.36	NA	0.60	NA	0.67	1.00	NA	0.50	0.67	0.57	NA	NA	NA	0.50	0.50	1.00	NA	0.43	1.00	NA	NA	0.50	1.00	0.60	NA	NA	NA	NA	0.50
ran_65.txt	NA	0.50	0.50	NA	0.67	0.67	1.00	NA	0.67	0.70	1.00	NA	NA	NA	0.33	0.33	NA	0.54	0.75	0.33	0.50	0.50	NA	0.33	0.50	0.33	0.57	0.50	0.50	0.67	NA	0.83	0.57	0.40	NA	0.53	0.61	NA	0.65	0.57	NA	0.44	NA	0.50	0.25	NA	0.60	0.33	0.75	0.50	NA	0.50	NA	NA	NA	0.50	NA	0.50	0.33	1.00	NA	0.67	0.50	NA	0.67	1.00	0.75	1.00	NA	0.56	0.53	0.50	0.67	0.50	NA	0.67	0.52	0.54	NA	0.62	NA	0.67	NA	NA	0.50	0.75	0.56	NA	NA	NA	0.25	0.60	1.00	NA	0.67	1.00	NA	1.00	0.50	NA	0.67	NA	0.50	NA	NA	0.75
ran_66.txt	NA	0.50	0.75	NA	0.43	NA	0.25	NA	0.67	0.45	1.00	NA	NA	NA	0.67	0.50	1.00	0.50	0.40	0.33	0.60	0.64	NA	0.75	0.50	0.67	0.44	0.50	0.67	0.43	0.50	0.50	0.50	0.50	NA	0.48	0.55	NA	0.61	0.60	1.00	0.75	NA	1.00	0.50	NA	1.00	0.33	0.67	0.52	NA	0.60	NA	NA	NA	1.00	NA	0.67	0.40	NA	NA	0.33	NA	NA	0.67	NA	0.67	0.50	0.50	0.71	0.58	0.75	0.57	NA	NA	0.83	0.58	0.55	NA	0.33	NA	1.00	0.67	NA	0.80	0.50	0.56	NA	NA	NA	0.60	0.50	NA	NA	0.40	0.67	NA	NA	1.00	NA	0.40	NA	1.00	NA	NA	0.50
