# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	btuE//
go_0015912_8	ilvC//
go_0015914_7	spoT//
go_0015920_7	ldtD//wcaJ//
go_0015937_7	cheB//cdh//mhpD//galE//
go_0015940_6	yciV//
go_0015944_4	panC//glmS//tag//
go_0015949_5	accC//sthA//psd//gluQ//appA//gloC//bglA//hisF//yrfG//uvrA//sodC//ilvA//uidA//gdhA//bioH//nagB//rbn//nudF//
go_0015950_6	clsC//
go_0015951_7	etp//pykF//
go_0015968_6	
go_0015969_8	icd//metE//
go_0015976_2	feaB//
go_0015986_7	
go_0015990_10	prpC//ndk//
go_0016024_7	ldtA//
go_0016032_5	rpiB//
go_0016036_6	rluD//gcl//
go_0016042_5	
go_0016052_5	ung//yciV//entE//allC//
go_0016075_8	nadK//
go_0016078_8	pnp//
go_0016094_6	adiA//fadE//
go_0016226_5	rsmE//ynfE//moaE//dcyD//
go_0016259_7	gloC//
go_0016260_8	panB//torC//mrcB//
go_0016310_6	alsE//uvrC//fadA//leuD//tdcD//eptC//narZ//tsaB//xapA//ansA//selA//rimK//chbF//hisI//murD//araB//xylA//
go_0016311_6	recJ//aroH//leuA//aceB//leuA//kdsA//thiC//thrB//hpt//allB//ligB//queA//yeaE//waaG//pdxH//ybiV//hisA//pfkA//speB//uxaA//ushA//glpA//ppk//pgpA//cysH//ubiE//narV//pagP//dbpA//ubiH//galM//mrcB//rlmD//entA//nfsB//hypF//insI-2//ahpC//phnM//cheB//
go_0016458_3	
go_0016485_6	yigB//ligA//
go_0016540_7	xapA//frlB//
go_0016579_7	ligB//
go_0016998_5	mltF//
go_0017001_5	rsmA//
go_0017003_8	speA//
go_0017004_7	mmuM//
go_0017013_7	
go_0017038_6	
go_0017148_8	ilvA//patA//mnaT//ttdB//idi//
go_0017189_7	lgoD//
go_0017198_7	pyrF//
go_0018012_8	rihC//
go_0018023_7	tdh//
go_0018063_8	aroH//
go_0018070_8	serB//gadA//
go_0018104_8	ligB//rutE//pdeF//pheS//gpmA//
go_0018105_8	cyaA//
go_0018106_8	
go_0018108_8	paaA//
go_0018117_8	
go_0018125_6	preA//
go_0018131_6	folX//
go_0018160_8	ycjU//
go_0018206_8	sseA//
go_0018247_9	aroH//
go_0018283_6	
go_0018298_7	aes//
go_0018307_7	pykA//
go_0018315_8	sgbH//
go_0018339_9	glpK//
go_0018345_8	ndh//
go_0018364_6	ubiE//galU//
go_0018378_9	
go_0018393_10	glxK//
go_0018394_9	dmsB//
go_0018410_8	azoR//
go_0018909_5	hcaD//
go_0018937_4	tag//
go_0019042_6	mltD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	waaL//
go_0019243_7	entD//purA//yjjX//lldD//
go_0019249_6	wecB//
go_0019250_7	nagK//
go_0019262_6	pykF//avtA//yahK//glgB//cysD//
go_0019264_7	menD//
go_0019272_9	mnmE//ilvA//
go_0019284_7	tgt//citE//
go_0019285_5	betB//mog//
go_0019288_6	pcm//pfkB//glxR//ilvH//
go_0019290_5	
go_0019292_8	fabZ//
go_0019294_6	phnG//yrfG//pgaB//acpT//
go_0019299_6	waaJ//
go_0019301_7	nudG//cpdA//nrdA//amyA//nanK//asnS//idnD//
go_0019303_7	cysC//ribC//
go_0019305_7	ppiC//
go_0019309_7	fbaA//
go_0019316_8	rffG//wrbA//sucC//
go_0019318_5	fabD//
go_0019323_6	ttdA//lsrK//purF//yjjG//menH//tmcA//ygeX//
go_0019324_6	ilvN//hcaF//hisD//lpoA//lpxH//
go_0019343_8	pyrG//
go_0019344_7	yfdR//
go_0019346_7	trmL//
go_0019353_8	nadA//hisA//curA//sdhC//
go_0019354_6	nanA//
go_0019379_5	glnS//
go_0019380_6	otsA//argH//
go_0019388_7	trmA//
go_0019391_6	azoR//
go_0019394_7	hemH//
go_0019395_5	gltB//
go_0019404_8	lpxC//lpxK//
go_0019413_6	ynfH//ispG//
go_0019419_4	aspS//
go_0019427_7	cysD//
go_0019430_5	narY//pdeH//sucA//
go_0019432_7	dapB//
go_0019439_5	lpxH//waaC//
go_0019447_8	folP//
go_0019450_9	yjiA//
go_0019464_7	sbcB//pykA//frmB//nirD//sdhA//yciV//
go_0019480_4	dnaE//
go_0019509_7	
go_0019516_4	metL//udp//
go_0019521_6	proS//apaH//
go_0019542_6	fadM//
go_0019545_6	umpG//
go_0019546_9	fkpA//
go_0019563_7	ddlA//ubiA//ldtA//
go_0019568_7	lsrG//spoT//
go_0019569_7	malZ//glmS//phnN//
go_0019571_8	leuS//fadM//phnO//
go_0019572_8	bacA//
go_0019584_7	
go_0019588_7	trmL//cmoA//
go_0019592_8	argC//
go_0019595_8	ubiF//
go_0019607_6	hisI//mepS//
go_0019622_6	araA//glcE//prpD//
go_0019629_7	ulaG//arnT//
go_0019632_5	gcvH//mrcA//sgbE//entE//
go_0019634_5	ydiF//
go_0019645_6	nagZ//hinT//ung//
go_0019646_6	lpoB//gcvT//alkA//fumA//
go_0019664_6	slt//truD//
go_0019665_5	gltD//
go_0019673_6	mnmC//
go_0019676_3	mngB//
go_0019677_8	
go_0019679_7	hemF//guaC//dapA//
go_0019686_6	rlmH//
go_0019698_7	tadA//xylA//gcvP//rlmA//glpX//treA//
go_0019700_6	idnO//pyrG//folA//mltC//
go_0019740_2	bglA//menC//glcE//rpe//pdeL//yidA//
go_0019752_6	
go_0019805_6	glgP//
go_0019835_3	
go_0019852_5	hisF//dacA//purL//
go_0019854_6	cysG//ravA//
go_0019856_7	sgbE//
go_0019858_7	ilvE//
go_0019859_7	rihC//
go_0019877_6	ldcA//cdsA//wrbA//
go_0019878_9	yjcS//
go_0019935_6	aceB//fre//
go_0019985_8	waaU//idnD//
go_0019988_7	ascB//
go_0022417_4	trpA//
go_0022610_2	acs//
go_0022611_3	rlmD//lpxP//paaA//
go_0022900_4	dnaE//lyxK//
go_0022904_5	ydiB//serC//phnP//
go_0023014_4	narI//dgoD//lldD//
go_0030001_7	gcvH//gutQ//yihT//
go_0030007_8	ruvB//
go_0030026_9	
go_0030091_6	rfbD//ppc//yjcS//trmJ//
go_0030153_5	
go_0030162_7	
go_0030163_5	ubiH//gcvH//cheB//nadD//
go_0030244_9	
go_0030258_5	ileS//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	speC//sucC//
go_0030388_5	wcaJ//citE//sbcB//
go_0030488_6	sucC//entC//mdh//gcl//ybjI//ilvE//galK//nadB//malQ//cysI//
go_0030490_10	
go_0030497_7	ahr//tdcB//
go_0030541_4	
go_0030573_6	lpxM//
go_0030632_8	ugd//rlmI//cysI//bcsA//
go_0030641_8	ilvC//frc//
go_0030643_8	
go_0030961_9	tdh//
go_0030980_7	gshB//nrdD//mrcA//
go_0031118_8	nrfB//
go_0031119_8	mutH//poxB//sgbH//nrfD//hchA//lsrG//
go_0031125_10	murQ//
go_0031162_5	kefF//
go_0031167_6	hcp//murG//gntK//sufS//glk//chbF//
go_0031280_6	nanE//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rluA//
go_0031400_8	
go_0031439_9	
go_0031460_7	hcaE//tag//purD//speA//hemB//der//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	feaB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	cmk//
go_0032026_6	folD//
go_0032049_8	trpD//yihX//hemN//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	lacZ//
go_0032196_3	pabB//
go_0032238_6	moaA//
go_0032259_3	dacA//lacZ//ycjU//abgA//
go_0032261_6	acs//
go_0032263_7	purT//feaB//
go_0032264_7	acpT//rlmM//
go_0032265_7	pabA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	sbcB//idi//wecC//
go_0032329_7	gatY//insI-2//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	waaH//
go_0032445_10	malY//leuC//
go_0032462_7	waaP//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	ispU//dld//gcvH//cof//
go_0032774_6	phnP//
go_0032775_6	hdhA//yjhG//mutS//
go_0032781_7	
go_0032784_8	
go_0032790_6	rsmF//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	moaD//
go_0032978_7	
go_0033014_6	fabD//tyrA//
go_0033051_5	citC//
go_0033120_8	
go_0033194_5	phnJ//prmC//ravA//
go_0033195_5	glpX//
go_0033212_10	carA//argD//
go_0033214_11	hchA//wzb//
go_0033228_8	hemN//roxA//gshA//
go_0033317_7	tdcG//mgsA//sdaB//arnB//
go_0033320_6	gutQ//
go_0033345_8	speE//purC//
go_0033353_5	yfaU//
go_0033359_7	aspS//sdhC//
go_0033384_6	lldD//
go_0033388_7	waaY//
go_0033477_5	yhdH//
go_0033499_8	gcvH//dusC//fucI//aroE//paaZ//
go_0033518_6	torA//
go_0033539_7	csdA//
go_0033542_7	ispU//
go_0033543_8	glnE//
go_0033567_6	
go_0033585_7	accA//uxaC//
go_0033611_8	gshA//
go_0033683_7	
go_0034194_8	atoB//gor//mdh//
go_0034195_8	bglB//
go_0034198_6	alaA//hisB//
go_0034203_6	yajO//
go_0034204_5	hypF//mnmG//
go_0034213_6	fabI//
go_0034214_7	yeiG//ribB//yihU//
go_0034219_6	araA//rfaE//rlmB//aroB//fre//yciA//metH//alaA//epmB//mcrB//ligA//ubiD//lplA//cdh//bioH//wecC//cheB//bioB//gapA//der//entA//nhoA//pdeH//caiD//mhpB//hisS//cysI//tsaC//psuG//
go_0034220_6	aspA//cyoE//fau//gmd//ynfE//argA//
go_0034224_6	
go_0034227_8	glcD//
go_0034258_8	tdcD//
go_0034260_5	
go_0034289_7	thrA//
go_0034337_3	tdcB//
go_0034355_7	narI//nudC//yfeX//speC//
go_0034401_5	
go_0034414_9	folC//
go_0034421_8	rluC//
go_0034470_8	bglB//
go_0034552_7	
go_0034599_5	thiH//tsaB//truA//ispG//rrrD//
go_0034605_5	mmuM//prs//
go_0034614_6	ybcF//
go_0034620_6	kdsD//
go_0034628_9	lgoD//ligB//pgpC//ybiV//yieH//
go_0034635_6	sufS//
go_0034644_7	pphB//
go_0034661_7	
go_0034775_7	yciV//thiE//
go_0034983_9	thrA//nirD//
go_0035235_6	sodC//dosP//iaaA//
go_0035307_9	
go_0035335_8	rsmG//fadH//
go_0035344_8	tehB//rluF//
go_0035350_6	aspA//
go_0035429_8	ubiD//yqaB//rluA//uxuB//menH//fumB//
go_0035433_7	aceF//
go_0035434_9	menA//
go_0035435_9	serC//pgaC//malS//dmsA//
go_0035442_7	aceA//phnJ//scpC//mrcA//entD//caiD//ispF//
go_0035443_7	fruK//asnB//dxs//
go_0035444_9	hemB//kdsD//mrcA//speG//
go_0035461_6	dgcZ//
go_0035524_8	sdhC//
go_0035552_6	ileS//
go_0035553_6	waaA//
go_0035556_4	
go_0035600_8	pheT//
go_0035672_6	fabZ//metF//arnT//
go_0035725_9	mobA//edd//argD//psd//allD//
go_0035784_9	menA//
go_0035864_6	
go_0035873_8	trpE//proB//
go_0035999_5	cfa//adhP//leuC//
go_0036001_7	yfdR//
go_0036047_9	citG//
go_0036049_9	yfaU//
go_0036088_6	arnB//
go_0036104_6	atoB//rdgB//
go_0036172_6	panC//
go_0036214_3	
go_0036265_6	trmL//
go_0036289_9	pphA//mngB//
go_0036448_6	tsaD//dapB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	maeA//tag//
go_0040033_9	
go_0042026_4	phnM//lpxM//clsA//trpD//
go_0042126_5	nrfA//
go_0042128_5	
go_0042150_7	selD//
go_0042157_5	
go_0042158_6	metC//asnA//
go_0042177_7	
go_0042182_5	menH//
go_0042219_6	
go_0042245_7	def//gmd//gutQ//
go_0042254_5	glgC//
go_0042255_6	
go_0042274_5	paaH//
go_0042304_7	
go_0042351_7	menE//
go_0042355_8	yfeW//hflX//malY//cdsA//ilvH//dkgA//
go_0042371_7	rluC//
go_0042413_6	glmU//ampH//
go_0042450_7	serC//fabB//aroF//folD//cpsB//metG//
go_0042454_7	ubiA//
go_0042493_4	udk//argC//trmD//phnG//fucA//cysH//suhB//hemH//waaC//rlmH//mltF//pgsA//hisF//
go_0042538_6	wecC//acpS//cobT//
go_0042542_5	pbpC//yccX//waaP//uxuB//
go_0042545_5	pabC//
go_0042594_4	glcE//luxS//melA//menC//
go_0042619_6	
go_0042710_4	argE//tdcD//hdhA//glcF//wzb//trpS//ribE//aroH//
go_0042732_6	dld//
go_0042744_6	yjjG//manA//
go_0042759_7	tgt//
go_0042773_6	ung//
go_0042777_8	
go_0042780_10	ampD//aspS//
go_0042817_5	mltB//
go_0042819_6	umpG//
go_0042823_6	mhpC//cynT//abgB//dgoD//
go_0042838_6	nanA//nfsB//katE//aroB//
go_0042840_7	pabA//fadA//gloA//queF//dcyD//waaH//
go_0042843_7	ygeX//ldcA//
go_0042846_8	fucK//
go_0042852_9	araA//
go_0042867_8	nrdA//
go_0042873_7	acs//
go_0042882_10	maa//pinE//
go_0042884_7	lpxK//murB//ubiH//
go_0042885_8	nth//
go_0042891_6	bioF//hemA//tdk//pheA//rfaE//thiE//accA//
go_0042906_8	rlmA//purD//ubiF//
go_0042908_5	fcl//
go_0042914_8	rsmF//
go_0042918_6	pdxH//kduD//
go_0042919_6	
go_0042920_6	araA//
go_0042928_7	
go_0042930_7	lsrK//paaK//menC//bioC//tktA//mnaT//thiE//icd//ygjK//nadE//
go_0042938_8	rsmB//yqaB//kbaZ//
go_0042939_8	tpiA//
go_0042941_8	mog//
go_0042942_6	dapF//thiI//
go_0042953_6	
go_0042956_8	bioD//polB//
go_0042968_8	ulaE//trmL//purA//
go_0043039_6	aroH//putA//yggF//
go_0043041_6	idnK//pyrD//
go_0043085_5	paaH//tatD//hemD//
go_0043086_5	aldA//
go_0043093_3	acnB//moeA//hemH//sdhA//
go_0043097_6	murQ//paaZ//
go_0043099_7	speE//
go_0043100_6	treF//
go_0043102_5	gpt//
go_0043103_7	metB//
go_0043137_6	uvrA//pabA//
go_0043150_8	
go_0043157_6	trpA//
go_0043164_6	gstA//ribE//tdh//poxB//dhaL//pyrD//aroC//
go_0043165_6	yciA//frlC//
go_0043171_5	entF//mmuM//rluA//rutB//yhdH//
go_0043200_5	
go_0043201_6	
go_0043213_7	trpE//treC//
go_0043254_5	
go_0043335_3	purA//argS//rlmC//arnB//amyA//
go_0043433_5	pfkA//hpt//hisI//
go_0043442_6	hcp//
go_0043456_6	cysK//
go_0043462_6	fadJ//
go_0043470_6	
go_0043471_6	
go_0043488_5	fabZ//roxA//ubiC//
go_0043547_7	
go_0043571_7	ldtD//
go_0043610_4	hcaC//kefF//treF//
go_0043686_7	idnO//
go_0043687_7	frlB//gcd//idnD//pgpA//nth//
go_0043708_5	fadH//
go_0043709_6	carB//
go_0043711_5	
go_0043952_7	
go_0043953_7	tdk//
go_0044010_5	cysG//mug//proS//rfe//dam//uidA//
go_0044011_4	gpsA//
go_0044036_5	phnN//rlmH//metL//
go_0044038_6	cof//kdsD//
go_0044092_4	
go_0044179_5	
go_0044208_7	gabT//
go_0044238_3	gmk//plsB//sgbE//plsB//
go_0044248_4	
go_0044255_4	
go_0044262_4	lgoD//yfiC//
go_0044273_5	rluD//
go_0044275_5	sbcB//
go_0044349_6	
go_0044355_6	torY//
go_0044532_6	
go_0044659_7	speD//
go_0044718_6	ampH//
go_0044764_3	
go_0044780_6	cobU//
go_0044781_5	
go_0044787_5	glnE//
go_0044874_7	
go_0045004_7	mtlD//chbF//ribF//
go_0045013_7	
go_0045226_7	rsmI//trmJ//metL//clsA//waaP//eptA//
go_0045333_5	asnB//sodC//
go_0045337_6	yahK//
go_0045454_4	hemG//waaF//chbG//gmd//dcyD//etk//trmO//
go_0045471_5	menD//pinE//
go_0045717_8	garR//ybjI//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	rihA//ada//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	cobS//nfi//aldA//ppk//epmB//
go_0045893_8	waaA//spoT//
go_0045900_9	
go_0045903_5	sgbH//
go_0045912_6	gph//add//arnA//
go_0045926_5	
go_0045936_8	
go_0045947_9	zwf//speE//
go_0045975_9	
go_0045990_6	
go_0046037_8	dkgB//
go_0046040_8	hisH//
go_0046047_8	thrB//
go_0046050_8	rbsD//phnH//plsB//
go_0046052_8	cadA//
go_0046061_8	dgoK//
go_0046076_8	queC//
go_0046081_8	moaE//rnpA//
go_0046086_6	thiM//
go_0046098_7	amyA//
go_0046100_7	frdB//
go_0046101_6	narG//nudC//
go_0046103_9	yccX//
go_0046104_8	yfcF//
go_0046115_10	maa//
go_0046133_8	arnA//ispF//
go_0046166_6	glpB//
go_0046168_6	gltB//arnB//
go_0046176_6	hisB//rlmJ//rutD//psuG//
go_0046177_7	yrfG//rlmC//waaL//queD//
go_0046181_7	pldB//
go_0046183_7	coaA//mocA//sseA//
go_0046187_6	cheB//
go_0046196_5	phnP//
go_0046210_6	dadA//aphA//yihX//
go_0046214_6	fkpA//
go_0046256_7	ravA//cpsG//
go_0046271_5	ruvC//
go_0046279_6	lipB//
go_0046292_4	mocA//
go_0046294_5	rsgA//gloB//
go_0046296_6	sodC//accB//dkgA//
go_0046306_6	uxaA//ansB//
go_0046323_10	ilvC//
go_0046325_8	
go_0046336_6	ruvB//
go_0046342_8	paoC//
go_0046348_6	aroK//thiD//
go_0046365_5	gstA//
go_0046392_7	guaD//ahpC//glpC//waaY//
go_0046397_6	
go_0046416_6	gph//
go_0046452_6	glyS//
go_0046459_6	valS//
go_0046470_5	
go_0046474_6	rluD//bfr//nudG//queD//lacZ//ileS//
go_0046487_5	leuD//
go_0046501_6	hisS//
go_0046618_6	lsrK//asnS//dsdA//sufS//eno//frmA//
go_0046654_7	thiE//fkpA//waaJ//mnmG//glmM//
go_0046655_5	hyaB//
go_0046656_6	paaF//speD//frmB//trpS//sodC//azoR//
go_0046657_6	ygeX//
go_0046677_4	sgbE//glyA//rph//thrB//kdgK//aroG//ubiE//nadC//aroA//recF//mpaA//ansA//nanE//rluC//napA//glpA//ppiC//acnB//acs//sucA//yhdJ//pta//der//apt//tadA//mltC//glpK//ansA//apt//lpxL//uxaA//
go_0046685_4	gutQ//sseA//
go_0046686_6	fumB//
go_0046688_6	garD//argG//
go_0046690_5	tatD//otsA//
go_0046710_8	ulaE//
go_0046718_8	eptB//rfbC//
go_0046777_8	kbaY//prmC//metK//
go_0046834_6	curA//
go_0046835_5	phnJ//treF//abgA//pagP//argK//nrfD//cmoA//ychF//mhpC//tesB//insI-2//tsaB//cysM//ribF//rluF//menF//ubiC//kdsD//argE//betA//rluC//
go_0046836_7	pcm//
go_0046839_6	talB//
go_0046855_6	alkA//
go_0046892_8	
go_0046901_7	yhdH//
go_0046939_7	fklB//pncB//pldB//gapA//
go_0046942_7	waaJ//cheB//nth//
go_0046944_7	folC//
go_0047484_6	
go_0048034_6	cpsG//
go_0048255_6	
go_0048473_8	phnH//
go_0048518_4	
go_0048870_3	mltC//
go_0050427_5	frdC//
go_0050667_6	leuA//lysC//
go_0050779_5	rutB//
go_0050790_4	gstB//nadD//
go_0050821_5	yqaB//leuS//
go_0050918_5	cysE//argG//
go_0050919_5	clsA//
go_0051050_5	
go_0051083_5	glgA//
go_0051085_5	tmcA//asnB//
go_0051090_4	fcl//
go_0051091_5	mngB//
go_0051131_7	
go_0051143_8	dmsB//
go_0051156_5	lipB//
go_0051171_5	
go_0051188_5	xdhB//
go_0051191_6	napB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	insI-2//fabD//
go_0051270_5	
go_0051271_6	rsuA//rbsD//
go_0051274_8	
go_0051276_5	
go_0051289_8	phnP//dapA//zwf//waaH//rsuA//pgi//pdeF//galM//rsuA//mutH//wrbA//puuD//ackA//dld//asnB//entA//glcD//ilvI//hisB//tdcE//lysA//folA//torA//moeA//preT//deoA//panE//gor//ndh//garR//frlB//xylB//
go_0051301_3	aroE//sdaA//cysG//napC//cpdB//feaB//ansB//cysH//
go_0051302_5	
go_0051304_4	leuB//
go_0051338_5	
go_0051345_6	
go_0051346_6	rsmJ//
go_0051347_6	
go_0051349_6	
go_0051353_6	ddlA//
go_0051391_8	lgoD//
go_0051409_4	nadK//
go_0051410_3	umpG//
go_0051452_10	sgbU//
go_0051453_9	serB//
go_0051454_10	hdhA//lpcA//guaB//lpxB//ascB//
go_0051476_7	opgE//
go_0051484_7	ndk//
go_0051495_8	
go_0051595_6	amiD//yjjX//
go_0051596_6	otsB//wecB//kduD//pyrC//
go_0051599_4	
go_0051603_6	glgA//yrfG//
go_0051604_5	moaA//trmL//accD//
go_0051607_4	rph//nadB//
go_0051649_4	
go_0051668_4	
go_0051692_6	sucC//serB//
go_0051704_2	gabT//rfbC//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ispA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	puuC//fre//
go_0052778_6	nrdA//
go_0052837_6	trmJ//
go_0055070_10	garD//
go_0055072_10	glpK//bioH//
go_0055085_5	insI-2//tsaC//gpsA//paaJ//fadJ//adeD//cysK//leuD//rbsD//queA//puuC//lipB//ubiG//purB//queG//ilvN//rrrD//entH//hpt//ygjK//kdsD//gltX//hcaC//pgpC//lpoA//yfcF//gor//fabD//speC//aspC//cpdA//malY//frdB//ubiC//rsmG//hisI//rutE//guaB//paaZ//hcaC//pgaD//bioH//ribA//gadA//prpB//tnaA//moeB//surA//kdgK//tsaC//betA//rlmG//yciA//ychF//otsA//cyoE//trmH//ravA//nrdF//etp//tyrB//pgi//thiG//hemH//udp//cysC//speC//ubiF//mhpB//adeD//dnaQ//folM//cheB//murI//nirD//moaA//waaS//rsmE//rsmI//thiM//
go_0055086_4	ppk//purL//
go_0055114_3	pdxJ//cobC//polB//leuC//ahpC//accA//carA//icd//yigB//ppk//ltaE//dosP//yqhD//galU//gcvT//fabB//rluB//dapF//phnO//uidA//fabZ//nudF//nudC//entC//kdsB//asnB//queC//aspS//mnaT//folA//rne//accC//tktA//mtgA//glpC//ybhA//mrcA//waaG//nrdB//polA//truD//sgbH//opgE//betB//
go_0055129_5	nudF//ubiX//rluC//
go_0055130_8	tdh//nagA//
go_0060003_10	cysD//hisA//
go_0060274_5	eptA//
go_0060326_5	ppsA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	gluQ//
go_0061077_4	menC//cysE//gpmA//recF//nirD//
go_0061475_9	lpxK//
go_0061504_8	sdhD//
go_0061610_5	yjiA//
go_0061615_7	nrdD//yjhH//
go_0061720_5	yfcF//metH//cysH//
go_0065002_6	mnmE//
go_0065007_2	mhpC//
go_0070084_7	recO//
go_0070178_5	gpmA//
go_0070207_8	tcdA//mltF//nanA//
go_0070298_8	
go_0070301_6	fau//pykF//
go_0070329_5	recG//
go_0070413_7	mltC//
go_0070415_6	trmL//icd//
go_0070417_5	lpxD//
go_0070453_7	fadJ//
go_0070475_7	ruvB//rfaE//tsaE//fadA//lplA//murE//rfbD//nanE//lyxK//pdeL//yieH//nudB//rutB//ogt//rsmB//ydiF//tig//allB//ftsI//
go_0070476_7	ppc//murI//
go_0070482_4	nrfB//
go_0070574_9	dusC//ispH//rfaE//thiC//
go_0070581_8	
go_0070588_9	
go_0070689_6	waaF//poxB//
go_0070726_5	alaS//proS//
go_0070778_6	aroH//tauD//
go_0070894_6	
go_0070930_7	
go_0070981_6	sucB//
go_0070989_4	tsaB//
go_0071139_6	
go_0071218_6	uxuB//
go_0071229_5	
go_0071230_6	rffG//
go_0071236_5	argE//uxaA//hcaD//
go_0071237_6	
go_0071243_5	moaA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	dgcT//
go_0071271_7	rffG//
go_0071276_7	
go_0071280_7	ugd//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	folC//gatZ//
go_0071289_7	yihV//
go_0071291_6	ligA//
go_0071292_7	ychF//
go_0071294_7	purL//
go_0071310_5	
go_0071421_9	truA//acpT//purL//
go_0071422_7	yciA//rsmB//rutE//
go_0071423_8	nudC//
go_0071454_5	entF//hcaE//
go_0071456_5	
go_0071467_5	
go_0071468_6	wzb//fcl//sgbU//psd//
go_0071470_5	
go_0071474_6	rlmJ//metC//lpxP//
go_0071500_5	thrS//
go_0071502_5	
go_0071555_4	entE//metF//der//amyA//cysD//frlB//argG//nirD//
go_0071577_9	dusC//phnP//yjiA//pagP//chbG//panB//
go_0071705_5	
go_0071731_5	
go_0071732_6	frdB//
go_0071769_5	
go_0071805_4	melA//idnD//ahpC//ppx//ybjI//tsaC//cysN//queA//paaK//
go_0071806_6	puuE//thiH//
go_0071807_8	
go_0071897_6	tktB//ugd//hyaB//dacD//lpd//cpsG//
go_0071915_9	sodA//
go_0071932_8	phnG//
go_0071934_6	ssuE//
go_0071945_7	
go_0071951_8	waaF//
go_0071963_4	
go_0071973_6	hcaE//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ubiX//ilvB//
go_0072348_5	ilvH//
go_0072488_7	deoC//
go_0072511_7	mpaA//
go_0072531_6	recJ//
go_0072581_9	paaF//
go_0072714_5	
go_0075713_7	
go_0080111_4	leuB//glyS//
go_0089705_7	
go_0089709_7	dapB//metK//
go_0090071_6	
go_0090116_7	metB//
go_0090143_4	
go_0090305_6	rlmG//cysN//mtgA//garL//rlmE//ldtC//rhaM//kduD//ilvB//surA//pfkB//araA//ahr//guaC//frmA//lpd//gpt//gatZ//folE//lpd//lplA//ilvE//citC//sbcB//recF//pyrG//sdhD//cmoA//truC//accB//galK//cfa//pdeH//mhpC//menF//yfdR//araD//menD//appA//lpoA//allB//ung//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ubiA//nrdE//glcB//tpiA//rimK//frmB//cysN//bioB//tsaE//ilvN//cadA//ahpC//
go_0090502_8	mhpB//yjjX//murE//tyrB//selA//udp//nadB//treC//aroH//otsA//glxK//aspS//pdxA//hdhA//def//fabD//argI//
go_0090503_8	asd//udp//hemL//hyaB//fumB//idnD//queF//ugd//mpaA//
go_0090529_5	
go_0090540_10	fabH//
go_0090549_5	
go_0090609_6	phnI//
go_0097056_7	apaH//
go_0097264_6	cheR//
go_0097304_7	fadA//
go_0097339_7	caiD//
go_0097428_6	yihS//aldA//
go_0097502_4	xdhB//
go_0097510_7	folE//
go_0097533_5	
go_0097638_8	glyA//
go_0098002_8	
go_0098655_7	rne//dapD//valS//selD//purB//ybcF//alaA//hisI//glgX//purF//eno//thiD//sdaB//tsaB//panD//
go_0098656_7	lpcA//
go_0098707_10	
go_0098708_8	fabD//tnaA//
go_0098710_7	gcvH//pdeF//
go_0098713_8	thiH//argF//
go_0098719_9	
go_0098732_6	alaS//
go_0098795_9	pflB//
go_0098869_4	nadA//ftsI//ghrB//purC//patZ//yqjH//ispU//phnG//polA//paaB//gshB//ubiX//nanA//nhoA//rsmF//
go_0099131_7	rluD//
go_0099132_7	yrfG//rutD//fadE//dgt//putA//murI//epmB//gstB//
go_0099133_8	ampH//xylB//pdxA//hycB//lpxH//gmd//arnT//rsmC//napA//yciA//argD//yagE//
go_0101030_8	sgbE//
go_1900190_5	glk//
go_1900191_6	
go_1900192_6	
