# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	trmL//
go_0015906_6	ygeX//
go_0015909_8	wzb//
go_0015912_8	allD//
go_0015914_7	dacA//
go_0015920_7	mcrB//ldtC//
go_0015937_7	purA//hemL//rlmH//polB//
go_0015940_6	nrfD//
go_0015944_4	yfcG//yieH//bglB//
go_0015949_5	ppiA//pncB//scpB//add//ppk//dgoK//idi//aspS//sdhB//srlD//waaY//hemL//nirD//frlC//ttdA//fabA//otsB//asd//
go_0015950_6	trpS//
go_0015951_7	gcvT//betB//
go_0015968_6	
go_0015969_8	hyi//gadA//
go_0015976_2	hemA//
go_0015986_7	
go_0015990_10	prpB//patZ//
go_0016024_7	hdhA//
go_0016032_5	waaP//
go_0016036_6	argD//murI//
go_0016042_5	
go_0016052_5	ybjI//serA//ybcF//hmp//
go_0016075_8	speD//
go_0016078_8	pyrF//
go_0016094_6	menI//hisC//
go_0016226_5	araB//tsaB//dapB//trpC//
go_0016259_7	eutB//
go_0016260_8	ybjI//leuA//murD//
go_0016310_6	pdeL//cmoB//yfdR//folD//wecC//fabZ//ldtD//guaA//frdC//ribB//cysM//ydiB//ilvC//rpe//cof//treA//yciV//
go_0016311_6	hisI//rfaD//sdaB//abgA//yihS//dhaL//ubiA//menD//deoC//bioH//leuB//rbn//atoB//nfsB//ppiC//lyxK//rlmJ//preT//dcyD//waaA//fumB//guaA//yciA//idnD//phnN//eptC//pldB//metL//nth//ldtD//rnd//ppiC//idnK//aldA//wzb//dhaM//yjhH//ansB//treF//ydfG//
go_0016458_3	
go_0016485_6	yeiG//nrfB//
go_0016540_7	waaC//speA//
go_0016579_7	nadC//
go_0016998_5	hemA//
go_0017001_5	cof//
go_0017003_8	rsmE//
go_0017004_7	pbpC//
go_0017013_7	
go_0017038_6	
go_0017148_8	speB//gatZ//ilvE//tcdA//argB//
go_0017189_7	ribD//
go_0017198_7	frc//
go_0018012_8	yjjX//
go_0018023_7	sufS//
go_0018063_8	hisD//
go_0018070_8	fabA//insI-2//
go_0018104_8	fabI//gloA//frc//gstB//treA//
go_0018105_8	hisF//
go_0018106_8	
go_0018108_8	adhE//
go_0018117_8	
go_0018125_6	tdk//
go_0018131_6	selD//
go_0018160_8	yeaE//
go_0018206_8	insI-2//
go_0018247_9	cmk//
go_0018283_6	
go_0018298_7	glpC//
go_0018307_7	treF//
go_0018315_8	kbaY//
go_0018339_9	pabC//
go_0018345_8	gcd//
go_0018364_6	accB//nagK//
go_0018378_9	
go_0018393_10	rpiB//
go_0018394_9	mutL//
go_0018410_8	cheB//
go_0018909_5	mutT//
go_0018937_4	hcaD//
go_0019042_6	adhP//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	lsrK//
go_0019243_7	tehB//glgC//aceB//murC//
go_0019249_6	tadA//
go_0019250_7	rutB//
go_0019262_6	hemF//rlmL//nirD//edd//pepD//
go_0019264_7	nagA//
go_0019272_9	paaK//yfcG//
go_0019284_7	dld//tnaA//
go_0019285_5	yqaB//pgpB//
go_0019288_6	gapA//yfdR//nagA//lpxT//
go_0019290_5	
go_0019292_8	ugd//
go_0019294_6	lysA//wzc//wzb//rfaE//
go_0019299_6	ygeX//
go_0019301_7	fadD//sbcB//frc//yegS//rhaA//accD//pta//
go_0019303_7	opgB//gstA//
go_0019305_7	garD//
go_0019309_7	argA//
go_0019316_8	sseA//wecB//cysD//
go_0019318_5	pgl//
go_0019323_6	rluC//bglX//nudG//rluC//yhdH//relA//dgoA//
go_0019324_6	dhaL//ddlB//mepS//rbsK//rutC//
go_0019343_8	uvrA//
go_0019344_7	ddlB//
go_0019346_7	avtA//
go_0019353_8	mraY//alr//phnJ//sgbE//
go_0019354_6	rpiB//
go_0019379_5	pbpC//
go_0019380_6	ybjG//metE//
go_0019388_7	cmoB//
go_0019391_6	gldA//
go_0019394_7	fumB//
go_0019395_5	rluF//
go_0019404_8	murC//gadA//
go_0019413_6	mutM//rsgA//
go_0019419_4	torZ//
go_0019427_7	thrC//
go_0019430_5	nirB//tyrA//mmuM//
go_0019432_7	pagP//
go_0019439_5	rpiA//kbaZ//
go_0019447_8	trmI//
go_0019450_9	ushA//
go_0019464_7	dfp//selB//gudD//tktB//mltA//pgl//
go_0019480_4	ftnA//
go_0019509_7	
go_0019516_4	cobC//lpxD//
go_0019521_6	menE//puuC//
go_0019542_6	accC//
go_0019545_6	fre//
go_0019546_9	yegS//
go_0019563_7	fes//cynT//thrC//
go_0019568_7	dacA//mgsA//
go_0019569_7	yjiA//yfbR//mdh//
go_0019571_8	gntK//scpB//opgB//
go_0019572_8	pgpB//
go_0019584_7	
go_0019588_7	ampD//rbn//
go_0019592_8	pgpC//
go_0019595_8	ilvN//
go_0019607_6	hemN//ttdA//
go_0019622_6	ndh//fumC//ynfH//
go_0019629_7	pagP//dhaL//
go_0019632_5	nth//acs//xthA//thrS//
go_0019634_5	pepD//
go_0019645_6	rlmL//treA//accB//
go_0019646_6	allD//fucA//mnmE//treC//
go_0019664_6	ilvM//ulaE//
go_0019665_5	hisS//
go_0019673_6	kdsC//
go_0019676_3	truB//
go_0019677_8	
go_0019679_7	fes//dacA//yghU//
go_0019686_6	hemL//
go_0019698_7	malS//icd//mrcB//waaC//fadM//menE//
go_0019700_6	gdhA//allC//mngB//fadA//
go_0019740_2	dapB//torY//ackA//yfiC//valS//folA//
go_0019752_6	
go_0019805_6	paaZ//
go_0019835_3	
go_0019852_5	nanA//gpmA//gabD//
go_0019854_6	rsmH//iaaA//
go_0019856_7	yihV//
go_0019858_7	dkgB//
go_0019859_7	fadJ//
go_0019877_6	malY//etk//mhpA//
go_0019878_9	ybjG//
go_0019935_6	wrbA//thrS//
go_0019985_8	aphA//ubiD//
go_0019988_7	tmcA//
go_0022417_4	glmU//
go_0022610_2	dapF//
go_0022611_3	dacD//tag//phnO//
go_0022900_4	sgbH//mtgA//
go_0022904_5	tsaE//dgkA//sgbE//
go_0023014_4	lgoD//truA//ldtA//
go_0030001_7	yqhD//fdhF//tdk//
go_0030007_8	yjhH//
go_0030026_9	
go_0030091_6	talB//phnI//proC//yihU//
go_0030153_5	
go_0030162_7	
go_0030163_5	sucA//dusB//panC//pyrC//
go_0030244_9	
go_0030258_5	hcaC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	mtgA//dusC//
go_0030388_5	yajO//glcF//recF//
go_0030488_6	hypB//mnmE//prmB//rbn//miaA//mltF//aceA//fucK//hemA//murD//
go_0030490_10	
go_0030497_7	ulaG//dgcM//
go_0030541_4	
go_0030573_6	pyrD//
go_0030632_8	yigL//phnH//sdaB//dapD//
go_0030641_8	sseA//pheS//
go_0030643_8	
go_0030961_9	eptC//
go_0030980_7	hemD//yagF//idi//
go_0031118_8	mak//
go_0031119_8	psd//citG//plsC//glgA//thiH//glxR//
go_0031125_10	fumB//
go_0031162_5	mutM//
go_0031167_6	sdhB//truD//aceF//purB//wecB//surA//
go_0031280_6	psuG//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	umuC//
go_0031400_8	
go_0031439_9	
go_0031460_7	hemF//ispB//ribC//cdsA//ybiV//menC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	rfe//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	rfaE//
go_0032026_6	mcrB//
go_0032049_8	mcrA//kdgK//alaA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	rlmH//
go_0032196_3	fabA//
go_0032238_6	araB//
go_0032259_3	melA//lsrG//allB//ddlA//
go_0032261_6	yajO//
go_0032263_7	leuC//waaZ//
go_0032264_7	pyrC//fucI//
go_0032265_7	speB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ilvN//aspC//hemG//
go_0032329_7	yfcG//ybjG//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rluD//
go_0032445_10	uxaB//rsmH//
go_0032462_7	lplA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	moaD//tgt//tehB//glnS//
go_0032774_6	cysN//
go_0032775_6	gmd//katE//hisD//
go_0032781_7	
go_0032784_8	
go_0032790_6	katE//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	selB//
go_0032978_7	
go_0033014_6	rpiB//spoT//
go_0033051_5	pgk//
go_0033120_8	
go_0033194_5	metG//glgA//hmp//
go_0033195_5	relA//
go_0033212_10	ygeX//ndh//
go_0033214_11	yhdJ//gmd//
go_0033228_8	moeA//sdaA//ribF//
go_0033317_7	tsaC//ldtB//rffG//sucD//
go_0033320_6	guaD//
go_0033345_8	purD//mltF//
go_0033353_5	lpoA//
go_0033359_7	thiL//waaS//
go_0033384_6	hisB//
go_0033388_7	cfa//
go_0033477_5	pdxB//
go_0033499_8	agp//pdxY//otsA//thiM//yidA//
go_0033518_6	citG//
go_0033539_7	azoR//
go_0033542_7	dld//
go_0033543_8	arsC//
go_0033567_6	
go_0033585_7	aphA//metG//
go_0033611_8	murF//
go_0033683_7	
go_0034194_8	rluD//allD//leuC//
go_0034195_8	umpH//
go_0034198_6	gatZ//ligB//
go_0034203_6	dgcM//
go_0034204_5	gatZ//rutE//
go_0034213_6	hyi//
go_0034214_7	glcE//murA//ldtB//
go_0034219_6	trpS//aroD//rne//nadK//btuR//mutM//araD//surA//rluA//nudC//dacC//insI-1//ispF//rutD//yegS//aphA//amiD//phnN//dmsB//ubiE//lpxC//pdeF//pyrB//chbG//moaE//pyrB//lysS//avtA//yagE//
go_0034220_6	lpxD//puuD//yjjX//fre//hemE//ghrB//
go_0034224_6	
go_0034227_8	gpt//
go_0034258_8	slyD//
go_0034260_5	
go_0034289_7	asd//
go_0034337_3	dnaQ//
go_0034355_7	pepD//malS//dadA//menB//
go_0034401_5	
go_0034414_9	udk//
go_0034421_8	gcvP//
go_0034470_8	nanK//
go_0034552_7	
go_0034599_5	ulaD//asnB//ulaE//astB//ribE//
go_0034605_5	umuC//speF//
go_0034614_6	mnmE//
go_0034620_6	mak//
go_0034628_9	lpoA//yfeX//patA//fre//waaB//
go_0034635_6	rsmI//
go_0034644_7	pabB//
go_0034661_7	
go_0034775_7	coaD//kdgK//
go_0034983_9	spoT//surA//
go_0035235_6	nadC//yihS//torC//
go_0035307_9	
go_0035335_8	yihV//glnS//
go_0035344_8	mutT//narH//
go_0035350_6	thiC//
go_0035429_8	serB//poxB//ppk//garD//eptC//cyaA//
go_0035433_7	glgP//
go_0035434_9	fdhF//
go_0035435_9	preT//truC//yagF//fadA//
go_0035442_7	cysC//yhdH//glmU//citC//pyrG//maa//cysQ//
go_0035443_7	ldhA//rph//dapF//
go_0035444_9	pdxJ//gltD//thiI//aroG//
go_0035461_6	tdcB//
go_0035524_8	mutH//
go_0035552_6	dxs//
go_0035553_6	leuS//
go_0035556_4	
go_0035600_8	scpC//
go_0035672_6	nrfD//cobC//cysE//
go_0035725_9	ruvB//tdcB//rffM//ubiH//wrbA//
go_0035784_9	napC//
go_0035864_6	
go_0035873_8	epd//aldB//
go_0035999_5	alaA//eutD//tyrS//
go_0036001_7	rimK//
go_0036047_9	prpC//
go_0036049_9	astB//
go_0036088_6	araD//
go_0036104_6	tsaD//narY//
go_0036172_6	aroL//
go_0036214_3	
go_0036265_6	fadK//
go_0036289_9	hcaF//hemL//
go_0036448_6	speD//ydiB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	feaB//folE//
go_0040033_9	
go_0042026_4	fumA//folD//cmoA//dfp//
go_0042126_5	gluQ//
go_0042128_5	
go_0042150_7	treC//
go_0042157_5	
go_0042158_6	malZ//pdxK//
go_0042177_7	
go_0042182_5	folA//
go_0042219_6	
go_0042245_7	galM//hyaA//def//
go_0042254_5	mrdA//
go_0042255_6	
go_0042274_5	pyrE//
go_0042304_7	
go_0042351_7	yfaU//
go_0042355_8	proB//ycjU//sgbH//rsuA//sgbH//garR//
go_0042371_7	ruvA//
go_0042413_6	waaB//zwf//
go_0042450_7	pck//hcp//csdA//dhaK//patZ//dmlA//
go_0042454_7	chbF//
go_0042493_4	pabC//mnmG//ygeX//folA//trmA//pdxA//proS//ilvD//yeaG//fumC//idi//deoD//ltaE//
go_0042538_6	pdeH//moeB//wcaJ//
go_0042542_5	argF//dhaK//guaB//melA//
go_0042545_5	rutA//
go_0042594_4	pflB//citC//yggF//pagP//
go_0042619_6	
go_0042710_4	leuA//pfkA//alaA//sucD//lpcA//ulaG//pyrF//aceF//
go_0042732_6	mnmG//
go_0042744_6	rlmI//pdxB//
go_0042759_7	ribF//
go_0042773_6	fucA//
go_0042777_8	
go_0042780_10	argI//lysA//
go_0042817_5	frlB//
go_0042819_6	kdsD//
go_0042823_6	yjiA//pyrC//der//accB//
go_0042838_6	phnJ//rbn//fruK//hyi//
go_0042840_7	pdxA//dsdA//miaA//napA//rsmG//aspA//
go_0042843_7	accC//malS//
go_0042846_8	nagB//
go_0042852_9	abgA//
go_0042867_8	cyoE//
go_0042873_7	phnI//
go_0042882_10	waaP//yciV//
go_0042884_7	glnE//scpC//plsC//
go_0042885_8	idi//
go_0042891_6	menD//menH//yfeX//metH//ubiC//folE//lsrK//
go_0042906_8	gudD//lldD//katE//
go_0042908_5	mltF//
go_0042914_8	dapF//
go_0042918_6	panC//spoT//
go_0042919_6	
go_0042920_6	cysS//
go_0042928_7	
go_0042930_7	dam//patA//glnE//idnK//mnaT//dgoA//dusC//nadE//bglB//ansA//
go_0042938_8	rihA//zwf//hcp//
go_0042939_8	rsgA//
go_0042941_8	adiA//
go_0042942_6	ddlA//coaD//
go_0042953_6	
go_0042956_8	rluF//rfbD//
go_0042968_8	ligA//pbpC//mepS//
go_0043039_6	ldtA//bioC//ampH//
go_0043041_6	dnaQ//puuE//
go_0043085_5	hcaE//puuA//dkgA//
go_0043086_5	fucO//
go_0043093_3	xthA//agp//nirD//arnB//
go_0043097_6	garR//dcm//
go_0043099_7	kefF//
go_0043100_6	puuA//
go_0043102_5	dusB//
go_0043103_7	ppk//
go_0043137_6	ampD//rsmE//
go_0043150_8	
go_0043157_6	rihC//
go_0043164_6	dapB//glxR//cof//poxB//ahr//paaJ//accA//
go_0043165_6	serC//uidA//
go_0043171_5	yidA//tmk//pheS//glpD//recO//
go_0043200_5	
go_0043201_6	
go_0043213_7	mltB//gabD//
go_0043254_5	
go_0043335_3	curA//insI-2//thiC//frlB//rffH//
go_0043433_5	hemN//mnmE//rluB//
go_0043442_6	kdsB//
go_0043456_6	pgaB//
go_0043462_6	menE//
go_0043470_6	
go_0043471_6	
go_0043488_5	dapD//paaA//tatD//
go_0043547_7	
go_0043571_7	sdaA//
go_0043610_4	rihA//lpcA//nrfD//
go_0043686_7	rimK//
go_0043687_7	nudG//rsmE//trmA//sodC//folD//
go_0043708_5	thrC//
go_0043709_6	mtn//
go_0043711_5	
go_0043952_7	
go_0043953_7	yegS//
go_0044010_5	narV//lpxB//ribF//aceB//panE//rutA//
go_0044011_4	uvrB//
go_0044036_5	ackA//nadB//alkA//
go_0044038_6	uxuA//gor//
go_0044092_4	
go_0044179_5	
go_0044208_7	dam//
go_0044238_3	ispH//sgbE//frc//aceB//
go_0044248_4	
go_0044255_4	
go_0044262_4	ilvI//rhaM//
go_0044273_5	deoA//
go_0044275_5	rutE//
go_0044349_6	
go_0044355_6	dacC//
go_0044532_6	
go_0044659_7	rsmG//
go_0044718_6	pabC//
go_0044764_3	
go_0044780_6	yqjH//
go_0044781_5	
go_0044787_5	rpiA//
go_0044874_7	
go_0045004_7	yqjH//rluA//trmA//
go_0045013_7	
go_0045226_7	avtA//ydiF//dgkA//hisA//gcvT//entD//
go_0045333_5	yfeX//ampD//
go_0045337_6	galE//
go_0045454_4	yfaU//argA//cobS//paoC//leuA//bioF//hemG//
go_0045471_5	yfeX//lyxK//
go_0045717_8	sodA//waaH//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	fadE//fklB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	trmI//sthA//ubiG//psuG//ydiF//
go_0045893_8	purL//pdxJ//
go_0045900_9	
go_0045903_5	hemC//
go_0045912_6	wcaJ//ppx//fklB//
go_0045926_5	
go_0045936_8	
go_0045947_9	galM//trpS//
go_0045975_9	
go_0045990_6	
go_0046037_8	fabH//
go_0046040_8	accA//
go_0046047_8	recR//
go_0046050_8	dgt//alkB//tyrA//
go_0046052_8	tpiA//
go_0046061_8	gmk//
go_0046076_8	lpxP//
go_0046081_8	tdcD//trmL//
go_0046086_6	uxuA//
go_0046098_7	tdcD//
go_0046100_7	metB//
go_0046101_6	rffC//ycjU//
go_0046103_9	srlD//
go_0046104_8	kduD//
go_0046115_10	atoB//
go_0046133_8	aroB//gshA//
go_0046166_6	tsaE//
go_0046168_6	uvrB//dapA//
go_0046176_6	bioH//argG//ribA//metK//
go_0046177_7	citG//panD//pdxY//rfbC//
go_0046181_7	thiC//
go_0046183_7	ssuE//gcvH//aceF//
go_0046187_6	mrcB//
go_0046196_5	sdhA//
go_0046210_6	ppsA//caiD//ndh//
go_0046214_6	hisS//
go_0046256_7	paoC//fes//
go_0046271_5	yjjX//
go_0046279_6	metE//
go_0046292_4	paaA//
go_0046294_5	glnS//rsuA//
go_0046296_6	kdsC//melA//ubiE//
go_0046306_6	bioC//yciV//
go_0046323_10	entE//
go_0046325_8	
go_0046336_6	yccX//
go_0046342_8	hisH//
go_0046348_6	hemL//ppsA//
go_0046365_5	rsmH//
go_0046392_7	pta//gpmM//dmsC//ascB//
go_0046397_6	
go_0046416_6	mhpA//
go_0046452_6	yahK//
go_0046459_6	truA//
go_0046470_5	
go_0046474_6	deoC//bacA//dcd//hcaF//tauD//ybjI//
go_0046487_5	yihS//
go_0046501_6	pyrG//
go_0046618_6	ilvA//speA//dapA//mog//guaB//thiC//
go_0046654_7	speD//acpS//pyrD//frdC//glgA//
go_0046655_5	metE//
go_0046656_6	sucA//tauD//birA//mepS//ilvE//ogt//
go_0046657_6	glmU//
go_0046677_4	bioC//pheS//accD//folD//ppk//mcrB//mnmG//fabH//yigL//rffC//yjhG//aroF//gltD//paaB//sucC//cfa//dhaM//thiM//eutB//rluB//yieF//recF//udp//asnS//folC//alkA//lgoD//rutB//fumB//menA//sucC//
go_0046685_4	xthA//phnG//
go_0046686_6	sseA//
go_0046688_6	ubiG//mrdA//
go_0046690_5	hchA//paaF//
go_0046710_8	ogt//
go_0046718_8	tadA//rutB//
go_0046777_8	torC//katE//glxK//
go_0046834_6	fabA//
go_0046835_5	panE//ilvN//rsmE//metC//aspS//aroE//sdaB//galT//coaE//nudC//ilvA//gldA//glnS//azoR//aroG//betB//pta//apaH//waaY//rph//bioC//
go_0046836_7	alsE//
go_0046839_6	pldB//
go_0046855_6	yagF//
go_0046892_8	
go_0046901_7	thiM//
go_0046939_7	nrdA//chbG//hyi//cysN//
go_0046942_7	nanK//dut//dgoK//
go_0046944_7	yihV//
go_0047484_6	
go_0048034_6	miaA//
go_0048255_6	
go_0048473_8	gdhA//
go_0048518_4	
go_0048870_3	rfe//
go_0050427_5	recO//
go_0050667_6	prpB//ispB//
go_0050779_5	narZ//
go_0050790_4	hypF//dkgB//
go_0050821_5	pheS//waaQ//
go_0050918_5	gcvP//rluE//
go_0050919_5	arnT//
go_0051050_5	
go_0051083_5	katG//
go_0051085_5	rutB//rutE//
go_0051090_4	sgbU//
go_0051091_5	pheS//
go_0051131_7	
go_0051143_8	ispU//
go_0051156_5	nanK//
go_0051171_5	
go_0051188_5	hyaB//
go_0051191_6	katG//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	gltD//eptC//
go_0051270_5	
go_0051271_6	glcD//hemA//
go_0051274_8	
go_0051276_5	
go_0051289_8	nth//ubiG//ldcA//frdA//bglX//speF//torY//galM//thrC//entH//aroK//leuB//apaH//allC//amyA//frdC//thrB//deoB//malY//yfbR//etk//rluE//speE//moeA//yidA//yeiG//glmM//recF//etk//scpB//hisI//fbaA//
go_0051301_3	acpT//dapA//yhdH//ispG//bioB//trpB//gatZ//epmC//
go_0051302_5	
go_0051304_4	purA//
go_0051338_5	
go_0051345_6	
go_0051346_6	paaZ//
go_0051347_6	
go_0051349_6	
go_0051353_6	cheB//
go_0051391_8	waaB//
go_0051409_4	rne//
go_0051410_3	yigB//
go_0051452_10	bcsA//
go_0051453_9	etk//
go_0051454_10	galM//cfa//ldtD//trpA//pykF//
go_0051476_7	rfbB//
go_0051484_7	frc//
go_0051495_8	
go_0051595_6	aldB//galM//
go_0051596_6	thiE//pgpC//uxaA//tktB//
go_0051599_4	
go_0051603_6	xylA//yhdJ//
go_0051604_5	plsC//ubiD//rhaM//
go_0051607_4	cmoA//mhpC//
go_0051649_4	
go_0051668_4	
go_0051692_6	gstB//allB//
go_0051704_2	dgkA//metL//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	treA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	lpxT//sodB//
go_0052778_6	lpxC//
go_0052837_6	glmS//
go_0055070_10	pgpB//
go_0055072_10	hcaF//acnB//
go_0055085_5	melA//thiL//garK//cysN//hemD//pflB//mepS//nudB//lldD//phnH//argA//pta//ogt//argD//moaD//gatZ//umuC//gpmA//bioF//ilvN//speF//suhB//proS//mcrB//recF//ybiV//rsmA//mobA//nudB//moeA//lpoA//narH//coaA//ttdA//allC//menE//truD//moaA//nirB//trpC//rne//nudB//der//uvrB//pgi//gltD//yfcG//waaS//glpD//hisH//fabH//ruvC//tauD//yccX//ubiI//trpC//nrdB//ubiX//ppiC//mrdA//rimK//mcrA//kbaZ//aceB//atoB//gmhB//ubiX//dhaL//metK//mepS//pphB//queG//csdA//cysQ//phnO//alr//uvrC//ubiD//nadC//rsmJ//
go_0055086_4	metK//rsgA//
go_0055114_3	yjiA//fabB//dld//pdxY//xthA//mutY//tsaD//moeA//nudC//puuA//gcd//araA//yjiA//trmL//gnd//aes//phnI//ybjG//lsrK//adk//menA//araD//cpsB//polB//frmB//nagZ//truD//cysE//accC//deoB//dacC//gstB//murC//purL//waaS//ilvI//paaA//yghU//sthA//ushA//citC//gldA//waaO//srlD//
go_0055129_5	gpsA//gloA//sufS//
go_0055130_8	cdsA//fabZ//
go_0060003_10	galU//alkB//
go_0060274_5	yqaB//
go_0060326_5	plsB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	cheB//
go_0061077_4	rlmB//waaO//yfdR//proS//pdxJ//
go_0061475_9	chbG//
go_0061504_8	pbpC//
go_0061610_5	nadC//
go_0061615_7	leuS//patD//
go_0061720_5	uvrB//pphA//metL//
go_0065002_6	phnP//
go_0065007_2	ydiF//
go_0070084_7	recR//
go_0070178_5	adiA//
go_0070207_8	accC//fabB//pnp//
go_0070298_8	
go_0070301_6	ulaD//cmk//
go_0070329_5	metH//
go_0070413_7	rluE//
go_0070415_6	ispB//cheB//
go_0070417_5	puuC//
go_0070453_7	prpD//
go_0070475_7	waaB//rffC//mltC//ubiF//tsaB//pyrH//dmsA//narH//narV//fbaA//dxr//lpoB//pdxA//ydiF//gudD//dapA//recR//ligB//ghrB//
go_0070476_7	yqjH//mhpC//
go_0070482_4	rutA//
go_0070574_9	putA//dhaL//queG//fdhF//
go_0070581_8	
go_0070588_9	
go_0070689_6	mutH//aroD//
go_0070726_5	murB//lpxH//
go_0070778_6	glmS//ilvM//
go_0070894_6	
go_0070930_7	
go_0070981_6	trpB//
go_0070989_4	btuR//
go_0071139_6	
go_0071218_6	rfbD//
go_0071229_5	
go_0071230_6	gcvT//
go_0071236_5	hisD//accC//cueO//
go_0071237_6	
go_0071243_5	pta//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	feaB//
go_0071271_7	rffH//
go_0071276_7	
go_0071280_7	ribA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	menI//talB//
go_0071289_7	hflX//
go_0071291_6	phnG//
go_0071292_7	pdeH//
go_0071294_7	hyaA//
go_0071310_5	
go_0071421_9	tdcD//miaB//yahK//
go_0071422_7	pgsA//speA//dusB//
go_0071423_8	hemF//
go_0071454_5	btuR//rlmA//
go_0071456_5	
go_0071467_5	
go_0071468_6	glpA//lpd//yhdH//ogt//
go_0071470_5	
go_0071474_6	mhpA//eptB//rsmB//
go_0071500_5	tktA//
go_0071502_5	
go_0071555_4	sthA//sseA//rnpA//pdxA//abgA//ispA//lpxH//valS//
go_0071577_9	ilvB//otsA//rsmC//dosP//chbF//paaF//
go_0071705_5	
go_0071731_5	
go_0071732_6	katG//
go_0071769_5	
go_0071805_4	rfaE//gdhA//coaE//cysC//glpX//iscS//entC//dapF//dgcT//
go_0071806_6	mtn//rhaB//
go_0071807_8	
go_0071897_6	dgcT//argG//galK//etk//gudD//acnB//
go_0071915_9	codA//
go_0071932_8	rlmJ//
go_0071934_6	udk//
go_0071945_7	
go_0071951_8	lpxT//
go_0071963_4	
go_0071973_6	adiA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	tktA//dhaK//
go_0072348_5	fabA//
go_0072488_7	yhdH//
go_0072511_7	mcrA//
go_0072531_6	glgB//
go_0072581_9	tdcE//
go_0072714_5	
go_0075713_7	
go_0080111_4	ilvD//phnJ//
go_0089705_7	
go_0089709_7	oxc//thiI//
go_0090071_6	
go_0090116_7	acpS//
go_0090143_4	
go_0090305_6	epd//paaA//entB//ispU//katG//plsB//lldD//fadE//roxA//nth//rihC//pphB//moaE//glgB//cysI//nudG//nudC//arsC//ltaE//dgoA//waaO//aroF//alr//cdh//dgt//prmB//metB//rhaD//sodC//pykF//hcaD//folX//queG//aspA//hisH//roxA//gluQ//gcvT//katE//garD//metH//ubiC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	tdk//ilvC//rsmH//sucA//narZ//menH//fadI//waaC//menA//mrcA//adeD//pheA//
go_0090502_8	ilvB//cpdA//waaJ//ldhA//tyrS//nrdF//murG//betA//iscS//uxuB//fadB//fadK//sodB//gstA//eptC//waaA//pdeR//
go_0090503_8	menF//purN//hisS//ribB//glpA//rsmF//aceA//metG//atoB//
go_0090529_5	
go_0090540_10	rlmG//
go_0090549_5	
go_0090609_6	nadE//
go_0097056_7	waaC//
go_0097264_6	phnP//
go_0097304_7	ppiC//
go_0097339_7	clsA//
go_0097428_6	murG//sad//
go_0097502_4	murD//
go_0097510_7	rfbB//
go_0097533_5	
go_0097638_8	gatD//
go_0098002_8	
go_0098655_7	waaB//kdgK//ubiX//torZ//gcvT//acnB//asnB//gltB//ada//uxuA//argH//apt//tktB//narV//frdC//
go_0098656_7	cysC//
go_0098707_10	
go_0098708_8	dgcT//cysD//
go_0098710_7	gadA//yegS//
go_0098713_8	patZ//folD//
go_0098719_9	
go_0098732_6	cpdA//
go_0098795_9	epmA//
go_0098869_4	bglB//eptB//hcaD//galU//trpD//purT//alr//rlmI//sdaA//betB//cysG//tdk//dkgA//rsmH//ribD//
go_0099131_7	moaE//
go_0099132_7	cobT//birA//hcp//rutC//purA//aspA//dgoD//rne//
go_0099133_8	citG//yihX//gmhB//gldA//dgoK//hypF//coaE//menB//cmoB//frmB//hycB//bioB//
go_0101030_8	prmC//
go_1900190_5	tdcG//
go_1900191_6	
