# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ugd//
go_0015909_8	ligB//
go_0015912_8	phr//
go_0015914_7	pphB//
go_0015920_7	aroD//moaD//
go_0015937_7	aldA//fkpA//nagB//hisI//
go_0015940_6	guaD//
go_0015944_4	fabG//hisH//cobC//
go_0015949_5	murA//murE//cyaA//galM//rsmD//wzb//speA//nagB//menB//glpX//yfeX//cysS//rlmG//ilvN//bglB//leuS//argD//yihU//
go_0015950_6	garL//
go_0015951_7	waaP//solA//
go_0015968_6	
go_0015969_8	nrfB//rutC//
go_0015976_2	edd//
go_0015986_7	
go_0015990_10	pcm//ribE//
go_0016024_7	dusB//
go_0016032_5	ghrB//
go_0016036_6	preA//yjcS//
go_0016042_5	
go_0016052_5	umuD//fkpB//edd//fabH//
go_0016075_8	kdsB//
go_0016078_8	fadM//
go_0016094_6	lyxK//pdxB//
go_0016226_5	mutS//waaH//ilvD//aroE//
go_0016259_7	gpt//
go_0016260_8	tesB//hisS//mepS//
go_0016310_6	ilvM//hcaB//pdeR//panB//xdhB//pabA//gapA//mnaT//entD//rlmG//gltB//murI//ogt//paaH//dmsB//folE//astC//
go_0016311_6	malY//lpxH//truC//selA//yccX//waaP//acpT//gluQ//metC//xylA//trmO//pyrH//tdcG//deoC//glnE//uxaA//ampD//dinB//hycB//hcaF//glmS//add//cysE//birA//hisS//rne//mutS//ilvC//rlmI//lpoA//moeA//atoB//sseA//hisA//tpiA//panB//lpoA//nrdE//fadK//hcp//
go_0016458_3	
go_0016485_6	btuR//mnmE//
go_0016540_7	yihV//entC//
go_0016579_7	galK//
go_0016998_5	orn//
go_0017001_5	lsrK//
go_0017003_8	dgcM//
go_0017004_7	rluD//
go_0017013_7	
go_0017038_6	
go_0017148_8	yigB//glmS//gatY//glpD//ghrB//
go_0017189_7	menC//
go_0017198_7	menD//
go_0018012_8	tsaD//
go_0018023_7	paaK//
go_0018063_8	miaA//
go_0018070_8	panE//ahpC//
go_0018104_8	nfi//paaK//hemL//hemL//yfeW//
go_0018105_8	abgB//
go_0018106_8	
go_0018108_8	gutQ//
go_0018117_8	
go_0018125_6	insI-1//
go_0018131_6	acs//
go_0018160_8	miaB//
go_0018206_8	purU//
go_0018247_9	yccX//
go_0018283_6	
go_0018298_7	nirD//
go_0018307_7	uxaB//
go_0018315_8	rlmI//
go_0018339_9	idnD//
go_0018345_8	acpH//
go_0018364_6	rutA//cobB//
go_0018378_9	
go_0018393_10	accD//
go_0018394_9	fre//
go_0018410_8	pgm//
go_0018909_5	dsdA//
go_0018937_4	pyrH//
go_0019042_6	uxaA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	abgB//
go_0019243_7	ltaE//mltC//pyrF//solA//
go_0019249_6	fbp//
go_0019250_7	ilvH//
go_0019262_6	murC//serA//nfi//xthA//trmA//
go_0019264_7	fadI//
go_0019272_9	folC//torC//
go_0019284_7	pyrC//yjjG//
go_0019285_5	glgX//fumC//
go_0019288_6	murC//ygeX//rutB//curA//
go_0019290_5	
go_0019292_8	betB//
go_0019294_6	trmA//hcp//yfbR//astC//
go_0019299_6	waaC//
go_0019301_7	menC//fumC//treC//phoA//nagZ//hycB//birA//
go_0019303_7	speE//idnD//
go_0019305_7	sucD//
go_0019309_7	dosP//
go_0019316_8	narI//cmk//yfcF//
go_0019318_5	phnH//
go_0019323_6	hyi//moeB//frlC//dut//fcl//adhP//tsaE//
go_0019324_6	ybjG//aroL//aroC//lpxM//ttdA//
go_0019343_8	hemG//
go_0019344_7	puuD//
go_0019346_7	murF//
go_0019353_8	narY//ycjU//ispU//hemB//
go_0019354_6	dinB//
go_0019379_5	cmoA//
go_0019380_6	gcl//wecB//
go_0019388_7	adk//
go_0019391_6	prpC//
go_0019394_7	coaA//
go_0019395_5	rlmE//
go_0019404_8	glmU//speA//
go_0019413_6	cobC//murD//
go_0019419_4	waaJ//
go_0019427_7	cobS//
go_0019430_5	waaB//ldcA//nrdD//
go_0019432_7	ldtE//
go_0019439_5	cysI//puuE//
go_0019447_8	rpiB//
go_0019450_9	rbsK//
go_0019464_7	yagF//csdA//moeB//idnD//gudD//thiE//
go_0019480_4	torZ//
go_0019509_7	
go_0019516_4	ltaE//glxK//
go_0019521_6	fabB//putA//
go_0019542_6	dgoK//
go_0019545_6	tynA//
go_0019546_9	guaD//
go_0019563_7	mltC//nagA//sucC//
go_0019568_7	ribF//nadB//
go_0019569_7	yqaB//birA//kduD//
go_0019571_8	cysI//pdxA//nfi//
go_0019572_8	opgB//
go_0019584_7	
go_0019588_7	purN//ilvH//
go_0019592_8	prpB//
go_0019595_8	queF//
go_0019607_6	sseA//trmI//
go_0019622_6	hisA//nth//moeA//
go_0019629_7	ispF//entF//
go_0019632_5	frlB//betB//alr//acs//
go_0019634_5	speA//
go_0019645_6	gcvT//hisS//glcF//
go_0019646_6	nagZ//cheR//ydiO//leuD//
go_0019664_6	gltB//cmk//
go_0019665_5	garD//
go_0019673_6	dhaL//
go_0019676_3	ruvB//
go_0019677_8	
go_0019679_7	glpD//ssuE//aroC//
go_0019686_6	uxuB//
go_0019698_7	rhaA//uidA//speA//yjhH//puuC//proA//
go_0019700_6	tktA//ftsI//aceB//yieF//
go_0019740_2	rdgB//patA//yccX//adiA//ulaD//sucA//
go_0019752_6	
go_0019805_6	gnd//
go_0019835_3	
go_0019852_5	ldtD//moaA//pgpC//
go_0019854_6	murG//napA//
go_0019856_7	prmC//
go_0019858_7	tktA//
go_0019859_7	fes//
go_0019877_6	sthA//menH//ubiF//
go_0019878_9	tsaB//
go_0019935_6	kdsD//nrfB//
go_0019985_8	sdaB//ldtD//
go_0019988_7	fabD//
go_0022417_4	dut//
go_0022610_2	guaB//
go_0022611_3	pheA//waaQ//fadA//
go_0022900_4	yahK//paaK//
go_0022904_5	sodC//tdcD//arnA//
go_0023014_4	fucA//wecC//garD//
go_0030001_7	dkgA//nadD//lpxM//
go_0030007_8	yihT//
go_0030026_9	
go_0030091_6	glmS//narY//cyaA//citE//
go_0030153_5	
go_0030162_7	
go_0030163_5	lysA//ftsI//truB//sad//
go_0030244_9	
go_0030258_5	mhpD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	paoC//hemD//
go_0030388_5	manA//citC//ldcA//
go_0030488_6	yigB//tdcE//etp//rfaE//yhdJ//truC//waaZ//paaF//rlmM//yjhG//
go_0030490_10	
go_0030497_7	lysA//azoR//
go_0030541_4	
go_0030573_6	eutD//
go_0030632_8	pdxA//mak//hpt//glgC//
go_0030641_8	ubiF//atoB//
go_0030643_8	
go_0030961_9	opgE//
go_0030980_7	leuA//ubiA//glgP//
go_0031118_8	hcp//
go_0031119_8	pdxA//mutS//rsuA//ydiF//glxK//ssuD//
go_0031125_10	yieF//
go_0031162_5	garL//
go_0031167_6	ispH//aroC//ybiV//iscS//scpC//pabC//
go_0031280_6	ispA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rihC//
go_0031400_8	
go_0031439_9	
go_0031460_7	miaB//fre//ribF//tdcE//tktA//gcvP//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	araA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	tyrS//
go_0032026_6	rutA//
go_0032049_8	entE//entC//mepS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	folA//
go_0032196_3	dcd//
go_0032238_6	rsmE//
go_0032259_3	mmuM//nadB//rsmI//nrdE//
go_0032261_6	waaC//
go_0032263_7	rffG//yidA//
go_0032264_7	mhpB//zwf//
go_0032265_7	dcd//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ubiG//gpmM//rluB//
go_0032329_7	yeiG//ttdA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ldhA//
go_0032445_10	glcD//mtgA//
go_0032462_7	hypF//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	metG//waaC//nrfA//bioH//
go_0032774_6	ilvH//
go_0032775_6	fabH//accB//putA//
go_0032781_7	
go_0032784_8	
go_0032790_6	nirB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	pdxH//
go_0032978_7	
go_0033014_6	waaF//nth//
go_0033051_5	hdhA//
go_0033120_8	
go_0033194_5	ribA//yfcG//wrbA//
go_0033195_5	gloB//
go_0033212_10	narY//polB//
go_0033214_11	trpA//ubiA//
go_0033228_8	sgbE//ssuD//xthA//
go_0033317_7	preT//waaP//nrdF//tmcA//
go_0033320_6	ychF//
go_0033345_8	folC//ybhA//
go_0033353_5	menI//
go_0033359_7	tmk//ttdA//
go_0033384_6	sgbH//
go_0033388_7	thiI//
go_0033477_5	hcaD//
go_0033499_8	citG//gmhB//gcvH//rsmH//tcdA//
go_0033518_6	pabC//
go_0033539_7	rlmC//
go_0033542_7	mraY//
go_0033543_8	aspC//
go_0033567_6	
go_0033585_7	ybjG//tktA//
go_0033611_8	sucA//
go_0033683_7	
go_0034194_8	srlD//apt//murE//
go_0034195_8	thrA//
go_0034198_6	gadA//fumB//
go_0034203_6	murG//
go_0034204_5	frc//hcaC//
go_0034213_6	ribD//
go_0034214_7	pykF//amyA//nfsB//
go_0034219_6	rluB//codA//fes//yieF//yieF//fabI//yieF//xapA//uxuB//nagB//speF//astB//epmA//nadB//rnt//icd//adhE//mtlD//psd//frc//ldtC//paaF//yccX//argI//citC//arnB//ansB//waaH//cdsA//
go_0034220_6	tehB//tsaD//tmk//purD//cobU//fadM//
go_0034224_6	
go_0034227_8	fbp//
go_0034258_8	puuB//
go_0034260_5	
go_0034289_7	pdxJ//
go_0034337_3	cobT//
go_0034355_7	rlmG//umpG//fruK//yeiG//
go_0034401_5	
go_0034414_9	mrcA//
go_0034421_8	eptA//
go_0034470_8	ynfF//
go_0034552_7	
go_0034599_5	ycaO//recG//argF//cyoE//glmU//
go_0034605_5	yfdR//rbn//
go_0034614_6	kefF//
go_0034620_6	paaZ//
go_0034628_9	tilS//guaD//truC//dmsA//cysN//
go_0034635_6	sseA//
go_0034644_7	dkgA//
go_0034661_7	
go_0034775_7	tadA//waaQ//
go_0034983_9	opgB//aroE//
go_0035235_6	hyaA//nanK//tcdA//
go_0035307_9	
go_0035335_8	btuE//prpC//
go_0035344_8	sdhC//sucD//
go_0035350_6	sdhA//
go_0035429_8	pphB//pdeR//pdxK//valS//ssuD//fkpB//
go_0035433_7	tktA//
go_0035434_9	hcaC//
go_0035435_9	acnB//adk//ahr//ahr//
go_0035442_7	murC//lgoD//cysG//purA//dld//garR//ascB//
go_0035443_7	waaZ//glnA//accD//
go_0035444_9	mocA//ygeX//fbp//guaD//
go_0035461_6	cheB//
go_0035524_8	clsC//
go_0035552_6	fadM//
go_0035553_6	argA//
go_0035556_4	
go_0035600_8	psuG//
go_0035672_6	otsB//yhdH//phr//
go_0035725_9	serS//torA//avtA//idnK//ilvA//
go_0035784_9	ynfE//
go_0035864_6	
go_0035873_8	ldtC//ahpC//
go_0035999_5	pcm//opgE//acnA//
go_0036001_7	rdgB//
go_0036047_9	mngB//
go_0036049_9	frlC//
go_0036088_6	glpK//
go_0036104_6	rph//pagP//
go_0036172_6	asnS//
go_0036214_3	
go_0036265_6	pgsA//
go_0036289_9	rfaE//pabB//
go_0036448_6	purF//fbaA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	mobA//argH//
go_0040033_9	
go_0042026_4	kdsC//nrdE//pabA//cheR//
go_0042126_5	waaH//
go_0042128_5	
go_0042150_7	ynfH//
go_0042157_5	
go_0042158_6	gcvH//uxuB//
go_0042177_7	
go_0042182_5	rluD//
go_0042219_6	
go_0042245_7	btuE//fadM//mug//
go_0042254_5	tpiA//
go_0042255_6	
go_0042274_5	tadA//
go_0042304_7	
go_0042351_7	aroB//
go_0042355_8	der//bacA//folX//nagA//treC//dut//
go_0042371_7	argH//
go_0042413_6	kdsB//gcl//
go_0042450_7	rihB//mgsA//fau//der//surA//sdhA//
go_0042454_7	pyrE//
go_0042493_4	hisA//trpE//udk//nirD//fumC//cysI//rihA//aldA//umpH//tsaE//ymdB//rsuA//agp//
go_0042538_6	ppk//ybhA//fadH//
go_0042542_5	bioC//mog//serB//frdB//
go_0042545_5	carA//
go_0042594_4	lipA//mtn//rsmH//fcl//
go_0042619_6	
go_0042710_4	gpmM//rsmE//wcaJ//ligB//rutC//pdxB//hcaE//mak//
go_0042732_6	lpxB//
go_0042744_6	yeaG//garD//
go_0042759_7	rihC//
go_0042773_6	moaA//
go_0042777_8	
go_0042780_10	ynfF//gluQ//
go_0042817_5	selD//
go_0042819_6	dgoA//
go_0042823_6	bglB//thiG//udk//glpX//
go_0042838_6	pheS//ispU//ubiA//miaB//
go_0042840_7	hypB//lsrK//ybjG//cobC//panD//trpD//
go_0042843_7	nrdA//ndk//
go_0042846_8	chbF//
go_0042852_9	hemH//
go_0042867_8	glxK//
go_0042873_7	abgB//
go_0042882_10	yjhG//hcaB//
go_0042884_7	dmsB//tsaE//sthA//
go_0042885_8	adhP//
go_0042891_6	udk//accB//dadA//roxA//paaJ//tktA//ftnA//
go_0042906_8	hemE//purC//murB//
go_0042908_5	aroG//
go_0042914_8	rihA//
go_0042918_6	ddlA//arsC//
go_0042919_6	
go_0042920_6	mgsA//
go_0042928_7	
go_0042930_7	apaH//argC//nhoA//mdh//surA//cdd//purT//ampH//bioH//ydiF//
go_0042938_8	menF//hisB//abgB//
go_0042939_8	entB//
go_0042941_8	cysK//
go_0042942_6	glnA//dacA//
go_0042953_6	
go_0042956_8	mltD//paaZ//
go_0042968_8	nemA//thiH//trpE//
go_0043039_6	cof//frlC//lldD//
go_0043041_6	prpC//ppx//
go_0043085_5	hemH//treC//ogt//
go_0043086_5	cysC//
go_0043093_3	glnE//recF//argC//nfi//
go_0043097_6	frdB//pta//
go_0043099_7	ushA//
go_0043100_6	deoD//
go_0043102_5	epmC//
go_0043103_7	maa//
go_0043137_6	menH//pdxH//
go_0043150_8	
go_0043157_6	arnT//
go_0043164_6	manA//rlmI//waaS//yihT//ynfH//gudD//ubiE//
go_0043165_6	paaG//adhE//
go_0043171_5	argG//trmH//pgk//waaH//def//
go_0043200_5	
go_0043201_6	
go_0043213_7	kdsB//gldA//
go_0043254_5	
go_0043335_3	pflB//betB//alsE//hypB//clsB//
go_0043433_5	melA//pdeL//cysH//
go_0043442_6	fabH//
go_0043456_6	pyrB//
go_0043462_6	btuR//
go_0043470_6	
go_0043471_6	
go_0043488_5	paaK//prmB//eutD//
go_0043547_7	
go_0043571_7	ispA//
go_0043610_4	aceA//tsaB//glnE//
go_0043686_7	gnd//
go_0043687_7	nudF//udk//mutL//trmL//ppiC//
go_0043708_5	mltB//
go_0043709_6	glcD//
go_0043711_5	
go_0043952_7	
go_0043953_7	fucI//
go_0044010_5	metC//ybjI//panC//cmoA//queD//araB//
go_0044011_4	menD//
go_0044036_5	thiM//nrdA//murG//
go_0044038_6	btuE//kbaZ//
go_0044092_4	
go_0044179_5	
go_0044208_7	aroB//
go_0044238_3	lpxK//moaE//dfp//aphA//
go_0044248_4	
go_0044255_4	
go_0044262_4	dmsC//napC//
go_0044273_5	lpoB//
go_0044275_5	glgA//
go_0044349_6	
go_0044355_6	murG//
go_0044532_6	
go_0044659_7	ftsI//
go_0044718_6	yfcF//
go_0044764_3	
go_0044780_6	fadI//
go_0044781_5	
go_0044787_5	ppsA//
go_0044874_7	
go_0045004_7	hemH//mltB//talB//
go_0045013_7	
go_0045226_7	arnT//torZ//gltD//ynfE//kdsB//adiA//
go_0045333_5	ydiB//leuC//
go_0045337_6	aspA//
go_0045454_4	ansA//coaD//rfaE//dgoD//dadA//rlmG//prpD//
go_0045471_5	treC//mnmE//
go_0045717_8	ttdA//tktB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	kduD//frmA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	mobA//dld//phoA//carB//nrdE//
go_0045893_8	metC//hycB//
go_0045900_9	
go_0045903_5	gpp//
go_0045912_6	rsmF//ynfF//menE//
go_0045926_5	
go_0045936_8	
go_0045947_9	recJ//adhP//
go_0045975_9	
go_0045990_6	
go_0046037_8	cdh//
go_0046040_8	trmH//
go_0046047_8	aroK//
go_0046050_8	lysU//lpxB//garK//
go_0046052_8	prpC//
go_0046061_8	ppk//
go_0046076_8	paaH//
go_0046081_8	narV//tsaE//
go_0046086_6	menA//
go_0046098_7	preA//
go_0046100_7	rutA//
go_0046101_6	murA//cynT//
go_0046103_9	ispB//
go_0046104_8	recF//
go_0046115_10	trmH//
go_0046133_8	ppx//acpS//
go_0046166_6	ltaE//
go_0046168_6	dkgA//ilvD//
go_0046176_6	mutL//chbF//yajO//alkB//
go_0046177_7	rbsD//cof//etp//tadA//
go_0046181_7	thiI//
go_0046183_7	idi//ubiA//ulaF//
go_0046187_6	aldB//
go_0046196_5	pheS//
go_0046210_6	murB//acnA//trpC//
go_0046214_6	nrfD//
go_0046256_7	manA//yghU//
go_0046271_5	ilvC//
go_0046279_6	phnJ//
go_0046292_4	dut//
go_0046294_5	waaA//fbaA//
go_0046296_6	hemB//surA//garD//
go_0046306_6	ruvB//opgE//
go_0046323_10	ahr//
go_0046325_8	
go_0046336_6	glnA//
go_0046342_8	napA//
go_0046348_6	kdsA//uxaB//
go_0046365_5	hisI//
go_0046392_7	rbsD//alsK//cysG//yihU//
go_0046397_6	
go_0046416_6	tdk//
go_0046452_6	torA//
go_0046459_6	napC//
go_0046470_5	
go_0046474_6	pheT//acpS//proB//pgaB//putA//dgoK//
go_0046487_5	dgkA//
go_0046501_6	pdxY//
go_0046618_6	idnK//tatD//hisS//gmhB//araD//nagB//
go_0046654_7	udp//paaK//nudC//fabH//purA//
go_0046655_5	fadA//
go_0046656_6	ilvD//recG//glmS//gudD//rutC//rluA//
go_0046657_6	hemN//
go_0046677_4	yciA//ssuE//dcyD//tdcD//bioH//folD//mak//purC//narZ//katG//cysD//tdcE//waaC//spoT//ispB//ulaE//ndh//bglX//dgt//rffG//yfiC//ldtD//dkgB//fabH//galK//wecC//appA//pheA//waaB//pheT//yjiA//
go_0046685_4	napB//lpoB//
go_0046686_6	yrfG//
go_0046688_6	uvrA//menI//
go_0046690_5	yciA//codA//
go_0046710_8	pdeR//
go_0046718_8	selB//nanK//
go_0046777_8	malP//gloA//bioC//
go_0046834_6	rluD//
go_0046835_5	carA//menD//apt//insI-1//uvrA//mltA//pfkB//aroB//ssuD//poxB//ymdB//tgt//mltD//yahK//pabA//yhdJ//lpxB//tktA//mnmE//rfaE//paaG//
go_0046836_7	sad//
go_0046839_6	ulaG//
go_0046855_6	waaP//
go_0046892_8	
go_0046901_7	menI//
go_0046939_7	arnB//sdhC//hcp//yahK//
go_0046942_7	ynfH//deoA//cysC//
go_0046944_7	bioA//
go_0047484_6	
go_0048034_6	ddlA//
go_0048255_6	
go_0048473_8	pyrE//
go_0048518_4	
go_0048870_3	gldA//
go_0050427_5	argK//
go_0050667_6	hemD//pepD//
go_0050779_5	gmd//
go_0050790_4	tyrS//yihV//
go_0050821_5	torA//ssuE//
go_0050918_5	eno//clsB//
go_0050919_5	apt//
go_0051050_5	
go_0051083_5	acnB//
go_0051085_5	nudC//eutD//
go_0051090_4	metL//
go_0051091_5	gltX//
go_0051131_7	
go_0051143_8	bacA//
go_0051156_5	atoB//
go_0051171_5	
go_0051188_5	rihC//
go_0051191_6	lpxP//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	hdhA//kdsD//
go_0051270_5	
go_0051271_6	bioF//recO//
go_0051274_8	
go_0051276_5	
go_0051289_8	purN//der//trpS//puuD//betB//dam//rlmI//fabZ//frmA//treA//leuB//ycjU//ppk//gmk//gshB//entA//ahr//rpe//rsmB//hemG//aroF//yidA//dhaL//rutD//menA//prpC//gpt//cysS//orn//sgbH//tyrS//kdsD//
go_0051301_3	hyaC//dadA//nagK//pdxH//xylB//fabD//torY//tsaC//
go_0051302_5	
go_0051304_4	cmk//
go_0051338_5	
go_0051345_6	
go_0051346_6	alsE//
go_0051347_6	
go_0051349_6	
go_0051353_6	phnI//
go_0051391_8	recO//
go_0051409_4	pdxH//
go_0051410_3	phr//
go_0051452_10	araA//
go_0051453_9	abgB//
go_0051454_10	fabZ//rbsD//ppsA//alaC//tyrA//
go_0051476_7	lpxT//
go_0051484_7	rbn//
go_0051495_8	
go_0051595_6	dcyD//ldtE//
go_0051596_6	hemE//metC//gltB//hemH//
go_0051599_4	
go_0051603_6	roxA//nirB//
go_0051604_5	glpD//cpdA//napB//
go_0051607_4	nagB//tmk//
go_0051649_4	
go_0051668_4	
go_0051692_6	pdxH//ansB//
go_0051704_2	abgB//hemD//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	rlmF//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	allB//mcrB//
go_0052778_6	murE//
go_0052837_6	insI-2//
go_0055070_10	ilvM//
go_0055072_10	waaQ//rfbD//
go_0055085_5	ydfG//mak//fadI//psuG//ydiF//mog//purU//upp//trmH//cyaA//pgaC//arsC//arnT//thiM//aroK//yihX//phnL//paoC//gcvT//cobT//hisH//glpK//truD//glgC//thrC//yjjG//hmp//frdD//tgt//maa//upp//insI-2//mmuM//ygjK//wzc//yfcG//asd//tig//phnO//uidA//rfbB//opgE//gcl//malP//kduD//yccX//yeaG//uxuB//ansB//cysD//dld//cmoA//scpC//thiC//sdhD//paaZ//mtn//insI-1//metE//katE//agp//dcyD//frdA//nrfA//ansB//rutA//ppc//hisB//proB//rlmB//yjhG//lpoA//trpE//mocA//puuA//galE//nrdB//uidA//fadA//sucB//
go_0055086_4	dxr//hcaE//
go_0055114_3	napC//suhB//ispH//xthA//mnaT//melA//bioB//pheA//menA//tig//yfaU//umpG//cobU//patD//frmA//yjhH//hisA//otsA//argC//clsB//mmuM//kbaY//carA//carA//dhaL//dgcM//dgcM//menD//aphA//mmuM//fadI//dusC//wecC//tsaC//rlmF//trmO//glyA//puuA//wzc//lipA//ygeX//paaJ//roxA//hemG//
go_0055129_5	waaQ//moeA//speE//
go_0055130_8	yqjH//proS//
go_0060003_10	mnmE//purT//
go_0060274_5	gatD//
go_0060326_5	aspA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	cheR//
go_0061077_4	ppsA//waaB//gstB//nadK//epmB//
go_0061475_9	xylA//
go_0061504_8	aphA//
go_0061610_5	trmA//
go_0061615_7	wecC//trpB//
go_0061720_5	ravA//yfiC//ldhA//
go_0065002_6	rlmB//
go_0065007_2	malQ//
go_0070084_7	gluQ//
go_0070178_5	mdh//
go_0070207_8	aphA//nrdF//menB//
go_0070298_8	
go_0070301_6	gmd//cobU//
go_0070329_5	panC//
go_0070413_7	yeiG//
go_0070415_6	curA//ldtE//
go_0070417_5	leuB//
go_0070453_7	rsmJ//
go_0070475_7	hyi//cysK//ldtA//rnpA//yfcG//frc//dacA//waaC//eutB//panE//pdxJ//treA//eptC//narI//thiM//dnaE//ubiC//ubiC//ycjU//
go_0070476_7	eutD//proB//
go_0070482_4	pheS//
go_0070574_9	yfcF//ltaE//plsB//lpxH//
go_0070581_8	
go_0070588_9	
go_0070689_6	gloC//asnS//
go_0070726_5	yfcF//hyi//
go_0070778_6	phr//rsmG//
go_0070894_6	
go_0070930_7	
go_0070981_6	gloA//
go_0070989_4	gltB//
go_0071139_6	
go_0071218_6	tpiA//
go_0071229_5	
go_0071230_6	plsB//
go_0071236_5	lysU//ugd//yajO//
go_0071237_6	
go_0071243_5	thyA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	nfi//
go_0071271_7	pykF//
go_0071276_7	
go_0071280_7	ravA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	folA//pphA//
go_0071289_7	lpxM//
go_0071291_6	uvrC//
go_0071292_7	fadH//
go_0071294_7	tsaC//
go_0071310_5	
go_0071421_9	trpC//menH//paaK//
go_0071422_7	nadB//dcyD//paaZ//
go_0071423_8	panD//
go_0071454_5	yfcG//thiM//
go_0071456_5	
go_0071467_5	
go_0071468_6	ynfH//cmoB//fadA//carA//
go_0071470_5	
go_0071474_6	glyA//nrfB//nrdE//
go_0071500_5	fadK//
go_0071502_5	
go_0071555_4	gadB//menD//sgbU//rffM//yghU//cpsB//panC//dgcM//
go_0071577_9	ilvC//pdxH//thyA//entB//gcd//glk//
go_0071705_5	
go_0071731_5	
go_0071732_6	nfsB//
go_0071769_5	
go_0071805_4	ushA//pdxH//tyrB//gloA//iaaA//bioF//dcm//paaG//speB//
go_0071806_6	mnmE//mazG//
go_0071807_8	
go_0071897_6	alaA//nanA//tdk//pyrB//nfsB//ycjU//
go_0071915_9	bfr//
go_0071932_8	xylB//
go_0071934_6	tyrA//
go_0071945_7	
go_0071951_8	accA//
go_0071963_4	
go_0071973_6	lsrK//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	bioC//accB//
go_0072348_5	ubiD//
go_0072488_7	gstA//
go_0072511_7	pdeL//
go_0072531_6	yfbR//
go_0072581_9	malS//
go_0072714_5	
go_0075713_7	
go_0080111_4	fucO//gatZ//
go_0089705_7	
go_0089709_7	rhaM//pyrG//
go_0090071_6	
go_0090116_7	mak//
go_0090143_4	
go_0090305_6	yggF//fadD//dxs//recG//purD//pyrF//pflB//narI//yjjX//adhP//trmD//acnB//folP//cobB//paaA//hisF//etp//udp//folD//waaG//miaA//rimK//fklB//mobA//glnS//murE//nrdE//ilvD//ttdB//kdgK//asnA//yfcF//murF//mrcB//tpiA//yfeW//yggF//gatZ//rdgB//gadB//alr//orn//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	yeiG//rlmL//entH//moaA//frlC//rnt//pabA//pgsA//galM//talB//wzc//bglB//
go_0090502_8	truD//lpd//rlmI//pabB//fadH//lpxL//rutD//phnM//thiD//phnL//sdhD//amiD//lpxT//ldtD//rfaE//valS//narZ//
go_0090503_8	psd//yciV//galT//gmhB//idnO//frlC//polA//leuS//cysE//
go_0090529_5	
go_0090540_10	argK//
go_0090549_5	
go_0090609_6	rsmF//
go_0097056_7	deoB//
go_0097264_6	ileS//
go_0097304_7	ogt//
go_0097339_7	gpt//
go_0097428_6	ychF//ldtB//
go_0097502_4	rluB//
go_0097510_7	fkpB//
go_0097533_5	
go_0097638_8	ycjU//
go_0098002_8	
go_0098655_7	ynfF//asnB//hchA//birA//purF//galU//entD//rbn//bioF//pta//sdhB//galT//cobS//umuD//cysC//
go_0098656_7	gltX//
go_0098707_10	
go_0098708_8	sodB//pheT//
go_0098710_7	yihT//metK//
go_0098713_8	pabA//lacZ//
go_0098719_9	
go_0098732_6	pdeH//
go_0098795_9	waaY//
go_0098869_4	rnpA//ynfE//argK//cpdA//waaH//lpcA//pgpC//yigL//rlmH//phnL//chbG//folX//aroB//trmI//pykA//
go_0099131_7	umuD//
go_0099132_7	hyaC//thrS//lpoB//rfaE//dgoK//malZ//thrA//thyA//
go_0099133_8	gldA//queG//trpD//gloA//uxuA//hisA//narV//patA//maeA//ada//alkA//rsmI//
go_0101030_8	udk//
go_1900190_5	rlmI//
go_1900191_6	
go_1900192_6	
go_1900231_6	cynT//
