# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gloC//
go_0015889_6	ravA//gpmM//aroB//
go_0015891_6	thiM//
go_0015906_6	lyxK//
go_0015909_8	hisS//
go_0015912_8	hcp//
go_0015914_7	ribE//
go_0015920_7	nrdD//ispH//
go_0015937_7	lpxK//fabB//lpxH//ddlA//
go_0015940_6	argS//
go_0015944_4	lpoA//glgA//deoC//
go_0015949_5	entC//epmB//mdh//upp//thiH//trpS//fumC//nrfB//hpt//argB//rffG//rsgA//nadB//rrrD//waaL//ampH//lsrG//cpdA//
go_0015950_6	cysH//
go_0015951_7	icd//ymdB//
go_0015968_6	
go_0015969_8	agp//hemG//
go_0015976_2	fkpA//
go_0015986_7	
go_0015990_10	pgpB//hypB//
go_0016024_7	pfkB//
go_0016032_5	mrcB//
go_0016036_6	entD//frlC//
go_0016042_5	
go_0016052_5	sucA//lgoD//pinE//cobC//
go_0016075_8	cyaA//
go_0016078_8	idnO//
go_0016094_6	cheR//pdxK//
go_0016226_5	mraY//murA//rsmA//malQ//
go_0016259_7	yagF//
go_0016260_8	sgbH//dnaE//menF//
go_0016310_6	sufS//speE//uidA//ldcC//rsmC//xylA//fumA//nudC//murE//glcD//waaF//serA//metE//ravA//aldB//insI-2//panE//
go_0016311_6	aes//trpC//fadD//hisH//folX//epmA//trpC//rimK//add//trpD//frmA//accD//purL//aceA//leuB//dgt//pgpA//ruvA//entH//fadI//yegS//purL//fdhF//yrfG//aspA//ybjI//lldD//kduD//narV//gdhA//frdA//tpiA//maa//hemC//hmp//gmk//dcd//mngB//rsmF//fruK//
go_0016458_3	
go_0016485_6	cysI//mak//
go_0016540_7	ubiX//glyS//
go_0016579_7	katG//
go_0016998_5	pck//
go_0017001_5	pgpA//
go_0017003_8	sgbH//
go_0017004_7	tehB//
go_0017013_7	
go_0017038_6	
go_0017148_8	dusB//folP//glcF//moeA//rfbC//
go_0017189_7	cysH//
go_0017198_7	bioD//
go_0018012_8	thiD//
go_0018023_7	rffG//
go_0018063_8	pheT//
go_0018070_8	fadM//cysK//
go_0018104_8	slt//fbaA//gmd//narZ//speB//
go_0018105_8	mug//
go_0018106_8	
go_0018108_8	frmA//
go_0018117_8	
go_0018125_6	yggF//
go_0018131_6	ynfF//
go_0018160_8	ddlA//
go_0018206_8	mltD//
go_0018247_9	mhpB//
go_0018283_6	
go_0018298_7	aroD//
go_0018307_7	frdB//
go_0018315_8	ulaD//
go_0018339_9	lplA//
go_0018345_8	rnb//
go_0018364_6	umuC//kduI//
go_0018378_9	
go_0018393_10	speC//
go_0018394_9	wzb//
go_0018410_8	ndk//
go_0018909_5	pta//
go_0018937_4	fkpA//
go_0019042_6	rluC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	aroB//
go_0019243_7	sseA//nrfC//thrC//waaF//
go_0019249_6	rffH//
go_0019250_7	alkB//
go_0019262_6	argI//ispF//ybiV//ubiX//menE//
go_0019264_7	ynfE//
go_0019272_9	paaZ//hpt//
go_0019284_7	opgE//edd//
go_0019285_5	rlmM//ydiO//
go_0019288_6	aldA//asd//rlmI//mnaT//
go_0019290_5	
go_0019292_8	fucI//
go_0019294_6	abgB//uvrA//mnmE//dkgA//
go_0019299_6	gntK//
go_0019301_7	paaK//gph//ppsA//tmk//feaB//mobA//argS//
go_0019303_7	waaO//dapF//
go_0019305_7	prmB//
go_0019309_7	rihA//
go_0019316_8	rpiA//yfeX//argF//
go_0019318_5	scpC//
go_0019323_6	hemE//cysI//dadA//ogt//hycB//fumC//paaE//
go_0019324_6	cdh//rffG//argA//yfcG//ansB//
go_0019343_8	clsA//
go_0019344_7	citX//
go_0019346_7	guaC//
go_0019353_8	cobC//apaH//yihX//coaE//
go_0019354_6	mhpD//
go_0019379_5	gpsA//
go_0019380_6	ftsI//cmoA//
go_0019388_7	cysH//
go_0019391_6	trpB//
go_0019394_7	eptB//
go_0019395_5	roxA//
go_0019404_8	dhaL//fucI//
go_0019413_6	malS//putA//
go_0019419_4	rpiB//
go_0019427_7	gpmM//
go_0019430_5	umuC//nrdB//rlmC//
go_0019432_7	amiD//
go_0019439_5	rfbB//lpxP//
go_0019447_8	pgk//
go_0019450_9	dacA//
go_0019464_7	sucB//proA//pinE//metL//yccX//ampD//
go_0019480_4	plsC//
go_0019509_7	
go_0019516_4	dapA//xdhB//
go_0019521_6	idnK//yjiA//
go_0019542_6	ubiA//
go_0019545_6	dmsA//
go_0019546_9	surA//
go_0019563_7	tyrB//sseA//dgt//
go_0019568_7	yqjH//xthA//
go_0019569_7	paaA//proA//hisA//
go_0019571_8	pdxY//hypF//mnmG//
go_0019572_8	glgC//
go_0019584_7	
go_0019588_7	tyrB//metE//
go_0019592_8	cyoE//
go_0019595_8	mog//
go_0019607_6	hemB//purA//
go_0019622_6	ispG//purT//rsmF//
go_0019629_7	nfsB//trpC//
go_0019632_5	yfcG//speC//phnM//cynS//
go_0019634_5	mutH//
go_0019645_6	amiD//fes//alsK//
go_0019646_6	feaB//dmsB//cpdB//tdcE//
go_0019664_6	aceF//gstB//
go_0019665_5	gloA//
go_0019673_6	pinE//
go_0019676_3	bglX//
go_0019677_8	
go_0019679_7	rihC//rsmB//ilvC//
go_0019686_6	rluD//
go_0019698_7	tnaA//glgA//serA//allB//pdxJ//citG//
go_0019700_6	narZ//rlmC//yieF//arnA//
go_0019740_2	dosP//nfsB//yjjG//tdcE//dcm//carB//
go_0019752_6	
go_0019805_6	cobT//
go_0019835_3	
go_0019852_5	waaU//pfkB//menB//
go_0019854_6	ynfE//ycaO//
go_0019856_7	gabD//
go_0019858_7	hyaC//
go_0019859_7	mpaA//
go_0019877_6	umpH//aspA//torA//
go_0019878_9	rluF//
go_0019935_6	yidA//serB//
go_0019985_8	ubiI//ttdB//
go_0019988_7	pncB//
go_0022417_4	fadE//
go_0022610_2	cdd//
go_0022611_3	cfa//curA//leuA//
go_0022900_4	caiB//pabB//
go_0022904_5	trpS//gshA//iaaA//
go_0023014_4	nth//mpaA//pdxB//
go_0030001_7	ilvA//rffM//recJ//
go_0030007_8	ilvE//
go_0030026_9	
go_0030091_6	tdh//nirD//truA//rsmH//
go_0030153_5	
go_0030162_7	
go_0030163_5	tynA//ilvH//thyA//kduD//
go_0030244_9	
go_0030258_5	glpC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	dnaQ//ydfG//
go_0030388_5	rne//gadB//fucK//
go_0030488_6	dam//cobU//bioF//hemH//yegS//nrdE//tauD//tpiA//dmsA//thrB//
go_0030490_10	
go_0030497_7	hcaB//nrdB//
go_0030541_4	
go_0030573_6	bioH//
go_0030632_8	rhaA//tehB//xylB//rpiA//
go_0030641_8	aroL//purB//
go_0030643_8	
go_0030961_9	narZ//
go_0030980_7	asnA//aphA//cdsA//
go_0031118_8	ispF//
go_0031119_8	tehB//yagF//rlmF//rutB//rlmM//mak//
go_0031125_10	queG//
go_0031162_5	ligA//
go_0031167_6	patA//murC//gudD//dxr//dusC//frlB//
go_0031280_6	pdxJ//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	glpK//
go_0031400_8	
go_0031439_9	
go_0031460_7	recR//umpG//thiG//entC//nadE//add//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	umpH//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	pheT//
go_0032026_6	treF//
go_0032049_8	aroH//codA//yagE//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	frlB//
go_0032196_3	hisD//
go_0032238_6	malS//
go_0032259_3	argB//sgbH//yqhD//yihV//
go_0032261_6	entB//
go_0032263_7	gcvP//nadA//
go_0032264_7	putA//idnO//
go_0032265_7	waaA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	puuE//rlmL//mrcB//
go_0032329_7	puuC//ackA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	xdhB//
go_0032445_10	glgC//ldtE//
go_0032462_7	gpt//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rbsD//pdeF//leuA//nudB//
go_0032774_6	paaG//
go_0032775_6	thrB//prmC//edd//
go_0032781_7	
go_0032784_8	
go_0032790_6	rutE//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	yjjG//
go_0032978_7	
go_0033014_6	citE//rne//
go_0033051_5	rnd//
go_0033120_8	
go_0033194_5	menF//trmD//trpC//
go_0033195_5	cmoA//
go_0033212_10	fabD//purT//
go_0033214_11	icd//yjhH//
go_0033228_8	aroA//rsmI//queF//
go_0033317_7	clsB//aceB//gpt//gnd//
go_0033320_6	thiC//
go_0033345_8	wzb//entC//
go_0033353_5	fabG//
go_0033359_7	argS//hisH//
go_0033384_6	hisH//
go_0033388_7	waaU//
go_0033477_5	sgbU//
go_0033499_8	prpD//dcd//rfe//purB//moeB//
go_0033518_6	mhpA//
go_0033539_7	lpxC//
go_0033542_7	yigL//
go_0033543_8	rlmF//
go_0033567_6	
go_0033585_7	aceB//menI//
go_0033611_8	aroK//
go_0033683_7	
go_0034194_8	mog//lpxB//katE//
go_0034195_8	pagP//
go_0034198_6	gpt//yciV//
go_0034203_6	gnd//
go_0034204_5	lsrK//dacA//
go_0034213_6	hemA//
go_0034214_7	frdC//mraY//rsmC//
go_0034219_6	allC//uvrB//mhpA//pagP//glpC//gadA//waaY//cpdB//gadB//ttdA//torC//recO//recG//entE//astC//moaD//metB//queA//rffT//yjiA//rne//alr//metC//mhpB//fbp//miaB//mepS//tdk//recJ//
go_0034220_6	waaY//gapA//accB//rpiA//kdsD//hisI//
go_0034224_6	
go_0034227_8	rfe//
go_0034258_8	yajO//
go_0034260_5	
go_0034289_7	metB//
go_0034337_3	birA//
go_0034355_7	mrcA//trpA//rhaA//tdcG//
go_0034401_5	
go_0034414_9	aphA//
go_0034421_8	tadA//
go_0034470_8	ydfG//
go_0034552_7	
go_0034599_5	dcd//mrcA//aceB//ilvE//fadB//
go_0034605_5	mnmC//sdaA//
go_0034614_6	arsC//
go_0034620_6	ulaF//
go_0034628_9	codA//lgoD//nadK//treC//frmB//
go_0034635_6	fumC//
go_0034644_7	ilvN//
go_0034661_7	
go_0034775_7	trmH//murB//
go_0034983_9	gatD//rimK//
go_0035235_6	ulaG//cysE//ltaE//
go_0035307_9	
go_0035335_8	ampH//ansA//
go_0035344_8	udp//guaB//
go_0035350_6	udp//
go_0035429_8	tgt//eno//adk//ilvB//murI//entC//
go_0035433_7	uxaB//
go_0035434_9	frdD//
go_0035435_9	insI-2//ribC//rlmD//folX//
go_0035442_7	slyD//maa//ispG//murI//katG//galT//rlmA//
go_0035443_7	nudG//uxuB//rsmI//
go_0035444_9	pyrC//prs//galK//phr//
go_0035461_6	waaG//
go_0035524_8	hemC//
go_0035552_6	tdcD//
go_0035553_6	maa//
go_0035556_4	
go_0035600_8	gmhB//
go_0035672_6	uxaB//lpxD//oxc//
go_0035725_9	folD//pgsA//relA//hisF//proC//
go_0035784_9	rbn//
go_0035864_6	
go_0035873_8	tdcG//wzc//
go_0035999_5	ampH//ilvN//lacZ//
go_0036001_7	moaD//
go_0036047_9	recO//
go_0036049_9	glpD//
go_0036088_6	yihU//
go_0036104_6	ispU//cysE//
go_0036172_6	pflB//
go_0036214_3	
go_0036265_6	lysC//
go_0036289_9	dacA//paaH//
go_0036448_6	aceF//dacC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	ispH//dapD//
go_0040033_9	
go_0042026_4	fau//pdeL//dapF//pfkB//
go_0042126_5	waaP//
go_0042128_5	
go_0042150_7	add//
go_0042157_5	
go_0042158_6	rlmA//opgE//
go_0042177_7	
go_0042182_5	hflX//
go_0042219_6	
go_0042245_7	hisC//ymdB//treC//
go_0042254_5	thyA//
go_0042255_6	
go_0042274_5	uxuA//
go_0042304_7	
go_0042351_7	napA//
go_0042355_8	metH//rsmF//gor//hyaA//gatD//phnO//
go_0042371_7	mhpA//
go_0042413_6	glgA//deoD//
go_0042450_7	gltD//yggF//roxA//sbcB//gmhB//tdcD//
go_0042454_7	mak//
go_0042493_4	sthA//waaF//allC//btuR//pphA//lpxC//rlmE//ansB//coaD//thrB//galU//nanA//pdxK//
go_0042538_6	hpt//dam//nrdD//
go_0042542_5	rlmF//nrfB//rnt//cdh//
go_0042545_5	rlmG//
go_0042594_4	prs//garD//waaO//dapB//
go_0042619_6	
go_0042710_4	edd//mug//waaQ//tmk//rluD//ssuD//dgoA//selB//
go_0042732_6	rfbB//
go_0042744_6	ruvC//sodB//
go_0042759_7	ndh//
go_0042773_6	ubiE//
go_0042777_8	
go_0042780_10	dhaK//proB//
go_0042817_5	tmk//
go_0042819_6	phnO//
go_0042823_6	hyi//sthA//leuB//ubiC//
go_0042838_6	gloC//bacA//amyA//rsmJ//
go_0042840_7	glpD//glnE//opgB//mnmA//pnp//nanE//
go_0042843_7	sgbH//ydiF//
go_0042846_8	purD//
go_0042852_9	dgkA//
go_0042867_8	yihS//
go_0042873_7	glcF//
go_0042882_10	kduD//ampD//
go_0042884_7	sdhC//cdd//fau//
go_0042885_8	rutE//
go_0042891_6	yjhH//tpiA//gltB//pcm//dcm//fabB//mnmG//
go_0042906_8	cysH//fucK//nagZ//
go_0042908_5	thiD//
go_0042914_8	patZ//
go_0042918_6	allB//gltX//
go_0042919_6	
go_0042920_6	trmD//
go_0042928_7	
go_0042930_7	lpxB//hypB//yieH//rpe//rutC//pdxK//fadD//alaA//nudC//surA//
go_0042938_8	hisG//glpB//rutB//
go_0042939_8	mpaA//
go_0042941_8	narG//
go_0042942_6	hemN//tmcA//
go_0042953_6	
go_0042956_8	scpC//cdd//
go_0042968_8	lpoA//nudC//paaZ//
go_0043039_6	opgB//yieF//ribE//
go_0043041_6	rluE//glpD//
go_0043085_5	thrC//nagB//lpcA//
go_0043086_5	rbn//
go_0043093_3	nfi//rluD//lpxT//rsmH//
go_0043097_6	mtlD//yqaB//
go_0043099_7	dld//
go_0043100_6	lpoB//
go_0043102_5	ydfG//
go_0043103_7	nirB//
go_0043137_6	sbcB//abgA//
go_0043150_8	
go_0043157_6	glcB//
go_0043164_6	uxaC//mutY//pykF//clsB//purA//menI//ybjI//
go_0043165_6	menE//aceB//
go_0043171_5	rsmA//trpC//ilvD//ldtC//rlmF//
go_0043200_5	
go_0043201_6	
go_0043213_7	yggF//fadI//
go_0043254_5	
go_0043335_3	metG//lplA//citG//yqjH//solA//
go_0043433_5	dhaK//waaC//mog//
go_0043442_6	mltC//
go_0043456_6	yccX//
go_0043462_6	slt//
go_0043470_6	
go_0043471_6	
go_0043488_5	ftsI//sdhA//garL//
go_0043547_7	
go_0043571_7	ndk//
go_0043610_4	tag//yjiA//gmd//
go_0043686_7	purD//
go_0043687_7	trpE//yihU//hyaC//dgoK//dnaQ//
go_0043708_5	sucC//
go_0043709_6	tsaC//
go_0043711_5	
go_0043952_7	
go_0043953_7	epmB//
go_0044010_5	glnE//waaP//pinE//metC//tsaE//betA//
go_0044011_4	fucK//
go_0044036_5	mnaT//glxR//glpA//
go_0044038_6	hcaC//fabH//
go_0044092_4	
go_0044179_5	
go_0044208_7	mrcA//
go_0044238_3	glpD//acs//fau//carA//
go_0044248_4	
go_0044255_4	
go_0044262_4	torZ//nrdD//
go_0044273_5	coaE//
go_0044275_5	prmB//
go_0044349_6	
go_0044355_6	hypB//
go_0044532_6	
go_0044659_7	carA//
go_0044718_6	pbpC//
go_0044764_3	
go_0044780_6	nrfC//
go_0044781_5	
go_0044787_5	uxaC//
go_0044874_7	
go_0045004_7	valS//mltD//phnG//
go_0045013_7	
go_0045226_7	murQ//truA//galE//napB//acnA//mltC//
go_0045333_5	ilvH//dnaE//
go_0045337_6	rnb//
go_0045454_4	pdeH//leuS//paaE//katG//malQ//thiM//waaA//
go_0045471_5	phnJ//murF//
go_0045717_8	fabG//phnJ//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	waaS//trpD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ispH//fumA//ftnA//ubiI//astB//
go_0045893_8	yeaG//paaA//
go_0045900_9	
go_0045903_5	hisD//
go_0045912_6	dhaM//phnJ//glgA//
go_0045926_5	
go_0045936_8	
go_0045947_9	ubiG//phnO//
go_0045975_9	
go_0045990_6	
go_0046037_8	trpS//
go_0046040_8	rlmE//
go_0046047_8	fbaA//
go_0046050_8	fruK//ttdA//aroE//
go_0046052_8	purC//
go_0046061_8	recG//
go_0046076_8	gabT//
go_0046081_8	speD//puuD//
go_0046086_6	murI//
go_0046098_7	phoA//
go_0046100_7	katG//
go_0046101_6	alsE//aceF//
go_0046103_9	panD//
go_0046104_8	umuD//
go_0046115_10	tadA//
go_0046133_8	araD//hisG//
go_0046166_6	rihB//
go_0046168_6	cfa//fadM//
go_0046176_6	gloC//slt//citG//fabA//
go_0046177_7	thrB//ribC//pabB//lpoB//
go_0046181_7	phoA//
go_0046183_7	asnS//miaB//uxaB//
go_0046187_6	agp//
go_0046196_5	metF//
go_0046210_6	xylA//yihU//hyaC//
go_0046214_6	hemN//
go_0046256_7	moaE//mhpB//
go_0046271_5	dhaL//
go_0046279_6	treC//
go_0046292_4	glgA//
go_0046294_5	mutM//yhdH//
go_0046296_6	aspC//gcl//coaD//
go_0046306_6	sufS//hcaF//
go_0046323_10	entA//
go_0046325_8	
go_0046336_6	ybhA//
go_0046342_8	sseA//
go_0046348_6	sgbU//rffH//
go_0046365_5	pldB//
go_0046392_7	avtA//pgpA//dapA//yfcF//
go_0046397_6	
go_0046416_6	dhaK//
go_0046452_6	waaZ//
go_0046459_6	araD//
go_0046470_5	
go_0046474_6	lpxB//pdxY//glcB//ubiG//katE//allB//
go_0046487_5	phnM//
go_0046501_6	puuE//
go_0046618_6	rlmI//galU//rne//menH//narH//mrcB//
go_0046654_7	tdcB//rsmH//hisS//fau//hypB//
go_0046655_5	narG//
go_0046656_6	torA//aspS//ycaO//ispU//dbpA//gcvT//
go_0046657_6	glpC//
go_0046677_4	rlmF//glpK//rlmD//srlD//argF//dxs//ghrB//caiB//galM//asnA//rluF//ymdB//nadC//ispB//entF//hemE//tsaC//entA//fbp//frdD//pdeH//bacA//trmL//mtn//nrfB//thrS//betB//glpX//psuG//pyrG//rutC//
go_0046685_4	nadE//lldD//
go_0046686_6	ahr//
go_0046688_6	metB//ldhA//
go_0046690_5	rne//pck//
go_0046710_8	ubiH//
go_0046718_8	glcF//tatD//
go_0046777_8	putA//nadC//serA//
go_0046834_6	ispB//
go_0046835_5	hemG//fucK//gutQ//entD//avtA//frdA//frdC//phnN//patA//aroK//aroH//arnB//hyaC//uxuA//garR//ilvE//waaZ//birA//tynA//dcyD//pinE//
go_0046836_7	uxaB//
go_0046839_6	folD//
go_0046855_6	nadK//
go_0046892_8	
go_0046901_7	pgl//
go_0046939_7	glpK//epmB//ybjG//queC//
go_0046942_7	pdxH//mobA//yjhH//
go_0046944_7	cobS//
go_0047484_6	
go_0048034_6	menH//
go_0048255_6	
go_0048473_8	guaB//
go_0048518_4	
go_0048870_3	rnd//
go_0050427_5	dbpA//
go_0050667_6	betB//ynfE//
go_0050779_5	hypB//
go_0050790_4	tadA//phr//
go_0050821_5	gntK//wzb//
go_0050918_5	metH//phoA//
go_0050919_5	accD//
go_0051050_5	
go_0051083_5	ybjI//
go_0051085_5	yfbR//ribF//
go_0051090_4	lsrG//
go_0051091_5	folE//
go_0051131_7	
go_0051143_8	waaS//
go_0051156_5	cof//
go_0051171_5	
go_0051188_5	fbp//
go_0051191_6	ugd//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	dgoK//scpB//
go_0051270_5	
go_0051271_6	mmuM//hypF//
go_0051274_8	
go_0051276_5	
go_0051289_8	dsdA//phnJ//opgB//xdhB//poxB//maeA//entF//cobC//accB//sdhD//murG//mgsA//cysI//fadM//glgB//waaQ//pgaD//pykF//frdA//narG//mocA//rffT//araA//waaF//kduI//asd//tnaA//prpC//lpxT//narG//umuD//treA//
go_0051301_3	ftnA//gpsA//dhaL//deoB//fadK//hflX//gatZ//thiH//
go_0051302_5	
go_0051304_4	dam//
go_0051338_5	
go_0051345_6	
go_0051346_6	feaB//
go_0051347_6	
go_0051349_6	
go_0051353_6	phnJ//
go_0051391_8	gltD//
go_0051409_4	pnp//
go_0051410_3	torA//
go_0051452_10	ispH//
go_0051453_9	fadD//
go_0051454_10	ltaE//fbaA//pgi//gstB//accA//
go_0051476_7	epmB//
go_0051484_7	rhaD//
go_0051495_8	
go_0051595_6	waaZ//gltB//
go_0051596_6	truC//queG//carA//eptC//
go_0051599_4	
go_0051603_6	deoA//yrfG//
go_0051604_5	nudC//mhpD//manA//
go_0051607_4	gmd//dacA//
go_0051649_4	
go_0051668_4	
go_0051692_6	kduD//cobC//
go_0051704_2	cpdB//hisH//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ycjU//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	alr//proB//
go_0052778_6	fumB//
go_0052837_6	dbpA//
go_0055070_10	dcd//
go_0055072_10	codA//gcvP//
go_0055085_5	argE//pinE//iaaA//nrdD//fucK//gor//yeaG//aceA//mraY//fadI//menC//pdxH//fabH//ydiB//ynfH//dmsB//frdA//trmJ//cueO//fucI//gloA//xapA//mhpC//fau//entF//murF//pabC//aroA//dld//rne//rutC//dmsB//fadA//acnA//phnM//rluF//pfkB//purN//gcvT//fabZ//sthA//gstA//narZ//aphA//deoD//nrdF//speA//narZ//hchA//betB//folA//rpiB//yjiA//pdxB//ynfE//rnb//betB//frdA//scpB//pyrB//eda//sdhA//rlmH//entA//curA//coaE//nudB//waaO//mnmC//accB//rpe//thiC//ubiH//suhB//dgcT//metK//wcaJ//metH//rsmE//mutM//
go_0055086_4	gabD//alr//
go_0055114_3	yihV//talB//prpC//bioH//hisA//hemN//fcl//entA//pepD//argF//ymdB//bioF//ligB//phnP//xdhB//ybhA//zwf//hemC//ybjG//caiB//eutD//ugd//ygjK//aspS//trmH//cysC//gpp//bioF//gabD//csdA//hemC//pyrF//rlmL//ilvM//argC//pdxK//mpaA//gluQ//waaC//alsE//tcdA//ydiB//nagK//folD//
go_0055129_5	alr//tehB//cysS//
go_0055130_8	tdcG//hcaF//
go_0060003_10	speC//uvrA//
go_0060274_5	abgA//
go_0060326_5	dusC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	nth//
go_0061077_4	umpG//gshA//kdsD//fadA//gadB//
go_0061475_9	dnaE//
go_0061504_8	yjhG//
go_0061610_5	kbaY//
go_0061615_7	tdcE//prpC//
go_0061720_5	ubiI//ftsI//yfcG//
go_0065002_6	mazG//
go_0065007_2	cynT//
go_0070084_7	narH//
go_0070178_5	coaE//
go_0070207_8	trmO//paaH//suhB//
go_0070298_8	
go_0070301_6	queF//dhaM//
go_0070329_5	alaC//
go_0070413_7	nanE//
go_0070415_6	pdxB//waaL//
go_0070417_5	dusC//
go_0070453_7	paaG//
go_0070475_7	paoC//cysK//cysI//sdhC//hisC//purC//fucO//rrrD//rdgB//bioA//gcl//wecC//lpxC//surA//gadB//rlmM//garD//lysC//nrdD//
go_0070476_7	mtn//bglA//
go_0070482_4	argS//
go_0070574_9	garL//xthA//asnS//ruvC//
go_0070581_8	
go_0070588_9	
go_0070689_6	mobA//hemG//
go_0070726_5	ynfH//glgP//
go_0070778_6	fes//rlmL//
go_0070894_6	
go_0070930_7	
go_0070981_6	nrdA//
go_0070989_4	sgbU//
go_0071139_6	
go_0071218_6	eutD//
go_0071229_5	
go_0071230_6	iscS//
go_0071236_5	argH//treC//amyA//
go_0071237_6	
go_0071243_5	phnJ//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	rlmH//
go_0071271_7	sucD//
go_0071276_7	
go_0071280_7	ubiX//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	eptA//glgA//
go_0071289_7	cynT//
go_0071291_6	idi//
go_0071292_7	cysK//
go_0071294_7	glpA//
go_0071310_5	
go_0071421_9	purT//speD//eptB//
go_0071422_7	aroC//miaB//cynT//
go_0071423_8	rfbB//
go_0071454_5	phnN//yggF//
go_0071456_5	
go_0071467_5	
go_0071468_6	fabZ//paaH//queD//dld//
go_0071470_5	
go_0071474_6	rutD//ahpC//folM//
go_0071500_5	cysD//
go_0071502_5	
go_0071555_4	fadK//abgA//malQ//maa//tag//tdcD//hyaC//folC//
go_0071577_9	puuB//dgcZ//gph//yciA//ydiO//abgA//
go_0071705_5	
go_0071731_5	
go_0071732_6	hcp//
go_0071769_5	
go_0071805_4	rsmB//rfe//folP//mpaA//nemA//pgl//argK//pgl//ssuD//
go_0071806_6	etp//pgpC//
go_0071807_8	
go_0071897_6	sseA//ravA//eutD//frdD//edd//argF//
go_0071915_9	trmL//
go_0071932_8	ilvD//
go_0071934_6	menI//
go_0071945_7	
go_0071951_8	dusC//
go_0071963_4	
go_0071973_6	gloB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ahpC//kdsA//
go_0072348_5	tpiA//
go_0072488_7	thiM//
go_0072511_7	fadI//
go_0072531_6	mutY//
go_0072581_9	ppx//
go_0072714_5	
go_0075713_7	
go_0080111_4	pnp//purT//
go_0089705_7	
go_0089709_7	waaO//ssuD//
go_0090071_6	
go_0090116_7	prpB//
go_0090143_4	
go_0090305_6	fadE//phoA//gcd//putA//rsuA//ldcA//wrbA//dcyD//dhaM//rnt//ycaO//astB//ada//deoB//pfkB//paaH//mug//cobT//ddlB//rsmC//btuR//fucO//narI//yciV//mobA//mog//pgpC//araB//tsaB//lldD//dkgB//asnB//umpH//napA//aroL//pdeR//pheT//sgbE//idnO//iscS//idnO//cysS//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	adhP//cysN//gph//hmp//prpD//rlmI//rffT//scpB//dgt//yhdJ//csdA//rimK//
go_0090502_8	abgA//tcdA//dmlA//narV//hflX//argG//fucI//dkgA//hemF//nirD//ssuE//trpA//bglX//hisG//mltD//entH//argB//
go_0090503_8	nudB//thrB//entE//ldtC//tsaD//selD//thiE//mutL//fruK//
go_0090529_5	
go_0090540_10	sthA//
go_0090549_5	
go_0090609_6	bioH//
go_0097056_7	dadA//
go_0097264_6	ispG//
go_0097304_7	sufS//
go_0097339_7	fadM//
go_0097428_6	ung//cysG//
go_0097502_4	gatY//
go_0097510_7	narH//
go_0097533_5	
go_0097638_8	rfaE//
go_0098002_8	
go_0098655_7	xapA//fadA//accA//ispA//ppk//idi//ppk//tcdA//deoB//ilvA//sad//paaH//hemN//glpD//nudF//
go_0098656_7	hflX//
go_0098707_10	
go_0098708_8	thiC//cysG//
go_0098710_7	yfeW//yidA//
go_0098713_8	cyoE//astC//
go_0098719_9	
go_0098732_6	preA//
go_0098795_9	mazG//
go_0098869_4	puuC//ispU//argB//acnB//tdh//cobS//cpsG//hemL//rbsD//ltaE//glpX//yqaB//ldcC//rbsD//fabH//
go_0099131_7	ybhA//
go_0099132_7	serA//waaL//frdB//nagZ//waaZ//hyaB//fucI//ilvI//
go_0099133_8	ligA//hisH//ispH//chbF//sdaB//argH//idnO//yfeX//malP//lpoB//hisH//queD//
go_0101030_8	entC//
