# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	araB//
go_0015909_8	murE//
go_0015912_8	rluD//
go_0015914_7	waaQ//
go_0015920_7	lsrG//bglA//
go_0015937_7	tyrB//mngB//paaJ//melA//
go_0015940_6	yihV//
go_0015944_4	ybcF//paaZ//hcaF//
go_0015949_5	ascB//rluB//metG//gpt//trpD//murA//glpD//entC//folX//gatD//hisG//pepD//paoC//dapA//ybhA//hisH//mobA//nth//
go_0015950_6	dgt//
go_0015951_7	insI-2//ilvD//
go_0015968_6	
go_0015969_8	aroL//ybjG//
go_0015976_2	cysD//
go_0015986_7	
go_0015990_10	waaZ//hyaB//
go_0016024_7	ubiX//
go_0016032_5	xthA//
go_0016036_6	tyrB//udp//
go_0016042_5	
go_0016052_5	arsC//rffT//yeiG//proA//
go_0016075_8	rlmL//
go_0016078_8	kbaY//
go_0016094_6	ispB//cpdA//
go_0016226_5	uvrB//psd//malY//ldtA//
go_0016259_7	hemE//
go_0016260_8	paoC//ahr//rutC//
go_0016310_6	ispF//glcF//prmB//mnaT//aldB//tag//waaB//rsuA//pgaC//caiD//bglX//sucB//mog//galK//cpsB//idnO//dkgA//
go_0016311_6	miaB//malQ//umpH//gudD//waaC//cdsA//dfp//tdcE//edd//ybjI//cysS//nrfD//yfdR//sbcB//mnmE//mhpC//cysS//abgA//astB//eda//frc//purF//pta//lpxM//gadA//ppiA//mhpA//gpmA//leuD//fabG//recR//suhB//dmsA//hemC//umpG//moaE//rluC//paaE//rffG//nadC//
go_0016458_3	
go_0016485_6	alkA//eno//
go_0016540_7	tmk//slt//
go_0016579_7	nagZ//
go_0016998_5	rpiB//
go_0017001_5	cpsG//
go_0017003_8	purF//
go_0017004_7	mltB//
go_0017013_7	
go_0017038_6	
go_0017148_8	glpK//folE//metG//entH//caiD//
go_0017189_7	ilvM//
go_0017198_7	yihS//
go_0018012_8	aldB//
go_0018023_7	mnaT//
go_0018063_8	aroE//
go_0018070_8	psd//pdxJ//
go_0018104_8	uxuB//ubiD//zwf//folP//mltB//
go_0018105_8	nemA//
go_0018106_8	
go_0018108_8	hemF//
go_0018117_8	
go_0018125_6	dapA//
go_0018131_6	ldtA//
go_0018160_8	pflB//
go_0018206_8	tmk//
go_0018247_9	rlmB//
go_0018283_6	
go_0018298_7	tnaA//
go_0018307_7	tdcE//
go_0018315_8	sodB//
go_0018339_9	kdsB//
go_0018345_8	leuD//
go_0018364_6	torY//yggF//
go_0018378_9	
go_0018393_10	menC//
go_0018394_9	dnaE//
go_0018410_8	allB//
go_0018909_5	epmB//
go_0018937_4	plsC//
go_0019042_6	cyaA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	mltA//
go_0019243_7	phnJ//mpaA//kdsB//mltA//
go_0019249_6	metG//
go_0019250_7	araD//
go_0019262_6	patZ//lplA//guaA//fbaA//mraY//
go_0019264_7	aspC//
go_0019272_9	rsmA//mngB//
go_0019284_7	accB//atoB//
go_0019285_5	maa//hcaE//
go_0019288_6	rimK//recR//queC//argF//
go_0019290_5	
go_0019292_8	bioF//
go_0019294_6	pdxA//aroH//nanE//cobU//
go_0019299_6	katG//
go_0019301_7	hisC//caiD//rfbD//thrC//rsmC//dapB//paoC//
go_0019303_7	fumC//yhdJ//
go_0019305_7	asnA//
go_0019309_7	dhaK//
go_0019316_8	udp//amiD//rnd//
go_0019318_5	thrA//
go_0019323_6	ilvC//birA//hisA//cyoE//dsdA//frc//gnd//
go_0019324_6	patD//iscS//ltaE//speE//glgB//
go_0019343_8	ribB//
go_0019344_7	mdh//
go_0019346_7	ilvB//
go_0019353_8	accD//tcdA//aroC//pdeF//
go_0019354_6	truB//
go_0019379_5	yhdJ//
go_0019380_6	dkgB//yqjH//
go_0019388_7	rlmB//
go_0019391_6	rlmI//
go_0019394_7	mhpB//
go_0019395_5	yeiG//
go_0019404_8	rbn//ddlA//
go_0019413_6	ribB//rph//
go_0019419_4	rpe//
go_0019427_7	cysQ//
go_0019430_5	pabA//alsK//truC//
go_0019432_7	tktB//
go_0019439_5	mrdA//hisS//
go_0019447_8	yjhG//
go_0019450_9	mrcA//
go_0019464_7	pagP//cysQ//garR//caiB//ispG//puuB//
go_0019480_4	pabA//
go_0019509_7	
go_0019516_4	folM//bioA//
go_0019521_6	mrcB//cobB//
go_0019542_6	rlmG//
go_0019545_6	frdD//
go_0019546_9	frlC//
go_0019563_7	pabB//rluF//tyrS//
go_0019568_7	panE//cdd//
go_0019569_7	deoD//nadC//pncB//
go_0019571_8	rnb//yjhH//ilvA//
go_0019572_8	gmd//
go_0019584_7	
go_0019588_7	gapA//yfeX//
go_0019592_8	wzb//
go_0019595_8	rutC//
go_0019607_6	serB//rluE//
go_0019622_6	cobT//gcvH//mrcA//
go_0019629_7	menF//sdhA//
go_0019632_5	hpt//trpD//rffT//ubiC//
go_0019634_5	hisI//
go_0019645_6	mnmC//dgt//hcaF//
go_0019646_6	katE//hyi//pgpB//hisS//
go_0019664_6	adhE//dld//
go_0019665_5	tsaC//
go_0019673_6	hisS//
go_0019676_3	rluE//
go_0019677_8	
go_0019679_7	waaL//mrcB//yahK//
go_0019686_6	patD//
go_0019698_7	puuE//fklB//panB//deoC//ldtC//bacA//
go_0019700_6	asnB//mnmA//pykF//nirB//
go_0019740_2	bioB//mgsA//kdsA//ychF//proB//cyoE//
go_0019752_6	
go_0019805_6	eptB//
go_0019835_3	
go_0019852_5	pgaD//adeD//gpmM//
go_0019854_6	rsmF//rbsK//
go_0019856_7	ung//
go_0019858_7	ubiI//
go_0019859_7	ftsI//
go_0019877_6	rluF//dhaK//argC//
go_0019878_9	yfeW//
go_0019935_6	gnd//yhdJ//
go_0019985_8	metC//thyA//
go_0019988_7	valS//
go_0022417_4	ushA//
go_0022610_2	lpxB//
go_0022611_3	cof//argB//frdC//
go_0022900_4	sseA//nrdB//
go_0022904_5	frc//betA//rsmI//
go_0023014_4	udk//fadJ//iaaA//
go_0030001_7	narI//thrB//panC//
go_0030007_8	hchA//
go_0030026_9	
go_0030091_6	fadI//purL//eptC//trpD//
go_0030153_5	
go_0030162_7	
go_0030163_5	frmA//argE//argC//thiM//
go_0030244_9	
go_0030258_5	leuA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	mnmA//nanE//
go_0030388_5	cobT//mutT//argH//
go_0030488_6	rluE//cobT//hemB//trmO//gnd//manA//dacD//nrdB//phnL//ygeX//
go_0030490_10	
go_0030497_7	cysS//pfkB//
go_0030541_4	
go_0030573_6	ribB//
go_0030632_8	hemB//alaC//tdcD//ndk//
go_0030641_8	dgcM//moeA//
go_0030643_8	
go_0030961_9	feaB//
go_0030980_7	gshB//puuD//gltB//
go_0031118_8	apaH//
go_0031119_8	paaC//hycB//slt//guaC//acnA//tyrA//
go_0031125_10	nemA//
go_0031162_5	kdsA//
go_0031167_6	gltD//chbF//cobB//recG//speA//gph//
go_0031280_6	dut//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	gadA//
go_0031400_8	
go_0031439_9	
go_0031460_7	ruvA//rlmL//aroH//deoA//truA//xylB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	paaE//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	idnO//
go_0032026_6	nadE//
go_0032049_8	trmI//narZ//sdhD//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	murE//
go_0032196_3	gltX//
go_0032238_6	selA//
go_0032259_3	paoC//hyaA//entD//purN//
go_0032261_6	nrdE//
go_0032263_7	tatD//psd//
go_0032264_7	nagA//mutT//
go_0032265_7	pgpA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	bglX//citG//kdgK//
go_0032329_7	umpG//phnH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rutD//
go_0032445_10	preT//galK//
go_0032462_7	pdxA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rpe//bcsA//yeiG//ymdB//
go_0032774_6	sucC//
go_0032775_6	deoD//rfbB//entC//
go_0032781_7	
go_0032784_8	
go_0032790_6	menC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	betA//
go_0032978_7	
go_0033014_6	araB//yccX//
go_0033051_5	menH//
go_0033120_8	
go_0033194_5	sodC//cmoB//coaE//
go_0033195_5	folD//
go_0033212_10	hcp//ribC//
go_0033214_11	trmI//rsmJ//
go_0033228_8	rrrD//puuE//glcB//
go_0033317_7	pfkA//ppiA//ygjK//ispB//
go_0033320_6	thiE//
go_0033345_8	ydiF//paaF//
go_0033353_5	sdaB//
go_0033359_7	mocA//cyaA//
go_0033384_6	glgB//
go_0033388_7	sodA//
go_0033477_5	puuD//
go_0033499_8	bfr//phnM//paaC//ispH//def//
go_0033518_6	frdD//
go_0033539_7	nrfC//
go_0033542_7	asd//
go_0033543_8	hmp//
go_0033567_6	
go_0033585_7	ribC//azoR//
go_0033611_8	adhE//
go_0033683_7	
go_0034194_8	fadD//pgaD//paaC//
go_0034195_8	purB//
go_0034198_6	glpC//rlmB//
go_0034203_6	yrfG//
go_0034204_5	glgX//entF//
go_0034213_6	mutM//
go_0034214_7	ybiV//gluQ//eutD//
go_0034219_6	add//mog//metF//ppiA//ilvC//rrrD//waaY//rsmA//bioH//murB//hycB//waaY//entB//aroA//dcm//gmd//dacC//phnG//cysI//frdC//purA//fumB//avtA//rfbD//cyaA//lpxP//ulaE//phnI//ilvA//
go_0034220_6	narG//kbaY//nagA//cdd//folA//fkpA//
go_0034224_6	
go_0034227_8	ydiB//
go_0034258_8	paaE//
go_0034260_5	
go_0034289_7	mnmA//
go_0034337_3	tynA//
go_0034355_7	nagK//glpD//eno//gnd//
go_0034401_5	
go_0034414_9	asnA//
go_0034421_8	menB//
go_0034470_8	tsaD//
go_0034552_7	
go_0034599_5	trmO//bacA//pta//ttdA//fbp//
go_0034605_5	gltB//dapB//
go_0034614_6	dapF//
go_0034620_6	gluQ//
go_0034628_9	frc//mhpA//entC//pdeL//waaL//
go_0034635_6	gloA//
go_0034644_7	plsC//
go_0034661_7	
go_0034775_7	ascB//hypF//
go_0034983_9	trpD//sdaB//
go_0035235_6	nudB//garL//ppiC//
go_0035307_9	
go_0035335_8	galT//cobC//
go_0035344_8	nrfA//malQ//
go_0035350_6	prmB//
go_0035429_8	lpxH//accB//bioD//trpC//ligA//nadA//
go_0035433_7	dinB//
go_0035434_9	cdd//
go_0035435_9	betA//mhpD//napC//hyaC//
go_0035442_7	garK//ppc//kduD//frdA//fabG//sad//metG//
go_0035443_7	rlmA//abgB//ndk//
go_0035444_9	allB//purD//yihU//lsrG//
go_0035461_6	glgA//
go_0035524_8	folC//
go_0035552_6	mltB//
go_0035553_6	sbcB//
go_0035556_4	
go_0035600_8	dgcT//
go_0035672_6	sseA//hemC//prpD//
go_0035725_9	queF//yieH//phoA//rsmF//ldtC//
go_0035784_9	queD//
go_0035864_6	
go_0035873_8	gcvP//torA//
go_0035999_5	metB//yfcF//bglX//
go_0036001_7	ribF//
go_0036047_9	accA//
go_0036049_9	allC//
go_0036088_6	edd//
go_0036104_6	pyrF//puuA//
go_0036172_6	gph//
go_0036214_3	
go_0036265_6	lsrK//
go_0036289_9	phr//tauD//
go_0036448_6	argD//yeaE//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	recR//roxA//
go_0040033_9	
go_0042026_4	phnI//glnA//sucC//tmcA//
go_0042126_5	pnp//
go_0042128_5	
go_0042150_7	dnaQ//
go_0042157_5	
go_0042158_6	hemC//bioC//
go_0042177_7	
go_0042182_5	pgaD//
go_0042219_6	
go_0042245_7	dapB//xylB//suhB//
go_0042254_5	dgoA//
go_0042255_6	
go_0042274_5	purC//
go_0042304_7	
go_0042351_7	ispB//
go_0042355_8	pyrD//thrC//ispH//ispU//frdC//yqjH//
go_0042371_7	waaQ//
go_0042413_6	nrfB//yagE//
go_0042450_7	speC//puuE//ruvC//aroL//ybcF//paaC//
go_0042454_7	rdgB//
go_0042493_4	pdeR//hcaE//ascB//nhoA//pnp//trmD//pgm//mtlD//wcaJ//dxr//accB//aroF//rnd//
go_0042538_6	paaF//argS//waaA//
go_0042542_5	proC//lipA//ispB//rsmJ//
go_0042545_5	ldhA//
go_0042594_4	ftnA//mmuM//fbp//nanA//
go_0042619_6	
go_0042710_4	rfbC//katG//nadK//abgB//phoA//gatZ//lpxB//icd//
go_0042732_6	kbaZ//
go_0042744_6	adeD//entE//
go_0042759_7	rutD//
go_0042773_6	ispU//
go_0042777_8	
go_0042780_10	idnO//pgpB//
go_0042817_5	gph//
go_0042819_6	cysC//
go_0042823_6	yciA//dapB//rlmC//sdaA//
go_0042838_6	acpH//phnJ//fadJ//mnmG//
go_0042840_7	moaD//ynfE//murB//pgl//hpt//xylB//
go_0042843_7	uvrC//sseA//
go_0042846_8	gudD//
go_0042852_9	pphB//
go_0042867_8	bioH//
go_0042873_7	uidA//
go_0042882_10	cueO//lsrG//
go_0042884_7	accA//glcB//alsE//
go_0042885_8	fkpA//
go_0042891_6	aroF//aes//rfbB//glxR//ndh//dbpA//ybjG//
go_0042906_8	mltB//fumB//mutM//
go_0042908_5	ispF//
go_0042914_8	purC//
go_0042918_6	cysE//ddlA//
go_0042919_6	
go_0042920_6	wzb//
go_0042928_7	
go_0042930_7	wzc//tmk//atoB//idnO//fabA//ftnA//amyA//tyrA//lpoB//arnB//
go_0042938_8	purA//phnP//bioB//
go_0042939_8	dacD//
go_0042941_8	nrdA//
go_0042942_6	aroD//argE//
go_0042953_6	
go_0042956_8	wecB//appA//
go_0042968_8	ppiC//dapB//ulaF//
go_0043039_6	idi//ftnA//nth//
go_0043041_6	yeiG//clsC//
go_0043085_5	gltD//gadA//glgA//
go_0043086_5	bioC//
go_0043093_3	pyrH//lyxK//gpsA//rne//
go_0043097_6	dapD//nagK//
go_0043099_7	kduI//
go_0043100_6	galM//
go_0043102_5	nagB//
go_0043103_7	guaA//
go_0043137_6	caiB//hisG//
go_0043150_8	
go_0043157_6	hemH//
go_0043164_6	rlmI//mutY//nanK//ribB//purF//deoA//polA//
go_0043165_6	uvrB//waaG//
go_0043171_5	rbn//pyrB//asd//yciA//cynT//
go_0043200_5	
go_0043201_6	
go_0043213_7	yihU//paaK//
go_0043254_5	
go_0043335_3	valS//pgaB//puuD//preT//yciA//
go_0043433_5	pdxY//gldA//fumB//
go_0043442_6	moeA//
go_0043456_6	argK//
go_0043462_6	dfp//
go_0043470_6	
go_0043471_6	
go_0043488_5	dgoA//adiA//argB//
go_0043547_7	
go_0043571_7	csdA//
go_0043610_4	trmD//aroG//glgX//
go_0043686_7	malS//
go_0043687_7	fucA//nudG//mhpA//pta//puuC//
go_0043708_5	ttdA//
go_0043709_6	aes//
go_0043711_5	
go_0043952_7	
go_0043953_7	mutL//
go_0044010_5	nhoA//ribF//tktA//kdsC//ybcF//amiD//
go_0044011_4	rluA//
go_0044036_5	pepD//ldhA//lysS//
go_0044038_6	cpdB//entE//
go_0044092_4	
go_0044179_5	
go_0044208_7	aroK//
go_0044238_3	xthA//ackA//gloA//lipA//
go_0044248_4	
go_0044255_4	
go_0044262_4	paaZ//alaA//
go_0044273_5	eptB//
go_0044275_5	yigL//
go_0044349_6	
go_0044355_6	abgA//
go_0044532_6	
go_0044659_7	dgkA//
go_0044718_6	ubiF//
go_0044764_3	
go_0044780_6	ndk//
go_0044781_5	
go_0044787_5	pdxK//
go_0044874_7	
go_0045004_7	ubiH//ileS//sodC//
go_0045013_7	
go_0045226_7	rpiA//trmJ//uxuA//dapB//phnJ//malY//
go_0045333_5	tpiA//gcvP//
go_0045337_6	yieF//
go_0045454_4	pdxJ//suhB//bglX//yagE//spoT//napB//menI//
go_0045471_5	lpxT//mutH//
go_0045717_8	menF//fucO//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	purL//ileS//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	alaA//fabD//def//napA//nadA//
go_0045893_8	dcm//folA//
go_0045900_9	
go_0045903_5	fadJ//
go_0045912_6	metC//fruK//udp//
go_0045926_5	
go_0045936_8	
go_0045947_9	ilvA//fabD//
go_0045975_9	
go_0045990_6	
go_0046037_8	yccX//
go_0046040_8	uxuB//
go_0046047_8	pfkB//
go_0046050_8	aroL//menA//dacD//
go_0046052_8	hisA//
go_0046061_8	fumA//
go_0046076_8	glgC//
go_0046081_8	nirB//narZ//
go_0046086_6	dacD//
go_0046098_7	paaG//
go_0046100_7	folP//
go_0046101_6	hemF//betB//
go_0046103_9	asnA//
go_0046104_8	waaG//
go_0046115_10	sucA//
go_0046133_8	yajO//bioH//
go_0046166_6	waaB//
go_0046168_6	nadC//tyrA//
go_0046176_6	uvrC//hisA//wzb//proA//
go_0046177_7	narZ//wzb//gpt//cobU//
go_0046181_7	hmp//
go_0046183_7	menA//cynT//ascB//
go_0046187_6	insI-1//
go_0046196_5	ldtD//
go_0046210_6	tdh//tsaD//entF//
go_0046214_6	prmB//
go_0046256_7	gpmA//paaZ//
go_0046271_5	yieF//
go_0046279_6	yjiA//
go_0046292_4	puuA//
go_0046294_5	yhdH//rluD//
go_0046296_6	caiB//cobU//ndk//
go_0046306_6	nrdD//murI//
go_0046323_10	yjcS//
go_0046325_8	
go_0046336_6	frdD//
go_0046342_8	yeaE//
go_0046348_6	phnP//pdxK//
go_0046365_5	mutT//
go_0046392_7	miaA//thiE//leuB//otsB//
go_0046397_6	
go_0046416_6	rsmJ//
go_0046452_6	bglB//
go_0046459_6	leuA//
go_0046470_5	
go_0046474_6	ttdB//ushA//gcd//truA//mltB//lpcA//
go_0046487_5	sseA//
go_0046501_6	accD//
go_0046618_6	lpoB//lsrG//frmA//frdA//recO//allB//
go_0046654_7	ilvC//waaB//etp//dbpA//dcm//
go_0046655_5	lpxH//
go_0046656_6	murQ//argG//ldcA//pgi//pgk//waaS//
go_0046657_6	idnO//
go_0046677_4	paaK//asnS//ppc//fadA//sgbU//nagK//fadK//hemC//ispH//fabH//ansA//upp//paaJ//waaL//fre//pdxH//ada//trpB//hycB//ybcF//aroA//apaH//mutY//rlmD//nrdA//glyA//rhaM//mngB//sgbH//pyrF//acs//
go_0046685_4	hisG//speG//
go_0046686_6	serA//
go_0046688_6	gph//metK//
go_0046690_5	udk//recG//
go_0046710_8	nfi//
go_0046718_8	gatD//purB//
go_0046777_8	sseA//kdgK//tdcE//
go_0046834_6	cueO//
go_0046835_5	ilvB//yciA//thiD//cysI//paoC//rfbC//araB//accA//xapA//glmS//rlmE//ydiB//deoA//mltF//dhaM//hpt//rlmF//gltX//gabT//dxs//ftsI//
go_0046836_7	ppx//
go_0046839_6	phnP//
go_0046855_6	ygeX//
go_0046892_8	
go_0046901_7	pabC//
go_0046939_7	yahK//nrdF//hyi//folM//
go_0046942_7	nadD//allD//folD//
go_0046944_7	cobB//
go_0047484_6	
go_0048034_6	rhaA//
go_0048255_6	
go_0048473_8	panE//
go_0048518_4	
go_0048870_3	hycB//
go_0050427_5	fabG//
go_0050667_6	rlmG//proB//
go_0050779_5	arnA//
go_0050790_4	yihS//murG//
go_0050821_5	dacD//yegS//
go_0050918_5	gshA//treA//
go_0050919_5	dgoD//
go_0051050_5	
go_0051083_5	mutH//
go_0051085_5	yihS//murF//
go_0051090_4	dxr//
go_0051091_5	lpxH//
go_0051131_7	
go_0051143_8	yjhG//
go_0051156_5	valS//
go_0051171_5	
go_0051188_5	thyA//
go_0051191_6	aroL//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	dxs//pgaD//
go_0051270_5	
go_0051271_6	pflB//paaE//
go_0051274_8	
go_0051276_5	
go_0051289_8	ubiA//pinE//tpiA//ndk//pheT//tadA//dapA//ndk//yajO//frlB//metC//alaS//ubiA//ilvC//tsaC//glxR//yidA//paaA//glyS//fadH//paaH//ulaG//aroD//deoA//kduD//paaZ//nudB//rutB//kdgK//cdd//lpoA//pbpC//
go_0051301_3	queA//ddlA//sgbH//ahpC//yfcF//psd//mtlD//fes//
go_0051302_5	
go_0051304_4	truB//
go_0051338_5	
go_0051345_6	
go_0051346_6	idnD//
go_0051347_6	
go_0051349_6	
go_0051353_6	ilvE//
go_0051391_8	argA//
go_0051409_4	rfbD//
go_0051410_3	ftsI//
go_0051452_10	hyaA//
go_0051453_9	fumB//
go_0051454_10	yciA//yqhD//rhaM//ltaE//ydiF//
go_0051476_7	malS//
go_0051484_7	cdd//
go_0051495_8	
go_0051595_6	nadA//yjiA//
go_0051596_6	betA//frdD//ilvI//aroE//
go_0051599_4	
go_0051603_6	dacD//napC//
go_0051604_5	frmB//ada//cysG//
go_0051607_4	garK//ispG//
go_0051649_4	
go_0051668_4	
go_0051692_6	asnA//deoB//
go_0051704_2	patD//opgB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	amiD//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	pepD//hyaB//
go_0052778_6	nagK//
go_0052837_6	dmsA//
go_0055070_10	cyaA//
go_0055072_10	gpp//gcvP//
go_0055085_5	cheR//yihX//ubiI//hemF//rsmH//hyaA//patA//btuE//uxuB//polA//waaF//fucI//tsaD//metH//tag//rlmJ//lpxD//frmA//tig//phnM//eptB//rph//kefF//glgP//ruvA//yfaU//preT//hcaB//sseA//dgcM//aspC//lpxB//hisA//tcdA//prpD//metK//glcD//nadC//tehB//phnL//rimK//cheR//yjhG//lysA//cysK//pepD//glxR//ppiC//srlD//yegS//alkB//purB//mrdA//glmM//pdxJ//fabG//puuB//ldcC//bioH//miaA//purA//aspC//yccX//alaC//hcaE//recG//malS//tdcE//upp//hemC//pagP//yfcG//gudD//frmA//eutD//dsdA//leuD//murG//waaY//surA//
go_0055086_4	hemN//rnb//
go_0055114_3	ftsI//rffG//katE//kdsC//ilvC//iscS//cysM//nrdA//truA//yfcG//yagE//mnmA//murC//lpd//lysC//dgoD//rsmF//paaF//dusC//paaJ//nudF//hyaA//suhB//yigL//hyaC//paaH//mazG//ppiC//gshA//glcF//gpsA//uxaC//accD//speE//aroA//narH//hemG//thiG//nrdA//mobA//lpxL//hisC//gpsA//lpxH//
go_0055129_5	pdxY//phnG//amyA//
go_0055130_8	opgE//ung//
go_0060003_10	rfe//dmsC//
go_0060274_5	lysA//
go_0060326_5	lacZ//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	panC//
go_0061077_4	dusC//argD//sad//ychF//wecC//
go_0061475_9	pheS//
go_0061504_8	waaF//
go_0061610_5	tyrB//
go_0061615_7	rhaA//ubiE//
go_0061720_5	ldtA//yciA//dgcT//
go_0065002_6	mobA//
go_0065007_2	mutM//
go_0070084_7	cmoB//
go_0070178_5	dgkA//
go_0070207_8	sgbH//rlmM//leuA//
go_0070298_8	
go_0070301_6	fadB//otsA//
go_0070329_5	hisB//
go_0070413_7	speF//
go_0070415_6	yqhD//ispA//
go_0070417_5	fbaA//
go_0070453_7	rph//
go_0070475_7	gph//pgsA//zwf//tsaC//ispA//cobT//yahK//ybcF//umuC//ampD//suhB//yajO//ugd//wzb//glcB//gadA//argI//thiM//yegS//
go_0070476_7	gadA//rlmJ//
go_0070482_4	rluE//
go_0070574_9	yqaB//nanA//ftsI//yihV//
go_0070581_8	
go_0070588_9	
go_0070689_6	asnA//trpS//
go_0070726_5	lysS//ldtD//
go_0070778_6	tsaD//treA//
go_0070894_6	
go_0070930_7	
go_0070981_6	folP//
go_0070989_4	rlmF//
go_0071139_6	
go_0071218_6	nadA//
go_0071229_5	
go_0071230_6	cobT//
go_0071236_5	gpsA//murC//fumC//
go_0071237_6	
go_0071243_5	ilvB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	yfbR//
go_0071271_7	hemF//
go_0071276_7	
go_0071280_7	tnaA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	panE//truC//
go_0071289_7	entE//
go_0071291_6	garD//
go_0071292_7	pgsA//
go_0071294_7	speA//
go_0071310_5	
go_0071421_9	pdeR//spoT//garL//
go_0071422_7	paaH//luxS//lpxP//
go_0071423_8	metB//
go_0071454_5	moaA//gltX//
go_0071456_5	
go_0071467_5	
go_0071468_6	hycB//gudD//uxuB//etp//
go_0071470_5	
go_0071474_6	preA//proB//dgcM//
go_0071500_5	waaU//
go_0071502_5	
go_0071555_4	aspC//dnaQ//thrA//zwf//rluC//dsdA//arsC//asnA//
go_0071577_9	rlmE//ldtA//dhaL//selD//mnmG//rhaM//
go_0071705_5	
go_0071731_5	
go_0071732_6	waaO//
go_0071769_5	
go_0071805_4	pheS//chbG//glxK//dusC//nfsB//acnA//udk//tyrB//cheR//
go_0071806_6	queD//gmk//
go_0071807_8	
go_0071897_6	ndh//rlmF//waaL//bcsA//tsaC//pgm//
go_0071915_9	metG//
go_0071932_8	idnO//
go_0071934_6	glgC//
go_0071945_7	
go_0071951_8	yjjX//
go_0071963_4	
go_0071973_6	orn//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	nrfA//ulaD//
go_0072348_5	menF//
go_0072488_7	sseA//
go_0072511_7	yhdH//
go_0072531_6	cfa//
go_0072581_9	panC//
go_0072714_5	
go_0075713_7	
go_0080111_4	ubiE//mhpD//
go_0089705_7	
go_0089709_7	gpmA//paaB//
go_0090071_6	
go_0090116_7	aroL//
go_0090143_4	
go_0090305_6	metC//pyrC//hyaB//nirB//folA//btuR//dusC//ubiH//uvrC//yjcS//gpt//pgaC//rsmC//katE//rsuA//rutB//cpdA//nadA//glcD//cynT//phnP//ispA//fucA//araD//torC//tilS//rlmM//mhpD//rfbD//lipA//rutE//ruvB//purL//aroG//phoA//purT//adhP//hemF//tsaE//paoC//pdeF//polB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	pgm//nadK//hemL//yciA//serB//gstA//dbpA//insI-1//ppiA//talB//tdcE//paaE//
go_0090502_8	cysI//hisG//mtlD//rph//arsC//luxS//yahK//hemB//nrdA//menC//betB//dgt//nrfB//rihC//yeaE//aroK//rsmE//
go_0090503_8	dgkA//dgoK//mltF//mhpD//accC//mocA//idnD//rutC//yjjG//
go_0090529_5	
go_0090540_10	araA//
go_0090549_5	
go_0090609_6	phnI//
go_0097056_7	sdhA//
go_0097264_6	waaB//
go_0097304_7	dapD//
go_0097339_7	yigL//
go_0097428_6	tyrB//thiE//
go_0097502_4	nadA//
go_0097510_7	nrdE//
go_0097533_5	
go_0097638_8	yidA//
go_0098002_8	
go_0098655_7	fucI//tatD//uxaB//gldA//yjhH//ispU//apaH//acpS//codA//frlB//paaC//ahpC//cyoE//mhpD//treC//
go_0098656_7	ispU//
go_0098707_10	
go_0098708_8	alkA//phnM//
go_0098710_7	mutT//lpxK//
go_0098713_8	glk//kbaZ//
go_0098719_9	
go_0098732_6	aroB//
go_0098795_9	fdhF//
go_0098869_4	waaO//torZ//ulaD//lysC//nrdD//pgk//astC//hdhA//relA//aroA//nirB//dam//idnD//xdhB//queA//
go_0099131_7	valS//
go_0099132_7	trpD//murA//yfiC//accA//speG//mhpA//pldB//tilS//
go_0099133_8	deoA//avtA//pykA//thrC//cpsG//rph//yihS//rffM//fabA//yihX//menI//otsA//
go_0101030_8	fumA//
