# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	narZ//
go_0015889_6	rfaE//cheR//astB//
go_0015891_6	rihB//
go_0015906_6	xdhB//
go_0015909_8	ung//
go_0015912_8	iaaA//
go_0015914_7	rsmD//
go_0015920_7	arnT//ogt//
go_0015937_7	yhdJ//pgk//lpxK//pnp//
go_0015940_6	tatD//
go_0015944_4	waaS//speD//nemA//
go_0015949_5	galU//waaG//polA//nrdB//rlmJ//arsC//rffM//yqjH//hcaD//ychF//icd//mrdA//ldtC//folC//ubiX//aspS//torZ//frc//
go_0015950_6	garK//
go_0015951_7	tnaA//pyrB//
go_0015968_6	
go_0015969_8	rfaE//roxA//
go_0015976_2	umpH//
go_0015986_7	
go_0015990_10	menB//aldB//
go_0016024_7	thiI//
go_0016032_5	rluC//
go_0016036_6	dgkA//torA//
go_0016042_5	
go_0016052_5	aphA//ulaD//mmuM//waaZ//
go_0016075_8	malZ//
go_0016078_8	metC//
go_0016094_6	ybcF//murF//
go_0016226_5	glcB//tatD//gabD//cobB//
go_0016259_7	ruvB//
go_0016260_8	glxR//cysQ//srlD//
go_0016310_6	panD//aceB//gloC//fadM//dmsB//dld//suhB//speF//serA//paaZ//hinT//yieF//trmA//menC//ispB//gcvP//nemA//
go_0016311_6	glnE//malY//tdh//trmI//pgm//nrdD//metK//gor//folX//gabT//mrcA//ddlA//metG//bglB//napA//orn//glgX//guaD//lsrG//ymdB//ushA//rpe//pykA//acnA//polA//etk//dhaK//frmA//murB//nirB//nfsB//rutB//hemA//insI-2//prpC//pck//glcF//frlC//ispU//purU//
go_0016458_3	
go_0016485_6	uvrA//arsC//
go_0016540_7	speE//rutB//
go_0016579_7	trpD//
go_0016998_5	ilvA//
go_0017001_5	dut//
go_0017003_8	csdA//
go_0017004_7	carB//
go_0017013_7	
go_0017038_6	
go_0017148_8	recF//cysD//folX//mutL//yihS//
go_0017189_7	cdd//
go_0017198_7	gshA//
go_0018012_8	fadI//
go_0018023_7	luxS//
go_0018063_8	cysE//
go_0018070_8	cfa//murA//
go_0018104_8	nrdF//maa//prpD//yfeW//hemC//
go_0018105_8	dapD//
go_0018106_8	
go_0018108_8	gpp//
go_0018117_8	
go_0018125_6	alsE//
go_0018131_6	glpB//
go_0018160_8	iscS//
go_0018206_8	epd//
go_0018247_9	sad//
go_0018283_6	
go_0018298_7	rlmD//
go_0018307_7	thiG//
go_0018315_8	prs//
go_0018339_9	rffT//
go_0018345_8	pyrG//
go_0018364_6	speA//dmsA//
go_0018378_9	
go_0018393_10	glmM//
go_0018394_9	paoC//
go_0018410_8	moeA//
go_0018909_5	rpiB//
go_0018937_4	entH//
go_0019042_6	lpd//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	thiC//
go_0019243_7	birA//leuS//frlC//dxr//
go_0019249_6	eno//
go_0019250_7	aspS//
go_0019262_6	yghU//fadI//mraY//dgoD//yegS//
go_0019264_7	rfbB//
go_0019272_9	narZ//ftnA//
go_0019284_7	pdeL//curA//
go_0019285_5	sodA//metC//
go_0019288_6	dgoK//dgcM//torA//rsmI//
go_0019290_5	
go_0019292_8	ynfH//
go_0019294_6	thiH//accD//alkA//dmlA//
go_0019299_6	fcl//
go_0019301_7	dacC//frdC//acpT//moaA//bioC//nemA//argS//
go_0019303_7	puuE//yjhH//
go_0019305_7	narH//
go_0019309_7	pbpC//
go_0019316_8	kdsA//cpsB//adeD//
go_0019318_5	narV//
go_0019323_6	coaA//rfe//dgoA//manA//rlmM//ppc//uxaB//
go_0019324_6	pcm//pagP//nfi//entB//ada//
go_0019343_8	ansA//
go_0019344_7	glnS//
go_0019346_7	arsC//
go_0019353_8	puuA//frdB//hyi//thyA//
go_0019354_6	argF//
go_0019379_5	eutB//
go_0019380_6	lpxK//mngB//
go_0019388_7	serB//
go_0019391_6	recO//
go_0019394_7	surA//
go_0019395_5	ubiD//
go_0019404_8	rihA//thiE//
go_0019413_6	tdk//prpC//
go_0019419_4	cobT//
go_0019427_7	fadJ//
go_0019430_5	hemC//argF//dmlA//
go_0019432_7	aceB//
go_0019439_5	ldtA//tyrB//
go_0019447_8	caiB//
go_0019450_9	csdA//
go_0019464_7	roxA//pdxJ//rimK//add//yidA//pykA//
go_0019480_4	phnM//
go_0019509_7	
go_0019516_4	feaB//uvrB//
go_0019521_6	purN//rfbB//
go_0019542_6	ttdB//
go_0019545_6	lpoA//
go_0019546_9	uvrC//
go_0019563_7	trmO//fadE//cheR//
go_0019568_7	cysG//pagP//
go_0019569_7	luxS//gcvT//ynfH//
go_0019571_8	yfdR//rlmD//waaJ//
go_0019572_8	hisH//
go_0019584_7	
go_0019588_7	phnM//hisD//
go_0019592_8	yqjH//
go_0019595_8	queD//
go_0019607_6	lpxM//dgt//
go_0019622_6	rsuA//ubiG//dxr//
go_0019629_7	pdxY//nirB//
go_0019632_5	ubiG//prpC//codA//narG//
go_0019634_5	phnH//
go_0019645_6	coaE//yrfG//ravA//
go_0019646_6	gnd//ynfF//uxaB//guaB//
go_0019664_6	ycaO//tdk//
go_0019665_5	speB//
go_0019673_6	queA//
go_0019676_3	waaY//
go_0019677_8	
go_0019679_7	folD//gnd//bioB//
go_0019686_6	tmcA//
go_0019698_7	pldB//gmk//eptA//waaB//hisF//tehB//
go_0019700_6	yihT//fucO//umpG//hmp//
go_0019740_2	aspS//cysC//napB//mhpC//torZ//malZ//
go_0019752_6	
go_0019805_6	suhB//
go_0019835_3	
go_0019852_5	fucA//kdsA//aroE//
go_0019854_6	ldcC//menI//
go_0019856_7	thiL//
go_0019858_7	aroH//
go_0019859_7	ftsI//
go_0019877_6	fumB//mpaA//mltF//
go_0019878_9	rpe//
go_0019935_6	polB//cobT//
go_0019985_8	clsB//ulaD//
go_0019988_7	mltF//
go_0022417_4	tynA//
go_0022610_2	hemD//
go_0022611_3	dgt//mobA//rutD//
go_0022900_4	treC//ydfG//
go_0022904_5	glcF//fumC//cyaA//
go_0023014_4	yfiC//wzc//ppiA//
go_0030001_7	serA//dhaL//tgt//
go_0030007_8	glgC//
go_0030026_9	
go_0030091_6	dfp//dxr//glpX//nagB//
go_0030153_5	
go_0030162_7	
go_0030163_5	glpX//nth//pyrF//lpxK//
go_0030244_9	
go_0030258_5	thiG//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	tsaE//gnd//
go_0030388_5	rbsD//recJ//atoB//
go_0030488_6	citG//deoC//pabA//glxK//selB//lipB//fau//rlmF//hisF//queC//
go_0030490_10	
go_0030497_7	pphB//rfbC//
go_0030541_4	
go_0030573_6	eptB//
go_0030632_8	cpsB//gltD//rnpA//nemA//
go_0030641_8	opgB//yeiG//
go_0030643_8	
go_0030961_9	paaH//
go_0030980_7	mgsA//yeiG//lysS//
go_0031118_8	guaC//
go_0031119_8	wzc//narV//rsmD//torZ//cysD//menH//
go_0031125_10	sdhB//
go_0031162_5	alkB//
go_0031167_6	mepS//nrdA//psuG//ybhA//dnaQ//rlmG//
go_0031280_6	gatD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	alaA//
go_0031400_8	
go_0031439_9	
go_0031460_7	speC//kbaZ//lpoA//asnA//cyoE//pgaC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ldhA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	argS//
go_0032026_6	yfdR//
go_0032049_8	pck//mutY//thrS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	sodC//
go_0032196_3	ubiE//
go_0032238_6	accA//
go_0032259_3	miaB//trpS//xdhB//mhpC//
go_0032261_6	cpsG//
go_0032263_7	rdgB//treC//
go_0032264_7	glnS//yhdJ//
go_0032265_7	ldcC//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	lldD//uidA//ilvD//
go_0032329_7	rne//uvrC//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	kdgK//
go_0032445_10	fucI//trmD//
go_0032462_7	wzb//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	frlC//treC//tcdA//ldcC//
go_0032774_6	acnA//
go_0032775_6	slt//adeD//yhdJ//
go_0032781_7	
go_0032784_8	
go_0032790_6	frmB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	speE//
go_0032978_7	
go_0033014_6	idnD//ddlA//
go_0033051_5	plsB//
go_0033120_8	
go_0033194_5	gmk//fruK//hemC//
go_0033195_5	hypF//
go_0033212_10	wzb//frc//
go_0033214_11	murB//bglX//
go_0033228_8	gadA//waaZ//ahpC//
go_0033317_7	yfcF//uxaC//pncB//ulaG//
go_0033320_6	yihU//
go_0033345_8	ynfH//trpB//
go_0033353_5	pncB//
go_0033359_7	etp//trmL//
go_0033384_6	proC//
go_0033388_7	folA//
go_0033477_5	glmM//
go_0033499_8	queG//pdeH//cdh//sgbE//bioD//
go_0033518_6	bglB//
go_0033539_7	entH//
go_0033542_7	rluE//
go_0033543_8	dgoA//
go_0033567_6	
go_0033585_7	mhpB//coaA//
go_0033611_8	acpT//
go_0033683_7	
go_0034194_8	pheT//dgcZ//gdhA//
go_0034195_8	frlB//
go_0034198_6	aes//allB//
go_0034203_6	amiD//
go_0034204_5	aceB//gapA//
go_0034213_6	fadI//
go_0034214_7	fadD//wzb//alaC//
go_0034219_6	uidA//paaK//ubiA//ddlA//solA//narZ//mog//trmA//hcaD//gcvT//alaS//ilvN//trmO//adeD//waaC//kdsA//guaB//gltX//ybcF//menC//waaY//kbaZ//thiH//dgoD//rluF//csdA//cheR//adhE//relA//
go_0034220_6	otsB//purF//paaC//mhpB//hypB//yajO//
go_0034224_6	
go_0034227_8	uidA//
go_0034258_8	mocA//
go_0034260_5	
go_0034289_7	mltA//
go_0034337_3	entB//
go_0034355_7	sthA//tsaE//rfe//sdaB//
go_0034401_5	
go_0034414_9	tmcA//
go_0034421_8	cyoE//
go_0034470_8	nrfD//
go_0034552_7	
go_0034599_5	cysD//ppx//argK//chbF//puuD//
go_0034605_5	rlmC//ubiC//
go_0034614_6	cadA//
go_0034620_6	ansA//
go_0034628_9	deoB//gcvT//rsmJ//yciV//entF//
go_0034635_6	ileS//
go_0034644_7	amyA//
go_0034661_7	
go_0034775_7	aroG//bioH//
go_0034983_9	guaD//trmD//
go_0035235_6	katE//hemH//sdhB//
go_0035307_9	
go_0035335_8	glgA//gpt//
go_0035344_8	proB//rffH//
go_0035350_6	sthA//
go_0035429_8	thiG//puuE//dxs//codA//kdsD//ynfE//
go_0035433_7	ung//
go_0035434_9	fabA//
go_0035435_9	yqhD//treA//frmB//fucA//
go_0035442_7	nth//gatY//trpE//xdhB//lpcA//dgoK//queC//
go_0035443_7	dhaL//gmk//miaA//
go_0035444_9	puuA//cysG//frlB//galK//
go_0035461_6	hypF//
go_0035524_8	waaL//
go_0035552_6	ubiC//
go_0035553_6	mhpC//
go_0035556_4	
go_0035600_8	aroC//
go_0035672_6	trmO//gltB//entF//
go_0035725_9	folA//fabA//orn//kdsA//murF//
go_0035784_9	mug//
go_0035864_6	
go_0035873_8	argI//glk//
go_0035999_5	hisD//ubiG//hemD//
go_0036001_7	dxr//
go_0036047_9	proA//
go_0036049_9	pcm//
go_0036088_6	fcl//
go_0036104_6	gcvP//ubiD//
go_0036172_6	malZ//
go_0036214_3	
go_0036265_6	yajO//
go_0036289_9	cobT//glpD//
go_0036448_6	yfaU//nrdA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	glxR//acnA//
go_0040033_9	
go_0042026_4	cynS//pyrB//ltaE//malZ//
go_0042126_5	dgcM//
go_0042128_5	
go_0042150_7	mraY//
go_0042157_5	
go_0042158_6	wrbA//add//
go_0042177_7	
go_0042182_5	tmcA//
go_0042219_6	
go_0042245_7	speF//nrdB//waaL//
go_0042254_5	tag//
go_0042255_6	
go_0042274_5	purB//
go_0042304_7	
go_0042351_7	fruK//
go_0042355_8	kduD//alaS//leuS//cysE//mhpD//idi//
go_0042371_7	trpD//
go_0042413_6	prpC//cobU//
go_0042450_7	frmA//glnA//ppx//pdeH//ddlB//rsmC//
go_0042454_7	kdsB//
go_0042493_4	lpxT//birA//mnmG//pabB//serB//udp//cyoE//torY//patD//cysE//menH//fbaA//ahpC//
go_0042538_6	uvrC//ilvE//thiC//
go_0042542_5	ddlA//ilvI//xdhB//glcD//
go_0042545_5	garR//
go_0042594_4	rffT//fabD//serB//ribF//
go_0042619_6	
go_0042710_4	ldtC//proS//sthA//galE//glnS//paaB//glmU//araA//
go_0042732_6	adeD//
go_0042744_6	dgcZ//leuC//
go_0042759_7	allB//
go_0042773_6	tgt//
go_0042777_8	
go_0042780_10	hemB//rfaE//
go_0042817_5	treC//
go_0042819_6	patA//
go_0042823_6	aes//eno//pgpA//fadI//
go_0042838_6	gdhA//ldtD//cheB//ppiA//
go_0042840_7	deoD//avtA//ycjU//sdhA//bioB//nrfB//
go_0042843_7	kdsC//recG//
go_0042846_8	psd//
go_0042852_9	yghU//
go_0042867_8	nrfC//
go_0042873_7	pyrE//
go_0042882_10	aldB//pdxH//
go_0042884_7	ybjG//rlmE//valS//
go_0042885_8	umuC//
go_0042891_6	hycB//miaB//mnmC//thrA//ldtC//paaJ//cpdA//
go_0042906_8	kdgK//purU//folD//
go_0042908_5	ulaD//
go_0042914_8	mutT//
go_0042918_6	asnS//uxaC//
go_0042919_6	
go_0042920_6	mutM//
go_0042928_7	
go_0042930_7	citX//rsmH//entH//trpD//rlmH//uxuB//galM//rsmD//dhaM//rluD//
go_0042938_8	yagE//nadB//hcaF//
go_0042939_8	trmO//
go_0042941_8	edd//
go_0042942_6	cobU//narZ//
go_0042953_6	
go_0042956_8	aphA//torZ//
go_0042968_8	panB//polA//rsuA//
go_0043039_6	nrdF//rrrD//argK//
go_0043041_6	umuC//allC//
go_0043085_5	gstB//fabH//dcm//
go_0043086_5	yieH//
go_0043093_3	mutH//yegS//arsC//pheS//
go_0043097_6	rnt//glyS//
go_0043099_7	ruvC//
go_0043100_6	wzc//
go_0043102_5	paaE//
go_0043103_7	bioA//
go_0043137_6	nadD//prpD//
go_0043150_8	
go_0043157_6	bioA//
go_0043164_6	gatY//yrfG//aroL//pphB//udp//maeA//oxc//
go_0043165_6	ulaD//rnt//
go_0043171_5	fes//atoB//dusB//hemN//gdhA//
go_0043200_5	
go_0043201_6	
go_0043213_7	dhaL//kdgK//
go_0043254_5	
go_0043335_3	abgA//ribD//thrC//gcvH//purL//
go_0043433_5	thiM//truA//mtn//
go_0043442_6	dcyD//
go_0043456_6	glyA//
go_0043462_6	dapA//
go_0043470_6	
go_0043471_6	
go_0043488_5	ampD//mltD//ppiC//
go_0043547_7	
go_0043571_7	cmoB//
go_0043610_4	yjcS//eutD//accD//
go_0043686_7	fadA//
go_0043687_7	pgl//cadA//fucO//trmD//nanE//
go_0043708_5	purB//
go_0043709_6	trpS//
go_0043711_5	
go_0043952_7	
go_0043953_7	suhB//
go_0044010_5	nudG//fre//hcaF//yegS//accB//narH//
go_0044011_4	xthA//
go_0044036_5	asd//dgt//aroH//
go_0044038_6	gloC//alkA//
go_0044092_4	
go_0044179_5	
go_0044208_7	dgoA//
go_0044238_3	hcaD//lpd//pgi//narY//
go_0044248_4	
go_0044255_4	
go_0044262_4	glpD//tauD//
go_0044273_5	tmk//
go_0044275_5	cysM//
go_0044349_6	
go_0044355_6	otsB//
go_0044532_6	
go_0044659_7	cobC//
go_0044718_6	glgB//
go_0044764_3	
go_0044780_6	ravA//
go_0044781_5	
go_0044787_5	gadA//
go_0044874_7	
go_0045004_7	pgaD//lpxC//pyrE//
go_0045013_7	
go_0045226_7	serA//gluQ//pta//surA//leuD//gcvT//
go_0045333_5	hyaC//fadM//
go_0045337_6	yfcG//
go_0045454_4	bglA//aroB//rhaD//dgkA//tpiA//rbn//sgbU//
go_0045471_5	eutB//galM//
go_0045717_8	dadA//ruvB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	cpsB//tesB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	sgbU//fabH//rlmG//yahK//fucK//
go_0045893_8	menD//bioB//
go_0045900_9	
go_0045903_5	coaD//
go_0045912_6	pgsA//rbsD//sodA//
go_0045926_5	
go_0045936_8	
go_0045947_9	puuB//puuE//
go_0045975_9	
go_0045990_6	
go_0046037_8	serC//
go_0046040_8	clsA//
go_0046047_8	lipA//
go_0046050_8	lpxC//idnD//yjjG//
go_0046052_8	ftnA//
go_0046061_8	pgpC//
go_0046076_8	proS//
go_0046081_8	mrcA//lsrK//
go_0046086_6	cmoB//
go_0046098_7	mnmE//
go_0046100_7	uidA//
go_0046101_6	nagZ//paaJ//
go_0046103_9	pyrE//
go_0046104_8	ygeX//
go_0046115_10	pheA//
go_0046133_8	fadI//gatD//
go_0046166_6	nrfD//
go_0046168_6	lpoA//tdk//
go_0046176_6	pdxA//yihU//ampD//pyrC//
go_0046177_7	tmcA//aroB//rffG//rimK//
go_0046181_7	glnE//
go_0046183_7	speD//aspS//def//
go_0046187_6	pgsA//
go_0046196_5	mgsA//
go_0046210_6	treA//pdeL//guaD//
go_0046214_6	orn//
go_0046256_7	waaO//aroB//
go_0046271_5	nrfA//
go_0046279_6	pncB//
go_0046292_4	yghU//
go_0046294_5	pfkB//napA//
go_0046296_6	hemA//mobA//hyaA//
go_0046306_6	gph//eptB//
go_0046323_10	ruvA//
go_0046325_8	
go_0046336_6	fau//
go_0046342_8	sad//
go_0046348_6	ilvN//nanA//
go_0046365_5	murQ//
go_0046392_7	waaL//avtA//bcsA//tig//
go_0046397_6	
go_0046416_6	waaO//
go_0046452_6	thrS//
go_0046459_6	nemA//
go_0046470_5	
go_0046474_6	dinB//hcaF//murG//frlC//preT//ygjK//
go_0046487_5	cysN//
go_0046501_6	pgm//
go_0046618_6	rffH//mmuM//kdsB//accA//carB//waaH//
go_0046654_7	argD//citX//dapA//menC//mhpA//
go_0046655_5	nadK//
go_0046656_6	rsmF//atoB//mngB//pinE//dosP//lpxT//
go_0046657_6	rdgB//
go_0046677_4	tig//purU//tyrA//cysE//hchA//rutB//icd//amiD//torC//yqhD//cof//ribE//suhB//gltD//rluF//rbsK//lpoB//lysU//menF//rffH//guaD//pykA//gpp//moeB//citE//rlmJ//murQ//ribD//nanE//yhdH//ldcC//
go_0046685_4	dsdA//yghU//
go_0046686_6	yihS//
go_0046688_6	hcaF//sseA//
go_0046690_5	ubiC//ulaD//
go_0046710_8	guaB//
go_0046718_8	acnA//cysC//
go_0046777_8	sucD//cynS//cysG//
go_0046834_6	ribA//
go_0046835_5	polA//abgB//ampD//murF//hemB//ilvB//truB//lysS//acpH//argF//dinB//yccX//mnmE//nirD//amiD//fumC//cpdB//lpxL//fau//cysM//glgA//
go_0046836_7	surA//
go_0046839_6	cysQ//
go_0046855_6	araD//
go_0046892_8	
go_0046901_7	rluF//
go_0046939_7	tsaD//phnH//purF//thiD//
go_0046942_7	folD//aspS//ispA//
go_0046944_7	ackA//
go_0047484_6	
go_0048034_6	malP//
go_0048255_6	
go_0048473_8	recR//
go_0048518_4	
go_0048870_3	eda//
go_0050427_5	yieF//
go_0050667_6	ynfE//gutQ//
go_0050779_5	ulaD//
go_0050790_4	ybcF//spoT//
go_0050821_5	psd//phnG//
go_0050918_5	ttdA//aroC//
go_0050919_5	dsdA//
go_0051050_5	
go_0051083_5	dut//
go_0051085_5	moeA//manA//
go_0051090_4	gcvH//
go_0051091_5	patA//
go_0051131_7	
go_0051143_8	leuC//
go_0051156_5	glyS//
go_0051171_5	
go_0051188_5	yhdJ//
go_0051191_6	suhB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	nudF//gatD//
go_0051270_5	
go_0051271_6	cysS//pgaB//
go_0051274_8	
go_0051276_5	
go_0051289_8	gltB//katE//uvrA//accC//def//nadA//ydiB//birA//fadH//ldtC//narV//eptC//nudF//eptC//accA//acnB//glnA//hisS//yieH//menI//hypB//uxaB//glnE//acpT//gutQ//gutQ//waaZ//leuS//lpxH//ppiC//dcd//malS//
go_0051301_3	yjjG//pagP//epmB//thiE//der//fadA//purA//trpA//
go_0051302_5	
go_0051304_4	yfaU//
go_0051338_5	
go_0051345_6	
go_0051346_6	rsmJ//
go_0051347_6	
go_0051349_6	
go_0051353_6	frdD//
go_0051391_8	pykF//
go_0051409_4	rpiB//
go_0051410_3	tauD//
go_0051452_10	argH//
go_0051453_9	proC//
go_0051454_10	ilvD//gmk//acpT//gmk//katG//
go_0051476_7	dgoK//
go_0051484_7	ycaO//
go_0051495_8	
go_0051595_6	ldcC//dam//
go_0051596_6	metG//glgP//pdxH//hyaC//
go_0051599_4	
go_0051603_6	thrB//prpD//
go_0051604_5	glpD//gudD//prmB//
go_0051607_4	dxr//ampH//
go_0051649_4	
go_0051668_4	
go_0051692_6	epd//yjhH//
go_0051704_2	thrB//prmC//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ghrB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	hemC//lpxC//
go_0052778_6	menD//
go_0052837_6	yegS//
go_0055070_10	dadA//
go_0055072_10	pgk//speF//
go_0055085_5	hpt//solA//ilvN//maeA//uxuB//lpxB//murC//aceB//tgt//rnt//aroH//serS//patA//kbaY//fumC//cysM//eno//zwf//ddlB//metB//alaA//ttdA//yjiA//nadB//polB//patZ//hemA//moaE//thiH//fucO//dkgB//hchA//miaA//eno//proB//fucA//prmB//araB//rlmM//folC//cmoB//maa//umuC//preA//cobB//eda//deoC//mog//acpS//glcD//lipB//csdA//phnN//ampH//frdD//fabG//murQ//yagE//paoC//ygeX//alsK//mnmC//hisH//scpC//yqaB//psd//selD//hisG//argF//tmcA//nanE//nadA//frmA//glyS//adiA//mug//gshA//sodB//cysN//lpd//
go_0055086_4	napB//bioA//
go_0055114_3	accC//scpC//aroK//ligB//purA//ldtB//def//thyA//waaA//entA//yihX//pncB//leuB//kdsB//ligA//carA//alaS//yihT//gcd//hdhA//rfbD//eptA//sufS//pgaC//galU//abgB//aspC//ubiH//glgP//ldtE//yciV//idnK//rihB//dacD//glk//ubiX//tdcG//entB//puuC//lysU//ilvN//pyrB//rsgA//ubiX//
go_0055129_5	dam//rsmG//hisC//
go_0055130_8	recO//araB//
go_0060003_10	kduI//yeiG//
go_0060274_5	yihU//
go_0060326_5	trpB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	napB//
go_0061077_4	ribE//torY//pgaC//ispA//epmC//
go_0061475_9	yihT//
go_0061504_8	fabH//
go_0061610_5	sdhC//
go_0061615_7	mhpD//narG//
go_0061720_5	lsrK//yfeX//pgl//
go_0065002_6	ispF//
go_0065007_2	argH//
go_0070084_7	torC//
go_0070178_5	trmD//
go_0070207_8	umpH//mocA//ispU//
go_0070298_8	
go_0070301_6	lpxL//dgcM//
go_0070329_5	plsB//
go_0070413_7	idi//
go_0070415_6	thiI//dcm//
go_0070417_5	dgoA//
go_0070453_7	psd//
go_0070475_7	dgcZ//yeaG//leuA//rlmC//treA//dapB//carA//mnmE//dnaE//argA//mraY//hcaD//ldtA//mtlD//dmsC//queC//pinE//abgB//sodA//
go_0070476_7	talB//hemD//
go_0070482_4	mngB//
go_0070574_9	rbsD//xapA//eda//patZ//
go_0070581_8	
go_0070588_9	
go_0070689_6	der//asnB//
go_0070726_5	cdh//moaD//
go_0070778_6	rlmI//yjhG//
go_0070894_6	
go_0070930_7	
go_0070981_6	rfaE//
go_0070989_4	ulaF//
go_0071139_6	
go_0071218_6	glcE//
go_0071229_5	
go_0071230_6	tdcB//
go_0071236_5	yjcS//entD//ndk//
go_0071237_6	
go_0071243_5	kbaY//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	fes//
go_0071271_7	gmd//
go_0071276_7	
go_0071280_7	proB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	glxR//iscS//
go_0071289_7	aroD//
go_0071291_6	alr//
go_0071292_7	mutL//
go_0071294_7	ackA//
go_0071310_5	
go_0071421_9	csdA//guaD//prmC//
go_0071422_7	paaA//prpB//waaC//
go_0071423_8	pabC//
go_0071454_5	ldtD//lysU//
go_0071456_5	
go_0071467_5	
go_0071468_6	queG//ssuD//rhaB//betA//
go_0071470_5	
go_0071474_6	truC//malQ//argK//
go_0071500_5	waaP//
go_0071502_5	
go_0071555_4	astC//cyaA//pabA//nanE//cysN//fadB//ackA//dhaK//
go_0071577_9	abgA//ppiA//aroF//rlmE//uxaC//puuB//
go_0071705_5	
go_0071731_5	
go_0071732_6	rbn//
go_0071769_5	
go_0071805_4	glcB//truC//frdD//pyrE//sdhB//mtn//glmM//accA//trpD//
go_0071806_6	lyxK//recF//
go_0071807_8	
go_0071897_6	rlmC//tynA//caiB//puuA//ribB//ssuD//
go_0071915_9	sgbE//
go_0071932_8	gcl//
go_0071934_6	entB//
go_0071945_7	
go_0071951_8	idi//
go_0071963_4	
go_0071973_6	dacD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	pyrB//waaH//
go_0072348_5	tktA//
go_0072488_7	gcl//
go_0072511_7	yggF//
go_0072531_6	ndk//
go_0072581_9	glxR//
go_0072714_5	
go_0075713_7	
go_0080111_4	selB//amyA//
go_0089705_7	
go_0089709_7	hemF//gshB//
go_0090071_6	
go_0090116_7	pinE//
go_0090143_4	
go_0090305_6	solA//pyrC//trmL//citG//pepD//gcvP//ldtA//sucA//ampD//uxuB//mcrB//ulaE//rpe//citC//hinT//mcrA//dacA//dapB//menE//hemA//dmsB//phnO//mutL//queC//murE//entB//uxaC//ybjG//rsuA//allB//cysE//glcD//mobA//yggF//yihU//cysS//pgl//mpaA//glpB//speB//recF//rihC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ispG//yhdH//hisB//ispU//trmO//pheS//rihC//plsB//murB//gnd//tilS//argS//
go_0090502_8	pdxH//cobS//pyrC//ubiA//yjcS//leuA//cheB//folE//paaH//rfbD//accC//rfe//trpB//bioH//dosP//lsrK//alaS//
go_0090503_8	slyD//paaZ//frdA//hemD//phnP//miaB//panE//hflX//miaB//
go_0090529_5	
go_0090540_10	ung//
go_0090549_5	
go_0090609_6	alaS//
go_0097056_7	bioC//
go_0097264_6	aroF//
go_0097304_7	phr//
go_0097339_7	clsC//
go_0097428_6	sodB//ssuD//
go_0097502_4	lsrK//
go_0097510_7	entA//
go_0097533_5	
go_0097638_8	serS//
go_0098002_8	
go_0098655_7	coaD//glgP//yegS//ileS//tdcD//waaP//gadB//rnd//galM//trmL//ynfE//epmC//paaZ//cysS//thrA//
go_0098656_7	pinE//
go_0098707_10	
go_0098708_8	garD//fabH//
go_0098710_7	puuE//adeD//
go_0098713_8	ilvI//ubiE//
go_0098719_9	
go_0098732_6	mhpB//
go_0098795_9	fadD//
go_0098869_4	purF//alaS//umuD//gph//def//leuS//hisS//cobB//purF//glyS//pdeH//guaC//fadI//epd//rnb//
go_0099131_7	ydfG//
go_0099132_7	rlmI//menH//sodB//pheA//mak//hisA//yfaU//paaG//
go_0099133_8	gltX//puuB//accB//dmsB//tcdA//pabB//purD//pphB//serS//asnB//hisA//galE//
go_0101030_8	fucA//
go_1900190_5	hemN//
