# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ppiA//
go_0015914_7	purF//
go_0015920_7	katG//rlmG//
go_0015937_7	pgsA//ubiE//rsmD//ycjU//
go_0015940_6	gudD//
go_0015944_4	wecC//bcsA//murI//
go_0015949_5	phr//dgoD//ubiI//rlmF//truC//tatD//dgkA//pdxY//codA//kdsA//wrbA//dusC//amiD//yciV//solA//gntK//etk//acnA//
go_0015950_6	katE//
go_0015951_7	mnmE//pyrF//
go_0015968_6	
go_0015969_8	uxaA//umuD//
go_0015976_2	fabH//
go_0015986_7	
go_0015990_10	uxuB//roxA//
go_0016024_7	acnA//
go_0016032_5	aphA//
go_0016036_6	phoA//sdaA//
go_0016042_5	
go_0016052_5	fdhF//galE//clsB//ybhA//
go_0016075_8	acs//
go_0016078_8	caiD//
go_0016094_6	mltA//rlmH//
go_0016226_5	purC//phnN//rluC//nrdF//
go_0016259_7	cobS//
go_0016260_8	cmk//eptB//dacA//
go_0016310_6	idi//recJ//malS//leuB//citE//ychF//rhaA//amyA//surA//argA//psd//mltA//hisS//proA//ydiO//nadC//amiD//
go_0016311_6	rhaB//tcdA//nrdE//gpmA//ydiO//hisI//ycjU//nanK//tesB//entB//glgB//ascB//trmD//spoT//glgP//rfbB//cyaA//speG//frmA//nfi//trmH//pdxY//hemL//truA//cmk//fdhF//slt//poxB//ddlA//pta//kduI//guaC//frdB//ssuD//prpC//glcB//abgA//gcvT//phoA//pphA//
go_0016458_3	
go_0016485_6	rluB//menE//
go_0016540_7	ruvA//thrB//
go_0016579_7	uxuA//
go_0016998_5	yidA//
go_0017001_5	narV//
go_0017003_8	miaB//
go_0017004_7	cobB//
go_0017013_7	
go_0017038_6	
go_0017148_8	cobB//rluA//panC//carB//cmk//
go_0017189_7	truB//
go_0017198_7	tpiA//
go_0018012_8	fabA//
go_0018023_7	gstA//
go_0018063_8	phr//
go_0018070_8	bioB//ndk//
go_0018104_8	thiM//ackA//kdsC//fumC//ilvM//
go_0018105_8	pfkB//
go_0018106_8	
go_0018108_8	eno//
go_0018117_8	
go_0018125_6	sodA//
go_0018131_6	rlmH//
go_0018160_8	cysN//
go_0018206_8	bacA//
go_0018247_9	gstB//
go_0018283_6	
go_0018298_7	idi//
go_0018307_7	umpG//
go_0018315_8	aspC//
go_0018339_9	waaC//
go_0018345_8	mutS//
go_0018364_6	speF//dgcM//
go_0018378_9	
go_0018393_10	ubiF//
go_0018394_9	fabH//
go_0018410_8	arnA//
go_0018909_5	rffT//
go_0018937_4	fabB//
go_0019042_6	mltA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	ubiD//
go_0019243_7	aroF//fabH//fadI//murF//
go_0019249_6	eutB//
go_0019250_7	icd//
go_0019262_6	oxc//fadE//astB//wcaJ//pncB//
go_0019264_7	pyrB//
go_0019272_9	bglB//yfcG//
go_0019284_7	rsmE//valS//
go_0019285_5	ygeX//acpS//
go_0019288_6	yahK//mtlD//gpmM//waaY//
go_0019290_5	
go_0019292_8	nadA//
go_0019294_6	ispB//waaP//ldtE//umuD//
go_0019299_6	narV//
go_0019301_7	treC//rluF//ribE//glnE//yfcF//puuA//araB//
go_0019303_7	dinB//rbn//
go_0019305_7	katE//
go_0019309_7	nemA//
go_0019316_8	ldtA//gstA//otsB//
go_0019318_5	nudG//
go_0019323_6	trpD//rfbD//phnH//lacZ//glcE//surA//hinT//
go_0019324_6	mnmC//dgcM//puuA//fucK//malZ//
go_0019343_8	mhpB//
go_0019344_7	ileS//
go_0019346_7	rfbB//
go_0019353_8	dinB//nrdF//pheA//cysD//
go_0019354_6	prmB//
go_0019379_5	cpdA//
go_0019380_6	etk//asnB//
go_0019388_7	treF//
go_0019391_6	yigB//
go_0019394_7	gabD//
go_0019395_5	gnd//
go_0019404_8	tyrB//aroL//
go_0019413_6	nrdB//truA//
go_0019419_4	phnH//
go_0019427_7	frlB//
go_0019430_5	rsmE//dhaM//fucO//
go_0019432_7	fumA//
go_0019439_5	idnO//truD//
go_0019447_8	azoR//
go_0019450_9	cmoA//
go_0019464_7	cysG//rfaE//hcp//sucD//folE//murQ//
go_0019480_4	recG//
go_0019509_7	
go_0019516_4	dsdA//fadD//
go_0019521_6	dacD//dapA//
go_0019542_6	paaC//
go_0019545_6	panE//
go_0019546_9	lgoD//
go_0019563_7	ddlA//paaK//rutA//
go_0019568_7	tehB//gshA//
go_0019569_7	glnE//waaJ//udk//
go_0019571_8	gabT//fdhF//mazG//
go_0019572_8	serC//
go_0019584_7	
go_0019588_7	treF//hflX//
go_0019592_8	asd//
go_0019595_8	rsmC//
go_0019607_6	lipA//caiD//
go_0019622_6	rluD//ybjG//argS//
go_0019629_7	ppsA//thiL//
go_0019632_5	nadB//yieH//ruvC//serB//
go_0019634_5	bioC//
go_0019645_6	mpaA//ahr//bglX//
go_0019646_6	preT//waaP//hyaB//thiC//
go_0019664_6	selB//ybjI//
go_0019665_5	fadM//
go_0019673_6	acs//
go_0019676_3	waaC//
go_0019677_8	
go_0019679_7	phnJ//opgE//epmA//
go_0019686_6	bacA//
go_0019698_7	abgB//metC//ogt//waaZ//dnaQ//dut//
go_0019700_6	murD//alkA//cheB//rutD//
go_0019740_2	queD//cpsG//ydiF//preT//rlmH//patD//
go_0019752_6	
go_0019805_6	upp//
go_0019835_3	
go_0019852_5	ulaD//arnB//thyA//
go_0019854_6	ribC//betA//
go_0019856_7	yjjX//
go_0019858_7	queC//
go_0019859_7	rpiA//
go_0019877_6	mtlD//hcaB//ltaE//
go_0019878_9	upp//
go_0019935_6	mhpC//mltA//
go_0019985_8	epmC//rsuA//
go_0019988_7	pdxA//
go_0022417_4	lipA//
go_0022610_2	hyi//
go_0022611_3	idi//nrdE//ydiO//
go_0022900_4	garL//kdgK//
go_0022904_5	deoB//ldcC//ahr//
go_0023014_4	waaA//prpC//frlB//
go_0030001_7	rutE//narG//torC//
go_0030007_8	cdsA//
go_0030026_9	
go_0030091_6	kdgK//glpB//slyD//gmk//
go_0030153_5	
go_0030162_7	
go_0030163_5	murE//aceB//azoR//pldB//
go_0030244_9	
go_0030258_5	ygjK//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	dcyD//fadB//
go_0030388_5	waaO//hcaD//hflX//
go_0030488_6	ltaE//proA//menF//napC//yjjG//glpC//nirD//yajO//hemE//trmJ//
go_0030490_10	
go_0030497_7	mak//mug//
go_0030541_4	
go_0030573_6	bioH//
go_0030632_8	glk//yghU//yqaB//fabI//
go_0030641_8	citE//metG//
go_0030643_8	
go_0030961_9	kduD//
go_0030980_7	gpsA//hcaF//recR//
go_0031118_8	tynA//
go_0031119_8	btuE//appA//ilvB//chbG//rfbC//purD//
go_0031125_10	prs//
go_0031162_5	pgaC//
go_0031167_6	rutA//pgaD//phnP//rluC//srlD//rlmH//
go_0031280_6	ynfE//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	citG//
go_0031400_8	
go_0031439_9	
go_0031460_7	garR//trmA//pdxJ//rsmE//phr//tdcG//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	cysN//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	argF//
go_0032026_6	entE//
go_0032049_8	yhdH//xapA//phnH//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	rlmG//
go_0032196_3	rffM//
go_0032238_6	uxaB//
go_0032259_3	speG//frdB//glmM//tilS//
go_0032261_6	nadC//
go_0032263_7	purU//murQ//
go_0032264_7	abgB//phnL//
go_0032265_7	purD//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	cyaA//astC//paaC//
go_0032329_7	tdk//speA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	tmcA//
go_0032445_10	bfr//ubiD//
go_0032462_7	yegS//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	fau//mltF//ribD//umpG//
go_0032774_6	dacA//
go_0032775_6	ndk//fadJ//proB//
go_0032781_7	
go_0032784_8	
go_0032790_6	yihV//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	yciV//
go_0032978_7	
go_0033014_6	valS//miaA//
go_0033051_5	dgoD//
go_0033120_8	
go_0033194_5	prpD//slt//glpX//
go_0033195_5	yciV//
go_0033212_10	waaL//spoT//
go_0033214_11	allD//thrA//
go_0033228_8	rhaM//gcvT//thiL//
go_0033317_7	avtA//dgoK//lpd//fadB//
go_0033320_6	leuB//
go_0033345_8	nagZ//napB//
go_0033353_5	dgcZ//
go_0033359_7	patA//aroD//
go_0033384_6	waaQ//
go_0033388_7	dusC//
go_0033477_5	ulaE//
go_0033499_8	sdhB//kdsB//yjhH//rimK//narI//
go_0033518_6	idnO//
go_0033539_7	alsE//
go_0033542_7	phnO//
go_0033543_8	accD//
go_0033567_6	
go_0033585_7	gpmA//pnp//
go_0033611_8	paaK//
go_0033683_7	
go_0034194_8	patA//fucO//pykA//
go_0034195_8	queC//
go_0034198_6	srlD//rlmE//
go_0034203_6	murI//
go_0034204_5	rbsD//ribB//
go_0034213_6	paaA//
go_0034214_7	ttdB//hcaC//kbaZ//
go_0034219_6	aspC//yjhH//mnmE//waaU//pdxY//pyrD//thrA//pykF//suhB//hemN//sdaB//aroC//waaL//ppc//napA//queD//thiH//yihV//frlB//phnP//cobS//recJ//nagZ//prs//udp//sad//yagE//rlmJ//adk//
go_0034220_6	fkpB//prpC//pbpC//ligB//uvrA//yidA//
go_0034224_6	
go_0034227_8	entC//
go_0034258_8	iaaA//
go_0034260_5	
go_0034289_7	nudG//
go_0034337_3	murG//
go_0034355_7	roxA//sucC//arsC//lplA//
go_0034401_5	
go_0034414_9	tig//
go_0034421_8	argI//
go_0034470_8	dgcZ//
go_0034552_7	
go_0034599_5	hcaD//wecB//rsmF//queD//xdhB//
go_0034605_5	ychF//sdaB//
go_0034614_6	mtlD//
go_0034620_6	phnJ//
go_0034628_9	proA//pldB//speC//cdh//dgoK//
go_0034635_6	ldtD//
go_0034644_7	pdxH//
go_0034661_7	
go_0034775_7	waaU//purC//
go_0034983_9	waaH//ansA//
go_0035235_6	gmk//ilvC//dhaL//
go_0035307_9	
go_0035335_8	ruvB//pgaD//
go_0035344_8	fucK//pyrB//
go_0035350_6	trpC//
go_0035429_8	ushA//aroK//frdB//mltF//ldtE//lpxP//
go_0035433_7	rfe//
go_0035434_9	adiA//
go_0035435_9	fumB//guaA//cyaA//otsB//
go_0035442_7	aroE//rfaD//dgoD//uidA//ispB//hemE//mutY//
go_0035443_7	mutT//clsB//aroH//
go_0035444_9	fkpB//hisA//araB//pdeF//
go_0035461_6	cysE//
go_0035524_8	eptB//
go_0035552_6	purA//
go_0035553_6	fklB//
go_0035556_4	
go_0035600_8	purL//
go_0035672_6	slyD//cobS//icd//
go_0035725_9	hemG//mutS//gabT//cdh//dosP//
go_0035784_9	aroA//
go_0035864_6	
go_0035873_8	dgcT//rihB//
go_0035999_5	rutA//mcrB//tpiA//
go_0036001_7	rpiA//
go_0036047_9	rlmG//
go_0036049_9	tehB//
go_0036088_6	tyrA//
go_0036104_6	pyrH//lgoD//
go_0036172_6	garK//
go_0036214_3	
go_0036265_6	fkpA//
go_0036289_9	trmO//tatD//
go_0036448_6	mutS//hisS//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	patA//ynfE//
go_0040033_9	
go_0042026_4	ybhA//cdh//ghrB//treF//
go_0042126_5	rhaD//
go_0042128_5	
go_0042150_7	mltF//
go_0042157_5	
go_0042158_6	gltD//rluF//
go_0042177_7	
go_0042182_5	tag//
go_0042219_6	
go_0042245_7	gatY//abgA//glyA//
go_0042254_5	tadA//
go_0042255_6	
go_0042274_5	fkpB//
go_0042304_7	
go_0042351_7	ldcA//
go_0042355_8	speA//cobS//galK//nirD//argE//pta//
go_0042371_7	sucC//
go_0042413_6	nrdB//allC//
go_0042450_7	pyrF//narV//trmA//fkpB//lpxP//rlmF//
go_0042454_7	mngB//
go_0042493_4	purL//deoC//yjhG//argS//waaL//waaP//queA//pdeR//uxaB//manA//pphB//alr//aroH//
go_0042538_6	ligA//metH//purA//
go_0042542_5	gstA//paaA//uidA//lpxT//
go_0042545_5	xylB//
go_0042594_4	speD//menB//apt//garL//
go_0042619_6	
go_0042710_4	torZ//ygjK//acnA//gcd//kdsD//fkpA//dapB//prpB//
go_0042732_6	cobB//
go_0042744_6	yfdR//prmC//
go_0042759_7	udk//
go_0042773_6	phnI//
go_0042777_8	
go_0042780_10	pheT//tsaE//
go_0042817_5	deoA//
go_0042819_6	ssuD//
go_0042823_6	cynS//dapF//lpxP//kefF//
go_0042838_6	coaE//pgpA//idnO//cdh//
go_0042840_7	adhP//rnpA//cobS//pyrE//narG//pdxY//
go_0042843_7	ulaF//waaU//
go_0042846_8	rlmL//
go_0042852_9	yfcF//
go_0042867_8	ribE//
go_0042873_7	amyA//
go_0042882_10	fucK//menE//
go_0042884_7	aroF//roxA//argK//
go_0042885_8	treA//
go_0042891_6	rffG//mngB//glgB//fadH//napC//cfa//lysU//
go_0042906_8	lpd//paaZ//tsaD//
go_0042908_5	eptA//
go_0042914_8	fabA//
go_0042918_6	rsgA//argB//
go_0042919_6	
go_0042920_6	leuS//
go_0042928_7	
go_0042930_7	amiD//ilvI//hemG//thyA//dmsC//narG//acnA//mug//dgkA//paoC//
go_0042938_8	paaZ//eutD//sucB//
go_0042939_8	pgl//
go_0042941_8	deoA//
go_0042942_6	rsuA//mutH//
go_0042953_6	
go_0042956_8	sucD//argC//
go_0042968_8	pyrE//rbn//rbsK//
go_0043039_6	wcaJ//tdcD//rsmC//
go_0043041_6	dusB//dapF//
go_0043085_5	selB//argC//pdeH//
go_0043086_5	menF//
go_0043093_3	cmk//murC//glpX//bioC//
go_0043097_6	yqjH//deoC//
go_0043099_7	pdxY//
go_0043100_6	aldB//
go_0043102_5	dgoK//
go_0043103_7	metF//
go_0043137_6	yajO//dmlA//
go_0043150_8	
go_0043157_6	ogt//
go_0043164_6	rfaD//arsC//hisD//pcm//sdaB//hcaF//melA//
go_0043165_6	speA//mocA//
go_0043171_5	ilvM//lysU//aspA//cynT//uxaB//
go_0043200_5	
go_0043201_6	
go_0043213_7	cadA//ulaG//
go_0043254_5	
go_0043335_3	ulaE//tktA//ybjI//gudD//curA//
go_0043433_5	preA//insI-2//adhP//
go_0043442_6	dgkA//
go_0043456_6	yieF//
go_0043462_6	rluF//
go_0043470_6	
go_0043471_6	
go_0043488_5	paaK//malY//mazG//
go_0043547_7	
go_0043571_7	rlmC//
go_0043610_4	guaB//purD//pgaC//
go_0043686_7	fucO//
go_0043687_7	eno//argI//yqhD//nfi//pfkB//
go_0043708_5	treF//
go_0043709_6	mtgA//
go_0043711_5	
go_0043952_7	
go_0043953_7	ruvA//
go_0044010_5	uvrB//ulaE//plsC//gpt//mutH//glxK//
go_0044011_4	psuG//
go_0044036_5	alsK//leuA//uxaC//
go_0044038_6	recO//mutT//
go_0044092_4	
go_0044179_5	
go_0044208_7	clsB//
go_0044238_3	gluQ//frdD//araB//ushA//
go_0044248_4	
go_0044255_4	
go_0044262_4	waaJ//ppk//
go_0044273_5	folD//
go_0044275_5	rlmM//
go_0044349_6	
go_0044355_6	hcaC//
go_0044532_6	
go_0044659_7	cheR//
go_0044718_6	ubiH//
go_0044764_3	
go_0044780_6	eptB//
go_0044781_5	
go_0044787_5	xdhB//
go_0044874_7	
go_0045004_7	mmuM//phnO//lipB//
go_0045013_7	
go_0045226_7	tktB//fadM//mnmG//gudD//citX//gloC//
go_0045333_5	tnaA//lysU//
go_0045337_6	rhaA//
go_0045454_4	ubiG//aphA//napC//rffT//treA//fkpA//dgt//
go_0045471_5	lyxK//patA//
go_0045717_8	clsC//treF//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	pck//dgoD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	amiD//lpxT//hflX//murC//aroL//
go_0045893_8	dmlA//rsmG//
go_0045900_9	
go_0045903_5	purT//
go_0045912_6	dacA//poxB//nanA//
go_0045926_5	
go_0045936_8	
go_0045947_9	lysC//argF//
go_0045975_9	
go_0045990_6	
go_0046037_8	nfsB//
go_0046040_8	gatY//
go_0046047_8	tilS//
go_0046050_8	moaD//citX//carA//
go_0046052_8	garK//
go_0046061_8	ogt//
go_0046076_8	tktB//
go_0046081_8	tktA//nagA//
go_0046086_6	pdeR//
go_0046098_7	purD//
go_0046100_7	cheR//
go_0046101_6	dusB//pgi//
go_0046103_9	bioC//
go_0046104_8	ileS//
go_0046115_10	chbG//
go_0046133_8	narV//glnA//
go_0046166_6	nth//
go_0046168_6	dkgB//alaS//
go_0046176_6	uxuB//asnA//mepS//ribB//
go_0046177_7	trpA//thiM//cysE//wcaJ//
go_0046181_7	tktA//
go_0046183_7	yihX//pdxB//thiM//
go_0046187_6	entA//
go_0046196_5	paaG//
go_0046210_6	rluE//atoB//cpdA//
go_0046214_6	purT//
go_0046256_7	tig//uvrB//
go_0046271_5	phnL//
go_0046279_6	narV//
go_0046292_4	argC//
go_0046294_5	ldtC//putA//
go_0046296_6	aroD//nrfD//hemE//
go_0046306_6	fabG//uxaB//
go_0046323_10	mrcA//
go_0046325_8	
go_0046336_6	argS//
go_0046342_8	cysI//
go_0046348_6	araB//alaC//
go_0046365_5	otsA//
go_0046392_7	tpiA//treC//gshB//tdcB//
go_0046397_6	
go_0046416_6	gcvH//
go_0046452_6	metG//
go_0046459_6	waaH//
go_0046470_5	
go_0046474_6	puuC//ycjU//ydiB//metH//folP//bglA//
go_0046487_5	gcl//
go_0046501_6	ftsI//
go_0046618_6	azoR//thiE//ynfE//argF//prpB//sgbE//
go_0046654_7	trpA//birA//ubiG//idi//proS//
go_0046655_5	rsmG//
go_0046656_6	glgX//acpH//selB//pykF//ubiF//gapA//
go_0046657_6	waaA//
go_0046677_4	nemA//trpB//fadB//wrbA//paoC//moaA//nhoA//fucK//alaC//waaA//srlD//nrdB//ribF//proB//tsaC//bglB//mocA//treA//mocA//gpmA//mltF//dgkA//tdcE//nagA//nemA//tilS//galM//folP//mepS//slt//rfbC//
go_0046685_4	cyaA//nagZ//
go_0046686_6	tdcB//
go_0046688_6	yagF//idnK//
go_0046690_5	dusC//glmU//
go_0046710_8	ubiG//
go_0046718_8	yeaE//nudC//
go_0046777_8	citG//thiH//hyaB//
go_0046834_6	accC//
go_0046835_5	accC//psd//ruvB//ilvC//folE//moaA//rsmJ//ubiE//nrdB//murI//fabD//narI//fucA//panB//pphA//serB//trmH//rlmJ//moaA//folM//aroL//
go_0046836_7	mtn//
go_0046839_6	truA//
go_0046855_6	nrdD//
go_0046892_8	
go_0046901_7	opgB//
go_0046939_7	tnaA//chbG//entD//ynfH//
go_0046942_7	psd//yfaU//dapD//
go_0046944_7	yhdJ//
go_0047484_6	
go_0048034_6	nrfA//
go_0048255_6	
go_0048473_8	purU//
go_0048518_4	
go_0048870_3	aspC//
go_0050427_5	gabT//
go_0050667_6	bioA//leuA//
go_0050779_5	pgpC//
go_0050790_4	pgpC//ribB//
go_0050821_5	paaZ//scpB//
go_0050918_5	galU//yagE//
go_0050919_5	pyrC//
go_0051050_5	
go_0051083_5	rrrD//
go_0051085_5	glgX//pykF//
go_0051090_4	abgB//
go_0051091_5	adhP//
go_0051131_7	
go_0051143_8	menI//
go_0051156_5	dxs//
go_0051171_5	
go_0051188_5	ycjU//
go_0051191_6	bioH//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	yigL//ppx//
go_0051270_5	
go_0051271_6	birA//waaJ//
go_0051274_8	
go_0051276_5	
go_0051289_8	lsrK//fadB//dadA//fadJ//umuC//rsmC//bioA//ubiD//entD//manA//etk//malQ//mhpA//ubiA//ansB//lpxB//hpt//glgX//tyrA//sucC//gcvH//rutA//gloB//argG//mutT//ubiC//aroC//yjcS//frlC//tdcD//lipB//aroA//
go_0051301_3	yeiG//yfcF//bglA//thiL//alr//birA//glpD//cmoB//
go_0051302_5	
go_0051304_4	gabD//
go_0051338_5	
go_0051345_6	
go_0051346_6	rlmH//
go_0051347_6	
go_0051349_6	
go_0051353_6	gabT//
go_0051391_8	hyi//
go_0051409_4	ghrB//
go_0051410_3	pgi//
go_0051452_10	hisS//
go_0051453_9	selD//
go_0051454_10	trpE//pnp//tauD//cynS//dgcM//
go_0051476_7	tdh//
go_0051484_7	narI//
go_0051495_8	
go_0051595_6	dapD//dgoA//
go_0051596_6	yihS//lplA//glgA//acs//
go_0051599_4	
go_0051603_6	orn//rluC//
go_0051604_5	purD//orn//entF//
go_0051607_4	gcvH//murD//
go_0051649_4	
go_0051668_4	
go_0051692_6	yghU//maa//
go_0051704_2	argC//dusB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	scpC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	argB//torA//
go_0052778_6	otsA//
go_0052837_6	yeaE//
go_0055070_10	lysA//
go_0055072_10	menD//galT//
go_0055085_5	entB//coaE//ispG//cdd//trmL//hycB//lysS//fadM//fadA//hflX//prpD//yieH//lsrK//alaS//ydfG//kdsD//gstB//metK//caiD//cysH//murF//rlmI//ogt//yihV//ansA//alaA//garR//hemB//caiB//lpxD//fkpB//araA//aceA//lysA//rlmE//yciA//bioC//pbpC//citG//gmk//napA//ahpC//iscS//ldhA//cysH//tehB//pgaD//ascB//ulaE//rph//ulaF//lpxC//murE//ravA//aroL//mak//epd//galM//folD//lpxB//treA//lipB//tdk//argI//yciV//waaZ//katG//hcaD//prpD//fadA//uidA//sucC//eno//rsuA//glxK//lipB//ynfF//pdeH//sodB//gnd//
go_0055086_4	rluB//ttdB//
go_0055114_3	argG//fucO//menE//tsaB//luxS//ugd//ybhA//folC//umpG//aroB//pgpA//yjcS//nemA//lipB//aroK//hyaA//tdh//yagE//rffM//cpsG//nagB//moaE//bioD//mepS//pdxB//gph//rutC//nanA//trmJ//opgB//thiI//narY//pgaD//nudF//pgl//mak//murE//folC//mepS//yfeX//ybiV//queD//fadA//dld//
go_0055129_5	sdaA//mngB//ydfG//
go_0055130_8	nrdB//yfiC//
go_0060003_10	mhpA//yigL//
go_0060274_5	dmsB//
go_0060326_5	recG//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ilvD//
go_0061077_4	ulaD//rpe//aceA//thrS//pgpA//
go_0061475_9	sodA//
go_0061504_8	glgA//
go_0061610_5	hemC//
go_0061615_7	clsB//rbn//
go_0061720_5	sgbH//ubiE//ymdB//
go_0065002_6	waaY//
go_0065007_2	rlmI//
go_0070084_7	ppc//
go_0070178_5	preT//
go_0070207_8	ppiC//cadA//caiD//
go_0070298_8	
go_0070301_6	folP//ydiO//
go_0070329_5	hemD//
go_0070413_7	ssuD//
go_0070415_6	pdxK//yccX//
go_0070417_5	mak//
go_0070453_7	trmD//
go_0070475_7	yahK//otsB//glmU//rimK//ulaF//proB//preT//argK//sodA//allC//yqhD//moeA//abgB//phnG//pgpB//csdA//pheT//adiA//mhpD//
go_0070476_7	cpsB//tsaD//
go_0070482_4	entH//
go_0070574_9	ydfG//lysU//dnaQ//cysS//
go_0070581_8	
go_0070588_9	
go_0070689_6	dxs//rfbD//
go_0070726_5	tsaD//rlmC//
go_0070778_6	sdhD//frc//
go_0070894_6	
go_0070930_7	
go_0070981_6	entD//
go_0070989_4	mocA//
go_0071139_6	
go_0071218_6	yidA//
go_0071229_5	
go_0071230_6	hemN//
go_0071236_5	paaH//mdh//puuA//
go_0071237_6	
go_0071243_5	ygjK//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	frlC//
go_0071271_7	fadM//
go_0071276_7	
go_0071280_7	menA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	dgcZ//alsK//
go_0071289_7	dmsC//
go_0071291_6	queG//
go_0071292_7	ruvA//
go_0071294_7	mhpB//
go_0071310_5	
go_0071421_9	yjhG//rpe//entB//
go_0071422_7	hcp//rluF//thiL//
go_0071423_8	recJ//
go_0071454_5	ynfE//paaK//
go_0071456_5	
go_0071467_5	
go_0071468_6	gmhB//rsgA//arnB//pphA//
go_0071470_5	
go_0071474_6	serA//ilvC//eutB//
go_0071500_5	rlmH//
go_0071502_5	
go_0071555_4	rph//prpB//thiE//lacZ//argD//ynfE//plsC//sucC//
go_0071577_9	tynA//slt//pabA//pdeH//sgbH//waaQ//
go_0071705_5	
go_0071731_5	
go_0071732_6	cueO//
go_0071769_5	
go_0071805_4	mraY//ribE//rnt//maa//yccX//waaF//alr//ycaO//tpiA//
go_0071806_6	gloA//serC//
go_0071807_8	
go_0071897_6	edd//yfeX//gnd//leuD//hemF//pflB//
go_0071915_9	dbpA//
go_0071932_8	asnA//
go_0071934_6	dbpA//
go_0071945_7	
go_0071951_8	polA//
go_0071963_4	
go_0071973_6	cdsA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	leuC//uxaA//
go_0072348_5	pphA//
go_0072488_7	zwf//
go_0072511_7	feaB//
go_0072531_6	queC//
go_0072581_9	moaA//
go_0072714_5	
go_0075713_7	
go_0080111_4	purL//gstA//
go_0089705_7	
go_0089709_7	alaS//ldcC//
go_0090071_6	
go_0090116_7	arnA//
go_0090143_4	
go_0090305_6	ubiG//argE//nrdB//pck//lysS//rlmM//gltB//coaD//dcd//insI-1//torY//luxS//dgoD//pck//purT//adhE//def//rlmJ//rutA//ansA//dgkA//ilvM//cysE//ilvM//paaG//idnD//paaG//cysK//trmH//yeaE//gcl//fadK//bglB//menC//ubiH//menB//waaO//prpB//nudG//hyaC//yihS//patA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	carA//aroE//gapA//garL//rffH//tdcG//amiD//patA//upp//pyrD//rlmJ//accD//
go_0090502_8	accA//wrbA//tag//hemN//fkpB//waaG//abgA//prmB//nth//menB//lpxH//cmoB//dusB//murB//lpxL//garD//leuD//
go_0090503_8	glcD//dinB//lsrK//yidA//ppiC//cyaA//sad//gpt//pgpC//
go_0090529_5	
go_0090540_10	yieF//
go_0090549_5	
go_0090609_6	hcaF//
go_0097056_7	entD//
go_0097264_6	mutT//
go_0097304_7	pepD//
go_0097339_7	sdaB//
go_0097428_6	sgbE//nudG//
go_0097502_4	tsaB//
go_0097510_7	dosP//
go_0097533_5	
go_0097638_8	bioB//
go_0098002_8	
go_0098655_7	menH//moeB//rhaB//purL//ogt//truC//add//gltX//dgcM//folE//cyoE//adhP//dsdA//uxaA//eno//
go_0098656_7	pdeH//
go_0098707_10	
go_0098708_8	nrfC//mak//
go_0098710_7	idi//fabG//
go_0098713_8	purA//uvrC//
go_0098719_9	
go_0098732_6	ynfE//
go_0098795_9	citG//
go_0098869_4	glgC//narH//cysH//alkA//tdk//patD//wecC//trmA//pphB//malZ//ribD//poxB//phnJ//ahr//ndh//
go_0099131_7	lpcA//
go_0099132_7	rfbB//gor//fklB//uvrC//kefF//trmH//lpxT//alaC//
go_0099133_8	tpiA//tmcA//gabT//tcdA//uvrA//waaQ//fadI//waaY//idnK//moaA//murF//tyrB//
go_0101030_8	hcaC//
go_1900190_5	cynT//
go_1900191_6	
go_1900192_6	
go_1900231_6	tig//
go_1900232_7	
