# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tesB//
go_0015909_8	epmB//
go_0015912_8	mocA//
go_0015914_7	mngB//
go_0015920_7	hcaF//cobT//
go_0015937_7	uxuB//rbn//kdgK//maeA//
go_0015940_6	fcl//
go_0015944_4	speD//ribB//cynS//
go_0015949_5	rluC//ppk//betB//lpxC//ampD//ubiI//uvrB//yghU//hypB//codA//glxK//rluA//rhaD//citX//fucA//aroA//proS//fabG//
go_0015950_6	thiL//
go_0015951_7	asd//hemC//
go_0015968_6	
go_0015969_8	rlmB//epmB//
go_0015976_2	gcvP//
go_0015986_7	
go_0015990_10	speD//adk//
go_0016024_7	araB//
go_0016032_5	ubiF//
go_0016036_6	yhdJ//arsC//
go_0016042_5	
go_0016052_5	tcdA//cdh//lpxL//fabH//
go_0016075_8	narI//
go_0016078_8	trpB//
go_0016094_6	puuD//rdgB//
go_0016226_5	fre//pyrB//hypF//purA//
go_0016259_7	mug//
go_0016260_8	queF//rsmF//lpxD//
go_0016310_6	frlB//yjiA//deoD//asnS//waaY//murD//codA//folX//sucB//menI//ampH//malY//tmk//pheA//mltF//gloB//apaH//
go_0016311_6	mnmG//adk//hyaA//ycaO//lpcA//torA//hcaE//xylA//ppiC//gldA//rsmA//aroH//sdhA//bglX//fdhF//dapD//cobT//gshA//queF//ligA//fabG//abgB//gltB//insI-2//agp//hcaF//lsrK//rsgA//rlmC//coaD//gmhB//glyS//nanK//rbsD//trmO//ampH//pepD//gshB//waaF//ubiI//
go_0016458_3	
go_0016485_6	nadE//plsC//
go_0016540_7	metB//puuC//
go_0016579_7	argE//
go_0016998_5	tktB//
go_0017001_5	dsdA//
go_0017003_8	ldtD//
go_0017004_7	dcyD//
go_0017013_7	
go_0017038_6	
go_0017148_8	ribA//hisI//gpmM//kduI//acpS//
go_0017189_7	adeD//
go_0017198_7	glmS//
go_0018012_8	entH//
go_0018023_7	dgoA//
go_0018063_8	guaA//
go_0018070_8	rlmI//allD//
go_0018104_8	eutB//surA//guaD//betA//purF//
go_0018105_8	ulaF//
go_0018106_8	
go_0018108_8	dosP//
go_0018117_8	
go_0018125_6	epmC//
go_0018131_6	ndh//
go_0018160_8	proA//
go_0018206_8	codA//
go_0018247_9	tdcD//
go_0018283_6	
go_0018298_7	yajO//
go_0018307_7	cpdA//
go_0018315_8	dxs//
go_0018339_9	tag//
go_0018345_8	sgbE//
go_0018364_6	proB//dcyD//
go_0018378_9	
go_0018393_10	mtgA//
go_0018394_9	thiH//
go_0018410_8	ung//
go_0018909_5	ribB//
go_0018937_4	cysM//
go_0019042_6	rlmC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	citC//
go_0019243_7	ribF//fadB//puuA//purF//
go_0019249_6	mraY//
go_0019250_7	accA//
go_0019262_6	hisG//allC//entB//scpB//patA//
go_0019264_7	accC//
go_0019272_9	tktA//yigB//
go_0019284_7	mhpC//hemL//
go_0019285_5	cueO//nirB//
go_0019288_6	selD//insI-2//chbF//lsrG//
go_0019290_5	
go_0019292_8	hemC//
go_0019294_6	adiA//caiD//pyrD//yihV//
go_0019299_6	glmM//
go_0019301_7	mhpA//tcdA//kduI//ppc//slt//edd//ndk//
go_0019303_7	uvrB//ttdB//
go_0019305_7	ybcF//
go_0019309_7	hemC//
go_0019316_8	dkgA//ubiF//proB//
go_0019318_5	glk//
go_0019323_6	malY//metE//yfiC//leuS//aroE//scpC//waaL//
go_0019324_6	gutQ//aroL//prpD//mhpD//coaA//
go_0019343_8	ppk//
go_0019344_7	pgl//
go_0019346_7	dgoA//
go_0019353_8	thrA//rlmM//hmp//deoC//
go_0019354_6	accB//
go_0019379_5	gstA//
go_0019380_6	polB//tsaC//
go_0019388_7	gutQ//
go_0019391_6	napA//
go_0019394_7	mrcB//
go_0019395_5	coaD//
go_0019404_8	rlmE//pdeH//
go_0019413_6	rnd//dnaE//
go_0019419_4	apt//
go_0019427_7	hyi//
go_0019430_5	rlmL//cdh//murI//
go_0019432_7	ogt//
go_0019439_5	glpK//birA//
go_0019447_8	yajO//
go_0019450_9	kduI//
go_0019464_7	fkpB//mraY//bioF//lipB//chbF//epmA//
go_0019480_4	moeA//
go_0019509_7	
go_0019516_4	solA//opgB//
go_0019521_6	dapD//yagE//
go_0019542_6	metB//
go_0019545_6	gltX//
go_0019546_9	hflX//
go_0019563_7	pphA//phnP//glk//
go_0019568_7	ugd//rfaE//
go_0019569_7	lipB//hisD//pheT//
go_0019571_8	nfsB//tsaD//trmH//
go_0019572_8	rne//
go_0019584_7	
go_0019588_7	avtA//yfiC//
go_0019592_8	prpB//
go_0019595_8	dld//
go_0019607_6	ynfF//ydiB//
go_0019622_6	pheS//ydiO//tsaE//
go_0019629_7	pabC//rlmG//
go_0019632_5	dgcT//rsmJ//otsA//ribF//
go_0019634_5	lpxT//
go_0019645_6	bioH//dapB//cyoE//
go_0019646_6	plsB//cheB//aroD//tehB//
go_0019664_6	rimK//glxR//
go_0019665_5	pyrE//
go_0019673_6	pdeH//
go_0019676_3	pnp//
go_0019677_8	
go_0019679_7	kbaZ//folA//accB//
go_0019686_6	ispF//
go_0019698_7	adiA//speB//ubiE//paaG//torC//ddlB//
go_0019700_6	garK//upp//psd//phoA//
go_0019740_2	yajO//thyA//accC//fabD//tdh//hisH//
go_0019752_6	
go_0019805_6	tyrB//
go_0019835_3	
go_0019852_5	bfr//ubiI//ygeX//
go_0019854_6	panE//dinB//
go_0019856_7	tsaE//
go_0019858_7	tmcA//
go_0019859_7	ilvH//
go_0019877_6	hinT//alsE//slt//
go_0019878_9	ribB//
go_0019935_6	moaA//lacZ//
go_0019985_8	pdxA//pykF//
go_0019988_7	sdhD//
go_0022417_4	wcaJ//
go_0022610_2	treF//
go_0022611_3	trpS//waaA//phnG//
go_0022900_4	purC//idnK//
go_0022904_5	gpt//ribC//rfbB//
go_0023014_4	accB//pyrD//prpB//
go_0030001_7	ansA//fadK//gloC//
go_0030007_8	aroF//
go_0030026_9	
go_0030091_6	argC//dinB//feaB//glcF//
go_0030153_5	
go_0030162_7	
go_0030163_5	fdhF//gltD//csdA//ubiA//
go_0030244_9	
go_0030258_5	queF//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	idnD//hcaB//
go_0030388_5	sufS//argC//thiH//
go_0030488_6	prpB//lipB//thiD//paaK//mhpD//bglB//yihT//adhE//preT//tktA//
go_0030490_10	
go_0030497_7	paoC//yihX//
go_0030541_4	
go_0030573_6	ybcF//
go_0030632_8	gldA//hyaA//glpC//rffM//
go_0030641_8	yegS//hisF//
go_0030643_8	
go_0030961_9	narV//
go_0030980_7	waaU//azoR//waaG//
go_0031118_8	psd//
go_0031119_8	etp//yihU//alaS//suhB//gshA//waaJ//
go_0031125_10	deoD//
go_0031162_5	waaJ//
go_0031167_6	waaA//sdhA//miaA//hypF//hcaB//trmL//
go_0031280_6	bioB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	phnO//
go_0031400_8	
go_0031439_9	
go_0031460_7	ulaG//ddlB//murA//umpG//rsmJ//cdsA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ppiC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hemC//
go_0032026_6	thyA//
go_0032049_8	fabA//lpxK//proC//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	cobU//
go_0032196_3	alaC//
go_0032238_6	ttdB//
go_0032259_3	hycB//mocA//uxuB//polB//
go_0032261_6	eutB//
go_0032263_7	glxK//yjcS//
go_0032264_7	panD//thiH//
go_0032265_7	csdA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ampD//fabH//accD//
go_0032329_7	cmk//paaB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	sucB//
go_0032445_10	trmH//xapA//
go_0032462_7	pyrB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	waaJ//wzc//frdB//mnmC//
go_0032774_6	pgpB//
go_0032775_6	mltD//glyA//eutB//
go_0032781_7	
go_0032784_8	
go_0032790_6	menH//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	coaE//
go_0032978_7	
go_0033014_6	torA//torA//
go_0033051_5	gutQ//
go_0033120_8	
go_0033194_5	edd//ispU//nrdD//
go_0033195_5	gmhB//
go_0033212_10	pgsA//dapD//
go_0033214_11	fabA//ribD//
go_0033228_8	plsC//menC//rlmE//
go_0033317_7	asd//yjjX//valS//pldB//
go_0033320_6	phr//
go_0033345_8	thrA//ispG//
go_0033353_5	eptA//
go_0033359_7	rffM//aspS//
go_0033384_6	deoC//
go_0033388_7	aceB//
go_0033477_5	sodA//
go_0033499_8	dgoK//orn//malP//mltD//fbp//
go_0033518_6	paaK//
go_0033539_7	fes//
go_0033542_7	nagK//
go_0033543_8	ispG//
go_0033567_6	
go_0033585_7	fre//cof//
go_0033611_8	ribC//
go_0033683_7	
go_0034194_8	abgB//opgE//abgA//
go_0034195_8	lipB//
go_0034198_6	entH//pheS//
go_0034203_6	lpd//
go_0034204_5	manA//murA//
go_0034213_6	ndk//
go_0034214_7	lysC//glcE//sseA//
go_0034219_6	maa//mltB//ssuE//astC//narV//nadK//garL//umuC//dgoD//paaJ//nudG//fadM//roxA//yieH//thiE//gcvT//aroB//ynfE//pdxA//sdaA//murG//tyrA//waaJ//phnH//hisC//mhpC//mcrB//bcsA//murA//
go_0034220_6	dxs//hycB//aceA//ttdA//hisD//gatY//
go_0034224_6	
go_0034227_8	cdd//
go_0034258_8	rsmE//
go_0034260_5	
go_0034289_7	pinE//
go_0034337_3	dbpA//
go_0034355_7	glmM//glmM//thiM//dhaM//
go_0034401_5	
go_0034414_9	kbaY//
go_0034421_8	rhaA//
go_0034470_8	glmS//
go_0034552_7	
go_0034599_5	speB//gor//udk//hyaC//cadA//
go_0034605_5	dapA//pykF//
go_0034614_6	alkB//
go_0034620_6	ileS//
go_0034628_9	folD//gatY//mltD//aspA//murC//
go_0034635_6	rluF//
go_0034644_7	metH//
go_0034661_7	
go_0034775_7	citG//malZ//
go_0034983_9	relA//ddlB//
go_0035235_6	agp//fabI//dsdA//
go_0035307_9	
go_0035335_8	sodC//rne//
go_0035344_8	tsaE//purA//
go_0035350_6	sad//
go_0035429_8	idi//hcp//proC//trmH//dusC//aspA//
go_0035433_7	ftnA//
go_0035434_9	solA//
go_0035435_9	guaA//wecC//def//ahr//
go_0035442_7	nfsB//narZ//eda//csdA//fucO//fabA//ulaF//
go_0035443_7	carA//dcyD//ssuE//
go_0035444_9	glcF//ldcA//bglX//argF//
go_0035461_6	rsuA//
go_0035524_8	prmB//
go_0035552_6	thrS//
go_0035553_6	nrfA//
go_0035556_4	
go_0035600_8	rlmC//
go_0035672_6	waaJ//gloA//rnt//
go_0035725_9	fadK//argI//otsA//paaJ//cdsA//
go_0035784_9	dusB//
go_0035864_6	
go_0035873_8	rsmJ//selD//
go_0035999_5	pgm//csdA//malP//
go_0036001_7	rbsD//
go_0036047_9	ubiF//
go_0036049_9	truA//
go_0036088_6	yegS//
go_0036104_6	waaS//glgX//
go_0036172_6	fucK//
go_0036214_3	
go_0036265_6	accD//
go_0036289_9	arnT//yidA//
go_0036448_6	tag//mutT//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	pepD//aroA//
go_0040033_9	
go_0042026_4	otsB//tsaE//clsB//asnB//
go_0042126_5	pfkB//
go_0042128_5	
go_0042150_7	glgX//
go_0042157_5	
go_0042158_6	eptA//asd//
go_0042177_7	
go_0042182_5	patZ//
go_0042219_6	
go_0042245_7	trpC//folP//guaA//
go_0042254_5	recF//
go_0042255_6	
go_0042274_5	metL//
go_0042304_7	
go_0042351_7	gapA//
go_0042355_8	ubiC//phnI//rnd//glpX//nudB//prmC//
go_0042371_7	fabG//
go_0042413_6	mnmA//leuD//
go_0042450_7	pabB//cobC//insI-2//rlmH//umpG//fkpB//
go_0042454_7	cobC//
go_0042493_4	citG//chbF//yieH//mhpA//ubiX//nadD//hisA//mutL//phnG//gatY//murD//talB//ttdA//
go_0042538_6	ulaG//rfbB//glgA//
go_0042542_5	sthA//yfcF//scpB//ynfE//
go_0042545_5	uxuB//
go_0042594_4	folP//ilvN//phnG//argD//
go_0042619_6	
go_0042710_4	chbF//pdeF//btuR//menI//dapB//chbF//arsC//ndk//
go_0042732_6	phnL//
go_0042744_6	rfe//ispU//
go_0042759_7	rfbC//
go_0042773_6	mocA//
go_0042777_8	
go_0042780_10	pncB//thrC//
go_0042817_5	rluE//
go_0042819_6	mepS//
go_0042823_6	kdsA//waaB//xthA//mnmA//
go_0042838_6	waaG//hcaF//idi//waaU//
go_0042840_7	prs//mltA//ndk//ascB//uxuA//argC//
go_0042843_7	uxuB//truD//
go_0042846_8	mnmC//
go_0042852_9	menI//
go_0042867_8	lpcA//
go_0042873_7	hypF//
go_0042882_10	cysK//mocA//
go_0042884_7	rlmM//sucC//manA//
go_0042885_8	rluF//
go_0042891_6	dmsB//fabI//sucA//dmsB//arnA//mpaA//ilvB//
go_0042906_8	napA//arnT//asnB//
go_0042908_5	puuD//
go_0042914_8	cynT//
go_0042918_6	lysC//ung//
go_0042919_6	
go_0042920_6	hemC//
go_0042928_7	
go_0042930_7	talB//murG//menB//rffG//fruK//wzb//yihS//astC//ldtD//mutY//
go_0042938_8	rihC//cpsB//yeaE//
go_0042939_8	yieF//
go_0042941_8	glcE//
go_0042942_6	pabB//dbpA//
go_0042953_6	
go_0042956_8	rph//sucC//
go_0042968_8	yihT//rlmH//entH//
go_0043039_6	dapF//sdhB//moaE//
go_0043041_6	fklB//ygeX//
go_0043085_5	nrdF//rhaD//gstB//
go_0043086_5	dacC//
go_0043093_3	valS//dadA//serA//pdeL//
go_0043097_6	ynfE//iaaA//
go_0043099_7	idnD//
go_0043100_6	kduI//
go_0043102_5	ulaE//
go_0043103_7	fkpA//
go_0043137_6	dgoD//gldA//
go_0043150_8	
go_0043157_6	lysA//
go_0043164_6	garD//metF//eptA//waaS//dgoD//argA//rlmM//
go_0043165_6	purL//argG//
go_0043171_5	dgkA//hcaD//hyaB//lpoA//gabD//
go_0043200_5	
go_0043201_6	
go_0043213_7	ampH//torA//
go_0043254_5	
go_0043335_3	hchA//cpdB//uxaA//gabD//cysN//
go_0043433_5	entE//argB//glpA//
go_0043442_6	gloB//
go_0043456_6	yfiC//
go_0043462_6	metC//
go_0043470_6	
go_0043471_6	
go_0043488_5	ispG//selA//rbn//
go_0043547_7	
go_0043571_7	torZ//
go_0043610_4	fadK//cyaA//yfbR//
go_0043686_7	ubiA//
go_0043687_7	sodA//dnaE//relA//rluD//abgA//
go_0043708_5	rluF//
go_0043709_6	dusB//
go_0043711_5	
go_0043952_7	
go_0043953_7	fklB//
go_0044010_5	dapA//nudC//moeA//yqjH//feaB//galM//
go_0044011_4	kduD//
go_0044036_5	mrcA//xapA//lsrK//
go_0044038_6	ldtE//otsA//
go_0044092_4	
go_0044179_5	
go_0044208_7	entA//
go_0044238_3	ddlB//speD//hcaD//mraY//
go_0044248_4	
go_0044255_4	
go_0044262_4	edd//selB//
go_0044273_5	ribD//
go_0044275_5	folX//
go_0044349_6	
go_0044355_6	cobS//
go_0044532_6	
go_0044659_7	epmB//
go_0044718_6	murF//
go_0044764_3	
go_0044780_6	rlmD//
go_0044781_5	
go_0044787_5	deoD//
go_0044874_7	
go_0045004_7	hchA//aroK//yqaB//
go_0045013_7	
go_0045226_7	paaG//tktB//garL//ubiE//clsC//ribF//
go_0045333_5	rnt//cmk//
go_0045337_6	fre//
go_0045454_4	selD//ispA//cysE//rffT//ynfE//gluQ//moaE//
go_0045471_5	xylB//oxc//
go_0045717_8	waaA//malP//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	pyrC//glgP//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	rfbB//nfi//puuE//udk//hisS//
go_0045893_8	speE//cueO//
go_0045900_9	
go_0045903_5	sodB//
go_0045912_6	ldtC//pgpA//ispB//
go_0045926_5	
go_0045936_8	
go_0045947_9	cobS//iscS//
go_0045975_9	
go_0045990_6	
go_0046037_8	folA//
go_0046040_8	der//
go_0046047_8	lpxB//
go_0046050_8	pabA//yciV//sgbU//
go_0046052_8	araD//
go_0046061_8	mnmE//
go_0046076_8	kduD//
go_0046081_8	ldtB//yjhH//
go_0046086_6	ybiV//
go_0046098_7	thrC//
go_0046100_7	purL//
go_0046101_6	sad//rsmI//
go_0046103_9	citX//
go_0046104_8	fre//
go_0046115_10	rnpA//
go_0046133_8	ldtD//cheR//
go_0046166_6	cdd//
go_0046168_6	curA//hmp//
go_0046176_6	glcD//relA//ogt//entF//
go_0046177_7	wzc//rffH//rihB//fumA//
go_0046181_7	waaH//
go_0046183_7	nth//kbaZ//dapB//
go_0046187_6	ydfG//
go_0046196_5	speF//
go_0046210_6	thrC//gapA//panB//
go_0046214_6	uxuB//
go_0046256_7	pgi//leuA//
go_0046271_5	pldB//
go_0046279_6	frdB//
go_0046292_4	udk//
go_0046294_5	prs//fdhF//
go_0046296_6	menB//pepD//ispF//
go_0046306_6	yeaE//yfeW//
go_0046323_10	murG//
go_0046325_8	
go_0046336_6	dosP//
go_0046342_8	nrfD//
go_0046348_6	citX//yfbR//
go_0046365_5	glk//
go_0046392_7	poxB//trmO//hchA//ydfG//
go_0046397_6	
go_0046416_6	ung//
go_0046452_6	yjiA//
go_0046459_6	rluB//
go_0046470_5	
go_0046474_6	ushA//rutA//xthA//nhoA//pphB//umuC//
go_0046487_5	murC//
go_0046501_6	bioC//
go_0046618_6	ldcA//dacA//pgsA//ribC//bioA//trpB//
go_0046654_7	fbaA//clsA//yfeX//purC//bioH//
go_0046655_5	dacD//
go_0046656_6	glxK//ilvE//katG//lpxK//rsmD//relA//
go_0046657_6	manA//
go_0046677_4	ybhA//rfbC//mnaT//pabB//cysG//folE//sdhC//talB//ubiC//umuD//ychF//idnK//speF//dapF//moeA//wecB//glpB//gpt//araD//cmoB//ubiH//mpaA//hemH//rsmH//cobU//pgl//prpD//rffM//mnmA//hcp//ulaD//
go_0046685_4	fumA//fkpB//
go_0046686_6	ribC//
go_0046688_6	hisS//torA//
go_0046690_5	ogt//mutM//
go_0046710_8	moaA//
go_0046718_8	tdk//plsC//
go_0046777_8	puuC//gstB//epmB//
go_0046834_6	cysH//
go_0046835_5	bioA//yrfG//bglB//pabB//xthA//aroE//valS//xapA//fucK//gstA//pflB//waaU//trmA//gldA//ilvC//lpxC//cof//puuA//kefF//xthA//mobA//
go_0046836_7	lgoD//
go_0046839_6	rluA//
go_0046855_6	ydfG//
go_0046892_8	
go_0046901_7	cmk//
go_0046939_7	rffC//allC//mug//pdxH//
go_0046942_7	cpdB//thiD//patA//
go_0046944_7	rsgA//
go_0047484_6	
go_0048034_6	insI-1//
go_0048255_6	
go_0048473_8	mraY//
go_0048518_4	
go_0048870_3	kdsD//
go_0050427_5	rfaD//
go_0050667_6	ligA//rihA//
go_0050779_5	ttdA//
go_0050790_4	pagP//rihB//
go_0050821_5	lpd//lacZ//
go_0050918_5	narZ//gatY//
go_0050919_5	sdhD//
go_0051050_5	
go_0051083_5	pphB//
go_0051085_5	arsC//fumB//
go_0051090_4	lipB//
go_0051091_5	treC//
go_0051131_7	
go_0051143_8	yajO//
go_0051156_5	dsdA//
go_0051171_5	
go_0051188_5	trmL//
go_0051191_6	umuC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	fadI//murQ//
go_0051270_5	
go_0051271_6	serC//metF//
go_0051274_8	
go_0051276_5	
go_0051289_8	dosP//glnA//aspA//rsmE//speB//lsrG//psd//menH//gltB//gatY//frmA//nadE//hinT//queD//serB//aroL//mltF//metK//glgP//dgt//rffT//gpp//recF//speC//pnp//mtn//gnd//yigL//mhpB//puuE//sgbH//entC//
go_0051301_3	pepD//fabA//fdhF//nudC//gcvH//rhaD//tilS//panB//
go_0051302_5	
go_0051304_4	ttdA//
go_0051338_5	
go_0051345_6	
go_0051346_6	ileS//
go_0051347_6	
go_0051349_6	
go_0051353_6	rluC//
go_0051391_8	caiD//
go_0051409_4	speE//
go_0051410_3	suhB//
go_0051452_10	ilvC//
go_0051453_9	sodA//
go_0051454_10	yfcG//nrdA//mocA//icd//fabZ//
go_0051476_7	napA//
go_0051484_7	yagF//
go_0051495_8	
go_0051595_6	wecC//dxs//
go_0051596_6	alr//yhdH//paoC//apaH//
go_0051599_4	
go_0051603_6	mutM//mutM//
go_0051604_5	dgcZ//glcD//eutD//
go_0051607_4	glgB//cadA//
go_0051649_4	
go_0051668_4	
go_0051692_6	rlmD//glk//
go_0051704_2	pyrE//narZ//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	rlmG//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	lpxM//nth//
go_0052778_6	tilS//
go_0052837_6	lgoD//
go_0055070_10	folD//
go_0055072_10	waaQ//amyA//
go_0055085_5	tauD//ispU//ydfG//thiD//ada//puuC//insI-2//menC//puuE//coaE//adhP//dut//idnD//waaC//gmd//preT//paaF//ligA//puuB//nadC//ubiA//umuD//kdsB//nanE//psd//bglX//yciV//recO//nagB//otsB//cheR//putA//sdhC//torY//purA//cysG//gcvP//garK//yfeX//trpD//entF//ssuD//ribD//mltA//tyrA//glgC//hcaB//kbaZ//rihA//hcaC//gltX//mnaT//cpsB//glyA//yajO//talB//psuG//mnmE//aroF//epmA//purN//thiD//aroE//btuR//rpe//eutB//tktA//acpH//lipA//napB//cdh//waaO//folA//ygjK//gltX//nadB//ychF//pyrH//prpD//dhaL//
go_0055086_4	fklB//gstB//
go_0055114_3	leuB//dgcZ//yagE//sucA//plsB//yhdJ//yigL//nrdF//cysG//lacZ//lpxH//edd//aceF//gpsA//eda//sufS//waaA//pabA//ulaF//fumB//torY//murQ//waaC//dgoD//tauD//ppsA//leuS//pgi//waaO//dgoK//yfiC//tmcA//frc//kdgK//coaA//mgsA//puuC//garR//rfbC//hypF//nirD//aldB//gltX//rfbD//
go_0055129_5	scpC//hemA//purA//
go_0055130_8	hycB//purN//
go_0060003_10	idnD//dnaE//
go_0060274_5	xylA//
go_0060326_5	kbaZ//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	yjiA//
go_0061077_4	hemF//rffG//tesB//tsaB//cobS//
go_0061475_9	paoC//
go_0061504_8	tsaB//
go_0061610_5	ydiF//
go_0061615_7	otsB//yajO//
go_0061720_5	pdeR//rsgA//tsaC//
go_0065002_6	insI-2//
go_0065007_2	mpaA//
go_0070084_7	agp//
go_0070178_5	guaD//
go_0070207_8	ispH//cof//dgcZ//
go_0070298_8	
go_0070301_6	sdhD//mog//
go_0070329_5	dcyD//
go_0070413_7	yfeX//
go_0070415_6	mutS//lysS//
go_0070417_5	entC//
go_0070453_7	plsC//
go_0070475_7	dgoK//murQ//allC//pgaC//udp//speD//dkgA//entD//nirD//metC//dcm//lpxD//ilvD//pgl//thrA//aspC//rffH//poxB//apt//
go_0070476_7	phnO//katE//
go_0070482_4	ttdA//
go_0070574_9	argB//purN//hyi//nfsB//
go_0070581_8	
go_0070588_9	
go_0070689_6	yqaB//amyA//
go_0070726_5	cueO//rluD//
go_0070778_6	kduI//glmS//
go_0070894_6	
go_0070930_7	
go_0070981_6	nfi//
go_0070989_4	valS//
go_0071139_6	
go_0071218_6	dcyD//
go_0071229_5	
go_0071230_6	proC//
go_0071236_5	leuA//gloA//trpC//
go_0071237_6	
go_0071243_5	yfbR//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	proS//
go_0071271_7	ssuE//
go_0071276_7	
go_0071280_7	gmd//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	betA//menE//
go_0071289_7	pgk//
go_0071291_6	tauD//
go_0071292_7	nrdB//
go_0071294_7	rfbC//
go_0071310_5	
go_0071421_9	accA//opgB//rlmC//
go_0071422_7	udp//hycB//yrfG//
go_0071423_8	speD//
go_0071454_5	fkpA//ascB//
go_0071456_5	
go_0071467_5	
go_0071468_6	mutT//bioA//azoR//sucC//
go_0071470_5	
go_0071474_6	pyrD//rsmG//xylB//
go_0071500_5	maeA//
go_0071502_5	
go_0071555_4	argD//glmM//agp//rsmA//guaC//truC//hcaB//tdcE//
go_0071577_9	eno//ubiE//cobC//rhaD//cadA//mrcB//
go_0071705_5	
go_0071731_5	
go_0071732_6	umuD//
go_0071769_5	
go_0071805_4	purL//fadA//lpxD//hypF//uxuA//dgcZ//fbp//rluB//ahpC//
go_0071806_6	tyrA//rlmL//
go_0071807_8	
go_0071897_6	fadE//narV//feaB//rsmE//yihS//kduI//
go_0071915_9	lipA//
go_0071932_8	menF//
go_0071934_6	ubiA//
go_0071945_7	
go_0071951_8	waaS//
go_0071963_4	
go_0071973_6	nrdF//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	aroE//pheA//
go_0072348_5	thiI//
go_0072488_7	waaY//
go_0072511_7	queF//
go_0072531_6	agp//
go_0072581_9	sad//
go_0072714_5	
go_0075713_7	
go_0080111_4	gcl//panC//
go_0089705_7	
go_0089709_7	narZ//frmB//
go_0090071_6	
go_0090116_7	ubiF//
go_0090143_4	
go_0090305_6	murQ//glpD//trmA//waaH//garD//menD//thiH//slyD//mhpC//sbcB//arnB//yajO//lpxM//fucI//sodB//puuB//rlmD//clsC//nadA//hchA//puuA//uidA//glpA//rrrD//frdD//recG//rpiA//leuA//dmlA//glxK//rihB//der//ldtC//lyxK//cdh//garL//trmA//gldA//pdxH//ilvI//ubiH//mgsA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	nagA//phnM//pgi//acpS//frdD//panD//accC//waaB//truB//psd//garK//fadI//
go_0090502_8	miaB//gapA//yfeX//yeaE//lpxM//purB//truC//slyD//narI//phnH//birA//aphA//kbaY//recF//paaK//fbp//frdA//
go_0090503_8	lipA//waaG//nadK//mog//tktA//uxaB//mltF//hemG//lpoA//
go_0090529_5	
go_0090540_10	tsaB//
go_0090549_5	
go_0090609_6	murC//
go_0097056_7	ubiG//
go_0097264_6	lgoD//
go_0097304_7	yfcG//
go_0097339_7	cysE//
go_0097428_6	mutH//hyi//
go_0097502_4	hcaB//
go_0097510_7	dacD//
go_0097533_5	
go_0097638_8	acpS//
go_0098002_8	
go_0098655_7	pabA//rlmE//apaH//frlC//ynfF//rsmA//mutM//talB//thrC//btuE//azoR//kefF//ubiA//hchA//rffM//
go_0098656_7	apaH//
go_0098707_10	
go_0098708_8	thiH//tadA//
go_0098710_7	garD//yfaU//
go_0098713_8	puuC//ldhA//
go_0098719_9	
go_0098732_6	thrB//
go_0098795_9	prs//
go_0098869_4	paaZ//mtn//nth//tsaE//citG//pdxA//purN//ldcA//fabB//dut//hemG//yggF//pyrH//metG//murI//
go_0099131_7	pheS//
go_0099132_7	waaU//etp//yihU//rlmE//phnN//fbaA//rlmF//phnM//
go_0099133_8	cobB//patD//argA//ispB//pgaC//xthA//dgoK//yjjG//rpe//nadE//trmI//solA//
go_0101030_8	bglB//
go_1900190_5	sufS//
go_1900191_6	
go_1900192_6	
go_1900231_6	ruvA//
go_1900232_7	
go_1900233_7	pck//
