# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nudF//
go_0015889_6	lpxB//mhpC//insI-1//
go_0015891_6	dgoA//
go_0015906_6	yidA//
go_0015909_8	ycjU//
go_0015912_8	dusB//
go_0015914_7	kdsB//
go_0015920_7	betA//hflX//
go_0015937_7	dapF//cobU//hisI//lpd//
go_0015940_6	yihS//
go_0015944_4	def//alkA//kdsB//
go_0015949_5	waaC//fumA//ydiB//ynfF//yjiA//dld//ftsI//prs//nanE//sgbE//yihX//menE//truB//dgcZ//carB//rdgB//tilS//ruvC//
go_0015950_6	menI//
go_0015951_7	yihS//pdeR//
go_0015968_6	
go_0015969_8	lpxH//gltD//
go_0015976_2	dinB//
go_0015986_7	
go_0015990_10	ldcC//rsmE//
go_0016024_7	nrfC//
go_0016032_5	dgt//
go_0016036_6	rimK//acpS//
go_0016042_5	
go_0016052_5	yjjG//menB//nhoA//uxaB//
go_0016075_8	ynfH//
go_0016078_8	mltB//
go_0016094_6	tadA//trmI//
go_0016226_5	hemA//tktB//nrdA//glpC//
go_0016259_7	xapA//
go_0016260_8	guaB//ilvI//manA//
go_0016310_6	tag//acnA//fkpB//entD//eda//ynfH//moaE//uvrA//wecC//folE//glnS//rsmI//tdcE//rlmI//fadK//adiA//metK//
go_0016311_6	hemN//tauD//yjjG//hisD//cysM//thiE//ilvI//plsC//pldB//cysK//metH//otsA//lpxM//apt//pgpC//epmC//panD//glxK//mpaA//leuC//dapF//lysU//cyoE//metH//pgm//rpiA//cynS//ilvA//ddlB//fruK//dhaK//hcaE//yqaB//dnaE//sdhB//alsK//ulaF//ybhA//lpxD//pyrC//
go_0016458_3	
go_0016485_6	ubiA//yeiG//
go_0016540_7	yeaG//yjcS//
go_0016579_7	rffG//
go_0016998_5	cysS//
go_0017001_5	yigL//
go_0017003_8	nfsB//
go_0017004_7	waaU//
go_0017013_7	
go_0017038_6	
go_0017148_8	hemG//pgaB//cysS//kdsC//cobC//
go_0017189_7	hisH//
go_0017198_7	plsB//
go_0018012_8	wecC//
go_0018023_7	speA//
go_0018063_8	gpsA//
go_0018070_8	rlmF//pgaC//
go_0018104_8	trpD//gstA//fes//purL//rlmI//
go_0018105_8	rhaM//
go_0018106_8	
go_0018108_8	pncB//
go_0018117_8	
go_0018125_6	ldtB//
go_0018131_6	dnaE//
go_0018160_8	cmk//
go_0018206_8	rutC//
go_0018247_9	rutE//
go_0018283_6	
go_0018298_7	udk//
go_0018307_7	uxuA//
go_0018315_8	ybiV//
go_0018339_9	speE//
go_0018345_8	gmk//
go_0018364_6	pykF//hyaB//
go_0018378_9	
go_0018393_10	ispH//
go_0018394_9	hisB//
go_0018410_8	pheT//
go_0018909_5	rutE//
go_0018937_4	ilvM//
go_0019042_6	metB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	fadH//
go_0019243_7	glgA//gutQ//mltB//citE//
go_0019249_6	aroE//
go_0019250_7	mnmA//
go_0019262_6	hisB//asnB//lysS//speA//chbG//
go_0019264_7	bioF//
go_0019272_9	pyrG//pdxB//
go_0019284_7	metL//murQ//
go_0019285_5	sad//leuD//
go_0019288_6	rlmI//betA//pgpC//malY//
go_0019290_5	
go_0019292_8	trpA//
go_0019294_6	waaG//iaaA//nirD//lipA//
go_0019299_6	ygeX//
go_0019301_7	hpt//hcaC//fbaA//rfaD//ruvB//fumB//btuR//
go_0019303_7	sgbH//btuR//
go_0019305_7	rutC//
go_0019309_7	thyA//
go_0019316_8	ulaE//waaJ//phnP//
go_0019318_5	ubiI//
go_0019323_6	sucA//ilvM//mutH//nadA//epd//lpxP//hcaD//
go_0019324_6	csdA//fruK//tnaA//ubiG//cadA//
go_0019343_8	aes//
go_0019344_7	ilvB//
go_0019346_7	sodB//
go_0019353_8	ogt//ftnA//psuG//ybjG//
go_0019354_6	csdA//
go_0019379_5	idi//
go_0019380_6	aroE//umuD//
go_0019388_7	hisI//
go_0019391_6	ycaO//
go_0019394_7	ybiV//
go_0019395_5	yfeW//
go_0019404_8	mnmA//fumB//
go_0019413_6	luxS//mnaT//
go_0019419_4	poxB//
go_0019427_7	entE//
go_0019430_5	gloA//alkA//waaS//
go_0019432_7	tmk//
go_0019439_5	aspC//kduI//
go_0019447_8	tcdA//
go_0019450_9	lldD//
go_0019464_7	aldB//lpxD//pyrE//lgoD//tdcB//lpd//
go_0019480_4	yfiC//
go_0019509_7	
go_0019516_4	phnP//aroK//
go_0019521_6	mltB//rluF//
go_0019542_6	acpT//
go_0019545_6	arnT//
go_0019546_9	udp//
go_0019563_7	menD//rffH//caiB//
go_0019568_7	acnB//menE//
go_0019569_7	fadM//rpiA//sdhC//
go_0019571_8	torZ//gshA//rbsD//
go_0019572_8	yihV//
go_0019584_7	
go_0019588_7	gnd//citG//
go_0019592_8	waaY//
go_0019595_8	ispB//
go_0019607_6	rluD//purL//
go_0019622_6	puuE//melA//pdxA//
go_0019629_7	gabD//aldA//
go_0019632_5	menA//treA//rlmJ//appA//
go_0019634_5	yeaE//
go_0019645_6	yeiG//codA//udp//
go_0019646_6	rsmI//fabB//yfcG//opgB//
go_0019664_6	cobU//aroD//
go_0019665_5	ssuD//
go_0019673_6	ispG//
go_0019676_3	leuD//
go_0019677_8	
go_0019679_7	cueO//citG//deoA//
go_0019686_6	rihA//
go_0019698_7	ravA//fadH//fabI//kdsA//eutB//plsC//
go_0019700_6	gpmM//pdxK//ybjI//rhaB//
go_0019740_2	murA//ubiX//metE//caiB//pepD//paaB//
go_0019752_6	
go_0019805_6	trpS//
go_0019835_3	
go_0019852_5	panD//rsmJ//gmk//
go_0019854_6	ahr//aroF//
go_0019856_7	lgoD//
go_0019858_7	ldhA//
go_0019859_7	rsgA//
go_0019877_6	mngB//gapA//hyaC//
go_0019878_9	glmM//
go_0019935_6	patZ//dusB//
go_0019985_8	purN//frdA//
go_0019988_7	oxc//
go_0022417_4	nrdA//
go_0022610_2	rne//
go_0022611_3	pyrG//dxs//umuD//
go_0022900_4	preT//rbsK//
go_0022904_5	hcp//tynA//paaB//
go_0023014_4	paaE//paaJ//pgpA//
go_0030001_7	yidA//gshB//accB//
go_0030007_8	trpD//
go_0030026_9	
go_0030091_6	gshA//umuD//ada//birA//
go_0030153_5	
go_0030162_7	
go_0030163_5	metE//rph//ldcC//dapB//
go_0030244_9	
go_0030258_5	cysM//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	paaG//entB//
go_0030388_5	fbp//sdaA//pyrE//
go_0030488_6	asnB//metF//ldhA//purT//gadA//ddlB//epmC//cdd//idi//polA//
go_0030490_10	
go_0030497_7	poxB//hcaF//
go_0030541_4	
go_0030573_6	gutQ//
go_0030632_8	tyrS//gloB//patD//ldhA//
go_0030641_8	kdsD//fruK//
go_0030643_8	
go_0030961_9	waaG//
go_0030980_7	ddlA//hycB//leuA//
go_0031118_8	trpB//
go_0031119_8	fabB//torZ//ubiG//rsuA//dxr//napC//
go_0031125_10	entC//
go_0031162_5	rfe//
go_0031167_6	trmD//dacC//yfeW//fklB//purU//solA//
go_0031280_6	lpxD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	def//
go_0031400_8	
go_0031439_9	
go_0031460_7	ubiC//cueO//katE//galU//allB//yciA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ydiB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	mocA//
go_0032026_6	miaB//
go_0032049_8	thrS//menI//ribB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	tag//
go_0032196_3	queG//
go_0032238_6	gmk//
go_0032259_3	ubiX//cysQ//gnd//cysQ//
go_0032261_6	glcB//
go_0032263_7	ubiA//eutB//
go_0032264_7	kdsA//sgbH//
go_0032265_7	eutB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	asnS//citG//fucK//
go_0032329_7	narI//narH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	dapA//
go_0032445_10	fbaA//yigB//
go_0032462_7	yihX//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	uvrB//cpdB//thrA//mhpA//
go_0032774_6	leuC//
go_0032775_6	entH//fadD//ldcA//
go_0032781_7	
go_0032784_8	
go_0032790_6	menI//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	mutT//
go_0032978_7	
go_0033014_6	bioD//citX//
go_0033051_5	ybiV//
go_0033120_8	
go_0033194_5	btuE//mngB//ogt//
go_0033195_5	ispU//
go_0033212_10	nth//moaA//
go_0033214_11	nadK//lpxL//
go_0033228_8	tdcE//yieH//fabD//
go_0033317_7	murF//pdxH//upp//sucC//
go_0033320_6	aroB//
go_0033345_8	uxaA//argC//
go_0033353_5	folP//
go_0033359_7	ulaD//nagA//
go_0033384_6	araB//
go_0033388_7	treF//
go_0033477_5	hemG//
go_0033499_8	tdcG//kbaZ//dgoK//folA//ldtB//
go_0033518_6	aldB//
go_0033539_7	dnaQ//
go_0033542_7	pgpB//
go_0033543_8	narI//
go_0033567_6	
go_0033585_7	argE//mhpB//
go_0033611_8	lpxC//
go_0033683_7	
go_0034194_8	mnaT//speE//der//
go_0034195_8	queF//
go_0034198_6	ldtD//xthA//
go_0034203_6	epmB//
go_0034204_5	cobS//hmp//
go_0034213_6	purA//
go_0034214_7	wecB//araA//hyi//
go_0034219_6	hemE//accD//glpB//nrfA//treC//argD//yeaE//ssuD//lpxB//yihS//arnB//fcl//glgP//accB//fre//frdD//rpe//waaJ//dut//yegS//fre//rhaB//ribC//dhaL//recO//frdB//malS//zwf//cysH//
go_0034220_6	rluB//garR//ppsA//gpsA//argE//leuD//
go_0034224_6	
go_0034227_8	tig//
go_0034258_8	prmB//
go_0034260_5	
go_0034289_7	frmA//
go_0034337_3	thiI//
go_0034355_7	eutD//ulaG//rlmJ//rlmC//
go_0034401_5	
go_0034414_9	glmM//
go_0034421_8	mutM//
go_0034470_8	dacA//
go_0034552_7	
go_0034599_5	fadM//yeaG//citX//frlB//lpd//
go_0034605_5	rsmA//cysD//
go_0034614_6	lpxD//
go_0034620_6	ppk//
go_0034628_9	orn//ynfE//umuD//cmoB//trmI//
go_0034635_6	alkA//
go_0034644_7	kbaY//
go_0034661_7	
go_0034775_7	araD//malS//
go_0034983_9	thrB//recR//
go_0035235_6	yjjG//murA//galT//
go_0035307_9	
go_0035335_8	speE//tnaA//
go_0035344_8	pyrC//araB//
go_0035350_6	appA//
go_0035429_8	ravA//panE//mrcA//pphB//queC//dcd//
go_0035433_7	idnK//
go_0035434_9	galT//
go_0035435_9	ldtD//entA//fdhF//acs//
go_0035442_7	hpt//hchA//rnd//glcD//melA//lpoA//kbaZ//
go_0035443_7	chbF//metE//menF//
go_0035444_9	prpC//dacD//napA//cobC//
go_0035461_6	rlmA//
go_0035524_8	paaJ//
go_0035552_6	agp//
go_0035553_6	tgt//
go_0035556_4	
go_0035600_8	nemA//
go_0035672_6	serB//folM//cueO//
go_0035725_9	fruK//ispH//ubiX//lpxL//dgcZ//
go_0035784_9	gltD//
go_0035864_6	
go_0035873_8	menC//add//
go_0035999_5	iscS//waaY//kdsD//
go_0036001_7	proB//
go_0036047_9	ispU//
go_0036049_9	glnA//
go_0036088_6	tdcB//
go_0036104_6	pyrH//speC//
go_0036172_6	cdd//
go_0036214_3	
go_0036265_6	yidA//
go_0036289_9	yfeW//glgP//
go_0036448_6	tktB//waaQ//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	nadD//dgoD//
go_0040033_9	
go_0042026_4	glpB//ada//gcvT//idnO//
go_0042126_5	aldB//
go_0042128_5	
go_0042150_7	cof//
go_0042157_5	
go_0042158_6	speC//moaD//
go_0042177_7	
go_0042182_5	lpoB//
go_0042219_6	
go_0042245_7	mltD//yfaU//mltA//
go_0042254_5	argF//
go_0042255_6	
go_0042274_5	trmI//
go_0042304_7	
go_0042351_7	rpiA//
go_0042355_8	ppiC//yjiA//glmS//recF//recJ//argG//
go_0042371_7	fruK//
go_0042413_6	tcdA//hycB//
go_0042450_7	wrbA//moeA//prmB//recR//rbn//yfcG//
go_0042454_7	recJ//
go_0042493_4	nudB//ubiA//ada//rluB//tktB//tmcA//malS//carB//glnA//aroF//aphA//gudD//putA//
go_0042538_6	waaB//yfbR//ilvC//
go_0042542_5	rhaD//birA//pfkB//lipA//
go_0042545_5	tmk//
go_0042594_4	ligA//adiA//waaP//yciA//
go_0042619_6	
go_0042710_4	atoB//hchA//torC//paaH//pyrC//yjiA//oxc//nagA//
go_0042732_6	pfkB//
go_0042744_6	aspC//opgE//
go_0042759_7	thiH//
go_0042773_6	queC//
go_0042777_8	
go_0042780_10	gcl//thrB//
go_0042817_5	kdsA//
go_0042819_6	murC//
go_0042823_6	rsuA//tyrS//nanE//glnS//
go_0042838_6	tyrB//gdhA//rbsD//narH//
go_0042840_7	phnL//tauD//yqhD//murF//dhaL//waaF//
go_0042843_7	ltaE//rffG//
go_0042846_8	tatD//
go_0042852_9	nadE//
go_0042867_8	cobB//
go_0042873_7	glcF//
go_0042882_10	dgoD//cysE//
go_0042884_7	rsmG//dut//pyrD//
go_0042885_8	speD//
go_0042891_6	gluQ//wcaJ//speG//rluF//ulaE//truA//ftnA//
go_0042906_8	pta//yfbR//sucC//
go_0042908_5	nrdD//
go_0042914_8	pdxB//
go_0042918_6	acs//tsaB//
go_0042919_6	
go_0042920_6	nudC//
go_0042928_7	
go_0042930_7	hisG//glgC//lpxP//recJ//yghU//menB//miaA//glxK//mobA//cysC//
go_0042938_8	trpS//bioA//ydfG//
go_0042939_8	recG//
go_0042941_8	uxuB//
go_0042942_6	yieH//glyA//
go_0042953_6	
go_0042956_8	tsaB//prs//
go_0042968_8	ahpC//wcaJ//mnmG//
go_0043039_6	glk//metG//aroK//
go_0043041_6	apaH//mutM//
go_0043085_5	rutE//patD//folM//
go_0043086_5	nrfA//
go_0043093_3	frdA//btuE//dnaE//argI//
go_0043097_6	lpoB//gutQ//
go_0043099_7	rsmH//
go_0043100_6	argD//
go_0043102_5	cyaA//
go_0043103_7	pykA//
go_0043137_6	galE//leuB//
go_0043150_8	
go_0043157_6	metB//
go_0043164_6	bcsA//lpxD//rph//pyrE//arsC//thrS//tauD//
go_0043165_6	alaA//mnmG//
go_0043171_5	miaB//dacD//yfiC//thyA//menI//
go_0043200_5	
go_0043201_6	
go_0043213_7	trmJ//tsaE//
go_0043254_5	
go_0043335_3	aroA//proA//ribA//entH//ddlB//
go_0043433_5	uvrB//fabD//mtlD//
go_0043442_6	yeaE//
go_0043456_6	idnK//
go_0043462_6	rlmL//
go_0043470_6	
go_0043471_6	
go_0043488_5	trmL//metC//sdaA//
go_0043547_7	
go_0043571_7	hisI//
go_0043610_4	gph//nirB//dusC//
go_0043686_7	fes//
go_0043687_7	gcvH//xthA//udk//yqjH//ileS//
go_0043708_5	thiH//
go_0043709_6	aes//
go_0043711_5	
go_0043952_7	
go_0043953_7	kdsD//
go_0044010_5	torY//ubiC//frc//solA//lysU//puuE//
go_0044011_4	nagZ//
go_0044036_5	asnS//bioC//pcm//
go_0044038_6	tdk//mhpA//
go_0044092_4	
go_0044179_5	
go_0044208_7	abgA//
go_0044238_3	rhaA//mhpB//glmS//yieH//
go_0044248_4	
go_0044255_4	
go_0044262_4	mraY//fumB//
go_0044273_5	mak//
go_0044275_5	fadJ//
go_0044349_6	
go_0044355_6	cysC//
go_0044532_6	
go_0044659_7	lsrK//
go_0044718_6	waaJ//
go_0044764_3	
go_0044780_6	malQ//
go_0044781_5	
go_0044787_5	miaB//
go_0044874_7	
go_0045004_7	waaC//garR//rhaA//
go_0045013_7	
go_0045226_7	rsmC//arnB//torA//yjhG//menD//udp//
go_0045333_5	treF//roxA//
go_0045337_6	curA//
go_0045454_4	hisH//lyxK//ygeX//patZ//birA//phnM//hcaE//
go_0045471_5	waaO//gpsA//
go_0045717_8	ispA//moeA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	aes//gadA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	mltF//btuR//dapB//pdxA//yqaB//
go_0045893_8	speB//nth//
go_0045900_9	
go_0045903_5	mhpB//
go_0045912_6	waaP//acnA//fadM//
go_0045926_5	
go_0045936_8	
go_0045947_9	puuE//gntK//
go_0045975_9	
go_0045990_6	
go_0046037_8	thiD//
go_0046040_8	nirB//
go_0046047_8	glcD//
go_0046050_8	gor//cobU//pyrG//
go_0046052_8	glpC//
go_0046061_8	fucK//
go_0046076_8	clsB//
go_0046081_8	dgoD//eptA//
go_0046086_6	ugd//
go_0046098_7	gabD//
go_0046100_7	ulaG//
go_0046101_6	cheB//ndk//
go_0046103_9	ascB//
go_0046104_8	waaO//
go_0046115_10	hisS//
go_0046133_8	rsgA//nanA//
go_0046166_6	def//
go_0046168_6	deoC//folM//
go_0046176_6	rfaD//cysC//aldA//tdcD//
go_0046177_7	kduD//truC//gabT//metH//
go_0046181_7	fabB//
go_0046183_7	rnd//yfcF//hyaB//
go_0046187_6	dkgB//
go_0046196_5	tehB//
go_0046210_6	lpcA//azoR//ttdA//
go_0046214_6	sgbE//
go_0046256_7	allB//yrfG//
go_0046271_5	murG//
go_0046279_6	trmA//
go_0046292_4	purL//
go_0046294_5	patD//glcF//
go_0046296_6	frlC//abgA//narG//
go_0046306_6	acpH//mltF//
go_0046323_10	rfe//
go_0046325_8	
go_0046336_6	malS//
go_0046342_8	clsC//
go_0046348_6	thiH//tdh//
go_0046365_5	galK//
go_0046392_7	rlmL//pyrH//dacA//glpX//
go_0046397_6	
go_0046416_6	lpxL//
go_0046452_6	nudB//
go_0046459_6	mcrB//
go_0046470_5	
go_0046474_6	ahr//dmsC//alaA//hchA//tcdA//mrcA//
go_0046487_5	dnaE//
go_0046501_6	glcB//
go_0046618_6	speE//carA//astC//ilvB//etk//ddlA//
go_0046654_7	aroA//mocA//sucA//mak//entE//
go_0046655_5	cysS//
go_0046656_6	lysC//pdxK//argD//cysG//menF//prmB//
go_0046657_6	pcm//
go_0046677_4	thiE//metB//icd//amiD//mutY//paaG//tsaD//rfe//lsrK//queA//mltF//fes//ddlA//cdd//rlmE//frlC//fabI//cysC//pgaD//glpX//phoA//mltF//queC//trmI//cobT//hinT//pyrC//pphA//pnp//polB//plsC//
go_0046685_4	fumA//serS//
go_0046686_6	dsdA//
go_0046688_6	galK//pyrF//
go_0046690_5	uxaA//pfkB//
go_0046710_8	waaB//
go_0046718_8	recF//epmB//
go_0046777_8	wrbA//tsaE//paaZ//
go_0046834_6	thrB//
go_0046835_5	epmB//paoC//nudF//nanE//panD//nrdE//metH//roxA//amiD//glmM//ampD//bioF//ulaF//sseA//gpt//deoB//dgkA//ilvD//gph//garR//thyA//
go_0046836_7	gpmM//
go_0046839_6	hemN//
go_0046855_6	acpS//
go_0046892_8	
go_0046901_7	pyrH//
go_0046939_7	nadD//rhaM//acnB//cmoA//
go_0046942_7	pgpA//hycB//trmJ//
go_0046944_7	ligB//
go_0047484_6	
go_0048034_6	coaD//
go_0048255_6	
go_0048473_8	ribA//
go_0048518_4	
go_0048870_3	glpB//
go_0050427_5	ilvH//
go_0050667_6	rimK//hisB//
go_0050779_5	glcF//
go_0050790_4	otsB//ilvA//
go_0050821_5	oxc//pheA//
go_0050918_5	ispA//malY//
go_0050919_5	dld//
go_0051050_5	
go_0051083_5	ushA//
go_0051085_5	menB//paoC//
go_0051090_4	proA//
go_0051091_5	argH//
go_0051131_7	
go_0051143_8	hcaB//
go_0051156_5	epmB//
go_0051171_5	
go_0051188_5	eptC//
go_0051191_6	aroD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	waaO//tauD//
go_0051270_5	
go_0051271_6	prmB//aspA//
go_0051274_8	
go_0051276_5	
go_0051289_8	avtA//manA//lysU//pgm//tig//thiI//pinE//ulaF//hemB//fadK//sdaA//yccX//dfp//ftsI//rlmE//prmC//citG//accD//pbpC//rluA//waaH//pabC//malP//puuB//ybcF//btuR//thiD//ispB//ampD//ldhA//sodC//wecB//
go_0051301_3	mraY//miaB//panC//thrS//aroF//pdxY//guaB//recF//
go_0051302_5	
go_0051304_4	tehB//
go_0051338_5	
go_0051345_6	
go_0051346_6	rsuA//
go_0051347_6	
go_0051349_6	
go_0051353_6	fau//
go_0051391_8	yihT//
go_0051409_4	waaG//
go_0051410_3	nrdA//
go_0051452_10	ymdB//
go_0051453_9	katG//
go_0051454_10	purT//hisF//menE//nfi//ribF//
go_0051476_7	hisA//
go_0051484_7	yfcG//
go_0051495_8	
go_0051595_6	mepS//entH//
go_0051596_6	hflX//prpD//phnM//pldB//
go_0051599_4	
go_0051603_6	speA//rffC//
go_0051604_5	entD//surA//mhpC//
go_0051607_4	dacA//puuB//
go_0051649_4	
go_0051668_4	
go_0051692_6	dld//lpoA//
go_0051704_2	clsB//dacA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	xapA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	clsB//trpD//
go_0052778_6	leuD//
go_0052837_6	aroC//
go_0055070_10	ampD//
go_0055072_10	gcvP//lpxT//
go_0055085_5	lpxB//lpxL//pgm//yfiC//tpiA//ldtC//ynfF//dxr//lpxM//dapF//plsC//cysC//pgpC//lldD//rhaA//araA//proC//pncB//fkpA//garR//gdhA//puuD//nrdF//yqaB//prpB//mngB//nudB//tehB//bioF//patD//araD//prs//def//pphA//fabD//fadH//yajO//ychF//mpaA//ispG//citG//frmB//folA//tdk//ribA//ftnA//betA//yeaG//ispA//apaH//udp//uvrA//mutS//ymdB//ileS//glpA//talB//fes//folA//aldA//pgl//metE//lyxK//ispB//metF//ygeX//epmA//dhaL//yihU//speB//pheS//tdh//pfkA//mutH//opgB//yqaB//rihB//csdA//fabB//mltF//
go_0055086_4	ppc//purC//
go_0055114_3	waaZ//ttdB//alaA//dapB//dgcM//spoT//mltA//wrbA//ligA//phnH//menB//rhaA//bglB//alaA//umuD//tesB//sdaA//yciA//acnB//asnS//argK//uvrA//yeiG//dfp//puuB//fadA//purT//aes//dgcZ//plsC//cobU//entF//yieH//kbaZ//rluE//galE//lpxD//eutB//nth//gabD//gstA//trpS//paaF//acpH//
go_0055129_5	gor//pdxY//glpD//
go_0055130_8	prmB//moaD//
go_0060003_10	dcd//rbsK//
go_0060274_5	fadD//
go_0060326_5	asnB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	sodC//
go_0061077_4	def//thrS//rhaM//guaB//citC//
go_0061475_9	gmk//
go_0061504_8	idnO//
go_0061610_5	aroB//
go_0061615_7	paaA//puuE//
go_0061720_5	preT//mrdA//thrB//
go_0065002_6	ruvC//
go_0065007_2	alsK//
go_0070084_7	ribF//
go_0070178_5	glpD//
go_0070207_8	rfe//araD//surA//
go_0070298_8	
go_0070301_6	trpC//narH//
go_0070329_5	dhaL//
go_0070413_7	frmB//
go_0070415_6	cpsB//hemH//
go_0070417_5	uxuA//
go_0070453_7	abgA//
go_0070475_7	rutB//entH//nrfD//fbaA//dgoD//gldA//araA//cobB//metG//rfaD//waaF//thrA//ogt//murI//rlmH//tsaB//thiM//trmD//ulaE//
go_0070476_7	nrfB//nadA//
go_0070482_4	slyD//
go_0070574_9	glk//ldtB//rlmA//ddlB//
go_0070581_8	
go_0070588_9	
go_0070689_6	citC//proC//
go_0070726_5	pphB//ybcF//
go_0070778_6	malS//aroA//
go_0070894_6	
go_0070930_7	
go_0070981_6	gmk//
go_0070989_4	deoD//
go_0071139_6	
go_0071218_6	murQ//
go_0071229_5	
go_0071230_6	ulaD//
go_0071236_5	aspA//prmB//lysU//
go_0071237_6	
go_0071243_5	eda//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	paaE//
go_0071271_7	sucB//
go_0071276_7	
go_0071280_7	fes//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	ydiF//argI//
go_0071289_7	ribC//
go_0071291_6	ttdB//
go_0071292_7	ldcA//
go_0071294_7	rutD//
go_0071310_5	
go_0071421_9	ydiF//ybjG//dsdA//
go_0071422_7	valS//mdh//nudF//
go_0071423_8	mltB//
go_0071454_5	acpH//fucO//
go_0071456_5	
go_0071467_5	
go_0071468_6	rhaM//mnmA//speF//rutC//
go_0071470_5	
go_0071474_6	ogt//tsaB//tsaB//
go_0071500_5	tsaB//
go_0071502_5	
go_0071555_4	rihA//pphA//preT//tesB//mltD//dgcZ//astB//dgoA//
go_0071577_9	xapA//mnmG//frmB//purT//def//recO//
go_0071705_5	
go_0071731_5	
go_0071732_6	rpe//
go_0071769_5	
go_0071805_4	entC//mnmE//ilvB//roxA//gcvT//mltB//galK//rsmJ//yihS//
go_0071806_6	ligA//ppiC//
go_0071807_8	
go_0071897_6	yeaG//nemA//epmB//uxuB//purU//ubiH//
go_0071915_9	amiD//
go_0071932_8	aphA//
go_0071934_6	fes//
go_0071945_7	
go_0071951_8	frdD//
go_0071963_4	
go_0071973_6	dbpA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	psuG//etk//
go_0072348_5	pdxB//
go_0072488_7	serB//
go_0072511_7	mocA//
go_0072531_6	ldcA//
go_0072581_9	adeD//
go_0072714_5	
go_0075713_7	
go_0080111_4	pgm//argA//
go_0089705_7	
go_0089709_7	rpe//pyrG//
go_0090071_6	
go_0090116_7	lpxH//
go_0090143_4	
go_0090305_6	asnA//lacZ//accB//opgB//nadK//argH//mnmE//aroD//queF//chbF//rsmC//ldcC//cysC//aldB//ubiA//truD//pnp//frlB//astC//tig//bglB//epmB//menI//torC//paoC//yegS//dhaM//mobA//btuR//sodC//sseA//rimK//pgpA//aspC//ascB//trpE//folA//asnA//sdaB//yeaG//frdB//ulaG//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	hisG//sthA//pabA//gmd//galU//dmsB//yfeW//fau//sthA//mltC//dapA//ispF//
go_0090502_8	ydiO//kduI//mtn//alkA//leuS//rluC//moaE//napA//nrdB//lipA//otsB//nirB//proA//hisI//ulaE//ribF//sthA//
go_0090503_8	tag//eutD//carB//cyaA//cobU//rfe//gcvH//coaA//paoC//
go_0090529_5	
go_0090540_10	solA//
go_0090549_5	
go_0090609_6	dcd//
go_0097056_7	ychF//
go_0097264_6	bglB//
go_0097304_7	dgoD//
go_0097339_7	dusC//
go_0097428_6	leuA//ada//
go_0097502_4	panC//
go_0097510_7	asd//
go_0097533_5	
go_0097638_8	dkgB//
go_0098002_8	
go_0098655_7	dhaM//tgt//fucI//pgpA//rpiA//oxc//mnmE//fklB//asd//galK//wzc//pflB//yeaE//panB//serC//
go_0098656_7	folE//
go_0098707_10	
go_0098708_8	rffT//mug//
go_0098710_7	bcsA//rluB//
go_0098713_8	phnG//yfcG//
go_0098719_9	
go_0098732_6	hypB//
go_0098795_9	ybiV//
go_0098869_4	rlmF//fabH//ybjI//ribA//idnK//hisA//fucK//pgpA//fadA//rlmC//ulaG//astC//rsmH//nemA//rhaM//
go_0099131_7	aphA//
go_0099132_7	nanK//hdhA//mhpD//aphA//proA//waaO//def//folM//
go_0099133_8	xylB//waaY//ppk//cmoB//mnaT//folD//guaB//yjcS//nirD//ilvM//fabZ//pncB//
