# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tyrS//
go_0015909_8	speC//
go_0015912_8	phnI//
go_0015914_7	ruvB//
go_0015920_7	glpK//frlC//
go_0015937_7	argS//glmU//glpC//arnA//
go_0015940_6	asnS//
go_0015944_4	rlmD//fkpB//glpK//
go_0015949_5	thiD//tyrS//ribE//talB//speG//rsmC//gpt//paaJ//truB//yidA//cueO//scpC//adhP//fabI//folC//nrfC//wzc//fabZ//
go_0015950_6	sucD//
go_0015951_7	ruvB//pabA//
go_0015968_6	
go_0015969_8	pheS//sdhB//
go_0015976_2	pncB//
go_0015986_7	
go_0015990_10	tnaA//phnJ//
go_0016024_7	mpaA//
go_0016032_5	hemN//
go_0016036_6	sucD//pgaB//
go_0016042_5	
go_0016052_5	scpB//clsA//dnaE//rsuA//
go_0016075_8	pykF//
go_0016078_8	glgC//
go_0016094_6	queD//accB//
go_0016226_5	ldtE//menI//dhaK//dgcM//
go_0016259_7	speC//
go_0016260_8	plsB//yggF//hemB//
go_0016310_6	yfaU//glmM//yjhH//ydiO//rluB//aroF//tgt//lysS//gatD//yfeW//araD//argG//paaH//glmM//melA//leuC//hisD//
go_0016311_6	garR//glcB//ligA//lacZ//aceA//folA//cysE//narI//speA//yigB//narH//tsaD//gpmA//prmC//argF//rnt//menD//dgcZ//pykF//cysM//frdD//ybjG//phnI//hemF//etk//poxB//thiE//galU//dusB//galU//bcsA//ydfG//hcaF//icd//pdeL//rpe//murB//gnd//torC//ulaE//
go_0016458_3	
go_0016485_6	ppk//carA//
go_0016540_7	cysI//fbp//
go_0016579_7	epmB//
go_0016998_5	pdeL//
go_0017001_5	adiA//
go_0017003_8	truC//
go_0017004_7	tdcG//
go_0017013_7	
go_0017038_6	
go_0017148_8	dhaM//mug//nadD//nrdA//paaF//
go_0017189_7	waaL//
go_0017198_7	patZ//
go_0018012_8	entD//
go_0018023_7	sufS//
go_0018063_8	plsC//
go_0018070_8	polA//kdsD//
go_0018104_8	ppsA//nagZ//adk//deoC//hcaB//
go_0018105_8	hcaC//
go_0018106_8	
go_0018108_8	sodA//
go_0018117_8	
go_0018125_6	mhpB//
go_0018131_6	yghU//
go_0018160_8	srlD//
go_0018206_8	wecB//
go_0018247_9	speB//
go_0018283_6	
go_0018298_7	galM//
go_0018307_7	deoD//
go_0018315_8	mcrA//
go_0018339_9	recO//
go_0018345_8	leuD//
go_0018364_6	dapF//surA//
go_0018378_9	
go_0018393_10	cheR//
go_0018394_9	astB//
go_0018410_8	mcrA//
go_0018909_5	ssuE//
go_0018937_4	uvrB//
go_0019042_6	lpxT//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	tehB//
go_0019243_7	guaD//bioB//rne//phr//
go_0019249_6	hypB//
go_0019250_7	treF//
go_0019262_6	ydiF//accA//wrbA//iscS//menA//
go_0019264_7	gor//
go_0019272_9	uxuB//allB//
go_0019284_7	rlmM//pabA//
go_0019285_5	aes//hemE//
go_0019288_6	glgP//pdeF//entD//zwf//
go_0019290_5	
go_0019292_8	speF//
go_0019294_6	galU//glgX//rutE//wrbA//
go_0019299_6	entF//
go_0019301_7	dapD//rffC//rluF//ydiF//nanK//aroL//yfcF//
go_0019303_7	ydfG//putA//
go_0019305_7	puuB//
go_0019309_7	speG//
go_0019316_8	gadA//yghU//eutB//
go_0019318_5	entD//
go_0019323_6	gudD//yghU//panB//trmI//ubiI//tsaD//pdxB//
go_0019324_6	nemA//cpsB//citC//fadD//speC//
go_0019343_8	rrrD//
go_0019344_7	gudD//
go_0019346_7	lpxC//
go_0019353_8	rfaD//clsA//ygeX//dmsA//
go_0019354_6	rutA//
go_0019379_5	trmI//
go_0019380_6	dam//bioB//
go_0019388_7	sgbU//
go_0019391_6	ubiE//
go_0019394_7	menH//
go_0019395_5	yciA//
go_0019404_8	galT//deoD//
go_0019413_6	pta//tdk//
go_0019419_4	hinT//
go_0019427_7	etp//
go_0019430_5	cpsG//argS//kdsC//
go_0019432_7	hdhA//
go_0019439_5	uxaA//sodC//
go_0019447_8	rsmC//
go_0019450_9	thiD//
go_0019464_7	mhpC//treF//pyrD//cdh//rutB//ppiA//
go_0019480_4	argB//
go_0019509_7	
go_0019516_4	accB//fabD//
go_0019521_6	tsaD//acs//
go_0019542_6	nfsB//
go_0019545_6	psd//
go_0019546_9	ldcC//
go_0019563_7	galM//yfaU//kdsB//
go_0019568_7	ilvH//alaS//
go_0019569_7	ahr//dgoD//thiE//
go_0019571_8	glnE//hcaD//dkgB//
go_0019572_8	paaC//
go_0019584_7	
go_0019588_7	tauD//tauD//
go_0019592_8	csdA//
go_0019595_8	queA//
go_0019607_6	citC//dgcT//
go_0019622_6	rsmJ//gloC//eda//
go_0019629_7	aceA//yhdJ//
go_0019632_5	nagA//asnB//kbaY//lpxP//
go_0019634_5	cpdB//
go_0019645_6	leuC//cysI//pyrG//
go_0019646_6	leuB//rsmC//carA//rsmI//
go_0019664_6	torC//dgcT//
go_0019665_5	moaE//
go_0019673_6	sucA//
go_0019676_3	rlmL//
go_0019677_8	
go_0019679_7	paaF//aroB//waaF//
go_0019686_6	btuE//
go_0019698_7	paaE//fumC//nanE//trpB//ssuD//prmB//
go_0019700_6	ubiC//purU//rffT//ubiX//
go_0019740_2	trmO//folE//truD//nadK//ubiH//yciA//
go_0019752_6	
go_0019805_6	yhdJ//
go_0019835_3	
go_0019852_5	galE//lysU//menI//
go_0019854_6	yfiC//ulaE//
go_0019856_7	solA//
go_0019858_7	ravA//
go_0019859_7	ubiD//
go_0019877_6	purC//nrfB//bioC//
go_0019878_9	yhdH//
go_0019935_6	ilvM//nagB//
go_0019985_8	folM//thiH//
go_0019988_7	dgt//
go_0022417_4	pheA//
go_0022610_2	nudF//
go_0022611_3	ldtE//pdeH//eutB//
go_0022900_4	pck//lysS//
go_0022904_5	malS//tdcD//cysI//
go_0023014_4	tadA//speB//mltF//
go_0030001_7	ilvM//cysI//torZ//
go_0030007_8	ilvB//
go_0030026_9	
go_0030091_6	dacC//speA//glmM//ttdB//
go_0030153_5	
go_0030162_7	
go_0030163_5	gpp//uvrC//cmoB//purC//
go_0030244_9	
go_0030258_5	paoC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	leuA//murC//
go_0030388_5	sdaB//cobT//waaJ//
go_0030488_6	ttdA//thiI//pphA//nrdE//pyrH//dgcM//rbsK//yjhG//nrdB//roxA//
go_0030490_10	
go_0030497_7	ampH//ribD//
go_0030541_4	
go_0030573_6	cysC//
go_0030632_8	yfbR//hisH//cof//cysN//
go_0030641_8	dnaQ//ahr//
go_0030643_8	
go_0030961_9	dgcM//
go_0030980_7	recO//aldB//cmk//
go_0031118_8	thrC//
go_0031119_8	murQ//pykF//dfp//rne//dgoA//phnO//
go_0031125_10	nirD//
go_0031162_5	gpt//
go_0031167_6	tdcD//waaF//ybhA//menH//relA//cynS//
go_0031280_6	kdsB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rlmC//
go_0031400_8	
go_0031439_9	
go_0031460_7	mdh//argB//ushA//rsmE//pdeR//rne//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	yghU//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	alaA//
go_0032026_6	fadA//
go_0032049_8	yfbR//umpG//patZ//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	hisI//
go_0032196_3	ynfH//
go_0032238_6	cheR//
go_0032259_3	dld//accC//malP//bioA//
go_0032261_6	ssuE//
go_0032263_7	cysE//serB//
go_0032264_7	rnpA//apt//
go_0032265_7	dxs//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	speD//eptA//rsmB//
go_0032329_7	ubiF//bioH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	pdeL//
go_0032445_10	bioH//alkA//
go_0032462_7	cpsB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	cysE//rihB//rsmB//malY//
go_0032774_6	pgsA//
go_0032775_6	rsmH//mepS//pepD//
go_0032781_7	
go_0032784_8	
go_0032790_6	pphB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	purC//
go_0032978_7	
go_0033014_6	mutS//mhpA//
go_0033051_5	tcdA//
go_0033120_8	
go_0033194_5	rnd//waaS//yigB//
go_0033195_5	sgbU//
go_0033212_10	mtlD//ubiC//
go_0033214_11	mutH//fadH//
go_0033228_8	scpC//phnL//spoT//
go_0033317_7	selB//lipA//aroG//accB//
go_0033320_6	cysQ//
go_0033345_8	alaA//truB//
go_0033353_5	ppc//
go_0033359_7	ycaO//dhaM//
go_0033384_6	kdsA//
go_0033388_7	rnpA//
go_0033477_5	guaA//
go_0033499_8	hemB//slyD//fadI//thrS//patD//
go_0033518_6	opgE//
go_0033539_7	murG//
go_0033542_7	pheS//
go_0033543_8	truC//
go_0033567_6	
go_0033585_7	hisA//araA//
go_0033611_8	gloC//
go_0033683_7	
go_0034194_8	tehB//rlmC//udk//
go_0034195_8	wecB//
go_0034198_6	cynT//abgA//
go_0034203_6	accA//
go_0034204_5	adhE//thiM//
go_0034213_6	cyoE//
go_0034214_7	yihX//gcvH//glmS//
go_0034219_6	yfeW//acs//ada//lldD//cmoB//gstB//truA//acnB//prpC//dcyD//metL//gatD//nrfC//birA//waaO//trmA//xylB//slyD//thrA//glnS//panC//gshB//galT//fadH//fucO//mhpA//adiA//yjhG//astB//
go_0034220_6	folM//nfsB//paaF//rbsD//recJ//napA//
go_0034224_6	
go_0034227_8	gcd//
go_0034258_8	coaE//
go_0034260_5	
go_0034289_7	pinE//
go_0034337_3	paaB//
go_0034355_7	treC//yihU//yfaU//mutT//
go_0034401_5	
go_0034414_9	gatY//
go_0034421_8	waaY//
go_0034470_8	glgP//
go_0034552_7	
go_0034599_5	galM//rbsD//lysA//aroF//mog//
go_0034605_5	frdB//truB//
go_0034614_6	yihV//
go_0034620_6	rffH//
go_0034628_9	pheS//gstA//gloB//pdxB//yjiA//
go_0034635_6	bglA//
go_0034644_7	waaL//
go_0034661_7	
go_0034775_7	menF//ribD//
go_0034983_9	waaS//ulaF//
go_0035235_6	nrdF//ubiE//lsrG//
go_0035307_9	
go_0035335_8	menE//hisF//
go_0035344_8	ribB//rfe//
go_0035350_6	adk//
go_0035429_8	rffM//yjiA//abgB//garL//lyxK//aroE//
go_0035433_7	rhaA//
go_0035434_9	sucB//
go_0035435_9	tesB//panB//phnH//gor//
go_0035442_7	rfaE//trmJ//glcF//tdcE//yjiA//fucO//napA//
go_0035443_7	dgoK//rihC//ulaD//
go_0035444_9	amiD//fabG//yigB//sgbU//
go_0035461_6	fdhF//
go_0035524_8	speF//
go_0035552_6	nadB//
go_0035553_6	ybiV//
go_0035556_4	
go_0035600_8	yfeW//
go_0035672_6	gph//dam//metG//
go_0035725_9	rffH//ssuD//citX//cpdA//pdxK//
go_0035784_9	ymdB//
go_0035864_6	
go_0035873_8	cpsG//thrB//
go_0035999_5	fruK//rsmI//gutQ//
go_0036001_7	rlmE//
go_0036047_9	trmL//
go_0036049_9	cysC//
go_0036088_6	gph//
go_0036104_6	gatY//glpX//
go_0036172_6	thiL//
go_0036214_3	
go_0036265_6	carB//
go_0036289_9	bglX//arnA//
go_0036448_6	fadB//proS//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	gldA//yajO//
go_0040033_9	
go_0042026_4	yrfG//folA//galM//glmM//
go_0042126_5	rsmC//
go_0042128_5	
go_0042150_7	nagB//
go_0042157_5	
go_0042158_6	eptA//queF//
go_0042177_7	
go_0042182_5	ttdA//
go_0042219_6	
go_0042245_7	lysS//paaG//pyrG//
go_0042254_5	entB//
go_0042255_6	
go_0042274_5	menC//
go_0042304_7	
go_0042351_7	tdcG//
go_0042355_8	rlmG//aroL//appA//fdhF//katE//rsmG//
go_0042371_7	ribA//
go_0042413_6	narY//dapB//
go_0042450_7	ubiG//fucO//lyxK//paaF//recF//dmsB//
go_0042454_7	yjjG//
go_0042493_4	paaF//folD//waaF//ilvD//xylB//otsB//mutH//lpxT//puuA//mcrB//guaD//sucA//murE//
go_0042538_6	cynT//sgbH//der//
go_0042542_5	ppsA//argB//pgl//hyi//
go_0042545_5	truD//
go_0042594_4	glpK//pinE//epmC//araD//
go_0042619_6	
go_0042710_4	nrdF//dacA//torA//paaG//gabD//pinE//opgB//gltB//
go_0042732_6	azoR//
go_0042744_6	ydfG//surA//
go_0042759_7	hemD//
go_0042773_6	scpB//
go_0042777_8	
go_0042780_10	uxaC//pgaC//
go_0042817_5	hisI//
go_0042819_6	glgX//
go_0042823_6	rnt//uvrB//rsmH//speC//
go_0042838_6	fes//trpE//ycjU//nudC//
go_0042840_7	ruvB//cobC//ldtA//cobC//lldD//mog//
go_0042843_7	lysC//gluQ//
go_0042846_8	speE//
go_0042852_9	cysN//
go_0042867_8	sdhC//
go_0042873_7	trmL//
go_0042882_10	aceF//rfbD//
go_0042884_7	coaD//asnA//rimK//
go_0042885_8	pgk//
go_0042891_6	gapA//phoA//gmhB//aes//ilvA//phnI//glyA//
go_0042906_8	ulaD//yigB//hisD//
go_0042908_5	nadD//
go_0042914_8	ndk//
go_0042918_6	mltC//dxs//
go_0042919_6	
go_0042920_6	tsaD//
go_0042928_7	
go_0042930_7	xylA//ssuD//ygeX//araA//rutC//roxA//mltF//narH//gltB//coaE//
go_0042938_8	thiM//paaG//tmk//
go_0042939_8	aspA//
go_0042941_8	accB//
go_0042942_6	sgbU//pphA//
go_0042953_6	
go_0042956_8	gltB//cfa//
go_0042968_8	patD//truC//pta//
go_0043039_6	hyaC//aroL//tilS//
go_0043041_6	xylB//yihT//
go_0043085_5	ispH//mltD//tsaE//
go_0043086_5	serS//
go_0043093_3	glgP//ldcC//leuA//kdgK//
go_0043097_6	accC//kbaY//
go_0043099_7	ada//
go_0043100_6	cynT//
go_0043102_5	gnd//
go_0043103_7	argC//
go_0043137_6	gstA//dacA//
go_0043150_8	
go_0043157_6	alsK//
go_0043164_6	leuD//metB//fadB//hypF//yjiA//ddlB//paaK//
go_0043165_6	phnN//moaE//
go_0043171_5	ychF//surA//fadI//udp//rimK//
go_0043200_5	
go_0043201_6	
go_0043213_7	mrcB//mocA//
go_0043254_5	
go_0043335_3	nudB//sodB//pgm//ycaO//rlmF//
go_0043433_5	asnA//otsB//apaH//
go_0043442_6	carA//
go_0043456_6	pdxJ//
go_0043462_6	phnH//
go_0043470_6	
go_0043471_6	
go_0043488_5	cysM//speD//nanE//
go_0043547_7	
go_0043571_7	yfcG//
go_0043610_4	gcvP//etp//uvrB//
go_0043686_7	eno//
go_0043687_7	prmB//torY//kbaY//mutM//eda//
go_0043708_5	yihV//
go_0043709_6	tdcD//
go_0043711_5	
go_0043952_7	
go_0043953_7	ansA//
go_0044010_5	argF//rsmD//icd//melA//frlB//fucA//
go_0044011_4	yagF//
go_0044036_5	hycB//asd//hinT//
go_0044038_6	fadH//tehB//
go_0044092_4	
go_0044179_5	
go_0044208_7	ynfH//
go_0044238_3	treC//acnA//tdh//nadC//
go_0044248_4	
go_0044255_4	
go_0044262_4	prs//entC//
go_0044273_5	pheT//
go_0044275_5	lpxB//
go_0044349_6	
go_0044355_6	pgaB//
go_0044532_6	
go_0044659_7	acnA//
go_0044718_6	dnaE//
go_0044764_3	
go_0044780_6	sodA//
go_0044781_5	
go_0044787_5	pyrB//
go_0044874_7	
go_0045004_7	glcD//rffM//hyaB//
go_0045013_7	
go_0045226_7	wecC//pheS//nrdB//tdk//uvrA//glpX//
go_0045333_5	gadB//malY//
go_0045337_6	pheS//
go_0045454_4	nudB//speC//waaH//waaQ//pabA//fabZ//pdeF//
go_0045471_5	fdhF//preA//
go_0045717_8	rlmJ//entH//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	araD//waaC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	yrfG//menC//accA//yjiA//prpD//
go_0045893_8	nadC//rffG//
go_0045900_9	
go_0045903_5	mepS//
go_0045912_6	plsC//ribE//rpe//
go_0045926_5	
go_0045936_8	
go_0045947_9	gpt//folC//
go_0045975_9	
go_0045990_6	
go_0046037_8	rffG//
go_0046040_8	rutD//
go_0046047_8	nrfA//
go_0046050_8	ispB//ulaD//guaC//
go_0046052_8	betA//
go_0046061_8	thrS//
go_0046076_8	sdhA//
go_0046081_8	iscS//dhaL//
go_0046086_6	rhaB//
go_0046098_7	aroD//
go_0046100_7	nadE//
go_0046101_6	gcvP//torY//
go_0046103_9	dacC//
go_0046104_8	xthA//
go_0046115_10	pheT//
go_0046133_8	aroH//mhpC//
go_0046166_6	xylA//
go_0046168_6	ldtC//hisG//
go_0046176_6	truB//dapD//agp//hemA//
go_0046177_7	tdcB//fadJ//dusC//aroA//
go_0046181_7	fumA//
go_0046183_7	argH//yagE//argA//
go_0046187_6	waaG//
go_0046196_5	hisF//
go_0046210_6	nrdB//lyxK//yegS//
go_0046214_6	asd//
go_0046256_7	tdh//nrfA//
go_0046271_5	glgC//
go_0046279_6	dgoK//
go_0046292_4	tdcE//
go_0046294_5	nagK//thrC//
go_0046296_6	rfbD//aspC//thiL//
go_0046306_6	sucA//nth//
go_0046323_10	adk//
go_0046325_8	
go_0046336_6	betA//
go_0046342_8	fadB//
go_0046348_6	argS//wzb//
go_0046365_5	ackA//
go_0046392_7	yjiA//fruK//ghrB//kduD//
go_0046397_6	
go_0046416_6	hypF//
go_0046452_6	recJ//
go_0046459_6	truC//
go_0046470_5	
go_0046474_6	accD//recO//mpaA//gcl//purT//sucB//
go_0046487_5	tsaE//
go_0046501_6	entC//
go_0046618_6	metF//hcaB//pyrG//pheS//yihU//fbaA//
go_0046654_7	gnd//dmlA//ychF//gpt//mocA//
go_0046655_5	torC//
go_0046656_6	pfkA//mutM//rutB//mhpB//accB//nadC//
go_0046657_6	fadJ//
go_0046677_4	trmJ//tatD//polB//ligB//hypF//mtgA//ilvN//preA//adhE//lpxK//fadK//alr//waaU//etk//ispU//udp//epmA//paaG//pgi//puuA//ldtB//yahK//phnL//dld//yghU//recJ//garK//kduI//deoB//cobT//plsB//
go_0046685_4	bioC//gdhA//
go_0046686_6	mltA//
go_0046688_6	mltF//ynfE//
go_0046690_5	garD//fcl//
go_0046710_8	gadA//
go_0046718_8	nrdA//phnJ//
go_0046777_8	speB//mug//appA//
go_0046834_6	puuD//
go_0046835_5	nudG//gcvT//sdaA//uxuB//dnaQ//speA//lpxT//cobC//ampD//rluA//phoA//argK//argB//rlmM//rph//hisA//rluD//pdeH//fau//mrdA//ribB//
go_0046836_7	yieH//
go_0046839_6	fdhF//
go_0046855_6	gph//
go_0046892_8	
go_0046901_7	tadA//
go_0046939_7	cysN//yidA//nrdF//sgbE//
go_0046942_7	hisH//torZ//yrfG//
go_0046944_7	rsuA//
go_0047484_6	
go_0048034_6	puuD//
go_0048255_6	
go_0048473_8	glcB//
go_0048518_4	
go_0048870_3	treC//
go_0050427_5	rsuA//
go_0050667_6	fadJ//yjhH//
go_0050779_5	rsmE//
go_0050790_4	yeiG//uxaB//
go_0050821_5	fadH//prpD//
go_0050918_5	bglX//yjjX//
go_0050919_5	serA//
go_0051050_5	
go_0051083_5	speF//
go_0051085_5	cdd//yjjG//
go_0051090_4	dhaK//
go_0051091_5	ubiD//
go_0051131_7	
go_0051143_8	mnaT//
go_0051156_5	bcsA//
go_0051171_5	
go_0051188_5	mgsA//
go_0051191_6	acs//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	pgaD//dut//
go_0051270_5	
go_0051271_6	selB//rlmH//
go_0051274_8	
go_0051276_5	
go_0051289_8	glgX//thyA//sbcB//proC//fadM//folE//sodC//argF//phnI//ahr//cpdA//pabA//acpH//deoC//umpG//allD//ispH//adeD//thiC//folE//yhdJ//fumB//rfaE//menF//mltB//rimK//hisF//opgB//fabZ//narH//murG//rsgA//
go_0051301_3	araB//tdcD//cdh//ribF//def//pbpC//alr//dbpA//
go_0051302_5	
go_0051304_4	spoT//
go_0051338_5	
go_0051345_6	
go_0051346_6	tpiA//
go_0051347_6	
go_0051349_6	
go_0051353_6	eno//
go_0051391_8	narY//
go_0051409_4	pagP//
go_0051410_3	adeD//
go_0051452_10	lysA//
go_0051453_9	ribC//
go_0051454_10	purN//ribE//pyrG//nagA//phnH//
go_0051476_7	rlmD//
go_0051484_7	gadB//
go_0051495_8	
go_0051595_6	mrcB//mobA//
go_0051596_6	rfbC//putA//xapA//eptC//
go_0051599_4	
go_0051603_6	rlmB//fucI//
go_0051604_5	insI-2//rnd//yhdH//
go_0051607_4	acnB//rnd//
go_0051649_4	
go_0051668_4	
go_0051692_6	dmsC//treF//
go_0051704_2	ispH//ilvB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	allB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	tktA//katG//
go_0052778_6	dapD//
go_0052837_6	rutD//
go_0055070_10	lpxL//
go_0055072_10	sdhA//ppk//
go_0055085_5	pgpA//hemH//edd//dapA//fadI//tmcA//lpxM//ybhA//queD//ppiC//orn//rhaB//entC//gadB//accB//arnB//mtlD//lacZ//hemG//glpX//idi//gmhB//ruvC//ilvA//hisH//rbsD//dapB//ruvA//btuR//aceF//dam//yqhD//wcaJ//rlmM//ttdA//rsmH//rnt//recG//leuB//tdcE//yeaG//yccX//deoD//pyrF//hisB//truC//hyaA//tig//hcaB//yhdH//caiD//udk//agp//dam//nudG//pgaD//glxK//puuD//lpxL//dgcZ//idnK//murQ//yagE//ulaD//glxK//rffT//nrfD//fadI//thrS//accD//cysH//menF//hyi//paaZ//tsaD//pykF//panD//gshB//sbcB//fkpB//
go_0055086_4	thiL//dosP//
go_0055114_3	agp//sdaA//entA//yciA//alaA//galT//moaA//fadK//eutB//ppiC//gntK//ftnA//rfbC//ribB//ahr//hcaF//waaU//paoC//ispH//cdsA//trpS//gdhA//fklB//thiI//cpdA//umuD//cysG//pheA//tsaB//narH//fabG//rfaE//lsrG//gapA//mtgA//rbsD//tynA//gpmM//uxaA//wecB//rpe//galT//slyD//csdA//
go_0055129_5	puuE//kdgK//dut//
go_0055130_8	ttdA//yjjX//
go_0060003_10	mnmC//gadA//
go_0060274_5	rlmG//
go_0060326_5	ascB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rluA//
go_0061077_4	cynT//waaF//mak//birA//recO//
go_0061475_9	dapD//
go_0061504_8	ndk//
go_0061610_5	yieH//
go_0061615_7	dcm//recR//
go_0061720_5	nrfC//thrA//hisC//
go_0065002_6	glcF//
go_0065007_2	fre//
go_0070084_7	adk//
go_0070178_5	dam//
go_0070207_8	phoA//aldA//menC//
go_0070298_8	
go_0070301_6	menH//rsmH//
go_0070329_5	nadE//
go_0070413_7	ftsI//
go_0070415_6	srlD//rfaE//
go_0070417_5	nadB//
go_0070453_7	aspS//
go_0070475_7	mog//garR//psuG//dacC//pgaB//folA//dld//ldcA//bglA//ynfF//ileS//asnA//leuD//ydiF//pepD//ydiF//lldD//cyaA//mltD//
go_0070476_7	lyxK//sthA//
go_0070482_4	idnK//
go_0070574_9	pcm//chbF//speF//waaY//
go_0070581_8	
go_0070588_9	
go_0070689_6	ruvC//hisI//
go_0070726_5	kdsB//fkpA//
go_0070778_6	nirD//fadH//
go_0070894_6	
go_0070930_7	
go_0070981_6	mhpC//
go_0070989_4	mak//
go_0071139_6	
go_0071218_6	aroB//
go_0071229_5	
go_0071230_6	ampD//
go_0071236_5	cysE//fadD//pgpC//
go_0071237_6	
go_0071243_5	truD//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	pnp//
go_0071271_7	btuE//
go_0071276_7	
go_0071280_7	clsB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	uvrA//umuC//
go_0071289_7	coaD//
go_0071291_6	frlB//
go_0071292_7	cmoA//
go_0071294_7	accA//
go_0071310_5	
go_0071421_9	speA//mnmE//yccX//
go_0071422_7	yfeW//asnS//csdA//
go_0071423_8	truB//
go_0071454_5	speE//cynT//
go_0071456_5	
go_0071467_5	
go_0071468_6	fre//rsmD//alkA//ispF//
go_0071470_5	
go_0071474_6	thiL//pykA//waaL//
go_0071500_5	frmA//
go_0071502_5	
go_0071555_4	uvrC//allD//mpaA//ispB//trmD//ltaE//uxaC//rihB//
go_0071577_9	kduD//rlmM//argS//lysU//alkB//mrcA//
go_0071705_5	
go_0071731_5	
go_0071732_6	amyA//
go_0071769_5	
go_0071805_4	lpcA//nudB//yihX//arsC//gcvP//hcp//fadB//yjjX//pyrG//
go_0071806_6	kdsB//tdcD//
go_0071807_8	
go_0071897_6	ybcF//rrrD//kefF//moeB//fabD//gldA//
go_0071915_9	chbG//
go_0071932_8	aes//
go_0071934_6	speA//
go_0071945_7	
go_0071951_8	hemB//
go_0071963_4	
go_0071973_6	epmA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	tdk//hemH//
go_0072348_5	pbpC//
go_0072488_7	ackA//
go_0072511_7	rfbB//
go_0072531_6	menI//
go_0072581_9	fucI//
go_0072714_5	
go_0075713_7	
go_0080111_4	araA//yfiC//
go_0089705_7	
go_0089709_7	rsmF//glpD//
go_0090071_6	
go_0090116_7	dmsC//
go_0090143_4	
go_0090305_6	nrdF//thiL//cdsA//idnO//rdgB//mrdA//cyaA//pgi//folA//waaS//speA//dadA//yihX//ampH//nrfC//fabG//menA//napA//mcrA//codA//tadA//yjjX//ahpC//sucA//luxS//rlmM//tktB//ileS//entD//folD//trmL//murE//mhpD//mgsA//ydiO//mltB//menH//lgoD//ubiA//tynA//fumC//bioD//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	bacA//lpxB//mobA//apt//waaJ//ruvA//cmoB//cyoE//rutE//dhaK//pphA//selA//
go_0090502_8	hisD//malQ//gpt//murC//argF//xthA//leuB//fabB//ubiA//hcaE//alaA//citG//tsaE//fadD//eutB//mnmG//nagK//
go_0090503_8	thiE//puuB//yihT//idnD//tsaB//ldtE//ldtB//speG//orn//
go_0090529_5	
go_0090540_10	trpE//
go_0090549_5	
go_0090609_6	gstA//
go_0097056_7	hmp//
go_0097264_6	otsA//
go_0097304_7	waaY//
go_0097339_7	argB//
go_0097428_6	opgE//astC//
go_0097502_4	opgB//
go_0097510_7	aldB//
go_0097533_5	
go_0097638_8	guaD//
go_0098002_8	
go_0098655_7	gcvT//glmM//panE//ackA//phr//hinT//pphA//ydiF//kduD//glpX//fadB//dgcM//sucA//narV//sucC//
go_0098656_7	ileS//
go_0098707_10	
go_0098708_8	speE//folX//
go_0098710_7	accC//aceA//
go_0098713_8	opgE//plsC//
go_0098719_9	
go_0098732_6	mutM//
go_0098795_9	sgbU//
go_0098869_4	tdh//ybiV//argD//ravA//udk//murB//ispB//ahr//tesB//udk//yihS//mltA//rsgA//nrdD//sdhB//
go_0099131_7	queA//
go_0099132_7	cadA//katE//paaG//deoB//fucO//dfp//pheT//yjjG//
go_0099133_8	bioC//serC//ruvB//bacA//uxaA//kdgK//cysC//leuB//kbaY//lpoA//leuS//deoA//
go_0101030_8	speB//
go_1900190_5	fumA//
go_1900191_6	
go_1900192_6	
go_1900231_6	garR//
