# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mdh//
go_0015909_8	ydfG//
go_0015912_8	gshA//
go_0015914_7	yihS//
go_0015920_7	folD//mhpB//
go_0015937_7	gltD//fadJ//tauD//aroC//
go_0015940_6	pyrH//
go_0015944_4	cdd//alaS//sucD//
go_0015949_5	mug//rbsD//argD//fumA//gpsA//yeiG//tcdA//sad//menE//mdh//waaC//kdsD//pbpC//yjhH//ravA//mhpB//cmk//panB//
go_0015950_6	leuC//
go_0015951_7	glgX//dkgA//
go_0015968_6	
go_0015969_8	pyrF//recO//
go_0015976_2	allD//
go_0015986_7	
go_0015990_10	lgoD//argF//
go_0016024_7	yigB//
go_0016032_5	rpiB//
go_0016036_6	pgk//yihU//
go_0016042_5	
go_0016052_5	glnE//sucB//nanE//hypB//
go_0016075_8	ampD//
go_0016078_8	rbsD//
go_0016094_6	nrdB//mpaA//
go_0016226_5	glcD//hisS//cof//fcl//
go_0016259_7	uvrC//
go_0016260_8	acnA//gatY//yfaU//
go_0016310_6	waaB//ymdB//rbsD//citE//gmk//apt//caiD//rlmM//rffT//araD//mtgA//kbaY//murD//ubiH//tktB//pyrE//patA//
go_0016311_6	yagF//dnaQ//dxr//yeaE//glgX//araB//fadE//frmB//avtA//ynfE//gatY//rnpA//selD//cobS//tatD//tyrB//mpaA//lpxD//mmuM//mrcB//frdA//tktA//ssuD//wecB//hcaB//polA//tdh//bfr//betA//def//ndk//tyrA//lpxK//abgB//cpdA//fcl//ruvA//menD//frc//add//
go_0016458_3	
go_0016485_6	prmC//malY//
go_0016540_7	eutB//fklB//
go_0016579_7	nadD//
go_0016998_5	narI//
go_0017001_5	gatD//
go_0017003_8	tgt//
go_0017004_7	fabB//
go_0017013_7	
go_0017038_6	
go_0017148_8	moaD//bglX//kdsB//der//waaL//
go_0017189_7	paaF//
go_0017198_7	rpe//
go_0018012_8	ubiE//
go_0018023_7	ilvH//
go_0018063_8	lldD//
go_0018070_8	bcsA//sbcB//
go_0018104_8	umuC//pphA//narY//rhaB//ydfG//
go_0018105_8	asnA//
go_0018106_8	
go_0018108_8	ghrB//
go_0018117_8	
go_0018125_6	pyrG//
go_0018131_6	acnB//
go_0018160_8	gstA//
go_0018206_8	yrfG//
go_0018247_9	prmC//
go_0018283_6	
go_0018298_7	prpD//
go_0018307_7	btuE//
go_0018315_8	ynfF//
go_0018339_9	argG//
go_0018345_8	dgoD//
go_0018364_6	prpD//birA//
go_0018378_9	
go_0018393_10	wcaJ//
go_0018394_9	purC//
go_0018410_8	sodA//
go_0018909_5	glpC//
go_0018937_4	aceB//
go_0019042_6	rhaM//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	yeaG//
go_0019243_7	ispH//kdsD//hemN//rsmJ//
go_0019249_6	betA//
go_0019250_7	argF//
go_0019262_6	suhB//acpS//dsdA//moaD//mnmE//
go_0019264_7	pyrG//
go_0019272_9	dkgB//btuR//
go_0019284_7	yciV//glcF//
go_0019285_5	cfa//cheR//
go_0019288_6	panD//aroB//cobT//dxs//
go_0019290_5	
go_0019292_8	adk//
go_0019294_6	cheB//fumB//wzc//ilvA//
go_0019299_6	tcdA//
go_0019301_7	aroD//rsmG//astC//curA//pgpA//garD//rfbC//
go_0019303_7	trmA//ychF//
go_0019305_7	carA//
go_0019309_7	yjhH//
go_0019316_8	dkgA//glpA//birA//
go_0019318_5	wecC//
go_0019323_6	gcd//entH//glmM//dam//pdeH//rluB//kdsB//
go_0019324_6	bioB//gshB//ssuD//betA//cynS//
go_0019343_8	fklB//
go_0019344_7	gmhB//
go_0019346_7	dmsA//
go_0019353_8	abgB//hypB//ribF//dmsA//
go_0019354_6	dapF//
go_0019379_5	phnJ//
go_0019380_6	hisB//nrdE//
go_0019388_7	rnt//
go_0019391_6	dsdA//
go_0019394_7	ubiF//
go_0019395_5	citG//
go_0019404_8	cpsB//ilvI//
go_0019413_6	accB//glpB//
go_0019419_4	ribC//
go_0019427_7	aceA//
go_0019430_5	waaH//glpA//panB//
go_0019432_7	garR//
go_0019439_5	pncB//purU//
go_0019447_8	rdgB//
go_0019450_9	otsB//
go_0019464_7	ldtD//lpoB//fabB//lplA//truC//prpB//
go_0019480_4	rlmE//
go_0019509_7	
go_0019516_4	mak//nrdA//
go_0019521_6	rlmA//tcdA//
go_0019542_6	rsmF//
go_0019545_6	galE//
go_0019546_9	psd//
go_0019563_7	fabD//ppc//serC//
go_0019568_7	atoB//alkA//
go_0019569_7	ycaO//dnaE//dgoD//
go_0019571_8	rsmF//acs//waaU//
go_0019572_8	gadA//
go_0019584_7	
go_0019588_7	trpD//acpT//
go_0019592_8	cfa//
go_0019595_8	yihX//
go_0019607_6	eutD//murF//
go_0019622_6	frmB//ulaF//folA//
go_0019629_7	fumC//cysK//
go_0019632_5	ribF//rne//mocA//rlmB//
go_0019634_5	ilvI//
go_0019645_6	entH//garD//btuR//
go_0019646_6	hdhA//pphA//mnmA//ulaF//
go_0019664_6	gltD//sgbH//
go_0019665_5	hemE//
go_0019673_6	wecB//
go_0019676_3	dapA//
go_0019677_8	
go_0019679_7	hisC//folP//hcaB//
go_0019686_6	rsmB//
go_0019698_7	alkA//phnH//nadB//hemN//thiC//cueO//
go_0019700_6	leuA//rlmD//clsA//aceA//
go_0019740_2	metG//feaB//malQ//ldtE//mhpD//fcl//
go_0019752_6	
go_0019805_6	hycB//
go_0019835_3	
go_0019852_5	thiM//thrB//ldtD//
go_0019854_6	lacZ//apaH//
go_0019856_7	pykA//
go_0019858_7	pykF//
go_0019859_7	tdcE//
go_0019877_6	folX//mrcB//pyrF//
go_0019878_9	ribE//
go_0019935_6	wcaJ//gor//
go_0019985_8	queC//gldA//
go_0019988_7	rsgA//
go_0022417_4	narY//
go_0022610_2	yagE//
go_0022611_3	gmd//azoR//gcvT//
go_0022900_4	hemD//gpsA//
go_0022904_5	carA//feaB//paaJ//
go_0023014_4	fruK//ybcF//mtgA//
go_0030001_7	murQ//alaS//dmsB//
go_0030007_8	cysM//
go_0030026_9	
go_0030091_6	yhdJ//hemN//hisH//hdhA//
go_0030153_5	
go_0030162_7	
go_0030163_5	plsC//accB//ydfG//cysH//
go_0030244_9	
go_0030258_5	waaH//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	ubiG//cmk//
go_0030388_5	betB//azoR//murA//
go_0030488_6	bfr//ybiV//ltaE//thrC//galM//entD//lpxC//alsE//treC//srlD//
go_0030490_10	
go_0030497_7	pheT//yciA//
go_0030541_4	
go_0030573_6	puuE//
go_0030632_8	lpxH//eptA//trmJ//recR//
go_0030641_8	prpB//argD//
go_0030643_8	
go_0030961_9	pgi//
go_0030980_7	prmC//pdxK//manA//
go_0031118_8	guaC//
go_0031119_8	argB//phnJ//pyrF//gluQ//lacZ//rsmI//
go_0031125_10	menH//
go_0031162_5	cysQ//
go_0031167_6	treF//rffG//aldB//cysG//glgC//queG//
go_0031280_6	ydfG//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	hcaB//
go_0031400_8	
go_0031439_9	
go_0031460_7	rihA//birA//rhaB//cfa//serS//lyxK//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	lpoA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	dfp//
go_0032026_6	fadE//
go_0032049_8	pdeH//aceB//trpS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	rluF//
go_0032196_3	trmI//
go_0032238_6	pagP//
go_0032259_3	cysN//prpB//moeB//glgX//
go_0032261_6	umuC//
go_0032263_7	rluA//malS//
go_0032264_7	ssuE//lgoD//
go_0032265_7	treC//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	rpiB//hycB//rihB//
go_0032329_7	speB//argB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ravA//
go_0032445_10	ubiX//purU//
go_0032462_7	narH//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	fbaA//ybhA//waaJ//waaS//
go_0032774_6	cobT//
go_0032775_6	treA//puuC//dinB//
go_0032781_7	
go_0032784_8	
go_0032790_6	ilvA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	yigB//
go_0032978_7	
go_0033014_6	frdA//aspC//
go_0033051_5	abgB//
go_0033120_8	
go_0033194_5	ygjK//ftsI//rluD//
go_0033195_5	yfcF//
go_0033212_10	purB//mepS//
go_0033214_11	puuA//lplA//
go_0033228_8	fadI//yigB//ogt//
go_0033317_7	udp//ldtE//trmH//ascB//
go_0033320_6	hcaD//
go_0033345_8	patA//eutB//
go_0033353_5	rsmI//
go_0033359_7	cfa//patD//
go_0033384_6	narY//
go_0033388_7	yeiG//
go_0033477_5	sucA//
go_0033499_8	deoB//arnB//mocA//ugd//leuB//
go_0033518_6	ada//
go_0033539_7	ravA//
go_0033542_7	kdsC//
go_0033543_8	nrdD//
go_0033567_6	
go_0033585_7	dacD//argF//
go_0033611_8	etp//
go_0033683_7	
go_0034194_8	solA//phnH//gstB//
go_0034195_8	tsaC//
go_0034198_6	hcaF//ascB//
go_0034203_6	hisB//
go_0034204_5	pdxK//prpB//
go_0034213_6	dxr//
go_0034214_7	mhpC//xylB//leuA//
go_0034219_6	yajO//birA//ahr//cobB//fumB//caiB//ada//yggF//clsB//cysM//proA//mtn//hemL//dxr//argE//glnA//scpB//aspS//lysS//lyxK//rsmG//rfbB//dcd//pyrF//paaC//hemC//phnM//lipA//rlmL//
go_0034220_6	rlmB//eda//dosP//relA//ansA//pncB//
go_0034224_6	
go_0034227_8	fadM//
go_0034258_8	fabB//
go_0034260_5	
go_0034289_7	ilvI//
go_0034337_3	metK//
go_0034355_7	tgt//leuA//rsmB//rph//
go_0034401_5	
go_0034414_9	speC//
go_0034421_8	ybhA//
go_0034470_8	yajO//
go_0034552_7	
go_0034599_5	ldtE//torZ//gutQ//glk//fumB//
go_0034605_5	bglX//aroG//
go_0034614_6	ilvD//
go_0034620_6	bglX//
go_0034628_9	metK//nanE//ubiD//dsdA//bioD//
go_0034635_6	hemC//
go_0034644_7	mhpB//
go_0034661_7	
go_0034775_7	ulaF//ribC//
go_0034983_9	lpxD//purT//
go_0035235_6	gutQ//yhdJ//tehB//
go_0035307_9	
go_0035335_8	pyrC//nrfD//
go_0035344_8	yagE//eptA//
go_0035350_6	paaC//
go_0035429_8	sdhC//purF//deoB//arsC//bioC//polA//
go_0035433_7	yciA//
go_0035434_9	ldhA//
go_0035435_9	yccX//appA//curA//pyrD//
go_0035442_7	cmoB//cmoB//pphA//aroF//ribD//rbsK//yieH//
go_0035443_7	waaC//ygeX//lyxK//
go_0035444_9	astB//ldtA//gpt//ldtC//
go_0035461_6	phnL//
go_0035524_8	torA//
go_0035552_6	cynT//
go_0035553_6	fabZ//
go_0035556_4	
go_0035600_8	ssuD//
go_0035672_6	aroD//gapA//wecB//
go_0035725_9	purN//paaZ//thyA//gdhA//metB//
go_0035784_9	insI-2//
go_0035864_6	
go_0035873_8	fes//glmM//
go_0035999_5	rffH//aroH//aes//
go_0036001_7	ygjK//
go_0036047_9	birA//
go_0036049_9	dld//
go_0036088_6	paaB//
go_0036104_6	guaD//purL//
go_0036172_6	treA//
go_0036214_3	
go_0036265_6	dgt//
go_0036289_9	idnO//entE//
go_0036448_6	cysN//speA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	coaA//yjiA//
go_0040033_9	
go_0042026_4	yfeX//allB//nadB//dgcT//
go_0042126_5	thiL//
go_0042128_5	
go_0042150_7	rfbB//
go_0042157_5	
go_0042158_6	thiH//rlmG//
go_0042177_7	
go_0042182_5	asnA//
go_0042219_6	
go_0042245_7	dgkA//tatD//ilvH//
go_0042254_5	fdhF//
go_0042255_6	
go_0042274_5	lpoA//
go_0042304_7	
go_0042351_7	add//
go_0042355_8	argF//pabB//folM//mtgA//sucA//acnB//
go_0042371_7	torY//
go_0042413_6	mngB//yigB//
go_0042450_7	argB//ilvN//phoA//srlD//yieH//carA//
go_0042454_7	fadH//
go_0042493_4	cdsA//feaB//pgpB//pdxJ//treA//thiC//cdsA//argK//gor//mutM//sdhC//cynT//ynfF//
go_0042538_6	aldA//dam//ada//
go_0042542_5	bglB//caiD//dgkA//folM//
go_0042545_5	tdcD//
go_0042594_4	glgB//metC//lysC//menF//
go_0042619_6	
go_0042710_4	dgcT//nudF//relA//fabI//ydfG//nadC//fkpA//cpdB//
go_0042732_6	pyrF//
go_0042744_6	trmA//entF//
go_0042759_7	ynfF//
go_0042773_6	prs//
go_0042777_8	
go_0042780_10	yegS//serB//
go_0042817_5	talB//
go_0042819_6	csdA//
go_0042823_6	nadK//hisA//murF//trpD//
go_0042838_6	asnS//fucK//arnB//sdhB//
go_0042840_7	murA//gpp//wzb//dfp//fadA//napC//
go_0042843_7	sufS//yfcG//
go_0042846_8	kdgK//
go_0042852_9	rhaD//
go_0042867_8	rffM//
go_0042873_7	queF//
go_0042882_10	yqjH//nirB//
go_0042884_7	dmlA//trmD//acnA//
go_0042885_8	ugd//
go_0042891_6	kdgK//nfsB//rsmJ//speC//nhoA//frlB//xthA//
go_0042906_8	ribD//dadA//lsrG//
go_0042908_5	uvrC//
go_0042914_8	hemA//
go_0042918_6	purA//wrbA//
go_0042919_6	
go_0042920_6	folA//
go_0042928_7	
go_0042930_7	leuA//idi//rlmH//maeA//dkgB//cmoB//rsmD//plsC//ispG//ulaF//
go_0042938_8	yggF//dgt//fucI//
go_0042939_8	talB//
go_0042941_8	mltB//
go_0042942_6	paaB//lsrG//
go_0042953_6	
go_0042956_8	ilvA//lacZ//
go_0042968_8	cpsG//acnB//mpaA//
go_0043039_6	argH//ubiX//thiI//
go_0043041_6	waaU//opgB//
go_0043085_5	glpX//fadB//rfe//
go_0043086_5	dgoA//
go_0043093_3	pdeL//cueO//uvrB//lpcA//
go_0043097_6	argD//dmsB//
go_0043099_7	waaA//
go_0043100_6	moeB//
go_0043102_5	coaD//
go_0043103_7	apaH//
go_0043137_6	adhE//nadE//
go_0043150_8	
go_0043157_6	galT//
go_0043164_6	aldA//cfa//hpt//tcdA//yajO//rutE//aceF//
go_0043165_6	dosP//chbG//
go_0043171_5	ispU//allC//mutY//waaH//sdhD//
go_0043200_5	
go_0043201_6	
go_0043213_7	prs//wcaJ//
go_0043254_5	
go_0043335_3	putA//fucK//waaB//pyrF//upp//
go_0043433_5	pepD//yfbR//ubiC//
go_0043442_6	idnK//
go_0043456_6	alaC//
go_0043462_6	mnmC//
go_0043470_6	
go_0043471_6	
go_0043488_5	sdhA//frdA//adhE//
go_0043547_7	
go_0043571_7	rffM//
go_0043610_4	yccX//fadK//kdsB//
go_0043686_7	gldA//
go_0043687_7	idnK//cobT//yciA//bioF//alaC//
go_0043708_5	aphA//
go_0043709_6	rlmL//
go_0043711_5	
go_0043952_7	
go_0043953_7	ygjK//
go_0044010_5	deoD//fucI//spoT//mnmG//tdcD//tig//
go_0044011_4	paaJ//
go_0044036_5	frdB//lpoA//yjjX//
go_0044038_6	glpD//mraY//
go_0044092_4	
go_0044179_5	
go_0044208_7	ydiO//
go_0044238_3	nadC//wzc//deoD//mutS//
go_0044248_4	
go_0044255_4	
go_0044262_4	epmC//cyaA//
go_0044273_5	glyA//
go_0044275_5	xylA//
go_0044349_6	
go_0044355_6	ligA//
go_0044532_6	
go_0044659_7	tilS//
go_0044718_6	rbsK//
go_0044764_3	
go_0044780_6	ychF//
go_0044781_5	
go_0044787_5	mocA//
go_0044874_7	
go_0045004_7	cdd//rbn//cmoB//
go_0045013_7	
go_0045226_7	gadA//ynfE//ppiC//acs//lpoB//fadJ//
go_0045333_5	waaS//nadE//
go_0045337_6	ulaF//
go_0045454_4	guaA//scpC//pnp//glpK//curA//tdcB//ldcC//
go_0045471_5	pyrB//rph//
go_0045717_8	glnE//pta//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	uxaB//queA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	pdxH//epmB//nrdA//glyA//glnE//
go_0045893_8	rhaD//rutE//
go_0045900_9	
go_0045903_5	pfkB//
go_0045912_6	pyrF//pdxY//dnaE//
go_0045926_5	
go_0045936_8	
go_0045947_9	cysG//pdxH//
go_0045975_9	
go_0045990_6	
go_0046037_8	phnG//
go_0046040_8	fau//
go_0046047_8	fumA//
go_0046050_8	glk//pdxA//phnN//
go_0046052_8	bglA//
go_0046061_8	argG//
go_0046076_8	waaS//
go_0046081_8	fucI//lpoA//
go_0046086_6	xylB//
go_0046098_7	lsrK//
go_0046100_7	gldA//
go_0046101_6	mutT//panD//
go_0046103_9	alkA//
go_0046104_8	mgsA//
go_0046115_10	ydiB//
go_0046133_8	arsC//bcsA//
go_0046166_6	speB//
go_0046168_6	moaD//purC//
go_0046176_6	speD//tmk//hemG//gudD//
go_0046177_7	cdh//nudG//tcdA//mnaT//
go_0046181_7	aroA//
go_0046183_7	queD//malY//guaC//
go_0046187_6	nadE//
go_0046196_5	pabC//
go_0046210_6	cheR//mdh//acpT//
go_0046214_6	puuC//
go_0046256_7	metL//menB//
go_0046271_5	rpiA//
go_0046279_6	cysI//
go_0046292_4	ppsA//
go_0046294_5	yfaU//dmsC//
go_0046296_6	nfsB//metH//waaB//
go_0046306_6	arnB//frdC//
go_0046323_10	kdsD//
go_0046325_8	
go_0046336_6	kbaY//
go_0046342_8	lldD//
go_0046348_6	hcaC//fumC//
go_0046365_5	gapA//
go_0046392_7	aes//cheB//luxS//prpC//
go_0046397_6	
go_0046416_6	hemF//
go_0046452_6	nadA//
go_0046459_6	ydfG//
go_0046470_5	
go_0046474_6	argF//plsB//eutD//ogt//menF//tdcB//
go_0046487_5	glpX//
go_0046501_6	epmB//
go_0046618_6	asd//ahpC//sgbU//coaE//rnd//galK//
go_0046654_7	ychF//gabT//pgaD//ymdB//aroE//
go_0046655_5	ynfE//
go_0046656_6	clsC//rffC//frc//xdhB//fkpB//pyrB//
go_0046657_6	cadA//
go_0046677_4	hcaE//rsuA//arnT//cyaA//aceB//tsaD//yjcS//slt//yagE//pbpC//zwf//talB//mcrB//mngB//leuD//puuB//gph//prmB//pck//panC//ppiC//tpiA//prmB//gmd//napC//cobB//paaB//cheR//rne//zwf//sdhD//
go_0046685_4	nfsB//yfbR//
go_0046686_6	dxs//
go_0046688_6	aspS//xthA//
go_0046690_5	poxB//umuC//
go_0046710_8	queA//
go_0046718_8	frlC//ackA//
go_0046777_8	yciV//hycB//rluE//
go_0046834_6	clsB//
go_0046835_5	rnb//pinE//dapF//recJ//hypB//ribB//umuC//argD//phnJ//bioD//surA//trmJ//putA//scpB//mutY//patA//nfi//rluE//gpmA//pgk//rpiB//
go_0046836_7	recG//
go_0046839_6	deoB//
go_0046855_6	rhaB//
go_0046892_8	
go_0046901_7	entC//
go_0046939_7	cheB//prs//gatZ//ispF//
go_0046942_7	nrfC//metL//tdh//
go_0046944_7	cfa//
go_0047484_6	
go_0048034_6	ubiC//
go_0048255_6	
go_0048473_8	ilvE//
go_0048518_4	
go_0048870_3	argB//
go_0050427_5	eutD//
go_0050667_6	katG//nemA//
go_0050779_5	glxK//
go_0050790_4	yfcG//ilvI//
go_0050821_5	dnaQ//speA//
go_0050918_5	arnT//fbp//
go_0050919_5	bioB//
go_0051050_5	
go_0051083_5	yahK//
go_0051085_5	tsaC//mltD//
go_0051090_4	folX//
go_0051091_5	dgoA//
go_0051131_7	
go_0051143_8	abgB//
go_0051156_5	miaB//
go_0051171_5	
go_0051188_5	astC//
go_0051191_6	umuC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	betA//murQ//
go_0051270_5	
go_0051271_6	ttdA//pdeF//
go_0051274_8	
go_0051276_5	
go_0051289_8	pdxK//rpe//rffC//moaD//glnA//thiM//nrdD//thrA//yjhH//kdsA//tsaD//rsmC//ilvA//queF//metG//uvrB//aldA//murD//adiA//aes//deoA//luxS//tadA//gltX//rpe//paoC//eutD//ghrB//roxA//solA//glk//nagK//
go_0051301_3	rihB//tdcE//treF//psd//pheS//aldB//lplA//dkgA//
go_0051302_5	
go_0051304_4	murE//
go_0051338_5	
go_0051345_6	
go_0051346_6	queA//
go_0051347_6	
go_0051349_6	
go_0051353_6	cobT//
go_0051391_8	mnmC//
go_0051409_4	arsC//
go_0051410_3	patZ//
go_0051452_10	kduI//
go_0051453_9	manA//
go_0051454_10	ydiB//tag//dinB//epmB//speD//
go_0051476_7	ilvA//
go_0051484_7	kduI//
go_0051495_8	
go_0051595_6	glnA//kdsC//
go_0051596_6	yciV//cysK//ttdB//ygjK//
go_0051599_4	
go_0051603_6	hflX//nagZ//
go_0051604_5	insI-1//xthA//rlmE//
go_0051607_4	pabA//ghrB//
go_0051649_4	
go_0051668_4	
go_0051692_6	glpB//puuD//
go_0051704_2	ansB//adk//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	leuC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	cysK//lpxH//
go_0052778_6	wecB//
go_0052837_6	tdcD//
go_0055070_10	frdD//
go_0055072_10	frlC//patZ//
go_0055085_5	dusB//uxaC//gpt//arsC//dmsB//argA//metE//rlmI//aspC//waaU//glpA//rsmE//glpD//bioA//nudG//scpC//metF//cheR//dadA//ulaF//ilvI//lpd//ddlB//ruvA//lsrG//rne//bioC//gor//garD//truA//cysK//rlmA//glxR//cynS//fbp//phnM//lpxM//cysQ//suhB//rrrD//metC//thiH//nhoA//narY//menC//epmA//pyrE//tcdA//accC//serA//hisD//queA//gluQ//aes//tesB//rluB//mmuM//dcm//ybcF//rne//kduI//arnB//citE//ribD//add//malP//sseA//uxuB//hisF//phnL//ldtC//accC//dinB//gcvT//waaQ//trmJ//phnH//cmoA//metH//pyrH//
go_0055086_4	mnmE//yqjH//
go_0055114_3	rhaA//yihU//dhaK//yieF//tdcE//luxS//prs//ogt//yhdJ//aceF//hcaF//ydfG//ltaE//adk//narI//lplA//queC//rihB//waaS//narY//uvrC//glnS//thiC//alsE//nanK//argG//hemD//galE//pgk//ribE//rhaD//ulaG//thiC//waaZ//ychF//nfsB//phnH//dkgA//gabD//rpe//lpxL//glcB//glgC//gcvP//
go_0055129_5	trpB//hisG//rffG//
go_0055130_8	mpaA//dapF//
go_0060003_10	gcvH//psuG//
go_0060274_5	dgt//
go_0060326_5	deoD//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rlmI//
go_0061077_4	glcF//cysM//amiD//accB//gltB//
go_0061475_9	ulaF//
go_0061504_8	queA//
go_0061610_5	eutB//
go_0061615_7	kdsD//mltD//
go_0061720_5	torZ//rph//dosP//
go_0065002_6	pgi//
go_0065007_2	thiC//
go_0070084_7	aroL//
go_0070178_5	pdeL//
go_0070207_8	paoC//chbF//lpxH//
go_0070298_8	
go_0070301_6	nagZ//puuE//
go_0070329_5	folD//
go_0070413_7	ubiE//
go_0070415_6	purB//mhpA//
go_0070417_5	galM//
go_0070453_7	metF//
go_0070475_7	ribF//spoT//gudD//yihV//ppsA//ilvM//nagB//alsK//pdxH//ackA//menH//speB//pgm//kdgK//iscS//fabH//cof//trpD//nanK//
go_0070476_7	mcrB//fadJ//
go_0070482_4	ftnA//
go_0070574_9	leuB//tmcA//narZ//mutY//
go_0070581_8	
go_0070588_9	
go_0070689_6	treC//zwf//
go_0070726_5	glnS//pdxY//
go_0070778_6	dhaK//lpoA//
go_0070894_6	
go_0070930_7	
go_0070981_6	pgm//
go_0070989_4	cadA//
go_0071139_6	
go_0071218_6	ispG//
go_0071229_5	
go_0071230_6	allD//
go_0071236_5	leuC//glcD//ppk//
go_0071237_6	
go_0071243_5	leuA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ldtC//
go_0071271_7	entB//
go_0071276_7	
go_0071280_7	ulaG//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	paaK//galK//
go_0071289_7	sdhA//
go_0071291_6	hemD//
go_0071292_7	araA//
go_0071294_7	speC//
go_0071310_5	
go_0071421_9	ybhA//fadH//trmD//
go_0071422_7	ligB//torY//yhdJ//
go_0071423_8	yqaB//
go_0071454_5	mepS//folM//
go_0071456_5	
go_0071467_5	
go_0071468_6	paaG//kbaY//alr//bioC//
go_0071470_5	
go_0071474_6	tilS//deoB//dhaK//
go_0071500_5	deoD//
go_0071502_5	
go_0071555_4	narG//prpC//menF//ulaG//trpE//rlmG//uxuA//dgcT//
go_0071577_9	paaF//insI-1//serC//paaF//cmoA//galE//
go_0071705_5	
go_0071731_5	
go_0071732_6	nadA//
go_0071769_5	
go_0071805_4	trpB//narI//murE//nudF//rsmJ//cmk//udp//eda//dld//
go_0071806_6	hmp//galE//
go_0071807_8	
go_0071897_6	gstA//glyA//thiM//purB//alaC//dacA//
go_0071915_9	pyrG//
go_0071932_8	ilvN//
go_0071934_6	tyrS//
go_0071945_7	
go_0071951_8	oxc//
go_0071963_4	
go_0071973_6	rlmD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	gadB//cysS//
go_0072348_5	folX//
go_0072488_7	rfbC//
go_0072511_7	truC//
go_0072531_6	ribB//
go_0072581_9	sucA//
go_0072714_5	
go_0075713_7	
go_0080111_4	aroF//leuA//
go_0089705_7	
go_0089709_7	hcaE//folD//
go_0090071_6	
go_0090116_7	metG//
go_0090143_4	
go_0090305_6	ruvB//pheT//thiI//speC//polB//sucA//purN//ispF//hpt//tgt//miaA//waaC//pgaB//waaC//menH//epmA//argE//trpB//glpB//pldB//mutY//gudD//ubiF//aes//sgbE//nudB//yfeW//aes//dcm//pepD//ldtD//nanE//ttdB//trmA//add//nudC//bioF//fabI//gstB//glpK//katG//mtgA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ubiF//ndh//slt//thiE//waaP//yfcG//entH//ribF//spoT//kdgK//lsrK//ldtA//
go_0090502_8	tehB//paaG//sucB//edd//dbpA//pdeF//panB//ogt//leuB//fucK//gmhB//hycB//ssuE//ldhA//hflX//argK//dhaM//
go_0090503_8	mmuM//phnL//patZ//tehB//ldtC//waaU//folA//poxB//solA//
go_0090529_5	
go_0090540_10	ftnA//
go_0090549_5	
go_0090609_6	thrC//
go_0097056_7	rnt//
go_0097264_6	waaO//
go_0097304_7	nadE//
go_0097339_7	entE//
go_0097428_6	purT//trpA//
go_0097502_4	ydfG//
go_0097510_7	appA//
go_0097533_5	
go_0097638_8	yjjG//
go_0098002_8	
go_0098655_7	rsmH//truD//purC//wecC//napB//mhpA//paoC//rlmJ//menB//murE//mltF//rbsK//purA//ybjI//torA//
go_0098656_7	sodC//
go_0098707_10	
go_0098708_8	cpdA//arnB//
go_0098710_7	waaS//leuC//
go_0098713_8	leuS//mngB//
go_0098719_9	
go_0098732_6	epmA//
go_0098795_9	phnL//
go_0098869_4	dhaL//thiI//tktA//glyS//carA//tsaD//curA//cobU//gpp//aldA//nrfB//rutD//gloA//zwf//hisH//
go_0099131_7	gldA//
go_0099132_7	garK//nagB//psuG//argK//ssuE//dosP//pyrE//thiM//
go_0099133_8	gph//purU//hisC//mltC//torZ//kefF//cynS//luxS//moaD//sucD//fcl//rfbC//
go_0101030_8	ldtD//
go_1900190_5	nudB//
