#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b4322//rpnB//b1391//b2628//
GO_0006753_5	b0585//b3312//b0031//b0777//b3735//b1041//b3462//b0213//b0622//b0420//b1990//b2174//b4339//b1603//b1764//b3125//b3287//b2971//b0436//b1129//b3225//b2835//b2365//b1038//b2701//b2808//b3010//b3199//b3462//b4172//b2442//b0900//b3144//b1054//b2095//b2906//b3441//b3720//gapC//b4666//b4602//b2787//b0133//b2313//b3209//b2048//b1724//b1088//b1764//b0908//b0531//b3542//b2745//b3735//b1478//b3625//b1395//b0118//b2481//b0082//b2424//b1100//b2575//b2060//b1279//b3084//b3117//b0572//b1897//b1973//b3008//b0436//b3832//b3551//b3917//b3005//b4084//b2536//b2703//b3718//b3336//b0211//b1613//b4373//b2608//b2743//b2791//b1832//b1715//b1649//b3092//b0550//b0320//b0914//b4227//b4383//b2508//b4311//b1205//b0929//b0878//b2211//b0533//b2196//b3371//b0685//b3526//b1445//b0915//
GO_0006754_6	b2068//b1049//b0756//b4353//b3565//b0348//b3441//b1113//b2441//b3475//b1882//b0301//b0820//b3321//b4421//b0115//b0312//b0571//b2688//topAI//b3700//b0585//
GO_0006757_5	b4302//b3986//b0447//b0168//b0534//b2334//b3475//b2128//b1198//b2320//b2364//b0419//b3771//b3423//b3510//b4453//b4380//b0920//b2326//
GO_0006760_5	b1576//b2821//b2134//b2615//b2136//b1093//b1709//b3993//b0699//b1786//b3997//b2845//b0120//b2525//b3746//b2820//
GO_0006761_7	b4139//
GO_0006766_4	b0528//b4352//b1211//b2303//b2799//b3479//b1333//b2964//b1826//b0785//b2582//b2183//b4311//b2836//b2316//b1392//b2727//b1047//b2800//b1710//b1734//b3549//b1644//yjgX//b2329//b2393//b2416//b0003//b0924//b2552//b0329//b2716//b1061//b3317//b3956//b1139//b1807//b2382//b3163//b2995//b0842//b0771//b0854//b3061//b3363//b0325//b3689//b1278//b4083//b4115//b0751//b2812//b0644//b0097//b2409//b1901//b2015//b2792//b2753//b2603//b2822//rhmD//b1438//b3082//b0856//b3019//b3720//
GO_0006767_5	b3734//b4005//b0789//b2245//b3196//b3884//b4262//b0604//b2831//b0480//b0605//b2349//b2125//b4479//b4262//b4227//b2927//b3984//b0731//b1280//b0526//b0789//b2265//b4520//b3563//b1246//b2669//b1652//b1660//b2898//b3974//mtnN//b4162//b2926//b4054//b4478//b3046//b0628//b4252//b0475//b2707//b3616//b1424//b0963//b0144//b0875//b0633//b1350//b1724//b2350//b0822//b0276//b1739//b2965//b3819//b0892//b0895//b2604//b0261//b1280//b3924//b1299//b0910//b1363//b0993//b3201//
GO_0006768_5	b3292//b1384//b2266//b4291//b1745//b1441//b3624//b4111//b3735//b0231//b2916//b3582//b3900//
GO_0006771_5	b2077//b0270//b1088//b2241//b1945//b3262//b3902//b3526//
GO_0006772_6	b1306//b0260//b3475//b1833//b2571//b0970//b2024//b1729//b1683//b0599//b0296//b0490//
GO_0006775_5	b0090//
GO_0006777_5	b2078//b2992//b0329//b1191//b0905//b3654//b3711//b0912//b3441//
GO_0006778_5	b4077//b2813//b2329//b3048//b0649//b0903//b0784//b3421//b3518//hiuH//b3455//b2785//b3070//b3035//b1111//
GO_0006779_6	b2561//b1058//b1853//b3667//b0330//b2526//b3680//b3068//b2702//b1449//b3832//bioD2//b3264//b0822//b0778//
GO_0006780_7	b1653//
GO_0006782_7	b0621//b0790//b1959//b4389//b3421//b1054//b3736//
GO_0006783_5	b1072//b3577//b1091//b2294//b1314//b0687//b3769//b0910//b2148//
GO_0006790_4	b0878//b0088//b3605//b2121//b1603//b0532//b1006//b0572//b0574//b3344//b4388//b0238//b3930//b0243//b0638//b3871//b2574//b0623//b2753//b0397//b2518//b2400//b2699//b0785//b1099//b1736//b3119//b1223//b3497//b3959//b4208//srkA//b2220//b1617//b3535//b1139//b2264//b4125//b0586//b1575//b1110//b0451//b4321//b1035//b0027//b2688//b4209//b2294//b1014//b4375//b3654//b0192//b2508//b2144//b3594//b1200//b0723//b0242//b3600//b0781//b1045//b3143//b3839//b0641//b4088//b1563//b3765//b2078//b2597//b0430//b4173//b1595//b4381//b2677//b0305//b1274//b0409//b0680//b0048//b0140//b3128//b2997//b2399//b1973//gapC//b1489//b4195//b2201//b0721//b2714//b0245//b2037//b1655//b3748//b2674//rpnB//b4141//b1817//b0942//b1563//b3648//b2526//b3659//b3754//
GO_0006792_4	b2507//
GO_0006793_4	b1225//b3224//b2385//b1158//b3224//b3321//b0572//b0345//b0902//b2509//b3437//b4106//b0394//b0980//b3549//b1120//b0435//b2993//b2415//b0556//b2957//b1967//b1343//b3132//b1863//b0676//b0491//b1644//b1129//b1828//b1008//b4377//b1851//b4162//b2341//b2753//b0924//b2096//b4198//b0311//b0659//b1447//b3470//b2679//b3470//b2133//b3569//b2233//b3353//b3021//b1930//b1158//b2424//b4074//b0890//b1987//b4099//b1973//b0303//b2323//b4207//b0596//b1008//b0940//b1501//b2268//b2218//b0927//b2428//b3089//bioD2//b1538//b3163//b3603//b0721//b0618//b1074//b2576//b3993//b1748//b0823//b1731//b1129//b3936//b1704//b1476//b1871//b3949//b2731//b1688//b2964//b0692//b2005//b0892//glsA2//b1587//b0071//b2553//b3152//b0088//b3627//b4355//b1545//b1576//b3131//b3991//b0010//b2161//b4092//b4042//b2026//b2407//b0300//b3875//b2202//b2196//b4350//b0734//b1992//b3935//b0093//b2361//b2330//b4298//b0378//b1350//b3176//b1140//b3966//b3020//b1634//b1398//b0893//b3990//b0895//b2616//b1260//b1736//b2577//b4172//b2128//b4042//b0659//b0607//b3682//b3829//b0533//b0871//b2150//b3076//rpnC//b0863//b2919//b2260//b2253//b0936//b3584//b3909//b2552//b4055//b4095//b2015//b0793//b0937//b1015//b0511//b2812//b3235//b2177//b4213//b2258//b2960//b4394//b0160//b2780//b1661//b2008//b1439//b4082//b4565//b0214//b1140//b2220//b0081//b1299//b1259//b3052//b1967//b3780//b0068//b0642//b3501//b3647//b3290//b0052//b1232//b0863//b0378//b1191//b1960//b1433//b2301//b2558//b0733//b1421//b0783//b3774//b3927//b1362//b3571//b1066//b2409//b3927//b1474//b3541//b1296//b1636//b4034//b3006//b0084//b0607//b2361//b2803//b4240//b0438//b3175//b1595//b4195//b2831//b3195//b2797//b0586//b4353//b3967//b0910//b4313//b3632//b4201//b2673//b0268//b4035//b0873//b1817//b1932//b0880//b0265//b4301//b3080//b3010//b3075//b2640//b2486//b2926//b2114//b0315//b2058//b0316//b2232//b3984//b0386//b3179//b1407//b2870//b0512//b3933//b3035//b3350//b2831//b0367//b2294//b0873//b1104//b4618//b2552//b3177//b4179//b2340//b2019//b1748//b4237//b3682//b1654//b3364//b3477//b3113//b2514//b3116//b3228//b4320//b1853//b4018//b0766//b3754//b0639//b1099//b4668//b2285//b1298//b2165//b4119//b4225//b1597//b0959//b2845//b3849//b3080//b2706//b0340//b2735//b2980//b0415//b3974//b1489//b1285//b0261//b4160//mltG//b1512//b4222//b0180//b1791//b2754//b0085//b4081//maoP//b2260//b2506//b3911//b3462//b0974//b3526//b3292//b3141//b2528//
GO_0006796_5	b0721//b1493//b0160//b1852//b1259//b0232//b2246//b3941//insI4//b0406//b2964//b1167//b4072//b1970//b4141//b0963//b3303//b0956//b3590//b3460//b2129//b0343//b0256//b1202//b3881//b3309//b1883//b3627//b4151//b1618//b1787//b4130//b3410//b0426//b3525//b0949//b4070//b0356//b2942//b2548//b3903//b2486//b3962//b0603//b2684//b3693//b3032//b3525//b3882//b0492//b4086//b4371//b0524//b0303//b3746//b1992//b4193//b4198//b3458//b1188//b0847//b0692//b4015//b3650//yjgX//b1681//b1642//b4042//b0566//b1477//b3609//b0838//b0794//b3326//b3206//b0414//b2989//b3403//b0915//b0734//b0452//b4371//b0676//b2744//b3291//b0679//b0981//b0146//b4019//b3707//b2113//b4453//b0624//b0045//b3731//b0940//b2241//b0808//b2178//b0311//b1873//b0198//b3939//b1094//b2755//b1077//b0956//b3056//gpr//b2491//b0328//b3907//b0677//b3265//b1300//b1599//b0763//b0574//b0300//b4682//b1514//b3839//b0612//b3375//b3800//b4240//b4367//b3838//b3303//b4241//b3360//b3510//b1288//b1132//b2661//b1198//b2708//b0053//b3623//b1111//b1397//b2730//b4261//b1678//b3955//b3728//b0421//b1646//b2755//b0189//b2032//b1042//b4225//b3392//b0479//b3136//b3879//b3177//b1967//b2107//b3119//b0086//b1284//b2934//b3052//b3114//b1473//b3034//b1646//b3145//b0553//b1515//b2674//b2836//b0138//b2470//b3494//b3231//b2231//b2545//b4511//b1531//b2388//b0817//b1930//b4094//b4367//b1285//b0859//b2834//b3990//b3794//b2952//b3259//b2518//b1424//b3908//b0316//b1955//b2817//b0479//b3941//b3208//b2388//b2785//b2493//b1976//b1207//b1204//b2091//b1111//b1053//b3640//b1249//b0072//b0312//b2947//b0847//b0397//b1870//b2686//b2311//b1327//b2922//b3341//b2548//b1830//b0245//b1835//b3781//b3945//b1024//hexR//b1733//b0692//b4371//b2518//b2828//b0462//b1489//b1593//b3680//b0472//b1025//b1833//b1066//b3603//b1739//b1271//b2796//b4239//b4043//b1639//b1953//b4128//b0902//b0099//b0336//b0415//b2997//b2735//b1848//b0694//b1709//b3034//b3430//b0733//b0336//b1900//b3780//b2370//b1739//b3321//b0614//b3630//b0097//b2252//b1218//b0067//b0156//b2215//b2327//b3360//b0073//b3053//b0346//glsB//b3287//b4117//b3983//b3788//b3819//b0531//b0988//b4298//b0067//b4394//b3082//b1767//b1086//b0632//b2828//b3775//b2393//b3673//b3365//b0781//b1054//b3140//b2830//b1712//
GO_0006797_5	b2670//b1035//
GO_0006798_5	b1049//
GO_0006799_5	b3819//
GO_0006801_5	b2972//b2756//b1781//
GO_0006805_4	b4098//b0829//b2965//b3163//b3721//b3887//b3201//b3341//b4311//b2573//b0731//b3516//b3574//b2541//b0008//b3125//b2957//b1943//b4246//b1395//b0867//b1552//b3650//b3416//
GO_0006807_3	b1769//b3702//b3982//b2133//b4092//b3493//b0854//b0376//b1256//b4481//b0041//b1232//b2175//b1817//b3544//b0710//b0212//b0256//b3249//b3414//b3750//b3778//b0212//b4040//b4362//b2501//b2574//b0239//b0355//b0427//b0241//b0312//b1191//yjgX//b1896//b1034//b0838//b0576//b3569//b1944//b0831//b1344//b3892//b1644//b3528//b3236//b2739//b0465//b0755//b0033//b0067//b4124//b1902//b2865//b1505//b0225//b4355//b3819//b1209//b3456//b2078//b3597//b0053//b0585//b3731//b2603//srkA//b0602//b3230//b1422//b1072//b0003//b1090//b2761//b2211//b2267//b0892//b3515//b2220//b1010//b0035//b0381//b1071//b0314//b1960//b0771//b3624//b3520//b0225//b0630//hprR//b0143//b0978//b0972//b0081//b3733//b0577//b3775//b2169//b3005//b4464//b1791//b4089//b2808//b1306//b4252//b1307//b1826//b2047//b3243//b3672//b0009//b3408//b4321//b3615//b3167//b4119//b3553//b4359//b3076//b3401//b4479//b1215//b0208//b1444//b4040//b0576//b1198//b1053//b2842//b0447//b1212//b2156//b1489//b4249//b1885//b2943//b2923//b2194//b3189//b4070//b3565//b3805//b3612//b2622//b1421//b0633//b2921//b3784//b1041//b0180//b0051//b2724//b1004//b1058//b0758//b3117//b3813//b3199//b2011//b2032//b3153//b3148//b2029//b2040//b0981//b3091//b1897//b2155//b1183//b2417//b0129//b3597//b0694//b0245//b1654//b0304//b3869//b3221//b3836//b0789//b0381//b2057//b0742//b2336//b3825//b4020//b1272//b0733//b0727//b4288//b0886//b0287//b3889//hprS//b3707//b1335//b4139//b1135//b3166//b3584//b3710//b0578//b1296//mltG//b0113//b2324//b1593//b4152//b3076//b1994//b3691//b0397//b1481//b4320//b3554//b2746//b3725//b1828//b4014//b0970//b2234//b3032//b4177//b3706//b1849//b3124//b2916//b1047//b1272//b2385//b3403//b3579//b0979//b0828//b4377//b2387//b3428//b1924//b0031//b0593//b4297//b0982//b0208//b4076//b2981//b3251//b1303//b3073//b0404//b0007//b3131//b4144//b3170//b1304//b2079//b2053//b4365//b2086//b3580//b4230//b3503//b3262//b1071//b0873//b3019//b0509//b4363//b1113//b4035//b0032//b2125//b4069//b2314//b0431//b2315//b0067//b3236//b4662//b3180//b0304//b0915//b0038//b1734//b0368//b0049//b0661//b0073//b0583//b4586//b2195//b0355//b1487//b3901//b4484//b2578//b1291//b1732//b4189//b2376//b0823//b2240//b2047//b1002//b0328//b0441//b0441//b0675//b0790//b3546//b2170//b0180//b0154//b1830//b0121//b2867//b2376//b3200//b0678//b0437//b3330//b2741//b0904//b0121//b3554//b2706//b4379//b0907//b0426//b3385//b3081//b4231//b0873//b3834//b1187//b2146//b2136//b0651//b1131//b2606//b3456//b1959//b3282//b3037//b1129//b0028//b0398//b3983//b0832//b2498//b1092//b1320//b0938//b2624//b2330//b0443//b0967//b1650//b4478//b0810//b3967//b0052//b4513//b1804//b0644//b3981//b1447//b0817//b2733//b4399//b0027//b2154//b1076//b3406//b3556//b0345//b3316//b0403//b4095//b2392//b1697//b3635//rpnA//b0112//b1956//b2161//b1404//b3945//b1652//b3030//b3846//b0550//b2920//b1712//b1694//b4065//b0256//b0546//b2253//b0300//b2416//b1440//b1023//b1855//b3498//b2991//b1849//b1252//b0264//b2581//b0533//b1858//b2409//b2820//b2328//b0763//b0999//b0426//b1696//b2992//b1973//b3745//b3960//b3162//b4115//b2579//b2159//b3884//b0491//b2427//b0555//b2423//b0533//b3828//b3359//b3307//b0273//b1069//b1390//b0612//b0336//b0029//b3481//b1035//b4003//b3889//b2376//b4379//b3839//b1274//b1990//b3178//b0717//b0941//b3710//b0729//b1234//b2147//b4155//b3635//b1299//b0810//b0311//b3056//b1243//b1482//b3960//b2217//b0841//b0565//b3901//b0215//b0708//b3519//b4125//b0841//b2929//b3711//b2061//b1257//b2888//b2236//b1733//b3408//b3789//b1774//b4202//b1892//b2415//b2082//b0852//b3114//b1783//b1885//b1801//b2075//b2838//b3430//b0299//b4353//b1998//b1145//b4112//b0710//b2520//b1211//b1448//b0687//b1281//b2498//b3105//b1927//b1059//b2914//b1290//b1298//b2744//b0694//b1334//b0819//b3794//b4208//b3623//b2964//b1723//b3180//b1611//b0604//b2470//b4474//b0294//b0183//b3416//b2975//b2151//b2714//b1286//b0593//b2752//b2458//b3705//b1236//b2811//b0196//b4075//b2840//b2416//b0054//b2157//b2867//b0763//b3753//b2742//b1599//b0576//b1118//b4371//b1467//b3321//b3056//b0417//b0060//b3574//b4063//b3928//b2207//b3584//b3481//b2542//b0095//b0413//b1827//b2544//b3866//b3507//b3166//b1343//b2541//b3138//b0186//b1413//b4367//b0596//b3600//b0085//b3309//b4040//b2926//b2211//b1651//b4112//b3183//b1609//b3710//b2976//b1465//b2519//b4003//b2441//b4478//b2110//b3679//b3869//b0714//b2627//b3581//b2552//b4035//b2266//b2604//b4221//b0550//b3565//b0167//b2151//b0925//b3553//hprS//b2566//b1905//b4162//b4471//b1096//b0092//b1202//b2726//b2874//b3298//b2779//b0734//b1564//b4143//b4078//b0045//b1499//b4304//b2679//b4358//b2203//b4207//b4202//b1334//b1525//b3904//b3148//b1342//b1481//hprS//b0678//b3213//b3629//b4077//b3917//b3282//b2796//b1900//b0836//b0618//b1600//b0727//b2168//b0924//b0103//b3417//b4193//b0946//b4058//b3394//b0197//b2053//b0141//b1886//b1814//b2616//b0754//b0798//b1552//b1848//b0363//b1279//b4161//b0276//b0483//b0303//b3164//b1163//b0511//b0651//b3342//b0512//b0085//b1761//b3062//b1422//b2011//b0564//b1973//b0681//b1683//b2963//b3240//b3909//b2267//b0862//b1474//b3391//b1703//b4266//b4362//b3909//b1008//b0770//b2106//b4161//b0614//b2536//b0448//b1198//b1902//b3358//b1174//b0999//b4073//b4227//b1600//b3892//b4222//b0759//b3800//b3916//b4124//b3973//b2889//b4357//b3634//b1696//b4073//b2938//b1916//b3351//b2498//b3121//b4359//b1427//b0831//b4298//b1718//b1223//b3783//b3423//b2380//b4014//b3512//b4087//b1100//hiuH//b2797//b2211//b2312//b0073//b1884//b3034//b2296//b3132//b2267//b3661//b2925//b3581//b4470//b0805//b1066//b2839//b2178//b2541//b4078//b4088//b3012//b3453//b3991//b1192//b0140//b4080//b0086//b3525//b1842//b1236//b2789//b1887//b3669//b2024//b4042//b2358//b1718//b0072//b1858//b1166//b2892//b1902//b2306//b3641//b2714//b0997//b4392//b2373//b1117//b3959//b0983//b1944//b2560//b3385//b0841//b2307//b3812//b0430//b2725//b3423//b3019//b0097//b1270//b1772//b4662//b4136//b1212//b0215//b3539//b3603//b3582//b4098//b0940//b1374//b0754//b3451//b2494//b1951//b0138//b1350//b2820//b3502//b3957//b0480//b3741//b4174//b3749//b0637//b2057//b2389//b1514//b0303//b1362//b0940//b0584//b1323//b2303//b3459//b4483//b0864//b2406//b0724//b3073//b1291//b1888//b1467//b0437//b1380//b4467//b3238//b1334//b2057//b0318//b0754//b0304//b0131//b0314//b1185//b3074//b3500//b0633//b4040//b0382//b2509//b1824//b0785//b0262//b4147//b2262//b3571//b2553//b1293//b3236//b3167//b2125//b0875//b0393//b1352//b2232//b2610//b4071//b2871//b1763//b0827//b2385//b0539//b2538//b0905//b4557//b0311//b2347//b4337//b4335//b3072//b3634//b1873//b1060//b2843//b2436//b1897//b4354//b0616//b1317//b4142//b3127//b2164//b3173//b3317//b1335//b2573//b1059//b1805//b2393//b2552//b3336//b0970//b4557//b0287//b0929//b0424//b3620//b0368//b4221//b3041//b0001//b1683//b2379//b0363//b1116//b4072//b3300//b4668//b4246//b1873//b2964//b3749//b3685//b1978//b2780//b4262//b2889//b2998//b2678//b2144//b0093//b0026//b1800//b1649//b1340//b2477//b2662//b2092//b2276//b1100//b0299//b2424//b0657//b1776//b1286//b2548//b1246//b3691//b1277//b1603//b2260//b0141//b3574//b1073//b3583//b1658//b1815//b4137//b2240//b3462//b3603//b0619//b3408//b0241//b1688//b2179//b1435//b0325//b1664//b3743//b0303//b1116//b0070//b3219//b2425//b0041//b3905//b0125//b2311//b2367//b3213//b0041//b3994//glsA//b0556//b1782//b3750//b3066//b4011//b2269//b1945//b3203//b2571//b2418//b2165//b3592//b1363//b0805//b4682//b3173//b1210//b1477//b0607//b1284//b3140//b0831//b3627//b3339//b3730//b3522//b1606//b0676//b1829//b2539//b0688//b0474//b1482//b0829//b0437//b1234//b0035//b0086//b3562//b1244//b3349//b4383//b3539//b0024//b0151//b4063//b1435//b3950//yjgX//b2830//b2845//b4039//b3725//b2113//b3740//b1896//b3685//b0796//b2828//b4220//xisR//b3608//b1554//b2516//b2400//b2213//b4222//b0220//b1618//b1013//b0612//b1216//b3035//b3050//b0001//b1058//b1783//b4147//b4194//b2896//b3155//b3553//b4054//b1241//b3359//b0621//b1100//b1858//b3870//b2891//b3900//b2584//b1778//b2542//b4086//b0363//b2770//b1444//b4460//b3667//b3304//b2334//b1123//b4240//b0474//b3634//b1427//b3928//b2624//b3647//b2154//b1250//b2159//b4131//b0637//b0835//b1678//b3201//b3129//b3953//b1956//b1891//b2075//b3718//b2066//b3772//b0920//b2877//b1895//b3648//b0590//b0020//b2327//b3622//b4478//b0256//b0403//b0040//b1113//b1375//b1363//b0797//b1876//b4557//b4312//b1780//b2064//b0465//b1045//b0591//b0742//b1487//b2182//b3809//b1951//b0960//b1619//b0995//b0475//b2347//b1739//b3073//b0840//b1611//b2104//b2310//b3554//b2029//b0910//b0960//b1635//b1010//b3514//b3574//b3206//b1176//b3481//b2480//b3627//b4299//b1289//b0867//b0196//b0025//b0612//b1269//b4169//
GO_0006808_4	b3238//b3308//b1247//
GO_0006810_4	b1362//b0517//b3866//b4148//b3535//b2413//b2801//b3654//b3888//b3705//b4301//b3475//b0015//b0524//b2946//b1655//b2898//yjgX//b0421//b3164//b3454//b0937//b0051//b4114//srkA//b1116//b2683//b3072//b3460//b4075//b1601//b1409//b3652//b4041//b2683//b4235//b0273//b3395//b3080//b2248//b3460//b3486//b2883//b1650//b1905//b0506//b0208//b3613//b2802//b1450//b2218//b2684//b0154//b3311//b0160//b1865//b3294//b3053//b2559//b3046//b0221//b0599//b0680//b0957//b2060//b3032//b3266//b3209//b3423//b0550//b3915//b0915//b4022//b4129//b1918//b2159//b1284//b2874//b0764//b2725//b1050//b3068//b0732//b2032//b2019//b3983//b2113//b2843//b3491//b4020//b2276//b0764//b2479//b2553//b1535//b3017//b3811//b0933//b3804//b3605//b3850//b0933//b3828//b0652//b0826//glsA2//b0089//b1004//b2993//b1644//b3906//b1314//b2114//b0059//b0823//b2628//b1780//b3819//b1844//b2048//b0353//b4128//b3063//b3177//b4147//b3749//b0642//b1175//b1993//b1445//b0693//b0893//b4389//b1855//b1736//b3517//b2525//b3619//b2027//b2053//b3909//b3584//b3556//b1424//b1588//b1253//b1763//b2392//b1827//b1799//b3720//b1766//b4254//b3877//b2611//b1054//b2149//b1679//b0213//b0265//b1018//b2026//b1176//b1902//b4124//b0069//insI3//b1887//b1926//b1812//b3509//b2537//b4480//b4169//b3616//b2926//b0241//b2029//b0420//b3766//b1812//b3407//b1808//b2148//b1340//b2697//b2557//b2871//b3599//b0040//b0775//b0026//b4138//b0483//b2615//b1620//b0710//b0949//b3426//b3683//b2302//b1693//b4246//b3469//b3296//b3433//b2806//b0644//b0491//b0159//b3168//b0775//b2108//b0053//b4079//b3291//b1652//b3543//b1895//b3542//b2370//b3591//b1662//b3164//b3612//b1042//b1731//b3569//b4082//b0839//b1048//b0340//b1981//b0463//b3740//b2153//b3822//b0363//b3525//b1651//b1683//b1652//b3321//b1434//b4240//b1557//b0874//b3710//b2486//b3453//b1008//b1871//b4268//b1620//b0048//b1897//b0524//b3742//b3701//b0988//b3460//b3140//b1800//b4528//b4544//b1430//b0879//b3628//b0894//b2947//b2781//b1499//b0111//b0685//b2362//b4478//b0958//b3516//b0651//b3173//b3679//b0162//b2076//b2407//b0116//b1221//b2168//b1111//b2216//b3265//b3534//b0426//b2245//b4382//b4144//b1651//b1864//b3180//b2407//b4365//b1432//b2140//b0133//b2601//b1639//b1623//b1552//b3931//b0133//b2787//b1433//b1710//b0473//b1107//b4035//b4381//b0756//b1636//b1378//b0722//b3415//b4083//b0677//bioD1//b3319//b3869//b0109//b0350//b4355//b4391//b0103//b2329//b2233//b3616//b3204//b3805//b1166//b1924//b4160//b1433//b1703//b2311//b0506//b1241//b0962//b2952//b1801//b0298//b2800//b2821//b2799//b4269//b3301//b1433//b4004//b0592//b3542//b1870//b2531//b0589//b1467//b1749//b4149//b4511//b1223//b1096//b0123//b4367//b2195//b3179//b0790//b1404//b4357//b0320//b2502//b3572//b3571//b3501//b3080//b1740//b2148//b1388//b0304//b3934//b2020//b1960//b0015//b2630//b0432//b0783//b3897//b2603//b3450//b1831//b2469//b4190//b0347//b1921//b0200//b1694//b4386//b3682//b0349//b1927//b1226//b3287//b0092//b0528//b4477//b0804//b0920//b2184//b1487//b2362//b3306//b0479//b4041//b1841//b3819//b3958//b1841//b1449//b4016//b3540//b3198//b4084//b1530//b1870//b1069//b3018//b1956//b3222//b0449//b4000//b2687//b2465//b0272//b4070//b2135//b2715//b2057//b1508//b3819//b1780//b0555//b4637//b1885//b4246//b1981//b2232//b1404//b2577//b0854//b4114//b0256//b1294//b4323//b0622//b3292//b1221//b4550//b0377//b2716//b3585//b0630//b1096//b1183//b2661//b4133//b2712//b0394//b0817//b0400//b0774//b1829//b3879//b3222//bioD1//b3319//b1438//b2954//b4143//b1865//b4152//b0553//b1232//b0629//b1182//b0827//b3900//b1259//glsA2//b4070//b4464//b2199//b4187//b3962//b1897//b4349//b1270//b0411//b2307//b3205//b0222//b0947//b4189//b4128//b3155//b2558//b3140//b2278//b3524//b0072//b2907//b1852//b4510//b1782//b3188//b2525//b4355//b2381//b1207//b2358//b1438//b2797//b0076//b4524//b1236//b2470//b0855//b4111//b4388//b1440//b0241//b0511//b0785//b3652//b0070//b2751//b0517//b0770//b1525//b1270//b2290//b3965//b2093//b4039//b4349//b1530//b1393//b1298//b4391//b1828//b2185//b1703//b1930//b0071//b3234//b2389//b3311//b3717//b3452//b2010//b2780//b0935//b3565//b1891//b4290//b0049//b3744//b1049//b0182//b3396//b1014//b1926//b3737//b1301//b1791//b2797//b1723//b0397//b2523//b3203//b1829//b0483//b3497//b3551//b2058//b0273//b2628//b3518//b3567//b3585//b0756//b1045//b0927//b2147//b3832//
GO_0006811_5	b2074//b2424//b1022//b2491//b1415//b3060//b2640//b2480//b1434//b3259//b0812//b1060//b4687//b3604//b1642//b0881//b0102//b4319//b2333//b0400//b2038//b3113//b2303//b3615//b1014//b3303//b2264//b0129//b1759//b0350//b0353//b2569//b3685//b4018//b1487//b4089//b3599//b2350//b2955//b2569//b1250//b0466//b3407//b4327//b3888//b1141//b4015//b1779//b1927//b0805//b3189//b1374//b0448//b4093//b2670//b1279//b3179//b3567//b3832//b2682//b0200//b3872//b0350//b3247//b0577//b1790//b3130//b3652//b2153//b0003//b3835//b0325//b3729//b0484//b4059//b2423//b1886//b2169//b3626//b4318//b1284//b0798//b3794//b0696//b1842//b0887//b2060//b3845//b2156//b1334//b0693//b1132//b2748//b3917//b0914//b0962//b3308//b3875//b3702//b2781//b0927//b1776//b0420//b3680//b1590//b3268//b3034//b0792//b0871//b0790//b0802//b2837//b3725//b2474//b4022//b2379//b0583//b1613//b1499//b0178//b1262//b1521//b0024//b2945//b1257//b0727//b2400//b4202//b1186//b4132//b4232//b4261//b3604//b2954//b0755//b2581//b2423//b3067//b1614//b1539//b3178//b3967//b1676//b0781//b0172//b0604//b1469//b1531//b1439//b3702//b3224//b4170//b3129//b2669//b1209//b4053//b3133//b2365//b0487//b4357//b3082//b1132//b1764//b1858//b2607//b0173//b4198//b0452//b2664//b2803//b1404//b3430//b2828//b0095//b0014//b1344//b1261//b0813//b4249//b0447//b0953//b3893//b2456//b1439//b3142//b0738//b3745//b0436//b0096//b3127//b1058//b4501//b3666//b3813//b2688//b1411//b1677//b0635//b2342//b1094//b0195//b1988//b3888//b0173//b4465//b1265//b3238//b2683//b1678//b3871//b3559//b3811//b0339//b4550//b3659//b4485//b1135//b2483//b2253//b0589//b3566//b1814//b4468//b3364//b1927//b3728//b0794//b3240//b1496//b0723//b4116//b0589//b1544//b0328//b1707//b3197//b0740//b1576//b0366//b3249//b4079//b2573//b1597//b0112//b2611//b1684//b0905//b1661//b3769//b4171//b3927//b2715//b0400//b2057//b0659//b1059//b4359//b1735//b3665//b0802//b3959//b2022//b2976//b4124//b2132//b0608//glsA//b1104//b0634//b2057//b4120//b2333//b3231//b3807//b1041//b2575//b1756//b3478//b3604//b1224//b2253//b0889//b2782//b3809//b1039//b4702//b0073//
