# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tcdA//
go_0015909_8	gcvP//
go_0015912_8	thiC//
go_0015914_7	cpsB//
go_0015920_7	ynfH//feaB//
go_0015937_7	ybiV//yfeW//tktB//cmk//
go_0015940_6	kdsB//
go_0015944_4	adiA//yqjH//katE//
go_0015949_5	tktA//yjcS//lpxL//rutD//araA//btuE//pdeR//metG//glnA//tdcE//fes//mtlD//ddlB//galM//idnO//gstA//sodB//lpxT//
go_0015950_6	hisD//
go_0015951_7	tatD//dxs//
go_0015968_6	
go_0015969_8	tsaD//carA//
go_0015976_2	yfdR//
go_0015986_7	
go_0015990_10	rsmG//glk//
go_0016024_7	fucK//
go_0016032_5	hemC//
go_0016036_6	pfkB//gpt//
go_0016042_5	
go_0016052_5	gpp//rluC//trpS//puuC//
go_0016075_8	entD//
go_0016078_8	argH//
go_0016094_6	rfbD//cpsB//
go_0016226_5	yfiC//iaaA//slt//asd//
go_0016259_7	ldcC//
go_0016260_8	adhE//argI//nth//
go_0016310_6	gdhA//truB//glpX//cdh//talB//sodB//pyrC//paaA//tyrB//tcdA//glpB//fadD//pncB//arsC//yjiA//ubiG//pagP//
go_0016311_6	uxuA//argB//ubiC//rlmG//yfaU//tauD//zwf//idnK//galU//dmsC//cdd//tsaB//nrfA//yeiG//ulaD//proS//aroF//rlmH//fabA//pdeH//ycaO//pagP//mnmC//dgoK//metC//fadI//garR//pdeR//metK//bglA//rhaA//dhaM//glmU//uvrB//talB//bacA//udk//argH//fbp//ubiH//
go_0016458_3	
go_0016485_6	umpG//rhaD//
go_0016540_7	tauD//yihX//
go_0016579_7	bglB//
go_0016998_5	treC//
go_0017001_5	nfi//
go_0017003_8	nirD//
go_0017004_7	hcaE//
go_0017013_7	
go_0017038_6	
go_0017148_8	nrfD//nagK//dmsA//metG//rsmF//
go_0017189_7	dacC//
go_0017198_7	mazG//
go_0018012_8	frc//
go_0018023_7	alkA//
go_0018063_8	metC//
go_0018070_8	coaE//aes//
go_0018104_8	tsaD//panD//leuD//dnaQ//lacZ//
go_0018105_8	acpS//
go_0018106_8	
go_0018108_8	phnL//
go_0018117_8	
go_0018125_6	citX//
go_0018131_6	ispF//
go_0018160_8	ygeX//
go_0018206_8	pnp//
go_0018247_9	carA//
go_0018283_6	
go_0018298_7	iscS//
go_0018307_7	asnS//
go_0018315_8	mltD//
go_0018339_9	coaE//
go_0018345_8	coaE//
go_0018364_6	roxA//cynT//
go_0018378_9	
go_0018393_10	gatD//
go_0018394_9	menE//
go_0018410_8	cobT//
go_0018909_5	glnS//
go_0018937_4	metE//
go_0019042_6	araB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	miaB//
go_0019243_7	lyxK//etk//yagF//opgB//
go_0019249_6	apaH//
go_0019250_7	allB//
go_0019262_6	queA//murD//frc//yfiC//epmA//
go_0019264_7	acnB//
go_0019272_9	gshB//gshB//
go_0019284_7	ycjU//thiL//
go_0019285_5	frlC//fadI//
go_0019288_6	proS//rph//dcd//waaH//
go_0019290_5	
go_0019292_8	rnd//
go_0019294_6	pfkB//thrS//allB//metH//
go_0019299_6	moeA//
go_0019301_7	ybhA//cpsB//katE//betB//glk//uxaA//uxaB//
go_0019303_7	mak//ahr//
go_0019305_7	lysU//
go_0019309_7	lpd//
go_0019316_8	lpcA//murI//fkpB//
go_0019318_5	amiD//
go_0019323_6	ung//proS//alkB//fucI//sbcB//gdhA//alaA//
go_0019324_6	ligA//cysC//metG//eptC//thiD//
go_0019343_8	cysD//
go_0019344_7	polA//
go_0019346_7	frdC//
go_0019353_8	pdxA//alsK//gabD//yihT//
go_0019354_6	ribF//
go_0019379_5	lpxM//
go_0019380_6	panD//accC//
go_0019388_7	der//
go_0019391_6	rsmI//
go_0019394_7	kbaY//
go_0019395_5	nudG//
go_0019404_8	iaaA//argE//
go_0019413_6	yfaU//ribE//
go_0019419_4	ilvB//
go_0019427_7	nanE//
go_0019430_5	metK//fabG//prmB//
go_0019432_7	yfaU//
go_0019439_5	kdsC//csdA//
go_0019447_8	sdaA//
go_0019450_9	paaK//
go_0019464_7	adhP//der//opgB//asnB//rsmA//cmoA//
go_0019480_4	lpcA//
go_0019509_7	
go_0019516_4	uvrA//coaD//
go_0019521_6	lgoD//gstB//
go_0019542_6	cdd//
go_0019545_6	acpS//
go_0019546_9	murA//
go_0019563_7	rluE//hemH//sdaB//
go_0019568_7	ribB//cfa//
go_0019569_7	prpD//umpG//fadD//
go_0019571_8	hemH//nadC//hemC//
go_0019572_8	thiC//
go_0019584_7	
go_0019588_7	thyA//hisB//
go_0019592_8	fbp//
go_0019595_8	aceB//
go_0019607_6	dmlA//cynS//
go_0019622_6	upp//speE//araD//
go_0019629_7	lysC//dosP//
go_0019632_5	purA//tdcB//tauD//nemA//
go_0019634_5	preT//
go_0019645_6	fadK//yhdJ//ilvB//
go_0019646_6	phoA//phr//tyrA//galE//
go_0019664_6	yqaB//selA//
go_0019665_5	frc//
go_0019673_6	cysH//
go_0019676_3	alaA//
go_0019677_8	
go_0019679_7	nanA//malP//yhdH//
go_0019686_6	deoA//
go_0019698_7	entB//coaA//nudC//yfcF//cyoE//folD//
go_0019700_6	dmsA//galK//proB//amiD//
go_0019740_2	adhE//mltF//pphA//glpB//yihV//gabT//
go_0019752_6	
go_0019805_6	cysN//
go_0019835_3	
go_0019852_5	ftsI//yccX//codA//
go_0019854_6	alaS//solA//
go_0019856_7	lpcA//
go_0019858_7	rfbD//
go_0019859_7	putA//
go_0019877_6	lyxK//alkB//pgaB//
go_0019878_9	rluB//
go_0019935_6	glpD//scpC//
go_0019985_8	phoA//trmJ//
go_0019988_7	torA//
go_0022417_4	iaaA//
go_0022610_2	garD//
go_0022611_3	eutD//bioC//gph//
go_0022900_4	yahK//glpX//
go_0022904_5	kdsC//hisH//dapB//
go_0023014_4	rsmD//ybjG//yagF//
go_0030001_7	rfaD//dapF//sdaB//
go_0030007_8	lsrG//
go_0030026_9	
go_0030091_6	sgbU//fabZ//kdsB//nrdA//
go_0030153_5	
go_0030162_7	
go_0030163_5	waaP//kduD//napB//mrcA//
go_0030244_9	
go_0030258_5	nadC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	pgaD//polB//
go_0030388_5	rsmG//hemC//hisF//
go_0030488_6	trmJ//frc//pfkA//tmk//aroE//uxuA//nadA//dcd//mgsA//ansA//
go_0030490_10	
go_0030497_7	phnI//yihV//
go_0030541_4	
go_0030573_6	ispA//
go_0030632_8	frdA//serC//rsmF//treC//
go_0030641_8	ribC//ispA//
go_0030643_8	
go_0030961_9	adhE//
go_0030980_7	purT//selA//dam//
go_0031118_8	aroF//
go_0031119_8	lipA//waaJ//uxuA//garD//suhB//menA//
go_0031125_10	idnD//
go_0031162_5	rsmG//
go_0031167_6	purT//fdhF//rnpA//hemF//paaF//csdA//
go_0031280_6	mepS//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	sgbE//
go_0031400_8	
go_0031439_9	
go_0031460_7	ulaF//sbcB//dhaM//ubiX//xylB//nadE//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	paaB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	eutD//
go_0032026_6	cheR//
go_0032049_8	recR//pdxY//ampH//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	trpC//
go_0032196_3	thiL//
go_0032238_6	tsaC//
go_0032259_3	epmC//mutT//adhP//entE//
go_0032261_6	murF//
go_0032263_7	tmk//cheB//
go_0032264_7	dosP//rlmF//
go_0032265_7	thrS//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	araB//birA//hisD//
go_0032329_7	tmk//cobC//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	mutT//
go_0032445_10	paaH//gstB//
go_0032462_7	paaA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	trmI//adk//cmoB//kdgK//
go_0032774_6	kduI//
go_0032775_6	ribD//thiC//cpsB//
go_0032781_7	
go_0032784_8	
go_0032790_6	queD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	cadA//
go_0032978_7	
go_0033014_6	metL//abgB//
go_0033051_5	waaH//
go_0033120_8	
go_0033194_5	serB//gcvP//dmsA//
go_0033195_5	relA//
go_0033212_10	galM//luxS//
go_0033214_11	ilvA//fucA//
go_0033228_8	pta//cdh//asnA//
go_0033317_7	alaA//trmD//nemA//mnmE//
go_0033320_6	paaB//
go_0033345_8	gcd//rlmL//
go_0033353_5	recF//
go_0033359_7	ynfF//ascB//
go_0033384_6	rdgB//
go_0033388_7	dbpA//
go_0033477_5	moaE//
go_0033499_8	trpD//csdA//yagE//nemA//ycjU//
go_0033518_6	waaJ//
go_0033539_7	pta//
go_0033542_7	murI//
go_0033543_8	uxuA//
go_0033567_6	
go_0033585_7	idnO//tmcA//
go_0033611_8	hyaA//
go_0033683_7	
go_0034194_8	hisC//mcrA//frdA//
go_0034195_8	yfbR//
go_0034198_6	selD//leuA//
go_0034203_6	trpD//
go_0034204_5	serB//pgpB//
go_0034213_6	glnS//
go_0034214_7	yqhD//phnG//hemL//
go_0034219_6	gloB//pta//fadM//def//gmd//nanE//hisF//glmU//dacC//tauD//hemD//hpt//guaA//dmsA//insI-2//nrdF//ligA//uxaC//yjjX//malS//wecC//dosP//aes//frmA//pdeH//fadE//katG//treC//glk//
go_0034220_6	rffH//uvrA//frmB//plsC//malY//rluD//
go_0034224_6	
go_0034227_8	pdxH//
go_0034258_8	mnmG//
go_0034260_5	
go_0034289_7	frlB//
go_0034337_3	ubiC//
go_0034355_7	rhaD//maa//fbaA//pta//
go_0034401_5	
go_0034414_9	gltX//
go_0034421_8	mhpB//
go_0034470_8	ppiA//
go_0034552_7	
go_0034599_5	lpxM//pepD//mutS//gcvH//garR//
go_0034605_5	hemB//ftsI//
go_0034614_6	tsaB//
go_0034620_6	pyrC//
go_0034628_9	treF//accB//ilvA//tag//mltF//
go_0034635_6	cysD//
go_0034644_7	nadB//
go_0034661_7	
go_0034775_7	uxaB//amiD//
go_0034983_9	metH//ydiO//
go_0035235_6	folA//cmk//atoB//
go_0035307_9	
go_0035335_8	treC//metG//
go_0035344_8	thrB//ansB//
go_0035350_6	glgA//
go_0035429_8	hycB//ydiO//xthA//orn//tktA//rlmB//
go_0035433_7	phnL//
go_0035434_9	ada//
go_0035435_9	proA//dosP//udp//yieF//
go_0035442_7	pbpC//nirD//etk//phnM//yigB//sucB//rffC//
go_0035443_7	lpxT//ppc//xylA//
go_0035444_9	metH//plsB//yqhD//umuC//
go_0035461_6	adhP//
go_0035524_8	napC//
go_0035552_6	sdaB//
go_0035553_6	gor//
go_0035556_4	
go_0035600_8	argF//
go_0035672_6	selD//napB//yeiG//
go_0035725_9	ansB//rsuA//metL//mltA//glyS//
go_0035784_9	pgaB//
go_0035864_6	
go_0035873_8	guaB//accA//
go_0035999_5	nagB//rbn//upp//
go_0036001_7	yciA//
go_0036047_9	katG//
go_0036049_9	purU//
go_0036088_6	wzc//
go_0036104_6	phnN//pdeF//
go_0036172_6	pgsA//
go_0036214_3	
go_0036265_6	ushA//
go_0036289_9	preA//nrdB//
go_0036448_6	gapA//trmI//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	lpoB//cpdB//
go_0040033_9	
go_0042026_4	pyrD//pphB//rlmG//lpxT//
go_0042126_5	nagK//
go_0042128_5	
go_0042150_7	dacD//
go_0042157_5	
go_0042158_6	mtn//ackA//
go_0042177_7	
go_0042182_5	speB//
go_0042219_6	
go_0042245_7	ilvE//thrC//pphB//
go_0042254_5	maeA//
go_0042255_6	
go_0042274_5	fkpA//
go_0042304_7	
go_0042351_7	poxB//
go_0042355_8	mhpC//nrfB//ydfG//guaD//thiG//dxs//
go_0042371_7	kbaZ//
go_0042413_6	mdh//relA//
go_0042450_7	tilS//phnG//lpxC//glnE//pdxJ//tynA//
go_0042454_7	carB//
go_0042493_4	wcaJ//rsmD//panD//patA//opgE//acpS//dhaL//argC//glk//ulaE//leuC//hisA//guaC//
go_0042538_6	ispU//lacZ//pabB//
go_0042542_5	metK//argF//ilvD//ruvA//
go_0042545_5	tehB//
go_0042594_4	torA//pfkB//coaE//serS//
go_0042619_6	
go_0042710_4	fadI//rluB//clsA//ynfH//malQ//cobU//paaE//tpiA//
go_0042732_6	roxA//
go_0042744_6	nudC//thrC//
go_0042759_7	tdcE//
go_0042773_6	fadE//
go_0042777_8	
go_0042780_10	citE//dcyD//
go_0042817_5	yjhH//
go_0042819_6	rutD//
go_0042823_6	alaS//nudG//glgP//pdeR//
go_0042838_6	dacC//rnpA//trpB//recF//
go_0042840_7	fabI//rluB//dgkA//rnt//allB//yqhD//
go_0042843_7	cmoA//trpC//
go_0042846_8	waaU//
go_0042852_9	fabZ//
go_0042867_8	waaO//
go_0042873_7	mhpB//
go_0042882_10	phnG//ttdA//
go_0042884_7	alsE//yfcG//yagE//
go_0042885_8	cobS//
go_0042891_6	nanE//coaE//mpaA//folP//cdsA//dam//gph//
go_0042906_8	cysD//fabH//ligB//
go_0042908_5	xapA//
go_0042914_8	cadA//
go_0042918_6	kdgK//sdhC//
go_0042919_6	
go_0042920_6	udp//
go_0042928_7	
go_0042930_7	argK//pdxY//pykF//mltB//adhP//gntK//gpp//fcl//yegS//lyxK//
go_0042938_8	sgbU//gph//rutA//
go_0042939_8	pyrE//
go_0042941_8	treC//
go_0042942_6	panB//xapA//
go_0042953_6	
go_0042956_8	ligB//lpxH//
go_0042968_8	ahpC//glcF//xapA//
go_0043039_6	miaB//alaA//tmcA//
go_0043041_6	frdD//cysN//
go_0043085_5	ldhA//adhP//pyrH//
go_0043086_5	rffC//
go_0043093_3	rffT//kduI//polA//nrdD//
go_0043097_6	glcB//leuB//
go_0043099_7	galK//
go_0043100_6	bioA//
go_0043102_5	menD//
go_0043103_7	glk//
go_0043137_6	leuA//glpA//
go_0043150_8	
go_0043157_6	truB//
go_0043164_6	hisD//polA//alkA//ldtB//argB//ynfE//kdgK//
go_0043165_6	scpB//malP//
go_0043171_5	xapA//scpB//cheR//glgA//sodB//
go_0043200_5	
go_0043201_6	
go_0043213_7	mtlD//sdaA//
go_0043254_5	
go_0043335_3	rffC//ydfG//glcE//yigB//tgt//
go_0043433_5	ruvC//fadB//ygjK//
go_0043442_6	fklB//
go_0043456_6	hisH//
go_0043462_6	dgcT//
go_0043470_6	
go_0043471_6	
go_0043488_5	idnK//bglX//wrbA//
go_0043547_7	
go_0043571_7	gatD//
go_0043610_4	pyrH//rnt//galK//
go_0043686_7	trmJ//
go_0043687_7	speC//purL//ssuD//fumC//fes//
go_0043708_5	queD//
go_0043709_6	cpsB//
go_0043711_5	
go_0043952_7	
go_0043953_7	proS//
go_0044010_5	bioC//leuB//ampD//menC//maa//ahpC//
go_0044011_4	rne//
go_0044036_5	ada//sucA//napB//
go_0044038_6	leuS//tdcD//
go_0044092_4	
go_0044179_5	
go_0044208_7	fes//
go_0044238_3	dgcM//fucK//tig//tig//
go_0044248_4	
go_0044255_4	
go_0044262_4	dbpA//manA//
go_0044273_5	rhaA//
go_0044275_5	waaQ//
go_0044349_6	
go_0044355_6	aroH//
go_0044532_6	
go_0044659_7	acnA//
go_0044718_6	nfsB//
go_0044764_3	
go_0044780_6	rutC//
go_0044781_5	
go_0044787_5	glpD//
go_0044874_7	
go_0045004_7	aldA//cdd//moeB//
go_0045013_7	
go_0045226_7	arnA//mltF//rnt//fklB//rlmB//miaA//
go_0045333_5	rlmL//dmsA//
go_0045337_6	sdhD//
go_0045454_4	deoB//yqjH//kbaZ//yeaE//lysA//trpB//torY//
go_0045471_5	aroF//yigB//
go_0045717_8	pgi//lipA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	alsE//prpD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ssuD//glpA//pck//malY//waaZ//
go_0045893_8	rbsD//phnH//
go_0045900_9	
go_0045903_5	mltC//
go_0045912_6	hinT//speD//plsB//
go_0045926_5	
go_0045936_8	
go_0045947_9	ung//hisD//
go_0045975_9	
go_0045990_6	
go_0046037_8	epmC//
go_0046040_8	ymdB//
go_0046047_8	argS//
go_0046050_8	dmsB//udp//xylB//
go_0046052_8	rph//
go_0046061_8	tdcB//
go_0046076_8	moaA//
go_0046081_8	ddlB//ansB//
go_0046086_6	araA//
go_0046098_7	aceF//
go_0046100_7	ddlB//
go_0046101_6	gldA//rnpA//
go_0046103_9	iaaA//
go_0046104_8	gpmA//
go_0046115_10	rutE//
go_0046133_8	paaH//speB//
go_0046166_6	rnb//
go_0046168_6	eutD//mltF//
go_0046176_6	entC//waaF//napA//pdxK//
go_0046177_7	ldtC//leuC//kdsD//dgcT//
go_0046181_7	rfbB//
go_0046183_7	hisG//phnP//speB//
go_0046187_6	bglB//
go_0046196_5	thiI//
go_0046210_6	yihS//nagA//rlmC//
go_0046214_6	ulaD//
go_0046256_7	nanE//fadB//
go_0046271_5	glgX//
go_0046279_6	pgm//
go_0046292_4	ruvB//
go_0046294_5	spoT//hisI//
go_0046296_6	frlC//mcrB//pldB//
go_0046306_6	allD//mltC//
go_0046323_10	epmB//
go_0046325_8	
go_0046336_6	metK//
go_0046342_8	epmB//
go_0046348_6	nagZ//acnA//
go_0046365_5	udp//
go_0046392_7	hemG//deoD//ilvN//tnaA//
go_0046397_6	
go_0046416_6	nrfA//
go_0046452_6	ilvB//
go_0046459_6	ubiG//
go_0046470_5	
go_0046474_6	ispA//fadB//yhdJ//phnP//tyrA//prpC//
go_0046487_5	miaB//
go_0046501_6	aldB//
go_0046618_6	pgaB//ogt//entD//fadE//malP//mhpA//
go_0046654_7	rsgA//pabC//ligB//ldtE//paaB//
go_0046655_5	nudC//
go_0046656_6	yeiG//glpK//ispU//uidA//lysC//glpK//
go_0046657_6	uvrA//
go_0046677_4	ilvN//preA//amiD//narI//nirB//asd//ybjI//dusC//treF//waaL//cdd//dinB//murG//fadA//wecB//mltB//yieH//araD//mutT//dacA//scpC//ydfG//tcdA//yigB//hemF//rluD//phnH//glnS//insI-2//truB//gadB//
go_0046685_4	gstB//arnA//
go_0046686_6	ybjI//
go_0046688_6	yeaG//asnS//
go_0046690_5	maeA//gor//
go_0046710_8	zwf//
go_0046718_8	dacD//fumA//
go_0046777_8	acpT//mak//oxc//
go_0046834_6	dgcZ//
go_0046835_5	panE//cynS//cobU//rluB//cdh//pyrF//dmsC//dinB//ruvC//narY//pdxH//yihS//aceF//yccX//ubiI//deoA//tag//iscS//tatD//cysD//gluQ//
go_0046836_7	narG//
go_0046839_6	bioD//
go_0046855_6	umpG//
go_0046892_8	
go_0046901_7	cysQ//
go_0046939_7	yagF//metG//hemB//ldtE//
go_0046942_7	rluB//dnaQ//rluF//
go_0046944_7	gstA//
go_0047484_6	
go_0048034_6	ansB//
go_0048255_6	
go_0048473_8	dadA//
go_0048518_4	
go_0048870_3	paoC//
go_0050427_5	ascB//
go_0050667_6	pphA//clsC//
go_0050779_5	yieH//
go_0050790_4	queC//prpD//
go_0050821_5	rsgA//melA//
go_0050918_5	nagA//hisS//
go_0050919_5	gcvH//
go_0051050_5	
go_0051083_5	fruK//
go_0051085_5	proB//ung//
go_0051090_4	phnJ//
go_0051091_5	ansA//
go_0051131_7	
go_0051143_8	ulaF//
go_0051156_5	ruvB//
go_0051171_5	
go_0051188_5	bioC//
go_0051191_6	lysU//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	nudC//tehB//
go_0051270_5	
go_0051271_6	dacD//asnB//
go_0051274_8	
go_0051276_5	
go_0051289_8	sufS//gloC//dinB//pheS//recF//dkgB//mrcB//hyaB//thiG//menA//tktB//hemG//rutD//waaA//yigL//purT//ybjI//argE//rnd//ileS//narI//uxaB//waaA//uvrA//tmk//fumC//mug//pdxH//nirD//entD//avtA//ogt//
go_0051301_3	rlmC//dkgA//pgpA//fbp//menA//ampH//speE//ssuE//
go_0051302_5	
go_0051304_4	katE//
go_0051338_5	
go_0051345_6	
go_0051346_6	fucI//
go_0051347_6	
go_0051349_6	
go_0051353_6	bglX//
go_0051391_8	moeB//
go_0051409_4	metB//
go_0051410_3	serB//
go_0051452_10	araD//
go_0051453_9	fucK//
go_0051454_10	frmB//cobC//gdhA//glgX//ubiF//
go_0051476_7	tilS//
go_0051484_7	sucB//
go_0051495_8	
go_0051595_6	menI//epmC//
go_0051596_6	yhdH//nadD//malY//guaD//
go_0051599_4	
go_0051603_6	fruK//cof//
go_0051604_5	yccX//selB//cdh//
go_0051607_4	abgB//rluF//
go_0051649_4	
go_0051668_4	
go_0051692_6	sbcB//hcaD//
go_0051704_2	tyrS//glmM//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	menA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	metF//nfsB//
go_0052778_6	dosP//
go_0052837_6	napA//
go_0055070_10	metL//
go_0055072_10	dosP//glcB//
go_0055085_5	purN//paaE//lpoA//rpiA//ynfH//eutD//ilvD//sbcB//cheR//deoB//fklB//purD//serS//dacD//garR//gpmA//lldD//napB//dmsC//torC//dxs//alaS//queD//pflB//pdeR//fadD//dusB//rluF//ada//paaH//pcm//gcvH//dusB//dapD//accC//lpxK//ldtC//rlmE//rnt//cysN//nrfD//amiD//garL//def//ddlB//nudC//hdhA//astC//alsK//ilvN//aroC//treA//prmC//caiB//cysD//accD//roxA//pyrD//atoB//azoR//ybjG//ung//alkA//melA//yihX//yegS//paaB//truA//ppiC//nrdF//murD//rffT//roxA//scpC//ispA//glk//trmI//mobA//chbG//thrS//
go_0055086_4	malP//csdA//
go_0055114_3	tktB//hypB//argA//solA//mgsA//pgk//arnT//yjcS//nagB//gadB//allD//relA//pheS//dkgA//trpB//allC//ruvB//trmL//sdhB//caiD//recR//tehB//aroA//ribB//xylA//araA//dapB//mrcB//hpt//cobB//ilvM//arnB//cfa//entB//rluF//fadJ//prmC//proA//sodB//pyrD//sdaA//mnmE//ahpC//ttdA//
go_0055129_5	preT//frdB//ubiH//
go_0055130_8	trmJ//rluC//
go_0060003_10	idnK//fucO//
go_0060274_5	nanA//
go_0060326_5	fes//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rluC//
go_0061077_4	pykA//yfcG//queF//dxs//paaA//
go_0061475_9	proS//
go_0061504_8	epd//
go_0061610_5	csdA//
go_0061615_7	ubiH//xapA//
go_0061720_5	phnG//lpxK//pyrD//
go_0065002_6	mrdA//
go_0065007_2	paaE//
go_0070084_7	metB//
go_0070178_5	phnN//
go_0070207_8	cysH//aldB//adeD//
go_0070298_8	
go_0070301_6	phnI//ispG//
go_0070329_5	wrbA//
go_0070413_7	btuE//
go_0070415_6	menI//adhP//
go_0070417_5	cfa//
go_0070453_7	waaU//
go_0070475_7	galU//lpcA//gpt//napA//yihT//cmoA//rutB//hdhA//hemB//narI//cdsA//tmcA//ilvC//trmJ//yieF//spoT//rsgA//pdxY//gcd//
go_0070476_7	aspC//gshB//
go_0070482_4	pphB//
go_0070574_9	dacA//mnmC//cmk//pdxA//
go_0070581_8	
go_0070588_9	
go_0070689_6	kbaY//fadJ//
go_0070726_5	melA//ldtD//
go_0070778_6	gatD//dkgA//
go_0070894_6	
go_0070930_7	
go_0070981_6	eno//
go_0070989_4	pflB//
go_0071139_6	
go_0071218_6	ispF//
go_0071229_5	
go_0071230_6	sthA//
go_0071236_5	zwf//puuD//gcl//
go_0071237_6	
go_0071243_5	sodA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	nhoA//
go_0071271_7	ldtE//
go_0071276_7	
go_0071280_7	mtn//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	glyS//dmsA//
go_0071289_7	entB//
go_0071291_6	mrdA//
go_0071292_7	adeD//
go_0071294_7	arnB//
go_0071310_5	
go_0071421_9	selA//hemH//def//
go_0071422_7	edd//metB//mpaA//
go_0071423_8	galT//
go_0071454_5	xylB//yjjX//
go_0071456_5	
go_0071467_5	
go_0071468_6	puuE//nagA//fes//appA//
go_0071470_5	
go_0071474_6	lgoD//adeD//yagE//
go_0071500_5	argK//
go_0071502_5	
go_0071555_4	argI//hisG//nrdD//cmk//gcd//fadK//purT//pfkA//
go_0071577_9	rsmB//pta//xapA//yeiG//rluB//rhaB//
go_0071705_5	
go_0071731_5	
go_0071732_6	argG//
go_0071769_5	
go_0071805_4	mcrB//ygeX//gltX//leuD//rutD//eptA//ravA//nudG//metB//
go_0071806_6	lyxK//prpB//
go_0071807_8	
go_0071897_6	rnd//lplA//rihB//menD//ilvC//tesB//
go_0071915_9	dsdA//
go_0071932_8	nfi//
go_0071934_6	acpS//
go_0071945_7	
go_0071951_8	hemC//
go_0071963_4	
go_0071973_6	gabD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	malS//ulaF//
go_0072348_5	rsmC//
go_0072488_7	tdcE//
go_0072511_7	aroC//
go_0072531_6	mutT//
go_0072581_9	mutS//
go_0072714_5	
go_0075713_7	
go_0080111_4	cysH//ispU//
go_0089705_7	
go_0089709_7	rpiA//panC//
go_0090071_6	
go_0090116_7	dusC//
go_0090143_4	
go_0090305_6	argA//cysI//queC//nadB//fruK//ubiH//fbp//sucA//rfbC//serA//napC//ispG//coaD//dgcT//prmC//yfcF//plsC//ynfE//ndh//ilvB//tnaA//dhaM//rnpA//leuS//hyaA//rlmA//mak//ldtD//hemH//gcvT//hchA//trmL//dgcT//yjcS//yahK//tnaA//waaQ//nfi//fabH//pldB//phnO//dxr//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	nirB//ahpC//yrfG//plsB//sdhC//alkB//ilvI//tyrA//pdxJ//puuD//adiA//ligB//
go_0090502_8	pdxY//glpB//glpC//hisB//pabB//iscS//puuC//metF//hchA//tsaC//queC//narV//murI//dgcT//ygjK//glpK//ybjG//
go_0090503_8	astB//waaH//polB//gltD//polA//yagF//hflX//asnS//uvrB//
go_0090529_5	
go_0090540_10	uidA//
go_0090549_5	
go_0090609_6	citG//
go_0097056_7	rffM//
go_0097264_6	clsB//
go_0097304_7	gcvP//
go_0097339_7	luxS//
go_0097428_6	solA//ldcA//
go_0097502_4	scpB//
go_0097510_7	yihX//
go_0097533_5	
go_0097638_8	aldB//
go_0098002_8	
go_0098655_7	manA//tmcA//hisC//ndk//wzc//pphA//lldD//waaU//pdxY//gcvP//cueO//hemL//cysH//yjjG//hyaC//
go_0098656_7	pdxK//
go_0098707_10	
go_0098708_8	rhaB//ispA//
go_0098710_7	fumC//kefF//
go_0098713_8	gatD//paaC//
go_0098719_9	
go_0098732_6	rsmH//
go_0098795_9	gabD//
go_0098869_4	yjcS//rhaB//cmoB//speD//ushA//ppiC//truB//ldcC//tesB//kduI//cynS//iaaA//umuC//hypF//adhP//
go_0099131_7	waaA//
go_0099132_7	yigL//lipA//idi//entC//nrdA//rfbC//nrfA//panB//
go_0099133_8	psuG//bioC//lacZ//gutQ//hycB//cmoA//lpoA//pphB//wzc//aroB//pgpA//xylA//
go_0101030_8	pgaD//
go_1900190_5	rffH//
go_1900191_6	
go_1900192_6	
go_1900231_6	dgcM//
