# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	allB//
go_0015909_8	argG//
go_0015912_8	maeA//
go_0015914_7	hisI//
go_0015920_7	mnmE//tauD//
go_0015937_7	tauD//btuR//torY//folA//
go_0015940_6	cmk//
go_0015944_4	ruvB//ygeX//galE//
go_0015949_5	edd//garK//lplA//lysU//slyD//dcm//hyaA//plsC//gpmA//cynT//argA//arnT//mutS//yfaU//araA//wecC//rlmE//asd//
go_0015950_6	tktA//
go_0015951_7	bioB//ulaD//
go_0015968_6	
go_0015969_8	rluC//prpB//
go_0015976_2	prs//
go_0015986_7	
go_0015990_10	rsmJ//hemD//
go_0016024_7	yqaB//
go_0016032_5	ddlA//
go_0016036_6	aceA//puuA//
go_0016042_5	
go_0016052_5	murI//gltD//folA//mepS//
go_0016075_8	thiL//
go_0016078_8	phnG//
go_0016094_6	rlmB//purC//
go_0016226_5	der//rffG//ydiF//entB//
go_0016259_7	waaB//
go_0016260_8	codA//menF//codA//
go_0016310_6	frlC//hyi//aphA//proA//pldB//hisG//xylB//slyD//pldB//recO//lpxL//aroK//waaJ//pyrE//fabZ//dam//ubiA//
go_0016311_6	thiC//ubiX//tdk//eno//rfe//suhB//hcaD//ispG//ubiF//ahr//pnp//hinT//carA//truB//panC//yciV//gltB//tktB//dusC//hisF//sodC//aspS//speD//accC//gpmA//mgsA//yigL//ltaE//narH//rnpA//dkgA//nudB//lpoA//cysK//fau//queA//trpS//ruvA//nrfC//entE//
go_0016458_3	
go_0016485_6	menD//garR//
go_0016540_7	mdh//acnA//
go_0016579_7	moaE//
go_0016998_5	nrdE//
go_0017001_5	fabB//
go_0017003_8	fumA//
go_0017004_7	yciA//
go_0017013_7	
go_0017038_6	
go_0017148_8	fcl//sgbH//kdsA//uvrC//gldA//
go_0017189_7	relA//
go_0017198_7	umuD//
go_0018012_8	uvrA//
go_0018023_7	rutD//
go_0018063_8	lysS//
go_0018070_8	asnA//folX//
go_0018104_8	birA//epmA//rsuA//uvrB//fdhF//
go_0018105_8	leuC//
go_0018106_8	
go_0018108_8	waaH//
go_0018117_8	
go_0018125_6	ansA//
go_0018131_6	cysG//
go_0018160_8	hyaB//
go_0018206_8	trpC//
go_0018247_9	lpxH//
go_0018283_6	
go_0018298_7	wecC//
go_0018307_7	ndh//
go_0018315_8	torZ//
go_0018339_9	lpd//
go_0018345_8	selA//
go_0018364_6	ilvA//gstA//
go_0018378_9	
go_0018393_10	rlmA//
go_0018394_9	paaB//
go_0018410_8	ugd//
go_0018909_5	dmsB//
go_0018937_4	abgA//
go_0019042_6	poxB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	cobT//
go_0019243_7	trmA//ldcC//waaY//paaA//
go_0019249_6	aroH//
go_0019250_7	pgk//
go_0019262_6	rpiB//metC//clsA//fadE//pgaC//
go_0019264_7	tsaC//
go_0019272_9	yagF//napA//
go_0019284_7	ldtA//folA//
go_0019285_5	prmC//metL//
go_0019288_6	acnB//truD//aes//rrrD//
go_0019290_5	
go_0019292_8	bioB//
go_0019294_6	lgoD//tag//ubiC//pyrF//
go_0019299_6	dkgA//
go_0019301_7	dcm//ilvN//recR//glxK//xthA//avtA//mhpD//
go_0019303_7	ynfF//araA//
go_0019305_7	dacC//
go_0019309_7	otsB//
go_0019316_8	frdC//rffM//xthA//
go_0019318_5	mhpB//
go_0019323_6	ribE//ubiF//pyrD//murE//arnB//mltC//etk//
go_0019324_6	purT//mepS//sodB//yjcS//relA//
go_0019343_8	dgcZ//
go_0019344_7	speC//
go_0019346_7	adeD//
go_0019353_8	galM//bglA//argH//aroH//
go_0019354_6	dgcT//
go_0019379_5	phnH//
go_0019380_6	gmhB//glpB//
go_0019388_7	queG//
go_0019391_6	waaZ//
go_0019394_7	torY//
go_0019395_5	cysD//
go_0019404_8	yjhH//ygeX//
go_0019413_6	waaF//pgaD//
go_0019419_4	dfp//
go_0019427_7	menI//
go_0019430_5	paaZ//ribC//frdB//
go_0019432_7	hcaF//
go_0019439_5	serC//glpC//
go_0019447_8	tmk//
go_0019450_9	leuS//
go_0019464_7	hchA//asnS//phnJ//sbcB//cynS//menD//
go_0019480_4	glmM//
go_0019509_7	
go_0019516_4	bioD//eptC//
go_0019521_6	gntK//katE//
go_0019542_6	sdaB//
go_0019545_6	acs//
go_0019546_9	serB//
go_0019563_7	eutD//pinE//ugd//
go_0019568_7	entF//wzc//
go_0019569_7	panD//nirB//ampH//
go_0019571_8	epmB//uvrC//fes//
go_0019572_8	fau//
go_0019584_7	
go_0019588_7	mazG//cobS//
go_0019592_8	gatD//
go_0019595_8	queG//
go_0019607_6	fau//idnO//
go_0019622_6	yfcG//cysK//slyD//
go_0019629_7	thiD//hisF//
go_0019632_5	paaZ//tmk//aroG//fabD//
go_0019634_5	trmH//
go_0019645_6	yihS//cmoB//galT//
go_0019646_6	ldhA//dmsB//ttdA//gluQ//
go_0019664_6	wrbA//argK//
go_0019665_5	metC//
go_0019673_6	fadI//
go_0019676_3	mhpA//
go_0019677_8	
go_0019679_7	yagE//murQ//frdB//
go_0019686_6	queF//
go_0019698_7	alsK//nrfD//yqjH//rutD//ansA//moaD//
go_0019700_6	yhdJ//rsmC//hemD//clsC//
go_0019740_2	aroD//yqhD//hisF//rpiA//ribC//rfaD//
go_0019752_6	
go_0019805_6	ybjI//
go_0019835_3	
go_0019852_5	rutE//sucC//waaJ//
go_0019854_6	abgA//fabH//
go_0019856_7	gpsA//
go_0019858_7	purF//
go_0019859_7	paaB//
go_0019877_6	abgB//fabB//purB//
go_0019878_9	der//
go_0019935_6	uxuB//hdhA//
go_0019985_8	yjhH//dacC//
go_0019988_7	gudD//
go_0022417_4	gcd//
go_0022610_2	rhaB//
go_0022611_3	nrfB//relA//yciV//
go_0022900_4	hisF//prs//
go_0022904_5	ppk//dcyD//ubiA//
go_0023014_4	uxaB//rihA//ssuD//
go_0030001_7	rluD//cueO//malZ//
go_0030007_8	aspS//
go_0030026_9	
go_0030091_6	murI//kbaZ//yihX//acpH//
go_0030153_5	
go_0030162_7	
go_0030163_5	aroB//clsC//rluE//waaP//
go_0030244_9	
go_0030258_5	yfiC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	paaE//katE//
go_0030388_5	frmB//fadB//btuE//
go_0030488_6	trmJ//fbp//nanK//aceF//fau//nirD//nrfB//narI//mdh//dmsB//
go_0030490_10	
go_0030497_7	rfaD//nanE//
go_0030541_4	
go_0030573_6	tehB//
go_0030632_8	gcvH//araA//edd//dgcM//
go_0030641_8	abgB//yigB//
go_0030643_8	
go_0030961_9	lsrG//
go_0030980_7	gabT//cysH//ribF//
go_0031118_8	glpB//
go_0031119_8	rihC//torA//rsmD//mtlD//rfaD//recR//
go_0031125_10	fdhF//
go_0031162_5	leuS//
go_0031167_6	tktB//torA//sad//yhdH//adk//coaD//
go_0031280_6	torY//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	waaL//
go_0031400_8	
go_0031439_9	
go_0031460_7	dnaQ//lplA//entC//cdsA//uidA//edd//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	treA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	dgcM//
go_0032026_6	betA//
go_0032049_8	napA//fadM//aceB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	appA//
go_0032196_3	rne//
go_0032238_6	hyi//
go_0032259_3	alr//phoA//selB//yieF//
go_0032261_6	ndk//
go_0032263_7	cmoA//glpA//
go_0032264_7	dnaE//phnM//
go_0032265_7	azoR//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ltaE//glpD//tktB//
go_0032329_7	rnd//rlmE//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rhaM//
go_0032445_10	rutA//fbaA//
go_0032462_7	malS//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	aes//appA//nadC//eptC//
go_0032774_6	mutL//
go_0032775_6	nadK//guaC//aroB//
go_0032781_7	
go_0032784_8	
go_0032790_6	glnS//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	narZ//
go_0032978_7	
go_0033014_6	fadI//opgB//
go_0033051_5	ldhA//
go_0033120_8	
go_0033194_5	idi//tmcA//speB//
go_0033195_5	dkgA//
go_0033212_10	tynA//hcaF//
go_0033214_11	gpt//dhaM//
go_0033228_8	btuE//cyoE//gmk//
go_0033317_7	epmC//prpC//gcl//eptC//
go_0033320_6	betA//
go_0033345_8	yihS//slyD//
go_0033353_5	xapA//
go_0033359_7	fucK//gcvH//
go_0033384_6	fbp//
go_0033388_7	deoA//
go_0033477_5	fruK//
go_0033499_8	argG//srlD//ahpC//fkpA//nfi//
go_0033518_6	leuA//
go_0033539_7	gltD//
go_0033542_7	tdcD//
go_0033543_8	amyA//
go_0033567_6	
go_0033585_7	uxaC//thiC//
go_0033611_8	def//
go_0033683_7	
go_0034194_8	pfkB//ilvA//kduI//
go_0034195_8	truC//
go_0034198_6	epmA//tynA//
go_0034203_6	hflX//
go_0034204_5	rfbC//rsmJ//
go_0034213_6	deoB//
go_0034214_7	nudF//proS//truA//
go_0034219_6	rutD//tsaB//hcaF//asnA//rlmH//gatZ//nadC//betB//wrbA//metL//hyaC//paaZ//mazG//sthA//fucO//lpxP//sthA//wcaJ//argI//fabD//fabZ//rffM//ligA//sgbH//iscS//fadJ//dhaK//codA//panD//
go_0034220_6	yfbR//ogt//rlmD//trmO//dacD//arnT//
go_0034224_6	
go_0034227_8	murB//
go_0034258_8	mcrB//
go_0034260_5	
go_0034289_7	tynA//
go_0034337_3	cobB//
go_0034355_7	patZ//cysN//waaB//mtlD//
go_0034401_5	
go_0034414_9	cfa//
go_0034421_8	bioD//
go_0034470_8	entA//
go_0034552_7	
go_0034599_5	tdcD//cysK//trpE//argI//gloC//
go_0034605_5	fabG//pgi//
go_0034614_6	rlmA//
go_0034620_6	ttdA//
go_0034628_9	fruK//moaD//thiL//gph//mhpD//
go_0034635_6	ispH//
go_0034644_7	hcaB//
go_0034661_7	
go_0034775_7	dapB//ppsA//
go_0034983_9	deoA//rsmC//
go_0035235_6	bioA//purD//alkA//
go_0035307_9	
go_0035335_8	thiH//tsaC//
go_0035344_8	pgaC//psuG//
go_0035350_6	waaY//
go_0035429_8	ulaF//psd//mgsA//alkB//deoD//trmJ//
go_0035433_7	argF//
go_0035434_9	gshB//
go_0035435_9	aroH//truA//rsmI//icd//
go_0035442_7	gshB//pdxH//icd//dhaL//xthA//pdeH//ruvA//
go_0035443_7	gcvT//cheB//rlmF//
go_0035444_9	paoC//hemH//mmuM//yigL//
go_0035461_6	dapF//
go_0035524_8	fucK//
go_0035552_6	umuD//
go_0035553_6	truA//
go_0035556_4	
go_0035600_8	frdC//
go_0035672_6	gadA//ynfH//rsmE//
go_0035725_9	feaB//argS//gdhA//ilvB//sucC//
go_0035784_9	ldcC//
go_0035864_6	
go_0035873_8	fadB//cpsB//
go_0035999_5	nemA//rluF//thrB//
go_0036001_7	nadC//
go_0036047_9	argK//
go_0036049_9	apaH//
go_0036088_6	patA//
go_0036104_6	ybhA//cobU//
go_0036172_6	aroK//
go_0036214_3	
go_0036265_6	pdxK//
go_0036289_9	sodA//rfaD//
go_0036448_6	gutQ//nth//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	kbaY//wcaJ//
go_0040033_9	
go_0042026_4	aroC//aceA//napC//entD//
go_0042126_5	glgP//
go_0042128_5	
go_0042150_7	dkgA//
go_0042157_5	
go_0042158_6	glmS//sodB//
go_0042177_7	
go_0042182_5	coaE//
go_0042219_6	
go_0042245_7	kduD//udk//dgoA//
go_0042254_5	appA//
go_0042255_6	
go_0042274_5	aspC//
go_0042304_7	
go_0042351_7	folE//
go_0042355_8	waaA//ulaE//mcrA//dld//yjcS//aspS//
go_0042371_7	gldA//
go_0042413_6	tsaE//dgcZ//
go_0042450_7	leuD//thiE//mnmC//pykA//gmd//nadC//
go_0042454_7	folX//
go_0042493_4	pepD//glpK//ansB//trpE//gpt//pyrD//puuE//ulaE//trmA//proC//araA//patD//yccX//
go_0042538_6	speA//rsmA//prpC//
go_0042542_5	yieH//dapB//ubiC//yagE//
go_0042545_5	ldtC//
go_0042594_4	mrcA//hisI//nrfC//trmD//
go_0042619_6	
go_0042710_4	pykA//guaA//rsuA//argB//truA//waaY//oxc//panD//
go_0042732_6	paaE//
go_0042744_6	ilvI//entC//
go_0042759_7	xthA//
go_0042773_6	menB//
go_0042777_8	
go_0042780_10	ynfF//ispG//
go_0042817_5	hdhA//
go_0042819_6	mog//
go_0042823_6	araB//mmuM//tynA//trmI//
go_0042838_6	ada//rlmL//moaD//ghrB//
go_0042840_7	dusB//rffG//phnM//mazG//deoC//serC//
go_0042843_7	araD//hisH//
go_0042846_8	torY//
go_0042852_9	preT//
go_0042867_8	cfa//
go_0042873_7	alaC//
go_0042882_10	glyS//murB//
go_0042884_7	alaC//rffM//nrfA//
go_0042885_8	coaD//
go_0042891_6	codA//rluA//tgt//ldtA//rlmB//tcdA//eptA//
go_0042906_8	murF//tdcD//mutS//
go_0042908_5	glmU//
go_0042914_8	guaD//
go_0042918_6	cpdA//epd//
go_0042919_6	
go_0042920_6	bioF//
go_0042928_7	
go_0042930_7	kdsC//ydiF//cysM//purN//rlmE//aceA//rluC//argK//serS//cysH//
go_0042938_8	cysM//lpxL//dhaL//
go_0042939_8	sucA//
go_0042941_8	arsC//
go_0042942_6	tdcD//mnmA//
go_0042953_6	
go_0042956_8	pykF//pck//
go_0042968_8	pyrC//galT//citC//
go_0043039_6	btuR//hisF//metL//
go_0043041_6	malP//bioF//
go_0043085_5	mepS//tesB//lgoD//
go_0043086_5	malY//
go_0043093_3	pgm//ydiF//guaC//queD//
go_0043097_6	patA//cmoA//
go_0043099_7	yajO//
go_0043100_6	plsC//
go_0043102_5	thiI//
go_0043103_7	bcsA//
go_0043137_6	glxK//mltC//
go_0043150_8	
go_0043157_6	aroK//
go_0043164_6	folM//menB//tpiA//yhdJ//araD//mhpD//cysN//
go_0043165_6	glmU//queF//
go_0043171_5	yccX//pheS//abgB//tynA//deoB//
go_0043200_5	
go_0043201_6	
go_0043213_7	glxR//wecB//
go_0043254_5	
go_0043335_3	recJ//nhoA//pphA//fabG//pfkB//
go_0043433_5	cobU//fruK//bglB//
go_0043442_6	argF//
go_0043456_6	trmI//
go_0043462_6	tdcD//
go_0043470_6	
go_0043471_6	
go_0043488_5	gcl//xdhB//pyrD//
go_0043547_7	
go_0043571_7	ubiF//
go_0043610_4	narV//chbF//aroL//
go_0043686_7	yihS//
go_0043687_7	queG//cdh//purN//pta//glcD//
go_0043708_5	dapB//
go_0043709_6	rlmA//
go_0043711_5	
go_0043952_7	
go_0043953_7	xthA//
go_0044010_5	scpC//pyrE//folE//mepS//moaE//ubiG//
go_0044011_4	narV//
go_0044036_5	prpD//cof//ldtE//
go_0044038_6	arsC//aroF//
go_0044092_4	
go_0044179_5	
go_0044208_7	leuS//
go_0044238_3	galE//hyaA//aroH//gutQ//
go_0044248_4	
go_0044255_4	
go_0044262_4	dgcT//yihX//
go_0044273_5	tig//
go_0044275_5	ychF//
go_0044349_6	
go_0044355_6	allC//
go_0044532_6	
go_0044659_7	dmsA//
go_0044718_6	trmH//
go_0044764_3	
go_0044780_6	manA//
go_0044781_5	
go_0044787_5	gdhA//
go_0044874_7	
go_0045004_7	pyrD//idnO//narG//
go_0045013_7	
go_0045226_7	cobU//paoC//suhB//miaA//nfsB//amyA//
go_0045333_5	maeA//yeaE//
go_0045337_6	rsmE//
go_0045454_4	ubiX//asnS//ansB//frmA//thiH//lipA//mltC//
go_0045471_5	hisH//rlmM//
go_0045717_8	waaQ//epmA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	rpiB//frc//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	araB//ilvD//argC//ilvE//garL//
go_0045893_8	ampD//ubiC//
go_0045900_9	
go_0045903_5	nadK//
go_0045912_6	tktB//acnB//fbaA//
go_0045926_5	
go_0045936_8	
go_0045947_9	glmM//rlmH//
go_0045975_9	
go_0045990_6	
go_0046037_8	tdh//
go_0046040_8	dxs//
go_0046047_8	cysM//
go_0046050_8	rffG//fau//astB//
go_0046052_8	phnG//
go_0046061_8	pdxB//
go_0046076_8	gabT//
go_0046081_8	gcvP//plsC//
go_0046086_6	fbaA//
go_0046098_7	sdhA//
go_0046100_7	bioC//
go_0046101_6	ulaG//rutC//
go_0046103_9	nrfD//
go_0046104_8	sgbH//
go_0046115_10	pyrH//
go_0046133_8	icd//lgoD//
go_0046166_6	sufS//
go_0046168_6	pepD//alsK//
go_0046176_6	fadM//paaH//mtlD//lpxP//
go_0046177_7	hcaC//rsmE//glgB//leuS//
go_0046181_7	sdhD//
go_0046183_7	rlmM//cysH//hinT//
go_0046187_6	mnmC//
go_0046196_5	fumB//
go_0046210_6	thiM//rdgB//ilvD//
go_0046214_6	leuC//
go_0046256_7	allB//astB//
go_0046271_5	hcaD//
go_0046279_6	dacC//
go_0046292_4	sucB//
go_0046294_5	uxaC//coaD//
go_0046296_6	nhoA//hisB//moaA//
go_0046306_6	accD//katE//
go_0046323_10	dld//
go_0046325_8	
go_0046336_6	entD//
go_0046342_8	fabZ//
go_0046348_6	alaS//mmuM//
go_0046365_5	lpxM//
go_0046392_7	edd//hemA//yihT//trpA//
go_0046397_6	
go_0046416_6	hcaB//
go_0046452_6	narH//
go_0046459_6	atoB//
go_0046470_5	
go_0046474_6	dapB//argS//rnb//ddlB//amyA//rbsD//
go_0046487_5	gltB//
go_0046501_6	hisH//
go_0046618_6	ubiA//ada//narY//aroB//deoA//frmA//
go_0046654_7	uvrA//ispU//mpaA//ugd//uidA//
go_0046655_5	umuD//
go_0046656_6	waaP//bioD//eptB//cysD//opgE//fre//
go_0046657_6	menE//
go_0046677_4	pgaD//betB//menB//menE//ogt//ndk//aroG//pyrB//yieH//yieF//ansB//pagP//ada//waaC//mog//dgt//dhaM//thrC//pgaB//murD//cdsA//waaF//sdhA//wecC//yghU//ynfH//mnmC//pyrE//rph//deoC//citC//
go_0046685_4	ruvC//panD//
go_0046686_6	murI//
go_0046688_6	aspC//tpiA//
go_0046690_5	rnt//fumC//
go_0046710_8	cpdA//
go_0046718_8	arnT//pyrC//
go_0046777_8	melA//bglA//sdaA//
go_0046834_6	rsmH//
go_0046835_5	trmD//leuD//glmU//waaS//scpB//rluC//serS//lpoA//glgX//melA//mhpA//tsaC//carB//galM//glpC//oxc//uxuB//murD//ribC//wecC//rihB//
go_0046836_7	ttdA//
go_0046839_6	nirD//
go_0046855_6	ribC//
go_0046892_8	
go_0046901_7	ilvM//
go_0046939_7	sodC//bacA//ldhA//ghrB//
go_0046942_7	murQ//cof//yigL//
go_0046944_7	slyD//
go_0047484_6	
go_0048034_6	garR//
go_0048255_6	
go_0048473_8	tsaE//
go_0048518_4	
go_0048870_3	waaU//
go_0050427_5	rlmI//
go_0050667_6	glcD//betB//
go_0050779_5	nirB//
go_0050790_4	yahK//rdgB//
go_0050821_5	lpxD//garK//
go_0050918_5	uxaA//nadE//
go_0050919_5	ddlA//
go_0051050_5	
go_0051083_5	phnP//
go_0051085_5	lpxT//lpd//
go_0051090_4	yccX//
go_0051091_5	nrfB//
go_0051131_7	
go_0051143_8	nanK//
go_0051156_5	nfsB//
go_0051171_5	
go_0051188_5	nadB//
go_0051191_6	insI-2//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	frc//fadI//
go_0051270_5	
go_0051271_6	lpoA//ppiC//
go_0051274_8	
go_0051276_5	
go_0051289_8	mobA//pykA//gadA//mtgA//argB//yggF//nadK//carA//pgaC//epmA//queD//rlmE//valS//glpD//cysS//polA//ribF//galT//rimK//gapA//phnH//zwf//dadA//aphA//waaC//gloA//napC//metC//nhoA//wrbA//rutB//uxaA//
go_0051301_3	sdaB//glgB//mcrB//fabA//lpoA//entE//dapD//sufS//
go_0051302_5	
go_0051304_4	dosP//
go_0051338_5	
go_0051345_6	
go_0051346_6	aceF//
go_0051347_6	
go_0051349_6	
go_0051353_6	nudG//
go_0051391_8	yfbR//
go_0051409_4	kefF//
go_0051410_3	gltB//
go_0051452_10	panE//
go_0051453_9	uidA//
go_0051454_10	abgB//insI-2//yjhG//rffM//speD//
go_0051476_7	ugd//
go_0051484_7	frdD//
go_0051495_8	
go_0051595_6	hdhA//yagF//
go_0051596_6	hpt//rlmA//tsaE//hyaA//
go_0051599_4	
go_0051603_6	rsuA//trmL//
go_0051604_5	pgaD//tyrA//gdhA//
go_0051607_4	eptA//metF//
go_0051649_4	
go_0051668_4	
go_0051692_6	chbF//menF//
go_0051704_2	narZ//paaF//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	hemB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	leuD//garR//
go_0052778_6	tmk//
go_0052837_6	uxaC//
go_0055070_10	glxR//
go_0055072_10	fadM//garL//
go_0055085_5	umuD//rffC//appA//lpoA//rihA//yigL//rsmH//rihA//rsmA//trmD//glmU//yhdJ//cyoE//ahpC//purA//purB//lysU//kbaY//pfkA//cysN//yeaE//glcB//malP//rfbC//fucO//nadE//guaA//waaS//nrfD//asnS//metC//yjcS//orn//fadH//mog//cynS//purD//fbp//gmd//cobS//thiC//eptA//yeaE//hisG//dfp//fau//ulaG//nanE//entB//gapA//argK//folP//psuG//ssuD//aroG//pabB//gloB//murQ//etk//ruvA//nudF//selD//accB//sucC//menE//sodB//tnaA//mnmA//bglX//trpE//pdxJ//dapB//rfaE//glnS//ribC//phr//epmA//lpd//paaF//folX//
go_0055086_4	epmB//dcm//
go_0055114_3	rsmG//aroL//glmM//yjhG//yihU//csdA//xapA//pyrG//uvrC//hflX//accC//pyrB//cynT//mtlD//dgcZ//acnA//hemH//tsaE//tsaC//proS//waaZ//aroK//sdhA//udp//entH//citX//codA//ldtB//rnt//cobS//pgpC//glk//amyA//pgk//metG//hisD//nrdB//leuC//psd//pnp//cpsB//puuB//ilvD//yfeX//
go_0055129_5	purF//lipB//rlmD//
go_0055130_8	pldB//phoA//
go_0060003_10	hcp//sad//
go_0060274_5	pcm//
go_0060326_5	nrdB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	murB//
go_0061077_4	ubiE//glcD//ttdB//gcvP//gltD//
go_0061475_9	narI//
go_0061504_8	nrfB//
go_0061610_5	dcm//
go_0061615_7	ppx//miaA//
go_0061720_5	rlmA//lpcA//aspS//
go_0065002_6	guaC//
go_0065007_2	allB//
go_0070084_7	menH//
go_0070178_5	rne//
go_0070207_8	citX//rsmH//proA//
go_0070298_8	
go_0070301_6	narI//puuD//
go_0070329_5	udp//
go_0070413_7	lacZ//
go_0070415_6	mrcA//mutS//
go_0070417_5	tdh//
go_0070453_7	lpxH//
go_0070475_7	yrfG//hcaF//gor//rlmF//tig//bglA//mutT//thiG//rnpA//fadH//ulaG//mobA//tdcB//thiH//waaB//mraY//ftnA//ppiC//dsdA//
go_0070476_7	trpE//yfcG//
go_0070482_4	sdhA//
go_0070574_9	mutS//frmB//fabZ//hemL//
go_0070581_8	
go_0070588_9	
go_0070689_6	ycaO//katE//
go_0070726_5	fadD//sodC//
go_0070778_6	gcd//phnN//
go_0070894_6	
go_0070930_7	
go_0070981_6	phnH//
go_0070989_4	dkgA//
go_0071139_6	
go_0071218_6	cadA//
go_0071229_5	
go_0071230_6	waaL//
go_0071236_5	gloC//adhP//trmH//
go_0071237_6	
go_0071243_5	entE//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	dfp//
go_0071271_7	paaK//
go_0071276_7	
go_0071280_7	ynfE//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	dgoK//tsaC//
go_0071289_7	aceA//
go_0071291_6	mltF//
go_0071292_7	zwf//
go_0071294_7	yagE//
go_0071310_5	
go_0071421_9	dld//ileS//cysQ//
go_0071422_7	pgpB//sdhC//ackA//
go_0071423_8	eda//
go_0071454_5	rffG//tsaE//
go_0071456_5	
go_0071467_5	
go_0071468_6	fabG//pagP//gpp//rhaD//
go_0071470_5	
go_0071474_6	pepD//upp//metG//
go_0071500_5	trmA//
go_0071502_5	
go_0071555_4	ubiX//hisB//rfe//xthA//cmk//recO//polA//alsK//
go_0071577_9	nhoA//yjiA//fes//ampH//tdcD//btuE//
go_0071705_5	
go_0071731_5	
go_0071732_6	garR//
go_0071769_5	
go_0071805_4	katG//tatD//asd//ascB//cof//adhE//epmB//cyoE//metC//
go_0071806_6	nadE//chbF//
go_0071807_8	
go_0071897_6	yegS//argA//ltaE//trpA//clsA//recR//
go_0071915_9	rffH//
go_0071932_8	def//
go_0071934_6	mtn//
go_0071945_7	
go_0071951_8	cmoA//
go_0071963_4	
go_0071973_6	dgt//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	deoD//frdD//
go_0072348_5	citE//
go_0072488_7	ybcF//
go_0072511_7	rsmJ//
go_0072531_6	tktB//
go_0072581_9	rhaA//
go_0072714_5	
go_0075713_7	
go_0080111_4	sthA//cysG//
go_0089705_7	
go_0089709_7	pdeR//arnB//
go_0090071_6	
go_0090116_7	fabA//
go_0090143_4	
go_0090305_6	citE//sdhC//umpG//aldB//hisD//ribB//hflX//ribF//accD//aroG//cfa//pgpC//asd//yjhH//trmJ//ldcC//yrfG//ampH//otsA//thiE//uxaC//kdsC//citG//argF//thiL//selB//speE//gpmA//xapA//hisH//sgbE//puuA//malS//fadK//ispU//rfbD//waaS//suhB//malY//nadK//acs//prs//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	thiM//sgbE//accA//adiA//atoB//yihT//dam//fklB//tsaD//caiB//trpE//nadE//
go_0090502_8	glpK//hemE//maa//purU//guaD//rfbD//ybiV//narH//gatY//folP//garD//ilvI//umuC//wcaJ//cheR//argF//allB//
go_0090503_8	dsdA//rhaM//narV//frmA//mraY//ppc//gshB//idnK//selB//
go_0090529_5	
go_0090540_10	ppsA//
go_0090549_5	
go_0090609_6	epmA//
go_0097056_7	gor//
go_0097264_6	rffC//
go_0097304_7	ilvA//
go_0097339_7	panB//
go_0097428_6	dxs//glmM//
go_0097502_4	fcl//
go_0097510_7	rbsK//
go_0097533_5	
go_0097638_8	betA//
go_0098002_8	
go_0098655_7	hpt//upp//mraY//dmsC//yihU//ygeX//nudC//queG//lpoA//yhdH//cysH//sgbE//murD//sucC//fruK//
go_0098656_7	murI//
go_0098707_10	
go_0098708_8	rlmI//lpxB//
go_0098710_7	glpX//dmsA//
go_0098713_8	purA//birA//
go_0098719_9	
go_0098732_6	ispH//
go_0098795_9	ynfF//
go_0098869_4	acpH//ubiF//yqaB//kbaZ//acpS//cmoA//aes//fabG//alsE//truD//menA//pphB//rihC//uidA//rffT//
go_0099131_7	nrdA//
go_0099132_7	murC//torZ//waaC//leuC//rpiB//yqaB//arnA//purC//
go_0099133_8	mutL//nadE//glpK//trmH//opgB//xylA//rnb//napC//dapB//gpt//dgoD//dinB//
go_0101030_8	ubiX//
go_1900190_5	aldB//
go_1900191_6	
go_1900192_6	
go_1900231_6	adk//
go_1900232_7	
