# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ubiD//
go_0015912_8	ushA//
go_0015914_7	nhoA//
go_0015920_7	ynfF//talB//
go_0015937_7	rlmE//gapA//tynA//argH//
go_0015940_6	dld//
go_0015944_4	mtn//yfiC//idnK//
go_0015949_5	mutY//bioD//opgE//prmB//cobU//pabA//dbpA//yfcF//chbG//sdhA//ydfG//fabA//etp//mocA//tpiA//lipB//paaF//ddlA//
go_0015950_6	apaH//
go_0015951_7	rutE//alkA//
go_0015968_6	
go_0015969_8	coaE//ascB//
go_0015976_2	hisC//
go_0015986_7	
go_0015990_10	uxaB//pinE//
go_0016024_7	glpX//
go_0016032_5	menI//
go_0016036_6	hycB//yqhD//
go_0016042_5	
go_0016052_5	tdcB//trmO//lysC//recO//
go_0016075_8	thiH//
go_0016078_8	napB//
go_0016094_6	waaH//tatD//
go_0016226_5	citE//ubiH//tsaE//dosP//
go_0016259_7	ansB//
go_0016260_8	lsrG//glcD//hdhA//
go_0016310_6	gloC//sodC//aroH//opgE//rsgA//citE//fes//kduD//hemL//psd//etk//bglA//mngB//wecB//rnt//rsuA//yieH//
go_0016311_6	glpC//mnaT//paaF//glnS//pheT//hisC//ldtE//yihV//mmuM//tilS//hcp//nanE//argS//alaA//frdD//rimK//narH//dkgA//nrfA//entD//insI-2//guaC//lsrG//acnA//edd//nadB//moaD//sthA//yieF//rlmG//waaF//serA//cueO//galM//hcaF//gpp//yhdH//lacZ//ilvN//fumC//
go_0016458_3	
go_0016485_6	lysS//mtn//
go_0016540_7	argH//yeaE//
go_0016579_7	oxc//
go_0016998_5	kduD//
go_0017001_5	cyaA//
go_0017003_8	hisD//
go_0017004_7	sseA//
go_0017013_7	
go_0017038_6	
go_0017148_8	panD//ilvI//dkgB//paoC//cueO//
go_0017189_7	rlmJ//
go_0017198_7	mtgA//
go_0018012_8	sodC//
go_0018023_7	phnG//
go_0018063_8	glxK//
go_0018070_8	dnaE//rsmA//
go_0018104_8	nrfC//murB//bcsA//folD//pdeF//
go_0018105_8	pfkB//
go_0018106_8	
go_0018108_8	pflB//
go_0018117_8	
go_0018125_6	pbpC//
go_0018131_6	fbp//
go_0018160_8	rfbD//
go_0018206_8	nagZ//
go_0018247_9	galU//
go_0018283_6	
go_0018298_7	cmoA//
go_0018307_7	pgl//
go_0018315_8	wecB//
go_0018339_9	frmA//
go_0018345_8	uxaA//
go_0018364_6	rrrD//rsgA//
go_0018378_9	
go_0018393_10	cyaA//
go_0018394_9	yigL//
go_0018410_8	garD//
go_0018909_5	pdxK//
go_0018937_4	nudB//
go_0019042_6	sdhD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	arnA//
go_0019243_7	add//folA//ubiF//glmU//
go_0019249_6	ydiO//
go_0019250_7	insI-2//
go_0019262_6	cdsA//dusC//hinT//paaF//thrS//
go_0019264_7	uvrA//
go_0019272_9	rluF//malQ//
go_0019284_7	alaS//rlmG//
go_0019285_5	ligB//lpxB//
go_0019288_6	mazG//fbaA//ubiA//amiD//
go_0019290_5	
go_0019292_8	pykA//
go_0019294_6	ada//yjcS//dkgA//hisG//
go_0019299_6	fabZ//
go_0019301_7	atoB//csdA//pgl//hcp//nirB//idnK//prpB//
go_0019303_7	mutT//argH//
go_0019305_7	rihC//
go_0019309_7	frdA//
go_0019316_8	yciV//fabH//cdd//
go_0019318_5	upp//
go_0019323_6	trmJ//sdhA//pdxH//nrfD//yjhH//cynT//nirD//
go_0019324_6	thiD//sodC//glmU//purF//rnb//
go_0019343_8	mpaA//
go_0019344_7	ampH//
go_0019346_7	phnI//
go_0019353_8	nemA//aphA//tyrB//tdh//
go_0019354_6	ulaD//
go_0019379_5	bacA//
go_0019380_6	pgsA//mtgA//
go_0019388_7	argB//
go_0019391_6	phnO//
go_0019394_7	ackA//
go_0019395_5	frdA//
go_0019404_8	tmcA//glcE//
go_0019413_6	tmcA//fadD//
go_0019419_4	puuA//
go_0019427_7	yciA//
go_0019430_5	ubiH//hisG//sdhB//
go_0019432_7	tmcA//
go_0019439_5	pinE//trmA//
go_0019447_8	argD//
go_0019450_9	rutE//
go_0019464_7	paaC//metL//tig//otsA//serC//purU//
go_0019480_4	pgpA//
go_0019509_7	
go_0019516_4	folA//aceB//
go_0019521_6	ddlA//tatD//
go_0019542_6	ynfE//
go_0019545_6	sodB//
go_0019546_9	dmsA//
go_0019563_7	rfe//pfkA//gor//
go_0019568_7	yieF//hflX//
go_0019569_7	queA//metF//umuC//
go_0019571_8	adiA//gpp//ynfE//
go_0019572_8	wzc//
go_0019584_7	
go_0019588_7	kduI//nrdF//
go_0019592_8	murQ//
go_0019595_8	uidA//
go_0019607_6	tatD//arnB//
go_0019622_6	guaA//bioB//cdsA//
go_0019629_7	truB//queG//
go_0019632_5	rsmD//icd//mnaT//yfaU//
go_0019634_5	upp//
go_0019645_6	bfr//glk//mmuM//
go_0019646_6	sdhD//accD//hemG//codA//
go_0019664_6	sufS//yhdJ//
go_0019665_5	glcD//
go_0019673_6	ynfF//
go_0019676_3	tdcD//
go_0019677_8	
go_0019679_7	citE//dhaM//plsB//
go_0019686_6	fabG//
go_0019698_7	allD//aceA//metB//argS//queD//fumB//
go_0019700_6	ruvB//folC//glpB//ribA//
go_0019740_2	mraY//nanK//yfeX//nadA//moeB//rhaD//
go_0019752_6	
go_0019805_6	argK//
go_0019835_3	
go_0019852_5	malY//curA//murD//
go_0019854_6	dgcM//umuC//
go_0019856_7	apt//
go_0019858_7	ghrB//
go_0019859_7	fucK//
go_0019877_6	rfbB//fumA//proA//
go_0019878_9	hcaD//
go_0019935_6	kdgK//pheS//
go_0019985_8	kdsD//sseA//
go_0019988_7	ghrB//
go_0022417_4	gdhA//
go_0022610_2	ligB//
go_0022611_3	dusB//metF//ogt//
go_0022900_4	purT//cpdA//
go_0022904_5	nadC//yigL//rsmH//
go_0023014_4	nudB//cdd//uxaC//
go_0030001_7	recO//paaE//dusB//
go_0030007_8	puuC//
go_0030026_9	
go_0030091_6	epmA//mcrB//frdA//ispB//
go_0030153_5	
go_0030162_7	
go_0030163_5	mutY//ycaO//fruK//moeB//
go_0030244_9	
go_0030258_5	glyA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	glmM//yeiG//
go_0030388_5	ubiI//glcE//fbp//
go_0030488_6	etk//adhE//argI//rhaD//aroG//mhpA//tsaD//nrfD//nudG//speA//
go_0030490_10	
go_0030497_7	fklB//aroB//
go_0030541_4	
go_0030573_6	rsmG//
go_0030632_8	aspC//dsdA//ribE//nhoA//
go_0030641_8	hyaC//arnT//
go_0030643_8	
go_0030961_9	aroC//
go_0030980_7	ampD//chbF//gudD//
go_0031118_8	glgX//
go_0031119_8	rhaB//asnA//rnd//sseA//idnK//cysD//
go_0031125_10	waaC//
go_0031162_5	aspA//
go_0031167_6	gltD//entC//pyrG//argG//truA//fkpA//
go_0031280_6	dgoK//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	hcaD//
go_0031400_8	
go_0031439_9	
go_0031460_7	putA//nanE//yggF//metG//pldB//aroB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	tpiA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	caiB//
go_0032026_6	rlmH//
go_0032049_8	nth//mrcB//trmJ//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	glyA//
go_0032196_3	caiB//
go_0032238_6	paaJ//
go_0032259_3	glnS//appA//sdaA//yjcS//
go_0032261_6	waaJ//
go_0032263_7	dmsC//gltX//
go_0032264_7	fabA//thyA//
go_0032265_7	chbG//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	dhaL//yrfG//tnaA//
go_0032329_7	polB//rbsD//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rlmD//
go_0032445_10	tnaA//lpxM//
go_0032462_7	yfeX//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	paaA//hycB//menI//pdeH//
go_0032774_6	yfcF//
go_0032775_6	glpX//citC//ldtA//
go_0032781_7	
go_0032784_8	
go_0032790_6	deoC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	menI//
go_0032978_7	
go_0033014_6	rutB//uvrC//
go_0033051_5	lpoB//
go_0033120_8	
go_0033194_5	dacD//moaD//waaQ//
go_0033195_5	eutB//
go_0033212_10	rlmI//hyaC//
go_0033214_11	treF//mutH//
go_0033228_8	dacD//cadA//murB//
go_0033317_7	hemL//abgA//ubiF//ybcF//
go_0033320_6	hemL//
go_0033345_8	entC//yciA//
go_0033353_5	ispU//
go_0033359_7	sucA//moeA//
go_0033384_6	lpxM//
go_0033388_7	aldB//
go_0033477_5	nrdD//
go_0033499_8	abgA//argA//umpG//ascB//trmH//
go_0033518_6	galE//
go_0033539_7	yfiC//
go_0033542_7	sodC//
go_0033543_8	fumA//
go_0033567_6	
go_0033585_7	cysK//coaD//
go_0033611_8	glxK//
go_0033683_7	
go_0034194_8	speC//ycjU//yigL//
go_0034195_8	queC//
go_0034198_6	recF//folM//
go_0034203_6	argK//
go_0034204_5	eno//fadJ//
go_0034213_6	ydiO//
go_0034214_7	glcD//aphA//selA//
go_0034219_6	tcdA//paaJ//frmA//kefF//ulaG//ftsI//malZ//entB//pncB//aspC//trpB//phnM//astC//nirB//mltC//talB//rluE//xylB//argI//rffG//paaH//rlmM//talB//pgm//melA//yfbR//tyrB//mtn//rpiB//
go_0034220_6	pabA//tmk//ribD//katG//preA//slt//
go_0034224_6	
go_0034227_8	otsA//
go_0034258_8	ampH//
go_0034260_5	
go_0034289_7	uxuB//
go_0034337_3	yihV//
go_0034355_7	coaE//melA//lpxL//kdsD//
go_0034401_5	
go_0034414_9	waaY//
go_0034421_8	plsC//
go_0034470_8	udk//
go_0034552_7	
go_0034599_5	menI//pldB//mrdA//fabG//rhaA//
go_0034605_5	hyi//rlmA//
go_0034614_6	umuC//
go_0034620_6	kefF//
go_0034628_9	yfcG//purL//aspA//pyrD//lpxM//
go_0034635_6	fadK//
go_0034644_7	lpoA//
go_0034661_7	
go_0034775_7	dhaM//ldhA//
go_0034983_9	mrcB//fadA//
go_0035235_6	alaA//sbcB//cysH//
go_0035307_9	
go_0035335_8	fdhF//selB//
go_0035344_8	torY//pabA//
go_0035350_6	aldB//
go_0035429_8	tsaB//menB//cysK//pgaB//preA//ruvB//
go_0035433_7	pck//
go_0035434_9	puuA//
go_0035435_9	glyA//mog//yigB//mraY//
go_0035442_7	sgbE//lpxB//sdhC//glnA//rffM//dapA//hmp//
go_0035443_7	araA//nadA//mhpA//
go_0035444_9	rlmL//dut//hmp//scpB//
go_0035461_6	rdgB//
go_0035524_8	nrfA//
go_0035552_6	yagE//
go_0035553_6	gpsA//
go_0035556_4	
go_0035600_8	selB//
go_0035672_6	deoA//fadH//yeaG//
go_0035725_9	accC//ribC//metF//insI-1//ybjI//
go_0035784_9	ttdB//
go_0035864_6	
go_0035873_8	truB//waaB//
go_0035999_5	rlmL//pbpC//nfsB//
go_0036001_7	alkA//
go_0036047_9	frdC//
go_0036049_9	pyrC//
go_0036088_6	dgoA//
go_0036104_6	rffC//ulaF//
go_0036172_6	hflX//
go_0036214_3	
go_0036265_6	paaF//
go_0036289_9	hmp//yihV//
go_0036448_6	katE//purL//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	dadA//kdsA//
go_0040033_9	
go_0042026_4	rsmI//aroF//truB//proC//
go_0042126_5	xylB//
go_0042128_5	
go_0042150_7	carB//
go_0042157_5	
go_0042158_6	phnJ//dadA//
go_0042177_7	
go_0042182_5	arnB//
go_0042219_6	
go_0042245_7	sodC//solA//ddlB//
go_0042254_5	serS//
go_0042255_6	
go_0042274_5	fucO//
go_0042304_7	
go_0042351_7	ansA//
go_0042355_8	mrdA//hcaD//narG//abgB//aceB//cpsG//
go_0042371_7	araB//
go_0042413_6	pabC//tynA//
go_0042450_7	ttdA//argE//adeD//purT//entB//araA//
go_0042454_7	yfbR//
go_0042493_4	pdxB//moaA//dxr//nudG//gatZ//pabA//nudB//dsdA//speG//entA//dkgB//idnO//accA//
go_0042538_6	rsgA//nadE//rffG//
go_0042542_5	pabB//mnmC//gstA//sucC//
go_0042545_5	polB//
go_0042594_4	pgsA//cysI//purT//entD//
go_0042619_6	
go_0042710_4	cobC//trmO//ubiG//glgC//gpmM//aldB//alaS//ynfH//
go_0042732_6	udp//
go_0042744_6	yihV//cobS//
go_0042759_7	pheA//
go_0042773_6	ligB//
go_0042777_8	
go_0042780_10	tesB//fau//
go_0042817_5	recG//
go_0042819_6	cmk//
go_0042823_6	gntK//ilvA//astC//ftnA//
go_0042838_6	entB//dxs//galK//argB//
go_0042840_7	ruvC//cobC//ldcA//mrcA//poxB//insI-2//
go_0042843_7	ssuE//alaA//
go_0042846_8	epmA//
go_0042852_9	narY//
go_0042867_8	sodB//
go_0042873_7	kdgK//
go_0042882_10	pphB//gshB//
go_0042884_7	galK//dinB//selB//
go_0042885_8	garD//
go_0042891_6	metH//gluQ//yghU//cobT//pdeL//ndk//kefF//
go_0042906_8	rlmL//nadC//mug//
go_0042908_5	lysC//
go_0042914_8	rffG//
go_0042918_6	dapD//ldtB//
go_0042919_6	
go_0042920_6	rluB//
go_0042928_7	
go_0042930_7	sthA//ldtA//rlmH//rfe//rbsK//opgB//dapD//leuC//waaP//carA//
go_0042938_8	hcaF//nagK//apaH//
go_0042939_8	mrcA//
go_0042941_8	rlmL//
go_0042942_6	murG//mtn//
go_0042953_6	
go_0042956_8	purC//glcE//
go_0042968_8	codA//dam//codA//
go_0043039_6	glyS//rlmI//nrfA//
go_0043041_6	leuA//hcaE//
go_0043085_5	manA//garD//frdD//
go_0043086_5	frdC//
go_0043093_3	trpA//ahpC//queA//hcaB//
go_0043097_6	aroB//kduD//
go_0043099_7	mutH//
go_0043100_6	serC//
go_0043102_5	rsgA//
go_0043103_7	chbF//
go_0043137_6	menF//hflX//
go_0043150_8	
go_0043157_6	spoT//
go_0043164_6	waaA//phnI//mrcB//malP//pyrH//hisB//clsA//
go_0043165_6	sdaB//slyD//
go_0043171_5	adeD//napA//apaH//eptB//menD//
go_0043200_5	
go_0043201_6	
go_0043213_7	fadJ//cysK//
go_0043254_5	
go_0043335_3	truC//rnt//cysQ//hyaC//ulaD//
go_0043433_5	hypF//tpiA//astB//
go_0043442_6	aroG//
go_0043456_6	lipA//
go_0043462_6	gpsA//
go_0043470_6	
go_0043471_6	
go_0043488_5	guaD//ulaF//nirB//
go_0043547_7	
go_0043571_7	narY//
go_0043610_4	gluQ//paaB//purA//
go_0043686_7	cyoE//
go_0043687_7	glxR//ldtE//dfp//thrB//nirB//
go_0043708_5	patD//
go_0043709_6	glmM//
go_0043711_5	
go_0043952_7	
go_0043953_7	puuB//
go_0044010_5	dapF//dmsB//iaaA//rlmF//eptC//gltB//
go_0044011_4	rutE//
go_0044036_5	pagP//thiC//rlmI//
go_0044038_6	treA//dacC//
go_0044092_4	
go_0044179_5	
go_0044208_7	paaK//
go_0044238_3	icd//carB//nadE//gldA//
go_0044248_4	
go_0044255_4	
go_0044262_4	mazG//rnb//
go_0044273_5	cysD//
go_0044275_5	gltX//
go_0044349_6	
go_0044355_6	trpE//
go_0044532_6	
go_0044659_7	ilvE//
go_0044718_6	etp//
go_0044764_3	
go_0044780_6	ahpC//
go_0044781_5	
go_0044787_5	dgoA//
go_0044874_7	
go_0045004_7	katG//araB//opgB//
go_0045013_7	
go_0045226_7	srlD//folX//ravA//carB//folC//sodC//
go_0045333_5	polB//fadM//
go_0045337_6	rbn//
go_0045454_4	ribF//cfa//nemA//alr//fabD//tilS//tmk//
go_0045471_5	frmB//speB//
go_0045717_8	waaY//alsK//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	queA//caiD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	fabZ//trmI//glcB//rbsD//adk//
go_0045893_8	galM//purB//
go_0045900_9	
go_0045903_5	tnaA//
go_0045912_6	metG//menC//umuD//
go_0045926_5	
go_0045936_8	
go_0045947_9	feaB//dgcM//
go_0045975_9	
go_0045990_6	
go_0046037_8	accB//
go_0046040_8	leuD//
go_0046047_8	allC//
go_0046050_8	puuD//hemL//lpxH//
go_0046052_8	psd//
go_0046061_8	gmk//
go_0046076_8	yfeW//
go_0046081_8	yihU//purU//
go_0046086_6	argH//
go_0046098_7	recG//
go_0046100_7	accC//
go_0046101_6	acpS//rpiA//
go_0046103_9	roxA//
go_0046104_8	rlmB//
go_0046115_10	cpsG//
go_0046133_8	aphA//dgoD//
go_0046166_6	fadJ//
go_0046168_6	rluA//mazG//
go_0046176_6	rlmL//yjhG//ldtA//plsB//
go_0046177_7	gstB//pgl//queA//dgt//
go_0046181_7	fabZ//
go_0046183_7	lpxL//fadM//hyaA//
go_0046187_6	maeA//
go_0046196_5	dxs//
go_0046210_6	ydiB//ssuE//rsmJ//
go_0046214_6	luxS//
go_0046256_7	tatD//fabD//
go_0046271_5	purB//
go_0046279_6	yihV//
go_0046292_4	chbG//
go_0046294_5	ligB//hemL//
go_0046296_6	torZ//rsmG//rhaA//
go_0046306_6	argA//lpoA//
go_0046323_10	dacA//
go_0046325_8	
go_0046336_6	waaH//
go_0046342_8	phnJ//
go_0046348_6	proS//puuE//
go_0046365_5	folA//
go_0046392_7	nrfC//tsaB//trmL//serB//
go_0046397_6	
go_0046416_6	panB//
go_0046452_6	ubiF//
go_0046459_6	leuS//
go_0046470_5	
go_0046474_6	adeD//menH//accD//mutH//dacA//nanK//
go_0046487_5	ushA//
go_0046501_6	wcaJ//
go_0046618_6	glcE//poxB//tynA//nrdB//rlmJ//ispH//
go_0046654_7	gcl//umuC//cueO//lpd//sdaB//
go_0046655_5	ruvA//
go_0046656_6	mak//selD//mutH//gcl//ybcF//ssuD//
go_0046657_6	gloC//
go_0046677_4	pheT//ansB//ybjG//galE//gluQ//pflB//bcsA//tehB//ppiC//rutD//ppiC//pgl//sgbE//purC//gudD//thiE//adk//lysC//dgkA//argB//trmA//entF//aceA//dhaL//sodC//dusB//mog//yciV//puuC//dnaQ//rbsK//
go_0046685_4	cof//rsmC//
go_0046686_6	nfsB//
go_0046688_6	leuS//prs//
go_0046690_5	lpxT//mcrA//
go_0046710_8	waaY//
go_0046718_8	frdC//ruvC//
go_0046777_8	folP//bioA//patD//
go_0046834_6	waaC//
go_0046835_5	amiD//mutL//rluB//glk//murG//cmoB//rutC//fabZ//insI-1//thiH//hypB//trpS//menC//ubiG//metG//leuA//amiD//citE//recR//puuE//araB//
go_0046836_7	gatZ//
go_0046839_6	rutA//
go_0046855_6	adeD//
go_0046892_8	
go_0046901_7	rffH//
go_0046939_7	thiM//dsdA//asnS//proS//
go_0046942_7	sdaB//uvrB//apaH//
go_0046944_7	entB//
go_0047484_6	
go_0048034_6	rffC//
go_0048255_6	
go_0048473_8	scpC//
go_0048518_4	
go_0048870_3	tadA//
go_0050427_5	abgB//
go_0050667_6	paaB//apaH//
go_0050779_5	ndk//
go_0050790_4	hflX//napB//
go_0050821_5	cobU//gabD//
go_0050918_5	astB//pgaB//
go_0050919_5	ldtC//
go_0051050_5	
go_0051083_5	hchA//
go_0051085_5	moaA//fbaA//
go_0051090_4	ppx//
go_0051091_5	recF//
go_0051131_7	
go_0051143_8	btuR//
go_0051156_5	paaJ//
go_0051171_5	
go_0051188_5	nagZ//
go_0051191_6	xylB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	selD//waaF//
go_0051270_5	
go_0051271_6	sdaA//glnS//
go_0051274_8	
go_0051276_5	
go_0051289_8	serB//galE//waaC//araD//entC//arsC//nrdD//nadA//yghU//gpmA//tadA//fadK//waaP//cysC//trpB//xylA//adhP//allD//phnH//nanA//nth//moaD//yciA//sdaB//yagE//queD//dacC//hisS//cdh//treF//yjjG//ttdB//
go_0051301_3	glxK//trmO//recR//insI-2//cmoA//umuD//ycaO//serB//
go_0051302_5	
go_0051304_4	curA//
go_0051338_5	
go_0051345_6	
go_0051346_6	dcyD//
go_0051347_6	
go_0051349_6	
go_0051353_6	sucD//
go_0051391_8	prpC//
go_0051409_4	glpB//
go_0051410_3	hisI//
go_0051452_10	pinE//
go_0051453_9	paaF//
go_0051454_10	araD//waaS//mutM//gcvT//sdhB//
go_0051476_7	alaS//
go_0051484_7	trmL//
go_0051495_8	
go_0051595_6	purF//paaG//
go_0051596_6	pdeH//bacA//hemE//yqjH//
go_0051599_4	
go_0051603_6	guaD//purF//
go_0051604_5	dmsB//lysC//aceB//
go_0051607_4	mtgA//rsuA//
go_0051649_4	
go_0051668_4	
go_0051692_6	uvrB//fdhF//
go_0051704_2	glnS//preT//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	fau//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	lipA//uvrC//
go_0052778_6	pepD//
go_0052837_6	rdgB//
go_0055070_10	hemB//
go_0055072_10	ftnA//leuB//
go_0055085_5	dgoD//uxuB//argC//trmA//bioA//rluC//waaZ//plsC//nrdF//gabD//ddlA//frdB//aroF//hypB//rsgA//lacZ//rluA//kdsA//dfp//trpC//pyrG//ldtA//waaC//sucD//ung//acpT//miaB//pabC//tmcA//rpiB//rffM//cysK//srlD//hemC//lpxB//cdh//alkB//ilvH//dusC//dcyD//nudG//gmd//rffT//yccX//fabB//rhaM//scpB//hyaA//dld//bacA//ubiH//mak//mltD//nrfD//dhaM//pyrH//btuE//rlmM//hisS//nadD//yqhD//panD//aspA//aldB//proC//mraY//fadD//leuS//fdhF//ribD//kdsC//sgbE//ribE//waaJ//dkgB//ybjI//umuD//pheA//nrfD//waaO//
go_0055086_4	dgoD//fumC//
go_0055114_3	eda//hcaE//pyrC//idi//acnB//ldcA//dgt//hisH//ymdB//arnB//betA//pgpC//tauD//citC//pheS//aceB//ribE//dacD//tilS//pphB//alaA//aroK//phr//torC//miaA//nirD//mnaT//rluF//ldcA//dfp//ispA//ruvA//gltB//bioD//cpdA//paaJ//cpdA//apaH//rlmH//bcsA//glxR//cof//eno//manA//
go_0055129_5	pck//scpB//arnB//
go_0055130_8	gloA//lsrK//
go_0060003_10	tdcG//aldA//
go_0060274_5	mcrB//
go_0060326_5	dusC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rluE//
go_0061077_4	psd//proS//malQ//yrfG//mnmC//
go_0061475_9	aceF//
go_0061504_8	frmB//
go_0061610_5	ilvM//
go_0061615_7	gloC//entA//
go_0061720_5	rsmF//lysC//serB//
go_0065002_6	lysU//
go_0065007_2	ydiO//
go_0070084_7	solA//
go_0070178_5	rutB//
go_0070207_8	frdB//mocA//hemG//
go_0070298_8	
go_0070301_6	dgoA//paaF//
go_0070329_5	rph//
go_0070413_7	cdsA//
go_0070415_6	arsC//napB//
go_0070417_5	uxaB//
go_0070453_7	rsuA//
go_0070475_7	lpxH//nrdB//cpdB//nudC//yccX//rluF//hyaB//mmuM//hisI//hisF//ribA//rsgA//yieF//pyrG//hinT//fadM//serB//ispA//garR//
go_0070476_7	proB//fumC//
go_0070482_4	trmD//
go_0070574_9	lpxD//yidA//ruvB//yfaU//
go_0070581_8	
go_0070588_9	
go_0070689_6	umpG//uvrC//
go_0070726_5	cysC//nanK//
go_0070778_6	ligB//preT//
go_0070894_6	
go_0070930_7	
go_0070981_6	ygeX//
go_0070989_4	hypB//
go_0071139_6	
go_0071218_6	moaD//
go_0071229_5	
go_0071230_6	pdeH//
go_0071236_5	ligA//hisB//murB//
go_0071237_6	
go_0071243_5	ackA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	yigB//
go_0071271_7	rsmE//
go_0071276_7	
go_0071280_7	murF//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	caiD//paaE//
go_0071289_7	cdd//
go_0071291_6	lpxC//
go_0071292_7	pcm//
go_0071294_7	murQ//
go_0071310_5	
go_0071421_9	yihT//paaF//asd//
go_0071422_7	rbn//lpxH//waaU//
go_0071423_8	panD//
go_0071454_5	paaA//plsB//
go_0071456_5	
go_0071467_5	
go_0071468_6	aroA//rluA//ppsA//sdhB//
go_0071470_5	
go_0071474_6	oxc//glcD//ahr//
go_0071500_5	tadA//
go_0071502_5	
go_0071555_4	aes//waaG//bglX//ycaO//nrdA//kbaZ//tktB//cysQ//
go_0071577_9	ynfE//nemA//dgoD//rsmH//fadJ//panC//
go_0071705_5	
go_0071731_5	
go_0071732_6	add//
go_0071769_5	
go_0071805_4	panD//trmL//hisI//tynA//bcsA//cmoB//waaJ//yhdJ//rimK//
go_0071806_6	hyaB//adk//
go_0071807_8	
go_0071897_6	argH//wecB//ruvA//epmC//cobT//malZ//
go_0071915_9	bioA//
go_0071932_8	coaD//
go_0071934_6	plsB//
go_0071945_7	
go_0071951_8	patA//
go_0071963_4	
go_0071973_6	sgbE//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	cdh//paaE//
go_0072348_5	uvrB//
go_0072488_7	pphA//
go_0072511_7	leuA//
go_0072531_6	plsC//
go_0072581_9	metH//
go_0072714_5	
go_0075713_7	
go_0080111_4	nrfC//pphB//
go_0089705_7	
go_0089709_7	gpmA//nth//
go_0090071_6	
go_0090116_7	uxuB//
go_0090143_4	
go_0090305_6	yihU//ybiV//pgsA//yegS//hcaD//slt//add//uvrA//tag//prs//narI//pheA//metK//cmoB//lpxH//trmL//bioF//hisH//rdgB//dusB//rpiB//ispU//araB//paaC//menD//pabC//queC//ascB//dnaE//accA//argF//speC//paaK//hyaB//malZ//xylA//rhaA//orn//rsmG//dld//trmD//napB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	glgB//waaA//ispB//gmd//hchA//hisG//accC//insI-2//der//yieH//pyrC//rsmB//
go_0090502_8	rfbC//nirB//cpsB//entC//ispF//entA//epmB//pyrD//trpB//menB//sdaB//ubiD//allC//mltA//waaQ//rihA//polB//
go_0090503_8	araD//folX//hisF//adhP//ackA//lpxB//solA//sodC//cobS//
go_0090529_5	
go_0090540_10	pdeH//
go_0090549_5	
go_0090609_6	birA//
go_0097056_7	wecB//
go_0097264_6	argF//
go_0097304_7	tig//
go_0097339_7	fadH//
go_0097428_6	yagF//ddlA//
go_0097502_4	argA//
go_0097510_7	pck//
go_0097533_5	
go_0097638_8	paaK//
go_0098002_8	
go_0098655_7	rsmC//pta//betA//menI//gapA//yjiA//maa//ydfG//hpt//recG//polA//yggF//roxA//galK//kduD//
go_0098656_7	tig//
go_0098707_10	
go_0098708_8	yqaB//phnI//
go_0098710_7	fabA//bglX//
go_0098713_8	gatZ//ampH//
go_0098719_9	
go_0098732_6	pdeL//
go_0098795_9	gabT//
go_0098869_4	rlmJ//alkB//dmsB//galE//waaH//sucB//sseA//psd//mnmA//cynS//kdsC//folM//dhaM//ubiG//trpB//
go_0099131_7	gutQ//
go_0099132_7	cueO//tig//rnpA//tgt//mnmE//dinB//sucD//ycaO//
go_0099133_8	folE//aroL//glcB//uvrC//idnK//proB//hisF//hdhA//ddlA//bioB//rfbD//waaB//
go_0101030_8	rutE//
go_1900190_5	rlmD//
go_1900191_6	
go_1900192_6	
