# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gnd//
go_0015889_6	yjhH//btuR//gshA//
go_0015891_6	hemN//
go_0015906_6	adeD//
go_0015909_8	gcvH//
go_0015912_8	murB//
go_0015914_7	cysM//
go_0015920_7	serA//hemL//
go_0015937_7	dkgA//dusC//narI//rffM//
go_0015940_6	pheS//
go_0015944_4	folE//psuG//selB//
go_0015949_5	pgpB//aroL//uvrB//rsmE//ubiE//gloA//glgB//talB//argI//accD//nrdF//asd//metK//hypB//rutD//frlC//kbaY//gntK//
go_0015950_6	citC//
go_0015951_7	rhaB//hdhA//
go_0015968_6	
go_0015969_8	gloC//phnL//
go_0015976_2	relA//
go_0015986_7	
go_0015990_10	yrfG//mltB//
go_0016024_7	hisG//
go_0016032_5	dacD//
go_0016036_6	ispA//hcaF//
go_0016042_5	
go_0016052_5	yagF//citG//yagF//pdxK//
go_0016075_8	allB//
go_0016078_8	clsC//
go_0016094_6	rsuA//nanA//
go_0016226_5	arnA//ynfF//sodC//nadD//
go_0016259_7	cysN//
go_0016260_8	tehB//glcB//rnd//
go_0016310_6	deoC//thiM//adiA//frlC//hdhA//hemG//ubiH//rlmI//pldB//aroF//aroA//cmk//kbaZ//selA//caiB//dacC//def//
go_0016311_6	citG//purN//pdeH//araD//dmsB//yjjX//tktB//metE//guaC//argD//fadA//cpdB//nanK//gor//trpD//hcaD//yccX//rfbC//hpt//dapD//ychF//dacA//recF//adk//malZ//dkgB//gudD//lipA//hcaE//dapB//ung//icd//phnP//metH//yieF//waaP//metC//nrfB//mpaA//ydiO//
go_0016458_3	
go_0016485_6	rnt//ydfG//
go_0016540_7	bioH//frdD//
go_0016579_7	pncB//
go_0016998_5	ilvH//
go_0017001_5	panE//
go_0017003_8	galT//
go_0017004_7	nadB//
go_0017013_7	
go_0017038_6	
go_0017148_8	yfeW//mrcB//mobA//galU//moeA//
go_0017189_7	glyA//
go_0017198_7	thiM//
go_0018012_8	cpsG//
go_0018023_7	cyoE//
go_0018063_8	fdhF//
go_0018070_8	kdsC//rsmA//
go_0018104_8	argC//kdsB//allC//purC//cpsB//
go_0018105_8	tcdA//
go_0018106_8	
go_0018108_8	dapA//
go_0018117_8	
go_0018125_6	hisG//
go_0018131_6	lpcA//
go_0018160_8	mug//
go_0018206_8	tdh//
go_0018247_9	purC//
go_0018283_6	
go_0018298_7	recJ//
go_0018307_7	pdeL//
go_0018315_8	serC//
go_0018339_9	opgE//
go_0018345_8	gltX//
go_0018364_6	gapA//paaG//
go_0018378_9	
go_0018393_10	uxaB//
go_0018394_9	mhpD//
go_0018410_8	tyrA//
go_0018909_5	sad//
go_0018937_4	fkpA//
go_0019042_6	glgX//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	pabC//
go_0019243_7	sdhC//gpt//wecB//dapF//
go_0019249_6	aroK//
go_0019250_7	asnS//
go_0019262_6	mhpD//glgC//proC//trmA//pflB//
go_0019264_7	thyA//
go_0019272_9	asnB//mraY//
go_0019284_7	thiM//tgt//
go_0019285_5	fucI//yggF//
go_0019288_6	dld//nudB//gcvT//mnmC//
go_0019290_5	
go_0019292_8	cysK//
go_0019294_6	rluF//paaZ//dcyD//hmp//
go_0019299_6	yegS//
go_0019301_7	ppc//gshB//leuC//ampH//ppk//ubiI//cfa//
go_0019303_7	ydiF//aspA//
go_0019305_7	narV//
go_0019309_7	fbaA//
go_0019316_8	gapA//pdxK//phnM//
go_0019318_5	ttdB//
go_0019323_6	speF//hisA//recR//leuD//adhE//nanK//trmL//
go_0019324_6	glyA//ybjI//ilvD//hyaC//argB//
go_0019343_8	kdsB//
go_0019344_7	dld//
go_0019346_7	dxs//
go_0019353_8	entA//malY//proB//ygeX//
go_0019354_6	argA//
go_0019379_5	cysD//
go_0019380_6	puuE//folX//
go_0019388_7	rsmB//
go_0019391_6	pgpA//
go_0019394_7	dhaM//
go_0019395_5	metB//
go_0019404_8	torA//pldB//
go_0019413_6	mcrB//pcm//
go_0019419_4	hemL//
go_0019427_7	nadD//
go_0019430_5	cmoB//pphB//paaC//
go_0019432_7	yjhH//
go_0019439_5	malS//xthA//
go_0019447_8	yjhG//
go_0019450_9	ubiF//
go_0019464_7	yihT//speD//fabI//nagK//leuA//dusB//
go_0019480_4	coaD//
go_0019509_7	
go_0019516_4	waaJ//frmA//
go_0019521_6	clsB//metC//
go_0019542_6	ligA//
go_0019545_6	dcm//
go_0019546_9	kdsC//
go_0019563_7	glgA//pck//gadA//
go_0019568_7	narG//yjhH//
go_0019569_7	pgaD//kdgK//gabD//
go_0019571_8	cof//dgt//folC//
go_0019572_8	maeA//
go_0019584_7	
go_0019588_7	udp//leuB//
go_0019592_8	pgk//
go_0019595_8	fau//
go_0019607_6	fbp//murD//
go_0019622_6	nirB//rsmB//ygjK//
go_0019629_7	yjhG//lpxL//
go_0019632_5	rluB//lsrK//gshA//waaB//
go_0019634_5	betB//
go_0019645_6	glpC//rlmB//malP//
go_0019646_6	ubiI//rsmA//rlmC//gutQ//
go_0019664_6	purL//dgcM//
go_0019665_5	fabB//
go_0019673_6	acnA//
go_0019676_3	trpB//
go_0019677_8	
go_0019679_7	fadJ//recJ//ybjI//
go_0019686_6	thrS//
go_0019698_7	otsB//trpA//hisC//nudG//treA//avtA//
go_0019700_6	carA//lpxC//rfaE//hisS//
go_0019740_2	azoR//patA//glcE//mltC//trpD//cysH//
go_0019752_6	
go_0019805_6	mnmA//
go_0019835_3	
go_0019852_5	glpB//treF//fdhF//
go_0019854_6	ubiA//uxaB//
go_0019856_7	argG//
go_0019858_7	panD//
go_0019859_7	speF//
go_0019877_6	ampH//dgoA//pinE//
go_0019878_9	glyS//
go_0019935_6	tktA//treA//
go_0019985_8	glnA//murQ//
go_0019988_7	menI//
go_0022417_4	nagK//
go_0022610_2	cynT//
go_0022611_3	phnO//hisS//folD//
go_0022900_4	nagB//puuD//
go_0022904_5	ribD//rrrD//rutA//
go_0023014_4	acs//sdhD//mtlD//
go_0030001_7	idnK//tgt//nrdA//
go_0030007_8	nrfC//
go_0030026_9	
go_0030091_6	mltC//ubiD//folE//allB//
go_0030153_5	
go_0030162_7	
go_0030163_5	arnT//mug//gmk//idnK//
go_0030244_9	
go_0030258_5	fucI//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	udp//nudG//
go_0030388_5	rlmG//thiE//dadA//
go_0030488_6	glpX//sthA//aceA//wzc//hemL//ygjK//yciV//torY//fabB//mutT//
go_0030490_10	
go_0030497_7	panB//lpd//
go_0030541_4	
go_0030573_6	hisG//
go_0030632_8	malY//entD//murQ//cobU//
go_0030641_8	frdC//mutY//
go_0030643_8	
go_0030961_9	eutD//
go_0030980_7	clsB//yjhG//cpdB//
go_0031118_8	thiL//
go_0031119_8	hisA//adhP//metB//ansA//oxc//ygjK//
go_0031125_10	folP//
go_0031162_5	pck//
go_0031167_6	menH//lpxH//recF//lpcA//agp//rimK//
go_0031280_6	folC//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	ilvN//
go_0031400_8	
go_0031439_9	
go_0031460_7	hemE//adk//argE//hemB//yihU//aceB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	mnmC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	queC//
go_0032026_6	ppiC//
go_0032049_8	ispH//ymdB//uidA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	sodB//
go_0032196_3	cynS//
go_0032238_6	eptB//
go_0032259_3	nfsB//ydiO//upp//uvrB//
go_0032261_6	murB//
go_0032263_7	ftsI//cysD//
go_0032264_7	bacA//dsdA//
go_0032265_7	relA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	yjcS//cysC//serC//
go_0032329_7	nfsB//recR//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	nrdA//
go_0032445_10	trpD//argG//
go_0032462_7	galK//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	galU//argK//hisD//umuD//
go_0032774_6	eptB//
go_0032775_6	curA//aspA//treC//
go_0032781_7	
go_0032784_8	
go_0032790_6	birA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	recJ//
go_0032978_7	
go_0033014_6	rbsD//lpxD//
go_0033051_5	glgC//
go_0033120_8	
go_0033194_5	mutY//mnaT//dhaM//
go_0033195_5	hisG//
go_0033212_10	hemL//lacZ//
go_0033214_11	gmhB//rhaM//
go_0033228_8	yihS//slt//ydiB//
go_0033317_7	bioF//moaD//orn//fabB//
go_0033320_6	glpK//
go_0033345_8	dusB//hemG//
go_0033353_5	phoA//
go_0033359_7	nrdF//clsB//
go_0033384_6	yihX//
go_0033388_7	gcvH//
go_0033477_5	treF//
go_0033499_8	lpxL//glgX//ugd//queC//rhaD//
go_0033518_6	gcvT//
go_0033539_7	dhaM//
go_0033542_7	cobB//
go_0033543_8	argI//
go_0033567_6	
go_0033585_7	hinT//otsB//
go_0033611_8	pta//
go_0033683_7	
go_0034194_8	icd//fes//rluE//
go_0034195_8	murC//
go_0034198_6	ppc//trmJ//
go_0034203_6	gatD//
go_0034204_5	cyaA//bioC//
go_0034213_6	yidA//
go_0034214_7	ppiA//dmsB//pyrC//
go_0034219_6	rph//cysH//rluA//thiG//entC//uxuB//umpH//waaZ//mutT//adhP//pgi//ubiD//queD//argK//mug//glxR//arnT//rihB//purL//pgpB//suhB//mrdA//nfi//etk//pldB//dnaE//eda//pta//cysS//
go_0034220_6	queD//argA//srlD//clsA//ppiC//pcm//
go_0034224_6	
go_0034227_8	ubiA//
go_0034258_8	waaH//
go_0034260_5	
go_0034289_7	yihV//
go_0034337_3	frdC//
go_0034355_7	nanE//ribA//ydiO//ubiC//
go_0034401_5	
go_0034414_9	coaA//
go_0034421_8	hypF//
go_0034470_8	leuS//
go_0034552_7	
go_0034599_5	fadB//hemG//rffG//queC//ilvE//
go_0034605_5	xdhB//selA//
go_0034614_6	hmp//
go_0034620_6	ampH//
go_0034628_9	speA//mcrB//wrbA//mhpB//dusB//
go_0034635_6	lpxH//
go_0034644_7	solA//
go_0034661_7	
go_0034775_7	deoA//malS//
go_0034983_9	gph//ulaG//
go_0035235_6	speA//allD//uxuA//
go_0035307_9	
go_0035335_8	xylB//cynT//
go_0035344_8	tmcA//mltC//
go_0035350_6	rluB//
go_0035429_8	ddlB//relA//speA//gshB//mmuM//thiH//
go_0035433_7	ndk//
go_0035434_9	hisC//
go_0035435_9	waaZ//yqjH//edd//hchA//
go_0035442_7	tdh//pabA//mocA//gatZ//lysC//ilvC//recR//
go_0035443_7	thiC//rhaM//bfr//
go_0035444_9	lpxT//rsmF//nudB//lpxB//
go_0035461_6	yfcG//
go_0035524_8	ybhA//
go_0035552_6	fadK//
go_0035553_6	eda//
go_0035556_4	
go_0035600_8	asnA//
go_0035672_6	ppiA//pgm//tyrB//
go_0035725_9	pepD//sgbU//rlmG//lpxB//lsrG//
go_0035784_9	waaF//
go_0035864_6	
go_0035873_8	leuD//gudD//
go_0035999_5	tyrA//rlmL//dapB//
go_0036001_7	pgsA//
go_0036047_9	bglB//
go_0036049_9	torA//
go_0036088_6	pdxA//
go_0036104_6	purL//ushA//
go_0036172_6	ybhA//
go_0036214_3	
go_0036265_6	yfcF//
go_0036289_9	arsC//truC//
go_0036448_6	bglB//glxR//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	arnA//rsuA//
go_0040033_9	
go_0042026_4	tnaA//ssuE//yqhD//pta//
go_0042126_5	cdsA//
go_0042128_5	
go_0042150_7	galU//
go_0042157_5	
go_0042158_6	accB//ybjI//
go_0042177_7	
go_0042182_5	ilvC//
go_0042219_6	
go_0042245_7	metC//hisF//trmL//
go_0042254_5	mocA//
go_0042255_6	
go_0042274_5	aroL//
go_0042304_7	
go_0042351_7	trmD//
go_0042355_8	treC//roxA//metC//garK//ycaO//ampH//
go_0042371_7	aspA//
go_0042413_6	pgpA//mnaT//
go_0042450_7	metB//tdk//dosP//rlmL//thrC//aldB//
go_0042454_7	ahr//
go_0042493_4	tdh//pheT//rbsD//cysC//argG//panD//cysN//ubiG//nrdF//gshA//aceF//argF//tdk//
go_0042538_6	nanK//kdsA//hypB//
go_0042542_5	prpD//dbpA//ndk//nadC//
go_0042545_5	hisI//
go_0042594_4	dut//paaZ//caiD//prmC//
go_0042619_6	
go_0042710_4	guaD//glxR//rsmG//pck//mug//speG//lysA//otsA//
go_0042732_6	rlmB//
go_0042744_6	arnT//apaH//
go_0042759_7	ileS//
go_0042773_6	zwf//
go_0042777_8	
go_0042780_10	fabH//tsaC//
go_0042817_5	purL//
go_0042819_6	malP//
go_0042823_6	leuS//alkA//leuC//yihX//
go_0042838_6	rluF//yihV//hpt//cpdB//
go_0042840_7	feaB//ansA//rutE//citG//gltD//aspA//
go_0042843_7	malZ//truC//
go_0042846_8	nagZ//
go_0042852_9	aspA//
go_0042867_8	puuB//
go_0042873_7	cynS//
go_0042882_10	glnE//glmM//
go_0042884_7	tyrB//gadB//nfi//
go_0042885_8	sdhB//
go_0042891_6	thrA//paaH//fucO//malS//ychF//rlmM//waaS//
go_0042906_8	glpC//purD//ubiI//
go_0042908_5	tesB//
go_0042914_8	waaG//
go_0042918_6	yfcG//lsrK//
go_0042919_6	
go_0042920_6	tdh//
go_0042928_7	
go_0042930_7	pnp//nanE//aspC//sthA//phnN//yrfG//lpoA//ttdB//trpE//yfdR//
go_0042938_8	yggF//mltA//allD//
go_0042939_8	kdsD//
go_0042941_8	ispH//
go_0042942_6	plsB//tcdA//
go_0042953_6	
go_0042956_8	cheB//ybjG//
go_0042968_8	entH//opgE//pyrE//
go_0043039_6	ychF//galE//putA//
go_0043041_6	tdk//nadA//
go_0043085_5	cysN//spoT//yqhD//
go_0043086_5	fabB//
go_0043093_3	ppiC//waaG//aspS//mmuM//
go_0043097_6	gatY//fadB//
go_0043099_7	fabG//
go_0043100_6	ygeX//
go_0043102_5	trpB//
go_0043103_7	apaH//
go_0043137_6	waaZ//glcD//
go_0043150_8	
go_0043157_6	cyoE//
go_0043164_6	dmsB//trmA//yihX//ssuD//yihV//ycjU//accA//
go_0043165_6	araD//queG//
go_0043171_5	uxuA//nfsB//citC//pfkA//hisG//
go_0043200_5	
go_0043201_6	
go_0043213_7	hisC//gpmA//
go_0043254_5	
go_0043335_3	idi//argK//serC//sdhC//ada//
go_0043433_5	hmp//yeiG//kefF//
go_0043442_6	nrfD//
go_0043456_6	kduD//
go_0043462_6	yagE//
go_0043470_6	
go_0043471_6	
go_0043488_5	tdh//menA//dosP//
go_0043547_7	
go_0043571_7	asnS//
go_0043610_4	folX//metF//surA//
go_0043686_7	tdcE//
go_0043687_7	menF//leuD//trmO//trmA//fadK//
go_0043708_5	thiI//
go_0043709_6	frdC//
go_0043711_5	
go_0043952_7	
go_0043953_7	wcaJ//
go_0044010_5	mnaT//opgB//folM//hdhA//entC//slyD//
go_0044011_4	trpC//
go_0044036_5	gadA//tcdA//yegS//
go_0044038_6	queD//menE//
go_0044092_4	
go_0044179_5	
go_0044208_7	epmA//
go_0044238_3	lysS//purF//murE//appA//
go_0044248_4	
go_0044255_4	
go_0044262_4	trpD//otsB//
go_0044273_5	trpS//
go_0044275_5	mngB//
go_0044349_6	
go_0044355_6	malZ//
go_0044532_6	
go_0044659_7	hcaE//
go_0044718_6	ilvE//
go_0044764_3	
go_0044780_6	mcrB//
go_0044781_5	
go_0044787_5	dxr//
go_0044874_7	
go_0045004_7	fkpA//ttdA//pldB//
go_0045013_7	
go_0045226_7	uvrA//murF//glcF//mutY//treA//accD//
go_0045333_5	pyrF//moaA//
go_0045337_6	xthA//
go_0045454_4	queD//oxc//alaS//mtlD//cysH//eptC//rutD//
go_0045471_5	cof//rffC//
go_0045717_8	fadK//folD//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	gudD//accD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	dnaQ//fumA//treC//metG//arnT//
go_0045893_8	mrcA//curA//
go_0045900_9	
go_0045903_5	rhaD//
go_0045912_6	phnM//prpC//serA//
go_0045926_5	
go_0045936_8	
go_0045947_9	bioC//entE//
go_0045975_9	
go_0045990_6	
go_0046037_8	udp//
go_0046040_8	clsA//
go_0046047_8	rffC//
go_0046050_8	glcE//menH//appA//
go_0046052_8	garK//
go_0046061_8	slyD//
go_0046076_8	spoT//
go_0046081_8	hemB//trpE//
go_0046086_6	narH//
go_0046098_7	fucA//
go_0046100_7	tsaC//
go_0046101_6	idnO//ppc//
go_0046103_9	mltD//
go_0046104_8	leuB//
go_0046115_10	rlmI//
go_0046133_8	dacC//nrdD//
go_0046166_6	glpD//
go_0046168_6	azoR//acpH//
go_0046176_6	lysU//accA//fau//trmJ//
go_0046177_7	yigL//idi//yjhH//lacZ//
go_0046181_7	leuA//
go_0046183_7	nrfC//speF//ymdB//
go_0046187_6	epmA//
go_0046196_5	dacD//
go_0046210_6	mmuM//hemD//rsmJ//
go_0046214_6	pagP//
go_0046256_7	mnmE//pgi//
go_0046271_5	accA//
go_0046279_6	add//
go_0046292_4	sucC//
go_0046294_5	lpoB//cysH//
go_0046296_6	nfsB//bglB//pyrG//
go_0046306_6	tadA//glyA//
go_0046323_10	yjcS//
go_0046325_8	
go_0046336_6	miaB//
go_0046342_8	treF//
go_0046348_6	arsC//cysQ//
go_0046365_5	kduI//
go_0046392_7	pheA//mtn//murI//hypB//
go_0046397_6	
go_0046416_6	yjcS//
go_0046452_6	sad//
go_0046459_6	rhaM//
go_0046470_5	
go_0046474_6	fabA//frdA//wcaJ//yqjH//katE//fklB//
go_0046487_5	phnO//
go_0046501_6	ydiB//
go_0046618_6	mcrA//pflB//cysE//pta//serA//waaG//
go_0046654_7	sseA//nrfA//rpe//sgbE//cyaA//
go_0046655_5	caiD//
go_0046656_6	serB//hemN//dadA//panD//purT//narV//
go_0046657_6	hcaD//
go_0046677_4	selA//ansB//mltD//lpxP//ldhA//cobC//rsgA//ada//pykA//gloC//rffG//deoA//dapF//gcl//narH//bioF//citE//waaC//pyrD//icd//mltF//recO//phnJ//kdsB//gcd//mutM//abgB//mutH//aroK//mhpA//wzb//
go_0046685_4	menA//opgB//
go_0046686_6	aldA//
go_0046688_6	panE//ugd//
go_0046690_5	gnd//waaF//
go_0046710_8	nadC//
go_0046718_8	lpoA//frdA//
go_0046777_8	acnB//fabZ//epmB//
go_0046834_6	glpD//
go_0046835_5	dgoA//atoB//rsmG//gpp//ubiC//yagE//prpC//coaA//guaA//ada//cyaA//wecB//tdcD//dfp//hypB//umpG//thiD//lipB//murQ//patZ//pgaC//
go_0046836_7	cheB//
go_0046839_6	waaJ//
go_0046855_6	tig//
go_0046892_8	
go_0046901_7	eptA//
go_0046939_7	pgpC//pyrC//glnE//hdhA//
go_0046942_7	puuC//aroE//dinB//
go_0046944_7	galE//
go_0047484_6	
go_0048034_6	cobU//
go_0048255_6	
go_0048473_8	glcD//
go_0048518_4	
go_0048870_3	ppk//
go_0050427_5	leuD//
go_0050667_6	ilvN//opgB//
go_0050779_5	azoR//
go_0050790_4	nfi//trmI//
go_0050821_5	ravA//dusB//
go_0050918_5	folD//add//
go_0050919_5	ilvE//
go_0051050_5	
go_0051083_5	coaE//
go_0051085_5	ynfF//wzc//
go_0051090_4	purL//
go_0051091_5	hyaA//
go_0051131_7	
go_0051143_8	amiD//
go_0051156_5	hcaD//
go_0051171_5	
go_0051188_5	codA//
go_0051191_6	panD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	tilS//purB//
go_0051270_5	
go_0051271_6	yggF//kdgK//
go_0051274_8	
go_0051276_5	
go_0051289_8	ubiE//pphA//paaB//plsC//yghU//cysG//ymdB//mutY//rfe//yigB//treF//argS//fklB//gadB//ycjU//cdh//nhoA//sseA//yccX//bglA//selD//rsmJ//argC//thyA//gcvH//apt//waaO//gloA//gpt//narH//epmB//fadM//
go_0051301_3	hypF//thrS//pykA//ribC//upp//betA//dgoD//paaE//
go_0051302_5	
go_0051304_4	polB//
go_0051338_5	
go_0051345_6	
go_0051346_6	alaC//
go_0051347_6	
go_0051349_6	
go_0051353_6	pdeH//
go_0051391_8	gmk//
go_0051409_4	zwf//
go_0051410_3	pdxA//
go_0051452_10	srlD//
go_0051453_9	truB//
go_0051454_10	pgpB//lldD//garR//paaA//xthA//
go_0051476_7	carA//
go_0051484_7	purB//
go_0051495_8	
go_0051595_6	gpmA//waaJ//
go_0051596_6	purC//treF//dkgB//gph//
go_0051599_4	
go_0051603_6	fucA//hcaD//
go_0051604_5	galM//sodA//glcB//
go_0051607_4	aroG//lipA//
go_0051649_4	
go_0051668_4	
go_0051692_6	nadD//serB//
go_0051704_2	proS//dnaQ//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	clsB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	pabB//lysU//
go_0052778_6	hemN//
go_0052837_6	arnA//
go_0055070_10	ackA//
go_0055072_10	xdhB//gltB//
go_0055085_5	sdhD//dmsA//fdhF//rhaA//araD//bglX//gutQ//mltF//paaH//gor//nudF//amyA//gpmA//yhdH//cobB//argI//ispG//cpdB//glcE//cysM//yeaG//ybiV//cysG//queC//kbaY//selD//puuB//thiH//kdsA//metL//gatY//phoA//nth//ychF//gpmM//yciA//rrrD//mraY//psd//dkgB//ilvC//asnB//proB//glcE//idnK//phnL//pgsA//yjjG//aphA//cdh//ubiC//pdeF//lpxT//nrdF//ispU//dcd//nadK//pgpC//malZ//cdh//panD//mraY//pykF//trmH//tktB//nrfC//hisH//ldtA//gapA//rluD//nadB//mutM//moaD//nth//ydiO//fumA//purD//fabA//garK//rfe//
go_0055086_4	ppc//leuA//
go_0055114_3	glpX//ltaE//uxuA//opgE//deoD//hcaF//lpxP//paaE//gatZ//pncB//carA//trmJ//rne//nhoA//acs//menI//frlB//fucA//ldcC//entH//mcrA//mpaA//hemL//nfsB//pepD//ubiC//argD//poxB//pgk//thiL//hemA//gcl//mnmG//phnM//nrfA//glmS//dxs//aroK//gor//hemG//aspC//trpB//xthA//gpt//
go_0055129_5	ycaO//murQ//waaZ//
go_0055130_8	speC//gldA//
go_0060003_10	dcm//entB//
go_0060274_5	pdxH//
go_0060326_5	tktA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ulaE//
go_0061077_4	def//dgoA//ydiO//paaC//speD//
go_0061475_9	cobT//
go_0061504_8	hcp//
go_0061610_5	metC//
go_0061615_7	ldtD//gpt//
go_0061720_5	truC//entB//tyrA//
go_0065002_6	apt//
go_0065007_2	ribF//
go_0070084_7	polA//
go_0070178_5	rrrD//
go_0070207_8	gloB//ldtB//rlmJ//
go_0070298_8	
go_0070301_6	agp//tpiA//
go_0070329_5	eda//
go_0070413_7	pyrB//
go_0070415_6	ydiO//nrfB//
go_0070417_5	ogt//
go_0070453_7	truC//
go_0070475_7	nagA//ldtB//umuD//purB//melA//dgt//ulaF//truC//rfbC//amyA//mutH//dmsA//moeB//rsmG//sodB//cysK//dfp//gutQ//plsC//
go_0070476_7	dgcM//metK//
go_0070482_4	gcvT//
go_0070574_9	gpmM//ulaD//rfe//yfbR//
go_0070581_8	
go_0070588_9	
go_0070689_6	mutL//gabD//
go_0070726_5	trpE//appA//
go_0070778_6	dgoA//serA//
go_0070894_6	
go_0070930_7	
go_0070981_6	mtn//
go_0070989_4	tsaE//
go_0071139_6	
go_0071218_6	rlmC//
go_0071229_5	
go_0071230_6	selA//
go_0071236_5	alr//dapB//ssuE//
go_0071237_6	
go_0071243_5	aroE//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	moaA//
go_0071271_7	pgsA//
go_0071276_7	
go_0071280_7	hemE//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	rimK//agp//
go_0071289_7	waaJ//
go_0071291_6	ppiA//
go_0071292_7	patD//
go_0071294_7	lpxL//
go_0071310_5	
go_0071421_9	rluE//yfaU//fadD//
go_0071422_7	dut//malS//pgm//
go_0071423_8	ftnA//
go_0071454_5	menD//udk//
go_0071456_5	
go_0071467_5	
go_0071468_6	ilvD//mpaA//pgm//lpxT//
go_0071470_5	
go_0071474_6	coaD//rne//purN//
go_0071500_5	dxr//
go_0071502_5	
go_0071555_4	nudF//dnaQ//ldcA//paaF//ldtB//ssuD//aspA//epmC//
go_0071577_9	rsmI//hcaF//ghrB//sufS//napA//waaJ//
go_0071705_5	
go_0071731_5	
go_0071732_6	cpdB//
go_0071769_5	
go_0071805_4	aldB//gapA//hemG//waaO//nadK//argS//pagP//ssuD//talB//
go_0071806_6	lipB//thiE//
go_0071807_8	
go_0071897_6	pphA//wcaJ//nfsB//aldB//coaA//ppsA//
go_0071915_9	uxuA//
go_0071932_8	clsB//
go_0071934_6	dxs//
go_0071945_7	
go_0071951_8	glnE//
go_0071963_4	
go_0071973_6	btuR//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	pdeL//amiD//
go_0072348_5	asd//
go_0072488_7	ppc//
go_0072511_7	amiD//
go_0072531_6	amiD//
go_0072581_9	hinT//
go_0072714_5	
go_0075713_7	
go_0080111_4	ldtC//luxS//
go_0089705_7	
go_0089709_7	ssuE//ispG//
go_0090071_6	
go_0090116_7	tsaB//
go_0090143_4	
go_0090305_6	nadC//mrcA//nfsB//glyA//suhB//thrS//moaD//malP//carA//cmk//murC//nfi//apaH//uxaC//argK//narH//asnS//dkgA//aceB//zwf//aroD//nadA//glnS//zwf//hpt//guaA//mtlD//gloB//pck//nagA//ssuD//fre//metK//adhP//mobA//gloA//kefF//scpC//garR//hcaF//kdgK//tyrS//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	yfcG//deoA//pdxY//folP//rffC//iaaA//kdsD//alaS//uvrC//lipA//wrbA//mltB//
go_0090502_8	uvrA//scpC//ribC//asd//prpC//adeD//gstB//gadA//udk//betB//paaH//bglA//fbp//frlB//folD//rluA//aroC//
go_0090503_8	insI-2//glgA//paaE//ttdB//recR//dmlA//apaH//polA//rffH//
go_0090529_5	
go_0090540_10	abgA//
go_0090549_5	
go_0090609_6	bioD//
go_0097056_7	glyA//
go_0097264_6	moaD//
go_0097304_7	murQ//
go_0097339_7	deoA//
go_0097428_6	ymdB//panE//
go_0097502_4	waaH//
go_0097510_7	btuR//
go_0097533_5	
go_0097638_8	hmp//
go_0098002_8	
go_0098655_7	kbaZ//rluB//murC//idnO//thyA//ligA//ispA//gnd//tdcG//nfi//miaB//uxuA//hemB//hemE//argH//
go_0098656_7	lpxK//
go_0098707_10	
go_0098708_8	glyA//paaZ//
go_0098710_7	pyrH//rlmJ//
go_0098713_8	rsmD//aceB//
go_0098719_9	
go_0098732_6	yihX//
go_0098795_9	wrbA//
go_0098869_4	torZ//atoB//yjhG//relA//yahK//ogt//dgcM//glgX//argD//pck//asd//malQ//lysA//mltA//mdh//
go_0099131_7	dapA//
go_0099132_7	arnA//waaZ//kduD//tyrB//ilvC//hisF//yieH//epmC//
go_0099133_8	rfbB//leuC//zwf//rffC//nadK//ydiB//deoA//dusB//clsA//cpdA//nrdE//pyrG//
go_0101030_8	nrfC//
go_1900190_5	sbcB//
