# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nfi//
go_0015906_6	mcrA//
go_0015909_8	aroG//
go_0015912_8	yieF//
go_0015914_7	kdsD//
go_0015920_7	katE//rihA//
go_0015937_7	ilvB//pdxJ//melA//ribA//
go_0015940_6	glgA//
go_0015944_4	pta//psuG//alaS//
go_0015949_5	xapA//glgX//ulaF//sbcB//slyD//rsmI//ldtB//queF//solA//nudF//atoB//ackA//yjcS//tyrS//fadI//bioC//nadC//ispH//
go_0015950_6	kefF//
go_0015951_7	gmhB//argG//
go_0015968_6	
go_0015969_8	puuC//menI//
go_0015976_2	entC//
go_0015986_7	
go_0015990_10	epmC//scpB//
go_0016024_7	lpxM//
go_0016032_5	eptB//
go_0016036_6	kdsC//betB//
go_0016042_5	
go_0016052_5	rlmC//paoC//dgoD//pdeH//
go_0016075_8	frdA//
go_0016078_8	adk//
go_0016094_6	fbaA//pyrD//
go_0016226_5	pagP//cobU//dapA//speB//
go_0016259_7	ruvB//
go_0016260_8	pdeR//tsaB//puuE//
go_0016310_6	lipA//metC//ssuE//katG//aspC//tsaC//narV//napA//folP//nadB//rpiA//trpD//rsmH//yqhD//hinT//paaH//hisS//
go_0016311_6	thiI//fumB//clsB//rrrD//lpd//paaF//rutD//mpaA//aspC//metF//der//aroH//ada//fumA//aldB//bioD//puuC//recG//yjjX//otsA//umuD//fcl//ravA//fumA//proB//dacC//gldA//rpiA//gadB//rpe//fre//hisH//tilS//torA//iaaA//rdgB//cheR//hyaA//uxaC//yihS//
go_0016458_3	
go_0016485_6	miaA//ghrB//
go_0016540_7	hisA//hisC//
go_0016579_7	trmD//
go_0016998_5	nagA//
go_0017001_5	pphA//
go_0017003_8	thrC//
go_0017004_7	epmA//
go_0017013_7	
go_0017038_6	
go_0017148_8	fadD//nadB//pykF//xylA//pfkA//
go_0017189_7	folM//
go_0017198_7	nudF//
go_0018012_8	hflX//
go_0018023_7	recG//
go_0018063_8	curA//
go_0018070_8	mutH//rutD//
go_0018104_8	mutL//waaP//sucB//thrS//gmk//
go_0018105_8	kdgK//
go_0018106_8	
go_0018108_8	rpe//
go_0018117_8	
go_0018125_6	rnt//
go_0018131_6	ilvE//
go_0018160_8	lpxB//
go_0018206_8	aceF//
go_0018247_9	agp//
go_0018283_6	
go_0018298_7	aspA//
go_0018307_7	pyrF//
go_0018315_8	purF//
go_0018339_9	nagB//
go_0018345_8	mngB//
go_0018364_6	dosP//rrrD//
go_0018378_9	
go_0018393_10	metG//
go_0018394_9	phnG//
go_0018410_8	amiD//
go_0018909_5	pabB//
go_0018937_4	dld//
go_0019042_6	queA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	gluQ//
go_0019243_7	hisI//spoT//alaA//cdh//
go_0019249_6	alaS//
go_0019250_7	ugd//
go_0019262_6	hypB//adeD//rsmD//trpA//accA//
go_0019264_7	lpcA//
go_0019272_9	hemA//cysD//
go_0019284_7	panD//rpe//
go_0019285_5	dld//gshA//
go_0019288_6	tktB//bcsA//plsC//aroG//
go_0019290_5	
go_0019292_8	bglA//
go_0019294_6	cysH//citG//adk//gloB//
go_0019299_6	phnM//
go_0019301_7	dapD//aceF//lacZ//gcl//ldcC//selA//rne//
go_0019303_7	umuD//rlmF//
go_0019305_7	rph//
go_0019309_7	rlmG//
go_0019316_8	kduD//sdhD//rlmH//
go_0019318_5	dadA//
go_0019323_6	ispF//rlmG//miaB//wcaJ//mngB//argE//yihU//
go_0019324_6	menC//epmA//patZ//dsdA//sufS//
go_0019343_8	pheS//
go_0019344_7	adhP//
go_0019346_7	hisH//
go_0019353_8	ahpC//lpxD//rhaA//waaC//
go_0019354_6	adhE//
go_0019379_5	hcaB//
go_0019380_6	nadB//pgsA//
go_0019388_7	ldtD//
go_0019391_6	ribE//
go_0019394_7	cysH//
go_0019395_5	truD//
go_0019404_8	fadH//pepD//
go_0019413_6	trpS//citC//
go_0019419_4	torZ//
go_0019427_7	nrfC//
go_0019430_5	sucC//mepS//dgoD//
go_0019432_7	rlmJ//
go_0019439_5	pgk//rlmB//
go_0019447_8	alaA//
go_0019450_9	spoT//
go_0019464_7	hemN//ycjU//clsB//eutB//rluE//pgsA//
go_0019480_4	murA//
go_0019509_7	
go_0019516_4	epd//dgcT//
go_0019521_6	dgcT//upp//
go_0019542_6	cpsG//
go_0019545_6	gstA//
go_0019546_9	paaZ//
go_0019563_7	pyrH//alr//pfkA//
go_0019568_7	insI-1//rluF//
go_0019569_7	dusB//dxs//gcvH//
go_0019571_8	nrfB//mrcA//mutL//
go_0019572_8	cmk//
go_0019584_7	
go_0019588_7	phnG//rph//
go_0019592_8	ndh//
go_0019595_8	ldhA//
go_0019607_6	hisH//epmA//
go_0019622_6	metF//rihB//cmoA//
go_0019629_7	surA//rutB//
go_0019632_5	galU//dmsB//cdd//pdxK//
go_0019634_5	phnL//
go_0019645_6	folE//hcaC//alsK//
go_0019646_6	glcD//glpC//tktB//pyrF//
go_0019664_6	bglA//nanA//
go_0019665_5	amiD//
go_0019673_6	ybjI//
go_0019676_3	uvrC//
go_0019677_8	
go_0019679_7	lpxB//ynfE//rfe//
go_0019686_6	hisF//
go_0019698_7	uxuA//rbn//arnA//mocA//psuG//puuA//
go_0019700_6	ogt//lysU//uvrB//rhaA//
go_0019740_2	kdsA//rnd//cpsB//pykF//ribC//ygjK//
go_0019752_6	
go_0019805_6	ynfH//
go_0019835_3	
go_0019852_5	rbsK//cynS//menF//
go_0019854_6	fadJ//mtn//
go_0019856_7	lpxM//
go_0019858_7	codA//
go_0019859_7	menF//
go_0019877_6	moaA//wecC//fabH//
go_0019878_9	rfbD//
go_0019935_6	pflB//hchA//
go_0019985_8	panC//murQ//
go_0019988_7	galU//
go_0022417_4	mcrB//
go_0022610_2	sdaB//
go_0022611_3	ackA//gcl//rffG//
go_0022900_4	psd//pheT//
go_0022904_5	uxuB//tyrB//dgt//
go_0023014_4	ygeX//selA//gcvP//
go_0030001_7	puuD//gstA//relA//
go_0030007_8	kbaZ//
go_0030026_9	
go_0030091_6	aroL//metH//ribD//lsrG//
go_0030153_5	
go_0030162_7	
go_0030163_5	mutH//rimK//queA//glmS//
go_0030244_9	
go_0030258_5	dgcT//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rhaM//speG//
go_0030388_5	aroD//rhaB//rluC//
go_0030488_6	yghU//fabZ//ribF//kdsA//trmJ//yigL//dmsC//asd//sucA//clsA//
go_0030490_10	
go_0030497_7	asd//betB//
go_0030541_4	
go_0030573_6	fadK//
go_0030632_8	btuR//waaY//yhdH//mhpC//
go_0030641_8	hisD//entC//
go_0030643_8	
go_0030961_9	eda//
go_0030980_7	leuC//pta//rhaB//
go_0031118_8	yfdR//
go_0031119_8	selA//hisD//coaE//fabB//ddlA//waaB//
go_0031125_10	tmcA//
go_0031162_5	dfp//
go_0031167_6	alr//tdcD//cdd//cysI//rutE//rutA//
go_0031280_6	tmk//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	solA//
go_0031400_8	
go_0031439_9	
go_0031460_7	gadA//adhE//aroA//alsE//speB//rsmC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	etk//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	pdeL//
go_0032026_6	ascB//
go_0032049_8	dacC//suhB//xthA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ilvE//
go_0032196_3	gatY//
go_0032238_6	purL//
go_0032259_3	glk//pyrB//aroC//lysU//
go_0032261_6	nadC//
go_0032263_7	azoR//rbn//
go_0032264_7	rihB//torY//
go_0032265_7	mhpB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	der//sdaB//lacZ//
go_0032329_7	lpd//rluA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	puuD//
go_0032445_10	rutC//rutE//
go_0032462_7	pabA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	dgcM//waaP//fdhF//hyi//
go_0032774_6	thrS//
go_0032775_6	nrfD//pykA//gmd//
go_0032781_7	
go_0032784_8	
go_0032790_6	murG//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	cpdA//
go_0032978_7	
go_0033014_6	rlmF//frlB//
go_0033051_5	zwf//
go_0033120_8	
go_0033194_5	aceA//phoA//rutB//
go_0033195_5	lysA//
go_0033212_10	ulaG//lpcA//
go_0033214_11	rluE//tadA//
go_0033228_8	ttdB//ribE//rfe//
go_0033317_7	gcl//mrdA//xthA//fadA//
go_0033320_6	thrC//
go_0033345_8	leuA//prpB//
go_0033353_5	patA//
go_0033359_7	ybjI//ilvA//
go_0033384_6	paaH//
go_0033388_7	prpB//
go_0033477_5	tag//
go_0033499_8	tsaB//cmk//purA//cobT//paaF//
go_0033518_6	thrA//
go_0033539_7	sgbU//
go_0033542_7	caiD//
go_0033543_8	accD//
go_0033567_6	
go_0033585_7	galM//aroB//
go_0033611_8	napB//
go_0033683_7	
go_0034194_8	rffH//paaB//sodB//
go_0034195_8	folA//
go_0034198_6	cpsG//bioA//
go_0034203_6	ascB//
go_0034204_5	waaC//hemH//
go_0034213_6	thiH//
go_0034214_7	slt//rsmG//kduD//
go_0034219_6	cdd//rpiB//feaB//hypB//ydiO//prpB//cpdB//lsrK//dosP//gatZ//rsmA//fadI//trmJ//allC//rfaD//gldA//gshA//lacZ//xylA//waaB//otsA//puuB//phr//rlmC//narH//mltB//glpC//epd//gpt//
go_0034220_6	cdd//ybjI//rbn//yeiG//proC//aroD//
go_0034224_6	
go_0034227_8	gudD//
go_0034258_8	yihT//
go_0034260_5	
go_0034289_7	ampH//
go_0034337_3	cysH//
go_0034355_7	aroB//hisG//dkgB//nagB//
go_0034401_5	
go_0034414_9	speC//
go_0034421_8	suhB//
go_0034470_8	pyrD//
go_0034552_7	
go_0034599_5	ddlA//idnK//dkgB//waaF//malY//
go_0034605_5	yjjX//ssuD//
go_0034614_6	rluE//
go_0034620_6	sodB//
go_0034628_9	lpxC//gloA//ybjI//aldA//tdcG//
go_0034635_6	nrdA//
go_0034644_7	ulaG//
go_0034661_7	
go_0034775_7	gor//folP//
go_0034983_9	cysE//tdcE//
go_0035235_6	ttdB//csdA//ahpC//
go_0035307_9	
go_0035335_8	cdh//rlmL//
go_0035344_8	pgaB//lipA//
go_0035350_6	ldtB//
go_0035429_8	alaS//surA//prpB//cdd//lacZ//lpxB//
go_0035433_7	dgcT//
go_0035434_9	treF//
go_0035435_9	codA//ldtB//patD//btuE//
go_0035442_7	waaO//speA//ldhA//murB//yrfG//ppc//argG//
go_0035443_7	mnmC//tyrA//carB//
go_0035444_9	opgB//purU//ubiA//rsmC//
go_0035461_6	paaK//
go_0035524_8	frmB//
go_0035552_6	araB//
go_0035553_6	mog//
go_0035556_4	
go_0035600_8	yigB//
go_0035672_6	coaE//puuB//aroB//
go_0035725_9	yhdJ//dam//fadD//preT//nrdA//
go_0035784_9	gatD//
go_0035864_6	
go_0035873_8	ldcC//ruvA//
go_0035999_5	gatZ//ilvC//gabT//
go_0036001_7	roxA//
go_0036047_9	selB//
go_0036049_9	nrdB//
go_0036088_6	folD//
go_0036104_6	miaA//cysN//
go_0036172_6	waaP//
go_0036214_3	
go_0036265_6	murI//
go_0036289_9	fabB//abgA//
go_0036448_6	rpiA//nadD//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	sdhA//recJ//
go_0040033_9	
go_0042026_4	waaG//sucA//gadB//pheS//
go_0042126_5	pfkB//
go_0042128_5	
go_0042150_7	sgbE//
go_0042157_5	
go_0042158_6	rffM//glnA//
go_0042177_7	
go_0042182_5	serC//
go_0042219_6	
go_0042245_7	hinT//tdcE//aroB//
go_0042254_5	nrdA//
go_0042255_6	
go_0042274_5	murI//
go_0042304_7	
go_0042351_7	araA//
go_0042355_8	rfbB//waaY//surA//mak//prmB//metE//
go_0042371_7	recG//
go_0042413_6	entA//lpxB//
go_0042450_7	alr//der//kbaY//rsuA//cynT//upp//
go_0042454_7	dhaL//
go_0042493_4	mtlD//leuC//mtn//rsmB//bioH//eno//paaB//dcd//glnE//waaG//cdh//panC//proB//
go_0042538_6	hisI//appA//glmM//
go_0042542_5	hyaA//rsmH//frdB//dapB//
go_0042545_5	ruvC//
go_0042594_4	yggF//etp//yagF//dgcM//
go_0042619_6	
go_0042710_4	pnp//metL//puuC//mtgA//hemD//mltC//pbpC//yfcG//
go_0042732_6	hcaF//
go_0042744_6	argB//ribC//
go_0042759_7	purC//
go_0042773_6	allB//
go_0042777_8	
go_0042780_10	hcaB//lsrK//
go_0042817_5	lplA//
go_0042819_6	ilvH//
go_0042823_6	malQ//ung//selA//prpB//
go_0042838_6	fumB//cheR//ravA//pdeH//
go_0042840_7	pdxB//serC//rlmM//yieH//mngB//phnO//
go_0042843_7	hcaC//dmsC//
go_0042846_8	dbpA//
go_0042852_9	aroB//
go_0042867_8	rfbB//
go_0042873_7	yihS//
go_0042882_10	rph//epmB//
go_0042884_7	guaD//dusC//aspC//
go_0042885_8	rsgA//
go_0042891_6	waaG//cheB//lldD//rhaM//ygjK//fumA//purF//
go_0042906_8	bioD//kdgK//fabI//
go_0042908_5	ubiE//
go_0042914_8	ldtD//
go_0042918_6	purC//arsC//
go_0042919_6	
go_0042920_6	ahr//
go_0042928_7	
go_0042930_7	surA//mhpA//phnL//betB//ydfG//trmJ//dnaE//entE//serC//yihS//
go_0042938_8	hyaA//purF//fucO//
go_0042939_8	betA//
go_0042941_8	cynT//
go_0042942_6	hpt//rutD//
go_0042953_6	
go_0042956_8	pgaC//purA//
go_0042968_8	rlmB//narH//hmp//
go_0043039_6	cheR//rne//nfi//
go_0043041_6	speA//nirB//
go_0043085_5	nudG//cheR//tmk//
go_0043086_5	malS//
go_0043093_3	thiD//ssuD//truD//selD//
go_0043097_6	cysK//ahpC//
go_0043099_7	yrfG//
go_0043100_6	sad//
go_0043102_5	kdsA//
go_0043103_7	ahr//
go_0043137_6	speA//ribF//
go_0043150_8	
go_0043157_6	aroL//
go_0043164_6	argE//pheT//argE//coaD//ilvA//metC//coaA//
go_0043165_6	sdhB//thiG//
go_0043171_5	wecC//narH//cobC//waaA//frmB//
go_0043200_5	
go_0043201_6	
go_0043213_7	def//ruvC//
go_0043254_5	
go_0043335_3	rluF//aroL//serS//chbG//citE//
go_0043433_5	dam//ygjK//nth//
go_0043442_6	purT//
go_0043456_6	amiD//
go_0043462_6	fklB//
go_0043470_6	
go_0043471_6	
go_0043488_5	torY//codA//fabZ//
go_0043547_7	
go_0043571_7	hcaE//
go_0043610_4	rluF//metK//pgpB//
go_0043686_7	fkpA//
go_0043687_7	ubiH//hycB//aroC//pck//hisB//
go_0043708_5	gph//
go_0043709_6	rlmI//
go_0043711_5	
go_0043952_7	
go_0043953_7	asnS//
go_0044010_5	glgP//nadA//nudC//nrfC//rfaD//asnA//
go_0044011_4	lpxL//
go_0044036_5	ilvD//murB//idnO//
go_0044038_6	ppsA//ilvM//
go_0044092_4	
go_0044179_5	
go_0044208_7	rnt//
go_0044238_3	tauD//treC//mutL//thyA//
go_0044248_4	
go_0044255_4	
go_0044262_4	ubiI//insI-1//
go_0044273_5	hemH//
go_0044275_5	mutH//
go_0044349_6	
go_0044355_6	mtgA//
go_0044532_6	
go_0044659_7	alsE//
go_0044718_6	gcvP//
go_0044764_3	
go_0044780_6	waaF//
go_0044781_5	
go_0044787_5	yihV//
go_0044874_7	
go_0045004_7	purT//metC//gluQ//
go_0045013_7	
go_0045226_7	cpsB//aceB//mhpD//dnaE//dnaQ//ushA//
go_0045333_5	mutM//ldtA//
go_0045337_6	ansB//
go_0045454_4	tdcB//bioA//frc//sgbU//gdhA//eutD//prs//
go_0045471_5	adk//yagF//
go_0045717_8	paaE//glpX//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	eno//mraY//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	yfiC//mrcB//purL//pheA//paaH//
go_0045893_8	arnT//pyrG//
go_0045900_9	
go_0045903_5	tadA//
go_0045912_6	mhpA//fabB//tyrB//
go_0045926_5	
go_0045936_8	
go_0045947_9	paaF//cpsB//
go_0045975_9	
go_0045990_6	
go_0046037_8	rpiA//
go_0046040_8	metG//
go_0046047_8	pflB//
go_0046050_8	purB//alaA//gudD//
go_0046052_8	murC//
go_0046061_8	glnS//
go_0046076_8	eptC//
go_0046081_8	nirB//thiI//
go_0046086_6	ulaD//
go_0046098_7	hisH//
go_0046100_7	proC//
go_0046101_6	yfcF//chbG//
go_0046103_9	moaE//
go_0046104_8	uvrA//
go_0046115_10	pheA//
go_0046133_8	sgbH//sthA//
go_0046166_6	guaB//
go_0046168_6	cueO//folD//
go_0046176_6	tsaB//nadE//carA//uxuB//
go_0046177_7	waaB//rluF//rlmB//yeaE//
go_0046181_7	yghU//
go_0046183_7	ulaD//trpS//dsdA//
go_0046187_6	lpxP//
go_0046196_5	cysQ//
go_0046210_6	tadA//mhpC//lysU//
go_0046214_6	purC//
go_0046256_7	thiD//rffT//
go_0046271_5	truA//
go_0046279_6	araB//
go_0046292_4	purB//
go_0046294_5	murA//ruvA//
go_0046296_6	rluC//rsmI//pyrF//
go_0046306_6	ascB//ubiD//
go_0046323_10	pdxB//
go_0046325_8	
go_0046336_6	fadJ//
go_0046342_8	mutH//
go_0046348_6	pdxY//dinB//
go_0046365_5	fadK//
go_0046392_7	acpT//fau//surA//fucO//
go_0046397_6	
go_0046416_6	citG//
go_0046452_6	narV//
go_0046459_6	paaK//
go_0046470_5	
go_0046474_6	nadB//aldA//mdh//rutE//pheT//rlmB//
go_0046487_5	lpxD//
go_0046501_6	ravA//
go_0046618_6	frdB//hemH//fabB//gadB//cysM//murF//
go_0046654_7	fes//ispG//rph//lldD//aphA//
go_0046655_5	cysG//
go_0046656_6	phnL//coaA//glgP//malS//eptB//dld//
go_0046657_6	dapB//
go_0046677_4	gcd//mltC//eda//cpdB//yfeX//amyA//ulaG//ubiD//scpC//ygjK//acnA//oxc//dnaQ//fadH//galK//entE//tag//guaB//guaB//xylB//mtlD//yfbR//glnE//cysM//lpxK//dmlA//mcrB//fumB//proA//sdaB//fklB//
go_0046685_4	ampD//glyA//
go_0046686_6	ispH//
go_0046688_6	xthA//ppsA//
go_0046690_5	nfsB//garK//
go_0046710_8	mocA//
go_0046718_8	ahr//purC//
go_0046777_8	chbF//mdh//frmB//
go_0046834_6	ubiI//
go_0046835_5	rfbB//tdk//serC//cyaA//ldtB//dgoA//tilS//fabD//nrdD//panC//bioC//bioA//phnH//cmoB//speD//murE//serS//kdgK//dgkA//citX//ruvB//
go_0046836_7	ldtA//
go_0046839_6	slyD//
go_0046855_6	dkgA//
go_0046892_8	
go_0046901_7	nanK//
go_0046939_7	truC//rnd//ravA//purN//
go_0046942_7	hyaB//rpe//galK//
go_0046944_7	waaF//
go_0047484_6	
go_0048034_6	uvrB//
go_0048255_6	
go_0048473_8	pheT//
go_0048518_4	
go_0048870_3	melA//
go_0050427_5	psuG//
go_0050667_6	preA//yfiC//
go_0050779_5	rsmH//
go_0050790_4	gntK//sucB//
go_0050821_5	tynA//ilvH//
go_0050918_5	yfeW//sdaB//
go_0050919_5	ndk//
go_0051050_5	
go_0051083_5	waaZ//
go_0051085_5	insI-1//aroF//
go_0051090_4	acs//
go_0051091_5	napC//
go_0051131_7	
go_0051143_8	allD//
go_0051156_5	glmU//
go_0051171_5	
go_0051188_5	tktA//
go_0051191_6	eptA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	cysI//lysC//
go_0051270_5	
go_0051271_6	yccX//hmp//
go_0051274_8	
go_0051276_5	
go_0051289_8	agp//fbaA//dgcZ//yihS//yidA//citC//tehB//hemG//hinT//tdh//fadI//cysM//araB//rpe//dacD//sucA//ispF//mazG//menF//feaB//phoA//thiI//dkgA//pck//speF//ldtE//eptC//aspC//lsrG//trmI//coaD//iaaA//
go_0051301_3	hemF//adhP//birA//alkB//allD//prpD//tdcE//sdhD//
go_0051302_5	
go_0051304_4	fkpA//
go_0051338_5	
go_0051345_6	
go_0051346_6	lpoB//
go_0051347_6	
go_0051349_6	
go_0051353_6	pykF//
go_0051391_8	kdsB//
go_0051409_4	wzc//
go_0051410_3	lipA//
go_0051452_10	spoT//
go_0051453_9	yjjG//
go_0051454_10	ttdB//mtn//tag//rpiB//rutC//
go_0051476_7	pagP//
go_0051484_7	mltF//
go_0051495_8	
go_0051595_6	allC//queG//
go_0051596_6	pfkA//ldhA//rffG//glgX//
go_0051599_4	
go_0051603_6	gadB//torC//
go_0051604_5	waaY//galT//nrdD//
go_0051607_4	glmM//rfbB//
go_0051649_4	
go_0051668_4	
go_0051692_6	mog//purT//
go_0051704_2	slt//sthA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	tdcB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	patA//ada//
go_0052778_6	glgX//
go_0052837_6	ispH//
go_0055070_10	hycB//
go_0055072_10	trpE//clsB//
go_0055085_5	cmoB//yigL//lpd//uxaB//dhaM//add//yieF//aspC//bioH//folX//phnP//mmuM//nadB//ilvB//mutT//mocA//entF//truA//araD//argA//alsE//hisB//yjhG//puuA//rsmA//murC//pgaC//gatD//aphA//sucA//ddlA//chbF//ssuD//speE//ilvB//iaaA//gstA//iaaA//purN//gluQ//iscS//sufS//entF//murB//selD//rihA//waaG//tag//hisC//proB//thyA//manA//pyrD//entF//ulaF//gcd//malY//glgP//dsdA//fadI//phnO//cyaA//mnaT//dnaE//avtA//prs//dusB//queC//scpB//tdh//paaF//tatD//hyaC//selA//fucI//cobU//nanE//ribA//nadA//ilvE//
go_0055086_4	mug//leuB//
go_0055114_3	treC//fadH//nadB//purL//gadA//lldD//aroH//phnN//serB//hcaB//selD//yahK//sdhA//uvrC//folX//ackA//rluF//ynfE//ubiH//mutS//yieH//csdA//pyrG//lldD//fabI//ymdB//coaA//paaB//tag//insI-1//murQ//wecC//dxs//epmB//frmB//rfbD//narI//hemL//mnaT//rsmB//abgA//tktA//glnA//fabZ//
go_0055129_5	waaO//waaC//puuE//
go_0055130_8	fucO//queF//
go_0060003_10	scpC//entE//
go_0060274_5	psuG//
go_0060326_5	dapF//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rfbD//
go_0061077_4	btuR//argD//pta//nudC//atoB//
go_0061475_9	cueO//
go_0061504_8	opgE//
go_0061610_5	hcaD//
go_0061615_7	murQ//lpxD//
go_0061720_5	murG//bioB//mutH//
go_0065002_6	moaA//
go_0065007_2	mdh//
go_0070084_7	lplA//
go_0070178_5	alsK//
go_0070207_8	nadD//mtlD//wzb//
go_0070298_8	
go_0070301_6	dinB//azoR//
go_0070329_5	nudB//
go_0070413_7	caiB//
go_0070415_6	manA//surA//
go_0070417_5	glmM//
go_0070453_7	aphA//
go_0070475_7	sgbH//katG//truA//yfiC//polB//fabA//rluF//cmoA//nadB//yggF//cdsA//trmA//surA//yieF//btuR//selD//aroE//hcaB//pykA//
go_0070476_7	otsA//bioD//
go_0070482_4	dut//
go_0070574_9	hpt//trpB//fabZ//bfr//
go_0070581_8	
go_0070588_9	
go_0070689_6	glgC//thiG//
go_0070726_5	napA//menI//
go_0070778_6	xapA//kdsD//
go_0070894_6	
go_0070930_7	
go_0070981_6	ilvE//
go_0070989_4	rlmC//
go_0071139_6	
go_0071218_6	ilvM//
go_0071229_5	
go_0071230_6	gatD//
go_0071236_5	yagF//gmhB//yciA//
go_0071237_6	
go_0071243_5	manA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	moaD//
go_0071271_7	lldD//
go_0071276_7	
go_0071280_7	lpxK//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	trpC//pbpC//
go_0071289_7	pgpA//
go_0071291_6	pcm//
go_0071292_7	apt//
go_0071294_7	panE//
go_0071310_5	
go_0071421_9	napB//gloC//glpK//
go_0071422_7	mutM//aspA//selA//
go_0071423_8	fau//
go_0071454_5	mhpD//fabB//
go_0071456_5	
go_0071467_5	
go_0071468_6	bglA//yidA//rsmG//ampD//
go_0071470_5	
go_0071474_6	nudC//cueO//menI//
go_0071500_5	ilvM//
go_0071502_5	
go_0071555_4	ppc//phnH//fcl//pdeH//hisD//truD//puuD//uxuB//
go_0071577_9	hemH//folD//ftsI//scpB//upp//ackA//
go_0071705_5	
go_0071731_5	
go_0071732_6	plsC//
go_0071769_5	
go_0071805_4	ydiO//yfaU//glgC//argC//rsmJ//icd//waaO//adk//yfbR//
go_0071806_6	nanE//aspS//
go_0071807_8	
go_0071897_6	torZ//insI-1//ybcF//dgcM//thiH//btuE//
go_0071915_9	prs//
go_0071932_8	rbsK//
go_0071934_6	waaG//
go_0071945_7	
go_0071951_8	fadI//
go_0071963_4	
go_0071973_6	aspS//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	epmC//bacA//
go_0072348_5	idnK//
go_0072488_7	fucA//
go_0072511_7	mog//
go_0072531_6	tadA//
go_0072581_9	trmH//
go_0072714_5	
go_0075713_7	
go_0080111_4	sdaA//torZ//
go_0089705_7	
go_0089709_7	speF//ldhA//
go_0090071_6	
go_0090116_7	alkA//
go_0090143_4	
go_0090305_6	waaU//ychF//entH//allD//waaY//rsmD//ruvA//rluF//hisH//yagF//dgoK//sgbH//waaU//umuD//wecB//rnd//purD//rpiA//hisD//treF//aroB//opgE//rluF//dusC//hdhA//rutA//psuG//yeaG//ispG//sucD//menE//murD//phnI//gph//fumC//iscS//rlmJ//waaU//waaS//lpxT//gcvT//dapD//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	lpxK//murA//moaD//paaG//pyrB//dadA//guaC//ribE//pyrH//hpt//uxaC//hcp//
go_0090502_8	folC//yieH//speC//lyxK//yieF//tauD//pagP//rfbB//sgbE//yjjG//ruvC//rutC//pdeL//aroB//hisF//tauD//yqjH//
go_0090503_8	cynT//yegS//rutE//murF//trpE//yjcS//menB//appA//surA//
go_0090529_5	
go_0090540_10	maa//
go_0090549_5	
go_0090609_6	cynS//
go_0097056_7	plsC//
go_0097264_6	fabI//
go_0097304_7	fucK//
go_0097339_7	wecB//
go_0097428_6	xdhB//aceB//
go_0097502_4	tsaD//
go_0097510_7	preT//
go_0097533_5	
go_0097638_8	phr//
go_0098002_8	
go_0098655_7	purB//acpH//bfr//rffH//accD//nrdA//murQ//eutB//nagZ//pabC//ispB//fau//tdh//serC//mobA//
go_0098656_7	argG//
go_0098707_10	
go_0098708_8	dcm//leuD//
go_0098710_7	epd//truD//
go_0098713_8	galT//rihA//
go_0098719_9	
go_0098732_6	patZ//
go_0098795_9	pgaC//
go_0098869_4	gph//pyrC//cynS//araB//fruK//nrdD//proS//icd//metC//adhP//mnmE//yihS//paoC//napC//citC//
go_0099131_7	rpiA//
go_0099132_7	frdB//mraY//trmL//ychF//lpoA//yegS//hisA//accB//
go_0099133_8	serA//bglA//yigL//gapA//folE//menC//scpB//thiI//rlmG//mngB//yfdR//ymdB//
go_0101030_8	gor//
go_1900190_5	nadK//
go_1900191_6	
go_1900192_6	
go_1900231_6	accC//
go_1900232_7	
go_1900233_7	phnP//
