# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	thrC//
go_0015909_8	kduD//
go_0015912_8	abgA//
go_0015914_7	eda//
go_0015920_7	thrC//trpB//
go_0015937_7	gntK//thiH//lpcA//cobU//
go_0015940_6	fucA//
go_0015944_4	frdB//lpxC//rpiB//
go_0015949_5	alaC//hemG//waaL//pyrB//rsmG//rbn//alaC//ruvC//yidA//tilS//glmM//moaD//fabG//mhpA//maeA//aphA//yahK//narH//
go_0015950_6	panD//
go_0015951_7	dosP//yjjX//
go_0015968_6	
go_0015969_8	moaA//speB//
go_0015976_2	dapD//
go_0015986_7	
go_0015990_10	zwf//udp//
go_0016024_7	opgE//
go_0016032_5	rph//
go_0016036_6	hpt//pgaD//
go_0016042_5	
go_0016052_5	mltD//rlmI//cof//glgC//
go_0016075_8	menI//
go_0016078_8	ung//
go_0016094_6	nfsB//ppiC//
go_0016226_5	cdh//nanA//dacD//uvrC//
go_0016259_7	cobU//
go_0016260_8	rlmI//yfeW//phnG//
go_0016310_6	pgpC//nagA//mazG//rffG//ubiD//mraY//ldcC//glpK//mutL//tsaC//galT//murD//yeiG//gluQ//nrdD//paaF//ftnA//
go_0016311_6	entD//nagB//curA//menA//putA//uvrC//mutS//cyaA//fadH//idnO//nudF//eda//torC//lpxB//talB//hpt//tdk//gmk//alaA//fucK//pdeF//arnB//ybiV//murI//glcE//mpaA//gutQ//rsmH//mdh//lyxK//glpB//cheR//lipB//gpmM//prs//rlmF//purL//dgcT//kdgK//bioF//
go_0016458_3	
go_0016485_6	glxK//ssuD//
go_0016540_7	rsmD//queG//
go_0016579_7	narH//
go_0016998_5	ansB//
go_0017001_5	murG//
go_0017003_8	rfaD//
go_0017004_7	pdeR//
go_0017013_7	
go_0017038_6	
go_0017148_8	dcd//sthA//sdaA//tynA//astB//
go_0017189_7	murI//
go_0017198_7	pyrG//
go_0018012_8	abgA//
go_0018023_7	argB//
go_0018063_8	ldtD//
go_0018070_8	truB//cysG//
go_0018104_8	cysN//otsB//rlmH//phoA//abgB//
go_0018105_8	luxS//
go_0018106_8	
go_0018108_8	nirB//
go_0018117_8	
go_0018125_6	chbF//
go_0018131_6	araA//
go_0018160_8	agp//
go_0018206_8	agp//
go_0018247_9	dnaQ//
go_0018283_6	
go_0018298_7	argI//
go_0018307_7	queD//
go_0018315_8	murI//
go_0018339_9	iscS//
go_0018345_8	garR//
go_0018364_6	tmk//gldA//
go_0018378_9	
go_0018393_10	talB//
go_0018394_9	nudC//
go_0018410_8	yhdH//
go_0018909_5	kdsC//
go_0018937_4	otsA//
go_0019042_6	sucB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	rnt//
go_0019243_7	frmB//glpC//paaB//yegS//
go_0019249_6	thiE//
go_0019250_7	pyrG//
go_0019262_6	selD//rsmD//ispU//nagB//dkgA//
go_0019264_7	yjcS//
go_0019272_9	pdxH//lpxT//
go_0019284_7	ybiV//trmD//
go_0019285_5	rhaM//ppc//
go_0019288_6	acpH//cheB//nanK//pphB//
go_0019290_5	
go_0019292_8	dbpA//
go_0019294_6	katG//argB//xylB//astB//
go_0019299_6	cpdA//
go_0019301_7	waaH//trmD//fabZ//adhP//tdcG//dnaE//fabA//
go_0019303_7	dgt//agp//
go_0019305_7	rsmD//
go_0019309_7	ftnA//
go_0019316_8	yciV//pgsA//mpaA//
go_0019318_5	yieF//
go_0019323_6	tesB//speF//rlmH//pnp//menD//lipA//dkgA//
go_0019324_6	guaA//waaO//pyrE//yjhG//rlmC//
go_0019343_8	yfbR//
go_0019344_7	pphB//
go_0019346_7	appA//
go_0019353_8	rpiA//mpaA//metE//malS//
go_0019354_6	hisG//
go_0019379_5	menB//
go_0019380_6	fre//speC//
go_0019388_7	mnmE//
go_0019391_6	metE//
go_0019394_7	fadK//
go_0019395_5	yagE//
go_0019404_8	hemB//def//
go_0019413_6	udp//ycjU//
go_0019419_4	narY//
go_0019427_7	narZ//
go_0019430_5	pfkA//waaF//appA//
go_0019432_7	tdcD//
go_0019439_5	iscS//hyaC//
go_0019447_8	tdcB//
go_0019450_9	ppc//
go_0019464_7	fabA//arnA//opgE//glcF//gabD//dgkA//
go_0019480_4	gpsA//
go_0019509_7	
go_0019516_4	sdhC//yqhD//
go_0019521_6	rfaE//cyoE//
go_0019542_6	menE//
go_0019545_6	srlD//
go_0019546_9	mltA//
go_0019563_7	eutD//hemL//iaaA//
go_0019568_7	sodA//dusC//
go_0019569_7	napA//trmI//purF//
go_0019571_8	gor//proB//cueO//
go_0019572_8	yieH//
go_0019584_7	
go_0019588_7	mngB//tsaC//
go_0019592_8	argD//
go_0019595_8	glgP//
go_0019607_6	rhaB//lysC//
go_0019622_6	glyA//btuR//hypB//
go_0019629_7	yagE//metC//
go_0019632_5	alkA//phnL//speE//hcaF//
go_0019634_5	hycB//
go_0019645_6	umpG//dsdA//etp//
go_0019646_6	eno//paaE//astC//dbpA//
go_0019664_6	glcE//wcaJ//
go_0019665_5	murA//
go_0019673_6	preA//
go_0019676_3	proC//
go_0019677_8	
go_0019679_7	ybjG//lpxT//puuA//
go_0019686_6	purT//
go_0019698_7	caiB//ftsI//dapA//paaA//tauD//hinT//
go_0019700_6	bglX//tmcA//argC//thiC//
go_0019740_2	thyA//hisB//hemB//hisC//yihU//dmsA//
go_0019752_6	
go_0019805_6	torZ//
go_0019835_3	
go_0019852_5	carA//nanE//dacA//
go_0019854_6	nrdE//phnJ//
go_0019856_7	folA//
go_0019858_7	nadK//
go_0019859_7	pyrE//
go_0019877_6	mhpD//dapD//melA//
go_0019878_9	mltB//
go_0019935_6	rsmC//relA//
go_0019985_8	ulaE//plsB//
go_0019988_7	tsaC//
go_0022417_4	metB//
go_0022610_2	ahr//
go_0022611_3	ldtD//entC//mutM//
go_0022900_4	eptB//ubiH//
go_0022904_5	umpG//gatZ//hemN//
go_0023014_4	dxr//trpE//dgcZ//
go_0030001_7	uxaA//glgB//frmA//
go_0030007_8	fadA//
go_0030026_9	
go_0030091_6	frmB//yegS//ilvM//alsK//
go_0030153_5	
go_0030162_7	
go_0030163_5	accB//guaA//rhaM//rluB//
go_0030244_9	
go_0030258_5	pcm//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	truA//ulaD//
go_0030388_5	mrcB//etp//ogt//
go_0030488_6	acpS//cyoE//cdd//uvrA//amiD//ulaE//pldB//lysU//nrdA//entD//
go_0030490_10	
go_0030497_7	mnmG//ldtE//
go_0030541_4	
go_0030573_6	dhaL//
go_0030632_8	thiC//iaaA//sdhD//ydiB//
go_0030641_8	argH//dhaM//
go_0030643_8	
go_0030961_9	trmD//
go_0030980_7	gpsA//waaA//hcaE//
go_0031118_8	pheA//
go_0031119_8	melA//dosP//pnp//ulaE//icd//ydiF//
go_0031125_10	fabI//
go_0031162_5	mgsA//
go_0031167_6	metK//nth//purF//eutD//pagP//tatD//
go_0031280_6	nrdB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	purT//
go_0031400_8	
go_0031439_9	
go_0031460_7	rfaD//hisD//etk//araB//garK//frdB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	hisG//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	mnmA//
go_0032026_6	ydfG//
go_0032049_8	bcsA//mrcB//proA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ldtE//
go_0032196_3	scpB//
go_0032238_6	phnO//
go_0032259_3	waaY//malP//pfkB//slt//
go_0032261_6	lpxK//
go_0032263_7	maeA//cdsA//
go_0032264_7	ribB//yagF//
go_0032265_7	hemH//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	gcvH//eda//melA//
go_0032329_7	murB//allB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	chbG//
go_0032445_10	lyxK//gloB//
go_0032462_7	caiB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	thrC//serA//mngB//alsK//
go_0032774_6	narG//
go_0032775_6	gltX//sdhC//ispA//
go_0032781_7	
go_0032784_8	
go_0032790_6	citC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	ydfG//
go_0032978_7	
go_0033014_6	ubiA//rnt//
go_0033051_5	tyrA//
go_0033120_8	
go_0033194_5	argE//slt//glyA//
go_0033195_5	tsaE//
go_0033212_10	fucA//recF//
go_0033214_11	ascB//fadI//
go_0033228_8	moeB//ilvH//pdxH//
go_0033317_7	fadM//adiA//cynT//der//
go_0033320_6	metL//
go_0033345_8	dnaE//sucD//
go_0033353_5	frmA//
go_0033359_7	bglX//adiA//
go_0033384_6	gshB//
go_0033388_7	lysC//
go_0033477_5	fabZ//
go_0033499_8	mnmC//epd//rluA//narG//yidA//
go_0033518_6	napA//
go_0033539_7	rhaD//
go_0033542_7	ppiC//
go_0033543_8	trmL//
go_0033567_6	
go_0033585_7	rutE//prpC//
go_0033611_8	torA//
go_0033683_7	
go_0034194_8	hemN//cysN//trmO//
go_0034195_8	ydiO//
go_0034198_6	dgoA//ampD//
go_0034203_6	garR//
go_0034204_5	alaC//pdxA//
go_0034213_6	selD//
go_0034214_7	katE//argS//rnd//
go_0034219_6	narI//hemC//pyrG//ilvI//yidA//treA//eptA//ubiF//trpC//thrA//rlmF//pgpA//gpt//gloB//trpA//clsC//murI//dcyD//edd//rluD//kdsC//accD//rsmD//phnG//treA//ilvB//yhdJ//pdeL//malQ//
go_0034220_6	uxaC//sodC//mhpC//rsmB//sucD//mrcA//
go_0034224_6	
go_0034227_8	opgB//
go_0034258_8	katE//
go_0034260_5	
go_0034289_7	aroB//
go_0034337_3	cpdA//
go_0034355_7	lyxK//pabA//dusB//ampH//
go_0034401_5	
go_0034414_9	nudB//
go_0034421_8	eda//
go_0034470_8	idi//
go_0034552_7	
go_0034599_5	rhaA//yrfG//patA//btuR//narH//
go_0034605_5	nfsB//frmA//
go_0034614_6	phr//
go_0034620_6	bioA//
go_0034628_9	rsmA//folA//hemC//phr//rnd//
go_0034635_6	rnb//
go_0034644_7	serA//
go_0034661_7	
go_0034775_7	fabB//citE//
go_0034983_9	thiI//sbcB//
go_0035235_6	lpcA//thiI//lgoD//
go_0035307_9	
go_0035335_8	rph//ssuD//
go_0035344_8	entE//ubiD//
go_0035350_6	spoT//
go_0035429_8	dxr//glxK//tehB//metL//nrfB//folC//
go_0035433_7	caiB//
go_0035434_9	folC//
go_0035435_9	ubiF//ilvN//yfeX//solA//
go_0035442_7	ubiH//argE//pgpC//allC//metG//ligA//yihS//
go_0035443_7	ribD//rlmG//murI//
go_0035444_9	pcm//waaL//purU//hcaF//
go_0035461_6	psuG//
go_0035524_8	miaA//
go_0035552_6	folA//
go_0035553_6	sdhB//
go_0035556_4	
go_0035600_8	kduI//
go_0035672_6	kdgK//aldA//acpS//
go_0035725_9	waaH//rluA//gloA//murA//nrfA//
go_0035784_9	sucC//
go_0035864_6	
go_0035873_8	uvrB//ribE//
go_0035999_5	csdA//dosP//tgt//
go_0036001_7	dgt//
go_0036047_9	opgB//
go_0036049_9	dkgB//
go_0036088_6	hemD//
go_0036104_6	dapA//pgpB//
go_0036172_6	btuR//
go_0036214_3	
go_0036265_6	uxuB//
go_0036289_9	yahK//gcd//
go_0036448_6	folA//glnS//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	gabT//mutT//
go_0040033_9	
go_0042026_4	aceF//sufS//guaA//narG//
go_0042126_5	gpmA//
go_0042128_5	
go_0042150_7	lpxT//
go_0042157_5	
go_0042158_6	mobA//puuC//
go_0042177_7	
go_0042182_5	dam//
go_0042219_6	
go_0042245_7	pgpC//idi//ltaE//
go_0042254_5	lysA//
go_0042255_6	
go_0042274_5	rnd//
go_0042304_7	
go_0042351_7	mhpD//
go_0042355_8	pgi//lpxP//carB//napA//waaU//ilvM//
go_0042371_7	rffG//
go_0042413_6	yegS//malS//
go_0042450_7	gshA//dacD//entD//pheS//fumB//gabD//
go_0042454_7	wcaJ//
go_0042493_4	moaE//ubiI//dmlA//ddlB//panC//thrB//pgpC//yeaE//cobB//prpC//fadD//ilvB//hemD//
go_0042538_6	psuG//phnN//astC//
go_0042542_5	glmM//yfaU//puuD//asnA//
go_0042545_5	yigB//
go_0042594_4	sucC//waaJ//nfi//rfe//
go_0042619_6	
go_0042710_4	sgbH//tdk//rihB//narZ//asnS//allC//ppsA//rlmI//
go_0042732_6	moeA//
go_0042744_6	tsaB//recF//
go_0042759_7	fadM//
go_0042773_6	arnA//
go_0042777_8	
go_0042780_10	pdxJ//gloA//
go_0042817_5	hyi//
go_0042819_6	arnT//
go_0042823_6	gph//cysG//dapB//sdhD//
go_0042838_6	queF//gcd//phnN//iaaA//
go_0042840_7	ilvB//hinT//proA//frlC//hisA//yajO//
go_0042843_7	argK//dgkA//
go_0042846_8	sucC//
go_0042852_9	aroK//
go_0042867_8	mnmC//
go_0042873_7	carA//
go_0042882_10	dhaL//lpxM//
go_0042884_7	nfi//asd//sthA//
go_0042885_8	paaF//
go_0042891_6	gnd//yfbR//fadA//aroD//yigB//yfeX//nrfD//
go_0042906_8	mltD//prmC//adhE//
go_0042908_5	bioB//
go_0042914_8	yfaU//
go_0042918_6	yagE//cysC//
go_0042919_6	
go_0042920_6	entC//
go_0042928_7	
go_0042930_7	gloC//sdaA//argS//kdsC//moaE//gabT//nfi//nudC//rfbB//rlmA//
go_0042938_8	gcvT//rhaB//gcvP//
go_0042939_8	ravA//
go_0042941_8	gpt//
go_0042942_6	fdhF//acpT//
go_0042953_6	
go_0042956_8	panC//pgl//
go_0042968_8	leuC//cdd//ppk//
go_0043039_6	frmB//slt//fcl//
go_0043041_6	ubiD//carB//
go_0043085_5	dgcT//araD//yajO//
go_0043086_5	hdhA//
go_0043093_3	moeB//ilvI//kefF//accB//
go_0043097_6	moaA//narG//
go_0043099_7	glnA//
go_0043100_6	yieH//
go_0043102_5	rffH//
go_0043103_7	sucC//
go_0043137_6	murF//panD//
go_0043150_8	
go_0043157_6	hcaF//
go_0043164_6	mepS//pyrB//hemE//allB//rsgA//ssuD//thiG//
go_0043165_6	yfiC//galU//
go_0043171_5	adk//sucC//der//ghrB//aroC//
go_0043200_5	
go_0043201_6	
go_0043213_7	rluD//torZ//
go_0043254_5	
go_0043335_3	ygjK//treA//accA//aceF//gloC//
go_0043433_5	mdh//ymdB//argA//
go_0043442_6	asnS//
go_0043456_6	cobC//
go_0043462_6	ppk//
go_0043470_6	
go_0043471_6	
go_0043488_5	gltB//rnd//aroD//
go_0043547_7	
go_0043571_7	lpxP//
go_0043610_4	rpiB//sucB//selA//
go_0043686_7	mutT//
go_0043687_7	dgkA//ftnA//hcaB//nrdE//aspC//
go_0043708_5	nagK//
go_0043709_6	tatD//
go_0043711_5	
go_0043952_7	
go_0043953_7	manA//
go_0044010_5	glcD//ttdA//metE//birA//hemD//paaA//
go_0044011_4	epmA//
go_0044036_5	bacA//dfp//ascB//
go_0044038_6	pfkB//mcrA//
go_0044092_4	
go_0044179_5	
go_0044208_7	ilvB//
go_0044238_3	torZ//purB//der//queF//
go_0044248_4	
go_0044255_4	
go_0044262_4	asnA//citE//
go_0044273_5	ligA//
go_0044275_5	trpS//
go_0044349_6	
go_0044355_6	cobT//
go_0044532_6	
go_0044659_7	glpX//
go_0044718_6	umuC//
go_0044764_3	
go_0044780_6	dkgA//
go_0044781_5	
go_0044787_5	guaA//
go_0044874_7	
go_0045004_7	mog//bglX//yieF//
go_0045013_7	
go_0045226_7	bioA//ugd//pfkA//nrdB//cheR//luxS//
go_0045333_5	galU//tyrB//
go_0045337_6	sucC//
go_0045454_4	putA//paoC//serC//arnT//sucC//speA//ribE//
go_0045471_5	frmA//betA//
go_0045717_8	aroB//frdC//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	polB//alaA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	nagB//argH//purU//phnO//argE//
go_0045893_8	cysI//icd//
go_0045900_9	
go_0045903_5	btuE//
go_0045912_6	ubiH//pfkB//caiD//
go_0045926_5	
go_0045936_8	
go_0045947_9	accA//gatZ//
go_0045975_9	
go_0045990_6	
go_0046037_8	torA//
go_0046040_8	sucA//
go_0046047_8	gluQ//
go_0046050_8	dusB//ddlB//murE//
go_0046052_8	narZ//
go_0046061_8	yfeX//
go_0046076_8	uxuA//
go_0046081_8	epd//nadA//
go_0046086_6	aldB//
go_0046098_7	argS//
go_0046100_7	rbn//
go_0046101_6	coaE//ldtB//
go_0046103_9	tadA//
go_0046104_8	appA//
go_0046115_10	pabC//
go_0046133_8	narG//aroH//
go_0046166_6	sdhA//
go_0046168_6	coaE//rlmD//
go_0046176_6	pabB//rsmC//rbsD//iaaA//
go_0046177_7	murI//panD//hemL//murC//
go_0046181_7	nadE//
go_0046183_7	etp//metG//gph//
go_0046187_6	waaY//
go_0046196_5	yahK//
go_0046210_6	gstA//glgX//ispG//
go_0046214_6	arnB//
go_0046256_7	mraY//yccX//
go_0046271_5	dmsC//
go_0046279_6	yfbR//
go_0046292_4	garR//
go_0046294_5	aceB//tgt//
go_0046296_6	mocA//tktA//ubiI//
go_0046306_6	maa//paoC//
go_0046323_10	ansB//
go_0046325_8	
go_0046336_6	mrdA//
go_0046342_8	selB//
go_0046348_6	accA//hyaA//
go_0046365_5	acpS//
go_0046392_7	truD//hcaC//lyxK//rsmI//
go_0046397_6	
go_0046416_6	hemD//
go_0046452_6	speG//
go_0046459_6	argS//
go_0046470_5	
go_0046474_6	mcrB//menH//fbaA//gloB//ushA//azoR//
go_0046487_5	leuA//
go_0046501_6	cobT//
go_0046618_6	caiB//fucO//ydiB//prmB//hinT//cynS//
go_0046654_7	cpsG//waaZ//ssuD//glxK//ansB//
go_0046655_5	moeB//
go_0046656_6	rfbD//cysS//ilvE//dgoA//glpB//yihT//
go_0046657_6	relA//
go_0046677_4	argD//sucA//yihV//hchA//dmsA//gadB//frmA//pyrH//aroL//hcaF//rluE//lysA//wcaJ//trmI//xylB//dacC//fabA//tesB//valS//purC//cobS//mutT//luxS//gadB//tig//hdhA//etk//yieH//hemN//ttdB//tktB//
go_0046685_4	rffT//bcsA//
go_0046686_6	fklB//
go_0046688_6	bcsA//cysD//
go_0046690_5	waaU//cheB//
go_0046710_8	gshA//
go_0046718_8	garD//ghrB//
go_0046777_8	epmC//hisG//dgcM//
go_0046834_6	folM//
go_0046835_5	nagZ//ravA//alsK//aspS//cysE//mnmA//waaQ//tcdA//tadA//hisB//rnb//epd//mpaA//cysG//adk//thiL//dgt//glcB//speF//rlmL//ribE//
go_0046836_7	hcaD//
go_0046839_6	frmA//
go_0046855_6	panE//
go_0046892_8	
go_0046901_7	ileS//
go_0046939_7	betB//tdcG//pyrD//dadA//
go_0046942_7	fre//mngB//rluE//
go_0046944_7	pyrE//
go_0047484_6	
go_0048034_6	yeiG//
go_0048255_6	
go_0048473_8	trmL//
go_0048518_4	
go_0048870_3	psuG//
go_0050427_5	ppsA//
go_0050667_6	narG//kdsA//
go_0050779_5	pdeR//
go_0050790_4	csdA//tdcB//
go_0050821_5	glxK//pgk//
go_0050918_5	surA//tktB//
go_0050919_5	entB//
go_0051050_5	
go_0051083_5	uvrA//
go_0051085_5	dhaM//ispH//
go_0051090_4	lpcA//
go_0051091_5	pgaB//
go_0051131_7	
go_0051143_8	rutA//
go_0051156_5	pgl//
go_0051171_5	
go_0051188_5	ispG//
go_0051191_6	aroL//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	ycjU//pyrC//
go_0051270_5	
go_0051271_6	clsB//puuC//
go_0051274_8	
go_0051276_5	
go_0051289_8	acnA//ubiA//dcyD//luxS//uxaC//arnT//sdaA//ligB//pgk//nanE//accA//ndh//folX//ribA//lysS//tsaB//ravA//zwf//ogt//cysD//rluF//alaS//trmJ//yqhD//idnD//ldtD//nrfB//ldtC//mrdA//ydiB//pabB//rlmL//
go_0051301_3	hemL//otsA//prpB//gmk//tyrA//pnp//mutS//truA//
go_0051302_5	
go_0051304_4	queA//
go_0051338_5	
go_0051345_6	
go_0051346_6	rbsK//
go_0051347_6	
go_0051349_6	
go_0051353_6	phoA//
go_0051391_8	xylB//
go_0051409_4	fumB//
go_0051410_3	ilvB//
go_0051452_10	entC//
go_0051453_9	surA//
go_0051454_10	argI//gnd//nrdA//gshB//umuD//
go_0051476_7	patA//
go_0051484_7	pgpA//
go_0051495_8	
go_0051595_6	rluB//gluQ//
go_0051596_6	bioC//metG//preT//umuD//
go_0051599_4	
go_0051603_6	pgaD//pgaD//
go_0051604_5	wecC//mltD//folA//
go_0051607_4	yghU//gpmA//
go_0051649_4	
go_0051668_4	
go_0051692_6	gadA//gudD//
go_0051704_2	malZ//thrS//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	glmS//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	rutC//pdeL//
go_0052778_6	leuS//
go_0052837_6	pheA//
go_0055070_10	mnmE//
go_0055072_10	ldtD//ribD//
go_0055085_5	argA//ppiC//dhaK//acnB//btuR//yigB//rluF//bacA//fadM//alaA//pfkB//pyrB//opgB//mnmC//ispB//katG//scpC//adeD//icd//idnO//epmC//garK//kdgK//yqaB//katE//malZ//mrdA//ndh//ung//yfeX//yfbR//waaY//ycaO//katG//fkpB//ssuE//rlmL//ada//fadM//add//spoT//menA//wecC//glpC//narZ//pabC//rrrD//mtn//bcsA//ispB//glgP//speD//lpxK//lpxC//glgA//aroG//ahr//serC//melA//glmU//frdD//truB//tsaB//yccX//rhaM//yajO//hflX//hyaA//mak//trmD//wcaJ//ybjG//lsrK//pabC//eutB//ydiF//pncB//ilvI//pinE//napC//
go_0055086_4	nudB//xylB//
go_0055114_3	lpxL//epd//cadA//fadB//ilvA//wzb//rluB//dgkA//cdsA//yieH//accC//aphA//fes//ldtB//pgk//allB//dmsA//rnt//frdD//thiG//rimK//rsmB//yfeX//folA//leuS//rffT//mltD//mutS//katE//insI-1//sbcB//dkgB//rlmE//epmA//cysD//mhpD//sucB//nudF//nrdD//waaO//arsC//moeA//glpA//metF//
go_0055129_5	ldhA//nrdF//rlmF//
go_0055130_8	purC//umuC//
go_0060003_10	dkgA//yidA//
go_0060274_5	ubiI//
go_0060326_5	hpt//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	leuD//
go_0061077_4	patD//waaF//mhpB//nadD//dxs//
go_0061475_9	ilvB//
go_0061504_8	gstA//
go_0061610_5	ilvD//
go_0061615_7	araB//panB//
go_0061720_5	hemB//paaF//trmD//
go_0065002_6	kdgK//
go_0065007_2	dcyD//
go_0070084_7	cysN//
go_0070178_5	amyA//
go_0070207_8	kdgK//kefF//paaG//
go_0070298_8	
go_0070301_6	hchA//yieF//
go_0070329_5	yciA//
go_0070413_7	dapB//
go_0070415_6	cysC//sdhD//
go_0070417_5	malQ//
go_0070453_7	yihU//
go_0070475_7	rfaE//dkgB//yfeX//proA//mltB//selA//hisB//ldtE//rrrD//cmk//nagK//deoB//ispG//gcd//yfeX//ydiB//fdhF//mgsA//tdk//
go_0070476_7	gcvT//napB//
go_0070482_4	argI//
go_0070574_9	ppiC//aroE//mnmE//rhaA//
go_0070581_8	
go_0070588_9	
go_0070689_6	lysC//bioB//
go_0070726_5	yrfG//recO//
go_0070778_6	waaS//menC//
go_0070894_6	
go_0070930_7	
go_0070981_6	cueO//
go_0070989_4	thiC//
go_0071139_6	
go_0071218_6	glgX//
go_0071229_5	
go_0071230_6	rsmJ//
go_0071236_5	hisA//napC//mutS//
go_0071237_6	
go_0071243_5	pdeR//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	pyrE//
go_0071271_7	mhpA//
go_0071276_7	
go_0071280_7	serA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	frlC//entH//
go_0071289_7	hcaE//
go_0071291_6	pgpB//
go_0071292_7	hcaE//
go_0071294_7	dapA//
go_0071310_5	
go_0071421_9	gadA//pabC//malS//
go_0071422_7	agp//purB//waaA//
go_0071423_8	fkpA//
go_0071454_5	ispB//mutH//
go_0071456_5	
go_0071467_5	
go_0071468_6	dbpA//murQ//leuB//fadK//
go_0071470_5	
go_0071474_6	kdsD//proB//leuB//
go_0071500_5	ppc//
go_0071502_5	
go_0071555_4	dcd//eptC//gpmM//ahr//pabB//hdhA//gmhB//dgcT//
go_0071577_9	serS//phoA//nrfD//fabZ//fdhF//patD//
go_0071705_5	
go_0071731_5	
go_0071732_6	phnO//
go_0071769_5	
go_0071805_4	dam//menB//pgpB//nudG//dmsA//nirD//astB//thrS//ydfG//
go_0071806_6	umpH//caiD//
go_0071807_8	
go_0071897_6	prs//yciA//hypB//dacA//phnH//cobS//
go_0071915_9	csdA//
go_0071932_8	puuB//
go_0071934_6	malZ//
go_0071945_7	
go_0071951_8	rffH//
go_0071963_4	
go_0071973_6	hyi//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	guaA//ruvB//
go_0072348_5	frc//
go_0072488_7	ubiH//
go_0072511_7	murD//
go_0072531_6	argF//
go_0072581_9	uidA//
go_0072714_5	
go_0075713_7	
go_0080111_4	cyoE//mltD//
go_0089705_7	
go_0089709_7	alaC//dmsA//
go_0090071_6	
go_0090116_7	rluE//
go_0090143_4	
go_0090305_6	lyxK//narZ//gstA//menB//umuD//aroE//ldtB//dgoD//tdcG//nrdA//uidA//maeA//poxB//fadB//argE//nfi//gcvH//murG//puuA//umuC//argG//dmlA//glpA//citX//alsE//ydiO//acpH//yjiA//napB//yqjH//folA//rsmH//carA//mrcB//suhB//trmJ//nanK//yeaG//frmB//glgX//panC//solA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	purF//ribB//dgoA//nrdD//argH//ldcA//yhdJ//appA//dam//xdhB//murD//aspA//
go_0090502_8	recF//nrfA//recG//sucC//pgi//sdhA//mcrA//scpB//menC//truB//pdxK//cmoB//bioC//arsC//aroA//yfiC//chbG//
go_0090503_8	rihB//yfeW//lysU//waaJ//malZ//opgB//dgkA//nrfA//tdcD//
go_0090529_5	
go_0090540_10	nrdF//
go_0090549_5	
go_0090609_6	ddlA//
go_0097056_7	nagZ//
go_0097264_6	yieF//
go_0097304_7	lpoB//
go_0097339_7	aroG//
go_0097428_6	uidA//prpB//
go_0097502_4	rlmL//
go_0097510_7	tdcG//
go_0097533_5	
go_0097638_8	frdA//
go_0098002_8	
go_0098655_7	nudC//dmsC//phoA//lysC//galU//pphA//ansA//ribA//ubiG//dapF//eno//murB//lsrK//cmk//malS//
go_0098656_7	frdA//
go_0098707_10	
go_0098708_8	entC//ycjU//
go_0098710_7	serS//nrdE//
go_0098713_8	selA//puuB//
go_0098719_9	
go_0098732_6	sgbE//
go_0098795_9	fadK//
go_0098869_4	hyaB//yieF//galM//accC//arnT//ispF//ldhA//waaB//phnI//cfa//gltD//aes//pyrF//scpC//galU//
go_0099131_7	glnE//
go_0099132_7	uxaB//apt//ubiG//aceB//cueO//ppx//rluE//queF//
go_0099133_8	lpxK//hyi//lpoB//mngB//gntK//amyA//phr//arnB//narY//purN//rsmG//waaC//
go_0101030_8	rluF//
go_1900190_5	moeB//
go_1900191_6	
go_1900192_6	
