# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tsaE//
go_0015912_8	yihS//
go_0015914_7	nrdB//
go_0015920_7	dsdA//speE//
go_0015937_7	napA//aceB//cysM//yhdJ//
go_0015940_6	pgpC//
go_0015944_4	maa//rluB//proA//
go_0015949_5	abgA//umuC//torY//fumB//waaG//dcm//fabZ//nrfB//luxS//prmC//trpS//bcsA//nudB//ygjK//hcaB//fabH//malY//coaD//
go_0015950_6	rph//
go_0015951_7	asd//ldtE//
go_0015968_6	
go_0015969_8	rfbD//cobC//
go_0015976_2	murI//
go_0015986_7	
go_0015990_10	lpxL//ftsI//
go_0016024_7	dcm//
go_0016032_5	cpsG//
go_0016036_6	purA//menB//
go_0016042_5	
go_0016052_5	sgbU//fadH//ilvC//moaD//
go_0016075_8	nrfD//
go_0016078_8	lplA//
go_0016094_6	ruvC//sdaA//
go_0016226_5	ychF//murQ//hisS//srlD//
go_0016259_7	proS//
go_0016260_8	katE//arnA//menI//
go_0016310_6	rsmF//waaB//talB//phnL//rutA//aceF//ndh//pphA//aspC//gloC//moeB//curA//yjjG//dsdA//ilvB//hyaC//truD//
go_0016311_6	lpoB//kbaZ//trpA//nrfD//murQ//cyaA//ispH//phoA//mltC//cyoE//mak//orn//gluQ//ldtD//ppsA//thiE//hyaA//gadB//rffC//yggF//mhpC//rsmH//luxS//mpaA//mhpB//trpS//rsmB//mhpC//mocA//folE//yihS//dmsA//frmB//malY//dkgA//adeD//speG//trmJ//argD//speB//
go_0016458_3	
go_0016485_6	thiH//wrbA//
go_0016540_7	moaA//paaF//
go_0016579_7	thiC//
go_0016998_5	glnA//
go_0017001_5	yhdH//
go_0017003_8	glyS//
go_0017004_7	menB//
go_0017013_7	
go_0017038_6	
go_0017148_8	abgB//yfcF//aphA//pdeH//tmcA//
go_0017189_7	nhoA//
go_0017198_7	rffC//
go_0018012_8	trmI//
go_0018023_7	uidA//
go_0018063_8	abgB//
go_0018070_8	rsmB//mazG//
go_0018104_8	dapF//murG//glnS//pgaC//rsmJ//
go_0018105_8	ynfE//
go_0018106_8	
go_0018108_8	yqaB//
go_0018117_8	
go_0018125_6	hflX//
go_0018131_6	amiD//
go_0018160_8	fabI//
go_0018206_8	uvrC//
go_0018247_9	lysC//
go_0018283_6	
go_0018298_7	hflX//
go_0018307_7	ilvA//
go_0018315_8	uvrB//
go_0018339_9	umuD//
go_0018345_8	allC//
go_0018364_6	agp//fadB//
go_0018378_9	
go_0018393_10	frlC//
go_0018394_9	opgB//
go_0018410_8	glpA//
go_0018909_5	sbcB//
go_0018937_4	mtgA//
go_0019042_6	speE//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	coaD//
go_0019243_7	argH//ybiV//suhB//thrS//
go_0019249_6	ushA//
go_0019250_7	leuA//
go_0019262_6	proB//ribD//thrS//waaQ//acpT//
go_0019264_7	pck//
go_0019272_9	hdhA//polB//
go_0019284_7	ampD//ulaF//
go_0019285_5	bcsA//dusC//
go_0019288_6	guaD//speC//torC//ldtB//
go_0019290_5	
go_0019292_8	yfiC//
go_0019294_6	ribD//hemH//lipB//dcd//
go_0019299_6	polB//
go_0019301_7	yagF//tehB//yagF//aceA//glcF//pdeR//pdxK//
go_0019303_7	napB//ynfF//
go_0019305_7	speG//
go_0019309_7	bioC//
go_0019316_8	bacA//waaP//yeiG//
go_0019318_5	psd//
go_0019323_6	phnH//xylB//rsmD//coaD//yeaG//arnA//xylA//
go_0019324_6	sbcB//thiC//nanA//tag//pyrE//
go_0019343_8	accC//
go_0019344_7	murC//
go_0019346_7	puuC//
go_0019353_8	gcvT//moaD//folE//frdC//
go_0019354_6	galE//
go_0019379_5	fucO//
go_0019380_6	glpD//allC//
go_0019388_7	ubiD//
go_0019391_6	pabA//
go_0019394_7	cdd//
go_0019395_5	mgsA//
go_0019404_8	glxR//dinB//
go_0019413_6	fabD//cysN//
go_0019419_4	hemB//
go_0019427_7	waaF//
go_0019430_5	bioD//pfkB//thiE//
go_0019432_7	epd//
go_0019439_5	aroD//torC//
go_0019447_8	hinT//
go_0019450_9	icd//
go_0019464_7	waaH//guaB//dsdA//slyD//slt//prmC//
go_0019480_4	rfbB//
go_0019509_7	
go_0019516_4	ppk//paaE//
go_0019521_6	yfbR//mocA//
go_0019542_6	selB//
go_0019545_6	gmhB//
go_0019546_9	murA//
go_0019563_7	lysA//leuB//ispH//
go_0019568_7	wrbA//argH//
go_0019569_7	mog//rpiB//queA//
go_0019571_8	hemA//pyrF//waaY//
go_0019572_8	yrfG//
go_0019584_7	
go_0019588_7	frdA//waaZ//
go_0019592_8	allC//
go_0019595_8	malQ//
go_0019607_6	truB//hemB//
go_0019622_6	murC//recG//dhaL//
go_0019629_7	metK//mltB//
go_0019632_5	dbpA//dsdA//leuD//ulaF//
go_0019634_5	ispA//
go_0019645_6	def//queF//lpxP//
go_0019646_6	nadB//agp//paaE//purC//
go_0019664_6	rluF//kefF//
go_0019665_5	fklB//
go_0019673_6	otsB//
go_0019676_3	mnmE//
go_0019677_8	
go_0019679_7	rsmE//caiB//selB//
go_0019686_6	deoB//
go_0019698_7	ulaE//pdxK//ilvN//yfdR//yigL//entB//
go_0019700_6	entE//lacZ//gcvP//insI-2//
go_0019740_2	dhaK//panE//fucO//nagK//yciA//cmk//
go_0019752_6	
go_0019805_6	nadD//
go_0019835_3	
go_0019852_5	gadA//alkA//eutD//
go_0019854_6	relA//thyA//
go_0019856_7	putA//
go_0019858_7	bglX//
go_0019859_7	yrfG//
go_0019877_6	yjcS//thiE//gnd//
go_0019878_9	dfp//
go_0019935_6	entH//nagZ//
go_0019985_8	mutH//rutC//
go_0019988_7	yfcF//
go_0022417_4	patD//
go_0022610_2	argG//
go_0022611_3	yihX//pgm//plsC//
go_0022900_4	hdhA//lpoB//
go_0022904_5	murA//ubiF//pyrF//
go_0023014_4	surA//cobB//patA//
go_0030001_7	hisA//fumA//suhB//
go_0030007_8	yjjG//
go_0030026_9	
go_0030091_6	iscS//lpxP//umpG//frdD//
go_0030153_5	
go_0030162_7	
go_0030163_5	tadA//ndh//ulaE//luxS//
go_0030244_9	
go_0030258_5	cobS//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	hcp//argC//
go_0030388_5	cmoA//gltX//nadK//
go_0030488_6	betB//sodB//rihA//rhaB//betA//nudC//fadH//rpe//adeD//narG//
go_0030490_10	
go_0030497_7	ilvA//suhB//
go_0030541_4	
go_0030573_6	dmlA//
go_0030632_8	purC//orn//pphA//surA//
go_0030641_8	ynfF//yjhG//
go_0030643_8	
go_0030961_9	poxB//
go_0030980_7	thrA//selA//mgsA//
go_0031118_8	wzb//
go_0031119_8	yieH//narV//cdsA//ycaO//tadA//pdxB//
go_0031125_10	pdeR//
go_0031162_5	cof//
go_0031167_6	tcdA//nemA//ybcF//ndk//nrdF//ppiA//
go_0031280_6	tpiA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	trpA//
go_0031400_8	
go_0031439_9	
go_0031460_7	murC//opgE//rutC//pyrH//rbsK//ddlA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	otsA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	rlmI//
go_0032026_6	tdcE//
go_0032049_8	dmlA//bioA//accA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	tadA//
go_0032196_3	betA//
go_0032238_6	ssuE//
go_0032259_3	cysH//cysC//deoB//fbp//
go_0032261_6	dosP//
go_0032263_7	eutB//roxA//
go_0032264_7	maeA//asnS//
go_0032265_7	tmcA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	eno//moeA//rffM//
go_0032329_7	uxuB//pgpB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ampH//
go_0032445_10	speF//cysG//
go_0032462_7	nudC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	gpmM//galT//gshA//yqhD//
go_0032774_6	cysE//
go_0032775_6	add//appA//abgA//
go_0032781_7	
go_0032784_8	
go_0032790_6	purT//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	bglB//
go_0032978_7	
go_0033014_6	ltaE//rihC//
go_0033051_5	hyi//
go_0033120_8	
go_0033194_5	nudB//waaG//folD//
go_0033195_5	mobA//
go_0033212_10	iaaA//patA//
go_0033214_11	acpH//rpiB//
go_0033228_8	adeD//rpiB//plsB//
go_0033317_7	bglB//chbG//ascB//ldtA//
go_0033320_6	chbF//
go_0033345_8	hisF//araB//
go_0033353_5	pgi//
go_0033359_7	thiG//trpE//
go_0033384_6	mcrA//
go_0033388_7	mutM//
go_0033477_5	rffG//
go_0033499_8	cfa//agp//dam//pykA//hemN//
go_0033518_6	dhaK//
go_0033539_7	lpxH//
go_0033542_7	tsaC//
go_0033543_8	galT//
go_0033567_6	
go_0033585_7	glcE//rpe//
go_0033611_8	metH//
go_0033683_7	
go_0034194_8	ampD//cdd//recF//
go_0034195_8	thrS//
go_0034198_6	guaC//dhaL//
go_0034203_6	mhpB//
go_0034204_5	pgl//rihB//
go_0034213_6	kdsA//
go_0034214_7	slyD//preT//folC//
go_0034219_6	sdhD//frmA//relA//recJ//tktA//nadD//polA//nfsB//codA//fabD//puuB//sdhC//waaJ//xylA//waaF//cdsA//fabI//tehB//murA//menD//suhB//metE//sdhA//purN//mutH//fkpB//puuB//menE//paaG//
go_0034220_6	acpS//yfeW//cysC//waaS//ynfE//rfaE//
go_0034224_6	
go_0034227_8	acnB//
go_0034258_8	proA//
go_0034260_5	
go_0034289_7	phnN//
go_0034337_3	kbaY//
go_0034355_7	purC//garR//mltF//pgsA//
go_0034401_5	
go_0034414_9	sdhB//
go_0034421_8	araD//
go_0034470_8	rsgA//
go_0034552_7	
go_0034599_5	prpD//pgpC//prpC//ilvI//rluF//
go_0034605_5	ldhA//ychF//
go_0034614_6	bioC//
go_0034620_6	cdsA//
go_0034628_9	purF//wecC//moaE//rlmE//bglB//
go_0034635_6	codA//
go_0034644_7	trmH//
go_0034661_7	
go_0034775_7	leuC//bglX//
go_0034983_9	speC//argG//
go_0035235_6	pgk//rhaD//entB//
go_0035307_9	
go_0035335_8	speE//mhpB//
go_0035344_8	hemD//mutH//
go_0035350_6	ynfE//
go_0035429_8	mtn//pagP//fadB//arnA//yfeW//upp//
go_0035433_7	pyrF//
go_0035434_9	rutC//
go_0035435_9	ynfE//ghrB//dgkA//yfeW//
go_0035442_7	amyA//glpB//dmlA//amiD//glgX//lpoB//katE//
go_0035443_7	yhdJ//ydiB//puuC//
go_0035444_9	mobA//glmM//tnaA//ddlB//
go_0035461_6	narI//
go_0035524_8	deoD//
go_0035552_6	rlmA//
go_0035553_6	gshB//
go_0035556_4	
go_0035600_8	garL//
go_0035672_6	hcaD//nemA//kbaY//
go_0035725_9	adhP//rutE//glmM//surA//hcp//
go_0035784_9	sucC//
go_0035864_6	
go_0035873_8	zwf//lacZ//
go_0035999_5	tdh//xylA//speE//
go_0036001_7	bglX//
go_0036047_9	garD//
go_0036049_9	serC//
go_0036088_6	ligA//
go_0036104_6	ubiX//rutD//
go_0036172_6	hemE//
go_0036214_3	
go_0036265_6	aroE//
go_0036289_9	xthA//tynA//
go_0036448_6	fes//leuD//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	ltaE//cueO//
go_0040033_9	
go_0042026_4	malP//ldtE//alr//glxK//
go_0042126_5	surA//
go_0042128_5	
go_0042150_7	nirD//
go_0042157_5	
go_0042158_6	gmhB//idi//
go_0042177_7	
go_0042182_5	yjhG//
go_0042219_6	
go_0042245_7	bglA//putA//waaO//
go_0042254_5	metL//
go_0042255_6	
go_0042274_5	hemH//
go_0042304_7	
go_0042351_7	pyrH//
go_0042355_8	amyA//frlC//ybiV//selB//polB//lpxT//
go_0042371_7	mhpD//
go_0042413_6	fabH//fcl//
go_0042450_7	alsE//puuA//cdsA//dgcT//nirD//hemN//
go_0042454_7	yqaB//
go_0042493_4	cobC//ada//purN//gnd//acnB//guaC//clsA//hypB//thiE//phnI//caiD//rfbB//yeiG//
go_0042538_6	fbp//ydiF//prpD//
go_0042542_5	bioA//bglA//ahpC//pykF//
go_0042545_5	cheB//
go_0042594_4	dosP//rlmD//gmhB//hemC//
go_0042619_6	
go_0042710_4	cmoA//gpsA//frdD//glxK//entH//codA//cobS//yfeX//
go_0042732_6	mog//
go_0042744_6	citG//yhdH//
go_0042759_7	alsK//
go_0042773_6	pinE//
go_0042777_8	
go_0042780_10	yqaB//prpD//
go_0042817_5	cysC//
go_0042819_6	bioB//
go_0042823_6	dut//rsmD//yieH//acs//
go_0042838_6	pdxH//polA//trpB//mrdA//
go_0042840_7	serS//pdxB//glgC//yieF//nrfD//ssuD//
go_0042843_7	selB//bioH//
go_0042846_8	valS//
go_0042852_9	kdsA//
go_0042867_8	mrdA//
go_0042873_7	aroC//
go_0042882_10	fkpA//puuC//
go_0042884_7	pyrD//ybjI//ydiO//
go_0042885_8	hemC//
go_0042891_6	bcsA//hflX//pdeR//yqhD//ftnA//glyS//hypB//
go_0042906_8	ampD//trpD//trpE//
go_0042908_5	chbG//
go_0042914_8	aspC//
go_0042918_6	pgpA//folC//
go_0042919_6	
go_0042920_6	fucK//
go_0042928_7	
go_0042930_7	tyrS//ycaO//amyA//rnb//dhaK//mraY//waaZ//nrdB//cysI//atoB//
go_0042938_8	bglB//lgoD//ispF//
go_0042939_8	yggF//
go_0042941_8	betA//
go_0042942_6	prmB//pgl//
go_0042953_6	
go_0042956_8	arnB//lsrK//
go_0042968_8	mnmA//rlmF//gltX//
go_0043039_6	serA//puuB//uxaB//
go_0043041_6	rhaM//ubiX//
go_0043085_5	thrA//ispU//ubiX//
go_0043086_5	dgcZ//
go_0043093_3	fadD//ybjG//aceA//bacA//
go_0043097_6	tmcA//hyaB//
go_0043099_7	dinB//
go_0043100_6	nrdA//
go_0043102_5	rfaD//
go_0043103_7	pyrH//
go_0043137_6	nadC//mtn//
go_0043150_8	
go_0043157_6	btuR//
go_0043164_6	moeB//yfaU//hcaE//cysQ//psd//uxaC//btuR//
go_0043165_6	phnP//murG//
go_0043171_5	gltB//rlmI//hchA//frc//rutE//
go_0043200_5	
go_0043201_6	
go_0043213_7	ddlA//rluB//
go_0043254_5	
go_0043335_3	pdxA//rhaB//uxuB//nadK//edd//
go_0043433_5	rlmL//murB//sodB//
go_0043442_6	phnN//
go_0043456_6	yagE//
go_0043462_6	yihX//
go_0043470_6	
go_0043471_6	
go_0043488_5	paaC//glgP//thiI//
go_0043547_7	
go_0043571_7	allD//
go_0043610_4	kdsD//hemN//fabI//
go_0043686_7	clsC//
go_0043687_7	accD//yagF//yahK//nrdE//cdh//
go_0043708_5	fabA//
go_0043709_6	gluQ//
go_0043711_5	
go_0043952_7	
go_0043953_7	ldcC//
go_0044010_5	tnaA//lpxM//yqjH//ldtC//ydiO//prmB//
go_0044011_4	gshA//
go_0044036_5	birA//waaQ//adiA//
go_0044038_6	nrdB//dgcZ//
go_0044092_4	
go_0044179_5	
go_0044208_7	prpB//
go_0044238_3	yjiA//rihC//argA//wecB//
go_0044248_4	
go_0044255_4	
go_0044262_4	hcaC//mnmC//
go_0044273_5	rsgA//
go_0044275_5	fadI//
go_0044349_6	
go_0044355_6	paaZ//
go_0044532_6	
go_0044659_7	gapA//
go_0044718_6	frdC//
go_0044764_3	
go_0044780_6	ynfE//
go_0044781_5	
go_0044787_5	lgoD//
go_0044874_7	
go_0045004_7	ghrB//prmC//pnp//
go_0045013_7	
go_0045226_7	murE//coaD//hemL//rhaM//idnD//ispG//
go_0045333_5	ybjI//moeA//
go_0045337_6	napA//
go_0045454_4	folD//pheA//tilS//trmH//pdeH//yegS//purN//
go_0045471_5	mocA//nadC//
go_0045717_8	ldcA//carB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	gapA//rluE//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	birA//tdcD//betA//aceA//glyA//
go_0045893_8	argB//fabB//
go_0045900_9	
go_0045903_5	metB//
go_0045912_6	glyA//ydfG//purL//
go_0045926_5	
go_0045936_8	
go_0045947_9	nrdE//queA//
go_0045975_9	
go_0045990_6	
go_0046037_8	hcp//
go_0046040_8	ftsI//
go_0046047_8	pgaB//
go_0046050_8	malY//mutT//phnJ//
go_0046052_8	glxR//
go_0046061_8	speB//
go_0046076_8	glgC//
go_0046081_8	folA//ndh//
go_0046086_6	murA//
go_0046098_7	glpK//
go_0046100_7	frc//
go_0046101_6	wcaJ//rffT//
go_0046103_9	sdhB//
go_0046104_8	nadB//
go_0046115_10	chbF//
go_0046133_8	leuS//rfbC//
go_0046166_6	cpdB//
go_0046168_6	guaA//leuS//
go_0046176_6	fumB//pdeH//dhaK//ynfF//
go_0046177_7	gpmM//torC//ileS//sdaA//
go_0046181_7	citC//
go_0046183_7	fadJ//tatD//tmk//
go_0046187_6	bglX//
go_0046196_5	mhpA//
go_0046210_6	hemC//hemB//cyaA//
go_0046214_6	ybjG//
go_0046256_7	galT//opgB//
go_0046271_5	yccX//
go_0046279_6	sseA//
go_0046292_4	menF//
go_0046294_5	ansA//moeA//
go_0046296_6	purB//proS//fadB//
go_0046306_6	guaB//yihT//
go_0046323_10	alkA//
go_0046325_8	
go_0046336_6	malS//
go_0046342_8	mtgA//
go_0046348_6	adeD//glpC//
go_0046365_5	betB//
go_0046392_7	caiD//ppiC//rluE//menE//
go_0046397_6	
go_0046416_6	ada//
go_0046452_6	serS//
go_0046459_6	lpoA//
go_0046470_5	
go_0046474_6	sdhA//dosP//glgX//sdhB//thiD//gdhA//
go_0046487_5	pyrE//
go_0046501_6	ppx//
go_0046618_6	gshB//kdsC//tmcA//gatD//csdA//wcaJ//
go_0046654_7	dut//idnD//gluQ//proS//scpB//
go_0046655_5	arnA//
go_0046656_6	panC//alkA//metH//aldA//glpX//proA//
go_0046657_6	pyrG//
go_0046677_4	gdhA//coaA//metC//icd//gmk//murF//ygjK//aroK//fucK//pyrB//trpA//gloB//rdgB//plsC//yjjG//aspC//mhpC//rlmM//rsgA//pdxH//luxS//panB//ldtA//gmhB//nrdD//ackA//pgpA//xylA//tktB//trmD//dgoD//
go_0046685_4	valS//mtgA//
go_0046686_6	wrbA//
go_0046688_6	narG//treF//
go_0046690_5	pgl//thiG//
go_0046710_8	trpB//
go_0046718_8	dxr//ruvA//
go_0046777_8	rsmG//katE//mltD//
go_0046834_6	fadB//
go_0046835_5	wzb//cueO//dgoK//waaL//dacA//yfeX//rsmB//ilvA//frmB//prmB//fdhF//acnA//malS//orn//hypB//thrB//gutQ//queD//ubiC//codA//pgi//
go_0046836_7	thyA//
go_0046839_6	lpxT//
go_0046855_6	nadK//
go_0046892_8	
go_0046901_7	pnp//
go_0046939_7	entC//thiG//lpxK//mutM//
go_0046942_7	pgsA//lplA//rluB//
go_0046944_7	nadK//
go_0047484_6	
go_0048034_6	frdB//
go_0048255_6	
go_0048473_8	sucA//
go_0048518_4	
go_0048870_3	patZ//
go_0050427_5	hyi//
go_0050667_6	yihT//rfbC//
go_0050779_5	rsmI//
go_0050790_4	fabB//ulaG//
go_0050821_5	metB//menA//
go_0050918_5	alkA//aldA//
go_0050919_5	cobS//
go_0051050_5	
go_0051083_5	pgm//
go_0051085_5	sucD//rutE//
go_0051090_4	citX//
go_0051091_5	opgE//
go_0051131_7	
go_0051143_8	cynT//
go_0051156_5	tdcG//
go_0051171_5	
go_0051188_5	rutA//
go_0051191_6	asnS//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	hcaF//kdgK//
go_0051270_5	
go_0051271_6	cyaA//purF//
go_0051274_8	
go_0051276_5	
go_0051289_8	sdhA//nadB//gloC//umpG//mrcA//ilvN//malS//yfeX//argD//yihS//nadK//tdcG//dcyD//yfiC//torZ//epmB//malY//aroD//kduI//epmA//tehB//deoB//sucC//murA//avtA//ssuD//puuC//frlC//aspA//paaF//glcB//nagK//
go_0051301_3	rihC//bcsA//lpd//entB//cysM//hemH//rlmG//paaA//
go_0051302_5	
go_0051304_4	cysE//
go_0051338_5	
go_0051345_6	
go_0051346_6	thrS//
go_0051347_6	
go_0051349_6	
go_0051353_6	ruvC//
go_0051391_8	cobB//
go_0051409_4	rlmD//
go_0051410_3	maa//
go_0051452_10	fadI//
go_0051453_9	orn//
go_0051454_10	dacD//wzb//rluB//paaB//nagB//
go_0051476_7	rutA//
go_0051484_7	bioA//
go_0051495_8	
go_0051595_6	bioH//mltC//
go_0051596_6	rbsD//ydiF//csdA//ispF//
go_0051599_4	
go_0051603_6	rsmJ//paaB//
go_0051604_5	hisD//yidA//hflX//
go_0051607_4	pabA//fabH//
go_0051649_4	
go_0051668_4	
go_0051692_6	ssuE//lpxM//
go_0051704_2	narV//slyD//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	phnH//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	treA//folM//
go_0052778_6	dadA//
go_0052837_6	fbaA//
go_0055070_10	argB//
go_0055072_10	bioF//lpxM//
go_0055085_5	gloA//ascB//ileS//fau//yajO//rluC//nrdD//nrfA//pgaB//fabH//folD//glpB//proB//puuD//cysC//ppc//melA//argK//rsmG//trmI//uvrC//paoC//ppx//dgkA//rlmH//puuB//paaG//uvrB//fbp//prpD//trmO//adiA//scpB//gluQ//allB//kdsD//acs//polA//talB//citE//glgP//araD//astC//trmA//yeiG//etp//gpt//nrdB//orn//paaE//cueO//pdeF//aroC//ygeX//tktB//narY//ybhA//plsB//aroD//aspA//pbpC//sbcB//yhdJ//dcm//lpxL//ilvM//mcrA//fcl//rihB//cobS//cysC//uxaB//menI//allD//nrdD//lpd//fdhF//serB//mcrB//metH//
go_0055086_4	waaY//idnD//
go_0055114_3	hisB//abgA//pgsA//cadA//yigL//menD//kduD//melA//epmC//tesB//ribC//fucA//pfkA//dadA//cobU//mhpC//scpB//cyaA//ugd//waaF//opgB//citE//abgB//hisD//gatY//uxaC//mhpA//frdD//dmsA//nudC//folD//hycB//purU//yqjH//mltC//xylB//def//gshB//gcd//dbpA//ssuE//rluE//ndh//hisF//
go_0055129_5	ilvM//yciV//glgC//
go_0055130_8	nadE//gapA//
go_0060003_10	selA//hisI//
go_0060274_5	carA//
go_0060326_5	lysU//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	azoR//
go_0061077_4	rffC//purU//ydfG//dgoA//alkA//
go_0061475_9	ynfH//
go_0061504_8	dusB//
go_0061610_5	gadA//
go_0061615_7	gpmA//paoC//
go_0061720_5	metF//yahK//lpcA//
go_0065002_6	menI//
go_0065007_2	mobA//
go_0070084_7	pgl//
go_0070178_5	murF//
go_0070207_8	thiD//lpxL//gluQ//
go_0070298_8	
go_0070301_6	mtgA//ldtE//
go_0070329_5	katE//
go_0070413_7	gapA//
go_0070415_6	cysD//phnJ//
go_0070417_5	hypF//
go_0070453_7	lpxT//
go_0070475_7	aroK//opgE//ushA//pdeL//trmI//yihS//ulaE//abgB//thiH//nudF//thrB//fadK//glyA//xapA//chbG//araB//ttdB//guaC//ynfE//
go_0070476_7	bglB//gpsA//
go_0070482_4	yihX//
go_0070574_9	ubiI//lysU//yjcS//pflB//
go_0070581_8	
go_0070588_9	
go_0070689_6	pyrF//tyrS//
go_0070726_5	phnI//aspS//
go_0070778_6	rsmE//yfeW//
go_0070894_6	
go_0070930_7	
go_0070981_6	gcvT//
go_0070989_4	sucA//
go_0071139_6	
go_0071218_6	gabT//
go_0071229_5	
go_0071230_6	ligA//
go_0071236_5	rlmJ//rffH//sucD//
go_0071237_6	
go_0071243_5	ruvA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	paaA//
go_0071271_7	plsB//
go_0071276_7	
go_0071280_7	preT//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	preT//recO//
go_0071289_7	murI//
go_0071291_6	sgbH//
go_0071292_7	rutD//
go_0071294_7	dmsC//
go_0071310_5	
go_0071421_9	ribC//rsmI//dbpA//
go_0071422_7	nrfC//rlmG//thiD//
go_0071423_8	yfcF//
go_0071454_5	frdA//adhP//
go_0071456_5	
go_0071467_5	
go_0071468_6	thiE//fucA//mtn//gph//
go_0071470_5	
go_0071474_6	selB//tdcD//speB//
go_0071500_5	aphA//
go_0071502_5	
go_0071555_4	rsuA//trmI//argD//mngB//ribA//lpxD//yigL//yhdJ//
go_0071577_9	dgcT//rutA//allD//ligA//ldtD//yjhH//
go_0071705_5	
go_0071731_5	
go_0071732_6	gpmM//
go_0071769_5	
go_0071805_4	hcaD//pheT//fabA//nadA//glcF//nfsB//yieH//fabH//trpD//
go_0071806_6	yihS//insI-1//
go_0071807_8	
go_0071897_6	accA//aroD//hpt//mtn//rhaA//umpG//
go_0071915_9	ydiF//
go_0071932_8	nagA//
go_0071934_6	recR//
go_0071945_7	
go_0071951_8	yqaB//
go_0071963_4	
go_0071973_6	gluQ//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	rutB//cysD//
go_0072348_5	nanK//
go_0072488_7	ydiB//
go_0072511_7	ribD//
go_0072531_6	csdA//
go_0072581_9	araA//
go_0072714_5	
go_0075713_7	
go_0080111_4	pfkA//lpxH//
go_0089705_7	
go_0089709_7	deoB//ileS//
go_0090071_6	
go_0090116_7	gltB//
go_0090143_4	
go_0090305_6	fadE//pgi//metH//murA//selA//lpxP//mltD//astB//cobB//argE//lgoD//wzb//aroK//cysC//tsaB//mutM//alaA//pdeH//trmI//alsE//murI//trmI//adhE//apt//rpe//tsaC//dcm//rffC//prmB//yeiG//panD//rfbD//nanA//sseA//cysM//hemG//mnaT//epmC//entH//ldtB//ychF//trpS//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	arsC//rluC//menB//thrS//galM//phnJ//fadK//dacA//ttdB//rsmI//yigB//ppc//
go_0090502_8	galU//hcaB//recO//argD//wzc//mltB//deoA//ydiO//dapA//ybhA//def//dgcM//entH//truD//ubiD//dgcT//astB//
go_0090503_8	sdaB//bfr//pdxB//ynfE//nth//lpd//rffC//murQ//tilS//
go_0090529_5	
go_0090540_10	mak//
go_0090549_5	
go_0090609_6	pbpC//
go_0097056_7	umuC//
go_0097264_6	preT//
go_0097304_7	hcaF//
go_0097339_7	dmsC//
go_0097428_6	paaC//gapA//
go_0097502_4	rfbB//
go_0097510_7	guaB//
go_0097533_5	
go_0097638_8	rpe//
go_0098002_8	
go_0098655_7	ubiG//mepS//tdk//cpdA//gpmA//patZ//lysU//ppk//selB//recR//tig//yfbR//rsmH//yagE//aroE//
go_0098656_7	idnD//
go_0098707_10	
go_0098708_8	mltA//rlmD//
go_0098710_7	gmk//suhB//
go_0098713_8	selB//bglA//
go_0098719_9	
go_0098732_6	lpxT//
go_0098795_9	fadE//
go_0098869_4	queD//plsB//tauD//queC//lpxH//pyrC//gph//mltC//dbpA//yfeW//pdxY//metC//nanE//moeA//sgbH//
go_0099131_7	yagE//
go_0099132_7	rsmF//adhP//pldB//mutL//rhaB//fadB//ushA//pncB//
go_0099133_8	hcaF//acpT//glgX//rsmH//panC//fabD//narG//sdaB//plsB//rbn//dmsB//nrdB//
go_0101030_8	phnI//
