# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	umuC//
go_0015889_6	gstA//slyD//yeiG//
go_0015891_6	ldcC//
go_0015906_6	cobC//
go_0015909_8	cdsA//
go_0015912_8	waaZ//
go_0015914_7	ribF//
go_0015920_7	fucA//fadM//
go_0015937_7	pheA//recJ//carB//speF//
go_0015940_6	aldB//
go_0015944_4	fklB//paaJ//metL//
go_0015949_5	cpsB//mnmA//nanK//mrcA//cdh//fcl//hdhA//nfi//mmuM//purD//waaS//glgA//fadI//purU//ilvA//ansB//upp//sthA//
go_0015950_6	pykA//
go_0015951_7	insI-2//gloC//
go_0015968_6	
go_0015969_8	malY//dld//
go_0015976_2	yfeX//
go_0015986_7	
go_0015990_10	recJ//pheS//
go_0016024_7	hemF//
go_0016032_5	alr//
go_0016036_6	acpH//queF//
go_0016042_5	
go_0016052_5	ddlA//citG//miaA//puuE//
go_0016075_8	ychF//
go_0016078_8	azoR//
go_0016094_6	lpxC//btuR//
go_0016226_5	poxB//lpd//selD//ribF//
go_0016259_7	ygjK//
go_0016260_8	rlmM//epmB//treF//
go_0016310_6	glpK//pncB//tdcE//valS//gutQ//entC//tesB//lldD//tdcG//rffG//sgbU//recF//waaL//ascB//selA//tsaB//lacZ//
go_0016311_6	mutT//panB//ycjU//gdhA//cobB//sseA//serS//clsA//ygjK//ldtE//ada//lpxB//tcdA//rluF//dcm//yihV//ppx//kduI//argC//mrdA//tsaE//thiL//tpiA//metF//araD//fumC//narG//nagZ//mutH//thrB//cobS//rpiB//glpX//gltX//mhpD//acpH//kdsC//folE//nanE//hypF//
go_0016458_3	
go_0016485_6	ilvN//xylB//
go_0016540_7	tyrA//garD//
go_0016579_7	dgoK//
go_0016998_5	deoA//
go_0017001_5	pyrB//
go_0017003_8	pepD//
go_0017004_7	uvrA//
go_0017013_7	
go_0017038_6	
go_0017148_8	sbcB//dnaE//mtn//cyoE//hinT//
go_0017189_7	nth//
go_0017198_7	rnb//
go_0018012_8	phnG//
go_0018023_7	mtlD//
go_0018063_8	dgt//
go_0018070_8	rlmE//hcaC//
go_0018104_8	thiC//hemL//bfr//cheR//murA//
go_0018105_8	waaZ//
go_0018106_8	
go_0018108_8	putA//
go_0018117_8	
go_0018125_6	rsmJ//
go_0018131_6	pphB//
go_0018160_8	hypF//
go_0018206_8	ubiI//
go_0018247_9	cpdB//
go_0018283_6	
go_0018298_7	pyrE//
go_0018307_7	ydiF//
go_0018315_8	dcd//
go_0018339_9	fabZ//
go_0018345_8	rutE//
go_0018364_6	yqjH//purC//
go_0018378_9	
go_0018393_10	epd//
go_0018394_9	panE//
go_0018410_8	araB//
go_0018909_5	pabC//
go_0018937_4	ybcF//
go_0019042_6	srlD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	garK//
go_0019243_7	torY//hdhA//plsC//rihA//
go_0019249_6	rluF//
go_0019250_7	ahpC//
go_0019262_6	rnd//purC//wzb//pta//nanK//
go_0019264_7	pgk//
go_0019272_9	bioC//pphB//
go_0019284_7	prpD//opgE//
go_0019285_5	purF//tpiA//
go_0019288_6	uxuA//mpaA//gshB//ldtB//
go_0019290_5	
go_0019292_8	ispU//
go_0019294_6	fadH//fadM//garD//fabA//
go_0019299_6	yqaB//
go_0019301_7	rbsD//ispG//avtA//mrcB//leuD//mltD//ilvH//
go_0019303_7	paaJ//thiE//
go_0019305_7	dsdA//
go_0019309_7	treF//
go_0019316_8	pgaC//pykA//mutM//
go_0019318_5	gdhA//
go_0019323_6	glgP//guaA//yjhG//hemA//idi//ribC//wzc//
go_0019324_6	dhaK//bcsA//yfcG//dxs//fumB//
go_0019343_8	talB//
go_0019344_7	argE//
go_0019346_7	yieH//
go_0019353_8	dosP//lpxP//proB//glgA//
go_0019354_6	hypB//
go_0019379_5	chbG//
go_0019380_6	fes//nadA//
go_0019388_7	truA//
go_0019391_6	otsA//
go_0019394_7	fabZ//
go_0019395_5	pgm//
go_0019404_8	lpoB//hmp//
go_0019413_6	otsB//maeA//
go_0019419_4	menD//
go_0019427_7	waaH//
go_0019430_5	mmuM//yieH//entB//
go_0019432_7	rnt//
go_0019439_5	menH//yccX//
go_0019447_8	pgpC//
go_0019450_9	pyrD//
go_0019464_7	queC//paoC//hypB//entE//glxR//fucI//
go_0019480_4	leuS//
go_0019509_7	
go_0019516_4	hemC//prpD//
go_0019521_6	yhdH//speD//
go_0019542_6	gpt//
go_0019545_6	acpS//
go_0019546_9	ackA//
go_0019563_7	allB//metH//frmB//
go_0019568_7	rfbC//fcl//
go_0019569_7	prs//ampD//yagE//
go_0019571_8	nfsB//dusC//pfkB//
go_0019572_8	arnT//
go_0019584_7	
go_0019588_7	umpH//def//
go_0019592_8	araB//
go_0019595_8	menE//
go_0019607_6	purC//ahr//
go_0019622_6	hemE//lpxB//trmO//
go_0019629_7	ispA//nrfA//
go_0019632_5	bcsA//rlmF//fre//gshB//
go_0019634_5	glmM//
go_0019645_6	fre//feaB//rluD//
go_0019646_6	queG//fumB//paaJ//ulaG//
go_0019664_6	ruvC//queF//
go_0019665_5	guaA//
go_0019673_6	ilvI//
go_0019676_3	cdsA//
go_0019677_8	
go_0019679_7	sgbE//rihB//dgcZ//
go_0019686_6	aldB//
go_0019698_7	mrdA//metF//dgoA//scpC//yagE//pgaD//
go_0019700_6	mug//rffH//argH//amyA//
go_0019740_2	dgoA//tdh//ttdA//alkB//tsaB//udk//
go_0019752_6	
go_0019805_6	psuG//
go_0019835_3	
go_0019852_5	garR//alkA//prpC//
go_0019854_6	purB//murD//
go_0019856_7	feaB//
go_0019858_7	azoR//
go_0019859_7	fucA//
go_0019877_6	allD//betB//yeiG//
go_0019878_9	rhaM//
go_0019935_6	metK//puuA//
go_0019985_8	sgbE//bglB//
go_0019988_7	frlC//
go_0022417_4	dacD//
go_0022610_2	glyS//
go_0022611_3	trmL//mazG//otsA//
go_0022900_4	tcdA//pepD//
go_0022904_5	cysM//thrC//yeaG//
go_0023014_4	lpxC//valS//dgkA//
go_0030001_7	proC//rlmH//mgsA//
go_0030007_8	hyaA//
go_0030026_9	
go_0030091_6	argE//paaH//ydiO//nrdB//
go_0030153_5	
go_0030162_7	
go_0030163_5	kefF//mnmC//psuG//curA//
go_0030244_9	
go_0030258_5	etp//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	yahK//mhpC//
go_0030388_5	nadD//allB//fabI//
go_0030488_6	dkgB//rbn//rsmD//kbaY//upp//upp//ppiA//speD//aceA//xylA//
go_0030490_10	
go_0030497_7	ldtD//abgB//
go_0030541_4	
go_0030573_6	coaE//
go_0030632_8	mepS//dld//torA//lyxK//
go_0030641_8	yghU//pykF//
go_0030643_8	
go_0030961_9	fabA//
go_0030980_7	purL//cobU//nrdA//
go_0031118_8	phr//
go_0031119_8	clsA//pdxA//argH//pgk//umpH//kdgK//
go_0031125_10	hyaB//
go_0031162_5	aroF//
go_0031167_6	gdhA//dinB//tdh//gloB//argA//dbpA//
go_0031280_6	entC//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	yfeX//
go_0031400_8	
go_0031439_9	
go_0031460_7	ygjK//glmM//ribD//pta//gluQ//curA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	dusB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	iscS//
go_0032026_6	fes//
go_0032049_8	fadI//manA//yajO//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	yieH//
go_0032196_3	patD//
go_0032238_6	ydiB//
go_0032259_3	treC//mazG//argC//tsaD//
go_0032261_6	lpxD//
go_0032263_7	yihV//rlmL//
go_0032264_7	glgC//purC//
go_0032265_7	ubiF//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	murQ//gatY//uvrC//
go_0032329_7	yihU//trmH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	carB//
go_0032445_10	dapF//dgcZ//
go_0032462_7	dusC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	fadB//clsA//dkgB//cheB//
go_0032774_6	etk//
go_0032775_6	aroG//lipA//pdeH//
go_0032781_7	
go_0032784_8	
go_0032790_6	speF//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	pagP//
go_0032978_7	
go_0033014_6	fau//waaB//
go_0033051_5	guaC//
go_0033120_8	
go_0033194_5	tag//hycB//ldhA//
go_0033195_5	cmoA//
go_0033212_10	fre//narI//
go_0033214_11	ppiA//xdhB//
go_0033228_8	mnmE//bioA//waaB//
go_0033317_7	glpA//lysS//rsuA//trmI//
go_0033320_6	waaP//
go_0033345_8	mltF//xylA//
go_0033353_5	coaE//
go_0033359_7	ubiX//ppx//
go_0033384_6	yigL//
go_0033388_7	hcaD//
go_0033477_5	speB//
go_0033499_8	murG//tdk//pyrG//rbn//ssuE//
go_0033518_6	ddlB//
go_0033539_7	citX//
go_0033542_7	speA//
go_0033543_8	sdhA//
go_0033567_6	
go_0033585_7	etk//pheT//
go_0033611_8	fabI//
go_0033683_7	
go_0034194_8	treC//pflB//alkA//
go_0034195_8	yjhG//
go_0034198_6	rsmG//mpaA//
go_0034203_6	glcB//
go_0034204_5	ssuD//nrdA//
go_0034213_6	paaF//
go_0034214_7	argB//dgcZ//rnd//
go_0034219_6	murB//yeiG//tnaA//hisC//avtA//dam//fadD//pdeH//garL//glgP//tmcA//prpD//ynfH//bglB//thrS//rutE//gpsA//mltB//waaB//selA//ybhA//tdcB//sthA//thiC//lpxL//lpxT//idi//codA//argD//
go_0034220_6	lpxL//ribE//rlmE//nanA//accD//cysE//
go_0034224_6	
go_0034227_8	argF//
go_0034258_8	cysI//
go_0034260_5	
go_0034289_7	malS//
go_0034337_3	purD//
go_0034355_7	fucK//deoC//fkpA//citG//
go_0034401_5	
go_0034414_9	ppsA//
go_0034421_8	rutA//
go_0034470_8	hisC//
go_0034552_7	
go_0034599_5	lipA//slt//speB//solA//proS//
go_0034605_5	rlmL//dkgB//
go_0034614_6	waaL//
go_0034620_6	pcm//
go_0034628_9	gatZ//citC//pgaC//ispB//folC//
go_0034635_6	proB//
go_0034644_7	accA//
go_0034661_7	
go_0034775_7	ascB//bioF//
go_0034983_9	fabH//mltF//
go_0035235_6	ribE//hchA//napA//
go_0035307_9	
go_0035335_8	mgsA//tsaE//
go_0035344_8	ttdA//bglX//
go_0035350_6	trmL//
go_0035429_8	paaK//scpB//trpC//pdeL//hmp//apt//
go_0035433_7	rffT//
go_0035434_9	ubiA//
go_0035435_9	gdhA//aceB//lpxB//tyrA//
go_0035442_7	coaA//phnJ//amiD//pyrC//yieF//yeiG//phnO//
go_0035443_7	gluQ//cysE//fadH//
go_0035444_9	wcaJ//patA//mutH//folC//
go_0035461_6	mak//
go_0035524_8	leuA//
go_0035552_6	dgoA//
go_0035553_6	gcvP//
go_0035556_4	
go_0035600_8	udk//
go_0035672_6	hemH//treC//feaB//
go_0035725_9	eptB//yeaG//speB//yfiC//mltD//
go_0035784_9	yeaG//
go_0035864_6	
go_0035873_8	caiD//pdxA//
go_0035999_5	pdeR//ushA//adk//
go_0036001_7	poxB//
go_0036047_9	fabG//
go_0036049_9	dadA//
go_0036088_6	garL//
go_0036104_6	glyS//hcp//
go_0036172_6	rlmB//
go_0036214_3	
go_0036265_6	btuR//
go_0036289_9	speA//yihV//
go_0036448_6	kduI//fabH//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	argC//panD//
go_0040033_9	
go_0042026_4	gph//gshB//mog//lpoB//
go_0042126_5	hycB//
go_0042128_5	
go_0042150_7	cmoB//
go_0042157_5	
go_0042158_6	pabB//mog//
go_0042177_7	
go_0042182_5	rlmF//
go_0042219_6	
go_0042245_7	fabA//cysH//rffM//
go_0042254_5	hemB//
go_0042255_6	
go_0042274_5	adhP//
go_0042304_7	
go_0042351_7	ispU//
go_0042355_8	sgbU//ldtA//hisA//waaY//paaE//hemN//
go_0042371_7	phnG//
go_0042413_6	mutL//hmp//
go_0042450_7	deoD//waaS//gmk//malQ//dbpA//yfiC//
go_0042454_7	moaD//
go_0042493_4	orn//waaY//folP//putA//gshB//frdA//der//alsK//ansA//bacA//wzc//idnD//spoT//
go_0042538_6	hyaC//gltX//leuC//
go_0042542_5	pykF//pabA//paaE//malY//
go_0042545_5	trmH//
go_0042594_4	arsC//sodC//ppiC//dkgA//
go_0042619_6	
go_0042710_4	aphA//torC//tdcG//glnA//pdxB//malQ//truA//folA//
go_0042732_6	aroE//
go_0042744_6	trmD//moaD//
go_0042759_7	speE//
go_0042773_6	hcaC//
go_0042777_8	
go_0042780_10	leuD//aes//
go_0042817_5	glnA//
go_0042819_6	aldA//
go_0042823_6	dsdA//dinB//thrA//trpB//
go_0042838_6	def//gcl//ulaG//folA//
go_0042840_7	folM//dkgB//fadK//nhoA//psd//garL//
go_0042843_7	idnK//mngB//
go_0042846_8	speD//
go_0042852_9	guaA//
go_0042867_8	birA//
go_0042873_7	alsE//
go_0042882_10	btuR//moaE//
go_0042884_7	yqhD//lpxK//glmS//
go_0042885_8	pta//
go_0042891_6	patA//ilvE//acpT//miaB//paaK//bioA//wrbA//
go_0042906_8	mhpB//rsgA//treA//
go_0042908_5	metC//
go_0042914_8	xdhB//
go_0042918_6	aldB//fadD//
go_0042919_6	
go_0042920_6	rlmH//
go_0042928_7	
go_0042930_7	sgbE//prpD//lsrG//trmI//kdsB//alaC//sdhC//thiH//ugd//mltD//
go_0042938_8	paaB//pdxA//waaY//
go_0042939_8	metL//
go_0042941_8	speA//
go_0042942_6	rnb//dfp//
go_0042953_6	
go_0042956_8	glpC//psd//
go_0042968_8	entB//dfp//ilvN//
go_0043039_6	astC//cpdA//relA//
go_0043041_6	trmA//cyaA//
go_0043085_5	recO//glpB//patA//
go_0043086_5	apt//
go_0043093_3	iscS//umuC//speE//rbsD//
go_0043097_6	opgB//tyrB//
go_0043099_7	murQ//
go_0043100_6	narI//
go_0043102_5	yhdJ//
go_0043103_7	entC//
go_0043137_6	thiH//menE//
go_0043150_8	
go_0043157_6	nrdA//
go_0043164_6	dgoA//ilvE//ppx//yciV//proA//waaU//phnO//
go_0043165_6	fadB//betB//
go_0043171_5	glpD//yeiG//deoD//wecB//malY//
go_0043200_5	
go_0043201_6	
go_0043213_7	luxS//lpxT//
go_0043254_5	
go_0043335_3	cysG//pdeR//yidA//uxuB//nfi//
go_0043433_5	panE//hcaC//acnB//
go_0043442_6	rluF//
go_0043456_6	glyS//
go_0043462_6	recJ//
go_0043470_6	
go_0043471_6	
go_0043488_5	gloC//etp//dapB//
go_0043547_7	
go_0043571_7	dosP//
go_0043610_4	asnB//cmoA//pflB//
go_0043686_7	rsmI//
go_0043687_7	ycjU//menC//speE//accD//puuE//
go_0043708_5	rfaE//
go_0043709_6	insI-1//
go_0043711_5	
go_0043952_7	
go_0043953_7	nagA//
go_0044010_5	nrfB//gph//phnJ//rlmL//tdcE//idnK//
go_0044011_4	gpmA//
go_0044036_5	hisC//hcp//yidA//
go_0044038_6	hcaD//eptC//
go_0044092_4	
go_0044179_5	
go_0044208_7	mltD//
go_0044238_3	umuC//yfcF//alsK//tdh//
go_0044248_4	
go_0044255_4	
go_0044262_4	xapA//nagA//
go_0044273_5	purN//
go_0044275_5	mltA//
go_0044349_6	
go_0044355_6	frdA//
go_0044532_6	
go_0044659_7	ackA//
go_0044718_6	wcaJ//
go_0044764_3	
go_0044780_6	rfaE//
go_0044781_5	
go_0044787_5	pyrF//
go_0044874_7	
go_0045004_7	ulaD//aceB//leuS//
go_0045013_7	
go_0045226_7	tpiA//rlmG//sucC//dacA//sucD//ygeX//
go_0045333_5	gcd//tynA//
go_0045337_6	rluC//
go_0045454_4	glcE//hyaA//ghrB//dxs//accD//fumC//glnA//
go_0045471_5	pgaC//ymdB//
go_0045717_8	opgE//srlD//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	ubiF//acnA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ybjG//fumB//nirD//lpxM//sdaB//
go_0045893_8	aes//yidA//
go_0045900_9	
go_0045903_5	sad//
go_0045912_6	rutB//ygjK//mltA//
go_0045926_5	
go_0045936_8	
go_0045947_9	zwf//fabA//
go_0045975_9	
go_0045990_6	
go_0046037_8	ybjI//
go_0046040_8	mcrA//
go_0046047_8	ruvA//
go_0046050_8	epmA//prs//menH//
go_0046052_8	cobT//
go_0046061_8	pfkA//
go_0046076_8	nhoA//
go_0046081_8	ubiE//dapD//
go_0046086_6	etp//
go_0046098_7	cysK//
go_0046100_7	torA//
go_0046101_6	pykF//rsmH//
go_0046103_9	aroG//
go_0046104_8	entE//
go_0046115_10	recR//
go_0046133_8	ribE//dmsA//
go_0046166_6	srlD//
go_0046168_6	thrS//asnA//
go_0046176_6	lgoD//gudD//ispG//patZ//
go_0046177_7	pgk//purU//gmd//hpt//
go_0046181_7	queA//
go_0046183_7	mraY//glnE//mepS//
go_0046187_6	sbcB//
go_0046196_5	pphB//
go_0046210_6	amyA//aroD//folC//
go_0046214_6	lpxM//
go_0046256_7	gluQ//katE//
go_0046271_5	fadD//
go_0046279_6	glnE//
go_0046292_4	sufS//
go_0046294_5	mocA//ulaF//
go_0046296_6	birA//patD//mhpD//
go_0046306_6	gloA//bioH//
go_0046323_10	glcE//
go_0046325_8	
go_0046336_6	hisB//
go_0046342_8	hisC//
go_0046348_6	ribD//pagP//
go_0046365_5	cpdB//
go_0046392_7	dmsB//purL//gutQ//yagF//
go_0046397_6	
go_0046416_6	fbaA//
go_0046452_6	nth//
go_0046459_6	arnT//
go_0046470_5	
go_0046474_6	moaA//rsmH//menD//frdA//pagP//iscS//
go_0046487_5	tsaD//
go_0046501_6	kdgK//
go_0046618_6	dxs//coaE//queD//lpxT//rffH//napB//
go_0046654_7	apaH//metF//fkpB//hycB//fadM//
go_0046655_5	yagE//
go_0046656_6	glpA//lpcA//uxuB//ispG//waaA//gpsA//
go_0046657_6	mog//
go_0046677_4	garR//cpdB//ansA//pykA//hyaB//curA//mltB//dusC//hisI//pyrB//fumB//trmH//eutB//galE//recG//lpxB//trpB//cheR//ackA//glyS//ispU//waaA//yfdR//yqjH//eno//rnd//gdhA//pgi//glpA//mtgA//cheR//
go_0046685_4	proC//rhaD//
go_0046686_6	nudG//
go_0046688_6	treC//rfbB//
go_0046690_5	glxR//insI-2//
go_0046710_8	metF//
go_0046718_8	tdh//acpS//
go_0046777_8	gpsA//waaH//ilvE//
go_0046834_6	ruvC//
go_0046835_5	acpT//pgaB//fre//lyxK//mpaA//accC//nirD//miaB//rutA//psuG//malY//clsA//hisA//kefF//thiH//uvrC//gabD//ssuD//cynS//thiI//hemE//
go_0046836_7	rffH//
go_0046839_6	nanE//
go_0046855_6	gloB//
go_0046892_8	
go_0046901_7	sgbE//
go_0046939_7	truC//dusB//gnd//tgt//
go_0046942_7	rsmF//bioB//bioH//
go_0046944_7	glpX//
go_0047484_6	
go_0048034_6	araB//
go_0048255_6	
go_0048473_8	ndk//
go_0048518_4	
go_0048870_3	ddlA//
go_0050427_5	azoR//
go_0050667_6	cpsB//allD//
go_0050779_5	ispH//
go_0050790_4	tesB//tsaE//
go_0050821_5	dkgB//nemA//
go_0050918_5	alsE//cysC//
go_0050919_5	entH//
go_0051050_5	
go_0051083_5	ilvA//
go_0051085_5	kduD//malS//
go_0051090_4	rlmG//
go_0051091_5	truD//
go_0051131_7	
go_0051143_8	kduI//
go_0051156_5	dnaQ//
go_0051171_5	
go_0051188_5	kdsB//
go_0051191_6	argG//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	gltX//speB//
go_0051270_5	
go_0051271_6	rlmI//tyrS//
go_0051274_8	
go_0051276_5	
go_0051289_8	rne//mgsA//ispH//recO//mak//dsdA//citX//arsC//glpD//aes//rutD//sdhD//ansA//patA//kbaY//rnpA//ssuE//malY//dosP//appA//folM//thrS//xylB//idnK//cysG//paaG//bfr//rhaD//ldtE//ackA//hemE//nudF//
go_0051301_3	rfbD//metG//queG//tadA//menA//astB//murG//napA//
go_0051302_5	
go_0051304_4	sdaB//
go_0051338_5	
go_0051345_6	
go_0051346_6	dnaQ//
go_0051347_6	
go_0051349_6	
go_0051353_6	yegS//
go_0051391_8	pta//
go_0051409_4	yjjX//
go_0051410_3	uvrC//
go_0051452_10	rpe//
go_0051453_9	moaD//
go_0051454_10	trpD//uidA//speA//iscS//xthA//
go_0051476_7	menH//
go_0051484_7	rpiB//
go_0051495_8	
go_0051595_6	nirD//tatD//
go_0051596_6	allD//mcrA//mnmE//thiG//
go_0051599_4	
go_0051603_6	deoC//mutL//
go_0051604_5	trmJ//coaA//lpxP//
go_0051607_4	waaJ//adk//
go_0051649_4	
go_0051668_4	
go_0051692_6	aspC//entC//
go_0051704_2	yjiA//trpE//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	acnB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	lpxB//pdxB//
go_0052778_6	pphA//
go_0052837_6	aroH//
go_0055070_10	asnS//
go_0055072_10	sodC//cysE//
go_0055085_5	lpxD//torY//rsmF//ppiA//leuA//clsC//recJ//argI//xylB//hcaF//paaE//folD//pheT//trpA//narY//wzc//amiD//slyD//pyrB//citC//iaaA//trpD//trmA//gluQ//pdxA//phnM//lyxK//trpB//cheB//tesB//ldtD//yfbR//rnd//tnaA//thiL//argD//gcvP//ybhA//uxaA//ltaE//tesB//entC//ymdB//ispU//ispB//malS//cobS//pheS//clsA//glpC//amiD//dgoK//nfsB//rluF//adhP//dxr//panE//entA//mcrA//kbaZ//acpH//glnS//gldA//yegS//pdxB//nudB//metK//glxR//mltB//pgpB//nagB//yeiG//hemA//gcd//sdhD//citE//appA//sgbU//truC//cpdB//
go_0055086_4	hemL//frdD//
go_0055114_3	yeaG//pck//nadD//moeB//rluE//mnmC//napC//panC//psd//gmk//cysE//tdh//paaE//adhE//otsA//speA//galK//malQ//carA//idnD//ygjK//ftnA//coaA//gloB//cysQ//gpt//caiB//dosP//menB//hcaF//glxK//nagA//ruvC//entE//alaA//fadE//feaB//waaQ//rsuA//avtA//galK//waaS//purC//bglX//
go_0055129_5	ttdA//tpiA//insI-1//
go_0055130_8	yfaU//ldcC//
go_0060003_10	cobB//cheB//
go_0060274_5	solA//
go_0060326_5	frdA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	narI//
go_0061077_4	pgm//yciV//tdcD//purT//uxaB//
go_0061475_9	ilvC//
go_0061504_8	napA//
go_0061610_5	ribB//
go_0061615_7	ruvB//pncB//
go_0061720_5	scpC//pgl//dacA//
go_0065002_6	mdh//
go_0065007_2	phnJ//
go_0070084_7	truB//
go_0070178_5	rsmG//
go_0070207_8	pldB//hemG//fau//
go_0070298_8	
go_0070301_6	hisF//ligB//
go_0070329_5	yfeW//
go_0070413_7	ubiG//
go_0070415_6	glxR//galT//
go_0070417_5	frlC//
go_0070453_7	cysH//
go_0070475_7	nhoA//yhdJ//thiG//dacD//pdxA//cheR//malY//yihT//hisS//pphA//mutS//entH//waaB//glpC//waaJ//opgE//nadE//rutE//deoA//
go_0070476_7	gcvP//chbF//
go_0070482_4	yciV//
go_0070574_9	napB//aroH//cysC//mhpC//
go_0070581_8	
go_0070588_9	
go_0070689_6	bacA//gmhB//
go_0070726_5	mpaA//fadJ//
go_0070778_6	epmC//bioD//
go_0070894_6	
go_0070930_7	
go_0070981_6	cysC//
go_0070989_4	lysA//
go_0071139_6	
go_0071218_6	nrdD//
go_0071229_5	
go_0071230_6	gshA//
go_0071236_5	rfbB//gatD//luxS//
go_0071237_6	
go_0071243_5	polA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ltaE//
go_0071271_7	lsrG//
go_0071276_7	
go_0071280_7	dacA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	roxA//eutD//
go_0071289_7	lysA//
go_0071291_6	truA//
go_0071292_7	ackA//
go_0071294_7	metK//
go_0071310_5	
go_0071421_9	aspA//glxK//pheS//
go_0071422_7	ldtA//aroG//alkA//
go_0071423_8	deoC//
go_0071454_5	dosP//mrcB//
go_0071456_5	
go_0071467_5	
go_0071468_6	dkgA//phnO//rlmI//yihX//
go_0071470_5	
go_0071474_6	wecB//ssuE//kduD//
go_0071500_5	dapF//
go_0071502_5	
go_0071555_4	recG//add//sdhA//malY//glyS//speB//insI-1//yagE//
go_0071577_9	hisH//thiL//der//kduD//purN//rsmF//
go_0071705_5	
go_0071731_5	
go_0071732_6	glpX//
go_0071769_5	
go_0071805_4	surA//ansA//entB//idi//yfeX//dfp//ttdA//aroF//alr//
go_0071806_6	gpp//cheR//
go_0071807_8	
go_0071897_6	recG//paoC//nemA//mobA//ybjI//cysD//
go_0071915_9	ybcF//
go_0071932_8	prmB//
go_0071934_6	rlmH//
go_0071945_7	
go_0071951_8	tdh//
go_0071963_4	
go_0071973_6	recF//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ppk//phnP//
go_0072348_5	pgpC//
go_0072488_7	ribE//
go_0072511_7	yfaU//
go_0072531_6	tdk//
go_0072581_9	proS//
go_0072714_5	
go_0075713_7	
go_0080111_4	gcl//nadK//
go_0089705_7	
go_0089709_7	gpsA//hcp//
go_0090071_6	
go_0090116_7	menC//
go_0090143_4	
go_0090305_6	frlC//putA//plsC//rlmL//deoC//maa//dacD//murI//frdB//cdd//ogt//murQ//dut//recG//yfbR//gadA//lpd//ymdB//ldtB//pgpB//hisC//otsB//etp//kdgK//purN//gatY//galT//mhpB//manA//queC//umuC//chbG//accA//fabZ//hmp//narY//asnB//umpH//cpdB//pdeH//lacZ//tsaE//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	pta//tdcE//lgoD//narG//acpT//narH//gpp//rutE//galE//pta//preT//yjjG//
go_0090502_8	phnL//ruvC//fabZ//argH//def//patA//waaJ//speB//plsC//narY//rsmI//rihA//moaE//yccX//yihX//acnB//gph//
go_0090503_8	gpmA//idnO//thiI//pyrF//truB//arnB//lpxB//ahpC//fucA//
go_0090529_5	
go_0090540_10	napA//
go_0090549_5	
go_0090609_6	rutC//
go_0097056_7	phnJ//
go_0097264_6	aroB//
go_0097304_7	rsgA//
go_0097339_7	dut//
go_0097428_6	rutE//galK//
go_0097502_4	gpsA//
go_0097510_7	tcdA//
go_0097533_5	
go_0097638_8	polA//
go_0098002_8	
go_0098655_7	deoB//citE//nrdA//argA//mdh//nadA//ansA//gatZ//folX//ydiB//pdeL//selA//coaE//mpaA//ubiH//
go_0098656_7	epd//
go_0098707_10	
go_0098708_8	garL//thrA//
go_0098710_7	dhaK//paaA//
go_0098713_8	aceA//ynfF//
go_0098719_9	
go_0098732_6	rsmB//
go_0098795_9	gpmM//
go_0098869_4	mutS//ugd//rpe//rpiB//dbpA//cynT//dacA//rbn//arnA//ymdB//tatD//glyA//insI-2//phnP//umpH//
go_0099131_7	add//
go_0099132_7	cdh//trpE//ogt//mcrB//pdxY//dld//folX//cobU//
go_0099133_8	ppx//sucC//gpsA//lysC//ribC//pgaC//aroC//ogt//paaH//tatD//caiD//thrS//
go_0101030_8	amiD//
go_1900190_5	ilvI//
go_1900191_6	
