# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	iscS//
go_0015906_6	azoR//
go_0015909_8	gpt//
go_0015912_8	queF//
go_0015914_7	appA//
go_0015920_7	apaH//rsuA//
go_0015937_7	puuE//lipB//asnS//uidA//
go_0015940_6	yqhD//
go_0015944_4	pgk//mepS//frlB//
go_0015949_5	ppx//gshA//ruvC//cheB//ubiC//pbpC//entF//fadB//fumB//ampH//rluC//pepD//upp//gcvH//aroL//tdcG//ynfE//talB//
go_0015950_6	tyrB//
go_0015951_7	yigB//fabI//
go_0015968_6	
go_0015969_8	hyaB//hpt//
go_0015976_2	bioF//
go_0015986_7	
go_0015990_10	tnaA//glyA//
go_0016024_7	cysN//
go_0016032_5	sucB//
go_0016036_6	argA//kdsB//
go_0016042_5	
go_0016052_5	nirB//katE//dmsC//dmsA//
go_0016075_8	galU//
go_0016078_8	cdd//
go_0016094_6	xapA//rffG//
go_0016226_5	nrdB//hemN//gmk//cobB//
go_0016259_7	metG//
go_0016260_8	eptA//rsmF//lpxH//
go_0016310_6	carA//yieH//fdhF//acpS//udk//nanA//opgB//rrrD//ftsI//dcyD//ackA//aroK//cheR//gshB//ribD//alsE//sdhB//
go_0016311_6	agp//rfbC//ynfE//ulaF//galM//abgA//ppiC//phnM//purT//ynfF//rutB//gltX//ubiC//tynA//agp//glxK//aldA//pgm//gnd//bioD//galK//waaA//galE//folC//hemF//apt//phnH//mcrA//insI-2//guaD//xapA//pgpB//hdhA//paaE//fabB//ubiE//trpS//rhaD//lldD//caiD//
go_0016458_3	
go_0016485_6	kduI//relA//
go_0016540_7	fabB//deoD//
go_0016579_7	ugd//
go_0016998_5	kdgK//
go_0017001_5	tyrA//
go_0017003_8	ilvH//
go_0017004_7	rutD//
go_0017013_7	
go_0017038_6	
go_0017148_8	pgl//uidA//phnN//ppsA//cdd//
go_0017189_7	accD//
go_0017198_7	pepD//
go_0018012_8	rihB//
go_0018023_7	nrdA//
go_0018063_8	pabB//
go_0018070_8	dusB//umuD//
go_0018104_8	thrC//yeaG//tyrS//ldtE//ruvA//
go_0018105_8	slyD//
go_0018106_8	
go_0018108_8	tmk//
go_0018117_8	
go_0018125_6	gcl//
go_0018131_6	ispU//
go_0018160_8	proS//
go_0018206_8	sdaB//
go_0018247_9	purC//
go_0018283_6	
go_0018298_7	paaB//
go_0018307_7	waaU//
go_0018315_8	nadE//
go_0018339_9	tig//
go_0018345_8	yjcS//
go_0018364_6	atoB//moaE//
go_0018378_9	
go_0018393_10	paaA//
go_0018394_9	yigL//
go_0018410_8	aroB//
go_0018909_5	gpp//
go_0018937_4	fkpA//
go_0019042_6	coaA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	carA//
go_0019243_7	mnmG//cyoE//ydiO//narH//
go_0019249_6	ybjG//
go_0019250_7	pta//
go_0019262_6	fabZ//ssuD//folM//dusC//glyS//
go_0019264_7	pykA//
go_0019272_9	ppk//mrdA//
go_0019284_7	pck//talB//
go_0019285_5	gmd//ydiB//
go_0019288_6	ybiV//yihS//fucI//citX//
go_0019290_5	
go_0019292_8	pdxH//
go_0019294_6	pdeH//ribD//glpX//fruK//
go_0019299_6	epmC//
go_0019301_7	tyrA//hemF//ynfH//frdD//waaJ//speE//queD//
go_0019303_7	glpB//yrfG//
go_0019305_7	pheS//
go_0019309_7	tdcB//
go_0019316_8	hcaD//nadD//tdcD//
go_0019318_5	rhaD//
go_0019323_6	thrC//truD//ascB//tadA//ruvA//panD//frdB//
go_0019324_6	truD//napC//rluB//caiD//polB//
go_0019343_8	fabI//
go_0019344_7	ribD//
go_0019346_7	sad//
go_0019353_8	rffC//yegS//tgt//fadD//
go_0019354_6	adk//
go_0019379_5	ldtE//
go_0019380_6	sdaB//pdeF//
go_0019388_7	nrdF//
go_0019391_6	dusB//
go_0019394_7	ldtA//
go_0019395_5	hcaC//
go_0019404_8	cpsB//fadD//
go_0019413_6	adhE//paaE//
go_0019419_4	narV//
go_0019427_7	paaC//
go_0019430_5	glcF//bioC//yciV//
go_0019432_7	gcl//
go_0019439_5	wecC//ppsA//
go_0019447_8	asnB//
go_0019450_9	recJ//
go_0019464_7	ldtE//csdA//ilvN//aroL//glpD//slt//
go_0019480_4	rutB//
go_0019509_7	
go_0019516_4	pheT//etk//
go_0019521_6	aroH//mutS//
go_0019542_6	argH//
go_0019545_6	uvrC//
go_0019546_9	lpxD//
go_0019563_7	prpC//kduI//frc//
go_0019568_7	pyrD//phnO//
go_0019569_7	rfaE//upp//cysK//
go_0019571_8	upp//ppx//kdgK//
go_0019572_8	mtn//
go_0019584_7	
go_0019588_7	yihS//pck//
go_0019592_8	entA//
go_0019595_8	argK//
go_0019607_6	hdhA//puuD//
go_0019622_6	murF//napA//rlmD//
go_0019629_7	gloC//trpD//
go_0019632_5	fabD//puuB//aroC//rfbB//
go_0019634_5	ldtB//
go_0019645_6	xthA//dosP//pgpC//
go_0019646_6	metH//menC//nagA//nrdE//
go_0019664_6	hinT//yfeX//
go_0019665_5	phnH//
go_0019673_6	clsB//
go_0019676_3	ldtB//
go_0019677_8	
go_0019679_7	idi//napB//patD//
go_0019686_6	nadC//
go_0019698_7	queF//kdsD//rfe//puuE//mhpA//fau//
go_0019700_6	nudB//clsA//cobT//ttdA//
go_0019740_2	talB//acs//thrB//mcrA//prs//ycjU//
go_0019752_6	
go_0019805_6	kbaY//
go_0019835_3	
go_0019852_5	dgcT//torA//accA//
go_0019854_6	acnB//yfbR//
go_0019856_7	pykF//
go_0019858_7	cmoA//
go_0019859_7	feaB//
go_0019877_6	dgt//pfkA//pabA//
go_0019878_9	napC//
go_0019935_6	rfbB//rluC//
go_0019985_8	cpsB//fkpA//
go_0019988_7	clsB//
go_0022417_4	tcdA//
go_0022610_2	lipA//
go_0022611_3	hemC//speC//mepS//
go_0022900_4	kduI//rlmI//
go_0022904_5	epd//fabD//argC//
go_0023014_4	yjcS//sucD//bglX//
go_0030001_7	hcaE//cysH//tktA//
go_0030007_8	hinT//
go_0030026_9	
go_0030091_6	tcdA//rutA//ygeX//tktA//
go_0030153_5	
go_0030162_7	
go_0030163_5	frmB//bioD//udp//waaY//
go_0030244_9	
go_0030258_5	acnB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	ispB//proB//
go_0030388_5	mtlD//dusC//glmS//
go_0030488_6	napB//citX//dinB//lipA//pykF//nrfD//oxc//ulaF//dacA//rluE//
go_0030490_10	
go_0030497_7	nirB//pbpC//
go_0030541_4	
go_0030573_6	lldD//
go_0030632_8	lipA//deoB//tyrA//murB//
go_0030641_8	entE//fumB//
go_0030643_8	
go_0030961_9	mcrA//
go_0030980_7	dgoD//ndh//napB//
go_0031118_8	fucO//
go_0031119_8	add//trmL//entD//lsrG//gatD//aroG//
go_0031125_10	glgP//
go_0031162_5	pdxH//
go_0031167_6	lpxB//menD//deoB//ravA//entA//gcd//
go_0031280_6	coaE//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	cysI//
go_0031400_8	
go_0031439_9	
go_0031460_7	ispH//accB//hcaD//ldcA//yfeX//folP//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ispG//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	argC//
go_0032026_6	glgB//
go_0032049_8	rlmB//dkgB//folP//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	bglX//
go_0032196_3	deoB//
go_0032238_6	pdeR//
go_0032259_3	gpmA//lplA//nudG//allC//
go_0032261_6	frdC//
go_0032263_7	dapB//lysA//
go_0032264_7	gldA//mtgA//
go_0032265_7	glxR//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	gapA//iscS//mutH//
go_0032329_7	speB//alaA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	nrfC//
go_0032445_10	yigL//cpdA//
go_0032462_7	glxK//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	panC//waaG//ispF//nagA//
go_0032774_6	astB//
go_0032775_6	yigL//hisG//bioF//
go_0032781_7	
go_0032784_8	
go_0032790_6	moaE//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	mog//
go_0032978_7	
go_0033014_6	eda//gshB//
go_0033051_5	frdA//
go_0033120_8	
go_0033194_5	ubiA//bglA//ppx//
go_0033195_5	mcrB//
go_0033212_10	uxaB//glmU//
go_0033214_11	yahK//eutD//
go_0033228_8	cfa//yjhH//yccX//
go_0033317_7	yihX//napA//dcm//kefF//
go_0033320_6	araD//
go_0033345_8	moeB//bioH//
go_0033353_5	speD//
go_0033359_7	purA//polA//
go_0033384_6	ppx//
go_0033388_7	ruvB//
go_0033477_5	fadD//
go_0033499_8	glcF//azoR//selB//hemG//yjjG//
go_0033518_6	menI//
go_0033539_7	arsC//
go_0033542_7	ppiA//
go_0033543_8	argG//
go_0033567_6	
go_0033585_7	adiA//selA//
go_0033611_8	alaS//
go_0033683_7	
go_0034194_8	rluD//phnI//ybjI//
go_0034195_8	waaA//
go_0034198_6	trmH//trpC//
go_0034203_6	glgB//
go_0034204_5	aroB//fadH//
go_0034213_6	ileS//
go_0034214_7	fadJ//fabB//ldtD//
go_0034219_6	rsmI//pphA//entE//leuB//pgi//ldtB//arnT//leuD//katG//rffM//fucO//pdeL//rutE//recO//dgt//pdeL//dcm//speE//nhoA//puuE//glnE//aroF//der//ruvC//ispH//argF//wecB//der//ribE//
go_0034220_6	ygjK//treA//mazG//opgB//lldD//purT//
go_0034224_6	
go_0034227_8	folA//
go_0034258_8	sdaB//
go_0034260_5	
go_0034289_7	gcd//
go_0034337_3	guaC//
go_0034355_7	rihB//garD//rpiA//ygjK//
go_0034401_5	
go_0034414_9	rpiA//
go_0034421_8	polB//
go_0034470_8	thiG//
go_0034552_7	
go_0034599_5	apaH//pdxK//hcp//rhaM//azoR//
go_0034605_5	eptC//hisG//
go_0034614_6	polA//
go_0034620_6	yeiG//
go_0034628_9	gadA//sdaB//dmlA//argH//argA//
go_0034635_6	frc//
go_0034644_7	uxaA//
go_0034661_7	
go_0034775_7	yjhG//trmI//
go_0034983_9	trpE//serA//
go_0035235_6	rihC//ugd//gshA//
go_0035307_9	
go_0035335_8	dgkA//wecC//
go_0035344_8	nagA//arnB//
go_0035350_6	gstA//
go_0035429_8	manA//waaU//trpA//etk//ubiF//tktA//
go_0035433_7	mhpC//
go_0035434_9	psuG//
go_0035435_9	trmL//eutB//gatD//glxR//
go_0035442_7	thiI//pykF//citC//hisC//gcvP//tyrB//cysK//
go_0035443_7	glgC//dapF//glyA//
go_0035444_9	lipB//queC//etk//astB//
go_0035461_6	yihV//
go_0035524_8	speF//
go_0035552_6	dxs//
go_0035553_6	hisS//
go_0035556_4	
go_0035600_8	purB//
go_0035672_6	lpoA//thrB//aroC//
go_0035725_9	purN//ydiF//allC//sbcB//dgcZ//
go_0035784_9	pgaC//
go_0035864_6	
go_0035873_8	speD//purL//
go_0035999_5	deoA//cysQ//pta//
go_0036001_7	adhE//
go_0036047_9	queC//
go_0036049_9	xylA//
go_0036088_6	rnd//
go_0036104_6	rhaB//galK//
go_0036172_6	icd//
go_0036214_3	
go_0036265_6	rsuA//
go_0036289_9	phnN//mtgA//
go_0036448_6	murD//queG//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	folM//valS//
go_0040033_9	
go_0042026_4	etp//ydiB//sucC//bglX//
go_0042126_5	paoC//
go_0042128_5	
go_0042150_7	trmI//
go_0042157_5	
go_0042158_6	rlmJ//yihU//
go_0042177_7	
go_0042182_5	rsgA//
go_0042219_6	
go_0042245_7	mhpC//deoA//gadA//
go_0042254_5	ampD//
go_0042255_6	
go_0042274_5	hisG//
go_0042304_7	
go_0042351_7	sodC//
go_0042355_8	hemN//metF//ubiI//plsC//menF//yfeW//
go_0042371_7	ftnA//
go_0042413_6	hemC//mltB//
go_0042450_7	panE//cobB//moeA//recO//cheB//galT//
go_0042454_7	dxr//
go_0042493_4	udk//tyrA//suhB//argD//mhpC//metB//bioD//rffC//yieF//speA//fucO//lldD//ribD//
go_0042538_6	xapA//pgsA//insI-2//
go_0042542_5	mtlD//mltD//rsmA//ubiC//
go_0042545_5	mutT//
go_0042594_4	wzb//guaC//entH//dapA//
go_0042619_6	
go_0042710_4	rlmE//torA//frdA//hisF//insI-2//accD//sdaB//ubiA//
go_0042732_6	nagZ//
go_0042744_6	mutY//malQ//
go_0042759_7	yahK//
go_0042773_6	fadH//
go_0042777_8	
go_0042780_10	ribF//araA//
go_0042817_5	entA//
go_0042819_6	btuR//
go_0042823_6	rihB//ydiO//recO//yjiA//
go_0042838_6	putA//tsaD//manA//ydiF//
go_0042840_7	leuD//tmk//ilvB//glnA//birA//patZ//
go_0042843_7	fabG//entB//
go_0042846_8	purT//
go_0042852_9	ribF//
go_0042867_8	nfi//
go_0042873_7	pyrF//
go_0042882_10	aroD//xapA//
go_0042884_7	garD//cadA//tsaC//
go_0042885_8	bglX//
go_0042891_6	argG//fucI//aroL//narI//polB//allC//aphA//
go_0042906_8	entD//lacZ//uxaC//
go_0042908_5	nth//
go_0042914_8	accD//
go_0042918_6	ppx//gatY//
go_0042919_6	
go_0042920_6	waaO//
go_0042928_7	
go_0042930_7	puuE//luxS//yhdH//psd//thiG//rffH//cobB//fadI//fadD//waaU//
go_0042938_8	ycjU//paaA//bfr//
go_0042939_8	dsdA//
go_0042941_8	menI//
go_0042942_6	puuE//rlmH//
go_0042953_6	
go_0042956_8	bglA//gadB//
go_0042968_8	hisS//ubiE//alkB//
go_0043039_6	malZ//fkpB//xapA//
go_0043041_6	dld//hemB//
go_0043085_5	prmC//cpsB//ybcF//
go_0043086_5	aspA//
go_0043093_3	waaC//insI-1//deoD//etp//
go_0043097_6	mnmG//fadA//
go_0043099_7	yrfG//
go_0043100_6	rne//
go_0043102_5	wzb//
go_0043103_7	eptB//
go_0043137_6	guaA//dbpA//
go_0043150_8	
go_0043157_6	argF//
go_0043164_6	ydfG//trmL//mnmE//yfdR//aroA//rihA//recO//
go_0043165_6	hemH//rutE//
go_0043171_5	dfp//lpxH//sucA//nanE//ligA//
go_0043200_5	
go_0043201_6	
go_0043213_7	yihT//araA//
go_0043254_5	
go_0043335_3	gdhA//rnb//lpxT//cmoB//nadK//
go_0043433_5	xapA//sad//fucK//
go_0043442_6	rluE//
go_0043456_6	pdeR//
go_0043462_6	waaQ//
go_0043470_6	
go_0043471_6	
go_0043488_5	lldD//glgP//pyrC//
go_0043547_7	
go_0043571_7	hemH//
go_0043610_4	glcB//yieF//aes//
go_0043686_7	thiD//
go_0043687_7	hyaA//prmC//gcl//rsmG//yciA//
go_0043708_5	fdhF//
go_0043709_6	rihA//
go_0043711_5	
go_0043952_7	
go_0043953_7	ubiG//
go_0044010_5	cobS//selD//rlmM//gatZ//mobA//yghU//
go_0044011_4	rffT//
go_0044036_5	luxS//ribE//pldB//
go_0044038_6	fadI//ynfH//
go_0044092_4	
go_0044179_5	
go_0044208_7	mnmA//
go_0044238_3	bioH//hemG//hypF//torA//
go_0044248_4	
go_0044255_4	
go_0044262_4	yihV//fadD//
go_0044273_5	entB//
go_0044275_5	yieH//
go_0044349_6	
go_0044355_6	psuG//
go_0044532_6	
go_0044659_7	gmhB//
go_0044718_6	tgt//
go_0044764_3	
go_0044780_6	pinE//
go_0044781_5	
go_0044787_5	tsaD//
go_0044874_7	
go_0045004_7	mutM//garD//yihT//
go_0045013_7	
go_0045226_7	ynfF//ppsA//ygjK//yfeW//bglX//apaH//
go_0045333_5	folC//fumA//
go_0045337_6	kefF//
go_0045454_4	rdgB//pabC//fdhF//astB//hyaA//fau//tdcG//
go_0045471_5	bglA//murB//
go_0045717_8	araA//gloB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	ubiE//yigB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	frdD//moeA//ycaO//alkA//rlmA//
go_0045893_8	rluA//dmsC//
go_0045900_9	
go_0045903_5	trmL//
go_0045912_6	murB//dam//fabZ//
go_0045926_5	
go_0045936_8	
go_0045947_9	trmA//moaD//
go_0045975_9	
go_0045990_6	
go_0046037_8	oxc//
go_0046040_8	mutM//
go_0046047_8	yqhD//
go_0046050_8	yjiA//folX//btuR//
go_0046052_8	rsgA//
go_0046061_8	uxuB//
go_0046076_8	dadA//
go_0046081_8	fabB//luxS//
go_0046086_6	torY//
go_0046098_7	hcaB//
go_0046100_7	cmk//
go_0046101_6	cobT//hemG//
go_0046103_9	nemA//
go_0046104_8	ydiO//
go_0046115_10	prpC//
go_0046133_8	selD//mog//
go_0046166_6	aroH//
go_0046168_6	pheA//argD//
go_0046176_6	rihC//dut//codA//pabC//
go_0046177_7	mnmA//cobT//hisF//ilvN//
go_0046181_7	trpB//
go_0046183_7	yfcG//dacD//ligA//
go_0046187_6	argA//
go_0046196_5	allC//
go_0046210_6	rutB//gpmA//trmA//
go_0046214_6	rsmD//
go_0046256_7	rbn//aceB//
go_0046271_5	pyrF//
go_0046279_6	gcvH//
go_0046292_4	garK//
go_0046294_5	panE//lipA//
go_0046296_6	purC//gloA//fadD//
go_0046306_6	serB//narH//
go_0046323_10	rsmJ//
go_0046325_8	
go_0046336_6	pdxB//
go_0046342_8	dapB//
go_0046348_6	lpd//ravA//
go_0046365_5	glmS//
go_0046392_7	kdgK//purA//murE//fucA//
go_0046397_6	
go_0046416_6	rnd//
go_0046452_6	malY//
go_0046459_6	glcB//
go_0046470_5	
go_0046474_6	poxB//idnD//phr//mrcB//prpD//puuA//
go_0046487_5	tilS//
go_0046501_6	ymdB//
go_0046618_6	tdk//prs//nudF//prs//metF//acnA//
go_0046654_7	thrC//queD//pdeF//chbG//sodA//
go_0046655_5	dapB//
go_0046656_6	argS//uvrB//tsaB//fdhF//ligA//atoB//
go_0046657_6	rhaB//
go_0046677_4	mak//nirD//bioD//fruK//recR//epmC//lacZ//insI-2//rsmA//ynfF//epd//rfe//ppsA//aceA//serB//solA//speE//gpp//opgE//rluC//aroA//fadE//recR//fadM//rpiA//lgoD//cysQ//nhoA//sdaA//alaA//eno//
go_0046685_4	cmk//leuB//
go_0046686_6	fre//
go_0046688_6	frdD//paaH//
go_0046690_5	mtlD//aspA//
go_0046710_8	folP//
go_0046718_8	nudF//rutA//
go_0046777_8	edd//tig//hemL//
go_0046834_6	nagB//
go_0046835_5	proS//hemN//waaC//bioA//phnP//serA//wrbA//birA//ushA//moaA//menA//cobU//treC//dhaK//menC//pabB//glnS//pdxJ//serA//pdeH//rpe//
go_0046836_7	roxA//
go_0046839_6	folD//
go_0046855_6	yjcS//
go_0046892_8	
go_0046901_7	argA//
go_0046939_7	eda//tmk//pyrH//hemD//
go_0046942_7	malY//fadH//hyaC//
go_0046944_7	frdC//
go_0047484_6	
go_0048034_6	ttdB//
go_0048255_6	
go_0048473_8	waaH//
go_0048518_4	
go_0048870_3	rsmF//
go_0050427_5	ruvA//
go_0050667_6	nemA//waaJ//
go_0050779_5	gdhA//
go_0050790_4	yqjH//puuA//
go_0050821_5	mtlD//acpS//
go_0050918_5	speF//serA//
go_0050919_5	cobB//
go_0051050_5	
go_0051083_5	pck//
go_0051085_5	lysC//dacD//
go_0051090_4	ymdB//
go_0051091_5	epmC//
go_0051131_7	
go_0051143_8	gltB//
go_0051156_5	mdh//
go_0051171_5	
go_0051188_5	mtn//
go_0051191_6	araA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	torY//pgi//
go_0051270_5	
go_0051271_6	aroL//yeiG//
go_0051274_8	
go_0051276_5	
go_0051289_8	eutD//trpS//adiA//proS//gudD//pykA//yihT//katG//deoD//def//lpxL//rlmM//mcrB//frdD//murC//kduD//frmB//phnG//roxA//yqaB//rlmM//clsB//thiI//waaO//rffG//yfcG//purC//cysI//cdh//glcB//cpdA//agp//
go_0051301_3	leuD//gluQ//icd//serC//rhaA//frmA//mrcA//rffC//
go_0051302_5	
go_0051304_4	alsE//
go_0051338_5	
go_0051345_6	
go_0051346_6	sdhA//
go_0051347_6	
go_0051349_6	
go_0051353_6	napC//
go_0051391_8	ahr//
go_0051409_4	panB//
go_0051410_3	gmk//
go_0051452_10	phr//
go_0051453_9	fadJ//
go_0051454_10	gstA//eptA//folX//rlmG//dacC//
go_0051476_7	cheR//
go_0051484_7	rluD//
go_0051495_8	
go_0051595_6	tktB//tsaC//
go_0051596_6	frdB//mngB//fdhF//betA//
go_0051599_4	
go_0051603_6	rsmE//pdeH//
go_0051604_5	rlmH//folP//glyA//
go_0051607_4	ansA//astC//
go_0051649_4	
go_0051668_4	
go_0051692_6	pheA//waaG//
go_0051704_2	rhaD//gcvP//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	thyA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	trpE//nadA//
go_0052778_6	rlmD//
go_0052837_6	arnT//
go_0055070_10	rnpA//
go_0055072_10	dapD//tdcB//
go_0055085_5	pabB//dhaM//glpK//fadH//glmM//fbaA//kefF//thrA//hcaD//prs//sufS//srlD//sucB//gph//narH//uxuA//katG//pgaB//guaC//gutQ//psuG//ycjU//xthA//fau//iaaA//thiE//rsmC//ushA//lpxH//mltD//thiD//pyrG//dcyD//adhE//yciA//betA//ispG//mltF//speA//tehB//psuG//mnmC//folE//codA//pgaD//pcm//fabH//thrA//ydfG//epmC//sucC//purC//puuE//hcp//rlmJ//phoA//ppk//nanK//hypB//dxs//ydiB//panC//ssuE//mnmC//pdeF//cobT//tag//aroB//gnd//arnA//cobS//trpC//phnP//yfbR//fabZ//phnI//fucI//puuD//truD//gluQ//
go_0055086_4	nrfD//tag//
go_0055114_3	yfdR//dosP//proS//ligA//purL//gcvT//lpxL//aroC//metB//serC//ynfE//fumC//glgB//accD//rfaD//moaD//waaB//nanA//idnO//garK//folD//fadB//umuD//cynS//phnG//menF//uxaC//patA//pyrE//pyrE//menD//nadE//dcyD//pgi//cynT//thrA//gcvP//rnt//mepS//guaC//thiG//fadA//napC//rbn//
go_0055129_5	queC//ushA//hcaD//
go_0055130_8	kdsA//paaJ//
go_0060003_10	nhoA//narG//
go_0060274_5	sbcB//
go_0060326_5	rsmD//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	nrfB//
go_0061077_4	nanA//cysD//dmlA//argD//gpt//
go_0061475_9	fadA//
go_0061504_8	selA//
go_0061610_5	ribE//
go_0061615_7	arnB//fucO//
go_0061720_5	fadB//citX//otsA//
go_0065002_6	gpmA//
go_0065007_2	thiH//
go_0070084_7	slyD//
go_0070178_5	panE//
go_0070207_8	ydfG//fau//yeaE//
go_0070298_8	
go_0070301_6	ribD//chbF//
go_0070329_5	melA//
go_0070413_7	pheT//
go_0070415_6	uvrB//orn//
go_0070417_5	gcvH//
go_0070453_7	sodC//
go_0070475_7	argK//mdh//hemG//entH//tig//cynS//rlmD//rlmB//frc//kdsA//pyrG//yjhH//aroE//menB//nadE//rnd//rlmL//araA//phr//
go_0070476_7	tynA//malS//
go_0070482_4	garK//
go_0070574_9	folE//bfr//queA//lpxT//
go_0070581_8	
go_0070588_9	
go_0070689_6	yccX//cysD//
go_0070726_5	ligA//glnE//
go_0070778_6	rhaA//sgbU//
go_0070894_6	
go_0070930_7	
go_0070981_6	yihS//
go_0070989_4	cysN//
go_0071139_6	
go_0071218_6	argB//
go_0071229_5	
go_0071230_6	iscS//
go_0071236_5	dusC//sucB//cysE//
go_0071237_6	
go_0071243_5	rluF//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	trmO//
go_0071271_7	putA//
go_0071276_7	
go_0071280_7	feaB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	queF//malY//
go_0071289_7	polB//
go_0071291_6	dgt//
go_0071292_7	rluC//
go_0071294_7	rluB//
go_0071310_5	
go_0071421_9	paoC//ndh//dapF//
go_0071422_7	yjcS//idnD//dmsC//
go_0071423_8	rrrD//
go_0071454_5	phnP//alsE//
go_0071456_5	
go_0071467_5	
go_0071468_6	ldtB//citE//rimK//argS//
go_0071470_5	
go_0071474_6	gpmM//hisC//preA//
go_0071500_5	avtA//
go_0071502_5	
go_0071555_4	tig//trmA//trmJ//cysK//upp//wecC//gmd//eda//
go_0071577_9	alkB//paaK//hisC//thiE//uidA//metB//
go_0071705_5	
go_0071731_5	
go_0071732_6	moeA//
go_0071769_5	
go_0071805_4	gabT//wrbA//hcp//paaJ//eptC//cysD//glpK//chbG//pncB//
go_0071806_6	glgB//narG//
go_0071807_8	
go_0071897_6	alkA//ubiA//nadK//glk//rluA//ftsI//
go_0071915_9	gldA//
go_0071932_8	paaG//
go_0071934_6	ldcA//
go_0071945_7	
go_0071951_8	pheS//
go_0071963_4	
go_0071973_6	feaB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	gntK//tktB//
go_0072348_5	thiM//
go_0072488_7	tag//
go_0072511_7	ilvI//
go_0072531_6	nirB//
go_0072581_9	alaS//
go_0072714_5	
go_0075713_7	
go_0080111_4	melA//rdgB//
go_0089705_7	
go_0089709_7	hisD//pgpC//
go_0090071_6	
go_0090116_7	trpB//
go_0090143_4	
go_0090305_6	kbaY//kbaY//ndk//tdk//ydiO//frdB//nfi//araD//panC//nrdD//mazG//udk//glcD//lpcA//ogt//argC//nudB//ulaD//cobB//ispU//rihC//rfe//ltaE//mltF//folX//pphA//prpC//argK//adhE//ldtB//sodC//tag//lgoD//clsB//relA//ilvA//speF//fadD//pdeH//udp//fabI//ispF//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ddlB//mnmE//nudG//allB//galT//cmoA//yagE//queF//aspC//sbcB//zwf//selD//
go_0090502_8	sdhC//rluA//rlmJ//otsA//guaC//mhpD//aroD//torY//dxr//hisH//ugd//frc//malP//gluQ//ilvN//aldA//pheS//
go_0090503_8	pdxY//menD//malP//ogt//dadA//prmB//nanK//accA//fucO//
go_0090529_5	
go_0090540_10	fabG//
go_0090549_5	
go_0090609_6	galT//
go_0097056_7	prmB//
go_0097264_6	argB//
go_0097304_7	ppsA//
go_0097339_7	aspS//
go_0097428_6	clsB//thiH//
go_0097502_4	truA//
go_0097510_7	lipA//
go_0097533_5	
go_0097638_8	valS//
go_0098002_8	
go_0098655_7	dgkA//fabA//garK//alaS//cof//chbF//gcvH//betB//ulaE//waaG//ilvD//rpiB//dut//frdA//cysD//
go_0098656_7	cmoB//
go_0098707_10	
go_0098708_8	ltaE//bacA//
go_0098710_7	mcrA//nagA//
go_0098713_8	gshB//lpd//
go_0098719_9	
go_0098732_6	tyrB//
go_0098795_9	yggF//
go_0098869_4	ilvI//folX//hcaE//rsmF//rlmF//leuB//fcl//deoB//yqhD//lpxM//paaH//frdB//speB//pncB//uvrB//
go_0099131_7	dmlA//
go_0099132_7	mhpC//lpxM//rluE//nth//pgaB//guaA//phnM//umpG//
go_0099133_8	ada//ybcF//dgt//ispH//thiC//pyrH//garR//phnL//gatD//gnd//aroH//pgaB//
go_0101030_8	gcl//
go_1900190_5	pncB//
go_1900191_6	
go_1900192_6	
go_1900231_6	fumA//
go_1900232_7	
go_1900233_7	acpH//
go_1900372_9	
go_1900376_6	
go_1900378_7	
