# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	phnN//
go_0015889_6	clsA//gcl//phoA//
go_0015891_6	waaG//
go_0015906_6	kbaY//
go_0015909_8	phnJ//
go_0015912_8	narV//
go_0015914_7	cobT//
go_0015920_7	rnt//gcvP//
go_0015937_7	rsmD//codA//ubiA//dhaL//
go_0015940_6	fabG//
go_0015944_4	gltD//pyrG//mngB//
go_0015949_5	glgP//umuC//tig//aroH//scpB//hisA//murE//citG//feaB//mtlD//adeD//acpS//wrbA//cpsB//otsB//fabH//folP//gstA//
go_0015950_6	recF//
go_0015951_7	cadA//ubiG//
go_0015968_6	
go_0015969_8	mak//mdh//
go_0015976_2	glpC//
go_0015986_7	
go_0015990_10	nadK//yfbR//
go_0016024_7	pldB//
go_0016032_5	abgB//
go_0016036_6	rffT//nrfB//
go_0016042_5	
go_0016052_5	ribC//nemA//aspA//fadA//
go_0016075_8	cobB//
go_0016078_8	queG//
go_0016094_6	glpC//ampD//
go_0016226_5	sucA//pyrE//chbF//xthA//
go_0016259_7	fabH//
go_0016260_8	ackA//frc//sad//
go_0016310_6	dhaM//ydiB//phnN//pheS//maeA//trpC//aroG//ppiC//trmO//mug//bioC//alkA//mazG//paaG//tyrB//oxc//speF//
go_0016311_6	sdhB//fabD//ribA//rluF//rutB//ansB//yigL//tatD//nagK//tmk//dgoK//ileS//rffT//sodC//fkpB//mltC//fadE//trpS//pyrD//entB//cobU//recG//yciV//gabT//yigL//ppc//waaY//ruvC//tyrA//argB//nadC//pabA//phnP//bioA//eutD//yjiA//cysI//cobC//apaH//glgP//
go_0016458_3	
go_0016485_6	recJ//prmB//
go_0016540_7	dgoA//rhaB//
go_0016579_7	agp//
go_0016998_5	ubiH//
go_0017001_5	rsuA//
go_0017003_8	pbpC//
go_0017004_7	idnO//
go_0017013_7	
go_0017038_6	
go_0017148_8	putA//ddlB//eptA//cysM//tauD//
go_0017189_7	paaE//
go_0017198_7	tauD//
go_0018012_8	ansA//
go_0018023_7	pdeL//
go_0018063_8	waaZ//
go_0018070_8	garL//tktB//
go_0018104_8	guaA//epmC//pdxJ//gatZ//argI//
go_0018105_8	ppiA//
go_0018106_8	
go_0018108_8	pdeH//
go_0018117_8	
go_0018125_6	ndk//
go_0018131_6	pdxY//
go_0018160_8	sodC//
go_0018206_8	hcaD//
go_0018247_9	mngB//
go_0018283_6	
go_0018298_7	malQ//
go_0018307_7	folA//
go_0018315_8	yfeW//
go_0018339_9	lyxK//
go_0018345_8	cpdA//
go_0018364_6	rfaE//mug//
go_0018378_9	
go_0018393_10	bioD//
go_0018394_9	xthA//
go_0018410_8	cobB//
go_0018909_5	yhdJ//
go_0018937_4	narI//
go_0019042_6	yfcG//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	rutD//
go_0019243_7	opgE//pgl//pgaD//ung//
go_0019249_6	dapF//
go_0019250_7	lysS//
go_0019262_6	metE//arnT//tilS//maeA//acs//
go_0019264_7	dgcZ//
go_0019272_9	murC//maeA//
go_0019284_7	folD//menA//
go_0019285_5	upp//deoA//
go_0019288_6	melA//entD//aspC//hemE//
go_0019290_5	
go_0019292_8	gatZ//
go_0019294_6	pgm//adhP//ssuD//mcrB//
go_0019299_6	pphA//
go_0019301_7	cdsA//ppiA//udk//ravA//pncB//gpmM//torC//
go_0019303_7	fkpA//allC//
go_0019305_7	sucD//
go_0019309_7	rbn//
go_0019316_8	trpB//speB//menE//
go_0019318_5	uxuB//
go_0019323_6	gpmM//rfaD//malZ//tadA//serA//cysQ//coaD//
go_0019324_6	opgB//sdaB//rsmA//aroE//alaA//
go_0019343_8	tgt//
go_0019344_7	rlmL//
go_0019346_7	bcsA//
go_0019353_8	hisH//sdhB//abgB//puuE//
go_0019354_6	waaL//
go_0019379_5	patD//
go_0019380_6	waaJ//pgpC//
go_0019388_7	lpoB//
go_0019391_6	mltC//
go_0019394_7	lysS//
go_0019395_5	nadA//
go_0019404_8	aroL//gapA//
go_0019413_6	ilvD//dmsB//
go_0019419_4	yegS//
go_0019427_7	lplA//
go_0019430_5	ubiI//ogt//bglB//
go_0019432_7	yigL//
go_0019439_5	aceF//moeB//
go_0019447_8	waaQ//
go_0019450_9	yqaB//
go_0019464_7	glxR//etk//pyrF//suhB//bioB//ubiC//
go_0019480_4	mutS//
go_0019509_7	
go_0019516_4	nudC//pgsA//
go_0019521_6	mraY//nrfB//
go_0019542_6	purD//
go_0019545_6	garD//
go_0019546_9	pdxA//
go_0019563_7	speD//ygjK//mcrA//
go_0019568_7	relA//acpS//
go_0019569_7	fucA//waaL//insI-1//
go_0019571_8	dapB//yfdR//ribA//
go_0019572_8	nirB//
go_0019584_7	
go_0019588_7	gpmA//recF//
go_0019592_8	sufS//
go_0019595_8	rfaE//
go_0019607_6	lysC//purL//
go_0019622_6	galE//tsaB//rlmI//
go_0019629_7	rimK//mnmA//
go_0019632_5	wrbA//fucK//rlmE//rbsD//
go_0019634_5	proB//
go_0019645_6	phnN//allD//rnd//
go_0019646_6	thiH//mutY//ascB//hemL//
go_0019664_6	serC//ycjU//
go_0019665_5	kbaY//
go_0019673_6	pdxB//
go_0019676_3	fadJ//
go_0019677_8	
go_0019679_7	rfe//citE//rfbD//
go_0019686_6	recJ//
go_0019698_7	ubiG//ldtD//aceA//fabH//menC//cueO//
go_0019700_6	aroG//gluQ//pyrH//selD//
go_0019740_2	murC//hcaB//ilvI//phnH//truA//purD//
go_0019752_6	
go_0019805_6	puuE//
go_0019835_3	
go_0019852_5	ubiE//chbG//mepS//
go_0019854_6	glmU//kduI//
go_0019856_7	cynS//
go_0019858_7	lysC//
go_0019859_7	hisI//
go_0019877_6	dkgA//glmU//guaA//
go_0019878_9	ppk//
go_0019935_6	abgB//nrdD//
go_0019985_8	thrB//rlmJ//
go_0019988_7	pgpC//
go_0022417_4	rlmH//
go_0022610_2	thiC//
go_0022611_3	leuS//dmsB//rfbD//
go_0022900_4	gcvH//rffH//
go_0022904_5	queD//udk//hisB//
go_0023014_4	moeA//paaE//nemA//
go_0030001_7	narV//sucC//tsaB//
go_0030007_8	acs//
go_0030026_9	
go_0030091_6	rph//ydiB//mtn//pphB//
go_0030153_5	
go_0030162_7	
go_0030163_5	serS//ppx//nirD//ribE//
go_0030244_9	
go_0030258_5	acs//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	yfeX//rpe//
go_0030388_5	galM//ldtA//pta//
go_0030488_6	trpD//hflX//glyS//hisA//serC//tsaD//dapD//bglA//alaA//trpS//
go_0030490_10	
go_0030497_7	nirB//rsmE//
go_0030541_4	
go_0030573_6	uvrC//
go_0030632_8	otsB//gnd//curA//murD//
go_0030641_8	uxuA//lysU//
go_0030643_8	
go_0030961_9	glyA//
go_0030980_7	abgA//hcaF//cynT//
go_0031118_8	frdC//
go_0031119_8	ilvN//nadB//pdxJ//tsaE//lipA//pdxB//
go_0031125_10	phnJ//
go_0031162_5	glpX//
go_0031167_6	srlD//sodC//puuB//dnaE//carA//hisB//
go_0031280_6	hyaB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	folE//
go_0031400_8	
go_0031439_9	
go_0031460_7	clsB//ldtA//ftnA//ndh//azoR//rbsK//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	hisC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	polB//
go_0032026_6	argK//
go_0032049_8	acpT//folE//paaA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	aldB//
go_0032196_3	umuC//
go_0032238_6	lpxL//
go_0032259_3	aceA//ghrB//malS//mraY//
go_0032261_6	metL//
go_0032263_7	gldA//dadA//
go_0032264_7	paaH//gloB//
go_0032265_7	ttdA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	hisH//ddlB//rfbC//
go_0032329_7	araD//trmL//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	waaU//
go_0032445_10	waaJ//galK//
go_0032462_7	bfr//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	nth//guaC//insI-2//yfcG//
go_0032774_6	trpB//
go_0032775_6	lyxK//epmB//eptA//
go_0032781_7	
go_0032784_8	
go_0032790_6	lpoB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	recG//
go_0032978_7	
go_0033014_6	rlmI//opgE//
go_0033051_5	tktA//
go_0033120_8	
go_0033194_5	yidA//cdd//metE//
go_0033195_5	rnpA//
go_0033212_10	aroH//puuE//
go_0033214_11	queC//edd//
go_0033228_8	sdhD//rfaE//idnK//
go_0033317_7	sdhB//mog//murE//coaE//
go_0033320_6	nrdB//
go_0033345_8	cysH//sufS//
go_0033353_5	wzc//
go_0033359_7	lpoB//paaJ//
go_0033384_6	gmhB//
go_0033388_7	rluA//
go_0033477_5	phr//
go_0033499_8	ubiH//tpiA//nrfD//thiL//sseA//
go_0033518_6	rfe//
go_0033539_7	yqhD//
go_0033542_7	pgl//
go_0033543_8	ybhA//
go_0033567_6	
go_0033585_7	gloC//adhP//
go_0033611_8	ddlA//
go_0033683_7	
go_0034194_8	pdeL//roxA//rffM//
go_0034195_8	proC//
go_0034198_6	mutH//fabG//
go_0034203_6	ppiC//
go_0034204_5	fadB//gldA//
go_0034213_6	queA//
go_0034214_7	wrbA//sbcB//cysN//
go_0034219_6	pck//cyaA//chbF//fadD//frmA//ulaD//purN//glyA//pinE//adeD//polA//torC//opgE//ygjK//cyoE//queA//mocA//pyrH//wcaJ//moaD//rffH//hdhA//thrS//lpxD//yieF//truB//tatD//waaP//pflB//
go_0034220_6	paaG//lsrG//hypF//fes//rlmD//miaB//
go_0034224_6	
go_0034227_8	sodC//
go_0034258_8	idi//
go_0034260_5	
go_0034289_7	hcaC//
go_0034337_3	citG//
go_0034355_7	tyrS//fabI//pykF//gstB//
go_0034401_5	
go_0034414_9	cysH//
go_0034421_8	ldtD//
go_0034470_8	der//
go_0034552_7	
go_0034599_5	mltB//paaJ//yihS//frlC//coaE//
go_0034605_5	abgB//guaB//
go_0034614_6	thrS//
go_0034620_6	speC//
go_0034628_9	coaA//rluA//rsmF//def//leuB//
go_0034635_6	sbcB//
go_0034644_7	mazG//
go_0034661_7	
go_0034775_7	rlmC//nagZ//
go_0034983_9	ltaE//ushA//
go_0035235_6	metE//leuD//cynT//
go_0035307_9	
go_0035335_8	adhP//hyaA//
go_0035344_8	nadC//torA//
go_0035350_6	accC//
go_0035429_8	ddlA//menH//yqjH//rpe//menF//gluQ//
go_0035433_7	trpE//
go_0035434_9	fadD//
go_0035435_9	thrA//argG//dkgA//dhaM//
go_0035442_7	narY//uxuB//rffM//xylA//nanK//entD//hmp//
go_0035443_7	atoB//dmsA//ubiF//
go_0035444_9	aldA//dnaQ//edd//accD//
go_0035461_6	ileS//
go_0035524_8	yieF//
go_0035552_6	nanA//
go_0035553_6	cynT//
go_0035556_4	
go_0035600_8	caiD//
go_0035672_6	dacC//patZ//moeA//
go_0035725_9	otsB//eutB//murG//yfdR//hemE//
go_0035784_9	rutD//
go_0035864_6	
go_0035873_8	aphA//add//
go_0035999_5	frdA//trmA//ascB//
go_0036001_7	puuD//
go_0036047_9	lpoB//
go_0036049_9	pncB//
go_0036088_6	tyrS//
go_0036104_6	eutB//galU//
go_0036172_6	pagP//
go_0036214_3	
go_0036265_6	gatZ//
go_0036289_9	nrdF//ruvA//
go_0036448_6	hemA//ubiF//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	thiH//yfaU//
go_0040033_9	
go_0042026_4	eda//araB//glgB//pncB//
go_0042126_5	sucD//
go_0042128_5	
go_0042150_7	xapA//
go_0042157_5	
go_0042158_6	recO//pnp//
go_0042177_7	
go_0042182_5	gshA//
go_0042219_6	
go_0042245_7	cmoB//nagB//pheA//
go_0042254_5	dmlA//
go_0042255_6	
go_0042274_5	glxR//
go_0042304_7	
go_0042351_7	dmsC//
go_0042355_8	astB//edd//leuD//rpiA//nadD//glmU//
go_0042371_7	nudF//
go_0042413_6	recO//rfaE//
go_0042450_7	agp//aceA//sdhD//bioB//prmC//paaC//
go_0042454_7	ydfG//
go_0042493_4	mutT//icd//purN//rluF//yjiA//queG//glcB//rpe//rpiB//hypF//tdcE//rbsD//epd//
go_0042538_6	pepD//metK//bioD//
go_0042542_5	cysG//ravA//ribF//coaE//
go_0042545_5	mltF//
go_0042594_4	hcaF//ldtC//sseA//ribE//
go_0042619_6	
go_0042710_4	nanE//hmp//yagF//hcaE//ldcA//galE//lpxT//treC//
go_0042732_6	hemG//
go_0042744_6	yieH//nhoA//
go_0042759_7	sdhB//
go_0042773_6	gpt//
go_0042777_8	
go_0042780_10	mutS//malS//
go_0042817_5	csdA//
go_0042819_6	acpT//
go_0042823_6	iscS//frlC//torA//ilvI//
go_0042838_6	cobS//cysQ//metE//fumB//
go_0042840_7	narI//frlB//gutQ//mnmG//cysD//gapA//
go_0042843_7	gor//aspA//
go_0042846_8	fabB//
go_0042852_9	udp//
go_0042867_8	tadA//
go_0042873_7	folM//
go_0042882_10	dgcM//purA//
go_0042884_7	narI//eptC//rpe//
go_0042885_8	malP//
go_0042891_6	ileS//tadA//asnS//yahK//talB//pgpB//pgm//
go_0042906_8	hycB//yjjX//rsmG//
go_0042908_5	pheA//
go_0042914_8	ulaE//
go_0042918_6	polA//lpxL//
go_0042919_6	
go_0042920_6	mutL//
go_0042928_7	
go_0042930_7	hemF//rlmE//garL//mhpB//pyrE//tdcG//pgaC//frlB//adiA//lacZ//
go_0042938_8	cheB//gatZ//ltaE//
go_0042939_8	mutH//
go_0042941_8	pykA//
go_0042942_6	ppiA//bioD//
go_0042953_6	
go_0042956_8	truB//nrfA//
go_0042968_8	panB//yccX//yihU//
go_0043039_6	ubiF//mpaA//rihC//
go_0043041_6	folA//birA//
go_0043085_5	murI//bioH//ogt//
go_0043086_5	paaG//
go_0043093_3	hemE//rbsD//ilvM//trpA//
go_0043097_6	gstB//ddlA//
go_0043099_7	rutE//
go_0043100_6	udk//
go_0043102_5	argI//
go_0043103_7	sthA//
go_0043137_6	ushA//citG//
go_0043150_8	
go_0043157_6	rsmJ//
go_0043164_6	yihT//waaC//fucO//dmsB//trpS//sucD//pdxH//
go_0043165_6	ppc//mcrA//
go_0043171_5	purF//folA//acpH//ttdB//phnM//
go_0043200_5	
go_0043201_6	
go_0043213_7	truD//ubiF//
go_0043254_5	
go_0043335_3	rluF//pgpA//speB//uxuA//uxaB//
go_0043433_5	mtgA//paaB//kdsA//
go_0043442_6	hemC//
go_0043456_6	carB//
go_0043462_6	purL//
go_0043470_6	
go_0043471_6	
go_0043488_5	speG//cysE//fbaA//
go_0043547_7	
go_0043571_7	hemE//
go_0043610_4	dcm//nagZ//rhaA//
go_0043686_7	tauD//
go_0043687_7	lpoB//rlmF//purL//dhaM//leuS//
go_0043708_5	trmL//
go_0043709_6	thrA//
go_0043711_5	
go_0043952_7	
go_0043953_7	aspA//
go_0044010_5	prpC//thiC//thiM//cdsA//ligB//thrB//
go_0044011_4	treF//
go_0044036_5	tdk//rlmB//hmp//
go_0044038_6	putA//tilS//
go_0044092_4	
go_0044179_5	
go_0044208_7	gatZ//
go_0044238_3	araB//nanE//leuD//tmk//
go_0044248_4	
go_0044255_4	
go_0044262_4	sodC//aspS//
go_0044273_5	miaB//
go_0044275_5	argS//
go_0044349_6	
go_0044355_6	gloB//
go_0044532_6	
go_0044659_7	trmL//
go_0044718_6	cynT//
go_0044764_3	
go_0044780_6	ttdA//
go_0044781_5	
go_0044787_5	citX//
go_0044874_7	
go_0045004_7	sdhB//nrfB//rffG//
go_0045013_7	
go_0045226_7	pgl//lgoD//ilvC//adhE//entE//argD//
go_0045333_5	folP//argH//
go_0045337_6	dgcM//
go_0045454_4	rfbC//ileS//poxB//cynT//rfaD//uxaB//murQ//
go_0045471_5	astB//araD//
go_0045717_8	bioH//yeaG//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	yihX//serC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	mrcA//prs//fadA//aldB//mtgA//
go_0045893_8	trpA//waaC//
go_0045900_9	
go_0045903_5	rbn//
go_0045912_6	kbaZ//caiD//paoC//
go_0045926_5	
go_0045936_8	
go_0045947_9	arnA//hinT//
go_0045975_9	
go_0045990_6	
go_0046037_8	mnaT//
go_0046040_8	acpS//
go_0046047_8	alaC//
go_0046050_8	tdk//pflB//ilvC//
go_0046052_8	tig//
go_0046061_8	metG//
go_0046076_8	trmH//
go_0046081_8	yjjG//yfbR//
go_0046086_6	ldtD//
go_0046098_7	tesB//
go_0046100_7	gudD//
go_0046101_6	dcd//gntK//
go_0046103_9	prmB//
go_0046104_8	nagK//
go_0046115_10	nanK//
go_0046133_8	gcl//rlmA//
go_0046166_6	paaF//
go_0046168_6	nemA//tktB//
go_0046176_6	galM//galM//mnmA//glgX//
go_0046177_7	gstB//bioH//sodA//aceA//
go_0046181_7	waaG//
go_0046183_7	yieH//ynfE//ulaG//
go_0046187_6	nrdF//
go_0046196_5	allD//
go_0046210_6	rfbC//menB//fumA//
go_0046214_6	sad//
go_0046256_7	umuC//gcd//
go_0046271_5	pheS//
go_0046279_6	dacA//
go_0046292_4	rutA//
go_0046294_5	ldhA//nanA//
go_0046296_6	folE//yqaB//gcvT//
go_0046306_6	tesB//mocA//
go_0046323_10	rlmF//
go_0046325_8	
go_0046336_6	zwf//
go_0046342_8	hcaB//
go_0046348_6	ybhA//cdh//
go_0046365_5	gadA//
go_0046392_7	caiD//rhaD//tmcA//nrdB//
go_0046397_6	
go_0046416_6	ubiC//
go_0046452_6	thrC//
go_0046459_6	acpH//
go_0046470_5	
go_0046474_6	proS//hchA//kdsB//suhB//rsmC//fabD//
go_0046487_5	edd//
go_0046501_6	waaQ//
go_0046618_6	dnaE//rhaB//prpB//rlmB//yahK//fabI//
go_0046654_7	atoB//gatY//dkgB//gpp//dgoA//
go_0046655_5	wzb//
go_0046656_6	pgaC//rsmA//coaE//def//accA//rffM//
go_0046657_6	puuE//
go_0046677_4	hisD//tag//thiM//thiD//cheR//allD//prmB//ybiV//mrdA//bioC//wecB//dnaE//yidA//ndk//dgcT//dgt//nagK//ispB//sdaA//fadI//glnS//speE//ubiH//paaH//serA//phnH//amiD//glmU//lpxK//amyA//rutB//
go_0046685_4	edd//sgbE//
go_0046686_6	kdgK//
go_0046688_6	sdaB//mrdA//
go_0046690_5	trpB//dgt//
go_0046710_8	scpB//
go_0046718_8	purD//pdeR//
go_0046777_8	cysM//ynfH//glmU//
go_0046834_6	thrA//
go_0046835_5	rlmI//hisH//aroF//waaY//ldcA//rlmH//eda//ybjI//fabD//napB//torC//rnpA//wecC//pepD//luxS//dfp//ssuE//tyrB//nth//aldA//metL//
go_0046836_7	rutC//
go_0046839_6	entB//
go_0046855_6	pphA//
go_0046892_8	
go_0046901_7	pncB//
go_0046939_7	sseA//dmsB//waaF//pyrC//
go_0046942_7	fau//ribD//cysH//
go_0046944_7	lsrK//
go_0047484_6	
go_0048034_6	hemF//
go_0048255_6	
go_0048473_8	deoD//
go_0048518_4	
go_0048870_3	waaB//
go_0050427_5	truA//
go_0050667_6	xthA//fadI//
go_0050779_5	dut//
go_0050790_4	sucB//rlmH//
go_0050821_5	dosP//panD//
go_0050918_5	rfaD//thiL//
go_0050919_5	eda//
go_0051050_5	
go_0051083_5	metG//
go_0051085_5	feaB//rlmM//
go_0051090_4	dmsC//
go_0051091_5	gadB//
go_0051131_7	
go_0051143_8	yihS//
go_0051156_5	rsmG//
go_0051171_5	
go_0051188_5	glmM//
go_0051191_6	deoB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	dut//rph//
go_0051270_5	
go_0051271_6	cynT//murG//
go_0051274_8	
go_0051276_5	
go_0051289_8	alaA//cobS//betA//rlmE//rihC//ribD//allD//hisH//waaS//gutQ//ruvC//gmd//ubiA//clsC//argD//rne//relA//mltF//pdxH//rsmD//trmH//frdC//asd//xylA//mutY//sgbU//upp//ddlB//gshA//tsaB//slt//dosP//
go_0051301_3	dmsC//rihA//waaU//purC//ndh//rlmD//tdk//alaC//
go_0051302_5	
go_0051304_4	adhP//
go_0051338_5	
go_0051345_6	
go_0051346_6	waaL//
go_0051347_6	
go_0051349_6	
go_0051353_6	fkpA//
go_0051391_8	edd//
go_0051409_4	glpX//
go_0051410_3	waaY//
go_0051452_10	speC//
go_0051453_9	arnB//
go_0051454_10	ispF//gshB//deoD//alaS//lldD//
go_0051476_7	rffM//
go_0051484_7	dcyD//
go_0051495_8	
go_0051595_6	iscS//trmA//
go_0051596_6	trpB//nagZ//scpB//sucA//
go_0051599_4	
go_0051603_6	fadE//fcl//
go_0051604_5	idi//kduI//nrfD//
go_0051607_4	pgpC//nrdF//
go_0051649_4	
go_0051668_4	
go_0051692_6	malP//hcaF//
go_0051704_2	nadB//glnA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ravA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	murI//bioA//
go_0052778_6	nadC//
go_0052837_6	mcrA//
go_0055070_10	fdhF//
go_0055072_10	puuE//pdxY//
go_0055085_5	trpB//psd//mnmA//asnS//thrB//cpdB//gntK//tdcG//hemD//ilvN//sgbE//paaA//xdhB//nrdF//sdhD//clsC//cdd//gpmA//dld//cysI//ubiE//speF//ycjU//coaA//guaA//rsmJ//citC//lpd//gcvP//aes//trmJ//proC//nanA//dacA//dbpA//citE//tig//glgC//sgbH//hcaB//amyA//scpB//rsmC//manA//yjjG//hisB//paoC//astB//nanE//pdeH//rne//glpX//astB//valS//glmS//purL//rnt//hemA//uxaC//rffC//dosP//hpt//recR//dusB//ilvC//aceF//ilvB//paaK//aceF//tag//mgsA//pdxJ//rfbB//ybjG//gltX//argH//ugd//pgaD//kdgK//nadB//
go_0055086_4	bioA//fbp//
go_0055114_3	purF//rsmA//nudC//clsC//fucK//frdD//frlB//phnM//phnN//yggF//gadB//lpxC//ssuE//bioA//asnB//galE//nanE//rutE//mnmA//icd//asd//rsmG//aldB//rffT//mnmC//nadC//ispU//aes//dhaK//pdeH//dgt//rsmI//nrfA//hycB//pdeH//moaD//ribE//mltA//mnmG//fau//yihV//ynfE//mltD//rnt//
go_0055129_5	yqaB//nirB//mug//
go_0055130_8	glcD//hemE//
go_0060003_10	phnG//thiE//
go_0060274_5	bacA//
go_0060326_5	gpt//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	pcm//
go_0061077_4	pyrC//dnaE//tadA//ogt//waaS//
go_0061475_9	entD//
go_0061504_8	yhdJ//
go_0061610_5	frdA//
go_0061615_7	tcdA//paoC//
go_0061720_5	lpxM//yjjX//coaA//
go_0065002_6	entD//
go_0065007_2	bioC//
go_0070084_7	thiM//
go_0070178_5	ilvE//
go_0070207_8	idnK//cobS//alkB//
go_0070298_8	
go_0070301_6	aceF//fadE//
go_0070329_5	yidA//
go_0070413_7	rne//
go_0070415_6	tauD//pdeR//
go_0070417_5	aspC//
go_0070453_7	paoC//
go_0070475_7	rlmC//pheT//ssuE//garR//leuC//glpA//scpB//gpsA//ruvA//rluB//ldcC//tadA//cpdB//nrdD//pyrH//rlmI//fre//ravA//pdxK//
go_0070476_7	pgsA//alsK//
go_0070482_4	ubiA//
go_0070574_9	torY//yqhD//guaA//sthA//
go_0070581_8	
go_0070588_9	
go_0070689_6	fruK//argK//
go_0070726_5	frlB//amyA//
go_0070778_6	rfe//cadA//
go_0070894_6	
go_0070930_7	
go_0070981_6	fbp//
go_0070989_4	ynfF//
go_0071139_6	
go_0071218_6	metH//
go_0071229_5	
go_0071230_6	yhdJ//
go_0071236_5	dacC//ulaF//phoA//
go_0071237_6	
go_0071243_5	cobB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	uxuB//
go_0071271_7	panE//
go_0071276_7	
go_0071280_7	mnmA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	nrdD//edd//
go_0071289_7	adhE//
go_0071291_6	ilvD//
go_0071292_7	ampD//
go_0071294_7	lysC//
go_0071310_5	
go_0071421_9	mepS//nrdE//eptB//
go_0071422_7	alr//ttdB//glyS//
go_0071423_8	oxc//
go_0071454_5	thyA//speC//
go_0071456_5	
go_0071467_5	
go_0071468_6	hisD//gcvP//nanK//galU//
go_0071470_5	
go_0071474_6	paaA//sdhD//plsC//
go_0071500_5	eptA//
go_0071502_5	
go_0071555_4	mltF//ubiC//hemC//rihA//wecC//yjhG//uidA//hemL//
go_0071577_9	puuE//ubiH//pyrD//ispH//ileS//chbG//
go_0071705_5	
go_0071731_5	
go_0071732_6	fbp//
go_0071769_5	
go_0071805_4	cyaA//ileS//gcd//alaA//lpoB//nrfB//nanE//rutC//ilvH//
go_0071806_6	suhB//ribC//
go_0071807_8	
go_0071897_6	gnd//ubiG//ubiI//cysG//hchA//upp//
go_0071915_9	ybjI//
go_0071932_8	trpE//
go_0071934_6	yfeW//
go_0071945_7	
go_0071951_8	rffH//
go_0071963_4	
go_0071973_6	rsmI//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	thiI//patD//
go_0072348_5	ilvN//
go_0072488_7	insI-1//
go_0072511_7	rihB//
go_0072531_6	dgcZ//
go_0072581_9	fadM//
go_0072714_5	
go_0075713_7	
go_0080111_4	galE//hemN//
go_0089705_7	
go_0089709_7	hemA//dapB//
go_0090071_6	
go_0090116_7	panD//
go_0090143_4	
go_0090305_6	nrdD//fadD//paaZ//uxaB//eutD//hypF//rutC//hpt//dgoD//nudB//rluB//btuR//moeA//accB//nanA//cobS//aroD//glgX//murB//gatZ//speG//ispG//gltB//thiG//ispU//frlC//csdA//rnt//feaB//rfaD//rhaB//dkgB//narY//moaD//phr//panB//dbpA//recJ//ssuE//arnA//trmO//eutB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	trmO//xdhB//waaC//murF//pyrB//icd//ppx//dosP//sucC//ssuE//dsdA//fbp//
go_0090502_8	pdxJ//eutD//mraY//pflB//rnpA//ubiX//pdxJ//rsmA//ilvA//treA//adhP//sgbH//hyaC//fadB//paaF//ssuE//sucC//
go_0090503_8	pgpC//pheT//glgB//dapA//sgbU//ydiF//yhdH//otsB//ispH//
go_0090529_5	
go_0090540_10	murI//
go_0090549_5	
go_0090609_6	waaU//
go_0097056_7	pgk//
go_0097264_6	nrdD//
go_0097304_7	pykA//
go_0097339_7	iaaA//
go_0097428_6	dinB//kefF//
go_0097502_4	dapF//
go_0097510_7	ydiB//
go_0097533_5	
go_0097638_8	lipB//
go_0098002_8	
go_0098655_7	fadK//trmL//paaF//pdeF//menB//tyrS//serA//lpcA//dgkA//thiC//def//rutC//phr//selB//rluB//
go_0098656_7	prpC//
go_0098707_10	
go_0098708_8	lpd//glmU//
go_0098710_7	alaA//argK//
go_0098713_8	ligB//prmC//
go_0098719_9	
go_0098732_6	dnaE//
go_0098795_9	bcsA//
go_0098869_4	yqhD//abgB//hmp//roxA//sucC//dfp//gluQ//uvrC//nudC//nrdE//thiH//fcl//dacC//fabD//patA//
go_0099131_7	mrcB//
go_0099132_7	fkpA//pfkA//apt//folM//purF//zwf//aroB//purU//
