# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	frdC//
go_0015920_7	avtA//manA//
go_0015937_7	glk//sdhA//aspS//murB//
go_0015940_6	nrdF//
go_0015944_4	alaC//lpd//ldhA//
go_0015949_5	alr//yeaE//rffC//murC//nrdD//tatD//hemN//guaD//ilvA//waaZ//ynfF//rfbC//ilvB//orn//glxR//murF//mog//kdsA//
go_0015950_6	mltF//
go_0015951_7	poxB//umuC//
go_0015968_6	
go_0015969_8	ttdA//menB//
go_0015976_2	metB//
go_0015986_7	
go_0015990_10	mraY//gmhB//
go_0016024_7	trmH//
go_0016032_5	ycaO//
go_0016036_6	yhdH//mutS//
go_0016042_5	
go_0016052_5	phnO//ydiB//metC//yagE//
go_0016075_8	idnD//
go_0016078_8	rutC//
go_0016094_6	glpD//dhaM//
go_0016226_5	glmU//allC//ttdB//pyrE//
go_0016259_7	purF//
go_0016260_8	pykA//fucO//citE//
go_0016310_6	aroA//glmU//hypB//insI-2//lpxP//aspS//sucB//wzc//gutQ//frc//malS//gnd//lsrG//preA//yagF//mocA//glcF//
go_0016311_6	ampH//gabT//paoC//nudG//umpG//allB//dcyD//fadK//tdcE//rluE//rbn//mdh//kbaY//rne//hycB//lpxK//ftnA//thiL//pepD//ybjG//sdhB//coaA//dld//napC//lpd//gshA//rlmD//dacD//iscS//wcaJ//nrdF//accC//rihB//sdhA//rutB//dhaM//fadJ//cysQ//pgaD//hisC//
go_0016458_3	
go_0016485_6	folE//alaC//
go_0016540_7	fumC//mnmE//
go_0016579_7	aroD//
go_0016998_5	eutD//
go_0017001_5	napA//
go_0017003_8	ilvC//
go_0017004_7	spoT//
go_0017013_7	
go_0017038_6	
go_0017148_8	menI//btuE//phnP//hemD//mutH//
go_0017189_7	gmd//
go_0017198_7	nth//
go_0018012_8	waaG//
go_0018023_7	miaB//
go_0018063_8	aceF//
go_0018070_8	folP//glgA//
go_0018104_8	guaC//ppiA//glnS//lpcA//ribB//
go_0018105_8	preA//
go_0018106_8	
go_0018108_8	speF//
go_0018117_8	
go_0018125_6	queC//
go_0018131_6	mrdA//
go_0018160_8	rffG//
go_0018206_8	napB//
go_0018247_9	paaK//
go_0018283_6	
go_0018298_7	nrfA//
go_0018307_7	relA//
go_0018315_8	ybcF//
go_0018339_9	cpsB//
go_0018345_8	speG//
go_0018364_6	gltD//mepS//
go_0018378_9	
go_0018393_10	iscS//
go_0018394_9	rlmD//
go_0018410_8	trpE//
go_0018909_5	ssuD//
go_0018937_4	arsC//
go_0019042_6	ileS//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	deoD//
go_0019243_7	sdhD//phoA//torA//metC//
go_0019249_6	mutM//
go_0019250_7	phnI//
go_0019262_6	nhoA//hisA//narZ//prpB//recO//
go_0019264_7	ilvB//
go_0019272_9	pbpC//azoR//
go_0019284_7	hemF//eptA//
go_0019285_5	ilvN//sseA//
go_0019288_6	galE//scpB//rlmI//malQ//
go_0019290_5	
go_0019292_8	tgt//
go_0019294_6	kbaY//pdxJ//metL//aldA//
go_0019299_6	betB//
go_0019301_7	metB//proC//ugd//trpE//yghU//folC//pflB//
go_0019303_7	entF//alaS//
go_0019305_7	proB//
go_0019309_7	tdk//
go_0019316_8	sucA//ubiG//rnd//
go_0019318_5	pnp//
go_0019323_6	pdxH//mpaA//torY//entF//ttdB//galM//pheA//
go_0019324_6	adiA//yccX//dcm//menD//ulaD//
go_0019343_8	gatD//
go_0019344_7	gstB//
go_0019346_7	glnA//
go_0019353_8	dbpA//hpt//glyS//yjhH//
go_0019354_6	mazG//
go_0019379_5	paaG//
go_0019380_6	ispA//kduI//
go_0019388_7	dgcZ//
go_0019391_6	argK//
go_0019394_7	def//
go_0019395_5	umpG//
go_0019404_8	scpB//gudD//
go_0019413_6	entA//argG//
go_0019419_4	cysM//
go_0019427_7	yagE//
go_0019430_5	yfeX//sdhA//fadA//
go_0019432_7	tesB//
go_0019439_5	murA//upp//
go_0019447_8	acpH//
go_0019450_9	gloC//
go_0019464_7	mltD//mocA//lpxK//folE//gudD//pyrH//
go_0019480_4	ttdB//
go_0019509_7	
go_0019516_4	murF//gltD//
go_0019521_6	trpS//asnA//
go_0019542_6	nrfC//
go_0019545_6	pabA//
go_0019546_9	maa//
go_0019563_7	rsmE//ansA//murD//
go_0019568_7	lpxM//pyrE//
go_0019569_7	solA//waaS//ribD//
go_0019571_8	hpt//glk//gloB//
go_0019572_8	rutE//
go_0019584_7	
go_0019588_7	truA//eptB//
go_0019592_8	clsB//
go_0019595_8	thrB//
go_0019607_6	mhpD//rne//
go_0019622_6	idi//yjjG//argS//
go_0019629_7	fabI//surA//
go_0019632_5	menB//slyD//pgaD//cysD//
go_0019634_5	poxB//
go_0019645_6	yhdH//dadA//malY//
go_0019646_6	mrdA//nrfD//kdsB//lysA//
go_0019664_6	dcd//pyrF//
go_0019665_5	mrcA//
go_0019673_6	pabC//
go_0019676_3	lpoB//
go_0019677_8	
go_0019679_7	maa//arsC//dosP//
go_0019686_6	entH//
go_0019698_7	idnK//pncB//arnA//csdA//proS//pinE//
go_0019700_6	ulaE//rlmG//glgX//nadB//
go_0019740_2	mrcA//ubiF//dam//rfbC//gltD//yjhG//
go_0019752_6	
go_0019805_6	sucB//
go_0019835_3	
go_0019852_5	mnmA//cysG//ruvB//
go_0019854_6	hemE//nudG//
go_0019856_7	cdsA//
go_0019858_7	menF//
go_0019859_7	alaS//
go_0019877_6	rlmC//asd//lacZ//
go_0019878_9	kdsC//
go_0019935_6	ppx//rihC//
go_0019985_8	alaS//idnO//
go_0019988_7	hisA//
go_0022417_4	cpsG//
go_0022610_2	fucK//
go_0022611_3	purC//pgi//pphB//
go_0022900_4	paaA//guaD//
go_0022904_5	fabA//yfeX//bcsA//
go_0023014_4	ilvI//poxB//avtA//
go_0030001_7	rhaB//yeiG//opgB//
go_0030007_8	dkgB//
go_0030026_9	
go_0030091_6	entH//bioF//leuA//ybcF//
go_0030153_5	
go_0030162_7	
go_0030163_5	cdh//ppc//mcrA//pcm//
go_0030244_9	
go_0030258_5	gcvT//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	ileS//hisB//
go_0030388_5	cyaA//lpd//ydiO//
go_0030488_6	otsA//epd//lpxL//yhdH//murQ//selD//nanK//mngB//dgoK//ydiB//
go_0030490_10	
go_0030497_7	accD//ilvM//
go_0030541_4	
go_0030573_6	ydiF//
go_0030632_8	menC//dgcZ//sdaA//metG//
go_0030641_8	fabI//gstB//
go_0030643_8	
go_0030961_9	queF//
go_0030980_7	pdxB//panE//gpsA//
go_0031118_8	malZ//
go_0031119_8	pagP//malP//rluF//tmcA//adk//pykF//
go_0031125_10	citG//
go_0031162_5	clsB//
go_0031167_6	yieF//ahpC//pinE//galM//sad//tdh//
go_0031280_6	tpiA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	paaK//
go_0031400_8	
go_0031439_9	
go_0031460_7	ubiH//ilvD//gcvH//truA//ygeX//fabA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	paaB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	glpC//
go_0032026_6	ymdB//
go_0032049_8	etp//dcm//sodB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	dgoD//
go_0032196_3	luxS//
go_0032238_6	rhaM//
go_0032259_3	adeD//gor//yahK//napC//
go_0032261_6	iscS//
go_0032263_7	murA//ribA//
go_0032264_7	menH//kdsB//
go_0032265_7	fabD//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	trpD//eda//trpS//
go_0032329_7	gcl//nrdE//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	hycB//
go_0032445_10	phnG//epd//
go_0032462_7	deoA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	fklB//uxuB//fabZ//rlmF//
go_0032774_6	prmB//
go_0032775_6	serC//murQ//thrS//
go_0032781_7	
go_0032784_8	
go_0032790_6	ispG//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	lpxT//
go_0032978_7	
go_0033014_6	suhB//pyrC//
go_0033051_5	phnL//
go_0033120_8	
go_0033194_5	purL//plsB//pdeR//
go_0033195_5	rhaD//
go_0033212_10	ribF//rsmC//
go_0033214_11	wcaJ//alkB//
go_0033228_8	ribB//recJ//hemB//
go_0033317_7	entA//hisH//avtA//ribB//
go_0033320_6	leuB//
go_0033345_8	oxc//oxc//
go_0033353_5	wcaJ//
go_0033359_7	leuA//ackA//
go_0033384_6	dacA//
go_0033388_7	phnJ//
go_0033477_5	folE//
go_0033499_8	cdh//ttdB//gltB//btuR//eptB//
go_0033518_6	ddlB//
go_0033539_7	narH//
go_0033542_7	otsA//
go_0033543_8	lpd//
go_0033567_6	
go_0033585_7	mcrB//cyoE//
go_0033611_8	kdgK//
go_0033683_7	
go_0034194_8	lpxD//glxR//cysI//
go_0034195_8	thrB//
go_0034198_6	alaS//umuC//
go_0034203_6	abgA//
go_0034204_5	pck//murG//
go_0034213_6	paoC//
go_0034214_7	cpdA//murD//phnI//
go_0034219_6	yahK//metB//bglX//malY//psd//rfaE//ppiC//pyrC//mutL//moaE//rhaD//talB//pdeF//gluQ//malP//murB//murC//slyD//narY//rlmA//bioH//yjhH//paaE//gcvH//aes//kbaZ//asnB//ulaD//accD//
go_0034220_6	speD//dmsC//argD//menE//dfp//insI-2//
go_0034224_6	
go_0034227_8	chbG//
go_0034258_8	gcvT//
go_0034260_5	
go_0034289_7	serS//
go_0034337_3	nrdD//
go_0034355_7	cheB//csdA//ybcF//kduD//
go_0034401_5	
go_0034414_9	rdgB//
go_0034421_8	kdsB//
go_0034470_8	garL//
go_0034552_7	
go_0034599_5	malY//hisI//nagA//sucC//tsaE//
go_0034605_5	hpt//metC//
go_0034614_6	ybiV//
go_0034620_6	yfeX//
go_0034628_9	garD//dkgA//katG//sucD//cobB//
go_0034635_6	metH//
go_0034644_7	cysG//
go_0034661_7	
go_0034775_7	aroE//umpG//
go_0034983_9	ilvA//opgB//
go_0035235_6	rhaB//rffC//aroF//
go_0035307_9	
go_0035335_8	thrB//aceB//
go_0035344_8	amiD//sgbH//
go_0035350_6	sdhD//
go_0035429_8	moaD//lgoD//yieF//insI-2//paaF//carB//
go_0035433_7	glgB//
go_0035434_9	garR//
go_0035435_9	cheR//nirB//yqhD//pheA//
go_0035442_7	dnaQ//ubiD//rlmJ//moaE//yfdR//pncB//waaS//
go_0035443_7	glpD//wzb//slt//
go_0035444_9	tdk//tmk//dsdA//murI//
go_0035461_6	rffM//
go_0035524_8	psd//
go_0035552_6	lpd//
go_0035553_6	ispG//
go_0035556_4	
go_0035600_8	ldtB//
go_0035672_6	mrcA//alkA//tpiA//
go_0035725_9	rpe//pgk//aspA//mgsA//glgX//
go_0035784_9	ubiI//
go_0035864_6	
go_0035873_8	etp//sodC//
go_0035999_5	rhaD//ribE//pfkB//
go_0036001_7	mnmG//
go_0036047_9	fucI//
go_0036049_9	rfaD//
go_0036088_6	preT//
go_0036104_6	truB//bfr//
go_0036172_6	suhB//
go_0036214_3	
go_0036265_6	argH//
go_0036289_9	thrB//gudD//
go_0036448_6	metF//glxR//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	bioC//epmA//
go_0040033_9	
go_0042026_4	pflB//rffT//ligB//fabG//
go_0042126_5	pykA//
go_0042128_5	
go_0042150_7	hisI//
go_0042157_5	
go_0042158_6	gmhB//opgB//
go_0042177_7	
go_0042182_5	napB//
go_0042219_6	
go_0042245_7	glmU//trpD//sucB//
go_0042254_5	napC//
go_0042255_6	
go_0042274_5	pcm//
go_0042304_7	
go_0042351_7	waaG//
go_0042355_8	prpD//dapD//recF//patA//tcdA//cobB//
go_0042371_7	garR//
go_0042413_6	psuG//aspC//
go_0042450_7	tsaB//ribC//rluD//nth//malP//eutD//
go_0042454_7	fadA//
go_0042493_4	lplA//pgaC//ribC//epmC//paaJ//gmhB//puuE//fumC//nudB//ruvB//cobS//gpp//wcaJ//
go_0042538_6	cobT//lsrG//metB//
go_0042542_5	rluF//asd//srlD//eptA//
go_0042545_5	pgl//
go_0042594_4	rlmD//pbpC//opgE//rsmD//
go_0042619_6	
go_0042710_4	gshB//arnB//slt//ppsA//pgsA//pgm//fadK//pdeH//
go_0042732_6	lipA//
go_0042744_6	glgA//uvrB//
go_0042759_7	guaB//
go_0042773_6	scpC//
go_0042777_8	
go_0042780_10	phnP//glgC//
go_0042817_5	ybiV//
go_0042819_6	torA//
go_0042823_6	fadH//speF//menA//yeaE//
go_0042838_6	miaA//tdcE//mrcA//bglX//
go_0042840_7	lpxH//maeA//yieH//queG//pgpA//lpxK//
go_0042843_7	menA//rlmH//
go_0042846_8	cysN//
go_0042852_9	ravA//
go_0042867_8	xapA//
go_0042873_7	uvrA//
go_0042882_10	purC//rimK//
go_0042884_7	gntK//ydiO//phnO//
go_0042885_8	clsC//
go_0042891_6	asnS//slyD//epmB//metB//argB//nudG//ybcF//
go_0042906_8	trpB//nudG//gmk//
go_0042908_5	nanE//
go_0042914_8	ynfF//
go_0042918_6	wecC//murG//
go_0042919_6	
go_0042920_6	pgm//
go_0042928_7	
go_0042930_7	ubiC//aroB//ybiV//dgt//hypB//gpt//entC//pepD//hcaC//sufS//
go_0042938_8	solA//yieH//lpxB//
go_0042939_8	agp//
go_0042941_8	pphA//
go_0042942_6	def//moaE//
go_0042953_6	
go_0042956_8	gabD//dhaK//
go_0042968_8	trmD//btuR//frlC//
go_0043039_6	yfeX//waaZ//serC//
go_0043041_6	ada//nfsB//
go_0043085_5	metK//aceF//dcd//
go_0043086_5	pykA//
go_0043093_3	plsB//waaL//gshB//coaD//
go_0043097_6	eptA//metC//
go_0043099_7	yjiA//
go_0043100_6	ansB//
go_0043102_5	sgbH//
go_0043103_7	pagP//
go_0043137_6	kdsC//folM//
go_0043150_8	
go_0043157_6	rsmF//
go_0043164_6	carA//cmoB//trmH//ldhA//sodA//codA//frlC//
go_0043165_6	phnO//ychF//
go_0043171_5	phr//sdaB//ybjG//purC//glpD//
go_0043200_5	
go_0043201_6	
go_0043213_7	pgpC//hisA//
go_0043254_5	
go_0043335_3	tsaC//wecC//fumA//pta//lsrG//
go_0043433_5	idi//fadE//umpH//
go_0043442_6	fadD//
go_0043456_6	rlmG//
go_0043462_6	rlmE//
go_0043470_6	
go_0043471_6	
go_0043488_5	cobB//cysN//azoR//
go_0043547_7	
go_0043571_7	ruvA//
go_0043610_4	plsC//rutC//aroH//
go_0043686_7	argF//
go_0043687_7	sgbE//sdhB//treC//pfkB//srlD//
go_0043708_5	aes//
go_0043709_6	malY//
go_0043711_5	
go_0043952_7	
go_0043953_7	gltB//
go_0044010_5	gor//scpC//galE//dosP//fumA//alaC//
go_0044011_4	gpt//
go_0044036_5	hyaC//otsA//murF//
go_0044038_6	ybcF//pdxA//
go_0044092_4	
go_0044179_5	
go_0044208_7	hcaF//
go_0044238_3	putA//glyS//trmJ//kbaY//
go_0044248_4	
go_0044255_4	
go_0044262_4	katG//frdB//
go_0044273_5	lpxB//
go_0044275_5	alsK//
go_0044349_6	
go_0044355_6	sodA//
go_0044532_6	
go_0044659_7	malP//
go_0044718_6	rffH//
go_0044764_3	
go_0044780_6	mog//
go_0044781_5	
go_0044787_5	torC//
go_0044874_7	
go_0045004_7	argF//cysG//bioH//
go_0045013_7	
go_0045226_7	hcaB//trmA//murQ//def//ruvB//ymdB//
go_0045333_5	fdhF//rhaM//
go_0045337_6	asnA//
go_0045454_4	paaZ//rfe//selD//bioD//rutD//nadK//cobC//
go_0045471_5	katG//pyrD//
go_0045717_8	bioC//gshA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	nirD//frdA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	gcl//serC//trmH//fumB//clsB//
go_0045893_8	glcB//nrdA//
go_0045900_9	
go_0045903_5	eptA//
go_0045912_6	wecB//queD//cobS//
go_0045926_5	
go_0045936_8	
go_0045947_9	nanE//fucI//
go_0045975_9	
go_0045990_6	
go_0046037_8	pdxA//
go_0046040_8	galU//
go_0046047_8	nrdF//
go_0046050_8	fadD//der//dhaM//
go_0046052_8	nrfA//
go_0046061_8	tgt//
go_0046076_8	cyoE//
go_0046081_8	trmA//ampD//
go_0046086_6	gatY//
go_0046098_7	lpxH//
go_0046100_7	ydiB//
go_0046101_6	mutL//rlmJ//
go_0046103_9	dacC//
go_0046104_8	wzc//
go_0046115_10	hpt//
go_0046133_8	sucA//leuS//
go_0046166_6	dhaL//
go_0046168_6	clsB//ravA//
go_0046176_6	birA//mgsA//tsaD//tesB//
go_0046177_7	glxR//recF//kdsC//sodA//
go_0046181_7	valS//
go_0046183_7	ydiB//wecC//dhaM//
go_0046187_6	waaG//
go_0046196_5	accA//
go_0046210_6	araD//rutB//yihS//
go_0046214_6	murF//
go_0046256_7	thrS//mnaT//
go_0046271_5	ilvE//
go_0046279_6	sodB//
go_0046292_4	srlD//
go_0046294_5	phnG//entC//
go_0046296_6	ybiV//lpxM//ddlB//
go_0046306_6	yidA//yagF//
go_0046323_10	hyaB//
go_0046325_8	
go_0046336_6	narY//
go_0046342_8	aroE//
go_0046348_6	pcm//astB//
go_0046365_5	rlmD//
go_0046392_7	yegS//etp//araA//feaB//
go_0046397_6	
go_0046416_6	sdaB//
go_0046452_6	aceA//
go_0046459_6	trpC//
go_0046470_5	
go_0046474_6	lpxB//dacA//glgX//yqjH//otsA//tdcE//
go_0046487_5	nanK//
go_0046501_6	metH//
go_0046618_6	frlC//guaD//pphA//waaG//rfaD//gpsA//
go_0046654_7	rluA//purF//frdD//trmA//dusB//
go_0046655_5	narH//
go_0046656_6	phnP//apt//abgB//cysK//allC//moaA//
go_0046657_6	nudC//
go_0046677_4	argI//queF//queA//hchA//ilvD//hemD//waaJ//ushA//dxr//hisS//pgi//cpsB//aroL//ribC//trpE//betA//purF//yfeW//cadA//zwf//arsC//sodA//cysK//pphB//lgoD//fau//fkpB//hemG//fabI//rhaM//sbcB//
go_0046685_4	sthA//wrbA//
go_0046686_6	rlmJ//
go_0046688_6	entE//insI-2//
go_0046690_5	puuB//frmB//
go_0046710_8	paaZ//
go_0046718_8	serC//preA//
go_0046777_8	galE//ilvB//yfiC//
go_0046834_6	sseA//
go_0046835_5	napC//rbsD//allC//umpH//rluE//aspA//ssuD//cysG//tsaE//mepS//yghU//tsaD//acnA//ldtD//bioF//allB//rlmF//galU//hemE//psuG//waaU//
go_0046836_7	fabZ//
go_0046839_6	narH//
go_0046855_6	ycaO//
go_0046892_8	
go_0046901_7	yciV//
go_0046939_7	galM//ddlA//glnA//astB//
go_0046942_7	trpS//proB//arnA//
go_0046944_7	nudB//
go_0047484_6	
go_0048034_6	truA//
go_0048255_6	
go_0048473_8	dusC//
go_0048518_4	
go_0048870_3	treC//
go_0050427_5	purA//
go_0050667_6	panE//waaQ//
go_0050779_5	rlmG//
go_0050790_4	tpiA//ppiC//
go_0050821_5	cpdA//gudD//
go_0050918_5	garL//appA//
go_0050919_5	etp//
go_0051050_5	
go_0051083_5	cobT//
go_0051085_5	sdhA//pphB//
go_0051090_4	ruvC//
go_0051091_5	ispF//
go_0051131_7	
go_0051143_8	mtlD//
go_0051156_5	azoR//
go_0051171_5	
go_0051188_5	tag//
go_0051191_6	fumC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	gntK//murI//
go_0051270_5	
go_0051271_6	citX//alsE//
go_0051274_8	
go_0051276_5	
go_0051289_8	ldtA//sdhB//dgoK//sdhC//mnmA//xapA//galT//sad//sdhA//tsaD//rsmC//purF//eutD//gmd//polB//ldtD//paaH//manA//yjhH//cysH//murG//gntK//ppx//tcdA//bioD//entF//otsB//tsaC//mak//idnO//frdA//mltB//
go_0051301_3	argC//pphA//aceB//yeaG//ndh//ispF//mog//tktB//
go_0051302_5	
go_0051304_4	gstB//
go_0051338_5	
go_0051345_6	
go_0051346_6	glpA//
go_0051347_6	
go_0051349_6	
go_0051353_6	metK//
go_0051391_8	dkgB//
go_0051409_4	aroL//
go_0051410_3	rsmI//
go_0051452_10	allB//
go_0051453_9	cheR//
go_0051454_10	gcvP//ruvB//rbsD//paaJ//ydiB//
go_0051476_7	ampH//
go_0051484_7	gstA//
go_0051495_8	
go_0051595_6	yggF//lpxD//
go_0051596_6	glcF//sgbU//alsK//puuC//
go_0051599_4	
go_0051603_6	thyA//nrfB//
go_0051604_5	speF//aroK//mltF//
go_0051607_4	hisB//ada//
go_0051649_4	
go_0051668_4	
go_0051692_6	ileS//aroB//
go_0051704_2	sdaB//ogt//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ribE//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	atoB//queG//
go_0052778_6	mutM//
go_0052837_6	pagP//
go_0055070_10	hflX//
go_0055072_10	murI//trmH//
go_0055085_5	alr//cysI//cdd//waaL//kbaZ//uvrA//dgt//lyxK//btuR//ycaO//ilvC//glnE//tpiA//narY//selA//cyaA//fabZ//dut//pykA//glcD//lacZ//araA//yhdJ//acnA//thiI//entA//cysS//arnT//rlmM//pabA//ydfG//pabB//rluB//glcE//mutL//murF//nrfD//etk//dsdA//fadE//waaY//bfr//thyA//sdhB//panD//rsmD//paaZ//argF//ydfG//frdD//ubiD//entE//fadI//mcrA//ldhA//polB//argB//sufS//ldtE//cynS//leuD//deoD//entF//pdxK//folC//thrB//yfaU//malZ//ldtD//arnT//alaA//ygjK//add//accA//hemA//epmA//accC//trpD//zwf//dfp//
go_0055086_4	clsB//ldtB//
go_0055114_3	cysI//yfdR//rfaD//dut//kdgK//sucB//sucB//pyrH//fucO//ppiC//trpB//hemL//ascB//speG//paaK//pheA//umpH//thiL//pabA//arsC//ubiG//nanK//waaJ//ribE//entD//ravA//argA//prs//truC//dgoA//feaB//sgbE//yfcG//trpA//lysU//ddlB//metH//yhdH//trpB//allC//asnB//waaH//cysS//moaD//
go_0055129_5	oxc//frmA//aroK//
go_0055130_8	abgB//ppsA//
go_0060003_10	speC//relA//
go_0060274_5	gadA//
go_0060326_5	idnO//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	gmd//
go_0061077_4	galK//dmsC//cheB//epmA//cdsA//
go_0061475_9	speF//
go_0061504_8	dacD//
go_0061610_5	metL//
go_0061615_7	mltF//torA//
go_0061720_5	rffC//cynS//ymdB//
go_0065002_6	sodB//
go_0065007_2	prmB//
go_0070084_7	argG//
go_0070178_5	ansA//
go_0070207_8	fucI//lpoB//trmO//
go_0070298_8	
go_0070301_6	recG//glyA//
go_0070329_5	rpe//
go_0070413_7	ilvI//
go_0070415_6	bcsA//frdD//
go_0070417_5	avtA//
go_0070453_7	malS//
go_0070475_7	talB//maa//sodB//ybjI//torY//purD//phnN//yfcF//leuB//glpC//kdsB//rluA//feaB//waaB//dgt//nrfB//purA//btuR//cof//
go_0070476_7	hemC//tdk//
go_0070482_4	tsaD//
go_0070574_9	iscS//allB//xylA//pflB//
go_0070581_8	
go_0070588_9	
go_0070689_6	thrC//waaP//
go_0070726_5	alsE//tyrS//
go_0070778_6	mocA//lpxH//
go_0070894_6	
go_0070930_7	
go_0070981_6	thiG//
go_0070989_4	frdD//
go_0071139_6	
go_0071218_6	katG//
go_0071229_5	
go_0071230_6	waaP//
go_0071236_5	folP//torY//uvrB//
go_0071237_6	
go_0071243_5	dcd//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	yigB//
go_0071271_7	mpaA//
go_0071276_7	
go_0071280_7	iscS//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	chbG//dcd//
go_0071289_7	tpiA//
go_0071291_6	glnA//
go_0071292_7	frdC//
go_0071294_7	mutL//
go_0071310_5	
go_0071421_9	gcvH//aceA//add//
go_0071422_7	fabH//ubiI//arsC//
go_0071423_8	ubiF//
go_0071454_5	ttdA//purU//
go_0071456_5	
go_0071467_5	
go_0071468_6	speF//purT//appA//yihS//
go_0071470_5	
go_0071474_6	aceF//yfeX//ilvD//
go_0071500_5	tehB//
go_0071502_5	
go_0071555_4	aceF//waaC//gltD//purT//nrdA//ruvA//yihV//lpoB//
go_0071577_9	gpt//accD//rffT//pyrD//mltD//pdeH//
go_0071705_5	
go_0071731_5	
go_0071732_6	torZ//
go_0071769_5	
go_0071805_4	ugd//rnpA//pyrB//panB//cysC//ftnA//ascB//rlmD//dfp//
go_0071806_6	phnM//glgP//
go_0071807_8	
go_0071897_6	sthA//eno//frlB//lgoD//glxR//dgoD//
go_0071915_9	panE//
go_0071932_8	ldtA//
go_0071934_6	hcaD//
go_0071945_7	
go_0071951_8	sufS//
go_0071963_4	
go_0071973_6	phnP//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	hemA//murQ//
go_0072348_5	bioB//
go_0072488_7	uxuA//
go_0072511_7	bcsA//
go_0072531_6	ilvM//
go_0072581_9	napA//
go_0072714_5	
go_0075713_7	
go_0080111_4	ubiH//ybiV//
go_0089705_7	
go_0089709_7	malP//rfbB//
go_0090071_6	
go_0090116_7	sgbH//
go_0090143_4	
go_0090305_6	eutD//thiC//uidA//nrfC//yqhD//glcE//speA//pabA//pdxA//ddlA//clsC//nrdE//hemE//entE//ppiA//gcl//gldA//wecB//dacD//pflB//allB//allC//pgm//ubiG//fklB//cysC//gadB//hisH//phnP//rph//sdhD//gluQ//tdcG//dld//ahpC//pgaD//lpxB//lpxH//sodC//slt//kbaY//gntK//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	udk//argC//caiB//yfbR//cobB//nadD//dsdA//ushA//mcrB//guaC//sucA//asnB//
go_0090502_8	entB//paaH//epmC//mnmG//pykF//def//sucA//udk//yfcG//prs//astC//fucO//ldtE//araB//nirB//pepD//gpp//
go_0090503_8	prmB//frdC//ubiH//waaJ//idnK//leuC//slyD//yegS//queG//
go_0090529_5	
go_0090540_10	rbn//
go_0090549_5	
go_0090609_6	tadA//
go_0097056_7	kduI//
go_0097264_6	alkB//
go_0097304_7	kduD//
go_0097339_7	argA//
go_0097428_6	nrfC//cyaA//
go_0097502_4	recG//
go_0097510_7	rrrD//
go_0097533_5	
go_0097638_8	phoA//
go_0098002_8	
go_0098655_7	puuD//eptC//eutD//kbaZ//gabD//tyrS//yggF//ribE//dxr//hemE//torY//glk//polB//prs//fadI//
go_0098656_7	alsK//
go_0098707_10	
go_0098708_8	bfr//yhdJ//
go_0098710_7	glyS//hcaC//
go_0098713_8	fre//serC//
go_0098719_9	
go_0098732_6	rfaE//
go_0098795_9	pcm//
go_0098869_4	yggF//narI//pdxY//cpsG//aroE//nanE//nrdB//nrfC//ribC//glmU//ampH//xapA//hycB//pdeF//yfdR//
go_0099131_7	psuG//
go_0099132_7	alr//narI//scpC//mtlD//mutT//kduD//trpE//preT//
go_0099133_8	alr//bioD//rfbB//yahK//guaB//gatY//wcaJ//recO//deoB//hcaE//rsmA//purN//
go_0101030_8	nrfB//
go_1900190_5	narI//
go_1900191_6	
go_1900192_6	
go_1900231_6	glgP//
go_1900232_7	
go_1900233_7	ispA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
