# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	purT//
go_0015891_6	gdhA//
go_0015906_6	aroF//
go_0015909_8	relA//
go_0015912_8	pdxK//
go_0015914_7	hflX//
go_0015920_7	nrfD//nirB//
go_0015937_7	pepD//frdD//otsA//sgbU//
go_0015940_6	uxuA//
go_0015944_4	aceF//ruvA//menB//
go_0015949_5	hcaD//thiG//araA//trmL//coaE//hcaF//yfcF//hisH//hisF//pgsA//hmp//dgcM//thiC//lgoD//ung//glgP//add//dusB//
go_0015950_6	metC//
go_0015951_7	coaE//speD//
go_0015968_6	
go_0015969_8	polB//aroA//
go_0015976_2	xthA//
go_0015986_7	
go_0015990_10	napA//rnd//
go_0016024_7	dam//
go_0016032_5	yghU//
go_0016036_6	rlmD//hisG//
go_0016042_5	
go_0016052_5	cpdB//katG//lipA//adeD//
go_0016075_8	yeaG//
go_0016078_8	argC//
go_0016094_6	pyrF//hisC//
go_0016226_5	lpoA//lpxK//dhaL//waaH//
go_0016259_7	mocA//
go_0016260_8	ilvC//rne//tmk//
go_0016310_6	pyrE//aspC//kdsB//acpH//psd//ppc//hcp//queA//phnO//trmH//azoR//ldtE//mnmC//recO//truB//fabH//rffM//
go_0016311_6	mog//lpxD//gstA//sodB//ldtA//dapB//xthA//gadB//eutB//narI//dfp//puuC//dkgB//yrfG//ascB//mtn//hemG//galU//speA//pdeL//ynfH//torZ//slyD//napA//tdcB//argH//waaA//tyrB//yihS//ulaD//cynS//dhaK//purT//roxA//aceA//rlmH//aceB//cfa//lpxP//suhB//
go_0016458_3	
go_0016485_6	paaJ//rhaB//
go_0016540_7	uvrC//rfe//
go_0016579_7	tatD//
go_0016998_5	nagA//
go_0017001_5	ddlB//
go_0017003_8	sdhC//
go_0017004_7	yegS//
go_0017013_7	
go_0017038_6	
go_0017148_8	dnaE//xdhB//thrS//entA//torC//
go_0017189_7	menB//
go_0017198_7	aldA//
go_0018012_8	tynA//
go_0018023_7	napB//
go_0018063_8	rlmJ//
go_0018070_8	ddlA//thiC//
go_0018104_8	allD//cynT//dgoK//hisD//dhaK//
go_0018105_8	hcp//
go_0018106_8	
go_0018108_8	glgX//
go_0018117_8	
go_0018125_6	hemL//
go_0018131_6	mtgA//
go_0018160_8	fadH//
go_0018206_8	tyrA//
go_0018247_9	nudB//
go_0018283_6	
go_0018298_7	dmsC//
go_0018307_7	menB//
go_0018315_8	rlmG//
go_0018339_9	yigL//
go_0018345_8	lysA//
go_0018364_6	eda//uxaB//
go_0018378_9	
go_0018393_10	aroE//
go_0018394_9	gnd//
go_0018410_8	lpxB//
go_0018909_5	rsmD//
go_0018937_4	rihC//
go_0019042_6	pdeL//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	prpB//
go_0019243_7	rlmI//dusC//cysN//dmsC//
go_0019249_6	bglX//
go_0019250_7	lyxK//
go_0019262_6	putA//deoD//purB//leuB//ldtD//
go_0019264_7	pheS//
go_0019272_9	hdhA//dmsA//
go_0019284_7	nemA//nanK//
go_0019285_5	deoB//ribD//
go_0019288_6	lsrK//tktA//pdeF//ldtB//
go_0019290_5	
go_0019292_8	argH//
go_0019294_6	lipA//abgB//patD//insI-1//
go_0019299_6	pyrF//
go_0019301_7	miaA//hemB//ubiX//mhpA//waaZ//moeA//nanK//
go_0019303_7	yidA//fre//
go_0019305_7	araA//
go_0019309_7	garD//
go_0019316_8	murC//rhaB//idnO//
go_0019318_5	dapF//
go_0019323_6	adiA//speF//lgoD//ilvD//valS//tktB//gloC//
go_0019324_6	def//katG//def//thrC//rutE//
go_0019343_8	dgt//
go_0019344_7	tcdA//
go_0019346_7	nanA//
go_0019353_8	nanE//ubiD//moaD//gpmA//
go_0019354_6	ispB//
go_0019379_5	mmuM//
go_0019380_6	purF//glcE//
go_0019388_7	fruK//
go_0019391_6	argF//
go_0019394_7	proB//
go_0019395_5	nanA//
go_0019404_8	rffH//gadB//
go_0019413_6	mnmC//glcE//
go_0019419_4	torZ//
go_0019427_7	metL//
go_0019430_5	mdh//spoT//purN//
go_0019432_7	rutE//
go_0019439_5	ycjU//phnL//
go_0019447_8	trmL//
go_0019450_9	hisS//
go_0019464_7	lipA//tsaC//speF//alaS//kefF//yfbR//
go_0019480_4	nrdA//
go_0019509_7	
go_0019516_4	nirB//pgpB//
go_0019521_6	pldB//fadM//
go_0019542_6	ilvC//
go_0019545_6	mhpA//
go_0019546_9	gltB//
go_0019563_7	ydiO//yahK//adhE//
go_0019568_7	pykF//dgoD//
go_0019569_7	yihS//ubiD//psd//
go_0019571_8	guaA//nfi//alsK//
go_0019572_8	ppiA//
go_0019584_7	
go_0019588_7	glgA//galK//
go_0019592_8	kduI//
go_0019595_8	murC//
go_0019607_6	ppx//mog//
go_0019622_6	dgt//hemF//gph//
go_0019629_7	ada//fabD//
go_0019632_5	psuG//proA//ycaO//trpA//
go_0019634_5	torC//
go_0019645_6	speB//chbF//apaH//
go_0019646_6	lyxK//ppiC//nagA//leuD//
go_0019664_6	ydiB//rsmB//
go_0019665_5	purF//
go_0019673_6	yfeX//
go_0019676_3	hcaF//
go_0019677_8	
go_0019679_7	nagA//hemG//trmD//
go_0019686_6	yeiG//
go_0019698_7	yihX//patZ//gpmM//thiM//gutQ//mutY//
go_0019700_6	napC//hcaC//deoD//tdcD//
go_0019740_2	patA//yhdH//sseA//bglA//gstA//maeA//
go_0019752_6	
go_0019805_6	aroL//
go_0019835_3	
go_0019852_5	fruK//kduD//frmA//
go_0019854_6	yfiC//mutM//
go_0019856_7	pgaB//
go_0019858_7	ispB//
go_0019859_7	rutB//
go_0019877_6	recO//puuB//cpsB//
go_0019878_9	rhaD//
go_0019935_6	rsmF//pyrF//
go_0019985_8	speB//pepD//
go_0019988_7	waaU//
go_0022417_4	sdhD//
go_0022610_2	purC//
go_0022611_3	ppk//yqjH//rsgA//
go_0022900_4	waaZ//bacA//
go_0022904_5	gmd//ssuD//ilvA//
go_0023014_4	alaS//folM//sdaB//
go_0030001_7	yfcG//lpoB//dhaK//
go_0030007_8	ruvA//
go_0030026_9	
go_0030091_6	cheB//pbpC//pflB//rlmI//
go_0030153_5	
go_0030162_7	
go_0030163_5	eutB//puuE//pgi//hisF//
go_0030244_9	
go_0030258_5	ispF//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	hemE//aroL//
go_0030388_5	ispB//mutH//rne//
go_0030488_6	mnmC//iscS//dgkA//ruvC//paoC//yqhD//guaB//nrdB//pgpB//aroB//
go_0030490_10	
go_0030497_7	yccX//paaA//
go_0030541_4	
go_0030573_6	gpt//
go_0030632_8	arnT//dgoA//ispH//hycB//
go_0030641_8	sbcB//rsmD//
go_0030643_8	
go_0030961_9	cmoA//
go_0030980_7	allD//moeA//rfbB//
go_0031118_8	psd//
go_0031119_8	bglX//tpiA//yfcF//entF//pphB//ldcA//
go_0031125_10	napC//
go_0031162_5	sodA//
go_0031167_6	ybiV//hemL//yjjG//otsB//yigB//pdeL//
go_0031280_6	mgsA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rluB//
go_0031400_8	
go_0031439_9	
go_0031460_7	puuA//hcaC//nadE//uxaA//ndh//lysU//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	add//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hisI//
go_0032026_6	waaF//
go_0032049_8	zwf//solA//ligA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	gadB//
go_0032196_3	dapF//
go_0032238_6	queA//
go_0032259_3	dgkA//tsaD//dcm//waaZ//
go_0032261_6	curA//
go_0032263_7	ttdA//gcvH//
go_0032264_7	glyA//argF//
go_0032265_7	thiH//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	hisF//curA//wecB//
go_0032329_7	aroK//cpsG//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	yihS//
go_0032445_10	arnB//paaC//
go_0032462_7	rnb//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	sseA//rlmI//dgkA//insI-2//
go_0032774_6	chbG//
go_0032775_6	tatD//yagF//recJ//
go_0032781_7	
go_0032784_8	
go_0032790_6	tehB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	folE//
go_0032978_7	
go_0033014_6	phnN//yfaU//
go_0033051_5	yfeW//
go_0033120_8	
go_0033194_5	gabT//phr//pgaD//
go_0033195_5	citG//
go_0033212_10	yfaU//clsA//
go_0033214_11	malY//puuD//
go_0033228_8	ilvH//tadA//gltB//
go_0033317_7	bioB//rffM//edd//rsmA//
go_0033320_6	rutB//
go_0033345_8	yfeX//bioF//
go_0033353_5	argC//
go_0033359_7	kdsD//katG//
go_0033384_6	cueO//
go_0033388_7	tsaB//
go_0033477_5	proA//
go_0033499_8	glnE//pyrB//tsaE//glgX//hemD//
go_0033518_6	xylA//
go_0033539_7	trmI//
go_0033542_7	allC//
go_0033543_8	guaB//
go_0033567_6	
go_0033585_7	lpxD//pfkB//
go_0033611_8	tktB//
go_0033683_7	
go_0034194_8	glnA//lyxK//phnH//
go_0034195_8	rfbC//
go_0034198_6	pyrE//fabZ//
go_0034203_6	sdhC//
go_0034204_5	ugd//fadE//
go_0034213_6	sodC//
go_0034214_7	citG//menH//fucI//
go_0034219_6	mgsA//roxA//waaC//ymdB//leuA//fadM//nrdD//hemB//dut//pinE//citE//yhdH//gcvP//speD//mtgA//nirD//leuC//lpxL//btuE//ispF//dcd//dkgA//rutE//rhaA//rsmC//abgB//glyA//thiG//ilvN//
go_0034220_6	trmI//speC//tmk//mhpA//ubiF//hemH//
go_0034224_6	
go_0034227_8	mnmC//
go_0034258_8	ilvM//
go_0034260_5	
go_0034289_7	waaY//
go_0034337_3	dgcZ//
go_0034355_7	hisC//sodC//putA//pdeF//
go_0034401_5	
go_0034414_9	dmsC//
go_0034421_8	speC//
go_0034470_8	deoD//
go_0034552_7	
go_0034599_5	ssuD//cadA//sdhB//waaP//hypB//
go_0034605_5	thiL//adeD//
go_0034614_6	gor//
go_0034620_6	pgsA//
go_0034628_9	murA//bcsA//gshA//prs//puuD//
go_0034635_6	yihU//
go_0034644_7	adhP//
go_0034661_7	
go_0034775_7	dkgB//rsmJ//
go_0034983_9	rsuA//gatD//
go_0035235_6	folP//nadC//aceB//
go_0035307_9	
go_0035335_8	argB//trmH//
go_0035344_8	murQ//proB//
go_0035350_6	wrbA//
go_0035429_8	cysG//hisH//codA//psuG//malP//glpX//
go_0035433_7	dacC//
go_0035434_9	pheS//
go_0035435_9	pyrB//ftsI//cobS//sdhB//
go_0035442_7	dinB//cobC//cpsB//sad//uidA//dbpA//asnB//
go_0035443_7	hycB//puuC//nanK//
go_0035444_9	rfaE//treF//pgl//rnd//
go_0035461_6	dld//
go_0035524_8	slyD//
go_0035552_6	ahpC//
go_0035553_6	gor//
go_0035556_4	
go_0035600_8	speC//
go_0035672_6	fruK//mhpA//zwf//
go_0035725_9	pdxK//codA//betA//dfp//pgpA//
go_0035784_9	malZ//
go_0035864_6	
go_0035873_8	proC//avtA//
go_0035999_5	pgaD//rutB//frdC//
go_0036001_7	rluD//
go_0036047_9	phr//
go_0036049_9	rfbD//
go_0036088_6	hisS//
go_0036104_6	gor//treA//
go_0036172_6	puuC//
go_0036214_3	
go_0036265_6	idnD//
go_0036289_9	yjjG//cysN//
go_0036448_6	hemA//nhoA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	metC//pgaC//
go_0040033_9	
go_0042026_4	csdA//rfaE//speE//pcm//
go_0042126_5	mnmG//
go_0042128_5	
go_0042150_7	dgcZ//
go_0042157_5	
go_0042158_6	tdh//fadB//
go_0042177_7	
go_0042182_5	patA//
go_0042219_6	
go_0042245_7	rsmE//nudB//rutD//
go_0042254_5	fadI//
go_0042255_6	
go_0042274_5	cysS//
go_0042304_7	
go_0042351_7	ung//
go_0042355_8	nanE//ymdB//epd//icd//glk//ddlA//
go_0042371_7	gloB//
go_0042413_6	lplA//citG//
go_0042450_7	hemN//eno//sucA//ispA//murF//pgpA//
go_0042454_7	fbaA//
go_0042493_4	dacC//waaU//pgaD//menA//thiC//lyxK//glxR//tktB//lsrG//trpE//galK//curA//queF//
go_0042538_6	mcrB//ribD//nagK//
go_0042542_5	rihB//rluD//cdsA//ybhA//
go_0042545_5	fumC//
go_0042594_4	guaB//rihB//fruK//arnT//
go_0042619_6	
go_0042710_4	dgcZ//ulaF//yeaE//ribE//ynfE//cobT//rfbB//fklB//
go_0042732_6	puuA//
go_0042744_6	pphA//acnA//
go_0042759_7	glgX//
go_0042773_6	nirB//
go_0042777_8	
go_0042780_10	murQ//clsA//
go_0042817_5	manA//
go_0042819_6	ulaD//
go_0042823_6	hyi//add//hcaE//alr//
go_0042838_6	malY//waaA//guaA//leuA//
go_0042840_7	hisA//yqjH//ldtC//hmp//menE//frdA//
go_0042843_7	malP//fucK//
go_0042846_8	pyrH//
go_0042852_9	citC//
go_0042867_8	purC//
go_0042873_7	pgpA//
go_0042882_10	ppsA//frlC//
go_0042884_7	hyi//hflX//sodA//
go_0042885_8	ldtA//
go_0042891_6	serS//alaS//aphA//trpS//patD//thrC//paaE//
go_0042906_8	folE//nrfC//feaB//
go_0042908_5	ddlB//
go_0042914_8	mhpD//
go_0042918_6	yjhG//lpxT//
go_0042919_6	
go_0042920_6	leuS//
go_0042928_7	
go_0042930_7	speE//argD//putA//puuA//kdsB//selB//cfa//cdh//tig//ruvC//
go_0042938_8	panE//rlmG//sucA//
go_0042939_8	ftnA//
go_0042941_8	allC//
go_0042942_6	cysG//xylA//
go_0042953_6	
go_0042956_8	ftnA//glcF//
go_0042968_8	cyaA//pdeL//apaH//
go_0043039_6	kdgK//bglX//dxs//
go_0043041_6	dosP//ribE//
go_0043085_5	gshB//ybjI//prpC//
go_0043086_5	tdcD//
go_0043093_3	ppc//frdD//ubiE//hchA//
go_0043097_6	aroL//cobS//
go_0043099_7	upp//
go_0043100_6	ttdA//
go_0043102_5	glgB//
go_0043103_7	sad//
go_0043137_6	xdhB//ispH//
go_0043150_8	
go_0043157_6	dfp//
go_0043164_6	leuA//menH//arnT//nrfA//sdaB//araA//umpH//
go_0043165_6	ribA//rlmL//
go_0043171_5	acnA//moeA//mltC//ansA//kduI//
go_0043200_5	
go_0043201_6	
go_0043213_7	tyrA//uvrA//
go_0043254_5	
go_0043335_3	waaJ//nrdA//purL//napA//trpS//
go_0043433_5	codA//argS//idi//
go_0043442_6	galU//
go_0043456_6	adhE//
go_0043462_6	cobB//
go_0043470_6	
go_0043471_6	
go_0043488_5	rutC//mhpD//pldB//
go_0043547_7	
go_0043571_7	xthA//
go_0043610_4	avtA//gpt//torC//
go_0043686_7	kduD//
go_0043687_7	gshB//menB//cmoB//tdk//proC//
go_0043708_5	ilvH//
go_0043709_6	hcaE//
go_0043711_5	
go_0043952_7	
go_0043953_7	hisB//
go_0044010_5	rluA//betA//ribD//narI//serB//nfsB//
go_0044011_4	ispA//
go_0044036_5	cfa//glcD//yciA//
go_0044038_6	glxK//rrrD//
go_0044092_4	
go_0044179_5	
go_0044208_7	mhpA//
go_0044238_3	rfbD//nirB//carA//moeB//
go_0044248_4	
go_0044255_4	
go_0044262_4	citG//hisF//
go_0044273_5	metF//
go_0044275_5	rluB//
go_0044349_6	
go_0044355_6	aroD//
go_0044532_6	
go_0044659_7	lgoD//
go_0044718_6	cmoA//
go_0044764_3	
go_0044780_6	luxS//
go_0044781_5	
go_0044787_5	ppsA//
go_0044874_7	
go_0045004_7	dosP//pgi//plsC//
go_0045013_7	
go_0045226_7	rutE//yidA//kbaY//ybcF//murQ//prpC//
go_0045333_5	gstA//wecC//
go_0045337_6	ravA//
go_0045454_4	pyrE//ogt//ndh//pheA//epmA//lpoB//kefF//
go_0045471_5	alaS//hcaE//
go_0045717_8	waaU//ycaO//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	fabI//ansA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	lpoB//alaS//nagB//aes//etk//
go_0045893_8	nrfD//ispU//
go_0045900_9	
go_0045903_5	narZ//
go_0045912_6	ftsI//selB//puuE//
go_0045926_5	
go_0045936_8	
go_0045947_9	patZ//murF//
go_0045975_9	
go_0045990_6	
go_0046037_8	recR//
go_0046040_8	gpp//
go_0046047_8	deoB//
go_0046050_8	sseA//paaE//speA//
go_0046052_8	folE//
go_0046061_8	rpiB//
go_0046076_8	frlC//
go_0046081_8	waaH//yihS//
go_0046086_6	purU//
go_0046098_7	amiD//
go_0046100_7	kdgK//
go_0046101_6	xylB//ispB//
go_0046103_9	cfa//
go_0046104_8	surA//
go_0046115_10	citG//
go_0046133_8	mngB//nirD//
go_0046166_6	gntK//
go_0046168_6	etp//scpC//
go_0046176_6	cysN//accB//rhaM//pepD//
go_0046177_7	thrS//thrB//bioH//ulaF//
go_0046181_7	rhaA//
go_0046183_7	acnA//dmsB//purD//
go_0046187_6	prpB//
go_0046196_5	waaH//
go_0046210_6	rhaD//cysK//hisH//
go_0046214_6	tesB//
go_0046256_7	uidA//ilvH//
go_0046271_5	moaD//
go_0046279_6	cfa//
go_0046292_4	paaF//
go_0046294_5	ushA//ldhA//
go_0046296_6	gcvH//alaC//kdgK//
go_0046306_6	sufS//pabA//
go_0046323_10	thrC//
go_0046325_8	
go_0046336_6	ldtE//
go_0046342_8	queD//
go_0046348_6	alsE//mepS//
go_0046365_5	uxaA//
go_0046392_7	lsrK//gmk//frlC//entC//
go_0046397_6	
go_0046416_6	dgcT//
go_0046452_6	pphB//
go_0046459_6	truC//
go_0046470_5	
go_0046474_6	coaD//uidA//tmk//pldB//lpoB//ddlB//
go_0046487_5	nth//
go_0046501_6	ppx//
go_0046618_6	mmuM//opgE//lyxK//hcaF//alaA//glyA//
go_0046654_7	poxB//pabB//hcp//paaG//nrfB//
go_0046655_5	otsB//
go_0046656_6	nrfC//amyA//rutE//xapA//sbcB//ileS//
go_0046657_6	gshB//
go_0046677_4	yjcS//accA//mtlD//folD//fucO//moaE//aceF//aroK//ppiC//nrdF//bfr//btuE//pfkB//truB//iscS//queF//metH//rlmI//speF//mraY//mltB//ldtD//rffT//rfaD//ydfG//betB//ulaG//mazG//menI//ubiD//gcd//
go_0046685_4	hyaA//purD//
go_0046686_6	mltD//
go_0046688_6	alsE//proS//
go_0046690_5	glxK//guaA//
go_0046710_8	trpB//
go_0046718_8	lpxD//asnA//
go_0046777_8	waaC//tauD//folE//
go_0046834_6	dusC//
go_0046835_5	mtlD//dmlA//paaJ//metF//malY//gudD//lpcA//rsmE//bioB//araD//rpiA//gadA//mcrA//aroL//zwf//lpxL//katG//tyrS//dapD//cobS//purB//
go_0046836_7	ynfE//
go_0046839_6	hinT//
go_0046855_6	apaH//
go_0046892_8	
go_0046901_7	ackA//
go_0046939_7	bioD//idnD//yidA//fadD//
go_0046942_7	adhP//argF//fumB//
go_0046944_7	paaG//
go_0047484_6	
go_0048034_6	ruvC//
go_0048255_6	
go_0048473_8	epmA//
go_0048518_4	
go_0048870_3	etk//
go_0050427_5	gntK//
go_0050667_6	clsC//opgB//
go_0050779_5	ansA//
go_0050790_4	fdhF//aroF//
go_0050821_5	nirB//maeA//
go_0050918_5	yieH//trmA//
go_0050919_5	waaZ//
go_0051050_5	
go_0051083_5	ygjK//
go_0051085_5	coaE//menE//
go_0051090_4	polB//
go_0051091_5	uxaB//
go_0051131_7	
go_0051143_8	entF//
go_0051156_5	ddlA//
go_0051171_5	
go_0051188_5	araA//
go_0051191_6	ispH//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	pflB//hemB//
go_0051270_5	
go_0051271_6	nadA//leuB//
go_0051274_8	
go_0051276_5	
go_0051289_8	pgpC//ydiF//glcE//pdeL//ispH//dnaQ//ravA//fadI//accC//aceF//yrfG//ulaE//fabH//yagF//fadK//phr//caiD//pgi//treA//tatD//orn//psuG//bglA//aroE//hycB//bglB//fau//ilvC//tdcB//galE//metC//lpxB//
go_0051301_3	mtn//mutH//allC//recF//deoD//hisH//kdsB//mnmA//
go_0051302_5	
go_0051304_4	hycB//
go_0051338_5	
go_0051345_6	
go_0051346_6	entE//
go_0051347_6	
go_0051349_6	
go_0051353_6	guaC//
go_0051391_8	kbaZ//
go_0051409_4	argI//
go_0051410_3	waaO//
go_0051452_10	psuG//
go_0051453_9	sdhC//
go_0051454_10	sdaB//rsmD//fabI//leuB//lpxK//
go_0051476_7	dinB//
go_0051484_7	puuB//
go_0051495_8	
go_0051595_6	ubiC//ftsI//
go_0051596_6	pta//scpB//arnB//wzc//
go_0051599_4	
go_0051603_6	trmD//galK//
go_0051604_5	rffG//ispF//abgB//
go_0051607_4	glgX//kefF//
go_0051649_4	
go_0051668_4	
go_0051692_6	rihA//mutS//
go_0051704_2	yfaU//alaC//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	alaC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	entA//yidA//
go_0052778_6	entH//
go_0052837_6	asnA//
go_0055070_10	acnB//
go_0055072_10	ilvI//pgpA//
go_0055085_5	nadK//rfaD//fumB//ilvC//proC//lpoB//allB//proA//nudC//cynS//yqaB//yihV//mog//ubiG//ubiG//metB//garL//dld//ispU//alsE//ppiA//glmU//eno//fkpB//kdgK//fkpA//hisS//mngB//cysS//trmH//recG//ygjK//mpaA//dmsA//yieF//yfdR//melA//clsB//yieH//eptA//thiE//hemF//folC//sgbE//rluD//rhaD//scpC//frmA//murF//nfi//nudB//guaB//ppc//csdA//selD//mocA//citE//murF//astB//ndk//ybcF//thiE//gapA//cheB//mak//aspC//ygeX//ssuE//dcyD//ndh//waaZ//frmA//hchA//aceB//metK//leuA//hemG//yidA//adhP//ruvB//
go_0055086_4	trpB//rsmD//
go_0055114_3	agp//betA//sodC//ascB//solA//ssuD//lyxK//pyrC//ansA//ilvE//wrbA//menF//gntK//rluC//alaC//hemD//dfp//phnL//rluA//sucD//pdxJ//cpsB//cfa//ahr//kduI//lacZ//deoD//nagK//dxs//dcyD//hcaF//dcm//mhpA//xthA//etp//murC//acs//pgaC//fcl//tmcA//waaO//icd//yajO//epmA//
go_0055129_5	narZ//ldtE//pyrD//
go_0055130_8	solA//ampH//
go_0060003_10	mnmE//phnO//
go_0060274_5	bfr//
go_0060326_5	hinT//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	psuG//
go_0061077_4	fabZ//folC//queC//alkA//galM//
go_0061475_9	spoT//
go_0061504_8	dxs//
go_0061610_5	glxK//
go_0061615_7	garD//zwf//
go_0061720_5	accB//rnt//kdgK//
go_0065002_6	uvrA//
go_0065007_2	prmC//
go_0070084_7	ogt//
go_0070178_5	glyA//
go_0070207_8	argA//luxS//miaB//
go_0070298_8	
go_0070301_6	fucO//sgbU//
go_0070329_5	moeA//
go_0070413_7	mdh//
go_0070415_6	aroK//gph//
go_0070417_5	lipB//
go_0070453_7	eptC//
go_0070475_7	mtlD//tyrA//fumA//rihA//trpE//yagE//yihT//ubiG//ychF//ushA//bioB//thrS//tgt//rutD//ubiA//tyrA//fucI//ldhA//pldB//
go_0070476_7	mhpA//ispA//
go_0070482_4	recJ//
go_0070574_9	ppiA//rsmC//ppk//paaJ//
go_0070581_8	
go_0070588_9	
go_0070689_6	pabB//nanE//
go_0070726_5	rbn//pgaC//
go_0070778_6	cyaA//rutE//
go_0070894_6	
go_0070930_7	
go_0070981_6	ppiC//
go_0070989_4	opgB//
go_0071139_6	
go_0071218_6	pheS//
go_0071229_5	
go_0071230_6	sodB//
go_0071236_5	fabZ//lsrK//citG//
go_0071237_6	
go_0071243_5	lpxP//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	pdeH//
go_0071271_7	gatD//
go_0071276_7	
go_0071280_7	fucA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	rsmB//yihU//
go_0071289_7	rutD//
go_0071291_6	rfbC//
go_0071292_7	cysC//
go_0071294_7	gadB//
go_0071310_5	
go_0071421_9	waaQ//entH//fabH//
go_0071422_7	uxaB//acnA//dusB//
go_0071423_8	yeiG//
go_0071454_5	cysK//pgaC//
go_0071456_5	
go_0071467_5	
go_0071468_6	torC//yfeW//ampH//hycB//
go_0071470_5	
go_0071474_6	narI//trpC//ackA//
go_0071500_5	yfeX//
go_0071502_5	
go_0071555_4	glcE//ppiA//aroH//zwf//gadA//fabG//lyxK//yfbR//
go_0071577_9	argE//lgoD//birA//thiC//gcd//aroC//
go_0071705_5	
go_0071731_5	
go_0071732_6	hcp//
go_0071769_5	
go_0071805_4	eptC//allD//fcl//ldtD//rihB//panE//phnL//mmuM//puuA//
go_0071806_6	arnB//arsC//
go_0071807_8	
go_0071897_6	sseA//opgE//mutT//frmA//tdcD//sseA//
go_0071915_9	mrcB//
go_0071932_8	hemA//
go_0071934_6	mltA//
go_0071945_7	
go_0071951_8	ilvM//
go_0071963_4	
go_0071973_6	gatZ//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ulaE//rsmB//
go_0072348_5	wecB//
go_0072488_7	mnmE//
go_0072511_7	pphB//
go_0072531_6	rdgB//
go_0072581_9	pepD//
go_0072714_5	
go_0075713_7	
go_0080111_4	rutC//gpsA//
go_0089705_7	
go_0089709_7	hisS//allD//
go_0090071_6	
go_0090116_7	pykA//
go_0090143_4	
go_0090305_6	astB//hemG//rrrD//tig//ddlB//yrfG//xdhB//pgpA//nagZ//rrrD//cmoB//glpA//gluQ//mltD//pphA//hyaC//melA//waaF//leuC//bioF//sgbE//tag//mhpA//iaaA//nrfC//murA//thrC//hdhA//alkB//torY//rnt//purD//gudD//waaL//phnP//menE//prpC//dnaE//gltX//gloC//lgoD//argE//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	glpB//prpB//dcd//gapA//dapD//ltaE//rlmJ//rsmI//mtgA//upp//clsC//etp//
go_0090502_8	rhaD//yeiG//gpt//dfp//uvrB//rfe//mrdA//tdk//ackA//glcD//trmH//rluB//rsgA//fucO//yieF//rihC//cpdA//
go_0090503_8	torY//metG//rrrD//tauD//ssuE//ymdB//narZ//mmuM//scpB//
go_0090529_5	
go_0090540_10	ldtB//
go_0090549_5	
go_0090609_6	argE//
go_0097056_7	dinB//
go_0097264_6	tig//
go_0097304_7	rffT//
go_0097339_7	pdeH//
go_0097428_6	slyD//carA//
go_0097502_4	rsgA//
go_0097510_7	ldtE//
go_0097533_5	
go_0097638_8	pgi//
go_0098002_8	
go_0098655_7	fadK//yghU//dusC//avtA//deoB//glnA//patD//cysS//tadA//rsmE//leuC//glyA//ttdB//ppiC//sodA//
go_0098656_7	xthA//
go_0098707_10	
go_0098708_8	glcD//galU//
go_0098710_7	folM//glcE//
go_0098713_8	curA//csdA//
go_0098719_9	
go_0098732_6	cadA//
go_0098795_9	ispA//
go_0098869_4	carB//fucA//mak//dkgB//thiM//rfaE//codA//clsA//prmC//rutD//thiM//yfiC//cheB//ldtD//upp//
go_0099131_7	pdxJ//
go_0099132_7	moeB//etk//gldA//queC//phoA//moaA//nrfD//rsuA//
