# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gutQ//
go_0015891_6	hypF//
go_0015906_6	thiM//
go_0015909_8	ybjI//
go_0015912_8	bioF//
go_0015914_7	treA//
go_0015920_7	gshA//idnD//
go_0015937_7	ubiH//uvrC//asd//eptA//
go_0015940_6	rsmC//
go_0015944_4	thyA//dxr//nhoA//
go_0015949_5	kduI//nrfC//hemE//thiG//rsmE//umuD//frc//srlD//nemA//pdxJ//queC//gph//ybiV//torY//gshB//selB//pgl//lpoB//
go_0015950_6	slt//
go_0015951_7	mazG//ppsA//
go_0015968_6	
go_0015969_8	yjiA//yeaE//
go_0015976_2	psd//
go_0015986_7	
go_0015990_10	rlmM//frmA//
go_0016024_7	nanA//
go_0016032_5	otsA//
go_0016036_6	sdhD//curA//
go_0016042_5	
go_0016052_5	pta//fucK//rutC//galU//
go_0016075_8	suhB//
go_0016078_8	folD//
go_0016094_6	fdhF//etk//
go_0016226_5	trmD//speF//frmA//ispH//
go_0016259_7	malS//
go_0016260_8	tdh//srlD//yfbR//
go_0016310_6	tynA//paaC//paaJ//tdcG//tynA//ada//pgi//dkgA//glcE//fadM//cpsG//alsK//tdcG//selD//waaA//nadA//coaE//
go_0016311_6	rlmH//citC//waaQ//clsC//dusB//mhpB//gnd//yfiC//dapA//dhaL//sufS//recO//ddlB//wzc//gpp//ulaF//yihV//ldcA//pgi//ynfF//ynfE//xdhB//fabA//trpE//menH//bioC//otsA//hflX//ogt//dcyD//yqjH//glgP//dcd//gpmM//sdaB//fadJ//chbF//hisA//hemE//puuE//
go_0016458_3	
go_0016485_6	dfp//ubiA//
go_0016540_7	tdcD//panB//
go_0016579_7	cueO//
go_0016998_5	dapB//
go_0017001_5	tauD//
go_0017003_8	ogt//
go_0017004_7	rlmD//
go_0017013_7	
go_0017038_6	
go_0017148_8	fabI//panD//melA//aroH//thyA//
go_0017189_7	eda//
go_0017198_7	ahpC//
go_0018012_8	maeA//
go_0018023_7	nrdB//
go_0018063_8	murG//
go_0018070_8	lpoB//paaG//
go_0018104_8	iaaA//talB//phnL//ubiD//guaB//
go_0018105_8	aroL//
go_0018106_8	
go_0018108_8	rfbC//
go_0018117_8	
go_0018125_6	aroG//
go_0018131_6	moaE//
go_0018160_8	waaL//
go_0018206_8	gatZ//
go_0018247_9	puuC//
go_0018283_6	
go_0018298_7	abgB//
go_0018307_7	tsaE//
go_0018315_8	pdeH//
go_0018339_9	rsgA//
go_0018345_8	tatD//
go_0018364_6	guaD//yihS//
go_0018378_9	
go_0018393_10	lacZ//
go_0018394_9	yqjH//
go_0018410_8	xthA//
go_0018909_5	trmO//
go_0018937_4	waaO//
go_0019042_6	sad//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	aroF//
go_0019243_7	tyrS//purF//malQ//ligA//
go_0019249_6	pgl//
go_0019250_7	puuB//
go_0019262_6	entC//ydiF//speF//allD//waaS//
go_0019264_7	atoB//
go_0019272_9	ldcA//ddlB//
go_0019284_7	gpsA//gudD//
go_0019285_5	nagB//sodA//
go_0019288_6	pheS//apaH//mtlD//rsmA//
go_0019290_5	
go_0019292_8	lpd//
go_0019294_6	rnpA//mltD//malP//moaD//
go_0019299_6	mraY//
go_0019301_7	hisG//lldD//ushA//pncB//purN//dld//arnB//
go_0019303_7	cyoE//guaD//
go_0019305_7	argA//
go_0019309_7	garR//
go_0019316_8	thyA//recJ//astB//
go_0019318_5	tdcB//
go_0019323_6	alsK//kdgK//argE//eda//nfi//glyS//panC//
go_0019324_6	guaA//putA//lipA//adiA//caiB//
go_0019343_8	thiL//
go_0019344_7	narG//
go_0019346_7	yihS//
go_0019353_8	aroH//kdsC//deoD//bioH//
go_0019354_6	cobC//
go_0019379_5	xthA//
go_0019380_6	hycB//rsgA//
go_0019388_7	galE//
go_0019391_6	hemA//
go_0019394_7	dinB//
go_0019395_5	gor//
go_0019404_8	mutL//hisH//
go_0019413_6	ansB//deoC//
go_0019419_4	lysU//
go_0019427_7	tig//
go_0019430_5	serA//argH//alsE//
go_0019432_7	umuD//
go_0019439_5	rbsD//prpB//
go_0019447_8	guaD//
go_0019450_9	rutA//
go_0019464_7	cysK//menD//tsaD//hemG//scpB//mocA//
go_0019480_4	nanK//
go_0019509_7	
go_0019516_4	ushA//tilS//
go_0019521_6	pgl//cdsA//
go_0019542_6	lpxM//
go_0019545_6	lsrG//
go_0019546_9	phnL//
go_0019563_7	gpp//ribE//glpX//
go_0019568_7	lpcA//ynfE//
go_0019569_7	glnS//fumA//curA//
go_0019571_8	ispB//phnM//fruK//
go_0019572_8	sgbH//
go_0019584_7	
go_0019588_7	feaB//sgbU//
go_0019592_8	nfi//
go_0019595_8	otsA//
go_0019607_6	accC//puuC//
go_0019622_6	lpxH//yqaB//dinB//
go_0019629_7	tyrA//alsE//
go_0019632_5	ybiV//fklB//argK//argH//
go_0019634_5	garK//
go_0019645_6	pdxB//alr//mdh//
go_0019646_6	pgpA//uxaC//paaG//tyrS//
go_0019664_6	yidA//rffG//
go_0019665_5	puuC//
go_0019673_6	ltaE//
go_0019676_3	mutS//
go_0019677_8	
go_0019679_7	aroB//dgt//poxB//
go_0019686_6	rluC//
go_0019698_7	rlmD//dusB//rlmC//waaJ//ychF//dgcM//
go_0019700_6	glmS//yigL//yjjX//gmk//
go_0019740_2	kdsD//narI//hcp//rhaA//otsB//sgbU//
go_0019752_6	
go_0019805_6	mtn//
go_0019835_3	
go_0019852_5	rbn//abgA//rhaM//
go_0019854_6	fkpB//dcm//
go_0019856_7	truA//
go_0019858_7	pgsA//
go_0019859_7	ubiC//
go_0019877_6	waaL//fre//rrrD//
go_0019878_9	dcm//
go_0019935_6	pdxY//rfaD//
go_0019985_8	waaF//sodA//
go_0019988_7	allB//
go_0022417_4	alaC//
go_0022610_2	glnA//
go_0022611_3	clsA//ydiB//narH//
go_0022900_4	ubiE//yfcG//
go_0022904_5	pgsA//dcm//dcyD//
go_0023014_4	gluQ//aroE//metB//
go_0030001_7	phnM//pgpC//yjhH//
go_0030007_8	tehB//
go_0030026_9	
go_0030091_6	ilvN//rffG//thiD//pgpA//
go_0030153_5	
go_0030162_7	
go_0030163_5	bacA//glxK//plsC//mnmG//
go_0030244_9	
go_0030258_5	rnt//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	bioH//torA//
go_0030388_5	ghrB//metF//hemN//
go_0030488_6	dkgB//purC//ddlB//garK//frmA//ftsI//nadC//trpD//asnS//rhaB//
go_0030490_10	
go_0030497_7	psd//cpsG//
go_0030541_4	
go_0030573_6	rsmG//
go_0030632_8	ahr//idnK//fkpB//entA//
go_0030641_8	rsmJ//lpoB//
go_0030643_8	
go_0030961_9	glnA//
go_0030980_7	napA//poxB//ychF//
go_0031118_8	gloB//
go_0031119_8	paoC//prpB//hisA//galT//epd//fau//
go_0031125_10	slt//
go_0031162_5	lpoB//
go_0031167_6	alaC//dcd//murB//pphB//dxr//pnp//
go_0031280_6	fabD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	folE//
go_0031400_8	
go_0031439_9	
go_0031460_7	tadA//patA//aroH//torY//rph//rsmC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	phr//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	gcvT//
go_0032026_6	ftnA//
go_0032049_8	gldA//hcaC//frdA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ltaE//
go_0032196_3	acnA//
go_0032238_6	fklB//
go_0032259_3	dxs//ilvN//kefF//idnD//
go_0032261_6	thiL//
go_0032263_7	ycaO//fucI//
go_0032264_7	katE//adiA//
go_0032265_7	btuE//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	queD//umuD//patA//
go_0032329_7	ogt//yeiG//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ileS//
go_0032445_10	ldhA//lpxL//
go_0032462_7	mgsA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	metB//speA//xapA//cysD//
go_0032774_6	cysH//
go_0032775_6	ribF//dosP//ldtE//
go_0032781_7	
go_0032784_8	
go_0032790_6	etk//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	guaA//
go_0032978_7	
go_0033014_6	lpxC//ppiA//
go_0033051_5	truD//
go_0033120_8	
go_0033194_5	nrdE//dmsB//entC//
go_0033195_5	kdsA//
go_0033212_10	deoB//udp//
go_0033214_11	citC//menI//
go_0033228_8	moeA//nadE//folX//
go_0033317_7	fau//fes//ruvC//gloA//
go_0033320_6	tmk//
go_0033345_8	xthA//yfiC//
go_0033353_5	rlmF//
go_0033359_7	glpD//proB//
go_0033384_6	eutD//
go_0033388_7	dhaK//
go_0033477_5	tdcB//
go_0033499_8	lsrK//phnI//tsaE//arnA//pheT//
go_0033518_6	paaH//
go_0033539_7	napC//
go_0033542_7	pdxY//
go_0033543_8	yagE//
go_0033567_6	
go_0033585_7	mnmG//gatZ//
go_0033611_8	sodC//
go_0033683_7	
go_0034194_8	bglX//insI-1//ribF//
go_0034195_8	trmD//
go_0034198_6	thiD//ydiF//
go_0034203_6	moaA//
go_0034204_5	hemE//kdgK//
go_0034213_6	panB//
go_0034214_7	add//ushA//queA//
go_0034219_6	malP//yfaU//pabB//lpd//nadA//tdcB//cyaA//agp//wcaJ//pgsA//alaS//bioA//psd//proA//cysN//argA//dkgB//dhaL//pdxA//fadE//bioH//bglX//malY//kduI//tgt//ybcF//hemF//mog//phnM//
go_0034220_6	rhaB//fumB//lldD//tsaD//ubiF//asnB//
go_0034224_6	
go_0034227_8	yjiA//
go_0034258_8	mazG//
go_0034260_5	
go_0034289_7	iaaA//
go_0034337_3	ubiA//
go_0034355_7	ilvN//xthA//nrdB//ldhA//
go_0034401_5	
go_0034414_9	gntK//
go_0034421_8	ilvM//
go_0034470_8	pfkB//
go_0034552_7	
go_0034599_5	pdxB//lpxM//cheB//gmd//mutS//
go_0034605_5	murE//yjhH//
go_0034614_6	fbaA//
go_0034620_6	hemC//
go_0034628_9	panB//napA//fucA//rlmM//guaB//
go_0034635_6	etp//
go_0034644_7	gcvT//
go_0034661_7	
go_0034775_7	argA//leuD//
go_0034983_9	menD//sodB//
go_0035235_6	lpoB//thiH//atoB//
go_0035307_9	
go_0035335_8	ydiO//icd//
go_0035344_8	cfa//cysK//
go_0035350_6	mocA//
go_0035429_8	epmC//acnA//recJ//glpK//nagK//alkA//
go_0035433_7	malZ//
go_0035434_9	citG//
go_0035435_9	yidA//glmS//recF//preT//
go_0035442_7	cysN//astB//lysA//wecC//purU//dnaQ//ung//
go_0035443_7	puuB//serC//citE//
go_0035444_9	acpH//lpoB//prpB//ldhA//
go_0035461_6	leuA//
go_0035524_8	sgbE//
go_0035552_6	glcB//
go_0035553_6	nanA//
go_0035556_4	
go_0035600_8	gmk//
go_0035672_6	glxK//pgpA//dadA//
go_0035725_9	trmL//gadB//azoR//fabI//plsC//
go_0035784_9	dosP//
go_0035864_6	
go_0035873_8	caiD//pgpA//
go_0035999_5	roxA//mnmG//gcvH//
go_0036001_7	tdk//
go_0036047_9	upp//
go_0036049_9	leuD//
go_0036088_6	kdsB//
go_0036104_6	rsmB//recJ//
go_0036172_6	prs//
go_0036214_3	
go_0036265_6	uxaC//
go_0036289_9	pphA//oxc//
go_0036448_6	ilvA//speE//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	sseA//fadD//
go_0040033_9	
go_0042026_4	mepS//selD//gpmA//lpxD//
go_0042126_5	cof//
go_0042128_5	
go_0042150_7	hyaB//
go_0042157_5	
go_0042158_6	pnp//rluC//
go_0042177_7	
go_0042182_5	tmcA//
go_0042219_6	
go_0042245_7	lysS//lsrK//gntK//
go_0042254_5	hchA//
go_0042255_6	
go_0042274_5	yidA//
go_0042304_7	
go_0042351_7	aldA//
go_0042355_8	entA//waaQ//torC//hisG//sdhC//hcaD//
go_0042371_7	mazG//
go_0042413_6	yjjX//mpaA//
go_0042450_7	sdhB//fabA//fadA//phnM//otsA//yigL//
go_0042454_7	mrcB//
go_0042493_4	gpsA//caiB//cynS//fucA//pdeH//tmk//thiD//ydiB//garR//sdaA//edd//rfaE//paaC//
go_0042538_6	nirB//mepS//pphB//
go_0042542_5	ldhA//hemG//leuD//hyaC//
go_0042545_5	pldB//
go_0042594_4	mtgA//cheR//mgsA//carB//
go_0042619_6	
go_0042710_4	amiD//serC//yhdJ//roxA//recJ//aroA//leuB//thyA//
go_0042732_6	rne//
go_0042744_6	uxaC//dapD//
go_0042759_7	hflX//
go_0042773_6	pyrF//
go_0042777_8	
go_0042780_10	rdgB//trmO//
go_0042817_5	hyaA//
go_0042819_6	clsC//
go_0042823_6	hemD//ppiA//aldA//narI//
go_0042838_6	luxS//thiL//citX//frlC//
go_0042840_7	der//nfi//yahK//yjhH//mepS//ubiC//
go_0042843_7	pphB//hemD//
go_0042846_8	mutT//
go_0042852_9	murA//
go_0042867_8	fkpB//
go_0042873_7	tehB//
go_0042882_10	uvrB//rsgA//
go_0042884_7	ppx//melA//hdhA//
go_0042885_8	dmlA//
go_0042891_6	thiD//epmB//gltX//insI-2//rlmB//mak//fumB//
go_0042906_8	gpt//nadD//rlmH//
go_0042908_5	puuE//
go_0042914_8	rsmB//
go_0042918_6	fucA//ybjI//
go_0042919_6	
go_0042920_6	avtA//
go_0042928_7	
go_0042930_7	alkA//gabT//rsmB//ghrB//rluC//rfaD//dacA//nrdA//ubiD//wzc//
go_0042938_8	mutM//cobS//eno//
go_0042939_8	recF//
go_0042941_8	ileS//
go_0042942_6	mobA//rffG//
go_0042953_6	
go_0042956_8	folC//waaJ//
go_0042968_8	torZ//mutH//hemL//
go_0043039_6	gpmA//gloC//cyoE//
go_0043041_6	recF//ansA//
go_0043085_5	gcl//manA//prmB//
go_0043086_5	dkgB//
go_0043093_3	glpD//hyaA//narV//mutM//
go_0043097_6	fumB//hemE//
go_0043099_7	folP//
go_0043100_6	betA//
go_0043102_5	lysA//
go_0043103_7	hisC//
go_0043137_6	lipA//cpsG//
go_0043150_8	
go_0043157_6	ldcC//
go_0043164_6	cpsB//thiI//glpK//cfa//glcE//proC//menE//
go_0043165_6	wzb//mltD//
go_0043171_5	ynfH//fumA//dmsA//mgsA//frdD//
go_0043200_5	
go_0043201_6	
go_0043213_7	garK//hisF//
go_0043254_5	
go_0043335_3	citC//gabT//ldhA//rfaE//speC//
go_0043433_5	pabB//yghU//panE//
go_0043442_6	abgA//
go_0043456_6	adk//
go_0043462_6	narV//
go_0043470_6	
go_0043471_6	
go_0043488_5	rffT//serA//glyS//
go_0043547_7	
go_0043571_7	rbsK//
go_0043610_4	rsmA//phnH//mltB//
go_0043686_7	trmD//
go_0043687_7	pdxK//nrdE//truC//rluF//mpaA//
go_0043708_5	deoA//
go_0043709_6	gpmM//
go_0043711_5	
go_0043952_7	
go_0043953_7	solA//
go_0044010_5	narY//cueO//yagF//epmB//waaG//thyA//
go_0044011_4	miaA//
go_0044036_5	arnB//mak//fabH//
go_0044038_6	slt//pdxA//
go_0044092_4	
go_0044179_5	
go_0044208_7	upp//
go_0044238_3	glcE//yfcF//acs//ulaE//
go_0044248_4	
go_0044255_4	
go_0044262_4	ydfG//bioB//
go_0044273_5	gmhB//
go_0044275_5	sgbH//
go_0044349_6	
go_0044355_6	glgB//
go_0044532_6	
go_0044659_7	orn//
go_0044718_6	ychF//
go_0044764_3	
go_0044780_6	betB//
go_0044781_5	
go_0044787_5	uvrA//
go_0044874_7	
go_0045004_7	phnJ//yigB//aes//
go_0045013_7	
go_0045226_7	rutD//menI//yihX//ynfH//glpD//phnN//
go_0045333_5	cfa//ilvH//
go_0045337_6	sodC//
go_0045454_4	dut//rhaM//abgA//rsmA//leuD//galK//puuC//
go_0045471_5	tyrB//paaJ//
go_0045717_8	fadB//nadA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	trpD//pabA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	allB//malZ//aroD//menI//uxuA//
go_0045893_8	eptA//purU//
go_0045900_9	
go_0045903_5	waaJ//
go_0045912_6	tauD//umpG//patZ//
go_0045926_5	
go_0045936_8	
go_0045947_9	phoA//ldtA//
go_0045975_9	
go_0045990_6	
go_0046037_8	mnmA//
go_0046040_8	paaZ//
go_0046047_8	araD//
go_0046050_8	dusB//rlmB//nanA//
go_0046052_8	folE//
go_0046061_8	pdxA//
go_0046076_8	gluQ//
go_0046081_8	gshA//panD//
go_0046086_6	purU//
go_0046098_7	wcaJ//
go_0046100_7	scpC//
go_0046101_6	rsmC//lpxT//
go_0046103_9	rffH//
go_0046104_8	serB//
go_0046115_10	ghrB//
go_0046133_8	gstB//nudG//
go_0046166_6	waaY//
go_0046168_6	folX//fumC//
go_0046176_6	thiL//rsmC//mog//pdeH//
go_0046177_7	entE//moaD//carB//murD//
go_0046181_7	plsB//
go_0046183_7	mtn//yieF//hycB//
go_0046187_6	patA//
go_0046196_5	rfaD//
go_0046210_6	add//plsB//dhaK//
go_0046214_6	alaA//
go_0046256_7	frmA//pncB//
go_0046271_5	hpt//
go_0046279_6	gloB//
go_0046292_4	allD//
go_0046294_5	fucI//nrdB//
go_0046296_6	nudF//glnS//cobU//
go_0046306_6	tesB//csdA//
go_0046323_10	dhaM//
go_0046325_8	
go_0046336_6	trmA//
go_0046342_8	yagE//
go_0046348_6	yjhG//ilvC//
go_0046365_5	hisF//
go_0046392_7	yegS//frlB//pheT//ilvD//
go_0046397_6	
go_0046416_6	rsmH//
go_0046452_6	lgoD//
go_0046459_6	carB//
go_0046470_5	
go_0046474_6	fau//pta//rhaM//speC//paaZ//rffG//
go_0046487_5	tig//
go_0046501_6	phnG//
go_0046618_6	cynT//dnaQ//paaG//dgoK//cadA//argH//
go_0046654_7	cobU//rutD//slt//pgi//ilvN//
go_0046655_5	entD//
go_0046656_6	wecC//waaP//gcvH//tdcG//mcrA//fabZ//
go_0046657_6	hflX//
go_0046677_4	slyD//aes//nemA//lpoA//yidA//fabI//glyS//dgkA//speB//pykF//glnE//yihX//purB//rhaA//menH//cysQ//ispF//tsaE//mcrB//yagE//thiD//lpxP//rsmC//dut//otsB//waaY//chbG//mrcA//gltB//dusC//garD//
go_0046685_4	puuD//hemA//
go_0046686_6	tehB//
go_0046688_6	pykA//yjiA//
go_0046690_5	folX//mltB//
go_0046710_8	paaK//
go_0046718_8	thyA//trmH//
go_0046777_8	mcrB//dusC//frmB//
go_0046834_6	ydiO//
go_0046835_5	mmuM//cueO//phnI//mgsA//ascB//serA//sgbE//lsrK//ybhA//glcF//der//cadA//hisG//gmk//sucA//rlmE//pdxH//lpxB//paaE//ilvI//eutB//
go_0046836_7	arnB//
go_0046839_6	pepD//
go_0046855_6	paaJ//
go_0046892_8	
go_0046901_7	pabA//
go_0046939_7	mhpC//ydiO//cmoA//paaE//
go_0046942_7	uxaB//nrdE//arsC//
go_0046944_7	cobS//
go_0047484_6	
go_0048034_6	rlmB//
go_0048255_6	
go_0048473_8	cysI//
go_0048518_4	
go_0048870_3	alr//
go_0050427_5	asd//
go_0050667_6	pnp//etk//
go_0050779_5	rnt//
go_0050790_4	tyrA//menB//
go_0050821_5	carA//yeaG//
go_0050918_5	fumA//folP//
go_0050919_5	pheA//
go_0051050_5	
go_0051083_5	ydiF//
go_0051085_5	accD//paaZ//
go_0051090_4	lyxK//
go_0051091_5	cysK//
go_0051131_7	
go_0051143_8	tsaC//
go_0051156_5	puuE//
go_0051171_5	
go_0051188_5	waaC//
go_0051191_6	gltB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	rhaM//fabZ//
go_0051270_5	
go_0051271_6	aceB//amiD//
go_0051274_8	
go_0051276_5	
go_0051289_8	rffC//rlmL//mak//dusC//mhpD//truA//cpsG//mug//gabT//idnD//entA//rsmD//nrdF//rfaE//cpsG//wecB//lpoA//mcrB//mhpC//pabB//surA//fumB//apt//fdhF//epmB//yhdJ//thrB//glgX//eptA//trmL//ybjI//rne//
go_0051301_3	mazG//rutE//truC//ogt//aes//yggF//tsaE//ygeX//
go_0051302_5	
go_0051304_4	ldhA//
go_0051338_5	
go_0051345_6	
go_0051346_6	dbpA//
go_0051347_6	
go_0051349_6	
go_0051353_6	waaZ//
go_0051391_8	argG//
go_0051409_4	gpsA//
go_0051410_3	bioA//
go_0051452_10	umpG//
go_0051453_9	rfbD//
go_0051454_10	spoT//cheR//glmM//nanA//purN//
go_0051476_7	mhpA//
go_0051484_7	hcaC//
go_0051495_8	
go_0051595_6	ileS//gatZ//
go_0051596_6	atoB//pdeH//hyaC//sucC//
go_0051599_4	
go_0051603_6	hemN//hisC//
go_0051604_5	lysA//hisC//appA//
go_0051607_4	folX//bioD//
go_0051649_4	
go_0051668_4	
go_0051692_6	leuS//arsC//
go_0051704_2	dxr//serA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	rsmG//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	aes//gph//
go_0052778_6	otsB//
go_0052837_6	rpiB//
go_0055070_10	sbcB//
go_0055072_10	tsaE//torZ//
go_0055085_5	rsuA//dgcZ//galK//umpG//ndh//rsgA//rpiB//ssuE//tsaD//ilvN//phnH//sdhD//trmI//rffG//pepD//treA//pgk//prpC//hisA//ispH//torC//proA//lpcA//sodA//gabD//gatZ//menD//argI//galE//rsmH//pphA//moeB//recG//mltA//ldtD//tatD//gmk//sdhC//hemG//dgt//murA//cysC//nadA//fabG//folP//queA//deoA//avtA//frc//lpcA//pfkB//tsaC//tig//ilvI//glpD//arsC//plsC//citE//frc//thiH//yeiG//maa//wrbA//cdd//scpC//hisG//entB//oxc//yihU//trmJ//gshA//ribA//serB//xapA//preA//tktB//metH//xthA//malQ//yihU//
go_0055086_4	rlmB//fabZ//
go_0055114_3	yciV//waaY//thiG//rsuA//sucD//gnd//polA//nrdD//nirD//rhaA//clsA//mutY//phnP//arnA//treF//citG//udp//tynA//nudC//truA//narV//lpxC//rsmC//nagK//sucD//lsrK//mutM//fruK//fadD//uxuB//lysC//paaC//ubiC//der//hemN//caiD//argK//ycjU//lpoB//hpt//mtn//selA//trmI//pheT//
go_0055129_5	trmL//ppx//nrfB//
go_0055130_8	tmcA//roxA//
go_0060003_10	prpD//dgcT//
go_0060274_5	ribF//
go_0060326_5	kdsB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	kdsC//
go_0061077_4	recG//rbsK//tyrS//dam//yihV//
go_0061475_9	tktB//
go_0061504_8	yeaG//
go_0061610_5	hemB//
go_0061615_7	eda//mnmE//
go_0061720_5	rfe//rsmB//pdeH//
go_0065002_6	ynfF//
go_0065007_2	napC//
go_0070084_7	torZ//
go_0070178_5	glcB//
go_0070207_8	ilvM//gatZ//dgoA//
go_0070298_8	
go_0070301_6	speB//prpD//
go_0070329_5	der//
go_0070413_7	phoA//
go_0070415_6	hdhA//tyrA//
go_0070417_5	umpH//
go_0070453_7	rihC//
go_0070475_7	gluQ//aceB//yjhH//fadD//prmB//deoA//otsA//maa//waaP//hcaE//ldtE//hcaB//ubiH//yajO//rihC//proB//yghU//cysM//ybhA//
go_0070476_7	hemG//ahpC//
go_0070482_4	ybiV//
go_0070574_9	cdh//ybiV//entH//allD//
go_0070581_8	
go_0070588_9	
go_0070689_6	rutC//fkpB//
go_0070726_5	torA//ldtB//
go_0070778_6	mrcB//mngB//
go_0070894_6	
go_0070930_7	
go_0070981_6	gpt//
go_0070989_4	hisH//
go_0071139_6	
go_0071218_6	sucB//
go_0071229_5	
go_0071230_6	dfp//
go_0071236_5	xylA//pdeH//ynfF//
go_0071237_6	
go_0071243_5	yeaG//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	panD//
go_0071271_7	caiB//
go_0071276_7	
go_0071280_7	murD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	dapF//caiB//
go_0071289_7	hcaB//
go_0071291_6	ilvI//
go_0071292_7	oxc//
go_0071294_7	acpT//
go_0071310_5	
go_0071421_9	puuB//mog//csdA//
go_0071422_7	fadJ//gpmA//paaA//
go_0071423_8	apt//
go_0071454_5	dcm//wecB//
go_0071456_5	
go_0071467_5	
go_0071468_6	queA//ulaG//menA//rluA//
go_0071470_5	
go_0071474_6	mnmA//ldtE//roxA//
go_0071500_5	nadC//
go_0071502_5	
go_0071555_4	mobA//murE//hcaC//ansA//preT//pgm//rnt//cdd//
go_0071577_9	pabC//yeaG//cysI//yigL//recJ//bglB//
go_0071705_5	
go_0071731_5	
go_0071732_6	dgcT//
go_0071769_5	
go_0071805_4	thiD//dapB//lipA//ddlA//metK//paaK//queA//nagZ//lipB//
go_0071806_6	gapA//amiD//
go_0071807_8	
go_0071897_6	araB//nrdF//yhdJ//ilvA//dcd//gldA//
go_0071915_9	pphB//
go_0071932_8	eutD//
go_0071934_6	pdxJ//
go_0071945_7	
go_0071951_8	dacA//
go_0071963_4	
go_0071973_6	dapD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	cmk//leuS//
go_0072348_5	speB//
go_0072488_7	bcsA//
go_0072511_7	ilvA//
go_0072531_6	dxs//
go_0072581_9	trpD//
go_0072714_5	
go_0075713_7	
go_0080111_4	aldA//rfaD//
go_0089705_7	
go_0089709_7	rsmJ//dhaL//
go_0090071_6	
go_0090116_7	rpiB//
go_0090143_4	
go_0090305_6	yidA//ampD//slyD//otsB//uvrA//glgA//wrbA//glnA//nanK//metB//nhoA//waaC//ppiA//ppc//dkgB//yieH//dut//menE//fucI//rsmA//pgk//deoB//aroG//bglB//nagZ//rihB//gpp//guaD//waaQ//truA//maa//aldA//rsmB//trmO//caiD//coaD//arnB//uxuA//clsA//pyrC//rffT//sthA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	argD//eutB//torA//dgoA//waaJ//wzc//pyrF//rnd//menA//truA//ldtD//kbaY//
go_0090502_8	hyaC//aroK//cysD//upp//rlmE//bioF//murI//ycaO//glxR//psd//tdcB//aroL//rlmJ//trpA//adhE//moaE//rhaM//
go_0090503_8	ilvI//panE//rihB//bglB//entB//ynfF//rlmJ//mtn//ahpC//
go_0090529_5	
go_0090540_10	umpH//
go_0090549_5	
go_0090609_6	kdsA//
go_0097056_7	hchA//
go_0097264_6	torC//
go_0097304_7	astB//
go_0097339_7	menF//
go_0097428_6	nanE//thiH//
go_0097502_4	serA//
go_0097510_7	phnO//
go_0097533_5	
go_0097638_8	yhdH//
go_0098002_8	
go_0098655_7	sdhB//dld//ssuE//lpoB//ascB//recR//ligB//amiD//nagZ//yciV//acnB//rbn//tdcD//sucC//tgt//
go_0098656_7	ribC//
go_0098707_10	
go_0098708_8	alsK//nrdA//
go_0098710_7	tdcG//panC//
go_0098713_8	aroG//rfbC//
go_0098719_9	
go_0098732_6	argS//
go_0098795_9	glgP//
go_0098869_4	glcB//argI//bglA//katE//gloA//ynfE//mcrA//argH//ilvM//iscS//adiA//purD//ynfH//cysG//tatD//
go_0099131_7	argB//
go_0099132_7	paaJ//idnD//glpD//moeA//torC//ugd//pphA//gatY//
