# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dkgB//
go_0015906_6	aroC//
go_0015909_8	nadK//
go_0015912_8	ruvC//
go_0015914_7	puuA//
go_0015920_7	ulaG//glgP//
go_0015937_7	glpK//nagZ//rsgA//clsA//
go_0015940_6	clsC//
go_0015944_4	napC//rsmG//lpxH//
go_0015949_5	rsmI//fes//metB//ndk//ampD//rlmE//gudD//dcyD//proB//trmL//mltB//ulaE//astB//abgB//sodC//hemF//kbaY//entD//
go_0015950_6	hchA//
go_0015951_7	adk//yciA//
go_0015968_6	
go_0015969_8	cyoE//dgkA//
go_0015976_2	menA//
go_0015986_7	
go_0015990_10	pflB//ppc//
go_0016024_7	rluF//
go_0016032_5	murD//
go_0016036_6	cysI//ackA//
go_0016042_5	
go_0016052_5	rffT//yfdR//murD//sgbH//
go_0016075_8	ogt//
go_0016078_8	yhdJ//
go_0016094_6	sufS//speG//
go_0016226_5	murE//glnA//fre//glk//
go_0016259_7	lysU//
go_0016260_8	icd//tktB//nrdA//
go_0016310_6	eptC//pheS//yihS//nudG//ribA//phnG//plsB//sucB//panC//rhaM//mpaA//tesB//aroC//ulaD//uxuB//yjjX//aroF//
go_0016311_6	dbpA//leuB//iaaA//aroC//entH//ycaO//cpdA//mnmA//ldcA//hemD//gloC//gnd//aceF//fadJ//mutY//rpiB//dapA//hpt//ubiX//otsB//citE//murE//btuR//paaC//tcdA//pphB//mutM//rnd//ligA//yigL//gluQ//rfaE//ygjK//ligA//adhE//lpoB//pck//arnB//puuB//sbcB//
go_0016458_3	
go_0016485_6	pykA//acnB//
go_0016540_7	leuD//rpe//
go_0016579_7	ttdA//
go_0016998_5	talB//
go_0017001_5	prmC//
go_0017003_8	rsmF//
go_0017004_7	dacA//
go_0017013_7	
go_0017038_6	
go_0017148_8	paaA//pldB//bioH//waaB//astB//
go_0017189_7	cyoE//
go_0017198_7	paaJ//
go_0018012_8	rpe//
go_0018023_7	dfp//
go_0018063_8	def//
go_0018070_8	thiI//pyrH//
go_0018104_8	tatD//panC//purD//tgt//lpcA//
go_0018105_8	speD//
go_0018106_8	
go_0018108_8	hisD//
go_0018117_8	
go_0018125_6	coaD//
go_0018131_6	nagZ//
go_0018160_8	dapD//
go_0018206_8	waaQ//
go_0018247_9	thiD//
go_0018283_6	
go_0018298_7	nadA//
go_0018307_7	tsaC//
go_0018315_8	rhaD//
go_0018339_9	mnmA//
go_0018345_8	patD//
go_0018364_6	tmk//waaB//
go_0018378_9	
go_0018393_10	fruK//
go_0018394_9	ruvC//
go_0018410_8	accB//
go_0018909_5	wzb//
go_0018937_4	trmJ//
go_0019042_6	aroH//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	yfcF//
go_0019243_7	yciA//mtgA//trmO//nrdD//
go_0019249_6	fumC//
go_0019250_7	astB//
go_0019262_6	kbaY//nemA//yihU//hemB//ispF//
go_0019264_7	otsA//
go_0019272_9	astC//ligB//
go_0019284_7	pgk//hemE//
go_0019285_5	ogt//rhaM//
go_0019288_6	citX//fadI//paaA//ansB//
go_0019290_5	
go_0019292_8	hpt//
go_0019294_6	folD//acnA//puuE//sad//
go_0019299_6	fbp//
go_0019301_7	sdaB//trmA//nagA//lpd//garR//mtgA//pnp//
go_0019303_7	treA//cobC//
go_0019305_7	pdxA//
go_0019309_7	murG//
go_0019316_8	rutA//rpiB//murD//
go_0019318_5	sgbE//
go_0019323_6	luxS//lsrG//sodA//rlmJ//rihB//alr//rffH//
go_0019324_6	sucB//rsmA//panC//garL//ahr//
go_0019343_8	pykF//
go_0019344_7	waaU//
go_0019346_7	ribD//
go_0019353_8	yihX//asd//glpC//sucA//
go_0019354_6	hemB//
go_0019379_5	glpB//
go_0019380_6	yfeX//ubiD//
go_0019388_7	amyA//
go_0019391_6	paaK//
go_0019394_7	xylA//
go_0019395_5	sgbU//
go_0019404_8	hisF//solA//
go_0019413_6	rlmJ//cobS//
go_0019419_4	hisC//
go_0019427_7	carA//
go_0019430_5	frmA//cadA//nadD//
go_0019432_7	metG//
go_0019439_5	mhpD//ybiV//
go_0019447_8	rfbC//
go_0019450_9	pphB//
go_0019464_7	malP//glyA//ubiH//thrS//yeaG//chbF//
go_0019480_4	alaA//
go_0019509_7	
go_0019516_4	prmC//dapB//
go_0019521_6	moaA//glcB//
go_0019542_6	ubiH//
go_0019545_6	hmp//
go_0019546_9	maeA//
go_0019563_7	argB//ydiF//leuD//
go_0019568_7	gltD//dsdA//
go_0019569_7	dhaL//ascB//lpcA//
go_0019571_8	rhaB//aroA//dinB//
go_0019572_8	menI//
go_0019584_7	
go_0019588_7	ispG//nagA//
go_0019592_8	tsaD//
go_0019595_8	mmuM//
go_0019607_6	puuE//maeA//
go_0019622_6	ydiO//rlmE//fadJ//
go_0019629_7	hpt//kdsA//
go_0019632_5	pyrB//panB//btuE//torC//
go_0019634_5	argG//
go_0019645_6	moaE//pfkA//cpdA//
go_0019646_6	cysC//lacZ//rsmD//tcdA//
go_0019664_6	pfkB//trmD//
go_0019665_5	cysM//
go_0019673_6	alkB//
go_0019676_3	ubiG//
go_0019677_8	
go_0019679_7	astB//cysG//glnS//
go_0019686_6	rutE//
go_0019698_7	pdeF//truA//murD//waaQ//umuC//ligA//
go_0019700_6	hemD//mnmA//wrbA//mnmC//
go_0019740_2	fabA//fklB//cyoE//tdh//atoB//pdxJ//
go_0019752_6	
go_0019805_6	thiI//
go_0019835_3	
go_0019852_5	cpdB//narG//kdgK//
go_0019854_6	araD//tmcA//
go_0019856_7	frmA//
go_0019858_7	frdD//
go_0019859_7	folP//
go_0019877_6	aroL//cysQ//mtlD//
go_0019878_9	oxc//
go_0019935_6	ydiB//rffM//
go_0019985_8	rsmC//pbpC//
go_0019988_7	hisD//
go_0022417_4	gmk//
go_0022610_2	fau//
go_0022611_3	lpxM//proS//rsmG//
go_0022900_4	glgC//pphA//
go_0022904_5	fucO//tdcD//tsaD//
go_0023014_4	carA//pheS//uxaC//
go_0030001_7	hypF//lyxK//rlmH//
go_0030007_8	nrdE//
go_0030026_9	
go_0030091_6	etp//rhaB//mhpD//sucA//
go_0030153_5	
go_0030162_7	
go_0030163_5	udk//ldhA//rsgA//purL//
go_0030244_9	
go_0030258_5	hisH//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	avtA//pdeR//
go_0030388_5	hcaB//gltB//hpt//
go_0030488_6	hypB//spoT//purB//otsB//ymdB//ribF//surA//ubiF//yjiA//nanK//
go_0030490_10	
go_0030497_7	pgpB//cobU//
go_0030541_4	
go_0030573_6	relA//
go_0030632_8	treC//cmoB//speA//rnpA//
go_0030641_8	ileS//add//
go_0030643_8	
go_0030961_9	ybhA//
go_0030980_7	cpdA//lysC//accA//
go_0031118_8	yfiC//
go_0031119_8	tdcE//polA//guaC//amiD//ispH//serA//
go_0031125_10	fucI//
go_0031162_5	lgoD//
go_0031167_6	dcm//ilvA//ygeX//pinE//mpaA//hemB//
go_0031280_6	idnO//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	dnaE//
go_0031400_8	
go_0031439_9	
go_0031460_7	ilvB//yeiG//mdh//bioA//dxs//lsrK//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	pdeR//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	tnaA//
go_0032026_6	cfa//
go_0032049_8	hyaB//gstA//carA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	lldD//
go_0032196_3	pyrB//
go_0032238_6	metF//
go_0032259_3	sdaB//panD//ppsA//uxaA//
go_0032261_6	uxaB//
go_0032263_7	yfaU//xthA//
go_0032264_7	dacC//gpmA//
go_0032265_7	dusB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ispA//lpoA//alkB//
go_0032329_7	mrcA//rbsD//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	slt//
go_0032445_10	ispG//tehB//
go_0032462_7	tnaA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	kdgK//amiD//mrcA//aroA//
go_0032774_6	phnM//
go_0032775_6	srlD//ymdB//galK//
go_0032781_7	
go_0032784_8	
go_0032790_6	lpoA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	accA//
go_0032978_7	
go_0033014_6	trpS//mnmE//
go_0033051_5	cysS//
go_0033120_8	
go_0033194_5	tyrA//pinE//queC//
go_0033195_5	glcF//
go_0033212_10	rsmD//hisD//
go_0033214_11	yciA//iscS//
go_0033228_8	cpdB//glmM//tpiA//
go_0033317_7	chbF//galU//menE//cysE//
go_0033320_6	hyi//
go_0033345_8	dxs//gmk//
go_0033353_5	mazG//
go_0033359_7	dbpA//relA//
go_0033384_6	citG//
go_0033388_7	frdD//
go_0033477_5	dapB//
go_0033499_8	deoA//otsA//ldcA//citC//ada//
go_0033518_6	narZ//
go_0033539_7	ispH//
go_0033542_7	csdA//
go_0033543_8	cobC//
go_0033567_6	
go_0033585_7	phnN//pgaD//
go_0033611_8	pepD//
go_0033683_7	
go_0034194_8	rlmJ//bioA//abgB//
go_0034195_8	astB//
go_0034198_6	ppiC//yggF//
go_0034203_6	nrdE//
go_0034204_5	cpsB//cynT//
go_0034213_6	yeiG//
go_0034214_7	metH//argE//frmB//
go_0034219_6	dusB//argC//trmA//gcd//rluB//proC//solA//dcd//thrA//tdcG//phnO//fcl//slt//yghU//hcaD//cobC//argA//ispG//leuA//lyxK//nudB//rsmB//trpS//melA//aroD//gpmM//fumA//ilvB//proB//
go_0034220_6	hisA//cyoE//gcvT//rnt//trpS//mutS//
go_0034224_6	
go_0034227_8	ilvN//
go_0034258_8	sucB//
go_0034260_5	
go_0034289_7	lysA//
go_0034337_3	ldtE//
go_0034355_7	gpp//ubiX//pfkB//moeB//
go_0034401_5	
go_0034414_9	rnd//
go_0034421_8	pyrE//
go_0034470_8	tdh//
go_0034552_7	
go_0034599_5	sdaA//hcp//lsrG//cysS//yghU//
go_0034605_5	rsmC//rsmE//
go_0034614_6	tsaC//
go_0034620_6	sodA//
go_0034628_9	uxaB//frdD//ispF//lpxM//ribC//
go_0034635_6	ribA//
go_0034644_7	panE//
go_0034661_7	
go_0034775_7	ubiG//tmcA//
go_0034983_9	mpaA//prmB//
go_0035235_6	ackA//thiE//phnH//
go_0035307_9	
go_0035335_8	yeaE//folD//
go_0035344_8	rluC//gmhB//
go_0035350_6	dinB//
go_0035429_8	ychF//hypF//ymdB//rnt//cmoB//pyrG//
go_0035433_7	lpxP//
go_0035434_9	sodA//
go_0035435_9	pdxK//folP//puuC//gldA//
go_0035442_7	atoB//ahpC//wcaJ//pabC//aspA//mhpC//mtgA//
go_0035443_7	glxR//rlmI//ansA//
go_0035444_9	prpC//ppk//ispU//ung//
go_0035461_6	ampD//
go_0035524_8	nudG//
go_0035552_6	ndh//
go_0035553_6	queD//
go_0035556_4	
go_0035600_8	rlmM//
go_0035672_6	ubiA//mgsA//rsuA//
go_0035725_9	acpH//dacC//ygjK//rutE//yqhD//
go_0035784_9	purT//
go_0035864_6	
go_0035873_8	moeB//alaS//
go_0035999_5	insI-1//nrdE//codA//
go_0036001_7	azoR//
go_0036047_9	gpt//
go_0036049_9	nadC//
go_0036088_6	queG//
go_0036104_6	gdhA//relA//
go_0036172_6	lpxM//
go_0036214_3	
go_0036265_6	cmoA//
go_0036289_9	yghU//leuD//
go_0036448_6	dam//astB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	hcaB//sucA//
go_0040033_9	
go_0042026_4	accB//pdxA//mhpD//phnH//
go_0042126_5	rlmB//
go_0042128_5	
go_0042150_7	yeaE//
go_0042157_5	
go_0042158_6	yieF//aceB//
go_0042177_7	
go_0042182_5	glyA//
go_0042219_6	
go_0042245_7	gmd//ssuD//dapD//
go_0042254_5	gshA//
go_0042255_6	
go_0042274_5	lipB//
go_0042304_7	
go_0042351_7	scpC//
go_0042355_8	dhaK//mcrB//cdsA//ppk//wrbA//entA//
go_0042371_7	sseA//
go_0042413_6	dapD//ispF//
go_0042450_7	hemN//rlmJ//tadA//pfkB//lpoB//nrfC//
go_0042454_7	waaJ//
go_0042493_4	ydiB//rsgA//dadA//cobB//ldcA//spoT//gudD//trpB//ssuE//ada//recJ//tgt//pgpB//
go_0042538_6	acpH//suhB//ligA//
go_0042542_5	pepD//paaJ//ampD//sodC//
go_0042545_5	gluQ//
go_0042594_4	yfcF//nrdF//wcaJ//ilvH//
go_0042619_6	
go_0042710_4	pdxJ//cyaA//tehB//asnB//lysU//aphA//speE//rfbC//
go_0042732_6	nanE//
go_0042744_6	lpoA//eutD//
go_0042759_7	rlmI//
go_0042773_6	nudC//
go_0042777_8	
go_0042780_10	mcrA//trpC//
go_0042817_5	bglA//
go_0042819_6	tnaA//
go_0042823_6	avtA//alr//ilvM//ubiI//
go_0042838_6	rfaE//thrS//pdxK//phnP//
go_0042840_7	garR//rlmE//pphA//ybcF//napB//maa//
go_0042843_7	trmA//rluB//
go_0042846_8	fkpA//
go_0042852_9	fklB//
go_0042867_8	nrdF//
go_0042873_7	fre//
go_0042882_10	waaZ//wecB//
go_0042884_7	sdhB//trmI//csdA//
go_0042885_8	fumB//
go_0042891_6	ubiE//ubiA//ldtB//aspA//pyrE//recO//yciV//
go_0042906_8	rsmB//ubiF//dinB//
go_0042908_5	pyrE//
go_0042914_8	solA//
go_0042918_6	katG//yahK//
go_0042919_6	
go_0042920_6	pagP//
go_0042928_7	
go_0042930_7	sdhD//hisH//hisS//malP//dgoA//cmoB//trmD//uxaC//yjiA//queF//
go_0042938_8	nadD//avtA//phnG//
go_0042939_8	dgoD//
go_0042941_8	iaaA//
go_0042942_6	melA//astC//
go_0042953_6	
go_0042956_8	mltB//fadD//
go_0042968_8	fucO//fbaA//ldtE//
go_0043039_6	gstB//guaA//mnaT//
go_0043041_6	moaE//ilvB//
go_0043085_5	yghU//lpxL//lpxB//
go_0043086_5	xylA//
go_0043093_3	rsmC//ldtD//glnS//malP//
go_0043097_6	eptC//glnS//
go_0043099_7	nemA//
go_0043100_6	mutS//
go_0043102_5	yfiC//
go_0043103_7	serC//
go_0043137_6	rph//udk//
go_0043150_8	
go_0043157_6	trpD//
go_0043164_6	rlmA//rlmI//phnO//mutS//ubiD//sseA//cpdA//
go_0043165_6	phnM//rsmJ//
go_0043171_5	thiE//astB//garR//fadB//acnA//
go_0043200_5	
go_0043201_6	
go_0043213_7	menI//waaP//
go_0043254_5	
go_0043335_3	pgpB//metG//yghU//bioA//ygjK//
go_0043433_5	umuD//torY//csdA//
go_0043442_6	gcvT//
go_0043456_6	ruvC//
go_0043462_6	birA//
go_0043470_6	
go_0043471_6	
go_0043488_5	yggF//ymdB//bioF//
go_0043547_7	
go_0043571_7	trpA//
go_0043610_4	amyA//malS//ackA//
go_0043686_7	hemF//
go_0043687_7	dkgB//etp//pykA//trpS//lpcA//
go_0043708_5	tdcB//
go_0043709_6	yciV//
go_0043711_5	
go_0043952_7	
go_0043953_7	umpG//
go_0044010_5	bioH//ampH//ubiF//rlmJ//pdxK//galU//
go_0044011_4	phnJ//
go_0044036_5	rrrD//rluD//caiD//
go_0044038_6	yigL//pyrD//
go_0044092_4	
go_0044179_5	
go_0044208_7	pabB//
go_0044238_3	fabD//guaA//yfeX//fucA//
go_0044248_4	
go_0044255_4	
go_0044262_4	paaK//mazG//
go_0044273_5	frmB//
go_0044275_5	selB//
go_0044349_6	
go_0044355_6	tdcD//
go_0044532_6	
go_0044659_7	sdaA//
go_0044718_6	aceB//
go_0044764_3	
go_0044780_6	slyD//
go_0044781_5	
go_0044787_5	ybcF//
go_0044874_7	
go_0045004_7	waaS//ldtA//serC//
go_0045013_7	
go_0045226_7	gdhA//mnaT//fabG//purL//gmd//lpxB//
go_0045333_5	yigB//ribE//
go_0045337_6	patA//
go_0045454_4	ilvI//dgoA//phoA//allB//hmp//uxuB//hflX//
go_0045471_5	rsmG//rbsK//
go_0045717_8	aspC//dinB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	yjhH//accC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	tsaD//accD//trpD//hyi//nanA//
go_0045893_8	panD//prmC//
go_0045900_9	
go_0045903_5	ribC//
go_0045912_6	tmk//trpA//preT//
go_0045926_5	
go_0045936_8	
go_0045947_9	argS//purA//
go_0045975_9	
go_0045990_6	
go_0046037_8	hpt//
go_0046040_8	serA//
go_0046047_8	cynS//
go_0046050_8	azoR//serC//kdsA//
go_0046052_8	coaD//
go_0046061_8	rne//
go_0046076_8	paaK//
go_0046081_8	trmI//wecC//
go_0046086_6	dgkA//
go_0046098_7	kefF//
go_0046100_7	lysS//
go_0046101_6	hemA//tadA//
go_0046103_9	leuA//
go_0046104_8	rutA//
go_0046115_10	pheS//
go_0046133_8	nanK//rihB//
go_0046166_6	uxaB//
go_0046168_6	ruvB//bglX//
go_0046176_6	eptB//citX//dkgB//icd//
go_0046177_7	ilvC//rimK//uxaC//patA//
go_0046181_7	paoC//
go_0046183_7	malY//murA//waaO//
go_0046187_6	ybcF//
go_0046196_5	mazG//
go_0046210_6	citX//surA//acs//
go_0046214_6	pgaC//
go_0046256_7	ogt//paaK//
go_0046271_5	astC//
go_0046279_6	tehB//
go_0046292_4	nrfB//
go_0046294_5	fabZ//mnmA//
go_0046296_6	allC//ogt//pinE//
go_0046306_6	accA//umuC//
go_0046323_10	mtgA//
go_0046325_8	
go_0046336_6	rihA//
go_0046342_8	rnpA//
go_0046348_6	hflX//ppc//
go_0046365_5	cmoA//
go_0046392_7	xdhB//paaA//dkgB//glgX//
go_0046397_6	
go_0046416_6	proC//
go_0046452_6	yfaU//
go_0046459_6	dsdA//
go_0046470_5	
go_0046474_6	udk//pdxJ//add//dmsC//eno//ltaE//
go_0046487_5	ubiC//
go_0046501_6	waaL//
go_0046618_6	dosP//ldtC//ppc//gcvH//rlmC//cdsA//
go_0046654_7	yieH//fucI//pabB//wrbA//glk//
go_0046655_5	entE//
go_0046656_6	gpp//folX//menH//argE//pgk//sucD//
go_0046657_6	ampH//
go_0046677_4	aldB//bglB//paaA//tdh//acpS//bioF//ydiO//acnB//aroB//ubiA//atoB//wzc//lysS//ppk//nirD//alaC//rlmM//dmsC//bioB//trmI//mraY//sdhA//mnmG//yfdR//ppiA//entD//fadA//hchA//nrfC//eutB//bioH//
go_0046685_4	bioA//nirD//
go_0046686_6	glyA//
go_0046688_6	hemN//rrrD//
go_0046690_5	allC//ilvE//
go_0046710_8	csdA//
go_0046718_8	argS//gstA//
go_0046777_8	cysD//ldtC//folP//
go_0046834_6	rihC//
go_0046835_5	hisD//asnA//ubiX//waaQ//fadA//menF//dam//gltX//acpS//ubiI//pbpC//insI-1//rutB//nudF//cyaA//galM//tmk//alsK//garK//ampH//rsuA//
go_0046836_7	kdsD//
go_0046839_6	mrcB//
go_0046855_6	frlB//
go_0046892_8	
go_0046901_7	fkpA//
go_0046939_7	prpB//sgbH//ubiI//hemL//
go_0046942_7	rfbC//paoC//epd//
go_0046944_7	fcl//
go_0047484_6	
go_0048034_6	galK//
go_0048255_6	
go_0048473_8	rihC//
go_0048518_4	
go_0048870_3	glpC//
go_0050427_5	poxB//
go_0050667_6	metG//cdd//
go_0050779_5	manA//
go_0050790_4	rffT//cyaA//
go_0050821_5	fucO//phnH//
go_0050918_5	argC//lysU//
go_0050919_5	ydfG//
go_0051050_5	
go_0051083_5	mmuM//
go_0051085_5	mtlD//hyaB//
go_0051090_4	lyxK//
go_0051091_5	ldcA//
go_0051131_7	
go_0051143_8	sucA//
go_0051156_5	ycjU//
go_0051171_5	
go_0051188_5	mak//
go_0051191_6	rlmG//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	asnB//cheB//
go_0051270_5	
go_0051271_6	hcaB//bglX//
go_0051274_8	
go_0051276_5	
go_0051289_8	uidA//aceA//lysC//guaB//tsaD//cdh//pdxJ//dacD//iscS//ansA//rlmA//waaL//cysH//epmB//acnA//trmO//treC//gatZ//speG//poxB//uxuA//moaE//purD//paoC//cmoB//hcaC//glgB//ilvD//rhaM//mpaA//otsA//prs//
go_0051301_3	yjiA//glgX//phr//pheA//rsgA//pabB//rsmB//ansB//
go_0051302_5	
go_0051304_4	ogt//
go_0051338_5	
go_0051345_6	
go_0051346_6	dxr//
go_0051347_6	
go_0051349_6	
go_0051353_6	ispA//
go_0051391_8	nrdF//
go_0051409_4	dxs//
go_0051410_3	gdhA//
go_0051452_10	eutD//
go_0051453_9	ilvH//
go_0051454_10	mltD//ppc//gshA//gpsA//gstB//
go_0051476_7	edd//
go_0051484_7	ruvC//
go_0051495_8	
go_0051595_6	nadK//hisG//
go_0051596_6	otsB//otsB//glcE//gor//
go_0051599_4	
go_0051603_6	purN//waaU//
go_0051604_5	phnM//idnO//ybjG//
go_0051607_4	sdhA//truC//
go_0051649_4	
go_0051668_4	
go_0051692_6	waaJ//yfcG//
go_0051704_2	hycB//glcE//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	uvrC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	mutL//pncB//
go_0052778_6	lysA//
go_0052837_6	oxc//
go_0055070_10	dapA//
go_0055072_10	mtlD//nadB//
go_0055085_5	narY//rph//rluB//ada//thrB//bioA//metC//aroE//paaA//glnS//rutA//dbpA//pdeR//aroL//coaD//xylA//trpS//gmk//bioC//hyaA//nanA//rsmH//fabI//lsrK//melA//rfbB//cobT//ndh//pta//bioA//tktA//mltD//nanE//yggF//paaA//dapF//mhpA//bglA//thiM//truB//pdeL//murQ//gltB//speE//tehB//panB//rlmI//yqhD//yagE//ribE//torC//curA//kdgK//folX//pphB//gatZ//kduD//aroK//patZ//tdcB//yahK//plsB//argG//narH//fklB//rlmA//thiG//waaO//ascB//chbG//pdxH//ogt//metK//rnb//iscS//fbp//ribE//torZ//bioB//pdxJ//
go_0055086_4	nrdF//aceA//
go_0055114_3	rihB//aceB//cdh//yagE//ahr//glgP//idi//yigL//valS//gpp//proA//gntK//hypB//serA//frlC//ndk//leuS//hcaF//cfa//uxuA//glpB//mutL//glgC//narY//ilvD//mutH//yjjX//ldtD//xylB//gudD//pdxJ//ssuE//fabH//citE//psuG//mdh//srlD//eutB//tehB//narZ//ppsA//sdhB//gshA//gadA//
go_0055129_5	acnB//murQ//cysD//
go_0055130_8	lpxB//lpd//
go_0060003_10	aldB//ogt//
go_0060274_5	thrS//
go_0060326_5	ftsI//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	gltD//
go_0061077_4	gstB//purN//dxs//cysS//nadK//
go_0061475_9	sodC//
go_0061504_8	ada//
go_0061610_5	accB//
go_0061615_7	ansA//cysG//
go_0061720_5	birA//mtn//xapA//
go_0065002_6	mug//
go_0065007_2	folP//
go_0070084_7	tig//
go_0070178_5	nadD//
go_0070207_8	ssuD//rihC//pgaD//
go_0070298_8	
go_0070301_6	clsA//murC//
go_0070329_5	araA//
go_0070413_7	murB//
go_0070415_6	glgP//pinE//
go_0070417_5	serA//
go_0070453_7	btuR//
go_0070475_7	dusB//ymdB//mnmA//eda//fadD//sgbH//rlmA//kdgK//kduI//frc//cysD//malY//yihU//atoB//cheR//fre//trmD//dgkA//napB//
go_0070476_7	lpd//serA//
go_0070482_4	pinE//
go_0070574_9	argS//trmL//nrfD//metC//
go_0070581_8	
go_0070588_9	
go_0070689_6	cheB//waaP//
go_0070726_5	amyA//yhdH//
go_0070778_6	rnb//sad//
go_0070894_6	
go_0070930_7	
go_0070981_6	polB//
go_0070989_4	pta//
go_0071139_6	
go_0071218_6	eutB//
go_0071229_5	
go_0071230_6	pgl//
go_0071236_5	dacA//rluD//acnB//
go_0071237_6	
go_0071243_5	nemA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	icd//
go_0071271_7	dam//
go_0071276_7	
go_0071280_7	roxA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	rlmC//dhaM//
go_0071289_7	araB//
go_0071291_6	pinE//
go_0071292_7	lpoA//
go_0071294_7	rluB//
go_0071310_5	
go_0071421_9	rlmH//thiG//glyS//
go_0071422_7	gnd//ubiF//gpmA//
go_0071423_8	thiC//
go_0071454_5	nrdB//glpX//
go_0071456_5	
go_0071467_5	
go_0071468_6	ltaE//purB//speC//metC//
go_0071470_5	
go_0071474_6	trpC//ynfE//fcl//
go_0071500_5	gshA//
go_0071502_5	
go_0071555_4	paaH//fadB//queC//murI//adhE//nadK//folC//mnmA//
go_0071577_9	bcsA//mhpA//menF//lysS//folP//guaA//
go_0071705_5	
go_0071731_5	
go_0071732_6	dcyD//
go_0071769_5	
go_0071805_4	nudC//ansA//argG//rsmA//acnB//tatD//btuE//hemC//pgm//
go_0071806_6	entH//puuB//
go_0071807_8	
go_0071897_6	mnmA//sucD//hisI//ybcF//pgk//eptB//
go_0071915_9	ppsA//
go_0071932_8	yjiA//
go_0071934_6	rluB//
go_0071945_7	
go_0071951_8	araA//
go_0071963_4	
go_0071973_6	ilvE//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	gpp//acnA//
go_0072348_5	cysC//
go_0072488_7	umpH//
go_0072511_7	ispG//
go_0072531_6	ung//
go_0072581_9	torA//
go_0072714_5	
go_0075713_7	
go_0080111_4	recO//gcd//
go_0089705_7	
go_0089709_7	pncB//sucA//
go_0090071_6	
go_0090116_7	argC//
go_0090143_4	
go_0090305_6	rffT//cpdA//dinB//fumA//tsaC//ybiV//ydfG//cpdB//cdd//glyA//bioH//citG//prpC//pdeL//nudG//mrcB//narH//gloA//uxuA//glgB//fumB//yihX//uvrB//argH//ispG//garR//fdhF//lpoA//cysM//proB//ulaD//dacA//nemA//xdhB//yihS//dusB//queF//torY//guaC//moeB//cof//lpxH//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	rsmC//umpH//argG//hemD//sad//cyaA//poxB//hisS//aceF//dinB//ydiF//nadC//
go_0090502_8	mpaA//citE//fkpA//moaD//hemB//leuA//malP//xylB//treF//metL//pdxK//psd//selB//ubiC//rluB//argD//gadA//
go_0090503_8	entB//narV//cobU//rnt//lysU//insI-2//fcl//puuC//rlmM//
go_0090529_5	
go_0090540_10	tmcA//
go_0090549_5	
go_0090609_6	phnL//
go_0097056_7	nhoA//
go_0097264_6	yciV//
go_0097304_7	prpB//
go_0097339_7	cheR//
go_0097428_6	allC//thrB//
go_0097502_4	pflB//
go_0097510_7	prs//
go_0097533_5	
go_0097638_8	gcvH//
go_0098002_8	
go_0098655_7	argA//yqjH//mnmA//rluE//hisI//murE//wecB//tmcA//nrfA//mutY//speE//fabZ//appA//mepS//yihX//
go_0098656_7	paaK//
go_0098707_10	
go_0098708_8	thrS//xylA//
go_0098710_7	rhaB//pbpC//
go_0098713_8	speE//rhaA//
go_0098719_9	
go_0098732_6	folX//
go_0098795_9	narY//
go_0098869_4	yihU//mtn//atoB//yqjH//yjcS//murC//gcvH//kbaY//mmuM//lplA//queA//etp//aroE//wzb//glnE//
go_0099131_7	hinT//
go_0099132_7	waaS//ssuD//frdB//frlC//glmS//sthA//arnB//bioD//
