# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ribA//
go_0015906_6	pepD//
go_0015909_8	purU//
go_0015912_8	phnO//
go_0015914_7	gabD//
go_0015920_7	aceB//mhpA//
go_0015937_7	rsmJ//uxuA//garR//ubiX//
go_0015940_6	rimK//
go_0015944_4	bcsA//ascB//lysA//
go_0015949_5	nanE//rluC//adeD//sdhD//psuG//btuE//phnJ//ubiI//rihB//citG//lpoA//sucC//nfsB//lysU//dmsA//udp//clsC//aphA//
go_0015950_6	rfbB//
go_0015951_7	ilvE//frlC//
go_0015968_6	
go_0015969_8	mug//asnS//
go_0015976_2	fucO//
go_0015986_7	
go_0015990_10	ydiF//aroK//
go_0016024_7	polA//
go_0016032_5	guaA//
go_0016036_6	yfaU//rhaM//
go_0016042_5	
go_0016052_5	lacZ//arnB//ispA//pyrH//
go_0016075_8	uxuA//
go_0016078_8	ulaE//
go_0016094_6	rlmF//deoB//
go_0016226_5	ansA//hisS//otsB//mak//
go_0016259_7	lgoD//
go_0016260_8	dhaM//ychF//entA//
go_0016310_6	trpE//recF//phnO//dmsA//polB//ribD//argK//dut//mobA//rsmD//pgpC//glk//argG//cueO//nadD//asnB//pgaC//
go_0016311_6	gcvP//tyrS//selA//add//purN//pphA//dhaM//lpcA//proB//prmC//lpoA//sodC//ribF//kdsC//hisD//lsrK//cpdA//kdsA//pta//caiD//hisC//glcE//lgoD//glcD//uidA//ubiH//yihU//glgP//epmB//glxR//hcaB//pepD//nth//thiG//thrS//ligB//fabA//glnE//rhaA//pnp//
go_0016458_3	
go_0016485_6	selB//truC//
go_0016540_7	fadM//alsK//
go_0016579_7	yjjX//
go_0016998_5	prpC//
go_0017001_5	betA//
go_0017003_8	sbcB//
go_0017004_7	recJ//
go_0017013_7	
go_0017038_6	
go_0017148_8	argD//cyoE//ligA//lpxC//sodB//
go_0017189_7	bioB//
go_0017198_7	fucA//
go_0018012_8	insI-2//
go_0018023_7	phnI//
go_0018063_8	adhP//
go_0018070_8	nfsB//cysS//
go_0018104_8	bglA//carB//dkgA//yfiC//trmD//
go_0018105_8	maeA//
go_0018106_8	
go_0018108_8	ung//
go_0018117_8	
go_0018125_6	speE//
go_0018131_6	thrB//
go_0018160_8	rbsD//
go_0018206_8	wrbA//
go_0018247_9	ydiB//
go_0018283_6	
go_0018298_7	kbaY//
go_0018307_7	tmcA//
go_0018315_8	glcB//
go_0018339_9	nadK//
go_0018345_8	ribF//
go_0018364_6	fumB//hcaB//
go_0018378_9	
go_0018393_10	mnmG//
go_0018394_9	rlmF//
go_0018410_8	rph//
go_0018909_5	leuA//
go_0018937_4	pldB//
go_0019042_6	cysH//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	yciV//
go_0019243_7	uxuB//alr//cpdA//alsK//
go_0019249_6	tsaB//
go_0019250_7	apt//
go_0019262_6	mazG//scpB//dxr//yeiG//wrbA//
go_0019264_7	caiD//
go_0019272_9	gcl//mazG//
go_0019284_7	acpS//dapA//
go_0019285_5	preA//gshA//
go_0019288_6	torA//narY//edd//nrfA//
go_0019290_5	
go_0019292_8	fadD//
go_0019294_6	tdcB//sdhA//murE//asnB//
go_0019299_6	gcd//
go_0019301_7	pflB//bcsA//entD//gloB//yfcG//ydiB//folC//
go_0019303_7	lsrG//hinT//
go_0019305_7	ribE//
go_0019309_7	rfaE//
go_0019316_8	narI//tdcG//trpA//
go_0019318_5	umpH//
go_0019323_6	cheB//edd//kduD//dusC//btuE//cfa//hisG//
go_0019324_6	fadE//kdgK//murQ//sbcB//rsmF//
go_0019343_8	ubiE//
go_0019344_7	ydiO//
go_0019346_7	serC//
go_0019353_8	argI//kdsB//moaA//mtn//
go_0019354_6	mak//
go_0019379_5	deoB//
go_0019380_6	tdcD//yieF//
go_0019388_7	panE//
go_0019391_6	nagK//
go_0019394_7	pgsA//
go_0019395_5	metK//
go_0019404_8	metF//tilS//
go_0019413_6	nadA//arnT//
go_0019419_4	panE//
go_0019427_7	iscS//
go_0019430_5	yciA//glcD//garD//
go_0019432_7	dkgB//
go_0019439_5	lsrG//iaaA//
go_0019447_8	eno//
go_0019450_9	ydiF//
go_0019464_7	ackA//gadA//gpt//pyrB//uxuB//queA//
go_0019480_4	putA//
go_0019509_7	
go_0019516_4	dgoD//nadC//
go_0019521_6	hpt//dhaL//
go_0019542_6	ldcA//
go_0019545_6	pldB//
go_0019546_9	serC//
go_0019563_7	cysD//rpe//yjiA//
go_0019568_7	alkA//frdD//
go_0019569_7	serS//allC//hisG//
go_0019571_8	hemF//waaU//fabZ//
go_0019572_8	phnJ//
go_0019584_7	
go_0019588_7	sodC//rluB//
go_0019592_8	leuD//
go_0019595_8	purB//
go_0019607_6	ydiF//nanA//
go_0019622_6	luxS//pgaB//fadH//
go_0019629_7	torY//yjiA//
go_0019632_5	queF//thrA//pgk//dfp//
go_0019634_5	yihS//
go_0019645_6	eutD//aceB//abgA//
go_0019646_6	tdcG//dapA//yfaU//hisF//
go_0019664_6	malP//yghU//
go_0019665_5	rfaD//
go_0019673_6	lysC//
go_0019676_3	malP//
go_0019677_8	
go_0019679_7	malZ//rnt//uxuA//
go_0019686_6	paaZ//
go_0019698_7	lsrK//nrfA//glgX//gluQ//trpE//ilvH//
go_0019700_6	glmS//nudF//dxs//dgt//
go_0019740_2	yihX//waaG//pheA//hemB//ldcA//dmlA//
go_0019752_6	
go_0019805_6	yjjX//
go_0019835_3	
go_0019852_5	rne//pdeL//dmsC//
go_0019854_6	ilvC//carB//
go_0019856_7	glyA//
go_0019858_7	pheA//
go_0019859_7	wzb//
go_0019877_6	aroK//dxs//menD//
go_0019878_9	rfbC//
go_0019935_6	ttdB//cmoA//
go_0019985_8	ispU//dacC//
go_0019988_7	astC//
go_0022417_4	mpaA//
go_0022610_2	gmk//
go_0022611_3	sad//metG//yqhD//
go_0022900_4	ppk//trmH//
go_0022904_5	ldtA//entH//fcl//
go_0023014_4	ppiC//yqjH//nemA//
go_0030001_7	bioD//sbcB//mutT//
go_0030007_8	eptA//
go_0030026_9	
go_0030091_6	mltD//phnL//panB//otsB//
go_0030153_5	
go_0030162_7	
go_0030163_5	acs//frdC//ulaG//thiL//
go_0030244_9	
go_0030258_5	thrS//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	phnP//murD//
go_0030388_5	mltB//glpC//entC//
go_0030488_6	lpxM//paaE//tyrA//glcD//bacA//entB//gloA//yqjH//idnD//dacC//
go_0030490_10	
go_0030497_7	nadE//lpcA//
go_0030541_4	
go_0030573_6	sbcB//
go_0030632_8	rlmI//sdhC//phnN//dkgB//
go_0030641_8	pinE//gstA//
go_0030643_8	
go_0030961_9	prpD//
go_0030980_7	deoC//metB//gatD//
go_0031118_8	argS//
go_0031119_8	mpaA//alaC//gatD//tilS//gadB//iscS//
go_0031125_10	udp//
go_0031162_5	bioC//
go_0031167_6	miaB//nrdF//clsB//mnmE//ribE//etk//
go_0031280_6	cysN//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	hemC//
go_0031400_8	
go_0031439_9	
go_0031460_7	ahr//dhaL//ybjG//glnE//gloA//coaA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	dacC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	galT//
go_0032026_6	glpK//
go_0032049_8	gpsA//nudB//rlmJ//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	glk//
go_0032196_3	rlmC//
go_0032238_6	alkB//
go_0032259_3	rihB//ynfF//yieH//leuB//
go_0032261_6	glxR//
go_0032263_7	acs//dut//
go_0032264_7	cpdA//glgX//
go_0032265_7	torA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	gpsA//fucO//nudG//
go_0032329_7	hisB//yahK//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	valS//
go_0032445_10	gcd//serB//
go_0032462_7	dkgB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	hcaD//psuG//galU//rhaD//
go_0032774_6	rlmF//
go_0032775_6	puuB//mhpA//pldB//
go_0032781_7	
go_0032784_8	
go_0032790_6	malQ//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	gpp//
go_0032978_7	
go_0033014_6	relA//arnT//
go_0033051_5	cadA//
go_0033120_8	
go_0033194_5	gadB//ampH//gutQ//
go_0033195_5	rfbB//
go_0033212_10	hisH//speF//
go_0033214_11	coaD//dgoA//
go_0033228_8	nadD//waaO//hisF//
go_0033317_7	yjcS//sseA//nadD//rbn//
go_0033320_6	patD//
go_0033345_8	yciV//caiB//
go_0033353_5	treF//
go_0033359_7	queD//mog//
go_0033384_6	rlmC//
go_0033388_7	coaA//
go_0033477_5	gcvH//
go_0033499_8	panE//paaJ//torZ//dnaE//trmJ//
go_0033518_6	rhaD//
go_0033539_7	pabB//
go_0033542_7	treA//
go_0033543_8	hisB//
go_0033567_6	
go_0033585_7	dapF//waaG//
go_0033611_8	glyS//
go_0033683_7	
go_0034194_8	paaH//yidA//cobT//
go_0034195_8	gpt//
go_0034198_6	pepD//mltB//
go_0034203_6	coaD//
go_0034204_5	nudC//xylA//
go_0034213_6	gmhB//
go_0034214_7	dnaQ//narV//prs//
go_0034219_6	lpxK//proS//cueO//bioB//yghU//speE//epmC//tadA//solA//frmA//rlmI//menI//pyrD//ppc//tdcE//leuS//nrdF//frdA//fabD//rdgB//rnb//trpE//pheT//pepD//nrfD//yccX//rimK//nadA//ubiA//
go_0034220_6	menI//glgX//sucD//tpiA//folP//wzc//
go_0034224_6	
go_0034227_8	lipA//
go_0034258_8	aldB//
go_0034260_5	
go_0034289_7	lsrK//
go_0034337_3	thiD//
go_0034355_7	cysN//paaF//alr//ubiA//
go_0034401_5	
go_0034414_9	ribE//
go_0034421_8	citE//
go_0034470_8	prpD//
go_0034552_7	
go_0034599_5	pfkA//rlmD//fklB//ydiO//phoA//
go_0034605_5	proC//pgsA//
go_0034614_6	mltA//
go_0034620_6	xylB//
go_0034628_9	fumB//pck//ppsA//paaB//mrcA//
go_0034635_6	hinT//
go_0034644_7	ldtC//
go_0034661_7	
go_0034775_7	hemE//bacA//
go_0034983_9	mutH//epmC//
go_0035235_6	fbp//cobT//ribA//
go_0035307_9	
go_0035335_8	dld//mltA//
go_0035344_8	tmk//ilvC//
go_0035350_6	serB//
go_0035429_8	cheR//nanK//moaD//acpT//glcB//paaZ//
go_0035433_7	mnmG//
go_0035434_9	ilvN//
go_0035435_9	paoC//eda//lysU//cynT//
go_0035442_7	mutM//preT//upp//ruvA//prmB//rihC//thyA//
go_0035443_7	bglB//pyrE//murG//
go_0035444_9	uxuA//tatD//tig//rutB//
go_0035461_6	fumB//
go_0035524_8	dmsB//
go_0035552_6	polB//
go_0035553_6	rsmB//
go_0035556_4	
go_0035600_8	cysS//
go_0035672_6	narZ//rffH//uxaC//
go_0035725_9	wrbA//nrdD//purT//gadA//metK//
go_0035784_9	tsaB//
go_0035864_6	
go_0035873_8	sodB//sodC//
go_0035999_5	tdcD//dosP//mnaT//
go_0036001_7	entC//
go_0036047_9	yihT//
go_0036049_9	dgcZ//
go_0036088_6	ogt//
go_0036104_6	argB//eno//
go_0036172_6	ansA//
go_0036214_3	
go_0036265_6	paaF//
go_0036289_9	asnB//ftsI//
go_0036448_6	hemE//yhdH//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	frc//aceB//
go_0040033_9	
go_0042026_4	gabT//entE//cheR//gcvT//
go_0042126_5	tag//
go_0042128_5	
go_0042150_7	sodC//
go_0042157_5	
go_0042158_6	nfsB//ansA//
go_0042177_7	
go_0042182_5	glcB//
go_0042219_6	
go_0042245_7	menE//dgt//cdh//
go_0042254_5	luxS//
go_0042255_6	
go_0042274_5	aspS//
go_0042304_7	
go_0042351_7	argK//
go_0042355_8	mltB//speD//ispG//nrfB//yfcF//gloC//
go_0042371_7	metK//
go_0042413_6	gmd//ansB//
go_0042450_7	kduI//paaE//hypF//pfkA//entA//pgk//
go_0042454_7	ppk//
go_0042493_4	fabH//deoC//rfbD//ldcA//fadB//dxr//uxuA//def//mutY//accC//ybiV//dgoA//mltF//
go_0042538_6	ldtD//maa//rluA//
go_0042542_5	luxS//arnT//menE//cueO//
go_0042545_5	uxuB//
go_0042594_4	folP//phnP//chbG//solA//
go_0042619_6	
go_0042710_4	sucB//adeD//bglA//btuE//accD//agp//cof//dapF//
go_0042732_6	selA//
go_0042744_6	pgaB//mrcB//
go_0042759_7	miaB//
go_0042773_6	fadJ//
go_0042777_8	
go_0042780_10	gltX//mhpA//
go_0042817_5	hemE//
go_0042819_6	acnB//
go_0042823_6	aes//eutB//hcaC//slt//
go_0042838_6	nudG//glgC//gluQ//deoA//
go_0042840_7	nagZ//udk//hemD//talB//fucO//mtgA//
go_0042843_7	ravA//tyrA//
go_0042846_8	clsB//
go_0042852_9	pyrD//
go_0042867_8	sgbH//
go_0042873_7	serA//
go_0042882_10	metG//ulaD//
go_0042884_7	rsmG//fabZ//apt//
go_0042885_8	gluQ//
go_0042891_6	proC//malY//dmsB//gdhA//ycjU//cobS//ulaG//
go_0042906_8	guaB//arnT//allC//
go_0042908_5	pphB//
go_0042914_8	thiI//
go_0042918_6	aldA//ung//
go_0042919_6	
go_0042920_6	nanA//
go_0042928_7	
go_0042930_7	pphB//menE//selB//rnt//bacA//yeiG//ushA//insI-2//ychF//rluF//
go_0042938_8	pgk//ampD//nadA//
go_0042939_8	frdC//
go_0042941_8	ruvB//
go_0042942_6	ygeX//agp//
go_0042953_6	
go_0042956_8	cysK//rffT//
go_0042968_8	tnaA//dhaK//sdaB//
go_0043039_6	ahpC//hpt//alaA//
go_0043041_6	purU//dacC//
go_0043085_5	murG//arsC//spoT//
go_0043086_5	phnJ//
go_0043093_3	yagF//mocA//eda//trmL//
go_0043097_6	lacZ//lsrK//
go_0043099_7	dmsA//
go_0043100_6	aceA//
go_0043102_5	mhpD//
go_0043103_7	mpaA//
go_0043137_6	treF//dnaQ//
go_0043150_8	
go_0043157_6	fadJ//
go_0043164_6	purA//nudF//polB//narH//fadA//recR//yfeW//
go_0043165_6	oxc//paaZ//
go_0043171_5	speC//garK//pyrE//wrbA//dgcT//
go_0043200_5	
go_0043201_6	
go_0043213_7	alr//uidA//
go_0043254_5	
go_0043335_3	lysS//birA//folA//glgB//treF//
go_0043433_5	hisI//fucA//purA//
go_0043442_6	araB//
go_0043456_6	fadE//
go_0043462_6	mtn//
go_0043470_6	
go_0043471_6	
go_0043488_5	ynfE//guaA//ppc//
go_0043547_7	
go_0043571_7	nrfD//
go_0043610_4	hisA//dgoK//tig//
go_0043686_7	gshA//
go_0043687_7	fklB//talB//pdxA//fau//serA//
go_0043708_5	waaJ//
go_0043709_6	dxr//
go_0043711_5	
go_0043952_7	
go_0043953_7	uvrC//
go_0044010_5	pcm//glgC//ldtB//araD//sseA//cpdA//
go_0044011_4	yegS//
go_0044036_5	mhpB//tsaE//hemE//
go_0044038_6	ppc//cfa//
go_0044092_4	
go_0044179_5	
go_0044208_7	thrA//
go_0044238_3	caiD//entA//hisG//cpsB//
go_0044248_4	
go_0044255_4	
go_0044262_4	pyrB//purD//
go_0044273_5	malY//
go_0044275_5	tktB//
go_0044349_6	
go_0044355_6	mltA//
go_0044532_6	
go_0044659_7	folC//
go_0044718_6	gmd//
go_0044764_3	
go_0044780_6	mutL//
go_0044781_5	
go_0044787_5	ydfG//
go_0044874_7	
go_0045004_7	paaH//frmA//cysN//
go_0045013_7	
go_0045226_7	waaZ//acpS//rutC//ubiF//murQ//gph//
go_0045333_5	mutH//queD//
go_0045337_6	otsB//
go_0045454_4	trpC//yieH//menF//fcl//pncB//glpD//psuG//
go_0045471_5	miaB//cyoE//
go_0045717_8	cpsG//panE//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	hemL//atoB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	prs//murA//yihX//murQ//hemL//
go_0045893_8	kdsA//rsmE//
go_0045900_9	
go_0045903_5	cysI//
go_0045912_6	hyaC//gmk//galK//
go_0045926_5	
go_0045936_8	
go_0045947_9	treC//pdxA//
go_0045975_9	
go_0045990_6	
go_0046037_8	xapA//
go_0046040_8	alaS//
go_0046047_8	ldtE//
go_0046050_8	fucI//etk//aroE//
go_0046052_8	eptA//
go_0046061_8	hemE//
go_0046076_8	glnE//
go_0046081_8	rne//dgcT//
go_0046086_6	cpsB//
go_0046098_7	guaA//
go_0046100_7	tyrA//
go_0046101_6	yqjH//dnaE//
go_0046103_9	abgA//
go_0046104_8	yihX//
go_0046115_10	ubiD//
go_0046133_8	iscS//rsmE//
go_0046166_6	malQ//
go_0046168_6	gabD//kdsC//
go_0046176_6	ilvD//frdA//gabD//waaO//
go_0046177_7	murF//fbp//metF//selA//
go_0046181_7	yqhD//
go_0046183_7	ldtE//rihA//gmd//
go_0046187_6	mltC//
go_0046196_5	surA//
go_0046210_6	arnT//pdxB//mltF//
go_0046214_6	glgP//
go_0046256_7	waaA//gatD//
go_0046271_5	ubiX//
go_0046279_6	yhdH//
go_0046292_4	scpB//
go_0046294_5	melA//dkgB//
go_0046296_6	aroK//rutD//frdC//
go_0046306_6	dgkA//hemN//
go_0046323_10	rlmH//
go_0046325_8	
go_0046336_6	ubiD//
go_0046342_8	aroE//
go_0046348_6	acpT//rhaA//
go_0046365_5	lpxD//
go_0046392_7	insI-1//acnB//katG//argD//
go_0046397_6	
go_0046416_6	phnL//
go_0046452_6	napC//
go_0046459_6	cdh//
go_0046470_5	
go_0046474_6	serC//cadA//cdd//bioB//pinE//yfeW//
go_0046487_5	fbaA//
go_0046501_6	glcD//
go_0046618_6	paaZ//gltB//ydfG//frdD//kduI//yihX//
go_0046654_7	citX//mutT//folX//dgoA//uvrA//
go_0046655_5	arnA//
go_0046656_6	dhaL//nudC//cobS//mrdA//thiD//frmB//
go_0046657_6	thiL//
go_0046677_4	pagP//menI//tdk//aldB//ruvB//hemE//folA//proC//fbp//lysS//rhaB//phnJ//gstA//fadH//miaA//paoC//rhaM//rlmE//thyA//paoC//glcB//mgsA//gpmA//psd//otsA//thiL//lpxD//rluC//gadB//mltC//dinB//
go_0046685_4	lplA//sbcB//
go_0046686_6	trpE//
go_0046688_6	waaQ//argS//
go_0046690_5	betB//miaA//
go_0046710_8	argB//
go_0046718_8	dhaL//metH//
go_0046777_8	paaJ//puuC//rffG//
go_0046834_6	leuC//
go_0046835_5	fklB//pnp//yeiG//rnt//tyrA//cysN//murI//asnA//pyrC//garL//gabT//sdhD//miaB//citC//ilvC//rdgB//purB//ispB//narH//purB//deoC//
go_0046836_7	dhaK//
go_0046839_6	ldtB//
go_0046855_6	nrfA//
go_0046892_8	
go_0046901_7	rsmJ//
go_0046939_7	nanK//ygjK//nudC//pheS//
go_0046942_7	glk//selB//napA//
go_0046944_7	cmoB//
go_0047484_6	
go_0048034_6	murB//
go_0048255_6	
go_0048473_8	speD//
go_0048518_4	
go_0048870_3	add//
go_0050427_5	ansA//
go_0050667_6	hcaE//mnaT//
go_0050779_5	yrfG//
go_0050790_4	mngB//waaY//
go_0050821_5	waaF//aceF//
go_0050918_5	mrdA//rlmC//
go_0050919_5	queF//
go_0051050_5	
go_0051083_5	alr//
go_0051085_5	fadK//paaC//
go_0051090_4	mrcB//
go_0051091_5	umuD//
go_0051131_7	
go_0051143_8	pgi//
go_0051156_5	nfsB//
go_0051171_5	
go_0051188_5	fklB//
go_0051191_6	thiC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	thiH//speG//
go_0051270_5	
go_0051271_6	folA//ligB//
go_0051274_8	
go_0051276_5	
go_0051289_8	queA//yajO//ulaD//cobB//hyi//citG//pgsA//lpd//pck//hemL//mnmG//galE//tcdA//bacA//hyaA//rlmA//trmA//ilvI//pdeH//iscS//pncB//deoA//nhoA//ahr//mnmE//serS//adiA//yihX//gudD//wzb//aphA//trmA//
go_0051301_3	argF//arsC//entD//preT//glnA//katE//paaC//preT//
go_0051302_5	
go_0051304_4	moaE//
go_0051338_5	
go_0051345_6	
go_0051346_6	mazG//
go_0051347_6	
go_0051349_6	
go_0051353_6	ilvC//
go_0051391_8	pykF//
go_0051409_4	murC//
go_0051410_3	nagK//
go_0051452_10	pgaB//
go_0051453_9	rhaM//
go_0051454_10	sucB//pdxA//gdhA//ldcA//alr//
go_0051476_7	lipB//
go_0051484_7	argE//
go_0051495_8	
go_0051595_6	orn//thiI//
go_0051596_6	gluQ//ilvD//lpxD//waaB//
go_0051599_4	
go_0051603_6	dgoA//thiL//
go_0051604_5	murG//rhaA//menE//
go_0051607_4	ldtD//rsmJ//
go_0051649_4	
go_0051668_4	
go_0051692_6	moaE//moaA//
go_0051704_2	gabT//betB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	iscS//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	rutA//pinE//
go_0052778_6	xdhB//
go_0052837_6	yjhH//
go_0055070_10	def//
go_0055072_10	metG//yidA//
go_0055085_5	allD//metG//entC//gabD//pfkA//menD//glcB//aroD//tpiA//cysG//ispA//trmH//napC//pldB//malQ//ssuE//mog//waaH//prpD//zwf//lpxH//gltX//kdsC//galM//xylB//galT//ygeX//allC//nudF//ilvN//murF//hisS//citE//gpmM//puuA//katG//prpC//yfeX//ldtC//nanA//nadA//lpxD//gltD//cysC//ssuD//tsaB//pabC//dgoD//gph//galM//pabA//ygjK//murA//argF//ampD//pdeL//alaS//pyrB//nemA//sdaA//fucK//preT//uxaB//ldtE//hemF//leuA//uxaB//rnpA//nrfD//aldB//rhaB//bioB//adiA//sgbE//rutD//rfe//hemA//folA//frc//leuA//
go_0055086_4	aspA//hisS//
go_0055114_3	rsmF//selA//lplA//ung//pgaD//ispG//alkB//gapA//sgbU//roxA//hemL//ansA//purU//paaH//rnpA//araA//leuC//rpiB//murF//mcrA//pfkA//mhpB//hinT//wzc//rfaE//hyi//miaA//treF//ilvA//otsB//yqaB//aspC//moaD//gatD//clsB//cdsA//ygjK//rihC//fadI//fadI//nth//glxK//caiB//rsgA//
go_0055129_5	abgB//queG//nrdB//
go_0055130_8	hisG//frmB//
go_0060003_10	yqjH//deoC//
go_0060274_5	pcm//
go_0060326_5	chbF//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ubiX//
go_0061077_4	aphA//paaZ//cmoB//paaH//thiC//
go_0061475_9	folA//
go_0061504_8	rfbC//
go_0061610_5	malY//
go_0061615_7	gatZ//alkA//
go_0061720_5	mpaA//mutL//glgC//
go_0065002_6	glmU//
go_0065007_2	cynS//
go_0070084_7	hisS//
go_0070178_5	wcaJ//
go_0070207_8	fkpB//thiI//glcB//
go_0070298_8	
go_0070301_6	idnO//nadB//
go_0070329_5	argC//
go_0070413_7	ahpC//
go_0070415_6	thrC//lpxK//
go_0070417_5	rihA//
go_0070453_7	hemE//
go_0070475_7	aroA//yagE//yigL//fucK//tdcB//pykF//waaL//mltF//metC//aroE//mhpD//adhE//gstA//panD//puuD//solA//sgbE//sodB//entB//
go_0070476_7	rimK//argK//
go_0070482_4	rffC//
go_0070574_9	rpe//bioA//pdeL//yihU//
go_0070581_8	
go_0070588_9	
go_0070689_6	cdh//pyrE//
go_0070726_5	udp//pgaD//
go_0070778_6	ispA//hyaC//
go_0070894_6	
go_0070930_7	
go_0070981_6	pphB//
go_0070989_4	poxB//
go_0071139_6	
go_0071218_6	ttdA//
go_0071229_5	
go_0071230_6	btuE//
go_0071236_5	mrdA//arnA//yahK//
go_0071237_6	
go_0071243_5	napB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	tsaE//
go_0071271_7	yciA//
go_0071276_7	
go_0071280_7	dosP//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	nagZ//thiI//
go_0071289_7	ftnA//
go_0071291_6	yihU//
go_0071292_7	ttdA//
go_0071294_7	ndh//
go_0071310_5	
go_0071421_9	epmC//glcE//malQ//
go_0071422_7	rlmG//prs//sdhC//
go_0071423_8	ubiH//
go_0071454_5	pdxH//rsmJ//
go_0071456_5	
go_0071467_5	
go_0071468_6	mnmE//hemD//narI//murE//
go_0071470_5	
go_0071474_6	aes//mraY//spoT//
go_0071500_5	yidA//
go_0071502_5	
go_0071555_4	torZ//tadA//rfbB//sad//narI//gdhA//rbsK//bacA//
go_0071577_9	ttdB//idi//fucO//gshB//azoR//acs//
go_0071705_5	
go_0071731_5	
go_0071732_6	frlB//
go_0071769_5	
go_0071805_4	frc//rfbD//recO//fadM//pncB//torY//rne//cysI//dsdA//
go_0071806_6	paaC//chbF//
go_0071807_8	
go_0071897_6	glgB//glmU//hypB//dusC//hemC//murF//
go_0071915_9	speG//
go_0071932_8	ydiF//
go_0071934_6	mtlD//
go_0071945_7	
go_0071951_8	mhpD//
go_0071963_4	
go_0071973_6	frdA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	gpmM//yfiC//
go_0072348_5	yfaU//
go_0072488_7	rpiA//
go_0072511_7	yfiC//
go_0072531_6	yqaB//
go_0072581_9	panC//
go_0072714_5	
go_0075713_7	
go_0080111_4	deoD//serC//
go_0089705_7	
go_0089709_7	bglA//prmB//
go_0090071_6	
go_0090116_7	acpH//
go_0090143_4	
go_0090305_6	mtn//nrfB//pyrF//clsB//rlmF//cpdA//fkpB//gcvT//trmO//appA//prpC//gloA//ushA//mgsA//metF//moaD//menC//pfkA//gcl//entB//mltB//pphB//rsmD//birA//hemD//araB//thiH//lipA//trmL//recG//putA//alr//ynfH//rluE//rluF//thiC//pdxB//gcvP//carA//folE//gloB//trpE//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	pheS//folD//aphA//epmA//roxA//frc//mazG//nrfB//deoC//ruvA//leuC//metC//
go_0090502_8	torZ//paaG//ssuE//queG//yfeW//rhaA//truC//mhpD//gutQ//kduD//lyxK//hpt//cysI//ilvC//rffC//cysN//speD//
go_0090503_8	dbpA//murA//phnH//phnH//yjiA//puuE//kbaY//speE//glpB//
go_0090529_5	
go_0090540_10	pflB//
go_0090549_5	
go_0090609_6	kdsC//
go_0097056_7	cysI//
go_0097264_6	hcp//
go_0097304_7	ybjI//
go_0097339_7	cmoB//
go_0097428_6	pgm//glmU//
go_0097502_4	trpC//
go_0097510_7	ldtC//
go_0097533_5	
go_0097638_8	murD//
go_0098002_8	
go_0098655_7	mdh//frdC//aspA//dadA//rsmD//ybjG//leuD//tag//tgt//sodB//betB//umuC//fadM//rluB//aroF//
go_0098656_7	paaE//
go_0098707_10	
go_0098708_8	rluE//cysC//
go_0098710_7	entE//dxs//
go_0098713_8	trmD//hchA//
go_0098719_9	
go_0098732_6	pbpC//
go_0098795_9	purB//
go_0098869_4	dinB//kbaY//mrcA//waaC//hypF//ulaE//ldhA//ubiE//dxr//yegS//pgpA//sucD//tig//waaP//tag//
go_0099131_7	rhaD//
go_0099132_7	yqjH//ldcC//sufS//edd//rluF//lpxT//menE//pgpA//
go_0099133_8	ribA//glnA//rbsD//selD//ghrB//ulaD//fumC//kdsB//ribC//tgt//agp//murI//
go_0101030_8	nrdD//
go_1900190_5	thiM//
go_1900191_6	
