# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	puuB//
go_0015906_6	glnS//
go_0015909_8	menH//
go_0015912_8	arsC//
go_0015914_7	hinT//
go_0015920_7	purC//rsuA//
go_0015937_7	gmk//pagP//ttdB//menF//
go_0015940_6	rbsD//
go_0015944_4	carA//prpC//der//
go_0015949_5	gph//alkB//purA//nudB//menE//queF//glgA//allB//tmcA//rlmJ//ispB//lldD//eutD//argG//sgbE//pdxB//kbaY//dcm//
go_0015950_6	rrrD//
go_0015951_7	paaC//murQ//
go_0015968_6	
go_0015969_8	nudB//dbpA//
go_0015976_2	frmB//
go_0015986_7	
go_0015990_10	eno//paaE//
go_0016024_7	tsaD//
go_0016032_5	folE//
go_0016036_6	galK//yghU//
go_0016042_5	
go_0016052_5	nanA//pykF//dinB//truA//
go_0016075_8	gabT//
go_0016078_8	cpsB//
go_0016094_6	phnO//ispF//
go_0016226_5	lsrG//ruvA//mnmA//entD//
go_0016259_7	mltC//
go_0016260_8	uvrA//dgoD//lipB//
go_0016310_6	frdC//bioB//cyaA//ubiH//garD//lpd//ulaG//epmA//ribD//rutB//eda//leuS//narY//ribC//uvrA//cysN//tsaC//
go_0016311_6	ssuD//bioC//eptA//ulaG//ldcC//tsaD//ldtD//entB//pdxK//mgsA//cobC//garR//yahK//cpsG//ppsA//trmH//trpE//paaJ//phr//prpD//rluA//aroG//dhaL//trpD//hemH//cobS//aldB//nhoA//adk//puuA//iscS//lipA//ldtE//cmk//patD//tktA//phnI//pdeF//putA//aldB//
go_0016458_3	
go_0016485_6	queC//amiD//
go_0016540_7	aspS//paaG//
go_0016579_7	ybjG//
go_0016998_5	fkpB//
go_0017001_5	ubiF//
go_0017003_8	cyaA//
go_0017004_7	torZ//
go_0017013_7	
go_0017038_6	
go_0017148_8	rluC//glgP//mak//sucA//cof//
go_0017189_7	rne//
go_0017198_7	tdcD//
go_0018012_8	panE//
go_0018023_7	ispF//
go_0018063_8	murB//
go_0018070_8	nadD//ldtE//
go_0018104_8	mcrA//metK//hypF//speE//citX//
go_0018105_8	cysH//
go_0018106_8	
go_0018108_8	dusB//
go_0018117_8	
go_0018125_6	umpH//
go_0018131_6	glnA//
go_0018160_8	fabD//
go_0018206_8	waaB//
go_0018247_9	ldtC//
go_0018283_6	
go_0018298_7	ilvM//
go_0018307_7	rihC//
go_0018315_8	allD//
go_0018339_9	hcaE//
go_0018345_8	malP//
go_0018364_6	suhB//adeD//
go_0018378_9	
go_0018393_10	rrrD//
go_0018394_9	waaO//
go_0018410_8	menA//
go_0018909_5	patA//
go_0018937_4	betA//
go_0019042_6	lpxB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	fklB//
go_0019243_7	lysC//fadM//mgsA//tcdA//
go_0019249_6	alaC//
go_0019250_7	entC//
go_0019262_6	mak//arnB//entE//lpoA//cysK//
go_0019264_7	argC//
go_0019272_9	mrdA//nfsB//
go_0019284_7	rutA//ydiB//
go_0019285_5	mltA//dgcT//
go_0019288_6	nadK//alsE//tsaD//sodB//
go_0019290_5	
go_0019292_8	rluD//
go_0019294_6	alkB//nudB//asd//kduI//
go_0019299_6	thiI//
go_0019301_7	tsaB//yfbR//aroA//gshB//cysS//ogt//moeA//
go_0019303_7	opgB//yihS//
go_0019305_7	tilS//
go_0019309_7	gshB//
go_0019316_8	dkgB//cdd//yjjX//
go_0019318_5	ydfG//
go_0019323_6	fucO//waaJ//ackA//nrdB//purB//lpxT//nudF//
go_0019324_6	argC//uxuA//hisA//frlB//malS//
go_0019343_8	clsC//
go_0019344_7	waaH//
go_0019346_7	hcaE//
go_0019353_8	birA//sodC//garK//ndk//
go_0019354_6	polA//
go_0019379_5	paaG//
go_0019380_6	thrS//orn//
go_0019388_7	torA//
go_0019391_6	serS//
go_0019394_7	eno//
go_0019395_5	cysC//
go_0019404_8	phnL//sgbH//
go_0019413_6	tktB//ygjK//
go_0019419_4	murA//
go_0019427_7	bcsA//
go_0019430_5	mtn//rluC//rpe//
go_0019432_7	amyA//
go_0019439_5	argB//oxc//
go_0019447_8	betB//
go_0019450_9	kdsA//
go_0019464_7	mtlD//thiG//chbG//gcl//yfeW//prmC//
go_0019480_4	lysC//
go_0019509_7	
go_0019516_4	bglB//frmB//
go_0019521_6	orn//eno//
go_0019542_6	mak//
go_0019545_6	sodC//
go_0019546_9	argK//
go_0019563_7	purN//ulaG//gcd//
go_0019568_7	pldB//epmB//
go_0019569_7	mepS//citX//rffT//
go_0019571_8	nemA//ygeX//kefF//
go_0019572_8	tag//
go_0019584_7	
go_0019588_7	dkgA//aceA//
go_0019592_8	leuA//
go_0019595_8	cueO//
go_0019607_6	patD//leuA//
go_0019622_6	entD//rlmB//murE//
go_0019629_7	cysG//uxuA//
go_0019632_5	curA//apt//glk//dgoD//
go_0019634_5	nagZ//
go_0019645_6	murQ//phnM//menC//
go_0019646_6	yfiC//paoC//dmsA//ribF//
go_0019664_6	ispB//dacD//
go_0019665_5	pykA//
go_0019673_6	fre//
go_0019676_3	rfe//
go_0019677_8	
go_0019679_7	pta//rhaD//pflB//
go_0019686_6	lysC//
go_0019698_7	lpd//tktB//valS//serA//nudF//ybjG//
go_0019700_6	sbcB//glpB//ribE//malP//
go_0019740_2	uvrC//ybjG//recR//fau//pyrE//rlmH//
go_0019752_6	
go_0019805_6	umpH//
go_0019835_3	
go_0019852_5	tyrS//rihA//iscS//
go_0019854_6	coaA//cyoE//
go_0019856_7	ygjK//
go_0019858_7	pyrG//
go_0019859_7	astB//
go_0019877_6	alsK//trmA//gabD//
go_0019878_9	umpG//
go_0019935_6	yhdJ//eda//
go_0019985_8	lpoA//glpK//
go_0019988_7	gcvT//
go_0022417_4	etk//
go_0022610_2	kdsA//
go_0022611_3	manA//recJ//sseA//
go_0022900_4	hcaE//cobC//
go_0022904_5	lpxC//yjhH//ispH//
go_0023014_4	ddlA//proS//tsaE//
go_0030001_7	araB//serB//ispB//
go_0030007_8	serS//
go_0030026_9	
go_0030091_6	phr//treA//gapA//panC//
go_0030153_5	
go_0030162_7	
go_0030163_5	cyaA//bglX//bioH//rdgB//
go_0030244_9	
go_0030258_5	menF//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	acnA//entE//
go_0030388_5	feaB//pgaC//btuR//
go_0030488_6	folE//cysN//fadA//lpxC//nrfB//rhaM//truA//frdD//rffG//araD//
go_0030490_10	
go_0030497_7	moeA//hcaD//
go_0030541_4	
go_0030573_6	dadA//
go_0030632_8	astC//rnb//iscS//dbpA//
go_0030641_8	cadA//hemC//
go_0030643_8	
go_0030961_9	aroK//
go_0030980_7	citE//leuA//zwf//
go_0031118_8	metB//
go_0031119_8	uxuA//pnp//ynfH//lysC//mutM//frmA//
go_0031125_10	fre//
go_0031162_5	aldA//
go_0031167_6	yigB//idi//mtn//malP//rdgB//hyaC//
go_0031280_6	aroA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	gnd//
go_0031400_8	
go_0031439_9	
go_0031460_7	speF//panE//hisB//pldB//nudB//aroC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	bglA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	speF//
go_0032026_6	purA//
go_0032049_8	yihT//metC//speC//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	tsaD//
go_0032196_3	phnJ//
go_0032238_6	ydiB//
go_0032259_3	yeaG//hypB//cof//aroB//
go_0032261_6	epmC//
go_0032263_7	gor//rffM//
go_0032264_7	lpxH//ilvB//
go_0032265_7	paaH//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	pcm//kbaZ//pgpA//
go_0032329_7	clsB//yigL//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	pgsA//
go_0032445_10	epmA//sdhB//
go_0032462_7	feaB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rihA//trpA//caiB//yfcG//
go_0032774_6	mgsA//
go_0032775_6	pta//eptA//nfsB//
go_0032781_7	
go_0032784_8	
go_0032790_6	orn//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	rlmM//
go_0032978_7	
go_0033014_6	xthA//argF//
go_0033051_5	uidA//
go_0033120_8	
go_0033194_5	rnd//mdh//araA//
go_0033195_5	ybcF//
go_0033212_10	malP//cobS//
go_0033214_11	hemB//ilvM//
go_0033228_8	hemH//hcaD//frlB//
go_0033317_7	mobA//yjiA//sdhD//sbcB//
go_0033320_6	wrbA//
go_0033345_8	rsmE//acpT//
go_0033353_5	glpC//
go_0033359_7	ttdB//fabH//
go_0033384_6	yccX//
go_0033388_7	melA//
go_0033477_5	umpH//
go_0033499_8	rhaD//torY//folD//phnN//ydfG//
go_0033518_6	sucB//
go_0033539_7	icd//
go_0033542_7	gnd//
go_0033543_8	entC//
go_0033567_6	
go_0033585_7	cmk//entH//
go_0033611_8	hcaC//
go_0033683_7	
go_0034194_8	alkA//ampD//dmsB//
go_0034195_8	epmA//
go_0034198_6	scpB//nirB//
go_0034203_6	glcE//
go_0034204_5	ybjI//lysS//
go_0034213_6	ubiD//
go_0034214_7	xylA//trmA//putA//
go_0034219_6	glgP//rdgB//nudB//ppx//fcl//rlmL//ruvA//opgB//folP//thrC//ybhA//rnb//panE//waaP//thrC//cpsB//treC//umpG//ulaF//srlD//gpmM//phr//leuC//nrfD//sgbE//mhpA//adhE//pgpC//bioH//
go_0034220_6	pyrD//phnI//yfiC//argH//scpB//garD//
go_0034224_6	
go_0034227_8	menB//
go_0034258_8	rffM//
go_0034260_5	
go_0034289_7	pdxJ//
go_0034337_3	gltX//
go_0034355_7	ribA//waaJ//ygeX//rph//
go_0034401_5	
go_0034414_9	araB//
go_0034421_8	accA//
go_0034470_8	kefF//
go_0034552_7	
go_0034599_5	ileS//dsdA//murD//phnG//hisD//
go_0034605_5	rsmA//patD//
go_0034614_6	spoT//
go_0034620_6	gabT//
go_0034628_9	amyA//ghrB//alkB//trmO//glcD//
go_0034635_6	apaH//
go_0034644_7	alsK//
go_0034661_7	
go_0034775_7	rhaD//rluA//
go_0034983_9	cdsA//dkgB//
go_0035235_6	tnaA//ackA//thrC//
go_0035307_9	
go_0035335_8	frmA//pheS//
go_0035344_8	aspA//kdsB//
go_0035350_6	pyrG//
go_0035429_8	ruvA//murF//truC//eptA//argG//preT//
go_0035433_7	gshB//
go_0035434_9	nfsB//
go_0035435_9	bglX//mnaT//gshA//ubiF//
go_0035442_7	coaD//glnS//adhE//narZ//lpxK//cheR//idnK//
go_0035443_7	yjjG//yrfG//mutS//
go_0035444_9	ygjK//glxK//pnp//folE//
go_0035461_6	lpxC//
go_0035524_8	atoB//
go_0035552_6	hisD//
go_0035553_6	yjjX//
go_0035556_4	
go_0035600_8	glmU//
go_0035672_6	allC//gltX//citC//
go_0035725_9	gldA//lpxC//bioA//mnmA//folM//
go_0035784_9	selD//
go_0035864_6	
go_0035873_8	chbG//hmp//
go_0035999_5	glgX//pykF//ugd//
go_0036001_7	dgcM//
go_0036047_9	dapF//
go_0036049_9	glcD//
go_0036088_6	yegS//
go_0036104_6	talB//xdhB//
go_0036172_6	dgcM//
go_0036214_3	
go_0036265_6	aroH//
go_0036289_9	rihA//malQ//
go_0036448_6	recR//guaB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	pgpA//dadA//
go_0040033_9	
go_0042026_4	araA//epmA//moaD//acnB//
go_0042126_5	lpxB//
go_0042128_5	
go_0042150_7	mrcA//
go_0042157_5	
go_0042158_6	fadM//mltC//
go_0042177_7	
go_0042182_5	hisF//
go_0042219_6	
go_0042245_7	leuC//accD//cyaA//
go_0042254_5	puuA//
go_0042255_6	
go_0042274_5	astC//
go_0042304_7	
go_0042351_7	truC//
go_0042355_8	rutE//sbcB//proB//panB//kdsC//nrdA//
go_0042371_7	ycaO//
go_0042413_6	hcaD//dmsC//
go_0042450_7	aphA//hflX//serA//hcaC//entC//tgt//
go_0042454_7	ymdB//
go_0042493_4	glnE//rutC//malS//lplA//waaJ//murE//moeB//ldtA//cof//phoA//hemD//dhaL//bglB//
go_0042538_6	lysS//sdhA//gatD//
go_0042542_5	tehB//rdgB//miaB//glpB//
go_0042545_5	tyrS//
go_0042594_4	cysD//speC//lysC//aroG//
go_0042619_6	
go_0042710_4	glpC//dmsC//glcD//hinT//aroG//ulaG//rihC//psuG//
go_0042732_6	glgC//
go_0042744_6	treA//nrdA//
go_0042759_7	paaJ//
go_0042773_6	malY//
go_0042777_8	
go_0042780_10	apt//xdhB//
go_0042817_5	gabT//
go_0042819_6	fadH//
go_0042823_6	pgk//hemD//hemE//nadK//
go_0042838_6	pyrB//ulaF//purT//roxA//
go_0042840_7	leuC//opgE//ftnA//ileS//betA//gabD//
go_0042843_7	mltC//waaO//
go_0042846_8	rlmD//
go_0042852_9	waaC//
go_0042867_8	epmC//
go_0042873_7	rsmI//
go_0042882_10	nfi//puuC//
go_0042884_7	ribA//rfbC//glnE//
go_0042885_8	ahr//
go_0042891_6	lipB//cobT//hcp//paaJ//gloC//katG//phnL//
go_0042906_8	cdd//sgbU//rlmC//
go_0042908_5	rluA//
go_0042914_8	btuE//
go_0042918_6	maeA//nrdB//
go_0042919_6	
go_0042920_6	waaG//
go_0042928_7	
go_0042930_7	pdxH//lysC//yfdR//moeB//xylA//rffH//hyaA//aspS//glpK//mpaA//
go_0042938_8	rutE//entF//speD//
go_0042939_8	glgA//
go_0042941_8	paaG//
go_0042942_6	guaD//insI-1//
go_0042953_6	
go_0042956_8	yieF//thrC//
go_0042968_8	bglX//fucK//ppsA//
go_0043039_6	csdA//lpxC//valS//
go_0043041_6	rfbB//udk//
go_0043085_5	cobS//pyrE//pgsA//
go_0043086_5	nirD//
go_0043093_3	gutQ//pgsA//ynfE//ybjG//
go_0043097_6	nhoA//tsaE//
go_0043099_7	dapD//
go_0043100_6	truA//
go_0043102_5	alsK//
go_0043103_7	bfr//
go_0043137_6	hisI//fucI//
go_0043150_8	
go_0043157_6	waaH//
go_0043164_6	phnI//puuE//nfi//iscS//yfcF//hdhA//cysQ//
go_0043165_6	puuE//menF//
go_0043171_5	folP//queG//waaS//rpe//waaQ//
go_0043200_5	
go_0043201_6	
go_0043213_7	frc//fadK//
go_0043254_5	
go_0043335_3	mutT//garD//pinE//frlC//lplA//
go_0043433_5	gntK//thrC//tktB//
go_0043442_6	sodA//
go_0043456_6	bioA//
go_0043462_6	pcm//
go_0043470_6	
go_0043471_6	
go_0043488_5	ackA//hisS//yeiG//
go_0043547_7	
go_0043571_7	cysS//
go_0043610_4	trpC//paaK//tehB//
go_0043686_7	dkgB//
go_0043687_7	sgbU//serC//mrdA//yidA//opgB//
go_0043708_5	queC//
go_0043709_6	recJ//
go_0043711_5	
go_0043952_7	
go_0043953_7	dgcZ//
go_0044010_5	wrbA//tatD//trpC//dapA//paaA//proB//
go_0044011_4	manA//
go_0044036_5	trpS//tsaE//slt//
go_0044038_6	folM//yahK//
go_0044092_4	
go_0044179_5	
go_0044208_7	guaA//
go_0044238_3	dhaK//gabD//sodC//ahpC//
go_0044248_4	
go_0044255_4	
go_0044262_4	rluB//menB//
go_0044273_5	mnmE//
go_0044275_5	entF//
go_0044349_6	
go_0044355_6	yigL//
go_0044532_6	
go_0044659_7	eutD//
go_0044718_6	pgk//
go_0044764_3	
go_0044780_6	nrfC//
go_0044781_5	
go_0044787_5	carB//
go_0044874_7	
go_0045004_7	mraY//aroE//ahpC//
go_0045013_7	
go_0045226_7	cueO//yagF//dut//rutE//tdcE//ligB//
go_0045333_5	ubiG//lpoA//
go_0045337_6	ppsA//
go_0045454_4	rsmG//lipB//clsA//relA//paaH//nagZ//fumC//
go_0045471_5	murQ//murB//
go_0045717_8	rlmJ//fkpB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	rsmA//roxA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	aldA//trmH//ulaE//sgbH//appA//
go_0045893_8	frdB//murG//
go_0045900_9	
go_0045903_5	ispG//
go_0045912_6	dapD//napB//eptA//
go_0045926_5	
go_0045936_8	
go_0045947_9	ftsI//glcF//
go_0045975_9	
go_0045990_6	
go_0046037_8	tdk//
go_0046040_8	paaF//
go_0046047_8	idnD//
go_0046050_8	nrfA//aceB//ldcA//
go_0046052_8	ppk//
go_0046061_8	murG//
go_0046076_8	ilvH//
go_0046081_8	lyxK//accA//
go_0046086_6	queF//
go_0046098_7	feaB//
go_0046100_7	phnP//
go_0046101_6	mltA//icd//
go_0046103_9	glyS//
go_0046104_8	apt//
go_0046115_10	pgaB//
go_0046133_8	ynfH//amyA//
go_0046166_6	eptB//
go_0046168_6	accA//acpT//
go_0046176_6	waaL//rlmD//narV//ppx//
go_0046177_7	dosP//sbcB//tdcD//ldtA//
go_0046181_7	ymdB//
go_0046183_7	mepS//ycjU//mltF//
go_0046187_6	patZ//
go_0046196_5	srlD//
go_0046210_6	gcvH//waaL//mltF//
go_0046214_6	pgsA//
go_0046256_7	malY//gadA//
go_0046271_5	tdcD//
go_0046279_6	kduD//
go_0046292_4	gpt//
go_0046294_5	mcrA//glcF//
go_0046296_6	pyrB//ydiF//rsmF//
go_0046306_6	maeA//eutB//
go_0046323_10	trpD//
go_0046325_8	
go_0046336_6	cynT//
go_0046342_8	truB//
go_0046348_6	waaQ//aroC//
go_0046365_5	tynA//
go_0046392_7	glgP//sdhB//phnJ//rffC//
go_0046397_6	
go_0046416_6	rffG//
go_0046452_6	hpt//
go_0046459_6	tcdA//
go_0046470_5	
go_0046474_6	allD//waaQ//gmd//apaH//eutB//nrfD//
go_0046487_5	aroK//
go_0046501_6	pagP//
go_0046618_6	ynfE//accB//ruvC//hisC//sucC//paaZ//
go_0046654_7	cysE//dgt//ilvA//alaA//mltC//
go_0046655_5	ynfH//
go_0046656_6	fabH//mdh//ldtD//hemC//uxaA//metG//
go_0046657_6	truA//
go_0046677_4	hyaB//sodA//menB//lpxK//metK//pdxB//nanA//rnd//ybjG//araB//phoA//pphA//pgpB//acpS//waaU//ampD//frlB//ung//def//gpsA//scpC//cmk//sseA//fadB//napB//yihX//mug//nadD//hisS//ung//idnK//
go_0046685_4	thrB//aceA//
go_0046686_6	kdsC//
go_0046688_6	cadA//lpxD//
go_0046690_5	mutM//arnB//
go_0046710_8	hcaE//
go_0046718_8	nadE//rutB//
go_0046777_8	mltB//trmL//nirB//
go_0046834_6	pgl//
go_0046835_5	phnM//ispB//fadD//astB//rlmA//gluQ//clsC//luxS//dxr//sseA//glk//araA//ldhA//plsB//glnS//thiG//thrA//sdhB//fkpA//cysI//glcF//
go_0046836_7	tdcD//
go_0046839_6	bioC//
go_0046855_6	narV//
go_0046892_8	
go_0046901_7	rpe//
go_0046939_7	leuD//ravA//entE//pdeL//
go_0046942_7	rlmF//fcl//dsdA//
go_0046944_7	dacC//
go_0047484_6	
go_0048034_6	ssuE//
go_0048255_6	
go_0048473_8	tdcE//
go_0048518_4	
go_0048870_3	yigB//
go_0050427_5	insI-1//
go_0050667_6	ubiF//speD//
go_0050779_5	paaK//
go_0050790_4	rne//lacZ//
go_0050821_5	dkgA//mtgA//
go_0050918_5	yjiA//selB//
go_0050919_5	yahK//
go_0051050_5	
go_0051083_5	puuC//
go_0051085_5	alaS//tdcG//
go_0051090_4	phnJ//
go_0051091_5	tehB//
go_0051131_7	
go_0051143_8	paoC//
go_0051156_5	pgaC//
go_0051171_5	
go_0051188_5	waaS//
go_0051191_6	rfbB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	betA//arnA//
go_0051270_5	
go_0051271_6	fabG//pyrD//
go_0051274_8	
go_0051276_5	
go_0051289_8	ppsA//treF//folX//rnb//pheA//pta//trmL//hemC//serS//lpxP//argG//rlmD//panB//proB//guaD//hisB//mutY//nadC//ilvN//accC//queG//ubiC//mnmA//astB//aldB//tyrB//ribF//wecC//speA//mltD//cpdB//dadA//
go_0051301_3	murA//tauD//glnE//mak//ushA//pbpC//nudF//epmC//
go_0051302_5	
go_0051304_4	rpe//
go_0051338_5	
go_0051345_6	
go_0051346_6	thrC//
go_0051347_6	
go_0051349_6	
go_0051353_6	dmsA//
go_0051391_8	thrC//
go_0051409_4	trpA//
go_0051410_3	ubiE//
go_0051452_10	entF//
go_0051453_9	iaaA//
go_0051454_10	puuB//tyrA//hisC//dsdA//rph//
go_0051476_7	mrcA//
go_0051484_7	nrdD//
go_0051495_8	
go_0051595_6	proC//ychF//
go_0051596_6	adiA//lysS//yeaE//ppiC//
go_0051599_4	
go_0051603_6	sdhD//guaD//
go_0051604_5	phnG//hcaE//trpB//
go_0051607_4	mrcB//yqjH//
go_0051649_4	
go_0051668_4	
go_0051692_6	oxc//menE//
go_0051704_2	kdsD//dkgB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	cynS//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	rutC//citX//
go_0052778_6	malQ//
go_0052837_6	uxaC//
go_0055070_10	yeiG//
go_0055072_10	hdhA//ruvC//
go_0055085_5	entC//cysD//napA//epmC//ispG//polA//yjcS//yihX//guaC//dnaQ//mhpB//nrdB//ruvA//prpB//metL//nfi//ldtA//pdeL//ribB//rlmL//alsK//dgt//entE//accD//rlmB//ldhA//hcaB//cysH//rsmI//mdh//psuG//gpp//coaA//gcvT//accB//ahr//truC//entH//ligA//alsE//trpE//paaB//hisF//deoD//pfkB//argG//accC//nadC//aceA//feaB//rlmB//malZ//rnd//glgC//ispF//mnaT//aroL//purU//malP//ydiB//yjcS//galT//panE//alkB//thrA//araA//kduI//rsmF//cheB//ansB//glyS//dxr//nhoA//garL//rfbC//nirB//frlB//mmuM//alr//rhaB//
go_0055086_4	narG//yfcF//
go_0055114_3	dgcM//leuD//proB//argG//fbp//thiG//rne//ygeX//ybcF//rfbB//dinB//yfaU//accA//mltA//yhdJ//glpD//nudC//betB//tsaB//ndk//rutA//tsaC//umuC//solA//bioB//allC//ung//metK//ada//metG//gcl//phnN//ghrB//gpp//lpxH//thiE//mnaT//pphA//nrdF//cysS//eno//nrdF//rsmD//dhaM//
go_0055129_5	eno//yjiA//ulaD//
go_0055130_8	otsA//amiD//
go_0060003_10	rph//rnd//
go_0060274_5	lsrK//
go_0060326_5	glcB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	recG//
go_0061077_4	katG//yihX//yfdR//gloA//cysS//
go_0061475_9	sucB//
go_0061504_8	entC//
go_0061610_5	phnI//
go_0061615_7	hisF//katE//
go_0061720_5	ynfH//caiD//rihA//
go_0065002_6	bioA//
go_0065007_2	fdhF//
go_0070084_7	gutQ//
go_0070178_5	ynfF//
go_0070207_8	der//purN//torC//
go_0070298_8	
go_0070301_6	psuG//nrdF//
go_0070329_5	rutA//
go_0070413_7	yjjG//
go_0070415_6	entC//hflX//
go_0070417_5	mmuM//
go_0070453_7	fabH//
go_0070475_7	hisI//cobT//hflX//aroB//miaA//insI-2//prs//dacD//ileS//gpt//gcl//treA//dacA//kbaZ//agp//rhaA//phnP//mraY//accD//
go_0070476_7	lsrG//bglB//
go_0070482_4	abgB//
go_0070574_9	aceB//dgkA//fabA//solA//
go_0070581_8	
go_0070588_9	
go_0070689_6	alkB//sad//
go_0070726_5	insI-2//ilvE//
go_0070778_6	ltaE//aroA//
go_0070894_6	
go_0070930_7	
go_0070981_6	bfr//
go_0070989_4	fkpA//
go_0071139_6	
go_0071218_6	yqjH//
go_0071229_5	
go_0071230_6	fadA//
go_0071236_5	yjjX//purF//gpt//
go_0071237_6	
go_0071243_5	cynS//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	mhpD//
go_0071271_7	menH//
go_0071276_7	
go_0071280_7	hemA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	ynfF//lsrK//
go_0071289_7	dadA//
go_0071291_6	btuE//
go_0071292_7	fabH//
go_0071294_7	umuD//
go_0071310_5	
go_0071421_9	rsmJ//metG//xapA//
go_0071422_7	sufS//ynfH//idnK//
go_0071423_8	ravA//
go_0071454_5	gshB//dusB//
go_0071456_5	
go_0071467_5	
go_0071468_6	trpB//metK//tnaA//dcyD//
go_0071470_5	
go_0071474_6	zwf//paaF//hisH//
go_0071500_5	ileS//
go_0071502_5	
go_0071555_4	nirD//gloC//accB//poxB//feaB//galE//cof//metK//
go_0071577_9	mnmG//dgcZ//alaA//yfcG//metE//malQ//
go_0071705_5	
go_0071731_5	
go_0071732_6	araB//
go_0071769_5	
go_0071805_4	fcl//hemN//etk//lpxP//ynfF//frc//yigB//folP//ygjK//
go_0071806_6	sbcB//recR//
go_0071807_8	
go_0071897_6	ybjI//waaF//lpoA//rlmH//purA//idnK//
go_0071915_9	gcvH//
go_0071932_8	glnS//
go_0071934_6	fadD//
go_0071945_7	
go_0071951_8	paaB//
go_0071963_4	
go_0071973_6	puuC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	mhpD//eptC//
go_0072348_5	clsA//
go_0072488_7	fadH//
go_0072511_7	orn//
go_0072531_6	rfbD//
go_0072581_9	mnmA//
go_0072714_5	
go_0075713_7	
go_0080111_4	eutB//yqhD//
go_0089705_7	
go_0089709_7	ileS//thiI//
go_0090071_6	
go_0090116_7	cysC//
go_0090143_4	
go_0090305_6	yfaU//garD//trpD//pgi//phnI//sdhB//mhpB//mutS//sdaB//dgkA//hemN//yihT//phnI//gudD//nrfB//yccX//dcm//pabA//ttdB//pagP//hypB//cynT//ftnA//udk//ssuE//pgm//mocA//guaA//glnS//dcd//yeaE//fabD//gabD//uidA//ilvI//cpsB//argE//idnK//thiD//oxc//pfkB//katG//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	pck//csdA//bglA//thiH//dld//fklB//moeB//sbcB//lyxK//glmM//entC//proS//
go_0090502_8	ribB//eptB//yhdJ//tdh//kdgK//menF//rutA//aspA//menD//dapA//scpB//bioC//aroD//ppsA//mnmA//katG//entC//
go_0090503_8	thiC//hemC//yhdH//mnmE//rlmC//waaO//pcm//kdsA//fkpB//
go_0090529_5	
go_0090540_10	napC//
go_0090549_5	
go_0090609_6	ispU//
go_0097056_7	waaU//
go_0097264_6	cobB//
go_0097304_7	metF//
go_0097339_7	pncB//
go_0097428_6	dacC//rbsK//
go_0097502_4	mhpB//
go_0097510_7	waaQ//
go_0097533_5	
go_0097638_8	glcE//
go_0098002_8	
go_0098655_7	iscS//metH//hycB//sdhA//mcrA//cysM//fabG//ygeX//rsmA//dacD//bioC//hisF//prmB//menH//gatY//
go_0098656_7	lplA//
go_0098707_10	
go_0098708_8	murC//gmhB//
go_0098710_7	acnB//uxuB//
go_0098713_8	sufS//thrA//
go_0098719_9	
go_0098732_6	queG//
go_0098795_9	fbp//
go_0098869_4	lacZ//pdxY//nadB//ddlB//nadK//mgsA//sodA//pdeR//moeB//ulaF//psuG//alaC//gstA//dmsC//prpC//
go_0099131_7	katG//
go_0099132_7	dadA//malQ//dgcM//gudD//prpC//metK//rsmG//eptB//
go_0099133_8	murQ//betB//sgbU//mltA//ulaD//rimK//ispA//ppk//yagF//alaS//waaH//ribC//
go_0101030_8	glcB//
go_1900190_5	eptC//
