# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	hisS//
go_0015909_8	rlmC//
go_0015912_8	leuA//
go_0015914_7	dnaE//
go_0015920_7	lpxH//waaL//
go_0015937_7	idnO//gatD//sodB//dmlA//
go_0015940_6	eutD//
go_0015944_4	pyrF//ddlB//fucO//
go_0015949_5	tatD//sdhA//hyaC//uidA//paaC//mutM//tyrS//phnN//rlmF//curA//thiH//ndh//dgoK//ispH//folE//gstA//pabA//hisA//
go_0015950_6	kbaZ//
go_0015951_7	mmuM//ybjI//
go_0015968_6	
go_0015969_8	ldtA//nadE//
go_0015976_2	tsaD//
go_0015986_7	
go_0015990_10	waaH//ispF//
go_0016024_7	pdeF//
go_0016032_5	fadJ//
go_0016036_6	lpoB//rlmE//
go_0016042_5	
go_0016052_5	thiC//ileS//glnA//aspC//
go_0016075_8	rutA//
go_0016078_8	yfdR//
go_0016094_6	dhaM//proS//
go_0016226_5	fabH//rlmG//hisS//ilvE//
go_0016259_7	wecB//
go_0016260_8	hycB//waaU//arsC//
go_0016310_6	rutB//serB//bioF//dusC//pgl//pcm//narG//carA//yihS//mcrA//coaE//glk//pgaC//apaH//udp//bcsA//cadA//
go_0016311_6	xapA//iaaA//plsB//csdA//ubiC//puuE//waaO//aspA//mltA//bioF//fdhF//tdcB//umpG//bioC//ygjK//epmB//yidA//yciV//hisD//ruvC//ackA//ppx//cysM//glpD//ubiG//argF//pabC//bioB//phnN//clsC//ilvD//rhaM//narH//mltB//orn//tynA//dhaL//trmD//relA//cysG//
go_0016458_3	
go_0016485_6	yfdR//maeA//
go_0016540_7	guaA//dgoA//
go_0016579_7	kdsD//
go_0016998_5	dapF//
go_0017001_5	yeaE//
go_0017003_8	bioB//
go_0017004_7	mmuM//
go_0017013_7	
go_0017038_6	
go_0017148_8	tadA//melA//rluD//puuA//gabT//
go_0017189_7	umpH//
go_0017198_7	lpoB//
go_0018012_8	nagB//
go_0018023_7	narY//
go_0018063_8	ulaE//
go_0018070_8	purT//allD//
go_0018104_8	ilvM//glpB//metB//ndh//waaP//
go_0018105_8	cysG//
go_0018106_8	
go_0018108_8	eptA//
go_0018117_8	
go_0018125_6	gatY//
go_0018131_6	bioA//
go_0018160_8	gpt//
go_0018206_8	lysA//
go_0018247_9	ruvB//
go_0018283_6	
go_0018298_7	bglB//
go_0018307_7	dhaM//
go_0018315_8	fbp//
go_0018339_9	deoB//
go_0018345_8	yciV//
go_0018364_6	mltA//acs//
go_0018378_9	
go_0018393_10	gatY//
go_0018394_9	umpG//
go_0018410_8	allD//
go_0018909_5	rsmI//
go_0018937_4	yagF//
go_0019042_6	paaG//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	nadE//
go_0019243_7	rffT//pagP//frdB//accC//
go_0019249_6	mcrA//
go_0019250_7	dacA//
go_0019262_6	rdgB//sgbH//pnp//garR//gapA//
go_0019264_7	trmJ//
go_0019272_9	yfaU//rlmB//
go_0019284_7	lpxL//truA//
go_0019285_5	clsB//bacA//
go_0019288_6	rfbC//thiD//cysQ//arnA//
go_0019290_5	
go_0019292_8	ugd//
go_0019294_6	selA//cysM//mhpB//napC//
go_0019299_6	mrdA//
go_0019301_7	allC//udp//recG//paaZ//cynT//nemA//talB//
go_0019303_7	folE//yigL//
go_0019305_7	alsE//
go_0019309_7	truB//
go_0019316_8	rlmH//bacA//ldtE//
go_0019318_5	purL//
go_0019323_6	ogt//dsdA//glpD//menI//adeD//yjhH//bglA//
go_0019324_6	phnP//paaA//murI//cof//kbaZ//
go_0019343_8	carB//
go_0019344_7	aspC//
go_0019346_7	ldtD//
go_0019353_8	sodC//hinT//argI//gldA//
go_0019354_6	pphA//
go_0019379_5	pcm//
go_0019380_6	dapF//hisB//
go_0019388_7	astB//
go_0019391_6	rnb//
go_0019394_7	ugd//
go_0019395_5	purD//
go_0019404_8	rihB//ldhA//
go_0019413_6	tyrB//speG//
go_0019419_4	metG//
go_0019427_7	yeaE//
go_0019430_5	hypF//fruK//metK//
go_0019432_7	psd//
go_0019439_5	ilvC//puuD//
go_0019447_8	coaE//
go_0019450_9	argB//
go_0019464_7	pdeL//bioB//tynA//pdxJ//fumB//narG//
go_0019480_4	hypB//
go_0019509_7	
go_0019516_4	yihS//mnmC//
go_0019521_6	torA//ascB//
go_0019542_6	purB//
go_0019545_6	edd//
go_0019546_9	add//
go_0019563_7	rlmB//gcvH//entD//
go_0019568_7	entH//yciA//
go_0019569_7	folE//epmB//uvrA//
go_0019571_8	pykF//gshB//upp//
go_0019572_8	nhoA//
go_0019584_7	
go_0019588_7	hypB//aceF//
go_0019592_8	ndk//
go_0019595_8	bfr//
go_0019607_6	glgC//uvrA//
go_0019622_6	uxuB//adhP//glcB//
go_0019629_7	rpiB//recR//
go_0019632_5	menI//gor//glpB//galE//
go_0019634_5	ldcC//
go_0019645_6	speG//mltC//bioA//
go_0019646_6	argH//cdh//purA//tktA//
go_0019664_6	fkpB//xylB//
go_0019665_5	puuD//
go_0019673_6	arnB//
go_0019676_3	nudG//
go_0019677_8	
go_0019679_7	cobB//der//ynfF//
go_0019686_6	atoB//
go_0019698_7	fabG//yfcG//phnP//accB//fabZ//gltX//
go_0019700_6	glcE//bioB//clsC//pyrB//
go_0019740_2	cadA//dkgA//tsaB//tig//rlmD//ligA//
go_0019752_6	
go_0019805_6	paaG//
go_0019835_3	
go_0019852_5	pepD//psd//idi//
go_0019854_6	cheB//aldA//
go_0019856_7	yccX//
go_0019858_7	yqhD//
go_0019859_7	entF//
go_0019877_6	deoC//glnS//alaC//
go_0019878_9	purD//
go_0019935_6	mnmE//dacA//
go_0019985_8	fkpB//glpC//
go_0019988_7	proS//
go_0022417_4	yjjX//
go_0022610_2	tyrA//
go_0022611_3	tdcD//panE//mocA//
go_0022900_4	nrfC//hisC//
go_0022904_5	cynS//hcaF//pyrH//
go_0023014_4	yciV//pdeH//plsB//
go_0030001_7	lysA//lgoD//fadK//
go_0030007_8	folM//
go_0030026_9	
go_0030091_6	ilvI//yjhH//ppc//gloB//
go_0030153_5	
go_0030162_7	
go_0030163_5	rsmD//pdeR//alaS//rsgA//
go_0030244_9	
go_0030258_5	ilvD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	gnd//rne//
go_0030388_5	nirB//moeB//yahK//
go_0030488_6	tauD//frdA//pgpB//tsaB//tktA//coaD//gabD//tyrA//nth//rfe//
go_0030490_10	
go_0030497_7	hisD//tsaE//
go_0030541_4	
go_0030573_6	rsmH//
go_0030632_8	cdd//tsaB//menD//tyrA//
go_0030641_8	lsrK//mutY//
go_0030643_8	
go_0030961_9	alsE//
go_0030980_7	ileS//yfdR//betB//
go_0031118_8	yjcS//
go_0031119_8	rlmD//puuB//nanA//dkgA//polA//tesB//
go_0031125_10	dadA//
go_0031162_5	truB//
go_0031167_6	bcsA//coaA//gabD//rimK//narV//fklB//
go_0031280_6	rutD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	hisF//
go_0031400_8	
go_0031439_9	
go_0031460_7	lysS//add//yihT//ribD//dam//ygeX//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	fucI//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	eutB//
go_0032026_6	preT//
go_0032049_8	folC//waaC//rluE//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	speE//
go_0032196_3	pdeR//
go_0032238_6	allC//
go_0032259_3	narV//sgbH//uxaA//waaA//
go_0032261_6	pgm//
go_0032263_7	bglB//speF//
go_0032264_7	moaE//orn//
go_0032265_7	epmB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	nadA//mltD//rihA//
go_0032329_7	fadI//gltX//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	hcaD//
go_0032445_10	gph//aphA//
go_0032462_7	rfbC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	pabB//glgP//glgP//prpD//
go_0032774_6	nrdA//
go_0032775_6	fabH//valS//yccX//
go_0032781_7	
go_0032784_8	
go_0032790_6	pbpC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	thiH//
go_0032978_7	
go_0033014_6	rfbD//uvrA//
go_0033051_5	menB//
go_0033120_8	
go_0033194_5	bglX//thrC//cysG//
go_0033195_5	glmU//
go_0033212_10	sodC//mltD//
go_0033214_11	gldA//patA//
go_0033228_8	tadA//lpoB//ahpC//
go_0033317_7	dsdA//mltD//waaB//asd//
go_0033320_6	uxaB//
go_0033345_8	hisA//cysE//
go_0033353_5	nemA//
go_0033359_7	hchA//uxaA//
go_0033384_6	umuD//
go_0033388_7	alr//
go_0033477_5	bglX//
go_0033499_8	rfe//pgpA//nudF//kdsC//pfkB//
go_0033518_6	cysK//
go_0033539_7	rbn//
go_0033542_7	ndh//
go_0033543_8	cdsA//
go_0033567_6	
go_0033585_7	luxS//talB//
go_0033611_8	wcaJ//
go_0033683_7	
go_0034194_8	metB//dapA//fadE//
go_0034195_8	hisD//
go_0034198_6	mnmA//garL//
go_0034203_6	alr//
go_0034204_5	yahK//hemA//
go_0034213_6	waaQ//
go_0034214_7	bioB//nrdF//ansB//
go_0034219_6	galE//mnmA//argK//ldtA//uvrC//guaB//trmI//epmB//dmsA//mog//tesB//ispA//acpH//queA//rluA//yegS//recJ//ppiA//murE//gatZ//dacA//fdhF//serC//nfsB//avtA//hisI//sucA//otsB//fadA//
go_0034220_6	ubiC//tyrB//mltA//gdhA//pyrE//tyrB//
go_0034224_6	
go_0034227_8	lldD//
go_0034258_8	lysA//
go_0034260_5	
go_0034289_7	gntK//
go_0034337_3	acs//
go_0034355_7	menD//umuC//miaB//tyrB//
go_0034401_5	
go_0034414_9	ydiB//
go_0034421_8	gpp//
go_0034470_8	waaU//
go_0034552_7	
go_0034599_5	thyA//fabH//rluE//ldtB//rihB//
go_0034605_5	ymdB//ahpC//
go_0034614_6	dgcM//
go_0034620_6	fabH//
go_0034628_9	ruvA//dhaM//yjhH//aroE//rsmJ//
go_0034635_6	yhdH//
go_0034644_7	adhP//
go_0034661_7	
go_0034775_7	plsB//pphB//
go_0034983_9	garR//cysN//
go_0035235_6	pgm//gph//thiL//
go_0035307_9	
go_0035335_8	ulaG//gpmA//
go_0035344_8	ispF//fkpB//
go_0035350_6	mhpA//
go_0035429_8	hemL//lpxK//ulaF//phnI//rsmA//rutA//
go_0035433_7	glgP//
go_0035434_9	nanK//
go_0035435_9	waaC//kdsB//mobA//yciA//
go_0035442_7	recR//puuD//edd//waaG//glcE//alr//gmk//
go_0035443_7	glcB//rlmE//rutA//
go_0035444_9	ulaF//surA//adhP//tpiA//
go_0035461_6	pck//
go_0035524_8	dfp//
go_0035552_6	umuC//
go_0035553_6	nfsB//
go_0035556_4	
go_0035600_8	cysE//
go_0035672_6	mngB//paaJ//rpiA//
go_0035725_9	ubiI//rlmM//cysK//mog//rhaD//
go_0035784_9	cobB//
go_0035864_6	
go_0035873_8	rlmH//hemE//
go_0035999_5	ldtE//gmd//pck//
go_0036001_7	gloA//
go_0036047_9	yrfG//
go_0036049_9	pdeL//
go_0036088_6	dgkA//
go_0036104_6	ymdB//rihC//
go_0036172_6	fbp//
go_0036214_3	
go_0036265_6	ubiX//
go_0036289_9	hisI//lsrK//
go_0036448_6	cof//eutB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	nrfC//etk//
go_0040033_9	
go_0042026_4	fadA//gadA//fadA//bacA//
go_0042126_5	ppiA//
go_0042128_5	
go_0042150_7	purB//
go_0042157_5	
go_0042158_6	nrfC//yeiG//
go_0042177_7	
go_0042182_5	mmuM//
go_0042219_6	
go_0042245_7	hisD//clsB//xthA//
go_0042254_5	amiD//
go_0042255_6	
go_0042274_5	murB//
go_0042304_7	
go_0042351_7	argF//
go_0042355_8	rpiA//frlB//panE//glcB//serS//menB//
go_0042371_7	waaY//
go_0042413_6	arsC//ulaE//
go_0042450_7	nadE//nfsB//alaS//purN//garD//mutH//
go_0042454_7	epmA//
go_0042493_4	pyrD//garL//yjiA//rutD//hcaB//yjjX//folC//ilvA//kduD//ispA//mak//dacA//kefF//
go_0042538_6	narH//waaS//menA//
go_0042542_5	lpxM//poxB//maa//slyD//
go_0042545_5	aroE//
go_0042594_4	mltF//panB//nfsB//ychF//
go_0042619_6	
go_0042710_4	rihB//tnaA//slt//nagZ//ilvI//ribB//mhpC//bioA//
go_0042732_6	allD//
go_0042744_6	rluA//fabZ//
go_0042759_7	lgoD//
go_0042773_6	yfeW//
go_0042777_8	
go_0042780_10	hcaF//aspA//
go_0042817_5	phoA//
go_0042819_6	pdxH//
go_0042823_6	ldhA//gstA//eutB//yqaB//
go_0042838_6	glpB//paaF//phoA//lpoB//
go_0042840_7	hcaC//fau//xylB//malZ//coaD//thrS//
go_0042843_7	deoA//purF//
go_0042846_8	mtn//
go_0042852_9	mltC//
go_0042867_8	fau//
go_0042873_7	yihU//
go_0042882_10	ldtA//speD//
go_0042884_7	pdxB//paaK//murA//
go_0042885_8	thyA//
go_0042891_6	nrdA//dsdA//cyaA//phr//patD//hemL//prmC//
go_0042906_8	cyaA//tnaA//menB//
go_0042908_5	yihX//
go_0042914_8	prpC//
go_0042918_6	dsdA//nadB//
go_0042919_6	
go_0042920_6	pbpC//
go_0042928_7	
go_0042930_7	yggF//glnS//pgaC//gstA//rluB//entB//bcsA//mhpB//sgbE//cysG//
go_0042938_8	wzb//chbF//ddlB//
go_0042939_8	lpxD//
go_0042941_8	argI//
go_0042942_6	cysG//fabA//
go_0042953_6	
go_0042956_8	yeiG//fabI//
go_0042968_8	glpA//queC//hcaE//
go_0043039_6	serS//pyrE//yciA//
go_0043041_6	cynS//cobB//
go_0043085_5	prmB//nadK//thyA//
go_0043086_5	mutS//
go_0043093_3	srlD//thiE//rlmJ//hcp//
go_0043097_6	hisI//menB//
go_0043099_7	yfaU//
go_0043100_6	rfbB//
go_0043102_5	frdA//
go_0043103_7	ilvB//
go_0043137_6	accB//kdsB//
go_0043150_8	
go_0043157_6	paaF//
go_0043164_6	cpdB//lpxM//yihS//proS//metL//rsmD//metE//
go_0043165_6	mak//gmhB//
go_0043171_5	ghrB//ttdB//yhdH//rihC//narV//
go_0043200_5	
go_0043201_6	
go_0043213_7	dgoD//pgaB//
go_0043254_5	
go_0043335_3	glgX//frc//maeA//ppx//cobB//
go_0043433_5	pyrG//folP//fadB//
go_0043442_6	dapD//
go_0043456_6	rlmH//
go_0043462_6	yagE//
go_0043470_6	
go_0043471_6	
go_0043488_5	coaE//yihS//ubiG//
go_0043547_7	
go_0043571_7	hyi//
go_0043610_4	aceB//ilvH//aroG//
go_0043686_7	mltF//
go_0043687_7	abgB//galU//ydiO//pphA//ndh//
go_0043708_5	clsA//
go_0043709_6	ushA//
go_0043711_5	
go_0043952_7	
go_0043953_7	btuR//
go_0044010_5	guaA//ulaE//dgoD//waaH//cysE//rph//
go_0044011_4	wzc//
go_0044036_5	rbn//thiI//ppk//
go_0044038_6	melA//sdhA//
go_0044092_4	
go_0044179_5	
go_0044208_7	rffG//
go_0044238_3	nagA//mhpC//malQ//uvrA//
go_0044248_4	
go_0044255_4	
go_0044262_4	uxuA//ldcC//
go_0044273_5	srlD//
go_0044275_5	queC//
go_0044349_6	
go_0044355_6	bioF//
go_0044532_6	
go_0044659_7	malY//
go_0044718_6	pfkB//
go_0044764_3	
go_0044780_6	nrdD//
go_0044781_5	
go_0044787_5	nanK//
go_0044874_7	
go_0045004_7	phnN//fadH//yqhD//
go_0045013_7	
go_0045226_7	kdgK//menC//malS//pldB//nagK//fkpB//
go_0045333_5	gph//nth//
go_0045337_6	ssuE//
go_0045454_4	frdA//mrdA//yieH//fadM//ynfE//asd//menD//
go_0045471_5	ravA//rfbB//
go_0045717_8	glnA//cmoB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	phnI//ribD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	treA//paaK//sseA//queD//hypF//
go_0045893_8	coaD//ssuE//
go_0045900_9	
go_0045903_5	gor//
go_0045912_6	gloB//cobC//nrdB//
go_0045926_5	
go_0045936_8	
go_0045947_9	rluD//rihC//
go_0045975_9	
go_0045990_6	
go_0046037_8	coaD//
go_0046040_8	rsmF//
go_0046047_8	prpC//
go_0046050_8	ada//coaE//deoA//
go_0046052_8	lpxH//
go_0046061_8	waaP//
go_0046076_8	dhaM//
go_0046081_8	mutM//narY//
go_0046086_6	fumB//
go_0046098_7	insI-2//
go_0046100_7	dmlA//
go_0046101_6	fumA//glpX//
go_0046103_9	hcp//
go_0046104_8	fabZ//
go_0046115_10	rlmB//
go_0046133_8	speD//queD//
go_0046166_6	pfkA//
go_0046168_6	nrfC//fadD//
go_0046176_6	nagA//argG//dgt//serC//
go_0046177_7	fadH//kdgK//hyaC//rhaB//
go_0046181_7	tdcB//
go_0046183_7	amyA//acnA//mltB//
go_0046187_6	ydiO//
go_0046196_5	rsmH//
go_0046210_6	purF//rluB//arsC//
go_0046214_6	frmA//
go_0046256_7	sgbU//rsmD//
go_0046271_5	tsaB//
go_0046279_6	aceB//
go_0046292_4	tsaB//
go_0046294_5	epmC//cheB//
go_0046296_6	fadD//epmC//hypB//
go_0046306_6	speD//hypF//
go_0046323_10	xylB//
go_0046325_8	
go_0046336_6	galM//
go_0046342_8	puuD//
go_0046348_6	ubiF//kduD//
go_0046365_5	fabA//
go_0046392_7	narV//ribD//sdhC//dusB//
go_0046397_6	
go_0046416_6	araB//
go_0046452_6	recF//
go_0046459_6	kefF//
go_0046470_5	
go_0046474_6	frdC//trpS//mtn//paaG//ada//nudB//
go_0046487_5	narI//
go_0046501_6	gltX//
go_0046618_6	dapF//ispU//yagE//pdeR//paoC//sufS//
go_0046654_7	leuB//frmA//bioF//rnb//panB//
go_0046655_5	epmC//
go_0046656_6	cmoA//torA//yggF//yciV//puuE//lgoD//
go_0046657_6	purC//
go_0046677_4	trmL//rsmH//cynT//argF//lpoB//clsA//ispH//yidA//sdaA//ldhA//ligB//hemC//glpK//folA//narI//mutH//dxr//eutD//argI//yfiC//tsaB//dusC//rihB//idnO//ulaF//gpt//carB//mhpA//argG//pykA//hemC//
go_0046685_4	mtlD//pagP//
go_0046686_6	trmJ//
go_0046688_6	queG//adhP//
go_0046690_5	suhB//narG//
go_0046710_8	mnmA//
go_0046718_8	accB//dosP//
go_0046777_8	dfp//orn//bioF//
go_0046834_6	trmH//
go_0046835_5	mepS//dgoK//bcsA//hpt//plsC//mmuM//ribB//sgbH//dmsA//ldcC//waaY//paoC//rffM//acpS//ulaF//ilvC//hisA//phnM//leuB//dut//dosP//
go_0046836_7	hcp//
go_0046839_6	add//
go_0046855_6	paaE//
go_0046892_8	
go_0046901_7	garD//
go_0046939_7	asd//glpB//mnaT//waaP//
go_0046942_7	leuB//tynA//yajO//
go_0046944_7	malY//
go_0047484_6	
go_0048034_6	dcyD//
go_0048255_6	
go_0048473_8	sdhD//
go_0048518_4	
go_0048870_3	pyrF//
go_0050427_5	abgB//
go_0050667_6	paaE//thrB//
go_0050779_5	ubiX//
go_0050790_4	pheA//phnN//
go_0050821_5	cyoE//yciV//
go_0050918_5	gdhA//galE//
go_0050919_5	ubiI//
go_0051050_5	
go_0051083_5	murD//
go_0051085_5	gltD//nagB//
go_0051090_4	ahr//
go_0051091_5	patZ//
go_0051131_7	
go_0051143_8	hisI//
go_0051156_5	eutD//
go_0051171_5	
go_0051188_5	cysI//
go_0051191_6	cheR//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	mutM//waaH//
go_0051270_5	
go_0051271_6	lpxD//glyA//
go_0051274_8	
go_0051276_5	
go_0051289_8	yggF//speE//citE//yihS//fadD//pphA//melA//patA//dapB//hemB//umuC//recR//btuR//prpB//betA//curA//rpiB//yghU//aroL//acpH//mog//prpD//frdB//adhP//nemA//ldtE//curA//lpxK//etk//panC//dld//hcaE//
go_0051301_3	fadH//ulaG//fumB//ribA//aldB//mtn//hcp//bcsA//
go_0051302_5	
go_0051304_4	lpxD//
go_0051338_5	
go_0051345_6	
go_0051346_6	dnaE//
go_0051347_6	
go_0051349_6	
go_0051353_6	glnA//
go_0051391_8	asd//
go_0051409_4	dut//
go_0051410_3	truA//
go_0051452_10	entE//
go_0051453_9	deoC//
go_0051454_10	mdh//moeB//bcsA//dsdA//acs//
go_0051476_7	polA//
go_0051484_7	carB//
go_0051495_8	
go_0051595_6	aroL//umpG//
go_0051596_6	dcyD//malY//nrdA//glgX//
go_0051599_4	
go_0051603_6	narV//queD//
go_0051604_5	serC//paoC//pcm//
go_0051607_4	yhdJ//chbG//
go_0051649_4	
go_0051668_4	
go_0051692_6	pfkA//glyA//
go_0051704_2	dsdA//dusB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	galE//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	patD//nudF//
go_0052778_6	rsmG//
go_0052837_6	azoR//
go_0055070_10	dgt//
go_0055072_10	metF//rihA//
go_0055085_5	narI//nrfC//pgpB//ydiO//purU//pgsA//mnmG//glpD//rnd//purN//pta//kdsA//pgaD//fabG//selD//fadH//tpiA//leuB//gcd//yqjH//fcl//ldtC//yciV//pinE//pdxH//gshB//ldtA//metB//panE//cyaA//fabI//ndh//gldA//carB//fucO//scpB//ansA//torC//fcl//rpe//lsrG//malY//glgP//cysD//pgpB//rsmE//eutB//alr//dkgA//trpA//yeiG//ilvA//hcaF//preA//treF//thyA//pyrC//lsrK//phr//rsuA//ynfH//dmlA//glcD//dmlA//paaG//ravA//cobT//yqhD//rfbB//psd//thiE//rihB//glpD//tsaE//panC//katG//yfiC//edd//glmU//rffC//
go_0055086_4	oxc//hemG//
go_0055114_3	tdcE//aceB//waaP//selB//aroA//hisS//gutQ//fadI//metG//mobA//purL//tsaE//deoD//mobA//tesB//pgpC//xdhB//accC//uxuB//ispG//upp//mutM//cynT//dinB//gatD//mog//pepD//luxS//selD//gabT//wrbA//frdB//hchA//glcB//gapA//cysD//pdxH//ribD//fcl//rutC//pdxY//ghrB//cyaA//argE//
go_0055129_5	maeA//glgX//manA//
go_0055130_8	ispB//epmA//
go_0060003_10	xapA//adhE//
go_0060274_5	srlD//
go_0060326_5	rlmF//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	tatD//
go_0061077_4	rnpA//fadB//fadE//rffG//pfkA//
go_0061475_9	metG//
go_0061504_8	asd//
go_0061610_5	mnaT//
go_0061615_7	fklB//tsaC//
go_0061720_5	rlmL//lpxC//lsrK//
go_0065002_6	cysG//
go_0065007_2	glnE//
go_0070084_7	pdxH//
go_0070178_5	ldtD//
go_0070207_8	rimK//yieF//garD//
go_0070298_8	
go_0070301_6	udp//tdcE//
go_0070329_5	acpH//
go_0070413_7	fklB//
go_0070415_6	hyaB//rffH//
go_0070417_5	dmlA//
go_0070453_7	lpxC//
go_0070475_7	yfcF//dmsA//allD//waaH//astC//roxA//uvrA//prmB//truD//patD//ppiA//gabD//polA//mak//phnP//paaC//cmk//talB//yahK//
go_0070476_7	menH//dkgA//
go_0070482_4	ansA//
go_0070574_9	phnO//ribD//gloB//mhpB//
go_0070581_8	
go_0070588_9	
go_0070689_6	ansB//ahpC//
go_0070726_5	pfkA//asnA//
go_0070778_6	chbG//fadA//
go_0070894_6	
go_0070930_7	
go_0070981_6	allB//
go_0070989_4	paaF//
go_0071139_6	
go_0071218_6	napC//
go_0071229_5	
go_0071230_6	relA//
go_0071236_5	galM//rlmB//lpxP//
go_0071237_6	
go_0071243_5	speD//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	trpA//
go_0071271_7	ttdB//
go_0071276_7	
go_0071280_7	puuA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	pgaD//sdhA//
go_0071289_7	hdhA//
go_0071291_6	nrdD//
go_0071292_7	gatZ//
go_0071294_7	murD//
go_0071310_5	
go_0071421_9	mtlD//mgsA//ung//
go_0071422_7	rfe//pheS//mtn//
go_0071423_8	tdh//
go_0071454_5	treC//thiL//
go_0071456_5	
go_0071467_5	
go_0071468_6	dapF//thiI//ispH//sgbE//
go_0071470_5	
go_0071474_6	mutY//sodB//yhdH//
go_0071500_5	xylA//
go_0071502_5	
go_0071555_4	dacA//psuG//trmD//rlmA//wcaJ//bfr//gshA//sodB//
go_0071577_9	dusB//arnT//tsaC//mhpB//dusC//nagB//
go_0071705_5	
go_0071731_5	
go_0071732_6	ilvM//
go_0071769_5	
go_0071805_4	pyrC//phnP//yhdH//rlmI//citX//garD//tsaD//ilvM//rlmJ//
go_0071806_6	phnN//uidA//
go_0071807_8	
go_0071897_6	ackA//uvrB//dhaM//gmhB//yigL//epd//
go_0071915_9	nagB//
go_0071932_8	yhdH//
go_0071934_6	ndk//
go_0071945_7	
go_0071951_8	udk//
go_0071963_4	
go_0071973_6	speF//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	uvrA//dhaL//
go_0072348_5	recO//
go_0072488_7	fadD//
go_0072511_7	cyaA//
go_0072531_6	ssuE//
go_0072581_9	mocA//
go_0072714_5	
go_0075713_7	
go_0080111_4	cynS//mngB//
go_0089705_7	
go_0089709_7	ilvC//dosP//
go_0090071_6	
go_0090116_7	rpe//
go_0090143_4	
go_0090305_6	torY//moeA//folD//panC//tsaB//uvrB//purB//tdcE//dacD//araD//speG//ilvM//dacC//gabD//pyrB//rffT//caiD//waaS//pagP//aspC//alkA//pgpC//purU//citE//mutL//dhaM//deoB//gcd//ilvE//pfkB//pdeR//bglX//yqjH//ygjK//ravA//hyaB//hdhA//rsmG//alsK//trpA//dhaM//yciV//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	lpxM//alaC//yjcS//spoT//cdh//gph//mcrB//ribE//fabI//mtgA//rffM//glpX//
go_0090502_8	oxc//aroG//puuE//ynfH//opgB//tdcD//cyoE//xylB//abgA//adk//umuC//ispG//purC//uxuA//ilvM//guaD//epmC//
go_0090503_8	leuC//pyrC//tesB//nadB//suhB//nemA//cueO//frmB//phnG//
go_0090529_5	
go_0090540_10	sodB//
go_0090549_5	
go_0090609_6	melA//
go_0097056_7	iscS//
go_0097264_6	aroG//
go_0097304_7	hyi//
go_0097339_7	hypF//
go_0097428_6	rbsD//asnA//
go_0097502_4	lplA//
go_0097510_7	waaZ//
go_0097533_5	
go_0097638_8	astB//
go_0098002_8	
go_0098655_7	upp//uvrC//pdeL//rlmE//pgpB//xthA//pinE//acnB//metH//glpX//pyrH//fes//cysQ//xylA//nadC//
go_0098656_7	ygjK//
go_0098707_10	
go_0098708_8	atoB//upp//
go_0098710_7	mtlD//purB//
go_0098713_8	dxs//citE//
go_0098719_9	
go_0098732_6	gshA//
go_0098795_9	accD//
go_0098869_4	narY//acnA//rsmI//yajO//pinE//guaA//cheB//phoA//acnB//yagF//maa//dcyD//argI//accC//apaH//
go_0099131_7	mgsA//
go_0099132_7	pck//yfeX//mepS//sucB//lyxK//ilvM//citG//rsgA//
go_0099133_8	phnO//rffT//folE//ulaD//prmC//pdxA//yieH//maeA//waaA//rsmC//pepD//mnmC//
go_0101030_8	nfi//
go_1900190_5	yieF//
