# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	glnE//
go_0015909_8	fbp//
go_0015912_8	allC//
go_0015914_7	nhoA//
go_0015920_7	alr//katE//
go_0015937_7	caiD//rsmJ//ldtD//puuC//
go_0015940_6	lyxK//
go_0015944_4	tilS//yhdJ//ubiG//
go_0015949_5	cheR//rsmE//tsaC//frmA//nemA//rbsD//ung//queD//lpxK//dfp//cysG//panC//epmB//rpiB//eptA//dcyD//truA//mnmE//
go_0015950_6	pyrG//
go_0015951_7	ftnA//mutL//
go_0015968_6	
go_0015969_8	torA//tmcA//
go_0015976_2	gmhB//
go_0015986_7	
go_0015990_10	ilvE//metC//
go_0016024_7	rsmG//
go_0016032_5	purB//
go_0016036_6	sdaA//malZ//
go_0016042_5	
go_0016052_5	ynfF//tdh//guaA//gcvT//
go_0016075_8	paaH//
go_0016078_8	hisG//
go_0016094_6	accC//tsaE//
go_0016226_5	cysN//dmsB//arnT//srlD//
go_0016259_7	tktA//
go_0016260_8	lyxK//sbcB//phnI//
go_0016310_6	ppiA//patZ//hcaD//tsaE//pnp//glpX//glmS//malY//dapF//ldhA//sgbU//fkpA//rihC//nudF//nadK//ilvI//rihA//
go_0016311_6	glmU//tauD//dld//rsmB//glgC//lpxT//ilvN//nanA//tktB//mmuM//cdh//agp//ulaG//asnS//waaA//serB//mhpC//argD//aroB//gabD//cyaA//rlmC//orn//metK//argK//uxuA//cysD//adiA//gpmM//ydiB//xapA//rsmD//gntK//ppsA//lsrK//paaG//hypF//rnt//nadD//dcyD//
go_0016458_3	
go_0016485_6	torZ//pbpC//
go_0016540_7	yfeW//lpxT//
go_0016579_7	rutD//
go_0016998_5	rsmH//
go_0017001_5	rffH//
go_0017003_8	glpA//
go_0017004_7	trmJ//
go_0017013_7	
go_0017038_6	
go_0017148_8	mak//waaJ//pcm//aroK//ahpC//
go_0017189_7	epmC//
go_0017198_7	ligB//
go_0018012_8	waaY//
go_0018023_7	sdhC//
go_0018063_8	purA//
go_0018070_8	codA//dxs//
go_0018104_8	dapF//leuC//waaS//rbsK//galU//
go_0018105_8	fklB//
go_0018106_8	
go_0018108_8	dosP//
go_0018117_8	
go_0018125_6	purF//
go_0018131_6	lpxB//
go_0018160_8	sucB//
go_0018206_8	mnmC//
go_0018247_9	gmk//
go_0018283_6	
go_0018298_7	rnt//
go_0018307_7	entF//
go_0018315_8	cyaA//
go_0018339_9	hemG//
go_0018345_8	menI//
go_0018364_6	rlmF//waaB//
go_0018378_9	
go_0018393_10	hisI//
go_0018394_9	mdh//
go_0018410_8	ruvA//
go_0018909_5	scpC//
go_0018937_4	narG//
go_0019042_6	glyA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	rlmG//
go_0019243_7	sdhC//ybiV//waaU//gabT//
go_0019249_6	glmU//
go_0019250_7	hisD//
go_0019262_6	cyoE//yqaB//thiI//ansB//sodC//
go_0019264_7	puuD//
go_0019272_9	polB//proB//
go_0019284_7	sgbH//narV//
go_0019285_5	lplA//leuD//
go_0019288_6	purC//pabC//eutD//ilvC//
go_0019290_5	
go_0019292_8	hisH//
go_0019294_6	glpC//lacZ//tmk//mcrA//
go_0019299_6	rffG//
go_0019301_7	gmd//plsC//caiD//tdcD//kbaZ//ulaG//glpK//
go_0019303_7	tsaC//insI-1//
go_0019305_7	hyaB//
go_0019309_7	tcdA//
go_0019316_8	yieF//murF//ugd//
go_0019318_5	rihA//
go_0019323_6	leuA//ribF//paaH//waaG//rluE//guaD//ppk//
go_0019324_6	truB//metC//cysE//argF//yfdR//
go_0019343_8	hpt//
go_0019344_7	ilvI//
go_0019346_7	ravA//
go_0019353_8	rsmB//hisS//mtgA//def//
go_0019354_6	entD//
go_0019379_5	glmU//
go_0019380_6	pheT//coaE//
go_0019388_7	phnJ//
go_0019391_6	ddlA//
go_0019394_7	eptC//
go_0019395_5	miaA//
go_0019404_8	btuR//puuA//
go_0019413_6	pagP//katG//
go_0019419_4	uidA//
go_0019427_7	psuG//
go_0019430_5	yfeX//lsrG//yegS//
go_0019432_7	rffH//
go_0019439_5	mtgA//ydiO//
go_0019447_8	yihS//
go_0019450_9	ubiX//
go_0019464_7	folA//ymdB//rhaM//mtn//ybcF//gatZ//
go_0019480_4	feaB//
go_0019509_7	
go_0019516_4	accA//waaY//
go_0019521_6	aldA//nadD//
go_0019542_6	hmp//
go_0019545_6	pdeL//
go_0019546_9	glnS//
go_0019563_7	sodB//uidA//phnL//
go_0019568_7	mcrA//dapA//
go_0019569_7	gluQ//clsC//spoT//
go_0019571_8	trmI//galM//btuE//
go_0019572_8	dusB//
go_0019584_7	
go_0019588_7	deoB//dapD//
go_0019592_8	rluF//
go_0019595_8	rffG//
go_0019607_6	ygeX//dusC//
go_0019622_6	rhaB//pgaC//phr//
go_0019629_7	frmB//ribC//
go_0019632_5	pyrE//epmB//fadB//thiC//
go_0019634_5	lyxK//
go_0019645_6	pyrB//trpS//tdcG//
go_0019646_6	ycaO//nadK//pphA//lpxM//
go_0019664_6	kdsB//nadE//
go_0019665_5	yfeW//
go_0019673_6	cmoA//
go_0019676_3	glpD//
go_0019677_8	
go_0019679_7	pflB//cysH//dgoD//
go_0019686_6	purT//
go_0019698_7	thiG//selA//folM//slt//nemA//mngB//
go_0019700_6	gmd//prpB//sthA//ppiC//
go_0019740_2	rsmJ//nrdB//glxR//der//dacA//rsmJ//
go_0019752_6	
go_0019805_6	yihU//
go_0019835_3	
go_0019852_5	yfeW//der//ppx//
go_0019854_6	ubiI//entF//
go_0019856_7	rhaB//
go_0019858_7	acnA//
go_0019859_7	dgcZ//
go_0019877_6	waaF//rfbB//yeaG//
go_0019878_9	speE//
go_0019935_6	metL//cpdA//
go_0019985_8	uvrA//gpt//
go_0019988_7	hemE//
go_0022417_4	frdB//
go_0022610_2	ppiA//
go_0022611_3	kdsA//fucK//feaB//
go_0022900_4	ghrB//menD//
go_0022904_5	recJ//cobT//thiL//
go_0023014_4	sad//narZ//relA//
go_0030001_7	bcsA//alsK//guaC//
go_0030007_8	coaE//
go_0030026_9	
go_0030091_6	nrfC//frdB//treC//gnd//
go_0030153_5	
go_0030162_7	
go_0030163_5	cobB//ribC//narZ//abgA//
go_0030244_9	
go_0030258_5	yidA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	mdh//rutA//
go_0030388_5	putA//eda//poxB//
go_0030488_6	menC//araA//lpoA//otsB//kdgK//yfiC//argH//aroB//gabT//puuB//
go_0030490_10	
go_0030497_7	sucB//gdhA//
go_0030541_4	
go_0030573_6	pyrF//
go_0030632_8	gudD//dgkA//rlmL//ahr//
go_0030641_8	acpS//kbaZ//
go_0030643_8	
go_0030961_9	bioB//
go_0030980_7	rutE//arnT//yjcS//
go_0031118_8	icd//
go_0031119_8	acs//pgm//rsmG//paaA//nudC//yidA//
go_0031125_10	moaE//
go_0031162_5	speF//
go_0031167_6	miaB//nanA//insI-1//rsgA//moeA//dcd//
go_0031280_6	purL//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	ydiF//
go_0031400_8	
go_0031439_9	
go_0031460_7	ispF//yigL//eptA//ppsA//moeA//lacZ//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	waaY//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	rihA//
go_0032026_6	hemL//
go_0032049_8	kdsB//nadE//cysI//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	tmcA//
go_0032196_3	dam//
go_0032238_6	mnaT//
go_0032259_3	cysD//adk//glpC//pdxH//
go_0032261_6	acs//
go_0032263_7	argB//dusC//
go_0032264_7	recG//galT//
go_0032265_7	putA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	uxaA//entB//rhaD//
go_0032329_7	cobC//phnJ//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	folC//
go_0032445_10	waaU//leuA//
go_0032462_7	gpmM//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	thiI//ada//patD//pgi//
go_0032774_6	rsmB//
go_0032775_6	selD//waaA//nrdD//
go_0032781_7	
go_0032784_8	
go_0032790_6	puuB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	treA//
go_0032978_7	
go_0033014_6	melA//frlB//
go_0033051_5	cobT//
go_0033120_8	
go_0033194_5	fabD//waaH//truD//
go_0033195_5	rlmD//
go_0033212_10	wrbA//ahr//
go_0033214_11	fkpB//treF//
go_0033228_8	glpB//rffG//mhpD//
go_0033317_7	dmlA//rluF//ubiI//glnA//
go_0033320_6	selB//
go_0033345_8	gloB//sgbE//
go_0033353_5	yidA//
go_0033359_7	dsdA//patA//
go_0033384_6	yjhH//
go_0033388_7	ulaG//
go_0033477_5	cynS//
go_0033499_8	ygjK//tpiA//trmA//fumA//folM//
go_0033518_6	nrfB//
go_0033539_7	thiI//
go_0033542_7	narI//
go_0033543_8	sdhA//
go_0033567_6	
go_0033585_7	lplA//mutY//
go_0033611_8	lldD//
go_0033683_7	
go_0034194_8	hemA//ynfH//glxR//
go_0034195_8	umpH//
go_0034198_6	yqaB//moaD//
go_0034203_6	trpS//
go_0034204_5	cueO//cmoA//
go_0034213_6	murG//
go_0034214_7	deoA//rutE//rluE//
go_0034219_6	mraY//mnmG//hemF//menC//tpiA//ada//hyaB//alr//tyrA//pdxK//nudC//thyA//sdhB//sucC//fumA//thiD//malS//valS//asd//hemE//ppk//deoD//ilvB//garK//queD//rnb//torA//gpsA//panC//
go_0034220_6	pflB//narY//epmC//ymdB//sdaB//bacA//
go_0034224_6	
go_0034227_8	acpS//
go_0034258_8	frc//
go_0034260_5	
go_0034289_7	fcl//
go_0034337_3	ubiH//
go_0034355_7	ygeX//tsaE//pldB//rsmH//
go_0034401_5	
go_0034414_9	uxaC//
go_0034421_8	phnJ//
go_0034470_8	cfa//
go_0034552_7	
go_0034599_5	purA//ung//murD//arnT//proC//
go_0034605_5	nrdA//menI//
go_0034614_6	bacA//
go_0034620_6	aceA//
go_0034628_9	ubiI//mog//rsmE//dacA//glpC//
go_0034635_6	lysC//
go_0034644_7	epmC//
go_0034661_7	
go_0034775_7	alkB//tgt//
go_0034983_9	ansB//tdcE//
go_0035235_6	def//yfeW//moaD//
go_0035307_9	
go_0035335_8	metK//epmA//
go_0035344_8	alaA//rsuA//
go_0035350_6	ftnA//
go_0035429_8	malS//ynfE//pta//citG//speF//rnt//
go_0035433_7	cobC//
go_0035434_9	phr//
go_0035435_9	recR//lysS//alkB//fre//
go_0035442_7	trpS//sdaB//folC//katE//nadB//guaC//yigB//
go_0035443_7	torC//cobC//queD//
go_0035444_9	cysH//dmsC//cmoB//csdA//
go_0035461_6	argC//
go_0035524_8	yfcG//
go_0035552_6	argE//
go_0035553_6	ftsI//
go_0035556_4	
go_0035600_8	hcaF//
go_0035672_6	cpdA//bcsA//ldtC//
go_0035725_9	eda//rnd//rhaM//kbaZ//nrdA//
go_0035784_9	glmM//
go_0035864_6	
go_0035873_8	pgaD//sdhC//
go_0035999_5	yqaB//yihV//dadA//
go_0036001_7	fadH//
go_0036047_9	hycB//
go_0036049_9	trmJ//
go_0036088_6	nanE//
go_0036104_6	trpB//mrcA//
go_0036172_6	sad//
go_0036214_3	
go_0036265_6	hemF//
go_0036289_9	accD//hcaF//
go_0036448_6	panE//gloC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	metF//ppiC//
go_0040033_9	
go_0042026_4	tsaB//waaZ//dgcM//ubiE//
go_0042126_5	ispF//
go_0042128_5	
go_0042150_7	ubiI//
go_0042157_5	
go_0042158_6	pdxJ//ilvM//
go_0042177_7	
go_0042182_5	cpdB//
go_0042219_6	
go_0042245_7	menH//argC//ubiX//
go_0042254_5	betA//
go_0042255_6	
go_0042274_5	kdsD//
go_0042304_7	
go_0042351_7	waaP//
go_0042355_8	mltF//rsmH//cysQ//rluE//mug//srlD//
go_0042371_7	ppc//
go_0042413_6	alsK//galM//
go_0042450_7	fadH//paaC//ilvI//gloB//ribB//mutH//
go_0042454_7	hcaB//
go_0042493_4	uxaB//thiM//rsmE//waaZ//glpD//hemB//yihX//fre//yggF//mhpD//dgoD//avtA//tpiA//
go_0042538_6	kefF//metG//fabI//
go_0042542_5	pheA//sdhD//sodA//wcaJ//
go_0042545_5	narH//
go_0042594_4	yagE//pfkA//rlmF//def//
go_0042619_6	
go_0042710_4	acpT//fklB//glgP//ispG//xapA//pgpC//ddlA//rlmA//
go_0042732_6	pabC//
go_0042744_6	frdC//idnO//
go_0042759_7	gutQ//
go_0042773_6	cpdB//
go_0042777_8	
go_0042780_10	sdhD//yfcF//
go_0042817_5	narI//
go_0042819_6	acnA//
go_0042823_6	ydiF//lpxL//recJ//rhaA//
go_0042838_6	fklB//hemL//lpxB//ldcC//
go_0042840_7	lyxK//malP//dgkA//iaaA//arsC//bioF//
go_0042843_7	cueO//upp//
go_0042846_8	glgP//
go_0042852_9	aspS//
go_0042867_8	pphB//
go_0042873_7	pgk//
go_0042882_10	mug//folP//
go_0042884_7	phnN//hemN//rrrD//
go_0042885_8	yfeW//
go_0042891_6	hisB//dut//fabG//nrfB//paaB//glpX//rfbD//
go_0042906_8	menH//hemF//deoC//
go_0042908_5	glpC//
go_0042914_8	ribB//
go_0042918_6	araD//yjjG//
go_0042919_6	
go_0042920_6	pyrH//
go_0042928_7	
go_0042930_7	bglX//lyxK//malS//fumC//ynfH//cysM//sdhD//lsrK//puuB//allC//
go_0042938_8	umpG//paaG//nadA//
go_0042939_8	patZ//
go_0042941_8	polA//
go_0042942_6	hisC//frlB//
go_0042953_6	
go_0042956_8	gloC//ybjI//
go_0042968_8	malY//bglX//dacD//
go_0043039_6	lacZ//avtA//leuD//
go_0043041_6	rnpA//nrfC//
go_0043085_5	pykA//yggF//dgoK//
go_0043086_5	cobT//
go_0043093_3	icd//bioA//yqhD//dbpA//
go_0043097_6	glyS//tdcB//
go_0043099_7	yjcS//
go_0043100_6	hinT//
go_0043102_5	curA//
go_0043103_7	pykA//
go_0043137_6	dld//rlmG//
go_0043150_8	
go_0043157_6	dosP//
go_0043164_6	cdh//bioC//mak//sdhA//idnO//umuC//ppiC//
go_0043165_6	hpt//lpxT//
go_0043171_5	fadH//ilvM//dsdA//glgB//kbaZ//
go_0043200_5	
go_0043201_6	
go_0043213_7	waaJ//idi//
go_0043254_5	
go_0043335_3	proA//fabD//dapF//moaE//pdeR//
go_0043433_5	pflB//yrfG//lipB//
go_0043442_6	yigL//
go_0043456_6	pdxH//
go_0043462_6	panC//
go_0043470_6	
go_0043471_6	
go_0043488_5	trpA//paaF//acpH//
go_0043547_7	
go_0043571_7	tadA//
go_0043610_4	hpt//alkA//puuD//
go_0043686_7	tesB//
go_0043687_7	hinT//mcrA//hyaA//tdh//yqaB//
go_0043708_5	rne//
go_0043709_6	ygeX//
go_0043711_5	
go_0043952_7	
go_0043953_7	fau//
go_0044010_5	truC//rluD//rlmD//folE//yciV//mgsA//
go_0044011_4	paaK//
go_0044036_5	gabD//dbpA//selB//
go_0044038_6	pheT//mutT//
go_0044092_4	
go_0044179_5	
go_0044208_7	yagE//
go_0044238_3	hemC//hemN//pta//pdxJ//
go_0044248_4	
go_0044255_4	
go_0044262_4	frmA//ackA//
go_0044273_5	cysH//
go_0044275_5	mraY//
go_0044349_6	
go_0044355_6	pgaD//
go_0044532_6	
go_0044659_7	fklB//
go_0044718_6	napB//
go_0044764_3	
go_0044780_6	argG//
go_0044781_5	
go_0044787_5	kbaY//
go_0044874_7	
go_0045004_7	fruK//rsmG//ppk//
go_0045013_7	
go_0045226_7	rsuA//uvrA//ilvI//coaD//epmC//rluB//
go_0045333_5	hisF//torC//
go_0045337_6	serB//
go_0045454_4	epmC//kdsC//gltB//fumB//gldA//yciV//accD//
go_0045471_5	frmB//pgaC//
go_0045717_8	ubiC//gadA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	trpE//eda//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	dgcT//gpmM//hisF//waaY//yfdR//
go_0045893_8	gmd//speB//
go_0045900_9	
go_0045903_5	acnA//
go_0045912_6	sgbH//menH//dapA//
go_0045926_5	
go_0045936_8	
go_0045947_9	fkpB//glpB//
go_0045975_9	
go_0045990_6	
go_0046037_8	trmH//
go_0046040_8	yjcS//
go_0046047_8	dut//
go_0046050_8	hisC//hyaB//hyaC//
go_0046052_8	torC//
go_0046061_8	nirB//
go_0046076_8	sgbE//
go_0046081_8	cof//abgA//
go_0046086_6	serB//
go_0046098_7	yeiG//
go_0046100_7	argH//
go_0046101_6	murG//argA//
go_0046103_9	thiC//
go_0046104_8	bglA//
go_0046115_10	polA//
go_0046133_8	pyrF//thiL//
go_0046166_6	gpmM//
go_0046168_6	cpdA//galK//
go_0046176_6	ahr//dgoD//glmS//aroA//
go_0046177_7	menF//paaF//hypF//lldD//
go_0046181_7	lplA//
go_0046183_7	purL//rpiA//phnI//
go_0046187_6	ung//
go_0046196_5	gcl//
go_0046210_6	glgP//argA//fre//
go_0046214_6	speE//
go_0046256_7	entF//hisC//
go_0046271_5	codA//
go_0046279_6	uxaA//
go_0046292_4	betB//
go_0046294_5	rffH//yihU//
go_0046296_6	ubiH//allD//murA//
go_0046306_6	phr//dapB//
go_0046323_10	pgsA//
go_0046325_8	
go_0046336_6	queC//
go_0046342_8	gcl//
go_0046348_6	aroH//narG//
go_0046365_5	thiE//
go_0046392_7	napC//srlD//queA//lpoB//
go_0046397_6	
go_0046416_6	pheS//
go_0046452_6	metE//
go_0046459_6	rluF//
go_0046470_5	
go_0046474_6	cysK//pheA//ymdB//murE//cpdA//paaB//
go_0046487_5	yfaU//
go_0046501_6	gcvP//
go_0046618_6	sodA//nagA//argC//dusB//aroD//pta//
go_0046654_7	glgP//ispH//sbcB//rffH//polB//
go_0046655_5	selD//
go_0046656_6	dxs//rsgA//metB//guaB//waaC//dacA//
go_0046657_6	arnB//
go_0046677_4	tgt//thiI//alkA//waaH//mutH//ispH//napC//nagZ//panE//pyrH//tatD//glnE//ribD//panC//entE//ynfF//mak//glpA//gloC//ushA//apaH//fadE//hflX//aspA//wzb//cdh//alsE//gpt//metH//alaA//ileS//
go_0046685_4	birA//aroE//
go_0046686_6	ubiX//
go_0046688_6	murE//gpt//
go_0046690_5	cysD//dusB//
go_0046710_8	glk//
go_0046718_8	coaD//sad//
go_0046777_8	wecB//paaE//treC//
go_0046834_6	dcd//
go_0046835_5	aspC//mnmG//citG//rluE//rluA//cmoB//asnB//cobB//malY//napB//kdsC//preA//glgC//cheR//selA//relA//scpB//accD//nirB//lpxD//lpd//
go_0046836_7	accC//
go_0046839_6	fau//
go_0046855_6	otsB//
go_0046892_8	
go_0046901_7	glk//
go_0046939_7	pgsA//aroD//polB//purN//
go_0046942_7	rsmA//sucD//tsaB//
go_0046944_7	alaS//
go_0047484_6	
go_0048034_6	yjcS//
go_0048255_6	
go_0048473_8	trmO//
go_0048518_4	
go_0048870_3	menF//
go_0050427_5	pdeL//
go_0050667_6	tehB//nudC//
go_0050779_5	ampD//
go_0050790_4	paaF//yeiG//
go_0050821_5	hcaC//argK//
go_0050918_5	garK//narZ//
go_0050919_5	araD//
go_0051050_5	
go_0051083_5	ribD//
go_0051085_5	dapF//gapA//
go_0051090_4	selB//
go_0051091_5	pdxB//
go_0051131_7	
go_0051143_8	ydiO//
go_0051156_5	paaF//
go_0051171_5	
go_0051188_5	coaA//
go_0051191_6	mnmA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	pdxJ//mltA//
go_0051270_5	
go_0051271_6	nhoA//entE//
go_0051274_8	
go_0051276_5	
go_0051289_8	cfa//thiD//queG//ispG//pdxK//paoC//murI//ydiO//adk//fau//ttdB//malS//dsdA//gmk//maa//ppk//nrdB//nirB//rluD//folP//tgt//hycB//nudC//mutL//lpxK//frdB//napB//add//phnL//tyrS//idnD//yfbR//
go_0051301_3	truC//menA//hisS//rlmL//alkA//pepD//rfaE//fklB//
go_0051302_5	
go_0051304_4	frmA//
go_0051338_5	
go_0051345_6	
go_0051346_6	argH//
go_0051347_6	
go_0051349_6	
go_0051353_6	ligB//
go_0051391_8	paaA//
go_0051409_4	gpmM//
go_0051410_3	gltX//
go_0051452_10	birA//
go_0051453_9	dut//
go_0051454_10	melA//glyS//ssuE//rffC//rhaB//
go_0051476_7	ssuD//
go_0051484_7	puuA//
go_0051495_8	
go_0051595_6	waaS//alsK//
go_0051596_6	ogt//metC//proA//pgaD//
go_0051599_4	
go_0051603_6	queF//aroG//
go_0051604_5	glyA//patD//hcaE//
go_0051607_4	moaE//idnO//
go_0051649_4	
go_0051668_4	
go_0051692_6	glcF//paaF//
go_0051704_2	ldtE//napC//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	hcaC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	hypB//ugd//
go_0052778_6	cysN//
go_0052837_6	galU//
go_0055070_10	trpE//
go_0055072_10	purN//coaA//
go_0055085_5	carA//glgB//pepD//gph//rlmI//tdh//ribC//add//psd//dapA//ubiG//rsmB//dfp//rsmA//yjcS//ftsI//menB//gloB//lpxB//glpA//aspS//dcd//hemD//hyaA//moaD//yciA//ribC//tesB//aroE//betB//talB//nemA//garD//rfe//phnN//yfbR//thrC//kduD//ttdB//araD//pgaC//nanE//waaA//tnaA//cysK//idnK//btuR//rluD//ispA//btuE//truB//lpxM//uxuB//cobT//metL//ydiF//gdhA//tsaC//glpK//mhpA//pck//gmk//cysE//dkgB//cysE//argC//rlmJ//rfaE//yggF//bglX//cyoE//dsdA//pyrB//asd//thrA//lpxM//metF//ulaF//argC//ruvA//
go_0055086_4	katE//fau//
go_0055114_3	lysA//ilvD//mrcB//rhaA//ispA//gloA//uxaB//thiI//ulaG//caiD//gloB//waaO//phnH//rlmD//nrfA//deoA//kbaZ//mug//fabD//sdhA//cysD//dut//ung//putA//bioB//paaB//fadJ//purL//sdhA//thiM//malQ//argB//mmuM//gloB//aroF//nagA//patD//fadM//paaJ//yidA//yigL//waaO//lsrK//dhaL//
go_0055129_5	mcrB//mepS//argD//
go_0055130_8	kdgK//rdgB//
go_0060003_10	nadA//luxS//
go_0060274_5	tnaA//
go_0060326_5	dsdA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rhaD//
go_0061077_4	yagE//dhaM//yieH//eptC//dld//
go_0061475_9	cheB//
go_0061504_8	fadA//
go_0061610_5	ilvM//
go_0061615_7	rnb//ulaF//
go_0061720_5	rsmC//preA//nfi//
go_0065002_6	abgA//
go_0065007_2	cpsB//
go_0070084_7	menB//
go_0070178_5	betB//
go_0070207_8	tadA//purF//truB//
go_0070298_8	
go_0070301_6	nth//gcl//
go_0070329_5	ddlA//
go_0070413_7	plsC//
go_0070415_6	dkgA//pfkA//
go_0070417_5	cdsA//
go_0070453_7	aspA//
go_0070475_7	guaA//wzb//fabB//uvrB//dmsB//putA//argA//pheA//recG//gloA//eno//menE//dacD//sodA//ldcC//upp//nadB//waaC//argD//
go_0070476_7	napC//abgA//
go_0070482_4	pheS//
go_0070574_9	nadK//frlB//glgC//rhaM//
go_0070581_8	
go_0070588_9	
go_0070689_6	fucA//ribC//
go_0070726_5	gabT//cobB//
go_0070778_6	treF//gshB//
go_0070894_6	
go_0070930_7	
go_0070981_6	argG//
go_0070989_4	rluC//
go_0071139_6	
go_0071218_6	menE//
go_0071229_5	
go_0071230_6	yrfG//
go_0071236_5	ribA//frlC//ispG//
go_0071237_6	
go_0071243_5	hemH//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	glmU//
go_0071271_7	entE//
go_0071276_7	
go_0071280_7	xthA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	hemL//ubiH//
go_0071289_7	umpH//
go_0071291_6	tsaD//
go_0071292_7	hycB//
go_0071294_7	proA//
go_0071310_5	
go_0071421_9	hinT//leuA//mcrB//
go_0071422_7	adhP//clsC//hcaC//
go_0071423_8	cueO//
go_0071454_5	trpD//tyrS//
go_0071456_5	
go_0071467_5	
go_0071468_6	fadB//aceB//asd//gor//
go_0071470_5	
go_0071474_6	relA//recJ//sgbU//
go_0071500_5	paaF//
go_0071502_5	
go_0071555_4	cysI//idnK//rffT//amiD//yjcS//purA//phnH//dxs//
go_0071577_9	pflB//fabB//selD//cobC//deoB//prpB//
go_0071705_5	
go_0071731_5	
go_0071732_6	hisS//
go_0071769_5	
go_0071805_4	argE//gstA//ulaF//rfbC//valS//pphB//rhaM//preA//arsC//
go_0071806_6	mutL//gmhB//
go_0071807_8	
go_0071897_6	menE//pfkB//yfeX//ddlB//pabB//purA//
go_0071915_9	rlmE//
go_0071932_8	yggF//
go_0071934_6	dld//
go_0071945_7	
go_0071951_8	gatD//
go_0071963_4	
go_0071973_6	polA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	rbsK//waaP//
go_0072348_5	glcB//
go_0072488_7	nanK//
go_0072511_7	sgbU//
go_0072531_6	fabB//
go_0072581_9	yieF//
go_0072714_5	
go_0075713_7	
go_0080111_4	ilvB//ynfH//
go_0089705_7	
go_0089709_7	waaQ//queF//
go_0090071_6	
go_0090116_7	trmL//
go_0090143_4	
go_0090305_6	rffG//argA//gshB//rluE//aroG//patD//trmL//glnE//ynfF//hemE//torZ//thrS//hisH//argK//hisA//rfbD//ynfF//rluB//phr//alsE//rffM//ubiH//cysD//pdxA//cynT//xapA//cheR//fabI//sgbE//argD//waaJ//recG//mnmG//pdxA//pgk//cmk//preA//gltB//frmA//arsC//adeD//alaC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	hisC//miaA//gmk//ribF//cyaA//lgoD//sgbH//ycjU//lyxK//pagP//phnI//psd//
go_0090502_8	tsaB//mrcA//glyA//rhaA//ribC//feaB//icd//alaS//caiD//waaF//uvrC//glmS//kduD//fadM//paaK//gpmA//mltC//
go_0090503_8	dxr//murD//leuS//glgA//glgB//cpsB//moeA//paoC//ispG//
go_0090529_5	
go_0090540_10	fucA//
go_0090549_5	
go_0090609_6	yfdR//
go_0097056_7	gshA//
go_0097264_6	fadI//
go_0097304_7	lpoB//
go_0097339_7	lpxH//
go_0097428_6	gpt//murC//
go_0097502_4	btuR//
go_0097510_7	fadH//
go_0097533_5	
go_0097638_8	clsA//
go_0098002_8	
go_0098655_7	lpxT//argK//nirB//ispF//pyrG//malY//hflX//rne//yieF//pbpC//acpS//rlmH//pykF//fabD//araA//
go_0098656_7	hyaA//
go_0098707_10	
go_0098708_8	narG//glpC//
go_0098710_7	waaJ//ilvN//
go_0098713_8	ybhA//aspA//
go_0098719_9	
go_0098732_6	kdsA//
go_0098795_9	proA//
go_0098869_4	phnM//metF//rsmF//gcl//psuG//tcdA//cobS//pdeR//torA//tag//lipB//pabB//pdxB//waaS//pgaB//
go_0099131_7	dgcZ//
go_0099132_7	ada//pdeL//gmk//rsmB//ugd//ybiV//rutD//lsrG//
go_0099133_8	tilS//speF//gloA//frdB//fabH//dinB//recJ//pdxY//kdsA//fabA//gor//upp//
go_0101030_8	pfkB//
go_1900190_5	ahr//
go_1900191_6	
go_1900192_6	
