# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	roxA//
go_0015906_6	gltB//
go_0015909_8	yagF//
go_0015912_8	ldtC//
go_0015914_7	murG//
go_0015920_7	xthA//dgcT//
go_0015937_7	queG//ulaG//abgA//rlmD//
go_0015940_6	ilvE//
go_0015944_4	dapD//dacC//scpB//
go_0015949_5	speG//murB//tatD//mak//gmhB//folX//glpX//metG//gltX//dgkA//uxaB//hmp//yihU//metL//bioC//fes//narZ//yciV//
go_0015950_6	menB//
go_0015951_7	ruvB//rlmA//
go_0015968_6	
go_0015969_8	dmsB//birA//
go_0015976_2	gpmA//
go_0015986_7	
go_0015990_10	lpxT//truB//
go_0016024_7	otsB//
go_0016032_5	napC//
go_0016036_6	cmoB//cysI//
go_0016042_5	
go_0016052_5	paaE//narZ//curA//argF//
go_0016075_8	hisH//
go_0016078_8	treF//
go_0016094_6	fbaA//sgbH//
go_0016226_5	dxs//cysQ//umuC//folD//
go_0016259_7	yjjX//
go_0016260_8	patD//manA//ruvC//
go_0016310_6	carB//pgi//fadE//fadA//cheB//napA//aspS//polA//proS//puuE//ada//patD//trmA//pphA//yfaU//paaB//fucK//
go_0016311_6	yfbR//avtA//rutB//nagB//uxuA//argE//zwf//dapF//rrrD//thrA//tcdA//ldcA//ubiE//tynA//lpxB//trmH//nagZ//hcp//dgcT//arnA//gstB//orn//hisF//pyrD//bioB//pgpB//gcvH//frdA//ilvD//gudD//dnaQ//fabZ//mnaT//deoA//rlmI//gshA//mcrB//slt//rluE//pcm//
go_0016458_3	
go_0016485_6	epd//betB//
go_0016540_7	aroH//ansA//
go_0016579_7	pgpC//
go_0016998_5	entB//
go_0017001_5	serB//
go_0017003_8	dhaM//
go_0017004_7	otsB//
go_0017013_7	
go_0017038_6	
go_0017148_8	rsmG//tesB//gdhA//selA//nadA//
go_0017189_7	aroD//
go_0017198_7	ilvE//
go_0018012_8	nagB//
go_0018023_7	proB//
go_0018063_8	ahpC//
go_0018070_8	folM//aspC//
go_0018104_8	thrA//dapB//cobT//hemA//nrdE//
go_0018105_8	manA//
go_0018106_8	
go_0018108_8	tnaA//
go_0018117_8	
go_0018125_6	yihS//
go_0018131_6	gldA//
go_0018160_8	frmA//
go_0018206_8	ydiB//
go_0018247_9	rluE//
go_0018283_6	
go_0018298_7	ilvA//
go_0018307_7	mnmC//
go_0018315_8	glpK//
go_0018339_9	tdcD//
go_0018345_8	rluC//
go_0018364_6	rlmJ//purC//
go_0018378_9	
go_0018393_10	rlmI//
go_0018394_9	ispA//
go_0018410_8	torC//
go_0018909_5	citE//
go_0018937_4	araB//
go_0019042_6	bcsA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	recJ//
go_0019243_7	hcaB//polB//trmH//garR//
go_0019249_6	nfi//
go_0019250_7	udp//
go_0019262_6	gmd//treC//glyA//serB//phnO//
go_0019264_7	gntK//
go_0019272_9	queA//glyA//
go_0019284_7	ravA//ghrB//
go_0019285_5	entF//rffM//
go_0019288_6	moeB//ilvD//paaG//sodC//
go_0019290_5	
go_0019292_8	pheT//
go_0019294_6	rlmG//argK//sodB//fabB//
go_0019299_6	lyxK//
go_0019301_7	puuB//coaD//ulaF//ldtB//glyS//ycjU//rsmH//
go_0019303_7	glnA//feaB//
go_0019305_7	acpT//
go_0019309_7	fumC//
go_0019316_8	lipB//nrfA//yhdH//
go_0019318_5	accA//
go_0019323_6	rihC//rlmF//sufS//mrdA//sseA//ybiV//pta//
go_0019324_6	ung//nadK//lysU//idnD//mdh//
go_0019343_8	rsmF//
go_0019344_7	prpC//
go_0019346_7	accD//
go_0019353_8	adiA//cysM//gloC//galE//
go_0019354_6	dkgB//
go_0019379_5	cpdB//
go_0019380_6	trmO//mpaA//
go_0019388_7	kdgK//
go_0019391_6	nudG//
go_0019394_7	sucD//
go_0019395_5	hcaB//
go_0019404_8	fcl//yqaB//
go_0019413_6	entB//ddlA//
go_0019419_4	rbsK//
go_0019427_7	fadI//
go_0019430_5	yqaB//garK//frdD//
go_0019432_7	arnA//
go_0019439_5	ppiC//yrfG//
go_0019447_8	rpe//
go_0019450_9	ppx//
go_0019464_7	tesB//sucC//pgm//psuG//fabI//add//
go_0019480_4	bacA//
go_0019509_7	
go_0019516_4	patA//ulaG//
go_0019521_6	dadA//yeaG//
go_0019542_6	yeaG//
go_0019545_6	eptA//
go_0019546_9	tsaE//
go_0019563_7	ulaD//lpd//cueO//
go_0019568_7	ileS//hisH//
go_0019569_7	puuA//ppiC//nagK//
go_0019571_8	frdA//uxaA//cobS//
go_0019572_8	fbp//
go_0019584_7	
go_0019588_7	pykF//opgE//
go_0019592_8	bioB//
go_0019595_8	gloB//
go_0019607_6	speF//ndk//
go_0019622_6	yhdJ//menI//rnt//
go_0019629_7	ulaG//mrcA//
go_0019632_5	mrcB//trmL//pgl//gabT//
go_0019634_5	sodA//
go_0019645_6	ulaF//tsaE//hemN//
go_0019646_6	dgcZ//mhpB//ascB//hemD//
go_0019664_6	argD//fadI//
go_0019665_5	gcl//
go_0019673_6	guaC//
go_0019676_3	apaH//
go_0019677_8	
go_0019679_7	frdC//waaJ//asnS//
go_0019686_6	trmD//
go_0019698_7	ubiD//yjjX//hemA//puuB//ppk//lpxT//
go_0019700_6	gntK//yajO//cof//trmD//
go_0019740_2	rrrD//garD//rhaD//mmuM//ppiC//pgm//
go_0019752_6	
go_0019805_6	lsrK//
go_0019835_3	
go_0019852_5	lsrK//gph//sodA//
go_0019854_6	ynfF//treA//
go_0019856_7	pyrF//
go_0019858_7	yigL//
go_0019859_7	rimK//
go_0019877_6	malS//gadB//melA//
go_0019878_9	ilvA//
go_0019935_6	btuE//arnT//
go_0019985_8	yajO//gcvH//
go_0019988_7	speD//
go_0022417_4	fklB//
go_0022610_2	rlmD//
go_0022611_3	yigB//udp//xthA//
go_0022900_4	puuD//ldcC//
go_0022904_5	fbp//pta//mutY//
go_0023014_4	sdhC//bioB//pgaB//
go_0030001_7	malZ//gshA//argD//
go_0030007_8	adiA//
go_0030026_9	
go_0030091_6	suhB//tmk//rlmF//rffM//
go_0030153_5	
go_0030162_7	
go_0030163_5	oxc//treC//phnN//aroB//
go_0030244_9	
go_0030258_5	lipB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	mtn//gadB//
go_0030388_5	sgbE//preA//yegS//
go_0030488_6	dacC//gpp//mnmA//umpG//menC//poxB//rihB//speG//rsmI//citX//
go_0030490_10	
go_0030497_7	pgaC//tsaE//
go_0030541_4	
go_0030573_6	waaU//
go_0030632_8	ldtC//hemG//yihT//purL//
go_0030641_8	tadA//queA//
go_0030643_8	
go_0030961_9	gshA//
go_0030980_7	rnb//kduD//rlmB//
go_0031118_8	yfcF//
go_0031119_8	btuR//plsB//waaL//ahr//lpxC//tauD//
go_0031125_10	thyA//
go_0031162_5	ynfF//
go_0031167_6	galK//moaE//rimK//allC//malP//glgX//
go_0031280_6	epmA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	hcaE//
go_0031400_8	
go_0031439_9	
go_0031460_7	ddlA//nrdF//alr//phr//kdsD//kduI//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	aspS//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	caiD//
go_0032026_6	bcsA//
go_0032049_8	gabT//yihS//pgl//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	umpG//
go_0032196_3	prpD//
go_0032238_6	rfbC//
go_0032259_3	dgt//idnK//gph//sad//
go_0032261_6	nrfC//
go_0032263_7	hemN//rihA//
go_0032264_7	deoA//sdhB//
go_0032265_7	sdhA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	relA//ldtE//glxR//
go_0032329_7	def//argB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	feaB//
go_0032445_10	katG//ahr//
go_0032462_7	pgpC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	galK//ahpC//zwf//csdA//
go_0032774_6	panE//
go_0032775_6	xthA//dhaK//hycB//
go_0032781_7	
go_0032784_8	
go_0032790_6	poxB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	yeaG//
go_0032978_7	
go_0033014_6	nagZ//pykA//
go_0033051_5	pgaD//
go_0033120_8	
go_0033194_5	pdxJ//tktA//galU//
go_0033195_5	nfsB//
go_0033212_10	gmhB//ygjK//
go_0033214_11	ispF//thiM//
go_0033228_8	argK//galE//alaS//
go_0033317_7	waaQ//puuB//panC//tyrB//
go_0033320_6	recJ//
go_0033345_8	aspC//hisI//
go_0033353_5	dosP//
go_0033359_7	rbsK//pagP//
go_0033384_6	pdxB//
go_0033388_7	argA//
go_0033477_5	cysS//
go_0033499_8	sufS//glnA//dnaE//murE//ldtE//
go_0033518_6	arnB//
go_0033539_7	aroF//
go_0033542_7	sthA//
go_0033543_8	glpK//
go_0033567_6	
go_0033585_7	waaH//purB//
go_0033611_8	kdgK//
go_0033683_7	
go_0034194_8	pncB//leuD//gcvH//
go_0034195_8	metK//
go_0034198_6	thiH//truD//
go_0034203_6	gltD//
go_0034204_5	btuR//kduD//
go_0034213_6	pdxA//
go_0034214_7	gshB//entB//rluF//
go_0034219_6	argS//tdcE//puuC//purN//edd//dinB//yfcG//garR//pyrD//trmL//chbF//ynfF//pgi//dacC//folA//pdeF//fabZ//ydiB//aldA//wcaJ//metC//frc//lpxK//lldD//fau//thrS//ruvB//glnS//bioC//
go_0034220_6	hemE//metL//argG//yegS//sdhB//pgaD//
go_0034224_6	
go_0034227_8	pheS//
go_0034258_8	iaaA//
go_0034260_5	
go_0034289_7	nadA//
go_0034337_3	glmM//
go_0034355_7	gph//ilvN//purF//cueO//
go_0034401_5	
go_0034414_9	eutB//
go_0034421_8	paaE//
go_0034470_8	nudF//
go_0034552_7	
go_0034599_5	tatD//speD//rlmL//nagA//hcaD//
go_0034605_5	yeiG//leuS//
go_0034614_6	carB//
go_0034620_6	cysG//
go_0034628_9	opgB//umpH//fadD//rfbD//ruvB//
go_0034635_6	narZ//
go_0034644_7	lpxP//
go_0034661_7	
go_0034775_7	cysG//codA//
go_0034983_9	gntK//pyrF//
go_0035235_6	frdD//citX//napB//
go_0035307_9	
go_0035335_8	metF//purC//
go_0035344_8	tdcD//talB//
go_0035350_6	hinT//
go_0035429_8	waaO//rlmB//yciV//trmL//ldhA//treA//
go_0035433_7	asd//
go_0035434_9	ynfH//
go_0035435_9	ispG//fabD//argA//metL//
go_0035442_7	pbpC//rlmF//cobU//eptB//rsuA//glpC//argK//
go_0035443_7	dbpA//lpxT//lysC//
go_0035444_9	garL//dhaM//yihT//aroD//
go_0035461_6	fabB//
go_0035524_8	fucO//
go_0035552_6	ssuE//
go_0035553_6	argI//
go_0035556_4	
go_0035600_8	ppc//
go_0035672_6	waaJ//ppc//mutS//
go_0035725_9	yjhG//dnaE//glgB//moaD//menA//
go_0035784_9	glcD//
go_0035864_6	
go_0035873_8	relA//folA//
go_0035999_5	lpxP//glnE//pykA//
go_0036001_7	tesB//
go_0036047_9	purC//
go_0036049_9	ruvB//
go_0036088_6	thrA//
go_0036104_6	feaB//tatD//
go_0036172_6	pepD//
go_0036214_3	
go_0036265_6	recF//
go_0036289_9	torY//gltD//
go_0036448_6	bglX//hisS//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rluD//caiD//
go_0040033_9	
go_0042026_4	ycaO//pdxH//metE//nrdA//
go_0042126_5	pgk//
go_0042128_5	
go_0042150_7	surA//
go_0042157_5	
go_0042158_6	cysI//polA//
go_0042177_7	
go_0042182_5	glpD//
go_0042219_6	
go_0042245_7	paaC//sucC//ilvA//
go_0042254_5	dmsA//
go_0042255_6	
go_0042274_5	rfbB//
go_0042304_7	
go_0042351_7	kbaY//
go_0042355_8	fruK//glnA//rnpA//waaZ//lysC//sdhB//
go_0042371_7	yahK//
go_0042413_6	sdhC//araD//
go_0042450_7	pck//pykA//alkA//sucD//yfaU//mltB//
go_0042454_7	rimK//
go_0042493_4	oxc//yeaG//napC//insI-1//ligB//ulaD//leuB//adk//thiC//nagB//paaB//frdA//yrfG//
go_0042538_6	nrfD//rsmG//menH//
go_0042542_5	waaZ//cynS//hcp//surA//
go_0042545_5	mltB//
go_0042594_4	yahK//ybcF//aroE//kdsC//
go_0042619_6	
go_0042710_4	slt//pykF//pheT//uidA//frlB//gloC//aceA//bioB//
go_0042732_6	pgpB//
go_0042744_6	gatZ//purL//
go_0042759_7	narZ//
go_0042773_6	leuB//
go_0042777_8	
go_0042780_10	sthA//mdh//
go_0042817_5	pheS//
go_0042819_6	tyrB//
go_0042823_6	lpoB//arsC//recO//ddlA//
go_0042838_6	yigL//upp//pinE//uvrC//
go_0042840_7	ppk//caiD//appA//accD//adk//ubiC//
go_0042843_7	yggF//yegS//
go_0042846_8	ydfG//
go_0042852_9	araB//
go_0042867_8	rpiA//
go_0042873_7	cysI//
go_0042882_10	idi//glxK//
go_0042884_7	entD//uxaC//insI-1//
go_0042885_8	alkA//
go_0042891_6	ubiA//speG//acs//prmC//melA//surA//iaaA//
go_0042906_8	rbsD//metH//glyS//
go_0042908_5	rsuA//
go_0042914_8	patD//
go_0042918_6	murD//rihB//
go_0042919_6	
go_0042920_6	paaB//
go_0042928_7	
go_0042930_7	waaL//menF//metK//pykA//hemL//umpH//fabA//tmk//cysN//rffH//
go_0042938_8	hisC//preA//hycB//
go_0042939_8	mutH//
go_0042941_8	lysS//
go_0042942_6	cheR//xylA//
go_0042953_6	
go_0042956_8	hemH//def//
go_0042968_8	purB//narY//appA//
go_0043039_6	ruvA//selD//fabA//
go_0043041_6	deoB//maa//
go_0043085_5	rlmM//alsE//nagK//
go_0043086_5	queD//
go_0043093_3	xthA//ushA//arsC//sdhC//
go_0043097_6	feaB//hisG//
go_0043099_7	mnaT//
go_0043100_6	ppsA//
go_0043102_5	nhoA//
go_0043103_7	accA//
go_0043137_6	pdeF//wzc//
go_0043150_8	
go_0043157_6	mutY//
go_0043164_6	rlmM//alsK//uxaB//ppc//ugd//glxR//selA//
go_0043165_6	dadA//tsaE//
go_0043171_5	gshA//torC//mhpB//ftsI//rlmI//
go_0043200_5	
go_0043201_6	
go_0043213_7	mog//uxaA//
go_0043254_5	
go_0043335_3	dapD//cobU//nrdB//xylA//sgbE//
go_0043433_5	ileS//malY//frlB//
go_0043442_6	mmuM//
go_0043456_6	mgsA//
go_0043462_6	ubiE//
go_0043470_6	
go_0043471_6	
go_0043488_5	ybjI//gltD//alaA//
go_0043547_7	
go_0043571_7	rpiA//
go_0043610_4	btuE//yajO//dxs//
go_0043686_7	rsmB//
go_0043687_7	deoA//fklB//yqjH//tdk//accA//
go_0043708_5	trmI//
go_0043709_6	ubiG//
go_0043711_5	
go_0043952_7	
go_0043953_7	tdcD//
go_0044010_5	katG//sseA//gcvT//fruK//rbsD//ampD//
go_0044011_4	malP//
go_0044036_5	hisB//wzc//pgk//
go_0044038_6	trpC//chbF//
go_0044092_4	
go_0044179_5	
go_0044208_7	lldD//
go_0044238_3	aroC//sodA//cadA//gloB//
go_0044248_4	
go_0044255_4	
go_0044262_4	guaA//accD//
go_0044273_5	coaD//
go_0044275_5	thiC//
go_0044349_6	
go_0044355_6	hdhA//
go_0044532_6	
go_0044659_7	fumB//
go_0044718_6	rlmM//
go_0044764_3	
go_0044780_6	bioC//
go_0044781_5	
go_0044787_5	folC//
go_0044874_7	
go_0045004_7	yihS//yqaB//speC//
go_0045013_7	
go_0045226_7	kbaZ//appA//ileS//psuG//ribD//mltD//
go_0045333_5	aspC//tgt//
go_0045337_6	alr//
go_0045454_4	pncB//hemB//lpxK//frmB//waaS//rluE//ispH//
go_0045471_5	cynS//surA//
go_0045717_8	codA//mcrA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	icd//ribD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	rsgA//xylB//aroG//tynA//galM//
go_0045893_8	queF//cynS//
go_0045900_9	
go_0045903_5	murI//
go_0045912_6	treA//feaB//pgpB//
go_0045926_5	
go_0045936_8	
go_0045947_9	fumC//mcrA//
go_0045975_9	
go_0045990_6	
go_0046037_8	entB//
go_0046040_8	guaB//
go_0046047_8	nrdD//
go_0046050_8	xapA//waaB//purB//
go_0046052_8	pldB//
go_0046061_8	aroB//
go_0046076_8	ligA//
go_0046081_8	waaC//ilvA//
go_0046086_6	lpcA//
go_0046098_7	allD//
go_0046100_7	ssuD//
go_0046101_6	cysN//allC//
go_0046103_9	galU//
go_0046104_8	sthA//
go_0046115_10	purU//
go_0046133_8	metL//metB//
go_0046166_6	waaZ//
go_0046168_6	murG//sdaB//
go_0046176_6	mltD//preT//ddlB//yeaG//
go_0046177_7	pheA//otsB//gadA//cysI//
go_0046181_7	adeD//
go_0046183_7	ybiV//acnA//eptB//
go_0046187_6	uidA//
go_0046196_5	sdaA//
go_0046210_6	betA//fcl//ilvA//
go_0046214_6	tyrB//
go_0046256_7	hisH//lyxK//
go_0046271_5	yfaU//
go_0046279_6	alsE//
go_0046292_4	sdhD//
go_0046294_5	narZ//mutM//
go_0046296_6	acpH//rffT//rffT//
go_0046306_6	dacC//entA//
go_0046323_10	yihT//
go_0046325_8	
go_0046336_6	thiD//
go_0046342_8	sgbH//
go_0046348_6	deoC//treC//
go_0046365_5	cmoA//
go_0046392_7	bglB//gshA//lpd//rutE//
go_0046397_6	
go_0046416_6	lysS//
go_0046452_6	fbaA//
go_0046459_6	mcrB//
go_0046470_5	
go_0046474_6	gabD//dadA//malQ//pdeR//eutB//rpiB//
go_0046487_5	nrdD//
go_0046501_6	hcp//
go_0046618_6	argK//bioH//mepS//lipA//suhB//rlmI//
go_0046654_7	preT//mnaT//deoA//rfbD//serB//
go_0046655_5	serA//
go_0046656_6	tsaC//abgB//treA//cheR//lpxP//orn//
go_0046657_6	epmA//
go_0046677_4	eno//rdgB//nfi//speF//fkpB//ribD//araD//hemB//coaE//manA//hcaC//cobC//yieH//rlmD//suhB//hisB//accD//kduD//rimK//ppsA//entF//wzc//nrfC//panB//pheT//ushA//nadB//trpC//fdhF//psd//uvrA//
go_0046685_4	pdxA//cobB//
go_0046686_6	psuG//
go_0046688_6	purD//fes//
go_0046690_5	guaC//preT//
go_0046710_8	nrdF//
go_0046718_8	talB//proA//
go_0046777_8	murQ//yidA//gph//
go_0046834_6	idi//
go_0046835_5	gldA//paaH//nanA//yjjX//glnS//valS//malQ//lpoA//fbaA//hisH//tilS//cobT//hemH//frmA//mltB//dgoA//rluB//mtgA//rpiB//trmH//dmlA//
go_0046836_7	eptC//
go_0046839_6	rhaD//
go_0046855_6	fabH//
go_0046892_8	
go_0046901_7	ispG//
go_0046939_7	nadA//ubiH//queD//ydfG//
go_0046942_7	pgm//gmhB//eptA//
go_0046944_7	ulaF//
go_0047484_6	
go_0048034_6	lysS//
go_0048255_6	
go_0048473_8	glk//
go_0048518_4	
go_0048870_3	pdxH//
go_0050427_5	rbsK//
go_0050667_6	yfdR//bacA//
go_0050779_5	abgA//
go_0050790_4	nrdA//mltC//
go_0050821_5	miaA//allC//
go_0050918_5	pgaD//frlB//
go_0050919_5	cpdB//
go_0051050_5	
go_0051083_5	narY//
go_0051085_5	dsdA//alkA//
go_0051090_4	recR//
go_0051091_5	hypF//
go_0051131_7	
go_0051143_8	deoC//
go_0051156_5	ycaO//
go_0051171_5	
go_0051188_5	tdcG//
go_0051191_6	ruvC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	truB//tsaC//
go_0051270_5	
go_0051271_6	mnmE//gpmM//
go_0051274_8	
go_0051276_5	
go_0051289_8	aroH//thiI//ulaE//pncB//gshA//thrS//glmU//nagB//ubiH//purC//dhaM//nrfD//speG//mrcB//mngB//fabA//yfdR//tgt//narG//pncB//argD//cysI//sbcB//fau//torC//dapD//pgaC//eda//hcaD//yjcS//hcp//paaE//
go_0051301_3	fkpA//lpd//otsA//entA//rlmF//trpD//dusC//avtA//
go_0051302_5	
go_0051304_4	fabA//
go_0051338_5	
go_0051345_6	
go_0051346_6	ubiC//
go_0051347_6	
go_0051349_6	
go_0051353_6	ppiA//
go_0051391_8	puuA//
go_0051409_4	gapA//
go_0051410_3	slt//
go_0051452_10	mltD//
go_0051453_9	pgk//
go_0051454_10	lsrG//rffG//fbaA//tesB//nirD//
go_0051476_7	azoR//
go_0051484_7	waaZ//
go_0051495_8	
go_0051595_6	roxA//pdxK//
go_0051596_6	rffM//cobT//pgpC//hemA//
go_0051599_4	
go_0051603_6	glcD//yjcS//
go_0051604_5	cueO//glk//rlmJ//
go_0051607_4	prmC//purN//
go_0051649_4	
go_0051668_4	
go_0051692_6	surA//btuE//
go_0051704_2	metF//allB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	hisF//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	ugd//murQ//
go_0052778_6	mraY//
go_0052837_6	mpaA//
go_0055070_10	gutQ//
go_0055072_10	patD//allB//
go_0055085_5	adk//leuA//pdxK//citG//rlmC//truB//gluQ//pgk//glpB//trpD//yfiC//hisD//ispU//gloA//ilvD//pdeL//fumB//epmC//dcm//sdaB//dut//galK//mnmA//ubiE//rimK//purB//sdaB//bioA//ydiO//cpdB//sseA//recO//kdgK//speB//nadC//alr//phnI//preT//aroH//solA//purU//narY//torC//pyrB//sdhB//rfbD//aroH//fbaA//pheA//mcrB//mazG//napB//waaS//glnA//cmoA//pphA//pphA//uvrC//bglB//frlC//roxA//citX//glk//acs//edd//gapA//lpxC//lplA//purF//pyrF//dacD//caiB//sthA//kefF//ispH//ilvD//fes//hcaD//galM//fumB//
go_0055086_4	ackA//yagE//
go_0055114_3	rnd//rlmL//dosP//tyrB//insI-2//mnaT//accA//murD//dcd//glk//hisB//gpmA//glk//manA//pgi//rsmB//serB//yhdJ//pdxY//pncB//lpcA//otsA//bioA//codA//mhpD//aspC//lldD//otsB//yagF//truA//hyaC//ispU//phnM//mhpA//aroG//thiG//alr//tdcE//ampD//fre//xylB//argK//eutD//fumA//
go_0055129_5	patA//waaO//glnS//
go_0055130_8	xapA//glxK//
go_0060003_10	recJ//chbF//
go_0060274_5	mepS//
go_0060326_5	nadD//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	waaZ//
go_0061077_4	recR//wecB//hisA//lldD//speA//
go_0061475_9	deoD//
go_0061504_8	tnaA//
go_0061610_5	tpiA//
go_0061615_7	acs//accB//
go_0061720_5	mcrA//hmp//yfaU//
go_0065002_6	etp//
go_0065007_2	glxK//
go_0070084_7	pcm//
go_0070178_5	pheT//
go_0070207_8	paaF//hemA//torZ//
go_0070298_8	
go_0070301_6	rlmL//trmD//
go_0070329_5	rrrD//
go_0070413_7	cysG//
go_0070415_6	ldtE//bcsA//
go_0070417_5	hisB//
go_0070453_7	ligA//
go_0070475_7	gltX//ackA//thiI//oxc//frlC//sgbH//argA//ilvI//rsmD//hisC//speF//aroB//recF//ycaO//ybiV//yihU//ydiF//cheR//rluE//
go_0070476_7	idnO//trpA//
go_0070482_4	yeaE//
go_0070574_9	ftsI//wecC//ligB//sseA//
go_0070581_8	
go_0070588_9	
go_0070689_6	hcaF//hdhA//
go_0070726_5	mltA//arnT//
go_0070778_6	rutA//patZ//
go_0070894_6	
go_0070930_7	
go_0070981_6	yfiC//
go_0070989_4	glmM//
go_0071139_6	
go_0071218_6	prmB//
go_0071229_5	
go_0071230_6	mltC//
go_0071236_5	pgl//rutA//ilvA//
go_0071237_6	
go_0071243_5	menC//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	lpxT//
go_0071271_7	gltD//
go_0071276_7	
go_0071280_7	iaaA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	guaC//glyA//
go_0071289_7	idnO//
go_0071291_6	dacC//
go_0071292_7	gph//
go_0071294_7	cysI//
go_0071310_5	
go_0071421_9	nadC//tmcA//prmC//
go_0071422_7	fadK//leuC//mutS//
go_0071423_8	ygeX//
go_0071454_5	cmoB//xylB//
go_0071456_5	
go_0071467_5	
go_0071468_6	ldtE//nanK//hemA//fabZ//
go_0071470_5	
go_0071474_6	ftsI//fes//icd//
go_0071500_5	rlmA//
go_0071502_5	
go_0071555_4	lplA//dacA//ygeX//malQ//sucB//aroA//gabD//dmlA//
go_0071577_9	rlmJ//hdhA//hinT//kdsA//araB//metG//
go_0071705_5	
go_0071731_5	
go_0071732_6	waaY//
go_0071769_5	
go_0071805_4	pyrD//selB//mutY//dacC//cysS//ilvC//trpC//ileS//psd//
go_0071806_6	dcm//queG//
go_0071807_8	
go_0071897_6	deoC//gcl//tesB//serA//pdxK//ruvA//
go_0071915_9	ybjI//
go_0071932_8	cfa//
go_0071934_6	sgbH//
go_0071945_7	
go_0071951_8	yghU//
go_0071963_4	
go_0071973_6	cysN//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	leuD//aroB//
go_0072348_5	glk//
go_0072488_7	otsA//
go_0072511_7	yqaB//
go_0072531_6	lipB//
go_0072581_9	ybcF//
go_0072714_5	
go_0075713_7	
go_0080111_4	yahK//lpxT//
go_0089705_7	
go_0089709_7	orn//ispU//
go_0090071_6	
go_0090116_7	ubiA//
go_0090143_4	
go_0090305_6	accC//gadA//aroH//gpmM//pldB//puuE//ddlA//kdsB//serC//pyrC//hemF//argE//ulaF//sgbH//folM//aroA//metB//rsmG//rffG//rlmI//gmd//ubiI//yfbR//dapD//hcaF//paaZ//kdgK//hemD//rsmI//fabH//guaC//glcD//rlmE//guaD//rsmD//metK//chbF//rutD//entC//glpA//hmp//hemH//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	purA//yeaG//metF//putA//thiL//garL//gatY//glgB//hisI//ispB//rbsD//malQ//
go_0090502_8	ispH//epmA//fadI//der//metB//mrcB//lpxL//rsuA//ugd//purD//dinB//yciV//dnaQ//paaF//rrrD//srlD//yigL//
go_0090503_8	dhaK//uxuB//rnd//miaA//mutS//puuC//tauD//torY//trpS//
go_0090529_5	
go_0090540_10	paaC//
go_0090549_5	
go_0090609_6	yieF//
go_0097056_7	purB//
go_0097264_6	rlmJ//
go_0097304_7	uvrA//
go_0097339_7	ubiG//
go_0097428_6	bglX//paaE//
go_0097502_4	sad//
go_0097510_7	amyA//
go_0097533_5	
go_0097638_8	malQ//
go_0098002_8	
go_0098655_7	rlmL//fadM//cdh//bioA//rhaA//yggF//idnK//putA//pgsA//rihC//garK//asnA//pabC//nadB//rutB//
go_0098656_7	aroB//
go_0098707_10	
go_0098708_8	bfr//ldtA//
go_0098710_7	mpaA//dgoK//
go_0098713_8	nanK//guaA//
go_0098719_9	
go_0098732_6	nirB//
go_0098795_9	opgB//
go_0098869_4	dgt//uxaA//thyA//pfkA//paaA//thyA//kduD//paoC//glnE//aceB//ybhA//eptC//lpd//ybiV//lpoB//
go_0099131_7	yfdR//
go_0099132_7	iaaA//truD//nudF//yegS//kdsA//ruvC//adk//ileS//
go_0099133_8	sdhB//hemB//purU//manA//araD//yahK//citG//napC//glyS//dam//wrbA//dusC//
go_0101030_8	pdxY//
go_1900190_5	sucA//
go_1900191_6	
go_1900192_6	
