# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	acpH//
go_0015912_8	rne//
go_0015914_7	carA//
go_0015920_7	ycaO//gstA//
go_0015937_7	ttdB//malS//pcm//patD//
go_0015940_6	carB//
go_0015944_4	ispH//ulaD//entA//
go_0015949_5	moaD//rfe//cadA//truA//rsmI//hycB//frdB//tesB//nemA//uvrB//yieH//fumC//narZ//pdeF//waaL//trpA//kdsA//kefF//
go_0015950_6	cfa//
go_0015951_7	coaA//phnJ//
go_0015968_6	
go_0015969_8	ribB//kdsD//
go_0015976_2	btuR//
go_0015986_7	
go_0015990_10	dinB//gmhB//
go_0016024_7	bioD//
go_0016032_5	dnaE//
go_0016036_6	yqhD//murC//
go_0016042_5	
go_0016052_5	valS//queF//thiD//kefF//
go_0016075_8	rsuA//
go_0016078_8	glgB//
go_0016094_6	rsmB//yghU//
go_0016226_5	fadA//acpS//yegS//fre//
go_0016259_7	folE//
go_0016260_8	mrcA//ispH//speE//
go_0016310_6	ushA//ychF//gpp//ygeX//gutQ//rsmD//ydfG//allB//rffM//dacD//araA//ilvC//yjhH//fadI//yagE//nadK//ldhA//
go_0016311_6	mnmA//fkpB//pabA//dnaE//mhpA//mrdA//ribF//selB//abgA//bioD//ulaG//mepS//cysK//asnS//panD//rffM//ribB//hyi//glcE//acs//gapA//glcE//opgB//srlD//sodC//mhpC//nrdE//galM//hemD//cysH//panB//amyA//rbsK//gadA//cysC//mazG//ilvC//citC//cmk//murE//
go_0016458_3	
go_0016485_6	dkgA//glk//
go_0016540_7	argI//rlmC//
go_0016579_7	kdgK//
go_0016998_5	ddlA//
go_0017001_5	atoB//
go_0017003_8	phnG//
go_0017004_7	phoA//
go_0017013_7	
go_0017038_6	
go_0017148_8	rbsD//tilS//carB//cyaA//preA//
go_0017189_7	metC//
go_0017198_7	paaF//
go_0018012_8	ulaD//
go_0018023_7	rpiB//
go_0018063_8	rimK//
go_0018070_8	fadI//garD//
go_0018104_8	tesB//folM//torZ//citX//mug//
go_0018105_8	ahpC//
go_0018106_8	
go_0018108_8	pykA//
go_0018117_8	
go_0018125_6	kbaZ//
go_0018131_6	puuC//
go_0018160_8	narG//
go_0018206_8	mtgA//
go_0018247_9	carA//
go_0018283_6	
go_0018298_7	ruvB//
go_0018307_7	rluA//
go_0018315_8	aroL//
go_0018339_9	fre//
go_0018345_8	dhaK//
go_0018364_6	waaJ//manA//
go_0018378_9	
go_0018393_10	guaA//
go_0018394_9	serA//
go_0018410_8	rne//
go_0018909_5	rlmI//
go_0018937_4	fabZ//
go_0019042_6	lpxH//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	aroD//
go_0019243_7	rfaE//umuD//rsmG//pepD//
go_0019249_6	edd//
go_0019250_7	tmk//
go_0019262_6	hemD//napC//yjjX//selB//hdhA//
go_0019264_7	gltX//
go_0019272_9	mltC//ssuE//
go_0019284_7	gutQ//gcl//
go_0019285_5	ulaD//der//
go_0019288_6	yjhH//queC//dmsA//yfeX//
go_0019290_5	
go_0019292_8	kduD//
go_0019294_6	fadM//panC//waaL//yidA//
go_0019299_6	glpD//
go_0019301_7	acnB//yagE//ttdB//pdxK//amyA//frdD//deoC//
go_0019303_7	ribB//tsaC//
go_0019305_7	ulaE//
go_0019309_7	tpiA//
go_0019316_8	talB//moaD//cmk//
go_0019318_5	eda//
go_0019323_6	waaQ//rimK//selA//paaB//tmcA//murE//gloC//
go_0019324_6	wcaJ//fucK//hchA//lysC//kduD//
go_0019343_8	astC//
go_0019344_7	gpsA//
go_0019346_7	cpsG//
go_0019353_8	ygjK//ddlA//ribE//hypF//
go_0019354_6	glmS//
go_0019379_5	xapA//
go_0019380_6	btuE//ispF//
go_0019388_7	trmH//
go_0019391_6	ycaO//
go_0019394_7	aroA//
go_0019395_5	rfaD//
go_0019404_8	patA//uxaC//
go_0019413_6	rluF//pphA//
go_0019419_4	yciV//
go_0019427_7	proS//
go_0019430_5	paaE//dmsC//rsmB//
go_0019432_7	ubiC//
go_0019439_5	murB//azoR//
go_0019447_8	thiG//
go_0019450_9	waaC//
go_0019464_7	glyA//glpC//prpC//atoB//mnaT//malQ//
go_0019480_4	uvrA//
go_0019509_7	
go_0019516_4	cysC//ung//
go_0019521_6	hisC//ruvB//
go_0019542_6	otsA//
go_0019545_6	dsdA//
go_0019546_9	gdhA//
go_0019563_7	hflX//ldtA//tcdA//
go_0019568_7	murG//murB//
go_0019569_7	rfbB//adiA//acpS//
go_0019571_8	ppiA//sucD//argE//
go_0019572_8	rutA//
go_0019584_7	
go_0019588_7	fabH//purN//
go_0019592_8	metE//
go_0019595_8	thiG//
go_0019607_6	ushA//glnA//
go_0019622_6	thiE//nanE//ravA//
go_0019629_7	ppx//tmk//
go_0019632_5	ilvI//fre//nagB//purB//
go_0019634_5	acpH//
go_0019645_6	waaZ//menD//argD//
go_0019646_6	allD//clsB//fabG//tyrA//
go_0019664_6	manA//leuB//
go_0019665_5	sucC//
go_0019673_6	fbaA//
go_0019676_3	bioF//
go_0019677_8	
go_0019679_7	rutC//glcD//speF//
go_0019686_6	adhP//
go_0019698_7	paaA//pyrC//paaH//ghrB//ugd//hemD//
go_0019700_6	glgA//speA//sodC//leuA//
go_0019740_2	yieF//ldtC//gcvP//ybcF//pykA//rsmB//
go_0019752_6	
go_0019805_6	folP//
go_0019835_3	
go_0019852_5	uxaB//nagA//pheS//
go_0019854_6	uxaA//ychF//
go_0019856_7	wcaJ//
go_0019858_7	garL//
go_0019859_7	dusC//
go_0019877_6	ddlA//bacA//rlmC//
go_0019878_9	ulaE//
go_0019935_6	proC//trmJ//
go_0019985_8	gadB//hcaE//
go_0019988_7	cobT//
go_0022417_4	guaD//
go_0022610_2	rffC//
go_0022611_3	sbcB//pdxK//fabI//
go_0022900_4	rrrD//guaA//
go_0022904_5	kbaY//garL//uvrA//
go_0023014_4	dadA//purN//speD//
go_0030001_7	dhaK//gmk//entE//
go_0030007_8	eutD//
go_0030026_9	
go_0030091_6	bioH//ascB//manA//lipB//
go_0030153_5	
go_0030162_7	
go_0030163_5	roxA//adhP//amiD//eda//
go_0030244_9	
go_0030258_5	rnt//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	pyrF//sgbH//
go_0030388_5	pyrH//ynfE//gmd//
go_0030488_6	lpcA//treC//metH//pykF//lplA//mltB//nrfB//frlB//mnmG//hisH//
go_0030490_10	
go_0030497_7	prmC//hyaA//
go_0030541_4	
go_0030573_6	rlmM//
go_0030632_8	alkB//nadB//lpxD//lpxC//
go_0030641_8	mnmC//tatD//
go_0030643_8	
go_0030961_9	gmk//
go_0030980_7	hcaD//trpA//yigB//
go_0031118_8	torZ//
go_0031119_8	rffG//pgpA//waaS//dam//amiD//tilS//
go_0031125_10	dusC//
go_0031162_5	phr//
go_0031167_6	xylA//prmC//purD//sdaB//argK//allB//
go_0031280_6	gstA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	frdA//
go_0031400_8	
go_0031439_9	
go_0031460_7	gcl//dhaM//paaE//argD//truB//hisH//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	hisD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	glmU//
go_0032026_6	dcm//
go_0032049_8	nrfC//allD//glpK//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	mutL//
go_0032196_3	manA//
go_0032238_6	serB//
go_0032259_3	metG//paoC//mhpB//rluC//
go_0032261_6	udk//
go_0032263_7	rnt//rbsK//
go_0032264_7	rihB//rfe//
go_0032265_7	ilvI//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	dgt//lsrK//nanA//
go_0032329_7	paaB//ltaE//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	lipA//
go_0032445_10	sucB//dadA//
go_0032462_7	ackA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yihV//mrcA//ubiX//sseA//
go_0032774_6	garR//
go_0032775_6	entE//rlmC//fucO//
go_0032781_7	
go_0032784_8	
go_0032790_6	lipA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	fabA//
go_0032978_7	
go_0033014_6	cdd//fkpA//
go_0033051_5	allC//
go_0033120_8	
go_0033194_5	tatD//trmD//nfsB//
go_0033195_5	ubiX//
go_0033212_10	arnT//lpxK//
go_0033214_11	prpD//argB//
go_0033228_8	truD//hemE//rluA//
go_0033317_7	paaF//ahr//aroC//ppsA//
go_0033320_6	kdsA//
go_0033345_8	lpxK//phnO//
go_0033353_5	metB//
go_0033359_7	paaB//dacD//
go_0033384_6	dgt//
go_0033388_7	folX//
go_0033477_5	gadB//
go_0033499_8	dgcT//truD//serS//bcsA//frdA//
go_0033518_6	ldtA//
go_0033539_7	pgsA//
go_0033542_7	ulaF//
go_0033543_8	murI//
go_0033567_6	
go_0033585_7	gatZ//menE//
go_0033611_8	gpt//
go_0033683_7	
go_0034194_8	ttdA//thiG//pdxJ//
go_0034195_8	rihA//
go_0034198_6	opgB//apt//
go_0034203_6	upp//
go_0034204_5	gph//ulaD//
go_0034213_6	rdgB//
go_0034214_7	truA//leuD//hemB//
go_0034219_6	gltD//katE//nemA//srlD//arsC//mutM//gapA//rlmL//btuR//ydiB//adiA//ssuE//yqjH//frmB//recF//dgkA//metG//gldA//rbn//glpC//hisI//nanE//frdD//ilvC//ubiG//yciA//citG//cyoE//glgA//
go_0034220_6	nfi//metB//rffM//paaJ//ribC//pdxB//
go_0034224_6	
go_0034227_8	torZ//
go_0034258_8	purU//
go_0034260_5	
go_0034289_7	idi//
go_0034337_3	slt//
go_0034355_7	cysK//dmsA//speA//yieF//
go_0034401_5	
go_0034414_9	kbaZ//
go_0034421_8	rhaB//
go_0034470_8	tktB//
go_0034552_7	
go_0034599_5	trpA//rnb//trpE//sseA//hyaB//
go_0034605_5	ansA//pgi//
go_0034614_6	hyaA//
go_0034620_6	speC//
go_0034628_9	dmsA//ubiF//paaF//nudC//rhaB//
go_0034635_6	cpsG//
go_0034644_7	ubiI//
go_0034661_7	
go_0034775_7	selA//sgbU//
go_0034983_9	deoD//fkpA//
go_0035235_6	idnD//dgcZ//scpB//
go_0035307_9	
go_0035335_8	rhaM//ydiF//
go_0035344_8	kbaY//aldB//
go_0035350_6	avtA//
go_0035429_8	tmcA//asnB//nrfC//cobT//murF//mnmG//
go_0035433_7	dgoA//
go_0035434_9	ampD//
go_0035435_9	rsmH//cdh//yjcS//cheB//
go_0035442_7	dosP//pphB//mpaA//fabI//garL//hisF//pck//
go_0035443_7	gltX//kbaY//gltX//
go_0035444_9	patA//fadD//coaA//ilvB//
go_0035461_6	gcl//
go_0035524_8	sdhB//
go_0035552_6	ftnA//
go_0035553_6	garL//
go_0035556_4	
go_0035600_8	lgoD//
go_0035672_6	alsK//fabZ//rbn//
go_0035725_9	ruvC//ilvI//phnM//gpmM//dfp//
go_0035784_9	yjjX//
go_0035864_6	
go_0035873_8	gltB//tdcE//
go_0035999_5	rbn//cobB//rutD//
go_0036001_7	ndh//
go_0036047_9	ygeX//
go_0036049_9	oxc//
go_0036088_6	gcvH//
go_0036104_6	wecB//sdaB//
go_0036172_6	tyrS//
go_0036214_3	
go_0036265_6	tdh//
go_0036289_9	pheS//glcE//
go_0036448_6	upp//hemA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	cobS//pinE//
go_0040033_9	
go_0042026_4	gpt//yfdR//gshB//tktB//
go_0042126_5	lpxL//
go_0042128_5	
go_0042150_7	dkgB//
go_0042157_5	
go_0042158_6	yfaU//hemL//
go_0042177_7	
go_0042182_5	araD//
go_0042219_6	
go_0042245_7	glpB//waaA//iaaA//
go_0042254_5	moeA//
go_0042255_6	
go_0042274_5	recG//
go_0042304_7	
go_0042351_7	ampH//
go_0042355_8	frdD//tdcB//glmS//rsmF//gshA//paaE//
go_0042371_7	pck//
go_0042413_6	caiD//thrB//
go_0042450_7	fadH//dhaM//fabA//pgsA//ppiA//manA//
go_0042454_7	trpE//
go_0042493_4	suhB//umuD//purD//kbaY//murC//thiL//appA//guaA//ssuD//pyrF//lipA//hisB//napB//
go_0042538_6	avtA//galU//bioH//
go_0042542_5	entE//glpC//aes//mhpB//
go_0042545_5	rihC//
go_0042594_4	pdxY//glpC//lplA//rffC//
go_0042619_6	
go_0042710_4	queD//pldB//queC//apaH//ribB//rlmG//dadA//napA//
go_0042732_6	dfp//
go_0042744_6	ampH//ubiG//
go_0042759_7	cysG//
go_0042773_6	ribF//
go_0042777_8	
go_0042780_10	garR//mgsA//
go_0042817_5	idnD//
go_0042819_6	ravA//
go_0042823_6	ilvI//polA//ldcC//gpt//
go_0042838_6	napB//rffG//treC//psuG//
go_0042840_7	mrcB//narH//dmsA//sgbH//ydiB//hisB//
go_0042843_7	rlmE//hyaA//
go_0042846_8	iscS//
go_0042852_9	fadJ//
go_0042867_8	waaF//
go_0042873_7	hycB//
go_0042882_10	fumC//pdeF//
go_0042884_7	yihT//lpxH//gloB//
go_0042885_8	cobU//
go_0042891_6	thiI//ulaD//mnmC//waaB//lpxH//katG//galM//
go_0042906_8	arnA//cysG//malP//
go_0042908_5	adhE//
go_0042914_8	roxA//
go_0042918_6	lpxP//gmd//
go_0042919_6	
go_0042920_6	gntK//
go_0042928_7	
go_0042930_7	nfi//aroB//ghrB//rhaB//ldcA//acpH//cysN//ugd//rlmI//yigB//
go_0042938_8	aceA//napC//patZ//
go_0042939_8	folE//
go_0042941_8	queF//
go_0042942_6	aceF//uvrB//
go_0042953_6	
go_0042956_8	pheS//rsmC//
go_0042968_8	prs//hcaF//kbaZ//
go_0043039_6	gpt//paaK//pgpA//
go_0043041_6	ppx//yjiA//
go_0043085_5	dgt//ispB//ribE//
go_0043086_5	dxs//
go_0043093_3	katE//rhaA//tdcE//nrdF//
go_0043097_6	putA//nrdF//
go_0043099_7	ybjI//
go_0043100_6	slt//
go_0043102_5	acs//
go_0043103_7	ydiF//
go_0043137_6	citC//dcd//
go_0043150_8	
go_0043157_6	pgl//
go_0043164_6	frdC//gpt//tcdA//arnA//patZ//glmM//phnN//
go_0043165_6	ruvA//pgpC//
go_0043171_5	ilvI//glgB//wzc//glpK//fabG//
go_0043200_5	
go_0043201_6	
go_0043213_7	pgaD//aspS//
go_0043254_5	
go_0043335_3	rsmF//pncB//avtA//fklB//betB//
go_0043433_5	argE//fucO//yagF//
go_0043442_6	polB//
go_0043456_6	tig//
go_0043462_6	yieF//
go_0043470_6	
go_0043471_6	
go_0043488_5	kdsC//pdxJ//queC//
go_0043547_7	
go_0043571_7	pdxK//
go_0043610_4	wzb//fadJ//acpS//
go_0043686_7	glpA//
go_0043687_7	uvrC//yagE//glcF//rsmF//malY//
go_0043708_5	proA//
go_0043709_6	pdxA//
go_0043711_5	
go_0043952_7	
go_0043953_7	waaY//
go_0044010_5	tdcB//ushA//yjcS//sdhC//cobS//acpH//
go_0044011_4	nhoA//
go_0044036_5	dut//xapA//malY//
go_0044038_6	atoB//ansA//
go_0044092_4	
go_0044179_5	
go_0044208_7	glnA//
go_0044238_3	alkB//lpxP//sucD//deoD//
go_0044248_4	
go_0044255_4	
go_0044262_4	rsmG//glpK//
go_0044273_5	rpiB//
go_0044275_5	lpoB//
go_0044349_6	
go_0044355_6	otsB//
go_0044532_6	
go_0044659_7	puuE//
go_0044718_6	cysG//
go_0044764_3	
go_0044780_6	ampH//
go_0044781_5	
go_0044787_5	ftsI//
go_0044874_7	
go_0045004_7	gph//rdgB//truC//
go_0045013_7	
go_0045226_7	malS//fau//eutB//phoA//pheS//pdxH//
go_0045333_5	waaC//solA//
go_0045337_6	otsB//
go_0045454_4	alsE//frlB//queD//hisA//ubiX//sucB//citE//
go_0045471_5	kdsB//rhaM//
go_0045717_8	leuA//ribB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	fucK//narY//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	gcvH//ldhA//hemB//betA//bfr//
go_0045893_8	aroL//galE//
go_0045900_9	
go_0045903_5	gstA//
go_0045912_6	bacA//dkgA//metL//
go_0045926_5	
go_0045936_8	
go_0045947_9	paaC//thrB//
go_0045975_9	
go_0045990_6	
go_0046037_8	fumA//
go_0046040_8	nrfA//
go_0046047_8	ilvM//
go_0046050_8	fadI//bcsA//ubiX//
go_0046052_8	ftnA//
go_0046061_8	yahK//
go_0046076_8	hemA//
go_0046081_8	sodB//pabB//
go_0046086_6	mmuM//
go_0046098_7	gnd//
go_0046100_7	queA//
go_0046101_6	yagF//ppk//
go_0046103_9	rsmD//
go_0046104_8	yagE//
go_0046115_10	surA//
go_0046133_8	rlmH//cysK//
go_0046166_6	hisF//
go_0046168_6	rpiA//hemF//
go_0046176_6	pdeL//ndk//hisF//murC//
go_0046177_7	rph//psuG//rfaD//recG//
go_0046181_7	arnT//
go_0046183_7	glpD//glcE//tilS//
go_0046187_6	pcm//
go_0046196_5	fdhF//
go_0046210_6	gmhB//rne//dxs//
go_0046214_6	glk//
go_0046256_7	rfaD//panE//
go_0046271_5	eutB//
go_0046279_6	rlmA//
go_0046292_4	yjcS//
go_0046294_5	murB//iscS//
go_0046296_6	dapF//cpsB//yjhG//
go_0046306_6	dmsA//ribF//
go_0046323_10	hypB//
go_0046325_8	
go_0046336_6	sodB//
go_0046342_8	mltB//
go_0046348_6	lysU//rfbB//
go_0046365_5	waaY//
go_0046392_7	ftsI//tktB//gstB//lpxP//
go_0046397_6	
go_0046416_6	gldA//
go_0046452_6	sdhD//
go_0046459_6	nrdE//
go_0046470_5	
go_0046474_6	mnmA//murF//nth//purN//hisG//abgB//
go_0046487_5	ldhA//
go_0046501_6	pdeF//
go_0046618_6	ldcA//recG//rffC//ulaE//mraY//ligB//
go_0046654_7	rluE//btuE//gdhA//lpcA//dmsB//
go_0046655_5	tdk//
go_0046656_6	gpmA//thiM//yieH//treF//hemC//yhdH//
go_0046657_6	rffM//
go_0046677_4	yghU//gadA//yfaU//rph//sodA//metC//metE//thrA//sodA//malY//mltF//dusC//ribB//dapA//lpxH//hemF//manA//fumB//lpxM//mtn//dut//accD//gatZ//ynfH//yqhD//otsA//epd//galT//etk//narI//ackA//
go_0046685_4	folD//idnK//
go_0046686_6	ndh//
go_0046688_6	uxuA//aspC//
go_0046690_5	nadA//rsgA//
go_0046710_8	proS//
go_0046718_8	galE//gcvT//
go_0046777_8	rfe//yciV//amiD//
go_0046834_6	dmsA//
go_0046835_5	nfi//nrdB//narI//waaG//yciV//glpD//tatD//ispH//rffM//apaH//menB//yihU//lpxB//entA//panD//leuA//cmk//argB//aroA//pyrG//hemL//
go_0046836_7	aceB//
go_0046839_6	treA//
go_0046855_6	paaA//
go_0046892_8	
go_0046901_7	hypB//
go_0046939_7	rluC//mobA//valS//mrcA//
go_0046942_7	murA//cysI//ulaG//
go_0046944_7	trmD//
go_0047484_6	
go_0048034_6	rsuA//
go_0048255_6	
go_0048473_8	yeiG//
go_0048518_4	
go_0048870_3	lyxK//
go_0050427_5	rluC//
go_0050667_6	folD//fabA//
go_0050779_5	rhaA//
go_0050790_4	yhdJ//rimK//
go_0050821_5	ppiA//rlmJ//
go_0050918_5	glgX//pyrC//
go_0050919_5	nagA//
go_0051050_5	
go_0051083_5	putA//
go_0051085_5	yqaB//trpS//
go_0051090_4	puuA//
go_0051091_5	atoB//
go_0051131_7	
go_0051143_8	phoA//
go_0051156_5	nanK//
go_0051171_5	
go_0051188_5	cynS//
go_0051191_6	fadK//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	ydfG//mpaA//
go_0051270_5	
go_0051271_6	coaE//bglX//
go_0051274_8	
go_0051276_5	
go_0051289_8	yagE//yahK//aceB//pgsA//ilvM//birA//pdxH//deoC//mnmE//ahpC//gatD//alkB//tnaA//thrB//ispF//adiA//appA//trpS//nemA//acs//aroF//phnO//fabH//glpB//sodA//folC//guaA//glpA//ppc//gatD//pdeL//arsC//
go_0051301_3	metK//ulaG//fumB//pdxA//nanA//ampD//thiI//dusB//
go_0051302_5	
go_0051304_4	cfa//
go_0051338_5	
go_0051345_6	
go_0051346_6	recR//
go_0051347_6	
go_0051349_6	
go_0051353_6	puuD//
go_0051391_8	dgt//
go_0051409_4	aceF//
go_0051410_3	tsaC//
go_0051452_10	mnmA//
go_0051453_9	yjjX//
go_0051454_10	speD//rlmA//cynT//fadJ//epmC//
go_0051476_7	asnB//
go_0051484_7	yjhG//
go_0051495_8	
go_0051595_6	rsmI//gudD//
go_0051596_6	pdxY//hypB//nrdD//thiG//
go_0051599_4	
go_0051603_6	ynfF//yccX//
go_0051604_5	folA//gmd//moeB//
go_0051607_4	ilvN//yeaG//
go_0051649_4	
go_0051668_4	
go_0051692_6	garK//fadB//
go_0051704_2	aroC//ydiF//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	fkpA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	ampH//glgP//
go_0052778_6	nanK//
go_0052837_6	cynT//
go_0055070_10	yieH//
go_0055072_10	napC//ulaD//
go_0055085_5	murG//entC//rhaB//yieF//hemD//ubiG//pgm//umpH//dmsC//miaB//csdA//dacA//ackA//pcm//serS//paaG//mutT//hycB//gabT//accB//rrrD//gpmA//fklB//sufS//glnS//prmB//ldtA//sucD//tmk//yihS//lysS//opgE//dsdA//yfiC//umuC//rsuA//rhaB//clsC//bioD//murQ//yfaU//mazG//ilvH//katG//argE//ldcA//pphB//pepD//glpK//fumB//queD//speB//nadA//murC//caiD//ybiV//pyrG//nrdD//mgsA//hflX//nrdD//yajO//udk//yjcS//chbG//nudG//ddlB//carA//waaB//tpiA//narZ//fadK//nth//hypB//maa//ispF//xthA//hisS//putA//sgbH//
go_0055086_4	cysH//rnd//
go_0055114_3	lpd//pbpC//paaF//purN//recG//uxuA//kduD//aceA//nfi//aspA//tdcD//argF//nrfB//yqhD//aes//ilvH//rffT//sdhA//leuC//tgt//curA//hypB//apaH//phnM//yagE//acs//frmB//acpT//tgt//nanK//icd//frdC//adhE//nrfB//bioH//pabA//curA//deoD//gloC//dkgB//glmM//kdsB//fabA//pgl//
go_0055129_5	dadA//mug//cof//
go_0055130_8	pphB//cysM//
go_0060003_10	folX//mltF//
go_0060274_5	epd//
go_0060326_5	asnB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	menB//
go_0061077_4	paaA//frlC//ispG//asnS//metC//
go_0061475_9	poxB//
go_0061504_8	recR//
go_0061610_5	nadE//
go_0061615_7	bglX//hcaF//
go_0061720_5	ansB//dapB//ilvD//
go_0065002_6	acs//
go_0065007_2	pgpC//
go_0070084_7	argC//
go_0070178_5	dkgB//
go_0070207_8	torA//lpxP//dxr//
go_0070298_8	
go_0070301_6	surA//rsmF//
go_0070329_5	yigL//
go_0070413_7	speF//
go_0070415_6	folX//surA//
go_0070417_5	frdD//
go_0070453_7	slt//
go_0070475_7	yfiC//entH//rluC//dbpA//ravA//sad//arnB//cmoA//thyA//torZ//ubiE//galK//rlmC//gatY//prpC//pdeH//yeaG//amyA//hcaB//
go_0070476_7	fucO//epd//
go_0070482_4	tsaE//
go_0070574_9	eutB//recO//glgB//gltB//
go_0070581_8	
go_0070588_9	
go_0070689_6	paaA//nrfA//
go_0070726_5	thiE//ligA//
go_0070778_6	yqjH//kdsC//
go_0070894_6	
go_0070930_7	
go_0070981_6	torC//
go_0070989_4	adiA//
go_0071139_6	
go_0071218_6	rbn//
go_0071229_5	
go_0071230_6	mhpD//
go_0071236_5	gabD//menC//fucA//
go_0071237_6	
go_0071243_5	entD//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	hyaA//
go_0071271_7	dkgB//
go_0071276_7	
go_0071280_7	eptA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	gloA//rsmJ//
go_0071289_7	murQ//
go_0071291_6	etp//
go_0071292_7	etk//
go_0071294_7	arnB//
go_0071310_5	
go_0071421_9	dfp//waaB//tyrA//
go_0071422_7	putA//ldtD//glxR//
go_0071423_8	tilS//
go_0071454_5	idi//guaC//
go_0071456_5	
go_0071467_5	
go_0071468_6	mrdA//yfdR//thrS//phnI//
go_0071470_5	
go_0071474_6	rluA//frdC//yccX//
go_0071500_5	maeA//
go_0071502_5	
go_0071555_4	gloB//citG//ybhA//ybhA//panE//hypF//valS//prmB//
go_0071577_9	metH//allD//aldA//slyD//nadA//hemA//
go_0071705_5	
go_0071731_5	
go_0071732_6	sgbE//
go_0071769_5	
go_0071805_4	pdeH//dmsC//menE//argI//yjcS//yfeX//gloA//cof//argF//
go_0071806_6	cpdB//zwf//
go_0071807_8	
go_0071897_6	argE//fdhF//sufS//bioB//poxB//tsaC//
go_0071915_9	ribB//
go_0071932_8	valS//
go_0071934_6	mnmA//
go_0071945_7	
go_0071951_8	menH//
go_0071963_4	
go_0071973_6	aroK//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	acpS//gcvH//
go_0072348_5	idnD//
go_0072488_7	cysS//
go_0072511_7	fabD//
go_0072531_6	dhaK//
go_0072581_9	upp//
go_0072714_5	
go_0075713_7	
go_0080111_4	folX//tehB//
go_0089705_7	
go_0089709_7	lpcA//entE//
go_0090071_6	
go_0090116_7	yggF//
go_0090143_4	
go_0090305_6	alaA//paaH//paaB//galU//fadI//pdxJ//phoA//yfbR//cysI//tdh//mug//pflB//paaK//thiD//dapB//moaE//aldA//paaB//nagZ//epmC//lpxP//dcd//ydiF//tdh//speA//nanE//gltX//rnpA//waaQ//scpB//yjjX//plsC//gatZ//rsmC//alkA//ilvM//pdxY//pncB//frmB//rlmH//rbsK//nagB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	icd//rfaE//napA//rsmG//dmsA//hisA//gmhB//plsB//mtlD//yggF//lipA//rpe//
go_0090502_8	idnD//clsA//yciA//iaaA//surA//fabH//glpX//hinT//ndh//nirD//lldD//tcdA//fkpB//nirB//dusB//fkpB//yfcG//
go_0090503_8	waaQ//cfa//etk//rlmA//psd//ulaD//cobS//selA//maa//
go_0090529_5	
go_0090540_10	gloC//
go_0090549_5	
go_0090609_6	def//
go_0097056_7	waaU//
go_0097264_6	sad//
go_0097304_7	mutS//
go_0097339_7	entE//
go_0097428_6	lpoA//poxB//
go_0097502_4	prmB//
go_0097510_7	hyi//
go_0097533_5	
go_0097638_8	adhE//
go_0098002_8	
go_0098655_7	hypB//yfcF//ligB//yfbR//lpd//cdd//ybiV//phnM//yqjH//glgX//glnS//xylB//pdxA//rfbB//bglB//
go_0098656_7	proS//
go_0098707_10	
go_0098708_8	pphA//suhB//
go_0098710_7	tsaB//queD//
go_0098713_8	acpT//treA//
go_0098719_9	
go_0098732_6	guaB//
go_0098795_9	idnO//
go_0098869_4	prmC//tsaE//astC//yhdH//gatY//cysG//glnA//rluC//yihV//pnp//rlmL//katE//yfeW//fkpB//maeA//
go_0099131_7	cpsB//
go_0099132_7	folP//nfsB//eutD//cadA//nagB//cysG//yciV//acnA//
go_0099133_8	mhpA//pncB//cyoE//murI//queA//lpd//thrB//codA//melA//rsmD//gstA//dgoA//
go_0101030_8	ydfG//
go_1900190_5	gcd//
go_1900191_6	
