# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nirB//
go_0015909_8	dosP//
go_0015912_8	fklB//
go_0015914_7	gltD//
go_0015920_7	paaH//surA//
go_0015937_7	arsC//phoA//cueO//sseA//
go_0015940_6	ligB//
go_0015944_4	argD//mutL//fabI//
go_0015949_5	dcm//ldcC//panD//metG//dacA//narH//tig//frdA//ispB//purN//dapA//yjjG//mobA//dut//yihX//uvrA//moaE//sucB//
go_0015950_6	ldcA//
go_0015951_7	orn//glpA//
go_0015968_6	
go_0015969_8	panD//epmC//
go_0015976_2	yfdR//
go_0015986_7	
go_0015990_10	pyrB//speG//
go_0016024_7	iscS//
go_0016032_5	tdcG//
go_0016036_6	tynA//ttdA//
go_0016042_5	
go_0016052_5	ilvE//guaC//lpxP//selD//
go_0016075_8	fabI//
go_0016078_8	entE//
go_0016094_6	gltX//serA//
go_0016226_5	epmB//speC//amyA//nadD//
go_0016259_7	hmp//
go_0016260_8	ascB//menC//opgE//
go_0016310_6	glyS//gltX//oxc//kdsB//fkpB//ilvI//dfp//pyrD//ravA//lysA//purB//orn//fucI//yeiG//fadH//sodA//rnt//
go_0016311_6	lldD//garD//rne//trmI//treC//ruvB//ycjU//fklB//glpK//orn//folP//ldcA//nirB//moeA//rsgA//rpe//mak//arnB//menH//ligB//accB//phnO//selD//fau//ppiA//gnd//asnB//aroD//menE//allB//nadE//yfbR//lpd//nrfC//rutA//codA//arsC//gapA//hcaD//mgsA//
go_0016458_3	
go_0016485_6	fklB//asnS//
go_0016540_7	rutC//paaC//
go_0016579_7	frdA//
go_0016998_5	umpH//
go_0017001_5	yihV//
go_0017003_8	xylB//
go_0017004_7	pdxH//
go_0017013_7	
go_0017038_6	
go_0017148_8	galE//xthA//glmU//cysN//acs//
go_0017189_7	ddlA//
go_0017198_7	deoD//
go_0018012_8	ybiV//
go_0018023_7	cobS//
go_0018063_8	yjiA//
go_0018070_8	epmB//bglX//
go_0018104_8	fcl//carA//hchA//purL//mobA//
go_0018105_8	hisB//
go_0018106_8	
go_0018108_8	menA//
go_0018117_8	
go_0018125_6	cheB//
go_0018131_6	mdh//
go_0018160_8	narG//
go_0018206_8	dhaM//
go_0018247_9	tyrA//
go_0018283_6	
go_0018298_7	bioD//
go_0018307_7	atoB//
go_0018315_8	folA//
go_0018339_9	idi//
go_0018345_8	rlmJ//
go_0018364_6	mutS//dkgA//
go_0018378_9	
go_0018393_10	hdhA//
go_0018394_9	malQ//
go_0018410_8	phnO//
go_0018909_5	bioB//
go_0018937_4	waaB//
go_0019042_6	queG//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	recG//
go_0019243_7	ynfF//recR//scpC//pnp//
go_0019249_6	ribD//
go_0019250_7	ygjK//
go_0019262_6	der//wzb//sdhC//hcaF//insI-1//
go_0019264_7	purB//
go_0019272_9	purB//ruvB//
go_0019284_7	fucO//rph//
go_0019285_5	tilS//leuC//
go_0019288_6	galU//araD//mnmE//pgl//
go_0019290_5	
go_0019292_8	zwf//
go_0019294_6	napA//yihS//kefF//tsaC//
go_0019299_6	selB//
go_0019301_7	pdxH//queG//waaY//argE//gpmM//preA//lpxT//
go_0019303_7	glgP//prmC//
go_0019305_7	bglB//
go_0019309_7	selA//
go_0019316_8	dhaM//cobS//kbaY//
go_0019318_5	folX//
go_0019323_6	truC//pdeH//dgoA//insI-2//dadA//nudB//hisH//
go_0019324_6	pta//kduD//phnG//manA//opgB//
go_0019343_8	hemN//
go_0019344_7	frdD//
go_0019346_7	eptB//
go_0019353_8	murI//waaB//gluQ//waaJ//
go_0019354_6	rnt//
go_0019379_5	puuC//
go_0019380_6	sufS//pnp//
go_0019388_7	asnB//
go_0019391_6	dmlA//
go_0019394_7	nirB//
go_0019395_5	adhE//
go_0019404_8	uxuA//ldcA//
go_0019413_6	prpD//waaH//
go_0019419_4	dacD//
go_0019427_7	tpiA//
go_0019430_5	ansA//xapA//rfe//
go_0019432_7	idnO//
go_0019439_5	tdcG//gadB//
go_0019447_8	miaB//
go_0019450_9	argD//
go_0019464_7	sucD//mutT//idnO//cfa//phr//rlmA//
go_0019480_4	yeiG//
go_0019509_7	
go_0019516_4	ygjK//nanK//
go_0019521_6	fumA//moaD//
go_0019542_6	rffM//
go_0019545_6	rlmH//
go_0019546_9	garK//
go_0019563_7	galK//yghU//coaE//
go_0019568_7	ubiE//hcp//
go_0019569_7	ppx//waaH//murF//
go_0019571_8	fadH//napA//abgB//
go_0019572_8	rsgA//
go_0019584_7	
go_0019588_7	frlC//dhaL//
go_0019592_8	cmoB//
go_0019595_8	rihA//
go_0019607_6	pyrF//cpdB//
go_0019622_6	ubiG//hisH//dmsC//
go_0019629_7	glcE//rne//
go_0019632_5	acnB//waaZ//paaF//cheR//
go_0019634_5	nirB//
go_0019645_6	mtlD//paaC//slt//
go_0019646_6	rlmA//pheA//nemA//arnT//
go_0019664_6	waaZ//glyA//
go_0019665_5	cysK//
go_0019673_6	murG//
go_0019676_3	lpoB//
go_0019677_8	
go_0019679_7	wzb//mcrB//phnH//
go_0019686_6	yjjX//
go_0019698_7	yeaG//ulaG//chbF//aroD//mraY//metB//
go_0019700_6	yciA//wrbA//nirD//hemG//
go_0019740_2	astC//fadH//argA//yjhH//fumC//alkB//
go_0019752_6	
go_0019805_6	rfe//
go_0019835_3	
go_0019852_5	napB//yajO//astC//
go_0019854_6	paaJ//spoT//
go_0019856_7	mgsA//
go_0019858_7	rluD//
go_0019859_7	iaaA//
go_0019877_6	napA//waaQ//tdh//
go_0019878_9	patD//
go_0019935_6	tktA//aroC//
go_0019985_8	kdgK//dsdA//
go_0019988_7	gadB//
go_0022417_4	rbsK//
go_0022610_2	hemA//
go_0022611_3	uxaB//cdsA//gatZ//
go_0022900_4	hemG//rnpA//
go_0022904_5	cysI//glgX//fadK//
go_0023014_4	gluQ//fadI//lldD//
go_0030001_7	tsaD//adhE//dhaL//
go_0030007_8	kdsA//
go_0030026_9	
go_0030091_6	pinE//pheT//gshB//arsC//
go_0030153_5	
go_0030162_7	
go_0030163_5	yfcF//pheT//gloA//truA//
go_0030244_9	
go_0030258_5	metE//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	yihX//manA//
go_0030388_5	yihX//pdxK//truC//
go_0030488_6	aroE//mnmA//napA//carA//murG//yajO//leuB//glgA//paaE//yihT//
go_0030490_10	
go_0030497_7	dadA//pgaD//
go_0030541_4	
go_0030573_6	aroE//
go_0030632_8	ubiX//menC//acs//selA//
go_0030641_8	fumB//coaD//
go_0030643_8	
go_0030961_9	ispB//
go_0030980_7	spoT//tnaA//entB//
go_0031118_8	trmO//
go_0031119_8	tsaD//sucA//truD//glxK//sgbU//spoT//
go_0031125_10	purB//
go_0031162_5	hisS//
go_0031167_6	queC//panC//yqaB//trmJ//xylA//tag//
go_0031280_6	ampH//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	adiA//
go_0031400_8	
go_0031439_9	
go_0031460_7	uxuA//rnd//hypB//deoB//betB//bioH//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	hyi//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	sgbE//
go_0032026_6	fbaA//
go_0032049_8	dhaK//kduD//serS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	miaB//
go_0032196_3	fabG//
go_0032238_6	hemH//
go_0032259_3	fes//glmM//pinE//malQ//
go_0032261_6	dgcM//
go_0032263_7	sthA//nrfC//
go_0032264_7	sucD//clsB//
go_0032265_7	lplA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	rsmH//thrA//epmC//
go_0032329_7	thiE//dapA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	btuR//
go_0032445_10	iaaA//alaC//
go_0032462_7	amyA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	lplA//rhaD//oxc//btuR//
go_0032774_6	dmlA//
go_0032775_6	ispF//glgA//waaH//
go_0032781_7	
go_0032784_8	
go_0032790_6	cobC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	dapA//
go_0032978_7	
go_0033014_6	waaH//dacD//
go_0033051_5	waaA//
go_0033120_8	
go_0033194_5	phnH//aroL//rsgA//
go_0033195_5	ileS//
go_0033212_10	ubiA//yfaU//
go_0033214_11	mgsA//talB//
go_0033228_8	ampH//ahr//ilvM//
go_0033317_7	mrcB//paaC//fbaA//entD//
go_0033320_6	citC//
go_0033345_8	ldcC//gabT//
go_0033353_5	frlC//
go_0033359_7	sodA//arnA//
go_0033384_6	rsmC//
go_0033388_7	maeA//
go_0033477_5	purF//
go_0033499_8	fabD//hyaB//glpB//sad//nadD//
go_0033518_6	glxK//
go_0033539_7	queG//
go_0033542_7	rutA//
go_0033543_8	nrfA//
go_0033567_6	
go_0033585_7	aspS//hcaD//
go_0033611_8	thiL//
go_0033683_7	
go_0034194_8	mltD//thrA//idnO//
go_0034195_8	pck//
go_0034198_6	fucK//mpaA//
go_0034203_6	adiA//
go_0034204_5	ftnA//yahK//
go_0034213_6	lsrK//
go_0034214_7	mgsA//fadH//yigB//
go_0034219_6	nadD//puuC//glpA//fkpB//metG//nudB//rfbD//katG//rbsD//kdsB//rsuA//pphB//dfp//upp//cpdB//fabI//idnD//yihS//lysC//leuS//psuG//rrrD//ldtE//recR//rsgA//gatY//mmuM//rfaE//dxr//
go_0034220_6	rluD//wzc//aldA//prmB//cobB//miaB//
go_0034224_6	
go_0034227_8	hycB//
go_0034258_8	prmC//
go_0034260_5	
go_0034289_7	rsuA//
go_0034337_3	abgA//
go_0034355_7	srlD//wcaJ//sseA//gpmM//
go_0034401_5	
go_0034414_9	citE//
go_0034421_8	rbsK//
go_0034470_8	nadB//
go_0034552_7	
go_0034599_5	mrcB//yeaE//plsC//selB//cadA//
go_0034605_5	cdh//truC//
go_0034614_6	pgaB//
go_0034620_6	gapA//
go_0034628_9	serA//yghU//fabD//nrdB//entC//
go_0034635_6	dgkA//
go_0034644_7	trpA//
go_0034661_7	
go_0034775_7	cadA//rlmA//
go_0034983_9	nudC//fadH//
go_0035235_6	serC//cysS//panE//
go_0035307_9	
go_0035335_8	menA//fau//
go_0035344_8	hisS//rlmE//
go_0035350_6	murE//
go_0035429_8	tatD//fdhF//glk//leuB//yrfG//selD//
go_0035433_7	cpsB//
go_0035434_9	lldD//
go_0035435_9	insI-2//pinE//proS//gapA//
go_0035442_7	phnN//tsaC//frlB//yajO//ndh//queF//napB//
go_0035443_7	gmk//uvrC//uidA//
go_0035444_9	gshA//fruK//clsA//phnP//
go_0035461_6	hemD//
go_0035524_8	ilvH//
go_0035552_6	nrdE//
go_0035553_6	tynA//
go_0035556_4	
go_0035600_8	asnS//
go_0035672_6	dgcZ//pldB//mhpD//
go_0035725_9	hcaF//tag//phnH//pgl//add//
go_0035784_9	pflB//
go_0035864_6	
go_0035873_8	yajO//gabD//
go_0035999_5	folX//bioF//guaD//
go_0036001_7	mnaT//
go_0036047_9	rlmF//
go_0036049_9	nrfA//
go_0036088_6	gpt//
go_0036104_6	ycjU//etp//
go_0036172_6	prpD//
go_0036214_3	
go_0036265_6	treF//
go_0036289_9	dmsB//mutL//
go_0036448_6	pgpB//idnO//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	entA//yigL//
go_0040033_9	
go_0042026_4	acpT//cyaA//lpxB//dmsB//
go_0042126_5	ldhA//
go_0042128_5	
go_0042150_7	kduI//
go_0042157_5	
go_0042158_6	yqhD//glmM//
go_0042177_7	
go_0042182_5	adiA//
go_0042219_6	
go_0042245_7	appA//ydiB//kbaZ//
go_0042254_5	arnB//
go_0042255_6	
go_0042274_5	prs//
go_0042304_7	
go_0042351_7	trmJ//
go_0042355_8	rpiA//cysS//pheS//rsmA//rhaM//malS//
go_0042371_7	mutY//
go_0042413_6	hyi//frdC//
go_0042450_7	cmk//aspS//xdhB//abgA//dgkA//kduD//
go_0042454_7	valS//
go_0042493_4	rutC//hemD//mtlD//narY//ispF//mnmA//dam//sucA//deoD//epmC//frc//pgsA//sseA//
go_0042538_6	acnA//pyrB//patD//
go_0042542_5	tyrB//lysA//allC//nirD//
go_0042545_5	ldtC//
go_0042594_4	sgbE//fadJ//dmsA//metB//
go_0042619_6	
go_0042710_4	bioA//mnaT//rsmA//phnO//sodC//ribB//cynS//mug//
go_0042732_6	purF//
go_0042744_6	ilvE//hyaC//
go_0042759_7	folA//
go_0042773_6	frmB//
go_0042777_8	
go_0042780_10	moaD//ubiE//
go_0042817_5	kdsC//
go_0042819_6	sucD//
go_0042823_6	dapB//gcd//betA//pabA//
go_0042838_6	ansA//mazG//mnaT//argH//
go_0042840_7	ndh//lpxK//dosP//argS//argD//hemA//
go_0042843_7	pnp//entC//
go_0042846_8	ubiD//
go_0042852_9	cueO//
go_0042867_8	ispG//
go_0042873_7	mutL//
go_0042882_10	thiM//acpH//
go_0042884_7	pyrF//gldA//ascB//
go_0042885_8	yidA//
go_0042891_6	fau//idi//yieF//aroK//mnmC//katG//argF//
go_0042906_8	phnO//ftsI//rlmG//
go_0042908_5	umpH//
go_0042914_8	ahr//
go_0042918_6	sgbE//nadA//
go_0042919_6	
go_0042920_6	gpsA//
go_0042928_7	
go_0042930_7	apt//ada//frdC//pyrG//yjhH//lipB//purL//dam//fadK//rsmG//
go_0042938_8	dapD//rdgB//gadA//
go_0042939_8	frmA//
go_0042941_8	fadK//
go_0042942_6	tilS//gltX//
go_0042953_6	
go_0042956_8	gnd//menB//
go_0042968_8	fabB//fes//ansB//
go_0043039_6	fbp//metE//uxuA//
go_0043041_6	argG//yihS//
go_0043085_5	hemD//fabB//fkpA//
go_0043086_5	roxA//
go_0043093_3	glk//nfi//pgaC//alsK//
go_0043097_6	ligB//acpS//
go_0043099_7	gabD//
go_0043100_6	yfdR//
go_0043102_5	preT//
go_0043103_7	moeB//
go_0043137_6	tatD//chbG//
go_0043150_8	
go_0043157_6	nudB//
go_0043164_6	slyD//waaJ//puuE//serS//azoR//pyrH//pepD//
go_0043165_6	serB//acpH//
go_0043171_5	speG//eda//csdA//entB//iaaA//
go_0043200_5	
go_0043201_6	
go_0043213_7	fadH//malS//
go_0043254_5	
go_0043335_3	moaA//yeiG//dapA//entF//bioC//
go_0043433_5	pyrF//dmsC//chbF//
go_0043442_6	torC//
go_0043456_6	ruvA//
go_0043462_6	guaC//
go_0043470_6	
go_0043471_6	
go_0043488_5	bglX//xdhB//manA//
go_0043547_7	
go_0043571_7	ribB//
go_0043610_4	alkB//lsrK//proS//
go_0043686_7	nfi//
go_0043687_7	yegS//pykA//hyaC//prpD//psuG//
go_0043708_5	rsmE//
go_0043709_6	idi//
go_0043711_5	
go_0043952_7	
go_0043953_7	yihX//
go_0044010_5	cmoA//nagK//cyaA//azoR//gpt//fucA//
go_0044011_4	mcrA//
go_0044036_5	pldB//lpxH//fucI//
go_0044038_6	tehB//rsgA//
go_0044092_4	
go_0044179_5	
go_0044208_7	ydiF//
go_0044238_3	dfp//allD//hyi//lpxM//
go_0044248_4	
go_0044255_4	
go_0044262_4	gntK//def//
go_0044273_5	trmI//
go_0044275_5	kdgK//
go_0044349_6	
go_0044355_6	plsC//
go_0044532_6	
go_0044659_7	gcvH//
go_0044718_6	wzb//
go_0044764_3	
go_0044780_6	argI//
go_0044781_5	
go_0044787_5	ynfF//
go_0044874_7	
go_0045004_7	prpD//ogt//moaE//
go_0045013_7	
go_0045226_7	ldtC//trpE//gor//panD//rfbB//ung//
go_0045333_5	thiH//ilvH//
go_0045337_6	manA//
go_0045454_4	pdeH//ansA//dapA//zwf//moaE//nanK//pdxA//
go_0045471_5	gldA//ygjK//
go_0045717_8	ascB//rsmE//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	pdxK//garK//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	cobS//mazG//thiI//xylB//glcE//
go_0045893_8	rpiB//fadA//
go_0045900_9	
go_0045903_5	nudC//
go_0045912_6	eptC//rffC//tcdA//
go_0045926_5	
go_0045936_8	
go_0045947_9	dmsA//pta//
go_0045975_9	
go_0045990_6	
go_0046037_8	pfkA//
go_0046040_8	pdxH//
go_0046047_8	trmD//
go_0046050_8	speB//tyrB//waaU//
go_0046052_8	ascB//
go_0046061_8	glyA//
go_0046076_8	argK//
go_0046081_8	feaB//acpS//
go_0046086_6	rsmI//
go_0046098_7	trmA//
go_0046100_7	tesB//
go_0046101_6	hflX//trmL//
go_0046103_9	ppiC//
go_0046104_8	yfeX//
go_0046115_10	udp//
go_0046133_8	pdxY//nadA//
go_0046166_6	acnB//
go_0046168_6	glpC//waaB//
go_0046176_6	sseA//ilvE//hisB//iaaA//
go_0046177_7	gpsA//csdA//pbpC//psd//
go_0046181_7	ispH//
go_0046183_7	murG//thiI//kduD//
go_0046187_6	moaA//
go_0046196_5	nadD//
go_0046210_6	moaE//rffC//napA//
go_0046214_6	ybjG//
go_0046256_7	phnJ//ppiC//
go_0046271_5	icd//
go_0046279_6	serC//
go_0046292_4	yeaE//
go_0046294_5	katE//fabZ//
go_0046296_6	pyrB//dusC//uxaB//
go_0046306_6	rpiB//glcF//
go_0046323_10	cysN//
go_0046325_8	
go_0046336_6	tyrS//
go_0046342_8	dgoA//
go_0046348_6	aroG//oxc//
go_0046365_5	glgP//
go_0046392_7	gatZ//acnB//fcl//appA//
go_0046397_6	
go_0046416_6	bioD//
go_0046452_6	dgt//
go_0046459_6	ynfH//
go_0046470_5	
go_0046474_6	cysH//garL//gcvT//trmJ//glgA//ssuD//
go_0046487_5	opgB//
go_0046501_6	waaJ//
go_0046618_6	thyA//mngB//tehB//thiD//ftsI//gnd//
go_0046654_7	yihS//yfaU//pcm//ulaE//trmJ//
go_0046655_5	dfp//
go_0046656_6	glpC//phnG//ispH//pagP//mnmC//eno//
go_0046657_6	tnaA//
go_0046677_4	cmk//manA//rlmL//fucK//yidA//ubiE//tdcE//polA//roxA//uxuA//wzb//mog//mutH//maeA//uxaB//gabD//yccX//cdh//gabT//rlmG//alkA//gltD//ybjG//fadI//cpdA//aphA//deoC//cysK//pykF//ispH//rlmD//
go_0046685_4	waaF//treC//
go_0046686_6	frmB//
go_0046688_6	rffG//dacD//
go_0046690_5	waaZ//proB//
go_0046710_8	ltaE//
go_0046718_8	phnI//glmU//
go_0046777_8	nudG//ydiO//narV//
go_0046834_6	ygeX//
go_0046835_5	scpB//sdaA//caiD//prpC//sdaA//valS//ldcA//kefF//dcyD//selB//yihX//rne//menC//gmd//proB//metB//ugd//mnmC//tmcA//rsmI//deoB//
go_0046836_7	puuD//
go_0046839_6	thiL//
go_0046855_6	ilvC//
go_0046892_8	
go_0046901_7	sgbE//
go_0046939_7	fadB//chbF//gshB//sodC//
go_0046942_7	trpA//pheT//idnK//
go_0046944_7	pabB//
go_0047484_6	
go_0048034_6	rfe//
go_0048255_6	
go_0048473_8	entB//
go_0048518_4	
go_0048870_3	cobU//
go_0050427_5	mnmG//
go_0050667_6	ybjI//rluB//
go_0050779_5	pncB//
go_0050790_4	rsmH//guaD//
go_0050821_5	guaD//narI//
go_0050918_5	mmuM//truA//
go_0050919_5	mltC//
go_0051050_5	
go_0051083_5	rlmL//
go_0051085_5	adeD//waaB//
go_0051090_4	apaH//
go_0051091_5	ansB//
go_0051131_7	
go_0051143_8	paaF//
go_0051156_5	lacZ//
go_0051171_5	
go_0051188_5	hisS//
go_0051191_6	gntK//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	pgpC//mnmC//
go_0051270_5	
go_0051271_6	miaA//oxc//
go_0051274_8	
go_0051276_5	
go_0051289_8	yihS//umpG//betB//rutE//ispH//tdh//moaD//serA//aroA//rsmH//suhB//mnaT//trpE//gpp//pldB//argB//ttdA//argB//rlmM//gloA//ispG//trpB//fadB//nirD//carA//tig//udp//sdaB//ulaF//fabB//rpiA//guaD//
go_0051301_3	mepS//malP//asd//edd//ubiI//gapA//metG//mutM//
go_0051302_5	
go_0051304_4	ubiX//
go_0051338_5	
go_0051345_6	
go_0051346_6	ispA//
go_0051347_6	
go_0051349_6	
go_0051353_6	hisA//
go_0051391_8	speF//
go_0051409_4	glyA//
go_0051410_3	garK//
go_0051452_10	hisF//
go_0051453_9	panC//
go_0051454_10	leuA//nrfC//caiD//ilvM//ribE//
go_0051476_7	lpcA//
go_0051484_7	amyA//
go_0051495_8	
go_0051595_6	allB//trmD//
go_0051596_6	cfa//thiM//yigB//rpiA//
go_0051599_4	
go_0051603_6	rihB//abgA//
go_0051604_5	paaJ//gmhB//gcvH//
go_0051607_4	dut//cpdB//
go_0051649_4	
go_0051668_4	
go_0051692_6	lsrG//ybcF//
go_0051704_2	fkpB//yihS//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	cof//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	nadA//tilS//
go_0052778_6	galT//
go_0052837_6	ribB//
go_0055070_10	recJ//
go_0055072_10	recJ//accD//
go_0055085_5	mhpB//accC//mcrA//ybjG//panB//rluD//pgaB//ispF//csdA//hcp//ilvE//aldB//carA//nudB//fbaA//luxS//murQ//phnM//mnmC//speC//ahpC//gudD//eno//xthA//ulaF//pgpB//hcaF//uvrB//hisI//rlmA//ppsA//pykA//gcvH//gltB//fabB//mhpD//aroL//aceB//nirB//eda//tilS//accC//eno//tgt//uvrB//hemL//rfe//dut//mtn//rsuA//frdD//cmk//garD//leuC//recG//panC//yihS//dgcZ//panC//menD//cynT//xylA//adk//argK//serC//dxs//mltD//cysQ//guaB//glgB//mutS//udp//allC//idnO//ydfG//metH//birA//puuE//purT//slyD//
go_0055086_4	epmC//napB//
go_0055114_3	dgkA//purB//gltX//rlmC//deoC//orn//atoB//nirB//cmk//dmsB//gcvH//menC//ilvA//epmB//upp//proB//phnG//bfr//ugd//dgoA//gstA//adhP//trmJ//mutH//mmuM//purN//cpdA//tsaE//folA//maa//yfaU//aspC//suhB//gcd//luxS//bacA//ldtE//aldA//yagF//gstB//ychF//fabA//psd//waaP//
go_0055129_5	deoD//mpaA//garD//
go_0055130_8	ilvH//frdB//
go_0060003_10	btuE//fumC//
go_0060274_5	glcE//
go_0060326_5	argH//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ushA//
go_0061077_4	panC//bfr//yjcS//preT//murI//
go_0061475_9	fucA//
go_0061504_8	sdhB//
go_0061610_5	mobA//
go_0061615_7	orn//gabT//
go_0061720_5	tadA//phnI//mrcB//
go_0065002_6	sodC//
go_0065007_2	otsB//
go_0070084_7	hcaC//
go_0070178_5	fabH//
go_0070207_8	nadK//tdcE//tsaC//
go_0070298_8	
go_0070301_6	recF//prmB//
go_0070329_5	selA//
go_0070413_7	tmcA//
go_0070415_6	dld//murB//
go_0070417_5	yahK//
go_0070453_7	waaJ//
go_0070475_7	dsdA//ldtB//acpS//rfbD//yfeX//fadH//rluE//recO//pgaD//speF//ynfH//fkpB//ribC//ynfF//rsuA//atoB//rlmM//tsaC//ybiV//
go_0070476_7	rne//der//
go_0070482_4	slt//
go_0070574_9	metH//yciV//bioF//ssuE//
go_0070581_8	
go_0070588_9	
go_0070689_6	dusB//rutE//
go_0070726_5	eptA//fumB//
go_0070778_6	pgaD//prpB//
go_0070894_6	
go_0070930_7	
go_0070981_6	mutY//
go_0070989_4	mltF//
go_0071139_6	
go_0071218_6	deoC//
go_0071229_5	
go_0071230_6	sgbU//
go_0071236_5	nagZ//hisI//pdeF//
go_0071237_6	
go_0071243_5	alr//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ndh//
go_0071271_7	yciA//
go_0071276_7	
go_0071280_7	lplA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	tyrA//ileS//
go_0071289_7	dgcT//
go_0071291_6	rihB//
go_0071292_7	frdB//
go_0071294_7	aldB//
go_0071310_5	
go_0071421_9	selD//aspS//puuB//
go_0071422_7	aroG//paaK//moaD//
go_0071423_8	hemH//
go_0071454_5	umuC//glyS//
go_0071456_5	
go_0071467_5	
go_0071468_6	gabD//araD//mrdA//asnA//
go_0071470_5	
go_0071474_6	ghrB//pdeH//birA//
go_0071500_5	serA//
go_0071502_5	
go_0071555_4	folM//ssuE//trpA//rihB//murQ//gshA//sodB//trmI//
go_0071577_9	treC//mrcA//fadB//glgX//lysC//epd//
go_0071705_5	
go_0071731_5	
go_0071732_6	opgB//
go_0071769_5	
go_0071805_4	nagZ//lldD//paaC//mutM//gatD//rlmL//valS//lacZ//adk//
go_0071806_6	torA//waaG//
go_0071807_8	
go_0071897_6	wzc//arsC//malP//bioF//iscS//ispA//
go_0071915_9	ravA//
go_0071932_8	rsgA//
go_0071934_6	ruvC//
go_0071945_7	
go_0071951_8	lpxM//
go_0071963_4	
go_0071973_6	sdaB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	glmM//murD//
go_0072348_5	cysH//
go_0072488_7	hemN//
go_0072511_7	otsA//
go_0072531_6	aldB//
go_0072581_9	metL//
go_0072714_5	
go_0075713_7	
go_0080111_4	mpaA//aceA//
go_0089705_7	
go_0089709_7	tadA//pbpC//
go_0090071_6	
go_0090116_7	clsC//
go_0090143_4	
go_0090305_6	gatZ//ubiF//umuC//cobC//thrA//folD//tmcA//dgcT//allD//ilvI//umuD//ybjI//alaC//hisS//bcsA//phnN//prpD//uvrC//ispA//carB//upp//glcD//ynfF//maeA//fucI//ycjU//panB//dgoA//ydfG//queF//iaaA//ndh//yajO//pyrG//phnP//sodA//ycaO//bglX//mazG//rluC//pabB//menE//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	yeaG//malZ//tsaB//murD//purB//ampD//cdsA//pta//fau//nrfD//bioB//lysU//
go_0090502_8	guaB//ydiB//yidA//aes//mocA//mrcA//paaF//kdsB//ispH//mrcB//dhaM//recG//sgbH//udk//ansB//mrcA//arnT//
go_0090503_8	rsgA//gstB//wcaJ//cynT//yihU//pdeF//rlmD//dosP//frdA//
go_0090529_5	
go_0090540_10	cpsG//
go_0090549_5	
go_0090609_6	wzb//
go_0097056_7	bacA//
go_0097264_6	tauD//
go_0097304_7	rrrD//
go_0097339_7	yihX//
go_0097428_6	poxB//nadB//
go_0097502_4	phnH//
go_0097510_7	amyA//
go_0097533_5	
go_0097638_8	gatZ//
go_0098002_8	
go_0098655_7	cpdA//astB//cheB//xylA//rlmE//fadB//ghrB//katG//cyaA//gpsA//pdeL//rsmH//mnmC//yeaG//rsmG//
go_0098656_7	pdxJ//
go_0098707_10	
go_0098708_8	polB//xylA//
go_0098710_7	ispH//nth//
go_0098713_8	fau//hmp//
go_0098719_9	
go_0098732_6	ispH//
go_0098795_9	dut//
go_0098869_4	nirD//napB//glmS//yihT//glcB//ygeX//tsaB//fadK//carA//hcaF//kduD//arsC//ubiC//ansB//allD//
go_0099131_7	ileS//
go_0099132_7	dkgB//purU//malQ//scpB//chbF//ubiF//adhP//sodB//
go_0099133_8	pgaC//ubiE//entB//frdB//recG//fucO//yihU//bacA//fabG//rsmH//ampD//cyaA//
go_0101030_8	lysC//
go_1900190_5	ribB//
go_1900191_6	
go_1900192_6	
go_1900231_6	aroL//
