# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	trmI//
go_0015912_8	rlmL//
go_0015914_7	pgpB//
go_0015920_7	dhaK//nirD//
go_0015937_7	adk//prs//abgA//lpxM//
go_0015940_6	argC//
go_0015944_4	paaA//dhaL//cpdB//
go_0015949_5	kdsA//hflX//tatD//dapF//selA//pyrE//ybjG//pinE//tilS//arnB//bioC//gcl//ribB//bglB//rpe//mug//gapA//hchA//
go_0015950_6	yeaG//
go_0015951_7	hcaC//aceA//
go_0015968_6	
go_0015969_8	ndk//tyrA//
go_0015976_2	hmp//
go_0015986_7	
go_0015990_10	cysE//btuE//
go_0016024_7	pgaD//
go_0016032_5	yfcF//
go_0016036_6	aroC//ltaE//
go_0016042_5	
go_0016052_5	yhdH//rlmM//nrfB//fadI//
go_0016075_8	nudC//
go_0016078_8	trpD//
go_0016094_6	tgt//rsmD//
go_0016226_5	sgbH//narY//aroE//ansB//
go_0016259_7	metL//
go_0016260_8	tnaA//carA//lyxK//
go_0016310_6	mug//glk//rhaA//cdd//azoR//metG//caiD//arnA//allB//aroA//waaY//xapA//otsA//serA//tdcB//rutE//ssuE//
go_0016311_6	ispB//sucC//waaY//dcyD//putA//ybjI//hpt//sucD//narY//ampH//ribD//etp//hisD//speB//yqhD//miaB//yqaB//treA//ynfF//relA//yahK//fcl//ldtC//accB//guaD//alaA//murG//kdsC//ghrB//surA//thrB//nanE//asnS//mgsA//citE//atoB//guaD//insI-2//pyrD//alkA//
go_0016458_3	
go_0016485_6	cdsA//lpoB//
go_0016540_7	paaZ//dacC//
go_0016579_7	fabD//
go_0016998_5	otsA//
go_0017001_5	kdsA//
go_0017003_8	glgP//
go_0017004_7	trmL//
go_0017013_7	
go_0017038_6	
go_0017148_8	ygjK//ispB//cysH//pcm//trpD//
go_0017189_7	fes//
go_0017198_7	aroH//
go_0018012_8	purL//
go_0018023_7	ppk//
go_0018063_8	kefF//
go_0018070_8	argS//betB//
go_0018104_8	ynfH//sdhC//trpE//gpmA//rlmA//
go_0018105_8	paaG//
go_0018106_8	
go_0018108_8	mocA//
go_0018117_8	
go_0018125_6	ubiC//
go_0018131_6	ssuE//
go_0018160_8	eno//
go_0018206_8	nadD//
go_0018247_9	pphA//
go_0018283_6	
go_0018298_7	thiL//
go_0018307_7	waaG//
go_0018315_8	rlmF//
go_0018339_9	mhpD//
go_0018345_8	uxaB//
go_0018364_6	nrfC//treC//
go_0018378_9	
go_0018393_10	psd//
go_0018394_9	eutB//
go_0018410_8	ybiV//
go_0018909_5	alsE//
go_0018937_4	yrfG//
go_0019042_6	argK//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	ubiF//
go_0019243_7	bioD//bioC//metC//ispH//
go_0019249_6	paaJ//
go_0019250_7	murC//
go_0019262_6	queG//dgoD//wzc//sucC//murA//
go_0019264_7	malP//
go_0019272_9	ligA//nrdE//
go_0019284_7	fkpA//torY//
go_0019285_5	pncB//murC//
go_0019288_6	asnB//aldA//argA//argE//
go_0019290_5	
go_0019292_8	dcd//
go_0019294_6	puuB//nadE//eda//pyrC//
go_0019299_6	rph//
go_0019301_7	hisH//rsmF//rnd//cmoB//sthA//pyrD//hemL//
go_0019303_7	apaH//glcD//
go_0019305_7	dinB//
go_0019309_7	folD//
go_0019316_8	pdxY//ubiF//patZ//
go_0019318_5	argS//
go_0019323_6	glcE//glk//rluB//bioD//ldtC//frlC//menD//
go_0019324_6	ahr//lpoA//fabB//mepS//purN//
go_0019343_8	murE//
go_0019344_7	rutE//
go_0019346_7	araA//
go_0019353_8	gapA//alr//xylA//dgcZ//
go_0019354_6	argB//
go_0019379_5	bioD//
go_0019380_6	mngB//bglB//
go_0019388_7	nirD//
go_0019391_6	glnS//
go_0019394_7	nagB//
go_0019395_5	napB//
go_0019404_8	ssuE//ilvB//
go_0019413_6	pdeF//prmB//
go_0019419_4	glnA//
go_0019427_7	phoA//
go_0019430_5	ldtB//mhpD//gdhA//
go_0019432_7	ftsI//
go_0019439_5	fabD//waaY//
go_0019447_8	narI//
go_0019450_9	cysD//
go_0019464_7	nanK//waaA//rutB//citX//ribC//moeB//
go_0019480_4	wrbA//
go_0019509_7	
go_0019516_4	dld//rhaM//
go_0019521_6	rsuA//pcm//
go_0019542_6	araB//
go_0019545_6	gpp//
go_0019546_9	murC//
go_0019563_7	puuC//ilvM//paaA//
go_0019568_7	preT//fkpB//
go_0019569_7	eptB//ubiA//xylA//
go_0019571_8	def//fkpA//etp//
go_0019572_8	ymdB//
go_0019584_7	
go_0019588_7	arsC//kdsD//
go_0019592_8	birA//
go_0019595_8	ulaE//
go_0019607_6	rfaE//trmL//
go_0019622_6	mmuM//lpxK//ispF//
go_0019629_7	gltB//cdh//
go_0019632_5	rsmJ//patZ//ymdB//purC//
go_0019634_5	ybjG//
go_0019645_6	birA//atoB//upp//
go_0019646_6	wecB//caiD//glnA//btuE//
go_0019664_6	torC//mhpA//
go_0019665_5	rutE//
go_0019673_6	pabC//
go_0019676_3	cysM//
go_0019677_8	
go_0019679_7	thrS//moaE//yeaE//
go_0019686_6	thrS//
go_0019698_7	rne//gapA//hemA//ruvC//trpA//ravA//
go_0019700_6	der//nadA//aroE//otsB//
go_0019740_2	malS//leuB//moaA//glcF//ogt//guaC//
go_0019752_6	
go_0019805_6	purL//
go_0019835_3	
go_0019852_5	pphB//lpd//phnI//
go_0019854_6	fabA//murQ//
go_0019856_7	tatD//
go_0019858_7	waaZ//
go_0019859_7	panE//
go_0019877_6	waaZ//phnL//rlmA//
go_0019878_9	rnb//
go_0019935_6	rlmA//treF//
go_0019985_8	rluC//dhaL//
go_0019988_7	chbF//
go_0022417_4	argF//
go_0022610_2	ampH//
go_0022611_3	araB//yigB//cobT//
go_0022900_4	wcaJ//ruvB//
go_0022904_5	ddlB//glxK//rihA//
go_0023014_4	rimK//mgsA//gabD//
go_0030001_7	proC//entB//ldhA//
go_0030007_8	yfaU//
go_0030026_9	
go_0030091_6	aroC//umuD//glyA//dbpA//
go_0030153_5	
go_0030162_7	
go_0030163_5	wcaJ//asnA//cysK//pabC//
go_0030244_9	
go_0030258_5	alaS//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	mnaT//mepS//
go_0030388_5	cynT//glpD//tag//
go_0030488_6	amiD//puuB//hemB//speF//maa//accD//solA//purC//umuC//ftnA//
go_0030490_10	
go_0030497_7	ligB//yhdJ//
go_0030541_4	
go_0030573_6	ubiX//
go_0030632_8	lyxK//purF//phoA//fadM//
go_0030641_8	sodB//dgt//
go_0030643_8	
go_0030961_9	hisI//
go_0030980_7	pdeF//moaE//proC//
go_0031118_8	opgB//
go_0031119_8	yqjH//glgB//nanE//nth//rluF//napB//
go_0031125_10	bglA//
go_0031162_5	cyoE//
go_0031167_6	aspS//aroF//yegS//manA//pgaB//dbpA//
go_0031280_6	ppc//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	accD//
go_0031400_8	
go_0031439_9	
go_0031460_7	galT//dfp//ahpC//narG//ilvH//lpoB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	tnaA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	ruvC//
go_0032026_6	gpmA//
go_0032049_8	uidA//speG//panD//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	dadA//
go_0032196_3	thiM//
go_0032238_6	ugd//
go_0032259_3	truB//hcaE//rdgB//argC//
go_0032261_6	aroE//
go_0032263_7	gpt//aroK//
go_0032264_7	mutH//yfeW//
go_0032265_7	mmuM//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	yfdR//nrdD//insI-2//
go_0032329_7	bioA//paaA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	epmC//
go_0032445_10	proC//dacC//
go_0032462_7	mnmG//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yfiC//pgl//thiH//rlmM//
go_0032774_6	dbpA//
go_0032775_6	eutB//queG//waaO//
go_0032781_7	
go_0032784_8	
go_0032790_6	rhaD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	phoA//
go_0032978_7	
go_0033014_6	hisC//carA//
go_0033051_5	murB//
go_0033120_8	
go_0033194_5	ldhA//uidA//phnH//
go_0033195_5	cdh//
go_0033212_10	rfbB//dbpA//
go_0033214_11	fadM//gcd//
go_0033228_8	speE//ribD//purB//
go_0033317_7	lyxK//argB//idnD//murG//
go_0033320_6	preT//
go_0033345_8	cfa//eda//
go_0033353_5	ispF//
go_0033359_7	gor//preT//
go_0033384_6	yieH//
go_0033388_7	yegS//
go_0033477_5	adiA//
go_0033499_8	pyrH//mutM//prmC//umpG//nadE//
go_0033518_6	gcd//
go_0033539_7	lipB//
go_0033542_7	rluC//
go_0033543_8	birA//
go_0033567_6	
go_0033585_7	preA//yqhD//
go_0033611_8	iaaA//
go_0033683_7	
go_0034194_8	uxaC//nadE//sdhC//
go_0034195_8	narI//
go_0034198_6	trmI//bioF//
go_0034203_6	alkA//
go_0034204_5	rbsK//hyaA//
go_0034213_6	dkgB//
go_0034214_7	lpxP//yqhD//gatZ//
go_0034219_6	lplA//rsmJ//slt//ahr//glgA//rsmE//tpiA//fadD//menF//cysN//glpD//katE//polA//asnB//plsC//hchA//pyrE//pnp//glpA//yeaG//narY//folX//ulaD//gmd//serA//ahr//bioH//relA//cadA//
go_0034220_6	dkgA//ubiX//argS//dusC//gcl//lpxT//
go_0034224_6	
go_0034227_8	ppiC//
go_0034258_8	thiE//
go_0034260_5	
go_0034289_7	glk//
go_0034337_3	tsaD//
go_0034355_7	cynT//purA//entD//luxS//
go_0034401_5	
go_0034414_9	pepD//
go_0034421_8	leuS//
go_0034470_8	udk//
go_0034552_7	
go_0034599_5	cobU//hypF//mgsA//rsgA//nudG//
go_0034605_5	eutD//folP//
go_0034614_6	acnB//
go_0034620_6	fadD//
go_0034628_9	nadA//rffG//patZ//leuA//glcB//
go_0034635_6	nrdB//
go_0034644_7	poxB//
go_0034661_7	
go_0034775_7	arnA//yidA//
go_0034983_9	ydiF//tehB//
go_0035235_6	phnG//ldhA//pgm//
go_0035307_9	
go_0035335_8	hisF//sgbH//
go_0035344_8	pgi//waaL//
go_0035350_6	chbG//
go_0035429_8	allB//xthA//argS//waaQ//glnE//icd//
go_0035433_7	speE//
go_0035434_9	tktB//
go_0035435_9	fadK//plsC//psd//pyrD//
go_0035442_7	tdcE//adk//sdhB//puuE//leuB//bioF//rlmH//
go_0035443_7	napC//mrdA//tilS//
go_0035444_9	lipB//mog//betA//yigL//
go_0035461_6	metG//
go_0035524_8	tynA//
go_0035552_6	glk//
go_0035553_6	lpxL//
go_0035556_4	
go_0035600_8	ruvB//
go_0035672_6	panD//mazG//ilvM//
go_0035725_9	mpaA//ynfH//mhpD//suhB//orn//
go_0035784_9	pepD//
go_0035864_6	
go_0035873_8	adhP//thrA//
go_0035999_5	wzb//fre//speB//
go_0036001_7	rsgA//
go_0036047_9	rutC//
go_0036049_9	argA//
go_0036088_6	fadE//
go_0036104_6	gcd//waaC//
go_0036172_6	trmL//
go_0036214_3	
go_0036265_6	tsaE//
go_0036289_9	menA//glpK//
go_0036448_6	yihU//rffG//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	hyi//rnd//
go_0040033_9	
go_0042026_4	rluD//tdcB//fucO//talB//
go_0042126_5	rfbB//
go_0042128_5	
go_0042150_7	yieH//
go_0042157_5	
go_0042158_6	prpC//aroF//
go_0042177_7	
go_0042182_5	talB//
go_0042219_6	
go_0042245_7	dosP//frmA//eda//
go_0042254_5	dinB//
go_0042255_6	
go_0042274_5	nanK//
go_0042304_7	
go_0042351_7	mhpD//
go_0042355_8	pyrH//yfbR//gloA//ybiV//hemH//murF//
go_0042371_7	cdd//
go_0042413_6	yrfG//ybcF//
go_0042450_7	pykF//ilvE//ppx//malP//cpsB//amiD//
go_0042454_7	thiM//
go_0042493_4	yfbR//gph//glxK//mtgA//sgbH//sdhD//ilvE//folM//dgcZ//tig//adhE//purU//paaH//
go_0042538_6	waaS//lpxP//malS//
go_0042542_5	bfr//cysC//dbpA//cysS//
go_0042545_5	mltA//
go_0042594_4	mutT//cmoB//argG//glgP//
go_0042619_6	
go_0042710_4	phr//glxR//nirB//kduD//lipA//mcrA//thiL//sad//
go_0042732_6	alkA//
go_0042744_6	sodC//cyaA//
go_0042759_7	aspS//
go_0042773_6	ybjI//
go_0042777_8	
go_0042780_10	abgA//rsmE//
go_0042817_5	nth//
go_0042819_6	dgt//
go_0042823_6	gshB//guaB//phnG//torY//
go_0042838_6	polB//tdh//dinB//scpB//
go_0042840_7	proS//tatD//curA//gnd//uxaB//gor//
go_0042843_7	cysI//pyrE//
go_0042846_8	glgX//
go_0042852_9	gmhB//
go_0042867_8	nrdD//
go_0042873_7	metG//
go_0042882_10	hcaB//rpiB//
go_0042884_7	mltD//mutY//aroG//
go_0042885_8	proA//
go_0042891_6	pgl//purA//selD//ubiX//dnaE//ttdA//yfeX//
go_0042906_8	prpB//miaA//fadB//
go_0042908_5	valS//
go_0042914_8	mutH//
go_0042918_6	yieH//btuE//
go_0042919_6	
go_0042920_6	panE//
go_0042928_7	
go_0042930_7	frc//cobT//bglB//tig//truD//acnA//nagA//zwf//ispA//pyrE//
go_0042938_8	pldB//ung//phnG//
go_0042939_8	dhaL//
go_0042941_8	ribF//
go_0042942_6	frmA//scpB//
go_0042953_6	
go_0042956_8	queA//xapA//
go_0042968_8	tadA//trmO//folP//
go_0043039_6	dnaE//coaE//uxuA//
go_0043041_6	nadA//fadB//
go_0043085_5	sufS//ldtD//aspA//
go_0043086_5	pnp//
go_0043093_3	frlB//gshB//opgB//glpK//
go_0043097_6	cysM//bfr//
go_0043099_7	nrfD//
go_0043100_6	entA//
go_0043102_5	cheR//
go_0043103_7	kdsB//
go_0043137_6	ubiA//hemG//
go_0043150_8	
go_0043157_6	alsK//
go_0043164_6	gapA//argS//pinE//epmC//dapD//phnN//hdhA//
go_0043165_6	frdC//treC//
go_0043171_5	aroA//uxuA//abgB//mug//argI//
go_0043200_5	
go_0043201_6	
go_0043213_7	tpiA//opgB//
go_0043254_5	
go_0043335_3	torA//clsB//lpxH//paaH//mutT//
go_0043433_5	sodA//ldcA//rnt//
go_0043442_6	ppiA//
go_0043456_6	gmhB//
go_0043462_6	cysI//
go_0043470_6	
go_0043471_6	
go_0043488_5	mcrA//gltB//asnA//
go_0043547_7	
go_0043571_7	paoC//
go_0043610_4	yihX//malY//tdcE//
go_0043686_7	serS//
go_0043687_7	panC//amiD//tatD//phnH//ynfH//
go_0043708_5	bioB//
go_0043709_6	thiE//
go_0043711_5	
go_0043952_7	
go_0043953_7	eutB//
go_0044010_5	rlmI//cheB//gmk//cysD//glnA//dusC//
go_0044011_4	rpe//
go_0044036_5	sad//gutQ//dfp//
go_0044038_6	tyrA//ppx//
go_0044092_4	
go_0044179_5	
go_0044208_7	asnB//
go_0044238_3	tktA//preA//cysH//abgA//
go_0044248_4	
go_0044255_4	
go_0044262_4	pdeH//moeB//
go_0044273_5	ubiC//
go_0044275_5	fabH//
go_0044349_6	
go_0044355_6	hemD//
go_0044532_6	
go_0044659_7	rlmI//
go_0044718_6	serS//
go_0044764_3	
go_0044780_6	otsB//
go_0044781_5	
go_0044787_5	selA//
go_0044874_7	
go_0045004_7	tmcA//cheB//mhpC//
go_0045013_7	
go_0045226_7	epmB//truA//allD//hinT//nadK//lldD//
go_0045333_5	hisH//preA//
go_0045337_6	entB//
go_0045454_4	glnA//rlmB//preA//cysN//iscS//rbn//adeD//
go_0045471_5	uxuA//paaB//
go_0045717_8	rsuA//puuB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	hisA//trmA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	lysS//mtgA//gatZ//hemB//sgbU//
go_0045893_8	folE//rhaA//
go_0045900_9	
go_0045903_5	yjiA//
go_0045912_6	rpiA//purN//gcvH//
go_0045926_5	
go_0045936_8	
go_0045947_9	orn//der//
go_0045975_9	
go_0045990_6	
go_0046037_8	tesB//
go_0046040_8	purD//
go_0046047_8	sbcB//
go_0046050_8	pdeL//sgbH//cpsB//
go_0046052_8	thiH//
go_0046061_8	uidA//
go_0046076_8	queC//
go_0046081_8	recJ//adk//
go_0046086_6	ubiD//
go_0046098_7	hisA//
go_0046100_7	nfsB//
go_0046101_6	folE//aceB//
go_0046103_9	menH//
go_0046104_8	yfeX//
go_0046115_10	hisC//
go_0046133_8	yegS//glpA//
go_0046166_6	acnB//
go_0046168_6	sufS//rfbD//
go_0046176_6	feaB//rsgA//aldA//bglX//
go_0046177_7	gor//pyrC//ybiV//clsA//
go_0046181_7	fau//
go_0046183_7	entE//acnA//mog//
go_0046187_6	gcl//
go_0046196_5	uidA//
go_0046210_6	ynfH//cfa//glpD//
go_0046214_6	nirB//
go_0046256_7	folM//guaC//
go_0046271_5	ybcF//
go_0046279_6	tsaC//
go_0046292_4	gpsA//
go_0046294_5	hcp//ybjG//
go_0046296_6	narV//dnaQ//thiD//
go_0046306_6	pepD//rne//
go_0046323_10	argA//
go_0046325_8	
go_0046336_6	sgbE//
go_0046342_8	ubiA//
go_0046348_6	adiA//leuC//
go_0046365_5	moeA//
go_0046392_7	waaP//rfbB//mmuM//truC//
go_0046397_6	
go_0046416_6	ymdB//
go_0046452_6	ttdA//
go_0046459_6	rsmJ//
go_0046470_5	
go_0046474_6	lpxB//tadA//purL//mtgA//gstA//surA//
go_0046487_5	ilvA//
go_0046501_6	lysU//
go_0046618_6	uxuA//glgC//galT//pyrH//carA//hcaC//
go_0046654_7	ygeX//murB//nrfA//etk//bglX//
go_0046655_5	abgB//
go_0046656_6	murQ//tadA//yeaG//lpoA//trmJ//aroC//
go_0046657_6	rutA//
go_0046677_4	mnmG//ruvC//ribE//glxR//aceB//glk//gmd//cdh//thrA//serS//murI//moeB//dgcT//gltB//ilvB//aldB//torY//torC//lpxM//rnd//sucD//hflX//nudF//nirB//pldB//srlD//melA//acpS//wcaJ//nfsB//gadA//
go_0046685_4	lpxK//trpA//
go_0046686_6	idi//
go_0046688_6	malY//ycjU//
go_0046690_5	nirB//mutS//
go_0046710_8	rph//
go_0046718_8	waaU//argB//
go_0046777_8	apt//alkB//entA//
go_0046834_6	cdsA//
go_0046835_5	narZ//csdA//sgbE//nudF//cmoB//waaU//lysA//etk//pagP//nrdE//poxB//leuD//katG//rsgA//cysN//rlmH//rutE//feaB//waaU//chbF//leuA//
go_0046836_7	rlmG//
go_0046839_6	rpiA//
go_0046855_6	udp//
go_0046892_8	
go_0046901_7	cysG//
go_0046939_7	ampD//gcvP//aspA//dgcM//
go_0046942_7	trpC//speA//araB//
go_0046944_7	cysH//
go_0047484_6	
go_0048034_6	hemH//
go_0048255_6	
go_0048473_8	moaE//
go_0048518_4	
go_0048870_3	paaB//
go_0050427_5	glcD//
go_0050667_6	panE//trpB//
go_0050779_5	rnpA//
go_0050790_4	uvrA//ppx//
go_0050821_5	pabC//glcE//
go_0050918_5	gshA//ftnA//
go_0050919_5	nadC//
go_0051050_5	
go_0051083_5	fbp//
go_0051085_5	ahpC//glpX//
go_0051090_4	bioA//
go_0051091_5	yfcF//
go_0051131_7	
go_0051143_8	ubiF//
go_0051156_5	rluF//
go_0051171_5	
go_0051188_5	thiG//
go_0051191_6	pyrE//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	ynfH//fadD//
go_0051270_5	
go_0051271_6	ulaE//appA//
go_0051274_8	
go_0051276_5	
go_0051289_8	orn//gadA//pgaC//ynfF//mmuM//birA//frdA//gpmA//pgi//ogt//malP//recJ//glcD//sdhC//fes//rrrD//mnmC//hisA//dgt//ttdB//acpH//dosP//pta//pagP//wcaJ//sbcB//umuC//ampD//pfkA//pyrE//rhaD//cmoB//
go_0051301_3	napC//tyrS//mtgA//panD//ybhA//speA//cynT//cysQ//
go_0051302_5	
go_0051304_4	aspA//
go_0051338_5	
go_0051345_6	
go_0051346_6	leuB//
go_0051347_6	
go_0051349_6	
go_0051353_6	ilvA//
go_0051391_8	pepD//
go_0051409_4	waaC//
go_0051410_3	glnS//
go_0051452_10	hdhA//
go_0051453_9	ybjG//
go_0051454_10	glmU//narZ//yfbR//gadB//ribA//
go_0051476_7	epmB//
go_0051484_7	napB//
go_0051495_8	
go_0051595_6	rsmE//malQ//
go_0051596_6	lpxH//kduI//mak//metB//
go_0051599_4	
go_0051603_6	pinE//chbF//
go_0051604_5	apt//thrS//nrfD//
go_0051607_4	ndk//umpG//
go_0051649_4	
go_0051668_4	
go_0051692_6	edd//fadI//
go_0051704_2	ulaD//avtA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ubiH//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	melA//recO//
go_0052778_6	fabA//
go_0052837_6	ttdB//
go_0055070_10	waaJ//
go_0055072_10	fes//glmM//
go_0055085_5	trmJ//dgkA//trpA//argB//hdhA//phnG//phnP//rihB//trmH//ppiC//speG//gadB//glgP//tyrS//nudB//nudC//accD//yqjH//thrC//gutQ//puuE//lpoB//argB//rffH//rnd//wrbA//miaA//prpC//deoD//truC//fabG//pyrG//fabD//mazG//gstA//ubiF//pgpC//entE//aroH//pyrC//aceF//pyrG//mngB//yajO//ispH//murC//psd//hisH//nhoA//acpT//narZ//mocA//nadE//yjcS//nrdE//alkB//proB//gluQ//puuE//lpxP//galE//ilvC//gabT//dcm//malP//aroA//thrA//deoD//narY//thiI//pgpC//alaA//rlmB//ldcA//ybcF//ycjU//gatZ//fkpA//fumC//bfr//
go_0055086_4	carA//melA//
go_0055114_3	pabB//menD//yfcG//dfp//narY//cobU//leuS//leuD//wecB//ygeX//rihC//tsaE//rsgA//pflB//galM//pdxA//pykA//trpS//trpB//sucC//lpxP//truA//ycjU//alr//galE//pnp//sgbH//folP//lgoD//eutB//argG//pldB//gpt//abgB//gpmM//glpB//patD//asnA//mtlD//dnaE//trmL//pphA//ubiF//argF//
go_0055129_5	dosP//kdgK//glgA//
go_0055130_8	gshB//folM//
go_0060003_10	astB//cobU//
go_0060274_5	fucI//
go_0060326_5	tpiA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	caiB//
go_0061077_4	csdA//patD//argG//glyA//dapB//
go_0061475_9	tehB//
go_0061504_8	patA//
go_0061610_5	epmA//
go_0061615_7	tsaB//asd//
go_0061720_5	gatY//rrrD//ldcC//
go_0065002_6	trpC//
go_0065007_2	hcaF//
go_0070084_7	fklB//
go_0070178_5	nadE//
go_0070207_8	argC//umpH//murA//
go_0070298_8	
go_0070301_6	pheS//gpmM//
go_0070329_5	uvrA//
go_0070413_7	ada//
go_0070415_6	nemA//aspA//
go_0070417_5	phnP//
go_0070453_7	arsC//
go_0070475_7	preT//menE//hisH//epmB//cheB//rluB//dxs//epmA//hdhA//pdeL//abgB//mhpA//metG//epmC//rnpA//pdeH//prmC//moaD//truC//
go_0070476_7	arnA//menI//
go_0070482_4	ribB//
go_0070574_9	dmsC//gpmM//adeD//lpd//
go_0070581_8	
go_0070588_9	
go_0070689_6	trpD//zwf//
go_0070726_5	torY//lacZ//
go_0070778_6	murG//fabH//
go_0070894_6	
go_0070930_7	
go_0070981_6	yfeW//
go_0070989_4	rne//
go_0071139_6	
go_0071218_6	bglA//
go_0071229_5	
go_0071230_6	aroF//
go_0071236_5	gloA//hyaB//codA//
go_0071237_6	
go_0071243_5	yihV//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	purD//
go_0071271_7	waaL//
go_0071276_7	
go_0071280_7	sucB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	nemA//rlmA//
go_0071289_7	gloC//
go_0071291_6	slyD//
go_0071292_7	mutS//
go_0071294_7	rph//
go_0071310_5	
go_0071421_9	eutD//cysQ//accA//
go_0071422_7	luxS//lpxT//gpt//
go_0071423_8	aroK//
go_0071454_5	gabD//aroC//
go_0071456_5	
go_0071467_5	
go_0071468_6	thiH//guaB//phoA//rph//
go_0071470_5	
go_0071474_6	serB//aspC//pdxY//
go_0071500_5	otsB//
go_0071502_5	
go_0071555_4	eda//betA//kdsD//dmlA//fadB//yihV//allD//ppsA//
go_0071577_9	epd//yciV//torY//chbG//ldtC//opgE//
go_0071705_5	
go_0071731_5	
go_0071732_6	umpH//
go_0071769_5	
go_0071805_4	ygjK//waaL//ybcF//mltB//serC//gpmM//iscS//yihT//entF//
go_0071806_6	hemC//menI//
go_0071807_8	
go_0071897_6	phnM//ilvH//deoD//ybiV//glpA//kdsD//
go_0071915_9	alaS//
go_0071932_8	pyrD//
go_0071934_6	glnA//
go_0071945_7	
go_0071951_8	thiI//
go_0071963_4	
go_0071973_6	ybjI//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	tesB//fucA//
go_0072348_5	rsmG//
go_0072488_7	rpiB//
go_0072511_7	rhaM//
go_0072531_6	yjhG//
go_0072581_9	paoC//
go_0072714_5	
go_0075713_7	
go_0080111_4	ruvA//nudF//
go_0089705_7	
go_0089709_7	pheA//fadI//
go_0090071_6	
go_0090116_7	aroA//
go_0090143_4	
go_0090305_6	tatD//yeiG//rsmG//sucA//truA//eutD//bioB//lplA//proC//pgpA//menE//napB//yidA//cobS//tig//hyaC//argB//yhdJ//leuS//waaF//adk//glxR//moaE//rlmF//coaE//argH//dhaK//otsB//glpX//lpoB//fadI//uxaA//ppsA//galM//fabG//gpt//cysD//aroK//bfr//waaY//yihS//wzb//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	alaC//aspC//garL//dxs//rluE//ilvD//phnG//alaA//coaE//yigL//iscS//zwf//
go_0090502_8	frlB//mak//deoD//paaJ//murI//paaJ//lipA//adeD//garL//psuG//ubiX//dgoD//gcd//fadI//ppk//pgk//thiC//
go_0090503_8	dgcZ//pgaC//yeaG//sdhB//ygeX//fadI//fadJ//glgX//thrA//
go_0090529_5	
go_0090540_10	gapA//
go_0090549_5	
go_0090609_6	phnI//
go_0097056_7	frlB//
go_0097264_6	ilvB//
go_0097304_7	yigL//
go_0097339_7	ldhA//
go_0097428_6	aspS//alsK//
go_0097502_4	ilvM//
go_0097510_7	treF//
go_0097533_5	
go_0097638_8	purA//
go_0098002_8	
go_0098655_7	deoC//tyrB//putA//folC//luxS//carA//hisC//gutQ//mazG//idnD//eno//plsB//alsK//yggF//aphA//
go_0098656_7	waaQ//
go_0098707_10	
go_0098708_8	nagK//ubiC//
go_0098710_7	ahr//nfi//
go_0098713_8	fcl//uvrC//
go_0098719_9	
go_0098732_6	ynfE//
go_0098795_9	argB//
go_0098869_4	sucB//maeA//cdh//sdhC//psd//epmA//rdgB//waaF//glcD//dcm//def//mutL//acs//murA//pdxB//
go_0099131_7	pdeF//
go_0099132_7	wecB//dusC//wcaJ//ddlA//tesB//menB//torA//manA//
go_0099133_8	relA//abgA//ttdA//napA//nadE//ilvC//uxuB//amyA//caiB//cpsG//torZ//glk//
go_0101030_8	dnaQ//
go_1900190_5	apt//
go_1900191_6	
go_1900192_6	
go_1900231_6	betA//
go_1900232_7	
go_1900233_7	aroF//
go_1900372_9	
