# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nrfD//
go_0015937_7	fes//fes//ydiF//coaE//
go_0015940_6	hinT//
go_0015944_4	fbp//bglB//ldcA//
go_0015949_5	tpiA//rhaM//hemA//serC//cobT//dgoK//lipB//frdB//yihX//spoT//arnT//rluF//rluA//pdxY//umpG//eutD//citX//gloA//
go_0015950_6	glxK//
go_0015951_7	gpmM//hisS//
go_0015968_6	
go_0015969_8	torY//purD//
go_0015976_2	rne//
go_0015986_7	
go_0015990_10	mnaT//rhaM//
go_0016024_7	cynT//
go_0016032_5	ybjG//
go_0016036_6	mobA//gpt//
go_0016042_5	
go_0016052_5	ulaD//dapA//slyD//ulaE//
go_0016075_8	glpC//
go_0016078_8	galU//
go_0016094_6	adhE//aroA//
go_0016226_5	paaB//gmhB//pdeF//gpsA//
go_0016259_7	fkpB//
go_0016260_8	trpD//waaU//slyD//
go_0016310_6	psd//rnd//pdxH//gshB//puuE//coaD//nudG//yahK//der//purD//rutD//pgl//yfdR//cfa//ruvA//lpxT//nirB//
go_0016311_6	tmcA//waaQ//cobT//torC//mnmG//dkgA//astC//yihS//fabA//katG//entF//caiB//hchA//purU//ppk//alsE//paaB//phnI//nadA//glyS//tyrS//rnt//pinE//leuB//bioA//aroE//waaC//fdhF//dxr//recF//yihV//astB//nadK//ulaF//aceF//glgX//malY//selA//kduI//mutT//
go_0016458_3	
go_0016485_6	trmD//kbaZ//
go_0016540_7	rlmB//mhpB//
go_0016579_7	sad//
go_0016998_5	pdxK//
go_0017001_5	feaB//
go_0017003_8	paaA//
go_0017004_7	rffG//
go_0017013_7	
go_0017038_6	
go_0017148_8	gcvH//mmuM//gph//yqhD//ghrB//
go_0017189_7	glcD//
go_0017198_7	fes//
go_0018012_8	ppx//
go_0018023_7	gcvP//
go_0018063_8	hypF//
go_0018070_8	ppc//citC//
go_0018104_8	phnN//rihC//yjjG//preT//lpcA//
go_0018105_8	aroB//
go_0018106_8	
go_0018108_8	nanA//
go_0018117_8	
go_0018125_6	hemC//
go_0018131_6	accD//
go_0018160_8	waaP//
go_0018206_8	trmD//
go_0018247_9	hcaB//
go_0018283_6	
go_0018298_7	ssuE//
go_0018307_7	ispA//
go_0018315_8	ravA//
go_0018339_9	trpA//
go_0018345_8	lpxM//
go_0018364_6	gshA//gcvP//
go_0018378_9	
go_0018393_10	ybiV//
go_0018394_9	murQ//
go_0018410_8	murF//
go_0018909_5	gatD//
go_0018937_4	galT//
go_0019042_6	tynA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	xylA//
go_0019243_7	ravA//lipA//cobS//lpd//
go_0019249_6	apt//
go_0019250_7	argD//
go_0019262_6	ubiE//otsA//frmA//mtn//cysI//
go_0019264_7	rutA//
go_0019272_9	cheR//tauD//
go_0019284_7	dhaM//phnN//
go_0019285_5	thrC//rffM//
go_0019288_6	apaH//pinE//yqhD//dkgB//
go_0019290_5	
go_0019292_8	polA//
go_0019294_6	trmO//puuA//fkpA//cysK//
go_0019299_6	kbaZ//
go_0019301_7	mraY//glnA//gmk//pgi//mltA//tehB//dld//
go_0019303_7	dinB//chbG//
go_0019305_7	lplA//
go_0019309_7	pyrB//
go_0019316_8	gor//folM//caiD//
go_0019318_5	yjhH//
go_0019323_6	waaB//eptC//glxK//pgi//insI-1//murQ//yfcF//
go_0019324_6	pta//rluB//pdxB//araA//tsaE//
go_0019343_8	cdh//
go_0019344_7	ubiD//
go_0019346_7	gldA//
go_0019353_8	apaH//fadA//tdk//mngB//
go_0019354_6	rlmI//
go_0019379_5	pdxH//
go_0019380_6	murB//cpdA//
go_0019388_7	maa//
go_0019391_6	yjcS//
go_0019394_7	gpsA//
go_0019395_5	dut//
go_0019404_8	yigB//tdcE//
go_0019413_6	glcD//nrdB//
go_0019419_4	rluB//
go_0019427_7	ubiD//
go_0019430_5	queG//ubiE//wecB//
go_0019432_7	thiI//
go_0019439_5	arnT//yigB//
go_0019447_8	rnb//
go_0019450_9	fabZ//
go_0019464_7	sucB//glxR//otsB//puuD//dosP//rnd//
go_0019480_4	tpiA//
go_0019509_7	
go_0019516_4	metC//recR//
go_0019521_6	tag//pgaB//
go_0019542_6	uvrB//
go_0019545_6	ybjI//
go_0019546_9	dnaQ//
go_0019563_7	puuE//ilvN//waaB//
go_0019568_7	serB//tig//
go_0019569_7	queD//ftnA//tmcA//
go_0019571_8	lpoB//ubiG//aroE//
go_0019572_8	hcaD//
go_0019584_7	
go_0019588_7	ybjI//trmL//
go_0019592_8	asnA//
go_0019595_8	preA//
go_0019607_6	bioF//betA//
go_0019622_6	mutL//pabB//rffG//
go_0019629_7	bcsA//rlmF//
go_0019632_5	nudB//eptC//mazG//pphB//
go_0019634_5	pabB//
go_0019645_6	ulaF//lipA//iscS//
go_0019646_6	slt//uxaB//wecC//aroH//
go_0019664_6	yajO//rhaD//
go_0019665_5	mdh//
go_0019673_6	waaC//
go_0019676_3	guaB//
go_0019677_8	
go_0019679_7	nudG//ascB//ftnA//
go_0019686_6	dcyD//
go_0019698_7	pdeR//frc//hycB//pgl//frmA//rsmJ//
go_0019700_6	uxaA//metK//waaU//aldB//
go_0019740_2	dapF//gluQ//dgcZ//rlmM//ydiB//moaE//
go_0019752_6	
go_0019805_6	uvrC//
go_0019835_3	
go_0019852_5	speE//rlmB//argC//
go_0019854_6	ybcF//yigB//
go_0019856_7	lpxK//
go_0019858_7	thiC//
go_0019859_7	yfeX//
go_0019877_6	xapA//gatZ//nrfA//
go_0019878_9	fklB//
go_0019935_6	fadD//moaE//
go_0019985_8	cof//ribE//
go_0019988_7	glcE//
go_0022417_4	paaA//
go_0022610_2	malQ//
go_0022611_3	dxr//rnt//ndk//
go_0022900_4	mobA//ribF//
go_0022904_5	pldB//thiE//proB//
go_0023014_4	hemH//tktA//tig//
go_0030001_7	prpB//umpG//tktA//
go_0030007_8	fucI//
go_0030026_9	
go_0030091_6	puuC//cysG//gcvT//gadB//
go_0030153_5	
go_0030162_7	
go_0030163_5	gabT//hemN//lpxL//ubiG//
go_0030244_9	
go_0030258_5	fabI//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	frlB//mhpC//
go_0030388_5	ybhA//phnH//prmC//
go_0030488_6	ada//thrB//preT//ruvA//proB//arnB//kdgK//ubiD//pykF//argA//
go_0030490_10	
go_0030497_7	carB//azoR//
go_0030541_4	
go_0030573_6	eno//
go_0030632_8	mutM//dgt//cheB//narZ//
go_0030641_8	mpaA//yeiG//
go_0030643_8	
go_0030961_9	waaQ//
go_0030980_7	wrbA//thrB//yihT//
go_0031118_8	nrdB//
go_0031119_8	queF//melA//nagA//nadK//dgoD//lpoA//
go_0031125_10	iscS//
go_0031162_5	rhaM//
go_0031167_6	thiG//sucB//ybiV//ndk//opgB//bioH//
go_0031280_6	yahK//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	mutY//
go_0031400_8	
go_0031439_9	
go_0031460_7	glpK//kefF//ymdB//azoR//fdhF//deoC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	rsmG//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	ilvB//
go_0032026_6	mnmE//
go_0032049_8	fcl//mcrA//pgk//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	agp//
go_0032196_3	ubiH//
go_0032238_6	pykA//
go_0032259_3	ppx//bacA//glgB//lysS//
go_0032261_6	uvrC//
go_0032263_7	upp//glmS//
go_0032264_7	citC//sgbE//
go_0032265_7	mak//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	hemE//epmA//gpsA//
go_0032329_7	tdcB//rutB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rnb//
go_0032445_10	lldD//trpB//
go_0032462_7	glgX//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	gcvT//ssuE//sgbU//poxB//
go_0032774_6	gabT//
go_0032775_6	spoT//carB//cof//
go_0032781_7	
go_0032784_8	
go_0032790_6	pheA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	ldcA//
go_0032978_7	
go_0033014_6	mutY//putA//
go_0033051_5	cmk//
go_0033120_8	
go_0033194_5	metG//aspA//fadA//
go_0033195_5	tyrB//
go_0033212_10	eptC//puuD//
go_0033214_11	treF//ulaF//
go_0033228_8	citX//nrdB//rsmI//
go_0033317_7	cpdB//pyrC//hdhA//umuD//
go_0033320_6	xdhB//
go_0033345_8	ybjI//panE//
go_0033353_5	pyrC//
go_0033359_7	rffC//caiD//
go_0033384_6	fadH//
go_0033388_7	ahr//
go_0033477_5	fkpB//
go_0033499_8	rrrD//uxaC//gudD//mnmA//etk//
go_0033518_6	tatD//
go_0033539_7	metG//
go_0033542_7	yciV//
go_0033543_8	ruvA//
go_0033567_6	
go_0033585_7	pgk//trmI//
go_0033611_8	ndk//
go_0033683_7	
go_0034194_8	araA//waaQ//yghU//
go_0034195_8	dbpA//
go_0034198_6	purC//yghU//
go_0034203_6	yegS//
go_0034204_5	serB//truB//
go_0034213_6	gpmM//
go_0034214_7	aspS//pyrF//ybiV//
go_0034219_6	iscS//glpC//dgoD//ycjU//rlmE//btuE//feaB//mnmA//queD//glmM//speA//speA//rlmC//cysE//ruvC//kduD//eutB//rsmE//rsgA//purF//wrbA//sad//rlmB//hisS//aphA//ndk//yjhG//nrdD//truB//
go_0034220_6	dmsB//moeA//ravA//rluA//ddlA//ltaE//
go_0034224_6	
go_0034227_8	surA//
go_0034258_8	narY//
go_0034260_5	
go_0034289_7	entE//
go_0034337_3	epd//
go_0034355_7	tdcB//rfe//fadH//cmoB//
go_0034401_5	
go_0034414_9	tehB//
go_0034421_8	deoD//
go_0034470_8	mltD//
go_0034552_7	
go_0034599_5	guaC//sodC//lpd//thiL//gph//
go_0034605_5	yfdR//tatD//
go_0034614_6	pdxK//
go_0034620_6	pgpA//
go_0034628_9	trpS//treF//trmD//malQ//idnD//
go_0034635_6	ubiC//
go_0034644_7	eptA//
go_0034661_7	
go_0034775_7	metH//yfiC//
go_0034983_9	fucK//pyrG//
go_0035235_6	cheR//rhaM//mutT//
go_0035307_9	
go_0035335_8	btuE//yihT//
go_0035344_8	chbG//ybjI//
go_0035350_6	ilvH//
go_0035429_8	rfbD//thiH//ybiV//trmJ//aceF//slyD//
go_0035433_7	menE//
go_0035434_9	paaA//
go_0035435_9	rsmC//ascB//frdC//pgpC//
go_0035442_7	ispB//argF//yqaB//feaB//narH//phoA//napC//
go_0035443_7	bglX//ftnA//hypB//
go_0035444_9	maeA//rffC//pgaD//paaH//
go_0035461_6	lpxP//
go_0035524_8	ftnA//
go_0035552_6	sodB//
go_0035553_6	dmsA//
go_0035556_4	
go_0035600_8	deoB//
go_0035672_6	pdxB//acpT//yrfG//
go_0035725_9	paaH//fabG//dhaK//pgaC//lpxL//
go_0035784_9	rfbC//
go_0035864_6	
go_0035873_8	dam//mcrB//
go_0035999_5	selB//feaB//gatY//
go_0036001_7	waaO//
go_0036047_9	pinE//
go_0036049_9	ugd//
go_0036088_6	waaZ//
go_0036104_6	zwf//puuE//
go_0036172_6	frlB//
go_0036214_3	
go_0036265_6	murC//
go_0036289_9	cadA//cpsB//
go_0036448_6	murF//lpoA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	sdhC//xthA//
go_0040033_9	
go_0042026_4	rlmM//mgsA//allD//purF//
go_0042126_5	recO//
go_0042128_5	
go_0042150_7	rdgB//
go_0042157_5	
go_0042158_6	sdaA//mutS//
go_0042177_7	
go_0042182_5	cpdB//
go_0042219_6	
go_0042245_7	opgE//sodC//rsmB//
go_0042254_5	yigL//
go_0042255_6	
go_0042274_5	yeaG//
go_0042304_7	
go_0042351_7	mutS//
go_0042355_8	entF//paaB//hemC//ttdB//tsaE//manA//
go_0042371_7	gldA//
go_0042413_6	paaC//narI//
go_0042450_7	miaA//nrdB//ltaE//nfi//glk//aroG//
go_0042454_7	rph//
go_0042493_4	narV//rutA//xylA//argD//prpB//purA//fadH//gatD//nanE//paaZ//fruK//alaA//rnd//
go_0042538_6	queG//nanA//metG//
go_0042542_5	rbsD//glpB//tsaD//uxuA//
go_0042545_5	sgbE//
go_0042594_4	purF//allB//acnB//recG//
go_0042619_6	
go_0042710_4	prpC//prs//rluE//guaA//gabT//puuB//prs//bcsA//
go_0042732_6	adiA//
go_0042744_6	clsC//guaD//
go_0042759_7	pflB//
go_0042773_6	ascB//
go_0042777_8	
go_0042780_10	cyaA//fucO//
go_0042817_5	preT//
go_0042819_6	sodB//
go_0042823_6	ubiC//trmL//kbaZ//thiE//
go_0042838_6	otsA//murC//tyrB//ybcF//
go_0042840_7	yccX//yjhG//rutC//hemD//sgbH//queA//
go_0042843_7	acnB//thiI//
go_0042846_8	menF//
go_0042852_9	ampH//
go_0042867_8	truA//
go_0042873_7	cmk//
go_0042882_10	ampH//melA//
go_0042884_7	ppsA//ilvH//rfbD//
go_0042885_8	nadC//
go_0042891_6	recJ//yegS//argC//speF//phnO//slt//fumC//
go_0042906_8	rsgA//pgaC//dmlA//
go_0042908_5	add//
go_0042914_8	yfiC//
go_0042918_6	glpX//pncB//
go_0042919_6	
go_0042920_6	ackA//
go_0042928_7	
go_0042930_7	mltA//fadJ//ascB//nirD//aroL//katG//gldA//nadK//rfe//torA//
go_0042938_8	pta//adhE//arnA//
go_0042939_8	cobB//
go_0042941_8	pheA//
go_0042942_6	glpA//lysC//
go_0042953_6	
go_0042956_8	ribC//ribF//
go_0042968_8	pabC//rfbC//rfe//
go_0043039_6	yfeW//azoR//rsmF//
go_0043041_6	ribD//trpC//
go_0043085_5	menF//narY//dgcZ//
go_0043086_5	ileS//
go_0043093_3	recG//etk//hcaF//aspA//
go_0043097_6	yihU//mtgA//
go_0043099_7	rfbB//
go_0043100_6	tehB//
go_0043102_5	panB//
go_0043103_7	rffH//
go_0043137_6	ilvN//torA//
go_0043150_8	
go_0043157_6	ybjI//
go_0043164_6	rnd//dgoA//rsmD//trpA//paaH//pdeL//ilvC//
go_0043165_6	iscS//icd//
go_0043171_5	purB//tsaE//folM//alaA//csdA//
go_0043200_5	
go_0043201_6	
go_0043213_7	wrbA//ulaF//
go_0043254_5	
go_0043335_3	thrS//yeaG//adk//ftsI//ydiO//
go_0043433_5	fabA//fbp//paaF//
go_0043442_6	rbn//
go_0043456_6	argF//
go_0043462_6	mrcA//
go_0043470_6	
go_0043471_6	
go_0043488_5	ygeX//paaK//pgaD//
go_0043547_7	
go_0043571_7	napC//
go_0043610_4	treF//mhpA//purN//
go_0043686_7	uidA//
go_0043687_7	edd//ycaO//sodA//cdsA//ulaF//
go_0043708_5	kbaY//
go_0043709_6	poxB//
go_0043711_5	
go_0043952_7	
go_0043953_7	murE//
go_0044010_5	ygeX//dadA//mak//kduI//ileS//speE//
go_0044011_4	rluD//
go_0044036_5	waaQ//tsaB//metF//
go_0044038_6	ilvM//miaB//
go_0044092_4	
go_0044179_5	
go_0044208_7	paaB//
go_0044238_3	nrdF//eda//allB//fabB//
go_0044248_4	
go_0044255_4	
go_0044262_4	gatD//dcm//
go_0044273_5	thiM//
go_0044275_5	adhE//
go_0044349_6	
go_0044355_6	ygeX//
go_0044532_6	
go_0044659_7	ilvH//
go_0044718_6	yfdR//
go_0044764_3	
go_0044780_6	mog//
go_0044781_5	
go_0044787_5	phnO//
go_0044874_7	
go_0045004_7	glpD//kdsC//hyaB//
go_0045013_7	
go_0045226_7	waaP//nhoA//kdsA//dgcZ//dhaM//hypB//
go_0045333_5	pagP//aroL//
go_0045337_6	hcaD//
go_0045454_4	ulaG//pgsA//rffG//sucB//pgi//metG//pphB//
go_0045471_5	aroC//ilvN//
go_0045717_8	speC//yfiC//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	atoB//yjhG//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	cobC//thrA//ada//ispB//waaH//
go_0045893_8	yjjG//panC//
go_0045900_9	
go_0045903_5	mltC//
go_0045912_6	rsmA//mltD//gmhB//
go_0045926_5	
go_0045936_8	
go_0045947_9	thiM//acnA//
go_0045975_9	
go_0045990_6	
go_0046037_8	fbp//
go_0046040_8	glpA//
go_0046047_8	gltD//
go_0046050_8	rfe//alkA//cdsA//
go_0046052_8	ybcF//
go_0046061_8	yieH//
go_0046076_8	uvrA//
go_0046081_8	mraY//nth//
go_0046086_6	sucB//
go_0046098_7	araB//
go_0046100_7	waaH//
go_0046101_6	argE//argK//
go_0046103_9	ssuD//
go_0046104_8	rluD//
go_0046115_10	ldtC//
go_0046133_8	rffT//phnH//
go_0046166_6	serS//
go_0046168_6	ahr//yigB//
go_0046176_6	hcaC//gntK//pgpA//cdsA//
go_0046177_7	sodB//glcE//lpxD//ada//
go_0046181_7	aldB//
go_0046183_7	avtA//proS//add//
go_0046187_6	queF//
go_0046196_5	glgX//
go_0046210_6	gatZ//rnb//eutD//
go_0046214_6	rhaD//
go_0046256_7	mepS//nrfA//
go_0046271_5	truD//
go_0046279_6	pagP//
go_0046292_4	gltX//
go_0046294_5	mtlD//waaA//
go_0046296_6	pfkB//ygjK//mutS//
go_0046306_6	glnS//metK//
go_0046323_10	kdgK//
go_0046325_8	
go_0046336_6	gcl//
go_0046342_8	proB//
go_0046348_6	cpsB//uvrA//
go_0046365_5	coaD//
go_0046392_7	yrfG//xylA//glpC//nth//
go_0046397_6	
go_0046416_6	gudD//
go_0046452_6	fbp//
go_0046459_6	murC//
go_0046470_5	
go_0046474_6	cysM//tgt//speB//spoT//argH//glgP//
go_0046487_5	rsmA//
go_0046501_6	ldhA//
go_0046618_6	slyD//cysE//cobB//menH//orn//fadB//
go_0046654_7	clsC//pgsA//fabG//carB//hemH//
go_0046655_5	tsaC//
go_0046656_6	dapD//mak//fucI//tdk//garL//ribF//
go_0046657_6	gadB//
go_0046677_4	metL//araA//galK//idnD//gldA//xdhB//allD//ssuD//dkgB//adiA//dacC//glgB//glmS//queF//paoC//bglA//tsaE//hisB//napC//ribE//lplA//phnL//mltD//kdsA//cobS//glgP//thrC//hemC//tmcA//queF//waaU//
go_0046685_4	add//mog//
go_0046686_6	rluE//
go_0046688_6	phnI//ldtE//
go_0046690_5	mltC//frlB//
go_0046710_8	cysD//
go_0046718_8	serB//upp//
go_0046777_8	rffH//umuD//ampH//
go_0046834_6	ldtB//
go_0046835_5	mutM//metF//ppx//preT//pgi//nagB//arnA//gloC//ybjG//yieH//hpt//lpxT//phnH//rsmE//pgk//sseA//mtgA//pncB//hemG//purB//otsB//
go_0046836_7	galE//
go_0046839_6	glpD//
go_0046855_6	hyaC//
go_0046892_8	
go_0046901_7	recJ//
go_0046939_7	hcp//metF//ulaE//ulaD//
go_0046942_7	rsgA//alkA//yjjG//
go_0046944_7	waaO//
go_0047484_6	
go_0048034_6	avtA//
go_0048255_6	
go_0048473_8	insI-1//
go_0048518_4	
go_0048870_3	fabH//
go_0050427_5	phnI//
go_0050667_6	abgA//adk//
go_0050779_5	rsmB//
go_0050790_4	paaJ//tpiA//
go_0050821_5	gpmM//yihX//
go_0050918_5	lysU//uxuB//
go_0050919_5	lysC//
go_0051050_5	
go_0051083_5	ispU//
go_0051085_5	metK//leuC//
go_0051090_4	hpt//
go_0051091_5	cobB//
go_0051131_7	
go_0051143_8	menB//
go_0051156_5	lpoB//
go_0051171_5	
go_0051188_5	phnG//
go_0051191_6	ybjG//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	aroL//pdxJ//
go_0051270_5	
go_0051271_6	acpS//yihX//
go_0051274_8	
go_0051276_5	
go_0051289_8	fabG//plsC//tig//fdhF//umuD//gcvP//acpT//phnM//thiM//patA//narI//dsdA//lpxP//waaL//prmB//sucC//preA//rsmC//trmJ//nrdB//yihV//glxR//dmlA//dapB//dosP//ribC//bfr//dmsA//dnaE//rffC//cysH//dusB//
go_0051301_3	tadA//rimK//ygjK//pabC//folM//apt//paaE//coaE//
go_0051302_5	
go_0051304_4	narZ//
go_0051338_5	
go_0051345_6	
go_0051346_6	deoA//
go_0051347_6	
go_0051349_6	
go_0051353_6	pgsA//
go_0051391_8	adiA//
go_0051409_4	chbG//
go_0051410_3	katG//
go_0051452_10	pcm//
go_0051453_9	eutB//
go_0051454_10	uxuB//gloB//dut//thiM//ispB//
go_0051476_7	murF//
go_0051484_7	folP//
go_0051495_8	
go_0051595_6	nudF//sdhD//
go_0051596_6	malP//hisB//cobC//gluQ//
go_0051599_4	
go_0051603_6	etp//dacD//
go_0051604_5	cysK//selB//dgoA//
go_0051607_4	lpxL//mngB//
go_0051649_4	
go_0051668_4	
go_0051692_6	pabC//serC//
go_0051704_2	hisG//tmcA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	paoC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	speD//dcyD//
go_0052778_6	tig//
go_0052837_6	cysH//
go_0055070_10	rluF//
go_0055072_10	lyxK//pgsA//
go_0055085_5	edd//yggF//pgsA//ilvD//pykF//ilvC//mhpC//ugd//uxaB//paaB//nfsB//rluA//mog//menC//wrbA//ndh//ldtE//thiC//dxs//ilvC//dnaE//bioD//recR//gltX//waaF//arsC//waaU//udp//gdhA//citE//nrdF//malS//thiM//avtA//ushA//mutS//cmk//zwf//ldcA//gadB//dnaE//waaL//lpxK//pbpC//truC//murQ//ribC//wzc//nrfA//agp//gltD//speE//sucC//ldtA//glgP//wrbA//alaC//slt//paaF//entE//rfbC//tktB//pnp//hyaB//tsaD//coaA//apaH//mcrB//gadB//gpmA//nhoA//iscS//aspA//rluC//ogt//pdeH//purA//argA//speD//cysQ//
go_0055086_4	glpB//fabH//
go_0055114_3	acpT//pyrH//sdhD//umuC//nudB//thrB//cdh//tdh//purA//gpsA//mnmE//kduI//pheA//thiI//ttdB//lysC//nanE//eda//mraY//add//pdxK//alr//kbaZ//aldA//yihX//pgpA//cysQ//otsA//ychF//rutE//mltB//aldA//ybiV//fucA//cysH//nagZ//kbaZ//gmhB//folD//cdh//napC//arsC//suhB//lpxH//
go_0055129_5	hcp//ldhA//trmI//
go_0055130_8	acnA//arnA//
go_0060003_10	cysN//ahr//
go_0060274_5	rluB//
go_0060326_5	glpD//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	chbF//
go_0061077_4	entE//rluB//folP//patA//paaZ//
go_0061475_9	sufS//
go_0061504_8	recJ//
go_0061610_5	rbsD//
go_0061615_7	glgX//ispB//
go_0061720_5	tauD//ugd//argC//
go_0065002_6	tktB//
go_0065007_2	yfdR//
go_0070084_7	ilvH//
go_0070178_5	ynfF//
go_0070207_8	argA//adiA//hisG//
go_0070298_8	
go_0070301_6	glnA//rluB//
go_0070329_5	gpmM//
go_0070413_7	rrrD//
go_0070415_6	sdaB//phnO//
go_0070417_5	kdsC//
go_0070453_7	mhpB//
go_0070475_7	paaC//cysE//gpt//aldA//murD//tmcA//sucA//adk//lysU//menC//cobC//pldB//slt//ada//argK//folE//clsA//ulaE//pdxY//
go_0070476_7	cobS//aroG//
go_0070482_4	ubiG//
go_0070574_9	acnA//recJ//menF//hyaB//
go_0070581_8	
go_0070588_9	
go_0070689_6	ybjG//rpiB//
go_0070726_5	hemG//galM//
go_0070778_6	pfkB//btuR//
go_0070894_6	
go_0070930_7	
go_0070981_6	paaH//
go_0070989_4	kduD//
go_0071139_6	
go_0071218_6	speD//
go_0071229_5	
go_0071230_6	ldtC//
go_0071236_5	entE//ruvA//yjiA//
go_0071237_6	
go_0071243_5	leuB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	feaB//
go_0071271_7	atoB//
go_0071276_7	
go_0071280_7	rffT//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	iscS//polB//
go_0071289_7	gcd//
go_0071291_6	cobC//
go_0071292_7	ispG//
go_0071294_7	aroG//
go_0071310_5	
go_0071421_9	yfaU//psd//ymdB//
go_0071422_7	uvrC//prpC//hemB//
go_0071423_8	frlC//
go_0071454_5	ssuD//rlmD//
go_0071456_5	
go_0071467_5	
go_0071468_6	gatD//aceA//gor//araB//
go_0071470_5	
go_0071474_6	dinB//udk//polB//
go_0071500_5	clsC//
go_0071502_5	
go_0071555_4	lsrG//waaC//ilvB//psuG//gadA//curA//phnP//ilvH//
go_0071577_9	speE//rfe//ubiG//dut//opgB//mnaT//
go_0071705_5	
go_0071731_5	
go_0071732_6	carB//
go_0071769_5	
go_0071805_4	pgaB//thiC//citX//fadH//glyA//dfp//tehB//glmS//ynfE//
go_0071806_6	astC//aes//
go_0071807_8	
go_0071897_6	mdh//tig//ppiC//aroK//aroH//glyA//
go_0071915_9	rsmI//
go_0071932_8	kduI//
go_0071934_6	bioH//
go_0071945_7	
go_0071951_8	fumB//
go_0071963_4	
go_0071973_6	paaC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	murE//slt//
go_0072348_5	cynS//
go_0072488_7	tyrS//
go_0072511_7	rihB//
go_0072531_6	yieF//
go_0072581_9	cfa//
go_0072714_5	
go_0075713_7	
go_0080111_4	phnG//yjjX//
go_0089705_7	
go_0089709_7	aldB//dxr//
go_0090071_6	
go_0090116_7	napA//
go_0090143_4	
go_0090305_6	pgpC//araD//waaA//rpe//waaZ//feaB//poxB//rutC//moaE//rlmJ//hcaE//malZ//gatY//rsmI//kdgK//mpaA//abgB//rhaD//srlD//waaU//ybiV//btuE//fbaA//dusC//trpE//citE//mutY//truB//thrS//rsmC//phoA//alkB//upp//selD//plsC//fabZ//moaD//yahK//glgA//aceB//pncB//hemL//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	cysK//eutB//betA//yfcF//rsmA//lipA//birA//lpd//hemH//thyA//dinB//xylB//
go_0090502_8	rffT//rutC//hemC//yfiC//pyrC//hcaF//ilvD//gcl//queA//lipB//gabT//nrdA//rutC//lysA//pgsA//araB//tilS//
go_0090503_8	fumB//bioA//ubiG//mltA//deoD//prpB//lyxK//adeD//waaO//
go_0090529_5	
go_0090540_10	chbG//
go_0090549_5	
go_0090609_6	fumC//
go_0097056_7	umpH//
go_0097264_6	ymdB//
go_0097304_7	panC//
go_0097339_7	recO//
go_0097428_6	mltF//pgaC//
go_0097502_4	rsmC//
go_0097510_7	spoT//
go_0097533_5	
go_0097638_8	ttdB//
go_0098002_8	
go_0098655_7	accC//fes//pfkB//mltB//clsA//idi//preA//rlmG//yeiG//yfcF//folX//tpiA//miaB//waaA//alsK//
go_0098656_7	argB//
go_0098707_10	
go_0098708_8	ribF//torA//
go_0098710_7	sdaB//adhP//
go_0098713_8	asnB//phnP//
go_0098719_9	
go_0098732_6	phoA//
go_0098795_9	galU//
go_0098869_4	thiM//argA//aroE//pabB//wzc//dbpA//rdgB//pdxJ//entD//ispU//hyaC//rluC//glpK//allC//recJ//
go_0099131_7	queG//
go_0099132_7	ubiF//hemD//guaB//speF//yagF//lpoB//mnmA//yhdH//
go_0099133_8	tktB//ldtD//araB//psuG//bacA//sad//mmuM//ppx//truD//hisD//gadB//gpt//
go_0101030_8	lpxB//
go_1900190_5	serB//
go_1900191_6	
go_1900192_6	
go_1900231_6	dmsA//
go_1900232_7	
go_1900233_7	yfbR//
