# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	waaH//
go_0015886_6	asnA//aceF//
go_0015887_7	ilvI//
go_0015888_6	preA//
go_0015889_6	upp//ynfF//ttdA//
go_0015891_6	idnO//
go_0015906_6	cysM//
go_0015909_8	sucA//
go_0015912_8	opgB//
go_0015914_7	purL//
go_0015920_7	nagA//cysD//
go_0015937_7	nirB//acnA//leuS//deoA//
go_0015940_6	nadD//
go_0015944_4	truD//ppiA//carA//
go_0015949_5	otsB//nrdD//argF//mgsA//ubiE//metH//menC//yfeX//ftsI//dgt//hisI//sdhA//ldhA//ilvM//araB//dgoK//dapA//dkgB//
go_0015950_6	rlmL//
go_0015951_7	tadA//murG//
go_0015968_6	
go_0015969_8	ugd//rlmB//
go_0015976_2	glyA//
go_0015986_7	
go_0015990_10	paoC//selD//
go_0016024_7	fruK//
go_0016032_5	dgcT//
go_0016036_6	pepD//arnB//
go_0016042_5	
go_0016052_5	yhdH//tauD//btuR//gdhA//
go_0016075_8	arsC//
go_0016078_8	rbn//
go_0016094_6	epmC//ygjK//
go_0016226_5	ansB//paaZ//adiA//metG//
go_0016259_7	waaS//
go_0016260_8	pgaB//fumC//acnA//
go_0016310_6	cobC//astB//hycB//yfdR//tdcE//cdh//nanA//mdh//speD//lpxL//wecC//queD//avtA//pdxB//mhpD//ftsI//frmA//
go_0016311_6	aldA//dhaM//rluB//sucD//acpS//dxr//thiC//ispU//gshB//uxaA//lpxH//mug//cysK//tesB//moaE//mhpD//ynfH//gadB//phnJ//mltB//tadA//ssuD//mngB//nadB//iscS//recF//hycB//glcF//psuG//recR//deoD//trmI//leuD//mhpC//prmC//lpxP//hcp//alsE//tsaD//menD//
go_0016458_3	
go_0016485_6	ycjU//phnG//
go_0016540_7	gstB//pdeL//
go_0016579_7	glgP//
go_0016998_5	waaQ//
go_0017001_5	pgpC//
go_0017003_8	metF//
go_0017004_7	miaB//
go_0017013_7	
go_0017038_6	
go_0017148_8	deoC//dhaL//apaH//rutB//dnaE//
go_0017189_7	pncB//
go_0017198_7	otsA//
go_0018012_8	curA//
go_0018023_7	dapB//
go_0018063_8	citC//
go_0018070_8	pnp//gltD//
go_0018104_8	fadK//yjjX//coaA//uxuA//argG//
go_0018105_8	alkA//
go_0018106_8	
go_0018108_8	eno//
go_0018117_8	
go_0018125_6	idnK//
go_0018131_6	mutM//
go_0018160_8	rluF//
go_0018206_8	torZ//
go_0018247_9	gpsA//
go_0018283_6	
go_0018298_7	hchA//
go_0018307_7	hcaE//
go_0018315_8	folX//
go_0018339_9	rnd//
go_0018345_8	yhdJ//
go_0018364_6	iaaA//lipB//
go_0018378_9	
go_0018393_10	glmS//
go_0018394_9	xylB//
go_0018410_8	tmcA//
go_0018909_5	mepS//
go_0018937_4	pdeR//
go_0019042_6	phnO//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	hycB//
go_0019243_7	ygjK//patD//garL//udp//
go_0019249_6	thrB//
go_0019250_7	waaU//
go_0019262_6	nagK//ltaE//metH//yfiC//rffC//
go_0019264_7	dgoD//
go_0019272_9	epmB//dgcT//
go_0019284_7	ssuD//selA//
go_0019285_5	ogt//ahpC//
go_0019288_6	ldhA//dapB//gluQ//waaL//
go_0019290_5	
go_0019292_8	sgbE//
go_0019294_6	fumC//hemE//opgB//gstA//
go_0019299_6	dgcM//
go_0019301_7	speD//rluC//torZ//fre//idi//tig//dnaQ//
go_0019303_7	ileS//ttdA//
go_0019305_7	rlmG//
go_0019309_7	frlC//
go_0019316_8	psuG//selD//dgkA//
go_0019318_5	dhaK//
go_0019323_6	cysC//appA//ung//prmB//pabC//pta//tsaE//
go_0019324_6	nagK//mutS//thiH//hisG//rlmC//
go_0019343_8	surA//
go_0019344_7	selD//
go_0019346_7	gph//
go_0019353_8	phnI//narZ//frdB//glk//
go_0019354_6	ldtA//
go_0019379_5	galT//
go_0019380_6	hyaA//moaD//
go_0019388_7	bioC//
go_0019391_6	dfp//
go_0019394_7	mltC//
go_0019395_5	pgpA//
go_0019404_8	pdeR//dacA//
go_0019413_6	recO//nudB//
go_0019419_4	yeaG//
go_0019427_7	sdhC//
go_0019430_5	bioB//murA//ldcA//
go_0019432_7	uxaC//
go_0019439_5	rsmI//folP//
go_0019447_8	mcrA//
go_0019450_9	sodB//
go_0019464_7	rnpA//tdh//umuD//ldtD//nadA//mog//
go_0019480_4	wcaJ//
go_0019509_7	
go_0019516_4	trpA//mltF//
go_0019521_6	dsdA//tmk//
go_0019542_6	talB//
go_0019545_6	hisA//
go_0019546_9	glgA//
go_0019563_7	argB//murI//abgB//
go_0019568_7	hcaC//aphA//
go_0019569_7	tehB//lsrG//yjhG//
go_0019571_8	rlmH//ilvN//uxaA//
go_0019572_8	asnB//
go_0019584_7	
go_0019588_7	astC//mltD//
go_0019592_8	dld//
go_0019595_8	sgbH//
go_0019607_6	rhaB//leuC//
go_0019622_6	moaA//lpxK//tcdA//
go_0019629_7	mltF//hisC//
go_0019632_5	codA//mltC//cysI//gmhB//
go_0019634_5	treF//
go_0019645_6	puuD//nrfD//pgpB//
go_0019646_6	paaZ//aroL//prs//pgpC//
go_0019664_6	ruvA//rbn//
go_0019665_5	coaA//
go_0019673_6	sgbE//
go_0019676_3	ybcF//
go_0019677_8	
go_0019679_7	yrfG//dgoD//murD//
go_0019686_6	yggF//
go_0019698_7	bglX//ycjU//gloB//avtA//pyrH//gpp//
go_0019700_6	abgB//dhaM//btuR//alkA//
go_0019740_2	trmA//rffM//aroG//cysQ//umuC//astC//
go_0019752_6	
go_0019805_6	thiE//
go_0019835_3	
go_0019852_5	aceA//galE//ygjK//
go_0019854_6	pgi//uxaB//
go_0019856_7	gcl//
go_0019858_7	pyrH//
go_0019859_7	acs//
go_0019877_6	rsmJ//dgoD//deoC//
go_0019878_9	pdeH//
go_0019935_6	truD//clsB//
go_0019985_8	pfkA//nudG//
go_0019988_7	fadK//
go_0022417_4	thrC//
go_0022610_2	pgpA//
go_0022611_3	uxuA//hcaC//ampD//
go_0022900_4	hyi//puuB//
go_0022904_5	fabA//suhB//hemE//
go_0023014_4	menB//deoC//waaS//
go_0030001_7	deoA//ruvC//nemA//
go_0030007_8	ubiD//
go_0030026_9	
go_0030091_6	fucA//purT//pncB//leuD//
go_0030153_5	
go_0030162_7	
go_0030163_5	cysK//rlmE//ackA//yjcS//
go_0030244_9	
go_0030258_5	pgpC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	narV//phr//
go_0030388_5	tyrA//ugd//rsmJ//
go_0030488_6	rhaA//tdcD//hmp//sgbE//dmsC//carA//gapA//mtn//tsaC//yajO//
go_0030490_10	
go_0030497_7	idnD//dmsB//
go_0030541_4	
go_0030573_6	plsB//
go_0030632_8	coaE//gntK//araB//codA//
go_0030641_8	tdcB//gcvP//
go_0030643_8	
go_0030961_9	fadI//
go_0030980_7	csdA//tdcD//lpd//
go_0031118_8	hflX//
go_0031119_8	aroB//tehB//rfbB//fadB//yahK//nagZ//
go_0031125_10	ansA//
go_0031162_5	uvrB//
go_0031167_6	ilvD//kdgK//fadD//rluD//dacC//nudF//
go_0031280_6	ppx//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	entB//
go_0031400_8	
go_0031439_9	
go_0031460_7	yfaU//talB//etk//pdeF//hisC//dcyD//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	kdsC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	argI//
go_0032026_6	tynA//
go_0032049_8	ppiC//azoR//gluQ//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	argA//
go_0032196_3	deoC//
go_0032238_6	nrfD//
go_0032259_3	mdh//ispF//tsaD//dosP//
go_0032261_6	cobS//
go_0032263_7	fabB//thiD//
go_0032264_7	astB//tynA//
go_0032265_7	waaO//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	acnB//truB//hmp//
go_0032329_7	purC//pinE//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	nrfC//
go_0032445_10	pgsA//frdD//
go_0032462_7	dut//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	prpB//mmuM//folC//treF//
go_0032774_6	waaJ//
go_0032775_6	purA//hcaF//betA//
go_0032781_7	
go_0032784_8	
go_0032790_6	mcrA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	ung//
go_0032978_7	
go_0033014_6	tmk//adhP//
go_0033051_5	cyoE//
go_0033120_8	
go_0033194_5	cpsG//garL//queA//
go_0033195_5	gshB//
go_0033212_10	fkpA//leuC//
go_0033214_11	phnI//araB//
go_0033228_8	uxaB//eda//pdxK//
go_0033317_7	hemA//purT//nrdA//etk//
go_0033320_6	yihT//
go_0033345_8	sucC//ydiO//
go_0033353_5	thiH//
go_0033359_7	rfaE//yeaE//
go_0033384_6	yihU//
go_0033388_7	hisA//
go_0033477_5	iaaA//
go_0033499_8	sdhB//recO//entB//hypF//glpB//
go_0033518_6	tesB//
go_0033539_7	gapA//
go_0033542_7	ssuE//
go_0033543_8	glnS//
go_0033567_6	
go_0033585_7	ygjK//gltX//
go_0033611_8	yfiC//
go_0033683_7	
go_0034194_8	melA//yjjG//fadI//
go_0034195_8	dgcT//
go_0034198_6	rsmE//mltB//
go_0034203_6	curA//
go_0034204_5	lpxB//codA//
go_0034213_6	hyaA//
go_0034214_7	pdxA//yjiA//fkpB//
go_0034219_6	pdxB//selB//yjjG//speG//treF//preA//ushA//ahr//tatD//xdhB//gnd//mnmA//narV//rsmC//nadD//ldcA//thiD//ndk//glpK//gutQ//entD//appA//narI//cysM//lpxT//mtn//dfp//deoB//insI-1//
go_0034220_6	gpsA//ispF//lpxP//insI-1//kdsD//ulaG//
go_0034224_6	
go_0034227_8	dmsB//
go_0034258_8	fdhF//
go_0034260_5	
go_0034289_7	narG//
go_0034337_3	asnA//
go_0034355_7	ppx//avtA//cysS//pdeR//
go_0034401_5	
go_0034414_9	yfiC//
go_0034421_8	ldtB//
go_0034470_8	yeiG//
go_0034552_7	
go_0034599_5	menB//pdeF//ndk//sucD//tktA//
go_0034605_5	garR//ppiC//
go_0034614_6	ilvN//
go_0034620_6	uvrB//
go_0034628_9	gpt//rluD//aldA//ndh//kbaY//
go_0034635_6	ubiE//
go_0034644_7	ilvN//
go_0034661_7	
go_0034775_7	moeB//mtgA//
go_0034983_9	epmC//malZ//
go_0035235_6	dmsC//nirD//pphB//
go_0035307_9	
go_0035335_8	tyrB//purT//
go_0035344_8	ttdB//lpcA//
go_0035350_6	nrdD//
go_0035429_8	nadC//waaU//fcl//yajO//bioA//dut//
go_0035433_7	aroC//
go_0035434_9	prmC//
go_0035435_9	frdD//chbF//ynfF//dam//
go_0035442_7	prmB//rluE//queD//aceA//glk//fabI//thrA//
go_0035443_7	purF//allB//hemC//
go_0035444_9	fumA//ung//aldB//dgoK//
go_0035461_6	frdB//
go_0035524_8	sucC//
go_0035552_6	wecC//
go_0035553_6	yciV//
go_0035556_4	
go_0035600_8	deoD//
go_0035672_6	acs//thrA//ruvB//
go_0035725_9	argG//bacA//tsaD//prs//mrdA//
go_0035784_9	ssuD//
go_0035864_6	
go_0035873_8	sodA//glcF//
go_0035999_5	mcrA//glnS//yjiA//
go_0036001_7	def//
go_0036047_9	guaD//
go_0036049_9	yrfG//
go_0036088_6	ilvM//
go_0036104_6	rhaB//hisC//
go_0036172_6	nadA//
go_0036214_3	
go_0036265_6	gmk//
go_0036289_9	kbaZ//bioB//
go_0036448_6	kdgK//arnB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	menB//hcaF//
go_0040033_9	
go_0042026_4	fucK//paoC//rsmD//cheB//
go_0042126_5	plsC//
go_0042128_5	
go_0042150_7	trmH//
go_0042157_5	
go_0042158_6	hypF//cmoA//
go_0042177_7	
go_0042182_5	pgsA//
go_0042219_6	
go_0042245_7	galK//cobB//galM//
go_0042254_5	waaB//
go_0042255_6	
go_0042274_5	ravA//
go_0042304_7	
go_0042351_7	tdk//
go_0042355_8	pgaB//tilS//hmp//ybiV//nrdF//hisG//
go_0042371_7	ravA//
go_0042413_6	ycjU//trpA//
go_0042450_7	clsA//trpB//queF//aldA//nrfD//mrcB//
go_0042454_7	folC//
go_0042493_4	argF//metB//murQ//lysS//dld//fkpB//ppc//nrfD//bglX//bioB//trmJ//slyD//alkB//
go_0042538_6	menI//pphA//mcrA//
go_0042542_5	malZ//gntK//yjjX//rfbB//
go_0042545_5	lpxM//
go_0042594_4	gmd//bioB//fabI//ltaE//
go_0042619_6	
go_0042710_4	rfe//eptB//pdxY//rihA//orn//yeaG//bioD//dapA//
go_0042732_6	gpmA//
go_0042744_6	ppiC//nanK//
go_0042759_7	alkB//
go_0042773_6	glmU//
go_0042777_8	
go_0042780_10	rsmC//cynT//
go_0042817_5	pinE//
go_0042819_6	dapF//
go_0042823_6	hcp//tyrB//gntK//lgoD//
go_0042838_6	gdhA//cheB//glpA//dapB//
go_0042840_7	fkpB//treF//proC//rlmL//argC//fabZ//
go_0042843_7	melA//ftnA//
go_0042846_8	rbsK//
go_0042852_9	pgpA//
go_0042867_8	ubiG//
go_0042873_7	alaS//
go_0042882_10	purF//mug//
go_0042884_7	ddlB//atoB//pyrF//
go_0042885_8	iaaA//
go_0042891_6	ada//fucK//recF//mak//phnM//torA//sad//
go_0042906_8	guaC//kefF//rhaM//
go_0042908_5	rutB//
go_0042914_8	paaC//
go_0042918_6	lysS//ilvN//
go_0042919_6	
go_0042920_6	ahpC//
go_0042928_7	
go_0042930_7	trpA//cyoE//mpaA//nadE//narV//nfsB//cdd//ahpC//rfaE//betB//
go_0042938_8	rffG//trmJ//lpxL//
go_0042939_8	pgpA//
go_0042941_8	mraY//
go_0042942_6	luxS//leuB//
go_0042953_6	
go_0042956_8	phr//rbn//
go_0042968_8	yfbR//fucK//lgoD//
go_0043039_6	acs//luxS//iaaA//
go_0043041_6	garD//adiA//
go_0043085_5	rfbD//rlmE//ahr//
go_0043086_5	uxuA//
go_0043093_3	rlmM//ygjK//hemN//hisH//
go_0043097_6	guaC//paaA//
go_0043099_7	moaA//
go_0043100_6	yigL//
go_0043102_5	lipA//
go_0043103_7	surA//
go_0043137_6	putA//dapA//
go_0043150_8	
go_0043157_6	fbp//
go_0043164_6	pnp//valS//alkB//uxuB//ldcC//treC//argI//
go_0043165_6	lldD//ppx//
go_0043171_5	nrfD//glgB//cyoE//fucI//cdsA//
go_0043200_5	
go_0043201_6	
go_0043213_7	rnd//entH//
go_0043254_5	
go_0043335_3	coaE//mnmA//gpp//murQ//dapB//
go_0043433_5	narH//udk//yieH//
go_0043442_6	mrcA//
go_0043456_6	cysQ//
go_0043462_6	luxS//
go_0043470_6	
go_0043471_6	
go_0043488_5	rlmI//gutQ//glpB//
go_0043547_7	
go_0043571_7	nagA//
go_0043610_4	yfiC//gor//mog//
go_0043686_7	glxK//
go_0043687_7	purL//rffH//eptA//metL//ycaO//
go_0043708_5	nagZ//
go_0043709_6	lpxL//
go_0043711_5	
go_0043952_7	
go_0043953_7	wcaJ//
go_0044010_5	trmH//purU//ubiH//ppx//thiC//eda//
go_0044011_4	etp//
go_0044036_5	maa//mutH//suhB//
go_0044038_6	galU//serB//
go_0044092_4	
go_0044179_5	
go_0044208_7	preT//
go_0044238_3	fbp//tsaB//paaZ//idi//
go_0044248_4	
go_0044255_4	
go_0044262_4	paaK//ubiH//
go_0044273_5	cysI//
go_0044275_5	umpH//
go_0044349_6	
go_0044355_6	cadA//
go_0044532_6	
go_0044659_7	fucK//
go_0044718_6	waaA//
go_0044764_3	
go_0044780_6	gpp//
go_0044781_5	
go_0044787_5	gcvP//
go_0044874_7	
go_0045004_7	argD//tatD//tesB//
go_0045013_7	
go_0045226_7	xapA//clsB//insI-2//hisC//tsaC//rhaA//
go_0045333_5	accC//pdeF//
go_0045337_6	tadA//
go_0045454_4	rsgA//fau//rluC//tig//deoD//waaJ//miaB//
go_0045471_5	pepD//rluE//
go_0045717_8	slt//mmuM//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	ybcF//hisH//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	pgpC//amiD//purB//patD//kbaZ//
go_0045893_8	ygeX//yfaU//
go_0045900_9	
go_0045903_5	paaH//
go_0045912_6	rutC//mog//gatZ//
go_0045926_5	
go_0045936_8	
go_0045947_9	aes//narV//
go_0045975_9	
go_0045990_6	
go_0046037_8	gutQ//
go_0046040_8	dinB//
go_0046047_8	yeiG//
go_0046050_8	tcdA//dnaQ//citE//
go_0046052_8	pdeL//
go_0046061_8	tpiA//
go_0046076_8	nrfC//
go_0046081_8	rpiA//udk//
go_0046086_6	prs//
go_0046098_7	amiD//
go_0046100_7	glmM//
go_0046101_6	fadM//waaF//
go_0046103_9	hemF//
go_0046104_8	pykF//
go_0046115_10	truB//
go_0046133_8	tsaD//rnb//
go_0046166_6	aspA//
go_0046168_6	recR//glnS//
go_0046176_6	dut//rhaD//gpt//cysE//
go_0046177_7	aroF//srlD//dapA//waaU//
go_0046181_7	pfkA//
go_0046183_7	ldtA//kduD//serA//
go_0046187_6	yqjH//
go_0046196_5	malS//
go_0046210_6	thiE//dgoD//fadB//
go_0046214_6	paaZ//
go_0046256_7	tmcA//lyxK//
go_0046271_5	yfcF//
go_0046279_6	aspS//
go_0046292_4	preA//
go_0046294_5	nirB//mobA//
go_0046296_6	rlmF//feaB//kduD//
go_0046306_6	asnB//azoR//
go_0046323_10	purL//
go_0046325_8	
go_0046336_6	moeB//
go_0046342_8	torA//
go_0046348_6	chbG//ssuE//
go_0046365_5	murG//
go_0046392_7	pfkB//ldtB//yfeW//hisH//
go_0046397_6	
go_0046416_6	waaS//
go_0046452_6	allD//
go_0046459_6	hcaC//
go_0046470_5	
go_0046474_6	yjiA//hisG//argD//ycjU//rlmL//avtA//
go_0046487_5	menA//
go_0046501_6	ung//
go_0046618_6	yidA//dmsC//rnpA//menB//argD//yjjG//
go_0046654_7	betB//ushA//narY//murG//lpoB//
go_0046655_5	aroL//
go_0046656_6	sdaA//dhaL//ravA//pgl//cysM//nagK//
go_0046657_6	cysN//
go_0046677_4	waaA//adhE//narH//gcvT//yjiA//gcd//thrC//nemA//paaG//lpcA//serB//ilvA//ribB//puuD//hypB//pdxB//birA//mutM//rnt//clsA//ygjK//tsaE//ispB//acnB//guaC//rdgB//kbaY//folX//ygjK//rluD//aldA//
go_0046685_4	ugd//trmO//
go_0046686_6	acnA//
go_0046688_6	murQ//ldtC//
go_0046690_5	nfsB//pdeL//
go_0046710_8	speG//
go_0046718_8	truB//murC//
go_0046777_8	thiH//fes//rrrD//
go_0046834_6	rlmB//
go_0046835_5	metK//cheB//ssuE//aroF//galM//mltD//carB//nadD//rnd//yihU//dosP//metB//thrS//uxuA//menI//arnT//nagB//nudC//ruvA//psd//mocA//
go_0046836_7	lysU//
go_0046839_6	trpC//
go_0046855_6	paaF//
go_0046892_8	
go_0046901_7	spoT//
go_0046939_7	entF//asnB//argD//glcD//
go_0046942_7	ltaE//gnd//folC//
go_0046944_7	yagE//
go_0047484_6	
go_0048034_6	dam//
go_0048255_6	
go_0048473_8	ilvE//
go_0048518_4	
go_0048870_3	mutL//
go_0050427_5	gpmM//
go_0050667_6	dfp//trmO//
go_0050779_5	ybjG//
go_0050790_4	rlmI//waaU//
go_0050821_5	hyaC//dcd//
go_0050918_5	dam//recJ//
go_0050919_5	ispF//
go_0051050_5	
go_0051083_5	epmA//
go_0051085_5	aroL//alsE//
go_0051090_4	rffM//
go_0051091_5	murG//
go_0051131_7	
go_0051143_8	mtgA//
go_0051156_5	ynfH//
go_0051171_5	
go_0051188_5	pabB//
go_0051191_6	mltD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	pgm//mtlD//
go_0051270_5	
go_0051271_6	mtlD//moaA//
go_0051274_8	
go_0051276_5	
go_0051289_8	gpmA//kdsD//wrbA//aroA//sucA//waaG//tyrB//fes//nirB//thrC//lplA//entB//rbsD//ubiF//aroA//nfi//thiE//tcdA//waaC//thiM//ynfH//cysQ//mpaA//leuS//moeA//phr//rluE//patD//guaC//menI//rffC//nudF//
go_0051301_3	argH//mmuM//guaC//allC//rsuA//pfkA//tsaC//menC//
go_0051302_5	
go_0051304_4	opgB//
go_0051338_5	
go_0051345_6	
go_0051346_6	truC//
go_0051347_6	
go_0051349_6	
go_0051353_6	hcaC//
go_0051391_8	tcdA//
go_0051409_4	sdhC//
go_0051410_3	lpoB//
go_0051452_10	lpd//
go_0051453_9	eptC//
go_0051454_10	caiD//tig//araA//mepS//tehB//
go_0051476_7	narV//
go_0051484_7	cmk//
go_0051495_8	
go_0051595_6	fau//argF//
go_0051596_6	cyoE//yrfG//panE//ushA//
go_0051599_4	
go_0051603_6	cof//yqhD//
go_0051604_5	mgsA//rfbD//rutA//
go_0051607_4	sodA//eptA//
go_0051649_4	
go_0051668_4	
go_0051692_6	iaaA//dapB//
go_0051704_2	yagF//pfkB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	pdeR//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	dhaL//ilvI//
go_0052778_6	phnH//
go_0052837_6	thiL//
go_0055070_10	rnt//
go_0055072_10	narV//ubiG//
go_0055085_5	lysU//rbn//entF//puuB//pyrB//nirB//gpt//ppiA//narY//accC//pabA//sgbU//nrdA//torC//wcaJ//glyS//araB//fklB//menB//argG//polA//folM//katE//ssuD//glnS//rsmJ//speG//yjcS//pphA//rhaA//tnaA//glmM//paaF//rlmH//purD//lacZ//upp//metB//moeB//argH//purU//eptB//aroB//mltA//tesB//ttdB//valS//tadA//pgi//nrdA//ttdB//nudB//tynA//dmsA//yahK//rlmA//dbpA//ldcA//aroA//leuA//proS//gcvH//menI//nagK//mhpD//aceA//phr//ppk//gpmM//ispH//coaE//puuB//glpD//deoA//mutS//mgsA//pheS//rsmA//xapA//gltX//
go_0055086_4	waaC//purT//
go_0055114_3	fadM//rhaB//ulaG//rffT//glnE//yeiG//cysQ//panB//frdD//sad//citG//metL//nanK//mmuM//cheR//hemH//mocA//pcm//arnA//plsB//fau//polB//hflX//uxaB//trmI//hisG//proS//srlD//ogt//deoA//narG//rsmC//miaB//pheS//pgaC//ubiA//mhpD//malS//murB//wrbA//nirD//argD//tdh//aphA//
go_0055129_5	phnO//pfkA//lysS//
go_0055130_8	rffT//ispA//
go_0060003_10	epd//uxaA//
go_0060274_5	rffT//
go_0060326_5	dxr//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	alaS//
go_0061077_4	trmI//tyrB//coaD//yfeW//rffT//
go_0061475_9	der//
go_0061504_8	add//
go_0061610_5	argA//
go_0061615_7	yagF//hisA//
go_0061720_5	rlmE//murB//rrrD//
go_0065002_6	aspC//
go_0065007_2	tsaD//
go_0070084_7	tmk//
go_0070178_5	queG//
go_0070207_8	proA//nrdA//sucC//
go_0070298_8	
go_0070301_6	pyrG//rlmI//
go_0070329_5	panC//
go_0070413_7	hisB//
go_0070415_6	rnpA//hypF//
go_0070417_5	abgA//
go_0070453_7	mepS//
go_0070475_7	tesB//folA//icd//rpe//cysN//xylA//speB//tadA//glk//fadM//sucB//hinT//fabB//ilvI//aroL//rlmE//allC//srlD//dsdA//
go_0070476_7	prs//adhE//
go_0070482_4	rhaA//
go_0070574_9	frdA//trpC//cobT//atoB//
go_0070581_8	
go_0070588_9	
go_0070689_6	rluE//phnJ//
go_0070726_5	lysS//serA//
go_0070778_6	dhaK//dgcT//
go_0070894_6	
go_0070930_7	
go_0070981_6	murE//
go_0070989_4	gloA//
go_0071139_6	
go_0071218_6	argA//
go_0071229_5	
go_0071230_6	entC//
go_0071236_5	dacA//pdxH//phnL//
go_0071237_6	
go_0071243_5	rph//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ruvB//
go_0071271_7	dhaK//
go_0071276_7	
go_0071280_7	nudG//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	glnE//folX//
go_0071289_7	mtgA//
go_0071291_6	dfp//
go_0071292_7	tktA//
go_0071294_7	cysD//
go_0071310_5	
go_0071421_9	clsB//pyrE//hinT//
go_0071422_7	pyrC//rffH//glpB//
go_0071423_8	sthA//
go_0071454_5	mrcA//rlmL//
go_0071456_5	
go_0071467_5	
go_0071468_6	mltA//tdk//tdcD//thiM//
go_0071470_5	
go_0071474_6	sucA//rhaM//waaY//
go_0071500_5	queD//
go_0071502_5	
go_0071555_4	umuD//dusB//alaS//ampH//rutD//kduI//yqhD//ogt//
go_0071577_9	kdsB//eptA//nhoA//bacA//paaC//panE//
go_0071705_5	
go_0071731_5	
go_0071732_6	uxaA//
go_0071769_5	
go_0071805_4	rutA//sodC//rrrD//deoC//nfsB//tadA//bioB//citG//rlmC//
go_0071806_6	ada//mmuM//
go_0071807_8	
go_0071897_6	clsB//nadA//argF//pphA//rnt//pabC//
go_0071915_9	nirB//
go_0071932_8	rsmF//
go_0071934_6	sgbE//
go_0071945_7	
go_0071951_8	yjjG//
go_0071963_4	
go_0071973_6	lysU//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ybhA//gcd//
go_0072348_5	truD//
go_0072488_7	ycjU//
go_0072511_7	purT//
go_0072531_6	thiC//
go_0072581_9	epmC//
go_0072714_5	
go_0075713_7	
go_0080111_4	frmB//ppiA//
go_0089705_7	
go_0089709_7	ldcC//cyaA//
go_0090071_6	
go_0090116_7	dmsB//
go_0090143_4	
go_0090305_6	tsaD//dgkA//umpH//leuA//folA//purL//pck//alr//trmO//fucK//aspC//glgC//tehB//rluB//puuC//pyrG//dmlA//frlC//rlmM//cysS//rfaE//ruvC//trmJ//dcd//scpB//rsmF//hemB//glcD//lipB//dacA//alr//mnmA//gstB//epmA//rluA//ltaE//dgkA//udp//tdh//yqjH//mutT//cysG//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	abgA//dgcT//ubiG//hemF//tsaD//xylB//rlmH//alkA//yfeX//mrdA//aroC//rutB//
go_0090502_8	pdxJ//mmuM//ribC//dkgB//sseA//hcaC//prpB//yihT//gapA//dmsA//ispH//gadB//mgsA//mnmA//ampD//miaA//azoR//
go_0090503_8	pgk//preA//gnd//gmk//cobC//nudB//nadC//rluD//rlmH//
go_0090529_5	
go_0090540_10	hcaD//
go_0090549_5	
go_0090609_6	glcB//
go_0097056_7	frmA//
go_0097264_6	pgsA//
go_0097304_7	umpG//
go_0097339_7	narV//
go_0097428_6	uxaB//folE//
go_0097502_4	bglA//
go_0097510_7	ybjG//
go_0097533_5	
go_0097638_8	bglX//
go_0098002_8	
go_0098655_7	pck//trmJ//narI//murF//dgt//dusB//mltF//proC//caiD//panC//gpmA//gor//dxs//phr//abgA//
go_0098656_7	garD//
go_0098707_10	
go_0098708_8	yfaU//purD//
go_0098710_7	pck//dgkA//
go_0098713_8	phnN//bglX//
go_0098719_9	
go_0098732_6	rlmA//
go_0098795_9	ligB//
go_0098869_4	ldtB//cyaA//dgcZ//argH//hmp//paaF//scpB//yieF//ubiG//glgA//gstA//acpH//leuD//bglX//gpmM//
