# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rbsK//
go_0015891_6	pyrC//
go_0015906_6	speD//
go_0015909_8	yeaG//
go_0015912_8	tehB//
go_0015914_7	dgcM//
go_0015920_7	gpp//argK//
go_0015937_7	birA//accD//rsuA//waaB//
go_0015940_6	xthA//
go_0015944_4	dhaL//paaJ//thiG//
go_0015949_5	nemA//yidA//yihX//treF//hyaC//pheS//atoB//relA//dacC//gmhB//glpB//frlC//gmk//iaaA//ubiD//fucO//ulaF//rnpA//
go_0015950_6	adhE//
go_0015951_7	cdh//waaP//
go_0015968_6	
go_0015969_8	idnK//guaC//
go_0015976_2	dgkA//
go_0015986_7	
go_0015990_10	glk//btuE//
go_0016024_7	mcrA//
go_0016032_5	bcsA//
go_0016036_6	pdeF//maeA//
go_0016042_5	
go_0016052_5	dgoK//cdd//lpxC//sdhC//
go_0016075_8	phnG//
go_0016078_8	argD//
go_0016094_6	cysK//sodB//
go_0016226_5	mutS//mnmC//fre//sgbE//
go_0016259_7	tktA//
go_0016260_8	queG//pgsA//gstB//
go_0016310_6	gntK//entH//dacC//selD//rnt//metG//metG//pbpC//rfaD//dgoK//hyaC//ascB//add//fkpA//kdsC//glnA//nrdD//
go_0016311_6	nadD//curA//trpC//ydiB//yahK//fadM//rfbD//aroC//aphA//rbsK//phr//ulaE//ubiG//trpD//lgoD//pdeL//pgpB//hisB//aes//fkpA//garR//fumA//ydiB//dgoD//rfbC//glmU//glpX//trpB//yihX//tsaB//glyA//sseA//rbn//ligA//trpE//ilvD//phnO//lpxD//gabT//fklB//
go_0016458_3	
go_0016485_6	aroG//mraY//
go_0016540_7	gshB//der//
go_0016579_7	gmd//
go_0016998_5	rph//
go_0017001_5	idnK//
go_0017003_8	pgaB//
go_0017004_7	rihC//
go_0017013_7	
go_0017038_6	
go_0017148_8	patZ//rfbB//asnB//gdhA//gcvP//
go_0017189_7	ldcA//
go_0017198_7	yahK//
go_0018012_8	galT//
go_0018023_7	treA//
go_0018063_8	nagZ//
go_0018070_8	dhaM//dhaL//
go_0018104_8	rffT//acs//melA//fadI//ybjG//
go_0018105_8	ispG//
go_0018106_8	
go_0018108_8	metB//
go_0018117_8	
go_0018125_6	nrfC//
go_0018131_6	nhoA//
go_0018160_8	mtlD//
go_0018206_8	lysA//
go_0018247_9	rutE//
go_0018283_6	
go_0018298_7	aspS//
go_0018307_7	gltD//
go_0018315_8	yqaB//
go_0018339_9	fabH//
go_0018345_8	purA//
go_0018364_6	mtlD//mngB//
go_0018378_9	
go_0018393_10	pinE//
go_0018394_9	alaA//
go_0018410_8	acnB//
go_0018909_5	murI//
go_0018937_4	accB//
go_0019042_6	araD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	narV//
go_0019243_7	yfeX//thrS//lpxB//ppc//
go_0019249_6	argC//
go_0019250_7	dfp//
go_0019262_6	ppk//yqaB//hemH//malZ//nemA//
go_0019264_7	rsmB//
go_0019272_9	dacA//pgpC//
go_0019284_7	alr//tag//
go_0019285_5	chbG//recO//
go_0019288_6	narI//puuA//recF//pinE//
go_0019290_5	
go_0019292_8	lldD//
go_0019294_6	gltD//dgcM//ilvC//rluA//
go_0019299_6	glgX//
go_0019301_7	ygjK//cof//mgsA//mnmE//dmsB//entC//tyrS//
go_0019303_7	fabA//plsC//
go_0019305_7	hyi//
go_0019309_7	puuD//
go_0019316_8	metG//leuB//lysC//
go_0019318_5	puuA//
go_0019323_6	glmM//kbaY//leuA//rsmE//frlB//fbp//narY//
go_0019324_6	tyrS//glmU//ynfF//sufS//rfbB//
go_0019343_8	fbaA//
go_0019344_7	speG//
go_0019346_7	cdd//
go_0019353_8	hcaF//rsmI//gadB//frlB//
go_0019354_6	btuE//
go_0019379_5	sufS//
go_0019380_6	rffT//queC//
go_0019388_7	slyD//
go_0019391_6	abgB//
go_0019394_7	pgpC//
go_0019395_5	glyA//
go_0019404_8	tsaC//adiA//
go_0019413_6	guaC//ubiI//
go_0019419_4	hcaD//
go_0019427_7	hemA//
go_0019430_5	yihS//ispU//aceF//
go_0019432_7	tig//
go_0019439_5	mnmG//citX//
go_0019447_8	dhaK//
go_0019450_9	cmoB//
go_0019464_7	cysS//glyS//menC//atoB//ilvA//sodA//
go_0019480_4	thiC//
go_0019509_7	
go_0019516_4	allD//rbn//
go_0019521_6	dapB//alaA//
go_0019542_6	nfsB//
go_0019545_6	fau//
go_0019546_9	queC//
go_0019563_7	wrbA//thrS//adk//
go_0019568_7	mnaT//narI//
go_0019569_7	pabB//argA//bglB//
go_0019571_8	rutD//ispB//panD//
go_0019572_8	argK//
go_0019584_7	
go_0019588_7	lpoA//metG//
go_0019592_8	slyD//
go_0019595_8	dusC//
go_0019607_6	katE//frdB//
go_0019622_6	hcaE//ilvM//waaQ//
go_0019629_7	ilvI//ilvM//
go_0019632_5	rutE//malP//aldA//xthA//
go_0019634_5	lpxD//
go_0019645_6	polA//scpC//phnL//
go_0019646_6	sad//bglA//sucC//galM//
go_0019664_6	lpd//ppiA//
go_0019665_5	ppx//
go_0019673_6	edd//
go_0019676_3	torZ//
go_0019677_8	
go_0019679_7	iscS//mutH//thiH//
go_0019686_6	oxc//
go_0019698_7	ogt//glk//gpmM//trmD//ribE//phnM//
go_0019700_6	nudC//glnE//patD//ispH//
go_0019740_2	ogt//glnS//waaS//yihX//aroG//garK//
go_0019752_6	
go_0019805_6	fucI//
go_0019835_3	
go_0019852_5	entE//alaC//pflB//
go_0019854_6	murG//frlC//
go_0019856_7	clsB//
go_0019858_7	pta//
go_0019859_7	hchA//
go_0019877_6	gdhA//ugd//galK//
go_0019878_9	aspS//
go_0019935_6	mpaA//waaZ//
go_0019985_8	ssuE//paaK//
go_0019988_7	purU//
go_0022417_4	glcD//
go_0022610_2	yjjX//
go_0022611_3	sdaA//mcrA//cobC//
go_0022900_4	pinE//malZ//
go_0022904_5	gabD//rffG//dacC//
go_0023014_4	dcd//kdgK//cysM//
go_0030001_7	nanA//ispB//pphB//
go_0030007_8	def//
go_0030026_9	
go_0030091_6	yfaU//eptC//murI//ddlB//
go_0030153_5	
go_0030162_7	
go_0030163_5	ydfG//bioA//pgpB//mutT//
go_0030244_9	
go_0030258_5	aldA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	lacZ//waaL//
go_0030388_5	wecB//idnK//menI//
go_0030488_6	pgsA//fabB//malP//pheA//malZ//yciA//fadM//puuA//pheT//gmk//
go_0030490_10	
go_0030497_7	gmd//gpmA//
go_0030541_4	
go_0030573_6	ruvC//
go_0030632_8	dacC//gloA//lpd//tsaE//
go_0030641_8	waaB//gabD//
go_0030643_8	
go_0030961_9	acpT//
go_0030980_7	hypF//dgoK//thrA//
go_0031118_8	etk//
go_0031119_8	agp//waaH//ung//ulaE//prmB//ahpC//
go_0031125_10	glmS//
go_0031162_5	lysA//
go_0031167_6	udk//mhpD//thiC//glyS//ubiD//gdhA//
go_0031280_6	glyA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	mcrA//
go_0031400_8	
go_0031439_9	
go_0031460_7	lpd//ppsA//hisC//moeB//hflX//mug//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	rfaE//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	glcB//
go_0032026_6	queG//
go_0032049_8	mnmG//ltaE//pabA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	pagP//
go_0032196_3	fdhF//
go_0032238_6	pdxY//
go_0032259_3	bglX//speD//wcaJ//paaK//
go_0032261_6	tig//
go_0032263_7	treC//hyaC//
go_0032264_7	deoA//gluQ//
go_0032265_7	kdgK//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	speA//rlmB//hcp//
go_0032329_7	clsB//miaB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	gloA//
go_0032445_10	lpxT//miaB//
go_0032462_7	glmU//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yfdR//citX//prpC//allC//
go_0032774_6	glgB//
go_0032775_6	insI-2//abgB//cobB//
go_0032781_7	
go_0032784_8	
go_0032790_6	aroF//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	lipB//
go_0032978_7	
go_0033014_6	cdd//eutD//
go_0033051_5	dusB//
go_0033120_8	
go_0033194_5	pgl//ung//cobU//
go_0033195_5	bioA//
go_0033212_10	yjcS//pgpA//
go_0033214_11	argC//fre//
go_0033228_8	folA//lpd//bioB//
go_0033317_7	truC//fucO//pheS//glnA//
go_0033320_6	astC//
go_0033345_8	tktB//rutA//
go_0033353_5	pykF//
go_0033359_7	hisD//dxs//
go_0033384_6	nhoA//
go_0033388_7	frmA//
go_0033477_5	pdxB//
go_0033499_8	mmuM//rlmH//ssuD//pdxJ//yjjX//
go_0033518_6	hyaA//
go_0033539_7	yccX//
go_0033542_7	prmB//
go_0033543_8	fucO//
go_0033567_6	
go_0033585_7	gadA//hisS//
go_0033611_8	queA//
go_0033683_7	
go_0034194_8	pgl//gatD//amyA//
go_0034195_8	dapB//
go_0034198_6	ttdB//moaA//
go_0034203_6	cysC//
go_0034204_5	torA//mraY//
go_0034213_6	bacA//
go_0034214_7	valS//nadD//glxK//
go_0034219_6	frlB//rluE//citX//cobS//yjiA//serC//panD//lsrK//bioD//tdcG//gloC//nfsB//glyS//cysS//hcaB//lgoD//purU//oxc//queG//hpt//accC//frc//speC//arsC//moaE//nadC//yciA//nfsB//mazG//
go_0034220_6	trpC//mnmG//ribA//lpxB//tesB//pdeL//
go_0034224_6	
go_0034227_8	luxS//
go_0034258_8	uidA//
go_0034260_5	
go_0034289_7	tnaA//
go_0034337_3	cobU//
go_0034355_7	waaG//clsC//pfkB//fadA//
go_0034401_5	
go_0034414_9	rnb//
go_0034421_8	allC//
go_0034470_8	acs//
go_0034552_7	
go_0034599_5	yihX//mutL//cpsB//glgB//cobT//
go_0034605_5	ubiA//nanE//
go_0034614_6	acs//
go_0034620_6	kefF//
go_0034628_9	ravA//adhP//gltB//rutE//xthA//
go_0034635_6	murD//
go_0034644_7	pyrE//
go_0034661_7	
go_0034775_7	ampD//yfcG//
go_0034983_9	rlmE//malS//
go_0035235_6	dosP//mobA//mcrB//
go_0035307_9	
go_0035335_8	dmlA//pykF//
go_0035344_8	pbpC//hcaE//
go_0035350_6	putA//
go_0035429_8	edd//fdhF//argH//ribA//wrbA//murI//
go_0035433_7	gor//
go_0035434_9	dosP//
go_0035435_9	yidA//glmU//putA//paaB//
go_0035442_7	uvrB//yciV//tsaC//acnB//dapD//lpoA//yieF//
go_0035443_7	dgcZ//rlmA//roxA//
go_0035444_9	glgB//gudD//garL//tdcB//
go_0035461_6	prpD//
go_0035524_8	bioH//
go_0035552_6	pgaB//
go_0035553_6	btuR//
go_0035556_4	
go_0035600_8	paoC//
go_0035672_6	ileS//rpiA//glcB//
go_0035725_9	umpG//slt//dgcZ//lpxB//uvrA//
go_0035784_9	moeB//
go_0035864_6	
go_0035873_8	hemA//hcaF//
go_0035999_5	dosP//pgaB//nirB//
go_0036001_7	gltB//
go_0036047_9	mcrA//
go_0036049_9	waaB//
go_0036088_6	pdxK//
go_0036104_6	rutA//ruvC//
go_0036172_6	glyS//
go_0036214_3	
go_0036265_6	rpiB//
go_0036289_9	waaH//cpdB//
go_0036448_6	glmM//mcrA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	cobC//fadM//
go_0040033_9	
go_0042026_4	fbaA//ybjI//sgbU//dhaM//
go_0042126_5	gstB//
go_0042128_5	
go_0042150_7	fcl//
go_0042157_5	
go_0042158_6	folC//yagF//
go_0042177_7	
go_0042182_5	ubiF//
go_0042219_6	
go_0042245_7	dapA//yigL//paaK//
go_0042254_5	gcl//
go_0042255_6	
go_0042274_5	murQ//
go_0042304_7	
go_0042351_7	fabG//
go_0042355_8	pyrD//napC//ybcF//alkB//selA//sdhC//
go_0042371_7	appA//
go_0042413_6	cheB//eptB//
go_0042450_7	rsmC//ldtC//rpe//araD//mltD//rsmE//
go_0042454_7	cobC//
go_0042493_4	ubiX//yieH//cpsB//ybcF//srlD//thrS//frc//yfbR//ruvB//ppsA//dkgA//sad//adeD//
go_0042538_6	thiC//preA//yajO//
go_0042542_5	cpdB//rsgA//asnS//apaH//
go_0042545_5	fruK//
go_0042594_4	plsB//murB//amiD//lyxK//
go_0042619_6	
go_0042710_4	mnmE//rbsD//cobU//napB//ynfE//glcE//garR//cdd//
go_0042732_6	mutM//
go_0042744_6	pabA//puuE//
go_0042759_7	pykA//
go_0042773_6	ppsA//
go_0042777_8	
go_0042780_10	rsmB//btuR//
go_0042817_5	kduD//
go_0042819_6	hemG//
go_0042823_6	sodB//rffG//frdA//ghrB//
go_0042838_6	ispB//torC//ansA//glxR//
go_0042840_7	ybcF//aroH//lpxT//mutY//cysH//uxaB//
go_0042843_7	trmO//nrdF//
go_0042846_8	guaB//
go_0042852_9	sdhA//
go_0042867_8	gudD//
go_0042873_7	nrdB//
go_0042882_10	purD//ldcA//
go_0042884_7	slyD//metC//ilvC//
go_0042885_8	ybjG//
go_0042891_6	ulaF//acpS//dcyD//miaA//trpS//dkgB//acpS//
go_0042906_8	dusB//fdhF//hdhA//
go_0042908_5	nrdB//
go_0042914_8	hemH//
go_0042918_6	miaB//ldtC//
go_0042919_6	
go_0042920_6	ahr//
go_0042928_7	
go_0042930_7	frlC//wrbA//epmA//yigL//phnL//pdeL//valS//rsuA//araA//argI//
go_0042938_8	azoR//purB//purD//
go_0042939_8	gloC//
go_0042941_8	ulaD//
go_0042942_6	yihS//plsC//
go_0042953_6	
go_0042956_8	argS//pgpA//
go_0042968_8	ispH//fabA//proS//
go_0043039_6	nadC//ilvC//yfcF//
go_0043041_6	thrA//pgk//
go_0043085_5	galK//maeA//proC//
go_0043086_5	ispB//
go_0043093_3	birA//orn//ilvC//nrdE//
go_0043097_6	dxr//rlmH//
go_0043099_7	mltB//
go_0043100_6	tdh//
go_0043102_5	hypF//
go_0043103_7	mnaT//
go_0043137_6	mutT//thiL//
go_0043150_8	
go_0043157_6	ulaG//
go_0043164_6	guaB//menD//cysC//uxaC//ddlA//speE//folX//
go_0043165_6	dhaL//entA//
go_0043171_5	gntK//wzb//mmuM//rsmC//ftnA//
go_0043200_5	
go_0043201_6	
go_0043213_7	rutC//clsB//
go_0043254_5	
go_0043335_3	phoA//cadA//garD//galM//yeaE//
go_0043433_5	mnaT//patZ//recR//
go_0043442_6	rnt//
go_0043456_6	garK//
go_0043462_6	malY//
go_0043470_6	
go_0043471_6	
go_0043488_5	mnmE//phnM//folX//
go_0043547_7	
go_0043571_7	hemL//
go_0043610_4	mltD//waaC//selB//
go_0043686_7	fumA//
go_0043687_7	aldB//cof//rsmF//menC//eno//
go_0043708_5	hcaD//
go_0043709_6	pphB//
go_0043711_5	
go_0043952_7	
go_0043953_7	alaS//
go_0044010_5	serC//mutT//tatD//alsE//mutS//apaH//
go_0044011_4	metE//
go_0044036_5	caiD//gmd//amiD//
go_0044038_6	ddlA//slyD//
go_0044092_4	
go_0044179_5	
go_0044208_7	murE//
go_0044238_3	nrdF//umuC//nrfB//uxaB//
go_0044248_4	
go_0044255_4	
go_0044262_4	rbsK//nudC//
go_0044273_5	pta//
go_0044275_5	cysS//
go_0044349_6	
go_0044355_6	rpiB//
go_0044532_6	
go_0044659_7	glgA//
go_0044718_6	malY//
go_0044764_3	
go_0044780_6	queG//
go_0044781_5	
go_0044787_5	pyrG//
go_0044874_7	
go_0045004_7	rlmH//wrbA//rbsK//
go_0045013_7	
go_0045226_7	patZ//paaB//cheR//mocA//ndh//xthA//
go_0045333_5	sgbU//pabA//
go_0045337_6	trmO//
go_0045454_4	hflX//rutD//pyrD//ybjI//nagK//dbpA//ycaO//
go_0045471_5	accD//gloB//
go_0045717_8	rlmL//dgkA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	queD//argC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	pabA//uxaB//etp//moaA//maa//
go_0045893_8	ispG//cobB//
go_0045900_9	
go_0045903_5	cyoE//
go_0045912_6	clsA//fadA//asd//
go_0045926_5	
go_0045936_8	
go_0045947_9	rutC//dld//
go_0045975_9	
go_0045990_6	
go_0046037_8	dusB//
go_0046040_8	mpaA//
go_0046047_8	otsB//
go_0046050_8	yidA//ssuD//mrcA//
go_0046052_8	folM//
go_0046061_8	tatD//
go_0046076_8	betA//
go_0046081_8	sdhC//amiD//
go_0046086_6	truC//
go_0046098_7	surA//
go_0046100_7	serC//
go_0046101_6	glpC//thyA//
go_0046103_9	entF//
go_0046104_8	dld//
go_0046115_10	ybcF//
go_0046133_8	speB//codA//
go_0046166_6	mltC//
go_0046168_6	nanE//phnJ//
go_0046176_6	tynA//hyaA//hemE//glgX//
go_0046177_7	mmuM//ravA//fadE//sucB//
go_0046181_7	folD//
go_0046183_7	amiD//oxc//plsB//
go_0046187_6	bioC//
go_0046196_5	nemA//
go_0046210_6	rfaD//citE//mrdA//
go_0046214_6	phnM//
go_0046256_7	curA//udp//
go_0046271_5	rdgB//
go_0046279_6	rsmI//
go_0046292_4	thiG//
go_0046294_5	carA//accA//
go_0046296_6	ada//ycjU//nudF//
go_0046306_6	gabD//kdgK//
go_0046323_10	ribB//
go_0046325_8	
go_0046336_6	abgA//
go_0046342_8	lpxM//
go_0046348_6	hcp//mraY//
go_0046365_5	queG//
go_0046392_7	queF//ldcA//frlC//bioC//
go_0046397_6	
go_0046416_6	mhpD//
go_0046452_6	btuE//
go_0046459_6	aspS//
go_0046470_5	
go_0046474_6	thiH//purT//orn//cmoA//pphA//fadH//
go_0046487_5	rluB//
go_0046501_6	ydiO//
go_0046618_6	polB//aroA//gph//tdcG//chbG//rfbC//
go_0046654_7	polA//aroB//apt//uvrB//fadD//
go_0046655_5	yajO//
go_0046656_6	queC//napA//dapA//eno//gloB//trpE//
go_0046657_6	hpt//
go_0046677_4	folE//ulaG//cysH//alsE//torC//ldtC//trpS//wzc//ldhA//pdxH//cyoE//ymdB//chbG//glgC//gatY//sodA//kduD//aroD//yfbR//metC//rfe//gcd//rlmJ//nadA//thiI//pdxB//phnI//preT//tadA//glcD//fadK//
go_0046685_4	trpA//mutM//
go_0046686_6	lgoD//
go_0046688_6	glyA//selA//
go_0046690_5	gcvP//sucC//
go_0046710_8	ubiI//
go_0046718_8	pflB//patD//
go_0046777_8	galK//miaA//abgB//
go_0046834_6	waaC//
go_0046835_5	nirB//queA//hisG//lysA//hdhA//dapF//proA//ulaF//pdeR//fabG//murD//menA//nanE//rlmF//yeaE//sgbE//gapA//curA//pyrB//tehB//rluB//
go_0046836_7	fkpA//
go_0046839_6	clsC//
go_0046855_6	rsmH//
go_0046892_8	
go_0046901_7	epmC//
go_0046939_7	metG//galM//treF//ltaE//
go_0046942_7	rsmD//yieF//folP//
go_0046944_7	paaG//
go_0047484_6	
go_0048034_6	dkgA//
go_0048255_6	
go_0048473_8	allD//
go_0048518_4	
go_0048870_3	paaK//
go_0050427_5	argD//
go_0050667_6	murG//ynfE//
go_0050779_5	ligA//
go_0050790_4	metB//mhpB//
go_0050821_5	cysQ//fes//
go_0050918_5	rne//phnH//
go_0050919_5	allC//
go_0051050_5	
go_0051083_5	srlD//
go_0051085_5	rlmD//panD//
go_0051090_4	glpX//
go_0051091_5	lacZ//
go_0051131_7	
go_0051143_8	moaE//
go_0051156_5	cysQ//
go_0051171_5	
go_0051188_5	gabD//
go_0051191_6	citX//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	preT//mltF//
go_0051270_5	
go_0051271_6	gltB//argC//
go_0051274_8	
go_0051276_5	
go_0051289_8	clsA//hemG//rluB//tsaD//aspS//ppx//rfbB//thiL//manA//cmoB//yfcF//fadI//pdeH//thiI//glxK//trmD//mocA//sodA//gabD//eptB//dinB//ansA//sseA//nfsB//sgbH//arnT//bioB//acpS//mmuM//paaZ//tdh//gor//
go_0051301_3	queD//adiA//pyrF//ruvC//nagK//mutS//yihX//glgX//
go_0051302_5	
go_0051304_4	sgbU//
go_0051338_5	
go_0051345_6	
go_0051346_6	ulaG//
go_0051347_6	
go_0051349_6	
go_0051353_6	mocA//
go_0051391_8	cpsG//
go_0051409_4	pnp//
go_0051410_3	phr//
go_0051452_10	hemG//
go_0051453_9	tehB//
go_0051454_10	ahr//pheT//opgB//fadI//yrfG//
go_0051476_7	fabZ//
go_0051484_7	paaF//
go_0051495_8	
go_0051595_6	putA//phnG//
go_0051596_6	uvrC//rffC//yjhG//dapB//
go_0051599_4	
go_0051603_6	gadB//nhoA//
go_0051604_5	lsrK//fau//mrdA//
go_0051607_4	tsaE//yggF//
go_0051649_4	
go_0051668_4	
go_0051692_6	ubiC//cueO//
go_0051704_2	rluE//ahpC//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	sodA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	yfbR//eno//
go_0052778_6	paaA//
go_0052837_6	yrfG//
go_0055070_10	bacA//
go_0055072_10	guaA//ampD//
go_0055085_5	yidA//dacA//ynfE//add//nagA//lpd//kdgK//ubiE//fucO//umpH//thiL//proB//moaE//gutQ//fdhF//hcp//rph//entA//selD//aceA//ldcC//ascB//mak//tyrS//gatD//pabC//ygjK//murG//lgoD//guaC//ygeX//hcaC//mutL//yciV//ybjG//fucK//xylA//aldA//argG//cysK//serA//mltC//queD//rlmE//metL//queD//gldA//mnaT//fadI//yigL//ldhA//hisH//ligB//pyrD//glgA//yqaB//murA//fabG//paaH//ubiG//thiE//ulaG//fabD//maeA//accB//thiH//pphB//ribC//lpd//eptA//mhpC//mltD//truA//rffC//yciV//gpmA//hisF//dnaQ//paaA//garL//
go_0055086_4	nemA//alr//
go_0055114_3	tktA//pykA//rutB//glgB//valS//rlmE//rffH//prmC//hchA//waaP//gpp//pykF//murD//ubiI//cueO//accA//cobC//dbpA//recJ//yeaE//entB//lldD//eutB//fes//nrdD//argB//accA//nudC//mmuM//rffT//pdeH//csdA//dapD//lpxM//purN//preT//ubiI//purL//rlmM//frlC//pgm//nudC//glgP//murQ//
go_0055129_5	sufS//murG//bfr//
go_0055130_8	allB//rbsK//
go_0060003_10	wecC//kdsC//
go_0060274_5	glyS//
go_0060326_5	melA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rluE//
go_0061077_4	edd//lgoD//epmA//moeB//katE//
go_0061475_9	frdD//
go_0061504_8	rfaE//
go_0061610_5	pinE//
go_0061615_7	rbn//nirD//
go_0061720_5	mocA//hcaE//tpiA//
go_0065002_6	phnO//
go_0065007_2	uvrC//
go_0070084_7	thrC//
go_0070178_5	glpK//
go_0070207_8	fabD//pnp//sufS//
go_0070298_8	
go_0070301_6	rffM//cyoE//
go_0070329_5	waaB//
go_0070413_7	tig//
go_0070415_6	roxA//panE//
go_0070417_5	paaA//
go_0070453_7	sodA//
go_0070475_7	hisI//entE//epd//metL//trmD//hcaF//rne//pta//pfkB//rnpA//fadI//gudD//gcvP//asd//ahr//ssuD//rbsK//mnmE//ydfG//
go_0070476_7	leuC//fdhF//
go_0070482_4	nfi//
go_0070574_9	cmk//ldtB//fumA//ulaF//
go_0070581_8	
go_0070588_9	
go_0070689_6	hisS//kdsD//
go_0070726_5	dgoK//glpX//
go_0070778_6	waaJ//kbaY//
go_0070894_6	
go_0070930_7	
go_0070981_6	pdxH//
go_0070989_4	uxaB//
go_0071139_6	
go_0071218_6	ycjU//
go_0071229_5	
go_0071230_6	proS//
go_0071236_5	relA//galK//nadA//
go_0071237_6	
go_0071243_5	insI-2//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	hcaE//
go_0071271_7	rne//
go_0071276_7	
go_0071280_7	btuE//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	hisH//tsaE//
go_0071289_7	mrcA//
go_0071291_6	apaH//
go_0071292_7	mdh//
go_0071294_7	ycaO//
go_0071310_5	
go_0071421_9	tag//mgsA//dacC//
go_0071422_7	yegS//umuD//waaJ//
go_0071423_8	sucC//
go_0071454_5	etp//sodC//
go_0071456_5	
go_0071467_5	
go_0071468_6	trpB//pck//clsC//preT//
go_0071470_5	
go_0071474_6	tktA//ldhA//uvrA//
go_0071500_5	menD//
go_0071502_5	
go_0071555_4	waaS//gmd//phnI//queF//mhpC//otsB//nudF//speG//
go_0071577_9	trpC//pgsA//narG//puuC//eptA//dapA//
go_0071705_5	
go_0071731_5	
go_0071732_6	mtlD//
go_0071769_5	
go_0071805_4	mog//katE//metH//lyxK//rlmC//lpxP//preA//glyA//glnE//
go_0071806_6	hchA//uxaC//
go_0071807_8	
go_0071897_6	menE//pfkA//pdxJ//pphB//pck//suhB//
go_0071915_9	pdeF//
go_0071932_8	feaB//
go_0071934_6	nfsB//
go_0071945_7	
go_0071951_8	chbF//
go_0071963_4	
go_0071973_6	rihB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	malP//dmsB//
go_0072348_5	alaA//
go_0072488_7	menA//
go_0072511_7	cysG//
go_0072531_6	araA//
go_0072581_9	uidA//
go_0072714_5	
go_0075713_7	
go_0080111_4	mltD//yggF//
go_0089705_7	
go_0089709_7	mltF//def//
go_0090071_6	
go_0090116_7	adhE//
go_0090143_4	
go_0090305_6	ribB//sucB//napA//tyrB//serC//pfkB//mnmG//ldhA//gshB//phr//cysI//pck//torY//waaU//waaH//caiD//hmp//argI//cpsB//hcaB//cysQ//waaS//pgpC//lysC//glcD//plsC//pgpB//gloB//menH//eno//slt//ispB//ftnA//arnB//arnA//leuC//speB//thiC//gmk//purA//trmA//epmC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	slyD//ampH//gabD//gpt//serA//nrfA//speC//mutS//epmA//kdsA//arnA//yhdJ//
go_0090502_8	gloC//ydfG//azoR//purU//lpxT//lpxP//acpT//phnG//pgi//pheT//lpxB//glk//fkpB//pgpA//aroE//acpH//deoA//
go_0090503_8	ygjK//alsE//mrdA//menH//moaE//aroH//waaS//rffG//fabZ//
go_0090529_5	
go_0090540_10	pabA//
go_0090549_5	
go_0090609_6	pdxJ//
go_0097056_7	hyaA//
go_0097264_6	hemL//
go_0097304_7	pgsA//
go_0097339_7	kdgK//
go_0097428_6	pykA//pgpB//
go_0097502_4	tdcG//
go_0097510_7	cyoE//
go_0097533_5	
go_0097638_8	araA//
go_0098002_8	
go_0098655_7	ddlA//nadC//mnmC//yfaU//epmA//galE//rfbB//gpt//dnaE//rlmF//deoD//lpxB//garL//pdxK//sdhD//
go_0098656_7	rutD//
go_0098707_10	
go_0098708_8	yajO//yeaG//
go_0098710_7	ligA//moaE//
go_0098713_8	ybiV//gcd//
go_0098719_9	
go_0098732_6	araD//
go_0098795_9	apt//
go_0098869_4	ispU//nrdE//galM//leuB//fabH//galT//scpB//panB//pdxJ//proA//mltB//fadB//aroC//pncB//entF//
go_0099131_7	entB//
go_0099132_7	fadM//astB//alsE//lpd//lpxH//wecB//iscS//ubiC//
go_0099133_8	tyrB//ydiF//ushA//ispB//eptB//rihB//treA//nagK//selD//rihC//yciA//leuB//
go_0101030_8	rimK//
