# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	bcsA//
go_0015886_6	cynT//metF//
go_0015887_7	tyrS//
go_0015888_6	fadB//
go_0015889_6	ushA//nhoA//dut//
go_0015891_6	tcdA//
go_0015906_6	hisS//
go_0015909_8	rlmG//
go_0015912_8	hemA//
go_0015914_7	prmB//
go_0015920_7	treA//rhaA//
go_0015937_7	murI//gnd//garK//gntK//
go_0015940_6	slyD//
go_0015944_4	yeaG//acnB//argI//
go_0015949_5	treA//truD//fruK//gltD//phnJ//rbn//selA//trmL//queF//glpD//yfiC//katG//tgt//glcF//rffM//cynS//rffG//kbaY//
go_0015950_6	pheT//
go_0015951_7	panB//allB//
go_0015968_6	
go_0015969_8	gshA//solA//
go_0015976_2	rsmD//
go_0015986_7	
go_0015990_10	guaC//frlC//
go_0016024_7	recG//
go_0016032_5	lpxC//
go_0016036_6	mutH//leuS//
go_0016042_5	
go_0016052_5	nanA//sseA//ribE//bioH//
go_0016075_8	ileS//
go_0016078_8	ttdB//
go_0016094_6	aldA//gcvT//
go_0016226_5	uxaC//carA//dgcZ//nrdB//
go_0016259_7	gldA//
go_0016260_8	lpoB//araD//rhaD//
go_0016310_6	clsB//dgcM//ldcC//waaA//rffG//sdhD//nudF//pfkA//lipA//polB//ribF//nrfB//gmd//mtn//waaJ//fbp//hemE//
go_0016311_6	sgbE//narH//ttdA//cynT//ubiC//lplA//ribD//mobA//gpsA//bioD//umpH//coaE//lgoD//dhaM//hcaD//ilvB//hemA//moeB//ilvC//glmU//fumC//bioC//waaH//thiD//zwf//rlmD//aes//glcB//allD//ppsA//fumC//ddlB//yfaU//idnK//rihA//dfp//yciA//metH//leuD//cdh//
go_0016458_3	
go_0016485_6	uxaC//mcrA//
go_0016540_7	hisH//ulaF//
go_0016579_7	kbaZ//
go_0016998_5	tnaA//
go_0017001_5	dcm//
go_0017003_8	patA//
go_0017004_7	fadM//
go_0017013_7	
go_0017038_6	
go_0017148_8	leuD//pyrH//epmB//cysQ//aspS//
go_0017189_7	aldA//
go_0017198_7	rlmI//
go_0018012_8	cpdB//
go_0018023_7	clsB//
go_0018063_8	mraY//
go_0018070_8	carB//dgcM//
go_0018104_8	tesB//ada//aspC//nadA//ubiC//
go_0018105_8	nfsB//
go_0018106_8	
go_0018108_8	ybjI//
go_0018117_8	
go_0018125_6	mtgA//
go_0018131_6	accC//
go_0018160_8	nanA//
go_0018206_8	pgaD//
go_0018247_9	menA//
go_0018283_6	
go_0018298_7	nagB//
go_0018307_7	aldA//
go_0018315_8	etp//
go_0018339_9	speE//
go_0018345_8	rhaA//
go_0018364_6	waaS//umuC//
go_0018378_9	
go_0018393_10	glpX//
go_0018394_9	hisD//
go_0018410_8	allB//
go_0018909_5	murG//
go_0018937_4	garR//
go_0019042_6	leuA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	recF//
go_0019243_7	ruvC//fadB//ymdB//alsK//
go_0019249_6	panC//
go_0019250_7	yagF//
go_0019262_6	mobA//epmA//argG//trpB//lldD//
go_0019264_7	hemA//
go_0019272_9	sdhD//fklB//
go_0019284_7	yihT//gadB//
go_0019285_5	hflX//gpmA//
go_0019288_6	malZ//adiA//ascB//avtA//
go_0019290_5	
go_0019292_8	gpmM//
go_0019294_6	frdB//trmO//treA//otsA//
go_0019299_6	xylA//
go_0019301_7	gmd//thiE//yihT//btuE//eptC//wzb//hisG//
go_0019303_7	rutE//yagF//
go_0019305_7	proS//
go_0019309_7	mazG//
go_0019316_8	yahK//metF//lipB//
go_0019318_5	pdxB//
go_0019323_6	dmsA//dusC//gcvT//pdxJ//nirB//dapA//idnO//
go_0019324_6	ackA//der//paaZ//sad//citC//
go_0019343_8	thrS//
go_0019344_7	dhaM//
go_0019346_7	mutM//
go_0019353_8	deoA//mgsA//slt//thiH//
go_0019354_6	waaO//
go_0019379_5	aroH//
go_0019380_6	opgE//coaD//
go_0019388_7	yeiG//
go_0019391_6	yfaU//
go_0019394_7	adk//
go_0019395_5	dhaK//
go_0019404_8	aldB//aroG//
go_0019413_6	ddlB//gshA//
go_0019419_4	yieF//
go_0019427_7	menE//
go_0019430_5	ndh//dacC//trmO//
go_0019432_7	entE//
go_0019439_5	ybcF//nrdA//
go_0019447_8	panD//
go_0019450_9	cyaA//
go_0019464_7	accA//upp//dhaL//tdh//phnG//srlD//
go_0019480_4	citC//
go_0019509_7	
go_0019516_4	ansB//rhaB//
go_0019521_6	gph//purB//
go_0019542_6	ribA//
go_0019545_6	hpt//
go_0019546_9	aspA//
go_0019563_7	csdA//abgA//gldA//
go_0019568_7	rluC//fabH//
go_0019569_7	sucD//gadB//frdA//
go_0019571_8	frmA//wcaJ//phoA//
go_0019572_8	pnp//
go_0019584_7	
go_0019588_7	truA//ruvA//
go_0019592_8	arnT//
go_0019595_8	nadB//
go_0019607_6	narY//cpsB//
go_0019622_6	tsaB//gmd//tynA//
go_0019629_7	rutD//yrfG//
go_0019632_5	gatZ//gadA//folX//tag//
go_0019634_5	ubiI//
go_0019645_6	hemB//mutM//bglA//
go_0019646_6	glgC//lpoB//yegS//glpB//
go_0019664_6	fabA//yeiG//
go_0019665_5	phnP//
go_0019673_6	yqhD//
go_0019676_3	pfkA//
go_0019677_8	
go_0019679_7	dld//katE//ubiX//
go_0019686_6	rlmL//
go_0019698_7	chbF//nrfB//aspC//ilvB//rluB//ispA//
go_0019700_6	gmhB//pdxK//treA//clsC//
go_0019740_2	accA//sdaB//ldtD//mtgA//eno//queA//
go_0019752_6	
go_0019805_6	dgkA//
go_0019835_3	
go_0019852_5	glgP//ligB//waaZ//
go_0019854_6	pck//rsgA//
go_0019856_7	recF//
go_0019858_7	lysC//
go_0019859_7	pdxA//
go_0019877_6	speA//gntK//kduD//
go_0019878_9	cmoB//
go_0019935_6	glpC//speA//
go_0019985_8	gcvP//alaC//
go_0019988_7	opgE//
go_0022417_4	trmJ//
go_0022610_2	ydiF//
go_0022611_3	adhP//selB//narI//
go_0022900_4	glgC//feaB//
go_0022904_5	patD//ilvA//acpH//
go_0023014_4	ruvC//ilvI//ubiG//
go_0030001_7	cobU//purU//mobA//
go_0030007_8	dbpA//
go_0030026_9	
go_0030091_6	cysN//pdxB//tnaA//torC//
go_0030153_5	
go_0030162_7	
go_0030163_5	pgaB//hypF//ddlA//adiA//
go_0030244_9	
go_0030258_5	fbp//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	add//pnp//
go_0030388_5	mnmG//mutH//rbsK//
go_0030488_6	sufS//prpB//fau//mog//phnL//nagK//rluE//chbG//alaS//chbG//
go_0030490_10	
go_0030497_7	rffG//selD//
go_0030541_4	
go_0030573_6	mcrA//
go_0030632_8	ubiF//ispB//ppk//aroG//
go_0030641_8	dadA//ydiF//
go_0030643_8	
go_0030961_9	thrS//
go_0030980_7	mrcA//folX//ftsI//
go_0031118_8	paaZ//
go_0031119_8	bglA//aceF//dkgA//allB//ispA//rsmD//
go_0031125_10	dacA//
go_0031162_5	nirD//
go_0031167_6	nfsB//nrfA//scpC//cobT//trpE//entD//
go_0031280_6	waaS//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	tsaE//
go_0031400_8	
go_0031439_9	
go_0031460_7	ribA//dfp//leuS//menA//nrdF//tauD//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	cobC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	gmd//
go_0032026_6	ilvH//
go_0032049_8	mazG//metC//arnA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	xylB//
go_0032196_3	cmoA//
go_0032238_6	purA//
go_0032259_3	amiD//ftnA//lpoB//murC//
go_0032261_6	waaF//
go_0032263_7	bioC//trmH//
go_0032264_7	torY//tdcD//
go_0032265_7	melA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	glmS//ulaE//pdxB//
go_0032329_7	btuR//entB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	cysQ//
go_0032445_10	arnT//ribC//
go_0032462_7	panB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	pncB//lipB//oxc//rnd//
go_0032774_6	hpt//
go_0032775_6	apaH//yjjX//folM//
go_0032781_7	
go_0032784_8	
go_0032790_6	ahpC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	oxc//
go_0032978_7	
go_0033014_6	rffM//gatY//
go_0033051_5	eptA//
go_0033120_8	
go_0033194_5	asnB//malP//lysC//
go_0033195_5	fabG//
go_0033212_10	ilvD//ldcA//
go_0033214_11	ackA//nemA//
go_0033228_8	frdA//caiB//nrdE//
go_0033317_7	gltX//valS//dmsC//rsmF//
go_0033320_6	waaZ//
go_0033345_8	otsA//waaA//
go_0033353_5	hcaD//
go_0033359_7	tsaD//ansA//
go_0033384_6	frdC//
go_0033388_7	narI//
go_0033477_5	dgoD//
go_0033499_8	ampH//hemL//chbF//sodB//ychF//
go_0033518_6	der//
go_0033539_7	araB//
go_0033542_7	mrdA//
go_0033543_8	uvrB//
go_0033567_6	
go_0033585_7	araA//citG//
go_0033611_8	pldB//
go_0033683_7	
go_0034194_8	mutH//rlmJ//ubiX//
go_0034195_8	mgsA//
go_0034198_6	waaQ//lysC//
go_0034203_6	tsaB//
go_0034204_5	hisG//paoC//
go_0034213_6	fabH//
go_0034214_7	aroA//araD//hdhA//
go_0034219_6	menA//plsC//ydiO//hyaA//mltF//rlmA//hemL//bioC//uxaC//mhpB//yfcF//hpt//queC//frlB//pgm//garR//serS//kbaY//purB//preT//rfe//sodB//rlmB//rlmB//tmcA//sgbE//paaZ//pfkA//yggF//
go_0034220_6	ydfG//ilvA//hcaE//glmM//cueO//mdh//
go_0034224_6	
go_0034227_8	rluD//
go_0034258_8	aceA//
go_0034260_5	
go_0034289_7	dadA//
go_0034337_3	rlmC//
go_0034355_7	cfa//hemE//treA//aroG//
go_0034401_5	
go_0034414_9	rpiB//
go_0034421_8	acnB//
go_0034470_8	mug//
go_0034552_7	
go_0034599_5	folC//glgA//hemF//yqjH//rlmA//
go_0034605_5	aspA//rnb//
go_0034614_6	fruK//
go_0034620_6	malY//
go_0034628_9	sseA//mepS//clsA//solA//mnmG//
go_0034635_6	purC//
go_0034644_7	surA//
go_0034661_7	
go_0034775_7	alaS//araB//
go_0034983_9	rluE//glpX//
go_0035235_6	nagK//cysE//valS//
go_0035307_9	
go_0035335_8	adeD//ppiC//
go_0035344_8	folX//nfi//
go_0035350_6	citE//
go_0035429_8	apt//dapF//dgoA//ilvE//fre//ubiI//
go_0035433_7	gor//
go_0035434_9	rsgA//
go_0035435_9	malY//yegS//cmoB//maa//
go_0035442_7	bioD//menC//rffT//prmB//ogt//rnb//clsA//
go_0035443_7	ttdA//sdhD//gstB//
go_0035444_9	lgoD//leuA//paaB//rfaD//
go_0035461_6	gcvP//
go_0035524_8	yigL//
go_0035552_6	hdhA//
go_0035553_6	narV//
go_0035556_4	
go_0035600_8	speF//
go_0035672_6	ndh//yjcS//eda//
go_0035725_9	nrdE//puuD//speF//mraY//ldcC//
go_0035784_9	dxr//
go_0035864_6	
go_0035873_8	yihV//tmcA//
go_0035999_5	yieF//allC//ansB//
go_0036001_7	truC//
go_0036047_9	pta//
go_0036049_9	malZ//
go_0036088_6	frmA//
go_0036104_6	rlmC//pyrC//
go_0036172_6	purN//
go_0036214_3	
go_0036265_6	pheA//
go_0036289_9	accC//fre//
go_0036448_6	uvrA//aspA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	nirD//tsaC//
go_0040033_9	
go_0042026_4	purT//gloC//zwf//prpB//
go_0042126_5	yieH//
go_0042128_5	
go_0042150_7	pgi//
go_0042157_5	
go_0042158_6	gudD//waaY//
go_0042177_7	
go_0042182_5	ugd//
go_0042219_6	
go_0042245_7	rsmI//bacA//aldB//
go_0042254_5	surA//
go_0042255_6	
go_0042274_5	ltaE//
go_0042304_7	
go_0042351_7	patZ//
go_0042355_8	oxc//glpD//queD//accA//queA//frmA//
go_0042371_7	arnB//
go_0042413_6	trmH//adiA//
go_0042450_7	abgA//frdD//wecC//eutD//metL//malP//
go_0042454_7	paaF//
go_0042493_4	xylB//pgk//aroC//iaaA//adhE//kbaY//cueO//rsmE//cueO//tsaB//gmd//glxK//gntK//
go_0042538_6	rutC//murD//mhpC//
go_0042542_5	queD//tdcB//aroB//glk//
go_0042545_5	fumC//
go_0042594_4	pyrC//rnb//malZ//glcB//
go_0042619_6	
go_0042710_4	argE//uxuB//cysS//pgpA//metC//gltX//trmL//trpC//
go_0042732_6	aceF//
go_0042744_6	uxaC//glyS//
go_0042759_7	ssuD//
go_0042773_6	rfbD//
go_0042777_8	
go_0042780_10	glpK//tsaB//
go_0042817_5	pdxJ//
go_0042819_6	rrrD//
go_0042823_6	pykA//pncB//rsmG//def//
go_0042838_6	avtA//csdA//trmI//entD//
go_0042840_7	ydiB//metG//argF//ilvC//cmk//gldA//
go_0042843_7	trmO//hyaC//
go_0042846_8	yjcS//
go_0042852_9	ubiG//
go_0042867_8	ispB//
go_0042873_7	galT//
go_0042882_10	treA//rpe//
go_0042884_7	galK//dgoK//rpe//
go_0042885_8	purU//
go_0042891_6	rlmJ//ansB//entD//nudF//alsE//bglX//ppc//
go_0042906_8	tpiA//nudB//rdgB//
go_0042908_5	glnE//
go_0042914_8	lpoA//
go_0042918_6	gpp//psd//
go_0042919_6	
go_0042920_6	fadM//
go_0042928_7	
go_0042930_7	tktA//argH//acs//lpxK//sgbH//cmoB//cysD//hisS//nth//queA//
go_0042938_8	iscS//btuR//pldB//
go_0042939_8	nth//
go_0042941_8	mraY//
go_0042942_6	appA//pdxB//
go_0042953_6	
go_0042956_8	dacC//cysE//
go_0042968_8	rlmL//phnH//hinT//
go_0043039_6	rsmC//accA//cmoA//
go_0043041_6	acpH//dkgA//
go_0043085_5	yajO//udp//rnd//
go_0043086_5	pgk//
go_0043093_3	talB//psd//argG//mrcB//
go_0043097_6	epd//rluF//
go_0043099_7	btuR//
go_0043100_6	deoB//
go_0043102_5	yqaB//
go_0043103_7	rpe//
go_0043137_6	hcaD//plsC//
go_0043150_8	
go_0043157_6	pepD//
go_0043164_6	adhE//yjiA//dapF//eutB//malZ//glmM//polA//
go_0043165_6	tsaD//galU//
go_0043171_5	rsmC//lpxT//mazG//araB//prmC//
go_0043200_5	
go_0043201_6	
go_0043213_7	rsmI//metL//
go_0043254_5	
go_0043335_3	hcp//paaG//paaH//nhoA//mngB//
go_0043433_5	ansA//entB//purD//
go_0043442_6	aroK//
go_0043456_6	yfeW//
go_0043462_6	leuA//
go_0043470_6	
go_0043471_6	
go_0043488_5	ycjU//ilvD//etk//
go_0043547_7	
go_0043571_7	miaA//
go_0043610_4	epmC//cpdA//kbaY//
go_0043686_7	fcl//
go_0043687_7	rlmH//ddlB//ascB//tdk//clsB//
go_0043708_5	nrfD//
go_0043709_6	nfsB//
go_0043711_5	
go_0043952_7	
go_0043953_7	eutD//
go_0044010_5	fadB//speB//prs//gapA//xdhB//kdsC//
go_0044011_4	gatZ//
go_0044036_5	dkgA//dld//cpsG//
go_0044038_6	pheS//menD//
go_0044092_4	
go_0044179_5	
go_0044208_7	pdeF//
go_0044238_3	yihU//fucI//uxuB//entC//
go_0044248_4	
go_0044255_4	
go_0044262_4	aspC//lysA//
go_0044273_5	trmA//
go_0044275_5	sdaB//
go_0044349_6	
go_0044355_6	cobC//
go_0044532_6	
go_0044659_7	slt//
go_0044718_6	ldtA//
go_0044764_3	
go_0044780_6	alkA//
go_0044781_5	
go_0044787_5	rlmE//
go_0044874_7	
go_0045004_7	garR//hcp//mtlD//
go_0045013_7	
go_0045226_7	fadK//folX//hpt//epmA//opgB//fabA//
go_0045333_5	tdcD//rhaB//
go_0045337_6	edd//
go_0045454_4	lpxT//pnp//mnmA//trpA//queF//rsmA//ssuE//
go_0045471_5	cmk//frlC//
go_0045717_8	alaA//ubiA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	torC//hcaE//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ssuD//hyaB//cysH//mrcA//moaD//
go_0045893_8	rnb//ycjU//
go_0045900_9	
go_0045903_5	udp//
go_0045912_6	guaB//cynT//pdeH//
go_0045926_5	
go_0045936_8	
go_0045947_9	tcdA//aroD//
go_0045975_9	
go_0045990_6	
go_0046037_8	gpmM//
go_0046040_8	scpC//
go_0046047_8	argK//
go_0046050_8	malZ//ppx//lpxM//
go_0046052_8	trpA//
go_0046061_8	hyi//
go_0046076_8	ilvA//
go_0046081_8	sthA//uxuA//
go_0046086_6	frmB//
go_0046098_7	betB//
go_0046100_7	arnA//
go_0046101_6	scpB//cmoB//
go_0046103_9	zwf//
go_0046104_8	oxc//
go_0046115_10	rlmF//
go_0046133_8	ttdA//gph//
go_0046166_6	oxc//
go_0046168_6	fadE//codA//
go_0046176_6	mhpD//entF//ldcA//tktB//
go_0046177_7	idnO//dkgA//rbsD//ilvB//
go_0046181_7	entA//
go_0046183_7	mhpD//gluQ//glcB//
go_0046187_6	bglX//
go_0046196_5	galE//
go_0046210_6	dxr//miaB//atoB//
go_0046214_6	paaK//
go_0046256_7	lpxM//pgk//
go_0046271_5	amyA//
go_0046279_6	pfkA//
go_0046292_4	mhpA//
go_0046294_5	purD//ygjK//
go_0046296_6	uxaC//azoR//cynT//
go_0046306_6	abgB//tdcD//
go_0046323_10	gabT//
go_0046325_8	
go_0046336_6	purU//
go_0046342_8	scpB//
go_0046348_6	yrfG//speB//
go_0046365_5	nudC//
go_0046392_7	cysK//ppk//aroL//cynT//
go_0046397_6	
go_0046416_6	glcD//
go_0046452_6	ubiX//
go_0046459_6	cof//
go_0046470_5	
go_0046474_6	truD//ribC//pagP//gldA//yjjG//rlmA//
go_0046487_5	ydfG//
go_0046501_6	ttdA//
go_0046618_6	argB//hcaD//pcm//argB//rlmF//rnb//
go_0046654_7	eno//hdhA//sdhB//pyrG//dapA//
go_0046655_5	pdeH//
go_0046656_6	nanE//nrfA//puuD//mrdA//purA//napC//
go_0046657_6	rbsK//
go_0046677_4	dacD//glcB//folD//thiM//ltaE//mocA//rsmG//pyrF//pgsA//hemC//rnpA//etp//folE//prs//acpT//lpd//hemN//deoC//araA//rluE//rph//prpC//waaC//coaD//hemB//glmM//hisC//prmB//hemF//pgaC//ubiA//
go_0046685_4	nhoA//rsmH//
go_0046686_6	fabG//
go_0046688_6	prpD//alaA//
go_0046690_5	nadE//narG//
go_0046710_8	rlmJ//
go_0046718_8	glxR//paaG//
go_0046777_8	tadA//thiD//pabB//
go_0046834_6	glcB//
go_0046835_5	tynA//iscS//fruK//metF//serS//argD//glcE//hemN//abgA//paaB//mtgA//glnA//patD//gnd//fklB//pheA//rhaM//accD//phnO//argG//narZ//
go_0046836_7	nadA//
go_0046839_6	nrfC//
go_0046855_6	truA//
go_0046892_8	
go_0046901_7	recR//
go_0046939_7	yggF//nrdF//entH//codA//
go_0046942_7	prpC//ubiH//def//
go_0046944_7	pyrB//
go_0047484_6	
go_0048034_6	pfkB//
go_0048255_6	
go_0048473_8	hemH//
go_0048518_4	
go_0048870_3	glcE//
go_0050427_5	valS//
go_0050667_6	lpoB//xylB//
go_0050779_5	mraY//
go_0050790_4	selB//argH//
go_0050821_5	malS//rsmA//
go_0050918_5	mgsA//roxA//
go_0050919_5	nanA//
go_0051050_5	
go_0051083_5	plsC//
go_0051085_5	purU//queC//
go_0051090_4	pgk//
go_0051091_5	speF//
go_0051131_7	
go_0051143_8	folP//
go_0051156_5	asnB//
go_0051171_5	
go_0051188_5	nrfA//
go_0051191_6	rluA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	serA//nirB//
go_0051270_5	
go_0051271_6	nagK//murB//
go_0051274_8	
go_0051276_5	
go_0051289_8	tdcG//nfi//prpC//tig//phoA//mrdA//tsaE//ung//mcrB//adeD//gapA//uxaB//folM//epmB//pykA//mhpA//mltC//hcp//talB//ndh//menB//cobB//rffC//fadB//yfeW//tadA//rsmA//arnA//mazG//tauD//hcp//fumC//
go_0051301_3	ybiV//rlmL//entE//ilvD//narI//ynfF//gshA//lipA//
go_0051302_5	
go_0051304_4	dapD//
go_0051338_5	
go_0051345_6	
go_0051346_6	leuS//
go_0051347_6	
go_0051349_6	
go_0051353_6	pphA//
go_0051391_8	ruvA//
go_0051409_4	rluC//
go_0051410_3	phnG//
go_0051452_10	recG//
go_0051453_9	frmA//
go_0051454_10	opgE//moeB//glpB//entC//fabA//
go_0051476_7	nth//
go_0051484_7	nrdD//
go_0051495_8	
go_0051595_6	menB//mtgA//
go_0051596_6	lpxK//dmsB//aldB//paaA//
go_0051599_4	
go_0051603_6	cueO//guaD//
go_0051604_5	tmk//araB//chbG//
go_0051607_4	nadA//mcrA//
go_0051649_4	
go_0051668_4	
go_0051692_6	yihX//nagK//
go_0051704_2	thrB//yeiG//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	glpD//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	gph//waaH//
go_0052778_6	bglA//
go_0052837_6	roxA//
go_0055070_10	gadA//
go_0055072_10	gabD//murG//
go_0055085_5	mutH//nudF//glmU//rluC//bioC//puuE//fucA//mhpD//selD//nanA//nrdB//oxc//yqhD//sdaB//lysA//uxaA//rlmD//waaS//paaG//fadE//ribB//thiE//murQ//wcaJ//truA//thiD//adeD//hemB//mnaT//alaS//tehB//gstB//dgoA//rne//patA//kduD//rluE//purC//rutD//hycB//rutD//arnB//lldD//yidA//srlD//narZ//queA//pinE//ybiV//pabB//sgbH//paaG//sad//icd//avtA//waaU//otsA//cheB//dacC//hemH//sgbU//rlmD//puuC//rlmJ//ldtE//katE//panB//metL//malP//gutQ//fre//proB//umpG//yigB//dgt//trmH//argD//chbG//acpH//yqjH//
go_0055086_4	rbsD//fcl//
go_0055114_3	menE//rffT//mngB//scpB//dcyD//mgsA//fumB//bacA//rlmC//nrfA//ydfG//gcd//frmB//dmlA//argC//gmd//argD//alaS//hisI//leuA//rfaD//yqhD//garR//nirB//nadA//gntK//fucA//tktB//gnd//malP//waaH//glnS//prmB//pgk//cueO//pgpC//truD//pgi//amyA//xthA//gatD//curA//fre//cpdB//
go_0055129_5	xapA//galU//ldcA//
go_0055130_8	yidA//gor//
go_0060003_10	alsK//yhdJ//
go_0060274_5	argI//
go_0060326_5	glpC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ribD//
go_0061077_4	asnA//cof//birA//lsrG//rlmB//
go_0061475_9	psuG//
go_0061504_8	hemN//
go_0061610_5	bglB//
go_0061615_7	pdxB//ulaF//
go_0061720_5	entA//patD//sthA//
go_0065002_6	gph//
go_0065007_2	sodC//
go_0070084_7	lsrK//
go_0070178_5	citX//
go_0070207_8	pgi//glnS//fucA//
go_0070298_8	
go_0070301_6	hisS//eutD//
go_0070329_5	cdd//
go_0070413_7	coaA//
go_0070415_6	kdsB//pabC//
go_0070417_5	tsaD//
go_0070453_7	allD//
go_0070475_7	fabZ//tktA//yciV//torY//mnmC//ilvB//ahpC//alkA//malP//mutS//polB//csdA//glxR//abgB//caiB//dam//prpD//truD//bcsA//
go_0070476_7	arnT//allB//
go_0070482_4	rhaA//
go_0070574_9	hpt//yghU//mtgA//ubiA//
go_0070581_8	
go_0070588_9	
go_0070689_6	ldcC//bglB//
go_0070726_5	aceF//treC//
go_0070778_6	rsmI//yciA//
go_0070894_6	
go_0070930_7	
go_0070981_6	mnaT//
go_0070989_4	plsC//
go_0071139_6	
go_0071218_6	add//
go_0071229_5	
go_0071230_6	proS//
go_0071236_5	aroB//pyrG//yfeX//
go_0071237_6	
go_0071243_5	argS//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	tcdA//
go_0071271_7	ubiE//
go_0071276_7	
go_0071280_7	proB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	entA//ldcA//
go_0071289_7	queD//
go_0071291_6	tpiA//
go_0071292_7	hemE//
go_0071294_7	hcaE//
go_0071310_5	
go_0071421_9	yeiG//ung//rutA//
go_0071422_7	ispU//nadC//upp//
go_0071423_8	pphB//
go_0071454_5	pykA//glgA//
go_0071456_5	
go_0071467_5	
go_0071468_6	bioH//idnO//menB//lpcA//
go_0071470_5	
go_0071474_6	yggF//astB//avtA//
go_0071500_5	rsmC//
go_0071502_5	
go_0071555_4	clsA//cfa//sgbU//xylB//waaJ//pdxK//cheR//dhaL//
go_0071577_9	hcp//glpD//hemH//gutQ//sucD//ldtE//
go_0071705_5	
go_0071731_5	
go_0071732_6	adiA//
go_0071769_5	
go_0071805_4	nagB//nadD//entB//abgB//accB//mhpA//proA//dfp//mnmC//
go_0071806_6	glpK//purF//
go_0071807_8	
go_0071897_6	dgt//truB//hyaC//hemL//ldtE//insI-2//
go_0071915_9	mutY//
go_0071932_8	citX//
go_0071934_6	mnmE//
go_0071945_7	
go_0071951_8	clsB//
go_0071963_4	
go_0071973_6	fdhF//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	allC//dmlA//
go_0072348_5	argF//
go_0072488_7	murQ//
go_0072511_7	rffM//
go_0072531_6	frdB//
go_0072581_9	rlmG//
go_0072714_5	
go_0075713_7	
go_0080111_4	waaA//yjjG//
go_0089705_7	
go_0089709_7	pdeR//hisD//
go_0090071_6	
go_0090116_7	tdcB//
go_0090143_4	
go_0090305_6	plsB//pdeF//metG//thiC//glgP//rihC//tauD//folM//dmsC//menI//waaY//asnB//frlB//ushA//scpC//yjhG//yjjX//ruvA//pgaD//prmB//betA//polB//rimK//rlmE//preA//xylB//ppc//yeiG//astB//arnA//glmS//dkgA//deoB//pgaC//fklB//allB//lyxK//hisS//serS//rsmF//hyaB//acnB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	accD//cobC//sucC//prpC//mltD//nadB//rnt//pyrH//tktB//argD//ddlA//yahK//
go_0090502_8	thiC//pgk//hisF//tcdA//rlmD//prpC//uidA//murD//argG//avtA//lyxK//kdsA//ruvC//ribE//waaO//malP//aroD//
go_0090503_8	murG//mutY//ulaF//tdcD//prpB//dbpA//entA//hisA//aspC//
go_0090529_5	
go_0090540_10	gmk//
go_0090549_5	
go_0090609_6	selD//
go_0097056_7	alaS//
go_0097264_6	hypF//
go_0097304_7	ybjI//
go_0097339_7	psuG//
go_0097428_6	mocA//nadK//
go_0097502_4	lysC//
go_0097510_7	folC//
go_0097533_5	
go_0097638_8	mutL//
go_0098002_8	
go_0098655_7	pgm//queF//purD//thrS//yfdR//ribF//gadA//dgoK//cpsB//ydiO//hycB//alaC//yihX//avtA//surA//
go_0098656_7	hisI//
go_0098707_10	
go_0098708_8	narV//oxc//
go_0098710_7	ilvN//panC//
go_0098713_8	torA//epmB//
go_0098719_9	
go_0098732_6	rluA//
go_0098795_9	btuR//
go_0098869_4	argE//serB//rsgA//narV//valS//argC//cmoB//ldhA//acs//nirB//serS//rffM//cysH//rihA//galM//
go_0099131_7	tyrS//
go_0099132_7	kbaY//dgoD//hpt//pdxK//fcl//gpmM//alsK//tmk//
