# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gloC//
go_0015906_6	truC//
go_0015909_8	gltD//
go_0015912_8	tdcE//
go_0015914_7	phnG//
go_0015920_7	pabB//ruvC//
go_0015937_7	epmA//araD//epmC//glmS//
go_0015940_6	pheA//
go_0015944_4	pck//cadA//lacZ//
go_0015949_5	rlmD//fadM//glpX//waaQ//bioF//pncB//araB//mdh//rutE//nadK//narG//ppiC//fkpA//moaE//pfkB//hisG//fdhF//yjiA//
go_0015950_6	pyrH//
go_0015951_7	mcrB//ppx//
go_0015968_6	
go_0015969_8	hisF//ispA//
go_0015976_2	glnS//
go_0015986_7	
go_0015990_10	treC//nanE//
go_0016024_7	glmS//
go_0016032_5	bioD//
go_0016036_6	yieH//rlmF//
go_0016042_5	
go_0016052_5	ispB//hycB//mhpB//yfbR//
go_0016075_8	trmI//
go_0016078_8	nadK//
go_0016094_6	puuB//nrfB//
go_0016226_5	metH//yeaG//feaB//nudB//
go_0016259_7	malP//
go_0016260_8	sdhA//gldA//pabB//
go_0016310_6	rnb//lysA//gcvH//ftsI//aroG//rluF//lpxM//rsmI//fumC//mhpC//pheT//slyD//yagE//gmhB//waaF//fkpA//sufS//
go_0016311_6	ruvC//gpmM//pdxJ//ispF//wecC//eutD//pldB//nanE//yfcF//phoA//garD//abgB//cynS//fre//rsmI//mutY//rhaM//prmB//cmoA//cysH//eutB//napC//icd//rimK//wecB//fadD//thiG//codA//dcyD//ispU//rlmF//ribB//dgoD//sodA//citE//panE//nadE//gor//glcD//ppiC//
go_0016458_3	
go_0016485_6	cysN//purT//
go_0016540_7	phnH//nrdD//
go_0016579_7	xthA//
go_0016998_5	rlmF//
go_0017001_5	aceA//
go_0017003_8	rffM//
go_0017004_7	clsC//
go_0017013_7	
go_0017038_6	
go_0017148_8	aldA//arnT//glpC//ubiX//rimK//
go_0017189_7	lpxM//
go_0017198_7	cyoE//
go_0018012_8	arnT//
go_0018023_7	nirD//
go_0018063_8	narZ//
go_0018070_8	mcrB//ygeX//
go_0018104_8	hinT//malZ//pabB//rffH//rsmC//
go_0018105_8	trmD//
go_0018106_8	
go_0018108_8	argC//
go_0018117_8	
go_0018125_6	citE//
go_0018131_6	umpG//
go_0018160_8	gor//
go_0018206_8	nadD//
go_0018247_9	frdC//
go_0018283_6	
go_0018298_7	pykA//
go_0018307_7	fbp//
go_0018315_8	hcp//
go_0018339_9	epmB//
go_0018345_8	zwf//
go_0018364_6	ispU//nadD//
go_0018378_9	
go_0018393_10	glmU//
go_0018394_9	cysI//
go_0018410_8	sgbE//
go_0018909_5	cysH//
go_0018937_4	ravA//
go_0019042_6	phnH//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	yccX//
go_0019243_7	ybhA//gltD//appA//cyoE//
go_0019249_6	nanA//
go_0019250_7	aes//
go_0019262_6	cyoE//purF//araD//kdgK//nrfA//
go_0019264_7	tyrA//
go_0019272_9	scpC//fumA//
go_0019284_7	cobS//ydiB//
go_0019285_5	mltF//nudF//
go_0019288_6	ftsI//nudG//idnO//waaA//
go_0019290_5	
go_0019292_8	malS//
go_0019294_6	tesB//cmoA//betA//ruvA//
go_0019299_6	rffC//
go_0019301_7	yjiA//pabC//metF//pgaD//ulaF//argF//gpmM//
go_0019303_7	bglB//hemH//
go_0019305_7	trmO//
go_0019309_7	ribE//
go_0019316_8	uidA//otsA//idnO//
go_0019318_5	lpxC//
go_0019323_6	coaE//aroH//napC//waaL//gloA//tdcB//tilS//
go_0019324_6	cheB//rbsD//folA//dadA//pncB//
go_0019343_8	gmhB//
go_0019344_7	paaC//
go_0019346_7	ychF//
go_0019353_8	ldhA//phnH//frmB//leuS//
go_0019354_6	paaA//
go_0019379_5	ilvB//
go_0019380_6	iscS//ispH//
go_0019388_7	dusC//
go_0019391_6	argG//
go_0019394_7	hflX//
go_0019395_5	sucD//
go_0019404_8	gatZ//sgbH//
go_0019413_6	metL//xylB//
go_0019419_4	treA//
go_0019427_7	clsB//
go_0019430_5	bcsA//metH//argC//
go_0019432_7	glcE//
go_0019439_5	cysN//fucK//
go_0019447_8	ispA//
go_0019450_9	thiI//
go_0019464_7	murQ//guaA//asnB//hcp//ruvA//thiL//
go_0019480_4	ogt//
go_0019509_7	
go_0019516_4	csdA//murA//
go_0019521_6	waaB//ugd//
go_0019542_6	queA//
go_0019545_6	arnT//
go_0019546_9	queA//
go_0019563_7	proA//yeaG//bglB//
go_0019568_7	mltF//phnN//
go_0019569_7	pncB//cmoA//purN//
go_0019571_8	appA//ynfF//mog//
go_0019572_8	mdh//
go_0019584_7	
go_0019588_7	dapA//rihA//
go_0019592_8	ubiD//
go_0019595_8	leuB//
go_0019607_6	speF//frlC//
go_0019622_6	yihU//rffG//purA//
go_0019629_7	malY//allD//
go_0019632_5	alsK//pyrE//mnmG//sdhA//
go_0019634_5	btuE//
go_0019645_6	udk//ybjG//suhB//
go_0019646_6	ribA//ubiC//astC//udp//
go_0019664_6	ilvE//rsmF//
go_0019665_5	mtlD//
go_0019673_6	lpxL//
go_0019676_3	psuG//
go_0019677_8	
go_0019679_7	bacA//yeiG//metL//
go_0019686_6	poxB//
go_0019698_7	fkpB//yfiC//tilS//argG//moaD//rffC//
go_0019700_6	yagE//xylA//mhpB//cdsA//
go_0019740_2	psuG//pabB//wecC//waaC//nrdD//pncB//
go_0019752_6	
go_0019805_6	dgcT//
go_0019835_3	
go_0019852_5	pta//abgB//argC//
go_0019854_6	ldtD//rfbB//
go_0019856_7	dhaK//
go_0019858_7	dnaE//
go_0019859_7	yfeW//
go_0019877_6	aroL//yihU//cobB//
go_0019878_9	pgpB//
go_0019935_6	thiE//sdhD//
go_0019985_8	glpB//dgcM//
go_0019988_7	ubiF//
go_0022417_4	btuE//
go_0022610_2	rsmC//
go_0022611_3	sgbU//rhaA//betB//
go_0022900_4	ribF//speA//
go_0022904_5	thiD//pnp//recF//
go_0023014_4	caiD//kdsD//yidA//
go_0030001_7	rne//ilvM//ulaG//
go_0030007_8	glk//
go_0030026_9	
go_0030091_6	feaB//epmA//argI//entA//
go_0030153_5	
go_0030162_7	
go_0030163_5	nhoA//metC//aspA//mutH//
go_0030244_9	
go_0030258_5	paaG//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	nfsB//uxuA//
go_0030388_5	serB//araD//waaY//
go_0030488_6	ubiX//hisI//dgoD//mhpC//metC//serA//udk//ubiD//ftnA//cdd//
go_0030490_10	
go_0030497_7	nanA//dmsB//
go_0030541_4	
go_0030573_6	ftsI//
go_0030632_8	rsmH//yfeX//mobA//eno//
go_0030641_8	speB//fbp//
go_0030643_8	
go_0030961_9	phnL//
go_0030980_7	malS//moaA//dkgB//
go_0031118_8	wzb//
go_0031119_8	tyrA//ribF//guaA//glmM//rlmM//glnA//
go_0031125_10	mhpC//
go_0031162_5	tesB//
go_0031167_6	ldhA//pyrG//rnpA//thiD//fumA//narI//
go_0031280_6	dcyD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	paoC//
go_0031400_8	
go_0031439_9	
go_0031460_7	yjhG//sad//phoA//etp//aceF//pinE//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	gpp//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hemB//
go_0032026_6	glgA//
go_0032049_8	cysS//yrfG//frlB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ubiX//
go_0032196_3	phr//
go_0032238_6	puuC//
go_0032259_3	fre//purL//lpcA//tsaE//
go_0032261_6	pabA//
go_0032263_7	mmuM//gstA//
go_0032264_7	purU//argS//
go_0032265_7	yciV//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	astC//mnmC//gpt//
go_0032329_7	dam//nrdB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	clsB//
go_0032445_10	folA//purU//
go_0032462_7	mnmC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	gadB//idnO//aspA//speF//
go_0032774_6	lsrK//
go_0032775_6	trpS//psd//mutL//
go_0032781_7	
go_0032784_8	
go_0032790_6	ribD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	xthA//
go_0032978_7	
go_0033014_6	pinE//dacC//
go_0033051_5	hisS//
go_0033120_8	
go_0033194_5	xylB//nadE//bioB//
go_0033195_5	preA//
go_0033212_10	rbn//fabA//
go_0033214_11	glgC//entD//
go_0033228_8	frc//dmsC//dcyD//
go_0033317_7	napC//serA//folD//ahr//
go_0033320_6	melA//
go_0033345_8	rlmG//def//
go_0033353_5	glnA//
go_0033359_7	cyaA//pfkA//
go_0033384_6	dosP//
go_0033388_7	wecB//
go_0033477_5	slt//
go_0033499_8	paaJ//cfa//gcvP//ulaF//fadK//
go_0033518_6	yqaB//
go_0033539_7	speD//
go_0033542_7	pdxY//
go_0033543_8	waaA//
go_0033567_6	
go_0033585_7	entB//mltC//
go_0033611_8	entF//
go_0033683_7	
go_0034194_8	entD//psuG//lpoA//
go_0034195_8	thrB//
go_0034198_6	yfeX//cpdB//
go_0034203_6	agp//
go_0034204_5	cyoE//yjhH//
go_0034213_6	rlmL//
go_0034214_7	kduD//rlmI//csdA//
go_0034219_6	waaQ//mepS//umpG//ribF//folP//ndk//apt//nagZ//btuE//hemN//yfcG//paaH//metH//lysU//araA//moaE//murB//fklB//menB//lipB//glcE//pfkB//folE//fkpB//cysS//etp//gltB//ddlA//pfkA//
go_0034220_6	glyS//ulaG//dusB//ycaO//curA//tdcE//
go_0034224_6	
go_0034227_8	pabA//
go_0034258_8	yahK//
go_0034260_5	
go_0034289_7	dacD//
go_0034337_3	trpE//
go_0034355_7	fadJ//speA//ddlB//recF//
go_0034401_5	
go_0034414_9	hemA//
go_0034421_8	rffC//
go_0034470_8	argF//
go_0034552_7	
go_0034599_5	mak//argH//yeiG//yegS//waaB//
go_0034605_5	cysC//etk//
go_0034614_6	ulaG//
go_0034620_6	gltX//
go_0034628_9	yihS//mog//rihC//feaB//ubiX//
go_0034635_6	aroL//
go_0034644_7	polA//
go_0034661_7	
go_0034775_7	ampH//ribE//
go_0034983_9	ygeX//trmA//
go_0035235_6	prpB//patD//arnB//
go_0035307_9	
go_0035335_8	ychF//ybiV//
go_0035344_8	puuD//frmB//
go_0035350_6	purB//
go_0035429_8	bglB//lgoD//insI-2//kdsC//uxaB//dcd//
go_0035433_7	mraY//
go_0035434_9	nagA//
go_0035435_9	mhpB//gadA//trmO//puuD//
go_0035442_7	yihV//aphA//dnaE//fucK//mepS//trpC//fklB//
go_0035443_7	trmA//pdeL//aroB//
go_0035444_9	hcaC//thrS//ispB//lpoB//
go_0035461_6	rutC//
go_0035524_8	alaS//
go_0035552_6	rbn//
go_0035553_6	speG//
go_0035556_4	
go_0035600_8	serC//
go_0035672_6	psuG//napB//poxB//
go_0035725_9	yjiA//ldtB//aceA//aroB//ilvD//
go_0035784_9	folD//
go_0035864_6	
go_0035873_8	ilvA//sdhD//
go_0035999_5	ftsI//adeD//abgB//
go_0036001_7	mtlD//
go_0036047_9	maeA//
go_0036049_9	bcsA//
go_0036088_6	puuD//
go_0036104_6	yqhD//surA//
go_0036172_6	entE//
go_0036214_3	
go_0036265_6	avtA//
go_0036289_9	mngB//guaD//
go_0036448_6	epmB//pdxK//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	glpK//alsK//
go_0040033_9	
go_0042026_4	prs//cfa//yihV//wcaJ//
go_0042126_5	thrC//
go_0042128_5	
go_0042150_7	ttdA//
go_0042157_5	
go_0042158_6	cdd//dosP//
go_0042177_7	
go_0042182_5	rffC//
go_0042219_6	
go_0042245_7	glyA//ahr//pgi//
go_0042254_5	yccX//
go_0042255_6	
go_0042274_5	pyrB//
go_0042304_7	
go_0042351_7	pabC//
go_0042355_8	kdsA//ahpC//menD//ilvE//yihX//ghrB//
go_0042371_7	xdhB//
go_0042413_6	rfaD//hypB//
go_0042450_7	aroG//dut//dgcZ//eutD//aroD//dapD//
go_0042454_7	fadD//
go_0042493_4	yghU//purD//menH//phoA//rsmE//ldtA//gpmM//cobU//ahr//mtn//rdgB//paaZ//poxB//
go_0042538_6	fau//paaE//recG//
go_0042542_5	yegS//rpiA//aroG//galK//
go_0042545_5	uvrC//
go_0042594_4	cysE//argB//fklB//gpt//
go_0042619_6	
go_0042710_4	arsC//phr//ubiF//alaS//sucB//pabC//yidA//glyA//
go_0042732_6	hemC//
go_0042744_6	luxS//aroF//
go_0042759_7	dapA//
go_0042773_6	araD//
go_0042777_8	
go_0042780_10	amyA//murQ//
go_0042817_5	tilS//
go_0042819_6	paaZ//
go_0042823_6	ileS//mhpD//ydiB//mltA//
go_0042838_6	ada//amiD//phnN//speG//
go_0042840_7	aroK//rffG//ubiG//pta//cysE//citX//
go_0042843_7	kdsB//narY//
go_0042846_8	aroK//
go_0042852_9	xapA//
go_0042867_8	garD//
go_0042873_7	entB//
go_0042882_10	valS//tag//
go_0042884_7	argA//waaH//sgbE//
go_0042885_8	ubiC//
go_0042891_6	adiA//rsmI//metL//hemN//hyi//mltA//lldD//
go_0042906_8	purL//hchA//waaB//
go_0042908_5	dosP//
go_0042914_8	ynfH//
go_0042918_6	yccX//entA//
go_0042919_6	
go_0042920_6	ybjG//
go_0042928_7	
go_0042930_7	aroG//dhaK//nudB//nrfB//dcd//nrfA//nrfC//azoR//clsB//nrdF//
go_0042938_8	sdaB//gloB//pgpA//
go_0042939_8	abgA//
go_0042941_8	cheB//
go_0042942_6	ampD//leuS//
go_0042953_6	
go_0042956_8	puuE//dapD//
go_0042968_8	pgm//paaB//aceB//
go_0043039_6	mltF//pykA//caiD//
go_0043041_6	dxs//birA//
go_0043085_5	patZ//ispF//yjjX//
go_0043086_5	prpD//
go_0043093_3	rhaM//tdcG//ubiH//waaQ//
go_0043097_6	yjjG//rlmF//
go_0043099_7	rnd//
go_0043100_6	sucC//
go_0043102_5	gcvT//
go_0043103_7	metK//
go_0043137_6	rlmD//der//
go_0043150_8	
go_0043157_6	dinB//
go_0043164_6	coaD//rlmG//lipA//astB//folC//hmp//malP//
go_0043165_6	waaA//pyrF//
go_0043171_5	fabH//nrdF//wecC//mdh//dapD//
go_0043200_5	
go_0043201_6	
go_0043213_7	ldtC//fabZ//
go_0043254_5	
go_0043335_3	pgl//mnmA//rph//trmI//ubiA//
go_0043433_5	ulaD//pheT//tdcE//
go_0043442_6	mutS//
go_0043456_6	dbpA//
go_0043462_6	guaC//
go_0043470_6	
go_0043471_6	
go_0043488_5	umuC//ubiA//pgpA//
go_0043547_7	
go_0043571_7	glk//
go_0043610_4	glpX//yjhH//glpD//
go_0043686_7	dnaE//
go_0043687_7	lacZ//menB//glmU//metG//nadK//
go_0043708_5	hcaD//
go_0043709_6	dinB//
go_0043711_5	
go_0043952_7	
go_0043953_7	yahK//
go_0044010_5	pepD//tdcD//yigB//treF//gcvT//lpxH//
go_0044011_4	maa//
go_0044036_5	betA//sdaB//csdA//
go_0044038_6	serA//fadM//
go_0044092_4	
go_0044179_5	
go_0044208_7	treC//
go_0044238_3	yjhG//waaS//xylB//ybcF//
go_0044248_4	
go_0044255_4	
go_0044262_4	mltF//wcaJ//
go_0044273_5	pyrD//
go_0044275_5	bacA//
go_0044349_6	
go_0044355_6	rluF//
go_0044532_6	
go_0044659_7	yciA//
go_0044718_6	tdcE//
go_0044764_3	
go_0044780_6	rffG//
go_0044781_5	
go_0044787_5	etk//
go_0044874_7	
go_0045004_7	valS//rlmJ//rutE//
go_0045013_7	
go_0045226_7	ldhA//pdxJ//nrfC//ubiG//phnI//atoB//
go_0045333_5	yfeW//fabH//
go_0045337_6	fucI//
go_0045454_4	narH//bioB//murC//bglB//waaH//entC//mog//
go_0045471_5	hyaC//phnO//
go_0045717_8	hycB//nrfB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	hyaB//gcvP//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	argH//lpxT//katE//ubiI//trmL//
go_0045893_8	tatD//dgt//
go_0045900_9	
go_0045903_5	pgpB//
go_0045912_6	yfcF//cysK//gabT//
go_0045926_5	
go_0045936_8	
go_0045947_9	rluD//deoC//
go_0045975_9	
go_0045990_6	
go_0046037_8	serB//
go_0046040_8	rhaB//
go_0046047_8	carA//
go_0046050_8	garK//ddlB//frmB//
go_0046052_8	thrA//
go_0046061_8	ndh//
go_0046076_8	gltD//
go_0046081_8	der//lacZ//
go_0046086_6	dosP//
go_0046098_7	apaH//
go_0046100_7	paaE//
go_0046101_6	ynfE//tag//
go_0046103_9	rbsK//
go_0046104_8	treF//
go_0046115_10	sucB//
go_0046133_8	polB//pfkB//
go_0046166_6	folA//
go_0046168_6	fabZ//ubiI//
go_0046176_6	fklB//nanK//thiI//lysS//
go_0046177_7	selA//mgsA//coaA//tyrA//
go_0046181_7	fdhF//
go_0046183_7	iaaA//pgaC//cheB//
go_0046187_6	ispB//
go_0046196_5	kduI//
go_0046210_6	pepD//paoC//acnB//
go_0046214_6	adhE//
go_0046256_7	ndh//rpe//
go_0046271_5	rlmJ//
go_0046279_6	rlmM//
go_0046292_4	hypF//
go_0046294_5	rbsK//paaJ//
go_0046296_6	valS//paaA//rluF//
go_0046306_6	rlmI//fucO//
go_0046323_10	bcsA//
go_0046325_8	
go_0046336_6	astC//
go_0046342_8	poxB//
go_0046348_6	mutH//narH//
go_0046365_5	mhpB//
go_0046392_7	ubiG//rnb//cynS//hyaA//
go_0046397_6	
go_0046416_6	umpH//
go_0046452_6	yeaE//
go_0046459_6	waaG//
go_0046470_5	
go_0046474_6	umpG//mhpA//pabB//fabG//tehB//bcsA//
go_0046487_5	rdgB//
go_0046501_6	ahr//
go_0046618_6	mog//acnB//gluQ//dapF//lysU//argK//
go_0046654_7	mdh//eptB//solA//uxaA//menA//
go_0046655_5	truA//
go_0046656_6	bioB//rfbC//cheR//hcaB//idnO//prpB//
go_0046657_6	tktB//
go_0046677_4	pldB//scpB//ligB//galK//moaE//surA//rfaE//glnE//thrS//argB//yjjG//hemG//rnd//mutL//rluA//glmM//dgkA//gltX//sdhC//talB//hchA//malQ//lysA//mobA//aceF//sdhB//sgbH//epmC//fabH//patA//mak//
go_0046685_4	mobA//cysE//
go_0046686_6	chbG//
go_0046688_6	alkB//yagF//
go_0046690_5	rrrD//hemA//
go_0046710_8	folE//
go_0046718_8	deoA//idnK//
go_0046777_8	idi//yihV//trpB//
go_0046834_6	pgi//
go_0046835_5	bioD//ubiA//gntK//fumA//argB//sgbH//cyaA//rbsK//puuB//lpxK//ilvH//truA//hemL//speA//rsmH//rpiA//paoC//nrfB//pgsA//yqjH//orn//
go_0046836_7	ansB//
go_0046839_6	srlD//
go_0046855_6	yagF//
go_0046892_8	
go_0046901_7	pgl//
go_0046939_7	suhB//narH//kdgK//cpsG//
go_0046942_7	yjhG//speG//sdhD//
go_0046944_7	gltB//
go_0047484_6	
go_0048034_6	yeaG//
go_0048255_6	
go_0048473_8	purB//
go_0048518_4	
go_0048870_3	thiE//
go_0050427_5	rnt//
go_0050667_6	ugd//torY//
go_0050779_5	pabB//
go_0050790_4	ruvC//galK//
go_0050821_5	ogt//purL//
go_0050918_5	gadA//murD//
go_0050919_5	relA//
go_0051050_5	
go_0051083_5	tsaC//
go_0051085_5	ilvN//dosP//
go_0051090_4	gshA//
go_0051091_5	orn//
go_0051131_7	
go_0051143_8	leuS//
go_0051156_5	ubiX//
go_0051171_5	
go_0051188_5	purU//
go_0051191_6	dnaE//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	rlmD//cobS//
go_0051270_5	
go_0051271_6	pdeH//gmhB//
go_0051274_8	
go_0051276_5	
go_0051289_8	lpxM//cysH//puuC//metL//fbp//aroF//rfaD//thrA//rhaD//nanA//fabA//cynT//csdA//galE//hisD//xdhB//recF//accA//dapF//hcaF//folM//purT//ubiI//menF//fbp//mhpB//dcm//pgsA//nirB//pepD//cysK//mog//
go_0051301_3	rpiA//narY//entD//mltD//fucO//yahK//mtgA//cheR//
go_0051302_5	
go_0051304_4	dgcM//
go_0051338_5	
go_0051345_6	
go_0051346_6	chbG//
go_0051347_6	
go_0051349_6	
go_0051353_6	poxB//
go_0051391_8	yigL//
go_0051409_4	yagE//
go_0051410_3	serS//
go_0051452_10	tyrS//
go_0051453_9	argA//
go_0051454_10	fadK//rlmF//pdxH//hisA//gltX//
go_0051476_7	garK//
go_0051484_7	ubiI//
go_0051495_8	
go_0051595_6	yhdJ//ulaF//
go_0051596_6	lgoD//coaE//putA//bfr//
go_0051599_4	
go_0051603_6	luxS//mutM//
go_0051604_5	treF//pgaC//dhaM//
go_0051607_4	yegS//fabA//
go_0051649_4	
go_0051668_4	
go_0051692_6	fadE//puuB//
go_0051704_2	csdA//argF//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	hcaC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	rluD//psuG//
go_0052778_6	tsaE//
go_0052837_6	dgcT//
go_0055070_10	lpxL//
go_0055072_10	hyaA//folM//
go_0055085_5	nhoA//phoA//lysU//apt//gpmA//tsaE//leuB//yihX//hisS//mcrB//lpxL//nemA//pcm//hycB//pfkA//nagA//mocA//paoC//iscS//nrfA//moeA//thiC//hcaB//hemC//thrB//psd//ligA//zwf//gstB//accA//trmL//gltX//edd//nfi//hemE//menH//uvrC//recO//ddlB//yfeW//ftsI//rffG//nhoA//roxA//rpe//prpD//fadH//speG//argD//citG//gcl//aspS//apt//ruvB//rsmE//nth//cyoE//rnb//mak//psd//aceF//ulaD//ldcA//dmsC//katG//gntK//umuD//hisD//puuE//kduI//bioD//slt//arsC//pcm//narI//nudG//dkgB//ilvD//tadA//nrdF//
go_0055086_4	alkA//cobB//
go_0055114_3	rlmA//murF//yihX//argF//selA//deoD//bcsA//lyxK//tadA//yfbR//avtA//ilvN//rlmC//panE//rsmH//pgsA//trmA//dosP//yagE//der//fkpA//trmH//waaC//waaL//carA//fruK//lpxL//yjcS//murB//ubiC//phr//bioD//frdB//phnP//alaS//upp//ribA//hisG//umpG//aroF//yfbR//lpoB//purL//dacC//
go_0055129_5	melA//ilvD//selA//
go_0055130_8	oxc//frmA//
go_0060003_10	cysN//mhpB//
go_0060274_5	ldtD//
go_0060326_5	thyA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ppiA//
go_0061077_4	insI-2//alkB//mcrA//hemB//pdxB//
go_0061475_9	glxR//
go_0061504_8	nadD//
go_0061610_5	rlmD//
go_0061615_7	aspA//menC//
go_0061720_5	thiD//fucO//mltA//
go_0065002_6	ftnA//
go_0065007_2	argI//
go_0070084_7	mutL//
go_0070178_5	ribA//
go_0070207_8	ribC//dhaL//tilS//
go_0070298_8	
go_0070301_6	menA//rrrD//
go_0070329_5	pta//
go_0070413_7	phr//
go_0070415_6	allD//rpe//
go_0070417_5	miaB//
go_0070453_7	yihV//
go_0070475_7	phnJ//dgoA//putA//mltD//moaE//lpxL//mtgA//gluQ//sdaA//menB//narG//rlmC//murA//aceA//waaC//hisI//kdsC//moaD//mak//
go_0070476_7	rlmB//metL//
go_0070482_4	rsmD//
go_0070574_9	menF//wecB//leuB//idnD//
go_0070581_8	
go_0070588_9	
go_0070689_6	selD//mhpC//
go_0070726_5	gcvH//ushA//
go_0070778_6	sgbE//phnG//
go_0070894_6	
go_0070930_7	
go_0070981_6	asnS//
go_0070989_4	cof//
go_0071139_6	
go_0071218_6	citG//
go_0071229_5	
go_0071230_6	hemA//
go_0071236_5	plsC//murF//dcyD//
go_0071237_6	
go_0071243_5	sseA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ilvN//
go_0071271_7	dkgA//
go_0071276_7	
go_0071280_7	gatY//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	rutE//tcdA//
go_0071289_7	glxK//
go_0071291_6	gpmA//
go_0071292_7	truC//
go_0071294_7	mug//
go_0071310_5	
go_0071421_9	phnJ//nagZ//ldcC//
go_0071422_7	luxS//apaH//rsmJ//
go_0071423_8	accB//
go_0071454_5	apaH//lysU//
go_0071456_5	
go_0071467_5	
go_0071468_6	ldtB//lsrG//lpxB//trpA//
go_0071470_5	
go_0071474_6	nrdD//pgaD//mhpD//
go_0071500_5	proA//
go_0071502_5	
go_0071555_4	pgi//ogt//metL//dxs//pyrF//dgcZ//opgE//gcd//
go_0071577_9	thiM//leuB//pbpC//rlmB//epd//fabZ//
go_0071705_5	
go_0071731_5	
go_0071732_6	argF//
go_0071769_5	
go_0071805_4	fadH//abgB//mnmG//uvrB//deoC//iaaA//entA//aroL//sdhD//
go_0071806_6	ligA//gor//
go_0071807_8	
go_0071897_6	trpE//yieH//leuA//tdk//ulaD//hemC//
go_0071915_9	sdaB//
go_0071932_8	bioH//
go_0071934_6	glpB//
go_0071945_7	
go_0071951_8	wrbA//
go_0071963_4	
go_0071973_6	lpxB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	entH//phnO//
go_0072348_5	upp//
go_0072488_7	lipB//
go_0072511_7	aroL//
go_0072531_6	trpC//
go_0072581_9	dhaK//
go_0072714_5	
go_0075713_7	
go_0080111_4	glxR//malY//
go_0089705_7	
go_0089709_7	citE//yihU//
go_0090071_6	
go_0090116_7	dadA//
go_0090143_4	
go_0090305_6	scpB//tadA//proS//pfkB//hemH//glyA//aroE//dapA//yeaE//gadA//cheR//mnmG//gstA//mhpC//glgX//pyrH//hemG//arnA//dkgB//slyD//purA//zwf//acpS//rsmA//pgaB//asnS//lipB//mtlD//malQ//ftnA//proS//rffT//tdcG//clsC//fadK//cysQ//cysC//gcvP//hmp//gutQ//gstB//waaO//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	leuA//yihV//nrfC//polA//fadA//yigL//mog//tsaE//allD//kduI//entB//deoD//
go_0090502_8	lpxT//uvrB//argD//rpe//mltF//thiH//dapA//patD//nadK//pyrE//ppsA//hisB//glgC//lplA//cysK//ppk//kdsD//
go_0090503_8	truD//mocA//gcvP//rutB//pheT//yjjG//avtA//hchA//trmJ//
go_0090529_5	
go_0090540_10	acpT//
go_0090549_5	
go_0090609_6	pabB//
go_0097056_7	relA//
go_0097264_6	nanA//
go_0097304_7	gph//
go_0097339_7	lpxH//
go_0097428_6	ftnA//leuD//
go_0097502_4	pgaB//
go_0097510_7	thiH//
go_0097533_5	
go_0097638_8	citE//
go_0098002_8	
go_0098655_7	ndk//tktA//rlmL//waaL//aroC//speE//hpt//guaC//rimK//mtlD//arnA//narI//fucA//chbF//mngB//
go_0098656_7	mcrA//
go_0098707_10	
go_0098708_8	narG//dgt//
go_0098710_7	moeB//metC//
go_0098713_8	aroL//kdsC//
go_0098719_9	
go_0098732_6	frmB//
go_0098795_9	plsB//
go_0098869_4	glpX//narG//ampH//yqaB//apaH//paaA//torZ//aroG//murB//hcp//feaB//yjjG//ppiA//ppiC//ilvH//
go_0099131_7	rsmH//
go_0099132_7	fabB//gpmA//fabH//menE//yihU//citG//paaK//ydfG//
go_0099133_8	yihS//xylB//rihA//yrfG//gdhA//cmoB//trmA//cyaA//sdhD//yghU//pheS//nadB//
