# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dhaL//
go_0015909_8	katE//
go_0015912_8	lpoB//
go_0015914_7	lyxK//
go_0015920_7	nadC//ybiV//
go_0015937_7	aroD//folM//otsB//cobU//
go_0015940_6	tadA//
go_0015944_4	narG//ubiA//bglA//
go_0015949_5	gatZ//tesB//pheA//argC//dmsA//ppk//pdeF//narH//udp//deoB//puuC//yigB//gcvT//ydfG//ynfE//glgX//slt//speF//
go_0015950_6	azoR//
go_0015951_7	aroC//fabI//
go_0015968_6	
go_0015969_8	otsA//lldD//
go_0015976_2	pdxY//
go_0015986_7	
go_0015990_10	pgpA//cysK//
go_0016024_7	serC//
go_0016032_5	torZ//
go_0016036_6	nudB//tdh//
go_0016042_5	
go_0016052_5	thiC//hisD//rutB//yqhD//
go_0016075_8	ilvM//
go_0016078_8	sodC//
go_0016094_6	aroH//queC//
go_0016226_5	etp//ybiV//xylB//thrB//
go_0016259_7	rhaB//
go_0016260_8	dacC//lpxL//pheS//
go_0016310_6	speE//paaZ//cysM//fbaA//caiD//bioB//recG//yfeX//malP//yfeX//mgsA//proA//ada//pheS//torZ//lpxD//ldcA//
go_0016311_6	lldD//gntK//polB//dkgB//waaZ//dgkA//cof//entE//dgkA//hcaE//citG//fucK//opgB//hisG//folD//yihX//torZ//mrdA//kbaY//ubiA//metL//sucA//fklB//purL//ltaE//queC//tmk//rlmJ//purN//argG//fucA//lpd//adhE//frlC//ulaG//rlmH//sdhB//cheB//aceB//speD//
go_0016458_3	
go_0016485_6	nrfB//thrC//
go_0016540_7	fklB//moeA//
go_0016579_7	pheT//
go_0016998_5	puuE//
go_0017001_5	sodB//
go_0017003_8	clsB//
go_0017004_7	pgaB//
go_0017013_7	
go_0017038_6	
go_0017148_8	yieH//torY//rsmF//zwf//aldB//
go_0017189_7	nfsB//
go_0017198_7	pnp//
go_0018012_8	nadD//
go_0018023_7	hisI//
go_0018063_8	aroD//
go_0018070_8	pgpA//trmJ//
go_0018104_8	fabH//plsC//waaC//citE//dosP//
go_0018105_8	eutD//
go_0018106_8	
go_0018108_8	rluF//
go_0018117_8	
go_0018125_6	gadB//
go_0018131_6	moeA//
go_0018160_8	glyA//
go_0018206_8	aceB//
go_0018247_9	yccX//
go_0018283_6	
go_0018298_7	dgcZ//
go_0018307_7	dbpA//
go_0018315_8	panB//
go_0018339_9	sdhA//
go_0018345_8	trmD//
go_0018364_6	yfcG//adiA//
go_0018378_9	
go_0018393_10	dmsA//
go_0018394_9	uidA//
go_0018410_8	rsmH//
go_0018909_5	sodA//
go_0018937_4	polB//
go_0019042_6	fabI//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	alsE//
go_0019243_7	aroB//deoA//fbaA//bcsA//
go_0019249_6	nadC//
go_0019250_7	cobC//
go_0019262_6	lpcA//pepD//pgpA//manA//leuB//
go_0019264_7	uxaB//
go_0019272_9	queA//entH//
go_0019284_7	abgB//caiB//
go_0019285_5	kduD//glgC//
go_0019288_6	idnO//waaP//mnmA//trpD//
go_0019290_5	
go_0019292_8	argF//
go_0019294_6	selD//leuD//phnI//tesB//
go_0019299_6	hisB//
go_0019301_7	poxB//sucC//leuB//entD//umuC//nfi//glpK//
go_0019303_7	atoB//fabZ//
go_0019305_7	gcvH//
go_0019309_7	hemB//
go_0019316_8	ydiF//panE//uvrA//
go_0019318_5	lpxM//
go_0019323_6	gatD//thiH//torZ//nth//fumA//waaC//rsmF//
go_0019324_6	phnP//trpD//queA//ulaE//rfbD//
go_0019343_8	guaB//
go_0019344_7	ansA//
go_0019346_7	ribE//
go_0019353_8	ackA//fcl//frc//astC//
go_0019354_6	edd//
go_0019379_5	etp//
go_0019380_6	cobS//rlmJ//
go_0019388_7	alsK//
go_0019391_6	rfaE//
go_0019394_7	waaF//
go_0019395_5	dacD//
go_0019404_8	arnT//gudD//
go_0019413_6	thiG//entF//
go_0019419_4	mepS//
go_0019427_7	umuC//
go_0019430_5	caiB//citX//ltaE//
go_0019432_7	nfi//
go_0019439_5	codA//fabI//
go_0019447_8	pdxH//
go_0019450_9	mnmG//
go_0019464_7	purF//glnA//rffH//sucB//gatY//mltF//
go_0019480_4	scpB//
go_0019509_7	
go_0019516_4	dmsA//rlmL//
go_0019521_6	thrB//tdk//
go_0019542_6	nrdB//
go_0019545_6	nth//
go_0019546_9	uxaC//
go_0019563_7	purT//ampD//trmD//
go_0019568_7	gmk//amiD//
go_0019569_7	idi//tauD//napC//
go_0019571_8	hisD//codA//menA//
go_0019572_8	garR//
go_0019584_7	
go_0019588_7	ushA//galU//
go_0019592_8	lyxK//
go_0019595_8	pheS//
go_0019607_6	mhpB//yciA//
go_0019622_6	cof//cpdB//aroD//
go_0019629_7	fucA//mrdA//
go_0019632_5	sbcB//uxaC//nth//yqhD//
go_0019634_5	hemL//
go_0019645_6	rluB//dxr//yfaU//
go_0019646_6	lyxK//yigB//frdA//kdsD//
go_0019664_6	tadA//uvrA//
go_0019665_5	aroC//
go_0019673_6	trmH//
go_0019676_3	ybiV//
go_0019677_8	
go_0019679_7	lysC//ilvE//hdhA//
go_0019686_6	ampH//
go_0019698_7	malY//proC//mrcB//ldcA//ppc//ydiF//
go_0019700_6	glgP//relA//frdC//pdeH//
go_0019740_2	leuS//idnK//kdsB//mhpA//dapA//entE//
go_0019752_6	
go_0019805_6	nth//
go_0019835_3	
go_0019852_5	yhdJ//prs//pgi//
go_0019854_6	ubiE//aceF//
go_0019856_7	thrB//
go_0019858_7	yagF//
go_0019859_7	mnmA//
go_0019877_6	idi//galU//deoC//
go_0019878_9	galU//
go_0019935_6	pgsA//yfeX//
go_0019985_8	dcm//fucK//
go_0019988_7	glyS//
go_0022417_4	udk//
go_0022610_2	hflX//
go_0022611_3	kbaY//prpC//gatD//
go_0022900_4	ynfF//maa//
go_0022904_5	metC//lpxM//gudD//
go_0023014_4	acnA//tatD//adhE//
go_0030001_7	bcsA//nadK//frmA//
go_0030007_8	ynfE//
go_0030026_9	
go_0030091_6	glgB//bfr//tdk//yrfG//
go_0030153_5	
go_0030162_7	
go_0030163_5	ulaD//hflX//apt//glpA//
go_0030244_9	
go_0030258_5	trmO//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	araD//rpiB//
go_0030388_5	nrfA//galK//bglX//
go_0030488_6	entC//puuA//mrcA//waaB//pfkB//sseA//treF//mtlD//cadA//ldtA//
go_0030490_10	
go_0030497_7	leuC//recG//
go_0030541_4	
go_0030573_6	dapD//
go_0030632_8	fre//menC//ubiX//puuE//
go_0030641_8	malP//gcvT//
go_0030643_8	
go_0030961_9	pheA//
go_0030980_7	katG//hcaB//caiD//
go_0031118_8	metF//
go_0031119_8	citC//fadI//coaE//ilvB//yjhG//alr//
go_0031125_10	sbcB//
go_0031162_5	arsC//
go_0031167_6	agp//aceA//hisC//yggF//phnM//arsC//
go_0031280_6	pgk//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	apt//
go_0031400_8	
go_0031439_9	
go_0031460_7	ghrB//dapB//dadA//aes//phnN//thiM//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	pheS//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hdhA//
go_0032026_6	ribD//
go_0032049_8	pnp//yeaG//glpC//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	chbG//
go_0032196_3	waaZ//
go_0032238_6	ybiV//
go_0032259_3	gudD//glmU//sbcB//folX//
go_0032261_6	rutA//
go_0032263_7	udp//accA//
go_0032264_7	lpd//deoA//
go_0032265_7	mngB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	lysU//slt//thrS//
go_0032329_7	rlmG//plsB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	dgkA//
go_0032445_10	yfeX//ulaE//
go_0032462_7	lipB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rfaD//yjiA//nth//yjiA//
go_0032774_6	serC//
go_0032775_6	aroB//panD//udp//
go_0032781_7	
go_0032784_8	
go_0032790_6	argG//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	lldD//
go_0032978_7	
go_0033014_6	hchA//cysG//
go_0033051_5	folE//
go_0033120_8	
go_0033194_5	serC//yigL//dkgB//
go_0033195_5	ispG//
go_0033212_10	feaB//ilvA//
go_0033214_11	waaQ//pgm//
go_0033228_8	fadM//ldtA//acnA//
go_0033317_7	mtgA//glgX//yciV//ynfH//
go_0033320_6	rnd//
go_0033345_8	gapA//mazG//
go_0033353_5	argH//
go_0033359_7	plsC//gmk//
go_0033384_6	ispG//
go_0033388_7	alkB//
go_0033477_5	bioD//
go_0033499_8	hypF//queD//pheT//dmsA//wecB//
go_0033518_6	acpT//
go_0033539_7	clsB//
go_0033542_7	folX//
go_0033543_8	entE//
go_0033567_6	
go_0033585_7	malS//panD//
go_0033611_8	deoC//
go_0033683_7	
go_0034194_8	frmB//dgcT//yggF//
go_0034195_8	alaC//
go_0034198_6	ydiF//dxs//
go_0034203_6	hisG//
go_0034204_5	murA//tauD//
go_0034213_6	hemA//
go_0034214_7	proB//tdcG//ssuE//
go_0034219_6	nhoA//ubiX//arnA//ribE//lysS//bglX//idnO//wecC//glpK//fumC//fkpA//mhpD//prmB//epmB//dapA//hdhA//aroD//nadE//galE//nrdB//mutY//ydfG//dacA//thrB//hchA//acpH//nfi//mtlD//glcE//
go_0034220_6	rlmE//nudF//argG//murC//speD//iscS//
go_0034224_6	
go_0034227_8	lysA//
go_0034258_8	truB//
go_0034260_5	
go_0034289_7	trpS//
go_0034337_3	garL//
go_0034355_7	ribC//rluE//thyA//tktB//
go_0034401_5	
go_0034414_9	iscS//
go_0034421_8	tyrB//
go_0034470_8	nrfD//
go_0034552_7	
go_0034599_5	carB//frc//frdD//metL//rpiA//
go_0034605_5	panC//atoB//
go_0034614_6	dgt//
go_0034620_6	frdA//
go_0034628_9	adeD//pldB//yciV//folA//purA//
go_0034635_6	dhaK//
go_0034644_7	leuC//
go_0034661_7	
go_0034775_7	etk//sdhA//
go_0034983_9	tadA//scpC//
go_0035235_6	ychF//argD//ynfH//
go_0035307_9	
go_0035335_8	valS//gadA//
go_0035344_8	scpB//wecC//
go_0035350_6	mutM//
go_0035429_8	sodA//recF//nrdF//citX//argS//waaZ//
go_0035433_7	menI//
go_0035434_9	uxaA//
go_0035435_9	cpsB//hypB//abgB//mpaA//
go_0035442_7	ubiA//folP//metB//tdcG//cysD//fabI//dmlA//
go_0035443_7	amiD//tynA//lpxC//
go_0035444_9	ttdB//bacA//pncB//yieF//
go_0035461_6	pheA//
go_0035524_8	purL//
go_0035552_6	fumB//
go_0035553_6	asnA//
go_0035556_4	
go_0035600_8	murF//
go_0035672_6	pinE//dadA//yjhH//
go_0035725_9	oxc//sdhC//ymdB//trmA//gph//
go_0035784_9	carA//
go_0035864_6	
go_0035873_8	sdaA//folE//
go_0035999_5	uxaC//dacD//yigL//
go_0036001_7	tnaA//
go_0036047_9	sodA//
go_0036049_9	glxR//
go_0036088_6	uvrC//
go_0036104_6	lpxH//yfbR//
go_0036172_6	fabB//
go_0036214_3	
go_0036265_6	lsrG//
go_0036289_9	fdhF//phnP//
go_0036448_6	mmuM//mazG//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	paaZ//paaJ//
go_0040033_9	
go_0042026_4	ydiF//aspS//rutC//hemD//
go_0042126_5	truB//
go_0042128_5	
go_0042150_7	iscS//
go_0042157_5	
go_0042158_6	trpC//abgA//
go_0042177_7	
go_0042182_5	glcE//
go_0042219_6	
go_0042245_7	patA//phnJ//polA//
go_0042254_5	pta//
go_0042255_6	
go_0042274_5	gldA//
go_0042304_7	
go_0042351_7	ilvC//
go_0042355_8	ttdA//paaZ//rbsD//mnmG//yqhD//edd//
go_0042371_7	fes//
go_0042413_6	ribA//abgB//
go_0042450_7	plsC//hyaB//agp//lpxB//dapD//ndk//
go_0042454_7	ampD//
go_0042493_4	cynT//rbsK//thiG//yagF//manA//ldcA//ynfH//uvrC//gabD//entF//rfaE//dhaM//mhpB//
go_0042538_6	sdaA//yhdJ//fumB//
go_0042542_5	paaJ//tdcB//phnO//solA//
go_0042545_5	gstA//
go_0042594_4	nrfD//uxaB//eptB//recR//
go_0042619_6	
go_0042710_4	allD//polB//narH//opgE//ybiV//hycB//cysM//hemH//
go_0042732_6	purB//
go_0042744_6	kbaY//ispH//
go_0042759_7	mak//
go_0042773_6	puuC//
go_0042777_8	
go_0042780_10	rlmB//arsC//
go_0042817_5	mnaT//
go_0042819_6	nrdF//
go_0042823_6	sdhB//ilvB//coaD//rutB//
go_0042838_6	rsmD//rlmI//ldcA//narH//
go_0042840_7	ldtB//cfa//adiA//gcvT//gstB//fbp//
go_0042843_7	allD//gloC//
go_0042846_8	nudC//
go_0042852_9	rrrD//
go_0042867_8	galT//
go_0042873_7	dam//
go_0042882_10	dgoD//mutH//
go_0042884_7	moaA//iscS//talB//
go_0042885_8	tadA//
go_0042891_6	lyxK//pck//ruvA//trpB//ybiV//gph//ldtB//
go_0042906_8	arsC//pgpC//birA//
go_0042908_5	phnL//
go_0042914_8	opgE//
go_0042918_6	yfcG//dxs//
go_0042919_6	
go_0042920_6	galM//
go_0042928_7	
go_0042930_7	moaD//nrdA//fabB//paoC//uvrA//yeiG//glpD//trmL//alr//malY//
go_0042938_8	accB//rlmC//upp//
go_0042939_8	tadA//
go_0042941_8	purN//
go_0042942_6	metB//epd//
go_0042953_6	
go_0042956_8	cysH//rluA//
go_0042968_8	glnS//moaE//hemG//
go_0043039_6	paaB//thiE//ribB//
go_0043041_6	eptC//slt//
go_0043085_5	hisG//yfiC//murG//
go_0043086_5	cysN//
go_0043093_3	thiC//rfbC//folP//yciV//
go_0043097_6	mltD//mraY//
go_0043099_7	fadB//
go_0043100_6	malS//
go_0043102_5	tktB//
go_0043103_7	cmoB//
go_0043137_6	mcrA//rdgB//
go_0043150_8	
go_0043157_6	glcB//
go_0043164_6	kdsA//lipB//amyA//moeB//rsmH//hemA//paaJ//
go_0043165_6	moeB//alkA//
go_0043171_5	sodC//ppsA//lpxM//otsA//panE//
go_0043200_5	
go_0043201_6	
go_0043213_7	tmk//etk//
go_0043254_5	
go_0043335_3	epmC//yieF//arnT//nudG//rluD//
go_0043433_5	cysD//dgkA//yihS//
go_0043442_6	rhaB//
go_0043456_6	ybhA//
go_0043462_6	lldD//
go_0043470_6	
go_0043471_6	
go_0043488_5	lsrK//fcl//rrrD//
go_0043547_7	
go_0043571_7	fumC//
go_0043610_4	lpoA//nemA//galM//
go_0043686_7	hinT//
go_0043687_7	bioC//rlmL//nrfD//thyA//ldcC//
go_0043708_5	patA//
go_0043709_6	torA//
go_0043711_5	
go_0043952_7	
go_0043953_7	gcvT//
go_0044010_5	rsuA//atoB//dhaL//puuD//lsrK//xapA//
go_0044011_4	galK//
go_0044036_5	dnaQ//plsC//dapB//
go_0044038_6	galE//proC//
go_0044092_4	
go_0044179_5	
go_0044208_7	tehB//
go_0044238_3	dgcM//argK//opgB//icd//
go_0044248_4	
go_0044255_4	
go_0044262_4	phnP//melA//
go_0044273_5	hemD//
go_0044275_5	csdA//
go_0044349_6	
go_0044355_6	caiD//
go_0044532_6	
go_0044659_7	dinB//
go_0044718_6	sdhD//
go_0044764_3	
go_0044780_6	ispF//
go_0044781_5	
go_0044787_5	trpS//
go_0044874_7	
go_0045004_7	recJ//gcvP//cpsB//
go_0045013_7	
go_0045226_7	sufS//lysC//nudF//gutQ//glcB//betB//
go_0045333_5	trpS//rlmH//
go_0045337_6	ilvI//
go_0045454_4	entB//sodA//waaY//folM//opgB//trmL//narH//
go_0045471_5	pfkA//yqhD//
go_0045717_8	ybjI//rlmL//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	glgA//asnA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	trmI//folE//caiD//gltB//ltaE//
go_0045893_8	gloC//proB//
go_0045900_9	
go_0045903_5	etp//
go_0045912_6	folD//wzb//kbaY//
go_0045926_5	
go_0045936_8	
go_0045947_9	aroH//glcB//
go_0045975_9	
go_0045990_6	
go_0046037_8	tesB//
go_0046040_8	rlmH//
go_0046047_8	panC//
go_0046050_8	pagP//bioA//speC//
go_0046052_8	yjhH//
go_0046061_8	adiA//
go_0046076_8	ghrB//
go_0046081_8	frlC//leuB//
go_0046086_6	mrdA//
go_0046098_7	entE//
go_0046100_7	leuB//
go_0046101_6	fabH//umpG//
go_0046103_9	rlmI//
go_0046104_8	nanA//
go_0046115_10	miaB//
go_0046133_8	gcd//fcl//
go_0046166_6	ilvM//
go_0046168_6	dbpA//murF//
go_0046176_6	patA//nfi//trmD//ruvB//
go_0046177_7	nagA//ruvB//queF//glgA//
go_0046181_7	bioD//
go_0046183_7	pyrF//thiC//yhdH//
go_0046187_6	lysA//
go_0046196_5	garD//
go_0046210_6	recJ//asnB//mgsA//
go_0046214_6	adk//
go_0046256_7	ileS//cysH//
go_0046271_5	fabB//
go_0046279_6	ybjG//
go_0046292_4	hyi//
go_0046294_5	tilS//yihS//
go_0046296_6	rffC//kdsD//pyrD//
go_0046306_6	argF//frmB//
go_0046323_10	aphA//
go_0046325_8	
go_0046336_6	nadD//
go_0046342_8	nrfB//
go_0046348_6	leuA//rpiA//
go_0046365_5	otsB//
go_0046392_7	araD//nagK//asnA//mpaA//
go_0046397_6	
go_0046416_6	pdxY//
go_0046452_6	ssuE//
go_0046459_6	yghU//
go_0046470_5	
go_0046474_6	dapA//amyA//glgC//narY//proS//glcF//
go_0046487_5	frc//
go_0046501_6	yjjX//
go_0046618_6	hcaB//trpS//garL//ileS//guaA//paaJ//
go_0046654_7	rlmE//gcl//wrbA//pdxA//cadA//
go_0046655_5	ubiC//
go_0046656_6	lpxC//lyxK//eptC//bfr//rdgB//aroF//
go_0046657_6	ymdB//
go_0046677_4	dsdA//ilvD//glxK//nrdF//waaC//yeaE//nrdB//hisI//glk//trmO//waaA//tauD//fadB//aldA//ppiC//alsE//glyA//yfeX//ndh//lipB//nirB//moeB//citX//coaE//arnA//pdxH//yahK//speB//waaB//garR//argA//
go_0046685_4	mgsA//alkB//
go_0046686_6	torZ//
go_0046688_6	zwf//metC//
go_0046690_5	tsaE//gatD//
go_0046710_8	araA//
go_0046718_8	entD//pdxJ//
go_0046777_8	cdd//ulaF//recO//
go_0046834_6	dcd//
go_0046835_5	nhoA//dacC//glgA//nrfD//ygeX//pflB//ynfH//solA//pgsA//solA//ruvC//ubiE//mcrA//uvrB//codA//thiH//acnB//pdxJ//tilS//bioB//ribB//
go_0046836_7	dapB//
go_0046839_6	rutB//
go_0046855_6	dcd//
go_0046892_8	
go_0046901_7	clsA//
go_0046939_7	pdxH//hemD//ldhA//tilS//
go_0046942_7	rluE//rlmD//waaL//
go_0046944_7	betA//
go_0047484_6	
go_0048034_6	ubiF//
go_0048255_6	
go_0048473_8	iaaA//
go_0048518_4	
go_0048870_3	ymdB//
go_0050427_5	sgbE//
go_0050667_6	hemC//fes//
go_0050779_5	folX//
go_0050790_4	acnB//scpB//
go_0050821_5	hemF//dmlA//
go_0050918_5	arnT//pagP//
go_0050919_5	cmoB//
go_0051050_5	
go_0051083_5	epd//
go_0051085_5	folC//ppc//
go_0051090_4	dgoA//
go_0051091_5	paaC//
go_0051131_7	
go_0051143_8	yigL//
go_0051156_5	hisC//
go_0051171_5	
go_0051188_5	dusC//
go_0051191_6	fklB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	rlmM//argB//
go_0051270_5	
go_0051271_6	metL//hisC//
go_0051274_8	
go_0051276_5	
go_0051289_8	ybjI//yieH//lpoA//frlC//cfa//surA//asnA//relA//insI-1//galU//menD//nrdA//ulaF//rlmG//manA//malS//pta//sdaB//ubiX//tpiA//yfeW//carB//bacA//fabG//yggF//tynA//psuG//leuA//lipA//puuD//waaQ//mhpD//
go_0051301_3	thiC//hemC//ispG//yghU//azoR//waaZ//gadA//paaK//
go_0051302_5	
go_0051304_4	hemD//
go_0051338_5	
go_0051345_6	
go_0051346_6	oxc//
go_0051347_6	
go_0051349_6	
go_0051353_6	nagK//
go_0051391_8	ispA//
go_0051409_4	gnd//
go_0051410_3	ispU//
go_0051452_10	sdhA//
go_0051453_9	truC//
go_0051454_10	uxaB//dhaK//queC//fadD//tyrA//
go_0051476_7	yeaG//
go_0051484_7	proA//
go_0051495_8	
go_0051595_6	dacC//leuS//
go_0051596_6	sad//purC//sgbH//pdeH//
go_0051599_4	
go_0051603_6	pyrF//ravA//
go_0051604_5	ddlB//metK//nth//
go_0051607_4	tdcD//ilvC//
go_0051649_4	
go_0051668_4	
go_0051692_6	rrrD//rpe//
go_0051704_2	proC//fadD//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	apaH//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	tdcD//mltC//
go_0052778_6	mog//
go_0052837_6	narI//
go_0055070_10	wzb//
go_0055072_10	insI-1//gudD//
go_0055085_5	rne//yagE//sseA//waaB//birA//dfp//preT//dgcZ//cpsB//caiB//pyrD//rihC//ycjU//arnT//ispU//rfaD//ribF//acpH//polA//fadA//epd//gloB//def//codA//frmA//tsaC//nrdB//yqaB//tsaB//pgpB//galK//waaZ//ubiD//puuD//dam//gudD//thrB//hisH//ruvB//tyrB//xylA//ddlA//uidA//moeB//garR//avtA//opgE//pyrC//rsmJ//aldB//rsmC//gatD//pyrE//bioC//ybcF//dgoK//rsmG//arnA//napA//recG//entH//cobB//hcaC//glpA//glpC//tatD//mhpC//yjjX//ndh//treF//rffT//ribC//gpmM//yrfG//leuD//cueO//ansA//gshB//nrdA//citE//
go_0055086_4	ssuE//thiD//
go_0055114_3	sgbU//thiG//lpd//tdk//kbaZ//yqhD//lplA//rutD//mazG//luxS//rsmE//aes//mhpC//fre//waaH//pncB//gdhA//galE//hisG//leuC//torY//pfkB//torC//nagK//ygeX//hcaC//mcrB//rsmG//proS//otsB//rffT//cysQ//miaA//kefF//mutH//pagP//purT//fes//fabI//ybjG//gstB//narH//tmcA//bioH//
go_0055129_5	otsA//avtA//garL//
go_0055130_8	rutA//tatD//
go_0060003_10	nagK//rhaM//
go_0060274_5	glgB//
go_0060326_5	treC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	cobU//
go_0061077_4	yqaB//pabB//ybjG//recO//glcF//
go_0061475_9	rsuA//
go_0061504_8	ldcA//
go_0061610_5	yagE//
go_0061615_7	ygjK//mobA//
go_0061720_5	frlC//rpiB//cmk//
go_0065002_6	cdd//
go_0065007_2	bfr//
go_0070084_7	aceF//
go_0070178_5	panC//
go_0070207_8	ugd//fadE//guaB//
go_0070298_8	
go_0070301_6	lipA//pphB//
go_0070329_5	fadI//
go_0070413_7	thiI//
go_0070415_6	maa//rnpA//
go_0070417_5	panE//
go_0070453_7	lsrG//
go_0070475_7	rpe//speB//ppx//mnmE//hyaB//ushA//atoB//aspS//ribE//rutD//treA//waaU//gltB//gpmM//gcvT//dcd//fadE//udp//cpdB//
go_0070476_7	icd//murB//
go_0070482_4	hmp//
go_0070574_9	feaB//hcaF//hyaB//tdcG//
go_0070581_8	
go_0070588_9	
go_0070689_6	ung//hyi//
go_0070726_5	ybiV//hemN//
go_0070778_6	entB//nrdD//
go_0070894_6	
go_0070930_7	
go_0070981_6	sdaB//
go_0070989_4	gltB//
go_0071139_6	
go_0071218_6	fabZ//
go_0071229_5	
go_0071230_6	otsA//
go_0071236_5	hcaC//ubiC//lsrK//
go_0071237_6	
go_0071243_5	trmD//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	pgsA//
go_0071271_7	epmB//
go_0071276_7	
go_0071280_7	accA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	fadH//gmd//
go_0071289_7	sad//
go_0071291_6	tilS//
go_0071292_7	purD//
go_0071294_7	eno//
go_0071310_5	
go_0071421_9	fklB//panB//mltB//
go_0071422_7	uxaB//rnpA//ftsI//
go_0071423_8	hycB//
go_0071454_5	argH//speF//
go_0071456_5	
go_0071467_5	
go_0071468_6	folP//arnB//tynA//phnJ//
go_0071470_5	
go_0071474_6	dgcZ//paaF//ssuD//
go_0071500_5	cpdA//
go_0071502_5	
go_0071555_4	katE//carA//ftnA//hyaA//trpC//mhpA//yjjX//gshB//
go_0071577_9	waaB//appA//hyi//argE//glgP//guaC//
go_0071705_5	
go_0071731_5	
go_0071732_6	rlmM//
go_0071769_5	
go_0071805_4	xapA//moeA//psuG//eptA//waaF//acpH//ssuD//rsmC//mtgA//
go_0071806_6	dmsB//ilvM//
go_0071807_8	
go_0071897_6	mngB//rhaA//adk//der//rpiA//dbpA//
go_0071915_9	ppc//
go_0071932_8	paaE//
go_0071934_6	plsB//
go_0071945_7	
go_0071951_8	sodC//
go_0071963_4	
go_0071973_6	rluE//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	fruK//pdxA//
go_0072348_5	pgi//
go_0072488_7	tatD//
go_0072511_7	sufS//
go_0072531_6	ampH//
go_0072581_9	glgC//
go_0072714_5	
go_0075713_7	
go_0080111_4	sgbU//speE//
go_0089705_7	
go_0089709_7	truC//dacC//
go_0090071_6	
go_0090116_7	gpp//
go_0090143_4	
go_0090305_6	malY//metL//thiL//rutB//tktB//rffM//lpxH//murF//argA//ulaD//gloB//yhdJ//dhaK//lpoA//alaC//rlmB//fadH//narI//hflX//pabA//cpsG//gcd//slyD//mtn//fabB//arnT//nudG//iscS//waaF//kefF//ychF//fumA//fadH//wecC//kduI//ilvB//nrdF//mutH//waaF//thrC//etk//ldtC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	waaG//rlmD//fabZ//rbsD//ycjU//mltB//dacC//nudB//murB//rlmC//arsC//pta//
go_0090502_8	gcl//fkpB//ilvN//pncB//cysH//sucB//accA//opgB//fau//ubiC//nanK//puuC//ltaE//dmlA//sgbH//ubiD//rhaA//
go_0090503_8	tauD//melA//idi//rsuA//aroB//der//pykF//gatY//mrcB//
go_0090529_5	
go_0090540_10	rfaD//
go_0090549_5	
go_0090609_6	epmB//
go_0097056_7	uidA//
go_0097264_6	mdh//
go_0097304_7	frmB//
go_0097339_7	speD//
go_0097428_6	araD//sdhC//
go_0097502_4	rffT//
go_0097510_7	queG//
go_0097533_5	
go_0097638_8	pgm//
go_0098002_8	
go_0098655_7	hcaB//phnO//yfaU//pnp//epmB//glyS//phr//yeaE//pheT//phnO//ribF//ydiO//fre//mtn//polA//
go_0098656_7	mrcA//
go_0098707_10	
go_0098708_8	argC//yihU//
go_0098710_7	waaS//kduD//
go_0098713_8	prpC//pgpC//
go_0098719_9	
go_0098732_6	tmcA//
go_0098795_9	fabI//
go_0098869_4	yidA//murA//ttdB//ubiE//waaQ//hemD//mtgA//mnaT//dxs//selD//fumC//sseA//hcp//gloA//cysK//
go_0099131_7	glmS//
go_0099132_7	gmhB//yigL//menE//pykA//ispH//wzb//rffT//asd//
go_0099133_8	ldtE//alsE//citX//aroD//polA//der//trpD//astB//argI//uxaA//mrdA//gloA//
go_0101030_8	dbpA//
go_1900190_5	hemF//
go_1900191_6	
